MAT.1.1	Baa arrittiaa Yeesu Krĩstõ halaangatõõ cĩ habu Daavide
MAT.5.10	ĩĩn hatĩ habuccieet cĩ hẽẽtkujjieen cĩnĩĩng.
MAT.5.11	“ꞌGattan hĩ ngagiit eet ꞌcĩg odoommuung eeta, adĩmannuung ꞌbuth nẽ addangtaahuung thooꞌthiohĩĩ ꞌcĩg abathĩ, hĩnĩngĩtĩ nganĩĩta. 
MAT.5.12	Accamattoothĩk gẽrrẽẽt, hĩnĩngĩtĩ ereeyyuung ngagiit ꞌbaaniniti cobbi gẽrrẽẽt hẽẽtahujjieen. Nẽ ummuhuttooth, baa ꞌthẽk adĩman eeta põrõvẽtaaꞌnya baag ꞌrẽẽttĩg buúk noho diooni.”
MAT.5.13	“Aattiyyu niig hĩ imilla ꞌcĩ adiim eeta vẽlẽk loota nĩnga. Nẽẽthĩ, má iittiõõ immile mũccarõõnĩ tõõ, occa hatĩ aaꞌnyihi nii hũmmũccar tarĩ hutuno? Occa adduutoothĩk tuu, hatĩ haaꞌthiothĩ eeta ꞌthõõnĩ, hĩnĩngĩtĩ accakaha.
MAT.5.14	“Aattiyyu niig hĩ lanyit cĩ looc vẽlẽk. ꞌTaaũnĩ cobbi ꞌcĩ ẽhẽnytĩ muura hujjieen, hõllõngaa aguꞌthi ũdũt. 
MAT.5.15	Aitiõõ ẽẽtĩ ꞌcĩ attũlleek ꞌloomo nẽ aarĩk ijjia uruta tõõ. Nẽẽthĩ hinnianĩ, occa arimthoothĩk ꞌloomo dilaata, ngaatĩ attũllĩ ꞌcieeth vẽlẽk hĩcĩnĩt eeta. 
MAT.5.16	Nẽ ꞌgõõla hõdẽẽthõng, aꞌnyĩĩk thooꞌthiok ꞌcĩg abũnnaa ꞌcĩg adĩmani nii hatalanyit hudtuukta eeta vẽlẽk, hatĩ hĩdĩhĩthĩt eeta Maaꞌnyu cĩ hẽẽtkujjieen.”
MAT.5.17	“Ma hammuku hainnu hakuu naa hikia hĩbĩlĩ nyattal cĩ Mũũꞌtha, hode thooꞌthiok ꞌcĩg baag ẽhẽẽd põrõvẽtaaꞌnya. Baa hakuu naa hikia haaꞌnyĩk nyattal hĩ thooꞌthiok iccig, hiita hẽdẽẽnyta hĩĩtõ dĩdĩ. 
MAT.5.18	Haduhaakuung dĩdĩ, tananga hiꞌngittõõthĩ hẽẽtkujjieen hĩ looc, hõllõngaa hatĩ aꞌnginoothi nyattalĩ ꞌcĩ ẽtẽhẽẽdĩ loota, tananga nyamacaar ꞌcĩ hidici haaga, ĩꞌthõng hiita hũttũbattoothĩk thooꞌthioha vẽlẽk. 
MAT.5.19	Má abũrĩ eet umwaa tilooinit ꞌcĩ hidici cĩ nyattaalõ nẽ illimaneek ꞌgõõnõgĩ ũgĩ buúk hũtũbũrĩt, auyyuung hatĩ eeta anneekuung, eet ꞌcĩg kidicig gẽrrẽẽt habuccieetaa cĩ hẽẽtkujjieen. Nẽẽthĩ, ẽẽtĩ ꞌcĩ ẽlẽmĩ nyattalliook cĩg Nyekuci nẽ illimaneek ꞌgõõnõgĩ, aũ hatĩ eeta ĩnõõnnõ anneek, eet cobbi habuccieetaa cĩ hẽẽtkujjieen. 
MAT.5.20	Haduhaakuung dĩdĩ, má ꞌthẽk hõllõngaa anuyyu tilooinit cĩ Nyekuci jurrung ĩllõõanit Variꞌtheei hĩ ꞌlimmanniook cĩg Nyattaalak, hõllõngaa hatĩ aduhunnu habuccieet cĩ hẽẽtkujjieen ũdũt!”
MAT.5.21	“Baa ithiktu niig adukiaak hĩbaangĩ baarkit aĩ, ‘Ma haruhi.’ Nẽ ẽẽtĩ ꞌcĩ aruk eet, õkõ hatĩ lokihooa.
MAT.5.22	Nẽẽthĩ, haduhaakuung dĩdĩ, má aliilliku niig eet umwa, ooyyu hatĩ lokihooa.
MAT.5.23	“Nẽẽthĩ hoti ho, má aaꞌnyihi nii ꞌbaaninit cunni hĩ Nyekuc altaarĩa,
MAT.5.24	tũngeek ꞌbaaninit cunni ho altaarĩa. Bĩĩt nõõ õõt agayyio hĩ eet tĩho, nẽẽthĩ hatĩ õbõda ikia aaꞌnyĩhuu Nyekuc ꞌbaaninit cunni.
MAT.5.25	“Ma õkõ abilli ẽẽtĩ umwaanĩ, agayyio nõõ hĩ eet tĩho ꞌgõõla hĩdĩĩkoothong, nga õdõlanit lokiho. Ma aitiõõ, okooyyi hatĩ ẽẽtĩ ꞌcĩ abilli ho hĩ ꞌgaadĩ. Ma hatĩ ho, aggameehi ꞌgaadĩ athegereec ꞌcĩ aarikii baabuutha. 
MAT.5.26	Haduhaakuung thõõth dĩdĩ, ma ĩĩnattaau thooꞌthiok ꞌcĩg aattĩg hoti, aitiõõ hatĩ hõllõngaa ooggia ĩꞌthõng dũman ꞌrabbẽẽt vẽlẽk.”
MAT.5.27	“Agayyu niig tilooinit ꞌcĩ aĩ, ‘Ma hattihi ngaa cĩ eet umwa.’
MAT.5.28	Nẽ haduhaakuung dĩdĩ, ẽẽtĩ ꞌcĩ abũraneek ngaa umwa, ittik nẽẽ ngaa tĩho ꞌthĩnĩtatõõ cĩnnĩ ẽlẽk. 
MAT.5.29	Má aaꞌnyi nganiit hẽbẽrẽẽcĩ cĩ aꞌthiit cobbi ꞌthẽccaanõ, ꞌtõkõcaak tuu. Mẽẽn ngaatĩ adhuhẽẽkĩ ẽlẽ cunni umwa tuu, hĩllõõan ngaatĩ õkõõĩ ẽlẽ hũtũrũũr ꞌgwoyyiaa ꞌcĩ aalla ũdũt. 
MAT.5.30	Má aaꞌnyi nganiit aꞌthiiti cobbi ꞌthẽccaanõ, ꞌtẽẽdak tuu! Mẽẽn ngaatĩ adhuhẽẽkĩ ẽlẽ cunni umwa tuu, hĩllõõan ngaatĩ õkõõĩ ẽlẽ hũtũrũũr ꞌgwoyyiaa ꞌcĩ aalla ũdũt.”
MAT.5.31	“Baa illimanoothihuung ngagiit nyattalĩ ꞌcĩ aĩ, ‘Má õõg eet umwaa ngaa cĩnnĩ, aꞌnyĩĩk hẽtẽhẽẽd waraga ꞌcĩ õõgĩ ngaa cĩnnĩ ho.’
MAT.5.32	Nẽẽthĩ, hanneekuung naa nẽẽ, occa õõg ẽẽtĩ ngaa, hatĩ aggamoothĩk hĩ eet umwa diooni. Nẽ ẽẽtĩ ꞌcĩ õõg ngaa cĩnnĩ, aaꞌnyĩk ĩnõõnnõ hẽꞌthẽcanõõ ngaatĩ ooginni hĩ eet umwa nẽ ẽẽtĩ ꞌcĩ attik ngaa ꞌcĩ itiggia eet umwaanĩ, adĩman nẽẽ ꞌthẽccan ꞌcĩ attihi ngaa cĩrrĩĩng.”
MAT.5.33	“Nẽ tarĩ, agayyu niig baa udukiaak hĩbaangĩ cĩggaac aĩ, ‘Uꞌthuutti lõbũtĩ cunuung hĩ Makayyioohit.’
MAT.5.34	Nẽẽthĩ, haduhaakuung naa hanneekuung, ma habũtannu thõõth umwa ũdũt. Ma hainnu, ‘Bũtĩ hĩ hẽẽtkujjieen,’ hĩnĩngĩtĩ ĩĩn hẽẽtkujjieen dtaaba cĩ Nyekuci. 
MAT.5.35	Nẽ tarĩ ma hainnu, ‘Bũtĩ hĩ lõõcĩ,’ hĩnĩngĩtĩ ĩĩn lõõcĩ dtaaba ꞌcĩ ataadĩkĩ Nyekuci ꞌthoo. Ma tarĩ hainnu, ‘Bũtĩ hĩ ꞌJeruꞌthalẽmĩ,’ hĩnĩngĩtĩ ĩĩn ꞌJeruꞌthalẽmĩ ꞌtaaũn cĩ habu cobbi gẽrrẽẽt ũdũt. 
MAT.5.36	Ma ꞌthẽk hainnu, ‘Bũtĩ hĩ õõ caannẽẽnĩ,’ hĩnĩngĩtĩ hõllõngaa uuluyyu niig ngaatĩ uuhuyyu ĩmaacit hõdẽẽthõng hĩ õõra hode hĩĩ hollia. 
MAT.5.37	Udukta thõõth ꞌcĩ ĩĩn dĩdĩ hatĩ ĩĩn dĩdĩ nẽ ma ĩĩn thõõth ꞌcĩ ĩĩn õlõng, aꞌnyĩĩk hĩĩ õlõng. Nẽ thõõth umwaa ꞌcĩ ĩllõõan thõõth icci, aku hĩ ꞌThĩttaan.”
MAT.5.38	“Baa ithiktu niig udukiaahuung ngagiit aĩ, ‘Hebereec hĩ hebereec nẽ nyĩgĩtaat hĩ nyĩgĩtaat.’
MAT.5.39	Nẽẽthĩ, haduhaakuung hanneekuung, ma haburru eet ꞌcĩ adĩmannuung ngagiit ꞌbuth. Má atabaaꞌngi eet umwaa mũũcĩc cĩ aꞌthiit cobbi, aꞌnyĩĩk hatabaang cĩ aꞌthiit ꞌcĩ hidici buúk. 
MAT.5.40	Nẽ má adiim eet umwaa abilli lokihooa, hĩnĩngĩtĩ cẽrẽm cunni, aꞌnyĩĩk hũũhĩ koout cunni buúk. 
MAT.5.41	Nẽ má attĩnganeeki athẽgẽrẽẽcĩ umwaa cõõd ijjio cĩgĩnnĩg maaĩl hõdẽĩ, cõõdĩhĩ ĩnõõnnõ ĩꞌthõng maaĩlꞌnya
MAT.5.42	Ẽẽl eet ꞌcĩ alayyi nganiit ꞌgiimwa nẽ ma haburi ngaatĩ aaꞌnyĩkĩĩ eet hucuhanaai ꞌgiimwa.”
MAT.5.43	“Baa athiknu niig aduha eeta aĩ, ‘Mĩnnan eet ꞌcĩ aaronnu
MAT.5.44	Nẽẽthĩ, haduhaakuung hanneekuung, ĩmmĩnanit mĩrõk cugguung nẽ alayyiooyyu eet ꞌcĩg adĩmannuung ngagiit ꞌbuth. 
MAT.5.45	ꞌGõõlaa nĩĩca, adticaniinnu hatĩ hĩ lohollia cĩg Maaꞌnyu cunuung ꞌcĩ aaĩ hẽẽtahujjieen. Hĩnĩngĩtĩ aaꞌnyĩk nẽẽ kõr haara eetinii ꞌcĩg abũnnaa hĩ ĩcĩg abathĩ nẽ ĩꞌthõõak tammu eet ꞌcĩg adĩman thooꞌthiok ꞌcĩg aũlanĩ hĩ ꞌcĩg adĩman thooꞌthiok ꞌcĩg hõllõngaa aũlanĩ. 
MAT.5.46	Má ammĩnannu niig eet ꞌcĩg ammĩnannuung ngagiit diooni, adũmannuung occa hatĩ Nyekuci hĩnĩngĩtĩ thõõth niccia? Ammĩnan eeta ꞌcĩg alũt occoro buúk ꞌgõõnõgĩ. 
MAT.5.47	Nẽ má ĩꞌthaayyu niig eet ꞌcĩg ammĩnannuung ngagiit diooni, ne ꞌyioko ꞌthẽk ꞌcĩ ĩdĩmattu niig ꞌcĩ ĩllõõan eet ũgĩ ho? Hõllõngaa nooyyia adĩman eeta ꞌcĩg hõllõngaa aga Nyekuc buúk noho? 
MAT.5.48	Aanytĩk bũnnai cunuung hĩĩ maka, haau hĩcĩ Baangeet cunuung ꞌcĩ aaĩ hẽẽtahujjieen.”
MAT.6.1	“Ĩcĩnĩt jurrung, ma hadticannu ‘thooꞌthiok ꞌcĩg abũnnaa’ hĩcĩnĩt eeta. Má ĩdĩmattu hoti, aitiõõ hatĩ Maaꞌnyu hẽẽtahujjieen hõllõngaa adũmannuunga.
MAT.6.2	“Nẽẽthĩ, ma eellu pĩĩrnattiaak, ma haduhaaku eet, hĩcĩ adĩman oloꞌngiaaha ꞌCieethinii cĩg Laiittak hĩ ꞌgoolliohĩ, aĩ hátĩ hitingolli eeta ĩhõõggõ. Haduhaakuung dĩdĩ, ummuddia nẽẽg dũman cĩnĩĩng ẽlẽk. 
MAT.6.3	Nẽ ma eellu niig hullaha, ma haduhaaku tananga ꞌgoonogu cugguung cĩg ꞌthinneetinu, 
MAT.6.4	hátĩ ĩdĩmanit eliinit cunuung ko ꞌgõõlaa ꞌcĩ hõllõngaa acĩn eeta. Ĩnõõ ꞌcĩ hatĩ adũmannuung Maaꞌnyu ꞌcĩ acĩn thõõth ꞌcĩ adĩmanni burkiitina.”
MAT.6.5	“Nẽ má alaiinnu, ma hattiyyu hĩ oloꞌngiaaha aag gõõng ammĩnan ngaatĩ alaiini abĩllĩ ꞌjieena ꞌCieethinii cĩg Laiittak hĩ ꞌgoolliohĩ ngadihẽẽtĩ, aĩ hátĩ hĩcĩtteet eeta. Haduhaakuung dĩdĩ, ũdũmattĩ nẽẽg ẽlẽk. 
MAT.6.6	Nẽẽthĩ, ma alayyi, duhun ꞌcieeth cunni nẽ uꞌnyuugu hattũũg, nẽẽthĩ alau Maaꞌnyu ꞌcĩ hõllõngaa edeeꞌnyia. Ĩnõõ ꞌcĩ hatĩ adũmanni Maaꞌnyu ꞌcĩ acĩn thõõth ꞌcĩ adĩmanni burkiitina.
MAT.6.7	“Ma alayyi, ma hara halayyi hũnũũk au hĩ eeta ꞌcĩg hõllõngaa aga Nyekuc, ammuk nẽẽg aĩ athĩhĩ hatĩ Nyekuci laiinit cĩnnĩĩng, hĩnĩngĩtĩ laiinit cĩnnĩĩng ꞌcĩ uuni ho. 
MAT.6.8	Ma hattiyyu hĩ nẽẽgĩ, hĩnĩngĩtĩ aga Maaꞌnyu ꞌgii ꞌcĩ adiimmu niig nga alaac ĩnõõnnõ.
MAT.6.9	“ꞌGõõl ꞌcĩ occa alaiinnu niig cieeni,
MAT.6.9	“ ‘Baangeet ꞌcĩ aaĩ hẽẽtahujjieen,
MAT.6.9	hubulli ꞌthaara cugunnig,
MAT.6.10	hikia habuccieet cunnẽẽnĩ,
MAT.6.10	hĩdĩmanĩ tabiiniti cunni
MAT.6.10	loota hĩcĩ adĩmanni hẽẽtahujjieen.
MAT.6.11	Anyeet ngagĩĩt iyyieni, ꞌgẽẽn cĩ kõr nicci.
MAT.6.12	Tamaatĩheet ngagĩĩt, hĩnĩngĩtĩ ꞌthẽccanẽẽt cĩggaang,
MAT.6.12	hĩcĩ hammaannĩka naag eet ꞌcĩg adĩmanneet ngagĩĩt ꞌbuth.
MAT.6.13	Ma haaꞌnyeet ngagĩĩt hĩttĩmaneet ꞌThĩttaanĩ,
MAT.6.13	nẽẽthĩ, õgaaeet ngagĩĩt ꞌtĩmmaniittaa cĩ ꞌThĩttaanõ.’
MAT.6.14	Má ammaanniku niig eet ꞌcĩg adĩmannuung ngagiit ꞌbuth, ammaannĩk hatĩ ngagiit buúk Maaꞌnyu ꞌcĩ aaĩ hẽẽtahujjieen, ꞌthẽccanẽẽt cugguung. 
MAT.6.15	Nẽẽthĩ, má hõllõngaa ammaanniku niig ꞌthẽccanẽẽt cĩg eet ꞌcĩg adĩmannuung ngagiit ꞌbuth, aitiõõ hatĩ Maaꞌnyu hõllõngaa ammaannikuung ngagiit buúk, ꞌthẽccanẽẽt cugguung.”
MAT.6.16	“Ma ẽdẽtaannu niig eleeti ꞌgẽẽna, ma haaꞌnyiku muumti cugguung huꞌngurruunyti hĩ oloꞌngiaaha aag gõõng eterꞌtheek eet aĩ, hẽdẽtaanna eleeti ꞌgẽẽna. Haduhaakuung dĩdĩ, ummuddia nẽẽg dũman cĩnĩĩng ẽlẽk. 
MAT.6.17	Ma ẽdẽtaannu eleeti ꞌgẽẽna, ũtũũnyĩt muumti cugguung, arraacit ĩma nẽ uuddieu thõng, 
MAT.6.18	hátĩ hiittiõõ hõllõngaa aga eeta aĩ ẽdẽtaannu eleeti ꞌgẽẽna, acĩn Maaꞌnyu thõõth ꞌcĩ adĩmannu burkiitina nẽ hatĩ ũdũmanuunga.”
MAT.6.19	“Ma hitiangiꞌthu baliinit cunuung loota nĩnga, ngaatĩ aduhẽẽkĩ hurubo hĩ hẽlẽggĩ ꞌcĩg aaꞌnyĩk ꞌthĩĩk hohonooꞌthi, hĩ ngaatĩ avvahanĩ igorriaaha ꞌcieethi nẽ igorithita. 
MAT.6.20	Aarrik baliinit cunuung hẽẽtahujjieen, ngaatĩ hõllõngaa aduhẽẽkĩ hurubo hĩ ngaatĩ hõllõngaa ohonoothini ꞌthĩĩha, hĩ ngaatĩ hõllõngaa avvahanĩ igorriaaha ꞌcieeth nẽ igorithita. 
MAT.6.21	Hĩnĩngĩtĩ aaĩ ꞌthĩnĩt cunni ngaatĩ aayyi baliiniti cunnẽẽnĩ.”
MAT.6.22	“Ĩĩn hẽbẽrẽẽcĩ lanyit cĩ ello. Má abũnnaa hẽbẽrĩ cugunnẽẽgĩ, abbĩꞌthĩĩ hatĩ lanyit ẽlẽ cunni vẽlẽk. 
MAT.6.23	Nẽẽthĩ, má rubettĩg nganiit hẽbẽrĩ, abbĩꞌthĩĩ hatĩ muguuri ẽlẽ cunni vẽlẽk. Nẽ má ĩĩn lanyit ꞌcĩ ammuhi nii aini aaĩ ẽllaa cunni ho muguur, ĩĩn occa hinnia muguuri ẽllaa cunni hutuno?”
MAT.6.24	“Aitiõõ ẽẽtĩ ꞌcĩ occa adticanoothĩk makayyiook ꞌramma tõõ! Ma adĩman noho, occa hinnia hatĩ aaburreek makayyioohit umwa nẽ ĩmmĩnan umwa, hode occa hinnia hatĩ adticanoothĩk makayyioohit hõdẽẽthõng nẽ aabureek umwa. Aitiõõ niig hõllõngaa occa adticanoothiku Nyekuc hĩ ꞌrabbẽẽt hõdẽĩ.”
MAT.6.25	“Nẽẽthĩ, haduhaakuunga, ma hapuppuddu, hĩnĩngĩtĩ rũgẽt cunuung, hode hĩnĩngĩtĩ ꞌgii ꞌcĩ hatĩ adaku hĩ ꞌcĩ ahuddu, hĩ ceremwa ꞌcĩg ahimittu. Hõllõngaa nooyyia aaddi rũgẽtĩ hĩllõõan ꞌgẽẽn nẽ ĩllõõan ẽlẽ ceremwa? 
MAT.6.26	Ĩcĩnĩt nõõ hĩbaallĩ cĩg hẽẽtkujjieen, hõllõngaa akannĩ nẽẽgĩ hode ajanni, hode aꞌnyak ĩragẽẽt cĩg haalu nẽ aalla irohĩt Maaꞌnyu cĩ hẽẽtkujjieen ĩhõõggõ noho. Hõllõngaa nooyyia ĩllõõannu niig hĩbaallĩ?
MAT.6.27	“Nganĩ hõrggẽẽnaa cunuung ꞌcĩ occa ĩttõõrĩkĩ hayũngĩ kõr hõdẽẽthõng rũgẽtaa cĩnnĩ? 
MAT.6.28	Inni ahayũngattĩ niig, hĩnĩngĩtĩ ceremwa haaga ho? Ĩcĩnĩt nõõ ꞌgõõl ꞌcĩ alĩꞌthĩ nyetturi cĩg moru, aitiõõ nẽẽg hõllõngaa adticanni hode ẽhẽnyta ceremwa. 
MAT.6.29	Tananga ꞌThõlõmõõnẽ baliittaa cĩnnĩ vẽlẽk, nga hitihimi haau hĩ nyetturi cieegi. 
MAT.6.30	Aaꞌnyĩk Nyekuci ꞌlẽẽmĩth ꞌcĩ aaĩ noho ho artĩ vẽlẽk ꞌcĩg alĩꞌtha mõrõtõõ, tananga aaĩ kõr nicci, ma lohotha udhuhoothĩk ꞌgwoyyiatõõ. Adĩmaneekuung ꞌthẽk hatĩ Nyekuci ngagiit hẽlẽggĩ ꞌcĩg mẽẽlĩg! Inni ꞌthẽk aꞌnyahit lemiinit ꞌcĩ hidici haaga ho?
MAT.6.31	“Ma hahayũnganiinnu nẽ ijittu eleeti iittu, ‘Hammũda occa hatĩ ꞌgii ꞌcĩ hadak ĩĩna?’ Hode ‘Hattiha occa hatĩ ꞌgii ꞌcĩ hahũd ngaana?’ Hode ‘Hammũda occa ꞌthẽk hatĩ ceremwa ꞌcĩg hahimit ĩĩna?’ 
MAT.6.32	Eet ꞌcĩg hõllõngaa aga Nyekuc diooni, ꞌcĩg aꞌnyak muhẽẽnĩt ꞌcĩ aaĩ nohota. Aga Maaꞌnyu cĩ hẽẽtkujjieen ngaatĩ adiimmu niig hẽlẽggĩ iccig vẽlẽk. 
MAT.6.33	Nẽẽthĩ, hẽlẽggẽẽnnĩĩ cĩg vẽlẽk, idiimit nõõ habuccieet cĩ Nyekuci hĩ thõõth cĩnnĩ ꞌcĩ aũlan ĩĩcĩ oou. Nẽẽthĩ hatĩ aaꞌnyuung hẽlẽggĩ vẽlẽk ꞌcĩg adiimmu niiga.
MAT.6.34	“Ma hapuppuddu, hĩnĩngĩtĩ waathĩn cĩ lohotha. Agawa hatĩ kõrra cĩ lohotha ꞌgõõl cĩnnĩ ẽmmẽn. Hĩnĩngĩtĩ waathĩnĩ ma aaĩ ho, aꞌnyak pĩĩrnanĩt cĩnnĩ ꞌcĩ ẽllẽẽnnõõ.”
MAT.7.1	“Ma hetteediku ꞌgoonogu thõõth, haau hĩcĩ hatĩ aitiõõ Nyekuci hõllõngaa etteedikuung ngagiit buúk thõõth. 
MAT.7.2	Hĩnĩngĩtĩ etteedikuung hatĩ Nyekuci ngagiit buúk thõõth, ꞌgõõlaa ꞌcĩ gõõng etteediku niig ꞌgoonogu! Adĩmaneekuung hatĩ nẽẽ thõõth ꞌcĩ gõõng adĩmaneeku niig ꞌgoonogu.
MAT.7.3	“Inni cĩĩn nii tahahaac ꞌcĩ mĩllĩꞌnyĩ hebereecaa cĩ ꞌgotonoonu nẽ iittiõõ hõllõngaa acini iggooli ꞌcĩ aaĩ hebereecaa cunni ho? 
MAT.7.4	Occa gõõng anneehi nii ꞌgotonu, ‘Ĩꞌnya hittihaaii tahahaac ꞌcĩ mĩllĩꞌnyĩ hebereeca,’ nẽ nẽẽ aꞌnyahi nii iggooli hebereecaa cunni hutuno? 
MAT.7.5	Nii oloꞌngiaahiti, ꞌtiha nõõ iggooli ꞌcĩ aꞌnyahi hebereecaa cunni ho hátĩ cĩnĩ jurrung, nẽẽthĩ hátĩ ittiha tahahaac ꞌcĩ mĩllĩꞌnyĩ hebereecaa cĩ ꞌgotonoonu.
MAT.7.6	“Ma haaꞌnyiku ũthũrẽẽt ꞌgii ꞌcĩ aꞌngirannii cĩ Nyekuci. Nẽ ma hadhuheeku ꞌngõõhĩꞌnya pẽalꞌnya.
MAT.7.7	“Ijinit, hátĩ haaꞌnyĩhoothĩhuunga. Idiimit, hátĩ ummuddia. Uruhit hattũũg nẽ hatĩ ubbuuhothoothĩhuunga. 
MAT.7.8	Hĩnĩngĩtĩ ẽẽtĩ ꞌcĩ ajin ꞌgiimwa, aanytĩhoothĩk hatĩnĩ nẽ ẽẽtĩ ꞌcĩ adiim ꞌgiimwa, ammũda hatĩnĩ nẽ abbuuhothoothĩk hatĩ hattũũg eet ꞌcĩ aruhi.
MAT.7.9	“Nganĩ occa hõrggẽẽnaa cunuung ꞌcĩ ma ajin ngeerĩnĩ ũbũnĩ aaꞌnyĩk hinnia bẽẽ? 
MAT.7.10	Hode ma ajin ngeerĩnĩ ulugooc aaꞌnyĩk hinnia hũkaat? 
MAT.7.11	Má agayyu niig tananga abaꞌthu, ngaatĩ aaꞌnyiku lõhõlĩ cugguung ꞌbaaninit ꞌcĩ abũnnaa, ĩĩn occa hatĩ ꞌbaaniniti ꞌcĩ aaꞌnyĩk Maaꞌnyu cĩ aaĩ hẽẽtahujjieen eet ꞌcĩg ajin ĩnõõnnõ hutuno? 
MAT.7.12	Nẽẽthĩ hẽlẽggẽẽnnĩ vẽlẽk, ĩdĩmatteek ꞌgoonogu thooꞌthiok vẽlẽk ꞌcĩg adiimmu niig hĩdĩmatteehuung nẽẽg ngagiita, hĩnĩngĩtĩ arũma thõõth ciee Nyattal hĩ thõõth cĩ Põrõvẽtaaꞌnyanu vẽlẽk.
MAT.7.13	“Uduhunit hattũũg ꞌcĩ lũdũcĩ. Hĩnĩngĩtĩ padtac hattũũg hĩ ꞌgõõl ꞌcĩ õkõõĩ eet ĩĩcĩ daahĩthõõ nẽ mẽẽlĩg eeta ꞌcĩg aduhun ngaatĩho. 
MAT.7.14	Nẽẽthĩ, lũdũc hattũũg ꞌcĩ õkõ ĩĩcĩ rũgẽtõ. Nẽ õkõmĩ ngaatĩ hanũĩ ꞌgõõl ꞌcĩ õkõ ĩĩca ho gẽrrẽẽt, nẽ hĩdĩcĩg eeta ꞌcĩg ẽdẽcĩ ꞌgõõl tĩho.
MAT.7.15	“Ĩcĩnĩt põrõvẽtaaꞌnya ꞌcĩg ĩĩn oloꞌngiaak jurrung! Hĩnĩngĩtĩ au nẽẽg hĩ ngagiit tarbalĩg haauto hĩ aꞌtha, nẽ ĩko ꞌthinneetinitõõ cĩggĩĩng, aattĩg hĩ huduumwaana ꞌcĩg au arukuung thõng. 
MAT.7.16	Occa agayyu ĩhõõggõ, hĩnĩngĩtĩ thooꞌthiok ꞌcĩg adtican nẽẽgĩ. Nganĩ occa ꞌcĩ adũũca ꞌmũũnĩc cĩĩlkanooca, hode nganĩ ꞌcĩ occa adũũca hõmmõõk hẽẽnĩĩ ꞌcĩg ĩĩn bĩlla? 
MAT.7.17	Hẽẽt ꞌcĩ abũnnaa õddõngta ꞌgẽẽn ꞌcĩ abũnnaa, nẽẽthĩ, õddõngõta hẽẽt ꞌcĩ abathĩ ꞌgẽẽn ꞌcĩ abathĩ. 
MAT.7.18	Aitiõõ hẽẽt ꞌcĩ abũnnaa hõllõngaa occa õddõngta hẽẽt ꞌcĩg abbiiri ꞌcĩg abathĩ nẽ hẽẽt ꞌcĩ abathĩ, hõllõngaa occa õddõngta hẽẽn ꞌcĩg abbiiri ꞌcĩg abũnnaa. 
MAT.7.19	Hẽẽt ꞌcĩ hõllõngaa õddõngta hẽẽn ꞌcĩg abbiiri ꞌcĩg abũnnaa, eꞌngeddoothĩk hatĩ looc nẽ udhuhoothĩk ꞌgwoyyiatõõ. 
MAT.7.20	Occa ꞌthẽk agayyu niig põrõvẽtaaꞌnya ꞌcĩg ĩĩn oloꞌngiaak ko, hĩnĩngĩtĩ thooꞌthiok ꞌcĩg adtican nẽẽgĩ.
MAT.7.21	“Hõllõngaa eet vẽlẽk ꞌcĩg aũyya nganĩĩt anneeka, ‘Makayyioohit, Makayyioohit,’ ꞌcĩg hatĩ aduhun habuccieet cĩ hẽẽtkujjieen. Nẽẽthĩ, eet ꞌcĩ adtican dtiic cĩ Nyakangaan caannĩ cĩ hẽẽtkujjieen diooni, ꞌcĩ hatĩ aduhuni. 
MAT.7.22	Kõr ꞌcĩ hatĩ etteedini thooꞌthioha, mẽẽlĩg hatĩ eeta ꞌcĩg aũũyya nganĩĩt anneeka, ‘Makayyioohit, Makayyioohit, ma baa tarĩ hirrioonĩka eet ꞌthaarĩĩ cugunnig, hiiggiayyia loriẽẽt ꞌcĩg abathĩ nẽ hidticatta thooꞌthiok ꞌcĩg mẽẽlĩg ꞌcĩg ĩnaat eeta?’ 
MAT.7.23	Nẽẽthĩ, haduhaahi hatĩ naa ĩhõõggõ cũrũmũũm hanneehi, ‘Hõllõngaa hagayyuung naa ngagiit ũdũt. Ammanyattĩ ngaati, niig eeta ꞌcĩg adĩmannu thooꞌthiok ꞌcĩg abathĩ dtẽc ko!’
MAT.7.24	“Nẽẽthĩ hoti ho, ẽẽtĩ ꞌcĩ athĩhĩ thooꞌthiok cĩgannĩg ko nẽ idticanõõĩ, aaĩ nẽẽ hĩ ẽẽtĩ ꞌcĩ ẽggẽẽnyĩth ꞌcĩ ẽhẽnyĩt ꞌcieeth lõbaraba hujjieen. 
MAT.7.25	Tananga hĩtĩĩl tammu cobbi ꞌcĩ aku ngõõta, hirik tawanĩ nẽ ĩbbĩtĩt liillioha, huuhan ngõõtĩ hĩdda ꞌcieeth, aalla hatĩ hõllõngaa arribanni, hĩnĩngĩtĩ ẽhẽnytĩ lõbaraba hujjieen. 
MAT.7.26	Nẽẽthĩ, ẽẽtĩ ꞌcĩ hõllõngaa athĩhĩ thooꞌthiok cĩgannĩg ko nẽ idticanõõĩ, aaĩ nẽẽ hĩ ꞌgiiꞌthiahiti ꞌcĩ ẽhẽnyĩt ꞌcieeth ngaatĩ ĩĩn hathaac. 
MAT.7.27	Ma ikia ĩtĩĩl tammu cobbi hĩbbĩtĩt liillioha, huuhan ngõõtĩ nẽ ĩdda ꞌcieeth niccia, arribanni hatĩ ꞌcieeth niccia hĩĩ lõõcĩ ꞌthĩĩ.”
