GEN.1.4	Tsî Elob ge ge mû, ǃnâb a ǃgâi ǃkhaisa; tsî Elob ge ǀgorasa ǃnâb tsî ǃkhaenab tsîkha ǁaegu ge dī.
GEN.9.28	Tsî Noaxi ge kai dâus khaoǃgâ ǃnonakaidisi tsî korodisi kuriga ge ûi.
GEN.9.29	O di ge tsēdi Noaxi didi hoade khoesekaidisi tsî korodisi kuri ge i, tsîb ge ge ǁō.
GEN.10.4	Tsî ǀgôagu Javanni digu ge Elisab tsî Tarsib tsîkha tsî Kitimǁîn tsî Dodanǁîn tsîna.
GEN.10.7	Tsî ǀgôagu Kusi digu ge Sebab, Havilab, Sabtab, Ramab tsî Sabtekab tsîga. Tsî ǀgôakha Ramab dikha ge Sebab tsî Dedanni tsîkha.
GEN.10.8	Tsî Kusi ge Nimroda ge hō; ǁîb ge ge ǀgaitsoatsoa ǃhūbaib ai.
GEN.10.9	Tsîb ge ǃgari ǃau-ao ge i ǃKhūb di ais aiǃâ; ǁnā-amagan ra mî: Nimrodi khami ǁnā ǃgari ǃau-aob ǃKhūb di ais aiǃâ.
GEN.10.10	Tsî tsoatsoas ǁîb gaosis dis ge Babilons, Ereks, Akads tsî Kalnes tsîde ge i, Sinarǃhūb ǃnâ.
GEN.10.12	tsî Resensa Nineves tsî Kalaxs tsîra ǁaegu, nēs ge ǁnā ǃās kaisa.
GEN.10.15	Tsî Kanaanni ge Sidonni ǂguroǃnaesabeb âba ge hō tsî Heti tsîkha,
GEN.10.16	tsî Jebusǁîb, Amorǁîb, Girgasiǁîb,
GEN.10.17	Hiviǁîb, Arkǁîb, Sinǁîb,
GEN.10.18	Arvadǁîb, Semarǁîb tsî Hamatǁîb tsîna; ǁîna xu di ge Kanaanǁîn di ǃhaoǃnāde ge khoraǂuisen.
GEN.10.19	Tsî ǀkharib Kanaanǁîn dib ge Sidonsa xu Gerars ǃoats ra ǃgû khami Gasas kōse ge ī; Sodoms tsî Gomoras tsîra ǃoats ra ǃgû khami, tsî Admas tsî Seboims tsî Lesas tsîdi kōse.
GEN.10.20	Nēgu ge Xammi di ôaga ǁîgu di ǃhaoǃnāde ǃoa, ǁîgu di gowagu ǃoa, ǁîgu di ǃhūǃâdi ǃnâ, ǁîgu di ǁaedi ǃnâ.
GEN.10.23	Tsî Arammi di ôagu ge Usi, Huli, Geteri tsî Masi tsîga ge i.
GEN.10.24	Tsî Arpaxsadi ge Selaxa ge hō, tsî Selaxi ge Ebera ge hō.
GEN.10.26	Tsî Joktanni ge Almodadi, Selefi, Hasarmaveti, Jeraxi,
GEN.10.27	Hadorammi, Usali, Diklab,
GEN.10.28	Obali, Abimaeli, Sebab,
GEN.10.30	Tsî ǁîgu di ǁanǃkhais ge Mesasa xu Sefarǃhommi aiǂoasǀî ǁgoeb ǃoats ra ǃgû khami ge hâ i.
GEN.10.31	Nēgu ge Semmi di ôaga ǁîgu di ǃhaoǃnāde ǃoa, ǁîgu di gowagu ǃoa, ǁîgu di ǃhūǃâdi ǃnâ, ǁîgu di ǁaedi ǃoa.
GEN.11.1	Tsî ǃhūbaib hoaragab ge ǀgui gowab ǀguib tsî ǀguiti-ī mîde ge ūhâ i.
GEN.11.6	Ob ge ǃKhūba ge mî: Mû, ǀgui ǁaes ǀguis tsîn ge ǀgui gowab ǀguiba ūhâ; tsî nēs ge ǁîn ra dītsoatsoasa, tsî nēsi ǁnâi ǃgaoǁnâbasen tide, dī nîsen ǂâibasen hâ xūn hoana?
GEN.11.9	ǁNā-amagas ge ǁîs di ǀonsa Babel ti ge ǂgaihe; ǁnāpab ge ǃKhūba gowab ǃhūbaib hoaragab diba ǀhomaǀhoma xui-ao, tsî ǁnāpa xub ge ǃKhūba ǁîna ǃhūbaib hoaragab ai ǀgaruǀgaru xui-ao.
GEN.11.11	Tsî Semmi ge Arpaxsadab ge hō hâ is khaoǃgâ korokaidisi kuriga ge ûi, tsîb ge ǀgôagu tsî ǀgôadi tsîna ge hō.
GEN.11.13	Tsî Arpaxsadi ge Selaxab ge hō hâ is khaoǃgâ hakakaidisi tsî ǃnona kuriga ûi tsî ǀgôagu tsî ǀgôadi tsîna ge hō.
GEN.11.14	Tsî Selaxi ge ǃnonadisi kuriga ge ûi tsî Ebera ge hō.
GEN.11.15	Tsî Selaxi ge Eberab ge hō hâ is khaoǃgâ hakakaidisi tsî ǃnona kuriga ûi tsî ǀgôagu tsî ǀgôadi tsîna ge hō.
GEN.11.16	Tsî Eberi ge ǃnonadisihakaǀa kuriga ûi tsî Pelega ge hō.
GEN.11.17	Tsî Eberi ge Pelegab ge hō hâ is khaoǃgâ hakakaidisi ǃnonadisi kuriga ûi tsî ǀgôagu tsî ǀgôadi tsîna ge hō.
GEN.11.18	Tsî Pelegi ge ǃnonadisi kuriga ûi tsî Reguba ge hō.
GEN.11.19	Tsî Pelegi ge Regubab ge hō hâ is khaoǃgâ ǀgamkaidisi tsî khoese kuriga ûi tsî ǀgôagu tsî ǀgôadi tsîna ge hō.
GEN.11.20	Tsî Regub ge ǃnonadisiǀgamǀa kuriga ûi tsî Seruga ge hō.
GEN.11.21	Tsî Regub ge Serugab ge hō hâ is khaoǃgâ ǀgamkaidisi tsî hû kuriga ûi tsî ǀgôagu tsî ǀgôadi tsîna ge hō.
GEN.11.22	Tsî Serugi ge ǃnonadisi kuriga ûi tsî Nahora ge hō.
GEN.11.23	Tsî Serugi ge Nahorab ge hō hâ is khaoǃgâ ǀgamkaidisi kuriga ûi tsî ǀgôagu tsî ǀgôadi tsîna ge hō.
GEN.11.24	Tsî Nahori ge ǀgamdisikhoeseǀa kuriga ûi tsî Teraxa ge hō.
GEN.11.25	Tsî Nahori ge Teraxab ge hō hâ is khaoǃgâ ǀguikaidisi tsî disikhoeseǀa kuriga ûi tsî ǀgôagu tsî ǀgôadi tsîna ge hō.
GEN.11.26	Tsî Teraxi ge hûdisi kuriga ûi tsî Abrammi, Nahori tsî Haranni tsîga ge hō.
GEN.11.27	Tsî nēdi ge ǃnaedi Teraxi dide: Teraxi ge Abrammi, Nahori tsî Haranni tsîga ge hō; tsî Haranni ge Lota ge hō.
GEN.11.28	Tsî Haranni ge ǁgûb âb xa ge aiǁō, ǃnaes âb di ǃhūb ǃnâ, Urs Xaldeǃhūb dis tawa.
GEN.11.30	Tsî Sarais ge ǁora tama tsî ǀgôa-e ūhâ tama ge hâ i.
GEN.11.32	Tsî Terab di tsēdi ge ǀgamkaidisi tsî koro kuri ge i; tsîb ge Teraxa Harans tawa ge ǁō.
GEN.12.1	Tsî ǀnaib ge ǃKhūba Abrammi ǃoa ge mî hâ i: Doeǂoa sa ǃhūba xu tsî sa ǀaokhoexagusa xu tsî sa îb di omma xu, ǁnā ǃhūb tita nîra ǁgau tsiba ǃoa.
GEN.12.4	Ob ge Abramma ge doe, ǃKhūb ge ǁîb ǃoa mî khami, tsî Loti ge ǁîb ǀkha ge doe; tsî Abrammi ge hûdisikoroǀa kurixa ge i, Haransa xub ge doeǂoa ǃnubai.
GEN.12.9	ǁNās khaoǃgâb ge Abramma dāǁnâ tsî ǃaruǀî ǃKhawagasǃhūb ǁga ge doe.
GEN.12.11	Tsî i ge ge ī, Egipteb ǃnâ sīsab ge ǀgūo, ob ge Sarais ǁîb di taras ǃoa ge mî: Mû, tita ge a ǂan îsa taras a ǃkhaisa.
GEN.12.13	Mî ǁnâi re ti ǃgâsas a ǃkhaisa, î ta ǃgâibahe re sas ǃaroma, îs ti ǀomsa ûi re sas ǃaroma.
GEN.12.14	Tsî i ge ge ǃnae, Abrammi ge Egipteb ǃnâ sīo, o gu ge Egipteǁîga nē tarasa ge mû, kaises a îsa ǃkhaisa.
GEN.12.15	ǁKhāti gu ge gaosagu Faraob diga ǁîsa mû tsî Faraob aiǃâ ge koa si, os ge tarasa Faraob ommi ǃoa ge ūsīhe.
GEN.12.16	Tsîb ge ǁîba Abramma ge ǃgâidī ǁîs ǃaroma, ob ge gūn, goman, eselgu, ǃgāgu, ǃgādi, eseldi tsî ǃnain tsîna ge ūhâ i.
GEN.12.18	Ob ge Faraoba Abramma ǂgai tsî ge mî: Tare-e sats go dī te-e? Tarexats ǂanǂan te tama hâ, ǁîs a sa tara ǃkhaisa?
GEN.12.19	Tare xū-i ǃaromats kha ǁîs a ti ǃgâ ti go mî, o ta go ǁîsa ǁaupe tarase ūbasen ǁga? Tsî nēsi ǁnâi, nēs hâ sa tarasa, xuige ū si îts ǃgû re!
GEN.12.20	ǃNubaib ge Faraoba aogu âba ǁîb ǃaroma ge mîmā, o gu ge ǁîba ge ǁnū tsî taras âb tsî ūb hâ xūn hoana.
GEN.13.1	Nētib ge Abramma Egipteba xu ge doeǃapa ǃkhawagasǀî, ǁîb tsî taras âb tsî ūb hâ xūn hoan tsî Loti ona ǁîb ǀkha.
GEN.13.3	Tsîb ge doemas âb ǃnâ ǃkhawagasǀî Bet-Els kōse ge sī ǁnā ǃās tentoms âb tsoatsoas ǃnâ ge hâ is kōse, Bet-Els tsî Ais tsîra ǁaegu;
GEN.13.5	Tsî Loti, Abrammi ǀkha ge doeb ge ǁkhāti gūn, goman tsî tentomdi tsîna ge ūhâ i.
GEN.13.9	ǃHūb hoaragaba kha sa ais aiǃâ hâ tamab hâ? ǁNâi ǀgoraxū te re! Sats ga ǁareǀkhābǀî ǃgû ǂgao, o ta ge tita amǀkhābǀî nî ǃgû, tsî sats ga amǀkhābǀî ǃgû ǂgao, o ta ge tita ǁareǀkhābǀî nî ǃgû.
GEN.13.11	Nētib ge Lota Jordanǃāb ǂgāb hoaragaba ge ǁhûiǂuibasen, tsî Loti ge aiǂoasǀî ge doe, tsî kha ge ǁî ǀgamkha nē dommi ai ge ǀgoraxūgu.
GEN.13.12	Tsî Abrammi ge Kanaanǃhūb ǃnâ ge ǁan; tsî Loti ge ǂgāb di ǃādi ǃnâ ǁan tsî Sodoms kōse tentomde ge om.
GEN.13.14	Tsîb ge ǃKhūba Loti ge ǁîba xu ǀgoras khaoǃgâ Abrammi ǃoa ge mî: ǃGapakhâi îts nēsi ǁîs aits hâ ǃkhaisa xu kō ǀapasǀî tsî ǃkhawagasǀî, tsî aiǂoasǀî tsî huriǂoasǀî.
GEN.13.17	Khâi îts nē ǃhūba ǃgûmaǃnâ, gaxu tsîb a ǂhaba khami; satsa ta ge tita ǁîba nîra mā xuige.
GEN.14.4	ǁÎgu ge Kedorlaomera disiǀgamǀa kuriga ge ǃoaba; xawe disiǃnonaǀaǁî kurib ǃnâ gu ge ge ǁnāǁgôa.
GEN.14.8	ǃNubaib ge gao-aob Sodoms diba ge doebē tsî gao-aob Gomoras dib, tsî gao-aob Admas dib, tsî gao-aob Seboims dib, tsî Belas, ǁîs ge Soars di gao-aob tsîga; tsî gu ge torob ǃoa ge ǂhomisen, ǃgoaǃnāb Sidims dib ǃnâ,
GEN.14.9	Kedorlaomeri, Elammi di gao-aob, tsî Tidali, ǁaedi di gao-aob, tsî Amrafeli, Sinari di gao-aob, tsî Arioxi, Elasari di gao-aob tsîgu ǃoagu; haka gao-aoga korogu ǃoagu.
GEN.14.15	Tsîb ge tsuxuba ǁîgu ǃoa-ai ǀgoraǃāsen, ǁîb tsî ǁîb di ǃgāgu tsîn, tsîb ge ǁîga ǂnauǂkhū tsî ǁîga ge sauruǃgon Hobas, Damaskus di ǁareǀkhāb ai ǁgoes kōse.
GEN.14.16	Tsîb ge xūn hoana ǁkhawa ge ūhā tsî ǃgâsab Loti tsî xūn âb onab ge ǁkhawa ge ūhā, tsî taradi on tsî ǁaesa.
GEN.14.21	Tsîb ge gao-aob Sodoms diba Abrammi ǃoa ge mî: Khoena tita mā re; îts satsa xūna ūbasen re!
GEN.14.23	Amase ta ge ǀgui ǁaparo-e xu ǁharoǃhâuro-i kōse ǁnā xūn hîa sa din hoan xa ū tide, îts tā: Abramma ta go ǃkhū kai, ti mî.
GEN.15.2	Ob ge Abramma ge mî: ǃKhūtse, ǃKhūtse, tare-ets nî mā te, ǀgôan ose gau khoeta go titao; tsî ǀgôab ti ommi dib ge nē Damaskuǁîb Eliesera.
GEN.15.9	Ob ge ǁîba ǁîb ǃoa ge mî: Tita ūba re ǃnona kurixa tsâus tsî ǃnona kurixa piris tsî ǃnona kurixa ǂkharapirib tsî ǂnais tsî ǂkham ǂnabus tsîna.
GEN.15.11	Tsî ǀaun ge ǁō hâ sorodi ai hā ǁgôaxa, xawe Abrammi ge ǁîna ge ǃhaebē.
GEN.15.17	Tsî i ge ge ī sores ra ǂgâ tsî i ra ǃkhae ǃkhaisa, mû, o i ge ǀan ra ǁganom-i tsî ǀaexa ǃamamǀae-i khami ge hā, ǃâde ra ǃgûǃnâǃganu-e.
GEN.15.21	Amorǁîn, Kanaanǁîn, Girgasiǁîn tsî Jebusǁîn tsîna.
GEN.16.3	ǃNubais ge Sarais Abrammi tarasa Egipteǁî ǃgās âs Hagarsa ū tsî Abrammi aob âsa tarase ge mā si, disi kurigab ge Abramma Kanaanǃhūb ǃnâ ǁan hâ is khaoǃgâ.
GEN.16.4	Ob ge Hagars tawa ge ǂgâ, tsîs ge ge ǃkhōǃoa. Tsî mûs geo ǃkhōǃoas ge ǃkhaisa, os ge ǀhonkhoes âsa ge ǃharaxūsa ǁîs di mûǁae.
GEN.16.5	Os ge Saraisa Abrammi ǃoa ge mî: Ti ǂkhabadīsa as sa ai hâ; tita ge ti ǃgāsa sa tîǂams ǃnâ go mā; os ge ǃkhōǃoas go ǃkhaisa go mû tsî tita ra sora; ab ǃKhūba ǀgora tita tsî sats tsîm ǁaegu!
GEN.16.6	Ob ge Abramma Sarais ǃoa ge mî: Mû, sa ǃgās ge sa ǃomǁae hâ; dī-ū si re, sa mûǁae a ǃgâi khami! Os ge Saraisa ǁîsa tsūse ge ûi-ū, tsîs ge ǁîsa ais âsa xu ge ǁhâ.
GEN.16.8	Tsîb ge ge mî: Hagarse, Sarais di ǃgāse, mapa xus ra hā tsî mâǀîs gau? Os ge: ǁHâ ta ra ti ǀhonkhoes Sarais di aisa xu, ti ge mî.
GEN.16.9	Ob ge ǃKhūb di ǀhomǃgāba ǁîs ǁga ge mî: ǃHoba sa ǀhonkhoes ǃoa î ǃgamǃgamsen ǁîs di ǃomkha ǃnaga.
GEN.16.11	ǁKhātib ge ǀhomǃgāb ǃKhūb diba ǁîs ǃoa ge mî: Mû, sas ge a ǀgamǀkhā tsîs ge ǀgôaba nîra ǁora, tsîs ge Ismaeli ti ǀons âba nîra ǂgai, ǃKhūb ge sa ǃgomsiba go kōǀî amaga.
GEN.16.13	Os ge ǀons ǃKhūb dis, ǁîs ǀkha goro ǃhoasa, sats ǃgapaǀîs di Elots ti ge ǂgai; nētis ge mî xui-ao: Xare kōǀî bi ta go, ǁîb tita ra ǃgapaǀîba?
GEN.16.16	Tsî Abrammi ge ǁkhaisadisiǃnaniǀa kurixa ge i, Hagars ge Ismaela ǁoraba bi ǃnubai.
GEN.17.2	Tsî tita ge ti ǃgaeǀhaosa nîra dī, tita tsî sats tsîkhom ǁaegu, tsî tita ge kaise nîra ǂguiǂgui tsi.
GEN.17.3	ǃNubaib ge Abramma ais âb ai ge ǁnā; tsî Elob ge ǁîb ǀkha ǃhoa tsî ge mî:
GEN.17.4	Tsî mû, tita xasa, ti ǃgaeǀhaos ge sa ǀkha hâ; tsîts ge nîra kaise kai ǂguib ǁaedi dib di ǁgû kai.
GEN.17.6	Tsî tita ge kaise nîra ǂûǂûxaǃnâ kai tsi tsî tita ge ǁaedi di îse nîra mâi tsi, tsî gao-aogu ge satsa xu nîra ǀkhī.
GEN.17.7	Tsî tita ge ti ǃgaeǀhaosa nîra ǂnûikhâi tita tsî sats tsîkhom ǁaegu, tsî sa surib ǁaegu sa khaoǃgâ, ǁîn di ǃhaodi ǃnâ, ǀamo ǃgaeǀhao-i ase, î ta satsa Elose ība tsî sa suriba sa khaoǃgâ.
GEN.17.9	ǃAruǀîb ge Eloba Abrahammi ǃoa ge mî: Ots ge satsa ti ǃgaeǀhaosa nî ǃkhōǀgaipe, sats tsî surib âtsa sa khaoǃgâ, ǁîn di ǃhaodi ǃnâ.
GEN.17.11	O du ge aikhōb sadu ǁgans diba nî ǃgaohe; tsî ǁîs ge sao-i ase nîra hâ, tita tsî sats tsîkhom ǁaegu hâ ǃgaeǀhaos di-i ase.
GEN.17.12	Mâ aore ǀgôarob ǁkhaisa tsēdi â-ib hoaba du nî ǃgaohe, aore-i sadu di ǃhaodi ǃnâ hâ-i hoa-i, ommi ǃnâ ǃnae hâ-i karao, mâ ǃhaokhoe-i hoa-i xa marib ǀkha ǁamahe hâ-i karao, sadu surib di tama i ga i xawe;
GEN.17.13	ommi âdu ǃnâ ǃnae hâb tsî sadu marib ǀkha ǁamahe hâb, ǁîb ge ǂanǂansase nîra ǃgaohe; tsî ti ǃgaeǀhaos ge sadu ǁgans ǃnâ nîra hâ ǀamo ǃgaeǀhao-i ase.
GEN.17.14	Tsî aoreb aikhōba ūhâb hoab, aikhōb di ǁgansa ǃgaohe tideb, ǁîb di ǀoms ge ǁîs di ǁaede xu nîra ǃhūǃnomasihe, ti ǃgaeǀhaosab go khôa xui-ao.
GEN.17.15	ǁKhātib ge Eloba Abrahammi ǃoa ge mî: ǀOns sa taras Sarais disats ge Sarai ti ǂgai tide, tsîts ge ǀons âsa Sara ti nî ǂgai.
GEN.17.16	Tita ge ǁîsa nîra ǀkhae tsî ǁîsa xu satsa ǀgôaba nîra mā, ā, tita ge ǁîsa nîra ǀkhae, os ge nîra ǁae kaihe; o gu ge gao-aogu ǁaedi diga ǁîsa xu nîra ǀkhī.
GEN.17.17	Ob ge Abrahamma ais âb ai ǁnā tsî ge âi; tsîb ge ǂgaob âb ǃnâ ge mî: Xareb kha ǀguikaidisi kurigu â-i khoeba ǀgôa-e nî ǁorabahe? Xares kha Sarasa khoesedisi kurixas a hîa nî ǁora?
GEN.17.18	Ob ge Abrahamma Elob ǃoa ge mî: Ae! Îb ga Ismaela sa ais aiǃâ ûio.
GEN.17.19	Ob ge Eloba ge mî: Amase, Saras, sa taras, ǁîs ge satsa ǀgôaba nî ǁoraba, tsîts ge ǀons âba Isak ti nî ǂgai. Tita ge ti ǃgaeǀhaosa ǁîb ǀkha nîra ǂnûikhâi, ǀamo ǃgaeǀhao-i ase surib âba ǁîb khaoǃgâ.
GEN.17.20	Tsî Ismaeli xasa ta ge go ǁnâu-am tsi, mû, tita ge ǁîba ge ǀkhae, tsî ta ge ǁîba nîra ǂûǂûxaǃnâ kai tsî îbe nîra ǂguiǂgui bi; disiǀgamǀa gaosagab ge nîra hō, tsî tita ge ǁîba kai ǁaese nîra mâi;
GEN.17.21	xawe ǃgaeǀhaos tisa ta ge Isaki ǀkha nîra ǂnûikhâi, Saras nau kurib ǃnâ mîmâihesa ǁaeb ai nîra ǁoraba tsiba.
GEN.17.22	Tsîb ge ǁîba ǁîb ǀkha ge ǃhoaǀû; tsîb ge Eloba Abrahamma xu ge ǃapa.
GEN.17.23	ǃNubaib ge Abrahamma ǁîb di ôab Ismaeli tsî ǁîb ommi ǃnâ ǃnae hân hoan tsî marin âb ǀkhab ge ǁaman hoan, aoregu hoagu Abrahammi ommi ǃnâ hâ khoen diga ū tsî ǁgans ǁîgu aikhōb disa ge ǃgao ǁnā tsēs ǁkhās ai, Elob ge ǁîb ǀkha ǃhoa khami.
GEN.17.24	Tsî Abrahammi ge khoesedisikhoeseǀa kurixa ge i, ǁgans aikhōb âb disab ge ǃgaohe ǃnubai.
GEN.17.25	Tsî ǁîb di ôab Ismaeli ge disiǃnonaǀa kurixa ge i, aikhōb âb di ǁgansab ge ǃgaohe ǃnubai.
GEN.17.26	ǁNā tsēs ǁkhās aib ge Abrahamma ge ǃgaohe tsî Ismaeli ǁîb ôab on,
GEN.17.27	tsî aore khoegu hoagu ǁîb ommi digu hoagu, ommi ǃnâ ge ǃnaegu tsî marib ǀkha ǃhaokhoeba xu ge ǁamahegu hoagu ge ǁîb ǀkha ge ǃgaohe.
GEN.18.1	ǁNās khaoǃgâb ge ǃKhūba ǁîb tawa ge ǂhai terpentinhaidi Mamres didi tawa, tentoms di dao-ams ǃnâb ǂnôa hîa, tsēs ge ǀgamsa i ǃnubai.
GEN.18.3	tsî ge mî: ǃKhūtse, ǀkhomma ta ga sa mûǁae hō, o tā ǁnâi sa ǃgāta ǃgû-īǀkhā go re!
GEN.18.4	Î go ǁgamro-e ūhābahe î go sago ǂaide ǁā, î go nē hais ǃgao ǃgâsen re!
GEN.18.5	O ta ge tita pereǃâro-e nî ūǀkhī, sago ǂgaoba go nî ǀgaiǀgaise; ǁnās khaoǃgâ go ge nî ǃgû, sago ǃgāta ǃoa go go hā amaga. O gu ge: Mîts go khami dī re, ti ge mî.
GEN.18.6	Ob ge Abrahamma Saras ǃoa tentoms ǃnâ ǃhaeǃhaesen tsî ge mî: ǃHae îs ǃnona ǀguirode tsampereb xa ū, îs ǀhomam tsî ǁganperede dī re!
GEN.18.7	Ob ge Abrahamma goman ǃoa ǃnoe tsî tsâu-i hîa tsam tsî ǃgâi-e ū tsî ǁî-e ǃgāba ge mā; ǁîb ge ǃhaeǃhaesen tsî ǁî-e ge ǁanǁan.
GEN.18.8	Ob ge ora ǁnui-i tsî dai-i xa ū, tsî tsâu-i ǁîb goro ǁāǁā-e, tsîb ge ǁîna ǁîga ge mâi-aiǃâ; tsîb ge ǁnā hais ǃgao ge mâ, ǁîgu ra ǂû hîa.
GEN.18.9	ǃNubai gu ge ǁîb ǃoa ge mî: Mapas Saras sa tarasa hâ? Ob ge: ǁNā hâ tentoms ǃnâ, ti ge mî.
GEN.18.10	Ob ge ǁîba ge mî: Tita ge ǂanǂansase ǁkhawa nîra hā, ǁaupe nē ǁaeb ûib dib ǁkhāb ai; tsî mû, os ge sa taras Sarasa ǀgôaba nîra ūhâ. Tsî Saras ge ǁîsa tentoms di dao-ams, ǁîb khaoǃgâ hâs ǃnâ ge ǁnâu.
GEN.18.11	Tsî ra ge Abrahammi tsî Saras tsîra kaira tsî ge kurixa i; Saras ge ǀû ge hâ i tararekhoe dommi ai ībahesa.
GEN.18.13	Ob ge ǃKhūba Abrahammi ǃoa ge mî: Tare xū-i ǃaromas ra âi Sarasa, mî raǃâ: Amase ta kha ganupe nî ǁora, kaira ta hâ hîa?
GEN.18.15	Os ge Sarasa ǀoa tsî ge mî: Âi tama ta hâ ti, ǃaos gere amaga. Ob ge ǁîba: Hî-î, âis go, ti ge mî.
GEN.18.16	ǃNubai gu ge ǁnā aoga ǁnāpa xu khâi tsî Sodomsǀî ge ūnusen; ob ge Abrahamma ǁîgu ǀkha ge ǃgû ǁîgab nî ǁnūse.
GEN.18.17	Ob ge ǃKhūba ge mî: Gaugau ta nî tita Abrahammi aiǃâ dī ǂgao ta ra-e?
GEN.18.24	ǀNîsin nî korodisi ǂhanu-aina ǁnā ǃās ǃnâ hâ: ǁÎn onats kha nî hîkākā tsî ǃāsa sâu tide korodisi ǂhanu-ain ǁîs ǃnâ hân ǃaroma?
GEN.18.25	Tātsēts ge satsa ǁîsa hî tide, ǂhanu-aiba eloxoresab ǀkha ǃgamsa, ǂhanu-aib nî eloxoresab ǀkha ǀguiti-īsa; tātsēts ge satsa hî tide! ǁNâi ǂhanuǂhanu-aob ǃhūbaib hoaragab diba kha ǂhanuseb sîsen tide?
GEN.18.27	Ob ge Abrahamma ǃeream tsî ge mî: Kō re, dītsâ tsî ta ge ǃKhūb ǀkha goro ǃhoa, tsara ta tsî tsao ta a xawe.
GEN.18.28	ǀNîsi nî ǁnā korodisi ǂhanu-ain tawa korona tôasi; ǁnâits kha satsa koron ǃaroma ǃās hoaragasa nî hîǀhuru? Ob ge ge mî: Tita ge hîkākā si tide, hakadisikoroǀana ta ga hō-o.
GEN.18.29	Ob ge ǃaruǀî ǁîb ǀkha ǃhoa tsî ge mî: ǀNîsin nî ǁnāpa hakadisina hōhe. Ob ge: Tita ge ǁîsa dī tide hakadisin ǃaroma, ti ge mî.
GEN.18.31	Ob ge ge mî: Kō re, dītsâ tsî ta ge ǃKhūb ǃoa goro ǃhoa: ǀNîsin nî ǀgamdisina hōhe. Ob ge: Tita ge ǁîsa hîkākā tide ǀgamdisin ǃaroma, ti ge mî.
GEN.18.32	Ob ge gorose ge mî: Ab ǃKhūba tā ǁaixa re nē ǃnās ǀguisa ta ga ǃhoao: ǀNîsin nî disina hōhe. Ob ge: Tita ge ǁîsa hîkākā tide disin ǃaroma, ti ge mî.
GEN.18.33	ǃNubaib ge ǃKhūba ge ǃgûbē, Abrahammi ǀkhab ge ǃhoatoao; tsî Abrahammi ge ǁkhawa ǁîb di ǃās ǃoa ge oa.
GEN.19.1	Tsî ǁnā ǀgam ǀhomǃgākha ge ǃuia Sodoms tawa ge sī; tsî Loti ge Sodoms di ǁāb tawa ge ǂnôa i; tsî Loti ge ǁîkha mûo, ob ge khâi tsî ge ǃgûǃoa kha tsî ais âb ǀkha ǃhūb ai ge ǃgamǃgâ.
GEN.19.2	Tsîb ge ge mî: Kō re, ti ǃkhūkhoekho, sakho ǃgāta di ommi tawa sī, î kho hâǂkhai re î kho ǂaidi âkho ǁā re; o kho ge ǃnauǁgoaga khâi tsî nî ǃgû sakho di daoba. O kha ge: Hî-î, a khom ǃās ǃganni ai hâǂkhai ti ge mî.
GEN.19.3	Tsîb ge ǁîkha kaise ge ǁgūǀkhā, o kha ge ǁîb tawa ge ǂgâ tsî ommi âb ǃnâ ge sī; ob ge ǁîkha ǂûǁae-e ge dība, tsîb ge ǀkhuruǀkhuruhe tama ǁganperede ge dī, tsî kha ge ge ǂû.
GEN.19.4	Tsî ganupe ǁîkha ǁomǃgû tama hâ hîa gu ge ǁnā ǃās di khoegu Sodoms diga, ǂkhamma xu hoan xa kaib kōse, ǁnā omma ge ǃnamiǂgā, ǁaes hoasa, ǀuniga khoeb kōse.
GEN.19.5	On ge Lota ǂgai tsî ge mîǀî bi: Mapa kha hâ ǁnā aokha, nē tsuxub ǃnâ sa tawa go hākha? Sige ǁîkha ūǀkhība, î ge ǁîkha ǂangu-ū.
GEN.19.6	ǃNubaib ge Lota ǁîna ǃoa dao-ams tawa ǂoa tsî ǁāba ǁîb khaoǃgâ ge ǂganam;
GEN.19.7	tsîb ge ge mî: Ti ǃgâsago, tā tsūdī go re!
GEN.19.8	Kō re, tita ge ǀgam ǀgôara ūhâ, ao-e ǂangu-ū tama hâra; tita ge ǁîra sago nî ūǂoaxaba, î go ǁîra ǀkha dī sago mûǁae a ǃgâi khami, xawe nē khoekha tā xū-e dī, ǁî ǃkhais ǃaroma kha ti ǂamaib di sommi ǃnâ go hā xuige.
GEN.19.10	Xawe kha ge ǁnā khoekha ǃommi âkha ǀhōǂui tsî Lota ǁîkha tawa ommi ǃnâ ge ūǂgâxa, tsî dao-amsa ge ǂganam.
GEN.19.12	ǃNubai kha ge ǁnā khoekha Loti ǃoa ge mî: ǀNî khoe-e ganupe ūts hâ nēpa. ǀUiǀgôab kas, ǀgôagu âts kas, ǀgôadi âts kas hoasa? ǁÎna nē ǃās ǃnâts ūhân hoana ūǂoaxa nē ǃāsa xu;
GEN.19.15	Tsî ǁgoaǂnobos ge ǁhaio, o kha ge ǀhomǃgākha Lota ǁgūǀkhā tsî ge mî: Khâi îts ū sa taras tsî sa ǀgam ǀgôara hîa sa ǃomǁae hâra, ǂhanuoǃnâsib nē ǃās dib ǃnâts kā tidega.
GEN.19.16	Xaweb ge ge ǀhana; o kha ge ǁnā aokha ǃommi âba ge ǃkhō tsî taras âb di ǃommi tsî ǀgam ǀgôara âb di ǃomga, ǃKhūb ra ǁîna sâu ǂgao amaga; tsî kha ge ǁîba ūǂoa tsî ǃās ǃauga ge mâi bi.
