MAT.1.1	Ŋwa'nyə nə ŋkhənyə Yeso Kristo mú David, mú Abraham.
MAT.6.2	O pɑ gɔ hɑ ywə nə ŋkwitə́ mpə́ŋ, o kɑ tǔŋ lwɔ́p pa' pɑ tsɛbǔ gə dyə sinagogə ba m məjyə gɑ́ pɔmnəŋ nə gu'tə wap a. Kwa' nyənyɔ gɑ siŋ wɔ gɑ a bɑ wap é da' ŋkwi màp mcwɔ'fa'. 
MAT.6.3	Sɔ' m nə o, o pɑ gɔ hɑ ywə nə ŋkwitə mpəŋ, pú ǔ yə kwyap kɑ zhyə̌ ywə yə pú ǔ yə tʉɔ gə a, 
MAT.6.4	po'o gɑ ywə yə o hɑ a wuŋ pɑ nthʉm cam, a Tá ɔ yə e jɔ nthʉm cam a, sɔ' shwɔ'fa' o.
MAT.6.5	Po pɑ́ shwyɛ'nyə Si, ka po pɑ́ pa' pɑ tsɛ́bǔ pyə wap ŋkhuŋ nə tiŋnyə thə́ dyə sinagogə ba mhapnyə məjyə tɑ́ shwyɛ'nyə Si, po'o gɑ pɔmnəŋ yɔ wap a. Kwa' nyənyɔ Gɑ siŋ wɔ gɑ́ a bɑ wap kwi map mcwɔ'fa'. 
MAT.6.6	Sɔ' m nə o, o pɑ́ gɔ cwyɛ'nyə Si, o ko nə twɔ'dyə̌ dʉmnyətʉmnyə, jo' jyədyə̌ tə́ shwyɛ'nyə Ta ɔ yə e bɑ nthʉm cam a; po'o gɑ Ta ɔ yə e jɔ nthʉm cam a cwɔ'fa' o. 
MAT.6.7	Po pɑ shwyɛ'nyə Si, po kɑ́ ghɔm vəŋ mghɔ̀m pa' pɑ tə pɑ́ pɑ́ Yudea a. Wap ŋkwɛ gɑ vəŋ mghɔm nə gɔ ghə tə́ Si pa' bi pú. 
MAT.6.8	Ka po hwənyə wap pɑ́, nə pa' Tá yɔ bɑ e zhyə ywə yə a jak bi po a, tə́ po lo bi e.
MAT.6.9	Po'o lə́, po pɑ́ shwyɛ'nyə Si gɑ:
MAT.6.9	Tá yɔk yə o kɛbəŋ,
MAT.6.9	ghə tsó tsǔ pɑ́ dɔlɔ̌.
MAT.6.10	Ghə Nəfo tsǔ sɔ̌'.
MAT.6.10	Ghə́ pu ghə ywə yə o shəŋ a
MAT.6.10	dəmcǎ' pa' pu gə kɛbəŋ a
MAT.6.11	hɑ́ yɔk ywətsʉ yə a ku' nə pyə tyɛ' ɔ a.
MAT.6.12	Lɑ mhɔ mɔk dzə́ o nə shwyɛ' wɔk
MAT.6.12	dəŋdəŋ pa' pyə dɑ mhɔ pyə shɑ́ pɔ
MAT.6.12	dzə̌ pyə nə shwyɛ' wáp a.
MAT.6.13	Biŋ o kɑ́ tak wɔk nə mləŋtə,
MAT.6.13	da' nə kwi wɔk bi Cwəpuŋ
MAT.6.14	Nə pa' po lɑ mhɔ pɔmnəŋ nə shwyɛ' wáp, bɑ Tá yɔ kɛbəŋ gɔ lɑ mhɔ mɔ́ nə cwyɛ' wɔ, 
MAT.6.15	tɑ́ po pɑ tɑ lɑ mhɔ pɔmnəŋ nə shwyɛ' wáp, bɑ ba Tá yɔ tə gɔ lɑ mhɔ mo' cwyɛ' wɔ́ pɑ.
MAT.6.16	Po pɑ shwə tə tsu ywə, po kɑ ŋiŋtə́ sə yɔ pa' pɑ tsɛbǔ gə a: Wap ŋiŋtə sə yap po'o tə́ cəŋtə nə la'tə bi pɔmnəŋ gɑ́ wap wə jwiŋ. Kwa' nyənyɔ gɑ̌ siŋ wɔ gɑ a bɑ wap kwi map mcwɔ'fa'. 
MAT.6.17	Sɔ' m nə o, cwə yə o wə jwiŋ a, o lɑ mwɑ damnyəlamnyə jwɔ' thə o, sɔk sə o, 
MAT.6.18	po' o gɑ o kɑ́ la'tə bi pɔmnəŋ gɑ́ o wə jwiŋ, o la'tə da' bi Ta ɔ yə e bɑ nthʉm càm a; Ta ɔ yə e jɔ nthʉm càm a, e pa' bu.
MAT.6.19	Ka po cu'tə tsə fʉ' tsɔ dəmcǎ' tsʉ' yə mkapfə́ kɑ pu a mcwəcwə lə́ simnyə, mcwúŋ piŋ bɑ nthú dyə ŋkwa nə gɔ a. 
MAT.6.20	Da' gɑ po lwɔ' tsə fʉ' tsɔ m kɛ́bəŋ nə tsʉ' yə mkapfə kɑ mcwəcwə lɑ tɑ́ gɔ pɔptə a pɑ, mcwǔŋ lə piŋ bɑ nthú jʉ a. 
MAT.6.21	Nə pa' tsʉ' yə fʉ' o nə a, a tsʉ' yə tʉm tsǔ bɑ́ nə a.
MAT.6.22	Lambù nɑ́ mo bɑ bɛtsə́ o. A bi a bɛtsə́ o pɑ pɑpuŋ bɑ guŋ nɑ o awɛ gɔ pɑ nə ŋkha', 
MAT.6.23	Da' gɑ́ bɛtsə́ o pɑ jɛ́, bɑ guŋ nɑ o awɛ gɔ pɑ nthʉm jʉ́m. A pɑ gɑ́ ŋkha' yə a nə o ǎ zhi jʉ́m, bɑ a kwa' sə sə jʉ̌m!
MAT.6.24	Bi a pɑ sɔmmo lə fa' bi mtǎ fa' pɑ pʉə: Kɑ bɑ é gɔ pɑ́ pɔ́ mu' piŋ pɑ́ kuŋ mu' lɑ, kɑ bɑ é gɔ kwɑ nɑ é nə mu', pɑ́ wak yə mu' lɑ. Bi a pɑ po lə fa' bi Si pu Ŋkhap.
MAT.6.25	A shyə m po' tə bɑ gɔm bi po gɑ: Ka lam tsɔ pɑ sɔ́ nə vɔk yɔ́ nə ywə yə po gɔ tsʉ a, kɑ nə nɑ yɔ nə ywə yə po gɔ kwa a lə. Vɔk mo tə bɑ a cyə ywətsʉ a? Kɑ nɑ mo nə cyə dzə a? 
MAT.6.26	Po lé msəŋ kɛbəŋ tə jɔ́: Wap tə dzə ywə pɑ́, wap lə nəŋ bɑ shwa, wap lə pɑ́ nyəŋ ywə ŋkhíŋ; da' gɑ́ Tá yɔ kɛbəŋ nəŋ bɑ ŋkhim wap. Po tə bɑ po ghə də̀ŋ shyə wap a? 
MAT.6.27	A piŋ bɑ̀ po'o bi a ya mo nə po tsɔp pɑ́ nɑ e tɑ ŋkwi' muywə nə vɔk e? 
MAT.6.28	Nwə kɑ́ po tsɔp nɑ tsɔ nə dzə̌? Po le mtutuŋ mghe pé tə́ jɔ pa' a ŋkwyə a; wap tə jɔgo' fa' pɑ́, wap lə nəŋ bɑ́ ba' dzə́. 
MAT.6.29	Biŋ bɑ siŋ wɔ gɑ́ ba Salomoŋ nə guŋ ghu'tə e awɛ la tə kwa dzə pa' ta' nə mtutuŋ mghe bɔ a. 
MAT.6.30	A bi a Si pɑ ŋkwa dzə nə mghě myə a bɑ cwəlɔ, dzʉ̌ pɑ́ gɔ lɔ pu to mɔk a dəŋ po'o, bɑ e tə gɔ ghə nə po cyə pa' e gə nə mghě a pɑ a? Wɔ pɑ ghə múywə piŋnthʉm. 
MAT.6.31	Ka po pɑ dzɔp nɑ tsɔ gɑ: Pyə gɔ tsʉ́ kɑ? Pyə gɔ nwə́ kɑ? Pyə gɔ kwa kɑ́ nə pyə? 
MAT.6.32	Guŋ tsə ba awɛ ba pɑ́ tə pɑ́ pɑ́ Yudea shəŋ yap yá tə pwa; bɑ Tá yɔ kɛbəŋ nəŋ jyə́ gɑ́ tsə bǎ bɑwə shəŋ bi po. 
MAT.6.33	Po ləŋdzə shəŋ Nəfo pu a dəŋdəŋ Si tɑ pu kwi' tsyə bǎ nə́. 
MAT.6.34	Ka po pɑ́ dzɔp nɑ tsɔ nə yǒ: Yǒ gɔ ti nyatə nɑ e. Yə dəŋ go' bǎ ya tyɛ'dzʉ a ŋkhu' pɑ nə e.
MAT.7.1	Ka po pɑ ji pɑ fyɛ̀', po'o gɑ pu kɑ fyɛ' wɔ; 
MAT.7.2	nə pa' pu gɔ sɔ' lə pɑ nthi fyɛ' yə po nə fyɛ' a nə fyɛ' wɔ, lɑ pɑ fo' yə po nə fo' a nə fo' wɔ. 
MAT.7.3	Nwə kɑ́ o lé ghəgha' ywə yə a bɛtsə́ fɑ o a tɑ tə zhyə́ gɑ nthyə̀ bɛtsə o? 
MAT.7.4	Kɑ́ o gɔ ghə m gɑ́ kɑ tə ghɔm bi fɑ o gɑ́ tiŋnyə nthé ghəgha' ywə yə a bɛtsə́ o a tə́ nthyə̀ pɑ bɛtsə o? 
MAT.7.5	Wə mo dzɛbǔ, ləŋdzə nthé nthyə̀ bɛtsə́ o tɑ̀ jɔ tsʉ' pɑpúŋ nə nthé ghəgha' ywə bɛtsə́ fɑ o.
MAT.7.6	Ka po hɑ ywə dɔlɔ̌ bi mbvʉ̌, kɑ nə ma' mtɔkcyə mo bi pǒ gənɔm lɑ́, bwɔk gɑ wap kɑ́ nəŋtə biŋ fɛ nɑ tsap syatə wɔ.
MAT.7.7	Po ló, pú gɔ hɑ bi po; po cə́ŋ, pǒ gɔ yɔ, po ko'tə jyədyə̌, pu gɔ hé bi po. 
MAT.7.8	Nə pa' mo yə e ló a ŋkwi, mo yə e cəŋ a yɔ, pu pɑ́ hé bi mo yə e ko'tə a. 
MAT.7.9	A po'o bi a ya mo pɑ́ nə po yə mú e lo e ywətsʉ bɑ e gɔ hɑ gwɔ' bi a? 
MAT.7.10	Kɑ bi a e lo e bapgu bɑ e gɔ hɑ́ nɔk bi é? 
MAT.7.11	A bi a dəŋ pa' bɑ po pɔk a po zhyə́ nə hɑ tsə pɑpuŋ bi pó pɔ, bɑ mcʉ̌m sʉ'ʉ nə Tá yɔ yə e kɛbəŋ a, pa' e gɔ hɑ tsə pɑpúŋ bi pɔ pyə wap ló bi e a?
MAT.7.12	Po'o, bǎ yɑ ywə lə́ yə po shəŋ gɑ́ pɔmnəŋ ghə bi po a, kwa' wɔ ghə ya bi pú. A bɑ mcò', biŋ bɑ mghɔm mghɔm Si.
MAT.7.13	Po ko dyə m nə pim jyədyə̌. Jyədyə̌ yə a gɔ m nə pi á bɑ ǎ sɛtə biŋ gʉ́ɔnyə; pɔ pyə́ a bɑ wap cyə m nə a yɔm té' o. 
MAT.7.14	Tɑ́ jyədyə̌ vɔk bɑ a kɔ́k, məjyə piŋ ŋkhɔmtə, bɑ pɑ yɔ məjyə̀ bɔ ka yɔm.
MAT.7.15	Pó pɔm mghɔm ghɔm Si cwanwə, pyə wap sɔ' bəŋ po pa' jʉ̀jʉ̀ á tə bɑ m nthʉm o bɑ mbvʉ́ gǒ pyə wap sim tsʉ' a. 
MAT.7.16	Po gɔ zhyə wap pɑ nə nthɔm map. Pu ŋkhap nthɔm nthə́ nə nu' mlu' nə mka'tə a? Nəŋ bɑ ŋkhap figə nə thə júŋ a? 
MAT.7.17	A bɑ po'o tɑ bǎ yá ta'thə pɑpuŋ a jam nthɔm pɑpuŋ; da'gɑ bǎ ya ta' thə yə gho ko nə a pɑ jam nthɔm cwəpuŋ. 
MAT.7.18	Bi a pɑ ta'thə pɑpuŋ lə yam nthɔm cwəpuŋ kɑ ta'thə gogho lə yam nthɔm pɑpuŋ. 
MAT.7.19	Bǎ ya ta' thə lə́ yə a tɑ́ jam nthɔm pɑpuŋ a pɑ, pú ŋkho', ma' mɔk. 
MAT.7.20	A po'o tə́ po pɑ́ gɔ lɑ pɑ nthɔm máp nə zhyə́ wáp.
MAT.7.21	Tə da' nə ghɔm bəm gɑ́: Cyəpɔ, Cyəpɔ! Nə gɔ ghə tɑ́ mo ko nə́ Nəfo kɛbəŋ pɑ. O gɔ ghə ywə yə Tá a kɛbəŋ shəŋ a. 
MAT.7.22	Pɔ tə́ jɔm gɔ sɔ' tyɛ'dzʉ́ bɔ ghɔm bəm gɑ: Cyəpɔ, Cyəpɔ! Pyə lé tə lɑ tsó tsǔ gɔm ghɔm Si a? Dɑ tsó tsǔ jəŋ zhwenyə cwəpuŋ a? Dɑ tsó tsǔ nthé vəŋ msya a? 
MAT.7.23	Biŋ gɔm bi pú gɑ: Ŋ da m jyə wɔ, po lú bəŋ m̀ wɔ pɑ ghə mnwə cwəpuŋ!
MAT.7.24	A po'o tə bǎ ya mo lə́ yə é ju' mghɔm myə gɑ̌ gɔm á giŋ nə á, bɑ́ dəŋdəŋ pa' mu' mo jyə nwə yə e lə kwɑ pa' e dəm wǔ gwɔ' a. 
MAT.7.25	Bəŋ lú, mcɑ tsəŋ; fəfa cʉ' guŋ e awɛ vʉ nə pa' bɔ̌, da' gɑ́ a lə vʉ nə pá' to pa' bɔ̌ bɑ́ dəm wǔ gwɔ' a. 
MAT.7.26	Mo yə e nəŋ jú' mghɔm myə gɑ̌ gɔm a la' e ghiŋ nə a, bɑ́ pá' mu' ŋkhəŋkhʉɔ yə e ŋkwɑ pa' e nə bvɛ a. 
MAT.7.27	Bəŋ lú, mcɑ tsəŋ; fəfa cʉ', guŋ e awɛ vʉ̀ nə pà' bɔ̌, a vʉ, mkhʉm myə́ yɔm tɑ́.
MAT.7.28	A lə pɑ́ tə Yeso miŋ nə ghɔ̀m mghɔm bɔ, ywə yə e ji'tə a cəŋtə́ ŋkhó nə pɔmnəŋ 
MAT.7.29	nə pá' e lə bɑwə ji'tə m pa' mo yə e ghə tʉɔ a, la' e zhi' m pa' pɑ zhyə mco' a pɑ́.
MAT.8.1	Yeso lə nə tsə̌ŋ fɑ dəm kuŋgǒ, vəŋ pɔ pɑ́ jʉm e. 
MAT.8.2	Po'o tə mu' gɛ ka'pap sɔ' ŋkham mkwi'tə myə́ dzə e bɑ́ gɔm gɑ: Cyəpɔ, o kuŋ bɑ o gɔ lɔnyə a. 
MAT.8.3	Yeso nya pu é, ŋkwak nə é gɔm gɑ: Gɑ̌ kùŋ, lɔ́! E wuŋ dɔ pɑ cwəocwəo nə́ ka' pap. 
MAT.8.4	Tɑ́ Yeso piŋ gɔm bi e gɑ: Pɔm tə siŋ sɔmmo; da' gɑ́ ghɔ da'tə nɑ o bi ŋkhamsi, biŋ hɑ́ ywə hɑhɑ̌ yə Mosɛ lə́ yap a: a pɑ́ mkwinthɛ́ bi pu.
MAT.8.5	Yeso lə́ pɑ̌ ŋkho Kapɛrnaum, mu' tadyə msəŋwi pɔ ŋkhə sɔ' bəŋ é, səso é, 
MAT.8.6	gɔm gɑ: Cyəpɔ gɛfa' a dyə bɑ e nùŋ bɑ po'tə nɑ kó nə é, é pɑwə jɔgo' te'te'. 
MAT.8.7	Yeso ghɔm bi e gɑ: Gɑ̌ gɔ ghɔ yɛ é. 
MAT.8.8	Da' gɑ́ tádyə msəŋwi ŋkhə́ piŋ gɔm gɑ: Cyəpɔ ŋ kha ku'nyə nə pa' bi a pɑ́ o ko dyə m̀ a: Ghɔm da' shwəghɔm a gɛfa' a yɛ́. 
MAT.8.9	Nə pa' gɑ̌ ju' shwə pɔ pyə wap sa'a biŋ bɑ sa' shɑ́ msəŋwi. Biŋ bɑ gɔm bi mu' nə pyə gɑ̌ sa' wap a gɑ: Ghɔ̌ e ghɔ, gɔm bi mu' gɑ sɔ̌' e sɔ', biŋ gɔm bi ŋkwɔ a gɑ: Ghə gɑ, e ghə. 
MAT.8.10	Yeso lə nə́ yu' pa' tádyə msəŋwi ŋkhə bɔ gɔm po'o a, go' e, biŋ gɔm bi pɔ pyə wap lə́ bɑ́ jʉm e a gɑ: Kwa' nyənyɔ gɑ̌ siŋ wɔ gɑ́ Ŋ kha yɔ yəŋ gɑ nthi piŋnthʉm bi sɔmmo Israɛl. 
MAT.8.11	A po'o tə bɑ siŋ wɔ gɑ́ pɔ jɔmyɔ̌m gɔ sɔ' fɑ ghəŋ nthəmnam ba m ghəŋ binam pu a Abraham, ba Isak ba Yakop tsʉ́ la'nwə nthʉm Nəfo kɛ́bəŋ. 
MAT.8.12	Da' gɑ́ kwa' pɔ nəfo bɔ̌, pu ma' wap dzʉ́ nthʉm jʉ́m; a pɑ́ tsʉ'u bɔ pú pɑ́ dɔ̌ biŋ bɑ pfɑ msuŋ.
MAT.8.13	Yeso lə pǐŋ gɔm bi tadyə msəŋwi pɔ ŋkhə́ gɑ: Pɑnyə la' o! A ghə nə o pa' o nə bìŋ a. Gɛ́ fa' e lə wuŋ jɛ́ pɑ́ cwə o bɔ.
MAT.8.14	Yeso lə nə kodyə Pɛtrɔ, jɔ gám Pɛtrɔ bɑ e nuŋ kodyə mhwi pɑwə səŋ e. 
MAT.8.15	Yeso lə kwak pú nə e, mhwi təm nə é, e lúsi biŋ ntho' nə fa' bi e.
MAT.8.16	A lə pɑ́ bwadzʉ̌, pu lɑ mghɛ gho pyə zhwenyə cwəpuŋ lə bɑ nə pu a nə sɔ' bi e, e pɑ́ jəŋ mzhwenyə pɑ ta' shwə ghɔm biŋ bɑ jɛ́ guŋ mghɛ ghɔ awɛ. 
MAT.8.17	Po'o gɑ ywə yə gɔ́m ghɔm Si Esaya lə ghɔm a, a pəmtə́ gɑ: E lə ŋkwi mkhʉ́m mɔk pɑ, biŋ ŋa' bɑ mgho mɔk pɑ.
MAT.8.18	Yeso lə nə yɔ vəŋ pɔ bəŋ é, nyəŋ gɑ́ e gɔ ghɔ nə yə mu' jʉɔ shyə́. 
MAT.8.19	Mu' jyə́ mco' sɔ' gɔm bi e gɑ: Ta gɑ gɔ yap jʉ̌m o, tə ko bǎ hɑ́ lə yə o ghɔ a. 
MAT.8.20	Yeso ghɔm bi e gɑ: Msə́sʉ́m bɑ wap ghə mghʉ̌m map, bɑ pǒmsəŋ to kɛbəŋ piŋ gə mkɔ map. Tɑ́ sɔ' m nə Mú mo, a bɑ̀ e ká ghə tsʉ' yə e jap thə e nə a.
MAT.8.21	Mu' mukhʉ́ e piŋ gɔm bi e gɑ: Cyəpɔ na' nthak a gɔ nthəŋ tá a tə́ sɔ̌'. 
MAT.8.22	Da' gɑ́ Yeso ghɔm bi e gɑ: Yap jʉ̌m m̀ biŋ nthak mpfə pɔ wap təŋ mpfə pɔ pap
MAT.8.23	Yeso lə ko nthʉm kənu', pɑkhʉ̌ pyə yap jʉm e. 
MAT.8.24	Mu' mɑ fʉ́m wuŋ nthəm dəm shyə, ŋkwa shyə bɑ gɔ nə sə kənu'; Yeso lə bɑwə di. 
MAT.8.25	Pɑkhʉ pyə sɔ' bəŋ e, jam e gɔm gɑ: Cyəpɔ kwitə wɔk, pyə pfʉ́. 
MAT.8.26	E ghɔm bi pú gɑ, nwə kɑ po pwɔk? Pɑ ghə muywə piŋnthʉm. A lə pɑ́ po'o, e lusi baptə fəfa pu shyə lɑpʉə, tsʉ' wuŋ dɛtə gɑ kǎm. 
MAT.8.27	Nwə cyə pɔmnəŋ, wap piŋ bɑ gɔm gɑ: E bɑ m gɑkɑ tɑ́ ba fəfa pu shyə lɑpʉə yu' shwə è!
MAT.8.28	Yeso lə ko nə yəmu' jʉ́ɔ, nthʉm guŋ pɑ Gadarɛno, shɑ́ pɔ pɑ́pʉə, nthəm m thəsì, zhwényə cwəpuŋ pɑ́ nə pú, bɑ wap cɔk tə la' sɔmmo pɑ bi a pɑ e cyə́ nə yə bɔ məjyə̀ sɔ' pu a pu yu'tə. 
MAT.8.29	Wap lə́ wuŋ ntho' nə cwé gɑ: O kwi kɑ́ bi pyə̌ Mù Si? Ǒ sɔ' m tsɔ'ɔ nə va' wɔk tɑ́ cwə gúŋ ŋkhu' a?
MAT.8.30	A lə nə pɑ́ po'o mu' ka mgənɔm pɑ́ giŋnyə tsʉ'u bɑwə pfɑ mghé. 
MAT.8.31	Mzhwenyə cwəpuŋ cwyɛ'nyə é gɔm gɑ: O zhəŋ wɔk, o cya wɔk nə ka mgənɔm. 
MAT.8.32	Yeso ghɔm bi pu gɑ: Po ghɔ nə pú. Mzhwenyə cwəpuŋ bɔ lə təm gɔ ŋkho nə mgənɔm bɔ̌, guŋ ka mgənɔm fɑ kúŋ nə mkə́kə́ŋ cwəlɔ ŋkheŋnyə́ bvʉtə nthʉm shyə lɑpʉə, npfʉtə awɛ nthʉm shyə. 
MAT.8.33	Pɑ pyap mgənɔm bɔ lə ŋkhʉ̌ gɔ tisuŋ siŋ pɔmnəŋ guŋ mnwə awɛ, bɑ m nə mzhwenyə cwəpuŋ. 
MAT.8.34	A lə pɑ́ po'o guŋ tisuŋ awɛ təm nə ghɔ jɔ́ Yeso. Wap lə cwə tə jɔ e, shwyɛ'nyə e gɑ́ e tə́m nthʉm guŋ yap.
MAT.9.1	Yeso lə́ piŋ ŋkho kənu', biŋ sa'shyə lɑpʉə, bɑnyə tisuŋ e. 
MAT.9.2	Pu lɑ mu' gɛ po'tə nɑ́ sɔ' bi e, bɑ pu kwa e dəm kodyə. Yeso lə yɔ piŋnthʉm yap, gɔm bi gɛ po'tə nɑ́ gɑ: Kaktʉɔ m mú a, pu lɑ mhɔ mǔ shwyɛ' o. 
MAT.9.3	A lə́ pɑ po'o shɑ pɑ zhyə́ mco' pɑ gɔm cəcɑ̌ pú gɑ: Mbɛ yəŋ gɑ yəmtə Si. 
MAT.9.4	Yeso lə́ zhyə́ pa' wap wə sɛ nthʉm tʉm pú a gɔm gɑ: Nwə́ kɑ́ po ghə mɔ gɑ nthi mkwɛnyə́ cwəpuŋ nthʉm tʉm pó? 
MAT.9.5	A ghɔ nə́ nə ghɔm gɑ: Pu lɑ mhɔ mǔ nə shwyɛ' o, pu nə ghɔm gɑ: Lusi gǐŋ, bɑ ya yɛ̀? 
MAT.9.6	Po'o! Tə́ po nə́ jyə gɑ́ tʉɔ bɑ bi Mú mo dəmcǎ' nə lɑ mhɔ pɔmnəŋ nə shwyɛ' wap, e ghɔm bi gɛ po'tə nɑ́ gɑ: Lusi ŋkwa kodyə o nə gɔ la' o! 
MAT.9.7	Bɛ bɔ lə lusi gɔ la' e. 
MAT.9.8	Pɔmnəŋ lə nə́ yɔ po'o bwɔk, biŋ gu'tə́ Si pa' e hɑ yə bɔ nthi tʉɔ̀ bi pɔmnəŋ a.
MAT.9.9	Yeso lə lǔ tsʉ'u, biŋ nə cyə jɔ mu' mbɛ pu pɑ ŋkhe é gɑ Matio. Bɑ e cwə́si dyə ma' shwɔp. Yeso ghɔm bi e gɑ: Yap jʉ̌m m̀, Matio lusi jap jʉm é. 
MAT.9.10	Pú Yeso lə́ pɑ́ tɑpe dyə e, pɑ kwi shwɔ̀p pu a mghɛ mhɔ jɔmyɔ̌m sɔ' pu a pɑkhʉ Yeso pɑ yap Si. 
MAT.9.11	Pɑ Farisai lə nə yɔ po'o, gɔm bi pɑkhʉ̌ Yeso gɑ: Nwə kɑ́ tá yɔ pu a pɑ kwi shwɔ̀p ba mghɛ mhɔ pəmtə dzʉ́ywə? 
MAT.9.12	Da'gɑ́ Yeso yu' gɔm gɑ: Tɑ́ pɑ nɑ nthʉ̀ɔ nə shəŋ gəgɛ pɑ̀, mghɛ ghó nə shəŋ e. 
MAT.9.13	Po ghɔ ji'tə nwə nə ywə yə yəŋ nwə nthutə a gɑ: Ywə yə gɑ̌ shəŋ a, a bɑ́ cɔmmtso, a tə bɑ nə nuŋpwɔ' pɑ́. Nə pa' ŋ da tə sɔ' m nə ké pɔ dəŋdəŋ pɑ́, ŋ də sɔ' m nə ké mghɛ mhɔ.
MAT.9.14	Pɑkhʉ̌ Yohane lə sɔ' jɔ Yeso gɔm bi e gɑ: Nwə kɑ́ wɔk pyə a pɑ Farisai pɑ́ shwə tə tsʉ̌ywə, la' pɑkhʉ pǔ pɑ shwə yap tə tsʉ̌ywə? 
MAT.9.15	Yeso ghɔm bi pú gɑ: Bi a pɑ msǒ la'nwə pyə pú gó wap la'nwə á zhwiŋ nə cwə yə tá la'nwə cəcɑ̌ pu a? Da' gɑ tyɛ'dzʉ́ wə yə pu gɔ té tá la'nwə cəcɑ̌ pu a? A gɔ pɑ́ tyɛ' o bɔ, wap zhwiŋ. 
MAT.9.16	Sɔmmo tə dɑ pak dzə́ sə ntham bvo dzə pɑ́. Nə pa' bɑ pak dzə́ bɔ gɔ fəŋ dzə, a piŋ ŋkhi pɑ́ bɔkbɔk e. 
MAT.9.17	Pu tə nyəŋ mlu' sə nthʉm mvo nthǔ' pɑ́, tak po'o bɑ mvo nthǔ' gɔ vyətə, mlu' pfyə́, pú pi mnthu'. Pu nyə́ŋ mlu' sə́ pɑ nthʉm mnthu' sə́, guŋ e awɛ cwə pɑpuŋ.
MAT.9.18	Yeso lə́ pɑ́ gɔm bi pú po'o, mu' ŋkhám sɔ' bəŋ e, ŋkhám mkwi'tə myə́ si gɔm bi e gɑ: Mú a yə mjwǐ pfʉ pɑ cwəlɔ. Da' gɑ sɔ' jap pu nə é e vɔk. 
MAT.9.19	Yeso lə́ lusi, pu a pɑkhʉ pyə́ jap jʉm e.
MAT.9.20	Wap lə pɑ gɔ, mu' mjwǐ gho mcyə pɑ nə e tə fɑ gu' shwɔppʉə mgham təm m jʉ́m, sho' pú nə mto dzə́ Yeso. 
MAT.9.21	Nə pa' mjwǐ bɔ lə bɑwə gɔm nthʉm tʉm é gɑ: Ŋ gɔ sho' pú nə dzə́ e bɑ gɑ gɔ vɔk. 
MAT.9.22	Da' gɑ Yeso lə fɛ́ nɑ́ e, jɔ e gɔm bi e gɑ: Kaktʉɔ m go a! Piŋnthʉm o vɔk o. Mjwǐ bɔ lə wuŋ bvɔk pɑ cwəo.
MAT.9.23	Yeso lə́ nə́ ŋwak dyə ŋkhǎm bɔ̌, jɔ pɑ túŋdúŋ pu a zhəzhəŋ pɔmnəŋ gɔm gɑ: 
MAT.9.24	Po təm; go yɑ́ ka pfʉ, e bɑwə diti; pɔmnəŋ piŋ bɑ jəmtə é. 
MAT.9.25	Pú lə cwə tə nthe pɔmnəŋ dyə, Yeso kó dyə́ nthɔm pú mú gò, e yàm. 
MAT.9.26	Mcùŋ bɔ sɛ̀ nə ghə̌ŋ tsʉ'u bɔ awɛ.
MAT.9.27	Cwə yə Yeso lə pɑ gɔ a, shɑ mfʉ̀ pɑpʉ́ə yapjʉ̀m e bɑ shwé gɑ: Cɔmmtso mɔk m Mú David!
MAT.9.28	Yeso lə kodyə́ cwəlɔ, mfʉ bɔ fʉ'tə nɑ tsap sɔ' bəŋ e, e piŋ gɔm bi pu gɑ: Po kwɛ gɑ bi a pɑ́ gə ywə bǎ a? Wap ghɔm bi e gɑ əŋ m Cyəpɔ. 
MAT.9.29	A pɑ po'o e co' pu nə mnyə map gɔm gɑ: A nwə yə po wə shəŋ a pəmtə nə piŋnthʉm yɔ. 
MAT.9.30	Mnyə map lə ghyɛ̌'. Yeso piŋ gɔm shɔkcɔk bi pu gɑ: Pɔm gɑ sɔmmo kɑ zhyə. 
MAT.9.31	Da' gɑ́ wap lə́ wuŋ nə təm dyə gɔm nwə é nə guŋ ghəŋ tsʉ'u awɛ.
MAT.9.32	Wap lə́ nə́ təm pu lɑ mu' təghɔm, zhwenyə cwəpuŋ pɑ́ nə e sɔ' bi Yeso. 
MAT.9.33	E lə zhəŋ zhwenyə cwəpuŋ nə́ tə ghɔm bɔ, e to' nə ghɔmnwə. Pɔmnəŋ pɑ́ ŋwɛnyə nə́, bɑ gɔm gɑ: pu la m jɔ nwə po'o nthʉm guŋ Israɛl. 
MAT.9.34	Da' gɑ pɑ Farisai pɑ́ gɔm gɑ: E shyə a m nə tadyə mzhwenyə cwəpuŋ jəŋ mzhwenyə cwəpuŋ.
MAT.9.35	Yeso lə́ giŋ nə guŋ mtisuŋ pu a m nə guŋ mla' awɛ, bɑ ji'tə pɔmnəŋ dyə sinagogə pú, bɑ siŋ cuŋ pɑpuŋ nə Nəfò, biŋ bɑ́ jɛ́ guŋ mghɛ gho pu a guŋ mkhʉm awɛ.
MAT.9.36	Yeso lə nə yɔ pɔmnəŋ, mtso map kú e nə pa' a lə bɑ wap pwa, gʉ' lə piŋ jɑ nə pú, wap pɑwə shwə pa' jʉ̀jʉ̀ tə gɛ pyap wap a. 
