GEN.1.1	Tɔɔzeizu mɔunpa GALA ge geeɠɔlɔgi ta zooi ɓɛtɛni. 
GEN.5.32	Nowe ná-konagi ɠɛai ma ga undɔɔlugɔ (500), é Sɛme ta Same ta Zafɛteni sɔlɔɔni.
GEN.6.1	Siɛgi zu nuiti ti tɔɔzeini la ga mɔinɗa zooi ɠa, ti doun anzanuiti sɔlɔɔni, 
GEN.6.2	GALA doun zunuiti ti kaani ga nuiti ti-loun anzanuiti pagɛ, ti tanigaani seɠeni, ti ti ɠɛ ga ti-anzaiti, naati saama, niiti ti yiimazeɠeni ga tiye. 
GEN.6.3	Názu ɠa Ɠɔoɠɔ GALAGI ɠɛni ma la: «Nà-zɛnvui la yɛga nuɓusɛi zu ɠɔ, mazɔlɔɔ nui ɠa ga saa ani nɔ, sii ma voloi ɠa ɠɛ ga kona ungila puufelegɔ (120) nɔ.» 
GEN.6.4	Kooza nuiti ti ɠɛni eteai zu naama ziɛgiti su. Ʋele nɔ ɠana é ɠɛni la, GALA doun zunuiti pilɛga ʋoluma nuiti ti-loun anzanuiti polu. Naati ti dointi sɔlɔɔni ti ʋɛ, naama nu wolaiti ka ti-lɔɠɔ ɠulani wɔlɔwɔlɔi zu.
GEN.6.5	Ɠɔoɠɔ GALAGI kaani ga nuɓusɛiti ta-vaa ɲɔi wola wɔɔlɔni zooi ɠa, ti-yiimaʋɛ ma ɠisiɛiti ti ɠɛni losu nɔ faa ɲɔi ʋa folo-o-folo. 
GEN.6.6	Ɠɔoɠɔ GALAGI yiiɠoloɠoloni nuɓusɛi ɓɛtɛ vai zu, é pilɛ zooi ɠa, gola ɠaazuɠilini. 
GEN.6.7	É ɠɛni ma: «Nà nuɓusɛi ma zuwu ɠaaleʋezu zooi ɠa, nui nii gè kpɛtɛai, naa ʋɛɛ toganiiti ba, ta kpokpo ganiiti, ta wɔniiti, mazɔlɔɔ zìiɠoloɠologɛ ga leeni vaa zu gè ti ɓɛtɛai.» 
GEN.6.8	Kɛlɛ Nowe zaalai zɔlɔɔni Ɠɔoɠɔ GALAGI ɠaazu.
GEN.6.9	Nowe mavofodai ʋɛtɛ. Nowe ɠɛni ga telebo nu ta sɔle nu ná-siɛgi zu nuɓusɛiti saama. Nowe ɠɛni ziɛzu ga GALA ziimai. 
GEN.6.10	Nowe doun zunu saʋagɔ zɔlɔɔni: Sɛme, ta Same, naa ʋɛɛ Zafɛte ʋa.
GEN.6.11	Eteai ɠoloɠoloni GALA gaazu, daave ga toomai. 
GEN.6.12	GALA ge eteai ʋɛtɛni, é ka ga é ɠoloɠologa, mazɔlɔɔ nuɓusɛiti kpein ti ziɛ ʋelei ɠoloɠoloni eteai zu.
GEN.6.13	GALA ge ɠɛni Nowe ma: «Gè devea ga gè kpɛtɛanii kpein sii ɠaaɓela, mazɔlɔɔ nuiti ti eteai laavega ga toomai. Naa ɠa é ba, nà ti undaaʋilisu zooi ɠa. 
GEN.6.14	Keingi ɓɛtɛ ga gulu ʋagɔi. Ɗa teʋeleʋe su ga pɛlɛ goiti, è managi ziɛ koozuʋɛ ta poluʋɛ. 
GEN.6.15	Wɛlɛ ʋelei ɗa kɛ la: keingi zakpai ɠa ɠɛ ga mɛtɛlɛ ungila puulɔɔlugɔ (150), kogi ɠɛ ga mɛtɛlɛ ʋuufelegɔ maazu lɔɔlugɔ (25), ta gaalɔgai ɠɛ ga mɛtɛlɛ puugɔ maazu lɔɔlugɔ (15). 
GEN.6.16	Ɗa fiilɛ zosuʋɛ ɠɛ ba maazuʋɛ kavagi wu, é ɠaku ma, nii tiegɔi a ɠɛ ga mɛtɛlɛ ʋalisaamai liegɔi. Ɗa daaʋɛ ɠula kakamaʋɛ. Ɗa sangasoi lo suʋɛ, ma ʋɛlɛi ɠɛ ɓɔɠɔ maazu ga saʋagɔ. 
GEN.6.17	Nɔ̀un nà, nà ʋaazu ga ziɛve golai zooi ɠa, ga é fuluaniiti kpein koloɠolo, niiti kpein ti zooi ɠa, ti undaa ɠa ʋili. 
GEN.6.18	Kɛlɛ nà nà-minazeɠegi ɠɛɛzu de yɔɠɔzu, ɗa lɛ keingi zu, ɗa-o, è-loun zunuiti-yo, é ʋɛɛ è-anzai ta è-loun anzaiti ba. 
GEN.6.19	Ɗa suai ma zii velefelegi lɛ keingi zu ɓalaa, ga è ti-ma vului makɛ ɠoba. Ɗa kɛ ga ma zinɛ ɠila ta ma zaa ɠila. 
GEN.6.20	Ma zinɛ ta ma zaa, ma zii ɠilagilagi ɠa ʋa è ʋɔ bɛ, wɔniiti su, toganiiti ɓalaa su, ta aniiti kpein ti ɓokposu zooi ma, ga ti pɛ ti yɛnvui makɛ. 
GEN.6.21	Ɗa daamianigiti kpein seɠe, è makɛ ɠoba, naa ɠa a kɛ é ɠɛ ga daamianigi è ʋɛ ta tiya ɓalaa bɛ.» 
GEN.6.22	Naa ɠa Nowe kɛɛni. É naati kpein kɛɛni, nii GALA ge ma levei veeni zea.
GEN.7.1	Ɠɔoɠɔ GALAGI ɠɛni Nowe ma: «Lɛ keingi zu, ɗa-o, ɗa-ʋɛlɛyeɠei-yo, mazɔlɔɔ gè è ʋɛtɛgɛ ga telebo nu niima yeeɠɛɠalai zu nuɓusɛiti saama. 
GEN.7.2	Suai niiti ti ɲadegai, ɗa ma zii ɠilagilagi zeɠe, ma zinɛ lɔfela, ta ma zaa lɔfela, kɛlɛ suai niiti ti ɠɔzɔai, ɗa naama zii ɠɛ ga ma zinɛ ta ma zaa nɔ. 
GEN.7.3	Wɔniiti ɓalaa, ɗa ma zii ɠilagilagi zeɠe, ma zinɛ lɔfela, ta ma zaa lɔfela, naa ɠa a kɛ è ti-ma zuwui makɛ eteai zu ná pɛ. 
GEN.7.4	Mazɔlɔɔ é yɛga ga folo lɔfela, gè tonai ʋu eteai zu, folo ʋuunaanigɔ (40) ta kpidi ʋuunaanigɔ (40) laawu, fuluaniiti kpein gè ti ɓɛtɛai, gè ti-ma zuwu ɠaaleʋe zooi ɠa.» 
GEN.7.5	Nowe naa kpein kɛɛni, nii Ɠɔoɠɔ GALAGI ma levei veeni zea.
GEN.7.6	Nowe kona undɔzita (600) zɔlɔɔni niina, siɛgi zu ziɛve golai ʋaani la eteai zu. 
GEN.7.7	Nowe lɛɛni keingi zu ta ná-doun zunuiti, ta anzai, ta ná-doun anzaiti, ga ti ɠizo ziɛve golai ma. 
GEN.7.8	Suai niiti saama, ti ɲadegai, ta niiti ti ɠɔzɔai, naa ʋɛɛ wɔniiti kpein ba, ta suai niiti kpein ti ɓokposu zooi ma, 
GEN.7.9	ti kpein ti zeelini Nowe ma keingi ʋɔ bɛ ga felefelegi, ma zinɛ ɠila ta ma zaa ɠila, eɠɛʋelei GALA ge ma levei veeni la Nowe ya. 
GEN.7.10	Folo lɔfela ʋoluma, ziɛve golai eteai maaɓɔɔleni.
GEN.7.11	Nowe zii ma ɠona undɔzitai (600), ma alu felesiɛi, ma volo puugɔ maazu lɔfelasiɛi (17) ma, naama voloi zooi wu ɗɛ wolaiti ma ɗɛungiti kpein daaleʋeni, ta geeɠɔlɔgi ma ʋɛlɛlaʋɛti ɓalaa daalaoni. 
GEN.7.12	Tonai tɔɔzeini ga ʋua eteai zu, eyɛsu folo ʋuunaanigɔ (40) ta kpidi ʋuunaanigɔ (40). 
GEN.7.13	Naama voloi ɓɔɠɔi nɔ ɠa Noweni ti lɛɛni la keingi zu, tɔun be, Sɛme ʋe, Same ʋe, ta Zafɛte, é ɓɔ anzai ʋa ta ná-doun anza saʋagɔiti, 
GEN.7.14	naa ʋɛɛ dɔɓɔ zuai ma zii kpein ba, ta toganiiti, ta aniiti kpein ti ɓokposu zooi ma, é ɓɔ wɔniiti kpein ba, ta koʋe ganiiti kpein. 
GEN.7.15	Anii vului ma ziiti kpein, ma zinɛ ma zaa, ti ʋaani ga felefelegi Nowe ʋɔ bɛ, ga ti lɛ keingi zu. 
GEN.7.16	Ti ɠilagilagi lɛɛni ma zinɛ ma zaa, ti ma ziiti kɛʋelei, eɠɛʋelei GALA ge ma levei veeni la Nowe ya. Naa ʋolu Ɠɔoɠɔ GALAGI daaɠuluni ma.
GEN.7.17	Ziɛve golai yɛni lɛɛzu, é kɛ ga folo ʋuunaanigɔ (40) eteai zu. Ziɛi veni, é keingi wuzeɠe zooi maazu. 
GEN.7.18	Ziɛi veni, é wola lɛ su eteai zu. Keingi ɠɛni ziɛzu ziɛi ɠa. 
GEN.7.19	Ziɛi ɠɛni lɛɛzu su nɔ, eyɛsu é gize ɠaaɠoozagiti pɛ maaɓɔɔle geeɠɔlɔgi wu eteai zu ná pɛ. 
GEN.7.20	Ziɛi lɛɛni gizeiti maazu ga mɛtɛlɛ lɔfela ɠɛɠala, ti pɛ maalɔɔɠuni. 
GEN.7.21	Nii kpein é ɠɛni ga fuluanii eteai zu, ti pɛ ti zaani, wɔniiti, toganiiti, dɔɓɔ zuaiti, nii kpein é ɠɛni ɓokposu, ta nuɓusɛi kpein. 
GEN.7.22	Nii kpein é ɠɛni yɛnvuzu zou vɔɔi ma, naa pɛ ge zaani. 
GEN.7.23	GALA ge fuluanii kpein suwuɠaaleʋeni zooi ɠa: nuɓusɛi ta suaiti, naa ʋɛɛ kpokpo ganiiti ta wɔniiti ba. Nowe nɔ ɠa é yɛni ná, ta niiti ti ɠɛni ba keingi zu.
GEN.7.24	Ziɛvegi yɛni eteai zu eyɛsu folo ungila folo ʋuulɔɔlugɔ (150).
GEN.8.1	GALA ge ɠizɛni Nowe zu, ta dɔɓɔ zuaiti pɛ, ta toganiiti ti ɠɛni ba keingi zu. GALA ge fiilɛi leʋeni eteai zu, ziɛvegi tɔɔzeini ga maa ɗa yei. 
GEN.8.2	Zooi wu ɗɛungiti ta geeɠɔlɔgi ma ʋɛlɛlaʋɛti daaɠuluni, tonai teʋe. 
GEN.8.3	Ziɛi maa ɠɛni yeizu vaa, é ɗa zeɠe zooi ma, maalɔini folo ungila folo ʋuulɔɔlugɔ (150) laawu. 
GEN.8.4	Alu dɔfelasiɛi ma volo puugɔ maazu lɔfelasiɛi (17) ma, keingi loni gizei ma, nii daaseigi ga Alalate. 
GEN.8.5	Ziɛi ɠɛni ba maa ɗa yei, eyɛsu alugi ʋuusiɛi. Naama alugi ma volo mɔungi, gizeiti tɔungiti ti ɠulani kɛlɛma.
GEN.8.6	Folo ʋuunaanigɔ (40) leʋegai ma, Nowe fenɛtɛlɛi laalaoni, nii é kpɛtɛni keingi ʋa. 
GEN.8.7	É kalawɔnii ʋilɛni, naa ɠula, é ɗa li, é ɗa ɠaaɠale ma, ná zeizu ɠɛ mɔinmɔin. É ná maaɓɔunni, eyɛsu ziɛi vɔ zooi ɠa. 
GEN.8.8	Naa ʋolu é poopogi ɓalaa ʋilɛ, ga é pɛtɛ, ni ziɛi maayeiɗa zooi ɠa. 
GEN.8.9	Kɛlɛ poopogi la ɠɛni zeizu zɔlɔɔni, é ɠaleni ma pɔ bɛ keingi zu, mazɔlɔɔ ziɛi ɠɛni zooi ma ná pɛ. Nowe yeeɠulani, é so, é tɛ ɓɔɠɔ ma keingi zu. 
GEN.8.10	É folo lɔfela ɠiligaa maaɓɔunni mɔnɔ, naa ʋolu é yeeɓeni poopogi ʋa, é ɠula keingi zu. 
GEN.8.11	Kpɔkɔmaʋɛ, poopogi ɠaleni ma, é ʋa pɔ bɛ. Pɛtɛ, wolive wului ɠaalaagi gila ge ɠɛni dakulugi ɠa. Nowe kwɛɛni naazu ga ziɛi maalɔiɗa ɠɛni de niina zooi ɠa. 
GEN.8.12	É folo lɔfela ɠiligaa maaɓɔunni mɔnɔ, naa ʋolu é poopogi ʋilɛni. Kɛlɛ naa la mɔ ɠɛni ɠaleni ma ʋolu pɔ bɛ.
GEN.8.13	Nowe zii ma ɠona undɔzita maazu ɠilagi (601) ma alu mɔungi ma volo mɔungi, ziɛi vɔɔni zooi ɠa. Nowe keingi lakulugi zeɠeni da. É wɛlɛni, é ka ga zooi ɠaaʋɛ vɔɔni niina. 
GEN.8.14	Alugi velesiɛi ma volo ʋuufelegɔ maazu lɔfelasiɛi (27) ma, zooi vɔɔni niina kpaankpaan.
GEN.8.15	GALA ge ɓɔɛni Nowe ʋɔ, é ɠɛ ma: 
GEN.8.16	«Ɠula keingi zu, wa è-anzai, wa è-loun zunuiti, ta è-loun anzaiti. 
GEN.8.17	Fuluanii ma zii kpein kula, niiti ti è ɠoba: wɔniiti, suaiti, ta kpokpo ganiiti, ti vaza eteai zu, ti ɓuɠu, ti mɔin ná.» 
GEN.8.18	Nowe ɠulani keingi zu, ta ná-doun zunuiti, ta anzai, ta ná-doun anzaiti. 
GEN.8.19	Suai ma zii ɠilagilagi kpein ge ɠulani keingi zu, ani niiti ti ɓokposu, wɔniiti ta nii kpein é vulua eteai zu.
GEN.8.20	Nowe zalaɠa ɠulazuʋɛ ɓɛtɛni Ɠɔoɠɔ GALAGI ʋɛ. É ta zeɠeni suaiti su, niiti ti ɲadegai, ta wɔniiti su, niiti ti ɲadegai, é ti ɠɛ ga gala zalaɠai, zalaɠa ɠulazuʋɛ. 
GEN.8.21	Ɠɔoɠɔ GALAGI zalaɠai naama maku nɛɛnɛgi mɛnigai ma, é boni yiimaʋɛ, é ɠɛ ma: «Gè la mɔ eteai ɠotoa nui maaʋele ma, anɛɛ ɓalaa nui yiimaʋɛ ma ɠisiɛiti togɛ faa ɲɔi ʋa, é lɔɔzei ma loungo ziɛgi zu ma. Gè la mɔ fuluanii kpein koloɠologa, eɠɛʋelei gè kɛai la.
GEN.8.22	Ni nɔ eteai ɠa dɛ ná,
GEN.8.22	anii vaza fai ta teʋe vai,
GEN.8.22	diegi ta kɔɔlɛi,
GEN.8.22	foɠoi ta samai,
GEN.8.22	foloi ta kpidii,
GEN.8.22	naati ti la ɓega ɲɛgɛlɛin.»
GEN.9.1	GALA ge tuya looni Nowe ʋɛ ta ná-doun zunuiti, é ɠɛni ti ma: «À ɓuɠu, wo mɔin, wo eteai laave. 
GEN.9.2	Fuluaniiti kpein ta lua wo ʋa, ti zasu ɗa ɓali, é zo suaiti ma ti eteai zu, é li wɔniiti pɔ, ta kpokpo ganiiti, ta kaleiti: ti pɛ feeʋɛ wo ya. 
GEN.9.3	Gè fuluaniiti kpein fea wo ʋɛ ga daamianigi. Eɠɛʋelei gè tufa lɛtɛi veai la wo ʋɛ, gè ti pɛ fea wo ʋɛ ɠana. 
GEN.9.4	Anɛɛ naa ʋe, à mina suai mi, ma ɲamai ʋa yɛ su, naa ɠa é ga zɛnvui. 
GEN.9.5	À suɠwɛɛ ɓalaa ga wo-ma ɲamai ɠa é ga wo-yɛnvui, nà maaɠaazaɠabo. Nà maaɠaazaɠabo naa ma, nii nɔpɛ a nu ɲamai ʋu, é ɠɛni ga suai, ɓaa é ɠɛni ga nui. Nà nui ɠilagilagi ɠaazaɠa kɛɛɠɛloin ma ɲamai ma.
GEN.9.6	Zɔi a nu ɲama ʋu,
GEN.9.6	tɔ ɓalaa nu ɠili ka ma ɲamai ʋu,
GEN.9.6	mazɔlɔɔ GALA ge nui ɓɛtɛʋɛ
GEN.9.6	ga maaniinigi ɠɛʋele.
GEN.9.7	Wɔun wa, à ɓuɠu, wo mɔin eteai zu.»
GEN.9.8	GALA ge ɓɔɛni Nowe ʋɔ ta ná-doun zunuiti, é ɠɛ ti ma: 
GEN.9.9	«Wɛlɛ, gè minazeɠea wo ʋɛ, wa wo-mavofodai, 
GEN.9.10	naa ʋɛɛ nii kpein ba é vulua wo ɠoba, wɔniiti, toganiiti, ta dɔɓɔ zuaiti, wa niiti kpein wo ɠulaai keingi zu ʋɔɔma, ti ʋaazu yɛnvuzu eteai zu. 
GEN.9.11	Gè minazeɠea wo ʋɛ ga: fuluanii pɛ undaa la mɔ ʋiliga ga ziɛve golai, ziɛve gola la mɔ ɠɛa ná, é ʋa eteai ɠoloɠolo.»
GEN.9.12	GALA ge ɠɛni ma mɔnɔ: «Nii ɠa é ga minazeɠegi ma ʋoogi eyɛsu ɠɔ, gè kɛɛzu ade yɔɠɔzu, nà-o, wa-o, ta anii kpein ti yɛnvuzu wo ɠoba. 
GEN.9.13	Gè nà-kpazamanamanagi zeiɗa tonaɓiingi zu, toɠa ɠɛ ga minazeɠegi ma ʋoogi gi yɔɠɔzu gá eteai. 
GEN.9.14	Siɛgi zu gè tonaɓiingiti gaalɛɛzu ba la, é zɛlɛ zooi maazu, kpazamanamanagi a ɠulana kɛlɛma tonaɓiingi zu, 
GEN.9.15	nà ɠizɛ nà-minazeɠegi zu, é ade yɔɠɔzu, nà-o, wa-o, ta nii kpein é vulua. Ziɛi la mɔ vega, é ʋa fuluanii kpein koloɠolo. 
GEN.9.16	Kpazamanamanagi ɠa ɠɛ tonaɓiingi zu, nà wɛlɛna ba, nà ɠizɛ ɠɔoɠɔ minazeɠegi zu, nii é gi yɔɠɔzu gá fuluaniiti kpein ti eteai zu.» 
GEN.9.17	GALA ge ɠɛni Nowe ma mɔnɔ: «Naa ɠa é ga minazeɠegi ma ʋoogi, nii gè kɛa gi yɔɠɔzu gá fuluaniiti kpein ti eteai zu.»
GEN.9.18	Nowe ná-doun zunuiti ti ɠulani keingi zu, ti ɠɛni ga niiti: Sɛme, Same, ta Zafɛte. Kanaan kɛɛɠɛ ɠɛni ga Same. 
GEN.9.19	Naati ka ti ga Nowe ná-doun zunu saʋagɔiti, ti-mavofodai ɠa é eteai laavegai.
GEN.9.20	Nowe ɠɛni ga tii ɠɛɛ nu mɔungi, nii é leezɛn ɓelei leʋeni. 
GEN.9.21	É ma lɔɔi ɓɔleni, naa so, é la ga ɠabei ná-seɠe ɠotai wu. 
GEN.9.22	Same, nii é ga Kanaan kɛɛɠɛ, naa kɛɛɠɛ ɠabei ɠaani, é liini eteaʋɛ, é bo diɛni felegɔ ma. 
GEN.9.23	Sɛme ta Zafɛte ti tookɔba wolai zeɠeni, ti pɛɛ ɠɔma, ti ziɛ ga ʋolu ʋelei, ti pɛɛ ti-ɠɛɛ ma, kabei lɔɔɠu. Tɛi ti ʋoluavega ɠɛni de, ti la ɠɛni ti-ɠɛɛ ɠabei ɠaani ɲɛgɛlɛin.
GEN.9.24	Siɛgi zu Nowe wuunni da, é ɠula ná-dɔɔzodai zu, é naa mɛnini, nii ná-doun zunu ɠaaɓelagi kɛɛni la, 
GEN.9.25	é zɛba é ɠɛ ma: «Kanaan ɠotoʋɛ! Toɠa ɠɛ ga kɛɛɠɛleaiti ta-luɔiti tɔnɔ ma luɔi!» 
GEN.9.26	Naa ʋolu é ɠɛni ma: «Mamagi ɠa Ɠɔoɠɔ GALAGI ʋɛ, Sɛme ná-GALAGI, Kanaan ɠa ɠɛ ga Sɛme ná-duɔi! 
GEN.9.27	GALA ge Zafɛte zeizuʋɛ maawɔɔlɔ, é zei Sɛme ná-seɠe ɠotaiti bu, Kanaan ɠa ɠɛ ga ná-duɔi!»
GEN.9.28	Ziɛve golai ʋoluma, Nowe kɛɛni ga kona unsaʋagɔ puulɔɔlugɔ (350). 
GEN.9.29	Nowe zii ma voloi kpein ge ɠɛni ga kona untaaʋuugɔ puulɔɔlugɔ (950), naa ʋolu é zaani.
GEN.10.1	Ziɛve golai leʋega ʋoluma, Nowe ná-doun zunuiti, Sɛme, Same ta Zafɛte, ti dointi sɔlɔɔni. Ti-mavofodaiti daaseigiti ti ɠɛni ga:
GEN.10.2	Zafɛte mavofodaiti ti ɠɛni ga: Gɔmɛɛl, Magɔge, Madayi, Yavan, Tuɓale, Meesɛke, ta Tilase. 
GEN.10.3	Gɔmɛɛl mavofodaiti ti ɠɛni ga: Asekeenaze, Lifate, ta Tɔgaalema. 
GEN.10.4	Yavan mavofodaiti ti ɠɛni ga: Elisa, Taalesise, Kitime, ta Dɔdanime. 
GEN.10.5	Ti-mavofodaiti kaa, ti zeini ziɛ zaama yooiti su, ta ziɛlaʋɛ yooiti. Ti vazagɛ zooiti su, eɠɛʋelei ta-ʋɛlɛyeɠeiti, ta ti-laawooiti ta ti-ma ziiti ti la.
GEN.10.6	Same mavofodaiti ti ɠɛni ga: Kuse, Miselayime, Pute, ta Kanaan. 
GEN.10.7	Kuse mavofodaiti ti ɠɛni ga: Seɓa, Ɠavila, Saɓeta, Layema, ta Saɓeteeka. Layema mavofodaiti ti ɠɛni ga: Saɓa ta Dedan.
GEN.10.8	Kuse Nimelɔde zɔlɔɔni, naa ɠa é ɠɛɛni ga zɛbɛsu nu wola mɔungi zooi ɠa. 
GEN.10.9	É ɠɛni ga doso wola Ɠɔoɠɔ GALAGI ɠaazu, naa ɠa é ba, a ɗa wo da ga: «Doso wolai Ɠɔoɠɔ GALAGI ɠaazu, eɠɛ Nimelɔde.» 
GEN.10.10	Ná-masadai ma laa wola mɔungiti ti ɠɛni ga Ɓaɓɛleni ta Elɛke, naa ʋɛɛ Akade ʋa, ta Kalenee, niiti ti Sineyaal yooi zu. 
GEN.10.11	Naama yooi ʋoluma, Nimelɔde liini Asiili yooi zu, é Ninive laa wolai lo, ta Leɠɔɓɔte-Iil, ta Kala, 
GEN.10.12	naa ʋɛɛ Leesɛn ʋa, nii é Ninive ta taa wolai Kala ti yɔɠɔzuʋɛ.
GEN.10.13	Miselayime mavofodaiti ti ɠɛni ga: Lude nuiti, Aname nuiti, Leɠaɓe nuiti, Nafetu nuiti, 
GEN.10.14	Pateluse nuiti, Kaselu nuiti, ta Kafetɔɔl nuiti. (Kaselu nui naati ka Filiseti nuiti kulaai ti zu).
GEN.10.15	Kanaan ná-doun zunu mɔungi é sɔlɔɔni, naa ɠa é ɠɛni ga Sidɔn, naa ʋolu gelei ɠɛ ga Ɠɛte. 
GEN.10.16	Kanaan mavofodaiti ti ɠɛni ga: Yeeɓuse nuiti, Amɔɔl nuiti, Giilegase nuiti, 
GEN.10.17	Ɠeeve nuiti, Aaleke nuiti, Sine nuiti, 
GEN.10.18	Aalevade nuiti, Semaal nuiti, ta Ɠamate nuiti. Naa ʋoluma Kanaan nuiti ta-ʋɛlɛyeɠeiti ti vazani. 
GEN.10.19	Kanaan nuiti ta-you ɠwɛgi liini eyɛsu Sidɔn, Geelaal letema ʋelei, eyɛsu é zeeli Gaza, ta Sɔdɔme ʋele, é ʋɛɛ Gɔmɔɔl ʋele ʋa, é li Adema ta Seɓɔyime, eyɛsu é gaaɓela Leesa yooi ma. 
GEN.10.20	Same mavofodaiti kana, eɠɛʋelei ta-ʋɛlɛyeɠeiti ti la, ta ti-laawooiti, ta ti-ma ziiti ta-yooiti su.
GEN.10.21	Sɛme doun zunuiti ɓalaa sɔlɔɔni, toɠa é ɠɛni ga Eɓɛɛl lointi kpein ti-mɛmɛwolai, Zafɛte nɔnɔ liɛi. 
GEN.10.22	Sɛme mavofodaiti ti ɠɛni ga: Elame, Asuul, Aalepakesade, Lude, ta Alame. 
GEN.10.23	Alame mavofodaiti ti ɠɛni ga: Use, Ɠule, Geetɛɛl, ta Mase. 
GEN.10.24	Aalepakesade Seela zɔlɔɔni, ta Seela Eɓɛɛl zɔlɔɔni. 
GEN.10.25	Eɓɛɛl zunu loun felegɔ zɔlɔɔni: Gilagi laaseigi ɠɛni ga Peelɛge, tɔɔzei ná-siɛgi zu ɠa zooi ɠa nuɓusɛiti zeeɠaaɠwɛɛni la, ta kɛɛɠɛloin laaseigi ɠɛni ga Yɔketan. 
GEN.10.26	Yɔketan mavofodaiti ti ɠɛni ga: Alemɔdade, Seeleefe, Ɠasaalemavɛte, Yeela, 
GEN.10.27	Ɠadɔlame, Uzale, Dikela, 
GEN.10.28	Wɔɓale, Aɓimayɛle, Saɓa, 
GEN.10.29	Wɔfiil, Ɠavila, ta Yɔɓaɓe. Niima nuiti pɛ ti ɠɛni ga Yɔketan mavofodaiti. 
GEN.10.30	Ti zeini Meesa ta Sefaal ɠize yooi yɔɠɔzu, nii é folo ɠulazu ʋelei. 
GEN.10.31	Sɛme mavofodaiti kana, eɠɛʋelei ta-ʋɛlɛyeɠeiti ti la, ta ti-laawooiti, ta ti-ma ziiti ta-yooiti su.
GEN.10.32	Nowe ná-doun zunuiti ta-ʋɛlɛyeɠeiti kɛʋeleiti kana, eɠɛʋelei ti-mavofodaiti ti la, ti-ma ziiti saama. Tiya ɠa ziiti kpein kulaai ti zu, ti vazagai eteai zu ziɛve golai leʋega ʋoluma.
GEN.11.1	Eteai pɛ ge ɠɛni zii woo ɠilagi wosu, ti ɠɛni ɓɔɛzu ga woo ɠilagi. 
GEN.11.2	Ti zeɠeni ga folo ɠulazu ʋelei, ti nɛmɛ wola ɠila kaani Sineyaal yooi zu, miná ɠa ti zeini ná. 
GEN.11.3	Ti ɠɛni ɓɔɠɔ ma: «Ade li, ade ɓilikiiti doɠa, ade ti ɠala abui zu.» Ɓilikii ɠɛni ti ʋɛ ga pɛlɛ lo kɔtui, ti ɗa sei ga managi. 
GEN.11.4	Ti ɠɛni ɓɔɠɔ ma mɔnɔ: «Ade li, de taai ta lo ɓɔɠɔ ʋɛ, ta pɛlɛ ɠaaɠoozagi nii nɔungi a zei geei ʋa. Ade ɓɔɠɔ lɔɠɔ ɠula, naa ɠa a kɛ ade mina vaza zooi ɠa ná pɛ.»
GEN.11.5	Ɠɔoɠɔ GALAGI yeini taai ʋɛtɛsu ta pɛlɛ ɠaaɠoozagi, nii nuiti ti ɠɛni tosu. 
GEN.11.6	Ɠɔoɠɔ GALAGI ɠɛni ma: «Wɛlɛ, ta ga zii ɠilagi nɔ, woo ɠilagi nɔ ɠa é ti-la. Ni ta tɔɔzeina ɠani, ani nɔpɛ ge la mɔ pele ɓesaga ti luɠɔ naa ɠɛɛ vai zu, nii a ɠɛ ti ɠisu. 
GEN.11.7	Ade yei, de li, de ti-laawooi zupu, naa ɠa a kɛ, ti mina ɓɔɠɔ laawooiti mɛni.»
GEN.11.8	Ɠɔoɠɔ GALAGI ti zuvazani, ti maaɠooza ná ʋa, ti li eteai zu ná pɛ. Ti looɠoni taai lo fai ʋa. 
GEN.11.9	Naa ɠa é kɛai taai naa laasei pɛai ga Ɓaɓɛle,
GEN.11.10	Sɛme mavofodai ɠaa: Ziɛve golai leʋegai ma, é ɠɛ ga kona felegɔ, Sɛme ná-konagi ɠɛni ga ungila (100), é Aalepakesade zɔlɔɔni. 
GEN.11.11	Aalepakesade zɔlɔɔga ʋoluma, Sɛme kona undɔɔlugɔ (500) ɠili kɛɛni. É doun zunui ta doun anzanui taɠiligaa zɔlɔɔni.
GEN.11.12	Aalepakesade ná-konagi ɠɛai ma ga puusaʋagɔ maazu lɔɔlugɔ (35), é Seela zɔlɔɔni. 
GEN.11.13	Seela zɔlɔɔga ʋoluma, Aalepakesade kona unnaanigɔ kona saʋagɔ (403) ɠili kɛɛni. É doun zunui ta doun anzanui taɠiligaa zɔlɔɔni.
GEN.11.14	Seela ná-konagi ɠɛai ma ga puusaʋagɔ (30), é Eɓɛɛl zɔlɔɔni. 
GEN.11.15	Eɓɛɛl zɔlɔɔga ʋoluma, Seela kona unnaanigɔ kona saʋagɔ (403) ɠili kɛɛni. É doun zunui ta doun anzanui taɠiligaa zɔlɔɔni.
GEN.11.16	Eɓɛɛl ná-konagi ɠɛai ma ga puusaʋagɔ maazu naanigɔ (34), é Peelɛge zɔlɔɔni. 
GEN.11.17	Peelɛge zɔlɔɔga ʋoluma, Eɓɛɛl kona unnaanigɔ puusaʋagɔ (430) ɠili kɛɛni. É doun zunui ta doun anzanui taɠiligaa zɔlɔɔni.
GEN.11.18	Peelɛge ná-konagi ɠɛai ma ga puusaʋagɔ (30), é Leyu zɔlɔɔni. 
GEN.11.19	Leyu zɔlɔɔga ʋoluma, Peelɛge kona unfelegɔ kona taaʋuugɔ (209) ɠili kɛɛni. É doun zunui ta doun anzanui taɠiligaa zɔlɔɔni.
