MAT.1.1	O le tala lenei i le gafa o Iesu Keriso le atali‘i o Tavita, le atali‘i o Aperaamo.
MAT.6.5	“A ‘outou tatalo, ‘aua ne‘i ‘outou fa‘apei o tagata fa‘afia amiotonu, auā ‘ua fai ma a latou masani le tatalo fa‘aaliali i totonu o sunako ma magāala, ‘ina ‘ia va‘aia ai i latou e tagata. O le ‘upu moni ‘ou te ta‘u atu ‘iā te ‘outou, o lo latou taui lava lenā.
MAT.6.6	A o oe, pe a e tatalo, ‘ia e ulu atu i totonu o lou potu, ma tapuni le faitoto‘a, ma e tatalo ai i lou Tamā o lo‘o i ai i le mea lilo; o lou Tamā fo‘i o lē e silasila i le mea lilo, na te avatua fa‘aaliali le taui ‘iā te oe.
MAT.6.7	“A ‘outou tatalo, ‘aua le tautū i ‘upu e masani ai e pei ‘ona faia e tagata o Nu‘u ‘ese; auā fa‘apea lava a latou o le tele o ‘upu e talia ai a latou tatalo. 
MAT.6.8	‘Aua ne‘i fa‘apei o i latou na. Auā ‘ua silafia e lo ‘outou Tamā mea uma tou te mana‘omia a‘o le‘i ōle atu ‘outou ‘iā te ia. 
MAT.6.9	‘Ia fa‘apenei la ‘ona ‘outou tatalo:
MAT.6.9	‘Lo matou Tamā e o i le lagi,
MAT.6.9	ia pa‘ia lou suafa,
MAT.6.10	ia o‘o mai lou Mālō.
MAT.6.10	‘Ia faia lou finagalo, i le lalolagi e pei ‘ona faia i le lagi.
MAT.6.11	‘Ia e foa‘i mai ia te i matou i le aso nei a matou mea‘ai e tatau ma le aso.
MAT.6.12	‘Ia e fa‘amāgalo ‘iā te i matou ‘iā matou agasala,
MAT.6.12	e pei o i matou fo‘i ‘ona matou fa‘amāgaloina atu i ē ‘ua agaleaga mai ‘iā te i matou.
MAT.6.13	‘Aua fo‘i ‘e te ta‘ita‘iina i matou i le fa‘aosoosoga,
MAT.6.13	a ‘ia e lavea‘i i matou ai le leaga.’ 
MAT.6.14	“Auā ‘āfai tou te fa‘amāgalo atu i tagata ‘ua fa‘aleaga mai ‘iā te ‘outou, e fa‘amāgaloina fo‘i ‘outou e lo ‘outou Tamā o i le lagi;
MAT.6.15	‘ae ‘āfai tou te lē fa‘amāgalo atu isi tagata, o le a fa‘apea lava ‘ona lē fa‘amāgaloina o ‘outou leaga e lo ‘outou Tamā.
MAT.6.16	“ ‘Āfai tou te anapopogi, ‘aua ne‘i ‘outou mata fa‘anoanoa e pei o le faiga a tagata fa‘afia amiotonu, o ē ‘ua fa‘aleagaina o latou mata ‘ina ‘ia iloa e tagata o lo‘o anapopogi i latou. O le ‘upu moni ‘ou te ta‘u atu ‘iā te ‘outou, o lo latou taui lava lenā. 
MAT.6.17	A o oe, pe a e anapogi, ia u‘u lelei lou ulu ma fufulu ou mata; 
MAT.6.18	‘ina ‘ia lē iloa e tagata o lo‘o e anapogi, ‘ae tau lava o lou Tamā o lo‘o soifua i le mea lilo; o lou Tamā fo‘i o lo‘o silasila i le mea lilo na te avatua fa‘aaliali le taui ‘iā te oe.
MAT.6.19	“ ‘Aua ne‘i ‘outou fa‘aputuina mo ‘outou ‘oloa i le lalolagi; auā e ‘atia e mogamoga ma pala i le ‘ele, ma o lo‘o i ai fo‘i tagata gaoi latou te ‘eliina a‘e ma gaoi; 
MAT.6.20	a ‘ia ‘outou fa‘aputuina mo ‘outou lava ‘oloa fa‘alelagi, e lē o i ai se mogamoga po o se ‘ele e fa‘aumatia ai; e leai fo‘i ni tagata gaoi e ‘eliina ma gaoi ai. 
MAT.6.21	Auā, o le mea o lo‘o i ai a ‘outou ‘oloa, o lo‘o i ai fa‘atasi fo‘i ma o ‘outou loto.
MAT.6.22	“O mata o sulu ia o le tino. ‘Āfai e lelei ou mata, e malamalama ai lou tino ‘atoa, 
MAT.6.23	‘Ae a leaga ou mata, e fa‘apea fo‘i ‘ona pogisā ai lou tino ‘atoa. O lea, ‘āfai e pouliuli le malamalama o i totonu ‘iā te oe, ‘ona matuā tele ai lea o le pogisā.
MAT.6.24	“E lē mafai e se tagata ‘ona ‘au‘auna i ni ali‘i se to‘alua, auā o le a ‘ino‘ino i le tasi ‘ae alofa i le isi; a lē o lea, e fa‘apipi‘i atu o ia i le tasi ‘ae lafoa‘i le isi. E lē mafai ‘ona ‘outou ‘au‘auna i le Atua ‘atoa ma ‘oloa o le lalolagi.
MAT.6.25	“O lea, ‘aua ne‘i ‘outou popole vale i mea e tausi ai o ‘outou ola; i mea‘ai ma mea inu; po o lavalava fo‘i. E lē sili ‘ea le ola i lo mea‘ai ma mea inu? E lē sili ‘ea fo‘i le tino i lo lavalava? 
MAT.6.26	Va‘ai fo‘i i manu felelei: e lē totōina e i latou ni fa‘ato‘aga ia maua ai mea‘ai; e lē selesele fo‘i pe fa‘aputu saito i le fale e teu ai; peita‘i, e fafagaina i latou uma lava e lo ‘outou Tamā o i le lagi. E lē sili ‘ea ‘outou i manu felelei? 
MAT.6.27	O ai ‘ea se isi o ‘outou na te mafaia i lona popole ‘ona fa‘aopoopo le umi o lona ola i se futu e tasi?
MAT.6.28	“O le ā le mea tou te popole ai i o ‘outou lavalava? Va‘ai fo‘i i lautalotalo o le vao, pe fa‘apefea ‘ona tutupu; e lē galulue pe milo i latou. 
MAT.6.29	Peita‘i ‘ou te fai atu ‘iā te ‘outou, e o‘o lava ia Solomona ma lona matagofie tele, e le‘i ‘ofu o ia e pei o se tasi o ia mea. 
MAT.6.30	‘Āfai e fa‘apea ‘ona fa‘a‘ofuina e le Atua le vao o le fanua, o lo‘o ola mai nei i le asō, ‘ae lafoina taeao i le ogāumu, e lē sili ‘ea ‘ona fa‘a‘ofuina ‘outou e ia, o ‘outou o ē e fa‘atuatua itiiti?
MAT.6.31	“O le mea lea, ‘aua tou te popole vale i mea‘ai po o mea inu, po o lavalava fo‘i. 
MAT.6.32	Auā o mea uma ia ‘ua sā‘ilia e tagata o Nu‘u ‘ese. A ‘ua silafia lava e lo ‘outou Tamā o i le lagi e aogā ia mea uma ‘iā te ‘outou. 
MAT.6.33	A ‘ia ‘outou mua‘i sā‘ili lona Mālō ma lana amiotonu, ‘ona fa‘aopoopoina atu lea o ia mea uma ‘iā te ‘outou. 
MAT.6.34	O le mea lea, ‘aua tou te popole mo le aso a taeao, auā o lo‘o i ai lava i le aso a taeao mea e tele e popole ai. E tofu le aso ma ona lava fa‘alavelave.
MAT.7.1	“ ‘Aua tou te fa‘amasino atu, ‘ina ne‘i fa‘amasinoina ‘outou. 
MAT.7.2	Auā o le fa‘amasinoga tou te fa‘amasino atu ai, o le fa‘amasinoga lava lea e fa‘amasinoina ai ‘outou. O le fua fo‘i tou te fua atu ai, o le fua lava lea e toe fuaina ai ‘outou. 
MAT.7.3	Aiseā ‘ua faigofie ai ‘ona e va‘aia le otaota i le mata o lou uso, ‘ae te lē o amana‘ia le ogāla‘au o lo‘o i lou lava mata? 
MAT.7.4	E fa‘apefea fo‘i ‘ona e fai atu i lou uso, ‘Tu‘u mai ia se‘i ‘ou ‘ave‘esea le otaota mai lou mata,’ peita‘i o lo‘o i lou lava mata le ogāla‘au? 
MAT.7.5	Talofa ‘iā te oe le tagata fa‘afia amiotonu! ‘Ave ‘ese muamua le ogāla‘au lenā e i lou mata; ‘ona manino ai lea o lau va‘ai, ma faigofie ai ‘ona ‘ave ‘ese le otaota mai le mata o lou uso.
MAT.7.6	“ ‘Aua le avatua mea pa‘ia i ta‘ifau; ‘aua fo‘i le lafoa‘iina a ‘outou penina i pua‘a; ‘ina ne‘i soli e i latou i o latou vae, ma liliu mai ma saeia ‘outou.
MAT.7.7	“ ‘Ia ‘outou ōle atu, ‘ona foa‘iina mai lea ‘iā te ‘outou; ‘ia ‘outou sā‘ili, ‘ona ‘outou maua ai lea; ‘ia ‘outou tu‘itu‘i atu, ‘ona tatalaina mai ai lea ‘iā te ‘outou. 
MAT.7.8	So o se isi e ōle atu e maua e ia le mea na ōle atu ai; o le tagata fo‘i e sā‘ili e maua e ia le mea na sā‘ilia; e tatalaina fo‘i le faitoto‘a i le tagata e tu‘itu‘i atu. 
MAT.7.9	O ai o ‘outou na te avatua i lona atali‘i se ma‘a pe a tagi mai i se areto? 
MAT.7.10	A tagi mai fo‘i i se i‘a, na te avatua ‘ea i ai se gata? 
MAT.7.11	‘Āfai o ‘outou o tagata leaga ‘ae tou te iloa ‘ona avatu mea lelei ‘iā ‘outou fānau, e lē sili ‘ea la ‘ona foa‘i mai e lo ‘outou Tamā o i le lagi mea lelei ‘iā i latou e ōle atu ‘iā te ia?
MAT.7.12	“ ‘Ia ‘outou faia i isi tagata mea uma ‘ua ‘outou manana‘o ia fai mai e isi tagata ‘iā te ‘outou, auā o le mea tonu lea o lo o fai mai ai le tulafono ma perofeta.
MAT.7.13	“ ‘Ia ‘outou ulu atu i le faitoto‘a vāitiiti, auā e vatele le faitoto‘a, e lautele fo‘i le ala e tau i le malaia, e to‘atele fo‘i ‘ua ui atu ai. 
MAT.7.14	Auā e vāitiiti le faitoto‘a, e lauitiiti fo‘i le ala e tau atu i le ola; e to‘aitiiti fo‘i i latou o ē ‘ua mauaina.
MAT.7.15	“ ‘Ia ‘outou fa‘aeteete i perofeta pepelo, o ē e ō atu ‘iā te ‘outou e pei o ni mamoe, a o i latou moni lava o luko fe‘ai. 
MAT.7.16	O fua o a latou galuega tou te iloa ai i latou. E aumai ‘ea e tagata se fuifui vine mai le la‘au tuitui, po o mati mai le la‘au talatala? 
MAT.7.17	O la‘au lelei e fua mai i fua lelei; o la‘au leaga fo‘i e fua mai i fua leaga. 
MAT.7.18	E lē mafai e se la‘au lelei ‘ona fua mai i ni fua leaga; e lē mafai fo‘i e se la‘au leaga ‘ona fua mai i ni fua lelei. 
MAT.7.19	O la‘au uma e lē fua mai i fua lelei, e tātu‘uina ma susunuina i le afi. 
MAT.7.20	E fa‘apea fo‘i ‘ona ‘outou iloa i latou i fua o a latou galuega.
MAT.7.21	“E lē ulu atu i le Mālō o le lagi i latou uma e fai mai, ‘Le Ali‘i e, le Ali‘i e,’ ‘ae na o i latou e faia le finagalo o lo‘u Tamā i le lagi. 
MAT.7.22	E to‘atele o le a fai mai ‘iā te a‘u i lea aso, ‘Le Ali‘i e, le Ali‘i e, matou te le‘i tāla‘i ‘ea i lou suafa? O lou suafa fo‘i na matou tulia ai temoni. O lou suafa fo‘i lea na matou faia ai galuega ofoofogia e tele.’ 
MAT.7.23	‘Ona ‘ou ta‘utino atu ai lea ‘iā te i latou, ‘ ‘Ou te le‘i iloa lava ‘outou. Inā ō ‘ese ia ‘iā te a‘u, o ‘outou o ē e fai amio leaga.’
MAT.7.24	“O lenei la, o le tagata e fa‘alogo mai i a‘u ‘upu nei ma usita‘i i ai, ‘ou te fa‘atusaina o ia i le tagata atamai na fa‘atūina lona fale i luga o le papa. 
MAT.7.25	Na to mai i ai timuga; na tatafe i ai vaitafe; na afātia fo‘i i matagi; ‘ae le‘i pa‘ū lava, auā na fa‘avaeina i luga o le papa.
MAT.7.26	“A o le tagata e fa‘alogo mai i a‘u ‘upu nei ‘ae lē usita‘i i ai, e fa‘atusaina o ia i le tagata valea na fa‘atūina lona fale i le oneone. 
MAT.7.27	Na to mai i ai timuga; na tatafe mai i ai vaitafe; na afātia fo‘i i matagi; ‘ona pa‘ū ai lea; ma ‘ua matuā malepe lava.”
MAT.7.28	‘Ina ‘ua fa‘ai‘u e Iesu ana a‘oa‘oga, sa matuā ofo tele tagata e to‘atele sa fa‘alogologo i ana matā‘upu; 
MAT.7.29	auā ‘ua a‘oa‘o atu o ia e pei o lē ‘ua i ai le pule, ‘ae lē pei o a‘oa‘o tulafono.
MAT.8.1	‘Ua maliu ifo Iesu nai le mauga, ‘ona mulimuli atu lea o tagata e to‘atele ‘iā te ia. 
MAT.8.2	‘Ona sau ai lea o le tagata lepela ma fa‘apa‘ū faō mai i ona luma. ‘Ua fai mai fo‘i ‘iā te ia, “Le Ali‘i e, a e finagalo i ai, ‘e te mafaia lava ‘ona fa‘amālōlōina a‘u.”
MAT.8.3	‘Ona ‘a‘apa atu lea o Iesu ma pa‘i atu ‘iā te ia, ma fetalai atu, “ ‘Ou te loto i ai; inā mālōlō ia oe.” ‘Ona te‘a loa lea o lona lepela. 
MAT.8.4	‘Ona fetalai atu lea o Iesu ‘iā te ia, “ ‘Aua lava ne‘i e ta‘uina atu lenei mea i se tagata. A e alu ma fa‘aali oe i ositaulaga. ‘Ia e avatua fo‘i le meaalofa na fa‘atonuina e Mose, ‘ina ‘ia fa‘amaonia ai e i latou ‘ua fa‘amālōlōina oe.”
MAT.8.5	‘Ina ‘ua maliu atu Iesu i Kapanaumi, na alu ane ‘iā te ia le ta‘ita‘i‘au ma lana talosaga. 
MAT.8.6	Fai mai o ia, “Le Ali‘i e, o lo‘o ma‘i tigāina la‘u ‘au‘auna i le fale, ‘ua matuā mafatia lava.”
MAT.8.7	‘Ua tali atu Iesu ‘iā te ia, “O le a ‘ou alu atu e fa‘amālōlō lau ‘au‘auna.”
MAT.8.8	A ‘ua fai mai le ta‘ita‘i‘au, “Le Ali‘i e, o a‘u o le tagata fa‘atauva‘a, e lē tatau ‘ona e maliu mai i lo‘u fale; tau lava o sau fetalaiga e pa‘ū mai, ‘ona mālōlō ai lea o la‘u ‘au‘auna. 
MAT.8.9	Auā o a‘u e pule mai i ai le isi tagata, ‘ou te pule fo‘i i le ‘autau: a ‘ou fai atu lava i lea fitafita e alu, ‘ona alu lea; a ‘ou fai atu fo‘i i la‘u ‘au‘auna e fai le mea lea, ‘ona faia lava lea.”
MAT.8.10	‘Ua fa‘afofoga Iesu i nei ‘upu, ‘ona ofo ai lea ma fetalai atu ia i latou sa mulimuli mai ‘iā te ia, “O le ‘upu moni ‘ou te ta‘u atu ‘iā te ‘outou, ‘ou te le‘i iloa ‘iā Isaraelu se fa‘atuatua fa‘apenā. 
MAT.8.11	‘Ou te fai atu fo‘i ‘iā te ‘outou, e to‘atele tagata o le a ō mai i sasa‘e ma sisifo, e ‘a‘ai fa‘atasi ma Aperaamo ma Isaako ma Iakopo i le Mālō o le lagi; 
MAT.8.12	a‘o tagata o le Mālō, o le a lafoina i latou i fafo i le pouliuli, e i ai le taufaitagiauē ma le lilivau o nifo.” 
MAT.8.13	‘Ua fetalai atu fo‘i Iesu i le ta‘ita‘i‘au, “Alu atu ia oe; e pei o lou fa‘atuatua, ia fa‘apea lava ‘ona faia mo oe.”
MAT.8.13	‘Ona mālōlō ai lea o lana ‘au‘auna i lenā lava itūlā.
MAT.8.14	‘Ua maliu atu Iesu i le fale o Peteru; ‘ua silafia fo‘i e ia o lo‘o ma‘i fiva le tinā o le avā a Peteru. 
MAT.8.15	‘Ua pa‘i atu o ia i le lima o le tama‘ita‘i, ‘ona malosi ai lea; ‘ua ‘au‘auna mai fo‘i lea lava tama‘ita‘i ‘iā te i latou.
MAT.8.16	‘Ua o‘o i le afiafi, ‘ona ‘aumaia lea e i latou ‘iā Iesu tagata e to‘atele ‘ua uluitinoina e temoni; ‘ua tuli‘esea fo‘i e ia agaga uma i lana fetalaiga. O isi fo‘i itū‘āiga ma‘i ‘ese‘ese na ‘aumaia ‘iā te ia, na fa‘amālōlōina uma lava e ia. 
MAT.8.17	‘Ua fa‘ataunu‘uina ai le afioga a le Atua na ala mai i le perofeta o Isaia, fai mai, “ ‘Ua ‘aveina e ia o tatou vaivai, mana tau‘ave o tatou ma‘i.”
MAT.8.18	‘Ua silasila atu Iesu i le to‘atele o tagata o lo‘o ō mai ‘iā te ia, ‘ona fa‘atonuina lea e ia se va‘a e maliu atu ai i le isi itūvai. 
MAT.8.19	A o le isi a‘oa‘o tulafono ‘ua sau ma fai mai ‘iā te ia, “Le A‘oa‘o e, ‘ou te mulimuli atu ‘iā te oe i so o se mea ‘e te maliu atu i ai.”
MAT.8.20	‘Ua fetalai atu Iesu ‘iā te ia, “E i ai lua o alope, e fai fo‘i ofaga o manu felelei, a‘o le Atali‘i o le Tagata, e leai se mea e moe ai o ia.”
MAT.8.21	‘Ua fai ane fo‘i le isi o ona so‘o ‘iā te ia, “Le Ali‘i e, tu‘u mai ia se‘i ‘ou alu muamua e tanu lo‘u tamā.”
MAT.8.22	A ‘ua tali atu o ia, “Mulimuli mai ‘iā te a‘u, ‘ae tu‘u pea ia i ē ‘ua oti e tanu o latou tagata oti.”
MAT.8.23	‘Ua maliu atu Iesu i le va‘a, ‘ona mulimuli atu ai lea o ona so‘o ‘iā te ia. 
MAT.8.24	Na agi mai le afā tele ma ‘ua fafati mai fo‘i galu, toeitiiti lava a goto ai le va‘a; a o lo‘o tofā pea lava Iesu. 
MAT.8.25	‘Ona ō mai lea o i latou ‘ua fafagu ‘iā te ia ma fai atu, “Le Ali‘i e, lavea‘i mai i matou o le a matou feoti.”
MAT.8.26	A ‘ua tali atu o ia, “ ‘Ua ‘outou matata‘u aiseā, ‘outou o ē e fa‘atuatua itiiti?” ‘Ona tula‘i lea o ia ma tāofi le matagi ma le vai; ‘ona matuā malū ai lea.
MAT.8.27	Na ofo tele so‘o ma fai ane, “O le ā le itū‘āiga tagata e i ai le tagata lenei? E o‘o lava i le matagi ma le vai ‘ua usiusita‘i ‘iā te ia.”
MAT.8.28	O le taimi na taunu‘u atu ai Iesu i le isi itū, i le itūmālō o Kerasene, na ō ane ai mai tu‘ugamau tagata e to‘alua ‘ua uluitinoina e temoni, ‘ua fetaia‘i ma ia. O nei tagata e matuā mata‘utia lo la sauā. 
MAT.8.29	Peita‘i, ‘ua fetaui i lā‘ua ma Iesu, ‘ona ‘alalaga mai lea o i lā‘ua ‘iā te ia, “Le Alo e o le Atua, o le ā ‘ea lau fe‘au ia i mā‘ua? ‘Ua e maliu mai ‘ea e fa‘apuapuagātia i mā‘ua a‘o le‘i o‘o i aso na tu‘upoina?”
MAT.8.30	Sa i ai fo‘i le lafu pua‘a sa tata‘a i tala atu o le mea sa tutū mai ai i lā‘ua. 
MAT.8.31	‘Ona ‘ai‘oi mai lea o temoni ‘iā te ia, ma fai mai, “ ‘Āfai ‘e te tuli‘eseina i matou, ‘ia e tutūlia i matou i le lafu pua‘a.”
MAT.8.32	‘Ona tali atu lea o Iesu ‘iā te i latou, “ ‘Ua lelei, inā o ia.” ‘Ona ulufafo lea o i latou ma ulu atu i pua‘a. O le mea na tupu, na taufetuli uma pua‘a ma feosofi ifo i le tofē, ma malelemo ai.
MAT.8.33	O i latou fo‘i sa tausia pua‘a, ‘ua sosola ma ta‘u atu i tagata o le nu‘u, mea na faia e Iesu i tagata na uluitinoina e temoni. 
MAT.8.34	‘Ua ō mai fo‘i le nu‘u ‘atoa ‘iā Iesu, ma talosaga atu ‘iā te ia ‘ina ‘ia maliu ‘ese mai lo latou itūmālō.
MAT.9.1	‘Ua maliu atu Iesu i le va‘a, ma malaga atu i lona lava ‘a‘ai i le isi itūvai. 
MAT.9.2	‘Ona si‘i ane lea e i latou ‘iā te ia o le tagata ‘ua pe lona tino. ‘Ua silafia e Iesu lo latou fa‘atuatua, ‘ona fetalai atu lea i le tagata ma‘i, “Lo‘u atali‘i e, ‘ia e loto tele, ‘ua fa‘amāgaloina au agasala.”
MAT.9.3	A o isi a‘oa‘o tulafono ‘ua femusua‘i, ma fai ane, “ ‘Ua ‘upuvale lenei tagata i le Atua.”
MAT.9.4	‘Ua silafia e Iesu o latou mafaufauga, ‘ona fesili atu lea ‘iā te i latou, “Aiseā ‘ua ‘outou mafaufau leaga ai i o ‘outou loto?
MAT.9.5	O lē fea ‘ea e faigofie: o le fai atu, ‘ ‘Ua fa‘amāgaloina au agasala,’ po o le fai atu, ‘Tula‘i ia, ma savali?’ 
MAT.9.6	O le mea lenei o le a ‘outou iloa ai, e mafai e le Atali‘i o le Tagata ‘ona fa‘amāgaloina agasala i le lalolagi.” ‘Ua liliu atu loa Iesu i le tagata ma‘i ma fetalai atu i ai, “Tula‘i ia, ‘ave lou moega ma alu i lou ‘āiga.”
MAT.9.7	‘Ona tula‘i ai lea o ia ma alu i lona ‘āiga. 
MAT.9.8	‘Ina ‘ua va‘aia e tagata le mea ‘ua tupu, sa matuā ofo lava i latou. ‘Ua vivi‘i atu fo‘i i latou i le Atua ‘ina ‘ua tu‘uina mai se pule fa‘apea i tagata.
MAT.9.9	A o maliu atu Iesu nai lea mea, sa silafia e ia le tagata e igoa ia Mataio, o lo‘o nofo mai i le fale e ao ai lafoga. ‘Ua fetalai atu Iesu ‘iā te ia, “Mulimuli mai ia ‘iā te a‘u.”
MAT.9.9	‘Ona tula‘i lea o ia ma mulimuli atu ‘iā Iesu.
MAT.9.10	A o taumafa Iesu i le fale i le isi aso, na ō ane tagata aolafoga e to‘atele ‘atoa ma ē e agasala, ma ‘ua ‘a‘ai fa‘atasi ma Iesu ma ona so‘o. 
MAT.9.11	‘Ua va‘ai atu faresaio i lea mea, ‘ona fai ane lea o i latou i ona so‘o, “ ‘Ua ‘a‘ai fa‘atasi aiseā lo ‘outou A‘oa‘o ma tagata aolafoga ma ē e agasala?”
MAT.9.12	‘Ua fa‘afofoga atu Iesu i na ‘upu, ‘ona fetalai atu lea o ia ‘iā te‘i latou, “E lē o tagata soifua mālōlōina, a o tagata mama‘i e mana‘omia le foma‘i. 
MAT.9.13	Inā o ia e sā‘ili le uiga o ‘upu nei, ‘ ‘Ou te loto i le alofa, ‘ae lē o le taulaga.’ ‘Ou te le‘i sau e vala‘au i tagata amiotonu, a o tagata agasala.”
MAT.9.14	‘Ona ō ane lea o so‘o o Ioane ‘iā Iesu ma fai ane, “Aiseā ‘ua matou saga anapopogi ai lava i matou ma faresaio, a o ou so‘o e lē anapopogi i latou?”
MAT.9.15	‘Ua tali atu Iesu ‘iā te i latou, “E mafai ‘ea e uō a le fa‘ato‘āfaiavā ‘ona fa‘anoanoa a o fa‘atasi i latou ma le fa‘ato‘āfaiavā? Peita‘i e o‘o mai aso e ‘ave‘esea ai le fa‘ato‘āfaiavā mai ‘iā te i latou, o le taimi tonu lenā e anapopogi ai i latou.
MAT.9.16	“E leai se tagata na te fonoina se māsae o se ‘ofu tuai i se fasi ‘ie fou; auā e māsae ai le ‘ofu ‘ona o le fono, ‘ona sili atu lea ‘ona tele o le māsae. 
MAT.9.17	E lē utuina fo‘i se uaina fou i ni fagupa‘u tuai, auā e pāpā ai fagupa‘u, ‘ona maumau lea o le uaina, ma ‘ua lē aogā ai fo‘i fagupa‘u. ‘Ae utuina lava le uaina fou i fagupa‘u fou, ‘ona taufai saogalemū ai lea o fagupa‘u ma le uaina.”
MAT.9.18	A o fetalai atu Iesu ‘iā te i latou i ia mea, na alu ane le isi ali‘i tāua lava, ma ifo to‘ele ane ‘iā te ia. ‘Ua fai ane fo‘i o ia, “O si o‘u afafine fa‘ato‘ā oti nei lava; peita‘i a e maliu mai e fa‘ae‘e i ai lou ‘a‘ao, o le a toe ola lava.”
MAT.9.19	‘Ona tula‘i lea o Iesu ma ona so‘o, ‘ua mulimuli atu ‘iā te ia.
MAT.9.20	Sa i ai le isi fafine sa ma‘i i le puna toto i tausaga e sefulu ma le lua. ‘Ua ui ane o ia i tua o Iesu ma pa‘i atu i le pito o lona ‘ofu. 
MAT.9.21	Auā sa fa‘apea lona manatu, tau lava ‘ina ‘ou pa‘i atu i le pito o lona ‘ofu, ‘ona fa‘amālōlōina ai lea o a‘u.
MAT.9.22	A ‘ua liliu ane Iesu ma ‘ua silafia e ia le fafine. ‘Ona fetalai ane lea i ai, “Lo‘u afafine e, ‘ia e loto tele. ‘Ua fa‘amālōlōina oe i lou fa‘atuatua.” ‘Ua amata mai i lenā itūlā ‘ona malosi lava le fafine.
MAT.9.23	E taunu‘u atu Iesu i le fale o lea ali‘i, o i ai le ‘au ilifagufagu ma tagata e to‘atele o lo‘o matuā fa‘anoanoa. 
MAT.9.24	‘Ona fetalai atu lea o Iesu ‘iā te i latou, “Ō ‘ese ia! E le‘i oti le teine o lo‘o moe.” ‘Ona tauemu mai lea o i latou ‘iā te ia. 
MAT.9.25	‘Ona tulia lea o i latou i fafo ma le fale, na maliu atu loa Iesu ma tago atu i le lima o le teine, ‘ona toe ola ai lea o ia. 
MAT.9.26	‘Ona salalau atu lea o le tala i le nu‘u uma e uiga i lenei mea.
MAT.9.27	A o maliu ‘ese atu Iesu mai lea nu‘u, sa mulimuli atu ‘iā te ia tagata tauaso e to‘alua. Na la ‘alalaga atu fo‘i, “Le Alo e o Tavita, alofa mai ‘iā te i mā‘ua.”
MAT.9.28	‘Ua ulu atu Iesu i le fale, ‘ona ō ane lea ‘iā te ia o tagata tauaso. ‘Ua fesili atu Iesu ‘iā te i lā‘ua, “Lua te fa‘atuatua ‘ea e mafai ‘ona ‘ou fa‘apupulaina o ‘oulua mata?”
MAT.9.28	‘Ua tali mai i lā‘ua, “O lea lava, le Ali‘i e.”
MAT.9.29	‘Ona pa‘i atu lea o Iesu i o la mata, ma fetalai atu, “ ‘Ia fa‘ataunu‘uina ‘iā te ‘oulua le mea ‘ua ‘oulua fa‘atuatua i ai.” 
MAT.9.30	‘Ona toe pupula loa lea o la mata. ‘Ua vavao fo‘i i lā‘ua e Iesu ma fetalai atu ‘aua ne‘i ‘oulua ta‘u atu lenei mea i se isi.
MAT.9.31	A ‘ua ō i lā‘ua ma tāla‘i atu le tala ‘iā te ia i le nu‘u ‘atoa.
MAT.9.32	‘Ina ‘ua ō ‘ese tagata tauaso, sa avane loa e nisi ‘iā te ia le tagata gūgū ‘ua uluitinoina e le temoni. 
MAT.9.33	‘Ua tulia e Iesu le temoni, ‘ona tautala ai lea o le tagata gūgū. ‘Ua ofo tagata uma ma fai ane, “Fa‘ato‘ā tupu lea o se mea fa‘apea ‘iā Isaraelu.”
MAT.9.34	A ‘ua fai ane faresaio, “O le pule o temoni ‘ua mafai ai e ia ‘ona tulia temoni.”
MAT.9.35	Sa femaliua‘i solo Iesu i ‘a‘ai ma faoa ‘a‘ai, ma a‘oa‘o atu i o latou sunako; sa folafola atu fo‘i e ia ‘iā te i latou le Tala Lelei o le Mālō, ma fa‘amālōlō ma‘i ‘ese‘ese uma lava. 
MAT.9.36	‘Ua silasila atu o ia i tagata e to‘atele na ō ane, ‘ona ‘o‘otia ai lea o lona finagalo ‘ina ‘ua fememea‘i ma mafatia i latou, e pei o ni mamoe ‘ua leai so latou leoleo. 
