GEN.1.1	Yäput peŋpäŋ Anututä kunum kenta kome pewän ahäŋkumän. 
GEN.6.19+GEN.6.20	Täŋpäŋ tom mebäri mebäri kudup yarä-yarä, ämani webeni gäkken äbäŋirä gäpe gänaŋ kaŋ yepmaŋ. Barak mebäri mebäri, tom mebäri mebäri, gämok mebäri mebäri ba gwakgwak mebäri mebäri u yarä-yarä gäkkät bok nämo paotneŋta äroŋpäŋ kaŋ irut. 
GEN.6.21	Ketem mebäri mebäri in ba barak tom unitä nak täkaŋ u kämi nakta yäpmäŋpäŋ gäpe gänaŋ pewi ärowut yäk.
GEN.7.1	Eruk Yawetä Noa ŋode iwetkuk; Gäk äma äbot ŋo bämopiken siwoŋi kuŋariri gabäwa tägatak unita gäkkät äbotkaye in kudup gäpe gänaŋ äroŋ morewut! 
GEN.7.2	Gäpe gänaŋ ärowayäŋä tom nakta nämo yäjiwärani mebäri mebäri ämani 7, webeni 7 ude kaŋ yäpmäŋ äro. Ba tom nämo nakta yäjiwärani mebäri mebäri ämani yarä webeni yarä kaŋ yäpmäŋ äro. 
GEN.7.3	Täŋkaŋ barak mebäri mebäri udegän, ämani 7 webeni 7 ude yäpmäŋpäŋ pewi gäkkät bok gäpe gänaŋ kaŋ äroŋ morewut. Imaka mebäri mebäri irit kuŋat-kuŋat ikektä nämo paotneŋta ude kaŋ tä. 
GEN.7.4	Kepma 7 täreŋirän näkä yäŋira iwän pähap api tawek. Kome terak iwän taŋ yäpmäŋ kuŋtäyon kepma bipani 40 ude api tärewek. Iwän ude taŋirän imaka irit kuŋat-kuŋat ikek kome terak pewa ahäŋkuŋo u kuduptagän api däpmäŋ morewet.
GEN.7.5	Ude iweränkaŋ Noa Yawetä man iwetkuko uwä buramiŋpäŋ täŋ moreŋkuk.
GEN.7.6	Täŋpänkaŋ Noa täŋo obaŋ 600 ude täreŋirän gwägu pähap kome terak tokŋeŋkuk. 
GEN.7.7	 Täŋirän Noa ume tokŋeŋkuko u irepmitta webeni nanakiye ba äbekiye kudup yäŋ-yäkŋat yäpmäŋ gäpe gänaŋ äroŋ moreŋkuŋ. 
GEN.7.8+GEN.7.9	Täŋirän tom nakta nämo yäjiwärani ba nämo nakta yäjiwärani ba barak, gämok, gwakgwak imaka mebäri mebäri ämani bok webeni bok Noaken äbuŋ. Äbäŋirä Anututä Noa iwetkuko udegän yäŋ-yäkŋat yäpmäŋ gäpe gänaŋ äroŋkuk.
GEN.7.10	Gäpe gänaŋ ärowäkaŋ kepma 7 täreŋirän kome terak gwägu pähap tokŋeŋkuk.
GEN.7.12	Taŋ yäpmäŋ kuŋtäyon kepma bipani 40 ude täreŋkuk.
GEN.7.13	Täŋpäkaŋ kepma iwän pähap yäput peŋpäŋ taŋkuko ugän Noa, webeni nanakiye Siem, Ham, Jafet ukät webeniyekät kudup gäpe gänaŋ äroŋkuŋ. 
GEN.7.14	Täŋpäŋ tom ägwäri ba yepmäŋ towiwani mebäri mebäri ba gämok gwakgwak mebäri mebäri ba barak mebäri mebäri ba imaka piri nikek u kuduptagän bok äro itkuŋ. 
GEN.7.15	Bureni, imaka irit kuŋat-kuŋat ikek mebäri mebäri kudup, yarä-yarä Noaken äbäŋpäŋ gäpe gänaŋ äroŋkuŋ. 
GEN.7.16	Anututä Noa iwetkuko udegän äroŋ moreŋkuŋ. Ämani bok, webeni bok äroŋkuŋ. Äroŋ moreŋirä Yawetä gäpe täŋo yäma täŋpipiŋpäŋ täŋkehärom taŋkuk.
GEN.7.17	Täŋpänkaŋ kepma 40 udeta gwägu kome terak tokŋeŋ yäpmäŋ äroŋirän gäpe u punin oraŋ yäpmäŋ äroŋkuk. 
GEN.7.18	Bureni, kome terak ume umuri pähap tokŋeŋirän gäpetä gwägu terak kuŋ abäŋ täŋkuk. 
GEN.7.19	Gwägu uwä kome terak bumta tokŋeŋpäŋ pom käroŋi käroŋi kuduptagän umetä uwäk täŋkuk. 
GEN.7.20	Ume gwägutä pom miŋgupi 7 mita ude irepmitkuk. 
GEN.7.21	Ude täŋpäŋ imaka kome terak itkuŋo u kuduptagän paot moreŋkuŋ. Barak, tom yepmäŋ towiwani ba ägwäri, gwak, gämok ba ämawebe u kuduptagän kumäŋ moreŋkuŋ. 
GEN.7.22	Yarägän nämo paotkuŋ. Nämo, imaka mänit yäpmäk-yäpmäk ikek kuduptagän-inik kome terak kuŋarani u paotkuŋ. 
GEN.7.23	Bureni, Anututä imaka irit kuŋat-kuŋat ikek kome terak irani kuduptagän, äma ba tom, gwak kejima, barak u kudup awähutkuk. Noakät gäpe gänaŋ itkuŋo ugänpäŋ yepmaŋkuk.
GEN.7.24	Täŋpäkaŋ ume gwägu pähap kome punin terak tokŋeŋ irirän kepma 150 ude täreŋkuk.
GEN.8.1	Täŋpäkaŋ Anututä Noakät tom ägwäri ba towiwani päke ukät gäpe gänaŋ itkuŋo unita kudup nadäŋ yämiŋkuk. Nadäŋ yämiŋpäŋ mänit pähap iniŋ kireŋpewän piäŋirän gwägu pähap äpuk. 
GEN.8.2	Täŋpäŋ ume bian kome gänaŋ nanik abuŋo u kawuk taŋkuŋ. Ba iwän taŋkuko u imaka, däkŋeŋkuk. 
GEN.8.3+GEN.8.4	Täŋpäŋ gwägu taŋi u äneŋi kwikinik kwikinik wädäŋ äpmoŋkuk. Kepma 150 ude täreŋirän ume gwägutä ätu wädäŋ äpmoŋirän gäpe u Ararat Pom terak däpän yewäpäŋ itkuk. Kadäni gäpetä pom terak itkuko u komepak 7 unitäŋo kepma 17. 
GEN.8.5	Irirän ume gwägu pen wädäŋ äpmoŋirän komepak 10 unitäŋo kepma 1 kadäni uken pom miŋgupi kwawak pat yäpmäŋ kuŋkuŋ.
GEN.8.6	Eruk äneŋi kepma 40 ude täreŋirän Noatä gäpe täŋo mänit kädet bian täŋkuko u dätkuk. 
GEN.8.7	Dätpäŋ Noa barak kubä yägu bumik pewän uken-uken piäŋ kuŋat irirän ume gwägu kawuk taŋkuk. 
GEN.8.8	Täŋpäkaŋ Noatä kome terak ume itak ba nämo itak yäŋ kaŋpäŋ nadäkta känaräm kubä tewän kuŋkuk. 
GEN.8.9	Tewän päŋku känaräm u maŋira yäŋkaŋ gwägu pen parirän täŋpän waŋkuŋ. Täŋpän wawäpäŋ äneŋi äyäŋutpeŋ Noaken äbuk. Äbäŋirän Noatä ket kewarirän keri terak maŋitkuk. Maŋiränkaŋ yäpmäŋ gäpe gänaŋ äbuk.
GEN.8.10	Täŋpäŋ kepma 7 itkaŋ känaräm u äneŋi tewän kuŋkuk. 
GEN.8.11	Tewän yäpmäŋ päŋku kuŋattäŋgän bipäda äneŋi äyäŋutpeŋ äbäŋirän kaŋkuk; Olip päya pähämi kodaki kubä meniken irirän kaŋkuk. Ude kaŋpäŋä Noatä ŋode nadäŋkuk; Ume wädäŋ äpmoŋirän kome kwawak itak yäŋ nadäŋkuk. 
GEN.8.12	Täŋpäŋ kepma 7 itkaŋ känaräm u äneŋi tewän kuŋkuk. Eruk tewän kuŋkuko uwä äneŋi nämo äbuk.
GEN.8.13	Noa obaŋ 601 unitäŋo komepak kubä täŋo kepma 1 täŋirän kome terak ume kawuk taŋkuk. Täŋpäŋ Noatä gäpe täŋo medäp därämutpäŋ kaŋkuk; Kome terak ume kawuk taŋirän. 
GEN.8.14	Ätukät itpäŋä komepak yarä unitäŋo kepma 27 täŋirän okä kudup kawuktaŋ moreŋpäŋ patkuk.
GEN.8.15	Kometä ude kawuk taŋirän Anututä Noa iwetkuk; 
GEN.8.16	Gäk, webeka ba nanakaye äbekaye gäpe gänaŋ naniktä yäman aput. 
GEN.8.17	Tom, barak, gämok, gwakgwak u imaka yepmaŋpi äput. Yepmaŋpi äpäŋpäŋ bäyaŋ weŋpäŋ kome tokŋewut yäk.
GEN.8.18	Ude iwerirän Noakät webeni nanakiye äbekiye äpuŋ. 
GEN.8.19	Ba tom kome terak kuŋarani kudup, barak, gämok, gwakgwak u kuduptagän gäpe gänaŋ naniktä äbot ini-ini tawaŋ äpuŋ.
GEN.8.20	Äpäŋ moreŋpäŋä Noatä Yawe iniŋ oretta mobä bukä kubä täŋpäŋ tom ba barak nakta nämo yäjiwärani kudup ukät nanik ätu yäpmäŋpäŋ ijiŋ imiŋkuk. 
GEN.8.21	Ijiŋ imiŋirän Yawetä käbäŋi säkgämän nadäŋpäŋ bänepitä ŋode nadäŋkuk; Ämata yäŋpäŋ kome terak tagwän wari nämo api täŋpet. Äma nanakinik kentä bänep nadäk-nadäki wakigän api täŋ yäpmäŋ kuŋatneŋo upäŋkaŋ täŋkuro udegän näk imaka imaka kuŋat-kuŋat ikek kuduptagän äneŋi nämoinik api däpet.
GEN.8.22	Nämo!
GEN.8.22	Kome täŋo kadäni it yäpmäŋ ärowayäŋ täyak udegän
GEN.8.22	piŋpäŋ naknak, mänit ba komi,
GEN.8.22	iwän ba edap kadäni, kepma bipani
GEN.8.22	u pen api it yäpmäŋ ärowek.
GEN.9.2	Täŋpäkaŋ tom ägwäri, barak, gämok gwakgwak kome terak kuŋat täkaŋ u ba gwägu tom u kuduptagän in ketjinken peyat. Ude täŋira inta umun pähap nadäŋpäŋ api kuŋatneŋ. 
GEN.9.3	Imaka irit kuŋat-kuŋat ikek u nakta tamitat. Bian tokän peŋ tamiŋkuro udegän apiŋo imaka imaka kudup nakta tamitat.
GEN.9.5	Nadäkaŋ? Nägät pikpik täŋo kowata u näkä api däpmäŋ tärewet. Äma kubätä noripak kubä ureko uwä kowata näkä bureni-inik api täŋpet. Ba tom kubätä äma kubä ureko uwä kowata udegän näkä api däpmäŋ tärewet.
GEN.9.6	Anutu näkŋa bumik täŋpani unita äma kubätä noripak kubä utpewän nägäri piwän kuneŋo unitäŋo kowata äma-tägän udegän äma u utpewän nägäri api piwän kuneŋ.
GEN.9.8	Anututä ude yäŋpäŋ Noakät nanakiye ŋode yäwetgän täŋkuk; 
GEN.9.9	Näkä apiŋo in ba yerijiyekät bok, topmäk-topmäk täyat. 
GEN.9.10	Täŋpäŋ imaka kome terak irit kuŋat-kuŋat ikek inkät penta gäpe gänaŋ naniktä äpuŋo, barak, tom ägwäri ba yepmäŋ towiwani u kudup inkät topmäk-topmäk täyat yäk. 
GEN.9.11	Näk inkät topmäk-topmäk täyat uwä ume putputtä imaka kome terak kuŋat täkaŋ ba kome ini äneŋi nämoinik api awähuret.
GEN.9.12	Anututä ude yäŋpäŋ äneŋi kubä ŋode yäwetgän täŋkuk; Näk inkät imaka kuŋat-kuŋat ikek kuduptagän inkät bok it täkaŋ, ba imaka kuduptagän kämi ahäkta yäwanikät bok, topmäk-topmäk täyat unitäŋo kudän ŋode; 
GEN.9.13	Näkŋo gämok wära kudän gubam terak peyat. Peyat u kaŋkaŋ topmäk-topmäk komekät täŋkuro unita kaŋ juku piwut. 
GEN.9.14+GEN.9.15	Näkä täŋpewa gubam gwägätpäŋ gämok wära ahäŋirän näkä inkät ba imaka irit kuŋat-kuŋat ikek mebäri mebäri ukät topmäk-topmäk täŋkuro u api nadäwet. Nadäŋira ume putputtä kome terak imaka irit ikek kudup wari nämo api däpek. 
GEN.9.16	Täŋpäŋ gubam terak gämok wära parirän kaŋpäŋ kome terak imaka irit kuŋat-kuŋat ikek inkät topmäk-topmäk tärek-täreki nämo täŋkuro u api nadäwet. 
GEN.9.17	Anututä ude yäŋpäŋ Noa ŋode iwetkuk; Kome terak imaka irit kuŋat-kuŋat ikek in kuduptagänta topmäk-topmäk täyat unitäŋo kudän u api kak täneŋ.
GEN.9.18	Noa nanakiye gäpe gänaŋ naniktä äpuŋo unitäŋo wäpi Siem, Ham, Jafet. Täŋkaŋ Ham uwä Kenan täŋo nani. 
GEN.9.19	Noa nanakiye yaräkubä uken naniktä komen äma äbori äbori ahäŋ patpat täŋpäŋ komeni komeni it yäpmäŋ kuŋkuŋ.
GEN.9.20	Noa uwä ketem piä täkta, äma ude itkuk. Täŋpäŋ Noa u yäput peŋpäŋ päya kubä wäpi wain, u piä täŋkuk. 
GEN.9.21	Täŋpäkaŋ kämiwä wain ume yäpmäŋpäŋ naŋkaŋ täŋguŋguŋ taŋpäŋ yottaba gänaŋ moräŋ patkuk. 
GEN.9.22	Moräŋ parirän Kenan täŋo nani Ham unitä nani Noa moräŋ parirän kaŋpäŋ noripakiyat äpmo biŋam yäwetkuk. 
GEN.9.23	Yäweränkaŋ Siem kenta Jafet tek kubä yäpmäŋpäŋ mädeni käda ämetpäŋ yäpmäŋkaŋ nan moräŋ parirän käde yäŋ nadäŋpäŋ mäde kädagän päro ämet imiŋkumän.
GEN.9.24	Täŋpäŋ Noa u waintä urirän patkuk kädagän akuŋpäŋ nanaki gweki Hamtä imaka täŋ imiŋkuko unita nadäŋpäŋ ŋode yäŋkuk;
GEN.9.25	Tagwäntä Kenan terak kaŋ ärowän!
GEN.9.25	U äpaniinik itkaŋ noriye täŋo piä täŋ yämiktagän.
GEN.9.26	Ude yäŋpäŋ äneŋi ŋode yäkgän täŋkuk;
GEN.9.26	Yawe, Siem täŋo Anutu u iniŋ oretna!
GEN.9.26	Täŋkaŋ Kenan u Siem täŋo piä täŋ imiktagän.
GEN.9.27	Täŋpäkaŋ Anututä Jafet täŋkentäŋ imiŋirän komeni taŋigän kaŋ pipiyäwän.
GEN.9.27	Täŋirän Jafet täŋo yeriniyekät Siem täŋo yeriniye bok kaŋ irut.
GEN.9.27	Täŋpäkaŋ Kenan täŋo uwä piä täŋ imiktagän.
GEN.9.28	Täŋpäkaŋ gwägu pähaptä paorirän Noa uwä äneŋi obaŋ 350 ude it yäpmäŋ kuŋkuk. 
GEN.9.29	Kuŋarirän obaŋ 950 ude täreŋirän kumbuk.
GEN.10.1	Gwägu pähaptä paoränkaŋ u punin terak Noa nanakiye Siem, Ham, Jafet unitäŋo nanakiye ahäŋkuŋ. Äma yaräkubä unitäŋo manbiŋam ŋode;
GEN.10.2	Jafet täŋo nanakiye wäpi ŋode; Gome, Magok, Madai, Javan, Tubal, Mesek ba Tiras.
GEN.10.3	Gome täŋo nanakiye wäpi ŋode; Askenas, Rifat, Togama.
GEN.10.4	Javan täŋo nanakiye wäpi Elisa, Tasis. Täŋkaŋ ämawebe Saipras kenta Dodan komeken nanik u imaka, Javantä äbotken nanik. 
GEN.10.5	Täŋkaŋ äbot u bäyaŋ weŋirä äbot mäyap ahäŋ yäpmäŋ kuŋkuŋ. Äbot mäyap unitäŋo komeni ba mani kotäk inigän inigän. U ini buap-buap gwägu dubiniken ba kome kubäkubä gwägu bämopiken ittäŋ kuŋkuŋ.
GEN.10.6	Ham täŋo nanakiye wäpi ŋode; Kus, Isip, Libia, Kenan.
GEN.10.7	Kus täŋo nanakiye wäpi ŋode; Seba, Havila, Sapta, Rama, Sapteka. Rama uwä nanakiyat wäpi Seba kenta Dedan.
GEN.10.8	Kus uwä Nimrot täŋo nani. Nimrot u tägaŋpäŋ äma kehäromi, wäpi biŋam nikek täŋkuk. 
GEN.10.9	Yawetä täŋkentäŋ imiŋirän tom däpmäkta intäjukun ämata itkuk. Mebäri unita äma kehäromi ätuta U Nimrot bumik, Yawetä täŋkentäŋ imiŋirän tom däpani ärowani itkuko u yäŋ yäwet täkaŋ.
GEN.10.10	Täŋpäŋ Nimrot unitä Babilonia kome taŋiken yotpärare mäyap täŋkuk. Intäjukunä yotpärare ŋode täŋkuk; Babel, Erek, Akat, Kalne. 
GEN.10.11	Eruk, Babilonia kome peŋpeŋ Asiria komeken kuŋkuk. Kome uken yotpärare wäpi Ninive, Rehobot, Kala, Resen täŋkuk. 
GEN.10.12	Resen yotpärare uwä Ninive Kala yotpärare bämopiken itak. U yotpärare pähap.
GEN.10.13	Isip täŋo yeri äbot-äbot ŋode ahäŋkuŋ; Lidia nanik, Anam nanik, Lehap nanik, Naptu nanik, 
GEN.10.14	Patarus nanik, Kaslu nanik, Krit nanik. Krit naniktä Filistia nanik ahäŋ patpat täŋkuŋ.
GEN.10.15+GEN.10.16+GEN.10.17+GEN.10.18	Kenan nanaki wäpi Saidon intäjukun ahäŋkuk. Saidon ahäŋkuko u punin terak Kenan täŋo yeri äbot ätu wäpi ŋode ahäŋkuŋ; Hit, Jebus, Amo, Gilgas, Hivi, Alka, Sini, Alvat, Semar, Hamat. Äbot ude ahäŋ yäpmäŋ kuŋkuŋ.
GEN.10.15+GEN.10.16+GEN.10.17+GEN.10.18	Kadäni u punin terak Kenan nanakiye täŋo äbori äbori uken-uken kuŋtäŋpä kuŋkuŋ. 
GEN.10.19	Kuŋ täŋpä kuŋkuŋo unita Kenan nanakiye äbori äboritä kome taŋi tokŋeŋ moreŋkuŋ. Kome taŋi täŋpäŋ Saidon kometä päŋku kome ban ätu unitäŋo baga terak täreŋkuk. Kome ban u wäpi ŋode; Geral, Gasa, Sodom, Gomora, Atma, Seboim, Lasa u täreŋkuk.
GEN.10.20	Eruk tawaŋ it yäpmäŋ äbäkaŋ u Ham nanakiye. Unitäŋo buap, mani kotäk, komeni, äbori u wäpi wäpi terak tawaŋ pewani.
GEN.10.21	Jafet monäni wäpi Siem u imaka, nanakiye ätu ahäŋkuŋ. Siem u Ebe nanakiye täŋo orani.
GEN.10.22	Siem nanakiye wäpi ŋode; Elam, Asu, Apaksat, Lidia, Aram.
GEN.10.23	Aram nanakiye uwä ŋode; Us, Hul, Geta, Mas.
GEN.10.24	Apaksat uwä Sela täŋo nani. Selawä, Ebe täŋo nani.
GEN.10.25	Ebe täŋo nanaki yarä ahäŋkumän. Kubä wäpi Pelek. Unitäŋo kadäniken ämawebetä äma äbot-äbotta kome yäpmäŋ daniŋkuŋo unita nanitä wäpi Pelek yäŋ iwetkuk. Monäni wäpi Joktan.
GEN.10.26+GEN.10.27+GEN.10.28+GEN.10.29	Joktan unitäŋo nanakiye wäpi ŋode; Almodat, Selep, Hasamawet, Jera, Hadoram, Usal, Dikla, Obal, Abimael, Seba, Ofi, Havila ba Jobap. Äma u kudup Joktan nanakiye.
GEN.10.30	Siem äboriye unitäŋo kome pom-pom ikek, edap dapuri abani käda itkuk. Mesa kome yäput peŋpäŋ päŋku Sefa täretak. 
GEN.10.31	Tawaŋ it yäpmäŋ abäkaŋ u Siem nanakiye. Unitäŋo buap, mani kotäk, komeni, äbori u wäpi wäpi terak tawaŋ pewani.
GEN.10.32	Äma tawaŋ it yäpmäŋ äpäkaŋ ŋo u Noa nanakiye äbori äbori ahäŋkuŋo udegän. Gwägu pähap paotkuko u punin terak äbot u naniktä äbori äbori ba kome deken deken kuŋtäŋpä kuŋkuŋ.
GEN.11.1	Kadäni uken ämawebe komeni komeni man kotäk kubägän yäk täŋkuŋonik. Ba imaka wäpi wäpi uwä kudup kubägän yäk täŋkuŋonik. 
GEN.11.2	Täŋpäŋ ämawebe kome dapuri äpmoŋpanikentä bäyaŋ weŋtäŋ äbäŋkä awaŋ kubä wäpi Babilonia kome ahäŋpäŋ uken yotpärare täŋpäŋ itkuŋ.
GEN.11.3	Täŋpäŋä yot täna yäŋkaŋ yäŋpäŋ-nadäk ŋode täŋkuŋ; Eruk, gäŋpäŋ täŋpena kwäkä yäwäkaŋ kädäpken ijiŋpena kehärom tawut yäk. Ba gäŋ kehärom täwani yäpurärätpäŋ däpmäŋ gatäkta kome yäpmäki kome gänaŋ nanik upäŋ kaŋ däpmäŋ gatäna yäk. Ude täŋkuŋo uwä äma kome ätuken naniktä yot mobäpäŋ täk täŋkuŋo u nämo täŋkuŋ. Ba mobä yäpurärätpäŋ däpmäŋ gatäkta gäŋpäŋ täk täŋkuŋo u nämo täŋkuŋ. 
GEN.11.4	Täŋpäkaŋ äma unitä yäŋpäŋ-nadäk ŋode täŋkuŋ; Eruk yotpärare taŋi kubä täna. Täŋkaŋ yotpärare u bämopiken yot käroŋi kubä yäpurärätpäŋ täŋtäŋ äroŋitna miŋgupitä kunum kaŋ yäpurän! Ude täŋitna wäpnin biŋam nikek itpäŋ komeni komeni kuŋtäna kuneŋtawä yäk.
GEN.11.5	Ude yäŋpäŋ yotpärare pähap ba yot käroŋi u täŋ irirä Yawetä yabäwayäŋ äpuk.
GEN.11.6	Päpä yabäŋpäŋ Yawetä yäŋkuk; Bureni, ŋowä äma äbot kubägän, mani kotäk kubägän unita yot käroŋi ŋo täŋpäŋä mäden imaka imaka täna yäŋkaŋ tägagän api täneŋ. 
GEN.11.7	Eruk, nin äpmoŋpäŋ man kubägän yäk täkaŋ u awähutpena manta täŋguŋguŋ kaŋ taŋput yäk.
GEN.11.8	Yawetä ude yäŋpäŋ äma äbot pähap u yäpmäŋ daniŋpäŋ yepmaŋpän yotpärare pähap täŋ itkuŋo u peŋpeŋ komeni komeni kuŋtäŋpä kuŋkuŋ. 
GEN.11.9	Täŋpäkaŋ Yawetä kome uken mani kotäk kubägän yäpmäŋ daniŋpewän imätpeŋ komeni komeni kuŋ moreŋkuŋo unita kome, yot käroŋi täŋkuŋo unitäŋo wäpi Babel yäŋ iwetkuk. Babel mebäri u yäŋuruk-uruk pähap.
GEN.11.10	Siem täŋo äbekiye oraniye täŋo manbiŋam ŋode;
GEN.11.10	Gwägu pähap paoränkaŋ obaŋ yarä täreŋirän Siem uwä obaŋ 100 täŋkuk. Obaŋ 100 täŋirän unitäŋo nanaki tuäni Apaksat ahäŋkuk. 
GEN.11.11	Apaksat ahäwänkaŋ obaŋ 500 it yäpmäŋ äroŋirän u bämopiken äperiye nanak ätu ahäŋkuŋ.
GEN.11.12	Apaksat uwä obaŋ 35 täreŋirän nanaki tuäni Sela ahäŋkuk. 
GEN.11.13	Sela ahäwänkaŋ Apaksat u obaŋ 403 it yäpmäŋ äroŋirän u bämopiken äperiye nanak ätu ahäŋkuŋ.
GEN.11.14	Sela uwä obaŋ 30 täreŋirän nanaki tuäni Ebe ahäŋkuk. 
GEN.11.15	Ebe u ahäwänkaŋ Sela u obaŋ 403 it yäpmäŋ äroŋirän u bämopiken äperiye nanak ätu ahäŋkuŋ.
GEN.11.16	Ebe uwä obaŋ 34 täreŋirän nanaki tuäni Pelek ahäŋkuk. 
GEN.11.17	Pelek ahäwänkaŋ Ebe u obaŋ 430 it yäpmäŋ äroŋirän u bämopiken äperiye nanak ätu ahäŋkuŋ.
GEN.11.18	Pelek uwä obaŋ 30 täreŋirän nanaki tuäni Reu ahäŋkuk. 
GEN.11.19	Reu ahäwänkaŋ Pelek u obaŋ 209 it yäpmäŋ äroŋirän u bämopiken äperiye nanak ätu ahäŋkuŋ.
GEN.11.20	Reu uwä obaŋ 32 täreŋirän nanaki tuäni Seruk ahäŋkuk. 
GEN.11.21	Seruk ahäwänkaŋ Reu u obaŋ 207 it yäpmäŋ äroŋirän u bämopiken äperiye nanak ätu ahäŋkuŋ.
GEN.11.22	Seruk uwä obaŋ 30 täreŋirän nanaki tuäni Naho ahäŋkuk. 
GEN.11.23	Naho ahäwänkaŋ Seruk u obaŋ 200 it yäpmäŋ äroŋirän u bämopiken äperiye nanak ätu ahäŋkuŋ.
GEN.11.24	Naho uwä obaŋ 29 täreŋirän nanaki tuäni Tera ahäŋkuk. 
GEN.11.25	Tera ahäwänkaŋ Naho u obaŋ 119 it yäpmäŋ äroŋirän u bämopiken äperiye nanak ätu ahäŋkuŋ.
GEN.11.26	Tera uwä obaŋ 70 täreŋirän nanakiye ŋode ahäŋkuŋ; Abram, Naho, Haran. 
GEN.11.27	Eruk Tera täŋo manbiŋam ŋode; Tera nanakiye Abram, Naho, Haran ahäŋkuŋ. Täŋpäŋ Haran täŋo nanaki Lot ahäŋkuk. 
GEN.11.28	Haran nani wäpi Tera u pen irirän Haran uwä ini ahäwani yotpärare wäpi Ur uken kumbuk. Ur u Kaldia komeken itak. 
GEN.11.29	Täŋpäŋ Abram kenta Naho webe yäpumän. Abram webeni wäpi Sarai yäpuk. Täŋpäŋ Naho webeni wäpi Milka yäpuk. Naho webeni u Haran täŋo äperi. Haran uwä äperiyat Milka kenta Iska. 
GEN.11.30	Täŋpäŋ Abram webeni Sarai äruŋ itkuk.
GEN.11.31	Täŋpäŋ Teratä nanaki Abram, Abram webeni wäpi Sarai, orani Haran täŋo nanaki wäpi Lot, u kudup yäŋ-yäkŋat yäpmäŋ Kenan komeken kuŋkuŋ. Kome it täŋkuŋo u wäpi Ur, Kaldia kome bämopiken itak u peŋpeŋ kädet moräki yäput peŋkuŋ. Kuŋkä kädet bämopiken Haran komeken ahäŋpäŋ itkuŋ.
GEN.11.32	Täŋpäkaŋ Tera u obaŋ 205 it yäpmäŋ äroŋpäŋ Haran komeken kumbuk.
GEN.12.2	Täŋpäŋ näkä iron täŋ gamiŋira äbotkayetä äbot pähap api itneŋ.
GEN.12.2	Ude täŋ gamiŋira gäkä wäpka biŋam ikek itkaŋ ämawebe mäyap api täŋkentäŋ yämen.
GEN.12.3	Täŋ kubätä gäk waki täŋ gameko uwä näkä udegän waki api täŋ imet.
GEN.12.3	Täŋpäkaŋ gäkä terak ämawebe äbori äbori komeni komeni kuduptagäntä iron pähap api yäpneŋ.
GEN.12.4+GEN.12.5	Eruk Abram obaŋ 75 täreŋirän Yawetä iwetkuko ude man buramiŋpäŋ komeni wäpi Haran peŋpeŋ kuŋkuk. Inigän nämo kuŋkuk. Webeni Saraikät gweki täŋo nanaki Lot ba piä ämaniye tuŋumi Haran itkaŋ yäpuŋo päke u kudup yäŋ-butuwänkaŋ Kenan kome taŋi u kuna yäŋpäŋ komeni Haran peŋpeŋ kuŋkuŋ. Kädet käroŋi kuŋtäŋgän kome taŋi Kenan uken ahäŋkuŋ.
GEN.12.8	Ude täŋpäŋ Sekem kome u peŋpeŋ äneŋi kuŋtäŋgän edaptä äbani käda pom u dubiniken yottaba täŋpäŋ itkuk. Betel kome edaptä äpmoŋpani käda, Ai kome edaptä äbani käda u bämopiken itkuk. Täŋpäŋ kome uken Yaweta yäŋpäŋ mobä bukä kubä täŋpäŋ Yaweken yäŋapiŋkuk.
GEN.12.9	Täŋpäŋ äneŋi akumaŋ Negev komeken kuŋkuk.
GEN.12.10	Eruk kadäni uken kome Abramtä itkukken uwä nakta jop itkuŋ. Ketem nämoinik unita Isip komeken itpäŋ-nadäkta kuŋkuk. 
GEN.12.11+GEN.12.12	Eruk Isip kome keräp taŋpäŋ webeni Sarai ŋode iwetkuk; Nadätat yäk. Gäk webe säkgämän gabätat unita Isip ämatä gabäŋpäŋ api yäneŋ; Ai, ŋo webeni yäŋ nadäŋkaŋä näk kumäŋ-kumäŋ nutkaŋ gäk api gabäŋ koreneŋ. 
GEN.12.13	 Ude api yäneŋo unita ŋode kaŋ yäwet; Näk unitäŋo wanori yäŋ kaŋ yäwet yäk. Gäk ude yäweriwä gäka yäŋpäŋ näk nabäŋ koreŋpäŋ täga käwep api täŋ namineŋ yäk.
GEN.12.14	Ude yäŋpäŋ kuŋtäŋgän Abram Isip komeken ahäŋkuk. Ahäŋirän Isip ämatä Sarai u säkgämäninik kaŋkaŋ kaŋgärip täŋkuŋ. 
GEN.12.15	Täŋpäkaŋ Isip täŋo intäjukun äma Fero unitäŋo piä ämaniye ätutä Sarai u kaŋkaŋ päŋku Fero biŋam iwetkuŋ. Ude iweräwä Ferotä yäwerän Sarai imagut yäpmäŋ Ferotä ini yotken äroŋkuŋ. 
GEN.12.16	Ferotä yotken äroŋirän kaŋpäŋ Saraita yäŋpäŋ Ferotä Abram iron täŋ imiŋkuk. Sipsip, bulimakau, doŋki ämani webeni, epän ämawebekät kamel ätu ude imiŋkuk.
GEN.12.17	Upäŋkaŋ Abram webeni Saraita yäŋpäŋ Yawetä Ferokät äboriye käyäm wakiwaki pewän ahäŋ yämiŋkuŋ. 
GEN.12.18	Ude ahäŋ yämiŋirän Ferotä Abramta yäŋpewän äbänpäŋ ŋode iwetkuk; Wa! Abram, jide täŋ namin? Ŋo webena yäŋ imata nämo näwetkun? 
