GEN.1.1	Er pen kenta Doue a grouaz an env hag an douar.
GEN.8.17	An holl anevaled a zo ganez, euz a bep wenn, ken lapoused, ken loened, hag an holl ampre-vaned a ia dre ruza var an douar, gra d ezhe dond er meaz ganez; ra zeuint da c’holo an douar, da greski ha da zevel stank var an douar.
GEN.8.18	Ha Noe a zeuaz er meaz, hag he vibien, he c’hreg, ha gragez he vibien ganthan.
GEN.8.19	An holl anevaled, an holl amprevaned hag an holl lapoused, kement a ia en eur ruza var an douar, pep hini anezhe hervez he wenn, a zeuaz er meaz euz an arc’h.
GEN.8.20	Ha Noe a zavaz eun aoter d’an Aotrou; hag e kemeraz euz a bep aneval pur, hag euz a bep lapous pur, hag e c’hoffras sacrifiçou dre dan var an aoter.
GEN.8.21	Hag an Aotrou a glevaz ar c’houez vad, hag a lavaraz en he galon: Breman ne daolin ken va malloz var an douar abalamour d’an den; rag ar sonjezonou euz a galon an den a zo fall adaleg he yaouankiz; ha ne skoin raui hivizi-ken an holl draou beo evel raam euz great.
GEN.8.22	Keit ha ma pado an douar, an amzer da hada ha da vedi, ar ienien hag an domder, an hanv hag ar goanv, an noz hag an deiz, a zeui an eil var lerc’h egile heb ehan e-bed.
GEN.9.1	Ha Doue a vennigaz Noe hag he vibien hag a lavaraz d’ezhe. Creskit ha savit stank ha ra vezo goloet an douar ac’hanoc’h;
GEN.9.2	an holl loened euz an douar, hag an holl lapoused euz an env a zoujo d’ehoc’h hag a greno dizazoc’h; ar re-man-holl gant kement tra a finv var an douar hag holl besked ar mor a zo lakeat etre ho taouarn.
GEN.9.3	Kement tra a finv hag a zo buez euhan, a zervicho d’ehoc’h da vagadurez; an holl draou-man a roan d’ehoc’h, koulz hag ar yeot glaz.
GEN.9.4	Mes ne zebrot ket a gig gant he ene, 
GEN.9.5	Hag heb mar e-bed me a c’houlenno ho koad, 
GEN.9.6	Piou-benag a skuillo goad an den, a vezo skuillet ive he c’hoad d’ezhan gant an den; rag Doue hen deuz great an den diouc’h he imach.
GEN.9.7	C’houi eta, creskit ha savit stank; cargit an douar a dud, ha dalc’hit da greski mui-oc’h-mui.
GEN.9.8	Doue a gomzaz ive ouz Noe hag ouz he vibien, en eur lavaret:
GEN.9.9	Ober a ran a-vreman va alians ganehoc’h ha gant ho lignez var ho lerc’h;
GEN.9.10	ha gant an holl grouadurien beo a zo gane-hoc’h, ken lapoused, ken loened, ha gant an holl anevaled euz an douar a zo ganehoc’h, kement a zo deuet er meaz euz an arc’h, beteg an holl anevaled euz an douar.
GEN.9.11	Ober a ran eta va alians ganehoc’h, ha na vezo hiviziken distrujet kig e-bed gant an dour-diluj, ha ne zeuio mui dour-diluj e-bed da zis-truja an douar.
GEN.9.12	Ha Doue a lavaraz: Setu amau ar merk euz an alians a lakan etre me ha c’houi, ha kement a zo buez euhan 
GEN.9.13	Lakaad a ran gwarec-ar-glao er goabrennou, hag e servicho da verk euz an alians etre me hag an douar.
GEN.9.14	Hag e c’hoarvezo, pa zastumin goabrennou a-uz an douar, ha pa baro gwarec-ar-glao er goa-brennou,
GEN.9.15	ma teuio da zonj d’in euz va alians, euz an hini a 
GEN.9.16	Gwarec-ar-glao a vezo eta er goabrennou, ha me a zello outhan evit kaoud sonj euz an alians eternel etre Doue ha peb crouadur beo euz a gement wenn a zo var an douar.
GEN.9.17	Ha Doue a lavaraz da Noe: Hennes eo ar merk euz an alians em euz great etre me ha peb kig a zo var an douar.
GEN.9.18	Ha mibien Noe pere a zeuaz er meaz euz an arc’h, a oe Sem, Cham ha Japhet. Hogen Cham a oe tad da Ganaan.
GEN.9.19	Ar re-ze eo tri mab Noe, ha divar ar re-ze eo savet kement poblad tud zo var an douar.
GEN.9.20	Hogen Noe en em lekeaz da labourat an douar hag a blantaz gwinien.
GEN.9.21	Hag o veza evet gwin, en em gavaz mezo, hag e c’hoarvezaz ma oe en he danten, he gorf dizolo.
GEN.9.22	Ha Cham, tad Canaan, o veza gwelet lie dad en noaz, a ieaz er meaz d’hen lavaret d’he zaou vreur.
GEN.9.23	Mes Sem ha Japhet a gemeraz eur vantel, a lakeaz anezhi var ho diou-skoaz, hag en eur vale a-gil, e c’holojont ho zad; hag o veza ma oa troet ho fen ne veljont ket noazder ho zad.
GEN.9.24	Ha Noe, dihunet euz he vesventi, a glevaz petra hen doa great dezhan he vab entre-hena.
GEN.9.25	Hag e lavaraz: Milliget ra vezo Canaan! Hennes a vezo servicher dindan servicherien he vreudeur.
GEN.9.26	Ha goude e lavaraz: Ra vezo benniget an Aotrou Doue, Doue Sem, ha ra vezo Canaan servicher d’ezhe!
GEN.9.27	Ra zeuio Doue da greski madou Japhet, ha ra zeui da ober he zemeuraus e tantennou Sem; ha ra vezo Canaan servicher d’ezhe!
GEN.9.28	Ha Noe a vevaz c’hoas tri-c hant-hanter-cant vloaz goude an diluj.
GEN.9.29	An holl amzer ma vevaz Noe a oe eta nao-c’hant-hanter-cant vloaz; ha neuze e varvaz.
GEN.10.1	SETU ama lignez mibien Noe: Sem, Cham ha Japhet da bere e chanaz bugale goude an diluj.
GEN.10.2	Mibien Japhet a zo: Gomer, Magog, Madai, Javan, Tubal, Meshec, ha Tiras.
GEN.10.3	Ha mibien Gomer: Ashkenaz, Riphath, ha Togarma.
GEN.10.4	Ha mibien Javan, Elisha ha Tarsis, Kittim ha Dodanim.
GEN.10.5	Gant ar re-ze e oe carget a boblou enezennou ar Jentiled, peb hini en he loden douar, ha peb hini hervez he langach, hervez he wenn, hag hervez he vro.
GEN.10.6	Ha mibien Cham a zo: Cush, Mitsraim, Put ha Canaan.
GEN.10.7	Ha mibien Cush, Seba, Havila, Sabta, Raema ha Sabteca. Ha mibien Raema, Sheba ha Dedan.
GEN.10.8	Ha Cush a oe tad da Nimrod, ar c’henta da veza galloudus var an douar.
GEN.10.9	He-man a oe eur gwall chasseour dirag an Aotrou. Evit se eo e leverer: “Chasseour braz dirag an Aotrou, evel Nimrod.”
GEN.10.10	He rouantelez, er pen keuta, a oe Babel, Eru, Accad ha Calne, e bro Shinear.
GEN.10.11	Euz ar vro-ze ez eaz en Assvria, hag e savaz kear Niniv, Rehoboth-Ir, Calach, ha Resen, etre Niniv ha Calash;
GEN.10.12	Honnes eo ar gear vraz.
GEN.10.13	Ha Mitsraim a oe tad d’al Ludimed, d’an Anamimed, d’al Lehabimed d’an Naphtuhimed d’ar Pathrusimed,
GEN.10.14	d’ar Gasluhimed 
GEN.10.15	Ha Canaan a oe tad da Sidon, he vab hena, ha da Heth;
GEN.10.16	d’ar Jebusianed, d’an Amoreaned, d’ar Guir-gasianed;
GEN.10.17	d’an Hevianed, d’an Arkianed, d’ar Sinianed;
GEN.10.18	d’an Arvadianed, d’an Tsemariaued, d’an Hamathianed. Ha goude-ze famillou ar Gana-need en em zispartiaz.
GEN.10.19	Bro ar Gananeed a oe adaleg Sidon, en eur zond etrezeg Guerar beteg Gaza, en eur zond etrezeg Sodom, Gomorrh, Adma, ha Tseboim, beteg Lesha.
GEN.10.20	Ar re-ze eo mibien Cham, hervez hofamillou, hervez ho iezou, bo douarou hag ho cheffiadou-tud.
GEN.10.21	Da Sem, tad holl vibien Heber, habreur hena da Japhet, e c hauaz ive mibien.
GEN.10.22	Mibien Sem eo Elam, Assur, Arpacshad, Lud hag Aram.
GEN.10.23	Ha mibien Aram a oe Uts, Hul, Guether ha Mash.
GEN.10.24	Hag Arpacshad a oe tad da Shelach, ha Shelach a oe tad da Heber.
GEN.10.25	Ha da Heber e chanaz daou vab: bano unan anezhe a zo Peleg (
GEN.10.26	Ha Jockthan a oe tad da Almonadad, da Sheleph, da Halsarmareth, ha da Jerach;
GEN.10.27	da Hadoram, da Uzal, da Dikla, da Obal,
GEN.10.28	da Abimael, da Sheba, da Ophir, da Havila, ha da Jobab.
GEN.10.29	Ar re-ze holl a zo mibien Jockthan.
GEN.10.30	Hag ho bro a oa adaleg Mesha, en eur zond etrezeg Lephar, varzu menez ar Sav-heol.
GEN.10.31	Ar re-ze eo mibien Sem, hervez ho famillou, lio iezou, ho douarou hag ho c’heffiadou-tud.
GEN.10.32	Setu aze famillou mibien Noe, hervez al lignez anezhe hag ho c’heffiadou-tud; hag euz ar re-ze eo deuet ar boblou a c’holoaz an douar goude an diluj.
GEN.11.1	HOGEN ne oa var an douar nemed eur iez; an holl a gomze ar memes langach.
GEN.11.2	Mes choarvezoud a reaz, evel maz eant var-zu bro ar Sav-heol, ma kavjont eur blenen e bro Shinear, hag e choumjont enhi.
GEN.11.3	Hag e leverjont an eil d’egile: Deomp-ta, greomp brikennou ha poazomp anezhe en tan. Hag ho doe brik e-leac’h mein, ha godron e-leac’h pri.
GEN.11.4	Hag e leverjont: Deomp, savomp eur gear hag eun tour hag a ielo beteg an env, ha lakomp hon hano da veza brudet dre-holl gant aoun ne vemp dispartiet hag hadet dre ar bed holl.
GEN.11.5	Hag an Aotrou a ziskennaz da velet ar gear hag an tour a oa bet savet gant bugale an dud.
GEN.11.6	Hag an Aotrou a lavaraz: Setu, n’ed int nemed eur bobl, ha n’ho deuz nemed eur iez hep-ken ha setu aze petra ho deuz commanset da ober; netra na hello breman miret outhe da ober ar pez ho deuz lakeat en ho fen.
GEN.11.7	Deomp eta, diskennomp ha lakomp anezhe da gomz dishenvel an eil ouz egile en hevelep doare ma na helliut ket eu em glevet etre’zhe.
GEN.11.8	Hag an Aotrou ho skuillaz ac’haue var fac an douar holl, hag e chomaz ar gear da zevel.
GEN.11.9	Setu perag ar gear-ze a oe hanvet Babel (
GEN.11.10	Setu aman lignez Sem: Sem oajet a gant vloaz hen devoe eur mab Arpacshad, daou vloaz goude an diluj.
GEN.11.11	Ha Sem goude m’hen doe bet Arpacshad, a vevaz pemp cant vloaz; hag hen doe mibien ha merc’hed.
GEN.11.12	Hag Arpacshad a vevaz pemp bloaz ha tregont, hag a oe tad da Shelach.
GEN.11.13	Hag Arpacshad, goude m’hen doe bet Shelach, a vevaz pevar c’hant ha tri bloaz; hag hen doe mibien ha merc’hed.
GEN.11.14	Ha Shelach a vevaz tregont vloaz, hag a oe tad da Heber.
GEN.11.15	Ha Shelach, goude m’hen doe bet Heber, a vevaz pevar c’hant tri bloaz, hag hen doe mibien ha merc’hed.
GEN.11.16	Hag Heber a vevaz pevar bloaz ha tregont, hag a oe tad da Beleg.
GEN.11.17	Hag Heber, goude m’hen doe bet Peleg, a vevaz pevar c’hant tregont vloaz, hag hen doe mibien ha merc’hed.
GEN.11.18	Ha Peleg a vevaz tregont vloaz hag a oe tad da Rehu.
GEN.11.19	Ha Peleg, goude m’hen doe bet Rehu, a vevaz daou c’hant nao vloaz; hag hen doe mibien ha merc’hed.
GEN.11.20	Ha Rehu a vevaz daou vloaz ha tregont, hag a oe tad da Serug.
GEN.11.21	Ha Rehu, goude m’hen doe bet Serug, a vevaz daou c’hant seiz vloaz; hag hen doe mibien ha merc’hed.
GEN.11.22	Ha Serug a vevaz tregont vloaz, hag a oe tad da Nachor.
GEN.11.23	Ha Serug, goude m’hen doe bet Nachor, a vevaz daou c’hant vloaz; hag hen doe mibien ha merc’hed.
GEN.11.24	Ha Nachor a vevaz nao bloaz var-n’ugent, hag a oe tad da Dhare.
GEN.11.25	Ha Nachor, goude m’hen doe bet Thare, a vevaz naontec vloaz ha cant; hag hen doe mibien ha merc’hed.
GEN.11.26	Ha Thare a vevaz deg vloaz ha tri-ugent, hag a oe tad da Abram, da Nachor ha da Haran.
GEN.11.27	Setu aman lignez Thare: Thare a oe tad da Abram, da Nachor ha da Haran; hag Haran a oe tad da Lot.
GEN.11.28	Hag Haran a varvaz dirag Thare, he dad, er vro ma oa ganet, er gear a Ur, e bro ar Galdeaned.
GEN.11.29	Hag Abram ha Nachor a gemeraz priejou. Pried Abram a oa Saraï he hano, ha pried Nachor a oa Milca, merc’h da Haran, tad da Vilca ha tad da Jisca.
GEN.11.30	Mes Saraï a oa difrouez; n’he doa bugel e-bed.
GEN.11.31	Ha Thare a gemeraz Abram he vab, ha Lot mab Haran, he vab bihan, ha Saraï, he verc’h kaer, greg Abram he vab, hag ez ejont assambles euz a Ur, bro ar Galdeaned, evit mond da vro Canaan. Hag e teujont beteg Charan, hag e chomjont eno.
GEN.11.32	Ha dervechou Thare a badaz daou c’hant pemp bloaz; ha neuze Thare a varvaz e Charan.
GEN.12.1	HAG an Aotrou hen doa lavaret da Abram: Kea er meaz euz da vro, lez da gerentiez ha ti da dad, ha deuz etrezeg ar vro a ziskouezin d’id.
GEN.12.2	Ha me a lakai ac’hanoud da zond da veza eur bobl vraz, hag e roin va bennoz dïd, hag e lakin da hano da veza bruded braz hag e vezi eur vennoz 
GEN.12.3	Ha me a roio va bennoz d’ar re a vennigo ac’hanoud, ha va malloz d’ar re a lako malloz var-n’oud, hag an holl famillou euz an douar a vezo benniget dre enoud.
GEN.12.4	Abram a ieaz eta kuit, evel m’hen doa gourc’he-menet an Aotrou d’ezhan ha Lot a ieaz ganthan. Hag Abram a oa oajet a bemzeg vloaz ha ni-ugent pa ieaz kuit euz Charan.
GEN.12.5	Hag Abram a gemeraz Saraï he c’hreg, ha Lot, mab d’he vreur, hag an holl vadou ho doa gounezet, hag an dud ho doa prenet e Charan; hag en em lakjont en hent evit mond da vro Canaan; hag e c’harrujont e bro Canaan.
GEN.12.6	Hag Abram a dreuzaz ar vro beteg al leac’h hanvet Sichem, beteg ar vezen dero a zo e More. Hogen ar Gananeed a oa c’hoas er vro,
GEN.12.7	hag an Aotrou en em ziskouezaz da Abraam, hag a lavaraz 
GEN.12.8	Hag o vond ac’hane etrezeg ar menez, var ar sav-heol da Vethel, e tisplegaz eno he dantennou, etre Bethel er c’huz-heol d’ezhan, hag Aï er zav-heol. Hag e savaz eno eun aoter d’an Aotrou hag en em erbedaz ouz an Aotrou.
GEN.12.9	Ha goude-ze Abram a ieaz ac’hane pelloc’h, o vale etrezeg ar c’hreiz-deiz.
GEN.12.10	Hogen ar gernez o veza kouezet var ar vro-ze, Abram a ziskennaz en Egypt evit tremen eno eur pennad amzer, rag garo e oa ar gernez dre ar vro.
GEN.12.11	Ha pa oa tost da vond var douar an Egypt, e lavaraz da Saraï he c’hreg: Setu aman, gou-zoud a ran ez oud eur plac’h koant meurbed;
GEN.12.12	hag e c’hoarvezo, pa ho devezo gwelet an Egyptianed ac hanoud, ma lavarint: Honnez eo he chreg; hag e lazint ac’hanoun-me, mes te a vezo lezet ganthe da veva.
GEN.12.13	Lavar, me az ped, ez oud va c’hoar, evit ma vezin deuet-mad abalamour d’id, ha ma sovetain evel-se va buez.
GEN.12.14	Ha kerkent ha ma oe arruet Abram en Egypt, an Egyptianed a velaz e oa ar vaouez-ze eur plac’h koant meurbed.
GEN.12.15	Hag ar brinsed euz a balez Pharaon a velaz anezhi hag a veulaz anezhi dirag Pharaon, hag e oe digasset ar vaouez da di Pharaon.
GEN.12.16	Hag Abraham a oe digemeret-mad abalamour dezhi; ne vankaz d’ezhan, na denved nag eujened, nag azened na servicherien na mitizien, nag azenezed na canvaled.
GEN.12.17	Mes an Aotrou a skoaz Pharaon ha tud he di gant gouliou heuzuz meurbed abalamour da Saraï, greg Abram.
GEN.12.18	Neuze Pharaon a c’halvaz Abram hag a lavaraz 
GEN.12.19	Perag ec’h euz-te lavaret: Va c’hoar eo; en hevelep doare ma em euz he c’hemeret evit pried? Breman-ta setu aze da c’hreg, kemer anezhi ha kea kuit.
GEN.12.20	Ha Pharaon a roaz gourc’hemen divar he ben d’he dud, hag ar re-man a gassaz anezhan 
GEN.13.1	Hag Abram o tond euz an Egypt, gant he c’hreg ha kement hen devoa, ha Lot ive assambles ganthan, a ieaz var-zu ar C’hreiz-deiz.
GEN.13.2	Hogen Abram o oa pinvidik meurbed en he loened, en arc’hant hag en aour.
GEN.13.3	Neuze e tistroaz var he giz dre an hent ma oa deuet euz ar c’hreiz-deiz da Vethel, beteg al leac’h ma oa bet he danten er pen kenta, etre Bethel hag Aï;
GEN.13.4	el leac’h ma oa an aoter hen doa great diaraog, hag Abram en em erbedaz eno ouz an Aotrou.
GEN.13.5	Hogen Lot, pehini a oa gant Abram, hen doa ive denved eujened ha tantennou.
GEN.13.6	Hag ar vro ne oa ket braz awalc’h d’ezhe evit chom assambles; rag ker braz oa ho madou, ne hellent mui chom an eil e-kichen egile.
GEN.13.7	Ac’hane e savaz disput etre ar zervicherien a ziwalle loened Abram, hag ar re a ziwalle loened Lot. Hogen ar Gananeed hag ar Pherezeed a oa neuze oc’h ober ho demeurans er vro-ze.
GEN.13.8	Hag Abram a lavaraz da Lot: Miromp, me az ped, ne vez disput e-bed etre me ha te, nag etre va messaerien ha da re-te, rag ni a zo breudeur.
GEN.13.9	Daoust ha n’ema ket ar vro holl diraz’oud? Pella diouz’in; mar 
GEN.13.10	Neuze Lot, o sevel he zaou-lagad a velaz holl blenen ar Jourdan 
GEN.13.11	Ha Lot a choazaz evithan holl blenen ar Jourdan hag ez eaz var-zu ar zav-heol; hag e tispartijont an eil diouz egile.
GEN.13.12	Abram a chomaz e douar Canaan, ha Lot a ieaz da chom er c’heariou euz ar blenen, hag a zavaz he dantennou beteg Sodom.
GEN.13.13	Hogen bourc’hisien Sodom a oa tud fall, ha pec’herien vraz dirag an Aotrou.
GEN.13.14	Hag an Aotrou a lavaraz da Abram goude ma oe dispartiet Lot diganthan: Sav eta da zaou-lagad ha sell, deuz al leac’h ma’z oud, etrezeg an Hanter-noz, etrezeg ar C’hreiz-deiz, etrezeg ar Zav-heol, hag etrezeg ar C’huz-heol;
GEN.13.15	rag an holl vro a velez a roin d’id, d’id ha d’ar wenn ac’hanoud da viken.
GEN.13.16	Ha me a lako da vugale da zond ker stank ha poultren an douar; mar gell unan-benag counta ar boultren divar an douar, neuze e vezo gou-vezet ive an niver euz da lignez en da c’houde.
GEN.13.17	Sav, bale dre ar vro a-dreuz hag a-hed; rag me hen roio d’id.
GEN.13.18	Neuze Abram a zavaz he dantennou ac’hane, hag a zeuaz da chom e-tal ar gwez dero, a zo e bro Mamre, e douar Hebron, hag e savaz eno eun aoter da Zoue.
GEN.14.1	HOGEN c’hoarvezoud a reaz, en amzer Amra-phel roue Shinear, Arjoc, roue Ellasar, Kedor-Laomer, roue Elam, ha Tideal roue ar boblou a-ziaveaz,
GEN.14.2	ma rejont brezel da Vera, roue Sodom, da Virsha, roue Gomorrh, da Shineab, roue Adma, da Shemeber, roue Tseboim, ha da roue Bela, lez-hanvet Tsoar.
GEN.14.3	An holl 
GEN.14.4	Epad daouzec vloaz e oant bet dindan Kedor-Laomer; mes d’an drizecved bloavez e savchont a-enep d’ezhan.
GEN.14.5	Ha d’ar bevarzec bloavez, Kedor-Laomer, hag ar rouane a oa ganthan, a zeuaz hag a drec’haz ar Rephaimed en Ashteroth-Karnaim, ar Zuzi-med en Ham, an Emined, e plenen Kirjathaim,
GEN.14.6	hag an Horianed en ho menez Seir, beteg El-Paran a zo tostoc’h d’an desert.
GEN.14.7	Neuze e tistrojont, hag e teujont da Feunteun-ar-Varn, a zo Kades he hano, hag e lakjont holl vro an Amelecited hag ive an Amoreaned a oa o chom en Hatsatson-Thamar, da blega dezhe.
GEN.14.8	Neuze roue Sodom, roue Gomorrh, roue Adma, roue Tseboim, ha roue Bela, lez-hanvet Tsoar, a zeuaz, hag a renkaz ho zoudarded e traonien Siddim,
GEN.14.9	evit ober brezel da Gedor-Laomer, roue Elam, da Dideal, roue ar boblou a-ziaveaz ha da Arjoc, roue Ellasar; pevar roue a-enep pemp.
GEN.14.10	Hogen, e traonien Siddim e oa kalz a bunsou bitum. Ha roue Sodom hag hini Gomorrh, a trei-kein hag o tec’het kuit, a gwezaz enhe; hag ar re a hellaz achap kuit a dec’haz var ar menez.
GEN.14.11	Ar 
GEN.14.12	Kas a rejont ive ganthe Lot, mab da vreur Abram, a oa o chom e Sodom, hag he holl vadou, hag ez ejont kuit.
GEN.14.13	Hag eun den euz ar re ho doa tec’het knit a zeuaz hag a zigassaz kelou euz a gement-se da Abram, an Hebread. Hogen he-man a oa o chom e-tal gwez dero Mamre, an Amorean, breur da Eshcol ha breur da Aner, pere ho doa great eun emgleo gant Abram.
GEN.14.14	Ha p’hen doe Abram gouezet e oa bet great he vreur prizonier, e roaz armou da dri-c’hant-tri-ouec’h euz he zervicherien, holl ganet en he di, hag ez eaz varlerc’h 
GEN.14.15	Hag o veza great diou vanden euz he zou-darded e saillaz var an enebourien, epad an noz, gant he zervicherien; hag ho zrec hi hag ho foursu a reaz beteg Hoba, a zo a-gleiz da Zamas.
GEN.14.16	Digas a reaz en-dro ganthan an holl binvidi-gezou ho doa preizet, hag ive Lot he vreur, he vadou, ar groagez hag ar bobl.
GEN.14.17	Hag o tistrei d’ar gear, goude beza peur-achuet gant Kedor-Laomer ha gant ar rouane all a oa ganthan e traonien ar Blenen, galvet ive traonien ar Roue; e kavaz roue Sodom deuet d’he ziarben.
GEN.14.18	Ha Melchizedec, roue Salem, a lakeaz digas bara ha gwin. Hogen 
GEN.14.19	Hag e vennigaz 
GEN.14.20	Ha ra vezo benniget an Doue Holl-C’halloudec hen deuz lakeet da enebourien da gweza etre da zaouarn! Hag 
GEN.14.21	Ha roue Sodom a lavaraz da Abram: Ro d’in-me an dud, ha dalc’h ar pinvidigezou evidoud.
GEN.14.22	Hag Abram a lavaraz da roue Sodom: Sevel a ran va dorn dirag an Aotrou, an Doue Holl-C’halloudec, crouer an env hag an douar,
GEN.14.23	penaos na gemerin ket zoken eun neuden pe eul lac-boutou, netra euz a gement a zo d’id, evit na lavari ket: Me em euz pinvidikeet Abram.
GEN.15.1	GOUDE an traou-ze, an Aotrou a gomzaz da Abram en eun hunvre, hag a lavaraz: N’az pe ket a aoun, Abram, me eo da zifen ha da recompans braz meurbed.
GEN.15.2	Hag Abram a respontaz: Aotrou Doue, petra a roi-te d’in-me? Emaoun o vond kuit euz ar bed-man heb bugale, hag an hini hen deo va zi var va lerc’h eo Eliezer euz kear Damas.
GEN.15.3	Hag Abram a lavaraz: Pa n’ec’h euz ket roet a vugale d’in, setu ma vezo heritour d’in eur servicher ganet em zi.
