GEN.1.1	Tenang tutuna' masipo' Kumponinge aa'ning paning ee'noko kansi' nkovuu'nang. 
MAT.1.6	Jeese' tee Deevita' bauma, tee daurarong˜. Napo'
MAT.1.6	Deevita' tee Solomoni' bauma, bauko teni ee'nani tutung Uraia ba'aang.
MAT.1.7	Solomoni' tee Reaboam bauma.
MAT.1.7	Reaboam tee Abaisia' bauma.
MAT.1.7	Abaisia' tee Eesa bauma.
MAT.1.8	Eesa tee Jeosapata bauma.
MAT.1.8	Jeosapata tee Jooram bauma.
MAT.1.8	Jooram tee Usaia bauma.
MAT.1.9	Usaia tee Jootam bauma.
MAT.1.9	Jootam tee Eeasi bauma.
MAT.1.9	Eeasi tee Esekaia bauma.
MAT.1.10	Esekaia tee Manase bauma.
MAT.1.10	Manase tee Aamon bauma.
MAT.1.10	Aamon tee Josaia bauma.
MAT.1.11	Josaia tee Jekonaia bauma, ee'noko baara'mainkaang. Tekang ninka nari' mmau' Ju'nupoong Babiloni'nameensi'aape berou' kiimata-koo. 
MAT.1.12	Babiloni'aape berou'noo'keta
MAT.1.12	Jekonaia tee Sialeteale bauma deemparu'.
MAT.1.12	Sialeteale tee Serababele bauma.
MAT.1.13	Serababele tee Abaiutu' bauma.
MAT.1.13	Abaiutu' tee Elaiakim bauma.
MAT.1.13	Elaiakim tee Eesoo bauma.
MAT.1.14	Eesoo tee Siedoko bauma.
MAT.1.14	Siedoko tee Eekim bauma.
MAT.1.14	Eekim tee Elaitu' bauma.
MAT.1.15	Elaitu' tee Eliesa' bauma.
MAT.1.15	Eliesa' tee Mataani' bauma.
MAT.1.15	Mataani' tee Jeekopi' bauma.
MAT.1.16	Jeekopi' tee Josepa' bauma.
MAT.1.16	Josepa' tee Meeri' ba'ung, teni Jiisuu' paravuu'nani, tee ee'nung Kumponinge Pako'pari'nii' tampaamaung, Karistoo'.
MAT.1.17	Aing teing avantevaranoo' kivora-ita karenaumo-koo basi Eebaraami'keta Deevita'koo basinoo', ee'noko teketa napo' kivora-ita karenaumo-navarantu otorou' Babiloni'ke kiimatavariri otorou'noo' basinoo'koo. Ee'noko teketa napo' kivora-ita karenaumo-navarantu depeto tee Kumponinge Pako'pari'nii'koo basinoo'koo.
MAT.1.18	Enang tee' ee' nkoarara Jiisuu' Karistoo' ponto'aru'na'. Teni bauko Meeri' teni Josepa'koo miru'nii'nani, teka mme' nari' otorea' teni tooto'po'nani deemparu' ta'nina' Tanuaang Meekung bakaang iri'ke. 
MAT.1.19	Teketa teie Josepa'ke, teni-koo miru'nii'ke teni tooto'po'nani tasi'pura koonto'na' nko-koo noru'ari beekaang navunavu toto'koo mau'aru', teka makenge nko-koo piavou' ookara-koo sira'puko maia'o'neeng-koo teni.
MAT.1.20	Teka tee' noru'arara otoko koosinung˜ narung Ovoring bakaang noone-koo tee-ankoi oro'paru' ee'noko aa'puu', “Josepa', Deevita' bauring, aroreauka' Meeri' boku-koo da'aang deemparaa'naang, ai' tee tooto' teni-koo poontoaring˜ tee Tanuaang Meekung-etaing. 
MAT.1.21	Tenie tee tooto' donkaani paravuaing, ee'noko dake tee miring Jiisuu'
MAT.1.22	Aing ookara kapoo'nanka nkoaru'noo' tee kapoo' Ovoringe tero nakaronara˜ karantavuma˜ nauvuu'nung masika'paraa'naang, ee' oro':
MAT.1.23	“Teni kuukuma˜ teni tooto'po'nani deemparara narung donkaani paravuai, ee'noko teinge ee'pina' tampaavaing, ‘Iimanuela',’ miru'noo' tee ‘Kumponing nii' ninka nari' otong.’” 
MAT.1.24	Tenang Josepa' tantearara tee' nari' teie koosinunge Ovoring bakaange botovuu'na' bera Meeri' bokuvuu' ba'aang deemparaa'naang. 
MAT.1.25	Teka teie tamung tanatavuu' bera tenie tee tooto' donkaani paravuu'noo'keta dama'ke nampuu'. Ee'noko tee tooto' miring Jiisuu' tampuu'.
MAT.2.1	Teketa tee Jiisuu' ponto'ario' teke Beeteleema'ke Judia'koonoo'ke tenang tee daurarong˜ Eeroti' otoko'nang nii'ning norukasi'nuka duaa' bakoaramanoo'keta Jerusalema' porou'. Porora nia'kaama aa'paako', 
MAT.2.2	“Daurarong Ju'nupoong biikaang ponto'aru'nung arerai? Nii'ke bakaang beento' ta'da'puio' ooampira nanampikotaa' enang moring tee-koo dootuu'marii'naang.” 
MAT.2.3	Teketa tenang teie daurarong Eeroti'ke tee' taaravura tee bakei oraka' mantomparu', teing Jerusalema'nupoong tee ninka nari'. 
MAT.2.4	Teketa tenang teing ookara piristi'koo pankenuka ee'noko boto naunuka naro' bokuvurira nia'urima aa'puru', “Nko tee Kumponinge teroita Pako'pari'nii' nantoong domampurira tarevuriainoo'koo are'ke ponto'aravainge?” 
MAT.2.5	Teinge maku'aama aa'pau', “Beeteleema'ke, Judia'koonoo'ke, ai' aung kara nakaronarai daarivuu'nung Daari Meekung-koo, aa'puma,
MAT.2.6	‘Da' Beeteleema', Judia'koonavuntu' osi oki'navuntu' deea' teing-koo pankeng osi Judia'navaroi otoromaing-koo, ai' da'keta tee narung tanata-nko tavo'kuaing nkanavitu Isireeli-nupoong sipisipi'nanka-pina' tanatavuriaing.’” 
MAT.2.7	Teketa teie Eeroti'ke teing norukasi'nuka baku'noo' bokuvuru' ee'noko teing batei tee beento' oro'pari otou'ning tampa' noru'uu'naang nia'uriko nauau'. 
MAT.2.8	Teketa botovurima te' Beeteleema'aape aa'puru', “Berira tampa' besi'eriai tee tooto', ee'noko ooverira namu'ke ning naumeriai, merai'nang tee-koo dootuu'maravaina'.” 
MAT.2.9	Teketa teinge tee daurarong taaravaara tenkenau', ee'noko tee beento' duaa' bakoaramanoo'aapea tutung ooau'nung teing-koo napo' oro'parara uro'kanoo'ke nanuu' bera te' tooto' otou'noo' dau datearu'. 
MAT.2.10	Tenang teinge tee beento' teka ooaara doturotue maanto'urira bakei aa'na' do'dero'de'ariru'. 
MAT.2.11	Teketa tenang pava-koo kuung porora teinge tee tooto' ooau' bauko ninka Meeri' ninka otoreko. Ee'noko teing te' doonko miinge keemparira tee-koo dootuu'ariru'. Teketa biikaang bakurananka daate'aara kapoo' moo' pankeng-kooninge bauta'au' tee aa'ninge: kooro, kapoo' betu'uko tampa' nuuraa' ee'noko duuni tampa' nuuraa' miring meea. 
MAT.2.12	Ee'noko noone-koo koono-antavurio' Eeroti'anko napo' beroaroo'naang teing norukasi'nuka nii'navunge biikanameensi'aape toroariru'.
MAT.2.13	Teing beroio' napo' tee koosinung Ovoring bakaang Josepa'ankoi oro'paru' noone-koo, teketa aa'puu', “Daa'daravai. Tee tooto' ee'noko bauko bokuereta Iisipi'aape mmaririra bera teke otoriko ninge nauranko deeko' tororariai, ai' Eeroti'ke tee besi'uu'naang tee tooto' dupisi'uu'naang.” 
MAT.2.14	Teketa i'amparara tee tooto' ee'noko bauko bokuvureta tenang muunga Iisipi'aape tenkenau'. 
MAT.2.15	Bera teke otorou' Eeroti' boo'paru'noo'ke basi. Tee' nkoario' tee kara Ovoring bakaang makotuu' nakaronara˜ karantavuma˜ aa'puu'naare:
MAT.2.15	“Ninge bokuantu' tee nnuring Iisipi'keta.” 
MAT.2.16	Teketa tenang Eeroti'ke noru'urai'nange teinge norukasi'nukai tee tosiaara divu'au'nung tee, tee bakei aa'na' iiravou' ee'noko tee botoaru' ookara toirekaa' donkaang Beeteleema'navete-kooning dupisi'koo biikaang mare' beemareu-koo basiariaing
MAT.2.17	Teketa tenang ee'nang tee kapoo' tee-koo Daari Meekung-koo nakaronarai Jeremaia'ke tero minkuvuu'nung masika'paru'. 
MAT.2.18	Aa'puu',
MAT.2.18	“Narung aurong teka Raama-nairu-koo taaravansing, aa'na' orarunsiari uiarama biromparako, teni Reesiel baurukaa'koo biromparako, dunsirunsi-antavaako˜ piavoaruu' baurukaa' oparirio'.” 
MAT.2.19	Teketa tenang Eeroti' boo'pario', tee koosinung Ovoring bakaang napo' Josepa'ankoi noone-koo oro'paru' teke Iisipi'ke. 
MAT.2.20	Ee'noko aa'puu', “Tanterarara tee tooto' ee'noko bauko bokuereta te' Isireeli-nameensi'aape beriai, ai' teing tee tooto' dupisi'koo piavoroko'ning teing boo'pariru'ning.” 
MAT.2.21	Teketa tantearara tee tooto' ee'noko bauko bokuvureta Isireeli-nameensi'aape berou'. 
MAT.2.22	Teka tee Akeleasi Judia'navete tarevuko bauma tee Eeroti' pari'antavura tee Josepa' avorou' te' be'koo. Ee'noko noone-koo napo' koono-antavuio' Kumponinge Kaaleli'navete-koo berou'. 
MAT.2.23	Ee'noko berora narung osi miring Nasareti'namono-koo otorou'. Tee' nkoarako tee kara nakaronara karantavuma Ovoringe minkuvuu'nung masika'paru', aa'puu'nung,
MAT.2.23	“Nasareti'nung tampaamaatoaing.” 
MAT.3.1	Tenang Jiisuu' Nasareti' otoko'nang ee'nang Jooni Minkinara sirakura' tavo'arara daankinang tutumpuu' mee'bora' sirakamaa'koo Judia'navete-koonoo'ke. 
MAT.3.2	Aa'puma daankiaru', “Bere'dariai paninung muu'koo tuntariaina', ai' tee muu' tee enang due' poing.” 
MAT.3.3	Aung Jooni tee teie nakaronara Aisaia'ke urikamu' minkuvuu'nung Daari Meekung-koo aa'puu'noo'ka,
MAT.3.3	“Aurong narung naning-koong mee'bora' sirakamaa'koo bokuma aa'pumaang, ‘Maamu-antaveriaing tee taung Ovoring bakaang. Koompevuriai poainavung.’” 
MAT.3.4	Tee Jooni Minkinara tee tamung mononopa' kaameli'koong dapo-koo nkonii' kurumparako', ee'noko dopa'noo'ke tokoarako'.
MAT.3.5	Ee'noko mmau' nantoonanka Jerusalema'keta tee-anko berou', ookara Judia'nameng-nupoong nari', bera ookara Joo'dani-nari-nupoong-koo basi. 
MAT.3.6	Ee'noko biikaning oraka' nkonanka sira'pariko ntong-koo minkivurima meeka'antavuriko' teie Joo'dani-nari-koo. 
MAT.3.7	Ee'noko tenang ee'nang tevitu Moosesi bakaang Boto Keperuu'navitu miring Paarisi-navitu ee'noko Noru' Pitunavitu miring Saadiusi-navitu nari' ntong-koo minkivurira meeka'antavurii'naang porou'. Teka Jooni Minkinarai oovurira aa'puriko',
MAT.3.7	“Dii' borukoporonuka, baie aa'duri dii' tamung minkirarira koo'dariaining Kumponing bakaang iira tavo'kuaing-eta? 
MAT.3.8	Masika' bere'dariaing tee-koo sinang oro'paravaina'. 
MAT.3.9	Tamung dii'ka aa'periauka', ‘Eebaraami' tee nii'ke niuma otong,’ ai' masikung ninge naurampimang Kumponinge tee Eebaraami' baurukaa' aing-eta kapananka-ita nkovuripeu' dii' pari'anta-koo, domang iveka'dariko deeko'. 
MAT.3.10	Teri' marekenari' teri' maamuari otong koi'koo okora'. Dii' teing koi' makosinuka. Dii'koo ookara sinang tampara nkaveriauka'ning tee nokiraarira nta'koo dua'daariaining. 
MAT.3.11	Ninge tee tamung ntong-koo minkirampima meeka'antarampimaang domang bere'dariko, nka tee ning aa'na' apoo'mui otoing iirakuta mme' pomaang, doonge-taara˜. Tee ee'nara poko aa'na' tampa' taaraveriai, ai' teie tee meeka'antaruriaing dii' Tanuaang Meekung ee'noko nta' ninka. 
MAT.3.12	Teie, tee simpe'nkoi˜ teing makosinuka bakaang muu'koo kuunga onkeonke'uriaing, ee'noko teing makosinuka deeaing tee-koo nta'koo siri'paa'koo tai-antavuriaing.”
MAT.3.13	Teketa tenang tee Jiisuu' Kaaleli'nameensi'keta Joo'dani-nari-aape pou' Joonie ntong-koo minkivura meeka'antavuu'naang. 
MAT.3.14	Teka Joonie orokovuma aa'puu', “Ning dake ntong-koo minkimera meeka'anta-koo makosi ee'noko da' arekee'koo ning-anko poi?” 
MAT.3.15	Teka Jiisuu'ke maku'uma aa'puu', “Emu' nkomeaing. Makosi nee'ke tee' nkoampema dupe-antavampeaing ookara aarumo koonto'nanka.” Tenang tee' minkuvuio' Joonie aroo'uu'. 
MAT.3.16	Teketa tenang Joonie Jiisuu' ntong-koo minkivura meeka'antavuio' doompeto daa'ario' ntong-eta tonta'arako tee-koo batei-koo paning daate'aru' ee'noko tenang teie tee Tanuaang Meekung Kumponing bakaang, kuukuu'pina' siarara Jiisuu'koo pantoko oovuu'. 
MAT.3.17	Ee'noko kara auromparu' paning-eta aa'puma, “Aung tee nnuring ninge piaavamaung. Ning aung-koo aa'na' dotumaramaung.”
MAT.4.1	Teketa teie Tanuaang Meekunge tee Jiisuu' mee'bora' sirakamaa'koo be'antavuu' Sietani'ke daua'uu'naang teka. 
MAT.4.2	Teke taamanua' otou' karenaumo kivora doong ee'noko karenaumo kivora muung-koo. Ee'noko teing doong oparu'noo'ke tee peeravou'. 
MAT.4.3	Ee'noko teie daua'baukoi pora aa'puu' tee Jiisuu', “Da' Kumponing Bauring deeko' aing kapananka naueriko taamananka deempariaing.”
MAT.4.4	Ee'noko Jiisuu'ke maku'uma aa'puu', “A, tee Daari Meekung-koo ee' daariari otong,
MAT.4.4	‘Naning taamang narunge domampari otoaung, teka ookara kara Kumponing-etaning siompui domampari otomaung.’” 
MAT.4.5	Teketa napo' Sietani'ke Jerusalema'aape, te' Meekamono-koo be'antavuu' tee Jiisuu', ee'noko a'dei' pava dootuu'nava pankava-koo miiraka-koo pante'antavura aa'puu', 
MAT.4.6	“Da' Kumponing bauring deeko' doonko to'di'daravaing, tampa' dua'darako masika'antaraavaina', ai' Daari Meekung-koo ee' daariari otong,
MAT.4.6	‘Teie bakaning koosinunanka botovuriaing da' paku-koo. Teinge biikaning birenge deto doontaavaing kapang-koo kau' naapurara'neeng-koo.’” 
MAT.4.7	Teka Jiisuu'ke maku'uma aa'puu' tee, “A, Daari Meekung-koo napo' ee' daariari otong,
MAT.4.7	‘Dii'ke tee Ovoring diikaang Kumponing parapaara-koo siperiauka'.’” 
MAT.4.8	Teketa napo' Sietani'ke Jiisuu' a'dei' iu'koo isikung-koo koing-antavura ookara muu'nanka kansi'koo tampa' oro'nanka oo-antavuu'. 
MAT.4.9	Ee'noko Sietani'ke aa'puu', “Aing ookara ninge oko-antarampeu' da' ning-koo miinge keentarara dootuu'mei dei.”
MAT.4.10	Teketa Jiisuu'ke aa'puu' tee, “Tokoi tenkeniai da' Sietani' ning-ankoita, ai' Daari Meekung-koo ee' daariari otong,
MAT.4.10	‘Dii'ke Ovoring diikaang Kumponing narung dootuu'eriaing, ee'noko nii'nung siomperia' otoriai.’” 
MAT.4.11	Teketa tenang Sietani'ke sipura beko tee, koosinunankai porora puring-antavau'.
MAT.4.12	Tenang batei-koo Eeroti'ke Jooni Minkinarai kiimatanava-koo dai'ura sipuu'. Ee'noko Jiisuu'ke tee taaravura tee Kaaleli'nameng-aape
MAT.4.13	Teka Nasareti' sipura Kapaneume'navuntu'koo otou' te' ee'noo' te' nuaru' due' Sebulon-namuu' ee'noko Napitalai-namuu' biikanameng-koonoo'. 
MAT.4.14	Tee' biikanameng-koo beio' tee kara teie nakaronara temu'nunge Aisaia'ke minkuvuu'nung dupearu' Daari Meekung-koo aa'puu'noo'ka,
MAT.4.15	“Teinge nantoonge mutaananoo' otoromainge pankaing araka ooaavaing teinge Sebulon ee'noko Napitalai beekanavaro-kooninge, te' ookamenta-koo otoromanoo' aa'noko pirung-aape danto ee'noko Joo'dani-nari-eta ee'daanto, te' ee'noo' Kaaleli', Ju'deeaing Biikanoo'.
MAT.4.16	Teing ee'ning te' boo'ke anivumanameng-koo otoromaing arakai tane'puriaing.” 
MAT.4.17	Ee'noko tenang-eta deto Jiisuu'ke daankinang tutumpuu' aa'puma, “Bere'dariai paninung muu'koo tuntariaina', ai' tee muu' tee enang due' poing.”
MAT.4.18	Ee'noko teketa Jiisuu' Kaaleli'naru'koo miiringe nanuma teie kemaintara teka oovuretu' aa'noko Saimoni' tee nii'noo'ke Piita, ee'noko tee Aanduru', baara'ma'nung, sionung dua'ureko teru'koo, ai' temainta tee tavi' baranka. 
MAT.4.19	Ee'noko Jiisuu'ke aa'puretu', “Poreta ning siomereai, nantoong baranka deeng-antarampeaina'.” 
MAT.4.20	Ee'noko namu'ke tee beekaang sionung sipureta Jiisuu' siompuretu'.
MAT.4.21	Teketa napo' nanuma nii'namainta oovuretu' miring Jeemisi namainta Jooni, Siebedi baurinketa, bakaasi-koo beuma ninka otoroko, Siebedi ninka, biikaang sionung pate'aama. Teketa Jiisuu'ke temainta bokuvuretu'. 
MAT.4.22	Ee'noko namu'ke temaintai biikaang bakaasi ee'noko tee beuma sipureta Jiisuu' siompuretu'.
MAT.4.23	Jiisuu'ke tee ootukunairue Kaaleli'ke nanuma nau-antavuru' nantoong pava dootuu'nanka biikaning-koo. Nau-antavurima daankivuko' tee doorenang tampara Kumponing bakaang muu'koong, ee'noko taare-antavuriko' nantoong siipa amutemurii'po'nupoong. 
MAT.4.24	Ee'noko doorenang tee-koong Siiria-namenge nanu'antavau', ee'noko teketa ookara siipa amutemurii'po'nupoong tavo'aaru' tee-anko, sisikeerai tora'antavuriko'ning, ma'narie koriaariko'ning, kookoko˜po'nupoong, ee'noko dootanuka, ee'noko te' po'antavaariko taare-antavuriko'. 
MAT.4.25	Ee'noko nantoong karingai aa'ning-eta Jiisuu' siompai nanaako', Kaaleli'nupoong, Dekapolis-navete-nupoong, Jerusalema'nupoong, Judia'navete-nupoong, ee'noko ookara Joo'dani-nari-koo aveteraang-nupoong.
MAT.5.1	Tenang teinge nantoong karingai Jiisuu' siompaio' oovurira tee mii-koo deto koinura ba'namparu'. Ee'noko bakaning barevare-nupoong tee-anko porou'.
MAT.5.2	Ee'noko teie nau-anta tutumpuma aa'puu',
MAT.5.3	“Biraanke-nupoong teing nantoong biikaang tanuaang ataata'koo otoko tasi'pariaining, ai' muu' paninung tee teing okovoroaing.
MAT.5.4	Biraanke-nupoong teing nantoong orarunsiarimaing, ai' teing teing ee'ning Ovoringe dunsirunsi˜antavuriaining.
MAT.5.5	Biraanke-nupoong teing Kumponing-koo aroo'ariri banainge otoromaing, ai' biikaang barenku okovoroaing tee ookara kansi' tare-koong.
MAT.5.6	Biraanke-nupoong teing nantoong peeravoroma nukaa'oromaing tee-koo aarumo koonto' siong-koo, ai' teing teing poovuriaining.
MAT.5.7	Biraanke-nupoong teing nantoong piaa-baukonuka, ai' Kumponinge teing piaavuriaing.
MAT.5.8	Biraanke-nupoong teing nantoong domang kiiroraa'nuka, ai' teing teing Kumponing ooaavaining.
MAT.5.9	Biraanke-nupoong teing mooa nkonuka, ai' teing teing Kumponinge baurukaa' tampuriaining.
MAT.5.10	Biraanke-nupoong napo' teing nantoonge manki'antavaarimaatoaining
MAT.5.10	aarumo koonto' siompaio', ai' tee Muu' Paninung tee teing biikaang.
MAT.5.11	Biraanke-nupoong napo' dii' tenang nantoonge deu'daarima manki'antaraariko ee'noko daana' avutevu'ai oraka' minkuraariko ning dii'ke siomerimaung-koo. 
MAT.5.12	Doturarima do'dero'de'dariai ee' noru'erima, ‘Niikaang moo' pankaing otong teke paning-koo.’ Ai' tee tee' nari' nantoonge teing nakaro-nupoong tee dii'pina' nari' manki'antavaariko', dii'koo uro'nupoong.”
MAT.5.13	“Dii' teing deva'nuka ookara kansi'koo, teka tee deva' tarii'noo' paa'arapeu'nung arekee' napo' tarii'antavupeu'? Tee aa' tee tamunsi'nung deemparing. Tamung doonko dua'uma nantoonge mmemme'koo makosi. 
MAT.5.14	Napo' dii' teing arakanuka ookara kansi'koo. Narung osi iu'koo dau kaniaapeu'nung tee baku'koo makosi deea'. 
MAT.5.15	Nantoonge tee araka paro'aara antona'koo boong sipaavarupeu', teka sirang batanang-koo pante'aapeu' bakanoo', ee'noko teketa araka-antavuripeu' ookara nantoong pava-koo kuunge otoromaing. 
MAT.5.16	Tee' nari' diikaang araka araka-antaveriaing nantoong-koo uro'kanoo'ke diikaang nko-nko tampara ooaara Diuma tee paning-koong daangampaavaina'.”
MAT.5.17	“Ning dii'ke tee boto Moosesi-nung ee'noko nakaro-nupoong biikaang kara kui-koo mou'nung-pina' noru'meriauka'. Ning teing kui-koo moa', teka teing dupe-anta-koo mou'nung. 
MAT.5.18	Masika' naurampimang, tenang paning ee'noko kansi' opareainoo'ke basinoo'koo oki'naare nii'noo' namoora'noo' daari-koo kuiarava' tee boto tee bakei tee' nari' otoaing bera ookara kapoo'nanka dupearavainoo'ke basi. 
MAT.5.19	Baa tee naning aung-koo botonanka-koo oki'nareka' masikeng-koo narung toto'pura nii'ning nari' nau-antavuriaing tee tee oki'nung masikung tang-koong teka muu' paninung-koo. Ee'noko baa tee naning siompuma nau-antavuriaing tee botonanka tee ee'nung pankaing tang-koong teka muu' paninung-koo. 
MAT.5.20	Ai' ninge dii' ee' naurampimang, diikaang aarumo tamparai te' kuung masipo' teing boto keperuu'navitu tamparimaing ee'noko boto naunuka biikaang puru'uauka'nung deeko' dii' muu' paninung-koo bakei tuntariauka'nung.”
MAT.5.21	“Dii'ke taaraverimaung uripo'keta aa'pui otoing, ‘Naninge nii'nung dupisi'eauka', ee'noko baa tee dupisi' nkovuaing tee tuutunang˜koong.’ 
MAT.5.22	Teka napo' ninge ee' naurampimang, baa tee naning ba'marang-koo narung iiraevuaing tee tee' nari' tuutunang-koonge. Napo' baa tee naning nii'nung ba'marang-koong noru' otoaung tampuaing tee tee koompaara'navitu-anko be'anta-koo makosi. Teka baa tee naning nii'nung barakosi'uma aa'puaing, ‘Da' kanu'!’ tee tee mosianung-aape nanu'koo makosi, te' nta'po'noo'. 
MAT.5.23	Tee'koo dake avuavu' darimpee'naang nkorarama teke boonturomai ee'noko teke nii'nung da'marang-koong da' ninka iira otoing noru'era deeko', 
MAT.5.24	io' teka boonturoma uro'kanoo'ke sipera tee dakaang avuavu', tutung bera tee ninka mooa-antareereai, ee'noko teketa tororarara tee dakaang avuavu' darimpeai.
MAT.5.25	“Naninge karenunge da' tuutunang-koo barantuko iri'narung koompeai tee kara, mme' taung naniresitaa' simpe'nko˜anko tavo'duaruko. Teie napo' piatooro˜anko be'antaruko kiimataroma si'du'neenga. 
MAT.5.26	Masika' naurampimang, dii' kiimatanava'keta tenkeniriarupeu' mooni'koo asi'nu dua'kiria' deeko' tuutunang moo'koo.”
MAT.5.27	“Dii'ke taaraverimaung uripo'keta aa'pui otoing, ‘Nampeesi orarieriauka'.’ 
MAT.5.28	Teka ninge aa'dampimang, baa tee naning nani manikuma karaa'ui oovuaing teie tee nampeesi tero orarivuing teni ninka bakaang domange. 
MAT.5.29	Dakaang duta tampavine-koonge dua'antaruko deeko' orara aarumo-koo tee ka'bampera taapo' dua'eai. Tampa'na' da'koo navio' paa'aravaing dakaang ootukunung mono mosianung-koo dua'du'neenga. 
MAT.5.30	Ee'noko napo' dakaang birenge tampavine-aapenunge dua'antaruko deeko' orara aarumo-koo, tenaang napu'darara taapo' dua'eaing. Tampa'na' da'koo mono-koo navio' paa'aravaing dakaang ootukunung mono mosianung-koo nani'neenga.
MAT.5.31	“Uripo'keta aa'pari otong, ‘Baa tee naning ba'aang sipuma teie narung karavoto˜ daarivuaing nampeesi toto'puing tasi'anta-koo.’ 
MAT.5.32	Teka ninge aa'dampimang, baa tee naning ba'aange tutung kaukauro nkovuaruko bata'ura deeko' teie tee teni tuu'umaang nii'narai nampuko nampeesi orarivuu'naang. Ee'noko baa tee naning teni bata'nii' nampuaing teie tee nampeesi orarivuing.”
MAT.5.33	“Napo' dii'ke taaraverimaung uripo'keta aa'pui otoing, ‘Diikaning masika'detonanka toto'peria' otoai, nka tampa' siomperimatoai Ovoring-koo nkoverira.’ 
MAT.5.34	Teka ninge ee' naurampimang, bakei masika' deto tamperia' otoai. Paning tang-koo makotua', ai' te' te' Kumponing bakanoo' meepo' ba'nani'doma. 
MAT.5.35	Kansi' tang-koo makotua', ai' te' te' Kumponing bakanoo' kau' patu'doma. Napo' Jerusalema' tang-koo makotua', ai' te' te' Daurarong˜ Pankaing bakanoo' osi. 
MAT.5.36	Ee'noko napo' masika' deto dakaang bore' tampema minkueauka', ai' dake tee-koong daponavi' nii'na' du'antavearupeu' kakaara-antavema deeko' ee'noko mutaanu'antavema deeko'. 
MAT.5.37	Teka ‘Ee'’ miru'ema ‘Ee'’ narung tampeai. ‘A’ miru'ema, ‘A’ narung tampeai. Aing-koo taapo'ning, teing masika' deto dovang, kara teieta naning orara-ita pomaing.”
MAT.5.38	“Dii'ke taaraverimaung uripo'keta aa'pui otoing, ‘Naninge dakaang duta ka'bampuko, makosi bakaang duta ka'bampaavaing maku'koo,’ ee'noko ‘Naninge dakaang si'da' naki'uko, makosi bakaang si'da' naki'aavai maku'koo.’
