GEN.1.2	Erd vikîvala û bêşikil bû, tariyê kûrahî rapêçabû. Ruhê Xwedê li ser rûyê avê digeriya.
GEN.10.3	Kurên Gomer: Aşkenaz, Rîfat û Togarma. 
GEN.10.4	Kurên Yewan: Êlîşa, Tarşîş, Kîttîm û Rodanîm. 
GEN.10.5	Bavkalên mirovên ku li keviyên deryayan dijîn ji wan in. Li welatên xwe li gorî zimanên cuda û di nav miletên xwe de li gorî eşîrên xwe belav bûne.
GEN.10.6	Kurên Ham: Kûş, Misrayîm, Pût û Kenan. 
GEN.10.7	Kurên Kûş: Seva, Hawîla, Savta, Raema û Savtexa. Kurên Raema: Şeva û Dedan. 
GEN.10.8	Kûş bû bavê Nemrûd. Nemrûd li ser rûyê erdê mêrxasê pêşî bû. 
GEN.10.9	Ew li pêş Xudan nêçîrvanekî mêrxas bû. Ji ber vê yekê dibêjin: «Wek Nemrûd nêçîrvanekî mêrxas ê li pêş Xudan.» 
GEN.10.10	Di destpêkê de Nemrûd di welatê Şînarê de li Babîl, Erek, Akkad û li Kalnêyê padîşahî kir. 
GEN.10.11	Ji wir derbasî Aşûrê bû û bajarên Nînewa, Rehovot-Îr, Kalah 
GEN.10.12	û Resen a ku di navbera Nînewa û Kalahê de ye ava kirin. Kalah jî bajarekî mezin bû. 
GEN.10.13	Misrayîm bû bavkalê Lûdiyan, Enamiyan, Lehaviyan, Naftûhiyan, 
GEN.10.14	Patrûsiyan, Kaftoriyan û Kaslûhiyan. Filîstî ji Kaslûhiyan hatin.
GEN.10.15	Kenan bû bavê kurê xwe yê pêşî Sîdon
GEN.10.16	Yevûsiyan, Amoriyan, Gîrgaşiyan, 
GEN.10.17	Hîwiyan, Erqiyan, Sîniyan, 
GEN.10.18	Arwadiyan, Semariyan û Hamatiyan jî ji Kenan bûn. Piştre binemalên Kenaniyan belav bûn û 
GEN.10.19	sînorê Kenaniyan ji Saydayê heta Gerara û Xezayê û ji wê jî heta Sodom û Gomora, Adma û ber bi Sevoyîmê ve heta Laşayê fireh bû. 
GEN.10.20	Kurên Ham ên ku li welatên xwe û di nav miletên xwe de li gorî binemal û zimanên cuda belav bûne ew in.
GEN.10.21	Kurên Sam jî çêbûn. Sam kekê Yefet e û bavkalê hemû ziriyeta Êver e. 
GEN.10.22	Kurên Sam: Elam, Aşûr, Arpexşad, Lûd û Aram. 
GEN.10.23	Kurên Aram: Ûs, Hûl, Geter û Maş. 
GEN.10.24	Arpexşad bû bavê Şelah. Şelah bû bavê Êver. 
GEN.10.25	Du kur ji Êver re çêbûn. Navê yekî Pêlêg
GEN.10.26	Yoqtan bû bavkalê Almodad, Şelef, Hasar-Mawet, Yarah, 
GEN.10.27	Hadoram, Ûzal, Dîqla, 
GEN.10.28	Oval, Avîmaêl, Şeva, 
GEN.10.29	Ofîr, Hawîla û Yovav. Ev hemû kurên Yoqtan bûn. 
GEN.10.30	Herêma ku ew lê dijiyan, ji Mêşayê heta Sefara li çiyayên rojhilat fireh dibû. 
GEN.10.31	Kurên Sam ên ku li welatên xwe û di nav miletên xwe de li gorî binemal û zimanên cuda belav bûbûn, ev in.
GEN.10.32	Di nav miletên xwe de, li gorî qeydên xwe, ziriyetên kurên Nûh ev in. Hemû mirovên ku piştî tofanê li ser rûyê erdê belav bûne, ji wan in.
GEN.11.1	Di destpêkê de zimanê hemû mirovên dinyayê yek bû û wek hev dipeyivîn. 
GEN.11.2	Gava ku ber bi rojhilat ve koç kirin, li herêma Şînarê deştek dîtin û li wir cîwar bûn.
GEN.11.3	Wan ji hev re got: «Werin, em kerpîçan çêkin û baş bipêjin.» Di şûna keviran de kerpîç û di şûna xercê de jî ziftê bi kar anîn. 
GEN.11.4	Piştre gotin: «Werin em ji xwe re bajarekî ava bikin û birceke ku bigihîje ezmanan çêkin ku nav û dengê me derkeve û em li tevahiya rûyê erdê belav nebin.»
GEN.11.5	Xudan daket jêr, ji bo ku bajêr û birca ku mirovan çêdikirin bibîne. 
GEN.11.6	Xudan got: «Va ye, ew miletek in û zimanê wan hemûyan yek e û ev bi tenê destpêka kirinên wan e. Êdî tu tiştê ku bixwazin bikin ji wan re nabe zehmet. 
GEN.11.7	Werin, em dakevin jêr, zimanên wan tevlihev bikin ku ji hev fêm nekin.» 
GEN.11.8	Îcar Xudan ew ji wir li ser tevahiya rûyê erdê belav kirin û wan dev ji avakirina bajêr berda. 
GEN.11.9	Ji ber vê yekê ji bajêr re «Babîl»
GEN.11.10	Qeyda ziriyeta Sam: Du sal piştî tofanê, gava Sam sed salî bû, kurê wî Arpexşad çêbû. 
GEN.11.11	Piştî ku Sam bû bavê Arpexşad, ew pênc sed salên din ma û bû bavê kur û keçên din.
GEN.11.12	Gava Arpexşad sî û pênc salî bû, kurê wî Şelah çêbû. 
GEN.11.13	Piştî ku Arpexşad bû bavê Şelah, ew çar sed û sê salên din ma û bû bavê kur û keçên din.
GEN.11.14	Gava Şelah sî salî bû, kurê wî Êver çêbû. 
GEN.11.15	Piştî ku Şelah bû bavê Êver, ew çar sed û sê salên din ma û bû bavê kur û keçan.
GEN.11.16	Gava Êver sî û çar salî bû, kurê wî Pêlêg çêbû. 
GEN.11.17	Piştî ku Êver bû bavê Pêlêg, ew çar sed û sî salên din ma û bû bavê kur û keçên din.
GEN.11.18	Gava Pêlêg sî salî bû, kurê wî Reû çêbû. 
GEN.11.19	Piştî ku Pêlêg bû bavê Reû, ew du sed û neh salên din ma û bû bavê kur û keçên din.
GEN.11.20	Gava Reû sî û du salî bû, kurê wî Serûg çêbû. 
GEN.11.21	Piştî ku Reû bû bavê Serûg, ew du sed û heft salên din ma û bû bavê kur û keçên din.
GEN.11.22	Gava Serûg sî salî bû, kurê wî Nahor çêbû. 
GEN.11.23	Piştî ku Serûg bû bavê Nahor, ew du sed salên din ma û bû bavê kur û keçên din.
GEN.11.24	Gava Nahor bîst û neh salî bû, kurê wî Têrah çêbû. 
GEN.11.25	Piştî ku Nahor bû bavê Têrah, ew sed û nozdeh salên din ma û bû bavê kur û keçan.
GEN.11.26	Têrah di heftê saliya xwe de bû bavê Avram, Nahor û Heran.
GEN.11.27	Qeyda ziriyeta Têrah ev e: Têrah bû bavê Avram, Nahor û Heran. Heran bû bavê Lût. 
GEN.11.28	Heran gava ku bavê wî Têrah sax bû, li bajarê Ûra Kildaniyan ku lê çêbûbû, mir. 
GEN.11.29	Avram û Nahor zewicîn. Navê jina Avram Seray û navê jina Nahor jî Mîlka bû. Mîlka û Yîska keçên Heran bûn. 
GEN.11.30	Seray bêber bû, zarokên wê tunebûn.
GEN.11.31	Têrah malbata xwe hilda, ji Ûra Kildaniyan derket û berê xwe da riya welatê Kenanê. Pê re kurê wî Avram, bûka wî Seraya jina Avram, neviyê wî Lûtê kurê Heran hebû. Ew gihîştin Heranê û li wir bi cih bûn. 
GEN.11.32	Têrah du sed û pênc sal kir û li Heranê mir.
GEN.12.2	«Ezê te bikim miletekî mezin û te pîroz bikim.
GEN.12.2	Ezê nav û dengê te derxim û tê pîroz bibî.
GEN.12.3	Yê ku nifiran li te bike, ezê wî nalet bikim.
GEN.12.3	Wê hemû eşîrên dinyayê bi te pîroz bibin.»
GEN.12.4	Îcar Avram, wek ku Xudan jê re gotibû çû. Lût jî bi wî re çû. Gava ku Avram ji Heranê derket heftê û pênc salî bû. 
GEN.12.5	Wî bi xwe re Seraya jina xwe, Lûtê biraziyê xwe, hemû malê xwe yê ku wan qezenc kir û xulamên xwe yên ku wan li Heranê bi dest xistibûn, birin. Berê xwe dan welatê Kenanê û gihîştin wir.
GEN.12.6	Avram di welêt de digeriya, heta ber darberûya Moreyê ya li Şexemê çû. Wan rojan Kenanî li wê derê dijiyan. 
GEN.12.7	 Xudan li Avram xuya bû got: «Ezê vî welatê bidim ziriyeta te.» Avram li wî cihê ku Xudan lê xuya bû gorîgehek çêkir.
GEN.12.8	Avram ji wir derbasî herêma çiyayî bû ku dikeve rojhilatê bajarê Bêt-Êlê. Li wir konê xwe danî. Li rojavayê wir bajarê Bêt-Êlê, li rojhilatê wir jî bajarê Ayê hebû. Li wir wî gorîgehek çêkir û bi navê Xudan gazî kir. 
GEN.12.9	Avram gav bi gav ber bi Negeva başûr ve diçû.
GEN.12.10	Ji ber xelaya giran a li welêt Avram ji bo demekê çû Misrê. 
GEN.12.11	Gava ku wê biketana Misrê, ji Seraya jina xwe re got: «Ez dizanim ku tu jineke xweşik î. 
GEN.12.12	Dibe ku Misrî te bibînin û bêjin: ‹Ev jina wî ye.› Ewê min bikujin û te sax bihêlin. 
GEN.12.13	 Loma bibêje: ‹Ez xwişka wî me.› Wisa jî ji bo xatirê te bi min qencî bikin û min sax bihêlin.»
GEN.12.14	Gava ku Avram ket Misrê, Misriyan dît ku jina wî pir xweşik e. 
GEN.12.15	Wextê ku karmendên Firewn jinik dîtin, pesnê wê ji Firewn re dan. Li ser vê yekê jinik birin qesrê. 
GEN.12.16	Ji bo xatirê Serayê Firewn qencî bi Avram kir. Pez, dewar, kerên nêr û mê, xulam, xadim û deve dan wî.
GEN.12.17	Lê Xudan ji rûyê jina Avram Serayê ve êşên giran anîn serê Firewn û maliyên wî. 
GEN.12.18	Firewn gazî Avram kir û got: «Ev çi ye te anî serê min? Te çima negot: ‹Ew jina min e›? 
GEN.12.19	Çima te got: ‹Ev xwişka min e›? Min jî ew ji xwe re anî? Jina xwe bibe û here!» 
GEN.12.20	Piştre Firewn ji bo Avram emir da mirovên xwe. Wan ew û jina wî bi hebûna wan ve şandin.
GEN.13.1	Avram bi jina xwe û bi her tiştê xwe re ji Misrê derket ku here Negevê. Lût jî bi wî re bû. 
GEN.13.2	Avram gelek dewlemend bû. Keriyên wî, zêr û zîvên wî hebûn. 
GEN.13.3	Ji Negevê destpê kir, ji cihekî koçî cihekî din kir, heta ku hat Bêt-Êlê. Wî di navbera Bêt-Êl û Ayê de berê jî konê xwe danîbû 
GEN.13.4	û cara pêşî gorîgeh lê çêkiribû. Avram li wir bi navê Xudan gazî kir.
GEN.13.5	Kon, pez û dewarên Lûtê ku bi Avram re koç dikir jî hebûn. 
GEN.13.6	Erd têra wan nedikir ku bi hev re bijîn, çimkî hebûna wan ewqas pir bû ku nikaribûn bi hev bimînin. 
GEN.13.7	Di nav şivanên Avram û Lût de pevçûn çêbû. Di wê demê de Kenanî û Perîzzî jî li wir dijiyan.
GEN.13.8	Avram ji Lût re got: «Bila di navbera min û te û di navbera şivanên min û şivanên te de pevçûn çênebe. Çimkî em bira ne. 
GEN.13.9	Ma hemû ax ne li pêş te ye? Were em ji hev veqetin. Heger tu herî aliyê çepê, ezê herim aliyê rastê; heger tu herî aliyê rastê, ezê herim aliyê çepê.»
GEN.13.11	Lût ji bo xwe hemû Deşta Ûrdunê hilbijart û bi aliyê rojhilat ve koç kir. Herdu bi vî awayî ji hev veqetiyan. 
GEN.13.12	Avram li welatê Kenanê bi cih bû. Lût li bajarên deştê rûnişt û bi aliyê Sodomê ve kon vegirtin. 
GEN.13.13	Xelkê Sodomê xerab û li dijî Xudan gelek gunehkar bû.
GEN.13.14	Piştî ku Lût ji Avram veqetiya, Xudan jê re got: «Ji cihê ku tu lê yî niha serê xwe bilind bike û li bakur û başûr, li rojhilat û rojava binêre. 
GEN.13.15	 Wê axa ku tu dibînî ezê her û her bidim te û ziriyeta te. 
GEN.13.16	Ezê ziriyeta te wek toza erdê zêde bikim. Heger yek bikaribe toza erdê bijmêre, wê bikaribe ziriyeta te jî bijmêre. 
GEN.13.17	Rabe û li seranserê welêt bigere, çimkî ezê wî bidim te.»
GEN.13.18	Avram konên xwe hilanîn û çû Hevronê, li darberûyên Mamrê bi cih bû. Wî li wir gorîgehek ji Xudan re çêkir.
GEN.14.1	Di wê demê de Padîşahê Şînarê
GEN.14.2	li dijî Padîşahê Sodomê Bera, Padîşahê Gomorayê Bîrşa, Padîşahê Admayê Şînav, Padîşahê Sevoyîmê Şemêver û Padîşahê Belayê –Soarê– çûn şer. 
GEN.14.3	Ev her pênc padîşah li Deşta Siddîmê ku niha Gola Mirî ye gihîştin hev. 
GEN.14.4	Ev padîşah diwanzdeh salan di bin serweriya Kedorlaomer de mabûn, lê di sala sêzdehan de li dijî wî serî hildabûn.
GEN.14.5	Di sala çardehan de Kedorlaomer û padîşahên ku alîgirên wî bûn, hatin û li Eşterot-Qarnayîmê Refayiyan, li Hamê Zûzî, li Şawê-Qîryatayîmê Êmî 
GEN.14.6	û li çiyayên Seîr heta El-Paranê, li keviya çolê, Horî têk birin. 
GEN.14.7	Ji wê derê zivirîn Eyn-Mîşpatê (ku Qadêş e) hemû axa Amalêqiyan standin û Amoriyên ku li Hasson-Tamarê rûdiniştin, têk birin.
GEN.14.8	Li ser vê yekê padîşahên Sodom, Gomora, Adma, Sevoyîm û Belayê, yanî Soarê, bi rê ketin û van her pênc padîşahan, 
GEN.14.9	li dijî her çar padîşahan, yanî Padîşahê Elam Kedorlaomer, Padîşahê Goyîm Tîdel, Padîşahê Şînar Amrafel û Padîşahê Êllasar Aryok, li Deşta Siddîmê kozik û çeperên xwe yên şer amade kirin. 
GEN.14.10	Deşta Siddîmê bi çalên ziftê tije bû. Gava ku padîşahên Sodom û Gomorayê reviyan herdu jî ketin van çalan û yên mayî ber bi çiyayan ve reviyan. 
GEN.14.11	Her çar padîşahan hemû qût û malên Sodom û Gomorayê birin û çûn. 
GEN.14.12	Wan biraziyê Avram Lût û malê wî jî bir. Çimkî Lût li Sodomê rûdinişt.
GEN.14.13	Yekî ku ji wê derê firar kiribû hat û Avramê Îbranî agahdar kir. Avram, li darberûyên Mamrêyê Amorî rûdinişt. Mamrê û birayên wî Enêr û Eşkol alîgirên Avram bûn. 
GEN.14.14	Dema ku Avram bihîst biraziyê wî dîl hatiye girtin, wî sê sed û hijdeh kesên ku li mala wî mezin bibûn hilda, heta Danê da pey çar padîşahan. 
GEN.14.15	Avram mirovên xwe kom bi kom ji hev cuda kir, bi şev êrîşî wan kir û heta Hovaya li bakurê Şamê da pey wan. 
GEN.14.16	Avram hemû malê ku hatibû talankirin, biraziyê xwe Lût û malên wî, jin û xelk bi şûn ve anîn.
GEN.14.18	Padîşahê Şalêmê Melxîsedeq nan û şerab anî. Ew kahinê Xwedayê Herî Berz bû. 
GEN.14.19	Wî Avram pîroz kir û got:
GEN.14.19	«Xwedayê Herî Berzê ku erd û ezman afirandiye, Avram pîroz bike.
GEN.14.20	Xwedayê Herî Berzê ku neyarên te dan destê te, pîroz be.»
GEN.14.20	Li ser vê yekê Avram dehyeka her tiştî da wî.
GEN.14.21	Padîşahê Sodomê ji Avram re got: «Mirovan bide min, bila mal ji te re be.»
GEN.14.22	Lê Avram ji Padîşahê Sodomê re got: «Min bi navê Xudan, Xwedayê Herî Berz, Afirandarê erd û ezmanan sond xwar, 
GEN.14.23	ku ezê tiştekî te, ne ta û ne jî benikê çaroxa te qebûl bikim. Ji bo ku tu nebêjî: ‹Min Avram dewlemend kir.› 
GEN.14.24	Tiştên ku mirovên min xwarine ne tê de, ezê tiştekî din qebûl nekim. Bila Enêr, Eşkol û Mamrê para xwe hildin.»
GEN.15.1	Piştî vê yekê, peyva Xudan di dîtiniyekê de ji Avram re hat û got: «Netirse Avram. Ez mertalê te me, wê xelata te gelek mezin be.»
GEN.15.2	Lê Avram got: «Ya Reb Xudan, tê çi bidî min? Ezê bê zarok bimirim. Yê ku wê malê min jê re bimîne ev Êliyezerê Şamî ye.» 
GEN.15.3	Wî berdewam kir û got: «Ji ber ku te zarok nedan min, wê xulamek nav mala min li ser mîrasa min rûne.»
GEN.15.4	Peyva Xudan dîsa jê re hat û got: «Ev mirov nabe mîrasxwarê te. Kurekî ji bedena te wê bibe mîrasxwarê te.» 
GEN.15.5	 Xudan Avram derxist derve û got: «Li ezmanan binêre! Ma tu dikarî stêran bihejmêrî? Wê ziriyeta te evqas pir be!»
GEN.15.7	Bi ser de Xudan ji wî re got: «Ez ew Xudan im ku tu ji bajarê Ûra Kildaniyan derxistî, da ku vî welatî bide te û tu vî ji xwe re bikî milk.»
GEN.15.8	Avram got: «Ya Reb Xudan, ezê çawa bizanim ku ezê bibim xweyiyê wî?»
GEN.15.9	Xudan ji Avram re got: «Ji min re nogineke sê salî, bizineke sê salî û beranekî sê salî, qumrî û kevokekê bîne.»
GEN.15.10	Avram hemû jê re anîn û ew di nîvî de qelaştin û her nîvek danî hember yê din. Lê wî çivîk neqelaştin. 
GEN.15.11	Dema ku teyrên dirinde ji jor ve hatin û li ser laşan danîn, Avram berî wan da.
GEN.15.12	Piştî ku roj çû ava, Avram ket xeweke giran. Tariyeke bi tirs û bizdan bi ser wî de hat. 
GEN.15.13	 Xudan ji Avram re got: «Baş bizanibe ku wê ziriyeta te li welatekî xerîb bijî û çar sed salan bibe kole û zilmê bibîne. 
GEN.15.14	 Lê ezê wî miletê ku li wan zilmê dike ceza bikim. Piştre wê ziriyeta te bi dewlemendiyeke mezin ji wê derê derkeve. 
GEN.15.15	Tê jî bi xêr û xweşî bigihîje bav û kalên xwe. Tê emrekî dirêj bijî û paşê werî veşartin. 
GEN.15.16	Wê nifşê çaran ê ziriyeta te vegere vê derê. Çimkî hê gunehên Amoriyan pir zêde nebûne.»
GEN.15.17	Piştî ku roj çû ava û bû tarî, menqereke bi dû û xetîreyeke bi pêt xuya bû û di nav perçên laşan re derbas bû. 
GEN.15.18	 Wê rojê Xudan bi Avram re peymanek çêkir û got: «Ezê wê axa ku ji Çemê Misrê heta Çemê Mezin –Firat– diçe 
GEN.15.19	welatê Qêniyan, Qenîzziyan, Qadmoniyan, 
GEN.15.20	Hîtîtiyan, Perîzziyan, Refayiyan, 
GEN.15.21	Amoriyan, Kenaniyan, Gîrgaşiyan û Yevûsiyan hemûyan bidim ziriyeta te.»
GEN.16.1	Jina Avram Serayê jê re zarok neanibû. Îcar bi navê Hacer cariyeke Serayê ya Misrî hebû. 
GEN.16.2	Serayê ji Avram re got: «Xudan zarok nedan min. Here ba cariya min. Belkî bi vî awayî ez bibim xweyî zarok.» Avram bi gotina Serayê kir. 
GEN.16.3	Piştî ku Avram deh salan li welatê Kenanê rûnişt, jina wî Serayê cariya xwe ya Misrî Hacer anî û da mêrê xwe da ku jê re bibe jin. 
GEN.16.4	Avram çû ba Hacer û ew bi zaro ma. Gava ku Hacer dît ew bi zaro ye, wê destpê kir xatûna xwe biçûk dît.
GEN.16.5	Serayê ji Avram re got: «Ev neheqî ji rûyê te hat serê min. Min cariya xwe kir paşila te û gava ku wê dît ew bi zaro ye, wê ez biçûk dîtim. Bila Xudan şahidê min û te be.»
GEN.16.6	Avram jê re got: «Cariya te di destê te de ye. Tu her çi dixwazî bi wê bike.» Paşê Serayê tadeyî lê kir û Hacer ji ba wê reviya.
GEN.16.7	Milyaketê Xudan Hacer li çolê li ser kaniyekê dît. Ev kanî li ser riya Şûrê bû. 
GEN.16.8	Milyaket jê re got: «Ya Hacer, cariya Serayê! Tu ji ku têyî û bi ku ve diçî?»
GEN.16.8	Wê got: «Ez ji Seraya xatûna xwe direvim.»
GEN.16.9	Lê milyaketê Xudan jê re got: «Vegere ba xatûna xwe û xwe li ber bitewîne.» 
GEN.16.10	Bi ser de milyaket got: «Ezê ziriyeta te wisa pir bikim ku wê kes nikaribe bijmêre.»
GEN.16.11	Milyaketê Xudan berdewam kir û got:
GEN.16.11	«Va ye tu bi zaro yî û tê kurekî bînî.
GEN.16.11	Tê navê wî Îsmaîl
GEN.16.11	Çimkî Xudan tengasiya te bihîst.
GEN.16.12	Ewê bibe wekî kerekî hov.
GEN.16.12	Ewê li dijî her kesî be û wê herkes jî li dijî wî be.
GEN.16.12	Ewê bi birayên xwe re bi dijminatî bijî.»
GEN.16.13	Wê navê Xudanê ku pê re peyivî wiha danî: «Tu ‹Êl-Royî›
GEN.16.14	Ji ber vê yekê ji bîra di navbera Qadêş û Beredê re, Bîr-Lahay-Royî
GEN.16.16	Gava ku Hacerê ji Avram re Îsmaîl anî Avram heştê û şeş salî bû.
GEN.17.1	Gava ku Avram nod û neh salî bû, Xudan li wî xuya bû û got: «Ez Xwedayê Karîndar im, bi min re bimeşe û bêkêmahî be. 
GEN.17.2	Ezê wê peymana ku min bi te re girê daye berdewam bikim û ziriyeta te gelekî zêde bikim.»
GEN.17.3	Avram deverû çû erdê û Xwedê jê re got: 
GEN.17.4	«Va ye, ev peymana ku min bi te re girê daye ev e: Tê bibî bavê gelek miletan. 
GEN.17.5	 Êdî tê bi navê Avram
GEN.17.6	Ezê ziriyeta te gelek berdar bikim, wê ji te milet rabin û padîşah derkevin. 
GEN.17.7	 Ezê peymana di nav xwe û te de, bi te û bi ziriyeta te re her û her berdewam bikim. Ezê bibim Xwedayê te û ziriyeta te. 
GEN.17.8	 Ezê tevahiya welatê Kenanê yê ku tu niha bi xerîbî lê dimînî bidim te û ziriyeta te ku her û her bibe milkê we û ezê Xwedayê wan bim.»
GEN.17.9	Piştre Xwedê ji Îbrahîm re got: «Tu û hemû ziriyeta ku wê ji te rabe, divê hûn bi peymana min ve girêdayî bimînin. 
GEN.17.10	 Nîşana peymana ku min bi te û bi ziriyeta te re kiriye ev e: Hemû mêrên di nav we de, divê sinet bibin. 
GEN.17.11	Divê hûn sinet bibin û wê sinet bibe nîşana peymana di nav min û we de. 
GEN.17.12	Her zarokê law ê ku li mala we çêbûne yan ku ji xerîban hatine kirîn, tevî yên ku ne ji ziriyeta we ne, divê di heşt rojiya xwe de were sinetkirin. 
GEN.17.13	Hem yê ku li mala te çêdibe û hem jî yê ku bi perê te tê kirîn, esse divê bê sinetkirin. Ev nîşana bedena we, wê her û her bibe nîşana peymana navbera min û we. 
GEN.17.14	Her mêrê ku sinet nebûye wê ji nav gelê xwe bê avêtin, çimkî wî peymana min şikandiye.»
GEN.17.15	Bi ser de Xwedê ji Îbrahîm re got: «Herçî Seraya jina te ye, êdî tê jê re nebêjî Seray. Wê navê wê Sara
GEN.17.16	Ezê wê pîroz bikim û ezê ji wê jî kurekî bidim te. Ezê wê pîroz bikim û ewê bibe dayika miletan. Wê padîşahên gelan ji ziriyeta te rabin.»
GEN.17.17	Îbrahîm deverû çû erdê, keniya û di dilê xwe de got: «Zilamekî sed salî dikare bibe xweyî zarok? Wê Sara di nod saliya xwe de zarok bîne?» 
GEN.17.18	Paşê Îbrahîm ji Xwedê re got: «Xwezî te Îsmaîl bikira mîrasxwarê min!»
GEN.17.19	Xwedê got: «Na! Wê jina te Sara kurekî bîne û tê navê wî Îshaq
GEN.17.20	Ji bo Îsmaîl jî, min dengê te bihîst. Ezê wî pîroz û berdar bikim û ziriyeta wî gelekî zêde bikim. Ewê bibe bavê diwanzdeh mîran û ezê wî bikim miletekî mezin. 
GEN.17.21	Lê ezê peymana xwe sala bê vî çaxî, bi kurê ku Sara ji te re bîne, yanî bi Îshaq re girê bidim.» 
GEN.17.22	Gava ku Xwedê peyivîna xwe bi Îbrahîm re xilas kir, ji ba wî çû jor.
GEN.17.23	Îbrahîm hema wê rojê, kurê xwe Îsmaîl û hemû kur û kesên nêr ku li mala wî çêbûbûn yan hatibûn kirîn, hemû kur û kesên nêr ên li mala xwe wek ku Xwedê gotibû sinet kirin. 
GEN.17.24	Gava Îbrahîm sinet bû, nod û neh salî bû. 
GEN.17.25	Gava kurê wî Îsmaîl sinet bû, sêzdeh salî bû. 
GEN.17.26	Îbrahîm û kurê xwe Îsmaîl hema wê rojê sinet bûn. 
GEN.17.27	Hemû kur û mirovên nêr ên di mala Îbrahîm de, tevî kesên nêr ên li mala wî hatibûn dinyayê yan jî ji xerîban hatibûn kirîn, bi wî re sinet bûn.
GEN.18.1	Gava ku Îbrahîm di kela nava rojê de li darberûyên Mamrê, li ber deriyê konê xwe rûniştîbû, Xudan li wî xuya bû. 
