MAT.1.1	Aganay sləm aŋa azla­baba madzi­dziga aŋa Yesu Kristu, bəzi aŋa David, bəzi aŋa Abəraham. 
MAT.5.45	Kà akul aŋa magay azlabəza aŋa Baba aŋkul uwana la zagəla la afik. Kà uwana avəɗ afats à azlaməna tsakana, kiya aŋa azladza dziriga babay. Ŋgaha asuw iyaw à azladza dziriga, asuw à azlaməna tsakana babay. 
MAT.5.46	Iyay, baŋa kawo­yawwaŋ kà azla­uwana tawoyà akul pəra ma, kà mana kakudaw maɓəz tatak la slaka Zəzagəla aya ma? Amiyaka azlaməna mazəɓ hadama babay kà, kiya uwaga taɗehəŋ aw takay? 
MAT.5.47	Ŋgaha baŋa kaɗa­hawwaŋ ‘Ayyi’ kà azla­deda aŋkul pəra ma ‘Delga məda­ɗe­həŋ’, kagoɗaw takay? Bà azladza uwana tasəl Zəzagəla aw babay kà, kiya uwaga la uwana taɗehəŋ. 
MAT.5.48	Kità kà, gàw sətaka, bokuba Baba aŋkul uwana la zagəla la afik sətaka, suwaŋ.”
MAT.6.1	“Baŋa kaɗahaw dziriga kà, kaɗa­hawwaŋ kà huma yewdi aŋa azladza aw. Baŋa kiya uwaga kaɗa­hawwaŋ kà, kadàɓəzaw masik la slaka Baba aŋkul uwana la zagəla aw.”
MAT.6.2	“Baŋa asa à ka mav sili à masla kuɗa anik kà, kahama kà dza à ahəŋ dàŋ kà mavàl aw, bokuba uwana azlaməna magolla dza taɗehəŋ la azlagày madəv kuɗa la aku, ŋgaha la azla­ma­ka­lapa tetəvi la ama aw. Taɗehəŋ kiya uwaga kà, kà azladza aŋa mazləɓ atà. La dziriga gəpəh à akul, atà kà taɓəz masik aŋatà tsewwa adagay. 
MAT.6.3	Ama kak kà, baŋa kav sili à masla kuɗa kà, ɗahà uwaga la kiya uwanay: Amiyaka bà slawda aŋak nekwa gà babay kà, asəl uwaga aw, 
MAT.6.4	kà mavày aŋak aŋa magay masəlay gà aw. Say Baba aŋak, uwana la zagəla la afik, la uwana asəl tatak uwaga pəra, ŋgaha masla adàwulla à ka ala məŋga aya.”
MAT.6.5	“Baŋa kadəvaw kuɗa kà, kaɗa­hawwaŋ bokuba aŋa azlaməna magolla dza aw: Kà uwana atà kà, asa à atà madəv kuɗa kà la slaka matsizlla ala la azlagày madəv kuɗa la aku, ŋgaha la azla­ma­ka­lapa tetəvi la ama kà azladza gesina aŋa manəŋ atà. La dziriga gəpəh à akul: Atà kà, taɓə̀z masik aŋatà, tsewwa adagay. 
MAT.6.6	Ama kak kà, baŋa asa à ka madəv kuɗa kà, hàd à gày, tsàk à vok à ama, ŋgaha də̀v kuɗa à Baba aŋak, uwana la zagəla la afik, ŋgaha Baba aŋak uwana asəl uwana kaɗehəŋ la ləv aŋak la tsəh, adav à ka masik aŋak.”
MAT.6.7	“Baŋa kadəvaw kuɗa kà, katsa­lahaw azlagay deydayga à gay pəra, bokuba aŋa azladza uwana tasəl Zəzagəla aw, aw, tadzugw kà la mavats gay wadza wadzaga uwaga kà, ‘Zəzagəla adàtsəɓ à anu sləm’, tagoɗ. 
MAT.6.8	Kaɗa­hawwaŋ kiya uwaga aw, kà uwana Baba aŋkul uwana la zagəla la afik asəl tatak uwana kanavaw kuɗa aŋha dagay uwarà, à mok uwana kada­na­vawal dadàŋ aw. 
MAT.6.9	Aganay tetəvi aŋa madəv kuɗa:
MAT.6.9	Baba gami uwana la zagəla la afik.
MAT.6.9	Ɗahàŋ kà azladza gesina tazləɓa sləm aŋak tsi­ka­slaga.
MAT.6.10	Makoray aŋak atsà à waŋ.
MAT.6.10	Mawoyəŋ aŋak apaka vok la vəɗah,
MAT.6.10	Bokuba uwana la zagəla.
MAT.6.11	Và à anu tatak may, uwana asla à anu lakana.
MAT.6.12	Bàs à anu mawi­siga uwana məɗehəŋ gesina,
MAT.6.12	Bokuba uwana məbasaŋ à azladza uwana taɗahà à anu mawi­siga à vok babay suwaŋ.
MAT.6.13	Tə̀fà à anu kà seteni aŋa mapapat anu, kà anu aŋa masak à madiŋal gel à vok aw,
MAT.6.13	Ama tə̀fà à anu la ahàl aŋa seteni.” ((Kà uwana makoray, maslay ŋgaha la mazləɓay kà la ahàl aŋak aŋa tsəràh à awtày. Amen!))
MAT.6.14	“Baŋa kaba­sawwaŋ à azladza anik uwana taɗa­hà­kulla mawi­siga à vok, Baba aŋkul uwana la zagəla la afik adà­ba­sa­kulaŋ suwaŋ. 
MAT.6.15	Ama baŋa kaba­sawwaŋ à azladza anik uwana taɗa­hà­kulla mawi­siga à vok aw kà, Baba aŋkul uwana la zagəla adà­ba­sa­kulla mawi­siga aŋkul uwana kaɗa­hàwwàŋ suwaŋ aw.”
MAT.6.16	“Baŋa kakəsaw nəlay kà, pə̀hàwla huɗ adi aŋkul ala, ùzlə̀ɗaw kà kiya aŋa azlaməna magolla dza uwanay taɗehəŋ aw: Atà kà, taɓəɗla huɗ adi, kà azladza gesina aŋa masəlay kà atà la nəlay la abà. 
MAT.6.17	Ama kak kà, baŋa kakəs nəlay kà, pàl adi aŋak lela, wàz gel aŋak à uda, 
MAT.6.18	kà azladza aŋa masəlay kà kak la nəlay la abà aw. Say pəra kà Baba aŋak uwana la slaka mahaɗ vok à ahəŋ gà la zagəla, la uwana asəlay pəra, ŋgaha Baba aŋak uwana anəŋa uwana kaɗehəŋ adàvà à ka masik aŋak.”
MAT.6.19	“Kahamaw ləmana à gudəŋ uwanay la vok aw, kà uwana mamən akəsay, marzaw akəsay, azlaməna à gəl bay tazləlay, tazəɓay. 
MAT.6.20	Ama hàmàw ləmana aŋkul kà à zagəla à afik, la abatà mamən la marzaw akəsay aw, azlaməna à gel bay taslala vok aŋa mazləlay kà mazəɓay aw. 
MAT.6.21	Kà uwana la slaka uwana ləmana aŋak la abatà, la abatà ləv aŋak la abatà, suwaŋ.”
MAT.6.22	“Yewdi kà uɗaka aŋa vok: Baŋa yewdi aŋak kà wurwur kà, vok aŋak gesina kà uɗaka; 
MAT.6.23	ama baŋa yewdi aŋak la ɗuvats kà, vok aŋak gesina la mələs la abà. Baŋa uɗaka uwana la kak la abà mələs gà, mələs uwaga adàgay taɓa­ɗamma kaykay.”
MAT.6.24	“Dza aslala kà atsəp à azlaməŋga à huma à gay səla aw: Adàpəseway anik, ŋgaha adakəs gay aŋa anik, aɗah dziriga à anik, ŋgaha adà­kweska anik. Kaslawwalla vok kà matsəp Zəzagəla à huma la sili aw.”
MAT.6.25	“Kà uwaga à uwana gəpəh à akul: Kafàw gəl à ahəŋ kà tatak may la tatak masay uwana kanawkuɗa aŋha, kà madza­dzarla kà vok aw, baməraka lakəl aŋa lukut uwana asa à akul kà aŋa matsokw à vok aŋkul, sifa kà aɗuwa tatak may, ŋgaha ma vok babay kà aɗuwa lukut aw takay? 
MAT.6.26	Nərə̀zàw azla­ɗiyaŋ uwana tahoyay la zagəla tsi: Tasləkay ŋgaha tatsəɗay tatak babay aw, taham tatak à vəɗa à abà babay aw, ama Baba aŋkul uwana la zagəla la afik adzadzar atà. Iyay zla, akul ma kaɗuwwaŋ azla­ɗiyaŋ aw takay? 
MAT.6.27	Uwa la tataka aŋkul la abà aslala vok aŋa maziŋ à mavay aŋa sifa aŋha à adi amiya ŋuv la aslasl à gəl aŋha uwa?”
MAT.6.28	“Ŋgaha ma, kà mana kafaw gel à ahəŋ kà lukut zlà ma? Akul nərə̀zàw madz à ahəŋ aŋa azla­ma­wu­ra­tatay tsi: Taɗàh sləray aw, ŋgaha tavavəɗ lukut babay aw. 
MAT.6.29	Tsa baməraka Salomon la mazləɓay aŋha gesina kà, aɓəzà à lukut delga kiya mawu­ra­tatay uwaga aw.
MAT.6.30	Zəzagəla adàw lukut à azlakəsaf uwana à vok la fəta bay lakana, te­ke­ɗika lebəŋ kà tadà­ya­kats à akàl à abà: ŋgaha ma azlayla kà vok aɗuwa à akul à vok ɗaɗuwa aŋatà babay aw takay? Akul kà madiŋal gel à vok à tsəh kà akul ala. 
MAT.6.31	Kiya uwaga kà, kafàwla kà gəl à ahəŋ la magoɗay: ‘Mana mədà­zuway lebəŋ mi? Mana mədàsay mi? La mana mədàduw à vok mi?’, kagoɗaw aw! 
MAT.6.32	Uwaga kà, azla­uwana tasəl Zəzagəla aw, la uwana tayàh tatak uwaga koksi­koksi. Ama Baba aŋkul uwana la zagəla kà, asəl tatak uwana kanawkuɗa aŋha. 
MAT.6.33	Fàw gəl à ahəŋ dadàŋ teraŋa kà la makoray Zəzagəla, ŋgaha la madz à ahəŋ la sifa dziriga uwana la abanay anavay, ŋgaha Zəzagəla adàkəs akul à ahàl ala gesina uwana kayahaw. 
MAT.6.34	Kiya uwaga kà kafàwla kà gəl à ahəŋ kà aŋa lebəŋ aw: Kà uwana lebəŋ uwaga kà, masla la uwana adàf gəl à ahəŋ kà akul, kà uwana ŋgərpa uwana apəhla vok ala kəla mavakay kà aŋa mavakay uwaga pəra.”
MAT.7.1	“Kaɗahaw seriya à azladza anik à gəl aw, ŋgaha Zəzagəla aŋa maɗa­ha­kulla seriya à gəl suwaŋ aw. 
MAT.7.2	Kà uwana Zəzagəla adà­ɗa­ha­kulla seriya à gəl, kalkal bokuba uwana kaɗa­hàwwàŋ à azladza anik, adàzəɓay daram uwana kazəɓaw kagu­rawla azladza anik bay! 
MAT.7.3	Kà mana kanərəzay kəsaf uwana la yewdi aŋa deda aŋak la awtày, ama kak kanəŋa magol tsakuɗ tsakuɗ uwana la aŋak la awtày aw ma? 
MAT.7.4	Kakay kago­ɗiya à deda aŋak: Sàk à gi, gəzəɓ à ka kəsaf uwaga la adi ala, tsa kak la magol tsakuɗ tsakuɗ la yewdi ma? 
MAT.7.5	Kak masla magolla dza, zə̀ɓ tsakuɗ tsakuɗ uwaga la adi ala dadàŋ, ŋgaha kadànəŋla lela kà aŋa mazəɓ aŋa deda aŋak!”
MAT.7.6	“Kavàw tatak tsi­ɗa­ŋaga à azlakəda aw, kà aŋa magolla à akul ala afaɗ à gəl kà makohàh akul ala aw, kafàw slərkodzka aŋkul à azla­namzi aw à huma à gay aŋa mahabəŋ ala aw.”
MAT.7.7	“Nàvàw ŋgaha kadà­ɓəzawwal; yàhàw ŋgaha kadà­ɓəzawwal, zàlà­hàwwàŋ ŋgaha tadà­pəzl akul gamagày. 
MAT.7.8	Kəla dza uwana anavay aɓəzal, dza uwana ayahay aɓəzal, ŋgaha dza apəzl gamagày à dza uwana aza­lahay. 
MAT.7.9	Dza la ahəŋ la tataka aŋkul av akur à bəzi aŋha à baŋa anaval kà kaf takay? 
MAT.7.10	Awma avàl ma bebi à baŋa anaval kà kilfi ay? 
MAT.7.11	Iyay, akul azla­ma­wi­siga nəma, ama kasəlaw mavày tatak delga à azlabəza aŋkul, ŋgaha ma asa à məraka Baba aŋkul uwana la zagəla ay? Aɗuwa à akul la mav tatak delga à azladza uwana tanaval tatak!”
MAT.7.12	“Uwana asa à akul azladza anik taɗa­ha­kulaŋ kà, akul babay kà ɗahàwwàŋ kiya uwaga à azladza bay suwaŋ, kiya uwaga à uwana mapəhay aŋa Musa apəhay la azla­wa­kità aŋa azlaməna mapəh à atà gay à ahàl là abà kà mapahay à azladza.”
MAT.7.13	“Gàw à gay la gamagày slərkuts­kutsga! Kà uwana baŋŋaga uwanay kà, gamagày butu gà, ama adala dza kà à mazila, azladza aŋuvaw la tetəvi uwatà la tsəh. 
MAT.7.14	Ama slərkuts­kutsga uwanay kà gamagày zla­zla­ɗaga, ama masla la uwana adala dza à sifa à abà, ama azladza kà dəŋ la tetəvi uwatà la ama aw!”
MAT.7.15	“Ɗahàw haŋkəli kà azlaməna mapəh à atà gay à ahàl fida gà. Kà uwana tatsa à waŋ à slaka aŋkul la mapəhla vok aŋatà ala bokuba azla­tuwaŋ, ama la huɗ gà kà azlakəda fəta. 
MAT.7.16	Kadàsəlaw atà kà la maɗehəŋ aŋatà la vok. Tadəzl mayyay matavəruk la atàk la vok aw, ŋgaha babay tadəzl gudəv la mazləɓ la vok aw. 
MAT.7.17	Ahàf delga avày mayyay delga, ahàf mawi­siga avày mayyay mawi­siga babay. 
MAT.7.18	Ahàf delga aslala vok aŋa mayyi mawi­siga aw, ŋgaha ahàf mawi­siga aslala vok aŋa mayyi delga aw. 
MAT.7.19	Kəla ahàf uwana ayyi delga aw kà, tahərats à ahəŋ, taduwal à akàl à tsəh. 
MAT.7.20	La kità babay kà, kadàsəlaw azlaməna mapəh à atà gay à ahàl figa gà la maɗehəŋ aŋatà la abà gesina.”
MAT.7.21	“Azla­uwana, ‘Sufəl, Sufəl!’, tagoɗ à gi, la uwana tadàda à makoray aŋa Zəzagəla gesin pəra aw, ama azla­uwana taɗehəŋ tatak uwana asa à Baba gulo uwana la zagəla. 
MAT.7.22	Mok uwana mavakay aŋa seriya adà­zla­ŋalay, aŋuvaw tadàgoɗ à gi ‘Sufəl, Sufəl, la sləm aŋak la uwana məzahà gay Zəzagəla à azladza, la sləm aŋak la uwana məkuɗə̀kàh azla­ma­sasəɗok mawi­siga, la sləm aŋak la uwana məɗa­hàhà azla­na­dzipo aŋuvaw aw uwa?’ 
MAT.7.23	Kiya uwaga gədàgoɗ à atà: Tetuwa gəsəl akul aw, zàw vok la slaka gulo, akul uwana kaɗahàw tsakana!”
MAT.7.24	“Dza uwana atsəna gay uwana gəpə̀h, ŋgaha af uwaga à ahəŋ, masla kà kalkal la dza haŋkəli gà, uwana aŋal gày aŋha à təhus à afik. 
MAT.7.25	Iyaw adzəkà masuway, ahənà à mukwà à afik, afaɗ aɗə̀ɗ la ndzəɗa, ama gày akalàh à ahəŋ aw, kà uwana mata­tukway aŋha kà aga kà la təhus la afik. 
MAT.7.26	Ama kəla dza uwana atsəɓ sləm à gay uwanay gədapəhay la abanay, ŋgaha atsəna uwaga aw kà, gəga­gazləla kà la dza kusoŋu gà, uwana aŋal gày aŋha kà à wuyyaŋ à afik. 
MAT.7.27	Iyaw adzəkà masuway, ahənà à mukwà à afik, afaɗ aɗə̀ɗ la ndzəɗa, ŋgaha gày atə̀ɗ à ahəŋ gərim, matəɗ à ahəŋ aŋha kà panàhhà.”
MAT.7.28	Mok uwana Yesu adakəɗ gəl à matapla gay aŋha à azladza kà, maham à ahəŋ dza gesina kà ləv aval à atà à gay, kà tsəhay matapla aŋha uwana atapàtàla. 
MAT.7.29	Kà uwana masla kà atàpàtàla kà bokuba azlaməna mapàhla wakità seriya aŋatà ala aw, ama apə̀hàtàla kà la maslay aŋha.
MAT.8.1	Mok uwana Yesu adasa à ahəŋ la gudəŋ la afik, maham à ahəŋ dza aŋuvaw tanəfà masla. 
MAT.8.2	Kiya uwaga masla akàl zagəla anik, azà vok à slaka aŋha, akəɗèɗ à huma aŋha la magoɗay: “Məŋga, baŋa asa à ka, kaslala vok mawur gi ala.” 
MAT.8.3	Yesu abiyà ahàl ala, adəɓanì, ŋgaha agòɗ: “Asa à gi, wùr ala.” Katskats dza uwaga awur ala la akàl zagəla aŋha la abà. 
MAT.8.4	Kiya uwaga Yesu agòɗal: “Tsənàŋ lela, kapəh uwaga à dza anik aw. Ama kəla kà, hàd kadàpəhla vok aŋak à masla mav tatak à Zəzagəla, ŋgaha babay kavà tatak uwana Musa apə̀h kà masəlay aŋa azladza gesina kà kawur ala!”
MAT.8.5	Mok uwana Yesu adada à Kaper­nahum à abà, məŋga aŋa azla­slodzi dzim aŋa azla Rom la abà, azà vok à slaka aŋha la magoɗay: 
MAT.8.6	“Məŋga, magamza gulo la slaka mahən à ahəŋ la mtəga, masla maməts à afik gà saŋŋà, ŋgaha as ŋgərpa məŋga məŋga.” 
MAT.8.7	Yesu agòɗal: “Gəda à awtày, gədà­wu­rəŋ ala.” 
MAT.8.8	Ama məŋga aŋa azla­slodzi uwaga awulàlla, agòɗ: “Məŋga, gəsla kà kak aŋa mad à gày gulo aw. Ama pə̀h gay tekula la tsəh ala pəra kà, magamza gulo adàwur ala. 
MAT.8.9	Gi bay kà, azlaməŋga la ahəŋ lakəl gulo, ŋgaha gi babay, gi lakəl aŋa azla­slodzi anik suwaŋ. Gəslala vok aŋa magoɗay à tekula aŋatà: ‘Hàd kà’, aday. Gəgoɗ à anik aya: ‘Sà à waŋ kà’, atsa à waŋ; ŋgaha gəgoɗ à magamza: ‘Ɗahà uwanay kà’, aɗehəŋ.” 
MAT.8.10	Mok uwana Yesu atsə̀n gay uwaga, akə̀sal à gəl kaykay, ŋgaha agòɗ à azla­uwana tanəfay la tsəh: “Haɗay la dziriga gəgoɗ à akul kà: Didi gədanəŋ madiŋal gəl à vok uwanay la tataka azla Isərayel la abà aw. 
MAT.8.11	Gəpəh à akul la dziriga kà, azladza aŋuvaw tadàsa à waŋ la mas à afik afats la matəɗ à ahəŋ afats, ŋgaha tadàdzah madzay la tatak may lakəl la azla Abəraham, Isak, Yakuba la makoray Zəzagəla. 
MAT.8.12	Ama azla­uwana naka tagay azlaaŋa makoray uwaga kà tadàuts atà à mələs à abà la uda, la abatà kà mapaɗ sliɗ la matuway adàgay la ahəŋ aŋa koksi­koksi.” 
MAT.8.13	Kiya uwaga Yesu agòɗ à məŋga aŋa azla­slodzi: “Dà aŋak à mtəga, uwana kanav la madiŋal gəl à vok adàpaka à ka vok!” Ŋgaha magamza aŋa məŋga aŋa azla­slodzi awùr ala la kaslà uwana: ‘Dà aŋak’, Yesu agòɗal.
MAT.8.14	La abatà Yesu ahàd à mtəga Səmon Piyer. Aɓə̀z à məŋay aŋa Piyer à gəl, la slaka mahən à ahəŋ, akàl la vok. 
MAT.8.15	Yesu adəɓanì la ahàl, ŋgaha akàl vok asàl à vok ala; asà à afik, adzəkà mazlak à atà.
MAT.8.16	Mok uwana mokokhu adasa à waŋ tasàhla azlaməna zagəla zagəla aŋuvaw à Yesu à waŋ. La gay aŋha uwana apàh, Yesu akuɗə̀kàh azla­zagəla zagəla gesina, ŋgaha la mawar azlaməna ɗuvats anik anik gesina ala. 
MAT.8.17	Aɗahàŋ kà aŋa magəɗ gay uwana à afik, masla mapəhal gay à ahàl Yesayya agoɗ:
MAT.8.17	ˈMasla azəɓ maru vok à ahəŋ gami la ɗuvats gami gesina à gəl aŋha.ˈ
MAT.8.18	Uwana Yesu anəŋàŋ kà maham à ahəŋ dza ada­hamal à adi, agòɗ à azlaməna matapla la slaka aŋha kà: “Məhàd à gay dərəv à uda anik.” 
MAT.8.19	Masla mapahla mapəhay ala anik, azà vok à slaka aŋha, agòɗal: “Məŋga, à kəla slaka uwana kadàday kà, gədànəf ka.” 
MAT.8.20	Yesu awulàlla: “Azla­ma­yaka kà, afək aŋatà la ahəŋ, azla­ɗiyaŋ babay gày aŋatà la ahəŋ, ama Kona aŋa dza kà, bà slaka mahən gəl à ahəŋ aŋha la ahəŋ kà maduw ləv aw.” 
MAT.8.21	Dza anik la tataka azlaməna matapla aŋha la abà, agòɗal aya: “Məŋga, và à gi tetəvi kà gi aŋa mal baba gulo dadàŋ.” 
MAT.8.22	Ama Yesu agòɗal: “Nəfà à gi, ŋgaha sàk azla­ma­zim­nekiɗ talàh vok aŋatà.”
MAT.8.23	Yesu ahàd à kəslah iyaw à afik, azlaməna matapla la slaka aŋha tanə̀fàh. 
MAT.8.24	Katskats, magol kular məŋga atsìzlla ala la gəl dərəv tsəràh à uwana magan­tsay aŋa iyaw azà kəslah ala. Ama Yesu kà, adatə̀ɗ à madzehal à abà la godega kəslah iyaw. 
MAT.8.25	Azlaməna matapla la slaka aŋha tazà à vok à slaka aŋha, tatsənàŋ ala la magoɗal: “Sufəl, tə̀fà anu, maslà la uwaga məməts à gay!” 
MAT.8.26	Yesu awùlla à atà ala: “Kà mana guba azà akul ma? Madiŋal gel à vok aŋkul kà matsi­hila gà.” Ŋgaha atsìzlla ala, aslə̀l məl à kular à gəl, ŋgaha tsiriya, iyaw atsà à ahəŋ titi. 
MAT.8.27	Ləv avàlàh atà à gay gesina aŋatà, ŋgaha tagòɗ: “Tsəhay dza mana à uwanay à amiyaka kular la iyaw lakəl babay kà atsəna gay aŋha la?”
MAT.8.28	Mok uwana Yesu adabez à gay dərəv à uda anik, la kutso aŋa azla Gada­re­niya la abà kà, azladza səla tasà à waŋ kà maga­gamay la masla, azladza uwatà kà tasà à lag kà la zəvay la aku, atà la azla­ma­sasəɗok zagəla zagəla lakəl, azla­mak­sa­fər, bà dza bay kà aslala vok aŋa maguw à awtày la tetəvi uwatà aw. 
MAT.8.29	Tadzəka mawiyay: “Kona aŋa Zəzagəla, ma kawoyaŋ la slaka gami ma? Kasà à abanay kà mazàh anu ala, tsa kaslà adàslay dadàŋ aw takay?” 
MAT.8.30	Maham à ahəŋ namzi la ahəŋ la abatà la gay anik, tayàh huɗ aŋatà à gay. 
MAT.8.31	Azla­ma­sasəɗok mawi­siga tadəv kuɗa à Yesu la kiya uwanay, tagòɗal: “Baŋa asa à ka makuɗək anu kà, slə̀l anu à azla­namzi à awtày à gəl zla!” 
MAT.8.32	“Dàw!”, Yesu agòɗ à atà. Kiya uwaga tasà à azladza səla uwaga lakəl ala, ŋgaha tahàd à azla­namzi uwatà à gəl. Katskats maham à ahəŋ namzi ahòy à ahəŋ la madəguruh la afik, tatsàh gəl à iyaw à abà, tasùfàh à abà. 
MAT.8.33	Azlaməna manəŋla azla­namzi tahòy aŋatà à huɗ gudəŋ à abà, ŋgaha tadzəkà mapàh à azladza à gay aŋa tatak uwaga apakà vok gesina, lakəl aŋa azladza səla uwaga la masasəɗok mawi­siga. 
MAT.8.34	Kiya uwaga azlaməna gudəŋ uwatà gesina tasà à uda kà mad à slaka Yesu. Mok uwana tanəŋàŋ kà, tadəval kuɗa kà maz à vok la kutso aŋatà la abà.
MAT.9.1	La lig aŋa uwaga la ahəŋ kà, Yesu ahàd à kəslah iyaw à afik, aguwà à uda la dərəv la abà, ŋgaha ahàd à huɗ gudəŋ aŋha à abà. 
MAT.9.2	La abatà tasàlla à waŋ dza makalàh à vəɗah gà la kəslah. Mok uwana Yesu anəŋà madiŋal gəl à vok aŋatà, agòɗ à dza makalàh à vəɗah gà uwaga: “Wàɗ vok à uda bəzi gulo! Tsakana aŋak ada­ma­tsila!” 
MAT.9.3	Kiya uwana azlaməna mapàhla wakità seriya ala taŋoŋuz la tataka aŋatà la abà, tagòɗ: “Dza uwanay kà, apə̀h mawi­siga lakəl aŋa Zəzagəla, ndzer.” 
MAT.9.4	Yesu asə̀l madzugway aŋatà, ŋgaha agòɗ à atà: “Kà mana akul la madzugway mawi­siga kiya uwanay ma? 
MAT.9.5	Tak ma ŋuləm magoɗay: Tsakana aŋak ada­ma­tsila, awma: Sà à afik, hàd aŋak takay?! 
MAT.9.6	Ama asa à gi kasəlaw, kà Kona aŋa dza la maslay la gudəŋ uwanay la vok kà mamats tsakana aŋa azladza ala.” Kiya uwaga agòɗ à dza makalàh à vəɗah gà uwaga: “Sà à afik, zə̀ɓ kəslah aŋak, kadà aŋak à mtəga!” 
MAT.9.7	Zil uwaga asà à afik ahàd aŋha à mtəga. 
MAT.9.8	Mok uwana maham à ahəŋ dza adanəŋ uwaga kà, ləv avàl atà à gay kaykay, ŋgaha tazləɓà Zəzagəla kà ndzəɗa uwaga avà à azladza.
MAT.9.9	Yesu atsìzlla ala la abatà, mok uwana aday kərkər kà anəŋà dza anik uwana sləm aŋha Mata la gày mazəɓ hadama la aku, agòɗal: “Nəfà à gi!”. Mata asà à afik anəfà masla.
MAT.9.10	Mok uwana Yesu adadza à tatak may à adi la mtəga Mata la azlaməna matapla la slaka aŋha kà, azlaməna mazəɓ hadama, la azladza uwana tetəvi aŋatà delga aw, la azlaməna tsakana tasà à waŋ, tadzàh à tatak may à gəl atà nna. 
MAT.9.11	Uwana azla Farisəya tanə̀ŋ uwaga, tagòɗ à azlaməna matapla la slaka aŋha: “Kà mana məŋga aŋkul azuw tatak may la azlaməna mazəɓ hadama la azladza uwana tetəvi aŋatà kà delga aw ma?” 
MAT.9.12	Uwana Yesu atsənà uwaga kà, agòɗ à atà: “Azladza uwana ɗuvats az atà aw kà, tayàh dokwtar aw, say azlaməna ɗuvats la uwana tayahay pəra. 
MAT.9.13	Dàw, kata­pawla uwana matse­tseray gà la wakità la abà:
MAT.9.13	ˈGəwoyaŋ kà dziriga, awkà makaɗ à gi tatak awˈ
MAT.9.13	kà uwana gəsà à waŋ kà mayahay kà azladza uwana: ‘Anu azla­dzi­riga’ tagoɗ aw, ama azla­uwana: ‘Anu azlaməna tsakana’, tagoɗ.”
MAT.9.14	Azlaməna matapla la slaka Yuhana masla maɗàh batem tazà à vok à slaka Yesu, ŋgaha tagòɗal: “Kà mana anu la azla Farisəya kà məkàsàh nəlay, tsa azlaməna matapla la slaka aŋak kà takasàh nəlay aw ma?” 
MAT.9.15	Yesu awùlla atà ala: “Kadzugwaw ma azladza uwana tazàla atà à mazəɓ vok à abà, takəs nəlay, la kaslà uwana masla mazəɓ mis la tataka aŋatà la abà takay? Awaŋ! Ama kaslà adàsa à waŋ à uwana masla mazəɓ mis adàgay la tataka aŋatà la abà aya aw kà, la mok uwaga la uwana tadàkəs nəlay suwaŋ.”
MAT.9.16	“Dza aslala vok aŋa matsap à lukut mavi­yaga à lukut mawga à vok aw, kà uwana lukut mawga uwaga adàkwoh mavi­yaga uwaga à tsəh kaykay aya. 
MAT.9.17	Ŋgaha babay kà, taɗaw iyaw matavəruk mawga à kiwa iyaw mavi­yaga à agu aw, kà uwana iyaw matavəruk mawga adàsləh kiwa iyaw mavi­yaga ala, say taɗaw iyaw matavəruk mawga kà à kiwa iyaw mawga à agu suwaŋ, ŋgaha kiwa iyaw aŋa makəs iyaw matavəruk uwaga lela.”
MAT.9.18	Mok uwana Yesu apə̀h à atà gay uwaga, məŋga anik la tataka azla Yahu­diya la abà asà à wan, akədèɗ à Yesu à huma la magoɗal: “Dugu gulo adamətsay bà lagonay, sà à waŋ, ɓə̀kal ahàl aŋak à vok, ŋgaha adàdza à ahəŋ la sifa aya!” 
MAT.9.19	Yesu asà à afik tanəfà atà la azlaməna matapla la slaka aŋha.
MAT.9.20	Mis anik la ahəŋ aŋiz akə̀lal à tsəh ala, dagay mavay kulo gel aŋha səla, agoɓà à awtày la lig aŋa Yesu adəɓanì gay lukut aŋha. 
MAT.9.21	Kà uwana agòɗ la gəl aŋha kà: ‘Baŋa gədəbani bà gay lukut aŋha pəra kà, gədàwur ala.’ 
MAT.9.22	Yesu agolà vok anə̀ŋal à adi, agòɗal: “Wàɗ vok à uda dugu gulo, kà uwana madiŋal gəl à vok aŋak awùr ka ala”, bà la kaslà uwatà, mis uwaga awùr ala.
