MAT.1.1	Hehakaho Jesu Keriso oni amuhija vejajina. Jesuho Teviti 'ee Eparahami puni amuja.
MAT.6.9+MAT.6.10+MAT.6.11+MAT.6.12+MAT.6.13	'Enakúne siporua ika'ina 'o'avara. Amo akúpi 'ahi hino ese. Oni iha niho'o nimaa nimai'omo A veje nú Oni iha ta'aroraha. A roa nú 'ajohua hina. 'Ene oni ura ijara akúpa 'ahi venuja'ina'e mwe'a 'u'o ija'ina'e venama. 'Iruma iviasi areri ihuniji vajúha. Ea nú sise'i 'ahúu'e nú vwihana 'arevuja'ina'e nú 'u'o A sise'i 'ahaukúne A vwihana 'arema. Nú niho'o sisea vwihanare'e oja 'urinukúne A 'ajohue ni'ajúhe nú sisea paveja. A 'ajohu'ina. A ajira rukina. Oni iha ni'ima'ura. A majama ija'ina. Amo ese. Nijina.
MAT.6.14	Ijihuna'e ja ea 'ahopuni sisea vwihana are'avajaho joni Oma ka'ene akúpa 'ahi hinujara jona 'u'o vwihana arehuna. 
MAT.6.15	'Enakaivo ja ea 'ahopuni sisea pavwihana are'avajaho joni Omiji 'u'o joni sisea pavwihania arehuna.
MAT.6.16	'Enakúne jara 'aura are'avajaho era ki'avarono ura nia paajurasahe o'avara. Areri ea ka'ene ira'asinijipo vejuja'ina'e pave'avara. 'Eju'ukame eaka mapokijipo kima henareje pu 'aura arevara ro'avarono avajura. Na niho'o nimai ja 'waravu. Pu puni eha niapejara. 
MAT.6.17	'Enakúne ja 'aura are'avajaho joni ura nia some tuvaria pijahe matausahe o'avara. 
MAT.6.18	'Ejakame jara 'aura ka'ene arevajaho ea hena ki'avara. 'Ejakame joni Amo ka'ene uneunecha mapoka hemi kimujara eha samai vajihuna.
MAT.6.19	'Ene uneunecha ka'ene mamaijija ikaho mwe'a paahuma irechama hi'avara. Ijihuni maijaho soapo ine 'ee kapurapo 'uhusame 'ee ea ka'ene nesa apeji'inijipo nesi tirasame aruma va'e nesi 'ekahuna. 
MAT.6.20	'Enakúne joni uneunecha maa kajija kahino akúpa 'ahi ahume irechava na'avara. 'Ejakame soa 'ee kapura pa'uhusame 'ee ea nesa pa'ekahuna. 
MAT.6.21	'Ejakame joni uneunecha mamaa kajipo ruha ka'ene navu kajino joni oja 'u'o ijí nahuna.
MAT.6.22	'Enakaivo joni niijaho areri joni hahaka mapoka kajihi hananii'ina. 'Ena'omo joni nia kajara marana paranujaho joni hahaka mapokijaho hanana paranu. 
MAT.6.23	'Enakaivo joni nia sisera'amajaho joni hahaka mapokijija niho'o nutuma namu. 'Ejakame ijí hanaji'ina ka'ene joni vaji namujara nutu'amajaho niho'o ni'ima'ura nutuhuna.
MAT.6.24	Ea kwinu'wi huni mama'ina no'ohe'i rehuna niho'o areri pana. Hu ea pina oja ma'i kaivo ea pina sise'i 'ahahuna. 'Ene ea pina niho'o ura rena para'i kaivo ea pina ka'amajaho sema parahuna. Godi oja mahe 'ee monia oja 'u'o ahuma mahuna areria pana. 
MAT.6.25	Ijihuna'e Na ja 'waravukúne jara ichá'ina ka'ene hihunijaho pavwiha'avara. Ja ika'ina pavwiha'avara nú 'iruma 'ee toa iraki i'eja pa'wa'avara. 'Enakaivo nú 'iruma 'ee toa iraki i'eja pavwiha'avara. 'Ú 'irumijara ni'ina kaivo hiijaho pana raka? 'Ee atehijipo ni'ina kaivo hahijaho pana raka? 
MAT.6.26	'Enakúne ikaho vwihaha. Uka ka'ene jaijasaha oju kivujija pu niho'o puni 'ina pa'one 'ee puni 'iruma pa'eke rira kwino ahuma irechavura kaivo joni Oma ka'ene kahi akúpa 'ahi hinujara 'iruma vajihu. 'Enakaivo ja Godoni una'ijaho uka niho'o asitaha parajara. 
MAT.6.27	A ea irara hine vwihananavi'i temuka ape'amajaho 'ú ijí temuka kajara veje oni hia vea pina kú'o huri ranave hiva'ena? 
MAT.6.28	Ja rakijihuna'e ateharu vwihajo? Ike vwihaha! Sinara ka'ene nechi 'urijajija ma opuipo 'urijura kaivo pu opu'ina paharura vene 'ee opu'ina majikaria pamarasahura. 
MAT.6.29	'Enakaivo na nimaa nimaa ja 'waravu. Saramani oni pinana ichutoi namajaho huni haha sarira 'enana kaivo ijí hura sarira ka'ene 'enajaho areri sinara puni nia vaja'e kimujaho paasimana. 
MAT.6.30	Ike sinarakija iviasi rena navu. 'Ena'omo niari uhakivi'i 'ekareje veni jae rehuna. Sinara ka'ene nia vaja ija'ina kivujija Godira veju'e niija'ina rejura. 'Enakaivo Godira veju'e sinara marasahu kaja'ina'e 'ú Hu areri jona ija'ina pave'ena? Ea ka'ene joni nimairoa ma'u'umai kihije? 
MAT.6.31	'Enakúne ja hine ichá'ina'e hihuni 'unamiji saravujaho are'avara. Nú iraki i'eja? 'Ee toa iraki i'eja? 'Ene ateha iraki samo'eja? 'Ene atehaka apúsahunijaho ichihi rena rohunijaho pavwiha'avara. 
MAT.6.32	Ike uneunecha kijahija Jenitaruepo vwihana vejura. 'Enakaivo joni Oma ka'ene kahi akúpa 'ahi hinujara uneunechaka mapoka ka'ene ja pivusahujija nihe paranuna. 
MAT.6.33	'Enakaivo ja maraku'a Huni ara 'unamiji 'ee Huni 'unama ka'ene ariramaiji saravakame iji'a uneunecha ka'ene mwe'akaki jara pivusahujaho Hura vajihuna. 
MAT.6.34	Niari raka ka'ene rehunijaho pavwiha'avara. Ijihuni maijaho niara huni ahijijaho niarahuna. Vea kwinu kwinu puni ahija 'oi'oi navu.
MAT.7.1	Ja niho'o ea 'aho'a panamahakame pu ja 'u'o panamahuna. 
MAT.7.2	Ijihuna'e Godira 'unama ka'ene jara ea 'aho'a namahu kaja'ina'e Godi ja 'u'o ija'ina'e namahuna. 'Eje jara ichá'ina ka'ene ea vaji'avajaho ija'ina'e Godi ja vajihuna. 
MAT.7.3	A rakijihuna'e vweu puni nia vaji taura ka'ene namujaho kama 'wara'i kaivo oni nia vaji natohwaka namujaho marako pakama amairio? 
MAT.7.4	A raka vene oni nia titi taura ka'ene namu kaha'ajaho papi'ona'i kaivo napuru puni nia vaji taura ka'ene namujaho kama 'waramo? 
MAT.7.5	'Enakúne ira'asinakere maraku'a oni nia vaji taura ka'ene namu kaha'ajaho pi'ona'i kaivo iji'a napuru puni nia titi taura kajaho ape pi'ona'amana. 
MAT.7.6	'Ene ja uneunecha ka'ene ariramaijija 'ua pavaji'avara. Ijihuni maijaho pu ta'arohareje mwatumi'ejakúne pavaji'avara. 'Ene joni uneunecha mamaijijahija maha pavaji'avara. Ijihuni maijaho pu ma'eka tauti'ejakúne pavaji'avara.
MAT.7.7	'Enakúne ja Godoni siporua 'one jarima apena va'akame Hu ja vajihuna. 'Ene ja sarama apena va'avajaho ja kihuna. 'Ene ja vwicha 'ana'anaa apena va'avajaho Hu tirasahuna. 
MAT.7.8	'Ene ea irara siporua 'one jarima apene va'amajaho hu ijihuni mai 'ekahuna. 'Eje ea irara 'unama kaji sarama apene va'amajaho hu piunahuna. 'Eje ea irara vwicha kaji 'ana'anaa apena va'amajaho vwicha tatiranamahuna. 
MAT.7.9	Ea irara harihuni puretia'e 'wara'ipisa hu muni maha'e? 
MAT.7.10	'Ene hu kija jarira'ipisa hu tapari maha'e? 
MAT.7.11	'Enakaivo ja ea siseakija joni harihija uneunecha mamairu vajihura'e re'avajaho 'ú joni Oma ka'ene akúpi 'ahi hinuji jari'avajaho Hu uneunecha mamairu pavajihuna raka? 
MAT.7.12	'Ene ja ura ea 'ahopo jona vena'avarono ura renauja'ina'e ja ura rena'eje ea 'ahopuna vena'avara. Ikehuni maijaho varapa tamana 'ee poropetiepo najuhara.
MAT.7.13	'Enakúne vwicha ka'ene ira mwahatitijino vaha. Ijihuni maijaho vwicha ka'ene natohwijaho 'unama ni'ima'ura ka'ene veni va'ujina. 'Eju'e ea mapoka'e ijihuna kajino va'ura. 
MAT.7.14	'Enakaivo vwicha ma'u'ua kajaho 'unama ka'ene majama hihunijina 'ee kikisima'ura'omo ea kwinu kwino piunavura.
MAT.7.15	'Enakúne poropetia ira'ata najahi'inijija hami ki'avara. Pu joni roujaho sipia puni atehi same rohuna. 'Enakaivo puni vajijaho niho'o 'ua ne'a sa'ina. 
MAT.7.16	'Ena'omo puni 'inijino samai kihuna. 'Ú ea 'wija ajina 'ahi 'ekure? 'Ene ea mitota vaji matakina nitehure? 
MAT.7.17	'Enajihuna'e icha ka'ene maijija 'ina maa rejura. 'Eju'e icha ka'ene siseijija 'ina sisea rejura. 
MAT.7.18	'Eju'e icha ka'ene maijija 'ina sisea pareju'e icha ka'ene siseijija 'ina maa parejura. 
MAT.7.19	'Ene icha ka'ene 'ina maa parejujija 'uma veni jaura. 
MAT.7.20	'Ene puni 'inijino samai kihuna.
MAT.7.21	'Enakaivo ea mapoka ka'ene Na Natohwe Natohweru 'wivujija Godoni ara pavahuna kaivo ea ka'ene Nuni Oma ka'ene akúpa 'ahi hinujara raka ka'ene Hu ura renujiru ve'avajipo vahuna. 
MAT.7.22	'Ena'omo ijihuni vea kajara ro'eja'e iji'a ea mapoka Na ika'ina 'warihuna Natohwe Natohwe 'ú nú Oni ihi vu'a 'waravure? 'Ene Oni ihi 'urahi'i 'avena sisea ajima'inijija siomahure? 'Ene uneunecha mapoka ea areri pavehuna nú vejure? 'wihuna. 
MAT.7.23	'Ejakame Na ika'ina samamai pu 'warahuna Na niho'o ja pakivurakúne usema va'aha ea sisea veji'inakije!
MAT.7.24	'Ena'omo ea irara ike Nuni vu'ake hene ve'amajaho hu areri ea ka'ene vwiha mamai vwihaji'inijara ara'e muna 'ahi vena hinuja'ina. 
MAT.7.25	'Ena'omo nehi pine sai hirame 'ee puri hiramujaho ara kajaho ninavume patira'usahuna. Ijihuni maijaho ara kajaho muna 'ahi vejajihuna'e patira'usunahana. 
MAT.7.26	'Enakaivo ea irara Nuni vu'a henareje pave'amajaho hu areri ea ka'ene hami pavwihaji'ina ka'ene huni ara ajara 'ahi venaja'ina. 
MAT.7.27	'Enajihuna'e neha pine sai hirame puuri 'e'une ara kajaho 'anaume 'onajaho maijihi niho'o ani'ina tira'usunaha 'onana 'iamana.
MAT.7.28	Ijí vu'a kaji Jesura 'warame pa'arejume ea mapoka mapoka ijí Hura najaha kaji hejajaho oja hwa'usunahara. 
MAT.7.29	Ijihuni maijaho Hu niho'o haruriji'i pu najahana areri Sikuraipiepo najahuja'ina pana.
MAT.8.1	'Enarena Hu kahi huri'i rena roe ari'eme ea niho'o mapoka mapoka Hu 'arariha va'ara. 
MAT.8.2	'E'eme ea pina reporosia rukini roe Huni una'i nitupari same ijá 'wama Natohwe A ura rena'amajaho venie na maraniama 'wamana. 
MAT.8.3	'Ejume Hu ija ea ka'ene reporosia rukina kajihuni haha 'ahi ija rana'i kaivo ijá 'wama Na ura reniuna'omo maranahuna 'wavume reporosia kajaho ni'aha kwino pa'arenana. 
MAT.8.4	'Enakaivo va'e oni haha Pirisiti nahe 'ee Mosisira nitama najaha ja'ina'e swasa veje ea mapoka oni reporosia pa'arenajaho hena ka'avara 'wamana.
MAT.8.5	'E'ikaivo Hu va'e Kapeniami 'e'u'eme sorutia puni namiki kajara roe Hua piuname ni'aja'amarono 'waramana. 
MAT.8.6	'Ene hu ijá 'wama Natohwe nuni pwea pina atami ni'ima'uri 'unavu'e niho'o areri pavarime 'ee haha natohwa hi'eju'e namu 'wamana. 
MAT.8.7	'Ejume Jesura ijá wama Nara vu'areje veje marahuna 'wamana. 
MAT.8.8	'Ejume sorutia namikia kajara eha vena ijá 'wama Natohwe na ea sisea ijihuna'e Ara nuni sei vuhunijaho niho'o areri panakúne ma iri 'wara'eje nuni pwea kajaho maranama. 
MAT.8.9	Na sorutia kaivo na ea ka'ene na 'ajohi'ini jihipuni harina. 'Ene na 'u'o sorutia puni natohwa'omo nara ea pina va'a 'wavujaho hu va'una. 'Ene vukú'o ea pina roa 'wavujaho hu rouna. 'Ene na nuni pwea'e a ike vena 'wavujaho hu venuna 'wamana. 
MAT.8.10	'Ejume Jesuho ijí henarena teama'eme ea ka'ene Hua 'arariha va'ajija ijá 'iama Na nimaa nimaa ja 'waravu. Ike Isureri opuni vajakino ei pini ija'ina nimaa rohuna niho'o areri pa'ana kavu 'iamana. 
MAT.8.11	Ikaho vwiha'avara. Ea niho'o mapoka mapoka vea'e ajimuja'i rena roe 'ee vea va'onuja'i rena roavajipo Godoni ara ka'ene Eparahami ho Aisiki ho 'ee Jekapi ho ijano ruha ka'ene hijujaho pu pu'úmo ahuma hihuna. 
MAT.8.12	'Enakaivo ea iki mwe'i hi'avajija samai ato'aruma'e nutuvi'inijino va'e niramarume upaja ja'i'uji'i nahuna 'iamana. 
MAT.8.13	'Ejume Jesura sorutia puni namikia kaji ijá 'wama Raka ka'ene a nimai ronujara veje oni pwea mara'enakúne va'a 'wamana. 'Ejume ijí huni pwea ni'aha kwinu sonanana.
MAT.8.14	'E'eme Jesuho Pita oni sei vai'i kavume Pita oni jura paranahijaho atama ni'ima'uri 'uname haha ohoa re'eme namana. 
MAT.8.15	'Ejume Hura iji 'unama apene 'urijume ni'aha kwinu huni atama ka'ene haha ohoa kajaho pa'arejume hu 'urine mataume 'iruma amairia vajihume ijara. 
MAT.8.16	'E'eme ijihuni nusireijino ea ka'ene 'avena siseapo ajima'inijija aherame 'eka Jesuni roume Hura 'avena sisea kajija 'waravi'i sioma ato'arumana. 'Ene ea ka'ene atama 'uniravi'inijija venaume puni atama pa'arenaana. 
MAT.8.17	Nitama Godira poropetia Aisea oni vaji 'waramajaho nimaa nimaa renu.
MAT.8.17	Hura núni atama ani ani'ina 'ee haha hiana 'ekana 'úmana.
MAT.8.18	'Enarena Jesura eaka mapoka ka'ene Huni rori hija kaji kimarena Hu toa ropuna'i va'iro 'waramana. 
MAT.8.19	'Ejume Sikuraipi pini ijá 'wama Najuhu'ine na A hu'úmo A ichihichihi va'amajaho na vuhuna 'wamana. 
MAT.8.20	'Ejume Jesura ijá 'wama Achimina mwe'i vaji ahejura 'ene uka nesa rukina kaivo Ema Puni Harihijara ruha ka'ene Huni húmata ranave siheria vehuna pa'ana 'wamana. 
MAT.8.21	'Ejume Huni tisaiporu pini ijá 'wama Natohwe ijinakúne asinamie na marako va'e nuni oma apene kwananavuma 'wamana. 
MAT.8.22	'Enakaivo Jesura ijá 'wama Na 'ararihia ro'i kaivo ea ka'ene kwavi'ina kajaho maka'eje opu apena va'e ranava 'wamana.
MAT.8.23	'E'ikaivo Hu va'e sisima vaji ajivume Huni tisaiporu pu pu'úmo va'ara. 
MAT.8.24	'E'eme soha kajaho niho'o ajira amenarena sisima kajaho sisera'i venana kaivo Jesuho nenana. 
MAT.8.25	'Ejumakamarena Huni tisaiporuepo 'urina va'e sai'i ijá 'wava 'Urina! Núni Natohwe nú kwamasa'i vejukúne 'wavara. 
MAT.8.26	'Ejume Hu ijá 'iama Nimairoa ma'u'u maikije ja rakijihuna'e juvo? 'i'i kaivo iji'a 'urina 'waravume puura ka'ene hirame 'ee soha ka'ene amenajaho maho'o pa'arenana. 
MAT.8.27	'Ejumakame pu oja hwa'usunaha'eme ijá 'wava Hu ea iraka sa'ina'omo Hu 'waravume puura 'ee soha Huni ira hejare? 'wavara.
MAT.8.28	'E'ejume sisima kajaho roe toa ropuna'i Katarini roi'i kivume ea no'ohe'i 'avena sisei ajimaukame pu va'e euchi hinone pu niho'o ajisima'ora 'ee ani ani vejukame ea 'unama kajihuna kajaho paojura'omo Hu va'e ijihi piunimana. 
MAT.8.29	'Ejume ea kajipo ajira emaavaji'i ijá 'wava Godoni Harihe A raka nú vetú'ena? Vea ka'ene Ara núa ruruhunijaho mai'o paro'eme A nú ruru'irono roane? 'wavara. 
MAT.8.30	'Enakaivo ijiha kajakaru maha mapoka namijara. 
MAT.8.31	'Ejumakame 'avena sisea kajipo Jesu jarime ijá 'wava A ura nú sioma ato'arumuhuna'e re'amajaho ato'arumu'e nú va'e maha kahehi ajima 'wavara. 
MAT.8.32	'Ejume Jesura ijá 'iama Va'ajiha 'iavume pu ni'aha kwinu ariha va'e mahaka mapoka kajija ajimaume pu ni'aha kwinu va'e rarahi arihe toi imwasamiara. 
MAT.8.33	'Ejumakame ea ka'ene ijí maha kaji 'ajohi'inijipo ninukujaha va'e ari useme ijí maha kajihipuni vu'a 'warame 'ee ea ka'ene no'ohe'i 'avena sisei ajima'ini jihipuni vu'a 'u'o 'waravara. 
MAT.8.34	'Ejumakame eaka mapoka ka'ene ara kaji'urijipo ni'aha kwinu niana roe ijí Jesuho kamareja 'ejahae ijí puni kwaa kajaho are'i kaivo 'urine ani va'amarono 'waravara.
MAT.9.1	'Ejumakame Jesuho va'e sisima vaji ajime va'e toa one kara'i Huni ari va'ana. 
MAT.9.2	'E'ejume ea 'ahopo ea pina atami 'unamarena huni 'ata niho'o ajuaranana'omo pu huni suhiji'i apene Jesuni roume Hu kimajaho pu niho'o nimaa nimaa rojuma kimarena Hu ijí ea kajaho ijá 'wama Nuni harihe oja pahiana'amana. Oni sisea nipa'arenukúne 'wamana. 
MAT.9.3	'Ejumakame Sikuraipiepo ijí 'wamapene oji'i ijá 'wava Hu hine Godi mataha 'waramu 'wavara. 
MAT.9.4	'Ejume pu raka ka'ene vwihaja kaji Jesura kimarena Hu pu ijá 'iama Ja raka vene hine 'unama sisea ani ani vwihajo? 
MAT.9.5	'Ú 'unama ichá'inijara samaumaa'e a oni sisea niparanu 'wa'eju ho a 'urine namina va'a 'wa'ejo? 
MAT.9.6	'Enakaivo jara ijí hena ka'avarono ijihuna'e Ema Puni Harihijara iki mwe'i roe sisea vwihana arehuni haruriji'i roana 'i'i kaivo ea ka'ene 'ata ajuaraji'ina kajaho ijá 'wama 'Úrine oni suha apene ari va'a 'wamana. 
MAT.9.7	'Ejume hu 'urine huni sei va'ana. 
MAT.9.8	'Ejumakame ea mapoka ijí Godoni harura kaji kamareja Godi ta'arohara. Ijihuni maijaho Godira harura kajaho emaa vajihana.
MAT.9.9	'E'eme Jesuho ijí ara kaji rene va'i kavume ea pina ka'ene huni iha Matiuna 'wavujaho takisia apejuri seijino hinana. 'Ejume Hu ijá 'wama Na 'ararihie roa 'wamana. 'Ejume hu 'urina 'arariahae Hu hu'úmo va'ana. 
MAT.9.10	'Enarena Jesuho Huni tisaiporu pu'úmo sei vaji hi'eme ea mapoka ka'ene takisia apeji'ina 'ee ea ka'ene sisea veji'inijija roe pu pu'úmo ahuma 'iruma ijara. 
MAT.9.11	'E'eme Parasiepo kamareja pu Huni tisaiporu aporame ika 'iava Irakijihuna'e joni Najahi'inakaho ea ka'ene takisia apeji'inijija 'ee ea ka'ene sisea veji'inijihi pu'úmo 'iruma iji'i hino? 'iavara. 
MAT.9.12	'Ejume Hu ijí henarena ijá 'iama Ea ka'ene atama pa'uniravi'inijija juketa pasaravura. 'Enakaivo ea ka'ene atama 'uniravi'inijipo pupusu saravura. 
MAT.9.13	Ja ma va'ajimareje Godoni ira vaji ika'inaka 'waramaji sama ka'avara. Na emaapo temukivu kaivo Na swasa vehuna senimu. Ijihuni maijaho Na ea mamaa'e 'eka'i rohuna pana kaivo ea sisea punijihuna'e Na routa 'iamana.
MAT.9.14	'E'ejume Joni oni tisaiporu Jesuni roe ijá 'wava Irakijihuna'e núa 'ee Parasia 'aura arevu kaivo Oni tisaiporu 'aura paarevo? 'wavara. 
MAT.9.15	'Ejume Hu ijá 'iama 'Ú ei pini napasi ne'i 'aha'eje hu ehwa pu'úmo hi'ipisa ijihuna'e chora hija raka? Niho'o pana. 'Enakaivo ea ka'ene ijí napasi nena kaji apena va'e hu kú'o pu pu'úmo pahija kamareje iji'a pu 'aura arehuna. 
MAT.9.16	'Ene ea 'aho'a ateha sahasapo napavujaho pu ateha maiu'ina puni pwina pa'eke suhura. Ijihuni maijaho ijí suhakavi'i ijí ni'ajahe ni'ima'ura napa'amarono pasuhura. 
MAT.9.17	'Ene vukú'o 'wainia maiu'ina hanuha sisa sahasa vaji veri'avajaho hanuha sisa sahasa kajaho napama arihuna. 'Eje hanuha sisa sahasa kaji 'u'o siserahuna. 'Enakaivo hanuha sisa maiu'ina vaji 'wainia maiu'ina veri'amajaho marahuna 'iamana.
MAT.9.18	'E'eme Jua puni 'ajohi'ina natohwijaho roarene Huni una'i nitupari savi'i ijá 'wama Nuni 'apaja iviamajai kwamanakúne roe Oni ija huni haha 'ahi ranave 'urinama 'wamana. 
MAT.9.19	'Ejume Jesuho 'urine hu hu'úmo va'ume Huni tisaiporu 'u'o pu pu'úmo va'ara. 
MAT.9.20	'E'eme napara pina 'aa vuravi'ina juara iropu ropu no'ohe'i pa'arenana'omo Jesuho vai'i paka'eme hu túna'i rou va'o ija joranajaho va'e Huni ateha uri vwemana. 
MAT.9.21	Ijihuni maijaho hu huhusu ijá rona Na Huni ateha ura kaji vwe'ujaho na marani'ena ronarena ijihuna'e vwemana. 
MAT.9.22	'Ejume Jesura aroma napara kajaho kavi'i ijá 'wama Nuni 'apajakera oja pahiana'amana. Ijihuni maijaho ara nimai ronajara veju'e maranaukúnina 'wamana. 'Ejume napara kajaho ni'aha kwinu maranana. 
MAT.9.23	'Ejumakavi'i Jesuho iji'a va'e ea natohwa kajihuni sei vai'i kivume ea mapoka hine hurisia hwasihe 'ee hine iruno'a apeji'i kúrúhwa ani rejara. 
MAT.9.24	'E'eme Hu ijí va ajime ijá 'iama Ariha va'aha! Ike napaiseakaho pakwamana kaivo hu nenu 'iamana. 'Ejume ea mapoka Hu ijahara. 
MAT.9.25	'Ejumakivi'i eaka mapoka kajaho vejume ma'ahi va'eme Hu ijí aruma va'ajino ijí napaisea kajihuni iji 'unamapene 'urijume hu 'urinana. 
MAT.9.26	'Ejumakame ijihuni pinana kajara renapene arara kajiano va'ana.
MAT.9.27	'E'eme Jesuho ijí ara kajaho are'i kaivo va'eme ea no'ohe'i nia supavi'inapo Hua 'ararihai'i ijá 'umeja Teviti oni harihakera nú numiruma 'umejara. 
MAT.9.28	'Ejume Jesuho va'e sei aji'eme ea ka'ene nia supavi'ina kajija no'ohe'i ijí va'ume Jesura ijá 'iama Nara ike veje maranihunijaho ja nimai rojo? 'iamana. 'Ejume pu ijá 'wava Natohwe nú nimai roju 'wavara. 
MAT.9.29	'Ejume Hu puni nia 'aha kajino ija 'uniravi'i ijá 'iama Jara nimai rojujara venau'e maraniu 'iamana. 
MAT.9.30	'E'eme puni nia ni'aha kwino jaraume niriara. 'Ejume Jesura ira kisi ijá 'iama Ja ea 'aho'a pa'wara'avara 'iamana. 
MAT.9.31	'Enakaivo pu no'o va'ajimareja ea mapoka 'waramapena ojumakame Jesuni vu'a kajaho rausahapene va'ana.
MAT.9.32	'Ejume pu va'eme ea pina ira pa'ana 'avena siseapo ajivura'omo pu apene Huni roara. 
MAT.9.33	'Ejumakame 'avena sisea kajaho 'e'una va'eme ea kajaho ira 'waravumakame ea mapoka ijí kamareja oja hwa'usunaha'eme ijá 'wava Nú ea ika'ina Isureri opuni vaja pakivura 'wavara. 
MAT.9.34	'Ejumakame Parasi ijá 'wava 'Avena siseijihipuni natohwijara ni'ajahu'e 'avena sisea ato'arumau 'wavara.
MAT.9.35	'E'eme Jesuho va'e ara mama'ina 'ee ara ma'u'umaa ijino puni Sinakoku ka'ene namijujino Godoni vu'a mai maiu'ina ka'ene Huni ara rona 'waramaji najahana. 'Eji'i ea ka'ene atama 'uniravi'ina 'ee unenu'u 'aho'a ani'ina renaujija vejume sonahiara. 
MAT.9.36	'Eji'i Hu kimajaho ea mapoka ijí ani rejara kaivo pu majikari areri sipiepo sipia 'ajohai'ina pa'a ojuja'ina'e vejume Hu niho'o temumana. 
MAT.9.37	'Ejumakame Hu Huni tisaiporu ijá 'iama Juara mapoka'e tuma navu kaivo ea ka'ene juara sahunijaho kwinu kwinuna. 
MAT.9.38	'Enajihuna'e juara savuri Natohwiji jarivakame Hura ea ka'ene juara sahunijaho irechami'amana 'iamana.
MAT.10.1	'Ejume Hu Huni tisaiporu iropu ropu no'o 'umenaume Huni roumakivi'i pura 'avena sisea ato'aruma'e 'ee atama veje sonahie ea ka'ene haha siserani'ina amairia Huni harurijaho mihana. 
MAT.10.2	Ijí Huni tisaiporu iropu ropu no'ohe'i kajihipuni ihijaho ikihina. Saimani ka'ene Pitana 'wavujine 'ee huni 'u'ua Eniturune 'ee Jemisina 'wavujaho Sepati oni hariha 'ee huni 'u'ua Jonina 'wavujaho 
MAT.10.3	'ee Piripu ho 'ee Pataramiu ho Tomasi ho Matiu ka'ene takisia apeji'inijaho 'ee Jemisi ka'ene Apiasi oni harihijaho 'ee Tariasiho 
MAT.10.4	'ee Saimani Kenani orijaho 'ee Jutasi Isikariatika ka'ene Jesu nahamahajina.
MAT.10.5	Ike iropu ropu no'ohe'i Jesura irechamiana. 'E'ikaivo ijá 'iama Ja Jenitaru puna pava'e 'ee Sameria opuni ara vaja pava'avara. 
MAT.10.6	'Enakaivo arira va'e Isureri opuni sipia ka'ene pivusahu jihipuni va'avara. 
MAT.10.7	'Enareje va'e najahareje ijá 'wara'avara Godoni arijihuni 'unama niturana roana'omo mai'o piunahuna 'iavara. 
MAT.10.8	'Enakaivo ea ka'ene atama 'uniravi'inijija veje sonahie 'ee ea ka'ene kwamasahi'inijija veje 'urine 'ee ea ka'ene reporosia rukinijija vena'e reporosia pa'arena'e 'ee 'avena sisea ea ajima'inijija sioma'avara. Ja maapejarakúne mavaji'avara. 
MAT.10.9	'Enakaivo ja ijí va'i ve'avajaho korutia ho siriva ho kapa monijaho pina joni tuja vaja niho'o pana'avara. 
MAT.10.10	'Ene joni tuja pa'eke ateha no'o pa'eke 'ee joni mumora hwana pa'eke 'ee pijuha pa'ekavara. Ijihuni maijaho ea irara ea 'aho'a ni'ajihujaho ijí ea ka'ene pu ni'ajihu kajipo 'iruma pu vajihuna. 
MAT.10.11	'Enakúne ja va'e taunuina ho ari use'avajaho hami aporama henu va'o ea mamaijihi pu'úmo hinu va'o va'avara. 
MAT.10.12	'Ene ja va'e sei ajivi'i ea ka'ene sea kaji hijujija 'ajora'avara. 
MAT.10.13	'Eji'i kive pu ja 'ajorava ki'avajaho pu pu'úmo matau'avara kaivo pu pa'ajorava ki'avajaho pu pu'úmo pamatau'avara. 
MAT.10.14	'E'eje ara kaji'u puna ho ei pini joni vu'a pahene pataaroraha ka'avajaho joni mumora hari saina ka'ene namujaho taire'i kaivo va'avara. 
MAT.10.15	'Enakaivo Na nimaa nimaa 'waravu vea ka'ene 'otua ve'avari veijaho eakijahija niho'o sisea ani'ina renahuna. Kwaa ka'ene Satami Kamora renajaho asimareje niho'o ani'ina rehuna.
MAT.10.16	'Enakúne hami heha. Na ja irechamiujaho areri sipia'e 'ua ne'a puni vaji irechamiu ja'ina'e irechamiu. 'Ene ja raka ve'iro ve'avajaho maraku'a vwihana areri taparapo vejuja'ina'e ve'avara. 'Enakúne ja marahu'orapo ajuarasaha ojuja'ina'e o'avara. 
MAT.10.17	'Ene hami ki'avara. Erapo ja 'eke namahareje 'eka va'e kanisoru puni nini va'e 'ee pu ja 'eka'e puni Sinakoku vaji hijihahuna. 
MAT.10.18	'Ene Nuni hahijihuna'e pu ja 'eka'e ea mama'ina ka'ene kwaa ara 'ajohi'ini jihipuni una'i va'e 'ee kamatia epuni una 'u'o vahuna. 'Enakúne ja Nuni vu'akaho pu 'warame 'ee Jenitaru 'wara'avara. 
MAT.10.19	'E'eje pu ja 'eka'e nama'irono va'a ki'avajaho ja pajumareje ika'ina vwiha'avara. Na vina vu'a ichá'ina'e 'wara'ejo? paro'amana. Ijihuni maijaho vea ka'ene ara 'wara'i ve'amajino raka ka'ene ara 'warahunijaho vajahe 'warahuna. 
