GEN.1.1	太初，上帝创造了天地。 
GEN.19.17	到了城外，其中一位天使说：“赶快逃！不要回头看，也不要留在平原，要往山上逃，免得你们被毁灭。” 
GEN.19.18	说：“我主啊，请不要这样。 
GEN.19.19	仆人蒙你厚爱、施恩相救，但我无法逃到山上，要是这灾难追上我，我就没命了！ 
GEN.19.20	请看，那座城离这里不远，容易跑到，又是座小城，请让我逃到那座小城活命吧！” 
GEN.19.21	天使回答说：“好吧，我答应你，不毁灭那座小城。 
GEN.19.22	你赶快逃吧，因为你还没有到那里之前，我不能动手。”从此那城便叫
GEN.19.24	耶和华从天上把燃烧的硫磺降在
GEN.19.25	毁灭了这两座城和其中的居民，包括整个平原和地上的植物。 
GEN.19.26	的妻子跟在后面，她回头一望，就变成了一根盐柱。
GEN.19.28	向
GEN.19.29	这样，为了
GEN.19.31	他的大女儿对妹妹说：“我们的父亲年纪大了，这里又没有男子可以照着世上的习俗娶我们。 
GEN.19.32	不如我们灌醉父亲，然后跟他睡觉，借着他替我们一家传宗接代吧。” 
GEN.19.33	于是，那晚她们灌醉了父亲，大女儿进去和父亲睡。她什么时候躺下，什么时候起来，
GEN.19.34	第二天，大女儿对妹妹说：“昨天晚上我已经和父亲睡了，今天晚上我们再灌醉他，你可以进去和他睡。这样，我们就可以借着父亲传宗接代。” 
GEN.19.35	当天晚上，她们又灌醉了
GEN.19.36	这样，
GEN.19.37	大女儿生了一个儿子，给他取名叫
GEN.19.38	小女儿也生了一个儿子，给他取名叫
GEN.20.2	他称妻子
GEN.20.3	晚上，上帝在梦中对
GEN.20.4	还没有亲近
GEN.20.5	那人亲口对我说这女人是他妹妹，她也说那人是她哥哥。我问心无愧，没有做错。” 
GEN.20.6	上帝在梦中对他说：“我知道你问心无愧，所以我才阻止你，不让你亲近她，免得你得罪我。 
GEN.20.7	现在你要把那人的妻子还给他，他是个先知，他会为你祷告，使你活命。要知道，如果你不这样做，你和你的人民都必死。”
GEN.20.9	召见
GEN.20.10	又说：“你为什么这样做？” 
GEN.20.11	回答说：“因为我想这里的人不敬畏上帝，他们必为了夺我妻子而杀我。 
GEN.20.12	况且，她真是我的妹妹，与我同父异母，后来做了我的妻子。 
GEN.20.13	上帝吩咐我离开家乡到外面漂泊的时候，我对她说，‘无论我们到哪里，你都要说我是你哥哥，这就是你对我的恩情。’”
GEN.20.14	于是，
GEN.20.15	又对他说：“我的国土就在你面前，你想住在哪里都可以。” 
GEN.20.16	对
GEN.20.18	原来耶和华因为
GEN.21.1	耶和华按着自己说过的话眷顾
GEN.21.2	年老的时候，
GEN.21.3	为儿子取名叫
GEN.21.4	出生后第八天，
GEN.21.5	出生时
GEN.21.6	说：“上帝使我欢笑，凡听见这事的人也必跟我一同欢笑。 
GEN.21.7	谁曾料到我会为
GEN.21.9	见
GEN.21.10	就对
GEN.21.11	因儿子
GEN.21.12	上帝对
GEN.21.13	至于那婢女的儿子
GEN.21.14	第二天，
GEN.21.15	皮袋的水喝光了，
GEN.21.16	自己走到离孩子约一箭之远的地方，对着孩子坐下，说：“我不忍心看着他死啊！”
GEN.21.17	上帝听见孩子的哭声，就差遣天使从天上安慰
GEN.21.18	你去扶他起来，安慰他，我必使他成为大国。” 
GEN.21.19	上帝使
GEN.21.20	在上帝的看顾下，孩子在旷野渐渐长大，成为一个射箭能手。 
GEN.21.21	他住在
GEN.21.22	有一次，
GEN.21.23	现在请你在这里当着上帝的面向我起誓，你不会欺骗我和我的子孙后代。我怎样善待你，请你也同样善待我以及你所寄居之地的百姓。” 
GEN.21.24	说：“我愿起誓。”
GEN.21.25	由于
GEN.21.26	说：“我不知道是谁做的，你以前没有告诉我，我今天才听说这事。” 
GEN.21.27	把牛羊送给
GEN.21.28	又从羊群中分出七只母羊羔。 
GEN.21.29	问
GEN.21.30	回答说：“你要从我手中接受这七只母羊羔，表示你承认这口井是我挖的。” 
GEN.21.31	所以，那地方被称为
GEN.21.32	他们立约以后，
GEN.21.33	在
GEN.21.34	在
GEN.22.1	这些事以后，上帝要考验
GEN.22.2	上帝说：“带着你的儿子，你的独生子，你疼爱的
GEN.22.3	清早起来，准备好驴，劈好献燔祭用的柴，带着两个仆人和儿子
GEN.22.4	到了第三天，
GEN.22.5	就对仆人说：“你们和驴在这里等着，我和孩子到那边敬拜上帝，然后便回来。”
GEN.22.6	于是，
GEN.22.7	说：“父亲。”
GEN.22.8	说：“孩子，上帝自己会预备献燔祭的羊羔。”二人就继续向前走。
GEN.22.9	他们到了上帝指示的地方，
GEN.22.10	伸手拿起刀来，要杀他的儿子。 
GEN.22.11	耶和华的天使从天上呼唤他说：“
GEN.22.12	天使说：“不要动孩子，不可伤害他！现在我知道你敬畏上帝，因为你不惜献上你的儿子——你的独生子。” 
GEN.22.13	这时
GEN.22.14	称那地方为“耶和华
GEN.22.15	耶和华的天使再次从天上呼唤
GEN.22.16	对他说：“耶和华说，‘你既然愿意把你的儿子，你的独生子献给我，我凭自己向你起誓， 
GEN.22.17	我必赐福给你，使你的后裔多如天上的星和海边的沙。你的后裔必占领仇敌的城池， 
GEN.22.18	天下万国必因你的后裔而蒙福，因为你听从了我的话。’” 
GEN.22.19	于是，
GEN.22.20	后来，有人告诉
GEN.22.21	长子
GEN.22.22	、
GEN.22.23	为
GEN.22.24	的妾
GEN.23.2	在
GEN.23.3	他从妻子尸体旁边站起来对
GEN.23.4	“我是寄居在你们这里的异乡人，请你们给我一块地，我好埋葬我的亡妻。” 
GEN.23.5	人回答说： 
GEN.23.6	“我主，请听我们说，你在我们中间是一位尊贵的王子，你可以选我们这里最好的坟地，没有人会反对你使用他的坟地埋葬你的妻子。” 
GEN.23.7	就向他们下拜，说： 
GEN.23.8	“如果你们真的准我安葬妻子，就请你们代我求
GEN.23.9	请他当着你们的面，把他田地尽头的
GEN.23.10	当时
GEN.23.11	“不可！我主，请听我说，我当着族人的面，把那块地和山洞送给你，你只管去安葬你的妻子！” 
GEN.23.12	向当地的人下拜， 
GEN.23.13	当众对
GEN.23.14	回答说： 
GEN.23.15	“我主，请听我说，四公斤半银子的地对你我来说算什么呢？去安葬你的妻子吧！” 
GEN.23.16	于是，
GEN.23.17	这样，
GEN.23.18	都归了
GEN.23.19	之后，
GEN.23.20	这块
GEN.24.2	对他的老总管说：“请你把手放在我大腿底下， 
GEN.24.3	我要你凭耶和华——掌管天地的上帝起誓，你不会找这
GEN.24.4	你要回到我的家乡，在我的亲族中为
GEN.24.5	老总管问他：“如果那女子不肯跟我到这里来，我要把你儿子带回你的家乡吗？” 
GEN.24.6	说：“你千万不可带我的儿子回那里！ 
GEN.24.7	因为带领我离开父家和本乡的耶和华——天上的主，曾经向我说话，起誓应许把这片土地赐给我的后代。祂必派天使在你前面引路，帮助你在那里为我儿子找到妻子。 
GEN.24.8	如果那女子不肯跟你来，你也算履行了你向我起的誓，只是你不可带我儿子回那里。” 
GEN.24.9	于是，老总管就把手放在他主人
GEN.24.10	老总管带着主人的十匹骆驼和各种上好的礼物，启程前往
GEN.24.11	黄昏，妇女们出来打水的时候，他让骆驼跪在城外的井旁， 
GEN.24.12	然后祷告说：“我主人
GEN.24.13	现在，我站在这泉水旁，城里的少女正出来打水。 
GEN.24.14	如果我对哪个少女说‘请放下你的水罐，让我喝点水’，如果她说‘请喝，我也打水给你的骆驼喝’，愿那女子做你为自己的仆人
GEN.24.15	老总管的话还没有说完，就有一位名叫
GEN.24.16	长得非常美丽，是个处女，没有男人亲近过她。她下到井旁，把水罐盛满了水后上来。 
GEN.24.17	老总管跑上前去对她说：“求你给我一点水喝。” 
GEN.24.18	她回答说：“我主，请喝！”说完，立刻放下水罐，托在手上让他喝。 
GEN.24.19	等他喝完以后，
GEN.24.20	于是，她马上把水罐里的水倒进水槽里，又跑到井边为所有的骆驼打水。 
GEN.24.21	当时，老总管在一旁静静地注视着
GEN.24.22	骆驼喝过水以后，老总管拿出一只约六克重的金环和一对约一百一十克重的金镯给
GEN.24.23	对她说：“请问你是谁的女儿？你父亲家里有地方让我们住宿吗？” 
GEN.24.24	回答说：“我是
GEN.24.25	我家里有充足的粮草，也有地方让你留宿。” 
GEN.24.26	老总管听了，就俯伏敬拜耶和华， 
GEN.24.27	说：“我主人
GEN.24.29	有个哥哥名叫
GEN.24.30	他看见妹妹的金环和手上的金镯，听了她叙述老总管的话，就跑到井旁，见老总管跟骆驼仍然站在那里， 
GEN.24.31	便对他说：“你这蒙耶和华赐福的人，请到我家。为什么站在外面呢？我已经为你预备好了房间，也为骆驼预备了地方。” 
GEN.24.32	老总管就到了
GEN.24.33	他们备好了晚餐给他吃，老总管却说：“不，等我说明来意后再吃。”
GEN.24.34	老总管说：“我是
GEN.24.35	耶和华赐给我主人极大的福气，使他非常富有。耶和华赐给他牛群、羊群、金子、银子、男女仆婢、骆驼和驴。 
GEN.24.36	我主人的妻子
GEN.24.37	主人要我起誓，他说，‘你不可以给我的儿子娶
GEN.24.38	你要到我家乡的亲族中为我儿子物色妻子。’ 
GEN.24.39	我问我的主人，‘如果那女子不愿意跟我回来怎么办？’ 
GEN.24.40	他说，‘我一向事奉的耶和华必会派天使与你同行，使你一路顺利，为我儿子在家乡的亲族中物色妻子。 
GEN.24.41	你去就是履行了你向我起的誓，如果我的亲族不肯把女子交给你，你也算履行了你向我起的誓。’
GEN.24.42	“所以，今天我来到井旁时曾祷告说，‘我主人
GEN.24.43	我现在站在井旁，有女子出来打水的时候，我会向她要水喝， 
GEN.24.44	如果她说，请喝，我也打水给你的骆驼喝，就让她做你为我家主人的儿子预备的妻子吧。’
GEN.24.45	“我心中的话还没有说完，就看见
GEN.24.46	她就连忙放下肩上的水罐，说，‘请喝，我也打水给你的骆驼喝。’我喝了，她又打水给骆驼喝。 
GEN.24.47	我问她是谁家的女儿，她说，‘是
GEN.24.48	然后俯伏敬拜耶和华——我主人
GEN.24.49	现在，你们若愿意以慈爱和信实对待我的主人，答应这门亲事，请告诉我；如果不答应，也请告诉我，好让我知道应该怎么办。”
GEN.24.51	你看，
GEN.24.52	的仆人听见这话，就俯伏在地上敬拜耶和华， 
GEN.24.53	然后拿出金银首饰和衣裳送给
GEN.24.54	老总管和随行的人用过晚饭以后，在那里住了一夜。第二天早晨，老总管说：“请让我返回我主人那里。” 
GEN.24.55	但
GEN.24.56	可是，老总管说：“既然耶和华已经使我一路顺利，请你们不要挽留我，请让我回到我主人那里。” 
GEN.24.57	他们说：“我们问问
GEN.24.58	他们就叫来
GEN.24.59	于是，他们让
GEN.24.60	并为
GEN.24.60	“我们的妹妹啊，
GEN.24.60	愿你成为千万人之母！
GEN.24.60	愿你的后代战胜仇敌！”
GEN.24.61	于是，
GEN.24.62	那时，
GEN.24.63	傍晚的时候，
GEN.24.64	抬头看见
GEN.24.65	问老总管：“那从田间来迎接我们的是谁？”老总管说：“是我的主人！”
GEN.24.66	老总管向
GEN.24.67	就带
GEN.25.2	为
GEN.25.3	生了
GEN.25.4	的儿子是
GEN.25.5	把所有的财产都给了
GEN.25.6	他趁自己还在世的时候，把一些礼物送给他的妾所生的儿子们，让他们离开他的儿子
GEN.25.8	享尽天年，寿终正寝，归到他祖先那里。 
GEN.25.9	他的两个儿子
GEN.25.10	那块地是
GEN.25.11	去世以后，上帝赐福给他的儿子
GEN.25.13	以下是
GEN.25.14	、
GEN.25.15	、
GEN.25.16	他这十二个儿子后来分别成了十二个族的族长，各有自己的村庄和营寨。 
GEN.25.17	活了一百三十七岁，寿终正寝，归到他祖先那里。 
GEN.25.18	他子孙居住的地方从
GEN.25.19	以下是关于
GEN.25.20	四十岁娶
GEN.25.21	因为
GEN.25.22	两个胎儿在她腹中彼此相争，她说：“怎么会这样？”于是，她去求问耶和华。 
GEN.25.23	耶和华对她说：
GEN.25.23	“你腹中有两个国家，
GEN.25.23	你要生出两个敌对的民族，
GEN.25.23	一族要比另一族强大，
GEN.25.23	将来大的要服侍小的。”
GEN.25.24	到了生产的时候，
GEN.25.25	先出生的婴儿遍体通红，浑身长毛，好像穿了皮衣，因此给他取名叫
GEN.25.26	随后出生的弟弟紧紧抓着
GEN.25.27	孩子们渐渐长大，
GEN.25.28	疼爱
GEN.25.29	一天，
GEN.25.30	对
GEN.25.31	回答说：“好，你今天把长子的名分卖给我吧！” 
GEN.25.32	说：“我都快饿死了，长子的名分对我有什么用呢？” 
GEN.25.33	说：“好，你现在向我起誓保证吧！”于是，
GEN.25.34	把饼和红豆汤给
GEN.26.2	耶和华向
GEN.26.3	你寄居在这里，我必与你同在，赐福给你，因为我必把这些土地赐给你和你的后代，坚立我对你父亲
GEN.26.4	我必使你的后代多如繁星，将这些土地都赐给他们，天下万国必因你的后裔而蒙福。 
GEN.26.5	因为
GEN.26.6	于是，
GEN.26.7	那里的人问起他的妻子时，他便说：“她是我妹妹。”他不敢说：“她是我妻子。”他担心当地的人会因为
GEN.26.8	在那里住了许久。一天，
GEN.26.9	便召见
GEN.26.10	说：“你怎么可以这样对我们呢？万一百姓中有人想占有她，你就使我们陷入罪中了。” 
GEN.26.11	于是，
GEN.26.13	他的财富越来越多，成了大富户。 
GEN.26.14	他拥有很多的牛羊和仆婢，
GEN.26.15	他父亲
GEN.26.16	对
GEN.26.17	就离开那里，把帐篷迁往
GEN.26.18	他的父亲
GEN.26.19	的牧人在谷中挖得一口活水井， 
GEN.26.20	的牧人与
GEN.26.21	后来，
GEN.26.22	离开那里，又挖了一口水井。这次，他们没有为那口井争吵。所以，
GEN.26.24	当天晚上，耶和华向他显现说：“我是你父亲
GEN.26.25	在那里筑了一座坛求告耶和华，并且在那里搭起帐篷住下来。他的仆人又在那里挖了一口井。
GEN.26.26	一天，
GEN.26.27	见到他们就说：“你们既然憎恨我，把我赶走，为什么又来找我？” 
GEN.26.28	他们回答说：“我们清楚知道耶和华与你同在，我们双方应该订立誓约。 
GEN.26.29	请你起誓保证不会伤害我们，就像我们没有侵犯你，总是善待你，让你平安地离开一样。你是蒙耶和华赐福的人。” 
GEN.26.30	于是，
GEN.26.31	第二天早晨，
GEN.26.32	在同一天，
GEN.26.33	便称那口井为
GEN.26.35	她们二人常使
GEN.27.2	说：“我年老了，不知道还能活多久。 
