GEN.1.1	Uniotabakin ka Nukën 'Ibu Diosan uniokëxa, naíkamë 'ëo 'imainun me. 
GEN.5.29	a ka Noé kakin anëakëxa, ësai kikin: Nukën 'Ibun ka me 'aisama oxa, usa 'ain kananuna 'itsaira ñu mëi tëmëranuxun 'ain; usa 'aínbi ka ënë tuákën nu tantiminuxun 'aia. 
GEN.5.30	Noé bëchitankëx, ka Lámec quinientos noventa 'imainun cinco baritia, tsóakëxa, tsókin ka bëbu 'imainun xanuribi bëchipatëkëankëxa; 
GEN.5.31	usa 'ain ka setecientos setenta 'imainun siete baritia sënë́mi tsóakëxa. Tsótankëx a bari sënënkëbë ñuakëxa. 
GEN.5.32	Noé ax quinientos baritiañu 'ain ka aín bëchikë bëbukama bakë́ankëxa, aín anë ka 'iakëxa Sem, Cam 'imainun Jafet, akamax ka Noénën bëchikë 'iakëxa.
GEN.6.1	Uni 'aisamaira 'uakamë 'ëoi ka me tsitsirui buküakëxa, usai 'ikin ka unin xanu upíirabu 'inun bëchiakëxa, 
GEN.6.2	usa 'ain ka Diosan bëchikëkaman unin bëchikë xanukama upíirabu isakëxa. Usa 'ain ka uinu 'ikë xanu kara kuëënia abë kuëënani unikamax biranankëxa. 
GEN.6.3	'Aínbi ka Nukën 'Ibu kiakëxa: 'Ën kana uni xënibutia tsónun 'imitima 'ain, usa 'aish ka bamati 'ikën, unix ka namishi 'ikën, usa 'ain ka unix tsóti 'ikën, ciento veinte baritia ishi.
GEN.6.4	Usa 'ain ka chaxkë́irabu 'imainun chaiirabu uni ënë menu mërakëxa, Diosan bëchikëkaman unin bëchikë xanukama ami bëchipati biakëxa, bixun ka ami bëchipakëxa. Bëchipakëx ka a unikamax asérabi rakuëma kushiirabu bërámabi nëtë ióñu 'iakëxa. 
GEN.6.5	Nukën 'Ibu iskëxbi ka unin 'ucha 'aisamaira ënë menu 'iakëxa, 'imainun a 'atima sinánñu 'ixun 'atima ñuishi 'ati sinánñuirabu 'iakëxa, 
GEN.6.6	usa 'ain ka uni uniotankëxbi usai 'ia isi sinanakëxa. 'Itsaira anun masá sinani, 
GEN.6.7	kiakëxa: 'Ën uniokë ënë menu 'ikë unikama kana këñuti 'ain, 'imainun kana kamabi ñuina a 'arakakë, 'imainun men niríkë ñukama, ñuina pëchiñu akama. ¡'Ën uniokë ñukama 'aisamakëbë kana sinanan! 
GEN.6.8	Usaia abë 'ikë unikama 'ikëbëtanbi ka Nukën 'Ibun Noé ashi upí sinánñu uni 'ikë isakëxa.
GEN.6.9	Ënëx ka uisai kara Noé 'iakëxa, kixun ñuikë bana 'ikën.
GEN.6.9	Noé ax ka achúshi uni upí 'iakëxa, usa 'ixun ka Diosan kakësabiokin 'akëxa. A uníxëshi ka raíri unikama 'ikësama anúan tsóa nëtëkaman Diosan kuëënkësabi oi tsóakëxa. 
GEN.6.10	Noé ax ka rabë́ 'imainun achúshi bëchikëñu 'iakëxa, aín anë ka Sem, Cam 'imainun Jafet, kakin anëkë 'iakëxa.
GEN.6.11	Nukën 'Ibu Diosan iskëx ka ënë menu ñu unin bëtsi bëtsi ñu 'aisamaira 'anan bënë́kinshi ñu 'aisama 'akë 'iakëxa, 
GEN.6.12	kamabi unin ka 'atima ñuira 'ati sinánñu 'iakëxa. Usa iskin ka Nukën 'Ibu Diosan ënë menuxun 'aisamaira ñu 'atima 'aia isakëxa, 
GEN.6.13	usa iskin ka Noé kakëxa: Kamabi unikama këñuti kana sinan. Atun 'ucha kupín ka ënë menuxun 'aisamaira ñu 'atima 'aia, usa 'ain kana 'ën a unikama 'imainun menu 'ikë ñukama këñuti 'ain. 
GEN.6.14	Usa 'ain kamina 'ati 'ain, achúshi nunti chaiira i bëpinñuira xubu namë́sokin, 'atankëxun kamina anua ñukama 'iti 'ati 'ain, aín namë 'ukëmëu kamina bëarati 'ain, 'anan kamina aín xabankëkama anun 'umpax atsintisama okin mëu 'imainun ëman xaran bëtasti 'ain, anun 'umpax atsintisama okin. 
GEN.6.15	'Akin kamina nunti chaiira a ësokin 'ati 'ain: ciento treinta y cinco ka aín chaxkë́ 'iti 'ikën, 'imainun ka veintidós metro 'imainun medio aín namë 'iti 'ikën, 'imainun ka aín manámiu trece metro 'imainun medio manan 'iti 'ikën. 
GEN.6.16	'Ianan kamina rabë́ 'imainun achúshi okin 'ain manámi uarukin 'anan, achúshi xëkuë chukúma aín maskuan meu anun isti 'ati 'ain, 'anan kamina aín xëkuë chaiira uimi kaina 'aisatani anu 'ati 'ain. 
GEN.6.17	'Ën kana bakan tita chaiira an me mapurukin anu 'ikë ñukama këñuti 'ëmiti 'ain, an kamabi menu 'ikë unikama këñunu. Usokin 'akëbë ka menu 'ikë kamabi ñukama bamati 'ikën. 
GEN.6.18	Usa 'aínbi kana mibëtan achúshi ñu 'ain, usa 'ain kamina mi 'imainun min xanu min bëchikëkama 'imainun min bëchikënën xanukama aturibi nunti chaiirami 'akë anu 'aruti 'ain. 
GEN.6.19	'Imainun kamina nunti chaiirami 'akë anu ñuina aín bënë achúshi 'imainun aín xanu achúshiribi kamabi ñuina menu 'ikë 'aruti 'ain, a ñuina kamax ka mix 'ikësaribiti tsóti 'ikën. 
GEN.6.20	Mibë ka nunti chaiira anu rabë́ rabë́, bëtsi bëtsi ñuina këñuruti 'ikën: usai 'ika pëchiñu ñuina 'imainun a 'arakati ñuinakama, 'imainun ka men nikë ñuinakama axribi, këñutima kupí këñuruti 'ikën. 
GEN.6.21	'Anan kamina kamabi ñu min piti 'imainun ñuinakaman pitiribi bitankëxun puruti 'ain, usa 'ain ka min piti 'imainun ñuina kaman pitiribi anu 'iti 'ikën.
GEN.6.22	Usa 'ain ka Noénën Diosan kakësabiokin kamabi ñu 'akëxa.
GEN.7.1	Usa 'ain ka Nukën 'Ibun Noé kakëxa: Mixëshi kamina uni 'atimati tsómainun ënë nëtënuax upiti tsotin, usa 'ixun kamina 'ën kakëxun kamabi ñu upíokin 'an. Usa 'ain kamina nunti chaiirami 'akë anu mikamaxëshi min bakë bëchikë kamabë 'iruti 'ain. 
GEN.7.2	Kamina biti 'ain mapai achúshi 'imainun rabë́ aín bënëkama 'ianan mapai achúshi 'imainun rabë́ aín xanu kamabi ñuina upíbu, 'aínbi kamina a pitima ñuina achúshi aín bënë 'imainun achúshi aín xanuishi biti 'ain. 
GEN.7.3	Kamina timë́ti 'ain mapai achúshi 'imainun rabë́ kamabi ñuina pëchiñu, usokin 'akëx ka ñuina pëchiñukama ax menuax këñutima 'ikën, 
GEN.7.4	ënuax mapai achúshi 'imainun rabë́ nëtë 'ikëbëtan kana cuarenta nëtë 'imainun cuarenta imë́ 'uí 'ibúmiti 'ain. ¡'Ëx kana kamabi ñuina menu 'ikë 'ën uniokë akamabi këñuti 'ain, 'ën uniokë 'ikëbi! 
GEN.7.5	Noénën ka Nukën 'Ibu kakësabiokin kamabi ñu 'akëxa.
GEN.7.6	A nëtën bakan tita 'ikuatsinkin me mapurukë anun ka Noé seiscientos baritiañu 'iakëxa. 
GEN.7.7	Usa 'ain ka Noé aín nunti chaiira anu aín xanu 'imainun aín bëchikëkama 'imainun aín bëchikënën xanukamabë, aturibia bakan këñutima kupí 'iruakëxa. 
GEN.7.8	A piti ñuinakama, 'imainun nun a pitima ñuinakama, 'ianan axa nuánkë ñuina 'imainun axa men nirinkëkama akamabë, 
GEN.7.9	ka Noébë nunti chaiira anu 'iruakëxa, 'irui ka rabë́ aín bënë 'imainun rabë́ aín xanu, usai 'inua Diosan kakësabi oi.
GEN.7.10	Usa 'ain ka mapai achúshi 'imainun rabë́ nëtë 'ikëbë bakan tita 'ikuatsini ukin me abira abi mapuruakëxa. 
GEN.7.11	Anua rabë́ 'uxë 'irukë ax diecisiete nëtë 'ikëbë ka Noé seiscientos baritiañu 'iakëxa. A nëtënbi ka me bákikëbë parúmpapa 'ukëmëu 'ikë 'umpax chaiira chikíakëxa, usai 'imainun ka naí panarabëkëbë manámi 'ikë 'umpaxribi chaiira anpënkiakëxa. 
GEN.7.12	Usaia 'ikëbë ka cuarenta nëtë 'imainun cuarenta imë́ menu nëtë́timisamaira 'itanun 'uñe 'ibúakëxa. 
GEN.7.13	A nëtënbi ka Noé nunti chaiira anu aín bëchikëkama, Sem, Cam 'imainun Jafet, 'imainun aín xanu aín piaka rabë́ 'imainun achúshi aín bëchikënën xanu akamabë 'iruakëxa. 
GEN.7.14	Usai 'irukin ka kamabi ñuina a 'arakati 'imainun, 'arakatima akama 'imainun axa men niríkë ñuina 'imainun pëchiñu ñuina akamabëbi atsíankëxa. 
GEN.7.15	Kamabi ñuinanëx ka Noébë nunti chaiira 'akë anu rabëtax rabëtax atsíankëxa. 
GEN.7.16	Ka 'iruakëxa achúshi aín bënë 'imainun achúshi aín xanu achúshi achúshi ñuina, Nukën 'Ibu Diosan Noé kakësabi oi, usaía atsínkëbëtan ka nunti chaiira aín xëputi Nukën 'Ibun xëpúakëxa.
GEN.7.17	Usa 'ain ka baka chaiira 'ëkë ax cuarenta nëtë 'uñe 'aisamaira 'ibúakëxa. 'Ibúkëbë bakan tita 'ikuatsinkëbë mebi mapurukëbë ka nunti chaiira ax menuax nunkati bëspúruakëxa. 
GEN.7.18	Bakan tita 'ëkin abira abi mapurukëbë nunti chaiira axribi, bëspúrui nunkákëxa. 
GEN.7.19	Chaiira bakan tita 'ëkin ka aín bashi chairukë abi mapurukin me 'aíma 'itánun mapuakëxa; 
GEN.7.20	usakin aín bashikama maputankëx ka anuishi sënënima mapai achúshi 'imainun rabë́ manámiki bakan tita 'ëi sënë́ankësa.
GEN.7.21	Usai 'ikin ka kamabi uni ënë menu tsókë këñuakëxa, ñuina pëchiñu 'imainun 'arakakë ñuina 'arakatima ñuina axa men niríkë ñuina akamax 'ikësaribiti bamai këñuakëxa. 
GEN.7.22	Kamabi ñu menu 'ikë axa tsókë 'imainun axa uinkë ñuina, akamaxbi këñuakëxa. 
GEN.7.23	Usaia këñúkëbëbi ka Noé 'imainun axa nunti chaiira anu 'ikëkama ax kuni këñuama 'ikën; Nukën 'Ibu Diosmi sinánkë 'aish usaía 'imainun ka uni, ñuina ninu 'ikë 'imainun ñuina pëchiñu manan nuánkë, 'imainun men niríkë ñuina akamaxbi këñuakëxa; 
GEN.7.24	usa 'ain ka kamabi me bakan tita chaiira 'ëkin mapukë 'aish ciento cicuenta nëtë 'imi basiakëxa.
GEN.8.1	Usa 'ain ka Nukën 'Ibu Dios Noemí sinánkëxa sinanan ka kamabi ñuina abëa nunti chaiira anu 'ikë amiribi sinánkëxa. Sinánkin ka Diosan menu suñu bëkinun 'imikëbë ka baka aín 'ëkë sënëni kuëtsëkëni munu kuabuakëxa; 
GEN.8.2	usaía 'ikëbë ka me baakikë axribi xëpúakëxa, anun 'umpax me mëuküax ukë ax anuishi sënëni nëtë́mainun naí manámi baakikë axribi xëpúkëbë 'uñe kushiira 'ibúkë ax anuishi sënë́ankëxa; 
GEN.8.3	usai 'ikëbë ka bakan tita 'ëkë ax abira abi kuabuakëxa. Kuabuti ka ciento cincuenta nëtë 'imi ëski baka kuabuakëxa, 
GEN.8.4	usai 'ikëbëa mapai achúshi 'imainun rabë́ 'uxë 'ikë ax diecisiete nëtë 'ain ka nunti chaiira Ararat kakë me anua 'ikë ain bashi anu bakan ë́skibukin ëankëxa. 
GEN.8.5	Ëskitamainun ka baka munu kuabuakëxa, kuabúkëbë ka mapai rabë́ 'uxë 'irukë anun nëtë 'irutabakë anun ka bashi rëbukama manainra akamax pain iskë 'itánun mërakëxa. 
GEN.8.6	Mërakë 'aían cuarenta nëtë 'ikëbëtan ka Noénën nunti chaiira ain maskuan meu 'ikë xëkuë chukúma 'akë a xëókakëxa 
GEN.8.7	xëókatankëxun ka achúshi ñuina pëchiñu nónshiansa a Noénën xuakëxa; xukëx kuanxbi ka bakan tita kuabukin ënpatisamapan 'ain anu 'iruti añu ñubi 'aíma 'ain kuaínbëkini nuanbëkiankëxa.
GEN.8.8	Usakin ñuina pëchiñu nónshiansa a xutankëx 'ibaixanxun ka amiribishi, Noénën numakuru achúshi me kara ë́skibutia isnuxun xuakëxa; 
GEN.8.9	'aínbi ka amiribishi numakuru anu 'iruti ñubi 'aíma 'ain nunti chaiira anubi utëkëankëxa, me bakan ënpatisamapan 'ain. Utëkënia ka Noénën aín mëkënan bikin numakuru nunti chaiira anu atsímiakëxa.
GEN.8.10	Usokin 'atankëxun ka mapai achúshi 'imainun rabë́ nëtë pain, kaintankëxun Noénën amiribishi numakuru xutëkëankëxa. 
GEN.8.11	Xukëx kuanpuni ñantabukëbë ukin, ka aín xëtan olivos kakë i pëchi xëñubëtsinkin bëakëxa. Usakin bëia iskin ka Noénën sinánkëxa baka ka ë́skibuti kuabutia kixun. 
GEN.8.12	Sinánkin ka kaíankëxa mapai 'imainun rabë́ nëtë, kaintankëxun ka amiribishi numakuru xutëkëankëxa; xukëx kuanxbi ka numakuru utëkëama 'ikën. 
GEN.8.13	Usa 'ain ka Noé a baritiakaman seiscientos 'imainun achúshi baritiañu 'iakëxa, mekama ë́skibukë 'ain. Achúshi 'uxë 'ikëbë nëtë achúshi 'ain ka, Noénën nunti chaiira aín maskuan meu 'ikë aín xëkuë chukúma ëchíkin nankin iskëxbi ka me ënpati baka ëskikë 'iakëxa. 
GEN.8.14	Usai 'itankëxa veintisiete nëtë rabë́ 'uxë 'ain ka, 'aimashi kiani meshi rakátanun baka ë́skibukë 'iakëxa.
GEN.8.15	Usaia 'ian ka Nukën 'Ibu Diosan Noé kakëxa: 
GEN.8.16	Nunti chaiira anuax ka chikít, min xanu min bëchikë min bëchikënën xanu a kamabëbi kamina chikiti 'ain kixun ka kakëxa. 
GEN.8.17	'Imainun kamina mibëa 'ikë ñuina aribi chikínti 'ain: ñuina pëchiñu a 'arakati ñuinakama, axa men niríkë ñuinakama, anu kuankian tuapati 'uákamë 'ëokin me tsitsirutanun. 
GEN.8.18	Usakian kakëx ka Noé aín xanu, aín bëchikë aín bëchikënën xanu aín piaka akamabë nunti chaiira anuax chikíakëxa. 
GEN.8.19	Usai chikíkëbë ka ñuinakamaxribi a 'arakati 'imainun a 'arakatima, men niríkë 'imainun axa manan nuánkë ñuina pëchiñu akamaxribi chikíakëxa. 
GEN.8.20	Usai chikítankëxun ka Noénën anuxun Nukën 'Ibu, rabikin asábi ka kakin kati maxáx maburukin 'atankëxun anuxun ñuina upíbushi 'imainun ñuina pëchiñu upíira, akama achúshi achúshi bitankëxun Nukën 'Ibu asábi ka kakin 'aímai këñutanun xaroxuankëxa. 
GEN.8.21	Usokian 'aia ka Nukën 'Ibu aín sanu upíira 'ikë anu nukutia xëakëxa, xëti ka kiakëxa: Uinsaranbi kana amiribishi menu 'ikë ñukama unin 'ucha kupín këñunuxuma 'ain, unin ka xura 'ixuinshi 'atima ñu 'atishi sinania. 'Imainun kana amiribishi ñuinakama 'aisamokin 'ën bërí 'akësokin këñutëkëntima 'ain.
GEN.8.22	“Ënë nëtë këñutisama pain 'ain ka unin ñu 'apátankëxun biti 'ikën; 'imainun ka 'itsís ira 'ianan matsi 'ianan, suñu bëkianan mitabutankëx baritia 'ianan nëtë 'imainun imë́ 'iti 'ikë kiax ka Nukën 'Ibu Dios kiakëxa.”
GEN.9.1	Nukën 'Ibu Diosan ka upíokin sinánxunkin Noé 'imainun ain bëchikëkama, ësokin kakëxa: Kamina bëchipati mebi tsitsirui 'uákamë 'ëoti 'ain. 
GEN.9.2	Kamabi ñuina ënë menu 'ikë ax ka mitsumi rakuë́ti abáti 'ikën. Kamabi ñuina suñunu nuánkë, men nikë 'imainun parúmpapa bakanu 'ikë, akamax mitsubëira 'imabi mi 'ura bukuti 'ikën. 
GEN.9.3	'Ën kana mi kain kamina kamabi ñuina 'imainun ñu 'apátankëxun bimia pianan kamina añu kaina pisatanin aribi piti 'ain. 'Ën kana akama mi 'inanin. 
GEN.9.4	'Aínbi kamina achúshi ñu ashi pitima 'ain ax ka ñuina nami aín imikëñun pitima 'ikën: ax ka nami imiñu a 'ikën, aín 'imi kupín ka kamabi uni 'imainun ñuinakama tsotia. 
GEN.9.5	'Ën kana uni achúshi achúshi 'imainun ñuinaribi mitsu achúshi achúshinën imi kupí uisakin kara mitsu 'axa a ñukáti 'ain. 'Anan kana achúshi achúshi uni uisa kara bëtsi oxa aribi usokinbi 'ati 'ain.
GEN.9.6	Uin kara bëtsi uni 'aia, aka bëtsi unínribi 'ati 'ikën. Unix ka Nukën 'Ibu Diosan a iskësabi okin unio 'ikën usa 'ain.
GEN.9.7	'Aínbi kamina mitsun, ¡'itsaira bëchipakin
GEN.9.7	atubëtan me tsitsirui 'uakamë 'ëoti 'ain!
GEN.9.8	Diosan ka ësokinribi Noé 'imainun aín bëchikëkamaribi kakëxa: 
GEN.9.9	“Ka kuat, 'ën kana achúshi ñu mibëtan 'anan min rëbúnkikama, 
GEN.9.10	'imainun kamabi ñuina axa mibë nunti chaiira anuax chikíkë akamabëtan 'ain: 'akin: kana ñuina pëchiñu, a 'arakati ñuina 'imainun 'arakatima ñuina 'ianan ñuina menu 'ikë akamabëtan 'ain. 
GEN.9.11	'Ën mibëtan 'akë ñu akana bëtsiokin nantëkëntima 'ain: amiribishi kana unikama 'imainun ñuinakama këñunun bakan tita chaiira 'ëmitëkënuxuma 'ain, bakan tita chaiira ka 'itëkënuxuma 'aia menu 'ikë ñuinakama këñutëkëni.”
GEN.9.12	Ënëx ka a 'unántiokin achúshi ñu mitsubëtan 'akin manutima okin, kamabi ñuina kamabëtanribi 'akë 'ikën: 
GEN.9.13	'ën kana nón bai naí kuin kamanu anuaxa mëratiokin nan, ax ka achúshi ñu 'ën mibëtan 'akësa 'iti 'ikën.
GEN.9.14	Usa 'ain ka uínsaran karana 'ën kuin manámi mëranun 'imin, 'imikëbë ka anu nón bai mërati 'ikën. 
GEN.9.15	Usa 'ain kana mitsubëtan achúshi ñu 'akë a 'ën sinánti 'ain, 'imainun kamabi ñuinabëtan 'akë a, usa 'ain ka amiribishi bakan tita chaiira kamabi ñu menua këñui 'ëtëkëntima 'ikën. 
GEN.9.16	Uínsaran kara nón bai kuínnu mëratia anu kana 'ën a iskin, achúshi ñu nëtë́tima okin 'akë ax ka unikama 'imainun ñuina kamabi menu 'ikëbëtan 'á 'ikë kixun sinánti 'ain. 
GEN.9.17	Ënëx ka 'ën 'unánti okin achúshi ñu anubia 'itiokin kamabi uni 'imainun ñuina menu 'ikë akamabëtan 'akë 'ikën Ësakin ka Nukën 'Ibu Diosan Noé kakëxa.
GEN.9.18	Ënëx ka Noénën bëchikëkama nunti chaiira anuaxa chikíkë akamax ka Sem, Cam, Jafet 'iakëxa, Cam ax ka Canaán kakë aín papa 'iakëxa. 
GEN.9.19	Ënëkamax ka Noénën bëchikë rabë́ 'imainun achúshi 'iakëxa, usa 'ain ka aín rëbúnkikama kamabi menu kuani amiribishi 'uákamë 'ëoi mekama oi kuankëxa.
GEN.9.20	Usa 'ain ka Noénën menu ñu 'apákin pëukin naë 'atankëxun uvas 'atabakin 'apákëxa. 
GEN.9.21	Achúshi nëtë 'ikëbë ka Noé uvas baka kachokin 'akë a xëatankëx paëankëxa, usai 'iax ka sinanima aín chupa pëtankëx xubusa okían 'akë chupa këxtú a nëbëtsi 'ukëmëu 'uxax rakakëxa. 
GEN.9.22	Usai 'ikë ka Cam Canaánën papa an isti 'ikëmabi chupañuma rakákë isakëxa, usai 'ikë isbiani kuanxun ka ëmanua aín xukë́n rabë́ ñuixuni chikíakëxa. 
GEN.9.23	Usakin ñuixunkëxun ka Sem 'imainun Jafetnën chupa chaxkë́, bixun ain tëxanu 'arubiani anun aín papa isima amo bësukiani kaxushi kuanxun rakuakëxa. Rakubëtsini kaxutan ain papa chupañuma rakákë isti rabanan uakëxa, usokin rakubëtsini ka isima amoshi bësuax utankëx chikíakëxa. 
GEN.9.24	Usakian aín bëchikënën 'akëx ka Noé ain paë́nkë inúkëbë bësuakëxa, bësukin ka aín bëchikë 'anákanëan 'akë a 'unánkëxa, 
GEN.9.25	'unáni ka kiakëxa:
GEN.9.25	¡Mix kamina 'atimokë 'iti 'ain Canaán!
GEN.9.25	¡Min xukë́n rabëtan rëbúnkinën ka tëmëramikin min rëbúnki ñu mëëmiti 'ikën!
GEN.9.26	Usokin 'axa basikëbëtan ka ësokinribi kakëxa:
GEN.9.26	Chúamarua ka Nukën 'Ibu Semnën Dios 'iti 'ikën,
GEN.9.26	Canaánën bëchikëkama ax ka tëmërakin an uni ñu mëëxunkëishi 'iti 'ikën.
GEN.9.27	'Ën kana Nukën 'Ibu Diosan Jafet chaiira meñu 'ianan aín bëchikëkama 'uákamë 'ëoti kuëënin;
GEN.9.27	'imainun kana Semnën, rëbúnkikamabë Jafet aín rëbúnkinëx 'iti kuëënin 'aínbi ka,
GEN.9.27	Canaánën bëchikëkamax tëmërakin uni ñu mëëxuni bukuti 'ikën.
GEN.9.28	Usaia bakan titachaiira 'ikuatsian 'ain ka Noé trescientos cincuenta baritia imi tsópaiankëxa;
GEN.9.29	usokin kamabi ñu 'atankëx ka Noé novecientos cincuenta baritia tsótëkëntankëx ñuakëxa.
GEN.10.1	Ënë kamax ka Noénën bëchikë Sem, Cam 'imainun Jafet, akaman rëbúnki 'ikën, atux ka bakan tita chaiira 'ikuatsian 'ain, atunbi bëchipati tsóa a kama 'iakëxa.
GEN.10.2	Jafetnën bakë bëchikëkama ka 'iakëxa Gómer, Magog, Madai, Javán, Tubal, Mésec 'imainun Tirás. 
GEN.10.3	Gómernën bakë bëchikëkama ka 'iakëxa Asquenaz, Rifat 'imainun Togarmá. 
GEN.10.4	Javánnën bëchikëkama ka 'iakëxa Elisá, Tarsis, Quitim 'imainun Rodanim. 
GEN.10.5	Ënë unikamax ka Jafetnën rëbúnki 'iakëxa, ax ka achúshi Javán kakë 'iakëxa, aín rëbúnkinëx ka parúmpapa kuëbí tsóti 'uakamë 'ëokëxa, usai 'ika aín bananbi bananbi banai aín aintsibë timë́ax aín menu menubi tsóakëxa.
GEN.10.6	Camnën bëchikëkama aín anë ka 'iakëxa Cus, Misraim, Fut 'imainun Canaán. 
GEN.10.7	Cusnën bëchikëkaman anë ka 'iakëxa Sebá, Havilá, Sabtá, Raamá 'imainun Sabtecá 'imainun ka Raamá aín bëchikënën anë Sebá 'imainun Dedán kakë 'iakëxa. 
GEN.10.8	Cus ax ka bëtsi bëchikëñu Nimrod kakin anëkëñu 'iakëxa, ax painra ka uni kushiira a menu 'iakëxa. 
GEN.10.9	Nimrod ax ka usai 'itia Nukën 'Ibu kuëënkëbë an ñuokë unira 'iakëxa. Anuax ka achúshi bana ësai kia: Nimrod axa Nukën 'Ibu kuëënkëbë ñuira okë 'ia usaribi ka 'iti 'ikën. 
GEN.10.10	Usa 'ain ka Nimrod ax 'apu 'ain ëma chabu Babel, Érec, Acad 'imainun Calné, ënë ëmakamax ka Sinar menu 'iakëxa. 
GEN.10.11	Sinar menuax ka Asur kakë uni ax mërakëxa, mëraxun ka Nínive, Reohobot-ir, Quélah, 
GEN.10.12	'imainun ëma chaiira Resen kakë, axa Nínive amo 'imainun Quélah axribi amo 'ikë a 'akëxa. 
GEN.10.13	Usa 'ain ka Misraimnën rëbúnkikama ax ludeokama, anameokama, lehabitakama, naftuhítakama, 
GEN.10.14	patruseokama casluhítakama 'imainun, caftoritaskama ax ka anuaxa filisteo unikama chikía 'ikën. 
GEN.10.15	Canaán ax ka rabë́ bëchikëñu 'iakëxa aín rëkuën ax ka 'iakëxa Sidón, kakë aín 'anáka ax ka 'iakëxa Het. 
GEN.10.16	Usa 'ain ka Canaánën rëbúnkikama ax ka jebuseos, amorreos, gergeseos, 
GEN.10.17	heveos, araceos, sineos, 
GEN.10.18	arvadeo, semareo 'imainun hamateo 'iakëxa. Usai 'ikë 'itsa baritia 'inúkëbë ka cananeonën rëbúnkikama ax mekama mekama nu kuankëxa. 
GEN.10.19	Usa 'ain ka cananeo unikama me ax Guerar kakë me ami kikiani Sidón kakë ëma, anuax kuanx Gaza kakë ëma chukúma anu sënën 'iakëxa, 'imainun ka Sodoma, Gomorra, Admá 'imainun Seboím, kakë anuxunbi Lesa kakë ëma anu bërunkin bikë 'iakëxa. 
GEN.10.20	Ënë unikamax ka Camnën rëbúnki 'iakëxa, achúshi achúshi ëmax ka aín aintsibë aín menubi tsóti 'ain bananbi banakëxa.
GEN.10.21	Sem, ax ka Jafetnën xukë́n aín apan 'iakëxa, anribi ka bëchipakëxa. Kamabi Ébernën bëchikëkamax ka Semnën rëbúnki 'iakëxa. 
GEN.10.22	Semnën bëchikëkamax ka 'iakëxa Elam, Asur, Arfaxad, Lud 'imainun Aram. 
GEN.10.23	Aramnën bëchikëkamax ka 'iakëxa, Us, Hul, Guéter 'imainun Mas. 
GEN.10.24	Arfaxad ax ka Sélahnën papa 'iakëxa, 'imainun ka Sélah ax Ébernën papa 'iakëxa. 
GEN.10.25	Usa 'ain ka Ébernën rabë́ okin bakë bëchiakëxa: achúshinëx ka Péleg kakë 'iakëxa, axa anu 'ain ka unikama kamabi menu kuani abísakëxa; 'imainun ka Pélegnën xukë́n ax Joctán kakë 'iakëxa. (Péleg ax ka bëtsi bëtsi menu kuani amanu amanu kuankëxa.) 
GEN.10.26	Joctán ax ka ënë unikaman papa 'iakëxa Almodad, Sélef, Hasar-mávet, Jérah, 
GEN.10.27	Hadoram, Uzal, Diclá, 
GEN.10.28	Obal, Abimael, Sebá, 
GEN.10.29	Ofir Havilá 'imainun Jobab. Kamabi ënëkamax ka Joctánnën bëchikëkama 'iakëxa. 
GEN.10.30	Usa 'ain ka anua atux tsókë anuaxbi kuankë me ax Mesá aukikiani kuankë 'imainun Sefar ax auküaxa bari urukë au 'ikë 'iakëxa, 
GEN.10.31	Ënë kamax ka Semnën rëbúnki 'iakëxa, achúshi achúshi ëma 'imainun ka aín aintsibëbi aín menubi tsóti ain bananbi banakëxa.
GEN.10.32	Ënëkamax ka Noénën bëchikënën aintsikama 'iakëxa, usa 'ain ka aín rëbúnkinëx anubia aín rara tsóa menubi 'iakëxa. Baka chaiira 'ikuatsian 'ain ka abisi amanu amanu kuani atun ëmabi 'ai anu tsókankëxa.
GEN.11.1	Usa 'ain ka a nëtëkaman bëtsi bëtsi banan uni banatisamapan 'ain a menu 'ikë unikamax achúshi banáinshi banakëxa. 
GEN.11.2	Usai 'i ka auküaxa bari urukë a menu uni chikíkiani 'ura kuankin me barikin Sinar kakë amia mërakëxa, mërakin ka me sapan upí anubi tsótisa mëratankëx anubi tsóti bërukankëxa. 
GEN.11.3	Achúshi nëtën ka atúxbi timë́ax kanankëxa: Usa 'ain ka a unikaman maxáx 'imainun tsëpasa ñu akama 'akinma Ladrillo 'imainun asfalto akama këñun aín xubukama 'akëxa.
GEN.11.4	Usai kitankëx ka amiribishi kanantëkënkankëxa: Achúshi ëma chaiira 'anan kananuna torre ënën menma uarukin chaiorukin naíbëtan sënën 'ati 'ain. Usakin 'aia iskin ka bëtsi unikaman sinánti 'ikën a unikamax ka sinánñuira 'ianan kushiirabu 'ikën kiax ka kiti 'ikën, usa 'ain kananuna nukamax bëtsi mekamanu kuani abístima 'ain. 
