MAT.1.1	BAHWA inilah surat katurunan Isa Almasih, iya itu anak Daud, dan anak Ibrahim.
MAT.6.5	¶ Apabila angkau sŭmbahyang, maka janganlah angkau mŭnurot kalakuan orang orang munafik, kŭrna marika itu suka sŭmbahyang dŭngan bŭrdiri dalam kŭnisa kŭnisa, dan pada pŭnjuru sempang sempang, supaya dilihat ulih manusia; sasungguhnya aku bŭrkata padamu, itulah yang didapati ulih marika itu fahalanya.
MAT.6.6	Tŭtapi apabila angkau sŭmbahyang, masoklah kadalam bilekmu, tutopkanlah pintumu, mintalah doa kapada ayahmu, maka ayahmu yang mŭlihat sagala pŭrkara yang tŭrsŭmbunyi, maka iyalah juga kŭlak mŭmbalas padamu nyata nyata.
MAT.6.7	Maka apabila kamu mŭminta doa, janganlah mŭngulang ulangi pŭrkataan yang sia sia spŭrti orang sŭsat, kŭrna pada sangka marika itu, supaya ditrima Allah sŭbab banyak pŭrkataan.
MAT.6.8	Maka sŭbab itu, janganlah kamu turot kalakuan marika itu, kŭrna ayahmu itu mŭngtahui iya akan barang pŭrkara yang bŭrguna padamu, iya itu tŭrdahulu deripada kamu mŭminta kapadanya.
MAT.6.9	Sŭbab itu handaklah kamu mŭminta doa dŭmkian bunyinya: Ayah kami yang ada dishorga, tŭrmulialah kiranya namamu;
MAT.6.10	Luaslah kiranya krajaanmu, kahandakmu bŭrlakulah diatas bumi ini spŭrti dalam shorga;
MAT.6.11	Brilah kiranya akan kami pada hari ini rŭzki yang chukop;
MAT.6.12	Dan ampunilah kiranya sagala salah kami spŭrti kami mŭngampuni kasalahan orang lain pada kami;
MAT.6.13	Maka janganlah kiranya masokkan kami kadalam pŭrchobaan, mŭlainkan lŭpaskanlah kami deripada yang jahat, kŭrna augkaulah yang ampunya krajaan, dan kuasa, dan kamuliaan, pada slama lamanya. Amin.
MAT.6.14	Kŭrna jikalau kamu mŭngampuni kasalahan orang lain, maka ayahmu yang ada dishorga pun akan mŭngampuni pula kasalahanmu.
MAT.6.15	Tŭtapi jikalau tiada kamu mŭngampuni kasalahan orang lain, maka ayahmu pun tiada akan mŭngampuni kasalahanmu.
MAT.6.16	Danlagi pula apabila kamu puasa, janganlah kamu mŭnurot kalakuan orang munafik dŭngan masam muka, kŭrna marika itu mŭngubahkan rupa mukanya, supaya dilihat ulih orang iya puasa; maka sasungguhnya aku bŭrkata padamu, itulah yang didapati ulih marika itu fahalanya.
MAT.6.17	Adapun apabila angkau puasa, handaklah angkau mŭmakie minyak kapalamu, sŭrta mŭmbasoh mukamu;
MAT.6.18	Supaya jangan rupamu klihatan kapada orang angkau puasa, mŭlainkan biarlah dilihat ulih ayahmu yang tiada klihatan, maka ayahmu yang mŭlihat sagala pŭrkara yang tŭrsŭmbunyi itu, maka iyalah juga akan mŭmbalas padamu nyata nyata.
MAT.6.19	¶ Maka janganlah kamu simpan bagiemu harta diatas bumi, iya itu ditŭmpat gŭgat dan karat mŭmbinasakan, dan ditŭmpat pŭnchuri mŭngorek lalu mŭnchuri.
MAT.6.20	Tŭtapi simpanlah hartamu dalam shorga, iya itu ditŭmpat yang tiada bŭrgŭgat dan karat mŭmbinasakan, dan tiada pula pŭnchuri mŭngorek atau mŭnchuri.
MAT.6.21	Kŭrna barang dimana ada hartamu, maka disitulah juga ada hatimu.
MAT.6.22	Adapun yang mŭnŭrangkan tuboh iya itulah mata, maka sŭbab itu jikalau matamu itu baik, nŭschaya sagala tubohmu pun tranglah adanya.
MAT.6.23	Tŭtapi jikalau matamu itu jahat, nŭschaya sagala tubohmu itupun pŭnuhlah gŭlap adanya; maka sŭbab itulah jikalau kiranya trang yang didalam dirimu itu mŭnjadi gŭlap, ŭntah bagimanakah grangan bŭsarnya glap itu!
MAT.6.24	¶ Bŭrmula tiada bulih sa’orang hamba itu bŭrtuankan dua orang, kŭrna dapat tiada kŭlak iya mŭmbŭnchikan salah suatu dan mŭngasihi suatu, atau iya pŭgang dŭngan salah suatu, dan dibŭnchikannya suatu; tiada bulih kamu mŭnjadi hamba bagie Allah dan kakayaan dunia.
MAT.6.25	Sŭbab itu aku bŭrkata padamu, janganlah kamu mŭnaroh fikiran derihal kahidopanmu, apa yang handak kamu makan atau minum; dan lagi jangan kamu mŭnaroh fikiran derihal tubohmu, apakah yang handak kamu pakie, bukankah hidopmu itu pŭrkara yang tŭrlebih bŭsar deripada rŭzkimu, dan tubohmu itupun pŭrkara yang tŭrlebih bŭsar deripada pakieanmu?
MAT.6.26	Tengoklah akan sagala burong yang diudara, tiada iya mŭnyŭmie, dan tiada pula iya mŭnuwie, dan lagi tiada dihimpunkannya bŭkal dalam langguan; tŭtapi ayahmu yang ada dishorga itu mŭmliharakan dia. Bukankah tŭrutama pula angkau deripada burong burong itu?
MAT.6.27	Siapakah grangan deripadamu yang ada mŭnaroh fikiran bulih bŭrtambah lanjut umornya barang sŭdikit sahja?
MAT.6.28	Dan mŭngapa angkau mŭnaroh fikiran derihal pakieanmu? Maka timbangkanlah akan hal bunga bunga lili dipadang, bagimana iya bŭrtumboh, tiada iya bŭrusaha, dan tiada iya mŭmintal bŭnang.
MAT.6.29	Maka aku bŭrkata padamu, bahwa sungguh pun Sulieman dŭmkian bŭsar kamuliaanya, tiada bŭrpŭrhiasan spŭrti pŭrhiasan sa’kuntom bunga itu.
MAT.6.30	Adapun jikalau dŭmkianlah dihiasi Allah akan rumput rumputan dipadang, iya itu yang pada hari ini ada, maka esoknya dichampakkanka dalam dapur; bahwa bukankah tŭrutama pula iya mŭmbri pakiean akan kamu itu, hie orang yang korang iman?
MAT.6.31	Sŭbab itu janganlah kamu mŭnaroh fikiran sambil bŭrkata, apakah yang handak kami makan, atau apakah yang handak kami minum, atau apakah yang handak kami pakie?
MAT.6.32	Kŭrna sagala pŭrkara inilah dituntut ulih orang sŭsat, kŭrna ayahmu yang ada dishorga itu mŭngtahui iya akan sagala pŭrkara yang bŭrguna padamu.
MAT.6.33	Tŭtapi charilah kamu dahulu krajaan Allah sŭrta dŭngan kabŭnarannya, maka sagala pŭrkara itu akan ditambahi pada kamu.
MAT.6.34	Sŭbab itu janganlah kamu mŭnaroh fikiran akan hari esok itu, kŭrna esok itu ada mŭnaroh fikiran derihal dirinya sŭndiri; maka chukoplah pada sa’hari itu dŭngan kasusahannya sŭndiri.
MAT.7.1	BAHWA janganlah kamu mŭnyalahkan orang, supaya kamu pun tiada disalahkannya.
MAT.7.2	Kŭrna dŭngan kasalahan yang kamu salahkan itu juga kamu akan disalahkan, maka dŭngan sukatan yang kamu sukatkan itu juga kamu akan disukatkan.
MAT.7.3	Maka apa sŭbab angkau mŭmandang sampah yang ada dalam mata saudaramu, tŭtapi balak yang dalam matamu sŭndiri itu tiada angkau indahkan.
MAT.7.4	Atau bagimana angkau bulih bŭrkata pada saudaramu, biarlah aku kluarkan sampah yang didalam matamu, maka hieran, ada sa’batang balak dalam matamu sŭndiri.
MAT.7.5	Hie munafik, kluarkanlah dahulu balak yang dalam matamu sŭndiri itu, kumdian kŭlak bulihlah angkau mŭlihat dŭngan trangnya, bagimana angkau bulih mŭngluarkan sampah yang didalam mata saudaramu itu.
MAT.7.6	¶ Janganlah angkau brikan bŭnda yang suchi itu kapada anjing, atau jangan champakkan mutiaramu dihadapan babi, maka kalau dipijak pijaknya dŭngan kakinya, sŭrta iya bŭrbalik mŭnggigit kamu.
MAT.7.7	¶ Mintalah, maka akan dibri; charilah, maka kamu akan mŭndapat; kŭtoklah, maka akan dibukakan.
MAT.7.8	Kŭrna barang siapa yang mŭminta, iya juga akan bŭrulih; dan barang siapa yang mŭnchari, iya juga akan mŭndapat; dan pada yang mŭngŭtok, akan dibukakan.
MAT.7.9	Maka siapakah iya itu diantara kamu, jikalau anaknya mŭminta roti akan dia, adakah dibrinya batu padanya?
MAT.7.10	Dan jika dipintanya ikan, adakah dibrinya ular padanya?
MAT.7.11	Sŭbab itu jikalau kamu yang jahat itu tahu mŭmbri bŭnda bŭnda yang baik pada anakmu, istimewa pula ayahmu yang ada dishorga itu akan mŭmbri bŭnda yang baik kapada sagala orang yang mŭminta kapadanya.
MAT.7.12	Maka sŭbab itu, barang apa yang kamu sukai orang bŭrbuat padamu, dŭmkianlah handaknya kamu pun bŭrbuat padanya, kŭrna pŭrkataan inilah jŭmlah tauret dan surat sagala nabi nabi.
MAT.7.13	¶ Maka masoklah kamu dipintu yang sŭmpit, kŭrna luaslah pintu, dan lebarlah jalan, yang mŭmbawa kapada kabinasaan, maka banyaklah orang yang masok kasitu:
MAT.7.14	Bahwa sŭmpitlah pintu, dan sŭsaklah jalan, yang mŭmbawa kapada hidup kŭkal, maka sŭdikit juga orang yang mŭndapat dia.
MAT.7.15	¶ Ingatlah kamu deripada nabi nabi yang dusta, yang datang kapadamu dŭngan mŭmbuat buat dirinya spŭrti domba, tŭtapi dalam batin marika itu spŭrti sŭrigala yang mŭnŭrkam.
MAT.7.16	Maka deripada pri buah buah kalakuannya kamu akan mŭngtahui dia; adakah pŭrnah orang mŭmŭtek buah anggor deripada pokok duri, atau buah ara deripada pokok onak?
MAT.7.17	Maka dŭmkianlah barang suatu pohon kayu yang baik iya itu bŭrbuah yang baik, tŭtapi barang suatu pohon kayu yang jahat iya itu bŭrbuah yang busuk.
MAT.7.18	Maka tiada bulih pohon kayu yang baik itu bŭrbuah yang busuk, dan tiada bulih pohon kayu yang jahat itu bŭrbuah yang baik.
MAT.7.19	Adapun barang sa’suatu pohon kayu yang tiada bŭrbuah yang baik, iya itu ditŭbang dibuangkan kadalam api.
MAT.7.20	Sŭbab itu deripada pri buah buahannya kamu akan mŭngtahui dia.
MAT.7.21	¶ Maka bukannya sagala orang yang bŭrkata padaku, Ya Mulana, ya Mulana, iya itu bulih masok kadalam krajaan shorga, mŭlainkan orang yang bŭrbuat kahandak ayahku yang ada dishorga.
MAT.7.22	Maka adalah pada hari itu kŭlak banyak orang akan bŭrkata padaku, Mulana, Mulana, bukankah dŭngan kwasa namamu kami tŭlah mŭngajar, dan dŭngan kwasa namamu juga kami tŭlah mŭmbuangkan bŭbrapa jin, dan dŭngan kwasa namamu juga kami tŭlah mŭngadakan bŭbrapa pŭrbuatan yang ajaib?
MAT.7.23	Maka tŭtkala itu kŭlak aku akan bŭrkata pada marika itu, bahwa skali kali tiada kukŭnal kamu, lalulah deri hadapanku hie orang yang bŭrbuat jahat.
MAT.7.24	Maka sŭbab itu barang siapa yang sudah mŭnŭngar pŭrkataanku ini sŭrta dipŭrbuatnya akan dia, maka adalah iya itu kuumpamakan dŭngan sa’orang bijaksana yang tŭlah mŭmbangunkan rumahnya diatas sa’buah batu:
MAT.7.25	Maka turonlah hujan lŭbat dan ayer pun bahlah, maka bŭrtiuplah angin lalu mŭnŭmpoh rumah itu, tiada juga iya ruboh, kŭrna iya itu tŭralas diatas batu adanya.
MAT.7.26	Dan lagi barang siapa yang mŭnŭngar pŭrkataanku ini, maka tiada dipŭrbuatnya akan dia, maka iya itu diumpamakan dŭngan sa’orang bodoh yang tŭlah mŭmbangunkan rumahnya diatas pasir:
MAT.7.27	Maka turonlah hujan lŭbat dan ayer pun bahlah, maka bŭrtiuplah angin lalu mŭnŭmpoh rumah itu, maka rubohlah iya, bŭsarlah kŭrubohannya itu!
MAT.7.28	Adapun apabila habislah pŭrkataan Isa ini, maka tŭrchŭngang chŭnganglah marika itu ulih sŭbab pŭngajarannya itu.
MAT.7.29	Kŭrna iya mŭngajar marika itu spŭrti orang yang mŭmpunyai kwasa adanya, maka bukannya spŭrti khatib khatib.
MAT.8.1	SŬBARMULA apabila Isa tŭlah turon deri atas bukit itu, maka pŭrhimpunan orang tŭrlalu banyak mŭngikot dia.
MAT.8.2	Maka hieran, datanglah sa’orang bŭrkusta sujud akan dia, sŭraya katanya, Tuhan, jikalau angkau mahu kiranya, bulihlah Tuhan mŭnjadikan hamba suchi.
MAT.8.3	Maka Isa pun mŭmanjangkan tangannya, lalu dijamahnya akan dia, katanya, Kumahu angkau suchilah; maka dŭngan skutika itu juga suchilah dia deripada kustanya itu.
MAT.8.4	Maka kata Isa padanya, Ingatlah angkau baik baik, jangan bri tahu kapada sa’orang pun, mŭlainkan pŭrgilah tunjokkan dirimu kapada Imam, sŭrta pŭrsŭmbahkanlah pŭmbrian yang dipŭsan ulih Musa akan mŭnjadi tandah bagie marika itu.
MAT.8.5	¶ Maka apabila masoklah Isa kadalam nŭgri Kapŭrnaum, maka datanglah kapadanya sa’orang Pŭnghulu orang sratus, mŭminta kapadanya;
MAT.8.6	Katanya, Tuhan ada hambaku tŭrhantar sakit tepok dalam rumah dŭngan tŭrlalu sŭngsaranya.
MAT.8.7	Maka kata Isa padanya, Bulihlah aku datang mŭnyŭmbohkan dia.
MAT.8.8	Maka disahut ulih Pŭnghulu itu, katanya, Tuhan, bahwa tiadalah layak angkau masok kabawah atap gŭntingku, mŭlainkan dŭngan spatah kata juga Tuhan bŭrkata, hambaku itu bulih sŭmboh:
MAT.8.9	Kŭrna adalah hamba ini pun sa’orang orang yang dibawah prentah, maka adalah pula rayat rayat dibawah hamba; maka hamba surohkan sa’orang pŭrgi, maka iya pŭrgi, dan kapada sa’orang datang, maka datanglah iya, dan kusuroh bŭrbuat barang apa kapada hambaku, maka dipŭrbuatnya.
MAT.8.10	Maka apabila didŭngar Isa akan pŭrkataannya, hieranlah iya, sambil iya bŭrkata kapada orang yang mŭngikot dia, Maka dŭngan sasungguhnya aku bŭrkata kapadamu, maka bŭlom pŭrnah aku mŭndapat iman yang stŭgoh ini diantara orang orang, kapada orang Israil pun tidak.
MAT.8.11	Tŭtapi aku bŭrkata kapadamu, bahwa banyaklah orang akan datang deri sŭblah barat dan timor dudok bŭrsama sama dŭngan Ibrahim, dan Isahak, dan Yakob dalam krajaan shorga.
MAT.8.12	Tŭtapi anak anak krajaan itu akan ditolakkan kadalam gŭlap yang jauh skali deripada trang itu, maka disanalah ada ratap dan gŭrtak gigi.
MAT.8.13	Maka kata Isa pada Pŭnghulu itu, Pulanglah angkau, maka sŭbagimana yang angkau pŭrchaya, sŭbŭgitulah jadi bagiemu; maka hambanya itu pun sŭmbohlah pada waktu itu juga.
MAT.8.14	¶ Sŭbarmula maka Isa pun masoklah karumah Petros, maka dilihatnya mŭntua pŭrampuannya ada tŭrhantar sakit dŭngan dŭmam.
MAT.8.15	Maka dijamah ulih Isa tangannya, maka dŭmamnya pun tŭrbanglah, maka pŭrampuan itu pun bangunlah lalu mŭlayani dia.
MAT.8.16	¶ Sŭtlah pŭtang hari, maka dibawa oranglah kapadanya bŭbrapa orang yang tŭrkŭna jin, maka dibuangkannya sagala jin itu dŭngan pŭrkataannya juga, dan sagala orang yang sakit itu pun disŭmbohkannyalah.
MAT.8.17	Maka supaya gŭnaplah barang yang dikatakan ulih nabi Jasia, katanya, Bahwa iyalah juga yang mŭnanggong sagala kalŭmahan kami, sŭrta mŭnahan sagala kŭsakitan kami.
MAT.8.18	¶ Maka apabila dilihat Isa pŭrhimpunan orang tŭrlalu banyak mŭnglilingi akan dia, maka disurohnya pŭrgi kasŭbrang sana.
MAT.8.19	Maka datanglah sa’orang khatib, sŭrta bŭrkata padanya, Guru, bahwa aku handak mŭngikot akan dikau barang kamana angkau pŭrgi.
MAT.8.20	Maka bŭrkatalah Isa padanya, Pada anjing hutan ada lobang, dan burong diudara pun ada bŭrsarang, tŭtapi pada anak manusia itu tiada bŭrtŭmpat akan mŭmbaringkan kapalanya.
MAT.8.21	Maka ada pula sa’orang muridnya yang lain bŭrkata akan dia, Tuhan, biarlah hamba pŭrgi mŭnanamkan ayahku dahulu.
MAT.8.22	Maka kata Isa padanya, Ikotlah aku, maka biarlah orang mati itu mŭnanamkan orangnya yang mati itu.
MAT.8.23	¶ Maka apabila naiklah Isa kapŭrahu, maka murid muridnya itu pun adalah mŭngiringkan dia.
MAT.8.24	Maka hieran, turonlah suatu ribot yang bŭsar ditasik itu, sampielah pŭrahu itu pun ditimbus ulih ombak, akan tŭtapi Isa lagi tŭngah tidor.
MAT.8.25	Maka datanglah murid muridnya mŭmbangunkan dia, katanya, Tuhan, lŭpaskanlah kami, bahwa binasalah kami.
MAT.8.26	Maka kata Isa pada marika itu, Mŭngapa kamu takot? hie orang yang korang iman? maka dŭmi bangunlah iya, sŭrta ditŭngkingnya akan angin dan ombak itu, maka tŭdohlah skali.
MAT.8.27	Maka hieranlah sagala orang, katanya, Orang manakah ini, bahwa angin dan ombak pun mŭnurot prentahnya!
MAT.8.28	¶ Apabila sampielah iya kasŭbrang dinŭgri orang Gadara, maka bŭrtŭmulah dŭngan dia dua orang yang tŭrkŭna jin, iya itu datang deri antara kubor dŭngan sangat garangnya, sampie sa’orang pun tiada bulih lalu lalang dijalan itu lagi.
MAT.8.29	Maka hieran, bŭrtriaklah orang itu, katanya, Apakah bichara kami kapada kamu, hie Isa anak Allah, maka sudahkah angkau sampie kamari akan mŭnyeksakan kami dahulu deri pada waktunya?
MAT.8.30	Shahadan adalah jauh sŭdikit deripada marika itu, sa’kawan babi mŭnchari makan:
MAT.8.31	Maka jin jin itu pun mŭminta kapada Isa, katanya, Jikalau angkau handak mŭmbuangkan kami, maka biarlah kami masok kadalam kawan babi itu.
MAT.8.32	Maka bŭrkata Isa padanya, Pŭrgilah. Apabila kluarlah jin jin itu, lalu masoklah iya kadalam kawan babi itu, maka hieran, sagala kawan babi itu pun tŭrjunlah deri atas tŭbing itu kadalam tasik, maka matilah iya dalam ayer itu.
MAT.8.33	Maka bŭrlari larilah sagala gombalanya masok kadalam nŭgri, lalu dikhabarkannyalah sagala pŭrkara ini, dan barang yang tŭlah bŭrlaku atas orang yang tŭrkŭna jin itu.
MAT.8.34	Maka sasungguhnya kluarlah sagala orang isi nŭgri itu datang bŭrtŭmu dŭngan Isa, sŭrta dilihatnya akan dia, lalu marika itu mŭminta supaya iya undor deripada batasan nŭgrinya.
MAT.9.1	BŬRMULA maka masoklah Isa kadalam sa’buah pŭrahu, maka mŭnyŭbranglah iya lalu sampie kanŭgrinya.
MAT.9.2	Maka hieran, dibawa oranglah kapadanya sa’orang tepok yang tŭrhantar diatas katilnya; maka apabila dilihat Isa iman marika itu, lalu katanya kapada orang yang tepok itu, Pŭrtŭtapkanlah hatimu, hie anakku, bahwa sagala dosamu tŭlah diampuni.
MAT.9.3	Maka hieran, adalah deripada khatib khatib yang bŭrkata dalam hatinya, Bahwa iya ini mŭnghujat akan nama Allah.
MAT.9.4	Maka dikŭtahuilah ulih Isa akan sagala fikiran marika itu, lalu katanya, Apa sŭbab kamu bŭrfikir jahat dalam hatimu?
MAT.9.5	Untah apakah yang tŭrlebih mudah aku bŭrkata, Baik sagala dosamu tŭlah diampunikah, atau baik bangunlah angkau lalu bŭrjalankah?
MAT.9.6	Tŭtapi kŭtahuilah ulihmu, bahwa anak manusia itu bŭrkwasa iya diatas bumi ini akan mŭngampuni sagala dosa; maka pada tŭtkala itu, bŭrkatalah iya kapada orang tepok itu, Bangunlah angkau, angkat katilmu itu, pulanglah karumahmu.
MAT.9.7	Maka bangunlah iya lalu pulanglah karumahnya.
MAT.9.8	Maka apabila dilihat ulih sagala orang akan hal itu, maka hieranlah iya, sŭrta mŭmuliakan Allah yang tŭlah mŭngurniakan kwasa yang sa’bŭsar itu kapada manusia.
MAT.9.9	¶ Maka Isa pun bŭrjalanlah deri sana, lalu iya mŭlihat sa’orang orang yang bŭrnama Mathius, dudok ditŭmpat orang mŭmŭgang chukie, maka kata Isa padanya, Ikotlah akan daku; maka bangunlah iya lalu mŭngikot dia.
MAT.9.10	¶ Skali pŭrstua tŭtkala Isa dudok makan dalam sa’buah rumah, maka sasungguhnya banyak orang mŭmŭgang chukie dan orang bŭrdosa pun datanglah dudok makan sa’hidangan dŭngan Isa sŭrta murid muridnya.
MAT.9.11	Maka apabila dilihat ulih orang Farisia akan hal itu, bŭrkatalah marika itu kapada murid muridnya, Apa sŭbabnya Guru kamu makan bŭrsama sama dŭngan orang orang mŭmŭgang chukie dan orang bŭrdosa?
MAT.9.12	Maka dŭmi didŭngar ulih Isa, lalu katanya kapada marika itu, Tiadalah bŭrguna Tabib kapada orang yang sehat, mŭlainkan kapada orang yang sakit.
MAT.9.13	Sŭbab itu, pŭrgilah kamu pŭlajari artinya pŭrkataan itu, Aku mahu bŭrkasih kasihan tŭrlebih deripada mŭmbri korban: kŭrna bukannya aku datang mŭnjŭmput orang yang bŭnar, mŭlainkan orang yang bŭrdosa itu supaya taubat.
MAT.9.14	¶ Maka tŭtkala itu datanglah murid murid Yahya kapadanya sŭrta bŭrkata, Apa sŭbabnya kami dan orang Farisia puasa bŭbrapa kali, tŭtapi murid muridmu tiada puasa?
MAT.9.15	Maka kata Isa pada marika itu, Bagimanakah bulih sahabat sahabat mŭmpŭlie itu duka chita slagi mŭmpŭlie itu ada bŭrsama sama dŭngan marika itu? Tŭtapi ada kŭlak harinya akan datang, apabila mŭmpŭlie itu akan dilalukan deripadanya, maka pada tŭtkala itulah marika itu akan bŭrpuasa.
MAT.9.16	Sa’orang pun tiada pŭrnah mŭnampalkan sa’kŭping kain bahru pada kain yang lama, kŭrna kŭping tampalan itu mŭnchŭbiskan baju itu, maka koyaknya itu pun mŭnjadi tŭrlebih bŭsar pula.
MAT.9.17	Lagi sa’orang pun tiada pŭrnah mŭnaroh ayer anggor bahru kadalam kulit yang lama, mŭlainkan dapat tiada pŭchahlah kulit itu, dan ayer anggor itu pun tumpahlah habis, dan kulit itu pun binasalah: tŭtapi adalah adat orang mŭnaroh ayer anggor yang bahru itu kadalam kulit kulit yang bahru, supaya kaduanya itu pun tŭrpliharalah.
MAT.9.18	¶ Maka adalah pada tŭtkala iya bŭrchŭtra chŭtra deri hal sagala pŭrkara ini pada marika itu, hieran, maka datanglah sa’orang Pŭnghulu anu sujud padanya, sŭraya bŭrkata, Bahwa anakku pŭrampuan bahru juga mati, marilah kiranya angkau bubuhkan tanganmu itu, nŭschaya iya bulih hidop pula.
MAT.9.19	Maka bangunlah Isa mŭngikot dia sŭrta dŭngan sagala muridnya.
MAT.9.20	¶ Maka sasungguhnya adalah sa’orang pŭrampuan yang ada pŭnyakit tumpah tumpah darah, dua blas tahun lamanya, maka datanglah iya deri blakang Isa mŭnjamah tŭpi bajunya.
MAT.9.21	Kŭrna pada fikiran pŭrampuan itu dalam hatinya, Jikalau kujamah bajunya sahja, maka bulihlah aku sŭmboh.
MAT.9.22	Maka Isa pun bŭrpalinglah sŭrta mŭlihat dia, sambil bŭrkata, Sŭnangkanlah hatimu, hie anak pŭrampuan, bahwa imanmu tŭlah mŭnyŭmbohkan dikau; maka pŭrampuan itu pun sŭmbohlah pada kutika itu juga.
MAT.9.23	Hata maka Isa pun sampielah karumah Pŭnghulu itu, lalu dilihatnya orang bŭrmain bunyi bunyian, sŭrta banyak orang mŭmbuat gadoh.
MAT.9.24	Maka kata Isa pada marika itu, Lalulah kamu skalian, kŭrna budak pŭrampuan itu bukannya mati, iya tidor sahja; maka ditŭrtawakanlah ulih marika itu akan dia.
MAT.9.25	Sŭtlah sudah marika itu dihalaukan, lalu masoklah Isa, sŭrta dipŭgangnya tangannya, maka budak pŭrampuan itu pun bangunlah.
MAT.9.26	Maka mashorlah wartanya itu kluar kapada sagala bŭnua itu.
MAT.9.27	¶ Maka apabila bŭrjalanlah Isa deri sana, maka datanglah dua orang buta mŭngikot dia, sambil bŭrtriak, katanya, Kasihankanlah kami hie anak Daud.
MAT.9.28	Maka apabila masoklah Isa kadalam sa’buah rumah, lalu datanglah orang buta itu kapadanya, maka kata Isa pada marika itu, Adakah kamu pŭrchaya yang aku bŭrkwasa bŭrbuat ini? maka kata marika itu, Sasungguhnya Tuhan.
