MAT.1.1	Ekitabu kyesyondengo sya Yesu Kristo, mugala wa Dawidi, mugala wa Abrahamu.
MAT.7.24	Oburi mundu oyu kowa ebinywa byage ebi akakolabye asyabya ngomundu wamenge oyo wahimba enyumba yiwe okwibwe; 
MAT.7.25	nembula moyawa, nekigeri mokyasa, nekihung; mokyabuhirira mobyayiswirya oko nyumba eyo, nikwa moyitatera, kusangwa moyahandwa okwibwe. 
MAT.7.26	Kandi obur mundu oyu kowa ebinywa byage atekolabyo asyabya ngomundu mukiru oyu wahimba enyumba oko misege; 
MAT.7.27	nembula moyawa, nekigeri mokyasenda, nekihunga mokyabuhirira mobyayiswirya oko nyumba eyo, moyatera; kandi neritera ryaye moryabya inene.
MAT.7.28	Neryo Yesu abere abibuga ebinywa ebi, esyondeko mo syasweka busana nerikangirirya riwe, 
MAT.7.29	kusangwa mwakangi rirya ngoyu wite ehamuli, butsira nga basaki babo.
MAT.8.1	Omugulu abere abiandagala oko kitwa, esyondeko nene mosyamukwama; 
MAT.8.2	neryo lebaya omuhaga mwamuhikako, mwamukukamire, ati, Mukama, wamanza, wangatoka nerinyerya. 
MAT.8.3	Naye mwakakya ebyala biwe mwamutulako ati, Nyanzire; were. Neryo-neryo ebihaga biwe mobyera. 
MAT.8.4	Yesu mwamubwira ati, Ulebaye subwire mundu; nikwa ugende, uyikanganaye oko muhereri, uhere erihitya eryo Musa ategeka, busana neriminyisyabo.
MAT.8.5	Omugulu ingira eKapernaumu, omukulu muguma wabasoda mwasa ahari, mwamugonga-gonga 
MAT.8.6	ati, Mukama omugombe wage agotsere omu nyumba iniabasire, akagalawa kutsibu. 
MAT.8.7	Naye mwabuga naye ati, Ngandiyayo inaya mulamya. 
MAT.8.8	Nikwa omukulu wabasoda mwamusubirya ati, Mukama, Sinyitolere ukingira omo nyumba yage; nikwa ubuge eKinywa kisa nomugombe wage akandilamibwa. 
MAT.8.9	Kusangwa nage ndi mundu wehamuli, ngwite abasoda ngategeka; ngabwira muguma nyiti, Ugende, iniagenda, nogundi nyiti, Asa, iniasa, ngabwira omugombe wage nyiti, Kola eki, akakikola. 
MAT.8.10	Yesu abere amowa, mwasweka, mwabwira abamukwama ati, Kwenene ngabuga nenyu, sinditabana erikirirya ringana neri, kutse nomo Israeli. 
MAT.8.11	Ngababwira nyiti, bangi baswalwa eyo eryuba rikahuluka neyo eryuba rikalengera basikala na Abrahamu, na Isaka, na Yakobo omo bwami bwelubula, 
MAT.8.12	nikwa abagala bobwami basyaguswa omo mwirimya weyihya; aho bandu basyarira nerirya meno wabo. 
MAT.8.13	Kandi Yesu mwabwira omukulu wabasoda ati, Ugende; ukolerawebyo ngoko wabiriikirirya. Nomugombe mwalamibwa oko katambi ako.
MAT.8.14	Yesu abere abiingira omo nyumba ya Petero, mwalangira nyinyi-byala wuwe iniagotsere nerihuhana; 
MAT.8.15	mwamutulya kwe byala, nerihuhana moryamulwako, mwahangana mwamutsumbira. 
MAT.8.16	Omwigolo-golo eryo mobamuletera bangi abari kwesyombinga; mwagusa esyombinga syoyihya omo kinywa kisa, mwalamya abosi ababya balwere. 
MAT.8.17	Bibererere ebyabugawa nomuminyereri Isaya ati, Mwatwala eriyiremwa ryetu mwaheka nesyondwala syetu.
MAT.8.18	Nikwa omugulu Yesu alangira esyondeko nene simutimbireko, mwategeka ati basokere eyisirya. 
MAT.8.19	Nomusaki muguma mwamuhikako mwamubwira ati, Mukangirirya, ngandikukwama ehosi ukaya. 
MAT.8.20	Yesu mwamubwira ati, Esyoboha siwite ebyuna, nesyonyonyu syomo kyanya siwite esyonyutu; nikwa oMugala womundu siawite aherihira omutwe wuwe. 
MAT.8.21	Nogundi woko biga mwabuga naye ati, Mukama, uleke natayata tata. 
MAT.8.22	Nikwa Yesu mwamubwira ati, Ungwame, uleke abaholi bate abaholi babo.
MAT.8.23	Abere abiingira omo bwato, abiga buwe mobamukwama. 
MAT.8.24	Neryo lebaya, eKihunga kinene mokyahuluka omo ngetsi, nobwato mobwasonda eritobera busana nebisunda; nikwa iye iniayire to. 
MAT.8.25	Nabo mobaya mubukya bati, Utulamaye Mukama; tukahwa. 
MAT.8.26	Naye mwabuga nabo ati, Mukubaha busana naki, inywe bandu berikirirya ike kwehi? Neryo mwahangana mwakunga ekihunga nengetsi; mohabya eriyibombeka inene. 
MAT.8.27	Na bandu mobasweka, bati, Oyu ni mundu musindoki kwehi? kusangwa ekihunga nengetsi bikamowa.
MAT.8.28	Neryo omugulu ahika eyisirya, omo kihugo kyaBagerase, abesyombinga babiri mobahindana naye, ibakalwa omo masinda, ibakalire isihari mundu wangalaba omo nzira eyo. 
MAT.8.29	Neryo lebaya, mobalaka bati, Uri naki kwitwe, Uwe Mugala woMungu, kwehi? Wamasa eno eritwagalya emuliro womugulu kwehi? 
MAT.8.30	Nikwa habya ekihyo kyesyongurube nyingi sikarira hali hake kubo. 
MAT.8.31	Esyombinga mobyamugo-ngagonga siti, Wamatugusa eyihya, ututume omo kihyo kyesyongurube. 
MAT.8.32	Naye mwabuga nasyo ati, Mugende. Nasyo mosyalwamo mosyaya omo syongurube esyo; neryo lebaya, ekihyo kyosi mokyatibita ahasenzegerere mosyahika omo ngetsi, mosyaholera omo magetsi. 
MAT.8.33	Na barisya mobatibita, mobingira omo muyi mobatula ebyosi, nebya abalwe kwesyombinga. 
MAT.8.34	Kandi lebaya, omuyi gosi mobasa erihindana na Yesu; neryo babere babimulolako, mobamugonga-gonga bati alwe omo kihugo kyabo.
MAT.9.1	Mwingira omo bwato mwasokera oko muyi wuwe. 
MAT.9.2	Neryo lebaya mobamuletera oyu basire, iniagotsere oko ngingo yiwe; nomugulu Yesu alangira erikirirya ryabo mwabuga noyu basire ati, Mugala wage ubye nobutseme; ebibi byawe byamabuyirwa. 
MAT.9.3	Kandi lebaya abandi babasaki mobayibwira bati, Omundu oyu akatsuma. 
MAT.9.4	Nikwa Yesu, mwaminya amaringikania wabo, ati, Busana naki mukaganiraya ebibi omo mitima yenyu kwehi? 
MAT.9.5	Niki kyokyolo, eribuga, nyiti, Ebibi byawe byamabuyirwa, kutse eribuga, nyiti, Hangana uyigendere, kwehi? 
MAT.9.6	Nikwa mutoke eriminya ko Mugala womundu awite ehamuli omo kihugo yeribuyira ebibi—mwabwira oyu basire— ati, Hangana, uheke engingo yawe ugende eka. 
MAT.9.7	Neryo mwahangana mwaya eka. 
MAT.9.8	Esyondeko omugulu syalangira, mobubaha, mobapipa Mungu, oyu waha abandu ehamuli yingaha.
MAT.9.9	Omugulu Yesu akalaba akalwayo, mwalangira omundu oyu kahulawa mo Matayo inianikere aho herisolera; mwabuga naye ati, Unyikwame. Naye mwahangana mwamukwama.
MAT.9.10	Omugulu abya anegemere okwirya omo nyumba, lebaya, abasolesya bangi na bakola nabi mobasa mobikala haguma na Yesu na biga buwe. 
MAT.9.11	Omugulu baFarisayo balangira ebi, mobabwira abiga buwe bati, Busana naki omukangirirya wenyu akarya haguma na basolesya na bakola nabi kwehi? 
MAT.9.12	Nikwa omugulu owabya, mwabuga ati, Abakalire sibari nobwaga bwomusaki, nikwa abalwere. 
MAT.9.13	Mugende mwige omusindo weki, kiti, Ngasonda eriganyira, butsira obuhere. Kusangwa sinasa eribirikira abatunganene, nikwa bakola nabi.
MAT.9.14	Neryo abiga ba Yoane mobamuhikako, bati, Busana naki itwe na baFarisayo tukayira, nikwa abiga bawe sibeyira kwehi? 
MAT.9.15	Yesu mwabuga nabo ati, Abageni beriherukania bangatoka eririra omugulu iba womuheruki ane nabo kwehi? Nikwa ebiro bikandisyasa, iba womuheruki abilusibwa kubo, oko mugulu oyo basyatsira. 
MAT.9.16	Sihari mundu oyu kahira ekitomeko ekihyakihya oko lukimba lwakera, kusangwa ekitomeko kikatula olukimba, ilwatulika kwilaba. 
MAT.9.17	Kandi ebinyu bihyabihya sibihirawa omo ngobi ya kera yebinyu; byamahirwamo esyongobi sikatulika nebinyu ibyutika, nesyongobi isyahera; nikwa ebinyu bihyabihya bikahirawa omo syongobi nyihya, nebyosi ibyabyaho.
MAT.9.18	Abere akabuga nabo, lebaya, omurongani mwasa mwamukukamira ati, Mwali wage amahola; nikwa wase umuhire kwebyala byawe, akandibyaho. 
MAT.9.19	Yesu mwahangana mwamukwama nabiga buwe. 
MAT.9.20	Neryo lebaya, omukali oyo wagalawa nerisenda ryomusasi emituta ikumi nibiri mwasa enyuma kwiye mwatula oko musike wolukimba luwe; 
MAT.9.21	kusangwa ayibwira ati, Nanatatula risa oko lukimba luwe, ngandilamibwa. 
MAT.9.22	Yesu mwabinduka, mwamulangira mwamubwira ati, Usikaye omutima, mwali wage; erikirirya ryawe ryamakulamya. Neryo-neryo omukali oyo mwalamibwa. 
MAT.9.23	Omugulu Yesu abere abihika omo nyumba yomurongani, mwalangira ababuhi bamarenga, nendeko ikabuya olukanda, 
MAT.9.24	mwabuga ati, Mulweho; kusangwa omwanamuto siaholire nikwa ari to. Nabo mobamuseka kutsibu. 
MAT.9.25	Nikwa omugulu endeko yamabihigirwa eyihya, mwingira omo nyumba mwamuhamba oko byala, na mwanamuto mwahangana. 
MAT.9.26	Nengulu yebi moyatsungana omo kihugo ekyo kyosi.
MAT.9.27	Omugulu Yesu alaba akalwayo, esyondimatime ibiri mosyamukwama, ibakabirikira kutsibu bati, Utuganyire, oMugala wa Dawidi. 
MAT.9.28	Abere abiingira omo nyumba, esyondimatime esyo mosyamuhikako; Yesu mwabulyabo ati, Munikirirye ko nangatoka erikola eki kwehi? Mobamubwira bati, Ega, Mukama. 
MAT.9.29	Neryo mwatula oko meso wabo, ati, Rikoleke kwinywe ngoko mwikirirye. 
MAT.9.30	Neryo Ameso wabo mwalibukala. Yesu mwahanabo kutsibu ati, Mulebaye sihabye mundu akaminya eki. 
MAT.9.31	Nikwa mobagenda mobatsungania engulu yiwe omo e kihugo ekyo kyosi.
MAT.9.32	Nomugulu babya bakagenda, lebaya mobamuletera emumu eyiri kwesyombinga. 
MAT.9.33	Nembinga eyo yabere yabiguswa eyihya emumu moyabuga; nesyondeko mobasweka, bati, Eritsuka na kera sihetalolwako ekiringene neki omo Israeli. 
MAT.9.34	Nikwa abaFarisayo mobabuga bati, Akagusa esyombinga eyihya busana nomukulu wesyombinga.
MAT.9.35	Kandi Yesu mwalendera omo miyi yosi nomo hiyi, akakangirirya omo manyumba wabo werihindana akatula engulu yowene yobwami, nerilamya amakoni gosi neriyiremwa ryosi. 
MAT.9.36	Omugulu alebaya esyondeko, Mwaganyirabo, kusangwa mobagalwa omwiluha neripanswa, ngesyombuli sitawite omulisya. 
MAT.9.37	Neryo mwabuga nabiga buwe ati, Ebyerigesa ni bingi, nikwa abagesi ni bake; 
MAT.9.38	musabe oMukama werigesa atume abagesi okwigesa riwe.
MAT.10.1	Kandi mwabirikira okwiye abiga buwe erikumi na babiri mwahabo ehamuli oko birimu bibi, erigusabyo eyihya, nerilamya esyondwala syosi neriyiremwa ryosi. 
MAT.10.2	Amena wabakwenda erikumi na babiri waya: oweritsuka, Simoni, oyu kahulawa mo Petero, na Anderea mugala wabo; Yakobo mugala wa Zebedayo, na Yoane mugala wabo; 
MAT.10.3	Filipo na Bartolomayo; Toma na Matayo musolesya; Yakobo mugala wa Alafayo, na Tadeo; 
MAT.10.4	Simoni muKanana, na Yuda Iskariote, oyu wamuhotera. 
MAT.10.5	Aba erikumi na babiri Yesu mwatumabo, mwategekabo ati, Simugende omukati-kati keBihanda, simwingira omo muyi nomuguma wabaSamaria, 
MAT.10.6	nikwa mugende oko syombuli esitere syenyumba ya Israeli. 
MAT.10.7	Omugulu Mukagenda mutulego muti, Obwami bwelubula buri hakuhi. 
MAT.10.8	Mulamaye abakoni, mulubukaye abaholi, mweraye abahaga, muguse esyombinga syeyihya. Mwabiriimya butsira eririha, muhe butsira eririha. 
MAT.10.9	Simwimaye zahabu, kutse ebitsipa, kutse emiringa omo matusi wenyu, 
MAT.10.10	Simuheke engunza busana nolugendo lwenyu, kutse esyokanzu ibiri, kutse esyongendero, kutse omutso; kusangwa mukoli womubiri atolere akaryo kuwe. 
MAT.10.11	Noko muyi kutse oko kayi kahi mukingiramo, musondayeho oyu tolere mugo, mwikale naye erihika aho mwasyalwiraho. 
MAT.10.12	Omugulu mukingira omo nyumba, mubukayeyo. 
MAT.10.13	Nenyumba yamabya itolere, obuholo bwenyu bubye kuyo; nikwa yamabya isitolere, obuholo bwenyu busube kwinywe. 
MAT.10.14	Nomundundi amagana eribakokya kutse eriowa ebinywa byenyu, omugulu mukalwa omo nyumba eyo kutse oko muyi oyo mukungute olututu omo bisandu byenyu. 
MAT.10.15	Kwenene ngabuga nenyu, nyiti, lwasyabya lolo oko kiro kyolubanza oko kihugo kya Sodoma na Gomora kwilaba olwomuyi oyo.
MAT.10.16	Lebaya, Ngabatuma ngesyombuli omukati-kati kamakungu; neryo mubye na menge ngesyonzoka noyute nomwaga nga kalikuku. 
MAT.10.17	Muyitegaye busana nabandu; kusangwa basyabahotera omwibugiro, neribaswirirya omo manyumba wabo werihindana, 
MAT.10.18	Mwasyakurirwa embere syabarongani nabami busana nage, eritulago kubo neBihanda. 
MAT.10.19	Omugulu basyabahotera, simusyehahukaya omutima, nga mwasyabuga mutiki kutse nga mwasyabugaki; kusangwa ekyo mwangabuga mwasyahabwakyo oko katambi ako; 
MAT.10.20	kusangwa inywe mutendisyabuga, nikwa ni Kirimu kyaTata wenyu kyokyasyabuga omwisi wenyu. 
MAT.10.21	Omugala wabo asyahotera mugala wabo okwitwa, nise omwana wuwe, na bana basyahangana erilwa nababutabo neriitisyabo; 
MAT.10.22	nenyu mwasyakubwa obusu na bandu bosi busana nerina ryage. Nikwa oyu kandisyasika erihika oko nduli asyalamibwa. 
MAT.10.23	Omugulu bakabendereraya omo muyi muguma, imwatibita oko gundi; kusangwa kwenene, ngabuga nenyu, simwendisyabuga emiyi yosi ya Israeli, oMugala womundu ateasa.
MAT.10.24	Omwiga siarilenga omukangirirya wuwe, kutse omugombe siarilenga omukama wuwe; 
MAT.10.25	kobyangabya bitya omwiga iniabya nga mukangirirya wuwe, nomugombe iniabya ngomukama wuwe. Bamahula omukama wenyumba mo Belzebuli, kwilaba aho kangahi basyatsuma abomo nyumba yiwe kwehi? 
MAT.10.26	Simubahebo; kusangwa sihari ekikuningire ekitinda-syabisulwa, kutse ekibisire ekitindisyaminywa. 
MAT.10.27	Ebyo ngababwira mo mwirimya, mubugebyo omwekyakakala; nebyo mukowa omo bihwehwe, mutulebyo endata komanyumba. 
MAT.10.28	Kandi simubahe abakita omubiri nikwa sibetoka eriita ekirimu, kwilaba aho mubahe oyu wangatoka eriita ekirimu nomubiri omo kyuna kyomuliro. 
MAT.10.29	Ehiswiri hibiri sihiguri bawa ikuta iguma kwehi? Akaguma siketogera ahisi rite erisonda ryaTata wenyu. 
MAT.10.30	Nikwa esyonzwiri syomutwe wawe siganzirwe esyosi. 
MAT.10.31	Simubahe nibya; muri benzwere nene kwilaba ehiswiri hingi. 
MAT.10.32	Neryo oburi mundu oyu wasyanyi kangya embere syabandu, nage nasyamukangya embere wa Tata wage oyuri elubula; 
MAT.10.33	nikwa omundundi oyu wasyanyi gana emuliro wabandu, nage nasyamugana emuliro wa Tata wage oyuri elubula.
MAT.10.34	Simuganiraye muti nasa erileta obuholo omo kihugo; mondasa erileta obuholo nikwa omuyari. 
MAT.10.35	Kusangwa nasa erilusisania omundu nise wuwe, nomwali na nyinya wuwe, nomwaliana na nyinyi-byala wuwe; 
MAT.10.36	nesyonzigu syomundu syasyabya abekitunga kiwe. 
MAT.10.37	Oyu wanzire ise kutse nyinya kwilaba ingye sianyitolere; noyu wanzire mugala kutse mwali kwilaba ingye sianyitolere; 
MAT.10.38	noyu teheka musalaba wuwe akanyikwama sianyitolere. 
MAT.10.39	Oyu kabana engebe yiwe asyata lyayo, noyu katalaya engebe yiwe busana nage asyabanayo.
MAT.10.40	Oyu kabakokaya akanyikokaya, noyu kanyikokaya akako kaya oyo wanyituma. 
MAT.10.41	Oyu kakokaya omuminyereri ku­sangwa ni muminyereri asimya oluhembo lwomuminyereri, noyu kakokaya omundu atunganene kusangwa ni mundu atunganene asimya oluhembo olwomundu atunganene. 
MAT.10.42	No mundundi oyu wasyaha olutehi lwamagetsi muhu oko muguma kwaba bakebake kusangwa ni mwiga, kwenene ngabuga nenyu siendisyatalya oluhembo luwe na hake.
MAT.11.1	Neryo Yesu abere abibuga eritegeka abiga buwe erikumi nababiri, mwagenda akalwayo nerikangirirya neritulago omo miyi yabo.
MAT.11.2	Nikwa omugulu Yoane owira omo nyumba yomuliki emibiri ya Kristo, mwatuma mwalayira abiga buwe 
MAT.11.3	erimu bulya ati, Nina we oyu kandisyasa, kutse tulinde ogundi kwehi? 
MAT.11.4	Yesu mwasubiryabo ati, Mugende mubwire Yoane ebyo mwamowa nebyo mwamalangir 
MAT.11.5	esyondimatime sirimolangira nebirema birimogenda, abahaga bari mwera nabatsiha barimowa, nabaholi banemolubukibwa, nabera banemokangiri ribwa engulu yowene. 
MAT.11.6	Nomuyisa ari noyu tindisyatwikalibwa busana nage. 
MAT.11.7	Omugulu bagenda, Yesu mwatsuka eribuga nesyondeko busana na Yoane ati, Mwaya lola koki omo mbwa rara kwehi? Olubingu olukatengatenganibawa nerihunga kwehi? 
MAT.11.8	Nikwa mwayayo busana naki kwehi? Erilola oko mundu oyu wambite esyongimba nyolo-nyolo kwehi? Lebaya abakambala esyongimba nyolo-nyolo bari omo manyumba wabami. 
MAT.11.9	Nikwa mwayayo busana naki kwehi? Erilola oko muminyereri kwehi? Ega, ngababwira nyiti, oyu labire omu minyereri kutsibu. 
MAT.11.10	Yoyu kyasakawa busana naye riti,
MAT.11.10	Lebaya, ngatuma omukwenda wage embere syobusu bwawe,
MAT.11.10	Oyu wasyakokotya enzira yawe emuliro wawe.
MAT.11.11	Kwenene, ngabuga nenyu, nyiti, oko bosi babutawa nabakali sihari hahangana omukulu kwilaba Yoane Mubatisa; nikwa oyuri muke omo bwami bwelubula amulengire. 
MAT.11.12	Eritsuka oko biro byaYoane Mubatisa erihika na lino obwami bwelubula bukalwiriranawa, nabandu berilwirirana ibimyabo namaka. 
MAT.11.13	Kusangwa abaminyereri bosi nebihano bikaminyerera eri hika ku Yoane; 
MAT.11.14	kandi mwamabya mwanzire eriligabyo, Oyu ni Elia oyo wabya akandisyasa. 
MAT.11.15	Oyu wite amatwi weriowa owe. 
MAT.11.16	Nikwa nasyaringirirania olulengo olu naki kwehi? Luringene nga bana abikere omwiguliro bakabirikira oko balikyabo bati, 
MAT.11.17	Twabiribabuhira amarenga, simwetasata; twabirisusumana, simwetarira. 
MAT.11.18	Kusangwa Yoane mwasa isiarirya kutse eripulya, ibabuga bati, Ari ko mbinga; 
MAT.11.19	oMu gala womundu asa akarya akapulaya, ibabuga bati, Langira, omuri webingi nomukundirya, omwira wabasolesya na bakola nabi! Nikwa amenge akatunganana busana nemibiri yago.
MAT.11.20	Neryo mwatsuka erihayira emiyi eyo eyakolera mo mibiri mingi yiwe yamaka, kusangwa mobatabinduka. 
MAT.11.21	Ati, Obulige kuwe Korazini! obulige kuwe Betesaida! kusangwa kumbe emibiri yamaka eyakolawa kuwe yarikolawa oko Tiro neSidona, nga babiribinduka kera ibambite emitole neribu. 
MAT.11.22	Nikwa ngababwira, ryasyabya ryolo oko kiro kyeritwa olubanza busana neTiro neSidona kwilaba inywe. 
MAT.11.23	Nawe Kapernaumu, wasyahamibwa elubula kwehi? Wasyandagaliribwa erihika ekurimu. Kusangwa kumbe emibiri ya maka eyakolawa kuwe kumbe yarikolawa omo Sodoma, nga yabirisigala erihika muna bwire. 
MAT.11.24	Nikwa ngababwira nyiti oko kiro kyolubanza rya­syabya ryolo busana ne kihugo kya Sodoma kwilaba we.
MAT.11.25	Oko mugulu oyo Yesu mwabuga, Ngakuha ewasingya, Tata, oMukama welubula ne kihugo, kusangwa wabiribisa emyatsi eyi oko bamenge naberiminya wabiribisulabyo oko bana balere; 
MAT.11.26	Ega, Tata, kusangwa ritya ryabya erisonda ryawe ryolukogo. 
MAT.11.27	Emyatsi yosi nabirihabwayo na Tata wage; sihari mundu wasi Mugala nina Tata, kandi sihari mundu wasi Tata nina Mugala nokoyu Mugala anzire erimu bisulira. 
MAT.11.28	Mwase kwingye, inywe bosi ko mukanuba neriri toherwa, nage ngandibaluhukya. 
MAT.11.29	Muheke engomo yage, mwiyire kwingye; kusangwa ndi molomolo nowomutima ahehere, nenyu mwasyabana eriluhuka omo mitima yenyu. 
MAT.11.30	Kusangwa engomo yage yanguhire, nomuheke wage anguhirire.
MAT.12.1	Oko mugulu oyo Yesu mwalaba omo marima wenganu oko kiro kyesabato; abiga buwe mobakwa enzala, moba tsuka eritwa amakundi wenganu neriryago. 
MAT.12.2	Nikwa omugulu abaFarisayo balangira, mobamubwira bati, Lebaya, abiga bawe bakakola ekitatolere omo bihano oko kiro kyesabato. 
MAT.12.3	Naye mwabwirabo ati, Simuritasoma ekyo Dawidi akola, omugulu akwa enzala, nababya haguma naye kwehi? 
MAT.12.4	ngoko ingira omo nyumba yoMungu mwarya obundu bweribyaho nabo, obo bihano bitaliga akaryabo kutse ababya haguma naye, nikwa banabahereri basa. 
MAT.12.5	Kutse simuritasoma omo bihano ngoko abahereri omo hekalu oko kiro kyesabato, bakaheraya sabato, isibari nolubanza kwehi? 
MAT.12.6	Ngababwira, nyiti, oyu labire ehekalu ane hano. 
MAT.12.7	Kumbe mwabya mwasi ekyo eki kikahula kiti, Ngasonda eriganyire, butsira amahere, kumbe simutatswera olubi abate nolubanza. 
MAT.12.8	Kusangwa oMugala womundu ni mukama we sabato.
MAT.12.9	Neryo mwalwayo mwingira omo nyumba yerihindana yabo. 
MAT.12.10	Lebaya, habya mundu owebyala byumire. Mobamubulya bati, Rinatolere oko bihano erilamya omo kiro kyesabato kwehi? kusangwa basonda erimuhandikirira. 
MAT.12.11	Naye mwabwirabo ati, Omundundi kwinywe, amabya awite embuli nguma yama togera omo buhya oko kiro kyesabato siarihambayo akasumbayo mubo kwehi? 
MAT.12.12	Ko mundu sialengire enzwere yembuli kutsibu kwehi? Nibya kitolere oko bihano erikola ebibuya oko sabato. 
MAT.12.13	Neryo mwabuga nomundu oyo ati, Lambula ebyala byawe. Naye mwalambulabyo mobyasuba mobyabyaho nge bindi. 
MAT.12.14	Nikwa abaFarisayo mobahuluka mobamuyira embita, ngoko bangamwita. 
MAT.12.15	Yesu iniabiriminya ebyo, mwalwaho. Na bangi mobamukwama, naye mwalamyabo abosi, 
MAT.12.16	mwa tegekabo ati, sibamukumayiraye. 
MAT.12.17	Ebi byabya kibererere ekyabugawa nomuminyereri Isaya: ati,
MAT.12.18	Lebaya, omugombe wage oyo nayisoga,
MAT.12.18	Omwanze wage, omutima wage amatsemisibwa busana naye.
MAT.12.18	Nasyamuhira kweKirimu kyage,
MAT.12.18	Naye asyakangania eritswera oko Bihanda.
MAT.12.19	Siendisyanegena kutse eribuya olukanda,
MAT.12.19	Kutse sihari mundu wasyowa omulenge wuwe omo syonzira;
MAT.12.20	Siendisyatwa oluseke olubunikire
MAT.12.20	Kutse erihomberya embumba eyikatumba
MAT.12.20	Erihika aho asyaleta eritswera eryerikinda;
MAT.12.21	Nomo rina riwe eBihanda byasyabana amaha.
MAT.12.22	Neryo mobamuletera oyuri kwembinga ini ndimatime nemumu, naye mwamulamya, nomundu emumu mwabuga mwalangira. 
MAT.12.23	Nabandu bosi mobasweka, mobabuga ambu, Anganabya mugala waDawidi kwehi? 
MAT.12.24	Nikwa omugulu abaFarisayo bowa mobabuga bati, Omundu oyu akagusa esyo­mbinga eyihya busana na Belzebuli omukama wesyombinga. 
MAT.12.25	Naye mwaminya eriganirya ryabo, mwabwirabo ati, Oburi bwami obugabene bukahera, nomuyi kutse enyumba ebigabene sibendisyahangana; 
MAT.12.26	kandi Setani yamagusa Setani eyihya, yamayigaba iyoyene; obwami bwayo ibwasyahangana buti kwehi? 
MAT.12.27	Nage namagusa esyombinga eyihya busana na Belzebuli, abana benyu bakagusasyo eyihya busana nandi kwehi? Ekyo kikaleka ibabya abatsweri benyu. 
MAT.12.28	Nikwa Ingye namagusa esyombinga eyihya busana neKirimu kyo Mungu, obwami bwoMungu bwabiribahikako. 
MAT.12.29	Kutse mundu angatoka eriingira mo nyumba yomundu ukalire mwati erihunga ebindu biwe amatindatsuka eriboha omundu oyo kalire kwehi? Neryo iniatoka erihunga enyumba yiwe. 
MAT.12.30	Oyute haguma nage ni nzigu yage, noyute kumakuma haguma nage akapanzapanza. 
MAT.12.31	Neryo ngababwira nyiti, oburi kibi neri tsuma byasyabuyirwa abandu, nikwa oyu katsuma eKirimu siendisyabuyirwa. 
MAT.12.32	Nomundundi oyu wasyabuga eKinywa kyobuyigu oko Mugala womundu asyabuyirwa; nikwa oyo wasyabuga eKinywa kyo buyigu oko Kirimu Kibuyirire siendi syabuyirwa, kutse oko mugulu oyu kutse oko mugulu akandi syasa. 
