MAT.1.1	Mɛkana maka kɛ lɛpɔ kasi Yesus Krist nɛ̀ mɛɗinɔ mɛ ɓesaŋmbambɔ ɓenɛ. Nyɛ nday Davit, nday Abaraham. 
MAT.5.8	Ɓotu ɓete ɓe nɛ temɔ nɛ salɛlɛ ɓaka nɛ mɛsosa, kɛto ɓo ta ɓɛŋɛ Njambiyɛ.
MAT.5.9	Ɓotu ɓete ɓe kelɛ nde, ɓomɔ ɗîy nɛ tɛ ɓaka nɛ mɛsosa, kɛto Njambiyɛ ta jeɓa ɓo nde Ɓɔnɔ ɓenɛ.
MAT.5.10	Ɓotu ɓete yi ɓo teɗye ɓo mɛbɔnɛ kɛto ŋgbeŋ mɛkele ɓaka nɛ mɛsosa, kɛto Kandɔ te yi kwey, yo yan.
MAT.5.11	Kɛ ɓomɔ toyɛ wunɛ teɗye wunɛ mɛbɔnɛ pɛsɔ ja̧ nyɛ kɛ numbu yun lɛpɔ kwalɔ ɓeya mɛlɛpi hɛnɛ nɛ wunɛ kɛto mbɛ, yite wunɛ nɛ mɛsosa. 
MAT.5.12	Wunɛ sôsaŋgwɛ ɗiyɔ nɛ mbeskere, kɛto nyaŋgwɛ sol kɛ laɗye wunɛ kɛ ɗyoɓɔ. Ɓo teɗya ndi sendi nyaŋgwɛ mɛbɔnɛ ɗete nyɛ bosa ɓotu ɓe punja mɛlɛpi mɛ Njambiyɛ ɓe kandima nje nɛ wunɛ ɓaka.
MAT.5.13	«Wunɛ kwa te yi mɛnɛti maka. Ma kɛ kwa si lenjɔ, ɓo ta kelɔ nan yí yɔkiɗye nɛ som te? Siya yasi te yi ɓo yakama kelɔ, yo nde, ɓo léŋ yo kɛ sɛ̧, ɓomɔ má si natɛ sɔpite. 
MAT.5.14	Wunɛ mɛjasi te yi mɛnɛti maka. Ɗya te yi ɓo sumɛ kɛ to keki kɛ́ yeti nɛ ɗeti te yi sɔma na. 
MAT.5.15	Ɓo ti kwénja lambo tikɔ kɛ mɔy mbe na, ɓo ɓóŋ kasɛ kɛ to teɓel, yo má panɔ yí nyɛ mɛyasi nyɛ ɓomɔ hɛnɛ ɓe ɗiyɛ kɛ mɔy tu̧ ɓaka. 
MAT.5.16	Ɗete sendi, wunɛ pânkwɛ mɛjasi kɛ misi mɛ ɓomɔ, nɛ́ ɓo ɓɛŋ kimɔ mɛkele mun yí lukse nɛ Saŋgwɛ wun te ɛ ɗiyɛ kɛ ɗyoɓɔ kɔ.»
MAT.5.17	«Wunɛ tî taka nde, mi njáki nje yaŋgile mɛmboŋga mɛte yi Mɔyisi kɛtima ho yaŋgile teɗya yasi te yi ɓotu ɓe punja mɛlɛpi mɛ Njambiyɛ teɗya kɛ́ na. Mi ti ma njáki yí nje yaŋgile na, mi njáki nje kelɔ yasi te yi mɛmboŋga lɛpɛ kɛ́ kumɔ njena. 
MAT.5.18	Gbakasi yi mi lɛpɛ nyɛ wunɛ kɛ́: Ŋgimɔ hɛnɛ te yi ɗyoɓɔ tì pa yambile, ko gbɛla mɔnɔ mbulma mɛkɛti sikɛ̧ ho gbɛla mɔnɔ yaŋa nɛ mbɛt te yi ɗiyɛ kɛ mɛmboŋga kɛ́ tí yambile kɛte na kumɔ nde, mɛyasi hɛnɛ sîki kelna. 
MAT.5.19	Ɗete, mumɔ hɛnɛ ɛ ta yaŋgile ko wɛtɛ mɔnɔ mboŋga te ɛ nɛ mbɛt kɛ njoka mɛmboŋga yí teɗye ɓomɔ nde, ɓo kêl ɗete, ɓo ta jeɓa nyɛ nde njena mumɔ kɛ *Kandɔ te yi kwey. Ma yɔkɔ ɛ ta ɓeŋgwɛ mɛmboŋga mɛte teɗye sendi ɓomɔ nde, ɓo kêl ɗete kɔ ta ɓɛ nyaŋgwɛte kɛ Kandɔ te yi kwey. 
MAT.5.20	Mi kɛ lɛpɔ nyɛ wunɛ nde: Ŋgɛ wunɛ ti kelɛ ŋgbeŋ mɛkele laŋsa ɓotu ɓe kɛtina mɛyasi nɛ̀ *Ɓefarisɛ̧ na, nɛ tí nyiŋɛ kɛ Kandɔ te yi kwey na.
MAT.5.21	«Wunɛ duwa̧ nde, ɓo lɛpima nyɛ ɓebaba ɓusu nde: ‹Kpɛ, wɛ tî woku mumɔ. Mɔ te ɛ wo mumɔ, ɓo kɛ̂n nɛ nyɛ kɛ mbɔmbu ɓotu ɓe pɛsina jɔsi.› 
MAT.5.22	Ma kɛ yembɛ, mi kɛ lɛpɔ nyɛ wunɛ nde: Ŋgɛ mumɔ wokɛ ŋgambi suŋgwɛ nɛ maŋ, na sâŋgwaŋgwɛ nɛ mɛbɔnɛ kɛ mɛɓɔ mɛ ɓotu ɓe pɛsina jɔsi. Ŋgɛ mumɔ yisɛ maŋ lɛpɔ nde: ‹Kwaŋgɔ wari,› mɔ te sâŋgwaŋgwɛ nɛ mɛbɔnɛ kɛ mɛɓɔ mɛ ɓotu ɓe njena nyaŋgwɛ jɔsi Ɓeyudɛn. Ŋgɛ mumɔ jeɓa maŋ nde lem, ɓo ɓôŋ nyɛ ɓetɛ kɛ ɗitɛ te yi ti ɗím kɛ́. 
MAT.5.23	Ŋgɛ ɓɛ nde, wɛ kɛ kɛ̀ nyɛ Njambiyɛ sadaka kɛ mbɛy nyɛna sadaka, ŋgɛ nje kɛ ɗyanɔ ɗyɔ nde, wúnɛ mbaŋa mɔŋ nɛ lɛpi, 
MAT.5.24	nɔ̀ pâŋ pa niŋgwɛ sadaka yɔ womɛte kɛ mbɛy nyɛna sadaka nyɛ Njambiyɛ, yɔkwɛ nɛ kɔkɔ, pa kɛ̀ kombile lɛpi wúnɛ mɔŋ. Kɛ kɔŋte, nɔ̀ njâki nje nyɛ sadaka yɔ nyɛ Njambiyɛ yɛy. 
MAT.5.25	Ŋgɛ wúnɛ mumɔ ɓɛ nɛ lɛpi, saŋgɔ nje te yi kombile lɛpi te nɛdɔ wúnɛ nyɛ piŋɔ te yi wúnɛ nyɛ ndi kɛ nje kɛ́. Kelɔ ɗete, a mɛ nje ɓu̧ wɛ kɛ̀ nɔ kɛ mbɔmbu mɔ pɛsina jɔsi, ma mɔ pɛsina jɔsi mɛ nje ɓu̧ wɛ kaŋɛ nyɛ mɔ te ɛ ɗiyɛ nɛ tu̧ jɔɓɔ kɔ, ma mɔ te ɛ ɗiyɛ nɛ tu̧ jɔɓɔ kɔ nje ɓu̧ wɛ nyɛ kɛ jɔɓɔ. 
MAT.5.26	Gbakasi yi mi lɛpɛ nyɛ wɛ kɛ́: Wɛ disɔ pundɔ womɛri, yite ɔ sima gbo lɛpi hɛnɛ nɛ satak kinɛ ɓukwɛ ko mɔnɔ mbulma sisi wɛtɛ na.
MAT.5.27	«Wunɛ duwa̧ nde, ɓo lɛpima nde: ‹Kpɛ, wɛ tî kel wanja na.› 
MAT.5.28	Ma mi kɛ lɛpɔ mbɛ nyɛ wunɛ nde: Mumɔ hɛnɛ ɛ ɓɛŋɛ wɛtɛ nyari ɓosa nyɛ, mɔ te sima kelɔ wanja ɓenɛ nyɛ kɛ mɔy temɔ nɛ. 
MAT.5.29	Ŋgɛ ɓɛ nde, misi wɔ ɛ mbam ɓɔ kɛ kwaɗyɛ jatiɗye wɛ kɛ ɓeya nje, nɔ ɗôka yo li̧ nɛ naŋ. Kɛto yo ta jekɔ ɓɛ kimɔte kɛ yɔ nde, ndi doku yotu yɔ wɛtɛ sâŋnaŋgwɛ, laŋsa nde, kɛn nɛ ndiŋgɛlɛ yotu yɔ hɛnɛ nɛ jɛm kɛ ɗitɛ te yi ti ɗím kɛ́. 
MAT.5.30	Ŋgɛ ɓɛ nde, mbam ɓɔ wɔ kɛ kwaɗyɛ jatiɗye wɛ kɛ ɓeya nje, nɔ̀ kîla yo li̧ nɛ naŋ. Kɛto yo ta jekɔ ɓɛ kimɔte kɛ yɔ nde, ndi doku yotu yɔ wɛtɛ sâŋnaŋgwɛ, laŋsa nde, kɛn nɛ ndiŋgɛlɛ yotu yɔ hɛnɛ nɛ jɛm kɛ ɗitɛ te yi ti ɗím kɛ́. 
MAT.5.31	Ɓo lɛpima sendi nde: ‹Ŋgɛ mumɔ soŋɛ ɓɔ nɛ nyari wenɛ, na nyɛ̂ki nyɛ mɛkana mɛ diɗya gwaki.› 
MAT.5.32	Ma mi kɛ lɛpɔ mbɛ nyɛ wunɛ nde: Ŋgɛ mumɔ soŋɛ ɓɔ nɛ nyari kinɛ nde, a jatiɗye kol kɛ sɛ̧ na, yite mɔ te kɛ sesiɗye nya te kɛ nje kelna mɛwanja. Sendi, mɔ te ɛ ɓu̧ nya te yi njom soŋma ɓɔ nɛ nyɛ, mɔ te mɔ kelna wanja.
MAT.5.33	«Wunɛ duwa̧ sendi, ɓo lɛpima nyɛ ɓebaba ɓusu nde: ‹Kpɛ, wɛ tî yaŋgila yasi te yi wɛ si kinja kɛ́ na. Yo nde, tonjukwɛ mɛyasi hɛnɛ te yi wɛ si kinja kɛ mbɔmbu Baba Mbokɔ kɛ́.› 
MAT.5.34	Ma mi kɛ lɛpɔ mbɛ nyɛ wunɛ nde: Kpɛ, wunɛ tî kinjaŋgwɛ yaŋa na ko kaŋɛ ɓɔ kɛnjɛ kwey na. Kɛto ɗyoɓɔ, yo siya ɓekum te yi Njambiyɛ. 
MAT.5.35	Ko wunɛ tî tɛnda mɛnɛti yí kinja nɛ yaŋa na. Kɛto mɛnɛti, yo yasi te yi nyɛ kasɛ kol kɛte. Wunɛ tî kinjaŋgwɛ yaŋa nɛ ɗinɔ Yerusalɛm na. Kɛto yo ɗya te yi Nyaŋgwɛ Kumande. 
MAT.5.36	Wɛ tî kinjaŋgwɛ yotu yɔ na. Kɛto wɛ ti yaka yeŋsa nyiŋɔ to yɔ wɛtɛ nɛ wɛtɛ nde, yo ɓɛ̂ki wumnate ho yindinate na. 
MAT.5.37	Ŋgɛ wunɛ lɛpɛ nde: ‹I̧,› yo ɓɔ̂na ndi nde: ‹I̧.› Ma ŋgɛ wunɛ lɛpɛ nde: ‹Ɓɛ,› yo ɓɔ̂na ndi nde: ‹Ɓɛ.› Yikɛ yi wunɛ nje dokiɗye kɛ to te kɛ́ wúla kɛ yi *Mɔ ɓeya mɛkele.
MAT.5.38	«Wunɛ duwa̧, ɓo lɛpima nde: ‹Ŋgɛ mumɔ tɔsɛ misi mɛ jakɔsɔ, nɛ̀ ɓo tɔ̂su sendi yenɛ. Ŋgɛ mumɔ lekɛ su̧ jakɔsɔ, nɛ̀ ɓo lêka sendi yenɛ.› 
MAT.5.39	Ma mi kɛ lɛpɔ mbɛ nyɛ wunɛ nde: Wunɛ tî pitiɗya yaŋa nyɛ mɔ te ɛ kelɛ ɓeya yasi nɛ wunɛ na. Ŋgɛ mumɔ kpakɛ wɛ kɛ pokɔ te ɛ mbam ɓɔ, nɔ̀ yêŋsaŋgwɛ sendi yɔru nyɛ nyɛ. 
MAT.5.40	Ŋgɛ mumɔ ɓeŋgwɛ wɛ nɛ lɛpi, na suku lambɔ te yi wɛ lɛŋɛ kɛ́, nɔ tîki sendi nde, a ɓôŋ nyaŋgwɛ lambɔ ɗuku yɔ. 
MAT.5.41	Ŋgɛ mumɔ jeliyɛ wɛ nde, kɛn tikiɗye nyɛ kɛ nje yaka kilomɛta wɛtɛ, nɔ̀ kɛ̂n wúnɛ nyɛ kumɔ kilomɛta yiɓa. 
MAT.5.42	Ŋgɛ mumɔ jɔmbɛ yaŋa kɛ ɓɔ yɔ, nɔ̀ nyɛ̂ki nyɛ. Wɛ tî tum kɔŋ nɛ mɔ te ɛ kɛ kwaɗyɛ jɔmbɔ yaŋa kɛ mɛɓɔ mɔ kɔ na.
MAT.5.43	«Wunɛ duwa̧, ɓo lɛpima nde: ‹Kwaɗyikwɛ mɔ njɔŋ wɔ, ɓenɔ pendɔ wɔ.› 
MAT.5.44	Ma kɛ yembɛ, mi kɛ lɛpɔ mbɛ nyɛ wunɛ nde: Wunɛ kwâɗyikwɛ ɓependɔ ɓun, [diyɛ Njambiyɛ nde, a nyɛ̂ki mɛkombila nyɛ ɓotu ɓete ɓe kita nɛ wunɛ ɓaka, kelɔ ŋgay nɛ ɓotu ɓete ɓe ɓenɛ wunɛ ɓaka], ŋgwɛta nɛ Njambiyɛ kɛto ɓotu ɓete ɓe pɔnse wunɛ teɗye wunɛ mɛbɔnɛ ɓaka. 
MAT.5.45	Ŋgɛ wunɛ kelɛ ɗete, wunɛ ta ɓɛ ɓɔnɔ ɓe Saŋgwɛ wun te ɛ ɗiyɛ kɛ ɗyoɓɔ kɔ, kɛto a pánkwɛ yesɔ nyɛ ɓeya ɓomɔ, nyɛ sendi kimɔ ɓomɔ. A nɔ́ɗyukwɛ mbiyɔ nyɛ ɓotu ɓete ɓe nɛ ŋgbeŋ, nyɛ sendi ɓotu ɓete ɓe kelɛ yasi kɔtute ɓaka. 
MAT.5.46	Ma ŋgɛ wunɛ kwaɗyɛ ndi ɓotu ɓete ɓe kwaɗyɛ wunɛ ɓaka, kwalɔ sol te yɛn yi wunɛ ta ɓɛ nɔ kɛ́? ’Ko ɓotu ɓe ɓoŋna mɔni garama ti kél ndi sendi ɗete na? 
MAT.5.47	Ŋgɛ wunɛ nyɛnɛ ndi ɓemaŋ ɓun, nyaŋgwɛ kimɔ yasi te nda yi wunɛ kelma komɛte laŋsa ɓɛsɔ kɛ́? ’Ko ɓotu ɓete ɓe yeti kɛ duwɛ Njambiyɛ ɓaka ti kél ndi sendi ɗete na? 
MAT.5.48	Ɗete, wunɛ ɓɛ̂ki nɛ njololo nda yi Saŋgwɛ wun te ɛ ɗiyɛ kɛ ɗyoɓɔ ɗiyɛ nɔ kɛ́.»
MAT.6.1	«Wunɛ ɗîy nɛ sɔsɔ, wunɛ tî kel kimɔ mɛkele kɛ misi mɛ ɓomɔ, nɛ́ ɓo ɓɛŋ ɗete yí tɔndɔ nɛ wunɛ na. Ŋgɛ wunɛ kelɛ ɗete, ko wunɛ tí ɓɛ nɛ sol kɛ mɛɓɔ mɛ Saŋgwɛ wun te ɛ ɗiyɛ kɛ ɗyoɓɔ kɔ na. 
MAT.6.2	Kɛ ŋgimɔ te yi wɛ kɛ kelɔ ŋgay nɛ buka ɓomɔ, wɛ tî paŋ pa jembɔ jembɔ kɛ numbu kɛ mbɔmbu ɓomɔ nda yi ɓotu ɓe likisi ɗiki kelɔ kɛ mɛmbanjɔ mɛwesiɗya mɛ Ɓeyudɛn nɛ̀ kɛ ɓoku mɛnje kɛ̀ nɔ kɛ́ na. Ɓo kél ɗete, nɛ́ ɓomɔ lukse nɛ ɓo. Gbakasi yi mi lɛpɛ nyɛ wunɛ kɛ́: Sol te yi ɓa̧ nde, ɓo ɓɛ̂ki nɔ kɛ́, ɓo ma dolɔ yo kɛ yite. 
MAT.6.3	Yo nde, ŋgɛ wɛ kɛ̀ nyɛ buka mumɔ yasi, ɓɔ wɔ ɛ gare tî dukwɛ yasi te yi mbam ɓɔ kelɛ kɛ́ na. 
MAT.6.4	Yo kêlnaŋgwɛ ɗete, nɛ́ nyɛna yasi te yi wɛ nyɛ kɛ́ kwaŋna kɛ sɔ. Ɗete, sɔŋgwɛ ɛ ɓɛŋɛ yasi te yi kwaŋna sɔɗyate kɔ ta duwɛ yɔkiɗye yo nyɛ wɛ.»
MAT.6.5	«Ŋgɛ wunɛ ŋgwɛta nɛ Njambiyɛ, nɛ tî kel nda yi ɓotu ɓe likisi ɗiki kelɔ kɛ́ na. Ɓo kwáɗyikwɛ tɛmɛ tɛma kɛ mɛmbanjɔ mɛwesiɗya mɛ Ɓeyudɛn nɛ̀ kɛ ɓoku mɛnje ŋgwɛta nɛ Njambiyɛ, nɛ́ ɓomɔ ɓɛŋ ɓo. Gbakasi yi mi lɛpɛ nyɛ wunɛ kɛ́: Sol te yi ɓa̧ nde, ɓo ɓɛ̂ki nɔ kɛ́, ɓo ma dolɔ yo kɛ yite. 
MAT.6.6	Yo nde, ŋgɛ wɛ kɛ̀ ŋgwɛta nɛ Njambiyɛ, nyiŋa toŋgari yɔ ndaɗyɛ numɛy ŋgwɛta nɛ Sɔŋgwɛ womɛte kɛ sɔ. Ɗete, Sɔŋgwɛ ɛ ɓɛŋɛ yasi te yi kwaŋna sɔɗyate kɔ ta duwɛ yɔkiɗye yo nyɛ wɛ.
MAT.6.7	«Ŋgɛ wɛ ŋgwɛta nɛ Njambiyɛ, wɛ tî ɓuɗyukwɛ lɛpi nɛ ndambu ndambu nda yi ɓotu ɓete ɓe yeti kɛ duwɛ Njambiyɛ kelɛ kɛ́ na. Kɛto ɓo táka nde, ŋgɛ ɓo lɛpina ɓuɗyate, yite Njambiyɛ ta yeŋsa kɛ mɛŋgwɛta man. 
MAT.6.8	Wunɛ tî ɓekiɗyaŋgwɛ nɛ ɓo na, kɛto Saŋgwɛ wun sima duwɛ yasi te yi wunɛ kwaɗyɛ piŋɔ te yi wunɛ tì pa diyɛ nyɛ na. 
MAT.6.9	«Ɗete, ŋgɛ wunɛ ŋgwɛta nɛ Njambiyɛ, wunɛ lɛ̂pi ɗekɛ:
MAT.6.9	‹Saŋsu, wɛ ɛ ɗiyɛ kɛ ɗyoɓɔ, kelɔ nde, ɓomɔ ɓôŋ ɗinɔ ɗyɔ kiyɔ.
MAT.6.10	Inja namɔ mbokɔ.
MAT.6.10	Yasi te yi wɛ kwaɗyɛ kêlnaŋgwɛ kɛ mɛnɛti maka nda yi kelna sendi kɛ ɗyoɓɔ kɛ́.
MAT.6.11	Nyɛkɔ wusɛ mɛɗye mɛte yi ta yaka nɛ wusɛ kɛ yesɔ te ɛ muka.
MAT.6.12	Tikɔ wusɛ nɛ ŋgwɛtɛ kɛ ɓeya mɛyasi mɛte yi wusɛ kelɛ kɛ́ nda yi wusɛ ma tikɔ sendi nɛ ɓotu ɓete ɓe kelma ɓeya mɛyasi nɛ wusɛ.
MAT.6.13	Wɛ tî jaya nde, wusɛ sâŋgwaŋgwɛ nɛ mɛɓoɓilan na.
MAT.6.13	Soŋa wusɛ kɛ mɛɓɔ mɛ *Mɔ ɓeya mɛkele. [Kɛto yo wɛ namɛ, yo wɛ ɓɛ nɛ ŋguŋguɗyɛ nɛ̀ luksa yaka nɛ mɛŋgimɔ hɛnɛ, *amɛn.]›
MAT.6.14	Ɗete, ŋgɛ wunɛ tikɛ ɓomɔ nɛ ŋgwɛtɛ kɛ ɓeya mɛyasi mɛte yi ɓo kelɛ nɛ wunɛ kɛ́, yite Saŋgwɛ wun te ɛ ɗiyɛ kɛ ɗyoɓɔ kɔ má tikɔ sendi wunɛ nɛ ŋgwɛtɛ. 
MAT.6.15	Ma ŋgɛ wunɛ ti tikɛ ɓomɔ nɛ ŋgwɛtɛ kɛ ɓeya mɛyasi mɛte yi ɓo kelɛ kɛ́ na, Saŋgwɛ wun tí tikɔ sendi wunɛ nɛ ŋgwɛtɛ na.
MAT.6.16	«Ŋgɛ wunɛ kiyɛ mɛɗye yí kanɔ nɛ Njambiyɛ, wunɛ tî kel mɛmbɔlɛ nde, wunɛ nɛ ŋgambi nda yi ɓotu ɓe likisi ɗiki kelɔ, tiŋɔ mɛŋgembi nɛ siɓiɓi ɗiyɔ nɔ, nɛ́ ɓomɔ taki nde, ɓo kɛ kiyɔ mɛɗye yí kanɔ nɛ Njambiyɛ kɛ́ na. Gbakasi yi mi lɛpɛ nyɛ wunɛ kɛ́: Sol te yi ɓa̧ nde, ɓo ɓɛ̂ki nɔ kɛ́, ɓo ma dolɔ yo kɛ yite. 
MAT.6.17	Ma ŋgɛ wɛ kiyɛ yɔ mɛɗye yí kanɔ nɛ Njambiyɛ, weya misi lɔmbɛ lɔbinda kɛ to, 
MAT.6.18	kambɔ ɓomɔ mɛ nje duwɛ nde, wɛ kɛ kiyɔ mɛɗye. Ma ndi sɔŋgwɛ ɛ ɗiyɛ womɛte kɛ sɔ kɔ kɛ duwɛ. Ɗete nyɛ, mɔ te ɛ ɓɛŋɛ yasi te yi kwaŋna sɔɗyate kɔ ta duwɛ yɔkiɗye yo nyɛ wɛ.
MAT.6.19	«Wunɛ tî ndɛm kusuku komɔ kɛ mɛnɛti maka kɛ mbɛy te yi ɓenya nɛ̀ ŋgalma ɓekiɗye kɛ́ na, kɛ mbɛy te yi ɓotu ɓeguɓɔ lekɛ tu̧ ɓu̧ yo kɛ́ na. 
MAT.6.20	Yasi wɛtɛ, wunɛ ndɛ̂m kusuku komɔ kɛ ɗyoɓɔ kɛ mbɛy te yi ɓenya nɛ̀ ŋgalma tí ɓekiɗye kɛ́, kɛ mbɛy te yi ɓotu ɓeguɓɔ tí lekɛ tu̧ ɓu̧ kɛ́. 
MAT.6.21	Kɛto kɛ mbɛy te yi kusuku yɔ ɗiyɛ kɛte, temɔ yɔ sendi womɛte.
MAT.6.22	«Misi yo nda lambo kɛ yi mumɔ. Ŋgɛ misi mɔ ɓɛŋna kimɔte, yotu yɔ hɛnɛ kɛ mɔy mɛjasi. 
MAT.6.23	Ma ŋgɛ misi mɔ ti ɓɛ́ŋna kimɔte na, yotu yɔ hɛnɛ ta ɓɛ kɛ mɔy yitil. ’Ŋgɛ ɓɛ nde, mɛjasi mɛte yi ɗiyɛ kɛ yotu kɛ́ mɛ yitil, komɛte, yitil te yite má nje yindɔ ɓa nan?
MAT.6.24	«Kiya mumɔ wɛtɛ ti yaka ɓɛ nɛ ɓemasa yiɓa na. Ho a ta ɓenɔ wɛtɛ, kwaɗyɛ mbaŋa, ho a ta wokuna nɛ wɛtɛ, yɛliyɛ mbaŋa. Wunɛ ti yaka kelɔ Njambiyɛ mɛsay, ɓeŋgwɛ sendi kasi kusuku na. 
MAT.6.25	Ɗete, mi kɛ lɛpɔ nyɛ wunɛ nde: Nɛ tî gwaki kaŋ kɛ joŋgwɛ ɗyun kɛ kasi mɛɗye ho kɛ kasi yasi te yi wunɛ ta hɔɓiye ho gwe kaŋ yotu yun kɛ kasi mɛlɛŋgwe na. ’Joŋgwɛ ti kwa̧ ka mɛɗye? ’Yotu ti kwa̧ ka lambɔ? 
MAT.6.26	Wunɛ pâŋ pa ɓɛŋɛ ɓenɔn ɓete ɓe jɛ nɛ kwey ɓaka. Ɓo ti ɓɛ́ki mbɛki ho soŋɛ nyambi kɛ ŋgwaŋ ndɛmɔ nyɛ kɛ mɛndam na. Ma ko ɗete, sɔŋgwɛ wun te ɛ ɗiyɛ kɛ ɗyoɓɔ kɔ kɛ nyɛ ɓo mɛɗye. ’Yeti wunɛ kwa̧ ka yun ɓo mɛtu gɔmay na? 
MAT.6.27	Mɔ te nda kɛ njoka yun yakama sɛwɗye mɛtu mɛ joŋgwɛ ɗyenɛ ko nɛ mbɛt kɛto gwena kaŋ te yi nyɛ nɔ kɛ́? 
MAT.6.28	Ŋgɛ ɓɛ ɗete, kɛto ŋge yi wunɛ nje gwe kaŋ kɛ kasi mɛlambɔ kɛ́? Wunɛ ɓɛ̂ŋa nda yi mɛmbunjɔ ju̧ nɔ kɛ́. Mɛmbunjɔ yeti kɛ kelɔ yiŋa mɛsay ho sa mɛlambɔ na. 
MAT.6.29	Ko ɗete, mi kɛ lɛpɔ nyɛ wunɛ nde: Ko kumande Salomɔŋ nɛ nyaŋgwɛ ɗiyɔ mɛluksa mɛnɛ tì lɛŋɛ yiŋa kpasa kimɔ lambɔ nda njam mɛmbunjɔ maka wɛtɛ nɛ wɛtɛ na. 
MAT.6.30	Wuy, tikina temɔ te yi wunɛ tikɛ kɛ yi Njambiyɛ kɛ́ gba ɗekɛ nɛ mbɛt. Ma ŋgɛ Njambiyɛ nyɛ kimɔ njam nyɛ mɛmbunjɔ mɛte yi likɔ yi ɗiyɛ ndi muka, nɛmɛnɔ ɓo ɓoŋma ɓetɛ kɛ ɗitɛ kɛ́, ’suŋgwa nɛ wunɛ? ’A ta ɗiyɔ ka kinɛ lɛnje wunɛ lambɔ na? 
MAT.6.31	Ma ɗete, nɛ tî gwaki kaŋ yaŋa lɛpɔ nde: ‹Hɛ ta ɗye ɓa ŋge? Hɛ ta hɔɓiye ɓa ŋge? Hɛ ta lɛŋɛ ɓa ŋge?› na. 
MAT.6.32	Yo nde, yo ɓotu ɓete ɓe yeti kɛ duwɛ Njambiyɛ ɓaka sa̧ mɛyasi mɛte yinɔri hɛnɛ. Saŋgwɛ wun te ɛ ɗiyɛ kɛ ɗyoɓɔ kɔ duwa̧ nde, wunɛ yâkaŋgwɛ ɓɛ nɛ mɛyasi mɛte kɛ joŋgwɛ ɗyun. 
MAT.6.33	Wunɛ kânda gɔsɔ *Kandɔ te yi Njambiyɛ nɛ̀ ŋgbeŋ mɛkele mɛnɛ, ɗete a má nje dokiɗye mɛyasi mɛte yiri hɛnɛ kɛ to te nyɛ wunɛ. 
MAT.6.34	Ɗete, wunɛ tî gwaki kaŋ yasi te yi ta kwaŋna nɛmɛnɔ kɛ́ na. Yesɔ te ɛ nɛmɛnɔ ta gwe kaŋ yotu te yenɛ, kɛto yesɔ hɛnɛ kɛ soɓɛ mapi mɛbɔnɛ mɛte yenɛ.
MAT.7.1	«Wunɛ tî jɔsa mumɔ na. Ɗete, Njambiyɛ tí jɔse sendi wunɛ na, 
MAT.7.2	kɛto Njambiyɛ ta jɔse wunɛ ndi nda yi wunɛ jɔse nɛ ɓɛsɔ kɛ́. A ta nyɛ wunɛ yasi ɓeŋgwɛ ndi kiya ɗɔkɔ mapi te yi wunɛ yekɛ nɛ yasi nyɛ ɓɛsɔ kɛ́. 
MAT.7.3	Ŋge kelɛ yi wɛ ɓɛŋɛ ndi mbulma ɗyan te yi kɛ misi mɛ mɔŋ kinɛ pa wokɔ kɛlɛŋ kɛlɛŋ kɔkɔ jeti te yi kɛ misi mɔ kɛ́? 
MAT.7.4	Wɛ ta kelɔ nan yí lɛpɔ nɔ nyɛ mɔŋ nde: ‹Maŋmbɛ inja, nɛ́ mi wumbiɗye ɗyan soŋɛ kɛ misi mɔ› piŋɔ te yi kɔkɔ jeti ndi kɛ misi mɔ kɛ́? 
MAT.7.5	Wɛ mɔ likisi! Kanda soŋɛ kɔkɔ jeti te yi kɛ misi mɔ kɛ́, nɛ́ wɛ nje ɓɛŋ yasi nɛ ŋgɛlɛlɛ, nɛ́ wɛ nje soŋ nɛ mbulma ɗyan te yi kɛ misi mɛ mɔŋ kɛ́. 
MAT.7.6	Wunɛ tî nyɛki ɓembiye kpasa mɛyasi na, ma ɓo nje kpalɔ ɓu̧ ɗyambi suŋgwɛ nɛ wunɛ nyalɔ wunɛ nɛ sɛl sɛl. Sendi, wunɛ tî ɓeta mɛmbɔtu mun nyɛ ɓɔnɔ ɓeaɓem na, ma ɓo nje natɛ sɔpite yo.
MAT.7.7	«Wunɛ jɔ̂mbu yasi, ɗete ɓo ta nyɛ wunɛ. Wunɛ sâŋ, ɗete nɛ ta dolɔ. Wunɛ ɗûŋgwɛ numɛy, ɗete ɓo ta ɓutɛ nyɛ wunɛ. 
MAT.7.8	Kɛto ɓo nyɛ́ki yasi nyɛ mumɔ hɛnɛ ɛ jɔmbɛ kɔ. Mɔ te ɛ sa̧, a kɛ dolɔ. Yɔkɔ ɛ ɗuŋgwɛ numɛy, ɓo kɛ ɓutɛ nyɛ nyɛ. 
MAT.7.9	Mɔ te nda kɛ njoka yun yakama nyɛ mɔnɔ wenɛ kil kusu, ŋgɛ nyɛ diyɛ mampa kɛ ɓɔ nɛ? 
MAT.7.10	Ho nde, ŋgɛ nyɛ diyɛ nyɛ njanjɔ, ’a má yaka nyɛ nyɛ nyɔŋɛ? 
