MAT.1.1	Tone nüri bama pünanaquiti Jesucristo tücañe, bama ipiarientetorrti David y arrti Abraham.
MAT.6.2	Arrtü ane isane acumanaca nauqui ayura ümoti naqui pobrerrü, tapü asiquia uraboi isucarü macrirrtianuca, tacana arrüna nisoni bama mañapanca ubau ba poca sinagoga y yusiu cayaca. Arrüma isamutema arrüna sane ui nirranacarrüma urria ñanitaca genterrü ümoma. Pero surapoi nurria ausucarü, que arrüma chüpuerurrüpü ane nicuarrüma uiti Tuparrü. 
MAT.6.3	Arrtü ane isane acheca ümoti naqui pobrerrü, tapü tusio ümoti quiatarrü. 
MAT.6.4	Tari anecanatai nacumanaca, itopiqui arrti Tuparrü asaratitü aemo, sane nauquiche caüma ane nacua uiti.
MAT.6.5	‛Arrtü apeanca, tapü apeanca tacana arrübama mañapanca. Arrüma urriantai ümoma eama auqui natücaiquirrimia ubau ba poca sinagoga y au ba nerrquina cayaca. Ui arrüna sane ensoro arrümanu nicuarrüma uiti Tuparrü. 
MAT.6.6	Arrtü arrianca ehan, acosi au naesa cuarto tamancü y aiñamasio turuca, auqui caüma puerurrü eanca ümoti Uyaü, naqui anati acamanupo achepecü. Arrti asaratitü aemo tamancü au naesa cuarto, auqui caüma ane nacua uiti.
MAT.6.7	‛Arrtü eanca, tapü yabaiturrü nanitaca tacana arrübama chisuputaramatipü Tuparrü, ñaquioncorrüma oncoiti ui arrüna yabaiturrü neancarrüma. 
MAT.6.8	Tapü apisamute sane arraño. Arrti Bae Tuparrü tütusiatai ümoti arrüna naurriantümo. 
MAT.6.9	Sane nauquiche arrtü apeanca, amucanaño sane:
MAT.6.9	Suiyaü, aca au napese. Tari anaunrrü nüri. Üriabusü suiñemo.
MAT.6.10	Tari urranena isiu narrianca auna acü, tacana au napese.
MAT.6.11	Ache sumutuburibo naneneca.
MAT.6.12	Airrimiaca tato nomünantü soboi, tacana arrüsomü sopirrimiacata tato ümo bama churriampü uimia suiñemo.
MAT.6.13	Tapü acheca macocotorrü suiñemo.
MAT.6.13	Aitaesümunusu somü eanaqui nomünantü.
MAT.6.13	Itopiqui champü nitacüru nüriaca, champü ito nitacüru nacusüu y nanentacarrü aesacü.
MAT.6.13	Amén.
MAT.6.14	‛Itopiqui arrtü apirrimiacata tato ümoti quiatarrü, arrti Uyaü naqui anati au napese, rrimiacana tato uiti aume. 
MAT.6.15	Pero arrtü chapirrimiacatapü tato ümoti quiatarrü, arrti Uyaü naqui anati au napese, chüpuerurrüpito airrimiacati tato nomünantü aboi.
MAT.6.16	Nantito Jesús ümoma:
MAT.6.16	—Tapü apapanca ausuche arrtü ayunabo año (arrtü chaubacapü). Tapü apiñata tacana bama mañapanca. Arrüma arrtü ayunaboma mapañama asuchema ui nirrancarrüma atusi ümo macrirrtianuca que ayunaboma. Ñemanauncurratoe sucanañü aume: Ui arrümanu sane nisonirrimia chüpuerurrüpü ane nicuarrüma uiti Tuparrü. 
MAT.6.17	Arrtü ayunabocü, atasubi y atacünauncu bien, tacanarrtü aca au pierrta, 
MAT.6.18	tapü tusio ümo macrirrtianuca arrüna ayunabocü o sea arrtü chacapü pemacarrü naquionco iyoti Tuparrü. Tamantiatai naqui Uyaü tusio ümoti arrüna anecanatai nachücoi. Uirri caüma ane nacua uiti.
MAT.6.19	‛Tapü tarucapae namenarri icu na cürrü, itopiqui puerurrtai rriho y mameso amopünanaqui. Puerurrtaito aicusüpürioma bama macusüpüca. 
MAT.6.20	Manrrü urria arrtü urria nausüboriqui. Tone te tacana namenarri au napese. Tari amontonabo aboi taha au napese, auna cauta chüpuerurrüpü irri y chüpuerurrüpito amameso y chiñataipüma bama macusüpüca iyo. 
MAT.6.21	Itopiqui arrüna cauta ane namenarri, tone arrüna ümoche napapensaca.
MAT.6.22	Nantito Jesús sane:
MAT.6.22	—Arrüba nasüto tacana basarurrü ümo nacütüpü. Sane nauquiche arrtü omirria nasüto anentarrü ito nurria ümo enterurrü nacütüpü. 
MAT.6.23	Arrümanio omirria nasüto toneño tacana arrüba omirria napensaca. Tapürrtü chomirriampü napensaca, tacanarrtü chomirriampü nasüto. Ane nausüpü au tomiquianene.
MAT.6.24	‛Champüti naqui puerurrü aserebiti ümo bama torrüma ipiatronetorrti. Itopiqui chüpuerurrüpü ichépe nicuarrüma ümoti. Rrepente ane nauche cuasürüti nurria maniqui taman ümoti y tüboricoti ümoti quiatarrü. O ane nauche baserebiotito nurria ümoti maniqui quiatarrü, tapü arrti naqui chücuasürütipü ümoti. Chüpuerurrüpü baserebi ümoti Tuparrü arrtü tarucu nurrianca ümo monirri.
MAT.6.25	‛Sane nauquiche sucanañü aume: Tapü tarucapae napapensaca iyo arrüna amutuburibo, autüpobocü, abaibibocü, itopiqui arraño ausüboriquia. Manrrü te cuasürü nosüboriqui pünanaqui comirarrü, y manrrü cuasürü nocütüpü pünanaqui nusaibi. 
MAT.6.26	Amasasio nutaumanca, arrüba abe bupasoro, ¿cautapü tupancüturu nauqui cosechabohio umutuburibo? Chopiñahübutapito. Pero arrti Tuparrü bacheboti umutuburibo. Arraño manrrü te naucua ümoti ñopünanaqui nutaumanca. 
MAT.6.27	¿Isanempataipito iyebo oemo auqui arrüna tarucu numapensaca?
MAT.6.28	‛¿Causane tarucapae napapensaca iyo arrüna abaibibo? Cabitopü apapensa iyo ubaibibo arrüba püsioca eanaqui rroense. Champürrtü patrabacara, ni apaiñapü. 
MAT.6.29	Pero sucanañü aume: Ni arrtipü Salomón tücañe aye uiti tacana nubaibiqui manio püsioca, panaca rricurrti. 
MAT.6.30	Arrti Tuparrü bacheboti iyusubu püsioca eana rroense. Abu arrtü bosübo botüsüro nauqui amoho. Arraño te manrrü asaratitü Tuparrü autacu. ¿Sane nauquiche, causane chamoncapütü ümoti? 
MAT.6.31	Sane nauquiche tapü ane penarrü aboi, rrepente amucanaño: ¿Isanempü uñutuburibo caüma? ¿Isanempü arrüna otüpobo caüma? ¿Isanempü arrüna usaibibo? 
MAT.6.32	Arrübama macrirrtianuca icu na cürrü mapensarama iyo arrüna sane. Pero arroñü anati Uyaü au napese. Arrti tütusiatai ümoti arrüna naurriantümo. 
MAT.6.33	Sane nauquiche apapensa iyo arrüna, arrtü türiabucati Tuparrü abarrüpecu y nauqui urria nabaca au narrtarrti. Auqui caüma torrio aume nanaiña arrüba piquiataca naurriantümo. 
MAT.6.34	Tapü tarucapae penarrü aboi iyo arrüna uiche ausüboriquia au quiatarrü nanenese. Tari ane penarrü aboi ümo tamantai nanenese iyo arrüna amutuburibo. Itopiqui au quiatarrü nanenese, cuantio piquiataca nomünantü.
MAT.7.1	Nantito Jesús ümo bama ñanunecasarrti:
MAT.7.1	—Tapü apuncati quiatarrü, arrtü chaurriancapü carrticabo año uiti Tuparrü. 
MAT.7.2	Arrüna carrticurrü apacheca ümoti quiatarrü, tone ito torrio aume uiti. Arrti Tuparrü iñatati aume isiu arrüna napisamute ümo maquiataca. 
MAT.7.3	Causanempü ane nümoche obi arrüna chimiantai nünantü uiti aruqui, tapü arrüna tarucu nomünantü obi charrtaipü. 
MAT.7.4	¿Causane arrian anuneca ümoti quiatarrü, naqui champüapae nomünantü uiti, tapü arrücü tarucu nomünantü obi? 
MAT.7.5	¡Ñapanrrücü! Primero tiene que aicoñoco nasüboriqui aübuti Tuparrü, arrtü arrianca aiñununecanati naqui ane chimiantai nomünantü uiti.
MAT.7.6	‛Tapü apanitaquio nomirria isucarü bama tarucapae nomünantü uimia, itopiqui champü nümoche uimia. Tapü apitusiancata ito nabüriaca isucarüma, itopiqui tiene que arriama aitabairoma año.
MAT.7.7	‛Arrtü ane isane naurriantümo apanqui pünanaquiti Tuparrü, arrti caüma bayurarati aume. Apapache y tabüco aboi. Apiyotobaita tururrü, aurübo aume. 
MAT.7.8	Itopiqui arrti naqui manquio, torrio ümoti, y arrti naqui bapachero, tabüco uiti. Arrti naqui iyotobaitati tururrü, aurübo ümoti.
MAT.7.9	‛¿Aensapü apitorrimiata canrrü ümoti abaübosi, arrtü manquioti pan amopünanaqui? ¡No, champü! 
MAT.7.10	Arrtü manquiotito nopiocorrü amopünanaqui, ¿aensapü apitorrimiata noirroborrü ümoti? 
MAT.7.11	Arraño panaca malorraño, pero apipiaca apache arrüna urria ümo bama abaübosi. Arrti Bae Tuparrü naqui anati au napese, manrrü botorrio arrüba omirriantai uiti ümo bama manquio pünanaquiti. 
MAT.7.12	Sane nauquiche tapü apisamute ümo maquiataca arrüna churriampü aume. Ümo te arrüna sane torrio tücañe nüriacarrü uiti Moisés y ñanunecacarrüma bama profetarrü.
MAT.7.13	‛Arrtü urrianca oerotü au napese, tiene que bapacherio arrümanu tunumusiña tururrü. Amasasai nurria, tapü amecatü auqui manu tururrü arubaesa, ni isiuquipü manu pacubaesa cutubiurrü, itopiqui isiuqui oecatü au infierno. Sürümanama bama süromatü isiuqui manu cutubiurrü itopiqui pacubaesa. 
MAT.7.14	Tapü arrümanu nituru napese ta tunumusiñatai. Cümpaiñamatai ito cutubiuma ümo. Mümanamantai bama süromatü isiuqui.
MAT.7.15	Nantito Jesús:
MAT.7.15	—Amasasai nurria ñünana bama cuamatü aübu ñapanturrüma anunecama au nürirrti Tuparrü. Cuamatü tacana nobirramanca, abu ta nuitümürrüma. 
MAT.7.16	Arraño puerurrü apisuputarama ui arrüna nisamutema. ¿Acasopü puerurrü mata nüta uva icütüpüqui parirri? Champü ito tubarrtai üta cümüchürürrü tacana nütaca higo. 
MAT.7.17	Arrüba omirria sueca, omirria ito nobütarrü. Arrüba chomirriampü sueca, chomirriampito nobütarrü. Chüpuerurrüpü basarai churriampü nüta na urria suese. 
MAT.7.18	Champü ito tubarrtai urria nobütaca ba chomirriampü sueca. 
MAT.7.19	Sane nauquiche arrüba chomirriampü sueca, botüsüro nauqui amoho. 
MAT.7.20	Sane ito arraño, tiene que apisuputarama bama mañapanca ui arrüna isamutema.
MAT.7.21	‛Chüpuerurrüpü ichépe aye ui macrirrtianuca auna cauta ane nüriacarrti Tuparrü, arrtü namatatai iñemo: “Señor, Señor”. Ümonatai arrümanu nurarrüma. Solamenterrü arrübama isamutema yacüpucurrti Iyaü naqui anati au napese iyebo uimia. 
MAT.7.22	Arrtü iñatai manu nanenese nesa bacurrtacarrü, sürümanama bama namatü iñemo: “Señor, Señor, arrüsomü amonco somü supanitate nüri. Au nüri sopicüpucama bama machoboreca auqui macrirrtianuca. Supasamuca sürümana milagrorrü au nüri”. 
MAT.7.23	Pero arrüñü caüma sucanañü ümoma: “Champürrtü isuputacaño, apaquicho auquina yesaquiñü, bama mañasamuca nomünantü”.
MAT.7.24	‛Arrti naqui oncoi nisura, y isamutenti nanaiña arrüna nirracüpucu, iyebo uiti tacana nacarrti maniqui ñoñünrrü bien ipiacati. Isamutenti niporrti onü canrrü, nauqui segurorrü nacarrü. 
MAT.7.25	Numo iñatai nitiempo tanaunrrü, ubataso nusüruca, umuünasio. Iñatai turrü itupecu manu porrü. Y bausucüro fuerte maquiütürrü, pero chütaübücopü, itopiqui atünaiñacana uiti onü manu canrrü. 
MAT.7.26	Tapü arrti naqui oncoi nisura y chisamutentipü arrüna nirracüpucu, iyebo uiti tacana nacarrti maniqui taman ñoñünrrü sonsorrü naqui isamutenti niporrti eana cüosorrü. 
MAT.7.27	Numo iñatai nitiempo tanaunrrü ubataso nusüruca, umuünasio y bausucüro ito fuerte maquiütürrü ümo manu porrü. Auqui taümünaña, iñarrio y champü isane yerubutü.
MAT.7.28	Nauquiche tüchauqui ñanitacarrti Jesús, enterurrü manuma macrirrtianuca cütobüsoma ui arrüna ñanunecacarrti. 
MAT.7.29	Itopiqui arrti manunecanati aübu nanaiña nüriacarrti y champürrtü tacana bama manunecana nüriacarrü.
MAT.8.1	Nauquiche tücuati tato Jesús onüqui manu yiriturrü, sürümanama macrirrtianuca cuamatito isiuti. 
MAT.8.2	Auqui tamanti ñoñünrrü maunrrocono ui arrümanu norrocorrü nürirri lepra, cuati esati. Bachesoiyoti esati y nanti ümoti:
MAT.8.2	—Señor, arrücü puerurrü aicurarañü, arrtü arrianca.
MAT.8.3	Auqui arrti Jesús iñenotiti maniqui maunrrocono y nanti ümoti:
MAT.8.3	—Irranca icurarü. Caüma urriancü tato. Ui arrümanu nurarrti sane, arrti maniqui maunrrocono urriancati tato. 
MAT.8.4	Auqui nanti Jesús ümoti maniqui ñoñünrrü:
MAT.8.4	—Tapü urapoi ümoti quiatarrü arrüna sane. Auquina acosi besüro aitusiancasü isucarü bama sacerdoterrü. Acumana ito itobo ümoti Tuparrü, tacana arrüna yacüpucurrti Moisés tücañe, nauqui asaraimia macrirrtianuca, arrücü chauqui turriancü tato.
MAT.8.5	Nauquiche iñataiti Jesús au manu pueblurrü nürirri Capernaum, tamanti capitán rromanorrü cuati esati:
MAT.8.6	—Asamu nurria iñemo, Señor. Arrti imoso anati icu nicürurrti maunrroconoti, y chüpuerurrtipü aepocoti, tarucu nitaquisürücürrti ui manu norrocorrü.
MAT.8.7	Auqui nanti Jesús ümoti:
MAT.8.7	—Auritarrü yecatanu rracura ümoti.
MAT.8.8	Auqui iñumutati maniqui capitán:
MAT.8.8	—Señor, arrüñü champü isane niyaca nauqui aerotü au nipo. Acüpuatai ümo norrocorrü nauqui aürotü pünanaquiti, nauqui urrianati tato. 
MAT.8.9	Itopiqui arrüñü ito yaca ümo yacüpucu bama manrrü ane nüriacarrüma rropünanaqui, tacana arrüna nisüriaca ümo bama niyesa soldadorrü. Arrtü rracüpuca ümoti taman uturuquimia, sürotitü. Arrtü itasucati quiatarrü, cuati. Arrtü rracüpuca ümoti imoso na aisamunenti arrümanu isane nirrantümo, isamutentito.
MAT.8.10	Nauquiche oncoiti Jesús arrümanu nurarrti sane, cütobüsoti. Auqui nanti ümo bama macrirrtianuca amoncoma isiuti:
MAT.8.10	—Ñemanauncurratoe sucanañü aume, champüti naqui isuputacai au nanaiña Israel tacana nacarrti naqui ñoñünrrü tarucu noncorrti iñemo. 
MAT.8.11	Nantito Jesús ümoma:
MAT.8.11	—Sürümanama bama macrirrtianuca cuamatü ñana auqui iche, auqui tansürü y auqui nimümürrü, nauqui atümoma ichepeti Abraham, ichepeti Isaac y ichepeti Jacob, nauqui aama auna cauta ane nüriacarrti Tuparrü. 
MAT.8.12	Tapü arrübama ümocheapae atorri, nauqui aye uimia esati Tuparrü, arrübama israelitarrü, tiene que apenema au tomiquianene. Taha tarucu nareorrüma y acamanu ito botoquio nohorrüma ui nitaquisürücürrüma.
MAT.8.13	Auqui nanti Jesús ümoti maniqui capitán:
MAT.8.13	—Acosi tato au napo, ui arrüna oncatü nurria iñemo, chauqui turriancati tato maniqui amoso. Sane pasao au manu horarrü, urriancati tato maniqui mosorrü.
MAT.8.14	Auqui manu iñataiti Jesús au niporrti Pedro. Acamanu ananca maunrrocono nipiacürrtoti Pedro. Ananca aübu fuerte pacütaiquirri. 
MAT.8.15	Auqui arrti Jesús iñentati nehese. Au manu atorrü pasao nipiacütaiquirri. Sane nauquiche atürai nauqui ariorrü apema ümoti Jesús y ümo bama maquitaca, itopiqui turrian tato ümo.
MAT.8.16	Nauquiche tütobiquia, canama esati Jesús sürümanama bama aboma machoboreca auma. Ui tamantai nurarrti Jesús süromatü machoboreca auquimia, y namanaiña bama maunrrocono urriancama tato uiti. 
MAT.8.17	Enterurrü arrüna pasabo sane ta nauqui acoco arrümanu urpaoiti tücañe profetarrü Isaías. Nanti sane: “Uiti Cristo urrianca oñü tato. Iquiaübutati norrocorrü oñopünanaqui”.
MAT.8.18	Nauquiche arrtaiti Jesús sürümanama macrirrtianuca itupecuti, nanti ümo bama ñanunecasarrti:
MAT.8.18	—Curi topü narubaitu na turrü.
MAT.8.19	Tamanti maestro nesa nüriacarrü cuati esati Jesús, nanti ümoti:
MAT.8.19	—Maestro, irranca yerotü asiucü au nanaiñantai auna cauta naecü.
MAT.8.20	Aiñumuti Jesús:
MAT.8.20	—Apensasio nurria. Arrüba numantureca ane niyoporrü cütu. Arrüba nutaumanca ane niñusumenurrü auna cauta apacansa. Tapü arrüñü Ñemanauncurratoe Ñoñünrrü champü nipo auna cauta ñacansa.
MAT.8.21	Tamanti uturuqui bama ñanunecasarrti Jesús nanti ümoti:
MAT.8.21	—Señor, yasiquia baeta esati taita cheperrtü tücoiñoti, nauqui iñanati cütu, auqui caüma yecatü asiucü.
MAT.8.22	Auqui aiñumuti Jesús:
MAT.8.22	—No, ariacu isiuñü caüma. Arrübama chicocoromatipü Tuparrü, tari uimia aiñanama cütu bama coiño.
MAT.8.23	Auqui arrti Jesús sürotitü au manu taman barco ichepe bama ñanunecasarrti. Süromatü auqui manu isuqui turrü. 
MAT.8.24	Au manu rratorrü nauquiche amoncoma isu turrü, maquiütüca fuerte. Pocoro turrü uirri y supiuru au barco ui manu maquiütürrü. Arrti Jesús anancati manumuti au manu barco. 
MAT.8.25	Auqui arrübama ñanunecasarrti süromatü esati nauqui airrtopünanamati, namatü ümoti:
MAT.8.25	—¡Señor, ayura suiñemo, tirranrrü uyubaca!
MAT.8.26	Auqui arrti Jesús sütopücoti, nanti ümoma:
MAT.8.26	—¿Causane tarucapae naupirrucu? ¿Causane chamoncapütü nurria iñemo? Auqui atüraiti y icuansomocotati maquiütürrü, y nipococo turrü. Y au manu rratorrü tochenco nanaiña. 
MAT.8.27	Arrübama ñanunecasarrti cütobüsoma nurria. Namatü ümomantoe:
MAT.8.27	—¿Ñacutipü naqui ñoñünrrü? ¡Hasta maquiütürrü y turrü omoncoi nurarrti!
MAT.8.28	Tiñataiti Jesús topü manu turrü au manu cürrü nürirri Gadara. Acamanu cuamatü torrüma mañoñünca auqui panteón, aboma machoboreca auma. Cuamatü esati Jesús yarucurrüma. Arrüma bien malorrüma, birrubuma macrirrtianuca apasama auqui manu cutubiurrü. 
MAT.8.29	Auqui arrümanuma torrü tosibicoma:
MAT.8.29	—¿Causane ayetü tauna suichepe? ¡Arrücü Aütorrti Tuparrü! ¡Apuraurrücüapae ache suichaquisürücübo! (Abu chiñataiquipü manu nanenese nesa bacurrtacarrü.)
MAT.8.30	Acamanu saimia amonquio nupaucheca, bubaso. 
MAT.8.31	Arrümanuma machoboreca namatü ümoti Jesús sane:
MAT.8.31	—Asamu nurria suiñemo arrtü aicüpuca somü auqui bama mañoñünca, aicüpusu somü ubau manio nupaucheca.
MAT.8.32	Auqui iñumutati Jesús:
MAT.8.32	—Bueno, ¡amecosi ubahu! Auqui arrümanuma machoboreca süroma ubau manio nupaucheca. Ui arrüna sane rrepenteatai locorriantai. Opiñemecanaño abeuqui manu taman nisacürrü. Bupaquio au turrü y ububacara cütu. Auqui mocoiño.
MAT.8.33	Tapü arrümanuma bacuirara yutacu manio nupaucheca, süroma tato yarucurrüma au pueblurrü ui nirrucurrüma, besüro uraboimia arrüna pasabo sane. Urapoimia ito que urriancama tato manuma torrü mañoñünca amoncoma machoboreca auma. 
MAT.8.34	Sane nauquiche enterurrü manuma macrirrtianuca auqui manu pueblurrü, süromatü auna cauta anancati Jesús. Ñanquitioma pünanaquiti nauqui aürotitü auqui manu nicürrüma.
MAT.9.1	Auqui arrti Jesús süroti tato au taman barco topü manu narubaitu turrü. Iñataiti tato au manu pueblurrü arrüna cauta bavivicoti, nürirri Capernaum. 
MAT.9.2	Acamanu anancati taman maunrrocono, canati esati Jesús ui bama icumpañeruturrti, icu nicürurrti. Chüpuerurrüpü amenti. Asaratitü Jesús ümo manuma uiche ayeti maniqui maunrrocono. Tütusiatai ümoti que arrüma bien icocoromati. Sane nauquiche nanti ümoti maniqui maunrrocono:
MAT.9.2	—Tapü airruca, saruqui, itopiqui arrüba nomünantü obi morrimiacana tato sobi aemo.
MAT.9.3	Auqui arrümanuma maestro ümo nüriacarrü, mapensarama au nitusirrimia sane: “Arrti naqui ñoñünrrü ane nipünatenti aübuti Tuparrü ui arrüna nurarrti sane”. 
MAT.9.4	Arrti Jesús tütusiatai ümoti arrüna ñapensacarrüma, nanti ümoma:
MAT.9.4	—¿Causane churriampatai napapensaca iñemo? 
MAT.9.5	Arrüñü Ñemanauncurratoe Ñoñünrrü ane nisüriaca auna icu na cürrü nauqui aurrimiaca tato sobi nomünantü. Pero rrepente amucanaño iñemo que rranitacatai. 
MAT.9.6	Caüma itusiancata ausucarü nisüriaca, rracurara ümoti naqui maunrrocono. Auqui nanti ümoti maniqui maunrrocono:
MAT.9.6	—¡Atüsai, aiquia nacüru, y acosi tato au napo!
MAT.9.7	Auqui arrti maniqui maunrrocono atüraiti, iquiatati nicürurrti y süroti tato au niporrti.
MAT.9.8	Arrübama macrirrtianuca aboma acamanu arrtaimia arrüna sane, cütobüsoma. Iñanaunumati Tuparrü itopiqui torrio uiti arrüna sane nüriacarrü ümo mañoñünca icu cürrü.
MAT.9.9	Auqui arrti Jesús sürotitito auqui manu.
MAT.9.9	Auqui arrti Jesús asaratitü ümoti taman ñoñünrrü nürirrti Mateo. Anancati tümonsoti auna cauta bacobürarati impuestorrü. Arrti Jesús nanti ümoti:
MAT.9.9	—¡Ariacu isiuñü!
MAT.9.9	Auqui arrti Mateo atüraiti y sürotitü isiuti Jesús.
MAT.9.10	Au manu nanenese, arrti Jesús anancati basoti au niporrti Mateo. Sürümanama bama bacobürara impuestorrü y arrübama maquiataca ane nomünantü uimia, amoncoma basoma ichepeti Jesús acamanu, y arrübama ito ñanunecasarrti. 
MAT.9.11	Pero arrümanuma fariseorrü nauquiche arrtaimia arrüna sane, ñanquitioma pünanaqui bama ñanunecasarrti Jesús sane:
MAT.9.11	—¿Causane aati maniqui aubesa maestro ichepe bama mayacobraca impuestorrü y arrübama tarucu nomünantü uimia?
