GEN.1.1	Ar y dechrau cyntaf, dyma Duw yn creu y bydysawd a'r ddaear. 
GEN.9.2	Bydd gan yr anifeiliaid, yr adar, pob creadur bach arall a'r pysgod eich ofn chi. Byddwch yn eu rheoli nhw. 
GEN.9.3	Bellach cewch fwyta unrhyw greadur byw, nid dim ond planhigion fel o'r blaen. 
GEN.9.4	Ond rhaid i chi beidio bwyta cig sydd â bywyd yn dal ynddo (sef y gwaed). 
GEN.9.5	Mae tywallt gwaed dynol yn rhywbeth sy'n rhaid ei gosbi. Rhaid lladd unrhyw anifail gwyllt sy'n gwneud hynny. A rhaid i berson sy'n lladd rhywun arall farw hefyd, am fod pobl yn frodyr a chwiorydd i'w gilydd.
GEN.9.6	Mae rhywun sy'n lladd person arall
GEN.9.6	yn haeddu cael ei ladd ei hun,
GEN.9.6	am fod Duw wedi creu'r ddynoliaeth
GEN.9.6	yn ddelw ohono'i hun.
GEN.9.7	Dw i eisiau i chi gael plant, fel bod mwy a mwy ohonoch chi drwy'r byd i gyd.”
GEN.9.8	A dyma Duw yn dweud wrth Noa a'i feibion, 
GEN.9.9	“Dw i am wneud ymrwymiad i chi a'ch disgynyddion, 
GEN.9.10	a hefyd gyda phob creadur byw – adar, anifeiliaid dof a phob creadur arall ddaeth allan o'r arch. 
GEN.9.11	Dw i'n addo na fydda i byth yn anfon dilyw eto i gael gwared â phopeth byw ac i ddinistrio'r ddaear. 
GEN.9.12	A dw i'n mynd i roi arwydd i chi i ddangos fod yr ymrwymiad dw i'n ei wneud yn mynd i bara am byth: 
GEN.9.13	Dw i'n rhoi fy enfys yn y cymylau, a bydd yn arwydd o'r ymrwymiad dw i wedi'i wneud gyda'r ddaear. 
GEN.9.14	Pan fydd cymylau yn yr awyr, ac enfys i'w gweld yn y cymylau, 
GEN.9.15	bydda i'n cofio'r ymrwymiad dw i wedi'i wneud i chi a phob creadur byw. Fydd llifogydd ddim yn dod i ddinistrio popeth byw byth eto. 
GEN.9.16	Pan fydd enfys yn y cymylau bydda i'n cofio'r ymrwymiad dw i wedi'i wneud gyda phob creadur byw sydd ar y ddaear.” 
GEN.9.17	A dyma Duw yn dweud wrth Noa, “Dyma'r arwydd sy'n dangos y bydda i'n cadw'r ymrwymiad dw i wedi'i wneud gyda phopeth byw ar y ddaear.”
GEN.9.18	Shem, Cham a Jaffeth oedd enwau meibion Noa ddaeth allan o'r arch. (Cham oedd tad Canaan.) 
GEN.9.19	Roedd y tri ohonyn nhw yn feibion i Noa, ac mae holl bobloedd y byd yn ddisgynyddion iddyn nhw.
GEN.9.20	Roedd Noa yn ffermwr. Fe oedd y cyntaf un i blannu gwinllan. 
GEN.9.21	Yfodd Noa beth o'r gwin, a meddwi. Tynnodd ei ddillad a gorwedd yn noeth yn ei babell. 
GEN.9.22	Dyma Cham, tad Canaan, yn edrych ar ei dad yn noeth ac yna'n mynd allan i ddweud wrth ei frodyr. 
GEN.9.23	Ond dyma Shem a Jaffeth yn cymryd clogyn a'i osod ar eu hysgwyddau. Wedyn dyma nhw'n cerdded at yn ôl i mewn i'r babell a gorchuddio corff noeth eu tad. Roedden nhw'n edrych i ffwrdd wrth wneud hyn, felly wnaethon nhw ddim gweld eu tad yn noeth.
GEN.9.24	Ar ôl i Noa ddeffro a sobri, clywodd beth roedd ei fab ifancaf wedi'i wneud, 
GEN.9.25	ac meddai,
GEN.9.25	“Melltith ar Canaan!
GEN.9.25	Bydd fel caethwas dibwys i'w frodyr.”
GEN.9.26	Wedyn dwedodd Noa,
GEN.9.26	“Bendith yr 
GEN.9.26	Bydd Canaan yn gaethwas iddo.
GEN.9.27	Boed i Dduw roi digonedd o le
GEN.9.27	a gwneud iddo gyd-fyw'n heddychlon gyda Shem.
GEN.9.27	A bydd Canaan yn gaethwas iddo yntau hefyd.”
GEN.9.28	Buodd Noa fyw 350 mlynedd ar ôl y dilyw. 
GEN.9.29	Felly roedd Noa yn 950 oed yn marw.
GEN.10.1	Dyma hanes teuluoedd meibion Noa – Shem, Cham a Jaffeth. (Ar ôl y dilyw cafodd y tri ohonyn nhw blant):
GEN.10.2	Meibion Jaffeth: Gomer, Magog, Madai, Iafan, Twbal, Meshech, a Tiras.
GEN.10.3	Disgynyddion Gomer oedd pobl Ashcenas, Riffath, a Togarma.
GEN.10.4	Disgynyddion Iafan oedd pobl Elisha, Tarshish, Cittim, a Dodanîm, 
GEN.10.5	sef pobloedd yr arfordir a'r ynysoedd. Rhannodd y rhain yn genhedloedd gwahanol gyda'u tiroedd, a phob grŵp ethnig gyda'i iaith ei hun.
GEN.10.6	Meibion Cham: Cwsh, Mitsraïm, Pwt, a Canaan.
GEN.10.7	Disgynyddion Cwsh oedd pobl Seba, Hafila, Sabta, Raama, a Sabtecha. Disgynyddion Raama oedd pobl Sheba a Dedan.
GEN.10.8	Cafodd Cwsh fab arall o'r enw Nimrod. Nimrod oedd y concwerwr cyntaf. 
GEN.10.9	Fe oedd yr heliwr gorau yn y byd i gyd. Dyna pam mae'r hen ddywediad yn dweud, “Mae fel Nimrod, yr heliwr gorau welodd yr 
GEN.10.10	Dechreuodd ei ymerodraeth gyda dinasoedd Babel, Erech, Accad a Calne yng ngwlad Babilonia.
GEN.10.11	Wedyn lledodd ei ymerodraeth i Asyria, ac adeiladodd ddinasoedd Ninefe, Rehoboth-ir, Cala, 
GEN.10.12	a Resen (sydd rhwng Ninefe a dinas fawr Cala).
GEN.10.13	Disgynyddion Mitsraïm oedd y Lydiaid, Anamiaid, Lehabiaid (pobl Libia), Nafftwiaid, 
GEN.10.14	Pathrwsiaid, Caslwchiaid (y daeth y Philistiaid ohonyn nhw), a'r Cafftoriaid.
GEN.10.15	Disgynyddion Canaan oedd pobl Sidon (o'i fab hynaf), yr Hethiaid, 
GEN.10.16	y Jebwsiaid, Amoriaid, Girgasiaid, 
GEN.10.17	Hefiaid, Arciaid, Siniaid, 
GEN.10.18	Arfadiaid, Semariaid, a phobl Chamath. Cafodd llwythau'r Canaaneaid eu gwasgaru 
GEN.10.19	nes bod eu ffiniau nhw yn estyn o Sidon yr holl ffordd i Gerar ac i fyny i Gasa, ac wedyn yr holl ffordd i Sodom, Gomorra, Adma, a Seboïm, mor bell â Lesha.
GEN.10.20	Felly dyna ddisgynyddion Cham yn ôl eu llwythau, ieithoedd, tiroedd a chenhedloedd.
GEN.10.21	Cafodd Shem, brawd hynaf Jaffeth, feibion hefyd. Shem oedd tad disgynyddion Eber i gyd.
GEN.10.22	Meibion Shem: Elam, Ashŵr, Arffacsad, Lwd, ac Aram.
GEN.10.23	Disgynyddion Aram oedd pobl Us, Chwl, Gether, a Mash.
GEN.10.24	Arffacsad oedd tad Shelach, a Shelach oedd tad Eber. 
GEN.10.25	Roedd gan Eber ddau fab – cafodd un ei alw'n Peleg, am mai dyna pryd y cafodd ieithoedd y byd eu rhannu.
GEN.10.26	Disgynyddion Ioctan oedd pobl Almodad, Sheleff, Chatsar-mafeth, Ierach, 
GEN.10.27	Hadoram, Wsal, Dicla, 
GEN.10.28	Obal, Abima-el, Sheba, 
GEN.10.29	Offir, Hafila, a Iobab. Roedd y rhain i gyd yn ddisgynyddion i Ioctan. 
GEN.10.30	Roedden nhw'n byw ar y tir rhwng Mesha a bryniau Seffar yn y dwyrain.
GEN.10.31	Felly dyna ddisgynyddion Shem, yn ôl eu llwythau, ieithoedd, tiroedd a chenhedloedd.
GEN.10.32	Dyna'r llwythau ddaeth o feibion Noa, wedi'u rhestru yn eu cenhedloedd yn ôl eu hachau. Ar ôl y dilyw dyma nhw'n rhannu i wneud gwahanol genhedloedd yn y byd.
GEN.11.1	Ar un adeg, un iaith oedd drwy'r byd i gyd. Roedd pawb yn defnyddio'r un geiriau. 
GEN.11.2	Pan oedd y bobl yn symud o le i le yn y dwyrain, dyma nhw'n dod i dir gwastad yn Babilonia
GEN.11.3	Ac medden nhw, “Gadewch i ni wneud brics wedi'u tanio'n galed i'w defnyddio i adeiladu.” (Roedden nhw'n defnyddio brics yn lle cerrig, a tar yn lle morter.) 
GEN.11.4	“Dewch,” medden nhw, “gadewch i ni adeiladu dinas fawr i ni'n hunain, gyda thŵr uchel yn estyn i fyny i'r nefoedd. Byddwn ni'n enwog, a fydd dim rhaid i ni gael ein gwasgaru drwy'r byd i gyd.”
GEN.11.5	A dyma'r 
GEN.11.6	Ac meddai, “Maen nhw wedi dechrau gwneud hyn am eu bod nhw'n un bobl sy'n siarad yr un iaith. Does dim byd yn eu rhwystro nhw rhag gwneud beth bynnag maen nhw eisiau. 
GEN.11.7	Dewch, gadewch i ni fynd i lawr a chymysgu eu hiaith nhw, fel na fyddan nhw'n deall ei gilydd yn siarad.” 
GEN.11.8	Felly dyma'r 
GEN.11.9	Roedd y ddinas yn cael ei galw yn Babel am mai dyna ble wnaeth yr 
GEN.11.10	Dyma hanes teulu Shem:
GEN.11.10	Pan oedd Shem yn gant oed, cafodd ei fab Arffacsad ei eni. (Roedd hyn ddwy flynedd ar ôl y dilyw.) 
GEN.11.11	Buodd Shem fyw am 500 mlynedd ar ôl i Arffacsad gael ei eni, a chafodd blant eraill.
GEN.11.12	Pan oedd Arffacsad yn 35 oed, cafodd ei fab Shelach ei eni. 
GEN.11.13	Buodd Arffacsad fyw am 403 o flynyddoedd ar ôl i Shelach gael ei eni, a chafodd blant eraill.
GEN.11.14	Pan oedd Shelach yn 30 oed, cafodd ei fab Eber ei eni. 
GEN.11.15	Buodd Shelach fyw am 403 o flynyddoedd ar ôl i Eber gael ei eni, a chafodd blant eraill.
GEN.11.16	Pan oedd Eber yn 34 oed, cafodd ei fab Peleg ei eni. 
GEN.11.17	Buodd Eber fyw am 430 mlynedd ar ôl i Peleg gael ei eni, a chafodd blant eraill.
GEN.11.18	Pan oedd Peleg yn 30 oed, cafodd ei fab Reu ei eni. 
GEN.11.19	Buodd Peleg fyw am 209 o flynyddoedd ar ôl i Reu gael ei eni, a chafodd blant eraill.
GEN.11.20	Pan oedd Reu yn 32 oed, cafodd ei fab Serwg ei eni. 
GEN.11.21	Buodd Reu fyw am 207 o flynyddoedd ar ôl i Serwg gael ei eni, a chafodd blant eraill.
GEN.11.22	Pan oedd Serwg yn 30 oed, cafodd ei fab Nachor ei eni. 
GEN.11.23	Buodd Serwg fyw am 200 mlynedd ar ôl i Nachor gael ei eni, a chafodd blant eraill.
GEN.11.24	Pan oedd Nachor yn 29 oed, cafodd ei fab Tera ei eni. 
GEN.11.25	Buodd Nachor fyw am 119 mlynedd ar ôl i Tera gael ei eni, a chafodd blant eraill.
GEN.11.26	Pan oedd Tera yn 70 oed, roedd ganddo dri mab – Abram, Nachor a Haran.
GEN.11.27	Dyma hanes teulu Tera:
GEN.11.27	Tera oedd tad Abram, Nachor a Haran. Haran oedd tad Lot. 
GEN.11.28	Pan fuodd Haran farw yn Ur yn Babilonia,
GEN.11.29	Priododd y ddau frawd arall. Sarai oedd enw gwraig Abram, a Milca oedd enw gwraig Nachor (Roedd hi'n un o ferched Haran, ac enw ei chwaer oedd Isca). 
GEN.11.30	Roedd Sarai yn methu cael plant.
GEN.11.31	Dyma Tera yn gadael Ur yn Babilonia gyda'r bwriad o symud i wlad Canaan. Aeth ag Abram ei fab gydag e, Sarai ei ferch-yng-nghyfraith a hefyd Lot ei ŵyr (sef mab Haran). Ond ar ôl cyrraedd Haran dyma nhw'n setlo yno. 
GEN.11.32	Yn Haran y buodd Tera farw, yn 205 oed.
GEN.12.1	Dyma'r 
GEN.12.2	Bydda i'n dy wneud di yn genedl fawr, ac yn dy fendithio di, a byddi'n enwog. Dw i eisiau i ti fod yn fendith i eraill. 
GEN.12.3	Bydda i'n bendithio'r rhai sy'n dy fendithio di ac yn melltithio unrhyw un sy'n dy fychanu di. A bydd pobloedd y byd i gyd yn cael eu bendithio trwot ti.”
GEN.12.4	Felly dyma Abram yn mynd, fel roedd yr 
GEN.12.5	Aeth Abram â'i wraig Sarai gydag e, a Lot ei nai. Aeth â'i eiddo i gyd, a'r gweithwyr roedd wedi'u cymryd ato yn Haran, a mynd i wlad Canaan. Pan gyrhaeddon nhw yno 
GEN.12.6	dyma Abram yn teithio drwy'r wlad ac yn cyrraedd derwen More, oedd yn lle addoli yn Sichem. (Y Canaaneaid oedd yn byw yn y wlad bryd hynny.)
GEN.12.7	Dyma'r 
GEN.12.8	Wedyn symudodd Abram yn ei flaen tua'r de, a gwersylla yn y bryniau sydd i'r dwyrain o Bethel. Roedd Bethel i'r gorllewin iddo, ac Ai tua'r dwyrain. Cododd allor yno hefyd, ac addoli'r 
GEN.12.9	Yna teithiodd Abram yn ei flaen bob yn dipyn i gyfeiriad y Negef yn y de.
GEN.12.10	Roedd newyn difrifol yn y wlad. Felly dyma Abram yn mynd i lawr i'r Aifft i grwydro yno. 
GEN.12.11	Pan oedd bron cyrraedd yr Aifft, dwedodd wrth ei wraig Sarai, “Ti'n ddynes hardd iawn. 
GEN.12.12	Pan fydd yr Eifftiaid yn dy weld di byddan nhw'n dweud, ‘Ei wraig e ydy hi’, a byddan nhw yn fy lladd i er mwyn dy gael di. 
GEN.12.13	Dwed wrthyn nhw mai fy chwaer i wyt ti. Byddan nhw'n garedig ata i wedyn am eu bod nhw'n dy hoffi di, a bydda i'n saff.”
GEN.12.14	Pan gyrhaeddodd Abram yr Aifft, roedd yr Eifftiaid yn gweld fod Sarai yn ddynes hardd iawn. 
GEN.12.15	Gwelodd swyddogion y Pharo hi, a mynd i ddweud wrtho mor hardd oedd hi. Felly cymerodd y Pharo hi i fod yn un o'i harîm. 
GEN.12.16	Roedd y Pharo'n garedig iawn at Abram o'i hachos hi. Rhoddodd ddefaid a gwartheg, asennod, caethweision a chaethferched, a chamelod iddo.
GEN.12.17	Ond am fod y Pharo wedi cymryd Sarai, gwraig Abram, iddo'i hun, dyma'r 
GEN.12.18	Galwodd y Pharo am Abram, a dweud wrtho, “Pam wyt ti wedi gwneud hyn i mi? Pam wnest ti ddim dweud mai dy wraig di oedd hi? 
GEN.12.19	Pam dweud ‘Fy chwaer i ydy hi’, a gadael i mi ei chymryd hi'n wraig i mi fy hun? Felly dyma hi, dy wraig, yn ôl i ti. Cymer hi a dos o ngolwg i!” 
GEN.12.20	Rhoddodd y Pharo orchymyn i'w filwyr yrru Abram a'i wraig a phopeth oedd ganddo, allan o'r wlad.
GEN.13.1	Felly dyma Abram yn gadael yr Aifft, gyda'i wraig a phopeth oedd ganddo a Lot. Aethon nhw yn ôl i'r Negef yn ne Canaan. 
GEN.13.2	Roedd Abram yn gyfoethog iawn – roedd ganddo lawer iawn o anifeiliaid ac arian ac aur. 
GEN.13.3	Teithiodd yn ei flaen bob yn dipyn drwy'r Negef ac yn ôl i fyny i Bethel. Aeth i'r man lle roedd wedi gwersylla gyntaf, rhwng Bethel ac Ai. 
GEN.13.4	Dyna ble roedd wedi codi allor bryd hynny; ac addolodd yr 
GEN.13.5	Roedd gan Lot, oedd yn teithio gydag Abram, ddefaid a gwartheg a phebyll hefyd. 
GEN.13.6	Doedd dim digon o borfa a dŵr iddyn nhw fyw gyda'i gilydd, am fod gan y ddau gymaint o anifeiliaid. 
GEN.13.7	Ac roedd gweision Abram a gweision Lot yn cweryla drwy'r adeg. (Y Canaaneaid a'r Peresiaid oedd yn byw yn y wlad bryd hynny.)
GEN.13.8	Felly dyma Abram yn dweud wrth Lot, “Da ti, gad i ni a'n gweision beidio ffraeo! Dŷn ni'n perthyn i'r un teulu! 
GEN.13.9	Edrych, mae'r wlad i gyd o dy flaen di. Beth am i ni wahanu? Dewis di ble wyt ti am fynd i fyw, a gwna i fynd i'r cyfeiriad arall.” 
GEN.13.10	Edrychodd Lot o'i gwmpas, a gwelodd fod dyffryn Iorddonen i fyny at Soar yn dir da gyda digon o ddŵr. Roedd yn ffrwythlon fel gardd yr 
GEN.13.11	Felly dyma Lot yn dewis dyffryn Iorddonen, a mynd i gyfeiriad y dwyrain. A dyma'r teulu'n gwahanu. 
GEN.13.12	Setlodd Abram yng ngwlad Canaan, ac aeth Lot i fyw wrth y trefi yn y dyffryn, a gwersylla wrth ymyl Sodom.
GEN.13.13	Roedd pobl Sodom yn ddrwg iawn, ac yn pechu'n fawr yn erbyn yr 
GEN.13.14	Ar ôl i Lot ei adael, dyma'r 
GEN.13.15	Dw i'n mynd i roi'r wlad yma i gyd i ti a dy ddisgynyddion, am byth. 
GEN.13.16	Bydd gen ti gymaint o ddisgynyddion fydd dim posib eu cyfri nhw. Byddan nhw fel llwch ar y ddaear! 
GEN.13.17	Dos i deithio o gwmpas y wlad. Bydda i'n rhoi'r cwbl i ti.”
GEN.13.18	Felly dyma Abram yn mynd, ac yn setlo i lawr wrth goed derw Mamre, oedd yn fan addoli yn Hebron. A dyma fe'n codi allor i'r 
GEN.14.1	Bryd hynny roedd Amraffel brenin Babilonia,
GEN.14.2	yn rhyfela yn erbyn Bera brenin Sodom, Birsha brenin Gomorra, Shinab brenin Adma, Shemeber brenin Seboïm, a brenin Bela (sef Soar). 
GEN.14.3	Roedd brenhinoedd Sodom, Gomorra, Adma, Seboïm a Bela wedi ffurfio cynghrair, a dod at ei gilydd yn nyffryn Sidim (lle mae'r Môr Marw
GEN.14.4	Roedden nhw wedi bod dan reolaeth Cedorlaomer am ddeuddeg mlynedd, ond y flwyddyn wedyn dyma nhw'n gwrthryfela yn ei erbyn.
GEN.14.5	Flwyddyn ar ôl hynny daeth Cedorlaomer a'r brenhinoedd oedd ar ei ochr e, a choncro y Reffaiaid yn Ashteroth-carnaïm, y Swsiaid yn Ham, yr Emiaid yn Safe-Ciriathaim, 
GEN.14.6	a'r Horiaid ym mryniau Seir, yr holl ffordd i El-paran sydd wrth ymyl yr anialwch. 
GEN.14.7	Wedyn dyma nhw yn troi yn ôl ac yn ymosod ar En-mishpat (sef Cadesh), a gorchfygu gwlad yr Amaleciaid i gyd, a hefyd yr Amoriaid oedd yn byw yn Chatsason-tamar. 
GEN.14.8	Felly dyma frenhinoedd Sodom, Gomorra, Adma, Seboïm a Bela (sef Soar) yn mynd i ddyffryn Sidim, a pharatoi i ymladd 
GEN.14.9	yn erbyn Cedorlaomer brenin Elam, a brenhinoedd Goïm, Babilonia ac Elasar – pedwar brenin yn erbyn pump.
GEN.14.10	Roedd Dyffryn Sidim yn llawn o byllau tar. Wrth i fyddinoedd Sodom a Gomorra ddianc oddi wrth y gelyn, dyma rai ohonyn nhw yn llithro i mewn i'r pyllau, ond llwyddodd y gweddill i ddianc i'r bryniau. 
GEN.14.11	Dyma'r byddinoedd oedd yn fuddugol yn cymryd eiddo Sodom a Gomorra, a'r bwyd oedd yno, cyn mynd i ffwrdd. 
GEN.14.12	Wrth adael, dyma nhw'n cymryd Lot, nai Abram, a'i eiddo fe i gyd hefyd, gan fod Lot yn byw yn Sodom. 
GEN.14.13	Ond dyma un oedd wedi llwyddo i ddianc yn mynd i ddweud wrth Abram yr Hebread beth oedd wedi digwydd. (Roedd Abram yn byw wrth goed derw Mamre yr Amoriad, ac roedd Mamre a'i frodyr, Eshcol ac Aner, wedi ffurfio cynghrair gydag Abram.) 
GEN.14.14	Felly pan glywodd Abram fod ei nai wedi cael ei gymryd yn gaeth, casglodd ei filwyr, sef 318 o ddynion oedd wedi'u geni gyda'r clan. Aeth ar ôl y gelyn mor bell â Dan yn y gogledd. 
GEN.14.15	Yn ystod y nos dyma Abram yn rhannu ei fyddin ac yn ymosod ar y gelyn. Aeth ar eu holau mor bell â Choba, sydd i'r gogledd o Damascus. 
GEN.14.16	Cafodd bopeth roedden nhw wedi'i ddwyn yn ôl. Daeth â'i nai Lot a'i eiddo yn ôl hefyd, a'r gwragedd a gweddill y bobl oedd wedi cael eu dal.
GEN.14.17	Ar ôl ennill y frwydr yn erbyn Cedorlaomer a'r brenhinoedd eraill, dyma Abram yn mynd adre. Aeth brenin Sodom i'w groesawu yn Nyffryn Shafe (sef Dyffryn y Brenin). 
GEN.14.18	A dyma Melchisedec, brenin Salem, yn mynd â bwyd a gwin iddo. Roedd Melchisedec yn offeiriad i'r Duw Goruchaf, 
GEN.14.19	a dyma fe'n bendithio Abram fel hyn:
GEN.14.19	“Boed i'r Duw Goruchaf,
GEN.14.19	sydd wedi creu y nefoedd a'r ddaear,
GEN.14.19	dy fendithio Abram.
GEN.14.20	A boed i'r Duw Goruchaf gael ei foli,
GEN.14.20	am ei fod wedi gwneud i ti goncro dy elynion!”
GEN.14.20	Yna dyma Abram yn rhoi iddo un rhan o ddeg o'r cwbl oedd ganddo.
GEN.14.21	Wedyn dyma frenin Sodom yn dweud wrth Abram, “Rho'r bobl yn ôl i mi, ond cadw bopeth arall i ti dy hun.” 
GEN.14.22	Ond atebodd Abram, “Na, dw i wedi cymryd llw, ac addo i'r 
GEN.14.23	na fydda i'n cymryd dim byd gen ti – y mymryn lleiaf
GEN.14.24	Does gen i eisiau dim byd ond beth mae'r milwyr ifanc yma wedi'i fwyta. Ond dylai Aner, Eshcol a Mamre, aeth i ymladd gyda mi, gael eu siâr nhw.”
GEN.15.1	Rywbryd wedyn, dyma'r 
GEN.15.2	Ond meddai Abram, “O Feistr, 
GEN.15.3	Dwyt ti ddim wedi rhoi plant i mi, felly caethwas sydd wedi bod gyda mi ers iddo gael ei eni fydd yn etifeddu'r cwbl!” 
GEN.15.4	Ond dyma'r 
GEN.15.5	A dyma'r 
GEN.15.6	Credodd Abram yr 
GEN.15.7	Wedyn dwedodd yr 
GEN.15.8	Ond dyma Abram yn gofyn, “O Feistr, 
GEN.15.9	Yna dwedodd yr 
GEN.15.10	Dyma Abram yn dod â'r tri anifail, yn eu hollti nhw ar eu hyd, a yn gosod y ddau ddarn gyferbyn â'i gilydd. Ond wnaeth e ddim hollti'r adar yn eu hanner. 
GEN.15.11	Pan oedd fwlturiaid yn dod i lawr ar y cyrff roedd Abram yn eu hel nhw i ffwrdd.
GEN.15.12	Ond gyda'r nos, pan oedd hi'n machlud, dyma Abram yn syrthio i gysgu'n drwm. A daeth tywyllwch a dychryn ofnadwy drosto. 
GEN.15.13	Dyma'r 
GEN.15.14	Ond bydda i'n cosbi'r genedl fydd wedi'u gwneud nhw'n gaethweision, ac wedyn byddan nhw'n gadael y wlad honno gyda lot fawr o eiddo. 
GEN.15.15	(Ond byddi di dy hun yn cael bywyd hir, braf cyn i ti farw a chael dy gladdu.) 
GEN.15.16	Bydd dy ddisgynyddion yn dod yn ôl yma wedi pedair cenhedlaeth. Dydy'r holl ddrwg mae'r Amoriaid yn ei wneud ddim ar ei waethaf eto.”
GEN.15.17	Pan oedd yr haul wedi machlud a hithau'n dywyll, dyma grochan tân oedd yn mygu a ffagl oedd yn llosgi yn pasio rhwng y darnau o'r anifeiliaid. 
GEN.15.18	Y diwrnod hwnnw dyma'r 
GEN.15.19	Tir y Ceneaid, Cenesiaid, Cadmoniaid, 
GEN.15.20	Hethiaid, Peresiaid, Reffaiaid, 
GEN.15.21	Amoriaid, Canaaneaid, Girgasiaid, a'r Jebwsiaid.”
GEN.16.1	Doedd Sarai, gwraig Abram, ddim yn gallu cael plant. Ond roedd ganddi forwyn o'r enw Hagar, o wlad yr Aifft. 
GEN.16.2	A dyma Sarai yn dweud wrth Abram, “Dydy'r 
GEN.16.3	Felly dyma Sarai, gwraig Abram, yn rhoi Hagar, ei morwyn Eifftaidd, yn wraig i Abram. Roedd hyn ddeg mlynedd ar ôl i Abram symud i fyw i Canaan.
GEN.16.4	Ar ôl i Abram gysgu gyda Hagar dyma hi'n beichiogi. Pan sylweddolodd hi ei bod hi'n disgwyl babi dechreuodd Hagar edrych i lawr ar ei meistres. 
GEN.16.5	Dyma Sarai'n dweud wrth Abram, “Arnat ti mae'r bai mod i'n cael fy ngham-drin fel yma! Gwnes i adael i ti gysgu gyda hi, ond pan welodd hi ei bod hi'n disgwyl babi dyma hi'n dechrau edrych i lawr arna i. Boed i'r 
GEN.16.6	Ond atebodd Abram, “Gan mai dy forwyn di ydy hi, gwna di beth wyt ti eisiau gyda hi.” Felly dyma Sarai yn dechrau ei cham-drin hi, a dyma Hagar yn rhedeg i ffwrdd.
GEN.16.7	Daeth angel yr 
GEN.16.8	“Hagar, forwyn Sarai,” meddai wrthi, “o ble wyt ti wedi dod? I ble ti'n mynd?” A dyma Hagar yn ateb, “Dw i wedi rhedeg i ffwrdd oddi wrth Sarai, fy meistres.” 
GEN.16.9	Yna dyma angel yr 
GEN.16.10	Wedyn aeth ymlaen i ddweud, “Fydd hi ddim yn bosib cyfri dy ddisgynyddion di; bydd cymaint ohonyn nhw.” 
GEN.16.11	A dyma'r angel yn dweud wrthi:
GEN.16.11	“Ti'n feichiog, ac yn mynd i gael mab.
GEN.16.11	Rwyt i roi'r enw Ishmael
GEN.16.11	am fod yr 
GEN.16.12	Ond bydd dy fab yn ymddwyn fel asyn gwyllt.
GEN.16.12	Bydd yn erbyn pawb, a bydd pawb yn ei erbyn e.
GEN.16.12	Bydd hyd yn oed yn tynnu'n groes i'w deulu ei hun.”
GEN.16.13	Dyma Hagar yn galw'r 
GEN.16.14	A dyna pam y cafodd y ffynnon ei galw yn Beër-lachai-roi.
GEN.16.15	Cafodd Hagar ei babi – mab i Abram. A dyma Abram yn ei alw yn Ishmael. 
GEN.16.16	(Roedd Abram yn 86 oed pan gafodd Ishmael ei eni.)
GEN.17.1	Pan oedd Abram yn 99 mlwydd oed, dyma'r 
GEN.17.2	Bydda i'n gwneud ymrwymiad rhyngon ni'n dau, ac yn rhoi llawer iawn o ddisgynyddion i ti.” 
GEN.17.3	Plygodd Abram â'i wyneb ar lawr. Ac meddai Duw wrtho, 
GEN.17.4	“Dyma'r ymrwymiad dw i'n ei wneud i ti: byddi di'n dad i lawer iawn o bobloedd gwahanol. 
GEN.17.5	A dw i am newid dy enw di o Abram
GEN.17.6	Bydd gen ti filiynau o ddisgynyddion. Bydd cenhedloedd cyfan yn dod ohonot ti, a bydd rhai o dy ddisgynyddion di yn frenhinoedd. 
GEN.17.7	Bydda i'n cadarnhau fy ymrwymiad i ti ac i dy ddisgynyddion ar dy ôl di. Bydd yr ymrwymiad yn para am byth, ar hyd y cenedlaethau. Dw i'n addo bod yn Dduw i ti ac i dy ddisgynyddion di. 
GEN.17.8	A dw i'n mynd i roi'r wlad lle rwyt ti'n crwydro, gwlad Canaan, i ti a dy ddisgynyddion am byth. Fi fydd eu Duw nhw.”
GEN.17.9	Yna dyma Duw yn dweud wrth Abraham, “Rhaid i ti gadw gofynion yr ymrwymiad – ti, a dy ddisgynyddion ar dy ôl di, ar hyd y cenedlaethau. 
GEN.17.10	Dyma mae'n rhaid i chi ei wneud: Rhaid i bob gwryw fynd drwy ddefod enwaediad. 
GEN.17.11	Byddwch yn torri'r blaengroen fel arwydd o'r ymrwymiad rhyngon ni. 
GEN.17.12	I lawr y cenedlaethau bydd rhaid i bob bachgen gael ei enwaedu pan mae'n wythnos oed. Mae hyn i gynnwys y bechgyn sy'n perthyn i'r teulu, a'ch caethweision a'u plant. 
GEN.17.13	Bydd rhaid i'r caethweision gafodd eu prynu gynnoch chi, a'u plant nhw, fynd drwy ddefod enwaediad hefyd. Bydd arwydd yr ymrwymiad rhyngon ni i'w weld ar y corff am byth. 
GEN.17.14	Bydd unrhyw wryw sydd heb fynd drwy ddefod enwaediad yn cael ei dorri allan o'r gymuned, am ei fod heb gadw gofynion yr ymrwymiad.”
GEN.17.15	Wedyn dyma Duw yn dweud wrth Abraham, “I droi at Sarai, dy wraig. Ti ddim i'w galw hi'n Sarai o hyn ymlaen, ond Sara. 
GEN.17.16	Dw i'n mynd i'w bendithio hi, a rhoi mab i ti ohoni hi. Dw i'n mynd i'w bendithio hi, a bydd hi yn fam i lawer o genhedloedd. Bydd brenhinoedd gwahanol bobloedd yn dod ohoni.” 
