GEN.1.1	Tô tigkanayan ka langun, igimu ka Manama tô langit
GEN.7.14	Igahu tô langun klasi ka mannanap na magdakál asta marénták, asta langun klasi ka manuk. 
GEN.7.15	Igsadun tô tagduwa-duwa katô mga klasi na áglaginawa, asta igahu dan tun ta arka tákkás ki Noe. 
GEN.7.16	Duwán mama asta bayi, iring katô igsugù ka Manama ki Noe. Pángnga igahu dan, igsagpángngan katô Áglangngagán tô sállat katô arka.
GEN.7.17	Dalám ka kappatan (40) álló asta kappatan (40) dukilám, inalayun igudan, asta igmadalám tô wayig sippang ka igkapó tô arka. 
GEN.7.18	Inalayun igmadalám tô wayig tun ta banuwa, asta igkapó-kapó tô arka tun ta bówwó ka wayig. 
GEN.7.19	Inalayun igmadalám tô wayig tun ta banuwa sippang ka iglunupan tô langun ka mallayat mga pabungan. 
GEN.7.20	Igmadalám tô wayig sippang ka pittu metros tô kadalámman tun ta bówwó ka mga pabungan. 
GEN.7.21	Purisu inaté tô langun tun ta bówwó ka tanà, agad mga manuk, mga mannanap, asta mga manubù. 
GEN.7.22	Inaté tô langun na áglaginawa nit bówwó ka tanà. 
GEN.7.23	Igipánnas ka Manama tô langun manubù, mga mannanap, asta mga manuk. Si Noe dád tô isamà, asta tô mga igduma kandin tun dalám katô arka.
GEN.7.24	Sábbad gatus kaliman (150) álló tô kadugayan katô lunup.
GEN.8.1	Ándà kalingawi ka Manama si Noe asta tô langun mannanap na igduma kandin tun ta arka. Igpakaramagan ka Manama tô wayig, asta igtigkané dán tô wayig igdélák. 
GEN.8.2	Igdalangan ka Manama tô mga sánnáp tun dalám ka dagat asta tô mga ágtikudan ka udan tun ta kawang-awangan. Purisu igtikkas tô udan. 
GEN.8.3	Tô iglabé dán tô sábbad gatus kaliman (150) álló, igdélák tô wayig. 
GEN.8.4	Tô iglabé dán tô lima bulan,
GEN.8.5	Igpanayun igdélák tô wayig, asta pángnga ka duwa bulan ágtángngà,
GEN.8.6	Pángnga ka kappatan (40) álló, igpókéan i Noe tô téwang katô arka, 
GEN.8.7	asta igpaluwà din tô sábbad uwak. Asal ándà lónód tô uwak tun ta arka su inalayun iglayang-layang sippang ka matákkang tô tanà. 
GEN.8.8	Na, igpaluwà i Noe tô sábbad salapati ébô kasóddóran din ka matákkang dán tô tanà. 
GEN.8.9	Asal su iglunupan pa tô tanà, ándà kita tô salapati ka madigár apunan din. Purisu iglónód tô salapati tun ta arka. Igtapaya i Noe tô bállad din asta igpahu din tô salapati. 
GEN.8.10	Pángnga ka sábbad linggo,
GEN.8.11	Tô igsalláp dán tô álló, iglónód tô salapati tun ki Noe, asta duwán mantu daun ka kayu olibo na igpid tun ta tuktuk din. Purisu isóddóran i Noe na igdélák dán tô wayig tun ta tanà. 
GEN.8.12	Na, igangat si Noe ka sábbad linggo, asta igpaluwà din puman tô salapati. Asal ándà dán lónód.
GEN.8.13	Na, tô ánnám gatus sábbad (601) tô idad i Noe, tun ta una álló ka una bulan ka ámmé, igdélák tô wayig tun ta tanà. Igkangé i Noe tô atáp katô arka ébô sumállág sikandin. Igkita din na itákkang dán sagpu tô bówwó ka tanà. 
GEN.8.14	Tô iglabé tô duwa pa bulan,
GEN.8.15	Purisu igkagi tô Manama ki Noe, na mà din, 
GEN.8.16	“Luwà kód tikud tun ta arka, agad tô sawa nu, tô mga gabatà nu, asta tô mga ikóddô áknikó. 
GEN.8.17	Paluwà nu tô langun manuk asta mga mannanap na magdakál asta marénták ébô rumubbad dan asta kumarapung dan tun ta banuwa.”
GEN.8.18	Purisu igluwà si Noe tikud tun ta arka na igtákkássan katô mga gabatà din, sawa din, asta mga ikóddô kandin. 
GEN.8.19	Igluwà tô tagsábbad-sábbad klasi ka mga mannanap na magdakál asta marénták, asta mga manuk.
GEN.8.20	Na, iglimud i Noe tô mga batu ébô imun din tô ággóbbówanan ka mannanap na bággén tun ta Áglangngagán. Duwán igmatayan din tun ta tagsábbad-sábbad klasi ka mannanap asta manuk na mému góbbón asta bággén tun ta Manama, asta iggóbbó din. 
GEN.8.21	Tô ingadággan dán katô Áglangngagán tô mammut, idayawan sikandin, asta igpanámdám sikandin, na mà din, “Agad madat tô kakalyag ka mga manubù tikud tun ta kapamasusu kandan, asal diyad muman dumadat katô tanà tingód ka madat áglumun katô mga manubù. Diyad muman mipánnas katô langun manubù asta mga mannanap. 
GEN.8.22	Sippang ka duwán pa banuwa, inalayun duwán timpo para ka kapamula asta kakáttu, ágmagánnó asta ágménit, ágsánnang asta gudan, álló asta dukilám.”
GEN.9.1	Madigár tô igbággé ka Manama ki Noe asta katô pamilya din, asta igkagi sikandin, na mà din, “Batà kód ka marapung ébô duwán mga rubbad yu na móddô tun ta kaluwagan ka banuwa. 
GEN.9.2	Tikud áknganni, kamáddangan ákniyu tô langun mannanap, mga manuk, asta mga sáddà. Imun ku sikiyu na pangulu katô langun dan. 
GEN.9.3	Mému kannán yu tô mga mannanap asta tô mga pamulanán, su igbággé kud tô langun ákniyu para ágkakan. 
GEN.9.4	Asal sábbad dád tô dì mému kannán yu, tô gó ákkud na duwán pa dipanug, su duwán kantayan ukit ka dipanug.
GEN.9.5	“Dì mému ka duwán mimmaté. Atin ka duwán mannanap na mimmaté katô manubù, kailangan matayan. Atin ka duwán manubù na mimmaté katô duma manubù, kailangan matayan sikandin. 
GEN.9.6	Igimu ka Manama tô manubù na iring kandin. Purisu kailangan matayan tô manubù na mimmaté katô duma manubù.
GEN.9.7	“Batà kód ka marapung ébô duwán mga rubbad yu na móddô tun ta kaluwagan ka banuwa.”
GEN.9.8	Na, igkagi tô Manama ki Noe asta katô pamilya din, na mà din, 
GEN.9.9	“Mimuwa ka kasabotan tun ákniyu asta tun ta mga rubbad yu, 
GEN.9.10	asta tun ta langun manuk asta mga mannanap na igduma ákniyu tun ta arka. 
GEN.9.11	Mimuwa ka kasabotan tun ákniyu. Tô langun na áglaginawa dì dán puman mapánnas ka lunup. Dì kud puman dadattan tô banuwa ukit ka lunup.”
GEN.9.12	Igkagi tô Manama, na mà din, “Duwán pató na imun ku ébô kasóddóran yu na tumanán ku tô kasabotan ku tun ákniyu asta tun ta langun na áglaginawa nit banuwa sippang ka duwán pa mga manubù. 
GEN.9.13	Taguán ku tô binangunan tun ta sagulapun. Tô gó é pató tingód ka kasabotan ku tun ta mga góddô nit banuwa. 
GEN.9.14	Atin ka duwán sagulapun nit banuwa, asta makita tô binangunan tun ta sagulapun, 
GEN.9.15	kasampáttan ku tô kasabotan ku tun ákniyu asta tun ta langun na áglaginawa na dì dán móman mapánnas tô langun ukit ka lunup. 
GEN.9.16	Atin ka duwán binangunan tun ta sagulapun, kitanán ku, asta kasampáttan ku tô kasabotan ku na ándà ágtamanán tun ta langun na áglaginawa nit banuwa.”
GEN.9.17	Igkagi tô Manama, na mà din, “Tô gó é pató tingód katô kasabotan ku tun ta langun na áglaginawa nit banuwa.”
GEN.9.18	Tô mga gabatà i Noe na igluwà tikud tun ta arka, tô gó si Sem, si Ham, asta si Japet. (Si Ham tô ámmà i Canaan.
GEN.9.19	Tô tállu gabatà i Noe, tô gó é mga kamónaan katô langun manubù na góddô nit banuwa.
GEN.9.20	Na, igtigkané si Noe igkamát, asta igpamula sikandin ka paras. 
GEN.9.21	Tô iginám din tô bino na igimu din tikud tun ta buuy ka paras, ilasing sikandin. Igdággà sikandin na ándà tambun katô lawa din tun dalám ka tulda na igóddóan din. 
GEN.9.22	Igsállág si Ham na ámmà i Canaan na ándà tambun katô lawa katô ámmà din. Igluwà sikandin asta igulit katô mga kataladi din. 
GEN.9.23	Purisu igkangé i Sem asta i Japet tô kisì ébô tambunan tô lawa din. Igawidan dan tô kisì tun ta bókkóg dan, asta igpanó ta bókkóg na igahu tun ta tulda din. Igtambunan dan tô lawa din, asal ándà dan sérê ébô dì dan kitanán tô lawa katô ámmà dan. 
GEN.9.24	Tô ikaginónó dán si Noe tikud ka kalasingan din, isóddóran din tô iglumu i Ham kandin. 
GEN.9.25	Purisu igkagi sikandin, na mà din, “Supakan katô Manama si Canaan na batà i Ham. Imun sikandin na állang katô mga kataladi din. 
GEN.9.26	Mólà pa ka madigár tô bággén katô Áglangngagán na Manama ki Sem, asta imun si Canaan na állang i Sem. 
GEN.9.27	Mólà pa ka imun ka Manama na maluwag tô góddóan katô mga rubbad i Japet.
GEN.9.28	Pángnga katô lunup, tállu gatus kaliman (350) ámmé pa tô iglabé sippang ka inaté si Noe. 
GEN.9.29	Tô siyó gatus kaliman (950) dán tô idad i Noe, inaté sikandin.
GEN.10.1	Ni gó tô mga ngadan ka rubbad katô tállu gabatà i Noe, na si Sem, si Ham, asta si Japet, su duwán mga gabatà dan na ipamasusu pángnga katô lunup.
GEN.10.2	Tô mga gabatà gamama i Japet, tô gó si Gomer, si Magog, si Madai, si Jaban, si Tubal, si Mesec, asta si Tiras. 
GEN.10.3	Tô mga gabatà i Gomer, tô gó si Askenas, si Rifat, asta si Togarma. 
GEN.10.4	Tô mga rubbad i Jaban, tô gó si Elisa, si Tarsis, asta tô mga taga Kiti asta tô mga taga Dodani. 
GEN.10.5	Sikandan tô mga kamónaan katô langun manubù na góddô madani tun ta dagat asta tun ta mga purù. Tô gó é mga rubbad i Japet. Igóddô tô tagsábbad-sábbad grupo tun ta kandan banuwa, asta duwán kinagiyan ka tagsábbad-sábbad grupo.
GEN.10.6	Tô mga gabatà gamama i Ham, tô gó si Cus, si Ehipto, si Put, asta si Canaan. 
GEN.10.7	Tô mga gabatà gamama i Cus, tô gó si Seba, si Habila, si Sabata, si Raama, asta si Sabaca. Tô mga gabatà gamama i Raama, tô gó si Saba asta si Dadan. 
GEN.10.8	Duwán sábbad rubbad i Cus na igngadanan ki Nimrod, asta sikandin tô una manubù na inému ibantug tingód ka kagani din. 
GEN.10.9	Katig sikandin ágpanà ukit ka tabang katô Áglangngagán. Purisu ágkagi tô mga manubù, na mà dan, “Mólà pa ka imun ka katô Manama na katig ágpanà iring ki Nimrod.” 
GEN.10.10	Tô inému dán si Nimrod na harì, igpangulu sikandin katô mga lunsud ka Babel, Erac, asta Acad, na tállu lunsud tun ta Sinar. 
GEN.10.11	Tikud dutun, igsadun sikandin tun ta Asiria, asta igimu sikandin ka mga lunsud ka Ninibe, Rehobot-Ir, Cala, 
GEN.10.12	asta Resen tun ta tángngaan ka Ninibe asta dakál lunsud na Cala.
GEN.10.13	Si Ehipto
GEN.10.14	Fetrusim, Casluim, asta Caftor na kamónaan ka langun Filistihanon.
GEN.10.15	Tô mga gabatà i Canaan, tô gó si Sidon na tambang kaké, asta si Het. 
GEN.10.16	Si Canaan tô kamónaan katô mga Jebusihanon, Amorihanon, Girgasihanon, 
GEN.10.17	Hebihanon, Arkihanon, Sinaihanon, 
GEN.10.18	Arvadihanon, Semarihanon, asta Hamatihanon. Italap tô tagsábbad-sábbad grupo ka mga rubbad i Canaan 
GEN.10.19	sippang ka isakup dan tô kaluwagan ka banuwa tikud tun ta lunsud ka Sidon sippang tun ta lunsud ka Gerar na madani tun ta Gasa, asta isakup tô mga lunsud ka Sodoma, Gomora, Adma, asta Seboim madani tun ta Lasa. 
GEN.10.20	Tô gó é mga rubbad i Ham. Igóddô tô tagsábbad-sábbad grupo tun ta kandan mga banuwa, asta duwán kinagiyan ka tagsábbad-sábbad grupo.
GEN.10.21	Si Sem na kaké i Japet, tô gó é kamónaan katô langun rubbad i Eber.
GEN.10.22	Tô mga gabatà i Sem, tô gó si Elam, si Asur, si Arfacsad, si Lud, asta si Aram, asta tô gó tô mga ngadan ka rubbad dan. 
GEN.10.23	Tô mga gabatà i Aram, tô gó si Us, si Hul, si Geter, asta si Mes. 
GEN.10.24	Si Arfacsad tô ámmà i Sela, asta si Sela tô ámmà i Eber. 
GEN.10.25	Duwa tô gabatà i Eber. Igngadanan tô kaké ki Peleg,
GEN.10.26	Si Joctan tô kamónaan i Almodad, si Selap, si Hasarmabet, si Jera, 
GEN.10.27	si Hadoram, si Usal, si Dicla, 
GEN.10.28	si Obal, si Abimael, si Seba, 
GEN.10.29	si Opir, si Habila, asta si Jobab. Mga gabatà i Joctan tô langun dan. 
GEN.10.30	Igóddô tô mga rubbad i Joctan tun ta tanà na tikud tun ta Mesa sippang tun ta Separ tun ta pabungan na dadan tun ta silatan. 
GEN.10.31	Tô gó é mga rubbad i Sem. Igóddô tô tagsábbad-sábbad grupo dan tun ta kandan mga banuwa, asta duwán kinagiyan ka tagsábbad-sábbad grupo.
GEN.10.32	Tô gó tô mga rubbad katô mga gabatà i Noe, asta duwán mga grupo asta mga pamilya ka tagsábbad-sábbad kandan. Pángnga katô lunup, igtalap tô langun manubù tun ta tagsábbad-sábbad grupo ka banuwa.
GEN.11.1	Sayyan, tô ándà pa katalap tô mga manubù, sábbad dád tô kinagiyan katô langun manubù nit banuwa. 
GEN.11.2	Tô igalin-alin dan dán, duwán igsadun dadan tun ta silatan, sippang ka igdunggù dan tun ta tanà na maluwag asta pattad tun ta Sinar, asta igóddô dan dutun. 
GEN.11.3	Igpatóngkóé sikandan, na mà dan, “Na, imun ta tô tisa
GEN.11.3	Purisu igimu dan tô mga tisa, asta igkangé dan tô ispalto para padákkát katô mga tisa ébô imun dan turi. 
GEN.11.4	Na, igkagi sikandan, na mà dan, “Mimu ki ka lunsud asta sábbad turi sippang tun ta kawang-awangan ébô mabantug ki, asta dì ki matalap tun ta kaluwagan kani banuwa.”
GEN.11.5	Na, igsadun tô Áglangngagán ébô kumita katô lunsud asta katô turi na igimu katô mga manubù. 
GEN.11.6	Igkagi tô Áglangngagán, na mà din, “Ágpasábbadé tô langun manubù, asta sábbad dád tô kinagiyan dan. Igtigkané dan igimu kani. Na, dì madugé, agad ándin tô kakalyag dan, tô gó é imun dan. 
GEN.11.7	Purisu madun ki tun kandan, asta palibugán ta tô kinagiyan dan ébô kumarapung tô mga kinagiyan, asta dì dan pagpátté.”
GEN.11.8	Tô gó igpatalap katô Áglangngagán tô langun dan tun ta kaluwagan ka banuwa, asta igsódô dan igimu katô lunsud dan. 
GEN.11.9	Purisu igngadanan tô lunsud na Babel,
GEN.11.10	Ni gó tô mga ngadan katô rubbad i Sem. Tô iglabé dán tô duwa ámmé pángnga katô lunup, igdunggù ka sábbad gatus (100) tô idad i Sem, asta ipamasusu tô batà din mama na si Arfacsad. 
GEN.11.11	Pángnga ipamasusu sikandin, lima gatus (500) ámmé tô iglabé sippang ka inaté si Sem, asta duwán pa duma mga gabatà din na ipamasusu.
GEN.11.12	Tô tállu pulù lima (35) dán tô idad i Arfacsad, ipamasusu tô batà din mama na si Sela. 
GEN.11.13	Pángnga ipamasusu sikandin, áppat gatus tállu (403) ámmé tô iglabé sippang ka inaté si Arfacsad, asta duwán pa duma mga gabatà din na ipamasusu.
GEN.11.14	Tô tállu pulù (30) dán tô idad i Sela, ipamasusu tô batà din mama na si Eber. 
GEN.11.15	Pángnga ipamasusu sikandin, áppat gatus tállu (403) ámmé tô iglabé sippang ka inaté si Sela, asta duwán pa duma mga gabatà din na ipamasusu.
GEN.11.16	Tô tállu pulù áppat (34) dán tô idad i Eber, ipamasusu tô batà din mama na si Peleg. 
GEN.11.17	Pángnga ipamasusu sikandin, áppat gatus tállu pulù (430) ámmé tô iglabé sippang ka inaté si Eber, asta duwán pa duma mga gabatà din na ipamasusu.
GEN.11.18	Tô tállu pulù (30) dán tô idad i Peleg, ipamasusu tô batà din mama na si Reu. 
GEN.11.19	Pángnga ipamasusu sikandin, duwa gatus siyó (209) ámmé tô iglabé sippang ka inaté si Peleg, asta duwán pa duma mga gabatà din na ipamasusu.
GEN.11.20	Tô tállu pulù duwa (32) dán tô idad i Reu, ipamasusu tô batà din mama na si Serug. 
GEN.11.21	Pángnga ipamasusu sikandin, duwa gatus pittu (207) ámmé tô iglabé sippang ka inaté si Reu, asta duwán pa duma mga gabatà din na ipamasusu.
GEN.11.22	Tô tállu pulù (30) dán tô idad i Serug, ipamasusu tô batà din mama na si Nahor. 
GEN.11.23	Pángnga ipamasusu sikandin, duwa gatus (200) ámmé tô iglabé sippang ka inaté si Serug, asta duwán pa duma mga gabatà din na ipamasusu.
GEN.11.24	Tô duwa pulù siyó (29) dán tô idad i Nahor, ipamasusu tô batà din mama na si Tera. 
GEN.11.25	Pángnga ipamasusu sikandin, sábbad gatus sapulù siyó (119) ámmé tô iglabé sippang ka inaté si Nahor, asta duwán pa duma mga gabatà din na ipamasusu.
GEN.11.26	Tô kapittuwan (70) dán tô idad i Tera, ipamasusu tô mga gabatà din gamama na si Abram, si Nahor, asta si Haran.
GEN.11.27	Ni gó tô mga ngadan katô rubbad i Tera. Si Tera tô ámmà i Abram, si Nahor, asta si Haran. Si Haran tô ámmà i Lot. 
GEN.11.28	Tô ándà pa kamaté si Tera, inaté tô batà din na si Haran tun ta banuwa na ipamasusuwan din na lunsud ka Ur tun ta Caldea. 
GEN.11.29	Igkalyagan i Abram si Sarai, asta igkalyagan i Nahor si Melca na batà bayi katô kataladi din na inaté na si Haran. Duwán batà bayi i Haran na si Isca. 
GEN.11.30	Ándà batà i Sarai, su dì sikandin ágbatà.
GEN.11.31	Igpid i Tera tô batà din na si Abram, asta tô ikóddô kandin na si Sarai na sawa i Abram, asta tô apù din na si Lot na batà i Haran. Igpanó dan tikud tun ta lunsud ka Ur tun ta Caldea, asta igsadun dan tun ta Canaan. Asal tô igdunggù dan tun ta lunsud ka Haran, igóddô dan dutun. 
GEN.11.32	Inaté si Tera tô duwa gatus lima (205) tô idad din.
GEN.12.1	Na, igkagi tô Áglangngagán ki Abram, na mà din, “Iwà ka tikud tun ta tanà na igóddóan nu. Tanani nu tô mga gakád nu asta tô pamilya katô ámmà nu. Sadun ka tun ta banuwa na tádduán ku áknikó. 
GEN.12.2	Marapung tô mga rubbad na bággén ku áknikó, asta mému sikandan na dakál grupo. Madigár tô bággén ku áknikó, asta imun ku na mabantug tô ngadan nu. Madigár tô bággén ku tun ta duma mga manubù ukit áknikó. 
GEN.12.3	Madigár tô bággén ku tun ta langun manubù na mággé ka madigár tun áknikó. Asal dadattan ku tô langun manubù na dumadat áknikó. Ukit áknikó, madigár tô bággén ku tun ta langun manubù nit banuwa.”
GEN.12.4	Purisu igtuman i Abram tô igsugù katô Áglangngagán kandin, asta igpanó sikandin na igtákkássan katô bataánnán din na si Lot. Tô igpanó si Abram tikud tun ta lunsud ka Haran, kapittuwan lima (75) tô idad din. 
GEN.12.5	Igpid i Abram tô sawa din na si Sarai, asta si Lot, asta igpid din tô langun ka kaduwánnan din asta langun állang na igkangé din tun ta lunsud ka Haran, asta igpanó dan na igsadun tun ta Canaan.
GEN.12.5	Tô igdunggù dan dán tun ta Canaan, 
GEN.12.6	igpanayun si Abram sippang tun ta kayu ulayan ka More tun ta lunsud ka Sikem. Tô igdunggù si Abram tun ta Sikem, taganà duwán dán mga Canaanhon na igóddô dutun. 
GEN.12.7	Igpakita tô Áglangngagán ki Abram, asta igkagi sikandin, na mà din, “Ni gó tô banuwa na bággén ku tun ta rubbad nu.”
GEN.12.7	Purisu igimu i Abram tô ággóbbówanan ka mannanap na bággén tun ta Áglangngagán na igpakita kandin. 
GEN.12.8	Pángnga igpakita tô Áglangngagán kandin, igalin si Abram tun ta pabunganán dadan tun ta silatan ka lunsud ka Betel. Tulda tô igóddóan din tun ta tángngaan ka lunsud ka Betel asta Ai. Dadan tun ta ágsalláppan tô lunsud ka Betel, asta dadan tun ta silatan tô lunsud ka Ai. Igimu din tô ággóbbówanan ka mannanap, asta igpangadap
GEN.12.9	Na, inalayun igalin-alin si Abram sippang tun ta Negeb.
GEN.12.10	Na, duwán ballus tun ta Canaan. Purisu igsadun si Abram tun ta Ehipto ébô móddô dan róggun, su dakál tô ballus. 
