MAT.1.1	Yisúʻ Masíh, ibn i Dáúd, ibn i Ibráhím ká nasabnáma.
MAT.6.25	Is liye maiṉ tum se kahtá húṉ, kí apní ján kí fikr na karná kí ham kyá kháeṉge? yá kyá píeṉge? aur na apne badan kí, kí kyá pahineṉge? Kyá ján ḳhurák se, aur badan poshák se baṛhkar nahíṉ? 
MAT.6.26	Hawá ke parandoṉ ko dekho, ki na bote haiṉ, na káṭte, na koṭhíyoṉ meṉ jamaʻ karte haiṉ; taubhí tumhárá ásmání Báp un ko khilátá hai. Kyá tum un se ziyáda qadr nahíṉ rakhte? 
MAT.6.27	Tum meṉ aisá kaun hai, jo fikr karke apní ʻumr meṉ ek ghaṛí bhí baṛhá sake? 
MAT.6.28	Aur poshák ke liye kyúṉ fikr karte ho? Janglí sosan ke daraḳhtoṉ ko gaur se dekho, ki wuh kis tarah baṛhte haiṉ; wuh na mihnat karte, na kátte haiṉ; 
MAT.6.29	taubhí maiṉ tum se kahtá húṉ, ki Sulaimán bhí, báwujúd apní sárí shán o shaukat ke, un meṉ se kisí kí mánind poshák pahine húe na thá. 
MAT.6.30	Pas jab Ḳhudá maidán kí ghás ko, jo áj hai, aur kal tanúr meṉ jhoṉkí jáegí, aisí poshák pahinátá hai, to ai kamiʻtiqádo, tum ko kyúṉ na pahiná degá? 
MAT.6.31	Is liye fikrmand hokar yih na kaho, kí Ham kyá kháeṉge? yá kyá píeṉge? yá kyá pahineṉge? 
MAT.6.32	kyúṉki in sab chízoṉ kí talásh meṉ gairqaumeṉ rahtí haiṉ; aur tumhárá ásmání Báp jántá hai, ki tum in sab chízoṉ ke muhtáj ho; 
MAT.6.33	balki tum pahle us kí bádsháhat aur us kí rástbází kí talásh karo, to yih sab chízeṉ bhí tumheṉ mil jáeṉgí. 
MAT.6.34	Pas kal ke liye fikr na karo, kyúṉki kal ká din apne liye áp fikr kar legá. Áj ke liye áj hí ká dukh káfí hai.
MAT.7.1	ʻAibjoí na karo, ki tumhárí bhí ʻaibjoí na kí jáe; 
MAT.7.2	kyúṉki jis tarah tum ʻaibjoí karte ho, usí tarah tumhárí bhí ʻaibjoí kí jáegí, aur jis paimáne se tum nápte ho, usí se tumháre wáste nápá jáegá. 
MAT.7.3	Tú kyúṉ apne bhái kí áṉkh ke tinke ko dekhtá hai, aur apní áṉkh ke shahtír par gaur nahíṉ kartá? 
MAT.7.4	Aur jab terí hí áṉkh meṉ shahtír hai, to tú apne bháí se kyúṉkar kah saktá haí, ki Lá, terí áṉkh meṉ se tinká nikál dúṉ? 
MAT.7.5	Ai riyákár, pahle apní áṉkh meṉ se to shahtír nikál, phir apne bháí kí áṉkh meṉ se tinke ko achchhí tarah dekhkar nikál sakegá.
MAT.7.6	Pák chíz kuttoṉ ko na do, aur apne motí súaroṉ ke áge na ḍálo; aisá na ho, ki wuh unheṉ páṉwoṉ ke níche rauṉdeṉ, aur palaṭkar tumheṉ pháṛeṉ.
MAT.7.7	Máṉgo, to tumheṉ diyá jáegá; ḍhúṉḍho, to páoge; darwáza khaṭkhaṭáo, to tumháre wáste kholá jáegá; 
MAT.7.8	kyúṉki jo koí máṉgtá hai, use miltá hai; aur jo ḍhúṉḍhtá hai, wuh pátá hai; aur jo khaṭkhaṭátá hai, us ke wáste kholá jáegá. 
MAT.7.9	Tum meṉ aisá kaun sá ádmí hai, ki agar us ká beṭá us se roṭí máṉge, to wuh use patthar de? 
MAT.7.10	Yá agar machhlí máṉge, to use sáṉp de? 
MAT.7.11	Pas jab ki tum bure hokar, apne bachchoṉ ko achchhí chízeṉ dení jánte ho, to tumhárá Báp jo ásmán par hai apne máṉgnewáloṉ ko achchhí chízeṉ kyúṉ na degá? 
MAT.7.12	Pas jo kuchh tum cháhte ho, ki log tumháre sáth kareṉ wuhí tum bhí un ke sáth karo; kyúṉki Tauret aur nabíoṉ ki taʻlím yihí hai.
MAT.7.13	Tang darwáze se dáḳhil ho, kyúṉki wuh darwáza chauṛá hai, aur wuh rásta kusháda hai, jo halákat ko pahuṉchátá hai; aur us se dáḳhil honewále bahut haiṉ; 
MAT.7.14	kyúṉki wuh darwáza tang hai, aur wuh rásta sukṛá hai, jo zindagí ko pahuṉchátá hai, aur us ke pánewále thoṛe haiṉ.
MAT.7.15	Jhúṭhe nabioṉ se ḳhabardár raho, jo tumháre pás bheṛoṉ ke bhes meṉ áte haiṉ, magar bátin meṉ pháṛnewále bheṛiye haiṉ. 
MAT.7.16	Un ke phaloṉ se tum unheṉ pahchán loge. Kyá jháṛiyoṉ se angúr, yá úṉṭkaṭároṉ se anjír torte haiṉ? 
MAT.7.17	Isi tarah har ek achchhá daraḳht achchhá phal látá hai, aur burá daraḳht burá phal látá hai. 
MAT.7.18	Achchhá daraḳht burá phal nahíṉ lá saktá, na burá daraḳht achchhá phal lá saktá hai. 
MAT.7.19	Jo daraḳht achchhá phal nahiṉ látá, wuh káṭá aur ág meṉ ḍálá játá hai. 
MAT.7.20	Pas un ke phaloṉ se tum unheṉ pahchán loge. 
MAT.7.21	Jo mujh se, Ai Ḳhudáwand, ai Ḳhudáwand, kahte haiṉ, un meṉ se har ek ásmán kí bádsháhat meṉ dáḳhil na hogá, magar wuhí jo mere ásmání Báp kí marzí par chaltá hai. 
MAT.7.22	Us din bahutere mujh se kaheṉge; Ai Ḳhudáwand, ai Ḳhudáwand, kyá ham ne tere nám se nubuwwat nahíṉ kí, aur tere nám se badrúhoṉ ko nahiṉ nikálá, aur tere nám se bahut se muʻjize nahíṉ dikháe? 
MAT.7.23	Us waqt maiṉ un se sáf kah dúṉgá, ki Merí kabhí tum se wáqifíyat na thí: ai badkáro, mere pás se chale jáo. 
MAT.7.24	Pas jo koí merí yih báteṉ suntá, aur un par ʻamal kartá hai, wuh us ʻaqlmand ádmí ki mánind thahregá, jis ne chaṭán par apná ghar banáyá; 
MAT.7.25	aur meṉh barsá, aur pání chaṛhá, aur áṉdhiyáṉ chaliṉ, aur us ghar par ṭakkareṉ lagíṉ; lekin wuh na girá, kyúṉki us kí bunyád chaṭán par dálí gayí thí. 
MAT.7.26	Aur jo koí merí yih báteṉ suntá hai, aur un par ʻamal nahíṉ kartá, wuh us bewuqúf ádmí kí mánind ṭhahregá, jis ne apná ghar ret par banáyá; 
MAT.7.27	aur meṉh barsá, aur pání chaṛhá, aur áṉdhiyáṉ chalíṉ, aur us ghar ko sadma pahuncháyá, aur wuh gir gayá, aur biʼlkull barbád ho gayá.
MAT.7.28	Jab Yisúʻ ne yih báten ḳhatm kiṉ, to aisá húá ki bhíṛ us kí taʻlím se hairán húi: 
MAT.7.29	kyúṉki wuh un ke faqíhoṉ ki tarah nahíṉ, balki sáhib i iḳhtiyár kí tarah unheṉ taʻlim detá thá.
MAT.8.1	Jab wuh us paháṛ se utrá, to bahut sí bhíṛ us ke píchhe ho li. 
MAT.8.2	Aur dekho, ek koṛhí ne pás ákar use sijda kiyá, aur kahá; Ai Ḳhudáwand, agar tú cháhe, to mujhe pák sáf kar saktá hai. 
MAT.8.3	Us ne háth barhákar chhúá aur kahá; main chátatá hún, tú pák sáf ho já. Wuh fauran koṛh se pák sáf ho gayá. 
MAT.8.4	Yisúʻ ne us se kahá; Ḳhabardár, kisi se na kahná, balki jákar apne taín káhin ko dikhá, aur jo nazr Músá ne muqarrar ki hai use guzrán, táki un ke liye gawáhi ho.
MAT.8.5	Aur jab wuh Kafarnahúm meṉ dáḳhil húá, to ek súbadár us ke pás áyá, aur us ki minnat karke kahá; 
MAT.8.6	Ai Ḳhudáwand, merá ḳhádim fálij ká márá ghar meṉ paṛá hai, aur nihayat taklif meṉ hai. 
MAT.8.7	Us ne us se kahá; Main ákar us ko achchhá kar dúṉgá. 
MAT.8.8	Súbadár ne jawáb meṉ kahá; Ai Ḳhudáwand, maiṉ is laiq nahíṉ, ki tú merí chhat ke níche áe; balki sirf zabán se kah de, to merá ḳhádim shifá pá jáegá. 
MAT.8.9	Kyúṉki maiṉ bhí dúsre ke iḳhtiyár meṉ húṉ, aur sipáhí mere mátaht hain; aur jab ek se kahtá húṉ, ki Já, to wuh játá hai; aur dúsre se, ki Á, to wuh átá hai; aur apne naukar se, ki Yih kar, to wuh kartá hai. 
MAT.8.10	Yisúʻ ne yih sunkar taʻajjub kiyá, aur píchhe ánewáloṉ se kahá; Maiṉ tum se sach kahtá húṉ, ki maiṉ ne Isráíl meṉ bhí aisá ímán nahíṉ páyá. 
MAT.8.11	Aur maiṉ tum se kahtá húṉ, ki bahutere púrab aur pachchhim se ákar, Ibráhím aur Izháq aur Yaʻqúb ke sáth ásmán ki bádsháhat ki ziyáfat meṉ sharík hoṉge: 
MAT.8.12	magar bádsháhat ke beṭe báhar andhere meṉ ḍále jáeṉgé; waháṉ roná aur dáṉtoṉ ká písná hogá. 
MAT.8.13	Aur Yisúʻ ne súbadár se kahá; Já, jaisá tú ne iʻtiqád kiyá, tere liye waisá hí ho; aur usí ghaṛi ḳhádim ne shifá páí.
MAT.8.14	Aur Yisúʻ ne Patras ke ghar meṉ ákar, us ki sás ko tap meṉ paṛá dekhá. 
MAT.8.15	Us ne us ká háth chhúá, aur tap us par se utar gayí; aur wuh uṭh khaṛi húí, aur us ki ḳhidmat karne lagi. 
MAT.8.16	Jab shám húí, to us ke pás bahut se loguṉ ko láe, jin meṉ badrúheṉ thíṉ: us ne rúhoṉ ko zabán hí se kahkar nikál diyá, aur sab bímároṉ ko achchhá kar diyá; 
MAT.8.17	táki jo Yashaʻyáh nabí ki maʻrifat kahá gayá thá, wuh púrá ho, kí Us ne áp hamárí kamzoríaṉ le lín, aur bímáríán uthá lín.
MAT.8.18	Jab Yisúʻ ne apne gird bahut si bhíṛ dekhi, to pár chalne ká hukm diyá. 
MAT.8.19	Aur ek faqih ne pás ákar us se kahá; Ai Ustád, jaháṉ kahíṉ tú jáegá, maiṉ tere píchhe chalúṉgá. 
MAT.8.20	Yisúʻ ne us se kahá, ki Lomṛiyoṉ ke bhaṭ hote haiṉ, aur hawá ke parandoṉ ke ghoṉsle; magar Ibn i Ádam ke liye sir dharne kí bhí jagah nahíṉ. 
MAT.8.21	Ek âur shágird ne us se kahá; Ai Ḳhudáwand, mujhe ijázat de, ki pahle jákar apne báp ko dafn karúṉ. 
MAT.8.22	Yisúʻ ne us se kahá; Tú mere píchhe chal, aur murdoṉ ko apne murde dafn karne de.
MAT.8.23	Jab wuh kishtí par chaṛhá, to us ke shágird us ke sáth ho liye. 
MAT.8.24	Aur dekho, jhíl meṉ aisá baṛá túfán áyá, ki kishtí lahroṉ meṉ chhip gayí; magar wuh sotá thá. 
MAT.8.25	Unhoṉ ne pás ákar use jagáyá, aur kahá; Ai Ḳhudáwand, hameṉ bachá; ham halák húe játe haiṉ. 
MAT.8.26	Us ne un se kahá; Ai kam iʻtiqádo, darte kyúṉ ho? Tab us ne uṭhkar hawá aur pání ko dáṉṭá, aur baṛá amn ho gayá. 
MAT.8.27	Aur log taʻajjub karke kahne lage; Yih kis tarah ká ádmí hai, ki hawá aur pání bhí us ká hukm mánte haiṉ?
MAT.8.28	Jab wuh us pár Gadareníoṉ ke mulk meṉ pahuṉchá, to do ádmí jin meṉ badrúheṉ thíṉ, qabroṉ se nikalkar use mile; wuh aise tundmizáj the, ki koí us ráste se guzar nahíṉ saktá thá. 
MAT.8.29	Aur dekho, unhoṉ ne chillákar kahá; Ai Ḳhudá ke Beṭe, hameṉ tujh se kyá kám? Kyá tú is liye yaháṉ áya hai, ki waqt se pahle hameṉ ʻazáb men dále? 
MAT.8.30	Un se kuchh dúr bahut se súaroṉ ká gol char rahá thá. 
MAT.8.31	Pas badrúhoṉ ne us kí minnat karke kahá, ki Agar tú ham ko nikáltá hai, to hameṉ súaroṉ ke gol meṉ bhej de. 
MAT.8.32	Us ne un se kahá, ki Jáo. Wuh nikalkar súaroṉ ke andar chalí gayíṉ; aur dekho, sárá gol kaṛáṛe
MAT.8.33	Aur charánewále bháge, aur shahr meṉ jákar sab májará, aur un ká ahwál, jin meṉ badrúheṉ thíṉ, bayán kiyá. 
MAT.8.34	Aur dekho, sárá shahr Yisúʻ se milne ko niklá, aur use dekhkar minnat kí, ki hamári sarhaddoṉ se báhar chalá já.
MAT.9.1	Phir wuh kishtí par chaṛhkar pár gayá, aur apne shahr meṉ áyá. 
MAT.9.2	Aur dekho, log ek maflúj ko, chárpáí par paṛá húá, us ke pás láe. Yisúʻ ne un ká ímán dekhkar, maflúj se kahá; Beṭá, ḳhátir jamaʻ rakh; tere gunáh muʻáf húe. 
MAT.9.3	Aur dekho, baʻz faqíhoṉ ne apne dil meṉ kahá; Yih kufr baktá hai. 
MAT.9.4	Yisúʻ ne un ke ḳhayál maʻlúm karke kahá, ki Tum kyúṉ apne diloṉ meṉ bure ḳhayál láte ho? 
MAT.9.5	Ásán kyá hai, yih kahná, ki Tere gunáh muʻáf húe, yá yih kahná, ki Uṭh aur chal phir? 
MAT.9.6	Lekin is liye ki tum ján lo, ki Ibn i Ádam ko zamín par gunáhoṉ ke muʻáf karne ká iḳhtiyár hai, (us ne maflúj se kahá;) Uṭh: apní chárpáí uṭhá, aur apne ghar chalá já. 
MAT.9.7	Wuh uṭhkar apne ghar chalá gayá. 
MAT.9.8	Log yih dekhkar ḍar gaye, aur Ḳhudá kíi baṛáí karne lage, jis ne ádmíoṉ ko aisá iḳhtiyár baḳhshá.
MAT.9.9	Yisúʻ ne waháṉ se áge baṛhkar, Matí nám ek shaḳhs ko mahsúl kí chaukí par baiṭhe dekhá; aur us se kahá; Mere píchhe ho le. Wuh uṭhkar us ke píchhe ho líyá.
MAT.9.10	Aur jab wuh ghar meṉ kháná kháne baiṭhá húá thá, to aisá húá ki bahut se mahsúl lenewále aur gunahgár ákar Yisúʻ aur us ke shágirdoṉ ke sáth kháne baiṭhe. 
MAT.9.11	Farísíoṉ ne yih dekhkar us ke shágirdoṉ se kahá; Tumhárá ustád mahsúl lenewáloṉ aur gunahgároṉ ke sáth kyúṉ khátá hai? 
MAT.9.12	Us ne yih sunkar kahá, ki Tandurustoṉ ko hakím darkár nahíṉ, balki bímároṉ ko. 
MAT.9.13	Magar tum jákar is ke maʻní daryáft karo, kí Maiṉ qurbání nahíṉ, balki rahm pasand kartá húṉ; kyúṉki maiṉ rástbázoṉ ko nahíṉ, balki gunahgároṉ ko buláne áyá húṉ.
MAT.9.14	Us waqt Yúhanná ke shágirdoṉ ne us ke pás ákar kahá; Kyá sabab hai, ki ham aur Farísí to aksar roza rakhte haiṉ, aur tere shágird roza nahíṉ rakhte? 
MAT.9.15	Yisúʻ ne un se kahá; Kyá barátí, jab tak dulhá un ke sáth hai, mátam kar sakte haiṉ? Magar wuh din áeṉge, ki dulhá un se judá kiyá jáegá, us waqt wuh roza rakkheṉge. 
MAT.9.16	Kore kapṛe ká paiwand purání poshák meṉ koí nahíṉ lagátá, kyúṉki wuh paiwand poshák meṉ se kuchh kheṉch letá hai, aur wuh ziyáda phaṭ játí hai. 
MAT.9.17	Aur nayí mai purání mashkoṉ men nahíṉ bharte, warna mashkeṉ phaṭ játí haiṉ, aur mai bah játí hai, aur mashkeṉ barbád ho játí haiṉ; balki nayí mai nayí mashkoṉ meṉ bharte haiṉ, aur wuh donoṉ bachí rahtí haiṉ.
MAT.9.18	Wuh un se yih báteṉ kah hí rahá thá, ki dekho, ek sardár ne ákar use sijda kiyá aur kahá; Merí beṭí abhí marí hai; lekin tú chalkar apná háth us par rakh, to wuh zinda ho jáegi. 
MAT.9.19	Yisúʻ uthkar apne shágirdoṉ samet us ké píchhe ho liyá. 
MAT.9.20	Aur dekho, ek ʻaurat ne jis ke bárah baras se ḳhún járí thá, us ke píchhe ákar us kí poshák ká kanára chhúá; 
MAT.9.21	kyúṉki wuh apne jí meṉ kahtí thí, ki Agar sirf us kí poshák hí chhú lúṉgí, to achchhí ho jáúṉgí. 
MAT.9.22	Yisúʻ ne phirkar use dekhá, aur kahá; Beṭí, ḳhátir jamaʻ rakh; tere ímán ne tujhe achchhá kar diyá; pas wuh ʻaurat usí ghaṛi achchhí ho gayí. 
MAT.9.23	Aur jab Yisúʻ sardár ke ghar meṉ áyá, aur báṉslí bajánewáloṉ ko, aur bhíṛ ko gul macháte dekhá, 
MAT.9.24	to kahá; Haṭ jáo, kyúṉki laṛki marí nahíṉ, balki sotí hai. Wuh us par haṉsne lage. 
MAT.9.25	Magar jab bhíṛ nikál dí gayí, to us ne andar jákar, us ká háth pakṛá, aur larkí uṭhí. 
MAT.9.26	Aur is bát kí shuhrat us tamám ʻiláqe meṉ phail gayí.
MAT.9.27	Jab Yisúʻ wahaṉ se áge baṛhá, to do andhe us ke píchhe yih pukárte húe chale, ki Ai Ibn i Dáúd, ham par rahm kar. 
MAT.9.28	Jab wuh ghar meṉ pahuṉchá, to wuh andhe us ke pás áe; aur Yisúʻ ne un se kahá; Kyá tumheṉ iʻtiqád hai, ki maiṉ yih kar saktá húṉ? Unhoṉ ne us se kahá; Háṉ, Ḳhudáwand. 
MAT.9.29	Tab us ne un kí áṉkheṉ chhúkar kahá; Tumháre iʻtiqád ke muwáfiq tumháre liye ho. 
MAT.9.30	Aur un kí áṉkheṉ khul gayíṉ. Aur Yisúʻ ne unheṉ tákid karke kahá; Ḳhabardár, koí is bát ko na jáne. 
MAT.9.31	Magar unhoṉ ne nikalkar us tamám ʻiláqe meṉ us kí shuhrat phailá di.
MAT.9.32	Jab wuh báhar já rahe the, to dehko, log ek gúṉge ko us ke pás láe, jis meṉ badrúh thí. 
MAT.9.33	Aur jab; wuh badrúh nikál dí gayí, to gúṉgá bolne lagá; aur logoṉ ne taʻajjub karke kahá, ki Isráíl meṉ aisá kabhí nahíṉ dekhá gayá. 
MAT.9.34	Magar Farísíoṉ ne kahá, ki Yih to badrúhoṉ ke sardár ki madad se badrúhon ko nikáltá hai.
MAT.9.35	Aur Yisúʻ sab shahroṉ aur gáṉwoṉ meṉ phirtá rahá, aur un ke ʻíbádatḳhánoṉ meṉ taʻlim detá, aur: bádsháhat kí ḳhushḳhabarí kí manádí kartá, aur har tarah ki bímári aur har tarah ki kamzori dúr kartá rahá. 
MAT.9.36	Aur jab us ne bhíṛ ko dekhá, to us ko logoṉ par tars áyá, kyúṉki wuh un bheṛoṉ kí mánind jin ká charwáhá na ho, ḳhastahál aur paráganda the. 
MAT.9.37	Tab us ne apne shágirdoṉ se kahá, ki Fasl to bahut hai, lekin mazdúr thoṛe haiṉ. 
MAT.9.38	Pas fasl ke málik ki minnat karo, ki wuh apní fasl káṭne ke liye mazdúr bhej de.
MAT.10.1	Phir us ne apne bárah shágirdoṉ ko pás bulákar, unheṉ nápák rúhoṉ par iḳhtiyár baḳhshá, ki un ko nikáleṉ, aur har tarah kí bimárí aur har tarah kí kamzorí ko dúr kareṉ.
MAT.10.2	Aur bárah rasúloṉ ke nám yih haiṉ: pahlá, Shamaʻún, jo Patras kahlátá hai, aur us ká bháí Andriyás; Zabdí ká beṭá Yaʻqúb, aur us ká bháí Yúhanná; 
MAT.10.3	Filippus, aur Bar-Tulmáí; Tomá aur Matí mahsúl lenewálá; 
MAT.10.4	Halfaí ká beṭá Yaʻqúb aur Taddí; Shamaʻún Qanʼání, aur Yahúdáh Iskariyotí, jis ne use; pakarwá bhí diyá. 
MAT.10.5	In bárah ko Yisúʻ ne bhejá, aur unheṉ hukm deke kahá, ki
MAT.10.5	G̣airqaumoṉ kí taraf na jáná, aur Sámaríoṉ ke kisí shahr meṉ dáḳhil na honá; 
MAT.10.6	balki Isráíl ke gharáne kí khoí húi bheṛoṉ ke pás jáná. 
MAT.10.7	Aur chalte chalte yih manádí karná ki Ásmán kí bádsháhat nazdík á gayi hai. 
MAT.10.8	Bímároṉ ko achchhá karná; murdoṉ ko jiláná; koṛhiyoṉ ko pák sáf karná; badrúhoṉ ko nikálná: tum ne muft páyá, muft dená: 
MAT.10.9	na soná apne kamarband meṉ rakhná, na cháṉdí, na paise; 
MAT.10.10	ráste ke liye na jholí lená, na do do kurte, na jútiyáṉ, na láṭhí; kyúṉki mazdúr apní ḳhurák ká haqqdár hai. 
MAT.10.11	Aur jis shahr yá gáṉw meṉ dáḳhil ho, daryáft karo ki us meṉ kaun láiq hai; aur jab tak waháṉ se rawána na ho, usí ke: háṉ raho. 
MAT.10.12	Aur ghar meṉ dáḳhil hote waqt, use duʻá e ḳhair do; 
MAT.10.13	aur agar wuh ghar láiq ho, to tumhárá salám use pahuṉche, aur agar láiq na ho, to tumhárá salám tum par phir áe. 
MAT.10.14	Aur agar koí: tumheṉ qubúl na kare, aur tumhárí báteṉ na sune, to us ghar, yá us shahr se báhar nikalte waqt, apne páṉwoṉ ki gard jháṛ do. 
MAT.10.15	Maiṉ tum se sach kahtá húṉ, kí ʻadálat ke din, us shahr ki nisbat Sadom aur ʻAmoráh ke ʻiláqe ká hál ziyáda bardásht ke láiq hogá.
MAT.10.16	Dekho, maiṉ tumheṉ bhejtá húṉ, goyá bheṛoṉ ko bheṛiyoṉ ke bích meṉ; pas sáṉpoṉ kí mánind hoshyár, aur kabútaroṉ kí mánind bhole bano. 
MAT.10.17	Magar ádmíoṉ se ḳhabardár raho, kyúṉki wuh tumheṉ ʻadálatoṉ ke hawále kareṉge, aur apne ʻibádatḳhánoṉ meṉ tumháre koṛe máreṉge; 
MAT.10.18	aur tum mere sabab hákimoṉ aur bádsháhoṉ ke sámne házir kiye jáoge, táki un ke aur gairqaumoṉ ke liye gawáhí ho. 
MAT.10.19	Lekin jab wuh tumheṉ pakaṛwáeṉ, to fikr na karná ki ham kis tarah kaheṉ yá kyá kaheṉ; kyúṉki jo kuchh kahná hogá, usí ghaṛí tumheṉ batáyá jáegá. 
MAT.10.20	Kyúṉki bolnewále tum nahíṉ, balki tumháre Báp kí Rúh hai jo tum meṉ boltí hai. 
MAT.10.21	Bháí ko bháí qatl ke liye hawále karegá, aur beṭe ko báp; aur beṭe apne máṉ báp ke barḳhiláf khaṛe hokar unheṉ marwá dáleṉge. 
MAT.10.22	Aur mere nám ke báʻis sab log tum se ʻadáwat kareṉge; magar jo áḳhir tak bardásht karegá, wuhí naját páegá. 
MAT.10.23	Lekin jab tumheṉ ek shahr meṉ satáeṉ, to dúsre ko bhág jáo, kyúṉki maiṉ tum se sach kahtá húṉ, ki tum Isráíl ke sab shahroṉ meṉ na phir chukoge, ki Ibn i Ádam á jáegá.
MAT.10.24	Shágird apne ustád se baṛá nahíṉ hotá, aur na naukar apne málik se. 
MAT.10.25	Shágird ke liye yih káfí hai, ki apne ustád kí mánind ho, aur naukar ke liye yih, ki apne málik kí mánind. Jab unhoṉ ne ghar ke málik ko Baʻalzabúl kahá, to us ke gharáne ke logoṉ ko kyúṉ na kaheṉge? 
MAT.10.26	Pas un se na daro, kyúṉki koí chíz dhakí nahíṉ, jo kholí na jáegí, aur na koí chíz chhipí hai, jo jání na jáegí. 
MAT.10.27	Jo kuchh maiṉ tum se andhere meṉ kahtá húṉ, ujále meṉ kaho, aur jo kuchh tum kán meṉ sunte ho, koṭhoṉ par us kí manádí karo. 
MAT.10.28	Jo badan ko qatl karte haiṉ, aur rúh ko qatl nahíṉ kar sakte, un se na daro; balki usí se ḍaro, jo rúh aur badan donoṉ ko jahannam meṉ halák kar saktá hai. 
MAT.10.29	Kyá paise kí do chiṛiyáṉ nahíṉ biktíṉ? Aur un meṉ se ek bhí tumháre Báp kí marzí bagair zamín par nahíṉ gir saktí; 
MAT.10.30	balki tumháre sir ke bál bhí sab gine húe haiṉ. 
MAT.10.31	Pas daro nahíṉ; tumhárí qadr to bahut sí chiṛiyoṉ se ziyáda hai. 
MAT.10.32	Pas jo koí ádmíoṉ ke sámne merá iqrár karegá, maiṉ bhí apne Báp ke sámne, jo ásmán par hai, us ká iqrár karúṉgá. 
MAT.10.33	Magar jo koí ádmíoṉ ke sámne merá ínkár karegá, maiṉ bhí apne Báp ke sámne, jo ásmán par hai, us ká inkár karúṉgá.
MAT.10.34	Yih na samjho, ki maiṉ zamín par sulh karáne áyá; sulh karáne nahíṉ, balki talwár chalwáne áyá húṉ. 
MAT.10.35	Kyúṉki maiṉ is liye áyá húṉ, ki ádmí ko us ke báp se, aur beṭí ko us kí máṉ se, aur bahú ko us kí sás se, judá kar dúṉ; 
MAT.10.36	aur ádmí ke dushman us ke ghar hí ke log hoṉge. 
MAT.10.37	Jo koí báp yá máṉ ko mujh se ziyáda ʻazíz raḳhtá hai, wuh mere láiq nahíṉ; aur jo koí beṭe yá beṭí ko mujh se ziyáda ʻazíz rakhtá hai, wuh mere láiq nahíṉ. 
