MAT.1.1	Iga nyigo marina ga waku wa Yesu Kristo awei o kyishari kya Dawidi na Abrahamu.
MAT.6.28	Kyatarama kyi iwinia shindo sheṟaa? Kusaṟenyi kya shiwaṟo sha maṙemenyi, chandu shekyeṙo. Shekyeṟunda-pfo, maa shekyeoka-pfo. 
MAT.6.29	Na inyi ngammbia kye maa Solomon mng'anonyi okye oose aleṟiko necha cha shiwaṟo-shi pfo. 
MAT.6.30	Kyasia, kokooya Ruwa nekyeṟika kuṙo melyi tsa maṟa gai ho inu na ngama gakawiyitso moṙonyi, ngyesa echimṟika nyoe lya ngoseṟa, nyoe wa iiṙikyia lyifofo-pfoe? 
MAT.6.31	Kyasia mulakuwinishe, mochigamba, lulye kyi, ang'u lunyo kyi, ang'u lpṟaae kyi? 
MAT.6.32	Cha kyipfa isho shoose wandu walaṙikyie Ruwa wekyeshipfula. Na awu-yonyu o ruwewu naichi kye mukundi isho shoose. 
MAT.6.33	Kyaindi pfulenyi kuwooka Wumangyi wokye, na wusumganyi wokye; na isho shoose mochiengyeṟio. 
MAT.6.34	Kyasia mulakuwinishe na sha ngama; kyipfa ngama yekuwinia imonyi. Kyishikyie ikuwinisha orio mfiri na ngyuukyiwa tsa mfiri-cho.”
MAT.7.1	“Mulaanduye, mulacheanduyo nyoe. 
MAT.7.2	Kyipfa chandu muianduya wengyi na wuṙo mochianduyo. Na kyiyeṟo kyilya mueṟa nakyo mochiyeṟio. 
MAT.7.3	Kyasia, ny'kyilyi uiambuya kyiunana kyikyeri risonyi lya mono-womoo, na mriti-cho ukyeri ipfo risonyi lyapfo ulauambuye? 
MAT.7.4	Ang'u nowia kuṙa mono-womoo, ‘Ngyileka ngyiwute kyiunana ipfo risonyi lyapfo,’ na kunu kuwoṙe mriti ipfo risonyi lyapfo? 
MAT.7.5	Iyoe mkulembecheṟi, wuta kuwooka mriti-cho ipfo risonyi lyapfo; naaho-ng'u ochiwona necha iwuta kyiunana kyilya kyikyeri risonyi lya mono-womoo. 
MAT.7.6	Mulaenengye shite kyilya kyikyeri kyiele. Maa mulawiyitse lulu tsanyu mbele ya nguwe. Tsilachetsichuma-chuma, tsikagaluka na imtafuo-tafuo.”
MAT.7.7	“Terewenyi na nyoe mochienengo. Pfulenyi, na nyoe mochiwona. Kape-kapenyi moongo na nyoe mochipfunguyo. 
MAT.7.8	Kyipfa orio moterewa nekyeambilyia; na ulya mopfula nekyewona; na ulya mokapa-kapa moongo nechipfunguyo moongo. 
MAT.7.9	Ang'u kuwoṙe mndu uha konyu, mono-kye kamterewa mkate, echimwenenga igoe? 
MAT.7.10	Ang'u kamterewa ikunga, echimwenenga njoka? 
MAT.7.11	Kyasia kokooya nyoe, mui wawicho, muichi ienenga wana wanyu shienengo shicha, ngyesa chi ngoseṟa mnu Awu onyu akyeri ruwewu echienenga mecha walya wekyemterewa-pfoe? 
MAT.7.12	Kyasia shoose mukundi muṟundio nyi wandu, na nyoe waṟundienyi kuṙo. Kyipfa iga nyigo mawawaso na malosho ga weonguo shisuku.”
MAT.7.13	“Iṙenyi na numba kui moongo ulya msuse. Kyipfa moongo nyi umlandari, na njia iyendie wuṙetsinyi nyi ingyilandari, na nyi wafoi wekyeiṙa na numba kui moongo-cho. 
MAT.7.14	Kyaindi moongo nyi umsuse, na njia iyendie moonyi o mlungana nyi ingyisuse, na wekyeiwona nyi sa waangu.”
MAT.7.15	“Kushowenyi na weonguo shisuku wa wongo, wandu wekyecha na konyu wakyeri cha moondo, kyaindi ipfo mrimenyi kowo nyi shisii shilang'a. 
MAT.7.16	Mochiwamanya kui ndunda tsawo. Ngyesa wandu wekyehaa sabibu mshenyi, ang'u ndunda ngyicha tseloṙa nduonyi? 
MAT.7.17	Na wuṙo orio ikyiṙi lyicha lyekyekumbia ndunda ngyicha; na ikyiṙi lyiwicho lykyekumbia ndunda ngyiwicho. 
MAT.7.18	Ikyiṙi lyicha lyeiṙima ikumbia ndunda ngyiwicho maa ikyiṙi lyiwicho ndunda ngyicha-pfo. 
MAT.7.19	Orio ikyiṙi lyilekyekumbia ndunda ngyicha lyekyemanyo na iwiyitso moṙonyi. 
MAT.7.20	Kyasia na wuṙo kyikyeri kui ndunda tsawo mochiwamanya.”
MAT.7.21	“Chi orio mndu ekyengyiwia, ‘Mndumii, Mndumii’ echiiṙa na ipfo Wumangyinyi wo ruwewu-pfo; sile ulya ekyeosha shilya Awu oko akyeri ruwewu akundi. 
MAT.7.22	Wafoi wechingyiwia mfiri ulya, ‘Mndumii, Mndumii, luleonguo shisuku kui rina lyapfo, na kui rina lyapfo iwuta waṟufui wawicho, na kui rina lyapfo iwuta shindo shifoi sha maṟiyisho?’ 
MAT.7.23	Naaho-ng'u ngyechiwawia na pata, ‘Ngyimuichi nyoe maa ale-pfo. Wukyenyi koko, nyoe mokyeṟunda mawicho.’ ”
MAT.7.24	“Kyasia orio mndu ekyeicho maṙeṙo-ga gako na igaosha, nechiwa cha mndu awoṙe wuṟango, alewika numba yakye wuye ya iṟaṟa. 
MAT.7.25	Mvuo ikakapa, mra ung'anyi ukocha, shiwiṟi shikakuma, shikakapa numba iya, ilaolokye; kyipfa ingyiyekyie wuye ya iṟaṟa. 
MAT.7.26	Na orio mndu echiicho maṙeṙo gako alagaoshe, nechiwa cha mndu mtondo, alewika numba yakye wuye ya mlelya; 
MAT.7.27	mvuo ikakapa, mra ung'anyi ukocha, shiwiṟi shikakuma, shikakapa numba iya, ikaoloka, na ioloka lyayo lyikawa lying'anyi.”
MAT.7.28	Na lyilya Yesu alemarisa igamba kuṙo, wuingyi wo wandu wuleṟiyio mnu kyipfa kya malosho gakye. 
MAT.7.29	Cha kyipfa naweiwalosha cha mndu awoṙe wuchilyi, maa chi cha walya wawekyelosha mawawaso-pfo.
MAT.8.1	Na oe kyiyeri alesoka kulya fumvunyi, wuingyi wufoi wo wandu wulemwosha. 
MAT.8.2	Kukocha mndu awoṙo nyi ndoṟe ya taambo kamwindia echigamba, “Mndumii, kokunda, noiṙima ingyiyeṟemtsa.” 
MAT.8.3	Yesu kagoṟuo kuwoko kampaaya, echigamba, “Ngyikundi; yeṟemka.” Na cha ilyi ndoṟe yakye ya taambo ikammbuka. 
MAT.8.4	Yesu kammbia. “Ulawie mndu; kyaindi yenda, undekuloṟa ko mkohanyi, undeenengyia kyiano chandu Mose alegamba, kyiwe wuṟingyishi kowo.”
MAT.8.5	Na kyiyeri aleiṙa na Kaperinaumu mchilyi umwi mtutu nalecha na kokye. 
MAT.8.6	Kamterewa, echigamba, “Mndumii, mṟundi oko nalee kanyi, nawoṙo nyi ndoṟe ya ipfa ngapfu ura lumwi, naiwawio mnu.” 
MAT.8.7	Yesu kammbia, “Ngyeecha, ngyimkyiṟe.” 
MAT.8.8	Mchilyi ulya kamgaluo, kagamba, “Mndumii, inyi ngyiwaṟi iyoe uiṙe na numba koko-pfo; kyaindi gamba ṙeṙo lyimwi tikyi, na mṟundi oko nechichia. 
MAT.8.9	Cha kyipfa inyi nyi mndu ngyiwoṙe wuchilyi, ngyiwoṙe asikari wanda yako; ngawia ichu, ‘yenda’ nekyeyenda; na ichu, ‘nnjo’ nekyecha; na kyisinga kyako, ‘wuta kuṙi’, kyekyewuta.” 
MAT.8.10	Kyiyeri Yesu aleicho isho, naleṟiyio, kawia walya waweimwosha, “Ny'kyaloi ngammbia, ngyilandewone iiṙikyia lying'anyi kuṙi, ko mndu oose kunu Isiraelyi-pfo. 
MAT.8.11	Na inyi ngammbia, kye wafoi wechicha iwuka ura lo ngamenyi na ura lo kyukonyi, nawo wechiṙamia hamwi na Abrahamu, na Isakyi, na Yakobo Wumangyinyi wo Ruwewu; 
MAT.8.12	kyaindi wana wa Wumangyi wechiwiyitso meemenyi o nja. Nyipfo kochiwaṙa ṟanyi na ilya ngakuru.” 
MAT.8.13	Na Yesu kawia mchilyi ulya, “Yenda; kyiwe kopfo chandu oiṙikyia.” Mṟundi ulya okye kachia saa iya iya.
MAT.8.14	Kyiyeri Yesu aleshika kanyi ko Petiro, kawona mamka o Petiro, alee kyitaṟenyi nawoṙo nyi isemu. 
MAT.8.15	Kampaaya kuwoko, isemu lyikamleka; na oe kafuma kawaṟundia. 
MAT.8.16	Na lyilya kuleila, wakamwendie wandu wafoi wawoṙo nyi waṟufui wawicho; kawuta waṟufui wawicho kui ṙeṙo lyakye, kakyiṟa woose walawekuiṙima, 
MAT.8.17	kundu kyiafukyie kyindo kyilya kyikyigambe nyi moonguo shisuku Yesaya, echigamba,
MAT.8.17	“Oe amonyi naleṙuo wufafa woṙu,
MAT.8.17	na iṙuo ndoṟe tsaṙu.”
MAT.8.18	Na kyiyeri Yesu alewona wuigyi wufoi wo wandu wochimtengyetia, nalewia wanalosho wakye handu hamwi na oe wayende molyolya. 
MAT.8.19	Mlosha umwi o mawawaso kayenda kokye, kammbia, “Mlosha, ngyekuosha orio handu ochiyenda.” 
MAT.8.20	Yesu kammbia, “Mapaara gawoṙe mṟeshe, na shileye sha ngyinenyi shiwoṙe singyi kyaindi Mono-Adamu awoṙe handu heonyonyia-pfo.” 
MAT.8.21	Ungyi kyiiṙi kya wanalosho wakye kammbia, “Mndumii, ngyienenga momu kuwooka, ngyiyende ngyindeṟika awu-yoko.” 
MAT.8.22	Kyaindi Yesu kammbia, “Ngyiosha; leka wapfu waṟikye wapfu wawo.” 
MAT.8.23	Kaṙooya ngalawenyi, wanalosho wakye wakamwosha. 
MAT.8.24	Kukowaṙa shiwiṟi shing'anyi kulya ipalyipalyinyi; shiwiṟi-sho shikakapa ngalawa iya ikashikyio nyi mṟinga, na oe nawelee maṙoe. 
MAT.8.25	Wanalosho wakye wakayenda kokye, wakamwamtsa, wechigamba, “Mndumii, luletse, luisia.” 
MAT.8.26	Kawawia, “Ny'kyilyi mowa waowu, nyoe wa iiṙikyia lyiangu?” Cha ilyi kafuma, kaṙeṙia shiwiṟi na ipalyipalyi; kukotsia sau. 
MAT.8.27	Wandu walya wakaṟiyio, wechigamba, “Ichu nyi mndu o mbaṟe iha maa shiwiṟi sha ipalyipalyinyi shiosha kyilya aigamba?”
MAT.8.28	Na oe kyiyeri aleshika molyolya, urukyenyi lo Wakyerasi, wandu wawi wawoṙo nyi waṟufui wawicho walekarisana na oe, wawukyie handu heṟika wandu, walang'a mnu, maa mndu alaiṙime iiṙa njia iya. 
MAT.8.29	Wakakalagatsa, wechigamba, “Luwoṙe kyikyi na iyoe, Mana o Ruwa? Ngyesa nocha ichelutuura kyiyeri kyaṙu kyilashika?” 
MAT.8.30	Kyasia, kuleshi nawo kuwewoṙe poo lya nguwe tsifoi tsechilya. 
MAT.8.31	Waṟufui walya wawicho wakamterewa, wechigamba, “Koluwuta, luṙe luyende, lundeiṙa na kulya poonyi lya nguwe.” 
MAT.8.32	Kawawia, “Yendenyi.” Wakawuka, wakaiṙa na kulya mmbiunyi ya nguwe; na poo lyilya lyoose lyikasoka halya kyiiṟimikonyi lyeṙicha mṟasa ipalyipalyinyi, lyikapfiia mṟingyenyi. 
MAT.8.33	Kyaindi walya wawelyisa nguwe-tso waleṙicha, wakayenda mṟinyi, wakaonguo mbonyi-tso kundu koose, na mbonyi tsa walya wawewoṙo nyi waṟufui wawicho taa. 
MAT.8.34	Wandu woose wa mṟi ulya wakafuma indeambilyia Yesu; nawo lyilya walemmbona, walemterewa nawukye mṟasenyi kowo.
MAT.9.1	Kaṙooya ngalawenyi, kaambaṙa, kashika mṟinyi kowo. 
MAT.9.2	Wandu wakamwendie mndu awoṙe ndoṟe ya ipfa ngapfu ura lumwi, alee kyitaṟenyi, na Yesu kyiyeri alewona iiṙikyia lyawo, nalewia ulya awoṙe ndoṟe-yo, “Kuwanze lying'anyi mrimenyi, mono-ko; omhooṟio maṙeko gapfo.” 
MAT.9.3	Na numa ya iho walosha waata wa mawawaso wakagamba mrimenyi kowo, “Ichu nailahia Ruwa kyipfa naikuloṟa cha ilyi oe nyi Ruwa.” 
MAT.9.4	Na Yesu, aichi makusaṟo gawo, kagamba, “Ny'kyilyi mukusaṟa shiwicho mrimenyi konyu? 
MAT.9.5	Kyipfa nyi kyiha kyii kyaangu, nyi igamba, ‘Omhooṟio maṙeko gapfo,’ ang'u nyi igamba, ‘Amka, uyende?’ 
MAT.9.6	Kyaindi muiṙime imanya kye Mono-Adamu nawoṙe wuchilyi wuyanenyi wo hooṟia ngyuunyamaṟi, (Nawia ulya awoṙe ndoṟe ya ipfa ngapfu ura lumwi,) ‘Amka, ukuṙikye kyitaṟa kyapfo uyende kanyi kopfo.’ ” 
MAT.9.7	Kaamka, kayenda kanyi kokye. 
MAT.9.8	Kyiyeri wuingyi wo wandu wulemmbona, walewoṙo nyi wuowu, wakang'anyisa Ruwa, aleenenga wandu wuchilyi wo mbaṟe-i.
MAT.9.9	Na Yesu kyiyeri aweiṙa awuka pfo nalewona mndu aṙamie handu hesania ukamba mbai ya ipalyipalyi ekyelago Matayo, kammbia, “Ngyiosha.” Kaamka kamwosha. 
MAT.9.10	Na kyiyeri aleṙamia kanyi nalye kyelya, wesania ukamba wafoi na wanyamaṟi walecha wakaṙamia handu hamwi na Yesu na wanalosho wakye. 
MAT.9.11	Kyiyeri Mafarisayo walewona, walewia wanalosho wakye, “Ny'kyilyi mlosha onyu ailya handu hamwi na wesania ukamba na wanyamaṟi?” 
MAT.9.12	Na oe kyiyeri aleicho, nalewawia, “Walya walaluoe wekyepfula mwaanga-pfo, sile walya waluoe. 
MAT.9.13	Kyaindi yendenyi, mundekulosha kyitambuluo kya maṙeṙo-ga. ‘Ngyikundi isaṟia, maa chi shienengo-pfo’, kyipfa ngyilecha ilaga walya wasumganyi-pfo kyaindi wanyamaṟi.”
MAT.9.14	Kyiyeri kyilya wanalosho wa Yohane wakayenda kokye wakagamba, “Ny'kyilyi soe na Mafarisayo lokyekuretekyia kyaindi wanalosho wapfo wekyewuta kuṙo-pfo?” 
MAT.9.15	Yesu kawawia, “Wawalage wolyinyi weiṙima kuṙa ikapa ṟanyi kyiyeri monyi wolyi akyeri handu hamwi nawo? Kyaindi kochicha mfiri monyi wolyi echiwuto kowo, nyilyo wechikuretekyia. 
MAT.9.16	Kuwoṙe mndu ekyewika kyiṙami kya nguwo ngyihya nguwonyi ngyiku-pfo. Kyipfa ikyo kyihya kyewuta ho ikyo kyiku na handu halya harandukyie hekyeengyeṟa ing'ana. 
MAT.9.17	Na wandu wekyewika mpfinyo mhya maselelenyi maku-pfo. Na wakawika pfo, maselela-go gekyepaṟika; mpfinyo ukopusuka, na maselela gakanyamaṟika. Kyaindi wekyewika mpfinyo maselelenyi mahya, shikakyia shoose.”
MAT.9.18	Kyiyeri aweiwawia isho, kukocha mchilyi umwi, kamwindia, echigamba, “Mono-ko o kyika napfa wulalu kuṙi; kyaindi nnjo, uwikyie kuwoko kopfo wuye yakye, na oe nechiwaṙa moo.” 
MAT.9.19	Yesu kaamka, kamwosha, hamwi na wanalosho wakye.
MAT.9.20	Na mndu mka awewoṙe ndoṟe yechoṟa kyiyeri kya maka ikumi na iwi, kacha kyanuma kokye, kapaaya ikyechu lya ikunya lyakye. 
MAT.9.21	Kyipfa nalegamba mrimenyi kokye: Ngapaaya ikyechu lya ikunya lyakye tikyi ngyechichia. 
MAT.9.22	Yesu kagaluka kammbona, kammbia, “Kuwanze mnu mrimenyi, mono-ko; iiṙikyia lyapfo lyakukyiṟa.” Mndu mka ulya kachia saa iya. 
MAT.9.23	Kyiyeri Yesu aleshika kanyi ko mchilyi ulya, nalewona wekapa mtoṟiṟo, na wuingyi wo wandu wochikapa ṟanyi. 
MAT.9.24	Kawawia, “Wukyenyi iha, kyipfa manakye-chu apfiie-pfo, nalee tikyi.” Wakamsaaṟa mnu. 
MAT.9.25	Kyaindi wuingyi wo wandu wommbuto ho, naleiṙa na numba, kammbaṙa kuwoko; manakye ulya kagoṟoka. 
MAT.9.26	Mbonyi-tsi tsikaṙunganana uruka lulya loose.
MAT.9.27	Kyiyeri Yesu aweiṙa iwuka pfo, shipfupfuṟe shiwi shikamwosha, shikakuilenga, shechigamba, “Ulusaṟie, Mono-Dawidi.” 
MAT.9.28	Na oe kyiyeri aleshika kanyi, shipfupfuṟe shilya shileyenda kokye na oe kashiwia, “Muiṙikyie kye ngyeiṙima iṟunda ikyi?” Shikammbia, “Yee, Mndumii.” 
MAT.9.29	Naaho-ng'u kashipaaya meso, kagamba, “Kui kyiyeṟo kya iiṙikyia lyanyu wonenyi.” 
MAT.9.30	Meso gasho gakatambaṟuka. Na Yesu kashiwia ko pfinya, echigamba, “Ambuyenyi maa mndu alamanye.” 
MAT.9.31	Kyaindi shikafuma, shikaonguo mbonyi tsakye kulya urukyenyi koose.
MAT.9.32	Nawo kyiyeri waweiyenda, wakamwendie mndu ai ndiṟi awoṙo nyi mṟufui mmbicho. 
MAT.9.33	Na kyiyeri mṟufui ulya mmbicho alewuto, ulya awei ndiṟi naleṙeṙa, wuingyi wo wandu wakaṟiyio, wakagamba, “Kyilandewonekye kunu Isiraelyi kyiyeri kyoose-pfo.” 
MAT.9.34	Kyaindi Mafarisayo wakagamba, “Kui pfinya tsa ang'anyi o waṟufui wawicho naiwuta waṟufui wawicho.”
MAT.9.35	Na Yesu naweitenga-tenga kyiiṙi kya mṟi yoose na shikaṟo, echilosha masinagoginyi gawo, ionguo Mbonyi Ngyicha tsa Wumangyi; na ichihiṟa ndoṟe tsoose na wufafa wo orio mbaṟe. 
MAT.9.36	Na kyiyeri alewona wuingyi wo wandu, nalewona wukyiwa mrimenyi kokye kyipfa wawewinie na inyanyaṟika cha moondo galawoṙe mlyisi. 
MAT.9.37	Naaho-ng'u kawia wanalosho wakye, “Shilyimu nyi shifoi, kyaindi waṟundi nyi waangu. 
MAT.9.38	Kyasia, terewenyi Monyi ṙema naṙikye waṟundi ṙemenyi lyakye.”
MAT.10.1	Kalaga wanalosho wakye ikumi na wawi, kawaenenga pfinya yechilyia waṟufui wawicho, wawawute, na iwuta ndoṟe tsoose na wufafa wo orio mbaṟe.
MAT.10.2	Na marina ga wasu-wo ikumi na wawi nyi iga. O kuwooka nyi Simion awekyelago Petiro, na Anderea mono-wamae; Yakobo o Sebedayo, na Yohane mono-wamae. 
MAT.10.3	Filyipo, na Baritolomayo, Tomasi, na Matayo msani o ukamba; Yakobo mana o Alyifayo, na Tadayo. 
MAT.10.4	Simion Mkananayo, na Yuda Isikariote, na oe nyi oe alemṟiinga.
MAT.10.5	Iwo ikumi na wawi Yesu nalewaṙuma, kawawia, “Ko walya walakyeri Wayuda mulayende, maa mulaiṙe na mṟinyi maa umwi o Wasamaria. 
MAT.10.6	Nanga moyenda ko wandu wa Isiraelyi waṙekyie cha moondo. 
MAT.10.7	Na ilyi moyenda, onguonyi mbonyi ngyicha, mochigamba, ‘Wumangyi wo Ruwewu womtikyira kufuhi.’ 
MAT.10.8	Kyiṟenyi waluoe, ṟutsenyi wapfu, yeṟemtsenyi wawoṙo nyi taambo, wutenyi waṟufui wawicho; muleenengo mulaitaa kyindo, enengyienyi mulaitoo kyindo. 
MAT.10.9	Mulakuṙikye sahapu, maa heleri tsa orio mbaṟe mkunjenyi yanyu. 
MAT.10.10	Maa mkunja o kyaro, maa mawale gawi, maa shiaṙu, maa upoi; kyipfa mṟundi nawaṟi kyelya kyakye. 
MAT.10.11	Na orio mṟi na kyikaṟo mochiiṙa napfo, pfulenyi pfo mndu awoṙe kyienengo kyeambilyia wayenu; mkae kokye mṟasa ilyi mochiwuya na kanyi. 
MAT.10.12	Na nyoe mukoiṙa na kanyi ko mndu-cho muiṟikyiṟenyi. 
MAT.10.13	Na kokooya mndu-cho na walya wa kanyi kokye wawaṟi, ufoṟo lo Mndumii lukae nawo; indi kokooya walawaṟi, ufoṟo lo Mndumii lummbiyilyie nyoe. 
MAT.10.14	Na mndu alandemuambilyie na iaṙanyia maṙeṙo ganyu, ilyi mowuka ipfo kokye, ang'u ipfo mṟinyi, kute-kutenyi kyilulyi ipfo maṙendenyi ganyu, iloṟa mowalega nakamwi. 
MAT.10.15	Ny'kyaloi, ngammbia, kyechiwa kyaangu uruka lo Sodoma na Gomora ihooṟio maṙeko mfiri ulya o ianduyo kuta mṟi-cho.”
MAT.10.16	“Inyi ngyimṙuma cha moondo ko shisii. Kyasia waṙenyi wuṟango cha njoka, na iwa wahoo cha mbuna. 
MAT.10.17	Kuṟiisenyi na wandu cha kyipfa wechimṙuo mengyenyi, na masinagoginyi gawo wechimkapa. 
MAT.10.18	Na nyoe wechimṙuo mbele ya wachilyi na wamangyi kyipfa kyako, iwa wuṟingyishi kowo na ko walya walai Wayuda. 
MAT.10.19	Kyaindi iho-ndu wechimṙuo, mulakusaṟe-saṟe chandu mochiṙeṙa; kyipfa mochienengo saa-yo shilya mochiṙeṙa. 
MAT.10.20	Kyipfa chi nyoe muiṙeṙa-pfo, indi nyi Mumuyo o Awu-yonyu aiṙeṙa kui maṙumbu ganyu. 
MAT.10.21	Na mongari nechiṟiingyia mono-wamae kundu nawoogo, na awu nechiṟiingyia mana, na wana wechigaluka na iwaaga wafee wawo. 
MAT.10.22	Na nyoe wandu woose wechimsuo kyipfa kya rina lyako; kyaindi ulya echikarishia mṟasa mafurumionyi nyi oe echikyia. 
MAT.10.23	Kyaindi ilyi wechimfuna mṟinyi umwi, ṙichilyienyi mṟinyi ungyi. Cha kyipfa nyi loi ngammbia mochimarisa ionguo mbonyi mṟinyi ya Isiraelyi Mono-Adamu alacha-pfo. 
MAT.10.24	Manalosho ekyeiṙa mlosha okye-pfo, na kyisinga kyekyeiṙa mndumii okyo-pfo. 
MAT.10.25	Kyishikyie manalosho iwa cha mlosha okye, na kyisinga iwa cha mndumii okyo. Kokooya walelaga monyi kanyi Beelyisebulyi ngyesa chi ngoseṟa walya wai wa kanyi kokye-pfoe?”
MAT.10.26	“Kyasia, mulawaowuoe, cha kyipfa kuwoṙe kyindo kyikyishikyie maa kyikuṟiikyie kyilechimanyika-pfo. 
MAT.10.27	Kyilya ngyimmbia nyoe meemenyi, kyigambenyi saenyi. Na kyilya moicho kui kyiṟika, kyionguonyi na pata. 
MAT.10.28	Mulaowuoe iwo waiwaaga mmbiu, walaiṙime iwaaga na mrima. Nanga moowuo ulya echiiṙima irumatsa mmbiu na mrima taa ngyehenenyi. 
MAT.10.29	Ngyesa, shileye shiwi shekyekumbo helo imwi-pfoe? Kyaindi maa kyimwi kyekyeṙeka Awu-yonyu alaichi-pfo. 
MAT.10.30	Kyaindi nyoe maa njui tsa mṙoe yanyu tsingyitale tsoose. 
MAT.10.31	Kyasia mulaowuoe, nanga nyoe kuta shileye shifoi.”
MAT.10.32	“Kyasia, orio mndu echingyiṟingyishia mbele ya wandu, na inyi ngyechimṟingyishia mbele ya Awu-yoko akyeri 
MAT.10.33	Kyaindi orio mndu echingyikana mbele ya wandu, na inyi ngyechimkana mbele ya Awu-yoko akyeri ruwewu.”
MAT.10.34	“Mulakusaṟe ngyilecha iende ufoṟo wuyanenyi. Ote! Ngyilecha iende ufoṟo-pfo, indi ushu. 
MAT.10.35	Cha kyipfa ngyilecha iṟiingyia mndu na awuye, na mono-waka na wamae, na mndu na mamii okye. 
MAT.10.36	Na washituwa wa mndu nyi walya wa kanyi kokye. 
MAT.10.37	Akundi awuye ang'u wamae kuta inyi, angyiwaṟi-pfo, maa akundi mono-kyisoṟo ang'u mono-kyika kuta inyi, angyiwaṟi-pfo. 
MAT.10.38	Maa mndu alechikuṙika msalaba okye kangyiosha, angyiwaṟi-pfo. 
MAT.10.39	Mokyiṟa moo okye nechiuṙetsa; na mouṙetsa kyipfa kyako nechiukyiṟa.”
MAT.10.40	“Amuambilyia nyoe nangyiambilyia inyi, na oe angyiambilyia inyi, naambilyia ulya alengyiṙuma. 
MAT.10.41	Moambilyia moonguo shisuku kyipfa oe nyi moonguo shisuku nawaṙilyia wori wo ionguo shisuku; na oe echiambilyia mndu msumganyi kyipfa oe nyi mndu msumganyi, nechiwaṙilyia wori wo mndu msumganyi. 
MAT.10.42	Na orio mndu echirutsa umwi o iwa watutu mṟinga uichololyia, kyipfa nyi manalosho, ny'kyaloi, ngammbia, wori wokye wochiṙeka maa ale-pfo.”
MAT.11.1	Na Yesu kyiyeri alemarisa iṙeṙa na wanalosho wakye ikumi na wawi, nalendelosha na ionguo mbonyi ngyicha mṟinyi yawo.
MAT.11.2	Na Yohane kyiyeri aleicho ipfo kyipfungonyi mawuto ga Kristo, naleṙuma wanalosho wakye, immbesa, 
MAT.11.3	“Iyoe nyi ulya aicha, ang'u luweṙelyie ungyi?” 
MAT.11.4	Yesu kagaluo kawawia, “Yendenyi mundeongoya Yohane shilya mushiicho na ishiwona; 
MAT.11.5	shipfupfuṟe shienengo iwona, shiwete shichumia, wawoṙo nyi taambo waiyeṟemtso, wapfu maṙwi waiicho, wapfu waiṟutso, na wakyiwa waiongoyo Mbonyi Ngyicha. 
MAT.11.6	Agusu orio mndu alammbihie kyipfa kyako.” 
MAT.11.7	Na wanalosho wa Yohane wamuyende, Yesu nalewooka iongoya wuingyi wo wandu mbonyi tsa Yohane. “Mulefuma iyenda nuka iambuya kyikyi? Unyatsi lochiṙeṙemsho nyi mkuma? 
MAT.11.8	Kyaindi mulefuma indewona kyi? Mndu amṟikye nguwo tsa wusuṟi? Wandu waṟee nguwo tsa wusuṟi wakyeri numbenyi tsa kyimangyi. 
MAT.11.9	Kyaindi kyitewe mukofuma nyi kyikyi? Nyi iwona moonguo shisuku? Yee loi, ngammbia, na akyeri ang'anyi kuta moonguo shisuku. 
MAT.11.10	Ichu nyi oe shiṟeio shilegamba,
MAT.11.10	‘Inyi, ngyiṙuma mndu oko
MAT.11.10	mbele ya ushangu lopfo,
MAT.11.10	echisungusia njia yapfo.’ ”
MAT.11.11	Ny'kyaloi, ngammbia kulandewaṙe mndu kyiiṙi kya walya wawafee nyi waka akyeri ang'anyi kuta Yohane Mpatisi-pfo. Kyaindi akyeri mtutu Wumangyinyi wo ruwewu nyi nang'anyi kuta oe. 
MAT.11.12	Wookyia kyiyeri kya Yohane Mpatisi mṟasa wulalu Wumangyi wo ruwewu wokyecha ko pfinya, na iwo wawoṙe pfinya waiwurakuo. 
MAT.11.13	Cha kyipfa weonguo shisuku na uwawaso waleonguo mṟasa Yohane. 
MAT.11.14	Na kokooya mukundi iiṙikyia, oe nyi oe Elyiya ulya echicha. 
MAT.11.15	Awoṙe maṙwi, naaṙanyie.
MAT.11.16	“Kyaindi ngyechilyingatsana na kyi rika-lyi? Lyikyeri cha wana wekyeṙamia sangaṙa, wekyelaga oṙiawo, wechigamba, 
MAT.11.17	‘Lulekapa mtoṟiṟo kyipfa kyanyu, maa muletema-pfo; lulekapa ṟanyi maa mulawoṙo nyi wukyiwa.’ 
MAT.11.18	Kyipfa Yohane nalecha, alailya maa alainyo, wakagamba, ‘Nawoṙo nyi mṟufui mmbicho.’ 
MAT.11.19	Mono-Adamu nalecha, echilya na inyo, wakagamba, ‘Ichu nawoṙe ndewu, nyi mnanzi, mbuya ya wesania ukamba na wanyamaṟi!’ Na wuṟango wo Ruwa wochimanyika kui shindo wuṟango-wo wuiṟunda.”
MAT.11.20	Naaho-ng'u kawooka iṙeṙia mṟi iya kyiiṙi kyayo kuleṟundika shiṟiyisho shakye shifoi, kyipfa ileṙumbuya wunyamaṟi-pfo. 
MAT.11.21	“Ochia lopfo, Korasini! Ochia lopfo Betisaida! Kyipfa cha kokooya shiṟiyisho shilewutika konyu shilewutika kulya Tiro na Sidon wawechiṙumbuya wunyamaṟi kyiyeri kyileshi kyileiṙa kui iṟaa masaṟa na ikushia ifui. 
MAT.11.22	Kyaindi ngammbia, kyechiwa kyaangu Tiro na Sidon ikarishia ngapo tsawo mfiri o ianduyo kuta nyoe. 
