MAT.1.1	Jesucristo Abrahampaj Davidpajpiwan mirayninmanta carkan. Cayka Jesucristopaj abueloncuna: 
MAT.7.2	Imaynatachá ujcunata juchachanquichis, jinallatataj Dios kancunata juchachasunquichis. Kancuna ima medidawanchus ujcunata midinquichis, chay medidallawantaj Dios midisunquichis. 
MAT.7.3	¿Imaraycutaj waukeyquipaj ñawinpi ichhuta khawanqui, nitaj reparacunquichu ñawiyquipi raqhu c'aspi cachcaskanta? 
MAT.7.4	¿Imaynatataj atrevicunqui waukeyquiman niyta: ‘Waukéy, dejaway ñawiyquimanta ichhu orkhojta’ nispa? 
MAT.7.5	¡Iscay uya! Ñaupajta ñawiyquimantaraj chay raqhu c'aspita orkhoy, chhica ichhuta allinta ricunqui, waukeyquipaj ñawinmanta orkhonayquipajka.
MAT.7.6	“Diospaj cajnincunata ama alkocuna jina runacunaman konquichischu. Kancuna contra cutirincuman ch'ajwapayanasunquichispaj. Nitaj perla jina Diospaj cajnincunata qhuchicuna jina runacunaman konquichischu, paycunaka saruwasincuman.
MAT.7.7	“Mañacuychis, Diostaj kosunquichis. Masc'aychis, tarinquichistaj. Puncuta tacaychis, quicharasunquichistaj. 
MAT.7.8	Mañacojka jap'ekan; masc'ajtaj tarin; puncuta tacajtapas quicharan.
MAT.7.9	“¿Mayken tatataj canman wawan t'antata mañacojtin rumita kojri? 
MAT.7.10	¿Challwata mañacojtinpas pallita kojri? 
MAT.7.11	Kancuna sajra runa cayniyquichiswanpas allin cajta wawayquichisman koyta yachanquichis chayka, astawanraj janaj pachapi caj Tatayquichiska sumajcunata konka mañacojcunamanka.
MAT.7.12	“Imaynatachus ujcuna kancunapaj ruwanancuta munanquichis, ajinallatataj kancunapas paycunapaj ruwaychis. Chayta Dios mandan Moisespaj leyninpi profetancunapaj escribiskancupipas.
MAT.7.13	“C'ullcu puncunta yaycuychis. Ancho puncu ancho ñanpiwan chincayman pusancu, achqhayojtaj chayninta purincu. 
MAT.7.14	Causayman pusaj puncoka, causayman purej ñanpas c'ullcumi, manataj facilchu purinapaj. Pisillataj cancu chayninta purejka.
MAT.7.15	“Cuidacuychis ‘Diosmanta parlani’ nej llulla profetacunamanta. Sumaj oveja jina jamuncu, uqhuncupitaj paycunaka sajra animal jina cancu. 
MAT.7.16	Ruwaskancupi paycunata rejsinquichis. Uvataka mana qhichca sach'amantachu pallancu, ni higotapas khepu sach'amantachu. 
MAT.7.17	Ajina ari, allin sach'aka sumaj urita kon; mana allin sach'ataj mana allin urita kon. 
MAT.7.18	Sumaj sach'aka mana atinchu mana allinta uriyta, mana allin sach'ataj mana atinchu sumajta uriyta. 
MAT.7.19	Sapa mana allin urej sach'ataka p'ataspa ninaman wijch'uncu. 
MAT.7.20	Kancunaka ruwaskancupi runacunata rejsinquichis.
MAT.7.21	“Mana tucuy ‘¡Señor, Señor!’ niwajcunachu janaj pacha gobiernomanka yayconkacu, manachayri janaj pachapi cachcaj Tataypaj munayninta ruwajcunalla yayconkacu. 
MAT.7.22	Juicio p'unchaypi achqhayoj niwankacu: ‘Señor, Señor, nokaycu sutiyquipi parlarkaycu, sutiyquipi sajra espiritucunata katerkorkaycu, sutiyquipitaj achqha milagrocunatapas ruwarkaycu.’ 
MAT.7.23	Chhicataj contestasaj: ‘Ni jayc'aj kancunata rejsiyquichischu. ¡Nokamanta puriychis, mana allin ruwajcuna!’ nispa.
MAT.7.24	“Pillapas uyariwaspa niskayta ruwajka, allin yachayniyoj. Payka kaka patapi wasinta ruwaj runa jina. 
MAT.7.25	Paramojtin, mayu junt'amojtin, sinchita chay wasi contra wayramojtin, waseka mana urmanchu kaka patapi ruwaska caskanraycu. 
MAT.7.26	Pillapas uyariwaspa mana niskayta ruwajka, mana allin yachayniyoj runa jina. Payka ako patapi wasinta ruwaj runa jina. 
MAT.7.27	Paramojtin, mayu junt'amojtin, sinchita wayramojtin, chay waseka urmapun; ch'usajta ñut'ucapun.”
MAT.7.28	Jesús parlayta tucojtin, tucuy runacuna chay jinata yachachiskanmanta musphararkancu. 
MAT.7.29	Imaraycuchus autoridadninwan yachacherkan, manataj leymanta yachachejcuna jinallachu.
MAT.8.1	Jesús lomamanta urakamojtin, achqha runa paywan cusca purerkancu. 
MAT.8.2	Uj lepra onkoyniyoj runa Jesusman chimpaycorkan. Konkoriycuspa, mañacorkan nispa:
MAT.8.2	—Señor, munaspaka alliyachiway.
MAT.8.3	Jesús llanqhaycuspa, nerkan:
MAT.8.3	—Munani, alliyaska cay.
MAT.8.3	Runataj chhicapacha alliyaporkan. 
MAT.8.4	Jesús nerkan:
MAT.8.4	—Uyariway, ama ni piman willanquichu. Puriy, sacerdoteman ricuchicamuy. Ofrendata koy Moisespaj mandacuskanman jina, tucuy runa alliyaskaña caskayquita yachanancupaj.
MAT.8.5	Jesús Capernaum llajtaman yaycojtin, uj capitán romano chimpaycuspa rogarkan. 
MAT.8.6	Nerkantaj:
MAT.8.6	—Señor, wasiypi uywacuskay onkoska, such'uyapun, sinchi nanaycunata sufrichcan.
MAT.8.7	Jesús contestarkan:
MAT.8.7	—Purisaj, alliyachimusaj.
MAT.8.8	Capitantaj contestarkan:
MAT.8.8	—Señor, mana nokaka wasiyman yaycunayquipaj jinachu cani. Nillay, uywacuskayka niskayquiwan alliyaponka. 
MAT.8.9	Noka quiquiy curajcunapaj mandonpi cani. Jinallatataj soldadoycuna mandoypi can. Ujninta ‘puriy’ nini, purin. Ujnintataj ‘jamuy’ nini, jamun. Uywacuskayta imallatapas ‘ruway’ nejtiy, ruwan.
MAT.8.10	Jesús chayta uyarispa muspharkan. Katejnin runacunata khawarispataj, nerkan:
MAT.8.10	—Segurayquichis, cay jina athun creeyniyoj runata mana Israelpipas tarinichu. 
MAT.8.11	Niyquichis, inti llojsimuynejmanta, inti yaycuynejmantawan achqhayoj jamuspa, janaj pacha Diospaj gobiernonpi tiyayconkacu Abrahamwan, Isaacwan, Jacobpiwan miqhunancupaj. 
MAT.8.12	Diospaj gobiernonpi canancu carkan chaycunataj tutayajman wijch'uska cankacu; chaypi wakankacu, nanaymanta quiruncuta c'ariris nispa c'uturacuspa.
MAT.8.13	Chaymanta Jesús capitanman nerkan:
MAT.8.13	—Wasiyquiman puripuy, creeskayquiman jina ruwaska cachun.
MAT.8.13	Uywacuskantaj chhicapacha alliyaporkan.
MAT.8.14	Jesús Pedropaj wasinman purerkan. Chaypitaj Pedropaj suegranta calenturawan onkoskata tariparkan puñunapi. 
MAT.8.15	Jesús maquinmanta llanqhaycojtin, calenturan thaniporkan. Paytaj jatarispa, paycunata atendiyta kallarerkan.
MAT.8.16	Ch'isiyaycuytaña achqha sajra espirituyojcunata Jesusman apamorkancu. Jesustaj ujta parlarkospalla sajra espiritucunata katerkorkan. Alliyachillarkantaj tucuy onkoskacunata. 
MAT.8.17	Cayka pasarkan profeta Isaiaspaj niskan junt'acunanpaj: “Pay quiquin qhuyay cayninchiscunata kechorkan, onkoyninchiscunatataj aparkan.”
MAT.8.18	Jesús achqha runata muyurejpi ricuspa, discipuloncunaman nerkan: “Kocha chimpaman puriychis.” 
MAT.8.19	Leymanta yachachej uj runa Jesusman chimpaycuspa, nerkan:
MAT.8.19	—Yachachej, kanwan puriyta munani maytachá purinqui chayta.
MAT.8.20	Jesustaj contestarkan:
MAT.8.20	—Zorrocunapaj jutc'uncu can tiyanancupaj, pisketocunapajpas tapancu can; nokapajri ni maypi wasi canchu samaricunaypaj.
MAT.8.21	Ujnin discípulon nerkan:
MAT.8.21	—Señor, permitiwayraj ñaupajta tataytaraj p'ampaycamunayta.
MAT.8.22	Jesustaj nerkan:
MAT.8.22	—Nokawan puriy. Wañuskacuna wañuskancunata p'ampachuncu.
MAT.8.23	Jesús discipuloncunawan boteman yaycuspa puriporkan. 
MAT.8.24	Kochapi purichcajtincu, sinchi athun wayra jatarerkan. Ajinamanta boteman unu junt'aycuspa uqhuman chincaycuchipuchcarkan. Jesustaj puñupuska. 
MAT.8.25	Discipuloncuna rijch'achimorkancu, nispa:
MAT.8.25	—¡Señor, salvawaycu! ¡Unuman chincaycapuchcanchisña!
MAT.8.26	Jesús nerkan:
MAT.8.26	—¿Imaraycutaj sinchita manchachicunquichis? Pisi creeyniyoj canquichis.
MAT.8.26	Sayariytawantaj wayrata kochatawan c'amispa, thaniycucherkan. 
MAT.8.27	Paycunataj musphaspa ninacuchcarkancu:
MAT.8.27	—¿Imayna runataj cayri, wayrapas kochapas c'amejtin, casunancupajri?
MAT.8.28	Gadara jallp'aman, Galilea kocha chimpaman chayarkancu. Iscay sajra espirituyoj runacuna sepulturanejmanta llojsimuspa, Jesusman chimpaycorkancu. Sinchi sajra caskancuraycu, chaynin ñanta ni pipas pasayta aterkancuchu. 
MAT.8.29	Wajach'acuspa, nerkancu:
MAT.8.29	—¡Jesús, Diospaj Churin! ¿Ima ruwanayquitaj nokaycuwan? ¿Nokaycu ñac'arichejchu jamunqui, manaraj ñac'arinaycu tiempopi?
MAT.8.30	Carupachapi achqha qhuchicuna miqhuchcarkancu. 
MAT.8.31	Sajra espiritucunataj Jesusta rogarkancu:
MAT.8.31	—Katerkonawayquichis cajtenka, qhuchicunaman yaycojta dejawaycu.
MAT.8.32	Jesustaj nerkan:
MAT.8.32	—Puriychis —nispa.
MAT.8.32	Sajra espiritucunaka runacunamanta llojsipuspa, qhuchicunaman yaycuraporkancu. Qhuchicunataj sayaj khata pataman phawaspa, kochaman chhokaycucorkancu, chaypitaj miquicuspa wañurarkancu.
MAT.8.33	Qhuchi michejcunataj chayta ricuspa, llajtaman phawaspa willamorkancu tucuy ima pasaskanta sajra espirituyoj runacunamanta. 
MAT.8.34	Chay llajtamanta tucuy runa llojsimorkancu Jesús cachcaskan lugarman. Taripaspataj rogarkancu chay lugarmanta puripunanpaj.
MAT.9.1	Jesús boteman yaycuspa kocha chimpaman puriporkan. Chayaporkantaj llajtanman. 
MAT.9.2	Chaypitaj uj such'u runata apamorkancu, callapupi wantuspa. Jesús creeynincuta ricuspa, onkoskaman nerkan:
MAT.9.2	—Animacuy, wawáy; juchayquicuna perdonaskaña.
MAT.9.3	Leymanta yachachejcunataj pensarkancu: “Payka niskanwan Diosta phiñachin.” 
MAT.9.4	Jesús cay jinata pensaskancuta yachaspa, taporkan:
MAT.9.4	—¿Imaraycutaj mana allinta pensanquichis? 
MAT.9.5	¿Maykentaj astawan fácil ninari: ‘Juchayquicuna perdonaska’, icha ‘Jatariy, puripuy’ ninachu? 
MAT.9.6	Noka ricuchiskayquichis Tataj Churenka atiyniyoj caskanta, cay pachapi juchacunata perdonananpaj.
MAT.9.6	Such'uman nerkan:
MAT.9.6	—Kanta niyqui, jatariy. Puñunayquita okharispa, wasiyquiman puripuy.
MAT.9.7	Such'utaj sayarispa, wasinman puriporkan. 
MAT.9.8	Chayta ricuspa, runacunaka mancharicorkancu. Diostataj alabarkancu cay jina atiyta runaman koskanmanta.
MAT.9.9	Chaymanta Jesús puripuspa, Mateota ricorkan Romapaj impuesto cobrana lugarpi tiyachcajta. Payta nerkan:
MAT.9.9	—Nokawan puriy.
MAT.9.9	Mateotaj sayarispa paywan puriporkan.
MAT.9.10	Jesús Mateopaj wasinpi miqhuchcarkan. Miqhuchcajtin, achqha impuesto cobraj runacuna waj juchasapacunapiwan chayamuspa, Jesuswan discipuloncunapiwan cusca mesapi tiyaycorkancu. 
MAT.9.11	Chayta ricuspa, fariseocuna discipulocunata taporkancu:
MAT.9.11	—¿Imaraycutaj yachachejniyquichis impuesto cobrajcunawan juchasapacunapiwan miqhun?
MAT.9.12	Jesús chayta uyarispa, nerkan:
MAT.9.12	—C'uchicunaka medicota mana necesitancuchu, manachayri onkoskacunalla. 
MAT.9.13	Puriychis, cay Escriturata yachakamuychis: ‘Qhuyapayacojta munani, mana religión junt'ajllatachu.’ Mana ‘sumaj runa cani’ nejcunata wajajchu jamuni, manachayri juchasapacunallata.
MAT.9.14	Juan Bautistapaj discipuloncuna Jesusman chimpaycuspa taporkancu:
MAT.9.14	—Nokaycu fariseocunapiwan sinchita ayunaycu. Discipuloyquicunari ¿imaraycutaj mana ayunancuchu?
MAT.9.15	Jesús paycunaman nerkan:
MAT.9.15	—¿Atincumanchu casamientoman invitaskacuna llaquiska cayta, novio paycunawan cachcajtinri? Chaywanpas, tiempo jamonka novio paycunamanta kechuska cananpaj; chhica ayunankacu.
MAT.9.16	“Mana pipas mauc'a p'achataka mosojwan remendanchu, imaraycuchus mosoj remiendoka mauc'a p'achata astawan athunta lliq'ipunman. 
MAT.9.17	Nitaj mosoj vinota mauc'a kara botaman jich'aycuncumanchu, imaraycuchus mosoj vinoka mauc'a botata t'ojachinman. Vinotaj jich'arparicunman, kara botapas lliq'icapunman. Chayraycu mosoj vinotaka mosoj karaman jich'aycuna, ajinapi iscaynincu sumajta canancupaj.”
MAT.9.18	Jesús parlachcajtinraj, judiocunapaj uj jefen chayamuspa, ñaupakenpi konkoriycuspa nerkan:
MAT.9.18	—Ususiy cunitan wañuporkan. Kan jamuwaj, maquiyquitataj pay pataman churawaj chayka, causaripunman.
MAT.9.19	Jesustaj sayarispa, discipuloncunawan jefewan cusca puriporkan. 
MAT.9.20	Uj warmi chunca iscayniyoj wataña yawar apaywan onkoska carkan. Chay warmitaj khepanejmanta Jesusman chimpaycuspa, p'achanpaj cantonta llanqhaycorkan. 
MAT.9.21	Chay warmi pensarkan: “P'achallantapas llanqharisaj chayka, alliyapusaj” nispa. 
MAT.9.22	Jesustaj cutirispa, warmita ricuspa, nerkan:
MAT.9.22	—Animacuy, wawáy. Alliyachiska canqui creeskayquiraycu.
MAT.9.22	Chhicamantapacha alliyaporkan.
MAT.9.23	Jesús judiocunaj jefenpaj wasinman chayaspa, ricorkan música tocajcuna listoña caskancuta p'ampaj purinancupaj. Achqha runacunataj kaparispa wakarachcarkancu. 
MAT.9.24	Jesús paycunata nerkan:
MAT.9.24	—Caymanta llojsiychis. Cay wawaka mana wañuskachu, puñuchcallan.
MAT.9.24	Runacunataj Jesuspaj niskanmanta asicorkancu. 
MAT.9.25	Jesús runacunata llojsichispa, wasi uqhuman yaycorkan. Maquinmanta wawata jap'iycojtin, wawaka sayariporkan. 
MAT.9.26	Chay ruwaskantaj tucuynejpi yachacorkan.
MAT.9.27	Jesús chaymanta puripuchcajtintaj, iscay ñausacuna khepanta katerkancu wajach'acuspa:
MAT.9.27	—¡Davidpaj Churin, qhuyapayawaycu!
MAT.9.28	Jesús wasiman chayajtin, ñausacunaka chimpaycorkancu. Jesustaj paycunata taporkan:
MAT.9.28	—¿Creenquichischu atiyniyoj caskayta, cayta ruwanaypaj?
MAT.9.28	Paycunataj nerkancu:
MAT.9.28	—Arí, Señor, creeycu —nispa.
MAT.9.29	Jesustaj ñawincuta llanqhaycuspa, paycunata nerkan:
MAT.9.29	—Creeskayquichisman jina ruwaska cachun.
MAT.9.30	Wajmanta ricucaporkancu. Jesustaj paycunata sinchita nerkan:
MAT.9.30	—Ama ni piman cayta willanquichischu.
MAT.9.31	Paycunataj llojsiytawan, Jesuspaj ruwaskanta tucuynejpi willararkancu.
MAT.9.32	Alliyaska ñawiyojcuna llojsipuchcajtillancuraj, sajra espiritupaj jup'ayachiskan runata Jesusman pusamorkancu. 
MAT.9.33	Jesús sajra espirituta katerkojtin, jup'aka parlaporkan. Runacunataj musphararkancu:
MAT.9.33	—¡Ni jayc'ajpas Israelpi cay jinaka cajchu! —nispa.
MAT.9.34	Fariseocunataj nerkancu:
MAT.9.34	—Cay runaka sajra espiritucunaj jefenpaj atiyninwan waj sajra espiritucunata katerkon.
MAT.9.35	Jesús tucuy llajtacunata estanciacunatawan purerkan sinagogacunapi yachachispa, Diospaj gobiernonmanta sumaj evangeliota willaspa, tucuy ima onkoskacunata nanaskacunatapas alliyachispa. 
MAT.9.36	Achqha runacunata ricuspa, paycunata qhuyapayarkan. Paycuna cachcarkancu llaquiska, sakerpayaska, mana michejniyoj ovejacuna jina. 
MAT.9.37	Discipuloncunaman nerkan:
MAT.9.37	—Ciertopuni, achqha ajthapinaka, llanc'ajcunataj pisilla. 
MAT.9.38	Chayraycu kancunaka ajthapinapaj Dueñonmanta mañaychis llanc'ajcunata cachamunanpaj okharejta.
MAT.10.1	Jesús chunca iscayniyoj discipuloncunata wajarkan. Paycunamantaj atiyta korkan sajra espiritucunata katerkonancupaj, tucuy imawan onkoskacunata nanayniyojcunatapas alliyachinancupaj. 
MAT.10.2	Chunca iscayniyoj apostolcunapaj sutincu caycuna: ñaupajka Simón, Pedro niska, wauken Andrespiwan; Zebedeopaj churincuna Santiago Juanpiwan; 
MAT.10.3	Felipe, Bartolomé, Tomás, Romapaj impuesto cobraj Mateo, Alfeopaj churin Santiago, Tadeo, 
MAT.10.4	Simón cananeo niska, Jesusta vendiycoj Judas Iscariotepiwan.
MAT.10.5	Jesús chay chunca iscayniyoj apostolnincunata cacharkan nispa: “Ama yaycunquichischu mana judiocunapaj llajtancunaman, nitaj Samaria runacunapaj llajtancunamanpas, 
MAT.10.6	manachayri Israelpi caj oveja jina chincaska runacunaman puriychis. 
MAT.10.7	Puriychis, willaramuychis Diospaj gobiernon kayllamuskantaña. 
MAT.10.8	Onkoskacunata alliyachiychis, wañuskacunata causarichiychis, lepra onkoyniyojcunata alliyachiychis, runacunamanta sajra espiritucunata katerkoychis. Kancunaman kasilla atiyta koyquichis, kancunapas kasilla ruwanquichis.
MAT.10.9	“Ama apaychischu kolketa, korita, cobretapas, 
MAT.10.10	nillataj miqhuna apana saquillata, ni cambiacunapaj p'achata, ni iscay abarcacunata, ni bastontapas, imaraycuchus llanc'ajka derechoyoj miqhuchiska cananpaj.
MAT.10.11	“May llajtamanpas estanciacunamanpas chayaspaka, sumaj runata masc'aychis. Paypaj wasinpi alojacuychis pasapunayquichiscama. 
MAT.10.12	Wasiman yaycuspa, saludaychis: ‘Diospaj sonko tiyaycuynin kancunawan cachun’ nispa. 
MAT.10.13	Wasipi cajcuna sumaj runacuna cajtenka, Diospaj sonko tiyaycuyninwan bendiciska cankacu. Sajra runacuna cajtincutaj, mana bendiciskachu cankacu. 
MAT.10.14	Mayllapipas mana jap'ekayta ni uyariytapas munasunquichischu chayka, chay lugarmanta llojsipuychis. Chaquiyquichispi caj polvotapas thalaraychis paycuna contra. 
MAT.10.15	Segurayquichis, juicio p'unchaypeka chay llajtapaj astawan ñac'ariy canka Sodomamanta Gomorramantawan nejtenka.
MAT.10.16	“¡Uyariychis! Cunanka ovejacunata jina cachachcayquichis lobo jina sajra runacunapaj chaupinman. Palli jina allin yuyayniyoj caychis, paloma jinataj mana dañota ruwaspa. 
MAT.10.17	Cuidacuychis, autoridadcunaman entregasunquichis, sinagogacunapi bajtasunquichis. 
MAT.10.18	Nokaraycu gobernajcunapaj ñaupakenman apaska canquichis. Jinapi nokamanta willaranquichis paycunaman, waj dioscunayoj runacunamanpas. 
MAT.10.19	Autoridadcunaman entregajtincu, ama llaquicuychischu, ‘¿Imanasajtaj cunanri?’ nispaka, nitaj pensaychischu imaynata ninayquichista. Chay ratopi Dios imatacha kosunquichis, chayta parlaychis. 
MAT.10.20	Mana kancunachu parlanquichis, manachayri Tatayquichispaj Santo Espíritun parlachisunquichis.
MAT.10.21	“Uj wauke waukenta entreganka wañuchiska cananpaj. Uj tatapas wawan contra, wawacunapas tatancu contra sayarenkacu wañuchinancupaj. 
MAT.10.22	Nokaraycu tucuypaj chejniskan canquichis. Pichari tucucuycama fiel cajlla, salvaska canka. 
MAT.10.23	Mayken llajtallapipas chejnisunquichisman chayka, waj llajtamanñataj escapaychis. Segurayquichis, manaraj Israel llajtacunapi willarayta tucuchcajtiyquichis, Tataj Churenka jamonka.
MAT.10.24	“Ni mayken discipulopas yachachejninmanta nejtin astawan curajchu, nitaj uywaskapas patronninmanta nejtenka. 
MAT.10.25	Discipuloka contentacunan yachachejnin jina caskanwan, uywaskapas patronnin jina caskanwan. Wasiyojtapas ‘Beelzebú supay’ nichcaspaka, ¡imatarajchá nenkacu wasiyojpaj familiantaka!
MAT.10.26	“Ama runacunata manchacuychischu. Tucuy pacaska sut'inchaconka, yachaconkataj. 
MAT.10.27	Tucuy imata tutayajpi kancunaman niskayta, sut'i p'unchaypi niychis. Pacapi niskaytapas, altos patamanta wajach'acuychis. 
MAT.10.28	Cuerpota wañuchejcunata ama manchaychischu; imaraycuchus almayquichistaka mana infiernoman wijch'uyta atincumanchu. Astawanka Diosta manchacuychis. Payka cuerpota wañuchispa, almayquichista infiernoman wiñaypaj wijch'uycuyta atinman.
MAT.10.29	“¿Manachu iscay pisketota vendincu uj kolkellapi? Chaywanpas Dios Tatayquichis mana nejtenka, ni uj pisketollapas jallp'aman urmakanmanchu. 
MAT.10.30	Ajinallatataj umayquichispi caj chujchayquichiscunapas ujmanta uj yupaska. 
MAT.10.31	Ajinaka ama manchacuychischu. Kancunaka Diospaj astawan valinquichis achqha pisketocunamanta nejtenka.
MAT.10.32	“Pillapas runacunapaj ñaupakenpi nokapaj caskanta willacojtenka, nokapas janaj pachapi cachcaj Tataypaj ñaupakenpi nokapaj caskanta nillasajtaj. 
MAT.10.33	Pillapas runacunapaj ñaupakenpi negawajtaka, nokapas janaj pacha Tataypaj ñaupakenpi negallasajtaj.
MAT.10.34	“¿Pensanquichischu cay pachapi caj runacuna allinpi canancupaj jamuskayta? Manami, manachayri chejninaska cayta ch'ajwaytawan apamuni. 
MAT.10.35	Nokaka partiraj jamuni churita tatan contra, ususita maman contra, khachunitataj suegran contra. 
MAT.10.36	Ajinaka enemigoyquichis sapa ujpaj canka quiquin parienteyquichismanta.
MAT.10.37	“Pichus nokata munacuwaytapacha tata mamanta astawan munacun chayka, mana nokapajta canmanchu. Ajinallatataj pichus nokata munacuwaytapacha churinta ususinta astawan munacun chayka, mana nokapajta canmanchu. 
MAT.10.38	Pichus wañunancama sufrispapas nokawan purejka, nokapajta canka. 
MAT.10.39	Causaynillanta salvayta munajka, chincachenka; nokaraycu causayninta chincachejka, salvaconka.
MAT.10.40	“Pichus kancunata jap'ekajka, nokata jap'ekawan; nokata jap'ekajtaj, cachamuwaj Tatayta jap'ekan. 
MAT.10.41	Pichus uj profetata jap'ekajmanka, Diosmanta parlaj caskanraycu, Dios kollankataj imaynatachus uj profetanman kon jinata. Pichus sumaj runata jap'ekajmanka, sumaj caskanraycu, Dios kollankataj imaynatachus sumaj runaman kon jinata. 
MAT.10.42	Maykenpas wawa jina humilde creyentecunaman, nokawan purej caskanraycu, uj vaso chiri unullatapas konman chayka, segurayquichis, Dios payman bendicionta kollankataj premiota jina.”
MAT.11.1	Jesús chunca iscayniyoj discipuloncunata yachachiyta tucuchaspa, waj llajtacunaman puriporkan yachachej, evangeliota willaj.
MAT.11.2	Juan Bautista carcelpi cachcajtin, payman willarkancu Cristo ruwachcaskanmanta. Chayraycu iscay discipuloncunata Jesusman cacharkan, 
MAT.11.3	tapunancupaj: “¿Kanchu canqui jamunan carkan chay, icha wajtachu suyasajcu?” nispa.
MAT.11.4	Jesús contestarkan: “Puriychis, Juanman willamuychis ricuskayquichista uyariskayquichistawan: 
MAT.11.5	Ñausacuna ricucuncu, such'ucuna purincu, lepra onkoyniyojcuna alliyancu, rojt'ucuna uyarincu, wañuskacuna causarincu, pobrecunamantaj salvación evangelio willaraska. 
MAT.11.6	¡Cusicuyniyojmi nokapi confiacuskanta mana chincachicojka!”
MAT.11.7	Juanpaj discipuloncuna cutipojtincu, Jesús Juanmanta parlayta kallarerkan nispa: “¿Imatataj ch'usaj pampapi ricumorkanquichis? ¿Wayrapaj chuqui cuyuchiskantachu? 
MAT.11.8	Mana chayri, ¿imatataj khawaj llojserkanquichis? ¿Sumaj fino p'achayoj runatachu? Kancuna yachanquichis, fino p'achayojcunaka gobernajcunapaj wasincunapi tiyancu. 
MAT.11.9	¿Imatapunitaj khawaj llojserkanquichis? ¿Uj Diosmanta parlaj profetatachu? Arí, ciertotapuni niyquichis, profetamantapas Juan astawan curajraj. 
