MAT.1.1	SIN AK'SIN Jesus Christ David okkuai' Abraham okkuai' un'ix o sĭnaks' oaiĕxĕsts. 
MAT.16.21	Annik' Jesus itaumŭtŭp'anĭstsĭnomoyiuax otŭsksĭnĭmats'ax manĭstakittappopi Jerusalem, manĭstaks'ipuinaistoto'awpianaie omŭx'ĭmĭx ki omŭk'atoiapiekuax ki ai'sĭnakix, ki manistaks'enitawpiauaie, manistaks'ipuauĭstotoawpiuaie nioks'kai ksĭstsikui. 
MAT.16.22	Peter itŭmo'toyiuaie, ki aumŭtŭp'sitsĭpsattsiuaie, ki an'iu, Nin'a kŏkŭnĭstsĭp'piokosi; matakittotstsiu'ats ksĕsto'a. 
MAT.16.23	Ki itapotŭkau'aie, ki an'ĭstsiuaie Peter apŭt'tokokit, Satan; kŏk'kĭtstsskĭmskŭki; kimatsskŭmau'ats Ap'ĭstotokiŭă kitsksska'tŭksists annom' ksŏkkum. 
MAT.16.24	Itŭmanĭstsiuax otŭsksĭnĭmats'ax Iststsi'ki matap'pi makopokiuo'ŏssi nĕsto'a, ŭnnianĭst'auŭtsikĭmatsĭstotos, ki ŭnnianĭstto'tsĭs otauai'staksĭnni, ki ŭnnianĭstopokiuos nĕsto'a. 
MAT.16.25	Annŏk'aiakitsikŏmotsepiosiuok opai'tappiisĭnni, akatstomaie': ki annŏk' itai'akatstomŏk opai'tappiisĭnni, nĕstoi umutak'atstomaie, ai'akokonimaie. 
MAT.16.26	Tsanetso'ă matap'pi ak'okuiĭstŭpasokuiĭm'ats minan'attŭssi kŏnŭs'ksŏkkum, ki atsto'si otsipai'tappiisĭnni? Awx'a otai'akokotawpiaie opai'tappiisĭnni? 
MAT.16.27	Nin'au okku'i akototo'yĭnaie Un'ni ots'tsapĭnasĭnni ki oto'tokatatsix akopokiuo'iax, ki kŏnai'tappix manĭstsi'piĕsts otap'otŭksuauĕsts ak'ŭnĭstokotsiuax. 
MAT.16.28	Kit au'mŭnĭstopuau stsik'ix annom' itai'puyiau, mataksattotsĭm'axau eĭno'sĭnni otsauomai'noŏsau nĭn'au okku'i otsĭn'aipuksipusi mŏks'ĭnaiisi.
MAT.17.1	OTAIKSIUO'ĔSTS nauyi ksĭstsikuĭsts Jesus mat'toyiuax. Peter, James, ki John oskŭn', ki itŭnĭstŭpĭp'iuax spi'tummo. 
MAT.17.2	Ki otsakiainoŏsauaie it'oketsistŭmiĭnai; ki ostoksĭs'i ĭkkŭn'natsiuaie manist'ĭkkŭnnasuyipi nato'si, ki otsĭstotos'ists ksix'ĭnatsiĕsts manĭsti'ksĭxĭnatspi ksĭstsikui. 
MAT.17.3	Ki sat'sit, itsina'kuaiĕmiau Moses ki Elias, ki ai'sĭtsĭpsattsiauaie. 
MAT.17.4	Peter itŭm'anĭstsiuaie Jesus, Nin'ă, ŏkh'siu annom' nŏk'ittaupisĭnan: ŏkh'sitŭkkieniki, nŏkapĭstutsĭsĭnan annom' nioks'kai api' manists; tuks'kăii kŏksinan'attosi, ki tŭks'kaii Moses mŏksinan'attosi, ki tuks'kaii Elias mŏk sinanattosi. 
MAT.17.5	Otsakiai'puyĭssi, sat'sit ĭkkŭn'aisoksĭstsikuyi ituyi'kŭnakoaiau: ki sat'sit, epo'awsĭnni itots'tsiu assoksĭs' tsikui, ki an'iu, Am'o nitŭk'omĭmokos nitsekŏkh'sĭmmau; okh'tok. 
MAT.17.6	Ki ŭsksĭnĭmats'ax otokh'tsĭsauaie itopi'iau ostokso'auĕsts, ki eks'kaikopumiau. 
MAT.17.7	Ki Jesus ito'to, ki i tsĭxen'iuax, ki an'iu, Nipuauk', ki piniko'puk. 
MAT.17.8	Ki ot'sŭpsau matsĭnnuyiau'axau matappix, kaks'ĭnnuyiau Jesus. 
MAT.17.9	Ki nituin'moyi otsĭnĭssat'tosau, Jesus itsem'iuax, ki an'iu, Pinanĭs'tok matap'pi kitsĭnip'uauĕsts, Nĭn'au okku'i otsauomăt'sipuausi eĭnsĭn'ni. 
MAT.17.10	Ki otŭs'ksĭnĭmatsax aisŭppoŏttsesat tsiauaie, ki an'iau, mauk'auaniĭsksĭxau ai'sĭnakix ak'otomoto Elias? 
MAT.17.11	Ki Jesus nokŭt'anĭstsiuax, E'mŭniu, Elias ak'otomoto, ki akokŏnau'kŏmototom. 
MAT.17.12	Ki kitan'ĭstopuau, Elias ŭk'auto, ki matsksĭnnuyiu'axauaie ki nitsĭs'tutuyiauaie manĭstŭp'stapiau. Neto'yi akŭnĭstai'puĭnattsiauaie Nĭn'au okku'i. 
MAT.17.13	Itŭm'ĭsksĭnĭmiau ŭsksĭnĭmats'ax umutai'sitsĭpsi John Baptist. 
MAT.17.14	Otsito'tosau o'tappiisĭn'na, nĭn'aii otsito'taakaie itsito'topĭstuksĭsano'piĭnaie, ki an'iu, 
MAT.17.15	Nin'a kĭm'ĭs noko'a; au'atusĭnau ki eks'ipuĭnŭm: ai'kapitsuiopiu istsii ki ai'kapitsuiopiu okke'. 
MAT.17.16	Ki nitsitotsip'iaiauaie kĭtŭsksĭnĭmats'ax ki matokotokuttotu yiuaxauaie. 
MAT.17.17	Jesus itŭm'ăniu, o'sauomaitŭkkesĭnna ki otapok'apitappisĭnna! Tsanetso'a kitakopokau'pimopa? Tsanetso'a kitak'itsitattopu aua? Puksipĭp'potokĭk. 
MAT.17.18	Ki Jesus seĭtsĭp'sattsiuaie sauum'itsĭstaaw; ki itsŭksiinai; ki annik' pokau' ikut'totoau. 
MAT.17.19	Ŭsksĭnĭnats'ax itŭm'itotoiauaie Jesus ki an'iau, numauk'sauokotsatŭppiksĭstŭnan? 
MAT.17.20	Ki Jesus an'ĭstsiuax, Kitsauomai'tŭksĭnni: kĭtau'mŭnĭstopuau, kemŭk'enŭkotsĭssi kitaumai'tuksĭnni, manĭst'omŭkopi mustard itotai'sŭpipumauopi kitakokot'anĭstop am'om netum'moyi ŏk'ŭmĭstŭpotosi omim', ki ak'itŭpitsiu; ki matakitstsipa kikŭt'taakokotsĭstutsipuaii. 
MAT.17.21	Am'oi ŭnanĭstap'pi matomai'sŭxiuats saiits'tsĭsiau a'tsĭmoiikani ki sauau'yisĭnni. 
MAT.17.22	Ki otsa'kiitaupĭssau Galilee, Jesus an'ĭstsiuax, Nin'au okku'i ak'okotau matap'piĭx: 
MAT.17.23	Ki aks'inittsiauaie, ki nioks'kasi ksĭstsiku'ĭsts, akŭtsitsipua'atsau. Ki eks'kaĭkikĭnetŭkkiau. 
MAT.17.24	Ki otsĭtto'tosau Capernaum, anniks'isk au'tujixk mix'kim, itoto'iau Peter, ki an'iau, kŭttomisauaiponitau'atskitsĭn'aim? 
MAT.17.25	An'iu, A, ki otsipĭs'si nap'ioyĭs Jesus i'tomsitsipsattsiuaie, ki an'iu Tsa kitsta'pa, Simon? Tŭkka' au'tuyiua mĭx'kĭm ksŏkkum ĭstsĭn'ax? Otauŭt'okosĭx, ki pie'tappix? 
MAT.17.26	Peter an'ĭstsiuaie. Pie'tappix. Jesus an'ĭstsiuaie, o'kosoauax matakotŭmaiponitau'atsax. 
MAT.17.27	Ki, nŏkstaisau'kosatsŏsau ĭs'tŭpuk omŭk'sikĭmi, ki suia'piksĭstsĭs amik'atsĭs, ki mammi kitotom'omikani mattos'; ki pakuiĭn'ainiki kitak'okonoau mix'kim: annŏk' mattos', ki ko'tsĭsau, kitak'siponitanuni.
MAT.18.1	AN NIK' otŭsksĭnĭmats'ax itoto'iau Jesus ki an'iau, Tŭkka' mĭstŭpomŭksĭm'a spots' im istsĭn'naiisinni? 
MAT.18.2	Ki Jesus itsĭn'ikŏttsiuaie inŭk'sipoka ki itŭt'sikipotoyiuax. 
MAT.18.3	Ki an'iu, kitau'mŭnĭstopuau saiisau'aitsinoeniki, ki saie'tumanĭstsĭnoeniki inŭk'sipokax, kimataksipi'puaua spots'im ĭstsĭn'naiisĭnni. 
MAT.18.4	Annŏk' aks'inŭksipokaĭstutosiuŏk manĭst'inŭkstsĭmipi am'o pokai'i, itsĭs'tŭpomŭksĭm spots'im ĭstsĭnnaiisĭnni. 
MAT.18.5	Ki annŏk' ak'autuyiuŏk tuks'kai inŭk'sipokaiĭstotosiĭsk, nĕsto'i nitau'tok. 
MAT.18.6	Ki annŏk'ĭstsskĭm'skŭkiats'iuŏk tuks'kŭmi anniks'ĭsk inŭk'sipokaxk nitau'maitokixk, ŏkh'siu pikiak'iokotoki kĭn'attossaie, ki inets'ĭssi omŭk'sikĭmi. 
MAT.18.7	Istsskĭm'skŭksĭnni it'okapiu ksŏkkum, Istsskĭm'skŭksĭsts ak'itotoiau; ki annŏk' nĭn'auŏk paiuk'sipĭppotomŏk ĭstsskĭm'skŭksĭnni, aks'ksĭnĭmaie maka'pi! 
MAT.18.8	Ŭn'nikaie kotsĭs' ki kokŏt'si ĭstsskĭmskŭkiats'otsenikiau, kŏksĭnit'au, ki mĭs'tŭpapiksĭstaiau: itŏkh'siu kŏk'kitsipĭssi opai' tappiisĭnni kŏks'ĭstsekaiisi ki kŏk'opokŏksi, kŏkstaitŭp'apixĭkŏsi kŭttaiaiapunstsiuasi ki kitai'akokŏtsĭsts ki kitai'akŏtsĭsts. 
MAT.18.9	Ki koŏps'pi ĭstsskĭm'skŭkiatsotseniki, sauau'tos, ki mĭs'tŭpapiksĭstsĭs: itŏkh'siu kŏk'kitsipĭssi opai'tappiisĭnni tuks'kŭm moŏps'pa; kŏkstaitŭp'apixĭkosi kŭt'taiaiapunstsiuasii, ki kitaiakoŏpspix. 
MAT.18.10	Mokŏk'ik kŏk'stauksĭstotoawsi tuks'kumă am'oksk inŭks'tsĭmix: kitan'ĭstopuau spots'im oto'tokatatsuauax ŭsks'skatsĭmiau Nin'a ostoksĭs'aie spotsim otsitau'pipi 
MAT.18.11	Nĭn'au okkui ito'to mŏkitsikŏmotse'piŏsaie annŏk' at'stauŏk. 
MAT.18.12	Tsa kitŭs'tapuau? Nin'an minan'attŭssi kepĭp'pi emŭk'ikĭnax ki tuks'kŭmi itŭnĭs'tapu, kŭttomisauŭsskĭtsĭmiu'axau piksĭp'pi piksi'koputsi, ki kŭttomisauaitappo'ats netum'moĭsts, ki kŭttomisauapsŭmmiuats annŏk' nittŭppu'ŏk? 
MAT.18.13	Ki ikŭm'okonoŏssaie, kitau'mŭnĭstopuau manĭstse'tametŭkkipiax piksĭp'pi piksi'koputsi otsaiĭs'tapusax itsĭs'tŭpskaietametŭkkiu annŏk' ikon'ĭmauŏk. 
MAT.18.14	Neto'i omat'sitsitanats Kin'ă spots'im tuks'kŭmi anniks'isk inŭx'tsimixk mŏk'saiinakuaiĭssau. 
MAT.18.15	Stsik'i, kumu'pappiipi sauo'kŏmotsĭstototseniki, matan'ĭstsĭs otsauo'kŏmotsitappiisĭnni, ksĕsto'a ki osto'i namĭs tsitappiik; okh'totseniki kitse'motsau kumu'pappiipi. 
MAT.18.16	Ki saiiokh'totseniki, tuks'kŭm tsŏktau na'tokumix pokitappomĭsau, kŏnai'poawsĭsts mŏks'eikosau, otokh'tsĭsau natsitappix, tsoktau nioks'kaitappix. 
MAT.18.17	Ki sauokli'toŭsax, anĭstsĭs'church: ki sauŏkh'tsĭssi church, ŭnnianists'is sai'etŭkkiuă ki publican. 
MAT.18.18	Kitau'mŭnĭstopuau, kitsit'aiipipi ksŏk'kum, akitaiipip spots'im: ki kitsitapotsippi ksŏkkum, akŭtsitapotsip spots'im. 
MAT.18.19	Kimat'anĭstopuau, netum'anistsitsitainoainiki kitak'aukŏmŏnisuai, Nin'a spots'im aks'ĭstutomoyiuaxaie. 
MAT.18.20	Natokŭmi tsoktau nioks'kŭmi nitsĭn'ikŏsim itsitomo'oaupi nĭt'sitaitŭtsikiaupi. 
MAT.18.21	Peter itŭmitotoaie, ki an'ĭstsiuaie, Tsanetso'awtau numu'pappiipa nŏksauumitsĭstu-tuyĭssi, ki nŏks'ksĭnnoŏssi? Akokitsikaiasts? 
MAT.18.22	Jesus an'ĭstsiuaie, Kimatanĭstopa ikĭt'sikaiĕsts, ikitsikippuiĕsts ikit'sikaiĕsts. 
MAT.18.23	Spots'im ĭstsĭn'naiisĭnni nitum'anĭstsiu omŭx'ĭna annŏk' ak'okŏkitsĭmaiauŏk otsitappim'ix. 
MAT.18.24	Ki otau'mŭtŭpŭkstŭkkisi tuks'kŭm ot'sittotsippotokaie, ke'pi omŭk'sikepĭppoyi mix'kĭmix otai'akokotopixaie. 
MAT.18.25	Otsai'itstsĭssi mŏkokotŏsai'e, Otsĭn'aim an'iĭnaie mŏk'apikosaie, ki otokem'an ki o'kosix ki otokŏnai'nanĭsts, ki mŏkotoku'yĭsax mĭx'kimix. 
MAT.18.26	Otsitappimi itopĭstuksĭsano'piĭnaie ki atsĭmmĭmmi'ĭnaie ki an'iĭnaie Nin'a, pinane'tŭkkit ki kitaksŭpanĭs'tsokoto. 
MAT.18.27	Ki annŏk' matap'piuŏk otsĭn'aim kaiĭm'iuaie ki paio'toyiuaie ki ŭnnim iks'ksĭnnuyiuaie. 
MAT.18.28	Ki neto'ŏk matap'piuŏk sŭx'iu, ki tukskŭm'i otopok'apotŭkkimix ikon'oyiuaie otai'akokok'isk kepĭp'pii a'pŭnasainix; ki een'iuaie, ki paiu'tsĭniuaie ki an'iu, Ponitat' kitai'akokokipix. 
MAT.18.29	Ki otopokapotŭkkim'i itoipĭstuksĭsanopiĭnaie, ki aukŏm'ŏnĭstsiuaie, ki an'iu, pinane'tŭkkit ki kitaksŭpanĭstsokoto. 
MAT.18.30	Ki matŏkhsitŭkkiu'ats; ki itappo' ki itsipsts'tapiksĭstsiuaie itai'okiakiopi, otsauomaisŭpanĭstsiponitasaie mŏkstaisŭksaie. 
MAT.18.31	Otopok'apotŭkkimix otsĭnĭs'sax eks'kaĭkikĭnĕtŭkkiau, ki ito'toiau, ki otsĭn'aimoauai aiitsĭnikuyiauĕsts. 
MAT.18.32	Ki otsĭn'aim otsĭn'nikŏttossaie, an'ĭstsiuaie, Sauum'itapotŭkkiuă, kitai'akokokipix kitsĭn'omokitan'ikipi: 
MAT.18.33	Kanĭs'tsikĭmopi kumauk'sauanistsikĭmaisks kitopokap'otŭkkimokă? 
MAT.18.34	Ki otsin'aim ĭstse'tŭkki'ĭnai, ki itsitŭpumŭts'kaiuaie pu'ĭnaitappix otsauomai'sŭppiponitassaie. 
MAT.18.35	Neto'i Nin'a spots'im kitak'anĭstotokoau saiisin'ĭminoainiki ku'sskĕtsipŏpuauĕsts kumut'aukĭmaupuai kumu'pappiipix.
MAT.19.1	KI Jesus annists'isk epo'awsĭsts otaiksiu'attosĕsts Galilee itsĭstŭpa'atomaie. Ki Judæa istssoots'ists, Jordan mĭs'taputsim, itoto': 
MAT.19.2	Ki akai'tappix ipokiuo'iauaie; ki annim' ikut'totoyiuax. 
MAT.19.3	Pharisees itoto'iauaie, ki as'saksksĭnnuyiauaie ki an'ĭstsiauaie, ŏkhsiu'ats nĭn'au kŏnai' nŭkŭnĭstapĭsts mŏk'anĭstŭpskoŏsaie otokem'an? 
MAT.19.4	Ki nokŭt'anĭstsiuax kikŭtanĭstop'ats sinak'sĭn, annŏk istsitsap'ĭstutuyiuŏkax ap'ĭstutuyiuax nĭn'au ki ake'u. 
MAT.19.5	Ŭn'nikaie nĭn'au itai'akskitsiu ax un'ni ki oksĭs'tsi, ki ai'akŭkomĭmmiu otokem'an: ki akitum'anĭstoksisakumiau. 
MAT.19.6	Ŭn'nikaie matsĭstokŭm'axau, itse'tumanĭstoksisakumiau. Ap'ĭstotokiua otsipo'totopĭsts, pinits'tsĭs matap'pi mŏkai'aketotosĕsts. 
MAT.19.7	An'ĭstsiauaie, niauk'anii Moses ŏk'okotŏsi sinak'sin, ki ŏk'ŭnĭstŭpskoawsi? 
MAT.19.8	An'ĭstsiuax Moses, kumut'sipotomokoau kitse'usskĕttsipŏppisuai, kŏkotŭnĭstŭp'skoŏssuai kotokem'anoauax; ki istsitsi'i matŭtŭnĭstsiu'ats. 
MAT.19.9	Ki kitanĭstopuau annŏk' akŭnĭstŭp'skuyiuŏk otokem'an, sauau'ŏkotasaie, ki otai'kaokemaitaii stsĭk'i itau'ŏkotau: ki annŏk' ikem'attauŏk itŭp'skoauŏk, itau'ŏkotau. 
MAT.19.10	Otŭs ksĭnimatsax anĭstsiauaie Ŭnnianĭsts'ĭssau nin'au ki otokem'an, matŏkhsiu'ats mŏk'okemsi. 
MAT.19.11	Ki an'ĭstsiuax kŏnai'tappix matokot'otsimaxaie annik' epo'awsĭnik, anniks'isk iko'taxk nittsĭmiauaie. 
MAT.19.12	Itstsi'i iuai'itax itsipo'kaiiau; ki stsĭk'ix matappix iuai'itsiauax, ki stsĭk'ix iuai'itastotosiau, Spots' im istsĭnnaisĭnni umut'uaiĭtastotospiau. Annŏk' ikot'totsĭmŏk ŭnnianĭstots'ĭsaie. 
MAT.19.13	Inŭk'sipokax itotsipotoaii mŏkĭttokhitsikĭns'tsaksax, ki mŏkitatsĭmoiikasi: ki ŭsksĭnĭmats'ax an'ĭstsiauax unnai'e. 
MAT.19.14	Ki Jesus an'iu, Pokĭtsĭm'mokau inŭk'sipokax ki pinanĭs'tokau nŏkstai'puksipaaiĭsau. Ŭn'nianĭstaps'iau spots' im istsĭn'naiisĭnni. 
MAT.19.15	Ki itokhitsikĭns'tsakiuax, ki itsĭs'tŭpaatomaie. 
MAT.19.16	Ki, sŭppĭt, tuks'kŭmi itsitotoiĭnaie ki an'iu, Ŏkhsĭn'ai, tsanĭstap'iua nŏk'ŏkhsĭstutsipi, nŏkkuinan'si ŭsk'sipaitappiisĭnni? 
MAT.19.17	Ki an'ĭstsiuaie, Kumauk'ainikŭk'iks ŏkh'si? Matŭtsitstsipa ŏkhsi, nitŭks'kŭm, Ap'ĭstotokiuă, itŏkh'siu: makitsipim'eniki opai'tappiisĭnni, sat'sitĕsts okŏk'itsĭmanĭsts. 
MAT.19.18	An'ĭstsiuaie Tsĭstsĭmă? Jesus an'iu, kimataksenik'ipa, kimatakau'ŏkotapa, kimataksikŏmos'pa, kimatakitŭp'saiepitspa. 
MAT.19.19	Ŭkomĭm'mĭsau kĭn'a ki kiksĭs'ta; ki, kitak'anĭstŭkomĭmmau kitopokau'pimau kanĭstŭk'omĭmmospi. 
MAT.19.20	Man'ikŏppi an'ĭstsiuaie. Nĭtokŏnŭs' satsipiau am'ostsk nitsŏk'umapiisi. Tsanĭstap'iua nikŭt'tomŭssatsipi? 
MAT.19.21	Jesus an'istsiuaie maksŭpanĭs'tsĭminiki matap'ikŏttoat kitsinan'ipi ki ko'tsĭsau kĭm'atapsix, ki kitak'okuinani treasure spots'im: ki puk'siput, pokiuot' nĕsto'a. 
MAT.19.22	Ki man'ikŏppi otokh'tsĭm'si annik' epo'awsĭnik, itsĭkikĭn'iĭstapu: tŭk'ka ek'akauoi otsinan'ists. 
MAT.19.23	Jesus itŭm'anĭstsiuax otŭsksĭnĭmats'ax, kitau'mŭnĭstopuau, ako'tsapsiuă ak'skotoitsipim spots'im ĭstsĭn'naiisĭnni. 
MAT.19.24	Ki kimat'anĭstopuau aks'ĭstŭpiksĭstspapiu'camel mŏkotsisŭppoksŭx atŭnau'ksis ĭstakŭn'ikai, ki mataksiksĭstspapĭu'ats ako'tsapsiuă mŏk'itsipĭssi spots'im istsĭn'naiisĭnni. 
MAT.19.25	Otŭsksĭnĭmatsax otokh'tsĭmsax ek'skaietŭkkiau, ki an'iau, Tŭkka' akokotsikŏmotse'piau? 
MAT.19.26	Ki Jesus ŭs'sŭmmiuax, ki an'ĭstsiuax matap'pix matokotsĭstutsĭm'axau; Ap'istotokiuă ikotokŏn'apĭstutsimĕsts. 
MAT.19.27	Peter itŭm'anĭstsiuaie, sat' sit, nitokŏnŭsskipĭnan ki nitopokiuo'pĭnan ksĕstu'a. Tsa nitakanĭstokuinan'ipĭnan? 
MAT.19.28	Ki Jesus an'ĭstsiuax, kitau'mŭnĭstopuau, ksĕsto'au kitopokiuo'puau nesto'a, Nĭn'au okkui otak'ittokhittaupĭssi ots'tsapĭnaiso'pŏtsĭs, ksĕsto'au kitak'ittokh ittau pipuau na'tsikoputtuyists asso'pŏtsĭsts kŏkitokŏk'itsĭmattosau Israel ĭstsĭstsikoputsix matap'pix. 
MAT.19.29	Ki anniks'isk skĭm'ixk oko'auĕsts, ki anniks'isk skĭts' ixk umu'pappiipuauax ki ot'akemoauax ki un'oauax, ki oksist'oauax ki otkem'anoauax ki o'kosoauax, kiotsĭn'sĭmmanoauax, nĕsto'i itskĭm' iauĕsts, kepĭp'pi ak'okuyiau, ki akokuinan'attomiau ŭsk'sipaitappiisĭnni. 
MAT.19.30	Ki akai'tappix matom'six ak'sakoĭssiau, ki sako'ĭssix ak'otomsiau.
MAT.20.1	SPOTS' IM ĭstsĭn'naiisĭnni netoi'nitsiu nĭn'au, nap'ioyĭs ĭstsĭn'aim, annŏk kŏk'kŏnisuxiuŏk mŏk'anĭstosi ap'autŭkkix, mŏkapotomoyĭsax otsĭn'sĭmman. 
MAT.20.2	Ki ŏkh'situkkisax mŏkokuyĭsax tuks'kai ksĭstsikui tŭks'kŭmi apŭn'asaini itŭp'skuyuiax otsĭn'sĭmmani. 
MAT.20.3	Ki nioks'kaii itai'ksĭstsikumiopi mat'suxiu, ki stsik'ix nan'nuyiuax nam'itaipuyiax itau'pumopi, 
MAT.20.4	Ki an'ĭstsiuax nokŏt'sitappoak ĭnsĭm'man, ki mokŏm'otsĭssi kitak'okotopuau, ki itappo'iau, 
MAT.20.5	Nau'yi itai'ksĭstsikumiopi, ki piksu'yi itai'ksĭstukumiopi, mat'sŭxiu, ki netoi' mat'anĭstsiu. 
MAT.20.6	Ki nitsiko'puttuyi itai'ksĭstsikumiopi, itsŭx'iu ki ikon'oyiuax stsĭk'ix nam'itaipuyix, ki an'ĭstsiuax konai'ksĭstsikuyi kumaukai'amitaipuisks annom'? 
MAT.20.7	An'istsiauaie mats'itstsipa matap'pi nŏk' anikĭnan. An'ĭstsiuax, Nokŏt'sitappoak ĭnsĭm'man; ki mokŏm'otsĭssi kitak'okuinanipuau. 
MAT.20.8	Ki autŭkkus'si, insĭm'man ĭstsĭn'aim an'ĭstsiuaie otap'otomoki, ninikŏt'sĭsau ap'autŭkkix, ki ko'tsisau saiak'inosattaupiau, matom'okotsĭsau sako'ĭssix, ki tŭm'okotsĭsau matom'six. 
MAT.20.9	Ki ĭstoto'sau nitsiko'puttuyi itai'ksĭstsikumiopi itaumŭtŭp'apotŭkkix, kŏnai'ĭnax ikŏno'kuyiau apŭn'asaini. 
MAT.20.10	Ki matom'six ĭsto'sau, ŭs'taiau mŏkoku'yĭsauaie stsĭk'i; ki ikŏno'kuyiau apŭn'asaini. 
MAT.20.11	Ki otoku'yĭsauaie, itŭpaukape'poawtsiauaie nap'ioyĭs ĭstŏkhsĭn'ai, 
MAT.20.12	Ki an' iau, anniks'isk sako'ĭsixk nituk'skau itai'ksĭstsikumiopi itapotŭkkiau, ki kanĭstokotaiau kanĭst'okokipĭnan ki ksĭstsiku'i ĭstsiksĭs'tutsĭssĭnni nitap'autŭkkipĭnan. 
MAT.20.13	Ki an'ĭstsiuaie tuks'kŭmi, Napi'a, kimat'omaikĭmatsĭstotopa: kikŭt'tomaiŏkhsitŭkkipa tuks'kŭmi apŭn'asaini? 
MAT.20.14	Matsit' kitsinan' ki mĭs'taput; nitak'anĭstokotau am'o sako'ĭssiu kanĭst'okotopi. 
MAT.20.15	Kŭttomŏkhsiuats nitsinan' nanĭstsitsitapi nŏk'anĭstutsĭssi? Kŭtaukapiu'ats koŏps'pi, mŏk'ŏkhsĭssi nitsinan'? 
MAT.20.16	Ki sako'ĭssix akotom'siau, ki matom'six ak'sakoĭssiau; tŭkka akaiĕm'ix ni'nikŏttaiau, ki un'natosĭmix mat'toaiau. 
MAT.20.17	Ki Jesus otsitŭpamĭssosi Jerusalem, na'tsikoputtsix otŭs'ksĭnĭmatsax itŭnĭstŭpĭp'iikax, ki an'ĭstsiuax, 
MAT.20.18	Sat' sit aitŭpamĭssau'op Jerusalem, ki nĭn'au okku'i akitŭpomŭts'kau omŭk'atoiapiekuax ki ai'sĭnakix, ki akŭnĭstokŏkitsĭmŭt'tsiiauaie mŏks'eĭnsaie. 
MAT.20.19	Ki akŭtsitŭp'omŭtskau Gentiles mŏkitapapĭstotoŏssauaie, ki mŏkitstsipĭs'ossauaie, ki mŏkauai'stŏsauaie; otsoks'kaiksĭstsikusi ak'ŭtsipuau. 
MAT.20.20	Zebedee oku'ix oksĭs'toauai ipok'itotomiauax oku'ix, ki atsĭmmĭm'miauaie, ki au'kŏmŏnĭstsiauaie tuks'kaii. 
MAT.20.21	Ki an'ĭstsiuaie, Tsa kanĭstsitsitapa? An'ĭstsiu aie. Anit am'ox nitai'akokosĭx mŏkittaupĭsau kitsĭn'naiisĭnni, tuks'kŭma netots'i, ki tuks'kŭma e'aksĭsauotsi. 
MAT.20.22	Jesus an'iu, kimatsksĭnip'uaua kitau'kŏmŏnikipuai, Kikŭtaiakokotsĭmipuau annŏk' kos'ŏk nimutai'aksĭmipŭk? Kikŭtaiakokotŭstapĭnŭkipuau ŭsta'pĭnŭksĭnni nimutai'akŭstapĭnŭkipi? An'ĭstsiauaie, nitokot'ŭnĭstspĭnan. 
MAT.20.23	An'ĭstsiuax kitak'ŭtsĭmipuau no'kosă, ki kitak'ŭstapĭnŭkipuau ŭsta'pĭnŭksĭnni nimut'akŭstapĭnŭkiipi; ki nimatsinanĕstsau kŏkokotosuai kŏkittaupisuai netots'i ki e'aksĭsauotsi nesto'a, ki anniks'isk matap'pixk Nin'a ŭk'aisŭppŭtsĭstotomoyiuax, otaksinan'oaiau. 
MAT.20.24	Ke' pix otokh'tsĭmsau ĭstsĭmmĭm'miauax na'tsitappix ipapiĭmmotseiix. 
MAT.20.25	Ki Jesus ninikŏt'siuax, ki an'istsiuax, kits'ksĭnipuau Gentiles otsĭn'aimoauax otain'aiĭskotokoaiauax ki anniks'isk omŭx'ĭnaxk nokŏtai'naiĭskotokoaiauax. 
MAT.20.26	Ki mataketŭmanistsiu'ă ksĕsto'au: annŏk' ak'omŭksĭmŏk, ŭnanĭstap'otŭksi; 
MAT.20.27	Ki annŏk' kitaks'ĭnnauŭkŏk ŭnanĭstap'otŭksi: 
MAT.20.28	Nin'au okku'i matŭtoto'ats mŏk'apotomoŏsaie, mŏk'apotomoŏsi umut'oto, ki mŏk'itatsuaumŭtskotosi akaitappix opai'tappiisĭnni. 
MAT.20.29	Ki otsĭstŭpaatosau Jericho, akai'tappix ipokiuo'iauaie. 
MAT.20.30	Ki satsit, natsitappix naps'tsix pitsiko'-otsim i tau' pix otokh'tsĭsau Jesus umutak'itsskosaie awk'umiau, ki an'iau, kĭm'okinan, Nin'a David okku'i. 
MAT.20.31	Ki o' tappiisĭn'na ai'semiauax mŏkstaie'puyĭsax: ki matsĭstawk'umiau ki an'iau kĭm'okinan, Nin'a, David okku'i. 
MAT.20.32	Ki Jesus itsipu'yiu, ki nan'nikŏttsiuax, ki an'iu, Tsa kŏk'anĭstutopuau? 
MAT.20.33	An'ĭstsiauaie, Nin'a mŏksikauopiisaii noŏps'pĭnanix. 
MAT.20.34	Ki Jesus kaiĭm'iuax, ki itsĭksen'iuax oŏps'puauax, ki oŏps'puauax kau'opiau, ki itopokiuo'iauaie.
MAT.21.1	OTSITASTOTOSAU Jerusalem otsitotosau Bethphage, itum'uasuaie Olives an'ĭstop Jesus itŭp'skuyiuax na'tsitappix otŭsksĭnĭmats'ax, 
