MAT.1.1	 A Krisztus Jézus származásáról 
MAT.8.25	 Hozzáléptek, s ilyen szóval keltették fel: „Uram, ments meg, mert elveszünk!”
MAT.8.26	 De ő azt kérdezte tőlük: „Miért vagytok gyávák, ti kishitűek?” Azzal felkelt s megdorgálta a szeleket és a tavat. Nagy csend támadt,
MAT.8.27	 az emberek pedig csodálkozva kérdezték: „Honnan való ő, hogy a szelek és a tó engednek neki?”
MAT.8.28	 Mikor átment a túlsó partra, a gadarénusok tartományába, két ördöngős jött szembe vele, akik a sírokból jöttek elő. Nagyon veszélyesek voltak, úgyhogy olyan erős 
MAT.8.29	 Egyszer csak felkiáltottak: „Mi dolgunk van nekünk egymással te Istennek Fia? Eljöttél, hogy idő előtt megkínozz bennünket?”
MAT.8.30	 Messze tőlük nagy disznócsürhe legelészett s
MAT.8.31	 az ördögök esengve kérték: „Ha kiűzöl minket, küldj bennünket a disznócsürhébe!”
MAT.8.32	 „Menjetek!” – mondta nekik. Azok meg, ahogy kijöttek, bementek a disznókba. Egyszer csak az egész csürhe a meredélyen át a tóba rohant alá s elpusztultak a hullámok között.
MAT.8.33	 A pásztorok pedig elfutottak, bementek a városba s hírt adtak mindenről, az ördöngősök dolgáról is.
MAT.8.34	 Egyszerre az egész város kiment Jézus elé, s ahogy meglátták, azért esengtek, hogy határaikból menjen máshová.
MAT.9.1	 Be is szállt a hajóba és átkelt a tavon. Mikor a saját városába ért,
MAT.9.2	 hordágyra helyezve egy gutaütöttet vittek hozzá. Mikor látta hitüket, így szólt a gutaütötthöz: „Bízzál, fiam! Vétkeid bocsánatot nyernek.”
MAT.9.3	 Egyszerre csak néhány írástudó ezt mondta egymás között: „Káromol ez az ember.”
MAT.9.4	 Jézus, aki ismerte tűnődéseiket, megkérdezte: „Miért hatnak a rossz indulatok szívetekben?
MAT.9.5	 Ugyan mi jár kevesebb fáradtsággal: azt mondani-e: Bocsánatot nyernek vétkeid, vagy azt mondani: Kelj fel és járj?
MAT.9.6	 Hogy azonban lássátok, hogy az ember Fiának felhatalmazása van a földön arra, hogy vétkeket megbocsásson,” – ezzel odaszólt a gutaütötthöz: „Kelj fel, fogd az ágyadat s eredj haza!”
MAT.9.7	 Az fel is kelt és hazament.
MAT.9.8	 Mikor a sokaság meglátta ezt, elcsodálkozott s dicsőíteni kezdte az Istent, hogy ilyen nagy dolgokra felhatalmazást adott az embereknek.
MAT.9.9	 Jézus, mialatt onnan távozott, egy embert látott ülni a vámnál, akit Máténak hívtak.” Kövess engem” – mondta neki, mire az felkelt és követte.
MAT.9.10	 Történt aztán, hogy mikor 
MAT.9.11	 Mikor a farizeusok azt meglátták, beszédbe ereszkedtek tanítványaival: „Miért eszik Tanítótok a vámszedőkkel és vétkezőkkel együtt?”
MAT.9.12	 Ahogy Jézus ezt meghallotta, így szólt: „Nem azoknak van szükségük orvosra, akik jó erőben vannak, hanem azoknak, akik gonoszul szenvednek.
MAT.9.13	 Ha elmentek, tanuljátok meg ezt: Könyörületet akarok, nem áldozatot, mert én nem azért jöttem, hogy igazságosokat hívjak, hanem hogy vétkezőket.”
MAT.9.14	 Akkoriban János tanítványai jöttek hozzá ezzel a kérdéssel: „Miért van, hogy amíg mi és a farizeusok böjtölünk, a te tanítványaid nem böjtölnek?”
MAT.9.15	 „Hát lehetséges – felelte nekik – hogy a lakodalmas ház fiai gyászban üljenek, amíg a vőlegény náluk tartózkodik? Jöhetnek napok, mikor a vőlegényt elveszik tőlük, akkor majd böjtölni fognak.
MAT.9.16	 Régi köpenyre senki sem tesz toldatlan (új) anyagból foltot, mert az, amivel a lyukat betölti, 
MAT.9.17	 Új bort sem töltenek ócska tömlőkbe, ha mégis 
MAT.9.18	 Míg ezeket beszélte nekik, egyszerre egy elöljáró lépett hozzá, földre borult előtte s úgy kérte: „Leányom a végét járja, de jöjj, vesd rá kezedet és megéled!”
MAT.9.19	 Jézus felkelt s tanítványaival együtt követte a főembert.
MAT.9.20	 Egyszer csak egy asszony, aki tizenkét éve vérfolyásban 
MAT.9.21	 Ha csak megfogom köpenyét – szólt magában – megmenekülnék!
MAT.9.22	 Jézus azonban megfordult, s ahogy meglátta őt, így szólt: „Bízzál leányom! Hited 
MAT.9.23	 Mikor aztán Jézus az elöljáró házába érkezett és megpillantotta a fuvolásokat és a kavargó tömeget,
MAT.9.24	 így szólt: „Menjetek el innen! Hisz ez a leányka nem halt meg, hanem szunnyad.” Azok kinevették.
MAT.9.25	 Miután aztán kiűzték a tömeget, bement, megragadta a leányka kezét és az felkelt.
MAT.9.26	 Azon az egész földön szétment a hír felőle.
MAT.9.27	 És mikor Jézus onnan elmenőben volt, két vak követte, kik ezt kiáltozták: „Könyörülj rajtunk, Dávid fia!”
MAT.9.28	 Hogy aztán betért egy házba, a két vak bement hozzá, Jézus megszólította őket: „Hiszitek, hogy képes vagyok megtenni ezt a dolgot?”
MAT.9.29	 „Hisszük, Uram!” – mondották. Ekkor megérintette szemüket és így szólt: „Történjék úgy veletek, ahogy elhittétek!”
MAT.9.30	 És megnyílt a szemük. Jézus azonban indulattal rájuk szólt: „Ügyeljetek rá, hogy senki meg ne tudja!”
MAT.9.31	 De ahogy azok elmentek, arra az egész földre szétvitték a hírét.
MAT.9.32	 Mialatt elmentek, egyszer csak néma ördöngőst hoztak hozzá.
MAT.9.33	 Ő kiűzte az ördögi 
MAT.9.34	 De a farizeusok ezt mondták: „Az ördögi 
MAT.9.35	 Jézus azután bejárta az összes városokat, a falvakat is. Közben zsinagógáikban tanított, a királyság örömüzenetét hirdette s minden betegséget és minden gyengeséget gyógyított.
MAT.9.36	 S mikor a sokaságot meglátta, szánalom fogta el miattuk, mert el voltak kínozva s hányt-vetettek voltak, mint a juhok, melyeknek nincs pásztoruk.
MAT.9.37	 Azután tanítványaihoz szólt: „Sok az aratnivaló, de kevés az arató.
MAT.9.38	 Könyörögjetek hát az aratás Urához, hogy küldjön munkásokat aratásába!”
MAT.10.1	 Majd magához hívta tizenkét tanítványát és fennhatóságot adott nekik a tisztátalan szellemeken, úgyhogy kiűzhették őket s orvosolhattak minden betegséget s minden gyengeséget.
MAT.10.2	 A tizenkét apostol neve a következő volt: Első Simon, kit Péternek mondanak, majd testvére András, továbbá Zebedeus 
MAT.10.3	 Filep és Bertalan, Tamás és a vámszedő Máté, Alfeus Jakabja és Taddeus,
MAT.10.4	 a vakbuzgó Simon és a karióti Júdás, ki el is árulta őt.
MAT.10.5	 Jézus aztán ezt a tizenkettőt küldte el a következő paranccsal: „A nemzetekhez vivő úton el ne induljatok, és szamaritánus városba be ne térjetek.
MAT.10.6	 Menjetek el inkább Izráel házának elveszett juhaihoz!
MAT.10.7	 Mikor hozzájuk mentek, ezt hirdessétek nekik: Közel jött a mennyek királysága!
MAT.10.8	 Erőtleneket gyógyítsatok, halottakat életre keltsetek, poklosokat megtisztítsatok, ördögi 
MAT.10.9	 Övetekben aranyat, ezüstöt, rézpénzt ne szerezzetek,
MAT.10.10	 se táskát az útra, se két köntöst, se sarut, se botot, hiszen méltó a munkás a táplálékára.
MAT.10.11	 Abban a városban, vagy faluban, melybe bementek, kutassátok ki, hogy ki méltó ott és annál maradjatok, amíg onnan el nem távoztok.
MAT.10.12	 Mikor egy házba beléptek, köszöntsétek azt.
MAT.10.13	 Ha méltó az a ház, békességetek szálljon rá, ha nem méltó, rátok térjen vissza.
MAT.10.14	 Ha valaki nem fogad be titeket s igéiteket nem hallgatja meg, távozzatok abból a házból, vagy városból és 
MAT.10.15	 Bizony azt mondom nektek, Szodomának és Gomorrának az ítélet napján elviselhetőbb lesz 
MAT.10.16	 Lámcsak, úgy küldelek el titeket, mint bárányokat farkasok közé. Legyetek hát eszesek, mint a kígyók és tiszták, mint a galambok!
MAT.10.17	 Óvakodjatok az emberektől, mert ítélő tanácsoknak fognak átadni titeket, zsinagógáikban meg fognak ostorozni benneteket,
MAT.10.18	 helytartók és királyok elé hurcolnak titeket énérettem, tanúságtételül nekik és a nemzeteknek.
MAT.10.19	 Ha átadnának titeket, ne legyen gondotok arra, hogy miképpen, vagy mit szóljatok, mert abban az órában megkapjátok, amit mondanotok kell majd.
MAT.10.20	 Hiszen nem ti lesztek a szólók: Atyátok Szelleme lesz az, aki bennetek beszél.
MAT.10.21	 Testvér a testvérét, atya gyermekét fogja halálra adni, gyermekek szüleikre támadnak majd és megölik őket.
MAT.10.22	 Mindenki gyűlölni fog majd titeket az én nevem miatt. De aki végig állhatatos marad, megmenekül.
MAT.10.23	 Ha az egyik városban üldöznének majd titeket, fussatok a másikba. Bizony azt mondom nektek, Izráel városait nem járjátok végig addig, míg el nem jön az embernek Fia.
MAT.10.24	 Nincs tanítvány tanítója fölött, sem rabszolga ura fölött.
MAT.10.25	 Elég a tanítványnak, ha úgy lesz 
MAT.10.26	 Ne féljetek hát tőlük! Mert nincs oly leplezett dolog, mely 
MAT.10.27	 Amit a sötétségben szólok nektek, mondjátok ki a világosságban, és amit fülbe súgva hallotok, hirdessétek ki a házak tetejéről.
MAT.10.28	 Ne féljetek azoktól sem, akik a testet megölik, de a lelket megölni nincs hatalmukban! Féljétek inkább azt, akinek a lelket is, testet is hatalma van a gyehennán elveszteni!
MAT.10.29	 Ugye két verebet árulnak egy filléren? Atyátok nélkül mégsem eshetik egy sem a földre közülük.
MAT.10.30	 Nektek pedig még a hajatok szála is mind számolva van.
MAT.10.31	 Ne féljetek hát! Sok verébnél különbek vagytok.
MAT.10.32	 Vallást fogok tenni mennybéli Atyám előtt mindazok mellett, akik mellettem vallást tesznek az emberek előtt.
MAT.10.33	 De megtagadom én is azt mennybéli Atyám előtt, aki megtagad engem az emberek előtt.
MAT.10.34	 Ne gondoljátok, hogy azért jöttem, hogy békességet vessek a földre. Nem békességet, hanem kardot vetni jöttem.
MAT.10.35	 Azért jöttem, hogy szétválasszam, és 
MAT.10.36	 s hogy az embernek a saját háznépe legyen az ellenségévé.
MAT.10.37	 Aki atyját vagy anyját énnálam jobban kedveli, nem méltó hozzám. Aki fiát vagy leányát énnálam jobban kedveli, nem méltó hozzám.
MAT.10.38	 Aki nem fogadja el keresztjét, és nem jön azzal utánam, nem méltó hozzám.
MAT.10.39	 Aki megtalálta lelkét, el fogja veszíteni, s aki értem elvesztette lelkét, meg fogja találni azt.
MAT.10.40	 Aki befogad titeket, engem fogad be, s aki engem befogad, azt fogadja be, aki engem elküldött.
MAT.10.41	 Aki prófétát befogad, azért mert próféta, próféta jutalmát fogja kapni, aki igazságosat befogad, mert a neve igazságos, az igazságosnak jutalmát fogja kapni.
MAT.10.42	 És aki e kicsinyek közül egyet megitat egy pohár hideg vízzel csak azért, mert tanítvány a neve, bizony azt mondom nektek, nem fogja jutalmát elveszíteni.”
MAT.11.1	 Az történt, hogy miután Jézus a tizenkét tanítványának adott rendelkezéseit bevégezte, továbbment onnan, hogy városaikban taníthasson, és 
MAT.11.2	 János azonban hallott a tömlöcben a Krisztus tetteiről és tanítványaival megkérdeztette őt:
MAT.11.3	 „Te vagy-e az eljövendő, avagy mást várjunk?”
MAT.11.4	 Jézus ezt felelte nekik: „Menjetek és vigyetek hírt Jánosnak azokról, amiket hallotok és láttok:
MAT.11.5	 vakok látnak, sánták járnak, poklosok megtisztulnak, süketek hallanak, halottak feltámadnak, és szegények örömhírt hallanak,
MAT.11.6	 és hogy boldog az, aki miattam tőrbe nem esik.”
MAT.11.7	 Miután azok elmentek, Jézus Jánosról kezdett a sokaságnak beszélni: „Miért is mentetek ki a pusztába? Hogy széltől ingatott nádszálat lássatok?
MAT.11.8	 De hát mit is mentetek ki látni? Puha ruhába öltözött embert? Lám azokat, akik puha 
MAT.11.9	 Hát akkor miért mentetek ki? Prófétát látni? Azt! Sőt, azt mondom nektek: Prófétánál is többet.
MAT.11.10	 Ő az, akiről az Írás szól: Lám angyalomat küldöm el orcád előtt, hogy az előtted járva elkészítse majd utadat.
MAT.11.11	 Bizony azt mondom nektek: Az asszonyok magzatai között nagyobb nem támadt Bemerítő Jánosnál. Ám, aki a mennyek királyságában legkisebb, nagyobb nála.
MAT.11.12	 Bemerítő János napjaitól mostanáig erőszakoskodnak a mennyek királyságán, és erőszakosak ragadják azt magukhoz.
MAT.11.13	 A próféták mind s a törvény is Jánosig prófétáltak.
MAT.11.14	 Ha ugyan el akarjátok fogadni: Illés ő, akinek jönnie kell.
MAT.11.15	 Akinek füle van, hallja meg!
MAT.11.16	 Kihez is hasonlítsam ezt a nemzedéket? Hasonló az a piacokon ülő kisgyermekekhez, akik így szólítgatják társaikat:
MAT.11.17	 Fuvoláztunk nektek, mégsem táncoltatok, gyászdalokat fújtunk, mégsem gyászoltatok.
MAT.11.18	 Eljött ugyanis János, aki sem nem evett, sem nem ivott és azt mondják róla: Ördöge van.
MAT.11.19	 Eljött az embernek Fia, aki eszik is, iszik is, róla meg azt beszélik: Ni a falánk, a részeges ember, vámszedők és vétkezők barátja! És így a tudományt igazolták a tettei!”
MAT.11.20	 Ezután azokat a városokat kezdte szidni, hogy nem tértek más felismerésre, melyekben hatalmát a legtöbbször mutatta meg:
MAT.11.21	 „Jaj neked, Koradzin! Jaj neked, Betszaida! Mert ha Tíruszban vagy Szidonban történtek volna azok a hatalmas csodák, melyek bennetek történtek, zsákban és hamuban 
MAT.11.22	 Sőt ezt mondom nektek: Tírusznak és Szidonnak elviselhetőbb 
MAT.11.23	 Téged Kapernaum, nem az égig emeltek-e fel? A láthatatlan országig (Hádész) fogsz alászállni! Mert ha Szodomában azok a hatalmas 
MAT.11.24	 Sőt azt is mondom nektek: A szodomaiaknak elviselhetőbb lesz 
MAT.11.25	 Abban az időben Jézus e szavakra fakadt: „Vallást teszek rólad Atyám, mennyeknek és földnek Ura, hogy a bölcsek és belátók elől elrejtetted e dolgokat, de kiskorúak előtt leleplezted azokat!
MAT.11.26	 Valóban így van Atyám, mert ezt te is így láttad helyesnek.
MAT.11.27	 Nekem adott át mindent az én Atyám. Senki sem ismeri meg a Fiút, csak az Atya és senki sem ismeri meg az Atyát, csak a Fiú és az, akinek 
MAT.11.28	 Jöjjetek hozzám mind, akik elfáradtatok és teher alatt 
MAT.11.29	 Az én igámat vegyétek magatokra és tanuljátok el tőlem, hogy szívből szelíd és alázatos vagyok, és nyugalmat találtok lelketeknek!
MAT.11.30	 Mert az én igám boldogító és a terhem könnyű.”
MAT.12.1	 Abban az időtájban szombati napon Jézus vetések között ment át. Tanítványai megéheztek, és kalászokat kezdtek tépni és ettek.
MAT.12.2	 Meglátták ezt a farizeusok és megszólították őt: „Nézd csak, tanítványaid azt teszik, amit szombatnapon nem szabad tenni.”
MAT.12.3	 De ő ezt felelte nekik: „Hát nem olvastátok, hogy mit tett Dávid, mikor megéhezett ő is, a vele levők is?
MAT.12.4	 Hogy hogyan ment be az Isten házába, hogy ették meg az Istennek szánt kenyereket, melyeket sem neki, sem a vele levőknek nem lett volna szabad megenniök, egyedül csak a papoknak?
MAT.12.5	 Nem olvastátok a törvényben, hogy szombaton a papok a szent helyen a szombatot közönséges nappá teszik, és mégsem esnek vád alá?
MAT.12.6	 Azt mondom nektek, hogy a szenthelynél nagyobb van itt.
MAT.12.7	 Ha megismertétek volna, mit jelent ez: Könyörületet akarok, nem áldozatot, nem ítéltétek volna el azokat, akik nem eshetnek vád alá.
MAT.12.8	 Hiszen az embernek Fia ura a szombatnak.”
MAT.12.9	 Máshová ment onnan és betért zsinagógájukba.
MAT.12.10	 Volt ott egy ember, akinek száradt volt a keze. Megkérdezték tőle, hogy aztán vádolhassák: „Megengedett dolog-e szombaton gyógyítani?”
MAT.12.11	 Ő meg azt kérdezte tőlük: „Van valaki közöttetek, aki ha egyetlen báránya van, s az szombaton verembe esik, meg nem ragadja, és lábra nem állítja?
MAT.12.12	 Mennyivel különb az ember a juhnál! Így hát megengedhető, hogy szombaton nemes dolgot tegyünk.”
MAT.12.13	 Ezzel odaszólt ahhoz az emberhez: „Nyújtsd ki a kezedet!” Az kinyújtotta s a 
MAT.12.14	 A farizeusok erre elmentek és tanácsot tartottak ellene, hogy hogyan veszíthetnék el.
MAT.12.15	 Jézus pedig, mikor felismerte tervüket, eltávozék onnan. Sokan követték, s ő mindnyájukat gyógyította,
MAT.12.16	 de keményen rájuk szólt, hogy őt nyilvánosságra ne hozzák,
MAT.12.17	 hogy beteljesedjék az Ézsaiás prófétán át mondott ige, ki így szólt:
MAT.12.18	 „Íme, Ő az én szolgám, akit választottam, Szerelmesem, kiben gyönyörködöm, ráteszem Szellememet, ítéletet fog hirdetni a nemzeteknek.
MAT.12.19	 Nem vitatkozik, 
MAT.12.20	 repedt nádszálat nem tör el, pislogó belet nem olt el, míg győzelemre nem viszi az ítéletet.
MAT.12.21	 Neve által nemzetek reménységre jutnak.”
MAT.12.22	 Ekkor egy vak és néma ördöngőst hoztak hozzá, s azt ő meggyógyította, úgyhogy a néma beszélt és látott.
MAT.12.23	 Az egész sokaság magánkívül volt és így szólt: „Hát nem ő a Dávid fia?”
MAT.12.24	 Mikor a farizeusok ezt meghallották, ezt mondták: „Más módon nem űzheti ki az ördögi 
MAT.12.25	 Ő pedig, minthogy ismerte töprengéseiket, így szólt hozzájuk: „Minden királyság, mely önmagával meghasonlik, elpusztul, nem állhat meg egy város, vagy ház sem, ha önmagával meghasonlik.
MAT.12.26	 Ha pedig sátánt sátán űz ki, magával hasonlik meg, hogy állhat meg akkor királyága?
MAT.12.27	 Ha én Belzebubbal űzök ki ördögi 
MAT.12.28	 Ha pedig Isten Szellemével űzök ki ördögi 
