MAT.1.1	Ǝntanay da esmawan n aljadan ǝn Ɣaysa Ǝlmǝsix, ahaya n ǝnnǝbi Dawǝd, d ǝnnǝbi Ibrahim:
MAT.6.3	Kay amaran, as tǝtagga takutay, ad wǝr issǝn ǝfus-nak wa n zalgat awa itaggu wa n ǝɣil, 
MAT.6.4	fǝl ad tǝqqǝl tǝkutay-nak ǝssir. Abba-nak s ǝnta a ihannayan ǝssiran, a dak-z-irzǝman.»
MAT.6.5	«As tǝtattaram, ad wǝr tǝtaggim awa taggin ǝlmunafiqan ǝrânen ad tattaran ǝbdadan daɣ nan n ǝlɣibada, ǝd sammanayan, ǝgmâyan s awen a tan-ǝnǝyan aytedan. Ǝggǝyyeɣ ǝsilakanaɣ-awan as arozan-nasan ǝgrâwan-tan. 
MAT.6.6	Kay amaran as tǝtagga šiwatriwen, tǝggǝzaɣ daɣ ahan-nak edag wa ogaran ǝnǝmǝggag d aytedan, tǝxfǝlaq-q-in fǝl man-nak, tǝttǝra daɣ ǝssir s Abba-nak id illa ǝddi. Abba-nak s ǝnta a ihannayan ǝssiran, a kay-z-akfin arozan. 
MAT.6.7	As tǝtattaram, ad wǝr tǝtaggam awal aggen tǝgannam arat iyyanda zun awa taggin aytedan win wǝr nǝssen Mǝššina, ǝɣilnen wǝr dasan-z-aslu Mǝššina ar s ad taggin awal aggen. 
MAT.6.8	A tan-wǝr-tattalalam, fǝlas Abba-nawan, issân awas tǝddǝraram da harwa wǝr daɣ-as tu-tǝgmayam. 
MAT.6.9	Tǝwatray da tas ihor a tat-tǝtaggim kawanay:
MAT.6.9	"Abba-nana wa ihan ijǝnnawan,
MAT.6.9	Itǝwǝsǝɣmǝret esǝm-nak di zǝddigan,
MAT.6.10	taset-du Taɣmar-nak.
MAT.6.10	Tǝtǝwǝmizǝlet tara-nak fǝl amaḍal
MAT.6.10	s ǝmmǝk was tǝtâwamazal daɣ jǝnnawan.
MAT.6.11	Akf-anaɣ isudar-nana win azalada;
MAT.6.12	tǝssurǝfaɣ-ana tadlǝmt ta nǝga
MAT.6.12	zund ǝmmǝk as nakkanay da
MAT.6.12	nǝssoraf i win danaɣ-ǝdlamnen.
MAT.6.13	A dana-wǝr-taga daɣ alɣarar ǝn jarrabatan,
MAT.6.13	kalar agǝz-ana daɣ Iblis,
MAT.6.13	[fǝlas taɣmar, ǝd tarna, ǝd tanaya ši-nak har faw.
MAT.6.13	Amin."»]
MAT.6.14	«As tǝsurufam y aytedan arak mazalan win dawan-ǝgan, kawanay da a dawan-issurǝf Abba-nawan wa ihan ijǝnnawan. 
MAT.6.15	Mišan as wǝr tǝsurufam y aytedan, wǝdi Abba-nawan wa ihan ijǝnnawan wǝr dawan-z-issurǝf arak mazalan win tǝgam.»
MAT.6.16	«As tǝzumam ad wǝr tǝsǝnnǝfilǝlam tǝkenzert zun awa taggin ǝlmunafiqan, ǝntanay a samattaynen udmawan-nasan fǝl ad ǝssusǝnan aytedan kul as ǝzuman. Ǝggǝyyeɣ ǝsilakanaɣ-awan as aytedan win di, arozan-nasan ǝgrâwan-tan harwa ǝmǝrǝdda. 
MAT.6.17	Kay amaran, as tǝzumaɣ, tǝšširǝdaɣ udǝm-nak, taga alwardi, 
MAT.6.18	fǝl ad wǝr ǝssǝnan aytedan as tǝzumaɣ. Abba-nak ɣas a zʼissǝnan daɣ adi, fǝlas illa ǝddi daɣ ǝssir, ihannay awa itaggin, amaran ǝnta a dak-z-irzǝman.»
MAT.6.19	«Ad wǝr tǝšadawam tǝgǝrgist daɣ ǝddǝnet, a daq-qat za tǝhlǝk tamaday ǝd tǝnik, razzan deɣ baydagan inan takaran. 
MAT.6.20	Kalar šidǝwat i man-nawan tǝgǝrgist daɣ jǝnnawan, a daq-qat wǝr za tǝhlǝk tamaday za wala tǝnik, wala deɣ assin-tat-in baydagan win razzinen inan takaran. 
MAT.6.21	Fǝlas edag wa tǝha tǝgǝrgist-nak, ǝnta a zʼiggǝz ǝwǝl-nak.»
MAT.6.22	«Šittawen šilat ǝn fǝtǝla a ǝmosnat i tǝɣǝssa-nak. As imos as šittawen-nak ǝhannaynat s ǝlluɣ, wǝdi taɣǝssa-nak ketnet tǝha ǝnnur. 
MAT.6.23	Mišan as imos as šittawen-nak wǝr ǝhǝnnǝynat s ǝlluɣ, wǝdi taɣǝssa-nak ketnet tǝha šiyyay. Daɣ adi as imos as wala ǝnnur wa ihan taɣǝssa-nak da imos šiyyay, wǝdi ad tǝggǝza šiyyay wǝr nǝmmǝkkan! 
MAT.6.24	Wǝr t-illa i ifrâgan ǝššǝɣǝl y ǝššin muzaran. Wa ɣas ikyad iyyan daɣ-san, iru wa hadan, madeɣ abbardag y iyyan, alku wa hadan. Wǝr tǝfregaɣ ad tǝɣbǝda Mǝššina, tagla deɣ tozâla dǝffǝr ǝddǝnet.»
MAT.6.25	«Daɣ adi ǝnneɣ-awan a kawan wǝr tǝššǝwǝš tǝmǝddurt, gǝr awa za tatšim, wala awa za tašwim, wala awa za talsim. Iman-nawan wǝrgeɣ ogaran imensewan, taɣǝssa-nawan deɣ togar isǝlsa? 
MAT.6.26	Ǝswǝdat daɣ gǝḍad a taggadnen daɣ alhawa, wǝrmad nabbalan za wǝr tilǝyan, wǝr šidiwan wala daɣ tǝdangawen, mišan issodar-tan Abba-nawan wa ihan ijǝnnawan. Kawanay wǝrgeɣ togaram-tan almaqam sen ɣur Mǝššina? 
MAT.6.27	Mǝni daɣ-wan wa ifragan s aššawaša-net ǝšitǝy ǝn tǝɣrǝst-net ǝs wala ellaf ǝn šat? 
MAT.6.28	Mafel as kawan-tǝššǝwaš talɣa ǝn sǝlsa? Ǝnẓǝrat-in daɣ ǝmmǝk was du-daggalnat tǝjigawen daɣ ǝsuf. Wǝrmad šaqqalnat wala zattinat isǝlsa, 
MAT.6.29	mišan ǝnneɣ-awan, wala Ǝmǝnokal Suliman harkid tǝgǝrgist-net kul, wǝr kala ad ewad wala iyyadda daɣ-asnat daɣ tǝhussay ǝn talassay. 
MAT.6.30	Dad isalsu Mǝššina yel ǝs tǝmǝwit tǝdi, s azalada ibdâd, tufat ad itǝwǝsǝrɣu daɣ tǝjǝngǝrert; manǝmmǝk as kawan-wǝr-z-assalsu, kǝl ǝzǝgzan ǝndǝrran!»
MAT.6.31	«Daɣ adi ad wǝr tǝššǝwǝšam tǝgannim: "Ma za natšu?" Madeɣ: "Ma za našǝw?" Madeɣ: "Ma za nalsu?" 
MAT.6.32	Aratan win kul aytedan win wǝr nǝssen Mǝššina a ozalnen daɣ agamay-nasan, amaran kawanay Abba-nawan wa ihan ijǝnnawan, issân as tǝddiraram sǝr-san. 
MAT.6.33	Ǝgmǝyat tǝzzar Taɣmar ta n Mǝššina d aqqad dat-ǝs, as iga adi aratan win di kul a kawan-tawǝkfin ǝntanay da. 
MAT.6.34	Daɣ adi a kay-wǝr-iššǝwǝš arat wa d-izayan tufat, fǝlas tufat ad tǝššǝwǝš ǝd tǝmǝɣutar-net. Ǝzǝl kul ila šimǝɣutar-net a das-ǝgdânen.»
MAT.7.1	Igla Ɣaysa iššewal-asan, inna: «Ad wǝr tannim ark arat s awedan fǝl a sǝr-wan wǝr itǝwǝnnu kawanay da. 
MAT.7.2	Fǝlas ǝmmǝk was tǝxkamam, ǝnta as za tǝtǝwǝxkǝmam kawanay da, amaran tǝsǝkǝt tas tǝkkatam y aytedan, ǝnta as dawan-z-ikǝt Mǝššina. 
MAT.7.3	Mafel tahannaya tezawt ta tǝhat šat n amadray-nak, kay amaran wǝr din-tǝgreɣ šilǝlt ta tǝhat šat ta-nak. 
MAT.7.4	Manǝmmǝk as za tanna y amadray-nak, "ayy-i a dak-ǝkkǝsa tezawt ta daɣ šat-nak", kay amaran šilǝlt a tǝhat šat ta-nak? 
MAT.7.5	Ǝlmunafiq, ǝkkǝs tǝzzar šilǝlt ta tǝhat šat-nak, ǝddi ad za tannaflaya daɣ tazawt ta tǝhat šat n amadray-nak tǝkkǝsaɣ-as-tat!
MAT.7.6	A din-wǝr-tǝggaraɣ arat zǝddigan madeɣ arat ilân almaqam i maksanan fǝlas wǝr ǝzlayan ǝd dan a kawan-du-milallaynen y a kawan-ǝdǝdan, madeɣ iladayan hallaknen aratan win ǝlanen almaqam.
MAT.7.7	Ansǝyat Mǝššina, a kawan-akfu; ǝgmǝyat, ad tǝgrǝwam; aɣriwat-tu a dawan-akkawan; 
MAT.7.8	fǝlas i onsayan, ad itǝwǝkfu, i igmayan ad igrǝw, i iɣran deɣ Mǝššina a das-akkawan. 
MAT.7.9	Mǝni daɣ-wan wa daɣ zʼigmǝy barar-net tagǝlla akf-ay tǝhunt? 
MAT.7.10	Wala igmǝy daɣ-as isan akf-ay taššolt? 
MAT.7.11	Dad zammas wala kawanay an nǝllubas da tǝssânam tehakkay n awa olaɣan i bararan-nawan, manǝmmǝk as kawan-wǝr-z-akfu Abba-nawan wa ihan ijǝnnawan awa tu-tonsayam?
MAT.7.12	Taggiwat y aytedan arat kul was tǝram a dawan-t-agin. Ǝnta da da arat wa ihan ǝššǝriɣa wa n Ǝttawret, d Ǝlkǝttaban n Ǝnnǝbitan.
MAT.7.13	Ǝggǝzat s ǝmi wa kǝruzan s ǝnta a itawayan ǝs taɣmar ta n Mǝššina! Iket ilwi ig-ay ǝmi wa itawayan s ǝhluk, iket ǝsǝnnǝflǝy tǝg-ay tarrayt ta tǝtawayat s ǝhluk, amaran ǝggǝtan aytedan win as ǝnta as taggazan. 
MAT.7.14	Mišan iket takrazt ig-et ǝmi wa itawayan ǝs tǝmǝddurt, iket deɣ ǝsǝmǝɣitǝr tǝg-ay tarrayt ta tǝtawayat ǝs tǝmǝddurt, amaran wǝr ǝggǝtan aytedan win tan-garrawnen.
MAT.7.15	Ǝnkǝdat y ǝnnǝbitan win bahu. As kawan-du-tasin ǝmosan zun ayfǝd, mišan ǝs tidǝt iridalan a ǝmosan ǝknanen aššar. 
MAT.7.16	Arat wa du-saxsalan as tan-za-tǝzdǝyam. Awak alɣanab itâwankad-du daɣ tazzayt? Wala itâwankad-du fig daɣ tǝgaroft? 
MAT.7.17	Ǝmmǝk en daɣ as ašǝk isxân a d-itarawan âratăn olaɣnen, amaran ašǝk wǝr nǝsxa itaraw-du win wǝr noleɣ. 
MAT.7.18	Ašǝk isxân wǝr ifreg ara n âratăn wǝr noleɣ wala deɣ ifrag ašǝk wǝr nǝsxa ara n âratăn olaɣnen. 
MAT.7.19	Ašǝk kul wa wǝr nǝtirǝw âratăn olaɣnen, wǝdi ǝtǝwǝxtas a itawaggu, itǝwǝgǝr daɣ tǝmsay. 
MAT.7.20	Daɣ adi illikan as ǝnnǝbitan win bahu awa du-saxsalan as tan-za-tǝzdǝyam.»
MAT.7.21	«Wǝr igda i di-igannin: "Ǝmǝli, Ǝmǝli!" Wǝr izzogaz awen awedan Taɣmar ta n jǝnnawan, kalar kundaba i itamazal ǝs tara n Abba-nin ihân ijǝnnawan. 
MAT.7.22	Ǝzǝl wa ilkaman aytedan aggotnen a di-annin: "Ǝmǝli, Ǝmǝli! Awak wǝrgeɣ esǝm-nak as nǝmal y aytedan isalan win fall-ana du-tǝzazzabbe? Awak wǝrgeɣ ǝnta ǝs nǝstaɣ kǝlǝsuf? Nǝga sǝr-ǝs tǝlmǝɣjujaten aggotnen?" 
MAT.7.23	Ǝddi a dasan-anna: "Wǝr kala a kawan-ǝzdayaɣ. Ugagat-i inǝmmǝzray ǝn Mǝššina!"»
MAT.7.24	«Daɣ adi awedan kul wa issǝsaman y awal-in wa, immozal-tu, wǝdi iha ǝlmital n alǝs n ǝmǝli ǝn tayttay ikrasan ehan-net fǝl tǝsǝlit. 
MAT.7.25	Iwat akonak, ǝgan ǝngǝytan ǝssohatnen, ǝgarnat-du tǝzǝkwen, ǝstaban y ahan en, mišan wǝr uda fǝlas tǝsǝlit a fǝl ibna. 
MAT.7.26	Amaran awedan kul wa issǝsaman y awal wa ǝge da, iqqim wǝr t-immozal, wǝdi iha ǝlmital n alǝs wǝr nǝla tayttay, ikrasan ehan-net fǝl ǝzazǝl. 
MAT.7.27	Iwat akonak, ǝgan ǝngǝytan ǝssohatnen, ǝgarnat-du tǝzǝkwen, istab awen y ahan wa nad, ibarajjat, ilyam-in ketnet.»
MAT.7.28	As iɣrad Ɣaysa alfaydaten šin, tǝqqim tamattay isimaklal sǝr-ǝs ǝmmǝk was itaggu ǝsǝssǝɣri-net. 
MAT.7.29	Fǝlas ig-asan ǝsǝssǝɣri n awedan ilân tanaya wǝr ǝlen musanan-nasan win Ǝttawret.
MAT.8.1	As d-izzǝbbat Ɣaysa adɣaɣ wen, tǝlkâm-as tamattay tagget. 
MAT.8.2	Ihin-in Ihoz-t-idu awedan tǝgrâw tǝwǝrna ǝn kǝtru, issǝjad dat-ǝs, inna: «Ǝmǝli, as tareɣ adi tǝfrâgaɣ a di-tǝzzuzǝyaɣ, izdaga.» 
MAT.8.3	Izzal-in Ɣaysa ǝfus-net, idas-tu inna: «Areɣ adi ǝzzǝy tizdaga!» Amazay wen da daɣ izzay alǝs wen daɣ kǝtru, zǝddig. 
MAT.8.4	Inn-as Ɣaysa: «Ǝnǝy za, ad wǝr tǝmǝla y awedan waliyyan arat wa igan da, amaran aglu tassaknaɣ iman-nak y ǝlimam, taga takutay ta kay-issǝwar ǝššǝriɣa n ǝnnǝbi Musa, ad iqqəl adi y aytedan tǝgǝyya ən təməzzəyt-nak.»
MAT.8.5	Amazay wa da daɣ in-itaggaz Ɣaysa taɣrǝmt ǝn Kafarnahum, ǝnta daɣ t-in-ikka kabtan iyyan ǝn sojitan n Ǝrrum, onsay-tu, 
MAT.8.6	inn-as: «Ǝmǝli, amaššaɣal-in a din-oyye isrâd daɣ aɣaywan, ibdân, idgâz wǝllen.» 
MAT.8.7	Inn-as Ɣaysa: «Nak iman-in a tu-z-akkin ǝzzuzǝyaq-qu.» 
MAT.8.8	Inn-as kabtan en: «Ǝmǝli, nak wǝr ǝwedaɣ ad tǝggǝzaɣ ehan-in. Annu arat ɣas ad izzǝy amaššaɣal-in. 
MAT.8.9	Ǝssâna daɣ adi fǝlas awedan a ǝmosaɣ a daɣ ǝttafan wiyyad tanat, ǝttâfaq-qat nak iman-in daɣ sojitan win daw-i ǝllanen. As ǝnneɣ y iyyan: "Aglu", ad aglu, as ǝnneɣ y iyyan: "Iyyaw", a di-d-asu. As ǝnneɣ y ǝkli-nin: "agu awa", ad t-agu.» 
MAT.8.10	As isla Ɣaysa y awa inna kabtan en, isammaklal sǝr-ǝs, inna y aytedan win das-ǝlkamnen: «Ǝggǝyyeɣ ǝsilakanaɣ-awan as: wǝr ǝnayaɣ awedan waliyyan daɣ Kǝl-Israyil igân ǝzǝgzan ewâdan wa iga alǝs a.»
MAT.8.11	«Ǝsilakanaɣ-awan as aytedan aggotnen a d-ǝfǝlan dǝnnǝg d ataram, nǝɣimin d Ibrahim, d Isǝhaq, ǝd Yaqub, ǝdrǝwan dǝr-san imǝgura daɣ Taɣmar ta n jǝnnawan. 
MAT.8.12	Mišan Kǝl-Ǝlyǝhud aggotnen s ǝntanay as tǝtawasamatag Taɣmar ta, win di a din-tǝwǝbdǝɣan sǝdi daɣ šiyyay, ad hallin ǝddadan idǝdwan-nasan fǝl tǝmagraz.»
MAT.8.13	Amaran inna Ɣaysa i kabtan wa nad: «Ǝqqǝl aɣaywan-nak, aget-ak Mǝššina arat wa daɣ-as tǝgmaya fǝl ǝzǝgzan-nak.» Tǝzzar izzay amaššaɣal ǝn kabtan wen daɣ amazay wen da.
MAT.8.14	Dǝffǝr adi ikka Ɣaysa ehan ǝn Butros. Inay tǝdaggalt ǝn Butros tǝsrâd, tǝnnid, 
MAT.8.15	idas ǝfus-net, təwat fall-as tanaday, tǝnkar-du a tu-tǝsimǝgurit.
MAT.8.16	As tuda tǝfuk, ǝmmewayan-as-du aytedan aggotnen ǝssiranan kǝlǝsuf. Iɣrad Ɣaysa asataɣ ǝn kǝlǝsuf winad ǝs tǝfert iyyadda. Izzozay deɣ imiranan kul win ǝllanen den. 
MAT.8.17	Ǝmmǝk wen daɣ as inda awal wa d-iga Ǝmǝli ǝs tarrayt n ǝnnǝbi Isayas a daɣ innâ: «Ǝnta a idkalan ǝlɣiban-nana, idkal fǝl iri-net šiwǝrnawen-nana.»
MAT.8.18	As inay Ɣaysa tamattay tǝɣilayɣalay-tu, omar inǝttulab-net s a dǝr-ǝs idawan ǝɣrǝsan ǝs tagadamayt ta hadat n agaraw. 
MAT.8.19	Ikk-ay-du ǝmusan n Ǝttawret iyyan inn-as: «Ǝššex, a dak-ǝlkǝmaɣ s adag kul wa tǝkkeɣ.» 
MAT.8.20	Inn-as Ɣaysa: «Izagazan ǝlân enwan, igǝḍad deɣ ǝlân šisǝllula, mišan nak Ag Aggadǝm wǝr ǝleɣ wala edag a daɣ ǝssǝnsaɣ eɣaf-in.» 
MAT.8.21	Inn-as ǝnalkim-net iyyan: «Ǝmǝli, akf-i turagat n ad agla har din-ǝnbǝlaɣ abba-nin tǝzzar.» 
MAT.8.22	Mišan inn-as Ɣaysa: «Ǝlkǝm-i tayyaɣ inǝmmǝttan ad ǝnbǝlan inǝmmǝttan-nasan.»
MAT.8.23	Dǝffǝr adi iggaz Ɣaysa aɣlal n aman, ǝnta ǝd nǝttulab-net, ǝglan. 
MAT.8.24	Wala a ihogan tǝgar-du tazafa labasat fǝl agaraw, ad ǝggatnat tǝnazzamaren aɣlal. As itaggu awen Ɣaysa ǝnta insâ. 
MAT.8.25	Ǝhozan-t-in nǝttulab-net, a tu-sankaran daɣ etǝs gannin-as: «Ǝmǝli, agǝz-ana! Nakkanay nǝjwâr nǝhlâk!» 
MAT.8.26	Inn-asan: «Mafel tǝh-iwan tasa togdat d awa, kǝl ǝzǝgzan irkaman?» Inkar-du Ɣaysa, isannarɣam y aḍu d agaraw, ǝɣradan adrur d ǝsǝssǝmmi. 
MAT.8.27	Arat wa iqqan iɣafawan-nasan, ad gannin: «Ma imos wa daɣ awedan, as wala aḍu d agaraw da ittâf daɣ-san tanat.»
MAT.8.28	As iwar Ɣaysa aganna wa hadan n agaraw, daɣ akal ǝn Gadaratan, ǝssǝlkadan-as-du ǝššin aytedan ǝssiranan kǝlǝsuf, ǝgmadan-du sǝr-ǝs izǝkwan. Aytedan win awa ǝgan daɣ tallabǝst, wǝr t-illa i ihalan a d-akǝy daɣ adag wen. 
MAT.8.29	Saɣaren-as-du gannin: «Ma daɣ-na tare, Barar ǝn Mǝššina? Awak assa du-tǝge y a dana-tǝsǝkkǝrure da wǝr du-tewed tǝmastant?» 
MAT.8.30	Ǝnta illât-tu ǝsǝgǝn aggen ǝn ladayan ǝdânnen daɣ igǝg-nasan dên, 
MAT.8.31	onsayan kǝlǝsuf win Ɣaysa ǝnnan-as: «As dana-tǝstaɣa, tǝssukaɣ-anaɣ ǝsǝgǝn en ǝn ladayan en.» 
MAT.8.32	Inn-asan: «Aglat!» Tǝzzar ǝgmadan kǝlǝsuf meddan win ǝššin en, ǝkkan iladayan ǝggazan-tan. Amazay wen da daɣ d-ǝwafan ladayan win den kul fǝl azadaga ǝn təkašwart, ɣartattawan ad tifataqqen daɣ agaraw, ǝlammazan-tan aman. 
MAT.8.33	Tǝzzar ozalan madanan ǝn ladayan winad s ǝɣrǝm, ǝssoɣalan arat kul wa igan den y aytedan, d awa igan fǝl meddan win ǝssǝranan kǝlǝsuf en. 
MAT.8.34	Den daɣ a d-ǝɣradan kǝl ǝɣrǝm wen agamad, ǝssǝlkadan-du i Ɣaysa, onsayan-tu ad igmǝd akal-nasan.
MAT.9.1	Tǝzzar iggaz Ɣaysa aɣlal n aman, iɣras agaraw, ikka taɣrǝmt-net Kafarnahum. 
MAT.9.2	Ewayan-as-du aytedan anabdon ihân tǝssut-net. As inay Ɣaysa ǝzǝgzan-nasan, inna y anabdon: «A kay wǝr iššǝwǝš wala barar-in! Ibakkadan-nak tiwasarafan-ak!» 
MAT.9.3	Tǝzzar ǝnnan arat daɣ musanan n Ǝttawret wiyyad daɣ man-nasan: «Alǝs wa ǝmadraw a itaggu!» 
MAT.9.4	Inn-asan Ɣaysa issânan daɣ awa samadranan: «Mafel tǝtaggim arak medranan win daɣ wallan-nawan? 
MAT.9.5	Awak ma ogaran tǝrɣǝsay gǝr i innan: "Ibakkadan-nak tiwasarafan-ak", meɣ ak i innan: "Ǝbdǝd jǝwǝnkǝt?" 
MAT.9.6	Amaran areɣ ad tǝssǝnam as nak Ag Aggadǝm, ǝleɣ daɣ ǝddǝnet tanaya a di-tǝšišawadat ad ǝssurǝfa y awedan ibakkadan-net.» Tǝzzar inna Ɣaysa y anabdon: «Ǝbdǝd, tǝdkǝla tǝssut-nak takkaɣ aɣaywan-nak.» 
MAT.9.7	Ibdad alǝs wen ikka aɣaywan-net. 
MAT.9.8	As ǝnayat tamattiwen arat wen, tǝɣrad-tanat tasa iguz, ad tagginat tǝmmalen i Mǝššina a ikfan tarna togdat d awen y aggadǝm.
MAT.9.9	Ifal Ɣaysa edag wen, illam-du dagma n alǝs iyyan igân esǝm Matta, iqqiman daɣ adag wa n ǝzǝrzǝm n ǝzrǝf wa n takǝs, inn-as: «Ǝlkǝm-i!» Tǝzzar ibdad Matta ilkam-as. 
MAT.9.10	Ǝzǝl iyyan, iha Ɣaysa aɣaywan ǝn Matta, ǝnta d aytedan aggotnen ǝn nǝzzǝrzam ǝn takǝsen ǝd nasbakkadan, idrâw dǝr-san imensewan ǝnta ǝd nǝttulab-net. 
MAT.9.11	Ǝnayan Farisaytan arat wa, ǝnnan i nǝttulab-net: «Mafel idrâw ǝššex-nawan ǝd nǝzzǝrzam ǝn takǝsen ǝd nasbakkadan?» 
MAT.9.12	Isl-asan Ɣaysa, inna: «Aytedan win wǝr nǝla ǝɣǝli, wǝr ǝddǝraran s anasmagal, imiranan a sǝr-ǝs ǝddǝrarnen. 
MAT.9.13	Agliwat tǝssǝnam almaɣna ǝn batu ta iga Mǝššina as inna: "Tǝhanint a are, wǝrgeɣ šikutawen." Wǝr d-oseɣ fǝl a d-aɣraɣ aytedan win ɣur iga as oɣâdan, kalar inasbakkadan as d-ǝmmozala y a tan-d-aɣra ǝqqǝlan inalkiman-in.»
MAT.9.14	Tǝzzar ǝkkan-in nǝttulab ǝn Yaxya Ɣaysa ǝnnan-as: «Mafel nakkanay ǝd Farisaytan nǝtuzam faw, amaran kay inǝttulab-nak wǝr tuzaman?» 
MAT.9.15	Ijjǝwwab-asan Ɣaysa inn-asan: «Ak ilagatan a ɣur illa amazlay zakanzaran? Mišan ǝlkâman adan a ɣur-san zʼammadkal ǝmazlay: ǝddi amaran ad zʼuzaman. 
MAT.9.16	Wǝr t-illa i zʼiwǝtan šikǝst taynayat daɣ tabdoq waššarat, fǝlas ǝddi šikǝst ta din-tǝttǝwatat, a du-tǝzǝkkǝwǝnzǝz tabdoq ta waššarat, tǝzzar tǝššit-as azarru wǝllen. 
MAT.9.17	Wǝr t-illa deɣ i zʼagin esmad n alɣanab aynayan daɣ gǝdad, fǝlas as iga adi, ad abbaqqen gǝdad win, tǝzzar affatu daɣ esmad ǝd gǝdad. Kalar arat wa ihoran, ad itǝwǝggu esmad wa aynayan daɣ bǝyaɣ aynaynen, ǝmmǝk wǝdi daɣ as zʼiɣlǝs esmad harkid bǝyaɣ.»
MAT.9.18	Iššewal-asan Ɣaysa den daɣ as d-osa iyyan daɣ muzaran ǝn Kǝl-Ǝlyǝhud, issǝjad dat-ǝs, inn-as: «Tǝbarart-in a aba ǝmǝrǝdda, mišan ya, ǝssanaɣ âs as du-tose tǝssǝwǝraq-qat ǝfus-nak, a du-tǝnkǝr.» 
MAT.9.19	Tǝzzar inkar-du Ɣaysa, ilkam-as, ǝddewan dǝr-ǝs nǝttulab-net.
MAT.9.20	Tǝllat-tu tǝntut tǝgat maraw elan d ǝššin igammad-tat ǝzni, tǝhoz-du Ɣaysa sa sǝr tǝɣǝrden, tǝdas tǝbǝnik ǝn tǝkadkat-net, 
MAT.9.21	fǝlas tǝnna a tǝga daɣ man-net: «Igda ɣas ad ǝdǝsa tǝkadkat-net, ad ǝzzǝya.» 
MAT.9.22	Imalallay-in Ɣaysa inay-tat, inn-as: «Ad wǝr tǝɣšǝda tǝbarart-in! Ǝzǝgzan-nam sǝr-i a kam-izzozayan.» Amazay wen da daɣ tǝzzay tǝntut ten.
MAT.9.23	Dǝffǝr awen ikka Ɣaysa ehan n ǝmuzar ǝn Kǝl-Ǝlyǝhud wanad. As din-ewad Ɣaysa, inay imawatan ǝn tǝsǝnsaɣ šin tǝfǝyyawt, d aytedan nijarwaynen, ǝgân tǝrmuq. 
MAT.9.24	Inna: «Awedan kul irdǝɣet! Tǝbarart di wǝr tat-aba, etǝs ɣas a tǝga!» Tǝzzar ǝgan-tu ajjab. 
MAT.9.25	As tǝtawasardaɣ tamattay ten, iggaz Ɣaysa ehan wa tǝha tǝbarart ta aba, obaz ǝfus-net, issǝnkar-tat-du. 
MAT.9.26	Wazawazan salan n awa igan den, daɣ akal ketnet.
MAT.9.27	As ifal Ɣaysa edag wen, ǝlkâman-as ǝššin mǝddǝrɣal, saɣaren gannin: «Ya Ag ǝnnǝbi Dawǝd! Hǝnǝttǝt-ana!» 
MAT.9.28	As din-ewad aɣaywan, iggaz ehan, ǝhozan-t-in mǝddǝrɣal win den, inn-asan: «Tǝzzigzanam as ǝfragaɣ igi n arat wa tǝram ǝddi?» Ǝnnan-as: «Awalla, Ǝmǝli.» 
MAT.9.29	Tǝzzar idas šittawen-nasan, igannu: «Itǝwǝggiwet-awan arat wa inamannakan d ǝzǝgzan-nawan.» 
MAT.9.30	Den daɣ ad ǝgrawan asawad-nasan. Ig-asan Ɣaysa tarɣǝmt tǝssohet, inn-asan: «Ǝnkǝdat y ad issǝn a imosan awedan daɣ awa dawan-ǝge da.» 
MAT.9.31	Mišan as ǝglan, ǝzǝwwazawazan isalan-net daɣ akal ketnet.
MAT.9.32	Ǝfalan Ɣaysa ɣas immeway-du sǝr-ǝs awedan as immidad ǝmi-net, id aggǝsuf a t-izdaɣan. 
MAT.9.33	Ikkas Ɣaysa aggǝsuf wen ɣas, iggaz awedan was immǝdad ǝmi-net den šin awal. Isimaklal awen ǝs tamattay, ad tǝgannu: «Arat wa wǝr kala tǝtawanay tulat-net daɣ Israyil!» 
MAT.9.34	Farisaytan amaran ǝntanay gannin: «Ǝmǝnokal ǝn kǝlǝsuf a t-ikfan fǝrregat n ikus ǝn kǝlǝsuf daɣ aytedan.»
MAT.9.35	Illil Ɣaysa iɣǝrman ǝd tǝɣarmaten kul, isasaɣru daɣ nan n ǝlɣibada ǝn Kǝl-Ǝlyǝhud, itaggu isalan n Ǝlinjil imosan isalan ǝn Taɣmar ta n Mǝššina, izuzǝy deɣ aytedan daɣ ǝzzǝnǝfan kul ǝn tǝwǝrnawen d ǝlɣiban. 
MAT.9.36	As inay tamattay, tǝggaz-tu tǝhanint-net, fǝlas arkanay a ǝnnayan, tiwayyan ǝd man-nasan, ǝmosan zun ayfǝd wǝr nǝla amadan. 
MAT.9.37	Tǝzzar inna i nǝttulab-net: «Ɣarat tǝggǝt, mišan wǝr ǝggǝtan maššaɣalan win tat-z-alǝynen. 
MAT.9.38	Daɣ adi ǝttǝrat s esǝm ǝn mǝššis ǝn ɣarat ta, a d-assaglu imaššaɣalan a tat-olaynen.»
MAT.10.1	Iɣra-du Ɣaysa ǝs man-net inǝttulab-net win maraw d ǝššin, ikf-en tarna n ikus ǝn kǝlǝsuf daɣ aytedan, d ǝzuzǝy n a tǝqqal tǝwǝrna, d a iqqal ǝlɣib. 
