MAT.1.1	Taariika iwdi Iisaa *Almasiihu mo Daawuuda mo Ibraahiima.
MAT.6.28	«E ko honɗun aananton fii conci? Ndaaree no ɗii piindiiji ka gese fuɗirta njanɗa: hara-le ɗi gollataa, ɗi saɲɲataa. 
MAT.6.29	Kono non mi andinii on, hay Sulaymaana e nder darja mun on fow holtiraali hay wa wootiri e majji. 
MAT.6.30	Si tawii non Allaahu on no holtinirde non hay huɗo wonuko hande ka ngesa kon, bugoyteeko jango ka yiite kon, hara o ronkay waɗande on ko ɓuri ɗun, onon ɓee fanɗa-gomɗinalɓe? 
MAT.6.31	Awa wota on aanu haa wi'on: ‹ko honɗun men ɲaamata?› maa: ‹ko honɗun men yarata?› maa: ‹ko honɗun men ɓornotoo?› 
MAT.6.32	Ɗun, ko ɓe gomɗinaa ɓen ɗaɓɓata ɗun. Kono Ben mon Kammuyankeejo on no andi hiɗon handi e ɗun. 
MAT.6.33	Kono ɗaɓɓee taho laamu makko ngun e peewal makko ngal, ɗin piiji fow ɓeydanoyte on. 
MAT.6.34	Awa wota on aanu fii jango, ko fii jango aananay hoore mun. Ɲalaande bee arday e maapunde mun.»
MAT.7.1	«Wota on ɲaawu fii wota on ɲaawe. 
MAT.7.2	Ko fii, ko wano ɲaawirɗon non ɲaawirteɗon, e ko sariyaare nde etirɗon nden etiranteɗon.
MAT.7.3	«Ko honno yiirataa lojol wongol ka yiitere musiɗɗo maa on, hara a yi'aali falimawal wongal ka yiitere maa ngal? 
MAT.7.4	Ko honno wawrataa wi'ude musiɗɗo maa on: ‹Accu mi ittane lojol ngol ka yiitere maa›, e hara falimawal no ka yiitere maa an? 
MAT.7.5	Ko an yo faasiqiijo, ittu taho falimawal wongal ka yiitere maa ngal, onsay non a yi'ay no ittiranaa musiɗɗo maa on lojol wongol ka yiitere makko ngol.
MAT.7.6	«Wota on ƴettu ko hormortee kon, jonnon bareeji ɗin, fii wota ɗi yiltito ɗi ƴakka on. Wota on bugo kadi koɗe mon lambiri ɗen yeeso koseeji ɗin, sakko ɗi yaaɓa ɗe.
MAT.7.7	«Toree, on okkorte. Ɗaɓɓee, on heɓay. Hoɗɗee, on udditante. 
MAT.7.8	Ko fii kala toriiɗo okkorte, kala ɗaɓɓuɗo heɓay, awa kadi kala on hoɗɗiiɗo udditante.
MAT.7.9	«Ko hombo e mon, ɓiɗɗo mun torotoo ɗun bireedi, ontigi jonna mo hayre? 
MAT.7.10	Maa o toroo mo lingii, ontigi jonna mo mboddi? 
MAT.7.11	Si tawii non hay onon bonɓe ɓen hiɗon waawi waɗande ɓiɓɓe mon ɓen piiji moƴƴi, haray ko haa honto Ben mon Wonɗo ka kammu on okkorta ɓen toriiɓe mo moƴƴereeji! 
MAT.7.12	Waɗanee yimɓe ɓen wano faaliraɗon yo ɓe waɗan on non. Ko fii ko ɗun Sariya on e annabaaɓe ɓen wi'i.»
MAT.7.13	«Naatiree ka dambugal faaɗungal. Ko fii dambugal nawrayngal e hayrannde ngal ko yaajungal. Ɗatal nawrayngal e hayrannde ngal kadi ko weeɓungal, awa-le ɗuuɗuɓe naatiray ɗon. 
MAT.7.14	Kono dambugal nawrayngal e ngurndan ngal e ɗatal nawrayngal e ngurndan ngal ko faaɗuɗe, kono ko seeɗaaɓe heɓata ɗen.»
MAT.7.15	«Awa reenee e waɗitiiɓe annaba ɓen, ko fii ɓe arday e mon wa baali, kono hara ka nder ko ɓe caapaali hunƴuɗi. 
MAT.7.16	Ko kuuɗe maɓɓe ɗen anditirton ɓe. E hara en ittay sungala
MAT.7.17	Kala leggal moƴƴal ko ɓiɓɓe moƴƴuɓe rimata, kono leggal bongal ko ɓiɓɓe bonɓe rimata. 
MAT.7.18	Leggal moƴƴal waawataa rimude ɓiɓɓe ɓonɓe, leggal bongal kadi waawataa rimude ɓiɓɓe moƴƴuɓe. 
MAT.7.19	Kala leggal ngal rimataa ɓiɓɓe moƴƴuɓe ko soppeteengal bugee ka yiite. 
MAT.7.20	Awa ko kuuɗe maɓɓe ɗen anditirton ɓe.
MAT.7.21	«Hinaa wi'ooɓe lan ‹Koohoojo, Koohoojo› ɓen fow naatata ka laamateeri kammu, kono ko waɗayɓe ko Baaba an Wonɗo ka kammu on faalaa kon tun. 
MAT.7.22	Nden ɲande, buy wi'oyay lan: ‹Koohoojo, Koohoojo! Taw si hinaa e innde maa men haaliraynoo ko Alla longini men, men raɗora kadi jinnaaji e innde maa, men waɗa kadi kaawakeeji moƴƴi buy e innde maa?› 
MAT.7.23	Onsay mi wi'oyay ɓe: ‹Mi andaano on few. Pottitee lan, yo onon waɗooɓe ko boni!›
MAT.7.24	«Awa kala nanuɗo ɗii konguɗi an, huutori ɗi, wa'ay wa faamuɗo, darnuɗo suudu mun e hoore fetere. 
MAT.7.25	Ndiyan ɗan saaƴi, waameeji ɗin ari, keneeli ɗin wifi, ɗin piyii e ndun suudu, ndu ronka yanude, ko fii hari ko e fetere ndu darii. 
MAT.7.26	Kono kala nanuɗo konguɗi an ɗin, huutoraali ɗi, on no wa'i wa njofoojo darnuɗo suudu mun e hoore njaare. 
MAT.7.27	Ndiyan ɗan saaƴi, waameeji ɗin ari, keneeli ɗin wifi, ɗin piyii e ndun suudu, ndu yani, yanal tiiɗungal.»
MAT.7.28	Ɓay wonii Iisaa timminii yewtere mun nden, jamaa on ŋalɗi fii ko o jannaynoo kon, 
MAT.7.29	ko fii hari himo jannirde ɓe bawgal, hara wonaa wano jannooɓe fii Sariya on ɓen janniraynoo non.
MAT.8.1	Ɓay wonii Iisaa tippike ka fello, jamaa moolanaaɗo jokki mo. 
MAT.8.2	Onsay mo ɗamajan ari jiccii yeeso makko, wi'i: «Koohoojo, si hiɗon faalaa, hiɗon waawi lan sellinde, mi laaɓa.» 
MAT.8.3	Iisaa fonti jungo mun ngon, meemi mo, wi'i: «Miɗo faalaa, laato selluɗo, laaɓaa.» Ɗon kisan o selli ɗamajan ɗan, o laaɓi. 
MAT.8.4	E hoore ɗun Iisaa wi'i mo: «Reeno wota a wowlan ɗun hay gooto, kono yahu hollitoyoɗaa *yottinoowo sadaka on, ittaa sadaka wano Muusaa yamiri non, fii yo ɗun wonan ɓe seedee.»
MAT.8.5	Ɓay wonii Iisaa naatii Kafernahuum, hooreejo suufaaɓe teemedere ɓadii mo, jeeji, 
MAT.8.6	wi'i: «Koohoojo, kurkaadu an ndun no waalii ka suudu, ɓandu makko ndun no maayi, awa kadi himo tampi fota.»
MAT.8.7	Iisaa wi'i mo: «Mi yahay, mi sellina mo.»
MAT.8.8	Onsay kanko hooreejo suufaaɓe ɓen o jaabii mo, o wi'i: «Koohoojo, mi foddaa e mo'on ka suudu an. Kono maakee tun kongol gootol, kurkaadu an ndun ndikkay. 
MAT.8.9	Ko fii min tigi, ko mi wonɗo e ley kongol hooreeɓe goo, min kadi miɗo mari suufaaɓe wonɓe e ley kongol an. Si mi wi'ii goɗɗo e ɓen ‹yahu›, o yahay. Si mi wi'ii oya on ‹aru›, o aray. Awa kadi si mi wi'ii kurkaadu an ndun ‹waɗu ɗun›, ndu waɗay.»
MAT.8.10	Ɓay Iisaa nanii ɗun, o ŋalɗi, o wi'i jokkuɓe mo ɓen: «Ka haqiiqa mi andinii on, hay ka *Isra'iila'en mi yi'aali neɗɗo gomɗinirɗo wa oo. 
MAT.8.11	Mi andinii on, ɗuuɗuɓe iwroyay funnaange e hirnaange, ɓe nafodoya e Ibraahiima e Issaaqa e Yaaquuba ka laamateeri kammu. 
MAT.8.12	Kono haanunooɓe ronude laamateeri ndin ɓen bugete ka niwre ka ɓuri woɗɗude, ka wullaandu e ŋatindiro ɲiiƴe woni ton.»
MAT.8.13	Onsay Iisaa wi'i on hooreejo suufaaɓe ɓen: «Yahu, yo ɗun wonirane wano gomɗinirɗaa non.» E on saa'i tigi kurkaadu ndun sellinaa.
MAT.8.14	Ɓawto ɗun Iisaa yahi ka galle Petruusu, o tawi esiraawo Petruusu suddiiɗo on no waalii nawnaare nguli-ɓandu. 
MAT.8.15	O meemi jungo on ngon, nguli-ɓandu kin yalti e makko. Onsay on immii, o woni e kurkanagol Iisaa.
MAT.8.16	Ɓay niɓɓii, ɓe addani mo ɗuuɗuɓe ɓe jinna nangi, o raɗori ɗin jinnaaji kongol makko ngol, o sellini nawnuɓe ɓen fow. 
MAT.8.17	Ko nii ko daaliranoo annabi Isaaya kon laatori, wonde:
MAT.8.17	«O ƴettii nawnaaje men ɗen,
MAT.8.17	o fawtike ɲabbeeli men ɗin.»
MAT.8.18	Ɓay Iisaa yi'ii jamaa hunduɗo mo on, o yamiri taalibaaɓe makko ɓen yo ɓe lumbitu gaɗa. 
MAT.8.19	Jannoowo fii Sariya on goo ɓadii mo, wi'i: «Karamoko'en, mi jokkete kala ka yaaruɗaa.»
MAT.8.20	Iisaa jaabii mo wi'i: «Ndoni ɗin no mari gayɗe mun, awa kadi colli ɗin ka weeyo no mari ɲakkaaji mun, kono *Ɓii-Aaden on kan alaa hay ka fowtina hoore mun nden.»
MAT.8.21	Goɗɗo e taalibaaɓe ɓen wi'i mo: «Koohoojo, newnanee lan taho mi yaha, mi wattinoya ben an en.»
MAT.8.22	Kono Iisaa jaabii mo, wi'i: «Jokkan, accaa mayɓe ɓen wattina mayɓe mun ɓen.»
MAT.8.23	Ɓawto ɗun Iisaa bakii ka laana, taalibaaɓe makko ɓen kadi jokki mo. 
MAT.8.24	Onsay waabiliire tiiɗunde wondunde e hendu tippii ka weendu haa morlooɗe ndiyan ɗen watti diwude laana kan, tawi kanko himo ɗaanii. 
MAT.8.25	Ɓe ari, ɓe findini mo, ɓe wi'i: «Koohoojo, dandu en, en mulay woni!»
MAT.8.26	O wi'i ɓe: «Ko fii honɗun hulanɗon, onon ɓee fanɗa-gomɗinalɓe?» Onsay o immii, o toŋani hendu ndun e morlooɗe ndiyan ɗen, deeƴaango tiiɗungo waɗi.
MAT.8.27	Ɓen ŋalɗi fota, ɓe wi'indiri: «Ko hombo woni oo? Ko fii hay keneeli ɗin e baharu on ɗoftoto mo!»
MAT.8.28	Ɓay wonii o hewtoyii gaɗa weendu ndun, ɗun ko e ndii leydi ɓee Gadariyankooɓe, jinnaaɓe ɗiɗo sortii ka berɗe, ari fottugol e makko. Tawi hakkee ko ɓen hulɓinii, hay gooto suusataano rewude ɗon. 
MAT.8.29	Ɓen sonki e makko, ɓe wi'i: «Ko honɗun faalanaɗaa men, an oo *Ɓiɗɗo Alla. E hara ko arduɗaa ɗoo ko fii lettugol men hara saa'i on hewtaali?»
MAT.8.30	Tawi wuro kose moolanaango no ooraynoo ka woɗɗitii ɓe. 
MAT.8.31	Onsay jinnaaji ɗin jeeji mo, ɗi wi'i: «Si a raɗoto men, nawru men e ngoo wuro kose.»
MAT.8.32	O wi'i ɗi: «Yahee!» Onsay ɗi yalti e ɓen, ɗi naatoyi e nder ɗin koseeji. Tun, koseeji ɗin fow giddi ka falo, ɗi unoyii ka weendu, ɗi muli ka nder ndiyan. 
MAT.8.33	Ornaynooɓe ɗi ɓen dogi, yahi ka saare, fillitoyii ko waɗi kon fow, tentinii ko heɓi ɓen jinnanooɓe kon. 
MAT.8.34	Onsay yimɓe saare nden fow yalti fii fottugol e Iisaa. Nde ɓe yiirunoo mo, ɓe jeeji mo woɗɗitagol leydi maɓɓe ndin.
MAT.9.1	Ɓawto ɗun Iisaa bakii ɗon e laana, o lumboyi weendu ndun, o yahi ka saare makko. 
MAT.9.2	Ɓe addani mo maaya-ɓanduujo waaliiɗo e ɓoggi-dimborɗi. Ɓay Iisaa yi'ii gomɗinal maɓɓe ngal, o wi'i maaya-ɓanduujo on: «Wakkilo yo boobo an. Junuubaaji maa ɗin yaafaama.»
MAT.9.3	Onsay woɓɓe e jannooɓe fii Sariya on wi'indiri: «Oo neɗɗo no hoynude Alla!»
MAT.9.4	Nde tawnoo Iisaa no andi miijooji maɓɓe ɗin, o wi'i ɓe: «Ko honɗun joganiɗon ɗii miijooji bonɗi ka ɓerɗe mon? 
MAT.9.5	Enee, hakkunde wi'ugol ‹junuubaaji maa ɗin yaafaama› e ‹immo yahaa›, ko honɗun e ɗii ɗoo ɓuri weeɓude? 
MAT.9.6	Fii no andiron wonde *Ɓii-Aaden on no mari bawgal ka aduna ɗoo fii yaafagol junuubaaji», o wi'i jukkuɗo on: «Immo ƴettaa ɓoggi-dimborɗi maa ɗin, hootaa ka maa.» 
MAT.9.7	On immii, o hooti ka makko. 
MAT.9.8	Ɓay jamaa on yi'ii ɗun, ɓe huli, ɓe mawnini Alla, on yeɗuɗo yimɓe ɓen sifa ngal bawgal.
MAT.9.9	Wa ko Iisaa iwata ɗon, o yi'i goɗɗo no wi'ee Matta no jooɗii ka ƴantirde sagalle. O wi'i mo: «Aru, jokkaa mi!» Kanko Matta o immii, o jokki mo.
MAT.9.10	Ɓawto ɗun, Iisaa jooɗii fii ɲaamugol ka suudu Matta, tawi *ƴantooɓe sagalle e junuubankeeɓe ɗuuɗuɓe no jooɗodi e makko, wondude e taalibaaɓe makko ɓen. 
MAT.9.11	Ɓay *Fariisiyaaɓe ɓen yi'ii ɗun, ɓe wi'i taalibaaɓe makko ɓen: «E ko fii honɗun karamoko mon ɲaamidanta e ƴantooɓe sagalle ɓen e junuubanke'en?»
MAT.9.12	Ɓay wonii Iisaa nanii ɗun, o wi'i: «Hinaa selluɓe ɓen hatonjini e ɲawndoowo, kono ko ɲawɓe ɓen. 
MAT.9.13	Allaahu non no daali: ‹Ko yurmeende mi faalaa, wonaa sadaka.›
MAT.9.14	Onsay taalibaaɓe Yaayaa ɓen ari e Iisaa, ɓe wi'i mo: «Ko fii honɗun menen e Fariisiyaaɓe ɓen men hooranta, hara taalibaaɓe maa ɓen kan alaa hoorude?»
MAT.9.15	Iisaa jaabii ɓe wi'i: «Taw si njaatigiiɓe jom jomba no haani yoomude yeru hiɓe wondi e jom jomba? Ɲalaaɗe aroyay nde jom jomba pottinaa e hakkunde maɓɓe, onsay ɓe hooray. 
MAT.9.16	Hay gooto ƴettataa ceelol bagi keso, walkira dolokke kiɗɗo. Ko fii ceelol ngol pooɗay dolokke on, haa wuddere nden ɓurta yaajude. 
MAT.9.17	Njaram kesan men loowetaake e nder bootooji guri kiɗɗi. Si hinaa ɗun, guri ɗin seekoto, njaram ɗan hibba, bootooji guri ɗin kadi bona. Kono njaram kesan ko e nder bootooji guri kesi loowetee, ɗi fow ɗi maroda.»
MAT.9.18	Wa fewndo ko Iisaa yewtata ɓe ɗii konguɗi, hooreejo goo hewti, jiccii yeeso makko, wi'i: «Jiwo an on maayii jooni jooni! Kono aree *fawon juuɗe mon ɗen e hoore makko, o wuuritay.» 
MAT.9.19	Iisaa e taalibaaɓe mun ɓen immii jokki mo.
MAT.9.20	Onsay debbo wonnooɗo soncaade gila duuɓi sappoo e ɗiɗi ari wontiri ɓaawo Iisaa, o meemi kombol dolokke makko on. 
MAT.9.21	Ko fii hari on debbo no miijoo wonde: «Si mi waawii tun meemude dolokke makko on, mi ndikkay.»
MAT.9.22	Onsay Iisaa yeƴƴitii. Ɓay o yi'ii mo, o wi'i: «Wakkilo, yo jiwo an! Gomɗinal maa ngal sellinii ma.» On debbo selli e on saa'i tigi.
MAT.9.23	Ɓay Iisaa hewtii ka suudu on hooreejo, o yi'ii ko wuttooɓe ceri ɓen
MAT.9.24	o wi'i ɓe: «Pottitee, jiwo on maayaali, o ɗaani.» Ɓe jali mo. 
MAT.9.25	Ɓay wonii jamaa on yaltinaama, onsay o naati, o nangi jungo jiwo on, jiwo on immii. 
MAT.9.26	Fii ɗun andii e leydi ndin fow.
MAT.9.27	Wa ko Iisaa iwata ɗon, bumɓe ɗiɗo jokki mo, no ewnoo wi'a: «Yurminee men, yo ɓii Daawuuda!»
MAT.9.28	Ɓay o hewtii ka suudu, bumɓe ɓen ɓadii mo. Iisaa wi'i ɓe: «Hiɗon sikka miɗo waawi waɗude ɗun?»
MAT.9.28	Ɓe jaabii mo: «Hiiyii, yaa an Koohoojo.»
MAT.9.29	Onsay o meemi ɓe gite ɗen, o wi'i: «Yo ɗun woniran on wano gomɗinirɗon non.» 
MAT.9.30	Gite maɓɓe ɗen wunti. Iisaa yamiri ɓe ɗunɗoo, o sattini, o wi'i: «Reenee wota gooto andu.» 
MAT.9.31	Kono nde ɓe yaltirnoo, ɓe nangi e fillagol e nder leydi ndin fow ko Iisaa waɗani ɓe kon.
MAT.9.32	Wa ko Iisaa e taalibaaɓe mun ɓen fokkitata, ɓe addani mo mboboojo mo jinna nangi. 
MAT.9.33	Ɓay wonii jinnawii ngin raɗaama, mboboojo on wowli. E nder ko jamaa on ŋalɗi kon, ɓe wi'i: «Haa hande sifa ɗun yi'aaka e leydi Isra'iila ndin!» 
MAT.9.34	Kono Fariisiyaaɓe ɓen kaɲun wi'i: «Ko tippude e lanɗo jinnaaji ɗin o woni raɗorde jinnaaji ɗin.»
MAT.9.35	Tawi Iisaa no yiilotonoo e ca'e ɗen fow e koɗooli ɗin, janna ka nder juulirɗe maɓɓe, waajoo fii Kibaaru Moƴƴo *laamu Alla ngun, ɲawnda kadi kala nawnaaje e ɲabbeeli. 
MAT.9.36	Ɓay o yi'ii jamaa on, o yurmaa, ko fii hari hiɓe aybi, hiɓe ŋakkiraa ballo wa baali ɗi alaa ngaynaako. 
MAT.9.37	Onsay o wi'i taalibaaɓe makko ɓen: «Baagol ngol no ɗuuɗi, kono wa'ooɓe ɓen ɗuuɗaa. 
MAT.9.38	Awa jooni, toree non Jom baagol ngol yo o addu wa'ooɓe ka baagol makko.»
MAT.10.1	Ɓawto ɗun, Iisaa noddi *sahaabaaɓe makko ɓen sappoo e ɗiɗo, o okki ɓe bawgal raɗagol jinnaaji ɗin e sellingol kala ɲaw e kala nawnaare. 
MAT.10.2	E hino inɗe ɓen sahaabaaɓe sappoo e ɗiɗo: arano on e maɓɓe ko Sim'uunu, jammaaɗo on Petruusu, e Andaraawu neene-gooto makko on, e Yaaquuba mo Zabadii, e Yuuhanna neene-gooto on on, 
MAT.10.3	e Filiipu e Bartolomaawu e Tooma e Matta, ƴantaynooɗo sagalle on, e Yaaquuba mo Alfaa, e Taddaawu, 
MAT.10.4	e Sim'uunu tawdaaɗo e fedde *Zelotiiɓe ɓen, e Yudaasi Iskariiyu, janfoytooɗo mo on.
MAT.10.5	Ko ɓee sappoo e ɗiɗooɓe ɗoo Iisaa immini ɓawto o yamirde ɓe ɗunɗoo: «Wota on yaaru ka ɓe wonaa Yahuudiyanke ɓen e wota on naatu ka ca'e Samariyankeeɓe ɓen. 
MAT.10.6	Kono yaaree ka baali suudu *Isra'iila majjuɗi ɗin. 
MAT.10.7	E nder yaadu mon ndun, waajoɗon wonde laamu kammu ngun ɓadike. 
MAT.10.8	Ɲawndon ɲawɓe ɓen, immintinon mayɓe ɓen, sellinon ɓe ɗamajan ɓen, ɓe laaɓa, raɗoɗon jinnaaji ɗin. On hendike ɗun e hoore on ittaa hay huunde, onon kadi okkee ɗun, hara on ittinaali hay huunde. 
MAT.10.9	Wota on datto kaŋŋe maa kaalisi maa sila, yooɓoɗon, 
MAT.10.10	maa bonfo fii yaadu ndun, maa dolokkaaji ɗiɗi, maa paɗe, maa tuggordu. Ko fii golloowo no handi e ɲaametee mun.
MAT.10.11	«Kala saare maa hoɗo ka naatuɗon, andee si tawii no woodi ɗon goɗɗo hebuliiɗo jaɓugol on, haray weeree ka makko haa nde hiɗon yaha. 
MAT.10.12	Nde hiɗon naata e suudu, salminee. 
MAT.10.13	Si yimɓe ndun suudu jaɓii on, haray yo ɓuttu mon on wonu e maɓɓe, kono si tawii ɓe jaɓaali on, haray yo ɓuttu mon on artan on. 
MAT.10.14	Si tawii non on jaɓaaka, maa konguɗi mon ɗin heɗaaka, haray yaltee e ndun suudu maa e nden saare, honkon mbullaari teppe mon ɗen. 
MAT.10.15	Ka haqiiqa mi andinii on, ɲande ɲaawoore nden ko ɗee ca'e Saduuma e *Amuura ɓuretee hoynaneede edii nden saare ɗon.
MAT.10.16	«Jooni miɗo imminirde on wa baali e hakkunde caapaali, awa reenoree wa mboddi, neworon wa gabooji. 
MAT.10.17	Reenoɗon e yimɓe ɓen, ko fii ɓe naɓoyay on ka ɲaawirɗi, ɓe foccoya on ka juulirɗe maɓɓe. 
MAT.10.18	On naɓete ka yeesooɓe ɓen e ka lamɓe ɓen sabu an, seeditoɗon fii an yeeso maɓɓe, kamɓe e ɓe wonaa Yahuudiyanke ɓen.
MAT.10.19	«Kono tuma ɓe watti on e joge, wota on jiɓoyo ko honno haalirton maa ko wi'on. Ko fii ko wowloyton kon longinte on e on saa'i tigi. 
MAT.10.20	Ko fii wonaa onon yewtoyta, kono ko Ruuhu Ben mon on yewtiroyta on. 
MAT.10.21	Ko fii goɗɗo ƴettoyay musiɗɗo mun, watta mo e joge fii yo o ware, baabaajo kadi warra non ɓiɗɗo mun. Fayɓe ɓen kadi hawtanoyoo mawɓe mun ɓen, ɓe wona sabu haa ɓe waree. 
MAT.10.22	Fow aɲoyay on sabu innde an nden. Kono mo ŋaɲɲike ɗun haa ka lannoode, o dandoyte. 
MAT.10.23	Kono si on cukkaama e ndee saare ɗoo, dogee yaaron e wonnde goo. Ko fii ka haqiiqa mi andinii on, on waawataa yahude e ca'e Isra'iilayanke ɗen fow ado *Ɓii-Aaden on arude.
MAT.10.24	«Awa taalibaajo ɓuraa karamoko mun, wano non kadi kurkaadu ɓuraa jeyɗo ɗun. 
MAT.10.25	Yonanii taalibaajo ka o wa'a wa karamoko makko, kurkaadu ndun kadi wa'a wa jom mun. Si ɓe jammii non jom suudu ndun *Balzabuula, haray ko haa honto non ɓe jammata yimɓe suudu makko ndun!
MAT.10.26	Awa wota on hulu ɓe few, ko fii alaa ko suuɗii ko feeɲataa, awa kadi alaa gundoo mo andotaako. 
MAT.10.27	Ko mi wowlani on kon ka niwre, feɲɲinee ɗun tumbere ɲalorma. Ko sowndaɗon kon kadi, ewnee ɗun ka warɲakke. 
MAT.10.28	Awa wota on hulu warooɓe ɓandu ɓen, hara waawataa warude wonkii. Kono hulee waawuɗo mulude wonkii e ɓandu on ka jahannama. 
MAT.10.29	Hinaa seresereeji ɗiɗi no yeeyee tammaaru wooturu? Kono hay wooturu yanataa e leydi e ɓaawo muyɗe Ben mon. 
MAT.10.30	Onon e hoore mon, hay cukuli ko'e mon ɗen fow no limaa. 
MAT.10.31	Awa, wota on hulu, ko fii hiɗon ɓuri seresereeji buy hittude ka Alla.
MAT.10.32	«Ko ɗun waɗi, kala qirritiiɗo fii an yeeso yimɓe ɓen, min kadi mi qirritoyto fii makko yeeso Ben an Wonɗo ka kammu on. 
MAT.10.33	Kono kala yedduɗo fii an yeeso yimɓe ɓen, min kadi mi yeddoyay fii makko yeeso Ben an Wonɗo ka kammu on.
MAT.10.34	«Wota on sikku ko addugol ɓuttu e oo aduna mi arani. Wonaa ɓuttu mi addi, kono ko kaafa. 
MAT.10.35	Ko mi arani ko liddondiral: gorko e ben mun liddondira, jiwo e yumma mun liddondira, jiwo e esiraawo mun debbo liddondira. 
MAT.10.36	Yimɓe suudu ontigi ndun wona ayɓe makko.
MAT.10.37	«Kala yiɗuɗo ben mun maa yumma mun ɓuri lan min, haray ontigi foddaa e an. Kala yiɗuɗo kadi ɓiɗɗo mun gorko maa ɓiɗɗo mun jiwo ɓuri lan, haray ontigi foddaa e an. 
MAT.10.38	Kala mo ƴettaali leggal mun altindiraangal* ngal, jokkimmi, haray ontigi foddaa e an.
MAT.10.39	Kala faalaaɗo dandude ngurndan mun ɗan, ɗan hayriray mo, kala non mo ngurndan mun ɗan hayriraa sabu an min, o hettoyay ɗan.
MAT.10.40	«Kala jaɓuɗo on haray jaɓii lan, kala non jaɓuɗo lan haray o jaɓii Nuluɗo lan on. 
MAT.10.41	Kala jaɓuɗo annabaajo sabu on ko annabaajo, o heɓay mbarjaari annabaajo. Kala jaɓuɗo feewuɗo sabu on ko feewuɗo, o heɓay mbarjaari feewuɗo. 
MAT.10.42	Ka haqiiqa mi andinii on, kala okkorɗo goɗɗo e koy taalibahoy an ndiyan ɓuuɓuɗan, sabu kun ko taalibahun an, o faɗataa mbarjaari makko ndin few.»
MAT.11.1	Ɓay wonii Iisaa gaynii yamirde *sahaabaaɓe makko ɓen sappoo e ɗiɗo, o iwi ɗon, o yahi e ca'e diiwal ngal fii jannugol waajoo.
MAT.11.2	Fewndo Yaayaa woni ka nder kaso, o nani fii kuuɗe *Almasiihu on no wowlee. Onsay o immini taalibaaɓe makko ɓen 
MAT.11.3	ko landoyoo mo, wi'a: «Taw si ko onon woni haanuɗo arude on, kaa hara yo men habbo goɗɗo goo?»
MAT.11.4	Iisaa jaabii ɓe wi'i: «Yahee fillitanoɗon Yaayaa ko yi'uɗon kon e ko nanuɗon kon, 
MAT.11.5	wonde: bumɓe ɓen yi'ii, boofooɓe ɓen yahii, ɓe ɗamajan ɓen sellinaama laaɓii, pahiɗuɓe ɓen nanii, mayɓe no immintineede, Kibaaru Moƴƴo on no feɲɲinaneede miskinɓe ɓen. 
MAT.11.6	Kala mo feggaaki e an ko malaaɗo.»
MAT.11.7	Ɓay ɓe yiltitike, onsay Iisaa fuɗɗii yewtude jamaa on fii Yaayaa, o landii ɓe ɗunɗoo, o wi'i: «Ko honɗun yahunoɗon ndaaroygol ka wulaa? Hara ko kuɗol ngol hendu ndun dimbata? 
MAT.11.8	Kaa ko honɗun yahunoɗon ndaarugol? Ko neɗɗo ɓorniiɗo conci dimi? Ndaaree, ɓee ɓorniiɓe conci dimi no e nder galleeji laamu. 
MAT.11.9	Ko honɗun non yahunoɗon ndaarugol? Ko annabaajo? Hiiyii, min mi wi'ay on, ko ko ɓuri annabaajo. 
MAT.11.10	Ko oo ɗoo woni mo fii mun windii on, wonde:
MAT.11.10	‹Awa, miɗo imminde nulaaɗo an on yeeso maa,
MAT.11.10	fii ko fertano-maa laawol maa ngol.›
MAT.11.11	«Ko fii ka haqiiqa mi andinii on, alaa mo suddiiɗo jibini ɓurɗo Yaayaa *lootoowo maande tuubuubuyee on. Kono non ɓurɗo fanɗude on ka laamateeri kammu no ɓuri mo teddude. 
MAT.11.12	Gila e Yaayaa lootoowo maande tuubuubuyee on haa hande laamu kammu ngun no yaarude yeeso e nder doole, tawi doolooɓe ɓen no etaade fii halorgol ngu. 
MAT.11.13	Ko fii ko haa e Yaayaa annabaaɓe ɓen fow e Sariya on haalunoo ko Alla longini ɗun. 
MAT.11.14	Si hiɗon faalaa jaɓude ɗun, ko kanko woni Iiliiya, on haanunooɗo arude. 
MAT.11.15	Mo no mari noppi yo nanu!
MAT.11.16	«Hara ko e honɗun mi eɓɓindirta nguu jamaanu? Hingu nandi e fayɓe, jooɗiiɓe e kubitirde, hara ɓen no noddindira, wi'a: 
MAT.11.17	‹Men wuttanii on ceri, on amaali, men yimanii on gimɗi yurmuɗi, on wullaali!› 
MAT.11.18	Ko fii Yaayaa arno, o ɲaamataano, o yarataano ko mandilinta, wi'uɗon: ‹On ko mo jinna!› 
MAT.11.19	Ɓii-Aaden* on kadi arii no ɲaama no yara, wi'uɗon: ‹On ko reereɗuɗo, yaroowo, welduɗo e ƴantooɓe sagalle e junuubanke'en!› Kono kuuɗe faamu Allaahu on ɗen hollay wonde ko ngu feewungu.»
MAT.11.20	Onsay Iisaa woni e felugol ca'e ɗe o ɓuri waɗude kaawakeeji moƴƴi e mun ɗen, sabu ko ɗe tuubaali kon, 
