MAT.1.1	Leꞌe naŋ titinge loumwah tikin Jisas Krais. Loumwah kin kiŋ Dewit hindi Abraham.
MAT.5.43	Pa yende niharar lenge ŋimei yip, kut pa tuhwar lenge wachaih yip.
MAT.5.44	Kom tukwini ŋam mana yip. Pa yende niharar lenge wachaih yip, topoꞌe pa yisilihme Got ŋaiye ka ungwisme lenge mitiŋ ŋaiye yende wachaihme yip. 
MAT.5.45	Pa yende tuꞌe luku pe, pa yurp tuꞌe talah tikin Yai yip ŋaiye narp nanah moihlaꞌ. Kin taꞌe ŋau naŋarꞌe gah lenge mitiŋ ŋaiye yende hwap, topoꞌe lenge mitiŋ ŋaiye yarp bwore bwarme. Topoꞌe kin ŋende ŋisih gah lenge mitiŋ ŋaiye yende ŋaiꞌe ŋaiꞌe bwore, topoꞌe lenge mitiŋ ŋaiye yende hwap. 
MAT.5.46	O ŋaiye pa yende nihararme lenge mitiŋ ŋaiye yende nihararme yip pe, Got se ka yul yip yitini tuꞌe la? Lenge miyeꞌ ŋaiye yambaꞌe wuhyau takis, tinge topoꞌe yende yaŋah ilyeh taꞌe likili. 
MAT.5.47	O ŋaiye pa yungwis lenge toꞌ tatai yip ŋilyehme pe, luku yip ŋoiheryembe nange yip yende bwore? Pakai. O lenge haiten ŋaiye ŋoihmbwaip tinge yukur teŋeime Got, tinge topoꞌe yende taꞌe likili. 
MAT.5.48	Yip pa yurp bwore bwarme miꞌ supule tuꞌe Yai yip ŋaiye narp bwore bwarme miꞌ supule nanah moihlaꞌ.”
MAT.6.2	Taꞌe luku pe, ŋupe ŋaiye na aŋaꞌe ŋainde elme miyeꞌ lakai tuwei ende ŋaiye ŋaipwa ŋiꞌ pe, yukur na gute bip nin ende mut pinip embere me ŋaimune ŋaiye nin si ŋende luku nato yukoh lotu topoꞌe moi jahilyeh. Tinge yende taꞌe luku ŋaiye lenge miyeꞌ tuweinge ka yahraꞌe naŋ tinge. Taꞌe luku pe, ŋam mana yip bwore mise, Got yukur ka se angange yitini. 
MAT.6.3	Kom ŋupe ŋaiye na ungwis lenge ŋaipwa ŋiꞌ pe, yukur na ende guh ŋembep lenge ŋemei nin ŋaiye ka sisyeme. 
MAT.6.4	Taꞌe luku pe, ŋaimune ŋaiye ni ŋende luku ka si tise. Topoꞌe Yai si ŋetekeꞌe ŋaimune ŋaiye nin ŋende tase pe, se ka yule yitini.”
MAT.6.6	Kom ŋupe ŋaiye nin da ininge wusyep topoꞌme Got pe, e oto luh ende nato yukoh ŋaiye ni ŋilyehme narp pe, na ininge wusyep topoꞌme Yai nin ŋaiye kin narp tase. Pe Yai nin si ŋetekeꞌe ŋaimune ŋaiye sai tase pe, se ka yule yitini.
MAT.6.7	Ŋupe ŋaiye na ininge wusyep topoꞌme Got pe, yukur na ininge wusyep syeꞌ paka pakaiye tuꞌe lenge haiten yende. Tinge ŋoiheryembe nange ka yininge wusyep sokoloh tuꞌe luku pe, Got se ka usyunde wusyep tinge. 
MAT.6.8	Yukur pa yende tuꞌe tinge luku. Detale, teter ŋaiye yukur yip yisilihme kin pe, Yai yip si sisyeme ŋaimune ŋaiye yip seheiꞌe. 
MAT.6.9	Pa yininge wusyep topoꞌme kin tuꞌe leꞌe,
MAT.6.9	Yai poi, nin narp nanah moihlaꞌ, naŋ nin ki yirise supule.
MAT.6.10	Lemame nin ka ot tus halhale.
MAT.6.10	Pe miyeꞌ tuweinge lalme kekep eꞌe ya mende gunde
MAT.6.10	ŋoihmbwaip nin murp kekep
MAT.6.10	tuꞌe ŋaiye tinge jande ŋoihmbwaip nin yarp yanah moihlaꞌ.
MAT.6.11	Tukwini ŋau eꞌe na pul poi ŋai tutume ŋaiye tukwini leꞌe.
MAT.6.12	Nin na ongohe hwap poi ŋahilyeh tuꞌe ŋaiye
MAT.6.12	poi masme hwap lenge mitiŋ ŋaiye yende yatme poi.
MAT.6.13	Topoꞌe yukur na osme dou ende ŋaiye ŋondolꞌme ende ka otme poi.
MAT.6.13	Kom na enge poi ya tupwaihme ŋaimune pupwa
MAT.6.13	ŋaiye ka ende yumbune poi.
MAT.6.15	Kom ŋaiye yukur yip yasme hwap lenge mitiŋ ŋaiye yende yatme yip pe, Yai yip yukur ka ongohe hwap yip ŋaiye yende.”
MAT.6.16	Jisas ŋanange na, “Ŋupe ŋaiye pa yusme ŋai pe, yukur pa jite bepmohro juh tuꞌe ŋaiye lenge miyeꞌ homboꞌe yende. Tinge jite bepmohro tinge jah no, lenge mitiŋ lalme ka yetekeꞌe nange tinge yasme ŋai. Ŋam mana yip bwore mise, tinge si yambaꞌe yitini tinge lalme. 
MAT.6.17	Ŋupe ŋaiye pa yusme ŋai pe, pa yungurh me bepmohro yip, topoꞌe yende sungwar ondoh. 
MAT.6.18	Pa yende tuꞌe luku no, lenge mitiŋ lalme yukur ka sisyeme nange yip pa yusme ŋai. Kut Yai yip ilyeh ŋaiye narp tase, kin ilyeh ki sisyeme. Pe Yai yip kin ŋetekeꞌe ŋaimune ŋaiye yip yende tase pe, se ka yul yip yitini.”
MAT.6.20	Kut birme ŋaiꞌe ŋaiꞌe bwore bwore tei ka inir el unuh moihlaꞌ, ŋaiye hiraŋ topoꞌe waimbe yukur ka yende yumbune. Topoꞌe lenge miyeꞌ endei yukur ka yuworꞌe yukoh yil yoto no, ka yambaꞌe. 
MAT.6.21	Detale, luh moi ŋaiye ŋaiꞌe ŋaiꞌe bwore bwore ni ŋanar pe, ŋoihmbwaip nin ka teŋeime luh moi uku.”
MAT.6.22	Jisas plihe ŋanange na, “Ŋembep ki nih tikin wahriꞌ. Ŋaiye ŋembep yip ka bwore pe, wahriꞌ yip ka ambaꞌe yirise embere. 
MAT.6.23	Kom ŋaiye ŋembep hoime ka pupwa pe, yukur pa yetekeꞌe ŋainde, ki taꞌe ŋaiye yip yarp yepelmbe supule. Taꞌe luku pe, yirise ŋaiye sai nato yip uku ki yepelmbe pe, yepelmbe luku ki ŋembere supule.”
MAT.6.24	Jisas plihe ŋanange na, “Miyeꞌ ende yukur tatame ka ende wah me miyeꞌ embep hoi, pakai. Kin se ka hriphrip me ŋoinde, kut se ka girnge ŋoinde. Kin se ka usyunde wusyep me ŋoinde, kut se ka aŋaꞌe teket me ŋoinde. Yukur pa yende wah me Got topoꞌe wah wuhyau, na pakai.”
MAT.6.25	Jisas plihe ŋanange na, “Taꞌe luku pe, ŋam mana yip, yukur pa ŋoiheryembe wula wula me ŋai topoꞌe pinip ŋaiye pa yambaꞌe no, pa yurp laip. Topoꞌe hihyilih ŋaiye pa juh tutme wahriꞌ yip. Taꞌe ŋai kin ŋembere me laip lakai? Topoꞌe hihyilih kin ŋembere me wahriꞌ lakai? Pakai. 
MAT.6.26	Yetekeꞌe lenge ŋinjet. Tinge yukur worsyep ŋai, topoꞌe yahaiꞌe ŋai yate yember ilyeh yanar yal yoto yukoh. Kom Yai yip ŋaiye narp nanah moihlaꞌ pe, kin bepteme tinge ŋaiye nangang lenge ŋai. Taꞌe yip ŋoiheryembe nange ŋinjet yengelyembe yip? Pakai! Yip yengelyembe lenge ŋinjet. 
MAT.6.27	Ŋaiye yip ŋoiheryembe wula wula pe, ŋoiheryembe luku yukur tatame ŋaiye ka eŋelꞌe ŋup syeꞌ enge elme laip yip.
MAT.6.28	Taꞌe luku pe, yip ŋoiheryembe wula wula me hihyilih me ŋaimune? Yetekeꞌ lenge yuhurnge ŋaiye tikin gere saiꞌe saiꞌe. Tinge yukur yende wah ŋaiye yende hihyilih tititinge ŋaiye ka juh. 
MAT.6.29	Kom ŋam mana yip, somohon kiŋ Solomon kin narp taꞌe miyeꞌ lowe, topoꞌe hihyilih kin miꞌ supule. Kom hihyilih kin uku yukur miꞌ supule taꞌe yuhurnge leꞌe. 
MAT.6.30	Got kin bepteme peperiyeh ŋaiye tukwini gere sai eꞌe, kut minde pe, lenge miyeꞌ ka jute yesekeh yil nih ko. Ŋahilyeh taꞌe luku pe, Got se ka yul yip hihyilih kuli. Kut ŋoiheryembe mise yip ŋaiye teŋeime Got pe, ki sikirp manaiꞌe supule.
MAT.6.31	Taꞌe luku pe, yukur pa ŋoiheryembe wula wula ŋaiye pa yininge na, ‘Ma mambaꞌe ŋai, pinip topoꞌe hihyilih ŋam minir a?’ 
MAT.6.32	Lenge haiten pe, tinge ŋoiheryembe wula wula me ŋaiꞌe ŋaiꞌe taꞌe luku. Kom Yai yip ŋaiye narp anah moihlaꞌ pe, kin si ŋetekeꞌe topoꞌe sisyeme nange yip seheiꞌe ŋaiꞌe ŋaiꞌe luku. 
MAT.6.33	Pe ŋendehei kin pa yaŋaꞌe yip tip supule yilme Got no, ka embepteme yip pe, pa yende ŋaiꞌe ŋaiꞌe junde ŋaiye kin ŋasande. Topoꞌe kin ka yul yip ŋaimune ŋaiye yip seheiꞌe topoꞌe. 
MAT.6.34	Taꞌe luku pe, yukur pa ŋoiheryembe ŋaimune ŋaiye minde. Ŋaimune ŋaiye ka ot minde luku pe, ŋaiꞌe ŋaiꞌe tikin minde. Hwap mune ŋaiye ka ot tukwini pe, tikin tukwini leꞌe.”
MAT.7.1	“Yukur pa yiyarꞌe lenge miyeꞌ tuweinge, ŋaiye bwore lakai pupwa, na pakai. Ŋaiye pa yende tuꞌe luku pe, Got se ka iyarꞌe yip topoꞌe. 
MAT.7.2	Got se ka iyarꞌe yip ŋahilyeh tuꞌe ŋaiye yip yiyarꞌe lenge miyeꞌ tuweinge syeꞌ. Ŋaiye yip pa yiyarꞌe lenge miyeꞌ tuweinge pe, Got se ka plihe yiyarꞌe yip ŋahilyeh. 
MAT.7.3	Detaꞌe lai ŋaiye nin ŋetekeꞌe gurngur sikirp ŋaiye tahaiꞌ na ŋoto ŋembep toꞌ nin, kut yukur nin ŋetekeꞌe yokop hyukut ŋembere ŋaiye tahaiꞌ na ŋoto ŋembep nitei? 
MAT.7.4	Detaꞌe laime yokop hyukut embere luku ŋaiye tahaiꞌ na ŋoto ŋembep nitei, kom nin plihe ŋaname toꞌ nin na, ‘Ma mosoko gurngur sikirp ŋaiye tahaiꞌ nal ŋoto ŋembep nin.’ 
MAT.7.5	Nin miyeꞌ homboꞌe! Ŋendehei na osoko yokop hyukut embere ŋaiye tahaiꞌ ŋembep nin yer ti, na se etekeꞌe bworerme gurngur ŋaiye tahaiꞌ na ŋoto ŋembep toꞌ nin pe, na osoko tus. 
MAT.7.6	Yukur pa yaŋaꞌe ŋaimune ŋaiye tikin Got yilme ŋumbwat. Se ka plihe bunjenge engelꞌ yip. Topoꞌe yukur pa yiche salpan bwore bwore yip yilme lenge hroꞌ. Se ka ŋihip juh yisyerꞌe.”
MAT.7.7	Pa yisilih pe, pa se yambaꞌe, pa yahaiꞌe pe, pa se yetekeꞌe, topoꞌe pa yendere kohmap pe, ka kumbur kohmap. 
MAT.7.8	Lenge miyeꞌ tuweinge ŋaiye tinge yanange wusyep topoꞌme Got yisilihme kin ŋaiꞌe ŋaiꞌe pe, ka yambaꞌe. Topoꞌe lahmende ŋaiye ka ahaiꞌe pe, se ka etekeꞌe. Topoꞌe lahmende ŋaiye ka endere kohmap pe, Got se ka kumbur kohmap me kin. 
MAT.7.9	Ŋaiye talah ka isilihme yai me kakah pe, tatame ŋaiye ka aŋaꞌe ŋeser lakai? 
MAT.7.10	O ŋaiye talah ka isilih nin nange na aŋaꞌe ŋuyoꞌ pe, tatame na aŋaꞌe hwaŋ lakai? 
MAT.7.11	Yip lenge yai yende hwap sekete, kom yip sisyeme ŋaiye yangange ŋaiꞌe ŋaiꞌe bwore bwore yalme talah yip. Yai yip ŋaiye narp nanah moihlaꞌ pe, kin nengelyembe yip pe, se ka angange ŋaiꞌe ŋaiꞌe bwore bwore el lenge lahmende ŋaiye yisilihme kin. 
MAT.7.12	Ŋaimune bwore bwore ŋaiye yip yisande lenge miyeꞌ tuweinge ŋaiye ka yende yutme yip pe, yip pa yende yilme tinge yer. Leꞌe wusyep tehei tikin wusyep tikin Moses topoꞌe wusyep tehei titinge profet ŋaiye yalaŋatme.
MAT.7.13	Jisas plihe ŋanange na, “Pa yil yoto kohmap malaih. Kohmap ŋaiye nal moi hel pe, ki ŋembere sekete pe, ki bwore ŋumwaiye ŋaiye na gunde. Topoꞌe lenge miyeꞌ tuweinge wula wula tinge jande yaŋah uku. 
MAT.7.14	Kom kohmap ŋaiye na el oto moi yirise pe, ki malaih topoꞌe yaŋah ŋaiye na gunde el oto luku pe, kin nihe supule. Taꞌe luku pe, lenge miyeꞌ tuweinge hoi ilyeh tinge yetekeꞌe yaŋah uku pe, tinge jande.”
MAT.7.15	“Yip pa ŋoihme lenge profet homboꞌe. Tinge homboꞌe yanange wusyep bwore bwore ŋaiye ka jite ŋoihmbwaip yip yilme tinge. Kom ŋoihmbwaip bumbe tinge pe, tinge de ka yende yumbune yip. Tinge taꞌe lenge ŋumbwat telpei ŋaiye homboꞌe tanah wahriꞌ waih lenge yuwor sip no, ka yil sehei me yip ŋaiye ka yurp yip. 
MAT.7.16	Yip pa yetekeꞌe lenge yoworme junde ŋaimune ŋaiye tinge yende pe, pa sisyeme nange tinge profet molohe. Mwah senge yukur teŋei ŋaisep taꞌe lou wain, topoꞌe syipsyap ŋaiye pupwa sire sekete yukur teŋei ŋip esep. 
MAT.7.17	Lou ŋaiye bwore miꞌ supule pe, ka teŋei lousep bwore bwore. Kom lou ŋaiye pupwa pe, ka teŋei lousep pupwa. 
MAT.7.18	Lou ŋaiye bwore pe, yukur ka teŋei lousep pupwa. Lou ŋaiye pupwa pe, yukur ka se teŋei lousep bwore. 
MAT.7.19	Topoꞌe lou ŋaiye yukur teŋei lousep bwore pe, tinge jene yember yal pe, yotombo yiche yal nih. 
MAT.7.20	Taꞌe luku pe, pa sisyeme yoworme lenge profet molohe junde ŋaimune ŋaiye tinge yende.”
MAT.7.21	“Yukur lenge miyeꞌ tuweinge lalme ŋaiye tinge jal ŋam, ‘Lahmborenge, Lahmborenge’ pe, ka yil yoto lemame tikin moihlaꞌ, pakai. Kom lahmende ilyeh ŋaiye ŋende ŋaiꞌe ŋaiꞌe gande ŋasande tikin Yai ŋam ŋaiye narp nanah moihlaꞌ pe, kin ilyeh ka el oto lemame luku. 
MAT.7.22	Ŋup yuwo ŋaiye Got ka iyarꞌe lenge miyeꞌ tuweinge lalme ka ot pe, mitiŋ wula wula ka yini ŋam na, ‘Lahmborenge, Lahmborenge! Nato naŋ nin pe, poi manange malaŋatme wusyep tikin Got. Topoꞌe nato naŋ nin pe, poi gwinyenme lenge yipihinge pupwa. Topoꞌe nato naŋ nin pe, poi mende mirakel wula wula.’ 
MAT.7.23	O ŋup uku pe, ma mini lenge na, ‘Ŋam yukur sisyeme yip lalme liki. Yil yupwaih me ŋam, yip lenge miyeꞌ tuweinge ŋaiye yende hwap sekete!’ ”
MAT.7.24	“Taꞌe luku pe, lahmende ŋaiye ŋasande wusyep ŋam no, kin gande lalme pe, kin taꞌe miyeꞌ ŋaiye ŋoiheryembe bworerme ti, kin ŋiche ŋeheh gah gah nal pe, kin ŋononde tumwange pe, kin guhurꞌe yukoh kin nanah. 
MAT.7.25	Ŋisih kin gah, topoꞌe mih tembelem embere nawe nat nal, topoꞌe yohe bembelyeꞌme embere tahar nat nal ŋondolꞌme yukoh uku, kom yukur ki turwau. Detale, tinge si yenge ŋeser yetenge tumwange tehei. 
MAT.7.26	Kom lahmende miyeꞌ tuweinge ŋaiye yisande wusyep ŋam no, yukur tinge jande wusyep uku pe, tinge taꞌe miyeꞌ ŋaiye pupwa kwote guhurꞌe yukoh kin ŋanah kekep ŋosoh. 
MAT.7.27	Ŋisih embere gah pe, mih tembelem embere ki nawe, topoꞌe yohe embere ki tahar bongol nat nal ŋondolꞌme yukoh pe, ki turwau pupwa yehe supule.”
MAT.7.29	Kin yukur taꞌe lenge jetmam titinge wusyep erŋeme, pakai. Kin ŋanange wusyep taꞌe miyeꞌ ŋaiye nambaꞌe naŋ embere topoꞌe bongol.
MAT.8.1	Jisas nasme hwate malaih uku nate gah pe, lenge miyeꞌ tuweinge wula wula jande kin. 
MAT.8.2	Miꞌe pe, miyeꞌ wahriꞌ epwa pupwa wukeh wukeh nenge kin natme Jisas pe, kin ŋasarꞌe ŋihipmbep gah ŋembep Jisas ŋaname na, “Lahmborenge, ŋaiye ni ŋasande pe, na plihe ende ŋam ma tuhur bwore.” 
MAT.8.3	Jisas nungwisme wusyep kin na, “Ŋam masande ŋaiye ma mende.” Kin kite syep kin nal tas pe, ŋusuwaꞌe miyeꞌ wukeh wukeh luku ŋanange na, “Tuhur bwore!” Nilyehe sai wahriꞌ epwa wukeh wukeh luku nasme miyeꞌ uku pe, ki tahar bwore. 
MAT.8.4	Miꞌe pe, Jisas ŋaname na, “Usyunde! Yukur na inime lahende me ŋaimune ŋaiye si ŋende me nin eꞌe, na pakai. Kut na el asambe wahriꞌ nin elme pris ŋaiye ka etekeꞌe wahriꞌ nin. Na ende ofa gunde ŋaiye Moses nalaŋatme pe, luku ka asamb lenge mitiŋ lalme nange nin si tahar bwore.”
MAT.8.5	Ŋupe ŋaiye Jisas nate ŋoto moi embere Kaperneam pe, miyeꞌ embep ŋaiye bepteme miyeꞌ wondoh 100 titinge Rom nate ŋisilihme Jisas bongol ŋaiye ka ungwisme kin. 
MAT.8.6	Kin ŋaname Jisas na, “Lahmborenge, miyeꞌ wah ŋam kin nambaꞌe wahriꞌ epwa lupu nule ŋanar luh. Kin nambaꞌe nihe syohe embere pupwa pe, kin yukur tatame ŋaiye ka tuhur.” 
MAT.8.7	Jisas nungwisme wusyep kin na, “Ma muta mende kin ka tuhur bwore.” 
MAT.8.8	Miyeꞌ embep nungwisme wusyep Jisas na, “Lahmborenge, na pakai. Ŋam yukur miyeꞌ bwore ŋaiye nin na el yukoh ŋam. Kom ŋam masande ŋaiye nin na ininge wusyep nin pe, miyeꞌ wah ŋam ka tuhur bwore. 
MAT.8.9	Ŋam topoꞌe marp tuweihe lenge miyeꞌ embep syeꞌ, kut lenge miyeꞌ wondoh syeꞌ yarp tuwihme ŋam. O ŋaiye ma minime miyeꞌ wondoh ende na, ‘El’ pe, kin nal ko. Topoꞌe ŋaiye ma minime ŋoinde na, ‘Ot’ pe, kin nat. Topoꞌe ŋaiye ma minime miyeꞌ wah ŋam na, ‘Ende ŋai eꞌe’ pe, kin ŋende gande.”
MAT.8.10	Ŋupe ŋaiye Jisas ŋasande wusyep uku pe, kin gunguru plai supule pe, kin ŋana lenge miyeꞌ tuweinge ŋaiye jande kin na, “Ŋam mana yip bwore mise, ŋam yukur somohon metekeꞌe miyeꞌ ende taꞌe liki ŋotop yip Israel ŋaiye ŋoiheryembe mise kin taꞌe leꞌe. 
MAT.8.11	Ŋam mana yip bwore mise, lenge miyeꞌ tuweinge wula wula ka yuse ŋaiye ŋau ŋanah topoꞌe ŋau nangah yut pe, ka yurp yono ŋai yotop Abraham, Aisak topoꞌe Jekop yoto lemame tikin moihlaꞌ. 
MAT.8.12	Kom lenge miyeꞌ tuweinge Israel ŋaiye somohonme Got nalaŋatme lenge nange ka yurp tuwihme kin yi yoto lemame pe, Got ka iche lenge el moi ŋaiye tikin yepelmbe supule. Luh uku pe, ka yilil pupwa supule, topoꞌe yikikirme ŋesep tinge.” 
MAT.8.13	Miꞌe pe, Jisas ŋaname miyeꞌ embep tikin miyeꞌ wah uku na, “El moi pe, ŋaimune ŋaiye ŋoihmbwaip nin teŋeime luku pe, se ka ende wah.” Dindiꞌ ŋup uku pe, miyeꞌ wah tikin miyeꞌ embep tahar bwore.
MAT.8.14	Jisas nal yukoh tikin Pita pe, kin ŋetekeꞌe mamiyen tikin Pita, wahriꞌ ti nihe pe, ti wende wahriꞌ epwa wate luh. 
MAT.8.15	Jisas narpe syep ti pe, wahriꞌ epwa nasme ti. Taꞌe luku pe, ti tahar wende ŋai me Jisas.
MAT.8.16	Kin nala yungwiris ŋup pe, lenge miyeꞌ tuweinge yenge lenge mitiŋ ŋaiye yipihinge pupwa jahanahme tinge yatme Jisas. Jisas ŋanange wusyep pe, lenge yipihinge pupwa tas yupwaihme lenge miyeꞌ tuweinge, topoꞌe kin ŋende miꞌme wahriꞌ epwa lenge miyeꞌ tuweinge lalme. 
MAT.8.17	Kin ŋende ŋai uku gande wusyep tikin Got ŋaiye ŋanange nat mut tikin profet Aisaia na,
MAT.8.17	Kin nambaꞌe wahriꞌ epwa poi uku pe,
MAT.8.17	kin ginyenme wahriꞌ epwa nal miꞌe ko.
MAT.8.18	Ŋupe ŋaiye kin ŋetekeꞌe lenge miyeꞌ tuweinge wula wula yate jan yoyorꞌme kin pe, kin ŋana lenge jetalah kin nange ka yil umbur ŋaiye pinip umun tikih. 
MAT.8.19	Jetmam ende tikin wusyep erŋeme natme Jisas pe, kin ŋaname na, “Jetmam, luh mune mune ŋaiye na el pe, ŋam ma gunde nin mil.” 
MAT.8.20	Jisas nungwisme wusyep kin na, “Kom ŋoiheryembe bworerme yer ti, na gunde ŋam. Lenge ŋumbwat telpei tase yarp yoto map, topoꞌe lenge ŋinjet tase yarp yoto ŋinjet hwap. Kom Talah tikin Miyeꞌ kin hlaihlai ŋoyorꞌme gan pe, luh moi kin pakai ŋaiye ka orp.” 
MAT.8.21	O miyeꞌ ŋoinde ŋaiye jetalah tikin Jisas uku ŋaname Jisas na, “Lahmborenge, tatame ŋaiye ma mila mononde yai ŋam yer ti, ma mut.” 
MAT.8.22	Jisas nungwisme wusyep kin na, “Gunde ŋam! Osme lenge miyeꞌ yule ka yononde miyeꞌ yule.”
MAT.8.23	Jisas nanah narp loumbil pinip pe, lenge jetalah kin yal topoꞌe kin. 
MAT.8.24	Ŋupe ŋaiye tinge yal pe, Jisas si nate posoh. O yohe bimbilyeꞌme embere ki tahar pinip umun pe, pinip ki kotou nanah loumbil pinip. 
MAT.8.25	Lenge jetalah yal yahraꞌe kin tambah mah ya hlaꞌ na, “Lahmborenge, ungwisme poi! Sehei ya mule kili.” 
MAT.8.26	Jisas nungwisme wusyep tinge na, “Detale ti yip hiꞌjarnge taꞌe liki? Ŋoiheryembe mise yip ki sikirp manaiꞌe supule.” Miꞌe pe, kin tahar ŋihyele yohe topoꞌe pinip pe, yohe miꞌe, topoꞌe pinip syumbe bliye sai ŋumwaiye. 
MAT.8.27	Tinge lalme ŋoiheryembe wula wula pe, tinge yanange na, “Miyeꞌ mune taꞌe leꞌe? Yohe topoꞌe pinip yisande wusyep kin!”
MAT.8.28	Ŋupe ŋaiye Jisas nate gere kekep Gadara nal pinip umun umbur Galili pe, lenge miyeꞌ hoi ŋaiye yipihinge pupwa si jahyanahme tinge hindi yate yetekeꞌe Jisas. Tinge hindi yarp yal yoto ŋeheh ŋaiye yinise lenge miyeꞌ yule yate tas. Tinge hindi pupwa yehe taꞌe miyeꞌ telpei pe, yukur miyeꞌ tuweinge ende yale yat yaŋah uku. 
MAT.8.29	Nilyehe sai tinge hindi tambah marnge yanange na, “Nin Talah tikin Got, nin da ende poi hindi tuꞌe la? Ŋup yuwo teter, kom leꞌe nin nat ŋaiye na ende yumbune poi hindi lakai?” 
MAT.8.30	O yukur wohme luh ŋaiye lenge hroꞌ wula wula yono ŋai jan. 
MAT.8.31	Taꞌe luku pe, lenge yipihinge pupwa luku yisilihme Jisas na, “Ŋaiye nin de na ginyen poi ya tus mupwaihme tinge hindi pe, ember poi ya mil moto lenge hroꞌ uku.” 
MAT.8.32	Jisas ŋana lenge na, “Tus upwaihme!” Pe tinge tas yasme tinge hindi yal yoto lenge hroꞌ. Lenge hroꞌ lalme luku tahar jertenge jah hwate uku yal jah pinip umun pe, tinge yonoꞌe pinip pe, tinge lalme yule.
MAT.8.33	Lenge miyeꞌ ŋaiye bepteme hroꞌ uku yetekeꞌe ŋai taꞌe luku pe, tinge jertenge yal moi embere yana lenge miyeꞌ tuweinge lalme jande ŋaimune ŋaiye si ŋende lenge miyeꞌ hoi uku ŋaiye yipihinge pupwa si jahyanahme tinge hindi. 
MAT.8.34	Taꞌe luku pe, lenge miyeꞌ tuweinge wula wula yase moi embere yat ŋaiye ka yetekeꞌe Jisas. Pe ŋupe ŋaiye tinge yetekeꞌe Jisas pe, tinge yiname wusyep bongol yalme kin nange ka osme kekep tinge, kut ka el moinde.
MAT.9.1	Jisas nanah loumbil pinip pe, kin plihe nerŋe pinip umun nal moi Kaperneam. 
MAT.9.2	Pe lenge miyeꞌ tuweinge syeꞌ yikirh miyeꞌ ende ŋaiye ŋihip syep kin si nule nate luh yatme Jisas. Pe Jisas bep nal ŋetekeꞌe ŋoihmbwaip tinge ŋaiye teŋeime kin pe, kin ŋaname miyeꞌ ŋaiye ŋihip syep nule luku na, “Lahyambe, yukur na ŋoiheryembe wula wula! Ŋam si mongohe hwap topoꞌe ŋoihmbwaip pupwa nin.” 
MAT.9.3	Miꞌe pe, lenge jetmam tikin wusyep erŋeme yanange wusyep yale yat titinge na, “Miyeꞌ eꞌe ŋanange wusyep gonombaiꞌe Got!” 
MAT.9.4	Kom Jisas sisyeme ŋoihmbwaip tinge pe, kin ŋana lenge na, “Detaꞌe lai ti ŋoihmbwaip pupwa liki sai nato yip? 
MAT.9.5	Ki bwore ŋumwaiye ŋaiye ma mininge tuꞌe leꞌe na, ‘Ŋam si mongohe ŋoihmbwaip pupwa nin’ lakai, ma mininge na, ‘Ambaꞌe luh nin el!’? 
MAT.9.6	Kom ŋam ma yisam yip ŋaiye pa sisyeme nange Talah tikin Miyeꞌ kin bongol sekete gah kekep eꞌe ŋaiye ka ongohe hwap lalme.” Taꞌe luku pe, Jisas ŋaname miyeꞌ ŋaiye ŋihip syep kin si nule luku na, “Nin tuhur ambaꞌe luh nin pe, el yukoh nin!” 
MAT.9.7	Miyeꞌ uku tahar pe, kin nal yukoh kin. 
MAT.9.8	Ŋupe ŋaiye lenge miyeꞌ tuweinge yetekeꞌe taꞌe luku pe, tinge hiꞌjarnge pe, tinge yirisukwarme Got ŋaiye kin naŋaꞌe bongol taꞌe luku nal lenge miyeꞌ.
MAT.9.9	Jisas nasme luh uku pe, kin nanga pe, kin ŋetekeꞌe miyeꞌ ende, naŋ kin Matyu, narp nato yukoh nambaꞌe wuhyau takis.
MAT.9.10	Ŋupe ŋaiye Jisas ŋono ŋai narp yukoh Matyu pe, lenge miyeꞌ wula ŋaiye yambaꞌe takis topoꞌe lenge miyeꞌ wula ŋaiye yende hwap yat. Tinge yono ŋai yotop Jisas nenge lenge jetalah kin. 
MAT.9.11	Lenge Farisi syeꞌ yetekeꞌe ŋai uku pe, tinge yisilihme lenge jetalah kin na, “Detaꞌe lai ti jetmam yip ŋono ŋai ŋotop lenge miyeꞌ pupwa ŋaiye taꞌe luku?” 
MAT.9.12	Jisas ŋasande wusyep tinge luku pe, kin nungwisme wusyep tinge na, “Lenge miyeꞌ tuweinge ŋaiye yukur yende wahriꞌ epwa pe, tinge yukur ka se yilme dokta ŋaiye yambaꞌe lousep. Kom lenge miyeꞌ tuweinge ŋaiye yende wahriꞌ epwa pe, liki se ka yilme dokta. 
MAT.9.13	Yip pa ŋoiheryembe bworerme wusyep tehei tikin Got ŋaiye ŋanange. Yip yil pe, yetekeꞌe wusyep ŋaiye sai nato Tup tikin Got ŋaiye ŋanange na,
MAT.9.13	Ŋam masande ŋaiye pa yende ŋoihmbwaip bwore bwore yil lenge mitiŋ.
MAT.9.13	Ŋam gwarnge ŋaiye pa yende ofa pakaiye.
MAT.9.13	Ŋam yukur mat ŋaiye mambaꞌe lenge miyeꞌ tuweinge ŋaiye yarp bwore bwarme, pakai. Ŋam mat ŋaiye ma mungwis lenge miyeꞌ tuweinge ŋaiye yende hwap.”
