GEN.1.1	Na počiatku stvoril Boh nebo a zem.
GEN.9.19	Títo traja boli Nóachovi synovia a z nich sa zaľudnila celá zem.
GEN.9.20	Roľník Nóach začal prvý vysádzať vinicu.
GEN.9.21	Raz sa napil vína, opil sa a ľahol si obnažený vo svojom stane.
GEN.9.22	Chám, otec Kanaánov, však uzrel nahotu svojho otca a oznámil to svojim dvom bratom vonku.
GEN.9.23	Vtedy Šém a Jáfet vzali plášť, obaja si ho položili na plecia, šli chrbtom, a tak zakryli nahotu svojho otca. Ich tvár bola odvrátená, takže nevideli nahotu svojho otca.
GEN.9.24	Keď sa Nóach prebral zo svojho opojenia a dozvedel sa, čo mu urobil jeho najmladší syn,
GEN.9.25	povedal:
GEN.9.25	Prekliaty Kanaán,
GEN.9.25	otrokom otrokov buď svojim bratom.
GEN.9.26	Ďalej povedal:
GEN.9.26	Požehnaný Hospodin, Boh Šémov,
GEN.9.26	no Kanaán mu bude otrokom.
GEN.9.27	Nech dá Boh Jáfetovi šíriť sa,
GEN.9.27	nech býva v stanoch Šémových,
GEN.9.27	no Kanaán mu bude otrokom.
GEN.9.28	A Nóach žil po potope tristopäťdesiat rokov.
GEN.9.29	"Celkove Nóach žil deväťstopäťdesiat rokov; potom zomrel."
GEN.10.1	Toto je rodokmeň Nóachových synov, Šéma, Cháma a Jáfeta. Im sa po potope narodili synovia.
GEN.10.2	Jáfetovi synovia sú: Gómer, Mágóg, Mádaj, Jáván, Túbal, Mešech a Tírás.
GEN.10.3	Gómerovi synovia sú: Aškenaz, Rífat a Togarma.
GEN.10.4	Jávánovi synovia sú: Elíšá Taršíš, Kittím a Dódaním.
GEN.10.5	Z týchto sa po ostrovoch vo svojich krajinách rozvetvili národy rozličného jazyka, čeľade a národnosti.
GEN.10.6	Chámovi synovia sú: Kúš,
GEN.10.7	"Kúšovi synovia sú: Sebá, Chavílá, Raamá a Sabtechá; Raamovi synovia sú: Šebá
GEN.10.8	Kúš splodil aj Nimróda, ktorý bol prvým mocnárom na zemi.
GEN.10.9	Bol udatným lovcom pred Hospodinom. Preto sa hovorieva: Udatný lovec pred Hospodinom ako Nimród.
GEN.10.10	Jeho prvou ríšou bol: Bábel,
GEN.10.11	"Z tejto krajiny tiahol do Aššúru
GEN.10.12	aj Resen medzi Ninivem a Kelachom. To je to veľké mesto.
GEN.10.13	Micrajim splodil Lúdov, Anámov, Lehábov, Neftúchov,
GEN.10.14	Patrúsiov, Kaslúchov a Kaftóranov,
GEN.10.15	Kanaán splodil ako prvorodeného Sidóna, Chéta,
GEN.10.16	Jebúsejcov, Amorejcov, Girgášejcov,
GEN.10.17	Chivejcov, Arkejcov, Sinejcov,
GEN.10.18	"Arvaďanov, Gemáranov a Chamáťanov. Potom sa roztrúsili čeľade Kanaáncov;"
GEN.10.19	tak sa územie Kanaáncov rozprestrelo od Sidónu smerom ku Geráru až po Gazu a smerom k Sodome, Gomore, Adme a Cebóimu až po Lešu.
GEN.10.20	Toto sú Chámovi synovia vo svojich krajinách a národoch rozličných čeľadí a jazykov.
GEN.10.21	Aj Šémovi, otcovi všetkých synov Eberových, staršiemu bratovi Jáfetovmu, sa narodili synovia.
GEN.10.22	Šémovi synovia sú: Élám, Aššúr, Arpachšad, Lúd a Arám.
GEN.10.23	Arámovi synovia sú: Úc, Chúl, Geter a Maš.
GEN.10.24	Arpachšad splodil Šelacha, Šelach splodil Ébera.
GEN.10.25	"Éberovi sa narodili dvaja synovia. Jeden sa volal Peleg, lebo za jeho čias bola rozdelená zem; jeho brat sa volal Joktán."
GEN.10.26	Joktán splodil Almódáda, Šelefa, Chacarmáveta, Jeracha,
GEN.10.27	Hadóráma, Úzála, Diklu,
GEN.10.28	Óbála, Abímáéla, Šebu,
GEN.10.29	"Ófira, Chavílu a Jóbába; to všetko sú Joktánovi synovia."
GEN.10.30	Ich sídlisko sa rozprestieralo od Méše smerom k Sefáru, k východnému pohoriu.
GEN.10.31	Toto sú Šémovi synovia rozličných čeľadí, jazykov, krajín a národností.
GEN.10.32	To sú čeľade Nóachových potomkov podľa svojho pôvodu v rozličných národoch. Z nich sa potom po potope rozvetvili národy na zemi.
GEN.11.1	Vtedy celý svet používal jedinú reč a rovnaké slová.
GEN.11.2	Keď sa na východe ľudia pohli, našli rovinu v krajine Šineár a usadili sa tam.
GEN.11.3	Povedali si: Poďme, narobme si tehál a dobre ich vypáľme. Tak im tehly slúžili za kameň a asfalt za maltu.
GEN.11.4	"Potom si povedali: Poďme, vystavme si mesto a vežu, ktorej vrch by siahal po nebesá; tak si urobíme meno, aby sme neboli roztratení po celej zemi."
GEN.11.5	Nato zostúpil Hospodin, aby videl mesto i vežu, ktorú stavali ľudskí synovia.
GEN.11.6	"Hospodin riekol: Je tu jeden ľud a všetci majú jednu reč; a to je len začiatok ich výčinov; teraz im už nič neznemožní vykonať, čo si zaumienia."
GEN.11.7	Poďme, zostúpme a zmäťme im tam reč, aby ani jeden nerozumel reči druhého.
GEN.11.8	Tak ich Hospodin rozptýlil po celej zemi a prestali stavať mesto.
GEN.11.9	Preto ho pomenovali Bábelom,
GEN.11.10	Toto je Šémov rodokmeň: Dva roky po potope, keď mal Šém sto rokov, splodil Arpachšada.
GEN.11.11	Šém žil ešte päťsto rokov odvtedy, ako splodil Arpachšada, a mal ešte synov i dcéry,
GEN.11.12	Keď mal Arpachšad tridsaťpäť rokov, splodil Šelacha.
GEN.11.13	"Arpachšad žil ešte štyristotri rokov po tom, ako splodil Šelacha; mal synov i dcéry."
GEN.11.14	Keď mal Šelach tridsať rokov, splodil Ébera.
GEN.11.15	"Šelach žil ešte štyristotri rokov po tom, ako splodil Ébera; mal synov i dcéry."
GEN.11.16	Keď mal Éber tridsaťštyri rokov, splodil Pelega.
GEN.11.17	"Éber žil ešte štyristotridsať rokov po tom, ako splodil Pelega; mal synov i dcéry."
GEN.11.18	Keď mal Peleg tridsať rokov, splodil Reúa.
GEN.11.19	Peleg žil ešte dvestodeväť rokov po tom, ako splodil Reúa, a mal synov i dcéry.
GEN.11.20	Keď mal Reú tridsaťdva rokov, splodil Serúga.
GEN.11.21	"Reú žil ešte dvestosedem rokov po tom, ako splodil Serúga; mal synov i dcéry."
GEN.11.22	Keď mal Serúg tridsať rokov, splodil Náchóra.
GEN.11.23	"Serúg žil ešte dvesto rokov po tom, ako splodil Náchóra; mal synov i dcéry."
GEN.11.24	Keď mal Náchór dvadsaťdeväť rokov, splodil Teracha.
GEN.11.25	"Náchór žil ešte stodevätnásť rokov po tom, ako splodil Teracha; mal synov i dcéry."
GEN.11.26	Keď mal Terach sedemdesiat rokov splodil Abráma, Náchora a Hárána.
GEN.11.27	"Toto je rodokmeň Terachov: Terach splodil Abráma, Náchóra a Hárána; Hárán splodil Lóta."
GEN.11.28	Hárán zomrel za života svojho otca Teracha vo svojej rodnej krajine, v Chaldejskom
GEN.11.29	Abrám a Náchór sa oženili. Abrámova žena sa volala Sáraj a Náchórova žena sa volala Milká, dcéra Hárána, otca Milky a Jisky.
GEN.11.30	Sáraj však bola neplodná, nemala deti.
GEN.11.31	Vtedy vzal Terach svojho syna Abráma a vnuka Lóta, syna Háránovho, i svoju nevestu Sáraj, ženu svojho syna Abráma, a vyšli spolu z Chaldejského Úru, aby putovali do krajiny Kanaán. Došli až po Chárán a usadili sa tam.
GEN.11.32	"Terach žil celkom dvestopäť rokov; potom Terach zomrel v Cháráne."
GEN.12.1	Hospodin riekol Abrámovi:
GEN.12.1	Vyjdi zo svojej krajiny,
GEN.12.1	zo svojho príbuzenstva
GEN.12.1	i z domu svojho otca
GEN.12.1	do krajiny, ktorú ti ukážem.
GEN.12.2	Urobím ťa veľkým národom,
GEN.12.2	požehnám ťa
GEN.12.2	a tvoje meno zvelebím,
GEN.12.2	tak sa staneš požehnaním.
GEN.12.3	Žehnať budem tých, čo teba žehnajú,
GEN.12.3	prekľajem toho, čo tebe zlorečí,
GEN.12.3	a v tebe budú požehnané
GEN.12.3	všetky čeľade zeme.
GEN.12.4	"Vtedy Abrám odišiel, ako mu prikázal Hospodin; šiel s ním aj Lót. Abrám mal sedemdesiatpäť rokov, keď vyšiel z Cháránu."
GEN.12.5	Abrám teda vzal svoju ženu Sáraj, bratovho syna Lóta i všetko svoje imanie, ktoré nadobudli, i ľudí, ktorých získali v Cháráne, a vyšli, aby putovali do Kanaánu. Tak prišli do Kanaánu.
GEN.12.6	Abrám prešiel krajinou až po posvätné miesto v Sícheme, totiž k dubu Móreho. V tom čase boli v krajine Kanaánci.
GEN.12.7	Tu sa Abrámovi zjavil Hospodin a riekol: Tvojmu potomstvu dám túto krajinu. Nato postavil tam oltár Hospodinovi, ktorý sa mu zjavil.
GEN.12.8	"Odtiaľ sa pobral do pohoria východne od Bételu a rozložil si stan; Bétel mu padol na západ a Aj na východ. Tam postavil Hospodinovi oltár a vzýval meno Hospodinovo."
GEN.12.9	Potom postupoval Abrám ďalej k Negebu.
GEN.12.10	Keď však nastal v krajine hlad, Abrám zišiel do Egypta, aby tam začas býval, lebo na krajinu ťažko doliehal hlad.
GEN.12.11	"Keď mal vstúpiť do Egypta, povedal svojej žene Sáraji: Viem, že si žena krásna na pohľad;"
GEN.12.12	keď ťa Egypťania uzrú, povedia si: To je jeho žena! Mňa zabijú, teba však nechajú nažive.
GEN.12.13	Hovor, že si mi sestra, aby sa mi dobre vodilo popri tebe a ja aby som tvojím pričinením ostal nažive.
GEN.12.14	Keď prišiel Abrám do Egypta, Egypťania videli, že je to veľmi pekná žena.
GEN.12.15	"Keď ju uvideli faraónovi dvorania, vychvaľovali ju faraónovi; tak odviedli ženu do faraónovho domu."
GEN.12.16	Ale s Abrámom nakladal dobre kvôli nej, takže mal oviec, dobytka, oslov, sluhov i služobníc, oslíc aj tiav.
GEN.12.17	Faraóna však i jeho dom stíhal Hospodin veľkými ranami pre Sáraj, ženu Abrámovu.
GEN.12.18	Vtedy faraón zavolal Abráma a povedal: Čo si mi to urobil? Prečo si mi neoznámil, že je to tvoja žena?
GEN.12.19	Prečo si hovoril: To je moja sestra? Tak som si ju vzal za ženu. Teraz tu máš svoju ženu, vezmi si ju a choď!
GEN.12.20	Potom mu faraón pridelil mužov, aby vyprevadili jeho i jeho ženu i všetko, čo mal.
GEN.13.1	Tak odišiel Abrám so svojou ženou a so všetkým, čo mal, a s ním aj Lót, z Egypta hore do Negebu.
GEN.13.2	Abrám bol veľmi bohatý, mal stáda, striebro a zlato.
GEN.13.3	Potom putoval po úsekoch z Negebu až do Bételu, k miestu, kde mal sprvoti svoj stan, medzi Bételom a Ajom,
GEN.13.4	"k miestu oltára, ktorý tam postavil na počiatku; Abrám tam vzýval meno Hospodinovo."
GEN.13.5	"Aj Lót, ktorý putoval s Abrámom, mal ovce, dobytok i stany;"
GEN.13.6	ale územie im nestačilo, aby mohli bývať spolu, lebo ich imanie bolo veľké, takže nemohli spolu bývať.
GEN.13.7	I vznikol spor medzi pastiermi Abrámových a Lótových stád. V tom čase bývali v krajine aj Kanaánci a Perizejci.
GEN.13.8	Vtedy povedal Abrám Lótovi: Nech nieto sváru medzi mnou a tebou ani medzi tvojimi a mojimi pastiermi, veď sme príbuzní.
GEN.13.9	"Či nemáš pred sebou celú krajinu? Oddeľ sa teda odo mňa! Ak pôjdeš naľavo, ja sa budem držať napravo; ak ty pôjdeš napravo, ja sa budem držať naľavo.
GEN.13.9	"
GEN.13.10	Keď Lót pozdvihol oči, videl, že celé Okolie jordánske až po Cóar malo hojnosť vlahy ako Hospodinov raj, ako Egypt. Bolo to skôr, ako Hospodin skazil Sodomu a Gomoru.
GEN.13.11	Lót si vybral celé Okolie Jordánu a pobral sa na východ. Tak sa oddelili jeden od druhého.
GEN.13.12	Abrám býval v Kanaáne, ale Lót býval v mestách Okolia jordánskeho a posunul si stany až po Sodomu.
GEN.13.13	Mužovia Sodomy však boli veľmi zlí a hrešili proti Hospodinovi.
GEN.13.14	Hospodin riekol Abrámovi potom, keď sa Lót odlúčil od neho: Pozdvihni oči a z miesta, na ktorom si, zahľaď sa na sever i na juh, na východ i na západ.
GEN.13.15	Lebo celú krajinu, ktorú vidíš, dám tebe a tvojmu potomstvu naveky.
GEN.13.16	Rozmnožím tvoje potomstvo ako prach na zemi: ak niekto vládze spočítať prach na zemi, tak bude možné spočítať aj tvoje potomstvo.
GEN.13.17	Vstaň, prejdi krajinou po dĺžke i šírke, lebo ju dám tebe.
GEN.13.18	"Nato posunul Abrám stany, prišiel a ostal býval v dubine Mamreho, ktorá je v Chebróne; i postavil tam oltár Hospodinovi."
GEN.14.1	Za čias Amráfela, kráľa Šineáru, Arjócha, kráľa Ellásáru, Kedorláómera, kráľa Élámu, a Tidála, kráľa Gójíma
GEN.14.2	títo viedli vojnu s Berom, kráľom Sodomy, s Biršom, kráľom Gomory, so Šinábom, kráľom Admy, Šeméberom, kráľom Cebójímu, a s kráľom Bely, čiže Cóaru.
GEN.14.3	Títo všetci sa spolčili v Siddímskom údolí, to znamená Soľné more.
GEN.14.4	Dvanásť rokov slúžili Kedorláómerovi a v trinástom roku sa mu vzopreli.
GEN.14.5	V štrnástom roku prišiel Kedorláómer a králi, ktorí boli s ním, a porazili Refáovcov v Aštarót-Karnajime, Zúziov v Háme, Émiov v Šávé-Kirjátajime
GEN.14.6	a Chórijcov na pohorí Séír až po Él-Párán, ktoré leží na okraji púšte.
GEN.14.7	Potom sa obrátili a prišli k Én-Mišpátu, čo znamená Kádeš, a porazili celý kraj Amálékov a Amorejcov, ktorí bývali v Chacacón-Támáre.
GEN.14.8	Ale kráľ Sodomy, kráľ Gomory, kráľ Admy, kráľ Cebójimu a kráľ Bely, čiže Cóaru, vytiahli a nastúpili proti nim do boja v Siddímskom údolí,
GEN.14.9	"totiž proti Kedorláómerovi, kráľovi Élámu, Tidálovi, kráľovi Gójíma, Amráfelovi, kráľovi Šineáru a Arjóchovi, kráľovi Ellásáru; štyria králi proti piatim."
GEN.14.10	"V Siddímskom údolí však bolo plno asfaltových jám, a keď kráľ Sodomy a kráľ Gomory utekali, padali do nich; ostatní ušli na pohorie."
GEN.14.11	Tamtí pobrali všetko imanie Sodomy a Gomory aj všetky ich potraviny a odtiahli.
GEN.14.12	"Vzali aj Abrámovho synovca Lóta i jeho imanie a odtiahli; býval totiž v Sodome."
GEN.14.13	"Vtedy prišiel istý utečenec a oznámil to Hebrejcovi Abrámovi - býval totiž v dubine Amorejca Mamreho, brata Eškólovho a Anérovho; tí boli Abrámovými zmluvnými spojencami."
GEN.14.14	Keď sa Abrám dopočul, že jeho príbuzný je zajatý, vyviedol do boja svojich tristoosemnásť osvedčených ľudí, sluhov v jeho dome narodených, a uháňal až po Dán.
GEN.14.15	On so svojimi sluhami rozdelil v noci svoje vojsko proti nim, porazil ich a prenasledoval až po Chóbu, ktorá leží naľavo od Damasku.
GEN.14.16	"Tak priniesol späť všetko imanie aj svojho príbuzného Lóta; aj jeho imanie priniesol späť, aj ženy aj ľud."
GEN.14.17	Keď sa po porážke Kedorláómera a kráľov, ktorí boli s ním, vrátil, vyšiel mu v ústrety kráľ Sodomy do údolia Šávé, čo znamená Kráľovské údolie.
GEN.14.18	Melchisedek, kráľ Sálemu, vyniesol chlieb a víno. Bol kňazom najvyššieho Boha.
GEN.14.19	Požehnal ho a povedal:
GEN.14.19	Abrám, nech ťa požehná najvyšší Boh,
GEN.14.19	Tvorca neba i zeme.
GEN.14.20	Požehnaný Boh najvyšší,
GEN.14.20	ktorý ti vydal do rúk
GEN.14.20	tvojich protivníkov.
GEN.14.20	A Abrám mu dal desiatok zo všetkého.
GEN.14.21	Vtedy povedal sodomský kráľ Abrámovi: Ľudí mi daj, imanie si však zober!
GEN.14.22	Ale Abrám odpovedal sodomskému kráľovi: Dvíham ruku k Hospodinovi, najvyššiemu Bohu, Tvorcovi neba i zeme,
GEN.14.23	že nevezmem ani nitky, ani sandálového remienka, ani ničoho, čo je tvoje, aby si nepovedal: Ja som obohatil Abráma.
GEN.14.24	"Nevezmem nič, len čo zjedli moji mladíci, a podiel pre mužov, ktorí išli so mnou; Anér, Eškól a Mamré nech si vezmú svoj podiel."
GEN.15.1	Po týchto udalostiach zaznelo Abrámovi vo videní slovo Hospodinovo: Neboj sa, Abrám, ja som ti štítom, čaká ťa veľmi veľká odmena.
GEN.15.2	Abrám však povedal: Hospodine, Pane, čo mi chceš dať, veď som bezdetný a dedičom môjho domu bude damašský Elíezer.
GEN.15.3	Ďalej povedal Abrám: Hľa, nedal si mi potomstvo a sluha narodený v mojom dome, bude mojím dedičom.
GEN.15.4	"Tu zaznelo mu slovo Hospodinovo: Tento nebude tvojím dedičom; tvojím dedičom bude ten, ktorý vyjde z tvojho tela."
GEN.15.5	Potom ho vyviedol von a riekol: Pohliadni na nebesá a spočítaj hviezdy, ak ich môžeš spočítať. Nato mu riekol: Toľko bude tvojho potomstva.
GEN.15.6	I uveril Hospodinovi a On mu to počítal za spravodlivosť.
GEN.15.7	Potom mu riekol: Ja som Hospodin, ktorý ťa vyviedol z Chaldejského Úru, aby som ti dal túto krajinu do vlastníctva.
GEN.15.8	On však povedal: Hospodine Pane, podľa čoho poznám, že bude mojím vlastníctvom?
GEN.15.9	Nato mu riekol: Dones mi trojročnú jalovicu, trojročnú kozu, trojročného barana, hrdličku a holúbä.
GEN.15.10	Keď to všetko doniesol, poroztínal ich na polovice a jednu polovicu položil oproti druhej, ale vtákov neroztínal.
GEN.15.11	Draví vtáci sa zlietali na mŕtve telá, ale Abrám ich odháňal.
GEN.15.12	Pri západe slnka padol na Abráma tvrdý spánok a prepadla ho úzkosť z veľkej temnoty.
GEN.15.13	"Potom riekol Hospodin Abrámovi: Uvedom si, že tvoji potomci budú prišelci v krajine, ktorá im nepatrí, zotročia ich a za štyristo rokov ich budú utláčať;"
GEN.15.14	"ale súdiť budem aj národ, ktorému oni budú slúžiť; no potom vyjdú s veľkým imaním."
GEN.15.15	Ty však v pokoji vojdeš ku svojim otcom a budeš pochovaný v požehnanej starobe.
GEN.15.16	Až štvrté pokolenie sa navráti sem, lebo doteraz nie je vina Amorejcov dovŕšená.
GEN.15.17	Keď zapadlo slnko a nastala hustá tma, ajhľa, zrazu tu bola dymiaca pec a ohnivá fakľa prechádzala pomedzi tamtie časti zvierat.
GEN.15.18	V onen deň uzavrel Hospodin zmluvu s Abrámom slovami:
GEN.15.18	Tvojmu potomstvu dávam túto
GEN.15.18	krajinu
GEN.15.18	od Egyptskej rieky až po Veľkú rieku,
GEN.15.18	po veľtok Eufrat:
GEN.15.19	Kénijcov, Kenizejcov, Kadmóncov
GEN.15.20	a Chetejcov, Perizejcov a Refaovcov,
GEN.15.21	Amorejcov a Kanaáncov, Girgášejcov a Jebúsejcov.
GEN.16.1	Ale Abrámovi jeho žena Sáraj nerodila. Mala však egyptskú slúžku menom Hagar.
GEN.16.2	Sáraj povedala Abrámovi: Hľa, Hospodin mi zabránil rodiť. Vojdi teda k mojej slúžke, azda by som sa z nej mohla dožiť syna. A Abrám poslúchol Sáraju.
GEN.16.3	Vtedy Sáraj, žena Abrámova, vzala svoju slúžku, Egypťanku Hagaru - bolo to desať rokov po tom, čo sa Abrám usadil v Kanaáne - a dala ju svojmu mužovi Abrámovi za ženu.
GEN.16.4	Vošiel teda k Hagare, a tá počala. Keď zbadala, že počala, s opovrhnutím hľadela na svoju paniu.
GEN.16.5	Vtedy Sáraj povedala Abrámovi: Zodpovednosť za moju krivdu padá na teba. Sama som ti dala svoju slúžku do náručia, ale teraz, keď vidí, že počala, som opovrhnutá v jej očiach. Nech Hospodin rozsúdi medzi mnou a tebou!
GEN.16.6	Abrám však povedal Sáraji: Svoju slúžku máš vo svojej moci, urob s ňou, čo sa ti páči. Keď potom Sáraj s ňou tvrdo nakladala, tá ušla od nej.
GEN.16.7	Tu ju stretol anjel Hospodinov pri žriedle vody na púšti, pri žriedle na ceste do Šúru,
GEN.16.8	a riekol: Hagar, slúžka Sárajina, odkiaľ prichádzaš a kam ideš? Ona povedala: Utekám pred svojou paňou Sárajou.
GEN.16.9	Vtedy jej riekol anjel Hospodinov: Vráť sa ku svojej panej a pokor sa pod jej ruku!
GEN.16.10	A ďalej jej anjel Hospodinov hovoril: Veľmi rozmnožím tvoje potomstvo, takže ho pre množstvo nebude možné ani spočítať.
GEN.16.11	A anjel Hospodinov pokračoval v reči:
GEN.16.11	Ajhľa, počala si
GEN.16.11	i porodíš syna a dáš mu meno
GEN.16.11	Izmael
GEN.16.11	lebo počul Hospodin o tvojom trápení.
GEN.16.12	"Bude to človek ako divý osol;
GEN.16.12	jeho ruka bude proti všetkým
GEN.16.12	a ruky všetkých budú proti nemu;
GEN.16.12	bude naprotiveň všetkým bratom.
GEN.16.12	"
GEN.16.13	Vtedy nazvala Hospodina, ktorý s ňou hovorí: Ty si Él Róí
GEN.16.14	"Preto sa táto studňa volá Beér Lachaj Róí
GEN.16.15	Hagar porodila Abrámovi syna a Abrám pomenoval syna, ktorého mu Hagar porodila, Izmaelom.
GEN.16.16	Abrám bol osemdesiatšesťročný, keď mu Hagar porodila Izmaela.
GEN.17.1	Keď mal Abrám deväťdesiat rokov,
GEN.17.1	zjavil sa mu Hospodin a riekol mu:
GEN.17.1	Ja som Boh všemohúci,
GEN.17.1	kráčaj pod mojím dohľadom
GEN.17.1	a buď bezúhonný,
GEN.17.2	urobím zmluvu medzi sebou a tebou
GEN.17.2	a preveľmi ťa rozmnožím.
GEN.17.3	Vtedy Abrám padol na tvár
GEN.17.3	a Boh hovoril s ním takto:
GEN.17.4	Hľa, toto je moja zmluva s tebou:
GEN.17.4	Staneš sa otcom mnohých národov.
GEN.17.5	Preto sa už nebudeš volať
GEN.17.5	Abrám,
GEN.17.5	ale Abrahám bude tvoje meno,
GEN.17.5	lebo som ťa urobil
GEN.17.5	otcom mnohých národov.
GEN.17.6	"Urobím ťa nadmieru plodným a vytvorím z teba národy; i králi vyjdú z teba."
