MAT.1.1	Ăṭṭarex n-
MAT.5.40	Afăl hak-iška ăwadəm s-əlxəkum dăɣ-təssəba n-tanăkăbbat-năk, ăyy-as-in daɣ anăkăbba-năk i-ad-wăr-ija a-wen, 
MAT.5.41	afăl kăy-ăšhăššăl ăgg-əlxəkum aḍkul n-ăẓuk har əḍḍəkuḍ n-kelumetăr, awəy-as-t har əssin kelumetărăn; 
MAT.5.42	ere kăy-idălăn, təkfəd-t, wăr tənneḍăd făll-ere dăɣ-k ittarăn ămarwas.»
MAT.5.43	«Təslam a-s ătiwănna: ‹Ărh ănhăraj-năk, təknəsăd ašănjo-năk› 
MAT.5.44	măšan, năkk, ənneɣ-awăn: ărhăt išənja-năwăn. [Ăjăt ălhimmăt i-wi hawăn-tajjănen terk tittar, ăjăt a olaɣăn i-wi dăr-wăn okăḍnen], ădəlăt Măssinăɣ i-wi kăwăn-samăḍraynen, tiɣəzzəbun-kăwăn. 
MAT.5.45	Dihen, ad-itbət a-s aratăn n-Abba-năwăn-i ihăn išənnawăn a tămoosăm; ənta, isajmaḍ-dd tăfukt-net făll-ăddinăt wi lăbasnen hakd wi olăɣnen, isasaway-dd akăsa-net făll-imaɣdalăn hakd inămăšrayăn. 
MAT.5.46	Afăl wăr tărhem ar imărhan-năwăn, ma kăwăn-ibḍan d-ăddinăt wi iyyăḍnen, əndek marušăt-năwăn? Inarmasăn n-tiwse-dăɣ, a-wen, tajjăn-t. 
MAT.5.47	Afăl wăr təjjəm isofan ar i-ayətma-wăn, ma kăwăn-iẓlayăn d-ăddinăt wi iyyăḍnen? Wădden inəẓẓulam
MAT.5.48	Umasăt ăddinăt əmdanen, wăr iwer ălɣib ed Abba-năwăn-i ihăn išənnawăn, imda, wăr t-illa ălɣib t-iwarăn.»
MAT.6.1	«Ăjăt ənniyăt, wăr-itumaset iqqud-năwăn i-Măssinăɣ a jam i-ad-kăwăn-in-əjrăhăn ăddinăt ed afăl a-wen-dăɣ a tajjăm, wăr mad-təkrəšăm marušăt ɣur-Măssinăɣ-i n-Abba-năwăn ihăn išənnawăn. 
MAT.6.2	E-d təkkatăd, wăr wetăd tăsinsăɣt data-k šund a-wa tăjjăn ălmunafeɣăn dăɣ-ihănan n-ăddin wi n-
MAT.6.3	A ăniihăjjăn a-s, kăyy, e-d təkkatăd, ăjʼ-e dăɣ-ufăr, wăr-ilămmădet wăla-dăɣ ăfuss-năk wa n-tăšalje a-wa ikfa wa n-aɣil, 
MAT.6.4	dihen, ad-tumas takute-năk a iṣtarăn, ăkfʼ-ik Măssinăɣ-i n-Abba-năk ihannăyăn wăla a-wa iṣtarăn, timẓal n-emărked-năk.»
MAT.6.5	«E-d təddalăm Măssinăɣ, wăr tolehăm d-ălmunafeɣăn-i s-e-d tumadăn, təjraẓ-asăn tebădde dăɣ-ihănan n-ăddin wi n-kăl-Ălyăhud d-ammas n-tišarriten i-ad-tăn-in-əjrăhăn ăddinăt. Ăsidătteɣ-awăn a-s marušăt-năsăn, imdă-dd ɣur-təmmal-ten-dăɣ tăn-tăjjăn ăddinăt. 
MAT.6.6	Kăyy, e-d təddalăd Măssinăɣ, əjjəš ider n-ehăn-năk, təɣfəlăd-t-dd făll-iman-năk, tədləd Abba-năk-i ăttunkălăn ed Abba-năk-i ihannăyăn wăla a-wa ijăn dăɣ-atunkəl, ad-hak-ăj erhet-năk. 
MAT.6.7	E-d təddalăd Măssinăɣ, wăr tăsjătăd măjrăd wărăn infa hărăt šund a-wa tăjjăn inəẓẓulam
MAT.6.8	Wăr dăr-săn tolehăm, a-wa s-tămiɣatărăm, issan-t Abba-năwăn iket-net hărwa wăr dăɣ-s t-tətterăm.»
MAT.6.9	«E-d təddalăm Măssinăɣ, ănnăt:
MAT.6.9	‹Abba-nănăɣ-i ihăn išənnawăn,
MAT.6.10	səmɣărnet ăddinăt isəm-năk wa šăddijăn.
MAT.6.10	Taset-dd 
MAT.6.10	ăjet erhet-năk făll-ărori n-ăkall,
MAT.6.10	s-əmmək wa s-ija dăɣ-išənnawăn.
MAT.6.11	Ăkfʼ-anăɣ isudar wi s-nămiɣatăr ašăl-i-dăɣ,
MAT.6.12	ănš-anăɣ uḍlemăn-nănăɣ
MAT.6.12	s-əmmək wa s-nənašš i-inaḍlamăn-nănăɣ.
MAT.6.13	Wăr toyyed Iblis ăžžurrăbăt-anăɣ
MAT.6.13	isiḍəw-anăɣ dăɣ-abăkkaḍ,
MAT.6.13	agəẓ-anăɣ dăɣ-s,
MAT.6.13	[ed Təmmənəya, tărna hakd ălxurmăt, i-năk hărkuk. Amin!]›
MAT.6.14	Afăl naššăm i-ăddinăt wi kăwăn-ḍallămnen, ad-hawăn-in-ănš daɣ Abba-năwăn-i ihăn išənnawăn, 
MAT.6.15	măšan afăl wăr nəššəm i-ăddinăt wi kăwăn-ḍallămnen, wăr hawăn-in-e-ănš daɣ Măssinăɣ-i n-Abba-năwăn ibăkkaḍăn-năwăn.»
MAT.6.16	«Ašăl wa d-tuẓamăm i-ad-tăɣbədăm Măssinăɣ, wăr tăsbănẓăẓăm šund a-wa tăjjăn ălmunafeɣăn-i sawărnen tekenẓart idmawăn-năsăn i-ad-səlmədăn ăddinăt a-s ăẓumăn; ăsidătteɣ-awăn a-s marušăt-năsăn, imdă-dd ɣur-təmmal-ten-dăɣ tăn-tăjjăn ăddinăt, 
MAT.6.17	ănn-ak, kăyy, e-d tăẓumăd, ərdəb-in, sănɣəlăd aḍutăn 
MAT.6.18	i-ad-wăr-iləmməd ăwadəm a-s tăẓumăd i-ad-tăɣbədăd Măssinăɣ ed igdăh-ak a-wa dăɣ s-Abba-năk-i ăttunkălăn, ihannăy a-wa ijăn dăɣ-atunkəl, ad-hak-ăj erhet-năk.»
MAT.6.19	«Wăr təjmerăm ărrəzăɣ i-ăddunya ed tăddoobăt tukmadt d-tenekt ad-t-tăkš, ăddooben daɣ imăkrăḍăn ad-t-akrən. 
MAT.6.20	Ănn-ak, a-wa jammărăd, əjmăr-t i-ălžănnăt-i wăr ha tukmadt wăla tenekt wăla imăkrăḍăn t-ărẓănen wăla-i t-okărnen. 
MAT.6.21	Ădduuttăt a-s inəzjam n-ulh n-ăwadəm, wăr təffilăn edăgg wa dăɣ-itwăr təla-net.»
MAT.6.22	«Tiṭṭ n-ăgg-adəm a-s tefătelt n-taɣəssa-net, afăl tolaɣ tiṭṭ-năk, ad-hannăy taɣəssa-năk iket-net, 
MAT.6.23	măšan afăl ijraw hărăt tiṭṭawen-năk, adiš taɣəssa-năk daɣ, wăr hənnəy hărăt. Ɣas kunta kăyy ănnur wa hak-ămoosnăt tiṭṭawen-năk, iha tihay, adiš tidət-dăɣ a-s, ad-kăy-ărməsnăt tihay ăssuksăḍnen.»
MAT.6.24	«Wăr t-illa ăwadəm ăddooben ad-ixdam i-əssin imălan: iyyăt-i-dăɣ, ad-akəḍ d-iyyăn, ărh wa iyyăḍăn meɣ daɣ ikfʼ-iman-net i-iyyăn, iksən wa iyyăḍăn. Wăr-ăddoobăt ăwadəm ad-ixdam i-Măssinăɣ, ošal daɣ ḍarăt terše n-aẓrəf. 
MAT.6.25	A-wen-dăɣ a-făl hawăn-janneɣ: wăr kăwăn-jărrăwnet inəzjam n-a-wa mad-təkšəm d-a-wa mad-təswəm d-a-wa mad-təlsəm; iman-năwăn, ajăn wădden ojărăn tetăte? Ăssexăt n-taɣəssa-năwăn daɣ, wădden ojăr isəlsa? 
MAT.6.26	Səjrăhăt ɣas igḍaḍ-wi əllăynen dăɣ-ălhăwa, wăr tədumun, wăr təjlubun, wăr təggărăn dăɣ-ijăndăn măšan, ăssodăr-tăn Abba-năwăn-i ihăn išənnawăn. Ajăn wădden tufăm-tăn s-a ăjjeen! 
MAT.6.27	Ǝndek ɣas dăɣ-wăn wa ăddooben s-inəzjam-net ad-isiwəḍ taɣrəst-net wăla s-a ogdăhăn d-emm n-asənnan? 
MAT.6.28	Adiš, mafăl kăwăn-əjrawăn inəzjam n-a-wa mad-təlsəm? Săɣret-kăwăn tăboyt n-išəkraš hărăt, ənhəywăt-tăt-ak, daggăl, wăr ẓətt, wăr ẓəmməy 
MAT.6.29	măšan ăsidătteɣ-awăn a-s wăla ămănokal Sulăyman hakd terše-net iket-net, wăr kăla ojăr tăboyt-i-dăɣ asəssihăɣ n-ašăl. 
MAT.6.30	Ɣas kunta Măssinăɣ isalsa teyəšše n-išəkraš s-ašăl-i-dăɣ təbdaj, ašəkka ad-hin-tiɣar, tărɣ s-əmmək-wen-dăɣ, ăbʼ ăṭṭăma n-ad-wăr hawăn-iẓẓəẓmăy kăwăneḍ? Təmmətkit ija immun-năwăn! 
MAT.6.31	Wăr kăwăn-ɣăllăbnet inəzjam har dd-təqqəlăm jannem: ‹Ma mad-năkš? Ma mad-nəsəw? Ma mad-năls?› 
MAT.6.32	Inəzjam šund-win-dăɣ, inəẓẓulam a dăɣ-săn ošalnen, ɣallăbăn-tăn. Kăwăneḍ, Abba-năwăn-i ihăn išənnawăn, wăr t-illa a-s tămiɣatărăm s-wădden, issan-t. 
MAT.6.33	Ǝdgəẓăt s-tizarăt dăɣ-umăɣ n-
MAT.6.34	Wăr kăwăn-ɣăllăbnet inəzjam n-ašəkka ed hak ašăl d-a-wa ăwwăy dăɣ-inəzjam, hak ašăl-dăɣ, təgdăh-as tămăɣatert-net.»
MAT.7.1	«Wăr toẓemăm ăwadəm i-ad-wăr kăwăn-itiẓəm ăwadəm 
MAT.7.2	făl-a-s, a-wa s-toẓămăm ăddinăt wi iyyăḍnen a-s kăwăn-e-aẓəmăn kăwăneḍ-dăɣ; a-wa s-kătăm ăddinăt wi iyyăḍnen a-s kăwăn-e-əkətən əntăneḍ-dăɣ.
MAT.7.3	Mafăl hannăyăd teẓewt ta hăt tiṭṭ n-ăŋŋa-k, a-s ija a-wen, wăr hənnəyăd afăɣot wa ihăn tiṭṭ ta-năk? 
MAT.7.4	Meɣ daɣ, əndek əmmək wa s-mad-tənnəd i-ăŋŋa-k: ‹Ăyy-ahi ad-əkkəsăɣ teẓewt dăɣ-tiṭṭ-năk›, a-s ija a-wen, kăyy iman-năk, iha afăɣot tiṭṭ ta-năk. 
MAT.7.5	Ălmunafeɣ yaden! Ǝkkəs-in afăɣot wa ihăn tiṭṭ-năk təzzar, dihen, ad-tudabed ahănay, tudabed ukəs n-teẓewt ta hăt tiṭṭ n-ăŋŋa-k.
MAT.7.6	Ǝllan-t ăddinăt-i s-dăɣ-a-wa tăjjăn, wăr-əẓleyăn d-iyyăḍan, wăr tăn-təkfem a šăddijăn ed hălăn ad-kăwăn-dd-əqqəlăn, aḍwən fălla-wăn; iyyăḍ, wăr-əẓleyăn d-əlxənžărăn, wăr daw-săn-in-jerăm tisɣalen-năwăn ed ad-tănăt-əfkəlfəkəlăn.»
MAT.7.7	«Ădəlăt Măssinăɣ, ad-kăwăn-ăkf; əmmăɣăt, ad-təjrəwăm; ăɣrăt-t, ad-hawăn-ăkawăn. 
MAT.7.8	Ere idălăn, ad-ikrəš, ere immăɣăn ad-ijrəw; ere iɣrăn Măssinăɣ dăɣ-tămăɣatert t-tărmasăt, ad-has-tăt-ikkəs. 
MAT.7.9	Ǝndek dăɣ-wăn wa s-e-d dăɣ-s ittăr rure-s tajəlla ad-t-ăkf tăhunt? 
MAT.7.10	Meɣ wa s-e-d t-idăl dăɣ-emăn, ad-t-ăkf taššălt? 
MAT.7.11	Ɣas, kunta kăwăneḍ-i n-inăllăbăsăn, təssanăm isuf n-a-wa olăɣăn i-aratăn-năwăn, ăbʼ ăṭṭăma n-ad-wăr kăwăn-ikfa Abba-năwăn-i ihăn išənnawăn a-wa ufăn, afăl t-dălăm dăɣ-s. 
MAT.7.12	Tajjăt i-ăddinăt a-wa s-tărhăm ad-hawăn-t-tajjăn ed a-wen-dăɣ a innă alămăr wa n-ănnăbi Mosa d-ănnăbităn wi iyyăḍnen.»
MAT.7.13	«Ǝjjəšăt tămudre ta n-tidət s-emm wa kărruẓăn făl-a-s illʼ-ee zăbo hărəwăn, olwan, ənta a tilal təššəm n-ăddinăt măšan, ajilal-net, əlhəllak, 
MAT.7.14	a-s ija a-wen, emm wa kărruẓăn d-zăbo wa sădidăn, wăr-əjjətăn ăddinăt wi săr-s tajjăšnen măšan, tămudre ta n-tidət a-s itiɣəd.»
MAT.7.15	«Ăgəẓăt iman-năwăn dăɣ-ănnăbităn wi n-bahu-i s-a-s kăwăn-dd-tisən, jan iman-năsăn ikərwatăn wăr ihʼ ăššar, a-s ija a-wen, tiɣəs ənsaynen a ămoosăn. 
MAT.7.16	Wăr hawăn-təmtəllənet, ad-tăn-təzzəyăm s-timašalen-năsăn. Ajăn ewărwăr, itiirəw-dd lăɣnăb? Meɣ ajăn ajărof itiirəw-dd tehăyne? 
MAT.7.17	Ahəšk olaɣăn, ad-dd-arəw aratăn olaɣnen măšan erk ahəšk, wăr dd-e-arəw a săl aratăn lăbasnen. 
MAT.7.18	Ahəšk olaɣăn, wăr-itirəw aratăn lăbasnen, ahəšk daɣ lăbasăn, wăr-e arəw aratăn olaɣnen. 
MAT.7.19	E d t-illăm ahəšk wărăn itirəw aratăn ihʼ ălfăyda, ad-hin-ăttănkăḍ, itwəjăr-in dăɣ-efew. 
MAT.7.20	Ǝmmək-wen-dăɣ daɣ a-s ănnăbităn wi n-bahu, timašalen-năsăn a-s tăn-e-təzzəyăm.»
MAT.7.21	«Wădden ăddinăt iket-năsăn wi hi-jannănen: ‹Emăli, Emăli›, a he-əjjəšnen 
MAT.7.22	Ašăl wa ilkămăn, ad-dd-əggədăn ăddinăt ăjjootnen, ənnən-ahi: ‹Emăli, Emăli! Wădden măjrăd wa dăɣ-nălolăy i-ăddinăt, kăyy a t-ijăn dăɣ-imawăn-nănăɣ? Wădden nəkkăs alšinăn dăɣ-ăddinăt s-isəm-năk? Wădden nəja tikunen ăjjootnen s-isəm-năk?› 
MAT.7.23	Ăddinăt-en, ašăl-en, ad-hasăn-ănnăɣ s-afălla: ‹Năkk ya wăr kăwăn-əzzeyăɣ, ajəjăt-ahi, inămăšrayăn a tămoosăm.› »
MAT.7.24	«Ere islăn i-măjrăd-wa-dăɣ s-iket t-jeɣ, ad-itamašal a-wa ənnəɣ, ad-alăh d-ăhaləs ijrahăn hărăt iɣăšăn ăkall har iwwăḍ tăhunt i-ăssas, idăy fălla-s ehăn-net. 
MAT.7.25	Ijʼ akăsa, ărtăynăt timḍəl d-anji făll-ehăn-en măšan, wăr-oḍa ed iday făll-tăhunt. 
MAT.7.26	Măšan wa islăn i-măjrăd-in, ăqqima wăr t-ămešăl, olăh d-ere irmas iba n-tayətte idăyăn ehăn-net dăɣ-tasənjit. 
MAT.7.27	Ijʼ akăsa, ărtăynăt timḍəl d-anji făll-ehăn-en, oḍa, ălhahăm-in s-iyyăt.»
MAT.7.28	Iḍăs ălxuṭbăt-wen-dăɣ ija Ɣisa tamətte, əqqălăn-dd ăddinăt ɣas oran imawăn 
MAT.7.29	făll-əjjăruẓăt-i-dăɣ hasăn-ija a-wa isăɣra ed isaɣrʼ-en s-ălxikmăt n-ere issanăn a-wa iha wădden šund 
MAT.8.1	Ătrară-dd Ɣisa taḍaɣt ɣas, təlkăm-as tamətte tăjjeet. 
MAT.8.2	Dăɣ-a-wen-dăɣ ad-has-dd-ilkăḍ ăhaləs ijraw jəri, irkăɣ data-s, innʼ-as: «Ălɣalim, afăl tărhed a-wen-dăɣ, tăddoobed ad-hi-šəšdəjăd.» 
MAT.8.3	Iẓẓăl ăfuss-net, iḍăs-t, innʼ-as: «Ărheeɣ-t, išdaj.» Šăddij dăɣ-jəri ălwăqq-wen-dăɣ. 
MAT.8.4	Innʼ-as Ɣisa ḍarăt-a-wen: «Wăr jed isălan i-ăwadəm wălʼ iyyăn n-a-s năkk a kăy-ăzozăyăn, əgləw, səkən iman-năk i-u-
MAT.8.5	Ijjăš Ɣisa ḍarăt-a-wen aɣrəm wa n-Qăfărnaxum, ilkăḍ-as kăbtăn iyyăn, ad-t-ilaqqăd, ijannʼ-as: 
MAT.8.6	«Ălɣalim, ănaxdim-in insa ɣur-ehăn, təbdan-t tiẓẓurt d-tisnant.» 
MAT.8.7	Innʼ-as Ɣisa: «Ad-t-asăɣ, zuzəyăɣ-t.» 
MAT.8.8	Ăwwežăb-as kăbtăn, innʼ-as: «Aha-aha ălɣalim! Wăr-ănhăjjăɣ d-ad-təkkəd ehăn-in, təjjəšăd-t, ănn ɣas tăfert, ad-izzəy ănaxdim-in 
MAT.8.9	făl-a-s năkk-i-hi, əllan-t imănokalăn daw-t-əlleɣ, leɣ daɣ năkk əssărdusa daw-i t-əllanen; e-d ənneɣ i-iyyăn: ‹Ǝgləw›, ad-igləw; e-d ənnəɣ i-wa iyyăḍăn: ‹Ǝyyăw›, ad-hi-dd-ass. Akli-nin daɣ e-d has-ənneɣ: ‹Ăj a-wa›, ad-t-ăj.» 
MAT.8.10	Islă Ɣisa i-măjrăd-wen-dăɣ ija kăbtăn ɣas, ijrăẓ-as ălxal-net; innăḍ-dd ḍarăt-a-wen s-ăddinăt wi has-əlkamnen, innʼ-asăn: «Ăsidătteɣ-awăn a-s, wăla dăɣ-ăkall wa n-Iṣrayil, wăr kăla ənhăyăɣ ere s-ogdăh immun-net d-wa n-ăhaləs-i-dăɣ. 
MAT.8.11	Ăssiilmădăɣ-kăwăn a-s ilkam ad-dd-asən ăddinăt ăjjootnen, dd-falnen emăynăj d-atăram ənɣəymən d-Ibrahim d-Isxaqq d-Yaqub dăɣ-amăjaru wa madăn-ăj dăɣ-
MAT.8.12	A-s ijʼ-a-wen, ăddinăt wi s-ăniihăjja a-s əntăneḍ a ănnuflăynen dăɣ-Təmmənəya n-Măssinăɣ, ad-hin-ətwəjărăn dăɣ-tihay ti n-ajăma, ad-hallăn, ẓiməkărkiẓăn isenăn făl tămujriẓt.» 
MAT.8.13	Innă Ɣisa ḍarăt-a-wen i-kăbtăn: «Ǝgləw, ijrăw-ak Măssinăɣ a-wa s-tomănăd.» Izzăy ănaxdim-net ăssaɣăt-wen-dăɣ.
MAT.8.14	Ifăl Ɣisa dihen, ikkă ehăn wa n-Bəṭrus. A-s hin-iwwăḍ, tənsa taḍăggalt n-Bəṭrus, tărmas-tăt tenăde. 
MAT.8.15	Iḍăs afuss-net, tărẓa fălla-s tenăde, təbdăd, tăsmăjarăt-t.
MAT.8.16	Toḍa tăfukt ɣas, ămewăyăn-dd săr-s iməlšan ăjjootnen, innă tăfert ɣas, əzzayăn; ăzozăy daɣ dihen e d t-illăm ere ărhinăn. 
MAT.8.17	Ijă a-wen i-ad-itbət a-wa innă ănnăbi Saya
MAT.8.17	«Iḍkăl fălla-năɣ ălɣibăn-nănăɣ,
MAT.8.17	ăzozăy-anăɣ dăɣ-turhənnawen-nănăɣ.»
MAT.8.18	Inhăy Ɣisa aɣliɣəli wa t-dd-ja tamətte s-əjut ɣas, innă i-inəṭṭulab-net, ad-əjləyăn ejănš s-ašrut wa iyyăḍăn. 
MAT.8.19	Ilkăḍ-as-dd 
MAT.8.20	Innʼ-as Ɣisa: «Ibăggan lan tihaliwen, igḍaḍ lan iskak măšan, 
MAT.8.21	Iggăd-dd ăhaləs iyyăn irhan alkum-has, innʼ-as: «Ălɣalim, ăkfʼ-ahi turhajăt n-ad-ăglăɣ əẓkăɣ abba-nin, əqqəlăɣ-dd, əlkəmăɣ-ak.» 
MAT.8.22	Innʼ-as Ɣisa: «Ǝlkəm-ahi, təyyəd fălla-k inəmmuttan ad-əẓkən inəmmuttan-năsăn.»
MAT.8.23	Ănmăjjaš Ɣisa turăft n-aman d-inəṭṭulab-net ḍarăt-a-wen, 
MAT.8.24	wăr-ăhojăn a-s aḍu-i-dăɣ ăṣṣoohen-da-dăɣ dd-inkărăn, ad-tibhilbəhilnăt tinăzzămăren i-turăft siha d-siha. A-s ităjj a-wen-dăɣ, Ɣisa ənta, iṭṭas. 
MAT.8.25	Ǝssənkărăn-t inəṭṭulab-net dăɣ-eḍəs, ənnăn-as: «Ălɣalim, agəẓ-anăɣ, nəhlăk.» 
MAT.8.26	Inkăr-dd, innʼ-asăn: «Ma kăwăn-ăssirmăɣăn? Təmmətkit ija immun-năwăn!» Ibdăd ălwăqq-wen, ăsmăhăḍ făll-aḍu d-ejănš, sămmeḍ-in a-wen-dăɣ iket-net. 
MAT.8.27	Ǝqqălăn-dd ɣas inəṭṭulab oran imawăn, jannen: «Uwwuww! Wa ăwadəm s-wăla aḍu d-ejănš, sajadăn-as, ma ămoos?»
MAT.8.28	Ăsjăn Ɣisa d-inəṭṭulab-net făll-ašrut n-ejănš wa n-teje ta n-Gadara ɣas, əlkăḍăn-as-dd əssin iməlšan əzzaɣnen tiɣənneren, janen tăllăbăst-ta-dăɣ s-ăbas t-illa ere ihălăn ad-dd-ăj tiṭṭ-ten-dăɣ hăn. 
MAT.8.29	Ǝnhăyăn Ɣisa ɣas, ăɣwătten alšinăn, ad-jannen: «Ya 
MAT.8.30	Ḍann tahrut n-əlxənžărăn dăɣ-attayăn n-dihen, 
MAT.8.31	dălăn alšinăn Ɣisa, ənnăn-as: «Kunta takkăsăd-anăɣ dăɣ-ăkall, suk-anăɣ tahrut ta n-əlxənžărăn.» 
MAT.8.32	Innʼ-asăn: «Ăglăt!» Ǝzjărăn alšinăn meddən-ənnin, əjjăšăn əlxənžărăn, ad-dd-titrəktərikăn, wa-dăɣ n-afălla n-taḍaɣt, tiḍəwăn dăɣ-ejănš, tattăn-tăn aman.
MAT.8.33	Ošălăn imăḍanăn-năsăn s-aɣrəm, jăn isălan n-a-wa ijăn d-a-wa dd-išreyăn făll-iməlšan wi n-əssin i-ăddinăt. 
MAT.8.34	A ənḍărrăn, aɣrəm iket-dăɣ-net da-dăɣ dd-izjărăn s-Ɣisa, ənhăyăn-t ăddinăt ɣas, ad-t-təddalăn dăɣ-ad-ifəl ăkall-năsăn.
MAT.9.1	Ijjăš Ɣisa ḍarăt-a-wen turăft n-aman, ijlăy ejănš s-taɣrəmt ta-net. 
MAT.9.2	Diha-dăɣ hin-əwwăḍăn a-s ăddinăt-da-dăɣ, ămisawăyăn ănabdon insan făll-asəftăɣ. Inhăy Ɣisa immun-năsăn ɣas, innă i-anăbdon: «Alyaḍ-in, wăr təkkesăd ăṭṭăma, ibăkkaḍăn-năk, ătwănšăn-ak.» 
MAT.9.3	Diha-dăɣ d-innă a-wen-dăɣ, a dd-əggădăn 
MAT.9.4	Ilmăd Ɣisa ɣur-iman-net a-wa ihăn inəzjam-năsăn, a-wen-dăɣ a făl hasăn-inna: «Ma itajjăn erk ənniyăt-wa-dăɣ dăɣ-ulhawăn-năwăn? 
MAT.9.5	Ma ojărăn tărăɣse jer-ad-tənnəd i-ăwadəm: ‹Ătwănšăn-ak ibăkkaḍăn-năk›, d-ad-has-tənnəd: ‹Ǝbdəd, ərjəš?› 
MAT.9.6	Ašăl-i, ăssiilmădăɣ-kăwăn a-s 
MAT.9.7	Ibdăd, iqqăl ehăn-net. 
MAT.9.8	Tărmăɣ tamətte ta tənhăyăt a-wa ijăn, ad-tiimələn ăddinăt Măssinăɣ-i ikfăn dăgg-adəm tădabit togdăhăt d-a-wa-dăɣ.
MAT.9.9	Ifăl Ɣisa dihen ḍarăt-a-wen, inhăy ănarmas n-tiwse s-isəm-net Mătti ăqqiima dăɣ-edăgg n-ălxidmăt-net, iɣrʼ-e, innʼ-as: «Ǝlkəm-ahi»; ibdăd Mătti, ilkăm-as.
MAT.9.10	Ăsmăjarăt Mătti Ɣisa s-ehăn-net ḍarăt-a-wen. Itaɣăyma Ɣisa dăɣ-edăgg wa n-imənsiwăn a-s erk ăddinăt han inarmasăn n-tiwse ăjjootnen da-dăɣ, osăn-dd, ănɣăymăn dăr-s ənta d-inəṭṭulab-net. 
MAT.9.11	Ǝnhăyăn-t hărăt dăɣ-
MAT.9.12	Islʼ-asăn Ɣisa ɣas, innă: «Ăddinăt ăssoxătnen, wăr-ămɣatărăn s-lăxtur; imarhinăn a săr-s ămiɣatărnen.» 
MAT.9.13	Innʼ-asăn daɣ: «Ma ămoos ălmăɣna n-a-wa s-inna Măssinăɣ dăɣ-măjrăd-net:
MAT.9.13	‹Ojăr a-s ɣur-i la tăhanint idəm uhən tikutawen.›
MAT.9.13	A-wen ălmăɣna-net a-s, năkk, wăr dd-ămešălăɣ s-ăddinăt wi ordănen iman-năsăn iqqud, inăsbăkkaḍăn a-s dd-ămešălăɣ i-ad-tăn-ăɣləsăɣ.»
MAT.9.14	Osăn-dd inəṭṭulab n-Exya Ɣisa ḍarăt-a-wen, ənnăn-as: «Mafăl năkkăneḍ d-kăl-faris nətuẓam dehiyyăn, a-s ija a-wen, inəṭṭulab wi-năk, wăr tuẓamăn?» 
MAT.9.15	Issăɣlăy-tăn Ɣisa tangalt dăɣ-hasăn-inna: «Ajăn kăl-tuksest ilzam-tăn ăẓum tăn-ăẓiẓăkănẓărăn a ikka ămaẓlay illʼ-e jere-săn? Ǝlkamăn išilan-wi dăɣ-tăn-mad-ifəl ămaẓlay, dihen, ad-əjrəwăn s-ăẓum. 
MAT.9.16	Wăr t-illa ere itəggatăn tikəst i-temălsit wăššărăt s-taswəḍt n-tabdoɣt tăynayăt; afăl ija a-wen, ad-dd-tărkəb taswəḍt ta tăynayăt temălsit, tăj amənd ojărăn wənnin. 
MAT.9.17	Ăddinăt, wăr təjjən aman n-lăɣnăb ăynaynen, ăxxiimmărnen dăɣ-ijdad; ere ijăn a-wen har kăfăn aman-ənnin dăɣ-ijdad, ad-has-səbbuqqen ijdad-net, ifut dăɣ-lăɣnăb hakd-dăɣ dăɣ-ijdad. Aman n-lăɣnăb ăynaynen, ăxxiimmărnen, iddidăn ăynaynen a dăɣ-tăn-itajj ăwadəm, dihen, wăr-e ifut măssi-săn dăɣ-wi wăla wi.»
MAT.9.18	Ămmiijrăd Ɣisa i-tamətte dăɣ-isălan-win-dăɣ a-s a ənḍărrăn-dăɣ, iyyăn dăɣ-imănnăhăḍăn n-taɣrəmt-en-dăɣ da-dăɣ t-dd-osăn, irkăɣ data-s, innʼ-as: «Talyaḍt-in, iket tăt-ăba măšan nidawet săr-s, sənsəd fălla-s ăfuss-năk, ad-dd-təddăr.» 
MAT.9.19	Ibdăd Ɣisa, ăddew dăr-s ənta d-inəṭṭulab-net. 
MAT.9.20	Igla har šik-dăɣ tamăḍt tiyyăt lat măraw iwətyan d-əssin ijammăḍ-tăt ašni da-dăɣ dd-mălăt ḍara-s, ḍăs afăr n-erăswăy-net 
MAT.9.21	ed a-s tăjj a-wen-dăɣ, janna dăɣ-iman-net: «Afăl ḍăsăɣ wăla-dăɣ erăswăy-net, ad-əzzəyăɣ.» 
MAT.9.22	Innăḍ-dd săr-s Ɣisa, inhăy-tăt, innʼ-as: «Talyaḍt-in, wăr təkkesăd ăṭṭăma, ăzozăy-kăm immun-năm.» Təzzăy tamăḍt ăssaɣăt-wen-dăɣ.
MAT.9.23	A-s hin-iwwăḍ Ɣisa d-inəṭṭulab-net ehăn n-emănnăhăḍ, inhăy imăwatăn n-tiɣnab ti n-uḍəf n-iba d-ăddinăt wi hasăn-hallănen, ăsikălăl a-wen-dăɣ iket-net, ja tăkat dăɣ-išənnawăn. 
MAT.9.24	Omăr s-ad-əzjărăn ăddinăt fălla-s ed innʼ-asăn: «Tarat, wăr tăt-ăba, eḍəs ɣas a ja.» Jăn-t tekăškăšt. 
MAT.9.25	Təzjăr fălla-s tamətte ɣas, ijjăš ehăn wa dăɣ-tənsa talyaḍt, irmăs-tăt-dd s-ăfuss, tənkăr-dd. 
MAT.9.26	Ǝntăjăn isălan n-a-wen-dăɣ dăɣ-teje-ten-dăɣ iket-net.
