MAT.1.1	Dawute naa, Abrahaame naa gidida Yesus Kirstoosa yeletetha zarkey hayssafe kaallizayssa;
MAT.8.2	Issi inchiracha hargey dizaddey Yesusakko shiiqidi iza sinthan gulbatidi “Godo! Ne koykko tana pathanas dandayassa” gides 
MAT.8.3	Yesusi ba kushe yeddidi “Ta dosadis; paxa!” giin addezi he hargezappe heerakka paxides. 
MAT.8.4	Qasseka Yesusi addeza “Ne paxidayssa oonaska yootoppa; gido attin baada nena Qeeses bessa. Isti azazida yarshoza gaththa; hessika istas marka gidana” gides.
MAT.8.5	Yesusi Qifirnahoome gakkida mala mato halaqay izakko shiiqidi iza hizgi woossides. 
MAT.8.6	“Godo! Ta ashkaray keehi sakettidi keeththan ichchidi dees” gides.
MAT.8.7	Yesusikka izas “Ta baada pathana” gides. 
MAT.8.8	Mato halaqay izas zaaridi “Ta nena ta keeththe gelthanas bessizadde gidikke; gido attin ne haan daada issi qaala xalla giikko ta ashkaray paxana. 
MAT.8.9	Taaska tana azaziza halaqati taappe bollara deettes; qasseka taas azazettiza wotadarati taappe garsara deettes; istafe issa ‘Ba!’ giikko bees; qasse issa ‘Haaya!’ giikko yees; ta ashkara ‘Hessa ooththa!’ giikko ooththes” gides.
MAT.8.10	Yesusi iza zaarozan malaletidi bana kaallizaytas “Ta intes tumu gays; haray attoshin Isra7eeleta giddon hayssa mala ammanoy dizadde issadeka demmabekke. 
MAT.8.11	Ta intes yootays; daroti awa arshey mokkiza baggafenne wulliza baggafe yaana. Salo Kawoteththa maaddan Abrahaamentara Yisaaqantaranne Yaqoobentara issife uttana. 
MAT.8.12	Salo Kawotethi istas gidana bessiza asati heen kare dhuman yegettana. Heenka yeehoynne achcha garcech gidana” gides. 
MAT.8.13	Yesusikka mato halaqas “Ne ba ne ammano mala nees hano” gides; ashkarazi heerakka paxides.
MAT.8.14	Yesusikka buro Phexroosa keeththe gelshin Phexroosa bolloteya misho harge saketada ichchidaaro beyides. 
MAT.8.15	Izi kushe Yesusi bochchin misho hargey aggides. Izakka dendada Yesusa mokkadus.
MAT.8.16	He gallasa omaris daydanthi oykkida daro asata Yesusakko ehida. Izikka tuna ayanata ba qaalara istafe kessides; harganchataka ubba pathides. 
MAT.8.17	Isayaasi “Izi nu harge ekkides; nu sakokka tookkides” gida qaalay hayssan polettides.
MAT.8.18	Daro asay iza giddoththidayssa biyidi Yesusi asaa abbafe he pinth pinana mala azazides. 
MAT.8.19	Hessa wode issi Ayhuda ammano tamarsizadey izakko shiiqidi “Astamaare! Ne bizaso awakka ta nena kaallana” gides.
MAT.8.20	Yesusikka izas zaaridi “Workanatas ollay dees; salo kafotas keeththi dees; taas Asa Naas gidikko hu7e gelthizasoy baawa” gides.
MAT.8.21	Iza kaalliza issi hara asi qasse “Godo! Koyro baada ta aawa moogoo?” gides. 
MAT.8.22	Izi qasse “Hayqidayti ba hayqeth moogeto; neni gidikko tana kaalla” gides.
MAT.8.23	Hessafe guye Yesusikka wogolon gelin iza kaallizaytikka izara issife bida. 
MAT.8.24	Qopponta abba giddon dambalay dendidi wogoloyo mittana gakkanaas ista waayssides. Hessi wuri hanishin Yesusi dhiskides. 
MAT.8.25	Iza kaallizayti iza beegoththidi “Godo! Nu dhayoos; nuna ashsha!” gida.
MAT.8.26	Yesusikka ista “Inteno ammanoy paccidayto! Aazas hayssa mala babbetii?” gides. Hessafe dendidi carkozanne abba dambala izi hanqin heerakka sirph gides.
MAT.8.27	Istika “Hayssi abbaynne carkoyka izas azazettizaddey izi waanidadee?” giidi malaletida.
MAT.8.28	Izi abba pinnidi Gergesenoone geetettiza dere gakkida mala daydanthi oykkida nam7u as dayti ba diza dufoppe kezidi izara gaaggida. Asi he ogezara aadhdhanas dandayetonta mala asas daro keehi meto gidi deettes. 
MAT.8.29	Istika “Xoossa Nawu! Nees nunara aaza issifeteth dizee? Nu wodey gakkonta dishin nuna xuugana yadii?” giidi waassida.
MAT.8.30	Heen istafe guuth haakkidi daro gudduntha wudey issi bolla heemetes. 
MAT.8.31	Daydanthati Yesusa “Ne nuna kessana gidikko haytan daro guddunthatan nu gelana mala nuus piqaade imma” giidi woossida. 
MAT.8.32	Yesusikka ista “Biite!” gides. Daydanthatikka istafe kezidi guddunthatan gelida. Guddunthati wurikka ba dizaso aafora bicharshe abban gelidi haaththan mitettidi hayqqida.
MAT.8.33	Gudduntha heemmizayti elelidi katamay dizaso biidi guddunthay hanoyssanne daydanthi ista oykkida asata bolla hanidayssa ubba asas yootida. 
MAT.8.34	Katama asay wuri Yesusara gagganas kezides. Yesusa beyidinne ista dere yeddi baana mala iza woossida.
MAT.9.1	Hessafe guye Yesusi abba bolla wogolora pinnidi kase ba diza katama yides. 
MAT.9.2	Heen issi gunda addeza, asay halara tookkidi Yesusakko ehides. Yesusikka ista ammano beyidi gunda addeza “Aykkoy ba; haysso naazo! Ne nagaray atto geetettides” gides.
MAT.9.3	He wode Muse woga tamarsizayti “Hayssi Xoossa cashsha” giidi ba woznan qoppida.
MAT.9.4	Yesusi ista qofa eridi “Inte woznan iita yo7o aazas qoppetii? 
MAT.9.5	‘Ne nagaray atto geetettides’ guussafenne ‘Dendada ba!’ guussafe awayssi kawushshee? 
MAT.9.6	Gido attin Asa Naas biitta bolla ase nagarappe maaranas sheney dizayssa erana malassa” giidi gunda addeza “Denda! Ne hala ekkada gede neso ba” gides. 
MAT.9.7	Gunda addezikka dendidi baso bides. 
MAT.9.8	Dereyka hessa beyidi malaletethaninne babon kumidi hayssa sire godateththi asas immida Xoossa galatides.
MAT.9.9	Yesusi heeppe dendidi bishe issi Matoosa geetettizadey qaraxa qanxisizason uttidayssa beyidi “Tana kaalla!” giin, dendidi iza kaallides.
MAT.9.10	Yesusi Matoosason maadda bolla dishin daro qaraxa qaraxizytinne nagaranchati izakko yiidi izaranne iza kaallizaytara issife maanas uttida. 
MAT.9.11	Farsaaweeti hessa biyidi Yesusa kaallizayta “Intena tamarsizayssi qaraxa qanxisizaytaranne nagaranchatara wosti istara issife kath mizee?” gi oychida.
MAT.9.12	Yesusikka isti gizayssa siydi ista “Aakkimey koshshizay saketidaytas attin saketonta paxatas gidenna. 
MAT.9.13	Hessa gish ‘Inte biidi yarsho gidonta maaroteth dosays’ giza qaala birsheth tamarite. Nagaranchata xeeygana yadis attin xillota xeeyganas yabekke” gides. 
MAT.9.14	Xammaqiza Yohannisa kaallizayti Yesusakko yiidi “Nuninne Farsaaweeti xoomishin nena kaallizayti aazas xoometenee?” gi oychida.
MAT.9.15	Yesusi istas “Mishiraa laggeti mishirazi istara dishin muuzotana bessizee? Mishiray istafe ekettana wodey yaana; isti he wode xoomana.
MAT.9.16	“Gal7a may7o bolla ooratha woso woththi sikkiza asi deenna. Gal7a bolla oorath woththi sikkikko oorathazi gala7aza peedherethidi ha daassi darissanna. 
MAT.9.17	Oonikka ooratha woyne cajje gal7a lukkamon gujenna. Gujiza gidikko lukkamozi dhuuqana; woyne cajjezikka gukkana; lukkamozikka go7ay bayndazi gidana. Gido attin ooratha woyne cajjey ooratha lukkamozan gujjetees. Hessa malara woyne cajjezinne lukkamozi lo7o naagettidi gam7ana” gides. 
MAT.9.18	Yesusi asaa haasaysson dishin issi shuumey iza sinthan kundidi “Taas naa daara hayqqana gawus. Iza paxa daana mala yaada ne kushe izi bolla wotharkii?” giin, 
MAT.9.19	Yesusi dendidi izara bides; Yesusa kaallizaytikka izara bida.
MAT.9.20	Tammanne nam7u layth kumeth izippe suuthi gukkiza issi macassi Yesusappe guyera yaada iza afala macara bochchadus. 
MAT.9.21	Iza hessa ooththiday “Ta izas afaala macara bochidakko paxana” giza ammanoy izi woznan diza gish bochadus.
MAT.9.22	Yesusikka guye simmi xeelidi macasayo “Aykkoy ba, ta naye; nena ne ammanoy pathides” giin macasaya heerakka paxaagadus.
MAT.9.23	Yesusikka shuumeza so mata gakkishin derey zayeranne dinkera waassishe yeekkizayssa be7idi, 
MAT.9.24	“Kichchite! Naya dhiskadus attin hayqqabeekku” giin isti iza bolla miicida. 
MAT.9.25	Derey wuri keeththafe kezin izi keeththe gelidi nay kushe oykkides; nayakka denda eqadus. 
MAT.9.26	Iza goobatethi he dere ubban seetettides.
MAT.9.27	Yesusikka heeppe bishin nam7u qooqeti “Dawute Nawu! Nuna maarariki!” giidi waassishe iza geedo kaallida.
MAT.9.28	Qooqetikka Yesusi gelida keeththa iza kaallidi gelida. Yesusikka ista “Ta inte ayfe pathana danda7izayssa ammanetii?” giidi oychides. Istika “Ee, Godo!” gida.
MAT.9.29	Hessafe guye Yesusi ista ayfe bochidi “Inte ammano mala intes hano!” gides. 
MAT.9.30	Ista ayfeykka xeellides. Yesusikka “Hayssa oonikka eronta mala” giidi minthi yootides.
MAT.9.31	Gido attin isti biidi, heera ubbason Yesusa gish woresida. 
MAT.9.32	Isti heeppe kezishin daydanthi oykkida issi duuna duude as Yesusakko ehida. 
MAT.9.33	Daydanthazi kezidappe guye he duuna duude addezi haasaya oykkides; derezikka malaletidi “Hayssa mala hanoy Isra7eele biittan hanin nu beyi erokko” gida.
MAT.9.34	Gido attin Farsaaweeti zaaridi iza “Daydanthi kessizay daydanthata halaqanna” gida. 
MAT.9.35	Yesusi Ayhudata Woosa Keeththan Ayhudata tamarsishenne Xoossa Kawoteththa Mishiraachcho qaala yootishe qasseka harge ubbaafe asa paathishe gutatan gutatan yuuyides. 
MAT.9.36	Asay wuri heemizadey baynda dorsa mala keehi metotettidi xeellizay bayndade gididayssa beyida wode istas daro mishettides. 
MAT.9.37	Bana kaallizaytaska “Maxa gakkida kaththay daro shin maxi shiishshizayti guuthata. 
MAT.9.38	Hessa gish kaththa Goday kaththako oosanchata yeddana mala woossite!” gides.
MAT.10.1	Yesusi bana kaalliza tammanne nam7ata baako xeygidi, isti tuna ayanata kessana mala qasseka sakoppenne hargefe pathana mala istas godateth immides. 
MAT.10.2	Tammanne nam7u Hawaareta sunthay hayssafe kaallizayssa; koyro Phexroosa geetettiza Simoona, iza isha Indiraasa, Zabidoosa naa Yaqoobenne iza isha Yohannisa, 
MAT.10.3	Piliphoosanne Bartelemoosa, Toomaasanne qaraxa shiishshiza Matoosa, Ilfiyoosa naa Yaqoobenne Tadoosa, 
MAT.10.4	ba baggas mishetiza Simoonanne guyeppe Yesusa hayqos aaththi immida Asqoroonto Yuhuda. 
MAT.10.5	Hayta tammanne nam7ata ubba “Gede Ayzaabeta gaath booppite; Samaariya asaa katama geloppite. 
MAT.10.6	Gido attin Isra7eele deraa garsafe dhayida dorsatakko biite. 
MAT.10.7	Biidinne ‘Salo kawoteth matides!’ giidi sabakite. 
MAT.10.8	Harganchata paathite, hayqqidayta hayqoppe denthite, inchiracha hargizayta geeshshite; daydanthata kessite; inte mela ekidayssa mela immite; 
MAT.10.9	worqa, bira woykko xarqimala gidin inte kiisen oykkofte. 
MAT.10.10	Oosanchas hachchis hachchis gidizazi koshshiza gish inte oges giidi shinqe, koshshonta may7o, caamma woykko guufe eki booppite. 
MAT.10.11	“Issi katama woykko issi guta inte geliza wode intena mokkanade koyi demmidi iza keeththan shempite; heeppe kezana gakkanaas heen diishshite. 
MAT.10.12	Inte oona keeththika gelishe ‘Saro’ giite. 
MAT.10.13	He keeththay sarotay bessiza keeththe gidikko inte sarotay he keeththas gido; sorotay bessonta keeththe gidikko inte sarotay aggidi intes simmo. 
MAT.10.14	Ay asikka intena mokki ekkanasinne inte giza siyanas koyontade gidikko hessade keeththafe woykko he katamappe kezishe ista bolla yiza gomeppe inte attidayssas marka gidana mala inte toho bolla diza gudula pittidi kezite. 
MAT.10.15	Ta intes tumu gays; pirda gallas he katamay bolla gakkana pirday Soddome bollan Gamoora bolla gakkida pirdafe deexo gidana. 
MAT.10.16	“Ta intena dorsa mala kana suyteta giddora kiittays. Hessa gish shoosha mala cincatanne haraphe mala ashketa gidite. 
MAT.10.17	Asay intena oykkidi pirdiza duulatas shiishana; Ayhudati ba Woosa Keeththan intena garafana; hessa gish istafe naagettite. 
MAT.10.18	Ta geedon dere haarizaytakkonne kawotakko intena efana; ista sintheninne ammanonta asata sinthan inte marka gidana. 
MAT.10.19	Intena isti oykkiza wode ‘Nu ay gi haasayinoo? Wozgi zaaro imminoo?’ gi hirgofte. He wode inte gaanazi intes imettana. 
MAT.10.20	Intenan haasayanay inte Aawa Ayanappe attin intena gidekketa.
MAT.10.21	“Ishay ba isha hayqos aaththi immana; aaway ba naa bolla, nayti bana yelidayta bolla makalatethan dendidi hara asan wodhisana. 
MAT.10.22	Ta gish asi wurikka intena ixana. Gido attin wurseth gakkanaas miqnni eqiday izi attana. 
MAT.10.23	Asay intena inte diza heerappe gooddikko haraso kichchite! Ta intes tumu gays; inte Isra7eele katama ubba gakkonta dishin ta Asa Nay yaana.
MAT.10.24	“Ashkaray godappe woykko kaallizadey kaalethizadefe aadhdhenna. 
MAT.10.25	Tamarey bana tamarsizayssa mala woykko ashkaray goda mala gidikko hessi izas gidana. Keeththa aawa ‘Bi7elizeebula’ giikko so asaa ayssi hessafe iita geetenne! 
MAT.10.26	“Hessa gish istas babbofte; geemetiday qonconta qotetiday geesh kezonta attenna. 
MAT.10.27	Ta intes dhumara yootidayssa poo7on haasayite; haythan siyidayssa qoncen haasayite. 
MAT.10.28	Asho wodhikkofe attin shempo wodhanas dandayontaytas babbofte; hessafe ashonne shempo gathi Gaanname taman dhayssanas dandayizayssas babbite. 
MAT.10.29	Issi santen bayzettiza nam7u siine kafotappe issiniyakka inte salo Aawa sheney baynda coo kunda attuku. 
MAT.10.30	Haray atto shin inte hu7e binanaykka tayibon dees. 
MAT.10.31	Hessa gish babbofte. Daro siine kafotappe inte waagay aadhdhi bonchettidaza.
MAT.10.32	“Asa sinthan taas markattizades takka salon diza ta Aawa sinthan izades markatana. 
MAT.10.33	Qasse asa sinthan tana kadidade takka salon diza ta Aawa sinthan iza kadana. 
MAT.10.34	“Ta biitta bolla saroteth ehanas yida intes misatoppo; mashsha ehanas attin saroteth ehanas yabeekke. 
MAT.10.35	Tani yiday naa aawappe, maca naa aayippe, naa macho bollotippe shaakanassa. 
MAT.10.36	Asas morkey so asa gidana.
MAT.10.37	“Taappe aaththidi ba aawa woykko ba aayo siiqizadey taas gidanas bessenna. Taappe aaththidi ba attuma naa woykko, maca naa siiqizadey taas gidanas bessenna. 
MAT.10.38	Ba masqale tookkidi tana kaallonta asi taas gidanas bessenna. 
MAT.10.39	Ba shempo aashshanas koyizadey dhaysses; ba shempo ta gish aaththi immizadey ashshees. 
MAT.10.40	“Intena mokki ekizadey tanakka mokki ekkees. Tana mokki ekkizadey tana kiittidadekka mokki ekkees. 
MAT.10.41	Issi nabe nabetethan mokki ekkizadey he nabeza waaga demmana. Xillo as iza xillotetha gish mokki ekkikko he xilloza waaga ekkana. 
MAT.10.42	Hessa gish ta intes tumu gays; oonikka hayta guuthatappe tana kaallizade gidida gish issi xu7a irxa haath ushshikko hinniska waagay dhayenna” gides.
MAT.11.1	Yesusikka bana kaalliza tammanne nam7u asatas azazo immi wursidappe guye tamarsanassinne sabakanas Galilan diza katamata bides.
MAT.11.2+MAT.11.3	Yohannisi qasho keeththan dishe Kirstoosas ooththiza hanota siydi bana kaallizayta izakko yeddidi “Asi ashshizaddey yaana geetettiday neneyee? Hara naaginoo?” giidi oychides.
MAT.11.4	Yesusikka zaaridi “Biidi inte sidayssanne inte beyidayssa Yohannisas yootite. 
MAT.11.5	Qooqeti xeellettes; wobeti hammutettes; inchracha hargizayti paxettes; tulleti siyettes; hayqidayti hayqoppe paxi dendettes; manqotas Mishiraachcho qaalay yootettes. 
MAT.11.6	Tanan dhuphetontadey anjettidade” gides.
MAT.11.7	Yohannisa kaallizayti bidappe guye Yesusikka asas Yohannisa gish “Ay beyanas duge bazzo bidetii? Carkoy qaathiza shomboqo beyanas yidetii? 
MAT.11.8	Woykko ay beyanas kezidetii? Lo7o may7o may7idi lo7i uttidade beyana yidetii? Lo7o may7o may7idi lo7izayti kawota keeththan deettes. 
MAT.11.9	Histin ay beyana kezidetii? Nabe beyana kezidetii? Ee, ta intes gays nabeppe aadhdhizayssa beyanassa.
MAT.11.10	“ ‘Ne bana oge nees giigissanadde
MAT.11.10	neeppe kaseta ta nees kiittana
MAT.11.10	geetettidi iza gish kase xaafettidadey izakko!’ gides. 
MAT.11.11	Ta intes tumu gays; macasape yeletida asappe xammaqiza Yohannisa misatiza asi biitta bolla dendibenna. Gidikkoka Xoossa Kawoteththan as ubbafe laafa asi Yohannisappe aadhdhana.
MAT.11.12	“Xammaqiza Yohannisa wodeppe ha simmin ha7i gakkanaas Salo Kawoteththaya daro baaxeta bolla dawus. Mino asati xalla izo demmana. 
MAT.11.13	Nabetikka Muse wogaykka wuri Yohannisa wode gakkanaas buroppe hananayssa yootida. 
MAT.11.14	Histikko inte ekkana koykko izi yaana geetettida Elaasi izakko! 
MAT.11.15	Siyiza haythi diza as siyo!
MAT.11.16+MAT.11.17	“Hayssa ha wode asaa aazan leemisoo? Giyan uttidi ba laggeta ‘Nu intes diiththi diixxin inte durbeekketa! Yeeho zilalth zilalin yeekkibeekketa!’ giza nayta misatetes. 
MAT.11.18	Yohannisi muussafenne ushshafe naagetidi yida gish ‘Izi daydanthara dees’ gida. 
MAT.11.19	Ta Asa Nay mashenne uyashe yiin ‘Hayssi miidi kallonta asa, ushshancha, qaraxa shiishshizaytassinne nagaranchatas laggekko!’ gida. Gido attin Xoossa eratethi ba ooson xilladus” gides.
MAT.11.20+MAT.11.21	Hessafe guye Yesusi izi malatata ooththida katama asay maarotethan gelonta aggida gish “Kuraziinenne Betesayda! Intena aayye ana! Inte bolla oosettida malatay Xiroose bollanne Sidoona bolla oosettidakko isti maaqa may7idinne bidinthan uttidi beni beni maarotethan gelanakoshin. 
MAT.11.22	Hessa gish tani intes gizay pirda gallas intefe aadhdhi Xiroosessinne Sidoonas qixaatey kawuyana.
MAT.11.23	“Hanne Qifirnahoome pude salo dhoqu dhoqu gaanas koyadii? Gido attin neni duge Si7oole wodhandassa; ne bolla oosettida malatay Soddomen oosettidakko Soddomey hachchi gakkanaas daanakkoshin. 
MAT.11.24	Hessa gish ta nena gizay pirda gallas qixaatey neeppe Soddomes kawuyana” gides. 
MAT.11.25	He wode Yesusi “Salonne sa7a Godo! Ta Aawawu! Hayssa daro eranchataappene cincatappe qotada qeeri naytas ne qoncisida gish ta nena galatays. 
MAT.11.26	Ta Aawawu! Ee hayssi ne sinthan lo7o ne shene gididi beettides.
MAT.11.27	“Wurikka ta Aawappe taas imettides; Aawappe attin Naaza gish eriza as baawa; qasse Naazappenne Naazi ba shenen qoncisida asappe haray aawa eriza as baawa. 
MAT.11.28	“Toohoy deexxidayto, daaburidayto inte wurikka taakko ha yiite; takka intes shempo immana. 
MAT.11.29	Ta qambara tookkite; taappekka tamarite; tani ta woznan aadanne ashke; inte shempos inte shempo demmana. 
MAT.11.30	Ta qambaray shaykonne ta toohoy kawushsha” gides.
MAT.12.1	Hessafe guye Yesusi Sambata gallas kaththa giddora aadhdhi bides. Iza kaallizaytikka gafida gish tiya duuththidi shigechi muus oykkida. 
MAT.12.2	Farsaaweeti hessa beyidi Yesusa “Hekko nena kaallizayti Sambata gallas ooththetanas bessontayssa ooththetes” gida.
MAT.12.3	Izikka istas zaaridi “Dawuteynne izara diza asati gafida wode izi ay ooththidakkone nababibeekketii? 
MAT.12.4	Xoossa Keeththe gelidi Qeesetappe attin Dawuteynne izara dizayti bochchanas bessonta dummatida uketh mides. 
MAT.12.5	Qasse Qeeseti Sambata shaaridi Xoossa Keeththa giddon ooso ooththikko mooro gidontayssa Muse wogappe nababibeekketii? 
MAT.12.6	Gidikkoka ta intes gizay Xoossa Keeththafe aadhdhizadey haan dees. 
MAT.12.7	‘Tani yarsho gidonta maaroteth dosays’ giza qaalay ay guussikkone inte erizakko xillota bolla pirdeketakkoshin. 
MAT.12.8	Asa Nay Sambatas Goda” gides.
MAT.12.9	Heeppe izi gede aadhdhishe Ayhudata Woosa Keeththan gelides. 
MAT.12.10	Henka issi kushe silidadey dees. Yesusa mootanas gaaso koydi “Sambata gallas pathanas bessizee?” giidi iza oychides.
MAT.12.11	Izikka ista “Intefe issade dorsi Sambata gallas ollan gelikko ba dorsa izi gelidi ollafe goochchi kessi erenee? 
MAT.12.12	Histikko asi dorsafe keehi aadhdhenee? Hessa gish Sambata gallas lo7o oosoy digettenna” gides. 
MAT.12.13	Qasseka addeza “Ne kushe piddisa!” gides; addezikka ba kushe piddisin hinko kusheza mala paxa gidides. 
MAT.12.14	Gido attin Farsaaweeti heeppe kezidi, Yesusa wosti oykki wodhanakonne ba giddon zoretida.
MAT.12.15	Yesusi ista qofa eridi heeppe haraso sher7i gides. Daro derey iza kaallides; harganchatakka ubba pathides. 
MAT.12.16	Izi oonakkone asas yootonta mala ista azazides. 
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	Hessika haniday nabe Isayaasan
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	“Ta dooridaynne
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	ta izan ufayettiza ta nay hayssakko!
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	Ta Ayanappe ta
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	iza bolla wothana;
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	izikka ammanonta deretas tumu pirda awajjana;
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	marshettenna; woykko waassenna.
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	Izas qaalaykka karen siyettenna;
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	tuma pirda xoonos gaththana gakkanaas
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	dincetti uttida shomboqokka menthenanne
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	cuwattiza muqadakka toyssenna;
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	Ayzaabeti iza ufayssan naagana”
MAT.12.17+MAT.12.18+MAT.12.19+MAT.12.20+MAT.12.21	geetetti yootettida tinbite qaalay polettana.
MAT.12.22	Hessafe guye daydanthi oykkin xeellanassinne haasayanas dandayonta issi as Yesusakko ekki yida. Yesusikka iza pathin addezi xeellanassinne haasayanas dandayides. 
MAT.12.23	Asay wurikka malaletidi “Hayssi addezi Dawute naashaa?” gides.
