MAT.1.1	Neney na ɗeriwel ma mezley ma baba tete ma Yezu Kriste hay, bəzey ma David, bəzey ma Abraham.
MAT.6.17	Ama kah ekəɗey na, kendzey andza ka key aha 
MAT.6.18	ma ndaw hay ka sərafəmaka ka key aha 
MAT.6.19	Ka da kwarsam zleley ma dala zlay, hərway tol hay ta mamok hay a zəmama ba, ya mahal hay a sləlama ’ay a hulama ba. 
MAT.6.20	Ama haya kwarsam na zleley ma 'ərlam, hərway da huɗa na, kwa mamok, kwa tol a zəmama kakay, kwa mahal hay a sləlama ’ay a hulama kakay. 
MAT.6.21	Hərway da slam ana zleley ɗek ŋga da huɗa na, mevel eɗek a da key na da huɗa tiyatsa.
MAT.6.22	Lalam ma vaw na dey. Kendzey dey ɗek hayaha na, vaw ɗek tabiyaha kərem na a da key na, da waw me nəkey dey. 
MAT.6.23	Ama, haɗaw dey ɗek haykakay tey na, vaw ɗek tabiyaha kərem, a da key na, da ləvaŋ tey. Haɗaw tok na waw me nəkey dey da kah ana, ləvaŋ aha na, a da tərey na, ləvaŋ waray!
MAT.6.24	Ɗaɗa ndaw a slafa me key gawla ma 'ay, da 'ay ndaw hay tsew kakay: dakay na, ka rəsa ndaw naŋgar ba na, a da wuɗa ndaw naŋgar; dakay ka dzəmama mey ba ta ndaw naŋgar na, a da rəsa ndaw naŋgar. Ka slafama me key mber ma Bay ma Bəla, ta na ma sumkwo kakay.
MAT.6.25	Nəkafama i ma tsakwar andza neney na, hərway ka da dzalam 'ar ka mendzey kwar, ka tek a kwar ma da zəmey, kwa ka vaw kwar ana: i da pam ka vaw mey zlay. Mendzey na, a fəna tek me zəmey kakay ɗaw? Tapay ma vaw kwar ana na, a fəna zana me kəley ka vaw kakay ɗaw? 
MAT.6.26	Nəkam dey ka ɗiyeŋ ma 'ərlam hay: a sləkam kakay, kwa a tsuwam kakay, a kəzlam tek a dey kakay; amana Baba kwar da 'ərlam a vəlatar aha tek me zəmey. Ka fənəmata ɗiyeŋ hay pew pew kakay ɗaw? 
MAT.6.27	Ndaw da walaŋ a kwar ma slafa ma səkada mendzey ŋga nekəɗey, ta 'ar aŋga me dzeley na, way? 
MAT.6.28	Ɗagay ka dzalam 'ar ka zana na, ka mey? Nəkafəmata ka meverzey ma tek hay da kusof a gəlam na teŋgey; a yam vaw kakay, a ɗəmam gogumay kakay, 
MAT.6.29	i ləvakwar: Salomoŋ ta 'ar aŋga da maram aŋga tabiyaha tekeɗe na ɗaɗa ka slafa me pey zana andza ma meverzey naŋgar asləta da huɗa kakay. 
MAT.6.30	Haɗaw Bay ma Bəla a kəlatar zana ka vaw a guzer hay da ley andza ha na, teseɗey na taya daha, medew na a da kuyadəmata a waw na, a kuray na a da vəlakwar a fəna kakay ɗaw, kuray a neney ta me pey ’ar nekəɗey ana hay. 
MAT.6.31	Ka da dzəmam ka vaw ta me ləvey aha: i da zəmakwa mey? I da sakwa mey? Dakay na i da kəlakwa ka vaw mey zlay. 
MAT.6.32	Tek a neney tabiyaha ma səpa tessle mandzara me sesəkey vaw na, ndaw 
MAT.6.33	Haya səpam ka mey na, Slala ma 
MAT.6.34	ka da dzəmam ka vaw, medew na i da kam teŋgey zlay. Medzeley 'ar ma medew na, ka ndzara a medew ana təŋga. Ka meney ka meney na, me yey vaw ŋga na, a sley ɗa.
MAT.7.1	« Ka da kam sariya ka ndaw zlay, aza 
MAT.7.2	Hərway sariya kwar ana, ma kafəmata ka ndaw hay ana na, a da kafəmakwar na andza ha tey. Gwada kwar ma wadəmatara tek a ndaw hay ana na, a da wadəmakwar da huɗa tey. 
MAT.7.3	Ɗagay ka zerɗey guzer da dey ma malam eɗek na, ka mey? Duŋgwazl da dey ɗek ana na, ka sərafa ha təŋga ɗaw? 
MAT.7.4	Ɗagay ka ləvar a malam eɗek: ‹Äada, i zəgadəkawa guzer ba da dey ɗek›, na teŋgey? Azlakwa duŋgwazl da dey ɗek ana tok na! 
MAT.7.5	Kah ndaw mbaɗa ha zləna, kuɗa duŋgwazl ba da dey ɗek ana ɗagay, azambay ka nəkada dey haya hayaha, ma zəgadərawa guzer na da dey ma malam eɗek ana tok.» 
MAT.7.6	« Ka da vəladəmatara tek ma kuley hay a gədey hay zlay. Ka da kuyadəmatara tek ma wuiya kwar hay a gaduru hay zlay, zləna a da ndarsləmata ba, arka a da mbəɗafəmakwar dey na, a da ŋgərɗəmakwar.»
MAT.7.7	«Tsəham, aza a vələmakwar; səpam, aza ka ndzafam; fam, mambaw aza a wuradəmakwar. 
MAT.7.8	Akwa na, kwa way way a tsəhey na, a vəlamar. Ndaw ka səpey ba na, a ndzefey. Ndaw ana ka fey mambaw ba na, a wuradəmara. 
MAT.7.9	Ɗagay andza ndaw ana da walaŋ a kwar, kendzey wawa ŋga a tsəhafa peŋ na, a da vəlar ŋgwa na, way? 
MAT.7.10	Dakay na kendzey a tsəhafa kəlef na, a da vəlar govaŋ ɗaw? 
MAT.7.11	Kuray eɗey seweɗ ana hay tekeɗe na, ka səradama me vəley tek hayna hay a wawa kwar hay tok na, sakwa Baba kwar ma 'ərlam a da vəlatar tek hayna a ndaw ma tsəhafama na hay sakay tok ɗaw?»
MAT.7.12	«Ana tok na, tek a kwar tabiyaha, na kuray ma wuɗam ndaw hay ka kadəmakwar ana hay na, kadəmatara a taya na tey: hərway neney na 
MAT.7.13	«Fuləkwam na ta mambaw na tsəzlehehe na. Mambaw zlepetem ana ta tsəveɗ na fatata na na, a dada ndaw a slam me zəɗey. Ama har a vatar a ndaw hay na, a dawam na, ta huɗa. 
MAT.7.14	Mambaw ma daway a mendzey na, tsəzlehehe ha, tsəveɗ ana na ma ŋgaɗətsa ha, arka ndaw ma ndzafama na hay na, nekəɗey dada.»
MAT.7.15	«Wam daw ka vaw hərway ma ndaw sek maləwaɗay ana hay. A səmawa ka tsakay kwar na, a təradama vaw na, təɓaŋ ahiya, ama da huɗa na taya dəvar ahiya a buwam ndaw. 
MAT.7.16	Ka da səradəmata ba tsana, ka mber a ta na hay ma kam ana. Ɗaɗa ka ŋgəlam gwanah da vəɗe dzəgew ɗaw? Dakay na ɗuwaz da vəɗe hwelelŋ ɗaw? 
MAT.7.17	Kəɗey tok na, mendzey ma vəɗe ma tek hayna na a yam bəzey ta na haya hiya. Amana vəɗe ma tek dzedzey ana na, a yey bəzey haya kakay ahiya tey. 
MAT.7.18	Vəɗe ma tek hayna na a yey bəzey haykakay ana kakay. Na dzedzey ana tey na, kwa a slafa me yey bəzey hayna kakay tey. 
MAT.7.19	Mendzey ma vəɗe ma tek me yey bəzey haya kakay ana na, a rətsəma ba, a kəladama a waw. 
MAT.7.20	Andza neney tok na ka səradəmata na ka bəzey ta na hay.»
MAT.7.21	« Ndaw ma ləvaya: ‹Bay’ərlam Bay’ərlam!› na, ɗa ma fuləkwada a 
MAT.7.22	Pas ana ŋga na na, ndaw hay haɗadzidzay a da ləvəmaya: ‹Bay’ərlam, Bay’ərlam! La tsəmawa guma andza ma ndaw sek hay na ta mezəley ɗek kakay ɗaw? Ta mezəley ɗek na, la ka ɓəlam fakalaw hay kakay ɗaw? Ta mezəley ɗek na, la kam ɗeɗew hay haɗadzidzay kakay ɗaw?› 
MAT.7.23	Arka i da ləvatar: ‹Ɗaɗa i ka səradəkurawa tikay; kəmaya vaw ba ka tsakay ɗaw, kuray a neney ma kam tek haya kakay ana!»›
MAT.7.24	«Kəɗey na mendzey ma ndaw ma tsənada guma ɗaw a neney hay, i me tsey ana na, ma kada mber na, ma malada ŋga na na ta ndaw ma dzala 'ar aha, me key 'ay ŋga ka ’ar ma pəray. 
MAT.7.25	Yam ma pawa, papəlay aha, ta vavəray aha, me vey ta slam ma 'ay ana hana, amana kwa 'ay ana ka mbəzley kakay. Hərway bəzay ma 'ay ana hana, ma ka ha ka ’ar ma pəray. 
MAT.7.26	Mendzey ma ndaw ma tsənada guma ɗaw a neney hay, i me tsey ana, ma kada mber kakay na, ma malada ŋga na na, ta ndaw me dzeley 'ar kakay ana, ma ka 'ay ŋga ka ’ar ma wuyeŋ. 
MAT.7.27	Yam ma pawa papəlay aha ta vavəray aha na, me vey ta slam ma 'ay ana hana na, ma mbəzlada ba, a da key ma ŋga na, me zəɗey ɗuhwa ha.»
MAT.7.28	Arka andza Yezu ma ndəvada guma ŋga neney hay me tsey na, ndaw ana ma kusa na hay ma rəzlaya ta metetəkey ŋga na. kambəlaɓa; 
MAT.7.29	hərway a tatəkadata na andza ma ndaw ta mazlaɓa aha zləna, andza ma ndaw me sesəkey 
MAT.8.1	Andza Yezu a harɗawa ha da mamba na, ndaw ana ma kusa na hay haɗadzidzay ma səpamar bəzay. 
MAT.8.2	Arka na ndaw 
MAT.8.3	Yezu ma tsakafada har, ma ləmar, ma ləvar: «Ayaw i wuɗey, tərey ma bazləma ha na» Deŋe ka slam ana tsana, 
MAT.8.4	Yezu ma ləvar: «Ndzey tete, ɗaɗa ka da ɓadara a ndaw zlay. Amana daw da ɓadara vaw a baba me key kuley, vəlada tek ma ger ana andza na ma Moyiz ma tsawa kava na. Aza ka da təratar seydewe ta ha.»
MAT.8.5	Andza Yezu a fuləkwey aha a Kafarnawom na, bay me wey sidzew temere ana daha, ma gurafa, ma kar amboh ma ka dzəna, 
MAT.8.6	ma ləvar andza neney: «Bay’ərlam, gawla ma 'ay ɗaw ma naha da mbaw, ma mbara vaw aha, a ndelemey aha da mey ŋga dakay.» 
MAT.8.7	Yezu ma ləvar: «Yah na, i daway, i da ndaladərawa ɗaw?» 
MAT.8.8	Ama bay ma sidzew ana hana hay, ma mbəɗar kava: «Bay ərlam, yah na ɗa ndaw aha ma kah ka fuləkwey 'ay ɗaw dzay kakay, tsey guma veɗ asləta tsana, gawla ma 'ay ɗaw ana a da ndeley seŋgey. 
MAT.8.9	Kəɗey yah ana na, ɗuhwa ɗaw daha tiyatsa. Ama i wey sidzew hay haɗadzidzay. I ləvar a naŋgar da huɗa: ‹daway›, na, a daway. A na mekelehe: ‹sawa›, na, a sawa, i ləvar a beke ɗaw: ‹ka tek eɗey›, a ka.» 
MAT.8.10	Andza Yezu ma tsənada guma ŋga neney na, a mbafa bəza kakay. Arka ŋga ma ləvatar a ndaw ma səpamar bəzay ana hay: « I ɓadakwar dərka na, ɗaɗa i ka ndzefey ndaw da Israyel me pey ’ar andza neney dakay. 
MAT.8.11	I ləvakwar satsa, aza ndaw hay haɗadzidzay a da səmawa da bəzay, da mey ŋgwa, a da ndzafam slam me zəmey hwahwaɓay andza Abraham, Izak ta 
MAT.8.12	Dzadzak andza ndaw ma da zəmey Slala na hay tok na, a da kuyadəmatərawa a ləvaŋ a bəla. Da huɗa tok na, a da tuwam ta me pəɗey sler aha.» 
MAT.8.13	Arka Yezu ma ləvar a bay ma sidzew ana hana na hay: «Daway a mbaw, ka kaka andza ma me pey 'ar eɗek ana.» Arka gawla ma 'ay ana me ndeley deŋe, da har ana.
MAT.8.14	Andza Yezu me fuləkwey 'ay ma Piyer na, ŋga ma nəkada maya ma ŋgwas ma Piyer ma naha, 'ar a wuzləɗar. 
MAT.8.15	Ŋga ma ləmar a har aŋga na tsana, 'ar me wuzləɗey ma ndalafa. Ŋga me lətsey, ma tar tek a Yezu.
MAT.8.16	Ma hakwaɗ me key na, ma hələmatərawa ndaw ta fakalaw da 'ar ana hay haɗadzidzay. A tsey guma ŋga veɗ asləta tsana, ma ɓəlata fakalaw hay. Arka ŋga ma ndaladata ndaw dzedzey ana hay tabiyaha. 
MAT.8.17	Ma aza ka ndesley andza ma ndaw sek Ezayi ma tsərawa na: Ŋga ma həlafandakwar me tərey lakwa hay ba, ŋga ma zəgafandakwar dzedzey lakwa hay ba.
MAT.8.18	Andza Yezu ma nəkadata ndaw ana ma kusa na hay haɗadzidzay ka tsakay ŋga na, ŋga ma ləvatar a gawla ŋga hay: «Tasakwa ta 'ar ma bəlay a diya naŋgar.» 
MAT.8.19	Arka ndaw me sesəkey 
MAT.8.20	Yezu ma ləvar: «Mezerem hay ta 'ay ta hiya da tsəvay, ɗiyeŋ ma 'ərlam hay, 'ay ta hay daha; ama 
MAT.8.21	Ndaw asləta da walaŋ ma gawla ŋga hay, ma ləvar sa: «Bay’ərlam, vəlaya tsəveɗ i ka daway ka zlələrawa baba ɗaw ba, ɗagay.» 
MAT.8.22	Ama Yezu ma ləvar: «Səpaya bəzay, mbəkadata vagay hay ka zləlam vagay ta.»
MAT.8.23	Arka ŋga me tsəley a kombiwal, gawla ŋga hay ma səpamar bəzay. 
MAT.8.24	Andza tsoy taya ka 'ar ma bəlay na, vavəray ma lawa, yam me tsey ɗaŋgwala, tsoy a wuɗey ma zəga kombiwal ba a bəzay yam. Da har ana na ŋga ma nara ha. 
MAT.8.25	Gawla ŋga hay ma gurafama ma pərkadama, ma ləvamar: «Bay’ərlam! Haya buwandar zləna! La da zəɗam.» 
MAT.8.26	Ŋga ma ləvatar: «Ɗagay ka wasam ka mey? Ndaw a neney ta 'ar me pey nekəɗey ana hay!» Arka ŋga me lətsey, ma babətsafata kandza vavəray ta bəlay. Memeɗ me rey ba ɗeɗek, kwa tek me ɓəley dasakay. 
MAT.8.27	A rəzlata ndaw hay kambəlaɓa, ha taya ma ləvam: «Ŋga na na way a way, ndaw a neney ana ha memeɗ ta bəlay ma tsənamar sləmay ana na?»
MAT.8.28	Andza Yezu me husey a diya naŋgar a dala ma Gadareniyeŋ hay na, ndaw hay daha tsew ta fakalaw ahiya da 'ar ma bəmawa da tsəvay, ma səmawa ma zlam 'ar. Ndaw hay tabiyaha a wasadəmata ta ndaw ana hana hay. Kwa ndaw ma slafa ma daway ta tsəveɗ ana hana na na dakay. 
MAT.8.29	Arka taya ma zlamar me wudey, ma ləvam: «Ka wuɗafandar mey, Bəzey ma Bay ma Bəla, ka sawa ka sləna na, ma da mərgaɗandar amba har ana ka slawa ɗaw?» 
MAT.8.30	Arka a key har daf, ta slam ana na, welde ma gaduru hay a pədəma ha zəmay. 
MAT.8.31	Fakalaw a hay ma kamar amboh a Yezu ma ləvamar: « Haɗaw ka harandar na, sləradandar a welde ma gaduru a ŋga na hay.» 
MAT.8.32	Ŋga ma ləvatar: «Dawam!» Arka taya na ma bəmawa, ma fuləkwam a gaduru hay; welde ma gaduru hay ma tsəmawa ɗay zla ka ɗay mamba na a bəlay, arka ma mətsam da yam. 
MAT.8.33	Ndaw me tsukurey gaduru ana hay ma hwam a wuraw, ma təkəradəmatara a ndaw hay tek ana hana me key tabiyaha ana, ta na ma ndaw ta fakalaw da 'ar ana hay dzay. 
MAT.8.34	Arka ndaw hay tabiyaha ma bəmawa da wuraw, ma səmawa ma da zlam ’ar ta Yezu. Andza taya ma nəkadama ba tsana, taya ma kamar amboh a Yezu, ma ŋga ka daway ba da dala ata.
MAT.9.1	Yezu me tsəley a kombiwal tok na, ma tasawa ta ’ar ma bəlay ma sawa a wuraw aŋga. 
MAT.9.2	Arka ma zəgəmərawa ndaw ana daha ma mbara vaw aha, ta merdek aha. Andza Yezu ma nəkada me pey 'ar ata na na, ŋga ma ləvar a ndaw a hana ma mbara vaw ana: «Tete dem a ɗaw, meŋgəsey ɗek hay ma sa yam ahiya ba.» 
MAT.9.3	Azlakwa ka slam ana na, ndaw me sesəkey 
MAT.9.4	Andza Yezu ma sərada me dzeley 'ar ata na, ma ləvatar: «Ɗagay ka dzalam tek haya kakay ana hay da mevel a kwar na, ka mey? 
MAT.9.5	Ger aha da huɗa na, na waray? Me ləvey: ‹meŋgəsey ɗek hay ma sa yam ahiya ba na tsukuɗu›, mala me ləvey: ‹lətsey heley ana ɗaw›? 
MAT.9.6	Ekəɗey na, ha səradama 
MAT.9.7	Arka ndaw ana me lətsey ma daway a mbaw ŋga. 
MAT.9.8	Andza ma ndaw ana ma kusa na hay ma nəkadama tek a neney na, ma wasam ka vaw. Arka taya ma hasəkadəmara bəzay a Bay ma Bəla ma vəlatərawa slam har andza neney ana a ndaw hay.
MAT.9.9	Andza Yezu a daw aha təŋga na, ŋga ma nəkada ndaw ana daha, a zəlamar Matiyew, ma ndzaha da biraw me tsekeley dzaŋgal. Ŋga ma ləvar: «Səpaya bəzay.» Matiyew me lətsey ma səpar bəzay. 
MAT.9.10	Arka andza Yezu a zəmam aha tek da 'ay Matiyew ana na, a da key na, ndaw me tsekeley dzaŋgal hay haɗadzidzay, ta ndaw ma ŋgəsa na hay, ta gawla ŋga hay a zəmam aha tek ka maslətaha. 
MAT.9.11	Taya ma nəkadama andza ha na, Fariziyeŋ hay ma ləvəmatar a gawla ma Yezu hay: «Ɗagay miter a kwar a zəmam tek ka maslətaha andza ndaw me tsekeley dzaŋgal hay, ta ndaw ma ŋgəsa na hay na, ka mey?» 
MAT.9.12	Ama andza Yezu ma tsənada na, ma ləvatar: «Me səpey ndaw ma sidem na, ndaw dzedzey ana hay zləna, ndaw zozoy ana hay kakay. 
MAT.9.13	Dawam da tatəkadama guma neney da Mewindey Kokwoɗ ana hay: ‹I wuɗey na ndaw me key da vaw a ndaw zləna, kuley kwar ma kəmaya na kakay›. Hərway i sawa na ma da zəley na ndaw ma ŋgəsa na hay zləna, ndaw dzerey ana hay kakay.»
MAT.9.14	Arka gawla ma Zaŋ Batist hay ma guram ka tsakay ma Yezu, ma ləvamar: «Azlakwa la andza Fariziyeŋ hay la kam 
MAT.9.15	Yezu ma ləvatar: «Da magurlam me zəgey kokwa na, zel ma kokwa na ŋga daha ka tsakay ta na na, ndaw ma wuna na hay a slafama me ndzey andza da 'ay vagay ɗaw? Ama har ana aza ka da slawa ba na, ka da zəgafəmata zel ma kokwa na ba tok na, azambay a da kam 
MAT.9.16	Ɗaɗa ndaw ka tepey zana wayna ka na guram ana ba ɗaw? A tapam kakay zləna, na wayna a ndəɗa na gurma na na, meŋgerɗey ana a səkey adiya kakay ɗaw? 
MAT.9.17	Ɗaɗa ka mbəɗam zom lelem ana a kulom madzahway aha ɗaw? Haɗaw ka mbəɗam ba na, kendzey andza zom a mbəsley aha na, a nɗuhwada kulom ana ba. Arka na masaka ma kulom, ta zom ana adzay. Dzadzak na a mbəɗam zom lelem ana na, a kulom wayna hay, arka na, kulom ta zom adzay taya daha.»
MAT.9.18	Andza Yezu a tsatar aha guma mba na, arka ndaw ma fada ma bay ana daha, ma gurafa. Ma nar dəba, ma ləvar: «Dem a ɗaw ka mətsey ba ekəɗey ana, ama sawa bazləhafa har na, aza ka səfrey» 
MAT.9.19	Arka Yezu me lətsey, ma səpama andza gawla ŋga hay. 
MAT.9.20	Ama ŋgwas ana daha a sey aha banay ta ma guvawa mambaz a key mevey kurow kava tsew, ma gurafərawa ka Yezu ta dəba, ma ləmar a mey ma zana ŋga na. 
MAT.9.21	Ŋga me ləvey ka 'ar vaw ŋga na: «Haɗaw i husey ba ma ləmar a zana ŋga na tsana, i da ndeley aha ba.» 
MAT.9.22	Ama Yezu me mbəɗey dey, ma nəkada, me ləvey: «Tete dem a ɗaw, me pey 'ar eɗek ka buwaka ba.» Deŋe ka slam ana hana tsana, ŋgwas ana me ndeley. 
MAT.9.23	Ma husey ŋga ba 'ay ndaw ma fada na na, ma nəkadata ndaw hay a fam aha fagwom ta mekəsuwey ma ndaw ma kusa ahiya na na, Yezu me ləvey: 
MAT.9.24	«Kadama vaw ba: ma mətsa ha kakay, dem ana ma nara ha » Taya ma saŋgərafama dəla da 'ar. 
MAT.9.25	Andza ŋga ma badatərawa ndaw ana ma kusa na hay ba a bəla na, ŋga me fuləkwey, ma zəga dem ana da har, arka dem ana me pərkey. 
MAT.9.26	Arka mey ana me pey mey da dala na tabiya ha.
MAT.9.27	Andza Yezu a daway aha təŋga na, wulaf hay daha tsew ma səpama, ta me wudey aha: «La ka kəmaka da vaw tey, 
MAT.9.28	Andza ŋga me fuləkwey a ’ay na, wulaf ana hana hay ma gurafama. Arka Yezu ma ləvatar: «Kuray ma dzalama na, i slafa ma ndaladakwar ɗaw?» Taya ma mbəɗamar kava: «Ayaw, Bay’ərlam.» 
MAT.9.29	Arka ŋga ma ləmatar a dey ta na, ta me ləvey aha: «Ka key andza ma me pey 'ar a kwar ana.» 
MAT.9.30	Arka dey ta hay ma wuram. A dəba na na, Yezu ma katar say: «Wam daw ka vaw, kwa ndaw ka da sərafa zlay!» 
MAT.9.31	Ama taya na, andza ma bawa ta ba tsana, ma tsam ka ŋga da dala na tabiya ha.
MAT.9.32	Andza ma bawa ta ba na, ma sadəmarawa ndaw ana daha ta fakalaw aha da 'ar, a tsey guma kakay. 
MAT.9.33	Andza ma harama fakalaw ana ba na, ndaw ana me weley mey kakay ana, ma zlar me tsey guma. A rəzlata ndaw ana ma kusa na hay kambəlaɓa, ha taya ma ləvam: «Ɗaɗa ndaw ka nəkada tek ana andza neney da Israyel dakay!» 
MAT.9.34	Ama Fariziyeŋ hay ma ləvam: «A ɓəlata fakalaw ana hay na, ta gədaŋ ma bay ma fakalaw ana hay.»
MAT.9.35	Yezu ma halata wuraw ɗuhwa na hay, ta na bəza na hay tabiyaha, a tatəkadata ndaw hay da 'ay me ɗuley mey ta hay. A tələkada mey ta Mey Hayna Wayna ma Slala ma 'ərlam. A ndaladata ndaw dzedzey ana hay, ta ndaw ma təra na hay tabiyaha. 
MAT.9.36	Andza ŋga ma nəkadata ndaw hay ma kusa hiya na, a kamar da vaw, hərway ma ndza hiya, ma ya vaw ahiya, ma dawara hiya andza təɓaŋ hay mandzara ndaw me tsukurey ta na. 
MAT.9.37	Arka ŋga ma ləvatar a gawla ŋga hay: «Tek ka həvey ba kəras kəras, amana ndaw ma mber ana hay na a hətsam; 
MAT.9.38	ɗulamar mey a bay ma ley ana tok na, ka slərawa ndaw ma mber hay, ma da ɓətsadatara 'ar ta tek ana hay.»
MAT.10.1	Andza Yezu ma zəlata gawla ŋga kurow kava tsew ana hay na, ma vəlatar slam har ka mesəfrey ma zləɓa na hay, ma ka harəmata ba, ka ndaladəmata dzedzey hay tabiya ha, me tərey hay tabiyaha. 
MAT.10.2	Nəkafama mezəley ma maslaŋ kurow kava tsew ana hay: tsəfəmey ana na, Simoŋ na ma zəlamar Piyer ana, ta malam aŋga Andrey; Zak bəzey ma Zebedey ta malam aŋga Zaŋ; 
MAT.10.3	Filip ta Bartelemi, Tomas ta Matiyew ndaw me tsekeley dzaŋgal; Zak bəzey ma Alfey, ta Tadey; 
MAT.10.4	simoŋ ndaw me dzəŋgərey ka dala na, ta Zudas Iskariyot, ndaw ma da haɗəkada Yezu ba na.
MAT.10.5	Ndaw a neney kurow kava tsew ana hay na, Yezu ma sləradata, ma tsatar guma a 'ar andza neney: «Ka da dam a wuraw ma ndaw 
MAT.10.6	Dawam hayna 'ar a slam ma təɓaŋ ma zəɗa na hay, ma səkway ma Israyel. 
MAT.10.7	Paɗ tsəveɗ na, tələkadama mey na Slala ma 'ərlam ka gurawa ba. 
MAT.10.8	Ndaladəmata ndaw dzedzey ana hay, mbəladəmatərawa ndaw ma mətsa na hay. bazləməmata 
MAT.10.9	Kwa ka da zəgam kwa gura, kwa sumkwo, kwa sulay a dziba, zlay, 
MAT.10.10	kwa gabal ma tsəveɗ zlay, kwa zana hay tsew zlay; kwa tahərak, kwa tapay zlay; hərway ndaw me key mber na, slam har aŋga daha me ndzefey tek me zəmey. 
MAT.10.11	Kuray ka husam ba a wuraw ana, dakay a bərok waray waray na, hayna tsəham na ndaw na ma həla vaw aha, ɗa ma da ŋgəlakwar ana. Arka tok na, ndzam da 'ay ndaw ana hana na, kasl ka ma da daw kwar. 
MAT.10.12	Ka fuləkwam aha a 'ay ana na, tsadəmara guma a veɗ 'ay ana. 
MAT.10.13	Haɗaw veɗ 'ay ana ma həla vaw aha na, zozoy kwar ka ndzey ka ŋga, haɗaw ma həla vaw aha kakay tey na, zozoy ana, ka mawa təŋga ka kuray ana. 
MAT.10.14	Haɗaw a wuɗam ma ŋgələmakwar kakay, dakay na a pam sləmay ka guma kwar kakay na, andza ka bəmawa ha da 'ay ana, dakay da wuraw ana na, bəzləmama burhway ana ba ka sek a kwar. 
MAT.10.15	I ɓadakwar dərka na: ta pas ma sariya na, dala mandza Sodom ta Gomor, sariya ta na na, a da key na ŋgama ka na ma wuraw ana ŋga na na.
MAT.10.16	Nəkam dey, i sləradakwar na kal kal andza təɓaŋ hay a walaŋ ma dəvar hay. Hayna kam wewer andza ma gwavaŋ, təram ləfeɗeɗe ahiya andza hwoɗəgwam hay. 
MAT.10.17	Hayna wam daw ka vaw ka ndaw hay zləna, a da mbəkafəmakwar har a har ma ndaw ma sariya hay, a da kəɗəmakwar ta laway, da 'ay me ɗuley mey ta hay. 
MAT.10.18	A da dadəmakwar ka 'ərdey ma guverner hay, ta bay ɗuhwa na hay hərway ɗaw: a da nəkadama seydewe na, taya ta ndaw 
MAT.10.19	Andza ka mbəkafəmakwar har tsoy na, ka da dzəmam ka vaw ka guma kwar ma da tsey ana, ma da ləvey teŋgey ana zlay: hərway guma kwar ma da tsey na, ka da ndzafama na, deŋe ka slam ana. 
MAT.10.20	Hərway ma da tsey guma na kuray sakay, ama ma da tsey guma da kuray na, Mesəfrey ma Baba kwar ana. 
MAT.10.21	Malam ndaw a da mbəkafa har ka malam aŋga a mey ma memətsey. Baba tey a da mbəkafa har ka wawa ŋga; bəza hay tey a da mbəɗafəmata ’ar ka baba ta ta maya ta hay, a da dzuwəmata a memətsey. 
MAT.10.22	Kuray tey na, ndaw hay tabiyaha a da ŋgəladəmakwar aha dey kakay, hərway ma Mezəley ɗaw. Ama ndaw ana ka mey ta dəba kakay, ha kasl ka me ndəvey ana na, ndaw aŋga na na, a da buwama. 
MAT.10.23	Kendzey a harəmakwar da wuraw ana na, hwam a wuraw mekelehe. I ɓadakwar dərkana, ka da ndasladəmata ha wuraw ma Israyel hay, mandzara Bəzey ma ndaw ka mawa kakay. 
MAT.10.24	Ndaw me tetəkey tek na, a fəna miter ŋga kakay; kwa gawla ma 'ay a fəna bay ma ’ay ŋga kakay. 
MAT.10.25	Ndaw me tetəkey tek na, akwa a key na, kassla andza ma miter aŋga na tsa; arka gawla ma 'ay tey na, a key na kassla andza ma bay ŋga na. Ka zəlama bay ma 'ay ba Belzebul na, a da zələmata ndaw ma 'ay a hay na, afəna, kakay ɗaw?
MAT.10.26	Ka da wasadəmata zlay! Tek ma kəzla na hay a da nəkam. Guma ma tsaya ta masasuɗok ana hay, a da tsənam. 
MAT.10.27	Guma ɗaw na i ma tsakwar da ləvaŋ ana na, wudadama ta rəpas, na kuray ma tsənadama ta me sesəkwey ana na, taləkadama mey ka mazaŋ. 
MAT.10.28	Ka da wasadəmata ta ndaw me kəɗey tapay ma vaw ana dada, amana a slafama me kəɗey mezek kakay ana, zlay, wasam haya dzadzak na, ta Ndaw ma slafa ma zəɗada mezek ta tapay ma vaw adzay, a waw ma laɓa na. 
MAT.10.29	Ka sisey asləta na, a vəlam bəzey ɗiyeŋ hay tsew kava, kakay ɗaw? Amana kwa asləta da huɗa a kəlawa ka dala, mandzara Baba kwar ka sərafa kakay. 
MAT.10.30	Haɗaw kuray ana tey na, kwa mbez 'ar a kwar hay tekeɗe na, ma mbəsla hiya ba tabiyaha. 
MAT.10.31	Ka da wasam zlay, hərway ka nafam ka fənəmata bəzey ɗiyeŋ hay tabiyaha. 
MAT.10.32	Kwa way way ma ɓada ka slam dey ma ndaw hay ŋga ndaw a ɗaw na, i da ɓada ka tsakay ma Baba ɗaw da 'ərlam ŋga ndaw a ɗaw tiyatsa. 
MAT.10.33	Ama kwa way way me ləvey ka tsakay ma ndaw hay waya a səradaya kakay na, i da ləvey ka tsakay ma Baba ɗaw da 'ərlam, i sərada ŋga na kakay tiyatsa.
