MAT.1.1	Antuyawino neturakkanneno gagginafuwera i Jesu Kristo a gaka i Ari David a gaka kappayi Abraham. 
MAT.6.28	“Mayan maddararangkayu kappay mappeafu sino pabbarawasiyu? Itandawino addokallino sabungira sino danak. Ammera mattarabafu anna massinnun, 
MAT.6.29	udde sapitangku sikwayu, massiki i Ari Solomon a nabaꞌnangngingke, awana barawasina a mekunna sino kinalawarirenaya sabung. 
MAT.6.30	Nu kunnenayino kinalawara iyaꞌda i Dios sino kaddattira sino danaka mabiyayira pelang si tata si aw e masikkulanira si kadaramaꞌna, ammena kaggappay mangaꞌda sino barawasiya awandaw? Mayan kurang kepayino annalaꞌdaw sikwana? 
MAT.6.31	Antu gafuna, ammekayu nad maddararana massapit si, ‘Sintomatino pappammi sino akkanammi anna inumammi andino pabbarawasimi?’ 
MAT.6.32	Se antuweno kabbatannino tolayira a amme nangammu ki Dios. Udde sikwayu, ammuweno Amayu sey langit si awandawira ammin inay. 
MAT.6.33	Antu gafuna, pittatandonaddino nakandawa maddandam sino patturayani Dios andino annuntuldaw sino naggaddangnga pakwana sikwayu, e iyaꞌdanana ammin inaya awandaw. 
MAT.6.34	Kunnantu, ammeyu nad paddararananino makwa nu daramat. Se ino makwa nu daramat, kaseyuna dandamman sinoy. Se fustuwennino dyata lawumandaw kadda aw, e ammeyu nad dadagganan.”
MAT.7.1	Netuluyi Jesus a nanulduwa nassapit si, “Ammeyu nad ukumannino bafulundawira takesi ammerakayu pay ukumanni Dios a makastigu. 
MAT.7.2	Se ino angngukundaw sino bafulundawira, kunna kappeneno angngukumi Dios sikwayu. Nu awana allaꞌdaw sikwara, ammerakayu pay allakkanni Dios. 
MAT.7.3	Kunnangke aggitannuweno bibissangnga ana sino mateno bulunnu, a ammem magiꞌneno dokalla ana sino matam. 
MAT.7.4	Ansannu massapit sino bulunnu si ariyannuweno ana sino matana a ammem maiteno ana sitan matam? 
MAT.7.5	Ikka a massasannakam, ariyannubbuweno ana sino matam takesi nalawarino angngitam, kasem dama a ariyanino ana sino mateno bulunnu.”
MAT.7.6	Netuluyi Jesus a nassapit si, “Ammeyu ipatuta manuldu sino tolayira a mangayoyung sino nadiosana sapiti Dios se ammera anggamma dingngaggan. Meyampariyira si atu onnu bafuy, se massiki nu nangineno iyaꞌdam sino nabunguta atu, katandaka kepay, e massiki nu perlasino itakkummu sino bafuy, pappipiꞌnakkanna pelang.”
MAT.7.7	Sinapikkappayi Jesus si, “Kanayungkayu nadda marang ki Dios, e iyaꞌdana sikwayuweno arangngandaw. Ituluydokappaya mintufuk sikwana sino awandaw, e sumpalandaw. Itulutuluydokappaya mattottok, e mabukkatanino sawang ta makatallungkayu. 
MAT.7.8	Se massiki inyeno marang ki Dios, maaꞌdan. Massiki inyeno mintufuk, makasumpal, e massiki inyeno mattottok, mabukkatanino sawang para sikwana. 
MAT.7.9	Dandammandaw, ikkayuwa mapparanak, nu tinapayino arangngannino abbindaw, aꞌdandokad si batu? 
MAT.7.10	Onnu nu bilisino arangnganna, aꞌdandokad si ulag? 
MAT.7.11	Ikkayuwa narakkatta tolay, ammuyuwa mangaꞌda si nalawad sino abbindaw. Mannanotinna ki Dios a Amayu sey langit, nalawanneno iyaꞌdana sikwara a marang sikwana.
MAT.7.12	“Kunnantu, akwandonad sino kasittoleyuweno anggandawa akwanda sikwayu, se antuweno anggamma sapitannino ammina lintiyi Moises andino tulduweno gumalabbunira.”
MAT.7.13	“Sumallungkayu nad sino bibissangnga lamwangan, se nalaweno lamwangan annino dalana umang sey infiyernu, e odduweno sumallung anna mallakad sinay. 
MAT.7.14	Udde bibissangngino lamwangan anna madyatino dalana umang sino biyaya mannayun, e bisangngira ke a makasumpal.”
MAT.7.15	“Palanandawino massisiriyera a gumalabbuna gumamwang sikwayu, se nannakammino kaitanda a kunnangke karnero, udde ino gakkuruwa aggangwara, manarallira a kunnangke sumarona atu. 
MAT.7.16	Ino pimunuwandaw sikwara, ino aggangwara, a kakunneno kayu, ino bungareno kaimunuwanda. Se ino uway, ammena mammunga si ubas, e ino anifung, ammena mammunga si igos. 
MAT.7.17	Ino nalawara kayu, nalawabbayino bungana, udde ino narakkatta kayu, narakkakkappepayino bungana. 
MAT.7.18	Se ammena dama a mammungeno nalawara kayu si narakkat, e ammena kappay dama a mammungeno narakkatta kayu si nalawad. 
MAT.7.19	Ammina kayuwa narakkattino bungara, meyamfungallira a magabba takesi metunguwera. 
MAT.7.20	Kunnantu, damayuwa maimunuwanino massisiriyera a gumalabbun gafu sino aggangwara.”
MAT.7.21	“Ino mesapatirana sino patturayani Dios, bakkanna amminira a mingngan sikwak si Afura, nu bakkampelangino mangwera sino panggammani Ama sey langit. 
MAT.7.22	Nanu madaꞌnganeno awa pangukumani Dios sino tolayira, odduneno massapit sikwak si, ‘Afu, Afu, isapaꞌdakami nad sino patturayannu se nanuldukami sino mappeafu sikwam, anna inusarmi kappayino ngannuwa nappaanaw si narakkatta espiritu anda sino nangwammi si odduwa kakkaꞌbaw.’ 
MAT.7.23	Udde ino itabbagguna sikwara, ‘Ammetakayu inammu. Manokayu sitaw, ikkayuwa nangwa si narakkat.’ ”
MAT.7.24	“Amminira a tolaya maningngag anna mangurug sinaya sinapikku, meyampariyira si nalainga tolaya namataꞌdag si balay sino utunna batu. 
MAT.7.25	Wasinoy, nattalannab, naddokallino wawwang, e natuyaggappayino bayabbag, udde ammena naanseno balay, se nafundasiyon si batu. 
MAT.7.26	Udde ino tolaya naningngag sinaya sinapikku e ammena kuruwan, meyamparig si pangababulana tolaya namataꞌdag si balay sino karatan. 
MAT.7.27	Wasin nuran, naddokallino wawwang anna natuyaggino bayabbag, naletwarino balay e nadaral.”
MAT.7.28	Wasin nasinduwi Jesus a sinapit ammin inay sino tolayira a nakkakarampat, nakkaꞌbawira sino annulduna, 
MAT.7.29	se ino nepanulduna, maitengke si wara turena, a bakkanna kakunneno annulduweno mammesturuwerana lintig.
MAT.8.1	Wasin maddawuti Jesus sino kulud, odduweno tolaya dinandan sikwana. 
MAT.8.2	Agyanino lalakiya nakkutalla inaraꞌni sikwana. Namalitud sino aꞌlangnga a nakiggimallak sikwana si, “Afu, nu anggammu, damaraka pabbattunoyan.”
MAT.8.3	Inappangani Jesusino nakkutal, kasena sinapit si, “On, anggangku si mabbattunoykan. Maariyen yan kutalnu.” E kakaꞌmeng kelanga naariyeno kutalna. 
MAT.8.4	E sinapikkappayi Jesus si, “Ammem sapitan yaw si massiki sanna a tolay, nu ammem lud umang mappaita sino padi ta itanna nu naariyennino kutalnu. Kasem iyaꞌda sikwaneno netuni Moises siꞌina mewaꞌlat ki Dios takesi wara pangammuwanino tolayira si gakkuruwa nabbattunoykan.”
MAT.8.5	Wasin ginamwangi Jesus sey Capernaum, agyanino kapitanna sindaluwa taga-Roma a inang nanambal sikwana. Nakiggimallak sikwana a nassapit si, 
MAT.8.6	“Afu, aneno aripangku sey balaya nabayinna matakit. Ammena makaanikkad e madyataningke.”
MAT.8.7	“Umangngetam mantu ta pabbattunoyangku,” kunni Jesus.
MAT.8.8	Udde sinapitino kapitan si, “Massiki ammekan umang, Afu, se ammena meannunga sumallungka sino balek. Sapitannumpelang si mabbattunoyin, e ammuk si mabbattunoyinnino aripangku. 
MAT.8.9	Se massiki ikkanak, aneno mangituray sikwak, e ana payino sindalukira a iturayangku. Nu sapitangku sino tata si ‘Umangka,’ umang, e nu sapitangku kappay sino tata si ‘Gumamwangka sitaw,’ gumamwang, e nu sapitangku kappay sino aripangku si ‘Akwannu yaw,’ akwanna.”
MAT.8.10	Nakkaꞌbawi Jesus sino naningngagganna sinay, e sinapiꞌna sino tolayira a dinandan sikwana si, “Gakkurug yo sapitangku sikwayu, awana dinambalkuwa tolay sikwayuwa gakagaka i Israel a kunnenoyino kinatuyangngeno angngurungnga. 
MAT.8.11	Dandammandaw yaw, odduneno bakkannira a Judyu a mesapat sino patturayani Dios a maggabwat si palulubbun, e makiaꞌlangirana a mangngan sikwara Abraham, Isaac, anni Jacob. 
MAT.8.12	Udde ino Judyuwera a mesapaꞌnad sino patturayani Dios, metakkufirana sino kalammukana aroyu sikwana, e mattatarangitirana anna mangngarangaritammirana.”
MAT.8.13	Wasinoy, sinapiti Jesus sino kapitan si, “Umanokan, se ino kinurungnguwa makwa, nakwen.” Nabbattunoyinnino aripanneno kapitan sinoyingke a orat.
MAT.8.14	Wasin tata si aw, inangngi Jesus sino balera Pedro, e initaneno katuwangani Pedro a bafaya aggaidda se mababannag. 
MAT.8.15	Inappanganneno kamattino bafay, e kakaꞌmeng kelanga naariyeno babannangnga. Ginabwat e pinakkanna i Jesus.
MAT.8.16	Wasin maggafiyen, neyanda ki Jesusino odduwera a naassaddan. E nepaanoneno narakkattira a espiritu sino sapiꞌna pelang, e nepabbattunoyneno amminira a matakit. 
MAT.8.17	Nakwenay takesi meyakkuruwino nepasapiti Dios ki Isaias a gumalabbunna a kunna si, “Antuwengkepayino nari sino dyaꞌneno baggitam annino takittam.”
MAT.8.18	Wasin tata si fuwab, inita i Jesusino odduwera a tolaya inaribumbung sikwana, e sinapiꞌna sino adalannera si, “Maddammangetam.” 
MAT.8.19	Udde inaraꞌniyeno tata a mesturuna lintig e sinapiꞌna si, “Afu mesturu, mebulunak sikwam massiki sintawino umangngannu.”
MAT.8.20	Sinombati Jesus a nassapit si, “Massiki ino amutitira, aneno agwefa pabbalayanda, andino mammanukira, aneno umuꞌdera, udde ikkanaka Abbingnga Tolay, awana fustu si pagyanangku.”
MAT.8.21	Agyangkappayino adalanna a nassapit si, “Afu, mebulunak sikwam, udde mattarongka, ta umangku abbu itanammi amak.”
MAT.8.22	“Mebulungkan sikwak,” kunni Jesus. “Purayannuweno natay ta itanammino bulunnera a kunnangke natayira kappay se ammera mangurug sikwak.”
MAT.8.23	Wasinoy, nattakayi Jesus andino adalannera si abang e ginikkatira. 
MAT.8.24	Nadaꞌnganira si kalipappag sino tangngana bebay, e lumannannaddino abanda gafu sino palunga medaladaluyak sikwara. Udde i Jesus, aggakaturug. 
MAT.8.25	Inanda inafat, e sinapiꞌda si, “Afu, isalaꞌdakami, se malimattetamun!”
MAT.8.26	Wasinoy, “Mayan mattalokayu? Mayan kurang kepayino annalaꞌdaw sikwak?” kunna. Ginabwat e nepassiyanaꞌngeno kalipappag andino palung, e nassiyanakkiran.
MAT.8.27	Nakkaꞌbawirangke ammin, e sinapiꞌda si, “Sanneno katolena yaw? Massiki ino kalipappag andino palung, kuruwandeno sapitanna.”
MAT.8.28	Wasin naddammanda Jesus, ginaꞌdangira sino sakopanna Gadarenowera. Agyanino adwera a lallakiya naunaggan si narakkatta espirituwa naggabwat sino attanammana nanambal sikwana. Kattalatalawira se nappelalotino tansiꞌda, antuweno awaninna makaturira mallakad sinay. 
MAT.8.29	Paꞌlata initara i Jesus, nakkulawuwera a nassapit si, “Ikka a Abbingi Dios, sanneno gakkannu sikwami? Inangka sitawa mappaidam sikwami massiki ammena kepay nadaꞌngeno fustuwa kaukumammi?”
MAT.8.30	Ammena kura aroyu sino agyananda, agyanino odduwera a bafuya maddukiruk. 
MAT.8.31	Antuweno nappekakallakkino narakkattira a espiritu ki Jesus a nassapit si, “Nu paanawandakami sitawira a tolay, purayandakamiya munag sinayira a bafuy.”
MAT.8.32	“Kadde, umangkayu,” kunni Jesus. Kunnantu, inanawandeno lallakiyera e inangngira inunag sino bafuyira. Kakaꞌmeng kelanga naddadaraddaggino bafuyira a naddawut, nangawwatira sino dabbaꞌngeno bebay, nadaraꞌnira, e nalimattira ammin.
MAT.8.33	Ino mindaggira sino bafuy, nabbafukalira a inang sino kaaraꞌniyana lubbun, e nepadamadda sino tolayira ammin inaya nakwa, pati ino nakwa sino lallakiyera a naunaggan sino narakkattira a espiritu. 
MAT.8.34	Antu gafuna, ino amminira a tolay sinaya lubbun, inangngira ki Jesus ta tatabbanda. Wasin initara i Jesus, nakiggimallakkira sikwana ta anawanneno lubbunda.
MAT.9.1	Wasinoy, nattakera Jesus sino abang e naddammangira sino lubbunna. 
MAT.9.2	Waso kunnenoy, agyanino niyangngira sikwana si tolaya paralitikuwa aggaidda. Inita i Jesusino talaꞌda sikwana, e sinapiꞌna sino paralitiku si, “Ikka a kolakku, pattuyaggannuweno nakammu, se napakomaninnino liwaꞌnu.”
MAT.9.3	Wasinoy, ino mammesturuwerana lintiya nagyan sinay, kunda sino nakanakanda si, “Iyana tolay, ikunnananino baggina ki Dios.”
MAT.9.4	Udde ammuwi Jesusino ana sino nakanda, e sinapiꞌna si, “Mayan narakkattino dandammandaw? 
MAT.9.5	Naladda maꞌlura massapit si ‘Napakomanino liwaꞌnu’ amma sino ‘Gumabwakka ta umanokan.’ 
MAT.9.6	Udde nu kunnenoy, sapitangku mantuweno madyat takesi ipaitak si ikkanakino Abbingnga Tolaya aneno kalintiyanna sito lubagga mamakoma si liwat.” E sinapiꞌna sino paralitiku si, “Gumabwakka, appannu yan iddam, ta umanokan.” 
MAT.9.7	E ginabwatino tolay, e inanawin. 
MAT.9.8	Nakatalawino tolayira a nita sinay, e dinayora i Dios gafu se neyaꞌdana si tolayino kalintiyana mangwa si kunnenoy.
MAT.9.9	Nanawi Jesus sinay, e wasin aggelakalakad, initaneno gumattuki si buwita mingngan si Mateo a aggatuttud sino ofisinana. “Mebulungka sikwak,” kunni Jesus. Ginabwati Mateo e nebulun sikwana.
MAT.9.10	Wasin aggekakkanda Jesus andino adalannera sey balera Mateo, odduweno ginamwangira a gumattuki si buwit annino korwanira a minalliwata tolay, e nakikkanira.
MAT.9.11	Wasin initeno Fariseowereno inangwana, sinapiꞌda sino adalannera si, “Ansanna lang makikkanino mesturuyu sino gumattukiyera si buwit andino korwanira a minalliwata tolay?”
MAT.9.12	Udde diningngaggi Jesusino nebebuꞌda, e sinapiꞌna a niyamparig si, “Inyeno mawag si doktor, nu bakkampelangino matakit? 
MAT.9.13	Ammek inang sitawa mayag sino naggaddangngira a tolay, nu ammena lurino malliwatira. Umandonad adalannino fustuwa anggamma sapitannino nepeturakki Dios a kunna si, ‘Aanggangkuweno aggikallaꞌdaw sino bafulundawira amma sino iwaꞌlaꞌdaw sikwak.’ ”
MAT.9.14	Wasinoy, inangngino adalanira i Juan a Gumabawtisar ki Jesus, e sinapiꞌda si, “Ikkami andino Fariseowera, aneno awa mallantangkamiya mangngan. Udde ino adalannuwera, ammera akwan. Sanneno gafuna?”
MAT.9.15	Sinabbira i Jesus a niyamparig si, “Nu wara makkasar, kundokad si amme makikkanino bafulunino mangatawa a inayanna? Udde dumaꞌnganeno tiyempowa meanaw sikwareno mangatawa, kaserana mallantanga mangngan.”
MAT.9.16	Sinapikkappayi Jesus a niyamparig si, “Awana tolaya miyappit si bawu sino gamita sinnun. Se makkassannino bawu e ilabbenneno deꞌna, e maampapissayino naappitan. 
MAT.9.17	Awangkappaya miyekwa si talifawu sino dadana sinan anganga gaddang,
MAT.9.18	Wasin aggesapasapiti Jesus sikwara, ginamwangino tata a turena Judyu. Namalitud sino aꞌlangnga e sinapiꞌna si, “Pappateneno abbingkuwa bafay, udde umangngu abbu appangan ta mabiyag.” 
MAT.9.19	Nebuluni Jesus sikwana e dinandangkappayino adalannera.
MAT.9.20	Agyanino tata a bafay sinaya aggedada si karadwa si run. Inaraꞌni sino likuri Jesus, e sinenggenneno barawasina. 
MAT.9.21	Se kunna sino nakamma si, “Massiki nu senggerangku nabbelangino barawasina, mabbattunoyakun.”
MAT.9.22	Nabbaliwiti Jesus, initaneno bafay, e sinapiꞌna sikwana si, “Ikka a abbingku, pattuyaggannuweno nakammu. Gafu sino angngurungngu sikwak, nabbattunoykan.” E nabbattunoyin gakkurug.
MAT.9.23	Wasin ginamwanda Jesus sino baleneno turay, initaneno mamalyotira andino nakkakarampattira a tolaya makkanawakaw, 
MAT.9.24	e sinapiꞌna si, “Umanokayu sitan, se ammena natay yan balatang, naturubbelang.” Kinakkatawanino tolayira i Jesus.
MAT.9.25	Wasin nepallawannera, sinallung sino agyananino balatang, e iniggammanneno kamaꞌna. E ginabwatin. 
MAT.9.26	Antu gafuna, naddinnamag inaya inangwa i Jesus sino ammina weweꞌnginna lulubbun.
MAT.9.27	Wasin inanawi Jesus sinaya balay, dinandanino adwera a lallakiya lappat, e nekulawura a nassapit si, “Ikka a Gaka i David,
MAT.9.28	Wasin sinallungi Jesus sino balay, sinallungira kappay. E nebebuꞌna sikwara si, “Kuruwandaw si damaka ariyanino lappaꞌdaw?”
MAT.9.28	“On, Afu,” kunda sikwana.
MAT.9.29	Wasinoy, sinukkalli Jesusino matara e sinapiꞌna si, “Gafu sino angnguruddaw sikwak, makwennino anggandaw.” 
MAT.9.30	E makaiteran. Sinutunnerangke a nassapit si, “Ammeyu sapasapitan si massiki sanna a tolayino nakwa sikwayu!” 
MAT.9.31	Udde wasin inanawira, neyanannera a sinapasapit inaya inangwa i Jesus si ammina weweꞌnginnenaya lubbun.
MAT.9.32	Wasin umanawiran, agyanino niyamwangira sino agyanani Jesus si lalakiya ammena makadamit se naunaggan si narakkatta espiritu. 
MAT.9.33	Nepaanawi Jesusino narakkatta espiritu sikwana, e nakadamitinnino lalaki. Nakkaꞌbawingke ino tolayira e sinapiꞌda si, “Awangkepaya initamiya kunnenoy sino ammina lulubbun sito Israel.”
MAT.9.34	Udde agyanino Fariseowera a nassapit si, “Ino afafuweno narakkattira a espiritu ino nangaꞌda sikwana sinaya pannakadamana a mappaanaw si narakkatta espiritu.”
MAT.9.35	Nannodoyuwi Jesus sino lulubbuna manuldu sino sinagogarera a mibanyag sino nalawara damag mappeafu sino patturayani Dios. Nappabattunoy kappay sino matakitira, massiki sanneno takit anna dyaꞌneno baggira. 
MAT.9.36	Wasin inita i Jesusino odduwera a tolay, inallaꞌngera, se kakallakkira anna awana pappaduffunanda a kundangke karnerowa awana mimut sikwara. 
MAT.9.37	Antuweno sinapiꞌna sino adalannera si, “Meyamparig si apayino tolayira a mawag si manuldu sikwara. Odduwen naddino magani, udde bisangngira ke ino maggani. 
MAT.9.38	Arangngandonad ki Dios a makwan apay ta manundun si korwanira a manulduwa meyamparig si maggani.”
MAT.10.1	Wasin tata si aw, inayani Jesusino karadwera a adalanna, e nakkakarampattira. Neyaꞌdana sikwareno kalintiyana mappaanaw si narakkatta espiritu anna mari si ammina klasena takit anna dyaꞌna baggi. 
MAT.10.2	Irayawino nganganino karadwera a apostol: ino palungu, i Simon a nginaliꞌna si Pedro, e ana kappayi Andres a kolaꞌnga, da Santiago anni Juan a abbingira i Zebedeo, 
MAT.10.3	da Felipe anni Bartolome, da Tomas anni Mateo a gumattuki si buwit, i Santiago a abbingi Alfeo anni Tadeo, 
MAT.10.4	i Simon a ngananda si Patriota se ikaloneno lubbunna, anna i Judas Iscariote a antuneno mallaku ki Jesus.
MAT.10.5	Dinunduni Jesus inayira a karadwa a adalanna, e sinunnera a nassapit si, “Ammekayu umang sino lulubbunino bakkannira a Judyu. Ammekayu kappay umang sino lulubbun sey Samaria, 
MAT.10.6	nu ammekayu lud umang sino bafuluntamira a gakagaka i Israel a kundangke naawana karnero. 
MAT.10.7	Kadda umangngandaw, ibanyaddaw si araꞌniyennino patturayani Dios. 
MAT.10.8	Pabbattunoyandawino matakitira anna pangngangolindawino natayira. Pabbattunoyandokappayino nakkutallira anna paanawandawino narakkattira a espiritu. Awana pinagandaw sinaya pannakadama a neyaꞌdak sikwayu, antuweno ammeyu naggappay ipapageno duffundaw. 
MAT.10.9	Ammekayu miyangkalin si dokalla pirak onnu massiki dipilata. 
MAT.10.10	Ammekayu kappay miyangkalin si pasiking, pamataliyandaw si barawasi anna sapatut, anna tokud. Ino duffunandaw, ireno mimut sikwayu, se ino mattarabafu, meannunga maaꞌdan si ikatolena.
MAT.10.11	“Kadda lubbuna umangngandaw, mintufukkayu si tolaya manggamma mappadilot sikwayu, e antu naddino pagyanandaw kiyad si umanokayu sinaya lubbun. 
MAT.10.12	Nu maddilokkayu sino balay, sapitandaw si ‘Bindisiyonandakayu naddi Dios.’ 
MAT.10.13	Nu nalawarino appadiloꞌda sikwayu, gakkuruwa mabindisiyonanira, udde nu ammera meannunga mabindisiyonan, ammena makwa. 
MAT.10.14	Nu gumamwangkayu si tata a lubbun onnu balay, e ammerakayu paddilotan anna ammera kappay anggamma dingngaggannino sapitandaw, tattakandawino lafuk sino takkiyu sino anawandaw sinay ta antuweno pangammuwanda si ireno makammu sino kakastiguwanda. 
MAT.10.15	Gakkurug yo sapitangku sikwayu, nanu madaꞌngeno pangukumani Dios si ammina tolay, nadammaꞌneno kastiguweno tolayira sinay amma sino kastiguweno taga-Sodomera andino taga-Gomorrera.”
MAT.10.16	Netuluyi Jesus a nassapit si, “Dingngaggandaw yaw. Dundunantakayu sino narakkattira a tolay a kundawingke ino karnerowa umang sino agyananino kattalatalawira a sumarona atu. Antu gafuna, palanandonaddino akwanda sikwayu e awangkappenad balawanda sikwayu. 
MAT.10.17	Mappalangkayu nad, se doꞌmandakayu anna idarundakayu, e siwaꞌwattandakayu sino sinagogarera. 
MAT.10.18	Gafu sino angnguruddaw sikwak, medarungkayu kappay sino gubernadorira anda sino ariyera, e antuneno wayayuwa mipakaammu sino nalawara damag sikwara anda sino iturayandera a bakkanna Judyu. 
