MAT.1.1	Nkanda ya mbutukulu ya Yesu Klisto, mwana ya Davidi, mwana ya Abalahami. 
MAT.7.16	Beno tazaba bau sambu na mabundu ya bau. Bantu ikele kubuka mabundu ya vinia na nti ya nsende, keti figi na matiti ya nsende ?
MAT.7.17	Mpilayai mpe, nti yonso ya mbote ikele kubuta mabundu ya mbote, kansi nti ya mbi ikele kubuta mabundu ya mbi. 
MAT.7.18	Nti ya mbote lenda ve kubuta mabundu ya mbi, ye nti ya mbi mpe lenda ve kubuta mabundu ya mbote.
MAT.7.19	Konso nti ya buta mabundu ya mbote ve tazengwa ye loswa mu tiya. 
MAT.7.20	Mpilayai beno tazaba bau sambu na mabundu ya bau.
MAT.7.21	Ikele yonso ve ya tuba kwa mono, Mfumu, Mfumu, takota mu zulu. Kansi yandi ya sala lusolo ya Tata ya mono ya ikele mu zulu. 
MAT.7.22	Mu lumbu yina mingi tatuba kwa mono: Mfumu, Mfumu, mono imene kubikula mu nkumbu ya nge ve ? Beto imene kubasisa bampeve mbi mu nkumbu ya nge ve ? Ye imene kusala bisalu ya ngolo mu nkumbu ya nge ve ?
MAT.7.23	Buna mono tatuba kwa bau: Mono imene kuzaba beno ta mbala mosi ve, katuka na mono, beno ya sala mbi. 
MAT.7.24	Sambu na yai, konso muntu ya kuwa mambu yai ya mono, ye sala yau; ikele mpilamosi bakala ya ngangu, ya tungaka nzo ya yandi va ditadi. 
MAT.7.25	Mvula kubwaka ye nkuka kwizaka ye mupepe vevumukaka ye bulaka nzo yina, ye yo kubwaka ve, kadi lufulu tulwaka va ditadi.
MAT.7.26	Konso muntu ya kuwa mambu ya mono, ye sala yau ve, ikele mpilamosi bakala ya nzoba, ya tungaka nzo ya yandi va zelo.
MAT.7.27	Mvula kubwaka ye nkuka kwizaka ye mupepe vevumukaka ye bulaka nzo yina, ye yo kubwaka, ye mbwilu ya yo vandaka ya nene.
MAT.7.28	Yo vandaka, bu Yesu manisaka mambu yai, bibuka yitukaka sambu na malongi ya yandi.
MAT.7.29	Kadi yandi longaka bau mpilamosi yandi ikele na ngolo, ye mpilamosi bansoniki ya bau ve. 
MAT.8.1	Bu yandi kulumukaka na mongo, bibuka mingi landaka yandi.
MAT.8.2	Tala, nkwa bwazi kwizaka kusambila yandi, kutuba: Mfumu, kana nge zola, nge lenda kuvedisa mono. 
MAT.8.3	Yandi lambulaka diboko ya yandi ye valakanaka yandi, kutuba: Mono zola, nge vanda ya vedila. Nswalu bwazi ya yandi vediswaka.
MAT.8.4	Yesu tubaka kwa yandi: Tala, tuba yo kwa muntu ve, kansi kwenda kudisonga kwa nganga, ye pesa nkailu ya Mose sikidikisaka sambu na kitemo kwa bau.
MAT.8.5	Bu yandi kotaka mu Kapenaumi, nkuluntu ya basoldat kwizaka kwa yandi ye bombidilaka yandi, 
MAT.8.6	ye tubaka: Mfumu, sielo ya mono ikele kulala mu nzo na maladi ya mianzi, yandi ikele kumoniswa mpasi mingi.
MAT.8.7	Yesu tubaka kwa yandi: Mono takwiza ye belula yandi.
MAT.8.8	Nkuluntu ya basoldat vutulaka ye tubaka: Mfumu, mono lunga ve na nge kukota na nsi ya nludi ya mono, kansi tuba ndinga mosi kaka, ye sielo ya mono tabeluka.
MAT.8.9	Kadi mono mpe ikele muntu na nsi ya ngolo; ye basoldat nanima na mono: mono tuba kwa mosi: Kwenda; yandi kwenda; kwa yankaka: Kwiza; yandi kwiza; kwa mpika ya mono: Sala yai, yandi sala yo.
MAT.8.10	Bu Yesu kuwaka yo, yandi yitukwaka ye tubaka kwa bau ya landaka yandi: Kieleka mono tuba kwa beno: Mu Isaeli kibeni mono imene kumona lukwikilu ya nene mpilayai ve.
MAT.8.11	Kansi mono tuba kwa beno: Bantu mingi takatuka na este ye weste ye tavanda na meza sikamosi na Abalahami ye Isaki ye Yakobi mu kimfumu ya zulu; 
MAT.8.12	kansi bana ya kimfumu taloswa mu tombe ya nganda; kuna tavanda kudila ye nkwetoso ya meno. 
MAT.8.13	Yesu tubaka kwa nkuluntu ya basoldat: Kwenda; bonso nge imene kukwikila, yo tavanda kwa nge. Sielo ya yandi belukaka ntangu yina.
MAT.8.14	Bu Yesu kotaka mu nzo va Petelo, yandi monaka bukilo ya yandi ikele kulala na maladi ya fievre. 
MAT.8.15	Yandi valakanaka diboko ya yandi, ye fievre bikaka yandi; yandi telemaka ye sadilaka bau.
MAT.8.16	Kansi bu nkokila kubwaka, bau twalaka kwa yandi bantu mingi ya bakama na bampeve mbi, ye yandi basisaka bampeve mbi na ndinga ya yandi, ye belulaka bau yonso ya vandaka na maladi, 
MAT.8.17	na yo lenda kumaniswa ya tubwaka mu Yesaya mbikudi, kutuba: Yandi kibeni bakaka kimbevo ya beto ye nataka maladi ya beto. 
MAT.8.18	Kansi bu Yesu monaka bibuka mingi ikele kuzunga yandi, yandi sikidikisaka kusabuka kuna simu.
MAT.8.19	Nsoniki mosi kwizaka ye tubaka kwa yandi: Nlongi, mono talanda nge konsosika ya nge kwenda. 
MAT.8.20	Yesu tubaka kwa yandi: Bibulu ikele na mabulu, bandeke ya zulu ikele na bazanza ya bau, kansi Mwana ya muntu ikele na sika ve kutula ntu ya yandi.
MAT.8.21	Yankaka ya banlonguki tubaka kwa yandi: Mfumu, bika mono kwenda ntete kuzika tata ya mono.
MAT.8.22	Kansi Yesu tubaka kwa yandi: Landa mono; bika bafwa kuzika bafwa ya bau kibeni.
MAT.8.23	Bu yandi kotaka mu bota, banlonguki ya yandi landaka yandi, 
MAT.8.24	Tala, kitembo ya nene kwizaka va mbu, ye bota fulukaka na mayo, kansi yandi kibeni lalaka.
MAT.8.25	Bau kwizaka kwa yandi ye sikimisaka yandi, kutuba: Mfumu, vulusa, beto ikele kufwa.
MAT.8.26	Yandi tubaka kwa bau: Sambu ya nki beno ikele na boma, beno bankwa lukwikilu fioti ? Buna yandi telemaka ye sembaka mupepe ye mbu; buna napi ya nene vandaka. 
MAT.8.27	Bantu yitukwaka, kutuba: Yandi ikele muntu mpila nki, na mupepe ye mbu ikele kulemvuka yandi ?
MAT.8.28	Bu yandi kumaka kuna simu, ku ntoto ya bantu ya Ngadala, buna bantu zole ya bakama na bampeve mbi katukaka na ndiamu ye kutakanaka na yandi, bau vandaka na makasi mingi, na muntu lenda kuluta nzila yina ve. 
MAT.8.29	Buna, bau bokaka, kutuba: Nge mwana ya Nzambi, nki mambu ikele na beto ye nge ? Nge kwiza kumonisa beto mpasi ntete ntangu imene kulunga ?
MAT.8.30	Kansi ntama mingi na bau, kibuka ya bangulu mingi vandaka kudia.
MAT.8.31	Bampeve mbi bombidilaka yandi kutuba: Kana nge basisa beto, fidisa beto kukota mu kibuka ya bangulu.
MAT.8.32	Yandi tubaka kwa bau: Kwenda! Bau basikaka ye kotaka mu bangulu. Tala kibuka yamvimba kulumukaka ntinu ku nsi ya mongo mu mbu, ye bau kufwaka mu masa.
MAT.8.33	Kansi bau ya pesaka bau madia tinaka, bau kwendaka ku mbanza ye tubaka mambu yonso, ye yonso ya kubwilaka bau ya bakama na bampeve mbi.
MAT.8.34	Tala, mbanza ya mvimba basikaka kukutana na Yesu; bu bau monaka yandi, bau bombidilaka yandi kukatuka na nsi ya bau.
MAT.9.1	Yandi kotaka mu bota ye sabukaka ye kwizaka ku mbanza ya yandi kibeni. 
MAT.9.2	Tala, bau nataka kwa yandi muntu ya maladi ya mianzi ya kulala va mbeto. Bu Yesu monaka lukwikilu ya bau, yandi tubaka kwa muntu ya maladi ya mianzi: Mwana, vanda na kikesa, masumu ya nge imene kuvidiswa.
MAT.9.3	Tala, bansoniki yankaka tubaka mu mintima ya bau: Muntu yai ikele kutuba mbi.
MAT.9.4	Bu Yesu zabaka mabanza ya bau, yandi tubaka: Sambu na nki beno banza mambu mbi mu mintima ya beno ?
MAT.9.5	Nki ikele mpasi ve kutuba: Masumu ya nge imene kuvidiswa, keti kutuba: Telema ye tambula ?
MAT.9.6	Kansi na beno lenda kuzaba na Mwana ya muntu ikele ngolo va ntoto kuvidisa masumu, yandi tubaka kwa muntu ya maladi ya mianzi: Telema, baka mbeto ya nge, kwenda ku nzo ya nge.
MAT.9.7	Yandi telemaka, ye kwendaka ku nzo ya yandi.
MAT.9.8	Kansi bu bibuka monaka yo, bau vandaka na boma, ye kembilaka Nzambi ya imene kupesa ngolo ya mpilayai kwa bantu.
MAT.9.9	Tuka kuna, bu Yesu ikele kuluta, yandi monaka muntu kuvanda na sika ya kufutisa mpaku, ya bingwa Matai. Yandi tubaka kwa yandi: Landa mono. Yandi telemaka ye landaka yandi. 
MAT.9.10	Yo vandaka, bu yandi vandaka na meza mu nzo, tala, bamfutisi mingi ye bankwa masumu kwizaka kuvanda na meza na Yesu ye banlonguki ya yandi.
MAT.9.11	Bu bafalisi monaka yo, bau tubaka kwa banlonguki ya yandi: Sambu na nki Nlongi ya beno ikele kudia na bamfutisi ye bankwa masumu ?
MAT.9.12	Kansi bu yandi kuwaka yo, yandi tubaka: Bau ya ikele na ngolo ikele na nsatu ve ya munganga, kansi bau ya ikele na maladi.
MAT.9.13	Kansi kwenda kulonguka yai ikele mpila nki: Mono zola nkenda, kansi nkailu ya zikwa ve, kadi mono kwizaka ve kubinga balunungu kansi bankwa masumu.
MAT.9.14	Buna banlonguki ya Yoane kwizaka kwa Yesu, kutuba: Sambu na nki beto ya bafalisi ikele kubuya madia, kansi banlonguki ya nge ikele kubuya madia ve ? 
MAT.9.15	Yesu tubaka kwa bau: Banduku ya toko ya makwela lenda kuvanda na ntantu bu toko ya makwela ikele na bau ? Kansi bilumbu takwiza, bu toko ya makwela takatulwa na bau, buna bau tabuya madia.
MAT.9.16	Muntu ikele kutula kitini ya lele yampa va mvwatu ya nkulu ve, sambu na yina yampa tapasula mvwatu, ye dibulu taluta nene.
MAT.9.17	Mpe bau ikele kutula vinia yampa ve mu makuba ya mukanda ya nkulu, mpilayai makuba tapasuka ye vinia tatiamuka, ye makuba takufwa, kansi bau ikele kutula vinia yampa mu makuba yampa, buna yau zole ikele kulundwa.
MAT.9.18	Bu yandi vandaka kutuba mambu yai kwa bau; tala, nkuluntu mosi kwizaka ye sambilaka yandi, kutuba: Mwana nkento ya mono imene kufwa ntangu yai, kansi kwiza kutula diboko ya nge va yandi, ye yandi tavanda na moyo. 
MAT.9.19	Yesu telemaka ye banlonguki ya yandi, ye landaka yandi.
MAT.9.20	Tala, nkento ya vandaka na maladi ya menga mvu kumi ye zole kwizaka nanima na yandi, ye valakanaka nsongi ya mvwatu ya yandi,
MAT.9.21	kansi yandi tubaka mu yandi kibeni: Kana mono valakana mvwatu ya yandi kaka, mono tabeluka.
MAT.9.22	Yesu pindukaka ye monaka yandi ye tubaka: Mwana nkento, vanda na kikesa! Lukwikilu ya nge imene kubelula nge. Nkento belukaka tuka lokula yina.
MAT.9.23	Bu Yesu kotaka mu nzo ya nkuluntu, ye monaka bantu ya kubula pitulu, ye kibuka ikele kusala makalele, yandi tubaka:
MAT.9.24	Beno katuka, kadi mwana nkento imene kufwa ve, kansi yandi ikele kulala. Bau sekaka yandi.
MAT.9.25	Bu kibuka imene kubasiswa, yandi kotaka ye simbaka diboko ya yandi, ye mwana nkento telemaka.
MAT.9.26	Nsangu ya mambu yai kwendaka mu nsi yina yonso.
MAT.9.27	Bu Yesu katukaka kuna, bampofo zole landaka yandi, bau bokaka, kutuba: Mwana ya Davidi, kuwila beto nkenda!
MAT.9.28	Bu yandi kotaka mu nzo, bampofo kwizaka kwa yandi; Yesu tubaka kwa bau: Beno kwikila mono lenda kusala yai ? Bau tubaka kwa yandi: E, Mfumu.
MAT.9.29	Buna yandi valakanaka meso ya bau, kutuba: Yo vanda kwa beno bonso beno imene kukwikila. 
MAT.9.30	Meso ya bau kangukaka. Yesu kanikinaka bau, kutuba: Tala, na muntu zaba yo ve.
MAT.9.31	Kansi bau basikaka ye mwangisaka nsangu ya yandi mu ntoto yina yonso.
MAT.9.32	Bu bau basikaka, tala, bau twalaka kwa yandi nkwa baba ya bakama na mpeve ya mbi. 
MAT.9.33	Bu yandi imene kubasisa mpeve ya mbi, baba tubaka. Bibuka yitukwaka, kutuba: Mambu ya mpilayai monikaka mu Isaeli ta mbala mosi ve.
MAT.9.34	Kansi bafalisi tubaka: Mu nkuluntu ya bampeve mbi, yandi ikele kubasisa bampeve mbi. 
MAT.9.35	Yesu kwendaka kutambula mu mabanza yonso ya nene ye ya fioti, kulonga mu banzo ya bau ya sambilu, ye kusamuna nsamu ya mbote ya kimfumu, ye kubelula maladi mutindu yonso ye kimbevo yonso. 
MAT.9.36	Kansi bu yandi monaka bibuka, yandi kuwilaka bau nkenda, kadi bau vandaka na ntantu, ye mwanganaka bonso mameme ya konda mvungi. 
MAT.9.37	Buna yandi tubaka kwa banlonguki ya yandi: Ngionzoko ikele mingi, kansi basadi ikele ndambu. 
MAT.9.38	Sambu na yai, lomba Mfumu ya ngionzoko, na yandi fidisa basadi ya yandi mu ngionzoko ya yandi.
MAT.10.1	Yandi bingaka banlonguki ya yandi kumi ye zole, ye pesaka bau ngolo va bampeve ya sumuka, kubasisa bau, ye kubelula maladi mutindu yonso ye kimbevo mutindu yonso. 
MAT.10.2	Bankumbu ya bantumwa kumi ye zole ikele yai: Ya ntete, Simoni ya bingwa Petelo ye Andele mpangi ya yandi; Yakobi mwana ya Zebedai ye Yoane mpangi ya yandi; 
MAT.10.3	Filipo ye Batolomai, Toma ye Matai mufutisi, Yakobi mwana ya Alafai, ye Tadai,
MAT.10.4	Simoni muntu ya Kanani, ye Yuda Iskalioti ya yekulaka yandi;
MAT.10.5	Yesu fidisaka bayai kumi ye zole, ye sikidikisaka bau, kutuba: Kwenda ve mu nzila ya bapaien ye kota ve mu bambanza ya bisi Samalia,
MAT.10.6	kansi kwenda kwa mameme ya vila ya nzo ya Isaeli. 
MAT.10.7	Bu beno ikele kwenda, samuna, kutuba: Kimfumu ya zulu ikele mfinama. 
MAT.10.8	Belula bambevo, fulukisa bafwa, vedisa bankwa bwazi, basisa bampeve mbi. Beno imene kubaka ya matabisi, beno pesa ya matabisi.
MAT.10.9	Nata ve wola keti palata keti mitaku mu ngoto ya beno; 
MAT.10.10	nata ve ngoto mu nzila, kazaku zole ve, bansampatu ve, nkawa ve, kadi musadi lunga na madia ya yandi. 
MAT.10.11	Konso mbanza ya nene keti ya fioti ya beno kota, yuvula konsonani ikele kulunga muna, ye vanda muna ti beno katuka.
MAT.10.12	Bu beno kota mu nzo, pesa yo mbote.
MAT.10.13	Kana nzo lunga, bika yenga ya beno kwiza va yo. Kansi kana yo lunga ve, bika yenge ya beno vutuka kwa beno.
MAT.10.14	Konsonani ya baka beno ve keti kuwa mambu ya beno, bu beno basika na nzo yina keti mbanza yina, katula mfumfuta na makulu ya beno. 
MAT.10.15	Kieleka, mono tuba kwa beno: Mpasi ya nsi ya Sodoma ye Ngomola tavanda fioti mu kilumbu ya mfundusu, kansi ya mbanza yai tavanda mingi. 
MAT.10.16	Tala, mono fidisa beno bonso mameme nakati na bambizi ya makasi, sambu na yai, beno vanda na ngangu bonso banioka ye konda luvunu bonso mayembe. 
MAT.10.17	Kansi dikeba sambu na bantu, kadi bau tayekula beno kwa bamayala, ye bau tabula beno mu banzo ya bau ya sambilu; 
MAT.10.18	ye sambu na mono, beno tanatwa mpe nantwala ya banyadi ye bantinu, sambu na kitemo kwa bau ye kwa bapaien. 
MAT.10.19	Kansi bu bau yekula beno, vanda na mabanza ve mpila nki, keti nki beno tatuba, kadi yo tapeswa beno mu lokula yina ya beno fwiti kutuba. 
MAT.10.20	Kadi yo ikele beno ve ya tuba, kansi Mpeve ya Tata ya beno ya tuba mu beno.
MAT.10.21	Kansi mpangi tayekula mpangi ya yandi ku lufwa, ye tata mwana ya yandi, bana tatelemina batata ya bau ye bangudi ya bau, ye kufwa bau.
MAT.10.22	Bantu yonso tavanda na kimbeni kwa beno sambu na nkumbu ya mono, kansi konsonani ya vibidila ti nsuka tavuluswa. 
MAT.10.23	Bu bau zoma beno mu mbanza mosi, tinina ku yankaka, kadi kieleka mono tuba kwa beno: Beno taluta bambanza yonso ya Isaeli ve ntete Mwana ya muntu imene kwiza.
MAT.10.24	Nlonguki luta nlongi ya yandi ve, mpika luta mfumu ya yandi ve. 
MAT.10.25	Yo lunga na nlonguki vanda bonso nlongi ya yandi, ye mpika bonso mfumu ya yandi. Kana bau binga mfumu ya nzo Belesebuli, mpilayai bau taluta kubinga bantu ya nzo ya yandi. 
MAT.10.26	Sambu na yai, beno tita bau ve, sambu na kima ya fukwa ikele ve ya tamonika ve, ye ya kinsweki ya tazabakana ve. 
MAT.10.27	Mambu ya mono tuba kwa beno mu tombe, beno tuba yo mu mwini, ya beno kuwa mu dikutu, samuna yo va banludi ya banzo.
MAT.10.28	Tita ve bau ya kufwa nitu kansi bau lenda ve kufwa mwela, kansi luta kutita yandi ya lenda kufwa mwela ye nitu mu bilungi.
MAT.10.29	Tundeke zole ikele kutekwa ve na dikuta mosi ? Kansi mosi ya bau ikele kubwa va ntoto ve kana Tata ya beno zola ve.
MAT.10.30	Kansi nsuki yonso ya ntu ya beno ikele kutangwa mpe. 
MAT.10.31	Sambu na yai, tita ve. Beno luta tundeke mingi mu ntalu. 
MAT.10.32	Sambu na yai konso muntu ya ndima mono nantwala ya bantu, mono mpe tandima yandi nantwala ya Tata ya mono ya ikele mu zulu. 
MAT.10.33	Kansi konsonani ya buya mono nantwala ya bantu, mono mpe tabuya yandi nantwala ya Tata ya mono ya ikele mu zulu. 
MAT.10.34	Banza ve, na mono kwizaka kutwala yenge va ntoto; mono kwizaka ve kutwala yenge kansi mbele ya mvita. 
MAT.10.35	Kadi mono kwizaka kutula kimbeni nakati na muntu ye tata ya yandi, nakati na mwana nkento ye ngudi ya yandi, nakati nkento ye bukilo nkento ya yandi. 
MAT.10.36	Bambeni ya muntu tavanda bantu ya nzo ya yandi kibeni. 
MAT.10.37	Yandi ya zola tata keti ngudi ya luta mono, ikele kulunga na mono ve. Yandi ya zola mwana bakala keti ya nkento ya luta mono, ikele kulunga na mono ve. 
MAT.10.38	Yandi ya baka kulunsi ya yandi ve, ye landa nanima na mono, ikele kulunga na mono ve. 
MAT.10.39	Yandi ya keba moyo ya yandi tavidisa yo; ya vidisa moyo ya yandi sambu na mono tamona yo.
MAT.10.40	Yandi ya baka beno ikele kubaka mono, ye yandi ya baka mono ikele kubaka yandi ya fidisaka mono. 
MAT.10.41	Yandi ya baka mbikudi mu nkumbu ya mbikudi tabaka nsendo ya mbikudi, yandi ya baka nkwa lunungu mu nkumbu ya nkwa lunungu tabaka nsendo ya nkwa lunungu. 
MAT.10.42	Konsonani ya tapesa kopo ya masa madidi kwa mosi ya fioti yai, mu nkumbu ya nlonguki, kieleka, mono tuba kwa beno: Yandi tavidisa nsendo ya yandi ve. 
MAT.11.1	Yo vandaka, bu Yesu imene kusikidikisa banlonguki ya yandi kumi ye zole, yandi katukaka kuna ye kwendaka kulonga ye kusamuna mu bambanza ya bau.
MAT.11.2	Bu Yoane mu boloko kuwaka nsangu ya bisalu ya Yesu, yandi fidisaka banlonguki ya yandi, 
MAT.11.3	kutubaka kwa yandi: Nge ikele yandi ya ikele kwiza keti beto ta vingila yankaka ?
MAT.11.4	Yesu vutulaka ye tubaka kwa bau: Kwenda kutuba kwa Yoane mambu ya beno kuwa ye mona;
MAT.11.5	bampofo mona, batembidi tambula, bankwa bwazi vediswa, bafwa makutu kuwa, bafwa fulukiswa, nsamu mbote samunwa kwa bansukami. 
MAT.11.6	Kiese ikele na konsonani ya kuta sakuba ve mu mono.
MAT.11.7	Bu bayai kwendaka, Yesu yantikaka kutuba kwa bibuka sambu na Yoane: Beno kwendaka kutala nki mu nsi ya mpamba ? tutu ya ikele kunikiswa na mupepe ? 
MAT.11.8	Kansi beno kwendaka kutala nki ? Muntu kuvwata lele ya lebelebe ? Tala bau ya vwata lele ya lebelebe ikele mu banzo ya bantinu.
MAT.11.9	Kansi beno kwendaka sambu na nki ? Kutala mbikudi ? E, mono tuba kwa beno, ya luta mbikudi mpe.
MAT.11.10	Yai ikele yandi ya bau sonikaka: Tala, mono fidisa ntumwa ya mono nantwala ya luse ya nge, yandi tayidika nzila ya nge nantwala ya nge. 
MAT.11.11	Kieleka, mono tuba kwa beno: Nakati bau yonso ya butwa na bankento, mosi ikele ve ya luta Yoane mbotiki nene, kansi yandi ya ikele fioti mu kimfumu ya zulu ikele kuluta yandi nene. 
MAT.11.12	Kadi tuka bilumbu ya Yoane mbotiki ti ntangu yai, kimfumu ya zulu ikele kusalwa ngolo, ye bankwa ngolo ikele kubotula yo.
MAT.11.13	Kadi bambikudi yonso ye nsi ku bikulaka ti Yoane. 
MAT.11.14	Kana beno zola kukwikila yo, yandi ikele Elia ya zola kwiza. 
MAT.11.15	Yandi ya ikele na makutu bika yandi kuwa 
MAT.11.16	Kansi mono tafwanikisa mbandu yai na nki ? Yo ikele mpilamosi bana kuvanda mu mazandu, ya boka kwa bankaka, 
MAT.11.17	ye tuba: Beto bulaka pitulu kwa beno kansi beno kinaka ve, beto yimbaka nkunga ya ntantu kansi beno bulaka ntulu ve.
MAT.11.18	Kadi Yoane kwizaka kudia ve ye kunwa ve, ye bau tuba: Yandi ikele na mpeve mbi.
MAT.11.19	Mwana ya muntu imene kwiza kudia ye kunwa, ye bau tuba: Tala, muntu ya kudia mingi ye munwi ya vinia, nduku ya bamfutisi ye bankwa masumu. Ngangu ikele kununguswa mu bisalu ya yandi.
MAT.11.20	Nanima Yesu yantikaka kusemba bambanza mu yau yandi imene kusalaka bisalu ya nene ya yandi, sambu na bau pindulaka ntima ve. 
MAT.11.21	Ndola kwa nge Kolasi. Ndola kwa nge Betesaida. Kadi kana bisalu ya ngolo salwaka mu Tilo ye Sidoni ya salwaka mu beno, ntama bau zolaka kupindula mabanza mu lele ya ngoto ye putulu.
MAT.11.22	Kansi mono tuba kwa beno mpe: Tilo ye Sidoni tamona mpasi fioti ye beno mingi mu kilumbu ya mfundusu.
MAT.11.23	Nge Kapenaumi, nge banza nge tatombolwa ku zulu ? Nge takulumuswa ti nsi ya bafwa; kadi kana bisalu ya ngolo salwaka mu Sodoma ya salwaka mu nge, yo zolaka kuvanda ti kilumbu yai.
MAT.11.24	Mono tuba kwa beno mpe: Ntoto ya Sodoma tamona mpasi fioti ye nge mingi mu kilumbu ya mfundusu. 
MAT.11.25	Ntangu yina Yesu vutulaka ye tubaka: Mono pesa nge matondo, Tata, Mfumu ya zulu ye ntoto, sambu na nge imene kusweka mambu yai na bankwa ngangu ye bantu ya zaba, ye nge imene kuzabisa yau kwa bana fioti. 
MAT.11.26	E, Tata, kadi mpilayai yo zolakana nantwala na nge.
MAT.11.27	Tata ya mono imene kupesa mono bima yonso; muntu zaba Mwana ve kaka Tata, ye muntu zaba Tata ve kaka Mwana, ye konsonani ya Mwana zola kuzabisa yandi. 
MAT.11.28	Kwiza kwa mono beno yonso ya lembwa ye ya ikele ya kizitu mingi, ye mono tavundisa beno.
MAT.11.29	Baka vangu ya mono ye beno, longuka na mono, kadi mono ikele nlembami ye ntima ya kulumuka; ye beno tamona luvundu mu miela ya beno. 
MAT.11.30	Kadi vangu ya mono ikele mpasi ve, ye kizitu ya mono ikele kilo ve.
MAT.12.1	Mu ntangu yina, mu kilumbu ya luvundu Yesu lutaka mu bilanga ya nkeni, kansi banlonguki ya yandi vandaka na nzala, ye bau yantikaka kubuka nkeni ye kudia. 
MAT.12.2	Bu bafalisi monaka yo, bau tubaka kwa yandi: Tala, banlonguki ya nge ikele kusala yina ya nsiku buya mu kilumbu ya luvundu. 
MAT.12.3	Yandi tubaka kwa bau: Beno imene kutanga ve yina ya Davidi salaka ye bau ya vandaka na yandi, bu bau vandaka na nzala, 
MAT.12.4	bu yandi kotaka mu nzo ya Nzambi ye kudiaka mampa ya tala, ya nsiku buya yandi kudia, ye bau ya vandaka na yandi mpe, kansi kwa banganga kaka. 
MAT.12.5	Keti beno imene kutanga ve mu nsiku, va kilumbu yaluvundu banganga ikele kusumuna kilumbu ya luvundu mu tempelo, kansi ikele na mambu ve ? 
MAT.12.6	Mono tuba kwa beno: Ya luta tempelo ikele awa.
MAT.12.7	Kansi kana beno imene kuzaba yai ikele mpila nki: Mono zola nkenda kansi nkailu ya zikwa ve, beno imene kubedisa ve bau ya konda mbi, 
MAT.12.8	kadi Mwana ya muntu ikele Mfumu ya kilumbu ya luvundu.
MAT.12.9	Bu yandi katukaka kuna, yandi kotaka mu nzo ya bau ya sambilu. 
MAT.12.10	Tala, muntu ya vandaka na diboko ya yuma. Bau yuvulaka yandi, kutuba: Nsiku buya kubelula va kilumbu ya luvundu ? Na bau lenda kufunda yandi. 
MAT.12.11	Yandi tubaka kwa bau: Nki muntu nakati na beno ya ikele na dimeme mosi kaka, Kana yo kubwa mu dibulu va kilumbu ya luvundu, yandi tasimba yo ve ye tombola yo ?
MAT.12.12	Muntu ikele kuluta dimeme ntalu ikwa! Sambu na yai, nsiku buya ve kusala mbote va kilumbu ya luvundu.
MAT.12.13	Buna yandi tubaka kwa muntu: Lambula diboko ya nge. Yandi lambulaka yo, ye yo vutukaka mbote mpilamosi yankaka.
MAT.12.14	Kansi bafalisi basikaka ye tubaka sambu na yandi, mpila nki bau lenda kufwa yandi. 
MAT.12.15	Bu Yesu zabaka yo, yandi katukaka kuna ye bantu mingi landaka yandi, ye yandi belulaka bau yonso.
MAT.12.16	Yandi kanikinaka bau, na bau tazabisa yandi ve,
MAT.12.17	na yo lenda maniswa ya tubwaka mu Yesaya mbikudi, kutuba:
MAT.12.18	Tala, sielo ya mono, mono imene kusola yandi, mono zola yandi, mwela ya mono ikele kuyangidiswa sambu na yandi. Mono tatula Mpeve ya mono va yandi. Yandi tasamuna mfundusu kwa bapaien. 
MAT.12.19	Yandi tanwana ve keti boka ngolo ve, ye muntu takuwa ve ndinga ya yandi mu banzila;
