MAT.1.1	ایسّا مَسیه، 
MAT.8.9	چیا که من هم وتی مسترانی هُکمئے چێرا آن و منی دستئے چێرا هم سپاهیگ هست. اگن کَسێا هُکم بکنان: ‹برئو،› آ رئوت و اگن کَسێا بگوَشان: ‹بیا،› آ کئیت. اگن وتی هِزمتکارا بگوَشان: ‹اے کارا بکن،› آ کنت.» 
MAT.8.10	وهدے ایسّایا اے هبر اِشکت، هئیران بوت و گۆن وتی همراهان گوَشتی: «شمارا راستێنَ گوَشان که اِسراییلیانی نیاما هم من چُشێن مُهرێن سِتک و باور ندیستگ. 
MAT.8.11	بزانێت که چه رۆدراتک و رۆنِندا
MAT.8.12	بله اے بادشاهیئے چُکّ و اۆبادگ
MAT.8.13	گڑا ایسّایا گۆن پئوجی اپسرا گوَشت: «برئو، انچُش که تئیی باور اِنت، گۆن تئو هما ڈئولا بیت.» آییئے هِزمتکارێن بچک هما دمانا دْراه بوت.
MAT.8.14	وهدے ایسّا پِتْرُسئے لۆگا شت، دیستی پِتْرُسئے وَسّیگ تپیگ اِنت و نِپادئے سرا وپتگ. 
MAT.8.15	ایسّایا وتی دست آییئے دستئے سرا پِر مُشت، تَپی سِست، آ پاد آتک و ایسّائے هِزمت کنگا لگّت.
MAT.8.16	بێگاها مردمان بازێن 
MAT.8.17	اے ڈئولا 
MAT.8.18	وهدے ایسّایا وتی چپّ و چاگردا مردمانی مُچّی دیست، پرمان دات و گوَشتی: «بیاێت، گوَرمئے دومی نێمگا رئوێن.» 
MAT.8.19	 آییئے کِرّا آتک و گوَشتی: «او استاد! هر جاه که تئو رئوئے من تئیی همراهَ بان.» 
MAT.8.20	ایسّایا گوَشت: «رۆباهان هۆنڈ و جاگه هست و بالی مُرگان کدۆه و کُدام، بله منا که 
MAT.8.21	دگه یک مریدێا گۆن آییا گوَشت: «او واجه! منا مۆکل بدئے پێسرا رئوان وتی پتا کبرَ کنان.» 
MAT.8.22	ایسّایا گوَشت: «بیا، منی رَندگیریا بکن، بِلّ که مُردگ وتی مردگان وت کَبر و کپنَ کننت.»
MAT.8.23	ایسّا بۆجیگا سوار بوت، مرید هم سوار بوتنت. 
MAT.8.24	یک اَناگت
MAT.8.25	مرید آییئے کِرّا آتکنت، آگاهِش کرت و گوَشتِش: «او 
MAT.8.26	گۆن آیان گوَشتی: «او کَمباوران! شمارا چیا تُرسیت؟» رَندا پاد آتک، گواتی هَکّل دات و مستێن چئولی نِهرّان بستنت و توپّان پَهک اێرمۆش بوت. 
MAT.8.27	آ سجّهێن بَه منتنت و گوَشگا لگّتنت: «اے چۆنێن مردمے که گوات و چئول هم اِشیئے هُکما مَنّنت.»
MAT.8.28	وهدے ایسّا مَزَن‌گوَرمئے دومی پهناتا، گَداریانی
MAT.8.29	آیان کوکّار کرت و گوَشت: «او 
MAT.8.30	چه آیان کمّے گِستاه
MAT.8.31	گڑا پلیتێن روهان چه ایسّایا دَزبندی کرت و گوَشت: «اگن تئو مارا چه اے مردمان درَ کنئے، گڑا راه دئے که هوکّانی جسما پُترێن.» 
MAT.8.32	ایسّایا گۆن آیان گوَشت: «بپُترێت!» نون آ در آتک و هوکّانی جسما پُترتنت و هوکّانی سجّهێن رمگ چه جُمپا جَهلگا اێر کپانا گوَرما بُکِّت و مرتنت. 
MAT.8.33	گڑا هوکّانی شوانگ شهرا تتکنت و اے سجّهێن هال و 
MAT.8.34	گڑا شهرئے سجّهێن مردم ایسّائے چارگا آتکنت و گۆن آییا دَزبندی‌اِش کرت که آیانی سرڈگارا یله بدنت و برئوت.
MAT.9.1	ایسّا یک بۆجیگێا سوار بوت، مَزَن‌گوَرمی گوازێنت و وتی جِندئے شهرا آتک. 
MAT.9.2	همے وهدا لهتێن مردما، تَهتێئے سرا وپتگێن لَنگ و مُنڈێن مردے آییئے کِرّا آورت. وهدے ایسّایا آیانی سِتک و باوَر دیست، گۆن لنَگا گوَشتی: «او منی چُکّ! دلا مزن کن، تئیی گناه بَکشگ بوتنت.» 
MAT.9.3	بله 
MAT.9.4	ایسّایا آیانی دِلئے هال و هبر زانتنت و گوَشتی: «شما چیا وتی دلا پلیتێن هئیالَ کارێت؟ 
MAT.9.5	کجام هبرئے گوَشگ آسانتر اِنت: ‹تئیی گناه بَکشگ بوتگ‌اَنت،› یا: ‹پاد آ، برئو›؟ 
MAT.9.6	بله من پمێشکا اے هبر کرت تان شما بزانێت، من که 
MAT.9.7	گڑا مرد پاد آتک و لۆگا شت. 
MAT.9.8	وهدے مردمان اے کار دیست، تُرستِش و هُدااِش ستا کرت و ساڑات که مردمی اینچک واک و اِهتیار داتگ‌اَنت.
MAT.9.9	انچُش که ایسّا راها رئوگا اَت، مَتّا نامێن مردے دیستی که سُنگ و مالیات گِرگئے جاگها نِشتگ‌اَت. گۆن آییا گوَشتی: «بیا، منی رندگیریا بکن!» مَتّا پاد آتک و آییئے همراه بوت. 
MAT.9.10	وهدے ایسّا مَتّائے لۆگا پَرزۆنَگئے سرا نِشتگ‌اَت و وراک ورگا اَت، بازێن 
MAT.9.11	وهدے 
MAT.9.12	ایسّایا اِشکت و گوَشتی: «دْراه و سلامتێن مردمان داکتر پکار نه‌اِنت، نادْراهان داکتر پکار اِنت.» 
MAT.9.13	بله برئوێت و اے هبرئے مانایا در بگێجێت که: 
MAT.9.14	رندا، یَهیائے مرید ایسّائے کِرّا آتکنت و جُستِش کرت: «ما و 
MAT.9.15	ایسّایا پَسّئو دات: «سالۆنک که نِشتگ، سور و آرۆسئے مهمان سوگیَ بنت و پُرسَ دارنت؟ بله انچێن وهدے کئیت که سالۆنک چه آیان جتا کنگَ بیت، هما وهدا رۆچگَ دارنت. 
MAT.9.16	هچکَس چه نۆکێن گُدێا چُنڈے ندرّیت و کوَهنێن پَشکا پَچّ و پینگَ نجنت، چیا که نۆکێن گُدئے پَچّ نزَّ کئیت و کوَهنێن پَشکا گێشترَ دِرّیت. 
MAT.9.17	همے ڈئولا، کوَهنێن زِکّانی
MAT.9.18	ایسّا اَنگت گۆن آیان هبر کنگا اَت که پرستشگاهئے یک مسترے آتک و آییئے پادان کپت و گوَشتی: «منی جنک همے انّون مرتگ، بله بیا وتی دستا آییئے سرا پِر مُش، آ پدا زندگَ بیت.» 
MAT.9.19	ایسّا پاد آتک و گۆن وتی مریدان آییئے همراه بوت.
MAT.9.20	همۆدا یک جنێنے هست‌اَت که دوازده سال اَت آییئے هۆن بند نبوتگ‌اَت. آ چه پُشتی نێمگا آتک و ایسّائے کباهئے لَمبی دست جت. 
MAT.9.21	وتی دلا گوَشگا اَت: «اگن ایسّائے کباها هم دست پِر بکنان، دْراهَ بان.» 
MAT.9.22	ایسّایا چَکّ تَرّێنت و گوَشتی: «او منی جنک! دلا مزن کن، تئیی سِتک و باورا ترا رَکّێنتگ.» هما دمانا جنێن دْراه بوت.
MAT.9.23	وهدے ایسّا پرستشگاهئے مسترئے لۆگا رَست، لهتێن مۆتک آرۆکی دیست و بازێنے پُرسئے سرا زار و پوهار هم کنگا اَت. 
MAT.9.24	ایسّایا گوَشت: «ڈنّا برئوێت، جنک نمرتگ، بَسّ واب اِنت.» بله مردم آییئے هبرانی سرا کلاگ گِرگا اتنت. 
MAT.9.25	وهدے ایسّایا مردم چه لۆگا ڈنّا در کرتنت، جنکئے دَستی گپت و جنک پاد آتک. 
MAT.9.26	اے هال، سجّهێن دَمگا تالان بوت.
MAT.9.27	ایسّا چه اۆدا راه گپت، راها دو کۆر گوانک جنان آییئے رندا کپت و گوَشتِش: «او 
MAT.9.28	انچُش که ایسّا لۆگا رَست، دوێن کۆر آییئے کِرّا آتکنت. ایسّایا گۆن آیان گوَشت: «شمارا باور اِنت که من اے کارا کرتَ کنان؟» آیان جواب دات: «هئو، او 
MAT.9.29	گڑا ایسّایا وتی دست آیانی چمّانی سرا پِر مُشت و گوَشتی: «هما ڈئولا که شما باور کرتگ، گۆن شما هما ڈئولا ببیت.» 
MAT.9.30	نون آیانی چمّ رُژنا بوتنت. ایسّایا کَڈّن
MAT.9.31	بله آ شتنت و ایسّائے نامِش سجّهێن دَمگا تالان کرت.
MAT.9.32	آیانی رئوگا رَند، یک مردے ایسّائے کِرّا آورتِش که 
MAT.9.33	انچُش که ایسّایا جِنّ کَشّت، گُنگ هبر کنگا لگّت. سجّهێن مردم هئیران بوتنت و گوَشتِش: «چُشێن کار هچبر اِسراییلا گِندگ نبوتگ.» 
MAT.9.34	بله 
MAT.9.35	ایسّا سجّهێن شهر و مێتگانَ شت و 
MAT.9.36	آییا که مردمانی مُچّی دیستنت آیانی سرا بَزّگی بوت، چیا که آ بێشپانکێن پسانی ڈئولا، پرێشان و بێوس اتنت. 
MAT.9.37	گۆن وتی مریدان گوَشتی: «کِشار باز اِنت بله رُنۆک کمّ. 
MAT.9.38	پمێشکا گۆن کِشارئے واهندا دَزبندی بکنێت و بلۆٹێت که په وتی کِشاران رُنۆک دێم بدنت.»
MAT.10.1	رَندا ایسّایا وتی دوازدهێن هاسێن 
MAT.10.2	آ دوازدهێن کاسِدانی نام اِش اَنت: پێسرا، شَمون که پِتْرُس هم گوَشگَ بیت و آییئے برات اَنْدْریاس، رندا زِبْدیئے چُکّ آکوب و آییئے برات یوهَنّا، 
MAT.10.3	پیلیپُس، بَرتولوما، توما و 
MAT.10.4	سَرمچارێن شَمون
MAT.10.5	ایسّایا وتی اے دوازدهێن 
MAT.10.6	بله 
MAT.10.7	گوَشتی: «هر جاه که رئوێت، اے 
MAT.10.8	نادْراهان دْراه، مُردگان زندگ، گَرّیان پاک و سَلّه بکنێت و چه مردمان 
MAT.10.9	وتی لانکبندانی تها سُهر و نُگره و رۆد مان مکنێت. 
MAT.10.10	په وتی سات و سپرا تورگ و پێلک
MAT.10.11	وهدے شهر یا مێتگێا رئوێت، گڑا انچێن مردمے شۆهاز بکنێت که شمئے مهمان کنگئے لاهک ببیت و تان رُکستَ نبێت هماییئے کِرّا بدارێت. 
MAT.10.12	وهدے لۆگێا رئوێت، دْرود و دْرَهبات بگوَشێت و په آ لۆگا سُهل و اێمنی بلۆٹێت. 
MAT.10.13	اگن آ لۆگَ کرزیت، گڑا شمئے اێمنیئے واهگ په آییا رسیت و اگن نکرزیت، شمئے اے واهگ پدا په شما پِرَ ترّیت. 
MAT.10.14	اگن کَسے شمارا وشّ‌آتکَ نکنت یا شمئے هبران گۆشَ نداریت، آ لۆگ یا شهرا بِلّێت و یله کنگئے وهدا، وتی پادانی دَنز و هاکان همۆدا بچَنڈێت و بتکێنێت. 
MAT.10.15	شمارا راستێنَ گوَشان، جُست و پُرسئے رۆچا، سُدوم و گُمورَهئے مردمانی سِزا چه آ شهرئے مردمانی سزا و اَزابا آسانتر و کمترَ بیت.»
MAT.10.16	«گۆش دارێت! من شمارا رئوانَ کنان، بله شما انچُشَ بێت که گُرکانی نیاما پَس. پمێشکا مارانی ڈئولا هُژّار و کپۆدرانی ڈئولا ساده ببێت. 
MAT.10.17	چه مردمان هُژّار بێت، آ شمارا گراێننت و هَکدیوانانَ برنت، وتی 
MAT.10.18	په منیگی هاکم و بادشاهانی دێما پێش کنگَ بێت، گڑا شمارا شَرّێن مۆهے رَسیت که آیانی و 
MAT.10.19	آ وهدان که شما اۆدا برگَ بێت، دلا پرێشان مبێت که ‹چے بگوَشێن› یا ‹چۆن پَسّئو بدئیێن،› چیا که هرچے اۆدا شمارا گوَشگیَ بیت، هما وهدا شمارا رسیت. 
MAT.10.20	آ وهدا هبر کنۆک شما نبێت، شمئے آسمانی پتئے روه شمئے زبانا هبرَ کنت.
MAT.10.21	«برات وتی براتا دْرۆهیت و کۆشارێنیت و پت وتی چُکّا، چُکّ چه وتی پت و ماتا یاگیَ بنت و آیانَ کۆشارێننت. 
MAT.10.22	سجّهێن مردم، په منی نامئے سئوبا چه شما نَپرتَ کننت. بله هما که تان آهِرا سکّیانَ سگّیت، آ رَکّیت. 
MAT.10.23	وهدے شمارا یک شهرێا آزارَ رسێننت گڑا بتچێت و دگه شهرێا برئوێت. شمارا راستێنَ گوَشان، تانکه شما اِسراییلئے سجّهێن شهران سر ببێت، من که 
MAT.10.24	«نه شاگرد چه وتی استادا مسترَ بیت و نه گُلام چه وتی هُدابندا.
MAT.10.25	شاگردا همینچُک بَسّ اِنت که وتی استادئے پئیما ببیت و گُلام وتی هُدابُندئے پئیما. وهدے لۆگئے هُدابُندِش 
