MAT.1.1	Igioroni jio abuk ana afureta hohonyiok Yesu Kristo to woyo ba Dafide, lonyi Abramo.
MAT.7.14	Ati ottida akol maji ono nesu. Ogol ekoi onno ojiŋarik diya; omutari buo fe aati hullo onyurani 'to inyi.
MAT.7.15	“Ihumata mijio ekianak enyabak, hullo ojiori 'to jio ekiana isi eram Hollum. Itanyalami isi ahuattek ihuo akioro, buo to tuajin hosi arai luŋa ihuo elewoo. 
MAT.7.16	Imijana adi itai isi te ehanita hosi. Obeŋi aŋarria oŋijani eŋijiti fino, buo fe ekua obeŋi oŋijani aŋabolo. 
MAT.7.17	Oŋijak ayyani onno oyyu 'to eŋijiti hunno oyiji 'to, buo ayyani onno orroho 'to oŋijak eŋijiti hunno orrohoji 'to. 
MAT.7.18	Ati, ittallik ayyani onno oyyu 'to iŋijana eŋijiti hunno orrohoji 'to, buo fe ayyani onno orroho 'to ittallik iŋijana eŋijiti hunno oyiji 'to. 
MAT.7.19	Buo ayyani, onno obeŋ 'to oŋijak eŋijiti hunno oyiji 'to, olloŋori adi inyi addi, ette ibironia ihima. 
MAT.7.20	Tania, imijana adi itai ekianak enyabak hullo ojiori 'to ekiana isi eram Hollum, te ehanita hosi.
MAT.7.21	“Obiaŋara adi aati 'daŋ, hulle iloŋoi 'to ani jio, ‘Lamonye, Lamonye,’ ojiŋari Ilobie ono Hollum; arari fe hia hama, hulle ihanie 'to erre hunna awak Monyoŋ ettedou. 
MAT.7.22	Iholoŋ ono Aŋacio Hiram, ofuonni adi aati arriai jiaran jihoŋ, ‘Lamonye, Lamonye! Ettittoyo nyia hohoi asayyo Hollum ta afure hoi. Efuhatio nyia hohoi aminiaŋa addi, buo fe ehanio eduariti arriai ta afure hoi!’ 
MAT.7.23	Ati apulok adi ni jihosi jiojio, ‘Atimo nyia ni itai; ifuatta addi jihoŋ, itai arrohojak hulo!’
MAT.7.24	“Tania, atulo elle itaniŋio 'to ekenita hoŋ buo fe oniŋio isi, ara adi inyi ihuo atulo elle ilofioro 'to, ollo oduhok 'to aaji honyi imoruoi. 
MAT.7.25	Attati ahide sayo buo aari ette ibuluno, ette buo fe oyyami ihut aaji ania bebe, buo inyi obeŋ oritihoro; nyio, oduhoni nyia inyi imoruoi.
MAT.7.26	“Buo atulo elle itaniŋio 'to ekenita hoŋ buo omesio isi, ara inyi ihuo atulo ollo obeŋ hou, ollo oduhok 'to aaji honyi isuluŋayo. 
MAT.7.27	Attati ahide sayo buo aari ette ibuluno, ette buo fe oyyami ihut aaji ania bebe, ette inyi iritihoro. Orroho nyia ekuahit honyi bebe.”
MAT.7.28	Ninyia atuhok Yesu ekiana erre hunia, illilliha nyia eluluŋ waati ekoi enne ittiyeniere inyi. 
MAT.7.29	Nyio, obeŋ nyia inyi ittiyenio ihuo ettiyanak ifahita, ati ittiyenio nyia inyi isi te elohittok.
MAT.8.1	Ninyia isuru Yesu to doŋe ollo odiha 'to, ijifarai nyia eluluŋi hunne ettaha inyi. 
MAT.8.2	Attati obo atulo, linyia owon 'to iko 
MAT.8.3	Attati Yesu ihalamana aani honyi, ette ittir inyi, ette jiaran, “Awak ni, toliboro!” Teya teya, ette aŋuai atulo lia iŋidari. 
MAT.8.4	Attati Yesu jiaran jihonyi, “Itayirie! Hèramak obo atulo, ati obotik jio ehumani, ijiara inyi ihum imi iyye, attati teya, isiarak ehumi jio Hollum ihuo ojiori efahita huno Mose, itahutaniere jio aati jio, ilibo iyye.”
MAT.8.5	To ninyia ojiŋaniere Yesu ibore gala Kapernaum, ottu nyia obo ajafit olo Roma, ette ittana inyi 
MAT.8.6	jiojio, “Lettok, apit hoŋ elle ififiata iko aŋuai itua haŋ; odiaha inyi bebe, ittallik ikoddaŋ idioto.”
MAT.8.7	Buo Yesu ette jiaran jihonyi, “Alo adi ni itaŋida inyi.”
MAT.8.8	Buo ajafit lia ette itarraŋ ojio, “Lettok, abeŋ ni asiru ifuotuniere iyye ihaŋ hoŋ. Ati ikianai te etuk ijiai, oŋida adi apit hoŋ. 
MAT.8.9	Orriama ihuo anna aniŋiere ni elettaha hoŋ, buo fe oseŋer hoŋ oniŋie ani. Aremik ni jiaran jio obo, ‘Ilo!’ buo inyi ette leten, buo fe jio olobo, ‘Waŋ!’ buo inyi ette ittuna; buo fe ajio jio apit hoŋ, ‘Ihana enyia!’ buo inyi ette ihan.”
MAT.8.10	Ninyia itaniŋu Yesu eram ania, illilliha nyia inyi bebe, ette jiaran jio aati hunyia ijifatie 'to inyi jio, “Eramak ni itai jio, habeŋ ni anyurak obo eruk onno obolo 'to ihuo ana, ara duadi bu ifau Israele 'daŋ. 
MAT.8.11	Eramak ni itai jio, ofuonni adi aati arriai tetteduoŋi holoŋ iko tettedorroi holoŋ iŋiyere agari iko Abramo, buo Isako, ojio Yakobo, Ilobie ettedou. 
MAT.8.12	Ati irruoŋoni adi idumele, hia, hullo oremehini 'to irahan a hulo olobie. Diya, ituruhoi adi isi buo fe irutai aala hosi.” 
MAT.8.13	Attati Yesu jiaran jio ajafit alia, “Ilo haŋ, ijiara hétera jihoi ihuo iruk iyye.”
MAT.8.13	Teya teya, ette apit lia iŋidari.
MAT.8.14	Olo nyia Yesu ihaŋ Petro, ette irumana hamoni Petro ififiata iko anahan huan. 
MAT.8.15	Attati inyi ittir aani aŋotte ania, buo anahan huan nyia, ette iŋatana inyi, ette inyi idioto ahide, ette ihuhumana jio Yesu aŋiyo.
MAT.8.16	Ninyia ara ollotoriai, iyaŋunie nyia aati jio Yesu, aati miniaŋa arriai. Buo te etuk ijiai, itattur nyia Yesu aminiaŋa, buo aati hunyia oŋuai 'to 'daŋ ette iŋidari. 
MAT.8.17	Ihan nyia inyi ihuo nyia, itasiruniere eram ninyia ikiana Isaya ekianani Hollum jio, “Iduha inyi addi eŋuati iko ediahiti hohoi.”
MAT.8.18	Ninyia igonyu Yesu eluluŋ waati okudani inyi, ette inyi ihum iramana jio lejifak honyi jio, “Hafatta afohor tafar enne ittokon tole.” 
MAT.8.19	Attati obo ettiyanani olo efahita ittuna jihonyi, ette jiaran, “Hettiyanani, ejifaru adi ni iyye jio amasik 'daŋ hunne ilari iyye.”
MAT.8.20	Buo Yesu ette itarraŋ inyi jiojio, “Owoni obeyohi iko ewurio hosi, buo fe aheny owoni iko asik hosi; ati obeŋ obo amaji onno oferiere Lonyi tulo iyiriari.”
MAT.8.21	Buo obo olo lejifak honyi ette jiaran, “Lettok, ijiara do nani alo inuhana monyoŋ.”
MAT.8.22	Ati itarraŋ nyia Yesu inyi ojio, “Ijifunie ani. Idehi ayaak onuhani ayaak hosi.”
MAT.8.23	Ninyia ladak Yesu itogol, ijifarai nyia ejifak honyi inyi. 
MAT.8.24	Teya teya, ette addiŋilla idiotonio isi tehiji tafar enne ittokon many ojiari atogol nyia adiori ta apoŋia poŋia hari. Ati ojotoro nyia Yesu, 
MAT.8.25	attati ejifak ifuatan itaheny inyi, ette jiaran jiojio, “Lamonye! Eluak hohoi, attu naye!”
MAT.8.26	Buo inyi ette jiaran jihosi, “Eii! Anyio baŋi attanatai ania? Itai aati hullo omuta eruk!” Attati inyi idioto, ette iŋerejanio jio addiŋilla iko apoŋia poŋia hari, ette ediofo 'daŋ idua jillili.
MAT.8.27	Illillihai nyia isi 'daŋ bebe, ette jiaran, “Eii! Anyio tulo olo? Ara duadi bu addiŋilla iko apoŋia poŋia hari, oniŋie isi 'daŋ inyi!”
MAT.8.28	Ninyia allaŋ Yesu atafar tole, ifau Gerasa, oruaŋanie nyia omuk aati miniaŋa arrihai ikonyi, hullo ofuonni tehiji ilumio, buo iŋereji bebe many abaŋarik aati adaha tolia. 
MAT.8.29	Teya, iwuwoŋitai nyia isi bebe, ette jiaran, “Lonyi Hollum, anyio enne iwak iyye jihohoi? Ittu iyye hohoi ittigemio hobeŋ asaa ottuba?”
MAT.8.30	Oŋiye nyia abataha arriai alamarai kai teger hosi. 
MAT.8.31	Attati aminiaŋa hunia ittana Yesu jio, “Elle ijio iyye ifuha hohoi addi, ifuhak ati hohoi jio abataha hua.”
MAT.8.32	Buo inyi ette jiaran jihosi, “Ifuatta.” Attati isi ifuatan ette ijiŋana jio abataha hua, buo eluluŋ bataha hunia 'daŋ ette isuoro attany olotifor hari jio hutu, hutu, hutu, ette ikuahino itua hari, ette ikoddaŋ iye diya.
MAT.8.33	Ofuhoi nyia eyyahak bataha hunia, ette ijiŋana itua bore gala, ette iramana erre 'daŋ, hoduo iduoŋi 'to jio aati miniaŋa. 
MAT.8.34	Tania, ojiŋuni nyia aati 'daŋ to tua bore gala, ette ifuatan jio Yesu. Ninyia igonyuni isi inyi, ette isi ittana inyi hételo addi ta fau hosi.
MAT.9.1	Adak nyia Yesu atogol, ette illaŋan atafar many ibore gala Kapernaum anna amanyari inyi. 
MAT.9.2	Ojio teya, iyaŋunie nyia omuk aati jihonyi obo atulo ollo oye aŋati huan, ollo ofer ijotit. Ninyia igonyu Yesu abolori ono eruk hosi, ette inyi jiaran jio atulo ollo oye aŋati huan, “Lonyi hoŋ, itagolo atua! Ahohinie eyyata hoi.”
MAT.9.3	Attati omuk ettiyanak Ifahita ikiana isi hama jiojio, “Ittarrohojo atulo olo afure Hollum!” 
MAT.9.4	Ati omijak nyia Yesu egigilita hosi, ania ette inyi jiaran, “Anyio owon egigilo onno orroho 'to itajia hatai? 
MAT.9.5	Anani enne iliaha 'to, ajiaran jio, ‘Ahohinie eyyata hoi,’ kuyya ajiaran jio, ‘Totte, adahai’? 
MAT.9.6	Ati, ijiara ani etahutak jihatai jiojio, owon Lonyi Tulo iko elohittok ifau ihohiniere eyyata.” Ania, ette inyi jiaran jio latulo ollo oye aŋati huan, “Totte, iduhu ejotit hoi, ilo haŋ!”
MAT.9.7	Teya, ette latulo lia idioto, ette leten haŋ hosi. 
MAT.9.8	Ninyia igonyuni aati arriai eram ania, ette isi ibaŋi, ette itahabuyo Hollum te esiarana honyi aati elohittok ihuania.
MAT.9.9	Ninyia alo Yesu teya, ette inyi igonyuna obo eddudduhani musuru alla anya Matteyo, itoŋo imahatab honyi, ette Yesu jiaran jihonyi, “Ijifunie ani.”
MAT.9.9	Odioto nyia Matteyo, ette ijifaru inyi.
MAT.9.11	Ninyia igonyuni omuk hulo 
MAT.9.12	Ati itaniŋu nyia Yesu ekiana hosi, ette jiaran jihosi, “Obeŋi busi aati hullo oŋidari 'to, awahi diktor, arari fe aŋuak hama. 
MAT.9.13	Ifuatta onyurana awoyo hiram enne ikiana Abuk Hollum jio, ‘Awak ni anyalami; obiaŋara erre ehumita.’ Abeŋ ni attu iloŋo abisak, ati attu ni iloŋo eyyak.”
MAT.9.14	Attati lejifak hulo Yoane Etifuotoni Batisimo ifuanna ette ifiyo Yesu jiojio, “Eferutta hohoi iko 
MAT.9.15	Itarraŋ nyia Yesu isi ojio, “Oremehini adi atamonok hutto ayamari ijiriŋa buo ayamani howon ikosi? Ati, ofuonni adi oŋitek hunne iyarik ayamani tehiji hosi addi, tania oferuni adi isi.
MAT.9.16	“Obeŋ tulo attaf ettulit boŋo amaruani ta aboŋo aŋejuk, nyio iruna adi aboŋo aŋejuk ette iguasuno addi, ette tibuo italat ettulit boŋo amaruani. 
MAT.9.17	Obeŋ buo fe obo atulo iturak afino aŋejuk itua ihuloo amaruak, nyio ofudohoi adi ehuloo hunia, ette afino ijuhoro addi buo ehuloo hunia ette irrohoji. Ati iturani afino aŋejuk itua ihuloo aŋejuho. Tania, arasai adi isi 'daŋ hunno oyiji.”
MAT.9.18	Ninyia hèkiana Yesu jihosi, ottu nyia lobo elettok olo Yudei, ette irigoŋo ihosiere honyi, ette jiaran, “Hetek ŋarri hoŋ iye. Ati, waŋ ilo ottirok ahas hoi jihonyi, isu adi inyi luŋa.” 
MAT.9.19	Ania, ette Yesu idioto, ette ijifaru atulo lia, buo lejifak honyi ette ifuatan 'daŋ ikonyi.
MAT.9.20	Teya, owon nyia nobo aŋotte ninyia oŋuai 'to iko ayaf yaf onno orroho, aŋasi 'tomon harrihai. Oliliebuno nyia inyi te ehalu Yesu, ette ittir esidi boŋo honyi. 
MAT.9.21	Igigilo nyia inyi ta ahuan honyi hama jiojio, “Alla attir ni aboŋo honyi ijiai, aŋida adi ni.” 
MAT.9.22	Attati Yesu iyito, ette igonyuna inyi, ette jiaran, “Ŋarri hoŋ, itagolo ataji hoi! Itaŋida eruk hoi iyye.” Teya teya, ette aŋotte ania iŋidari.
MAT.9.23	Attati Yesu leten ihaŋ elettok lia. Ninyia igonyu inyi ahutak ikaŋahien buo aati 'daŋ oyyihinie, 
MAT.9.24	ette inyi jiaran, “Ifuatta 'daŋ allet. Obeŋ neto ania oye, ojoto inyi joto.” Buo isi ette isuhotiere inyi. 
MAT.9.25	Ati ninyia ifuhari aati 'daŋ allet, ette Yesu ijiŋara attua haji, ette inef aani neto nyia, ette inyi idioto. 
MAT.9.26	Attati eram ania isarrahina jio aŋati ono afau ania 'daŋ.
MAT.9.27	Ninyia alo Yesu teya, ijifarai nyia omuk laŋodok arrihai inyi hulle iwuwoŋitai jihonyi jiojio, “Lonyi Dafide, omehinie jihohoi.”
MAT.9.28	Ninyia lajiŋak Yesu itua haji, ette laŋodok hia ifuanna jihonyi, buo inyi ette ifiyo isi, “Iruhoto itai jio aremik ni itaŋida itai?”
MAT.9.28	Itarraŋi nyia isi inyi jiojio, “Aafe, Lettok.”
MAT.9.29	Attati inyi ittir oŋite hosi, ette jiaran “Hétera eram ania jihatai ihuo iruhoto itai.” 
MAT.9.30	Attati oŋite hosi inyiak mijio. Buo Yesu ette ihum ikiana jihosi jiojio, “Hèramana eram ania jio obo atulo.”
MAT.9.31	Ati, ofuoi nyia isi, ette itisarrahina asayyo huno Yesu jio aŋati afau nyia 'daŋ.
MAT.9.32	Ninyia hofuoi aati hia ihuania, iyaŋunie nyia omuk aati jihonyi obo atulo ollo obeŋ ikiana, nyio, owon nyia inyi iko aminiaŋati. 
MAT.9.33	Ati ninyia hèfuhari aminiaŋati nyia ihuania, ette latulo lia itterio ekiana, attati aati 'daŋ illilliha, ette jiaran “Hèbeŋ hohoi egonyu obo ariŋ ihua ana ta fau Israele!”
MAT.9.36	Ninyia igonyu inyi eluluŋi waati, ette inyi imehino jihosi nyio, ihawwai nyia isi buo fe omehinie ihuo akioro hunno obeŋ eyyahani. 
MAT.9.37	Tania, ikiana nyia inyi jio lejifak honyi jio, “Obolo amana, ati omutari adioŋok. 
MAT.9.38	Omojoti jio Lamonye mana oŋida ifahu adioŋok imana honyi.”
MAT.10.1	To ninyia tonyia, iloŋu nyia Yesu lejifak honyi hula 'tomon harrihai, ette isiarana jihosi elohittok ifuhatiere aminiaŋa buo fe itaŋidariere eŋuati iko ediahiti 'daŋ. 
MAT.10.2	Afureta lefahat hula 'tomon harrihai isi huna: ahosiere, Simone (alla anya 'to Petro,) iko illanyi Andrea; Yakobo iko illanyi Yoane, lonyirok Sebedeyo; 
MAT.10.3	Filipo, Bartolomeyo, Tomaso, Matteyo eddudduhani musuru, Yakobo lonyi Alfeyo, Tadeyo, 
MAT.10.4	Simone Aselotanani
MAT.10.5	Ifak nyia Yesu aati hula 'tomon harrihai hulia, ette iramana isi jiojio, “Hèfuatta ifauhien Lufajak, buo fe hèjiŋana obo abore gala waati Samaria. 
MAT.10.6	Ati ifuatta jio aati Israele hulla arai 'to ihuo akioro hunno olitohini 'to. 
MAT.10.7	Ifuatta, ittittoyete jiojio, ‘Iliaha Olobie ettedou attuna.’ 
MAT.10.8	Itaŋidarata aŋuak, itubuhuna ayaak, italiboroto aati hullo owoni 'to iko eŋuati belelio, buo fe ifuhara aminiaŋa addi. Ihuo ifuotuna nyia itai asai isiatta buo fe asai. 
MAT.10.9	Hèlutotti omuk agurusi iloboni hatai. 
MAT.10.10	Elle ifuatta itai, hèyatti edee hèmimojok, ara duadi bu agamisi arrihai, kuyya amuha, kuyya atelehi; nyio, osiru jio egiamani ifuotuniere aŋiyo honyi. 
MAT.10.11	Elle ijiŋana itai obo abore gala, kuyya obo amiji, ottifieuna atulo ollo oremik 'to ifuotuna itai. Itoŋoti ikonyi many idiahatti itai amaji nyia. 
MAT.10.12	Elle ijiŋana itai obo ahaŋ, ijiatta, ‘Hatawana nelik taji jihatai.’ 
MAT.10.13	Elle ifuotuni aati ahaŋ nyia itai, ijiara efonya hatai ono nelik taji hatawana diya; buo alla abeŋi isi ifuotuni itai, ijiara inyi hotocohunie jihatai. 
MAT.10.14	Buo elle iha obo ahaŋ kuyya abore gala efuotuna itai, kuyya etaniŋio jihatai, idiahatti amaji ania, ipipuahara attuduha to hejek hatai. 
MAT.10.15	Ahode, eramak ni jihatai jio, Iholoŋ ono Aŋocio Hiram, obolo adi amehino Hollum jio Sodom iko Gomora agalik amehino honyi jio abore gala ania.
MAT.10.17	Ihumata mijio, owoni adi aati hullo ofuonni 'to iniafaru itai ilokikoi. Ofodohie adi is itai ihasik imojiti. 
MAT.10.18	Te eram hoŋ, ipihoroi adi itai ihosiere mondiri iko hobuok iramaniere Asayyo Ayijok jihosi iko jio Alufajak. 
MAT.10.19	Elle ipihoroi isi itai ilokikoi, hèlafuhoti anyio adi enne ifuatta itai ikiana kuyya ifuatta adi itai ikiana aŋai? Nyio, ta asaa nyia, iramani adi jihatai anyio enne ifuatta itai ikiana. 
MAT.10.20	Nyio, obiaŋara adi itai ikianati ta ahuattek hatai; ati, Oloholio olo Monyatai adi ikiana te etuhe hatai. 
MAT.10.21	Itinefuni adi ellarak illarak oŋida ottohori, buo fe monyie itinefuni aduri hosi oŋida ottohori. Oyitonie adi aduri esiok hosi, ette itattohoro. 
MAT.10.22	Oliwarik adi aati 'daŋ itai te eram hoŋ; ati italuahuno adi lia ollo odihu 'to many isidi. 
MAT.10.23	Elle ittigemie itai jio obo abore gala, ofuhoti jio obo hama. Nyio, eramak ni itai hode jio, ibiaŋata adi itai ituhonia egiama hatai jio aborejin gala hutto Israele hobeŋ Lonyi Tulo ottu. 
MAT.10.24	Obeŋ obo eyiyanani agalik ettiyanani honyi, buo fe obo egiamani obeŋ agalik elettok. 
MAT.10.25	Oremik jio eyiyanani irari ihuo ettiyanani honyi, buo fe egiamani irari ihuo elettok honyi. Elle ifurani isi amonye haŋ Belsebul, ifurani adi buo fe aati hutta haŋ honyi afureta hunno orrohoji 'to bebe.
MAT.10.27	Erre hunne eramak ni jihatai te edumele, inyiahata luŋa iramuna alla afaŋ; buo fe erre hunne itaniŋuna itai ahahayai, itawoloŋoto to sihidihien hasik. 
MAT.10.28	Hèbaŋata attok huan buo ittallihi ittohoro oloholio. Ati abaŋata Hollum ollo oremik 'to itamuhina ahuan iko oloholio 'daŋ Iferno. 
MAT.10.29	Obeŋi soho inyiaŋai olodili arrihai ta amillim? Ati obeŋ obo olodil okuahino ifau alla abeŋ Monyatai awak. 
MAT.10.30	Ara duadi bu oofir hutto hossi hatai, iheni isi 'daŋ. 
MAT.10.31	Tania, hèbaŋata, nyio, agalik ayiji hatai ono olodili arriai.
MAT.10.32	“Lia, elle iruhok 'to ani to hosiere waati, eruhok adi buo fe ni inyi to hosiere Monyoŋ ettedou. 
MAT.10.33	Ati lia, ollo orisa 'to ani to hosiere waati, arisa adi buo fe ni inyi to hosiere Monyoŋ ettedou.
MAT.10.34	“Hègigiloti jio attu ni iyaŋuniere nelik ifau. Abeŋ nyia ni attu iyaŋuniere nelik fau, ati eyaŋuno ni afere. 
MAT.10.35	Attu ni italiwahiniere lonyi iko monye, buo ŋarri iko honye, buo hamoni iko hamoni; 
MAT.10.36	Arai adi aati hutta haŋ hatai amiorok hoi.
MAT.10.37	“Lia, ollo omuno 'to monyonyi kuyya honyonyi agalik onno omunori inyi ani, obeŋ osiru ahejifani hoŋ; buo fe ollo omuno 'to lonyi kuyya ŋarri agalik onno omunori inyi ani, obeŋ osiru ahejifani hoŋ. 
MAT.10.38	Lia, ollo obeŋ 'to olor akruce honyi ette ijifuno ani, obeŋ inyi osiru ahejifani hoŋ. 
MAT.10.39	Lia, alla awak 'to italuahuna nesu honyi, italitohi adi inyi, buo fe lia, elle italitohi 'to nesu honyi te eram hoŋ, italuahu adi inyi.
MAT.10.41	Lia, elle ifuotu 'to ekianani Hollum nyio ara inyi ahekianani Hollum, ifuotu adi inyi esiorio ono ekianani Hollum. Buo fe lia, elle ifuotu 'to oloyijio ta arahan honyi oloyijio, ifuotu adi esiorio arabotie iko oloyijio. 
MAT.10.42	Ahode, eramak ni itai jio, lia elle isio 'to omuk aari amatat hunne ilihi 'to jio obo olofiaha tehiji hejifak hoŋ hulo nyio, ara inyi ahejifani hoŋ, obeŋ adi esiorio honyi opuak.
MAT.11.1	Ninyia atuhok Yesu eramana ettiyenita hunia jio lejifak honyi hula 'tomon harrihai, ette inyi idiaharu amaji nyia, ette leten ittiyenio buo fe ittittoyo iborejin gala hunnomuk hutto Yudea.
MAT.11.2	Ninyia itaniŋu Yoane Etifuotini Batisimo to babus erre hunyia ihanio Kristo, ette inyi ifahina omuk lejifak honyi, 
MAT.11.3	ifiyere inyi jiojio, “Eramak hohoi, iyye soho alia linyia ojio Yoane jio olo adi ittuna, kuyya etila 'tadi hohoi obo atulo hama?”
MAT.11.4	Itarraŋ nyia Yesu jihosi, “Acahatti, ifuatta iramana Yoane erre hunne itaniŋuna itai buo fe igonyuna: 
MAT.11.5	amijie aŋodok, adahai aŋurak, italibori aati hullo owoni 'to iko 
MAT.11.6	Hotomunohi hia hullo obeŋi 'to okuayai eram hoŋ.”
MAT.11.7	Ninyia acaharai lejifak Yoane, ette Yesu ikiana jio eluluŋ waati te eram Yoane jio: “To ninyia ifuatti itai jio Yoane ihidiofo, iwahata nyia itai igonyuna anyio? Afarawati onno ohucio oyyami? 
MAT.11.8	Ifuatta nyia itai imijio anyio? Atulo elle ihum 'to iŋata? Aati hulla aŋatai 'to ihuo nyia, itoŋoi ihaŋitek hobuok! 
MAT.11.9	Eramana ani, ifuatta nyia itai imijio anyio? Ekianani Hollum? Aafe hode, ati igonyuna itai atulo alla agalik 'to ekianani Hollum. 
MAT.11.10	Yoane ollo ojio abuk Hollum jiojio, ‘Ojio Hollum, efak adi ni eyani sayyo hoŋ to osiere hoi, oŋida ihuhumak ekoi hoi.’ 
MAT.11.11	Hode, eramak ni itai jio, jio aati hutta fau 'daŋ, hobeŋ obo odetuno alla agalik Yoane etifuotoni Batisimo. Ati Ilobie ettedou, inyiak atulo asai igalihina Yoane. 
MAT.11.12	Itterio jio oŋitek hunyia ittittoyere Yoane etifuotoni Batisimo many iko ahana, ittigemie Olobie ettedou onno orroho, buo aŋerejak awahi ihoruna inyi ta agolon. 
MAT.11.13	Many to oŋitek huno Yoane, ikianai nyia ekianak Hollum iko efahita Mose 'daŋ te eram ono Nolobie. 
MAT.11.14	Buo elle iruhoto itai eram ania, ara Yoane luŋa Elija inyia ojiori ottu adi. 
MAT.11.15	Itayiriete, ollo owoni ayyaha jihatai!
MAT.11.16	“Etarrijohi adi ni aati hula ahana iko anyio? Arai isi ihuo aduri hulla abalai 'to isuk buo illilloŋoi ahuattek hosi jiojio, 
MAT.11.17	‘Ehutak hohoi aatar jihatai, ati ibiaŋata itai ihiati. Edol hohoi afureta tuari buo itai ibiaŋata iyyooti!’ 
MAT.11.18	Ottu nyia Yoane ollo oferutta buo fe obeŋ amata afino, buo isi ojiori, ‘Owon inyi iko aminiaŋati!’ 
MAT.11.19	Ninyia attu Lonyi Tulo ollo oŋiyo buo fe amata, buo fe isi 'daŋ ojiori, ‘Ike imijata atulo alia, ara alaŋaru buo fe aharumani, amotte hèddudduhak musuru iko eyyak!’ Ati omijani aati jio obisi ofioro Hollum te erre hunne ihanie to ofioro honyi.”
MAT.11.20	Attati Yesu ikiana onno ogol jio aati hutto borejin gala hunyia ihaniere inyi eduariti honyi arriai, nyio obeŋi nyia isi idehini eyyata hosi, ette iŋerejianio jihosi ette jiaran, 
MAT.11.21	“Orroho adi bebe jihoye Korasin! Orroho adi bebe jihoye Besseyida, nyio hara nyia ihanie eduariti, hunyia ihanie jihatai, iborejin gala Taya iko Sidon, ŋa nyia isi idehini eyyata hosi berien, ette iyyafana asuwali buo fe opuri ahuattek te enuara itahutaniere jio eha isi eyyata hosi! 
MAT.11.22	Ati, eramak ni itai jio, to Oloŋ ono Aŋocio Hiram, obolo adi amehino Hollum jio Taya iko Sidon agalik amehino honyi jihatai. 
MAT.11.23	Buo jihoye Kapernaum! Iwak iyye ikaf ahuan hoi many idou? Ati ibirori adi iyye many Imaji Hayak! Hara nyia ihanie eduariti hunyia ihanie jihoi, ibore gala Sodom, ŋaduo inyi hodulo many iko ahana. 
MAT.11.24	Ati eramak ni itai jio, Iholoŋ ono Aŋocio Hiram, obolo adi amehino Hollum jio Sodom agalik amehino honyi jihoi!”
MAT.11.25	Teya, ette Yesu jiaran, “Monye, Lamonye olo edou iko olo afau! Ajio ni jihoi humo te edimana hoi erre hunia jio alofiorojok iko jio hulle iheni 'to, buo iyye itte itahutana jio aati asai. 
MAT.11.26	Aafe, Monye, ara inyi ihuo iwak nyia iyye.
MAT.11.28	“Ifuanna jihoŋ, itai 'daŋ hulle ifutoti 'to iko egemita hunno oddiŋi 'to, esio adi ni itai ayiri. 
MAT.11.29	Atarana eyeni hoŋ, ittiyenuna jihoŋ; nyio anyalam ni buo fe atua hoŋ obi. Tania, inyurana adi itai ayiri. 
MAT.11.30	Nyio, ofiaha eyeni enne esio ni jihatai, buo fe egemita hunne esio adi ni jihatai itawahai.”
MAT.12.1	Ojio ihalu kai, ababalaru nyia Yesu totto tua matta to oloŋ Sabatto.
MAT.12.2	Ninyia igonyuni 
MAT.12.3	Itarraŋ nyia Yesu isi ojio, “Hèbiaŋata itai ihenuna erre hunyia ihan Dafide iko aati honyi, ninyia aniamai isi? 
MAT.12.4	Ojiŋak nyia inyi ihaji Hollum, ette inyi iko aati honyi iŋiyo emunio hunyia isiori jio Hollum. Itihotie nyia efahita isi iŋiyere emunio hua arari fe ehumak hama oŋiyei isi. 
MAT.12.5	Kuyya hèbiaŋata buo fe itai ihenuna to tua ifahita huno Mose jio, itafayacie ehumak efahita to oloŋ Sabatto, te egiama hosi itua Haji emojit enne ittokon, ati, obeŋi isi owoni iko epali. 
