MAT.1.1	Jiꞌi sen kuachrjenixin ndo Jesucristo. Jeꞌe ndo kuachrjenixin ndo, ndo David ko ndo Abraham.
MAT.5.36	Ko kaxon juaꞌi tsakéexinnta jáanta ko nduaxinꞌa sincheꞌenta ti ndachronta, ixi jaꞌanta chondaꞌinta juachaxin xrondachronta ixi naa xrajaanta tsontjúá xra o̱ tsontie xra. 
MAT.5.37	Méxin nchakon xrondachronta jaán, jaán tsonꞌen, o̱ siá xrondachronta naꞌi, naꞌi tsonꞌen ixi kain ti ícha xronichjanta, meꞌe nchekateyanta Xixronꞌanxrée.
MAT.5.38	’Ó kuinꞌennta ixi kuandachro sen saꞌó siá kuandeꞌena ito̱n ikonnta, jaꞌanta kaxon tandeꞌenta ito̱n ikon na̱. Ko siá ito̱n kuantsjexin na̱ nenonta, jaꞌanta kaxon tandeꞌenta ito̱n neno na̱. 
MAT.5.39	Ko janꞌan ndachrja̱n te̱to̱koꞌinta ni ñaꞌi, ko siá xrojan ni meꞌe tsandeꞌe na̱ itja na̱ ngaya ikonnta, ndatsjonxin jian, takéenta ti ndatsjonxin ikjon kaxon. 
MAT.5.40	Siá xrojan ni ñaꞌi tsichro na̱ ijie̱ ixi tjaun na̱ tsantsjaꞌanta na̱ camisaanta, tájonnta kaxon chamaranta. 
MAT.5.41	Ko siá xrojan ni tjaun tsamanta ti iye jitikao na̱ naa kilómetro, jaꞌanta tikuꞌunta yuu kilómetro. 
MAT.5.42	Siá xrojan ni tsjanchakaꞌa ngajinnta, chje̱ꞌénta na̱, ko siá xrojan ngisen tjaun sinchekjennta na̱ xrojan ngeꞌe, tájonnta.
MAT.5.43	’Ó kuinꞌennta kaxon ti kuandachro sen: “Tjueꞌenta ni tjuaꞌanta ko ningakonꞌennta ni ningakonꞌannta.” 
MAT.5.44	Ko janꞌan ntatjunta ixi tjueꞌenta ni ningakonꞌannta, ko ndachenta ndo Dio sinchenchaon
MAT.5.45	Meꞌe jaꞌanta xrokjannta chjenꞌen Ndotáina jii ngajní, ndo tetuanꞌan tsachrje chjiixro ngataꞌa ni titikaon ndo ko ngataꞌa ni ñaꞌi, ko kaxon nchekania ndo ichrin ngataꞌa ni jian ncheꞌe ko ni ndakoꞌa ncheꞌe. 
MAT.5.46	Siá jaꞌanta jeꞌo tjueꞌenta ngisen tjuaꞌanta, ¿ngeꞌe tsjachanta ixi meꞌe? Ixi ni tjejo tomi neꞌe xi tetuanꞌan jaña ncheꞌe na̱ kaxon. 
MAT.5.47	Siá jeꞌo jian nichjeꞌenta sen kichuunta, ¿á jian rincheꞌenta, richronta? Jaña ncheꞌe ni chúxinꞌa ndo Dio kaxon. 
MAT.5.48	Méxin tsango jian ko ndako ncheꞌenta kain ngeꞌe xranchi Ndotánta jii ngajní, jian ncheꞌe jeꞌe ndo ko jian ndo.
MAT.6.2	Méxin nchakon tsingijnanta naa ni nóa, ndacheꞌanta ikaxin chujni ngeꞌe juincheꞌenta. Ncheꞌanta xranchi ncheꞌe ni tjako inaa ikon. Nchakon ste na̱ ngaya chaꞌo o̱ niꞌngo, tingijna na̱ ni nóa ixi tjaun na̱ tsikon chujni ngeꞌe ncheꞌe na̱ ixi jaña xrondachro chujni ixi tsango jian jeꞌe na̱. Ko janꞌan ndachrja̱n ixi ni meꞌe ó kuayéꞌe na̱ ti tikinixinꞌen na̱. 
MAT.6.3	Ko jaꞌanta nchakon tsingijnanta naa ni nóa, imao ncheꞌenta, ko sen ícha tjentonta tsonoeꞌa sen. 
MAT.6.4	Imao tingijnanta ni nóa ko ndotánta jii ngajní, ndo tsjeꞌe ngeꞌe ncheꞌenta imao, jeꞌe ndo tsajon ndo ngeꞌe tsjachanta ixi ti jian juincheꞌenta.
MAT.6.6	Ko jaꞌanta nchakon xronichjeꞌenta ndo Dio, tixinꞌinnta ndointa, tijeꞌe̱nta nta̱chja ko ntiꞌa nichjeꞌenta ndo imao. Ko jeꞌe ndo ó jitsjeꞌe ndo ngeꞌe ncheꞌenta imao ko jeꞌe ndo tsajon ndo ngeꞌe jian tsayeꞌenta.
MAT.6.7	’Ko nchakon nichjeꞌenta ndo Dio, nichjaꞌinta xrajeꞌo ko xrajeꞌo chijni, xranchi ncheꞌe ni chúxinꞌa ndo Dio, ixi jeꞌe na̱ xraxaon na̱ ixi siá itsjé xronichja na̱, meꞌe tsinꞌen ndo Dio. 
MAT.6.8	Jaꞌanta nichjaꞌinta xranchi ncheꞌe jeꞌe na̱ ixi Ndotánta ó noꞌe ndo ngeꞌe xrokondaꞌanta maski xratjancheꞌanta ndo. 
MAT.6.9	Jaꞌanta jaꞌin nichjeꞌenta ndo Dio:
MAT.6.9	Ndotána, jaꞌanta ritjennta ngajní, tsango tjúá jaꞌanta.
MAT.6.10	Janꞌanna tjaꞌonna tsjiꞌinta tsetuanꞌannta ngataꞌa nunte ntiꞌi
MAT.6.10	ko tsonꞌen xranchi xrondachro jaꞌanta ngataꞌa nunte ntiꞌi,
MAT.6.10	jaña kaxon tsonꞌen ngajní.
MAT.6.11	Tájonnta nutja sinena jai.
MAT.6.12	Ko jaꞌanta ncheméꞌenta kain ti ndakoꞌa juintaꞌana xranchi janꞌanna ntamáꞌana ngaya aséena̱na ti ndakoꞌa juinchena̱na ikaxin chujni.
MAT.6.13	Tintueꞌanta ixi ti ndakoꞌa sintaꞌana,
MAT.6.13	ko tájonꞌanta juachaxin ixi xrojan ngeꞌe sinchena̱na Xixronꞌanxrée
MAT.6.13	ixi jaꞌanta tituanꞌannta kain ngeꞌe ko chondanta ijié juachaxin kain nchakon.
MAT.6.13	Jaña tsonꞌen.
MAT.6.15	Ko siá jaꞌanta sincheméꞌanta ngaya asáanta ti ndakoꞌa juintaꞌanta na̱, kaxon Ndotánta jii ngajní sincheméꞌa ndo ti ndakoꞌa juincheꞌenta.
MAT.6.16	’Jaꞌanta nchakon sinchekatse ñaonta jinta, ncheꞌanta xranchi ncheꞌe ni tjako yuu ikon, ixi jeꞌe na̱ juichenchíín ikon na̱, meꞌe jaña tsikon chujni ixi jeꞌe na̱ jinchekatse ñao na̱ jinta. Janꞌan nduaxin ntatjunta ixi ni meꞌe ó kuayéꞌe na̱ ti tikinixinꞌen na̱. 
MAT.6.17	Jaꞌanta nchakon rinchekatse ñaonta jinta, néma ikonnta ko jian tonchjiannta 
MAT.6.18	ixi jaña tsonoeꞌa chujni ixi jaꞌanta rinchekatse ñaonta jinta. Jeꞌo Ndotánta jii ngajní tsonoꞌe ndo, ko jeꞌe ndo jitsjeꞌe ndo ti imao rincheꞌenta, jeꞌe ndo tsajon ndo naa ngeꞌe tsjachanta.
MAT.6.20	Cháña ngajní tasintjanta kain ti tjintee ixi ntiꞌa kuchi̱i xroꞌan ncheꞌe ba, ko ntiꞌa xroꞌan ngeꞌe itjo, ko xicheꞌe juaꞌi tse̱e xa. 
MAT.6.21	Ixi ti no jii ti tsango tjintee chondanta, ntiꞌa tsakeꞌe asáanta kaxon.
MAT.6.22	’Ikonnta meꞌe nchengasáñaꞌanta. Méxin, siá jian ikonnta, jian tsingasáña nchijíi jaꞌanta. 
MAT.6.23	Ko siá ikonnta jeꞌa jian, kaxon nchijíi jaꞌanta naxixeꞌe tsakeꞌenta. Ko siá xroꞌi chondanta jeꞌa xroꞌi jian tingasáña, tsango naxixeꞌe tsakeꞌenta.
MAT.6.24	’Xroꞌan ngisen jian sincheꞌe ixra̱ ngajin yuu nchée; xroningakonꞌen sen naa nchée sen o̱ xrotjueꞌe sen inaa nchée sen, kaxon tsango jian sincheꞌe sen ixra̱ ngajin naa nchée sen ko ngajin inaa nchée sen, naꞌi. Juaꞌi sincheꞌeni ixra̱ ngajin ndo Dio ko xrotjueꞌeni tomi.
MAT.6.25	’Janꞌan ntatjunta: Taꞌinta juachjaon ixi ngeꞌe sintenta o̱ ngeꞌe tsiꞌinta o̱ ngeꞌe tsaritsiinta. ¿Á ícha tjintee ngeꞌe ti sintenta ixi ti chondanta juachaxin tsaricho̱nnta? Xraxaonnta ixi ícha tjintee asáanta ko ti chondanta juachaxin tsaricho̱nnta ixi ti tsaritsiinta ko ti sintenta. 
MAT.6.26	Tsjeꞌenta kuxe, jeꞌe ba tengaꞌi ba ko tandáꞌi ba ko tatsinꞌa ba ti sine ba, ko Ndotáina jii ngajní tajon ndo ngeꞌe sine ba. Ko jaꞌanta ícha tjinteenta ixi naa kuxe. 
MAT.6.27	¿Ko ngixeꞌi jaꞌanta ixi tsango taanta juachjaon, á meꞌe ícha tsojinenta xranchi ngusinexin naa metro?
MAT.6.28	’¿Ko sonda tsango taanta juachjaon ixi ngeꞌe tsaritsiinta? Tsjeꞌenta xranchi tangi itsjo. Itsjo meꞌe ncheꞌa tsjo ixra̱ ko tjaunꞌa tsjo manta, 
MAT.6.29	ko janꞌan ntatjunta ixi xi rey Salomón, xi kuachónda tsango itsjé ngeꞌe, kuitsaꞌi xa xranchi itsjo meꞌe. 
MAT.6.30	Ko siá ndo Dio jaña nchekitsáa ndo ika, ka jai jichón, ko ndúya xroche ka ngaya itja̱, ¿xranchi sinchekitsáꞌinta ndo Dio jaꞌanta ti chuntiaꞌinta ndo? 
MAT.6.31	Méxin, taꞌinta juachjaon, ko ndachroꞌanta ixi ngeꞌe sintenta o̱ ngeꞌe tsiꞌinta o̱ ngeꞌe tsaritsiinta, 
MAT.6.32	ixi chujni chúxinꞌa ndo Dio tsango taa na̱ juachjaon ixi meꞌe. Ko Ndotáina jii ngajní, jeꞌe ndo ó noꞌe ndo ngeꞌe xrokondaꞌanta. 
MAT.6.33	Saꞌó tjéenta juachaxien ndo Dio ko ncheꞌenta ti jian, ko tjumeꞌe jeꞌe ndo tsajon ndo kain ngeꞌe xrokondaꞌanta. 
MAT.6.34	Ko taꞌinta juachjaon ngeꞌe tsonꞌen ndúya ixi nchakon ndúya, nchakon meꞌe noaꞌinta ngeꞌe juachjaon tsikaꞌo.
MAT.7.1	’Tjankataꞌinta ijie̱ ngajin ikaxin chujni ixi jaña ndo Dio kaxon tsjangataꞌinta ndo ijie̱. 
MAT.7.2	*Ndo Dio tsjankataꞌa ndo ijie̱ ngajinnta xranchi jaꞌanta tsjankataꞌanta ijie̱ ngajin ikaxin chujni. Ko xranchi sincheꞌe jaꞌanta jaña kaxon ndo Dio sincheꞌe ndo ngajinnta. 
MAT.7.3	Jaꞌanta tikonnta naa xineno jingi ikon sen kichuunta ko tikonꞌanta naa nta̱siji jingi ikonnta. 
MAT.7.4	Ko siá jaꞌanta chondanta naa nta̱siji jingi ikonnta, ¿xranchi xrondachenta sen kichuunta ixi jaꞌanta tsantsjengínta xineno jingi ikon sen? 
MAT.7.5	Jaꞌanta ti yuu ikonnta nichjakuanta, saꞌó tantsjenginta nta̱siji jingi ikonnta ko tjumeꞌe chao tsikonnta tsantsjengínta xineno jingi ikon sen kichuunta.
MAT.7.6	’Chjeꞌanta kunia kain ti tjúá tikinixinꞌen ndo Dio ixi ba̱ xrokjan ba ngajinnta ko sinaꞌanta ba ko naatsóñaxónnta ba. Kaxon chjeꞌanta kuchinga ixro tjintee ndatinꞌin perla ixi ba̱ tsingatjangi ba ixro.
MAT.7.7	’Tjanchianta ko ndo Dio xrotjáanta ndo ngeꞌe tjaunnta. Tjéenta ko tsinchíinta. Tinganta nta̱chja ko xroxitjeꞌe nta̱chja. 
MAT.7.8	Ixi ngisen tjanchia, tayéꞌe sen, ko ngisen tjée, titja sen, ko ngisen tinga nta̱chja, xitjeꞌe̱ nta̱chja.
MAT.7.9	’¿Á xrojan jaꞌanta, xrochjeꞌénta chjanꞌanta naa ixro sine xjan, siá jitjanchia xjan naa nutja? 
MAT.7.10	O̱, ¿xrochjeꞌénta xjan naa kunchee sine xjan, siá juanchiaꞌanta xjan naa kuchee̱? 
MAT.7.11	Ko jaꞌanta ñaꞌinta, ko noꞌanta chje̱ꞌénta chjanꞌanta ngeꞌe ti jian, Ndotáina jii ngajní ícha jian ndo, ko jeꞌe ndo tsajon ndo ngeꞌe ícha jian tsayéꞌe sen tjanchia ngajin ndo.
MAT.7.13	’Tixixinnta nta̱chja ijno. Ixi nta̱chja ko chaꞌo tsitjáñaxin chujni, yui meꞌe tsango ito̱n ko kueya chujni ntiꞌa tixixin na̱. 
MAT.7.14	Nta̱chja ko chaꞌo tixixinni ngajní, meꞌe tsango ijno ko tsjéꞌa sen tixixin nta̱chja meꞌe.
MAT.7.15	’Tsjeꞌenta jian ixi kueya ni ndachro ixi jeꞌe na̱ nichja na̱ chijnie ndo Dio ko nduaxinꞌa. Jeꞌe na̱ tetsáa na̱ xranchi naa kutuchjon, ko ngaya aséen na̱ ncheꞌe na̱ xranchi naa kundanixra tsango jieꞌe. 
MAT.7.16	Jaꞌanta jaiko tsichuxinnta na̱ ixi ti ngeꞌe ncheꞌe na̱, xranchi nta̱chaꞌa juaꞌi tajon nta̱a̱ tu uva o̱ tu higo. 
MAT.7.17	Méxin, kain nta̱a̱ jian tajon nta̱a̱ itu jian, ko nta̱a̱ jeꞌa jian tajon nta̱a̱ itu xroꞌan xrée. 
MAT.7.18	Naa nta̱a̱ jian, nta̱a̱ meꞌe juaꞌi tsajon nta̱a̱ itu xroꞌan xrée, ko nta̱a̱ jeꞌa jian, nta̱a̱ meꞌe juaꞌi tsajon nta̱a̱ itu jian. 
MAT.7.19	*Kain nta̱a̱ tajon itu xroꞌan xrée xrokonda xrochrijin nta̱a̱ ko xroche nta̱a̱. 
MAT.7.20	*Ko jaña tsichuxinnta chujni kaxon ixi ti ngeꞌe ncheꞌe chujni.
MAT.7.21	’Kainꞌa ni xrondachro: “Jaꞌanta, Nchána”, tsixinꞌin na̱ ti tetuanꞌan ndo Dio. Jeꞌo sen titikaon ti tetuanꞌan Ndotána jii ngajní, tsixinꞌin sen ntiꞌa. 
MAT.7.22	Nchakon tsi̱i̱ ti tetuanꞌan ndo Dio, itsjé sen xrondachro sen: “Nchána, Nchána, janꞌanna nichjaxinna nombreanta ko nombreanta kuantsjexinna espíritue Xixronꞌanxrée ko nombreanta juintaxinna kueya ixra̱ ijié.” 
MAT.7.23	Ko tjumeꞌe ndo Jesús xrondache ndo sen: “Janꞌan chuxinꞌanta, ndáꞌa itjinta, jaꞌanta ti juincheꞌanta ti ndako.”
MAT.7.24	’Méxin ngisen tinꞌen ko titikaon ngeꞌe ndachrja̱n, sen meꞌe ste sen xranchi naa xi xraxaon jian ixi juinchekonchjian xa ndoꞌa xa ngataꞌa itjao
MAT.7.25	Kuania ichrin, ko koyeé inda tsaaka, ko soji kui̱i̱ chrinto ngataꞌa nchia meꞌe, ko kuitsingaꞌi nchia ixi ngataꞌa ixro soji jitaꞌa nchia. 
MAT.7.26	Ko ngisen tinꞌen ngeꞌe ndachrja̱n ko titikaonꞌa na̱ sen, sen meꞌe ncheꞌe sen xranchi naa xi ninta ixi juinchekonchjian ndoꞌa xa ti jii nchese. 
MAT.7.27	Ko tjumeꞌe kui̱i̱ ichrin ko koyeé inda tsaaka, ko kui̱i̱ chrinto ngataꞌa nchia meꞌe; méxin kuitsinga nchia, ko tsango ijié juachjaon konꞌen ixi ngataꞌa nchese juinchekonchjian xa nchia.
MAT.7.29	ixi juako ndo xranchi naa ngisen tsango ijié tituanꞌan ko juakoꞌa ndo xranchi ni tjako ley.
MAT.8.1	Hora xingajinxin ndo Jesús ijna̱, itsjé chujni ruéꞌe na̱ ndo. 
MAT.8.2	Ko konchjiñeꞌe naa xi niꞌe chónda xa ichin lepra ko bakeꞌexin ntatuchiꞌin xa ngajin ndo Jesús ko ndachro xa:
MAT.8.2	―Nchána, siá tjaunnta chao sinchexruananinta ―ichro xa.
MAT.8.3	Ko tjumeꞌe ndo Jesús ba̱ke̱ꞌe̱ itja ndo ngataꞌa xa ko ndachro ndo:
MAT.8.3	―Jaán tjaꞌon. Jai tsachrjaꞌa ichin jiꞌin.
MAT.8.3	Ko juexin ndachro ndo jaña, jeꞌe xa tuinxin kuachrjeꞌe xa ichin meꞌe.
MAT.8.4	Ko ndo Jesús ndache ndo xa:
MAT.8.4	―Xroꞌan ngisen tekiꞌé jiꞌin. Jeꞌo itjia ngajin xitaana ko tájuan juasiaa xranchi tsiketuanꞌan ndo Moisés ixi jaña tsonoꞌe xitaana ixi ó koxruanꞌan.
MAT.8.5	Nchakon kuixinꞌin ndo Jesús tjajna Capernaum, konchjiñeꞌe naa xi capitán neꞌe Roma ko kuinóatée xa, ko jaꞌin ndachro xa:
MAT.8.6	―Nchána, nía jii naa chán nchexra̱na ko jeꞌe chán níexin chán ichin juaꞌi tontengini ko tsango tiín chán.
MAT.8.7	Meꞌe ndo Jesús juatingíexin ndo:
MAT.8.7	―Janꞌan itsji sintaxruanꞌan chán.
MAT.8.8	Ko xi capitán juatingíexin xa:
MAT.8.8	―Naꞌi, Nchána, janꞌan tikinixinnaꞌi tsixinꞌinnta nía. Jaꞌanta jeꞌo tetuenꞌennta ichin tsachrje ichin, ko jeꞌe chán tsoxruenꞌen chán. 
MAT.8.9	Janꞌan kaxon chonda ngisen tetuanna ko kaxon janꞌan chonda xi soldado tetuanꞌan. Nchakon janꞌan tetuanꞌan naa xi soldado ixi itsji xa xrojan no, jeꞌe xa titikaon xa. Ko janꞌan tetuanꞌan inaa xa tsi̱i̱ xa ndaꞌi, ko jeꞌe xa ti̱i̱ xa. Ko kaxon tetuanꞌan xi nchexra̱na xrojan ngeꞌe sincheꞌe xa, ko jeꞌe xa ncheꞌe xa ti ndachrja̱n.
MAT.8.10	Ko kuinꞌen ndo Jesús ngeꞌe ndachro xi capitán, tsango juincheꞌe ndo juaxruxin ngeꞌe chro xa, ko ndache ndo chujni steruéꞌe:
MAT.8.10	―Nduaxin xrontatjunta ixi xroꞌan ngisen nchijíi nunte Israel kui̱nꞌa̱n jaꞌin nichja ko tsango chuntia xranchi xi jiꞌi. 
MAT.8.11	*Janꞌan ntatjunta ixi tsi̱i̱ kueya chujni, ni tsi̱ꞌxi̱n chjuya ko ni tsi̱ꞌxi̱n retuya sinekaꞌo na̱ ndo Abraham ko ndo Isaac ko ndo Jacob ti jii nchia tetuanꞌan ndo Dio ngajní. 
MAT.8.12	*Ko kueya sen tikinixinꞌen xrobakeꞌe sen nchia ti tetuanꞌan ndo Dio, sen meꞌe tsachrjexin sen ntiꞌa, ko nduja tsakeꞌe sen ti naxixeꞌe ko ntiꞌa xrotsjanga sen ko tse̱to̱ neno sen ixi tsango xroxronka sen.
MAT.8.13	Tjumeꞌe ndo Jesús ndache ndo xi capitán:
MAT.8.13	―Itjia ndúya, ko tsonꞌen xranchi jaꞌa kuitikaoan.
MAT.8.13	Ko chán nchexrée xi capitán hora meꞌe koxruenꞌen chán.
MAT.8.14	Ndo Jesús ikjui ndo ndoꞌa ndo Pedro ko ntiꞌa bikon ndo janchée ndo Pedro jitsinga jan ko tsango yaa jan súa. 
MAT.8.15	Meꞌe ndo Jesús itsé ndo itja jan ko tuinxin kuachrjeꞌe jan súa, ko jaiko bingatjen jan juinchekonchjian jan ngeꞌe sine sen.
MAT.8.16	Ko tiie meꞌe bikaoꞌe na̱ ndo Jesús kueya chujni chónda espíritue xi ñaꞌi ko jeꞌe ndo naáko chijni nichja ndo ko tuinxin kuachrjeꞌe na̱ espíritue xi ñaꞌi, ko kaxon juinchexruenꞌen ndo ikaxin ni niꞌe. 
MAT.8.17	Jiꞌi konꞌen ixi jaña tsichronga ndo Isaías chijnie ndo Dio ó sée: “Jeꞌe ndo kuama ndo ichin chondana ko jeꞌe ndo kuama ndo ti tiínna ko ti sojiꞌana.”
MAT.8.18	Hora bikon ndo Jesús ixi kueya chujni xejo ngandajin ndo, kuetuanꞌan ndo ixi tsatsingatuꞌe sen ndalago. 
MAT.8.19	Ko naa xi tjako ley kuetuanꞌan ndo Dio konchjiñeꞌe xa ngajin ndo Jesús ko ndachro xa:
MAT.8.19	―Maestro, janꞌan tjaꞌon xroruaꞌanta ko itsji ti no itsjinta.
MAT.8.20	Ko juatingíexin ndo Jesús ko ndachro ndo:
MAT.8.20	―Kutuunta chónda ba itjao̱
MAT.8.21	Ko naa sen chrikao ndo, ndachro sen:
MAT.8.21	―Nchána, chjánanta juachaxin tsjabaja ndotána.
MAT.8.22	Ko ndo Jesús juatingíexin ndo:
MAT.8.22	―Tuinxin ruaꞌna̱na jaꞌa. Tintuꞌé ni tsikenꞌen tsjabaa kichuu na̱.
MAT.8.23	Ndo Jesús kuixinꞌin ndo nta̱barco ko sen teyuu chrikao ndo kaxon kuixinꞌin sen. 
MAT.8.24	Kuania ichrin ko kui̱i̱ naa chrinto tsango soji ko ndachaon tsango soji jamangitaon nda. Ko ndo Jesús jijua ndo. 
MAT.8.25	Tjumeꞌe sen teyuu chrikao ndo Jesús ikjui sen juinchexingameꞌe sen ndo ko ndachro sen:
MAT.8.25	―Nchána, tingijnaninta ixi xrojamangi nta̱barco.
MAT.8.26	Ko jeꞌe ndo ndachro ndo:
MAT.8.26	―¿Sonda stexronkanta, jaꞌanta? ¿Á chuntiaꞌinta ndo Dio?
MAT.8.26	Tjumeꞌe bingatjen ndo ko kuyakutee ndo chrinto ko ndachaon ko tuinxin ndabakeꞌe nda. 
MAT.8.27	Ko sen ruéꞌe ndo ndastetsjeko sen ixi ngeꞌe konꞌen, ko ndachro sen:
MAT.8.27	―¿Ngixeꞌe xi jiꞌin?, ixi nichjeꞌe xa chrinto ko ndachaon ko titikaon nda.
MAT.8.28	Hora ndo Jesús kuiji ndo tuenxin ndachaon ti jii nunte Gadara, kuachrje kui̱i̱ yuu xi ste ti no xrabaa ni tsikenꞌen. Xi meꞌe chónda xa espíritue Xixronꞌanxrée ko tsango chinga ncheꞌe xa, meꞌe xronka chujni, méxin tatsingaꞌi na̱ ti jii chaꞌo meꞌe. 
MAT.8.29	Ko xi meꞌe kuaxi kuyako xa ko ndachro xa:
MAT.8.29	―¿Sonda nchexronkana, Jesús, Chjenꞌen ndo Dio? ¿Á ó juiꞌia ixi sinchexronkana maski xratiꞌa nchakon sinchéña ijie̱ ngajinna?
MAT.8.30	Tjenka ntiꞌa jii kueya kuchinga steneña ba. 
MAT.8.31	Ko espíritue Xixronꞌanxrée kuinóatée ngajin ndo Jesús ko ndachro:
MAT.8.31	―Siá tsantsjexianna ntiꞌi, tintuna̱na tsixinꞌinna kuchinga ste yáꞌa.
MAT.8.32	Ko ndachro ndo Jesús:
MAT.8.32	―Chao tixinꞌia ngaxinꞌin kuchinga.
MAT.8.32	Tjumeꞌe espíritue Xixronꞌanxrée kuachrjexin xi meꞌe ko kuixinꞌin ngaxinꞌin kain kuchinga. Ko kain kuchinga chrinka ba ti jii yasoꞌe, ko kuitsingangi ba inda, ko ntiꞌa kjunꞌen ba inda. 
MAT.8.33	Ko ni stetsjeꞌe kuchinga xronka na̱ ko sabinga na̱ sakjui na̱ tjajna ko bekiꞌe na̱ chujni ngeꞌe konꞌen kuchinga ko ngeꞌe konꞌen xi kuachónda espíritue Xixronꞌanxrée. 
MAT.8.34	Ko kain ni tjajna meꞌe ikjui na̱ ngajin ndo Jesús ko hora bikon na̱ ndo kuinóatée na̱ ngajin ndo ixi satsjixin ndo tjajna ntiꞌa.
MAT.9.1	Tjumeꞌe ndo Jesús kuixinꞌin ndo nta̱barco ko kuatsinga ndo tuenxin ndalago ko kuiji ndo tjajnée ndo. 
MAT.9.2	Ko ntiꞌa kaxin chujni bikaoꞌe na̱ ndo naa xi tsikenꞌen tutée jitsingataꞌa xa naa kania. Ko ndo Jesús bikon ndo ixi nduaxin chujni meꞌe chuntia
MAT.9.2	―Chjanꞌna, takeꞌé juaxruxin, ixi kain ti ndakoꞌa juincheꞌe, janꞌan ndachrja̱n ó koméꞌe jía.
MAT.9.3	Tjumeꞌe kaxin ni nchekuenꞌen chujni chijnie ndo Dio stendachro na̱ ngaya aséen na̱:
MAT.9.3	―Xi jiꞌi nichjangíꞌe xa ndo Dio.
MAT.9.4	Ko ndo Jesús noꞌe ndo ngeꞌe stexraxaon xa ngaya aséen xa, meꞌe ndachro ndo:
MAT.9.4	―¿Sonda ndakoꞌa xraxaonnta ngaya asáanta? 
MAT.9.5	¿Ngeꞌe ícha tangiꞌa xrondachroni: “Ti ndakoꞌa juincheꞌe ó juintamáꞌa”, o̱ xrondacheni xi jiꞌi: “Tingatjen ko tjasían ko tajia”? 
MAT.9.6	Méxin, sintanoꞌanta ixi Chjenꞌen ndo Dio, xjan jongíꞌe xranchi chujni, tsango tituanꞌan xjan ngataꞌa nunte ntiꞌi ixi sincheméꞌe xjan ti ndakoꞌa juincheꞌe chujni.
MAT.9.6	Tjumeꞌe ndache ndo xi niꞌe:
MAT.9.6	―Tingatjen, tama kaniꞌa ko satjia ndúya.
MAT.9.7	Ko xi tsikenꞌen tutée bingatjen xa ko sakjui xa ndoꞌa xa. 
MAT.9.8	Ko kain ni ste ntiꞌa bikon na̱ naa ixra̱ tsango ijié konꞌen, xronka na̱ ko kuaxi na̱ kuajon na̱ juasaya ngajin ndo Dio ixi tsango ijié juachaxin tsikajon ndo ngajin chujni ste ngataꞌa nunte xasintajni.
MAT.9.9	Hora sakui̱xi̱n ndo Jesús ntiꞌa, tjumeꞌe bikon ndo naa xi ndatinꞌin Mateo jitayéꞌe xa tomi neꞌe xi tituanꞌan. Meꞌe ndachro ndo Jesús:
MAT.9.9	―Jaꞌa ruaꞌna̱na.
MAT.9.9	Ko jeꞌe xi Mateo bingatjen xa ko ruéꞌe xa ndo Jesús.
MAT.9.11	Ko kaxin xi fariseo bikon xa ndo Jesús ngakjenꞌen chujni meꞌe, méxin juanchangiꞌe xa sen teyuu chrikao ndo Jesús, ko ndachro xa:
MAT.9.11	―¿Sonda ndo ntakuanꞌannta nekao ndo ni xengeꞌe na̱ tomie xi tituanꞌan ko ni ndakoꞌa ncheꞌe?
MAT.9.12	Ko ndo Jesús kuinꞌen ndo ngeꞌe stendachro na̱, meꞌe juatingíexin ndo:
MAT.9.12	―Jeꞌa sen chao ste xrokondeꞌe xi nchexruan; sen niꞌe, meꞌe sen xrokondeꞌe xa. 
MAT.9.13	*Itjinta ko tanginta ngeꞌe jitaxin xroon chijnie ndo Dio ti ndachro: “Janꞌan tjaꞌon ixi jaꞌanta tsikonóeꞌenta chujni; jeꞌa jeꞌo tsonꞌinta iko ko xroche jnié ba, meꞌe tsayáꞌa̱.” Jaꞌin ndachro chijnie ndo Dio. Ixi janꞌan juiꞌa ntiꞌi ixi tsiyaꞌa chujni jian ncheꞌe. Naꞌi. Janꞌan juiꞌi ixi tsiyaꞌa chujni ndakoꞌa ncheꞌe ko jeꞌe na̱ tsintuꞌe na̱ ti ndakoꞌa ncheꞌe na̱.
MAT.9.14	Naa nchakon konchjiñeꞌe sen chrikao ndo Juan Bautista ko juanchangiꞌe sen ndo Jesús:
MAT.9.14	―Sonda janꞌanna ko ni fariseo nanaó ntekatse ñaoꞌo na̱ jinta, ko sen chrjikuꞌunta, ¿sonda naꞌi?
MAT.9.15	Tjumeꞌe juatingíexin ndo Jesús:
MAT.9.15	―Sen tsikiyeꞌe xi tsuteꞌe ko sen ste kiée xa, ¿á chao xrotsjanga sen siá jeꞌe xa xrajíi xa ngajin sen? Ko tsi̱i̱ nchakon satsjikao na̱ xi tsuteꞌe, nchakon meꞌe tsaxi sinchekatse ñao sen jinta.
MAT.9.16	’Xroꞌan ngisen tjao̱n mantée ti tsikichje ko takeꞌe tuꞌo manta natjúá ixi nchakon tsijma manta tsixeꞌe ti natjúá ko ícha tsinchje ti nta̱xi. 
