MAT.1.1	Níilii caasamuncii Yéesu 
MAT.6.27	Ɓii yiida garúu mín kiɓaat iñaa hín na siñdaa jokon ga kipesci, bi ya ɓítuki ga coonucaagari?
MAT.6.28	Kon iñii tahhúu kiɓítuk ya ga iñcaa ɗú ekukan? Malkat ga pëegíi-nduhumfii fimóríꞌfii ga ëgíriiɗa na ga dii fa kolukiɗa: fa lëgëyoo, fa foliloo. 
MAT.6.29	Wayee mi woꞌꞌúuka, bi ga buuꞌ Salomon na alalaagari tóoh, ya ekukkii kúltícaa hín kimoꞌ na wíinoo ga pëegíi-nduhumcii. 
MAT.6.30	En lak Kooh yërí móríꞌ fodaama pëegíi-nduhumfii fimóríꞌfii ga ëgírii wati, ee kuwisaa fa ƴah kijafu ga kiwii doŋɗanaa, wëñaa ga, ɗú ga kihaffúu, ya ekoorúu bi jofe? Ngëmiigarúu daal dooyyii! 
MAT.6.31	Kon kaa ɓítukat rek ga kiheel iñaa ɗú ñaman, na iñaa ɗú anan, na iñaa ɗú ekukan. 
MAT.6.32	Ɓéeɓ iñcuma ɓuwii ga ëldúna ee ínohsoo Koohɗa ɓërí tumi lëgëy kiheelca. Wayee, Paammbúu yii ga ɗookɗa ínohin an ɗú laakin sooli gaca. 
MAT.6.33	Namat kiɗeɓ kiheel 
MAT.6.34	Kuwis hanattúu kiɓít. Kuwis hay kihëwíꞌ hafwa, ndaga besaa en ɓéeɓ coonufaa gaɗa dooyin ga.
MAT.7.1	- Kaa attiꞌat ken, en ɗanaa Kooh attiꞌoorúu. 
MAT.7.2	En kiꞌenaa, Kooh attiꞌanndúu fodaa ɗú attiꞌi ɓimooroommbúuɗa. Ee nataa ɗú natoh ɓuwiiɗa, wërí ɗú natohohsan. 
MAT.7.3	Iñii tah ya fu malaki ɓolaa en ga kuhaskaa mooroomfu, ee fu mínoo sah kimalaksukoh dúuñii ga kuhaskiigaraaɗa. 
MAT.7.4	Fu yii fu ɓay dúuñ ga kuhaskiigaraaɗa, fu mín na kiwoꞌ mooroomfu an: «Íisa mi nísíꞌtaa ɓolii en ga kuhaskiigaraaɗa»? 
MAT.7.5	Fu yii fu jófjófɗuki ga fíkíi ɓuwiiɗa, ɗewaa kinís dúuñii ga kuhaskiigaraaɗa, en ɗanaa fu hay kihot dijófíꞌ bi fu mín kinís ɓolaa ga kuhaskaa mooroomfuɗa.
MAT.7.6	Kaa jafɗat baaycaa iñaa setin ga fíkíi Kooh enndiikanaa ɓa mínin kimëeñsuk ga ɗookkúu ɗowussúu. Ee ɓan kaa weesat siimii-pemiciigarúu ga fíkíi mbaamcii, enndiikanaa, ɓa ƴahca kitogisoh doŋ.
MAT.7.7	- Kíimat, Kooh hayyúu kiꞌon. Heelat, ɗú hay kihot. Fëekírat, ɗú hay kilëgísɗu. 
MAT.7.8	En kiꞌenaa, ɓaa kíim ɓéeɓ, onu; ɓaa heel ɓéeɓ, hot; ee ɓaa fëekíꞌ ɓéeɓ, hay kilëgísɗu. 
MAT.7.9	Ɓii yiida garúu eran kowukaagari atoh binaa ka kíimmbi mbúurúnaa? 
MAT.7.10	Wala ya eꞌka goŋ binaa ka kíimmbi jënaa? 
MAT.7.11	Kon dii ɗú hín kibonɗa, en lak ɗú ɓërí mín kiꞌon towutaagarúu enaama cijófíraa, wëñaa ga Paammbúu yii ga ɗookɗa. Ɓuwaa kíimmbi enaama cijófíꞌɗa, ya onooɓacane?
MAT.7.12	Kon ɓéeɓ iñaa ɗú waaꞌ ɓimooroommbúu tumiꞌtúunaa, ɗú ɓan tumɗatɓari. 
MAT.7.13	- Aasohat halaa wiƴínwaa. En kiꞌenaa, halaa ëewdoh ɓoꞌ ga kisaŋkuꞌɗa agin, ee waasaa aaw gaɗa newin kitaaboh
MAT.7.14	Wayee halaa ëewdoh ɓoꞌ ga kipeskaa leehoo taaꞌɗa hatin, ee waasaa aaw gaɗa newoo kitaaboh. Yewinndii ɓuwaa mínwa kihot.
MAT.7.15	- Watukat haffúu ga ɓuwii tík hafɓa 
MAT.7.16	Ɗú ínohsohanɓa ga tumeencaagaɓa. Ɓoꞌ mínan na kiɓeen kowu reseŋ ga pëegíi-ñaawaaɓ wala kowu een ga kaꞌkaꞌ? 
MAT.7.17	Kedik kijófíꞌkaa en ɓéeɓ lími towu timóríꞌ, wayee kedikkaa ɗúukoolin lími towutaa moroo. 
MAT.7.18	Kedikkaa jofin mínoo kilím towutaa moroo, ee kedikkaa ɗúukoolin mínoo kilím towu timóríꞌ. 
MAT.7.19	Kedikkaa límmbii towu tijófíꞌ ɓéeɓ, hay kigúru, jafu ga kiwii. 
MAT.7.20	Kon fodaama, ɓuwaa tík hafɓa ɓisëldíiga-Kooh ee lak sabohɗa, ɗú ínohsohanɓa ga tumeencaagaɓa.
MAT.7.21	- Enndii an ɓéeɓ ɓuwii ɓayiroo «*Haꞌmudii, Haꞌmudiiɗa» ɓërí aasan ga 
MAT.7.22	Besaa Kooh ƴah kiꞌattiꞌoh ɓuwii leꞌ bëríinaa, hay kiyewin ɓuwaa woꞌanndoo an: «Haꞌmudii, Haꞌmudii, man ɗí yéegalohee woꞌeenaa Kooh ga teekiigaraa. Ɗí kaalla raɓcaa abee ɓuwaaɗa ga teekiigaraa. Ɗí tummba kíntaan ciyewin ga teekiigaraa!»
MAT.7.23	Wayee mi hayɓa kilof an:
MAT.7.23	- Mi mosoorúu kiꞌínoh, úsaayattoo, ɗú ɓii ɗú meerin kitum iñaa joffiiɗa.
MAT.7.24	- Kon ɓéeɓ ɓaa keloh woꞌeenii mi meyoh kiwoꞌɗa, ee ya taabukiwa ga tumeencaagarinaa, hay kimëdírohu na ɓoꞌ yiñëeñíꞌ yaa tawah kaanci ga atoh. 
MAT.7.25	Toɓ wiyewin keennda bi ɓaalcaa líiffa. Wambalaa na uurisaa tapukka ga kaanfaama, fa ɓúꞌtii ndaga fa yípsee ga atoh. 
MAT.7.26	Wayee ɓéeɓ ɓaa keloh woꞌeenii mi meyoh kiwoꞌɗa, ee ya taabukkiiwa ga tumeencaagarinaa, hay kimëdírohu na ɓoꞌ yiñëkíꞌ-hel yaa tawah kaanci ga ɗook koleñ. 
MAT.7.27	Toɓ wiyewin keennda bi ɓaalcaa líiffa, wambalaa na uurisaa tapukka ga kaanfaama, fa ɓúꞌta, ɓéeɓfa tassa tasar.
MAT.7.28	Ga waa Yéesu lëehíꞌta kiwoꞌ iñcaama, ɓéeɓ ɓuwaa waaruꞌussa ga jëgírohaagari. 
MAT.7.29	En kiꞌenaa, ya madéeríi na jëgíroh-waascaa. Ndaga ya en kijëgírohaa, ya yërëmoo woꞌeenci.
MAT.8.1	Daa Yéesu yoosukee jaŋjagaa, mbooloo wiyaak taabukkari. 
MAT.8.2	Laakka ɓaa ɓay ɗúukool-gaana, ya deeƴca gari, ƴíꞌꞌa ga fíkíici, woꞌꞌari an:
MAT.8.2	- 
MAT.8.3	Yéesu lëríssa yahaagari, leꞌꞌa ga ɓaa, woꞌꞌari an:
MAT.8.3	- Mi waarinka, waka! Ga saasi, ɓaa wakka ga ɗúukool-gaanaa. 
MAT.8.4	Lëehíꞌta Yéesu woꞌꞌari an:
MAT.8.4	- Abukaa ga kiwoꞌ ɓoꞌ iñii mi tumiꞌtaaɗa, wayee kara, fu teewohnee haffu ga sarahohaa, ee fu tum sarahaa Móyíis nakoh ga kisetkiigaraaɗa. En ɗanaa, iñaama hay kiteeɓ ɓéeɓ an fu setin
MAT.8.5	Lak Yéesu yaa aas teeraa 
MAT.8.6	an:
MAT.8.6	- Kiyaakii, súrgaagoo ɗúukoolin bi mínoo kikoluk, yaa faanukka ga kaan ee sodin lool.
MAT.8.7	Yéesu woꞌꞌari an:
MAT.8.7	- Mi hay kikaꞌ, mi wëkíꞌti.
MAT.8.8	Ɓaa woꞌꞌa Yéesu an:
MAT.8.8	- Haꞌmudii, joobinndoo fu aas Kaanndoo, wayee woꞌaa woꞌeen wíinoo rek, súrgaagoo wak. 
MAT.8.9	Mi ga kihaffoo, mi laakin ɓuwaa hanohhoo ɗook, ee mi laakin soldaaꞌcaa hanohussoo kakay. Binaa mi woꞌ yii an karanaa, ya kaꞌ; mi woꞌ yíinoo an hayanaa, ya hay; ee binaa mi woꞌ súrgaagoo an tumaa iñii yiinaa, ya tummbi.
MAT.8.10	Daa Yéesu kelohee woꞌeencaama, ya waaruꞌꞌa ga soldaaraa yiyaakyaa. Ya woꞌꞌa ɓuwaa taabukeeriɗa an:
MAT.8.10	- Mi woꞌꞌúuka ee kayoh; ga 
MAT.8.11	Ee mi woꞌꞌúu an ɓoꞌ ɓiyewin hay kimeyohu meyaaꞌ-noh na aasaaꞌ-noh, ɓa bok kanu na 
MAT.8.12	Wayee ɓuwaa jomee kiꞌaas ga Nguurii yii ga ɗookɗa hay kijafu ga fooh ga ñúusaa, daa kikodukoh na kiꞌúñoh sís ƴah kilaakɗa.
MAT.8.13	Lëehíꞌta Yéesu woꞌꞌa soldaaraa yiyaakyaa an:
MAT.8.13	- Tíida fu ƴee kaanfu, ka laakohat fodum fu gëmkaɗa. Ga wahtaama siiƴ, súrgaa soldaaraa wakka peleŋ.
MAT.8.14	Waa ennda ɗa, Yéesu kaꞌta kaan Peeꞌ, ya laak payam Peeꞌ yiɓeti yii ga ɗook fayaaŋ, ɗúukoolin ee faanfaa tamin jír. 
MAT.8.15	Yéesu ammbari ga yah, tamohlaataa faanfaa dalla kiƴím, lëehíꞌta ya kolukka, ya aawwa kitoputuꞌ Yéesu.
MAT.8.16	Ga noh-soosaa, Yéesu haydohɗussa ɓiɓoꞌ ɓiyewin ɓaa raɓ am. Ya kaalla raɓcaa na doolaa woꞌeenaagari ee ya wëkíꞌta ɗúukoolíꞌcaa ɓéeɓɓa. 
MAT.8.17	Fodaama, iñaa 
MAT.8.18	Daa Yéesu hotee mbooloomaa wíilinndi, ya ebilla tëelíbéecaagari an:
MAT.8.18	- Ɗu paafat ɓakii giiyii hanoh gaaɗa.
MAT.8.19	Laakka jëgíroh-waasaa deeƴ gari, woꞌꞌari an:
MAT.8.19	- Jëgírohii, daa fu ƴah tóoh, mi hayyaa kitaabuk.
MAT.8.20	Yéesu woꞌꞌari an:
MAT.8.20	- Tílcii laakuunun ɗúl ee selcii ga asamaanɗa laakuunun taal, wayee 
MAT.8.21	Ɓoꞌ yiliis ga tëelíbéecaagari woꞌꞌari an:
MAT.8.21	- Haꞌmudii, onaaroo paaƴ mi kaꞌ kiꞌacnee paammboo.
MAT.8.22	Wayee Yéesu woꞌꞌari an:
MAT.8.22	- Taabukaaroo, fu íis ɓuwaa kaaninɗa ɓa ac ɓuwaagaɓa kaanɗa.
MAT.8.23	Lëehíꞌta Yéesu aassa ga gaal-loocaa, tëelíbéecaagari taabussa nari. 
MAT.8.24	Uuris wiyaak dalla kiyíp ga giiyaa bi dúuscaa caa ƴah kiꞌúul gaal-loocaa. Wiima lak Yéesu yii neeh. 
MAT.8.25	Tëelíbéecaa hayussa gari, yúudussari na tifiip an:
MAT.8.25	- Haꞌmudii, somaaríi, kikaankii kii hayyuu!
MAT.8.26	Yéesu woꞌꞌaɓa an:
MAT.8.26	- Iñii tahhúu ya kiniik hínɗa? Ɗú daal ngëmiigarúu yëgíssii!
MAT.8.26	Waa ennda ɗa, ya kolukka, gëtta uurisaa na giiyaa, tóoh ennda selew. 
MAT.8.27	Ɓa jaahliꞌꞌa lool, ɓa ɓaa woꞌ an:
MAT.8.27	- Moo ɓii yii yërí en ɓa bi uurisii sah na giiyii tumsi ga iñaa ya nakohɗa?
MAT.8.28	Ga waa Yéesu leꞌꞌa ɓakaa 
MAT.8.29	Ɓa aawwa kifiip an:
MAT.8.29	- Fu naríi ya, fu 
MAT.8.30	Wiima lak ga disam diꞌúsaayíꞌ laakin yop-mbaam-parki wiyaak waa en na kiníiru daama. 
MAT.8.31	Raɓcaa am ɓuwaaɗa kíimussa Yéesu an:
MAT.8.31	- En an fu ƴahhíi kikaal ɗí meyoh ga ɓuwii ɓiinaa, ekaaríi ga yop-mbaamaa wúunee!
MAT.8.32	Yéesu woꞌꞌaɓa an:
MAT.8.32	- Tíidat ɗú aas gaɓa!
MAT.8.32	Raɓcaa meyohussa ga ɓuwaa, aasussa ga mbaamcaa. Ga saasi ɓéeɓ yopaa írkísukohha ɗook jaŋjagaa, wa keennda ga giiyaa, wa muuꞌta.
MAT.8.33	Ɓuwaa níiꞌsee yopaaɗa núpussa, aasussa teeraa, ɓa ɓéestíꞌta tóoh iñaa laakɗa, na iñaa dal ɓuwaa ɓanakɓaa raɓcaa abeeɗa.
MAT.8.34	Waa ennda ɗa, ɓéeɓ ɓu-teeraa meyussa kigúꞌɗukohnee Yéesu. Daa ɓa hoteeri, ɓa kíimmbari ya meƴ gohaagaɓa.
MAT.9.1	Waa ennda ɗa, Yéesu aassa gaal-loocaa, ya húusissa 
MAT.9.2	Daama ya haydohɗussa ɓaa lafañin ee faanuk ga ɗook gatan. Daa Yéesu hotee ngëmaagaɓa waama, ya woꞌꞌa lafañaa an:
MAT.9.2	- Ƴaal, helfu dalat, baakaaꞌcumgaraa bayaluununndaa.
MAT.9.3	Jëgíroh-waascaa ɓaa woꞌ ga ɗuuƴɓa an:
MAT.9.3	- Ɓii yii ɓasin Kooh!
MAT.9.4	Wayee Yéesu ínohha iñaa en ga helcaagaɓa, woꞌꞌaɓa an:
MAT.9.4	- Iñii tah ya ɗú laak halaatcum cibóníꞌcuma ga helciigarúu? 
MAT.9.5	Kon iñii yiida wëñ kiyooɓ kiwoꞌ lafañii? Kiwoꞌꞌi an «Baakaaꞌcumgaraa bayaluununndaanoo», kiwoꞌꞌi an «Kolka fu tíin»? 
MAT.9.6	Wayee bi ɗú ínoh an ga ëldúna 
MAT.9.6	Ya woꞌꞌa lafañaa an:
MAT.9.6	- Kolka, ɓewaa gataniigaraa, fu ƴee kaanfu!
MAT.9.7	Ɓaa kolukka, yaa ƴah kaanci.
MAT.9.8	Daa ɓuwaa hotee iñaama, ɓa dalla kitíit, ɓa ɓaa ndam Koohyii on ɓoꞌ-súusúus kimín kitum iñaa hínɗa kiyakɗa.
MAT.9.9	Yéesu meƴca, yaa ƴah. Ya hotta ɓaa teeku Mëccëe, yugin ga daa ɓuwaa fayohi juutiɗa. Yéesu woꞌꞌari an:
MAT.9.9	- Taabukaaroo!
MAT.9.9	Mëccëe kolukka yaa taabuk Yéesu. 
MAT.9.10	Laakka bes, Yéesu yuŋnga kiñam ga kaan Mëccëe. Juuti ɓiyewin na ɓiɓoꞌ ɓiliis ɓibóníꞌ, hayussa, bokussa na Yéesu kanu, ya na tëelíbéecaagari. 
MAT.9.11	 hotussa iñaama, woꞌussa tëelíbéecaa Yéesu an:
MAT.9.11	- Iñii tah ya jëgírohiirúu bok kiñam na juuticii na ɓuwii ɓibóníꞌɓii ɓii? 
MAT.9.12	Wayee Yéesu kelohhaɓa, loffaɓa an:
MAT.9.12	- Ɓuwii dara gaa naɓaɗa enndii ɓa laak sooli ga payoh, wayee ɓuwii ɗúukoolɗa ɓërí laak sooli ga. 
MAT.9.13	Karat, ɗú heel kiꞌínoh iñaa woꞌeenii wii waaꞌ kiwoꞌɗa: «yërmaandi wëñnjoo kineɓloh kisarahoh júuꞌ»
MAT.9.14	Waa ennda ɗa, tëelíbéecaa Saŋ hayussa ga Yéesu, ɓa meekissari an:
MAT.9.14	- Iñii tah ya ɗí na 
MAT.9.15	Yéesu loffaɓa an:
MAT.9.15	- Ɓedohcaa haꞌ-kílookkaa, mínan na kiꞌen keeñɓa newoo ee lak haꞌ-kílookkaa yaa naɓa? Wayee bes waa hay, waa haꞌ-kílookkaa hay kiɓewohu ga leelooɓa; leꞌ bëríinaa, tëelíbéeciigoo hay kidalu kiꞌooꞌ. 
MAT.9.16	Ken daafoo píis wiꞌas ga líil-kúltí, ndaga píisaa wiꞌaswaa hay kiɓaydoh yen ga líil-kúltaa, wa tum ɗaraa wëñ kiyak. 
MAT.9.17	Ee ken tumoo biiñ
MAT.9.18	Lak Yéesu yaa lís kiwoꞌ fodaama, ɓoꞌ yaa kuliyuk ga yaawúuꞌcaa hayya, ƴíꞌꞌa ga fíkíici, woꞌꞌari an:
MAT.9.18	- Kowuroo kiɓeti han kikaan diima-diima, wayee hay fu tíkki yahciigaraa ee ka hay kipesis.
MAT.9.19	Yéesu kolukka, yaa ƴah na ɓaa, ya taammba na tëelíbéecaagari.
MAT.9.20	Laakka ɓetifaa daanee kimeƴdoh ñíf rek iñaa leꞌin tíkíis tidaaŋkaah na tanak; fa koorohha fenoo, leꞌꞌa ga pawaa kúltífaa Yéesu, 
MAT.9.21	ndaga fa woꞌee ga helci an: «Binaa mi leꞌ rek ga kúltífaagarinaa, mi hay kiwak.» 
MAT.9.22	Yéesu heelukka, hottari, woꞌꞌari an:
MAT.9.22	- Jowu, helfu dalat, ndaga ngëmumgaraa wëkɗinndaa. Ga wahtaama siiꞌ ɓetifaa wakka.
MAT.9.23	Yéesu leꞌꞌa kaan ɓaa yaama kuliyuk ga yaawúuꞌcaaɗa, ya hotta mbiiwohcaa
MAT.9.24	- Meyat fooh! Kuꞌoomaa-jowukii kaanndii, ja en na kineeh rek. Daama, ɓuwaa ɓaa ciiɓsukki. 
MAT.9.25	Ɓuwaa meƴdohussa fooh, lëehíꞌta Yéesu aassa túuyaa. Ya ammba yahaa kuꞌoomaa-jowukaa, ja kolukka.
MAT.9.26	Iñaa hew yaama síwwa ga ɗuuƴ gohaama ɓéeɓwa.
MAT.9.27	Yéesu meyohha daama, ya yaa ƴah. Laakka búumíꞌ ɓanak ɓaa taabukki ee ɓa ɓaa fiip an:
MAT.9.27	- Kucaasamunkii 
MAT.9.28	Ga waa Yéesu leꞌꞌa kaanfaa, búumíꞌcaa hayussa gari, ya meekissaɓa an:
MAT.9.28	- Ɗú gëmin an mi mínin kitum iñii ɗú kíimmbooɗane?
MAT.9.28	Ɓa taassa an:
MAT.9.28	- Ee, 
MAT.9.29	Yéesu dalla kileꞌ ga tuhastaagaɓa, woꞌꞌa an:
MAT.9.29	- Iñii ɗú kíimɗa laakat fodii ɗú gëmkaɗa.
MAT.9.30	Tuhastaagaɓa dalla kilëgísuk, ɓa ɓaa hot. Lëehíꞌta Yéesu gëttaɓa, woꞌꞌaɓa an:
MAT.9.30	- Watukat! Ken hanatka kiyéeŋ!
MAT.9.31	Wayee daa ɓuwaa meyee, ɓa síwiꞌta teekaa Yéesu ga gohaama ɓéeɓwa.
MAT.9.32	Ga wahtaa búumíꞌcaama meyu kiƴahɗa, Yéesu haydohɗussa ɓaa raɓ am, luuɓlukohhari. 
MAT.9.33	Yéesu kaalla rawaa, luuwaa aawwa kiwoꞌ. Ɓuwaa waaruꞌꞌa ga lool, ɓa ɓaa woꞌ an:
MAT.9.33	- Iñaa man na yii, ken mosoori kihot ga 
MAT.9.34	Wayee 
MAT.9.34	- Buurii raɓcii, yërí onndi dooli kikaal raɓcii ga ɓuwii.
MAT.9.35	Yéesu yaa wíil ɓéeɓ teerucaa na dëk-kawcaa, ya yaa jëgíroh ga 
MAT.9.36	Daa Yéesu hotee mbooloomaa enin nërëm ndaga coonu en fan baalcaa laaksoo níiroh, ya laakka yërmaandi wiyaak gaɓa. 
MAT.9.37	Ya dalla kiwoꞌ tëelíbéecaagari an:
MAT.9.37	- Píikii yewinin ee píikohcii caakussii. 
MAT.9.38	Kon kíimat haꞌ-píikii ya ɓaat kiwosoh ɓilëgëyoh ga píikiigari.
MAT.10.1	Waa ennda ɗa, Yéesu ɓayya tëelíbéecaagari ɓidaaŋkaah na ɓanakɓaa, ya onndaɓa dooli kimín kikaal raɓ ga ɓuwaa na kiwëkíꞌ ɗúukoolcaa ɓuwaa ɓéeɓca na ɓéeɓ iñaa mesik ɓuwaaɗa. 
MAT.10.2	Teekcii apotaaꞌcii ɓidaaŋkaah na ɓanakɓii cërí cii: yaa ɗeɓɗa, Simoŋ yaa ɓaysi Peeꞌɗa, na Andari këmëeŋkíci, towutaa 
MAT.10.3	Filiip na Bartulëmíi, Toomaa na Mëccëe juutaa, Saak kowukaa Alfee, na Tadee, 
MAT.10.4	Simoŋ 
MAT.10.5	Ɓuwaa ɓidaaŋkaah na ɓanakɓaama ɓërí Yéesu wosee, ya dígallaɓa an:
MAT.10.5	- Kaa karat gohcaa ɓuwaa enussii yaawúuꞌ dëkohɗa ee kaa aasat teerucaa ga kúlkaa 
MAT.10.6	Namat kikaꞌ ga ɓuwaa ga heetaa 
MAT.10.7	Daa ɗú kooroh ɓéeɓ, yéegalohat an: «*Nguurii yii ga ɗookɗa deeyin, wii dii!» 
MAT.10.8	Wëkɗat ɗúukoolíꞌcaa, mílísɗat ɓuwaa kaaninɗa, sétírat ɓuwaa gaanaꞌinɗa, kaalat raɓcaa ga ɓuwaa. Ɗú onuunun ee ɗú meekisohussii dara ga, onohat ɓan ee kaa meekisohat dara ga. 
MAT.10.9	Kaa ɓaydohat dara ga poossúu, enndii wúrúus, enndii 
MAT.10.10	Kaa ɓaydohat dara ga ɓaawaagarúu, enndii hëmbu, enndii kúltí fisúmíyukaah, enndii ñafaꞌ, enndii dooꞌ, ndaga lëgëyohaa en ɓéeɓ jomin kiñam
MAT.10.11	Dëk-teeru wala dëk-kawaa ɗú mín kiꞌaas ɓéeɓ, meekisohat ati laakin ɓoꞌ yilëekíꞌ-haf yaa mínndúu kitook ga kaanci; ɗú dal ga kaanfaama bi ga daa ɗú kolukohan da. 
MAT.10.12	Ɗú en na kiꞌaas kaanfaanaa, këñɗat ɓu-kaanfaa an: «Jam namohat narúu!» 
MAT.10.13	Binaa ɓuwaa dëk ga kaanfaama tookussúunaa, jamaa ɗú kíimɗa yoosukat gaɓa, wayee ɓa tookkiirúunaa jamaa ɗú kíimɗa ɓoƴkat garúu. 
MAT.10.14	Ee kaan wala teeraa ɗú aasoh, binaa ɗú tookussii da ee woꞌeenndúu súkúrukussiinaa, meyohat kaanfaama wala teeraama, ɗú përtuk pëndëlaa ga kotcaagarúuɗa.
MAT.10.15	Mi woꞌꞌúuka ee kayoh; besaa ƴah kiꞌattiꞌohuɗa leꞌaa, ɓu-dëkaa 
MAT.10.16	- Súkúrukat, mi yii wossúu fodii ɓibaal ga leeloo ɓigumuu. Kon taabat na kiteey fodii goŋ ee ɗú lewet fodii hoꞌ. 
MAT.10.17	Watukat haffúu ga ɓoꞌ-súusúus, ndaga ɓa hayyúu kiɓay paancaa ee ɓa hayyúu kitíp laawoo ga ɗuuƴ jaangucaagaɓa. 
MAT.10.18	Ɗú hay kiɓayu ga fíkíi gúwernëeꞌcaa na ga fíkíi buuꞌcaa ndaga teekiigoo. En ɗanaa, ɗú en seedi ga fíkíiɓa na fíkíi ɓéeɓ heetcii ga ëldúnaɗa. 
MAT.10.19	Binaa ɗú ɓayu paancaanaa, helciigarúu dalat ga daa ɗú woꞌanɗa na iñaa ɗú ƴah kiwoꞌɗa. Iñcaa ɗú ƴah kiwoꞌɗa, ɗú eꞌsanca ga wahtaama siiƴ. 
MAT.10.20	En kiꞌenaa, enndii ɗú ɓërí ƴah kiwoꞌ wayee Helii meyoh ga Paammbúuɗa yërí ƴah kiwoꞌ kooroh túuwtiigarúu.
MAT.10.21	Yaakmun hay kiꞌeroh këmëeŋkíci ya tíku kikaan. Paamun hay kiꞌeroh kowuci ka tíku kikaan. Oomaacaa hay kiɓeɓku keenu ga ɗook paamɓa na eewɓa, aplukɓa. 
MAT.10.22	Mi hay kitah bi ɓoꞌ ɓiyewin hayyúu kisagu. Wayee ɓaa fu guuꞌguuluk bi ga daa tóoh leehanaa, fu yaama fu hay kimúc. 
MAT.10.23	Teeraa ɗú kaꞌ, ɗú hatalu ga kipessúu daamanaa, núpat, ɗú kaꞌ teeru wiliis. Mi woꞌꞌúuka ee kayoh; ɗú lëehɗoo kiwíil teerucii ga 
MAT.10.24	Tëelíbée mínoo kipaaf ɓaa jëgíꞌtiɗa ee súrga mínoo kipaaf haꞌ-kaanci. 
MAT.10.25	Tëelíbée heelat kiman na ɓaa jëgíꞌtiɗa rek ee súrga heelat kiman na haꞌ-kaanci rek. En lak haꞌ-kaadii yërí ɓa ɓay 
MAT.10.26	- Kon kaa niikat ken. Ndaga laakkii iñaa mín kiɗaakuk bi hotukoo ee laakkii iñaa ɓoꞌ mín kiɗaak bi meƴdohsoo faŋ. 
MAT.10.27	Iñaa mi woꞌꞌúu ga wek, ɓéestíratti ga noh taŋ ee iñaa ɗú mëedíru, yéegalohatti ga leeloo paancaa. 
MAT.10.28	Kaa niikat ɓuwaa mínu kiꞌap faan ee mínsoo kiꞌap fítɗa. Namat kiniik ɓaa mín kisaŋkuꞌ faan na fít ga safaraɗa. 
MAT.10.29	Tudiindiiꞌ tanak toonohsirii dërëme? Moona déy, jíinoo gata keenoo kakay ee neɓpii Paamudiigarúu. 
MAT.10.30	Wayee ɗú, bi ga fenfii hafciigarúu sah, tóohfa kíduunun. 
MAT.10.31	Kon kaa niikat dara, ndaga ɗú, ɗú ɓërí wëñ solu tóoh diindiiꞌcii.
MAT.10.32	- Ɓaa fu tookkoo ga fíkíi ɓuwiinaa, mi ɓan mi hayyaa kitook ga fíkíi Paammboo yii ga ɗookɗa. 
MAT.10.33	Wayee ɓaa taasukkoo ga fíkíi ɓuwiinaa, mi ɓan, mi hayyaa kitaasuk ga fíkíi Paammboo yii ga ɗookɗa.
MAT.10.34	- Kaa foogat an mi haydoh jam ga ëldúna. Mi haydohhii jam wayee mi haydoh kihëgískoh. 
MAT.10.35	Mi haydoh kihëgískoh ga díkaanti kowu kiƴaal na paamci, díkaanti kowu kiɓeti na eeci, díkaanti ɓeti na payamci yiɓeti. 
MAT.10.36	Ɓoꞌ, ɓuwaa waaranndii gari kihotɗa, ƴah ɓu-kaanci. Yéesu woꞌꞌa tëelíbéecaagari an:
MAT.10.37	- Ɓaa wëñ kiwaaꞌ paamci wala eeci loo mi, ɓaama joobinndi ya en tëelíbéeroo. Ɓaa wëñ kiwaaꞌ kowuci kiƴaal wala kiɓeti loo mi, ɓaama joobinndi ya en tëelíbéeroo. 
MAT.10.38	Ɓaa koorukkii kuraanaagari
MAT.10.39	Ɓaa fu waa kisom kumuunfunaa, fu hayka kiñak bi taaꞌ. Wayee ɓaa mi tahhaa kiñak kumuunfunaa, fu hayka kilaakis.
MAT.10.40	- Ɓaa teꞌꞌúu ga kaancinaa lakanaa teꞌꞌoo, ee ɓaa teꞌꞌoo ga kaancinaa, teꞌ ɓaa wossooɗa. 
MAT.10.41	Ɓaa teꞌ 
MAT.10.42	Luu enee kaas-músú wisóosíꞌ wíinoo doŋ, ɓaa fu onwa ɓoꞌ yíinoo ga tëelíbéeciigoo, yaa ínohoo dara, ndaga dii ya en tëelíbéerooɗanaa, mi woꞌꞌúuka ee kayoh, fu hay kilaas neehalaagaraa.
MAT.11.1	Ga waa Yéesu lëehíꞌta kiwoꞌ tëelíbéecaagari ɓidaaŋkaah na ɓanakɓaa iñcaa ya nakɓa kitumɗa, ya kolukohha daama, yaa ƴah ga teerucaa ga gohaaɗa kijëgíroh na kiyéegaloh Hewhewaa winéwíꞌwaa.
MAT.11.2	Ga waa Saŋ kelohha ga ɗuuƴ kasaa iñaa 
MAT.11.3	kimeekis Yéesu an:
MAT.11.3	- Fu yërí en ɓaa jom kihayɗanoo, ɗí sekan ɓoꞌ yiliis?
MAT.11.4	Yéesu dalla ɓuwaa kitaas an:
MAT.11.4	- Karat, ɗú ɓéestíꞌnee Saŋ iñcii ɗú kelohɗa na iñcii ɗú hotɗa: 
MAT.11.5	búumíꞌcii ɓii hot, lafañcii ɓii tíin dijófíꞌ, gaanacii ɓii sétíru, ɗekcii ɓii keloh, faraafcii cii mílís, ee nduulcii ɓii yéegalu 
