GEN.1.1	In the beginning when God created
1SA.16.19	So Saul sent messengers to Jesse, and said, “Send me your son David who is with the sheep.” 
1SA.16.20	Jesse took a donkey loaded with bread, a skin of wine, and a kid, and sent them by his son David to Saul. 
1SA.16.21	And David came to Saul, and entered his service. Saul loved him greatly, and he became his armor-bearer. 
1SA.16.22	Saul sent to Jesse, saying, “Let David remain in my service, for he has found favor in my sight.” 
1SA.16.23	And whenever the evil spirit from God came upon Saul, David took the lyre and played it with his hand, and Saul would be relieved and feel better, and the evil spirit would depart from him.
1SA.17.1	Now the Philistines gathered their armies for battle; they were gathered at Socoh, which belongs to Judah, and encamped between Socoh and Azekah, in Ephes-dammim. 
1SA.17.2	Saul and the Israelites gathered and encamped in the valley of Elah, and formed ranks against the Philistines. 
1SA.17.3	The Philistines stood on the mountain on the one side, and Israel stood on the mountain on the other side, with a valley between them. 
1SA.17.4	And there came out from the camp of the Philistines a champion named Goliath, of Gath, whose height was six
1SA.17.5	He had a helmet of bronze on his head, and he was armed with a coat of mail; the weight of the coat was five thousand shekels of bronze. 
1SA.17.6	He had greaves of bronze on his legs and a javelin of bronze slung between his shoulders. 
1SA.17.7	The shaft of his spear was like a weaver's beam, and his spear's head weighed six hundred shekels of iron; and his shield-bearer went before him. 
1SA.17.8	He stood and shouted to the ranks of Israel, “Why have you come out to draw up for battle? Am I not a Philistine, and are you not servants of Saul? Choose a man for yourselves, and let him come down to me. 
1SA.17.9	If he is able to fight with me and kill me, then we will be your servants; but if I prevail against him and kill him, then you shall be our servants and serve us.” 
1SA.17.10	And the Philistine said, “Today I defy the ranks of Israel! Give me a man, that we may fight together.” 
1SA.17.11	When Saul and all Israel heard these words of the Philistine, they were dismayed and greatly afraid.
1SA.17.12	Now David was the son of an Ephrathite of Bethlehem in Judah, named Jesse, who had eight sons. In the days of Saul the man was already old and advanced in years.
1SA.17.13	The three eldest sons of Jesse had followed Saul to the battle; the names of his three sons who went to the battle were Eliab the firstborn, and next to him Abinadab, and the third Shammah. 
1SA.17.14	David was the youngest; the three eldest followed Saul, 
1SA.17.15	but David went back and forth from Saul to feed his father's sheep at Bethlehem. 
1SA.17.16	For forty days the Philistine came forward and took his stand, morning and evening.
1SA.17.17	Jesse said to his son David, “Take for your brothers an ephah of this parched grain and these ten loaves, and carry them quickly to the camp to your brothers; 
1SA.17.18	also take these ten cheeses to the commander of their thousand. See how your brothers fare, and bring some token from them.”
1SA.17.19	Now Saul, and they, and all the men of Israel, were in the valley of Elah, fighting with the Philistines. 
1SA.17.20	David rose early in the morning, left the sheep with a keeper, took the provisions, and went as Jesse had commanded him. He came to the encampment as the army was going forth to the battle line, shouting the war cry. 
1SA.17.21	Israel and the Philistines drew up for battle, army against army. 
1SA.17.22	David left the things in charge of the keeper of the baggage, ran to the ranks, and went and greeted his brothers. 
1SA.17.23	As he talked with them, the champion, the Philistine of Gath, Goliath by name, came up out of the ranks of the Philistines, and spoke the same words as before. And David heard him.
1SA.17.24	All the Israelites, when they saw the man, fled from him and were very much afraid. 
1SA.17.25	The Israelites said, “Have you seen this man who has come up? Surely he has come up to defy Israel. The king will greatly enrich the man who kills him, and will give him his daughter and make his family free in Israel.” 
1SA.17.26	David said to the men who stood by him, “What shall be done for the man who kills this Philistine, and takes away the reproach from Israel? For who is this uncircumcised Philistine that he should defy the armies of the living God?” 
1SA.17.27	The people answered him in the same way, “So shall it be done for the man who kills him.”
1SA.17.28	His eldest brother Eliab heard him talking to the men; and Eliab's anger was kindled against David. He said, “Why have you come down? With whom have you left those few sheep in the wilderness? I know your presumption and the evil of your heart; for you have come down just to see the battle.” 
1SA.17.29	David said, “What have I done now? It was only a question.” 
1SA.17.30	He turned away from him toward another and spoke in the same way; and the people answered him again as before.
1SA.17.31	When the words that David spoke were heard, they repeated them before Saul; and he sent for him. 
1SA.17.32	David said to Saul, “Let no one's heart fail because of him; your servant will go and fight with this Philistine.” 
1SA.17.33	Saul said to David, “You are not able to go against this Philistine to fight with him; for you are just a boy, and he has been a warrior from his youth.” 
1SA.17.34	But David said to Saul, “Your servant used to keep sheep for his father; and whenever a lion or a bear came, and took a lamb from the flock, 
1SA.17.35	I went after it and struck it down, rescuing the lamb from its mouth; and if it turned against me, I would catch it by the jaw, strike it down, and kill it. 
1SA.17.36	Your servant has killed both lions and bears; and this uncircumcised Philistine shall be like one of them, since he has defied the armies of the living God.” 
1SA.17.37	David said, “The 
1SA.17.38	Saul clothed David with his armor; he put a bronze helmet on his head and clothed him with a coat of mail. 
1SA.17.39	David strapped Saul's sword over the armor, and he tried in vain to walk, for he was not used to them. Then David said to Saul, “I cannot walk with these; for I am not used to them.” So David removed them. 
1SA.17.40	Then he took his staff in his hand, and chose five smooth stones from the wadi, and put them in his shepherd's bag, in the pouch; his sling was in his hand, and he drew near to the Philistine.
1SA.17.41	The Philistine came on and drew near to David, with his shield-bearer in front of him. 
1SA.17.42	When the Philistine looked and saw David, he disdained him, for he was only a youth, ruddy and handsome in appearance. 
1SA.17.43	The Philistine said to David, “Am I a dog, that you come to me with sticks?” And the Philistine cursed David by his gods. 
1SA.17.44	The Philistine said to David, “Come to me, and I will give your flesh to the birds of the air and to the wild animals of the field.” 
1SA.17.45	But David said to the Philistine, “You come to me with sword and spear and javelin; but I come to you in the name of the 
1SA.17.46	This very day the 
1SA.17.47	and that all this assembly may know that the 
1SA.17.48	When the Philistine drew nearer to meet David, David ran quickly toward the battle line to meet the Philistine. 
1SA.17.49	David put his hand in his bag, took out a stone, slung it, and struck the Philistine on his forehead; the stone sank into his forehead, and he fell face down on the ground.
1SA.17.50	So David prevailed over the Philistine with a sling and a stone, striking down the Philistine and killing him; there was no sword in David's hand. 
1SA.17.51	Then David ran and stood over the Philistine; he grasped his sword, drew it out of its sheath, and killed him; then he cut off his head with it.
1SA.17.51	When the Philistines saw that their champion was dead, they fled. 
1SA.17.52	The troops of Israel and Judah rose up with a shout and pursued the Philistines as far as Gath
1SA.17.53	The Israelites came back from chasing the Philistines, and they plundered their camp. 
1SA.17.54	David took the head of the Philistine and brought it to Jerusalem; but he put his armor in his tent.
1SA.17.55	When Saul saw David go out against the Philistine, he said to Abner, the commander of the army, “Abner, whose son is this young man?” Abner said, “As your soul lives, O king, I do not know.” 
1SA.17.56	The king said, “Inquire whose son the stripling is.” 
