GEN.1.1	In the beginning when God created
1KI.1.20	But you, my lord the king—the eyes of all Israel are on you to tell them who shall sit on the throne of my lord the king after him. 
1KI.1.21	Otherwise it will come to pass, when my lord the king sleeps with his ancestors, that my son Solomon and I will be counted offenders.”
1KI.1.22	While she was still speaking with the king, the prophet Nathan came in. 
1KI.1.23	The king was told, “Here is the prophet Nathan.” When he came in before the king, he did obeisance to the king, with his face to the ground. 
1KI.1.24	Nathan said, “My lord the king, have you said, ‘Adonijah shall succeed me as king, and he shall sit on my throne’? 
1KI.1.25	For today he has gone down and has sacrificed oxen, fatted cattle, and sheep in abundance, and has invited all the king's children, Joab the commander
1KI.1.26	But he did not invite me, your servant, and the priest Zadok, and Benaiah son of Jehoiada, and your servant Solomon. 
1KI.1.27	Has this thing been brought about by my lord the king and you have not let your servants know who should sit on the throne of my lord the king after him?”
1KI.1.28	King David answered, “Summon Bathsheba to me.” So she came into the king's presence, and stood before the king. 
1KI.1.29	The king swore, saying, “As the 
1KI.1.30	as I swore to you by the 
1KI.1.31	Then Bathsheba bowed with her face to the ground, and did obeisance to the king, and said, “May my lord King David live forever!”
1KI.1.32	King David said, “Summon to me the priest Zadok, the prophet Nathan, and Benaiah son of Jehoiada.” When they came before the king, 
1KI.1.33	the king said to them, “Take with you the servants of your lord, and have my son Solomon ride on my own mule, and bring him down to Gihon. 
1KI.1.34	There let the priest Zadok and the prophet Nathan anoint him king over Israel; then blow the trumpet, and say, ‘Long live King Solomon!’ 
1KI.1.35	You shall go up following him. Let him enter and sit on my throne; he shall be king in my place; for I have appointed him to be ruler over Israel and over Judah.” 
1KI.1.36	Benaiah son of Jehoiada answered the king, “Amen! May the 
1KI.1.37	As the 
1KI.1.38	So the priest Zadok, the prophet Nathan, and Benaiah son of Jehoiada, and the Cherethites and the Pelethites, went down and had Solomon ride on King David's mule, and led him to Gihon. 
1KI.1.39	There the priest Zadok took the horn of oil from the tent and anointed Solomon. Then they blew the trumpet, and all the people said, “Long live King Solomon!” 
1KI.1.40	And all the people went up following him, playing on pipes and rejoicing with great joy, so that the earth quaked at their noise.
1KI.1.41	Adonijah and all the guests who were with him heard it as they finished feasting. When Joab heard the sound of the trumpet, he said, “Why is the city in an uproar?” 
1KI.1.42	While he was still speaking, Jonathan son of the priest Abiathar arrived. Adonijah said, “Come in, for you are a worthy man and surely you bring good news.” 
1KI.1.43	Jonathan answered Adonijah, “No, for our lord King David has made Solomon king; 
1KI.1.44	the king has sent with him the priest Zadok, the prophet Nathan, and Benaiah son of Jehoiada, and the Cherethites and the Pelethites; and they had him ride on the king's mule; 
1KI.1.45	the priest Zadok and the prophet Nathan have anointed him king at Gihon; and they have gone up from there rejoicing, so that the city is in an uproar. This is the noise that you heard. 
1KI.1.46	Solomon now sits on the royal throne. 
1KI.1.47	Moreover the king's servants came to congratulate our lord King David, saying, ‘May God make the name of Solomon more famous than yours, and make his throne greater than your throne.’ The king bowed in worship on the bed 
1KI.1.48	and went on to pray thus, ‘Blessed be the 
1KI.1.49	Then all the guests of Adonijah got up trembling and went their own ways. 
1KI.1.50	Adonijah, fearing Solomon, got up and went to grasp the horns of the altar. 
1KI.1.51	Solomon was informed, “Adonijah is afraid of King Solomon; see, he has laid hold of the horns of the altar, saying, ‘Let King Solomon swear to me first that he will not kill his servant with the sword.’ ” 
1KI.1.52	So Solomon responded, “If he proves to be a worthy man, not one of his hairs shall fall to the ground; but if wickedness is found in him, he shall die.” 
1KI.1.53	Then King Solomon sent to have him brought down from the altar. He came to do obeisance to King Solomon; and Solomon said to him, “Go home.”
1KI.2.1	When David's time to die drew near, he charged his son Solomon, saying: 
1KI.2.2	“I am about to go the way of all the earth. Be strong, be courageous, 
1KI.2.3	and keep the charge of the 
1KI.2.4	Then the 
1KI.2.5	“Moreover you know also what Joab son of Zeruiah did to me, how he dealt with the two commanders of the armies of Israel, Abner son of Ner, and Amasa son of Jether, whom he murdered, retaliating in time of peace for blood that had been shed in war, and putting the blood of war on the belt around his waist, and on the sandals on his feet. 
1KI.2.6	Act therefore according to your wisdom, but do not let his gray head go down to Sheol in peace. 
1KI.2.7	Deal loyally, however, with the sons of Barzillai the Gileadite, and let them be among those who eat at your table; for with such loyalty they met me when I fled from your brother Absalom. 
1KI.2.8	There is also with you Shimei son of Gera, the Benjaminite from Bahurim, who cursed me with a terrible curse on the day when I went to Mahanaim; but when he came down to meet me at the Jordan, I swore to him by the 
1KI.2.9	Therefore do not hold him guiltless, for you are a wise man; you will know what you ought to do to him, and you must bring his gray head down with blood to Sheol.”
1KI.2.10	Then David slept with his ancestors, and was buried in the city of David. 
1KI.2.11	The time that David reigned over Israel was forty years; he reigned seven years in Hebron, and thirty-three years in Jerusalem. 
1KI.2.12	So Solomon sat on the throne of his father David; and his kingdom was firmly established.
1KI.2.13	Then Adonijah son of Haggith came to Bathsheba, Solomon's mother. She asked, “Do you come peaceably?” He said, “Peaceably.” 
1KI.2.14	Then he said, “May I have a word with you?” She said, “Go on.” 
1KI.2.15	He said, “You know that the kingdom was mine, and that all Israel expected me to reign; however, the kingdom has turned about and become my brother's, for it was his from the 
1KI.2.16	And now I have one request to make of you; do not refuse me.” She said to him, “Go on.” 
1KI.2.17	He said, “Please ask King Solomon—he will not refuse you—to give me Abishag the Shunammite as my wife.” 
1KI.2.18	Bathsheba said, “Very well; I will speak to the king on your behalf.”
1KI.2.19	So Bathsheba went to King Solomon, to speak to him on behalf of Adonijah. The king rose to meet her, and bowed down to her; then he sat on his throne, and had a throne brought for the king's mother, and she sat on his right. 
1KI.2.20	Then she said, “I have one small request to make of you; do not refuse me.” And the king said to her, “Make your request, my mother; for I will not refuse you.” 
1KI.2.21	She said, “Let Abishag the Shunammite be given to your brother Adonijah as his wife.” 
1KI.2.22	King Solomon answered his mother, “And why do you ask Abishag the Shunammite for Adonijah? Ask for him the kingdom as well! For he is my elder brother; ask not only for him but also for the priest Abiathar and for Joab son of Zeruiah!” 
1KI.2.23	Then King Solomon swore by the 
1KI.2.24	Now therefore as the 
1KI.2.25	So King Solomon sent Benaiah son of Jehoiada; he struck him down, and he died.
1KI.2.26	The king said to the priest Abiathar, “Go to Anathoth, to your estate; for you deserve death. But I will not at this time put you to death, because you carried the ark of the Lord 
1KI.2.27	So Solomon banished Abiathar from being priest to the 
1KI.2.28	When the news came to Joab—for Joab had supported Adonijah though he had not supported Absalom—Joab fled to the tent of the 
1KI.2.29	When it was told King Solomon, “Joab has fled to the tent of the 
1KI.2.30	So Benaiah came to the tent of the 
1KI.2.31	The king replied to him, “Do as he has said, strike him down and bury him; and thus take away from me and from my father's house the guilt for the blood that Joab shed without cause. 
1KI.2.32	The 
1KI.2.33	So shall their blood come back on the head of Joab and on the head of his descendants forever; but to David, and to his descendants, and to his house, and to his throne, there shall be peace from the 
1KI.2.34	Then Benaiah son of Jehoiada went up and struck him down and killed him; and he was buried at his own house near the wilderness. 
1KI.2.35	The king put Benaiah son of Jehoiada over the army in his place, and the king put the priest Zadok in the place of Abiathar.
1KI.2.36	Then the king sent and summoned Shimei, and said to him, “Build yourself a house in Jerusalem, and live there, and do not go out from there to any place whatever. 
1KI.2.37	For on the day you go out, and cross the Wadi Kidron, know for certain that you shall die; your blood shall be on your own head.” 
1KI.2.38	And Shimei said to the king, “The sentence is fair; as my lord the king has said, so will your servant do.” So Shimei lived in Jerusalem many days.
1KI.2.39	But it happened at the end of three years that two of Shimei's slaves ran away to King Achish son of Maacah of Gath. When it was told Shimei, “Your slaves are in Gath,” 
1KI.2.40	Shimei arose and saddled a donkey, and went to Achish in Gath, to search for his slaves; Shimei went and brought his slaves from Gath. 
