GEN.1.1	In the beginning God created the heavens and the earth. 
DEU.12.8	You are not to do all the things that we are doing here today, where every man does whatever is right in his own eyes. 
DEU.12.9	For you have not yet come to the rest and to the inheritance which the 
DEU.12.10	But when you cross the Jordan, and dwell in the land which the 
DEU.12.11	then there will be a place which the 
DEU.12.12	You will rejoice before the 
DEU.12.13	Be careful that you do not offer your burnt offerings in every place that you see. 
DEU.12.14	Rather, in the place which the 
DEU.12.15	Notwithstanding, you may kill and eat meat within all your gates, whatever your heart desires, according to the blessing of the 
DEU.12.16	only you must not eat the blood. You shall pour it on the ground like water. 
DEU.12.17	You may not eat within your gates the tithe of your grain, your wine, your oil, the firstborn of your herds or of your flock, any of your vows which you vow, your freewill offerings, or the offering of your hand. 
DEU.12.18	Rather you must eat them before the 
DEU.12.19	Take heed to yourself that you do not forsake the Levite as long as you live on the earth.
DEU.12.20	When the 
DEU.12.21	If the place which the 
DEU.12.22	Even as the gazelle and the deer are eaten, so you shall eat them. The unclean and the clean shall eat of them alike. 
DEU.12.23	Only be sure that you do not eat the blood. For the blood is the life, and you may not eat the life with the meat. 
DEU.12.24	You must not eat it. You must pour it on the ground like water. 
DEU.12.25	You must not eat it, so that it may go well with you and with your children after you, when you do that which is right in the sight of the 
DEU.12.26	You shall take only your holy things which you have, along with your vows, and go to the place which the 
DEU.12.27	You must offer your burnt offerings, the meat and the blood, on the altar of the 
DEU.12.28	Observe and hear all these words which I command you, so that it may go well with you and with your children after you forever, when you do that which is good and right in the sight of the 
DEU.12.29	When the 
DEU.12.30	take heed to yourself so that you are not ensnared by following them, after they have been destroyed before you, and that you not inquire after their gods, saying, “How did these nations serve their gods? Even so I will do likewise.” 
DEU.12.31	You shall not do so to the 
DEU.12.32	Whatever I command you, be careful to do it. You shall not add to it or take away from it.
DEU.13.1	If a prophet or a dreamer of dreams arises among you and gives you a sign or a wonder, 
DEU.13.2	and the sign or the wonder comes to pass concerning that which he spoke to you, saying, “Let us go after other gods,” which you have not known, “and let us serve them,” 
DEU.13.3	you must not listen to the words of that prophet or that dreamer of dreams, for the 
DEU.13.4	You must follow after the 
DEU.13.5	That prophet or that dreamer of dreams must be put to death because he has spoken in order to turn you away from the 
DEU.13.6	If your brother, the son of your mother, or your son, or your daughter, or your beloved wife, or your friend, who is as your own soul, entices you secretly, saying, “Let us go and serve other gods,” which you have not known, neither you nor your fathers, 
DEU.13.7	namely, of the gods of the people who are all around you, near you or far away from you, from one end of the earth to the other end of the earth, 
DEU.13.8	you shall not consent to him or listen to him, neither should your eye pity him, nor shall you spare or conceal him, 
DEU.13.9	but you must surely kill him. Your hand must be first upon him to put him to death, and afterwards, the hand of all the people. 
DEU.13.10	You shall stone him with stones so that he dies because he has sought to entice you away from the 
DEU.13.11	All Israel shall hear and fear and no more do any such wickedness as this among you.
DEU.13.12	If you hear it said in one of your cities, in which the 
DEU.13.13	“Certain men, the sons of wickedness, are gone out from among you and have seduced the inhabitants of their city, saying, ‘Let us go and serve other gods,’ ” which you have not known, 
DEU.13.14	then you shall inquire, search out, and ask diligently. If it be true and certain that such an abomination has been among you, 
DEU.13.15	you shall surely put the inhabitants of that city to the sword, utterly destroying it, all that is in it and its livestock—with the edge of the sword. 
DEU.13.16	You must gather all the spoils of it into the middle of the street and burn the city with fire along with all the spoils within it for the 
DEU.13.17	Nothing of the cursed thing there must cling to your hand, so that the 
DEU.13.18	if you listen to the voice of the 
DEU.14.1	You are the sons of the 
DEU.14.2	For you are a holy people to the 
DEU.14.3	You must not eat any detestable thing. 
DEU.14.4	These are the animals which you may eat: the ox, the sheep, and the goat, 
DEU.14.5	the deer, the gazelle, the fallow deer, the wild goat, and the ibex, and the antelope, and the mountain sheep. 
DEU.14.6	You may eat every animal with divided hooves, with the hoof divided into two parts, and that chews the cud. 
DEU.14.7	Nevertheless, you may not eat of these that chew the cud, or of them that divide the hoof: the camel, the rabbit, and the coney. For they chew the cud, but their hoof is not divided, therefore they are unclean to you. 
DEU.14.8	The pig is unclean to you because it divides the hoof, yet it does not chew the cud. You must not eat of their flesh or touch their dead carcass.
DEU.14.9	These you shall eat of all that are in the water: All that have fins and scales you may eat. 
DEU.14.10	Whatever does not have fins and scales you may not eat. It is unclean to you.
DEU.14.11	You may eat of all clean birds. 
DEU.14.12	However, these are the ones which you cannot eat: the eagle, the vulture, the buzzard, 
DEU.14.13	the red kite, the falcon, and the kite after its kind, 
DEU.14.14	every raven after its kind, 
DEU.14.15	and the ostrich, the owl, the seagull, and the hawk after its kind, 
DEU.14.16	the little owl, and the great owl, and the white owl, 
DEU.14.17	the pelican, the carrion vulture, and the cormorant, 
DEU.14.18	the stork, and the heron after its kind, and the hoopoe, and the bat.
DEU.14.19	Every creeping thing that flies is unclean to you. They must not be eaten. 
DEU.14.20	You may eat all the clean birds.
DEU.14.21	You must not eat of anything that dies of itself, but you may give it to the foreigner that is in your gates, so that he may eat it, or you may sell it to a foreigner, for you are a holy people to the 
DEU.14.21	You shall not boil a young goat in its mother’s milk.
DEU.14.22	You must be certain to tithe all the produce of your seed, so that the field produces year by year. 
DEU.14.23	You must eat before the 
DEU.14.24	If the distance is too long for you, so that you are not able to carry it, because the place is too far from you, where the 
DEU.14.25	then you shall exchange it for money and bind up the money in your hand and go to the place which the 
DEU.14.26	Then you may spend that money for whatever your heart desires, for oxen, or for sheep, or for wine, or for strong drink, or for whatever your heart desires, and you may eat there before the 
DEU.14.27	and the Levite that is within your gates. You must not forsake him, for he has no portion or inheritance with you.
DEU.14.28	At the end of three years you must bring forth all the tithe of your produce the same year and lay it up within your gates. 
DEU.14.29	Then the Levite (because he has no portion or inheritance with you), the foreigner, the fatherless, and the widow, who are within your gates, shall come and shall eat and be satisfied, so that the 
DEU.15.1	At the end of every seven years you shall grant a relinquishing 
DEU.15.2	This is the manner of the relinquishing: Every creditor that has loaned anything to his neighbor shall relinquish it. He shall not exact it of his neighbor, or of his brother, because it is called the 
DEU.15.3	You may collect it from a foreigner, but that which your brother has that is yours your hand shall release. 
DEU.15.4	However, there will be no poor among you, for the 
DEU.15.5	if only you carefully obey the voice of the 
DEU.15.6	For the 
DEU.15.7	If there be among you a poor man, one of your brothers within any of your gates in your land which the 
