GEN.1.1	In the beginning God created the heavens and the earth.
GEN.14.7	Then they turned back and came to En-mishpat (now called Kadesh) and conquered all the territory of the Amalekites, and also the Amorites living in Hazazon-tamar.
GEN.14.8	Then the rebel kings of Sodom, Gomorrah, Admah, Zeboiim, and Bela (also called Zoar) prepared for battle in the valley of the Dead Sea.
GEN.14.9	They fought against King Kedorlaomer of Elam, King Tidal of Goiim, King Amraphel of Babylonia, and King Arioch of Ellasar—four kings against five. 
GEN.14.10	As it happened, the valley of the Dead Sea was filled with tar pits. And as the army of the kings of Sodom and Gomorrah fled, some fell into the tar pits, while the rest escaped into the mountains. 
GEN.14.11	The victorious invaders then plundered Sodom and Gomorrah and headed for home, taking with them all the spoils of war and the food supplies. 
GEN.14.12	They also captured Lot—Abram’s nephew who lived in Sodom—and carried off everything he owned.
GEN.14.13	But one of Lot’s men escaped and reported everything to Abram the Hebrew, who was living near the oak grove belonging to Mamre the Amorite. Mamre and his relatives, Eshcol and Aner, were Abram’s allies.
GEN.14.14	When Abram heard that his nephew Lot had been captured, he mobilized the 318 trained men who had been born into his household. Then he pursued Kedorlaomer’s army until he caught up with them at Dan. 
GEN.14.15	There he divided his men and attacked during the night. Kedorlaomer’s army fled, but Abram chased them as far as Hobah, north of Damascus. 
GEN.14.16	Abram recovered all the goods that had been taken, and he brought back his nephew Lot with his possessions and all the women and other captives.
GEN.14.17	After Abram returned from his victory over Kedorlaomer and all his allies, the king of Sodom went out to meet him in the valley of Shaveh (that is, the King’s Valley).
GEN.14.18	And Melchizedek, the king of Salem and a priest of God Most High,
GEN.14.19	Melchizedek blessed Abram with this blessing:
GEN.14.19	“Blessed be Abram by God Most High,
GEN.14.19	Creator of heaven and earth.
GEN.14.20	And blessed be God Most High,
GEN.14.20	who has defeated your enemies for you.”
GEN.14.20	Then Abram gave Melchizedek a tenth of all the goods he had recovered.
GEN.14.21	The king of Sodom said to Abram, “Give back my people who were captured. But you may keep for yourself all the goods you have recovered.”
GEN.14.22	Abram replied to the king of Sodom, “I solemnly swear to the 
GEN.14.23	that I will not take so much as a single thread or sandal thong from what belongs to you. Otherwise you might say, ‘I am the one who made Abram rich.’ 
GEN.14.24	I will accept only what my young warriors have already eaten, and I request that you give a fair share of the goods to my allies—Aner, Eshcol, and Mamre.”
GEN.15.1	Some time later, the 
GEN.15.2	But Abram replied, “O Sovereign 
GEN.15.3	You have given me no descendants of my own, so one of my servants will be my heir.”
GEN.15.4	Then the 
GEN.15.5	Then the 
GEN.15.6	And Abram believed the 
GEN.15.7	Then the 
GEN.15.8	But Abram replied, “O Sovereign 
GEN.15.9	The 
GEN.15.10	So Abram presented all these to him and killed them. Then he cut each animal down the middle and laid the halves side by side; he did not, however, cut the birds in half. 
GEN.15.11	Some vultures swooped down to eat the carcasses, but Abram chased them away.
GEN.15.12	As the sun was going down, Abram fell into a deep sleep, and a terrifying darkness came down over him. 
GEN.15.13	Then the 
GEN.15.14	But I will punish the nation that enslaves them, and in the end they will come away with great wealth. 
GEN.15.15	(As for you, you will die in peace and be buried at a ripe old age.) 
GEN.15.16	After four generations your descendants will return here to this land, for the sins of the Amorites do not yet warrant their destruction.”
GEN.15.17	After the sun went down and darkness fell, Abram saw a smoking firepot and a flaming torch pass between the halves of the carcasses. 
GEN.15.18	So the 
GEN.15.19	the land now occupied by the Kenites, Kenizzites, Kadmonites, 
GEN.15.20	Hittites, Perizzites, Rephaites, 
GEN.15.21	Amorites, Canaanites, Girgashites, and Jebusites.”
GEN.16.1	Now Sarai, Abram’s wife, had not been able to bear children for him. But she had an Egyptian servant named Hagar. 
GEN.16.2	So Sarai said to Abram, “The 
GEN.16.3	So Sarai, Abram’s wife, took Hagar the Egyptian servant and gave her to Abram as a wife. (This happened ten years after Abram had settled in the land of Canaan.)
GEN.16.4	So Abram had sexual relations with Hagar, and she became pregnant. But when Hagar knew she was pregnant, she began to treat her mistress, Sarai, with contempt. 
GEN.16.5	Then Sarai said to Abram, “This is all your fault! I put my servant into your arms, but now that she’s pregnant she treats me with contempt. The 
GEN.16.6	Abram replied, “Look, she is your servant, so deal with her as you see fit.” Then Sarai treated Hagar so harshly that she finally ran away.
GEN.16.7	The angel of the 
GEN.16.8	The angel said to her, “Hagar, Sarai’s servant, where have you come from, and where are you going?”
GEN.16.8	“I’m running away from my mistress, Sarai,” she replied.
GEN.16.9	The angel of the 
GEN.16.10	Then he added, “I will give you more descendants than you can count.”
GEN.16.11	And the angel also said, “You are now pregnant and will give birth to a son. You are to name him Ishmael (which means ‘God hears’), for the 
GEN.16.12	This son of yours will be a wild man, as untamed as a wild donkey! He will raise his fist against everyone, and everyone will be against him. Yes, he will live in open hostility against all his relatives.”
GEN.16.13	Thereafter, Hagar used another name to refer to the 
GEN.16.14	So that well was named Beer-lahai-roi (which means “well of the Living One who sees me”). It can still be found between Kadesh and Bered.
GEN.16.15	So Hagar gave Abram a son, and Abram named him Ishmael. 
GEN.16.16	Abram was eighty-six years old when Ishmael was born.
GEN.17.1	When Abram was ninety-nine years old, the 
GEN.17.2	I will make a covenant with you, by which I will guarantee to give you countless descendants.”
GEN.17.3	At this, Abram fell face down on the ground. Then God said to him, 
GEN.17.4	“This is my covenant with you: I will make you the father of a multitude of nations! 
GEN.17.5	What’s more, I am changing your name. It will no longer be Abram. Instead, you will be called Abraham,
GEN.17.6	I will make you extremely fruitful. Your descendants will become many nations, and kings will be among them!
GEN.17.7	“I will confirm my covenant with you and your descendants
GEN.17.8	And I will give the entire land of Canaan, where you now live as a foreigner, to you and your descendants. It will be their possession forever, and I will be their God.”
GEN.17.9	Then God said to Abraham, “Your responsibility is to obey the terms of the covenant. You and all your descendants have this continual responsibility. 
GEN.17.10	This is the covenant that you and your descendants must keep: Each male among you must be circumcised. 
GEN.17.11	You must cut off the flesh of your foreskin as a sign of the covenant between me and you. 
GEN.17.12	From generation to generation, every male child must be circumcised on the eighth day after his birth. This applies not only to members of your family but also to the servants born in your household and the foreign-born servants whom you have purchased. 
GEN.17.13	All must be circumcised. Your bodies will bear the mark of my everlasting covenant. 
GEN.17.14	Any male who fails to be circumcised will be cut off from the covenant family for breaking the covenant.”
GEN.17.15	Then God said to Abraham, “Regarding Sarai, your wife—her name will no longer be Sarai. From now on her name will be Sarah.
GEN.17.16	And I will bless her and give you a son from her! Yes, I will bless her richly, and she will become the mother of many nations. Kings of nations will be among her descendants.”
GEN.17.17	Then Abraham bowed down to the ground, but he laughed to himself in disbelief. “How could I become a father at the age of 100?” he thought. “And how can Sarah have a baby when she is ninety years old?” 
GEN.17.18	So Abraham said to God, “May Ishmael live under your special blessing!”
GEN.17.19	But God replied, “No—Sarah, your wife, will give birth to a son for you. You will name him Isaac,
GEN.17.20	As for Ishmael, I will bless him also, just as you have asked. I will make him extremely fruitful and multiply his descendants. He will become the father of twelve princes, and I will make him a great nation. 
GEN.17.21	But my covenant will be confirmed with Isaac, who will be born to you and Sarah about this time next year.” 
GEN.17.22	When God had finished speaking, he left Abraham.
GEN.17.23	On that very day Abraham took his son, Ishmael, and every male in his household, including those born there and those he had bought. Then he circumcised them, cutting off their foreskins, just as God had told him. 
GEN.17.24	Abraham was ninety-nine years old when he was circumcised, 
GEN.17.25	and Ishmael, his son, was thirteen. 
GEN.17.26	Both Abraham and his son, Ishmael, were circumcised on that same day, 
GEN.17.27	along with all the other men and boys of the household, whether they were born there or bought as servants. All were circumcised with him.
GEN.18.1	The 
GEN.18.2	He looked up and noticed three men standing nearby. When he saw them, he ran to meet them and welcomed them, bowing low to the ground.
GEN.18.3	“My lord,” he said, “if it pleases you, stop here for a while. 
GEN.18.4	Rest in the shade of this tree while water is brought to wash your feet. 
