GEN.1.1	In the beginning God created the heavens and the earth. 
GEN.14.2	these kings went to war against Bera king of Sodom, Birsha king of Gomorrah, Shinab king of Admah, Shemeber king of Zeboyim, and the king of Bela (that is, Zoar). 
GEN.14.3	All these latter kings joined forces in the Valley of Siddim (that is, the Dead Sea Valley). 
GEN.14.4	For twelve years they had been subject to Kedorlaomer, but in the thirteenth year they rebelled.
GEN.14.5	In the fourteenth year, Kedorlaomer and the kings allied with him went out and defeated the Rephaites in Ashteroth Karnaim, the Zuzites in Ham, the Emites in Shaveh Kiriathaim 
GEN.14.6	and the Horites in the hill country of Seir, as far as El Paran near the desert. 
GEN.14.7	Then they turned back and went to En Mishpat (that is, Kadesh), and they conquered the whole territory of the Amalekites, as well as the Amorites who were living in Hazezon Tamar.
GEN.14.8	Then the king of Sodom, the king of Gomorrah, the king of Admah, the king of Zeboyim and the king of Bela (that is, Zoar) marched out and drew up their battle lines in the Valley of Siddim 
GEN.14.9	against Kedorlaomer king of Elam, Tidal king of Goyim, Amraphel king of Shinar and Arioch king of Ellasar—four kings against five. 
GEN.14.10	Now the Valley of Siddim was full of tar pits, and when the kings of Sodom and Gomorrah fled, some of the men fell into them and the rest fled to the hills. 
GEN.14.11	The four kings seized all the goods of Sodom and Gomorrah and all their food; then they went away. 
GEN.14.12	They also carried off Abram’s nephew Lot and his possessions, since he was living in Sodom.
GEN.14.13	A man who had escaped came and reported this to Abram the Hebrew. Now Abram was living near the great trees of Mamre the Amorite, a brother
GEN.14.14	When Abram heard that his relative had been taken captive, he called out the 318 trained men born in his household and went in pursuit as far as Dan. 
GEN.14.15	During the night Abram divided his men to attack them and he routed them, pursuing them as far as Hobah, north of Damascus. 
GEN.14.16	He recovered all the goods and brought back his relative Lot and his possessions, together with the women and the other people.
GEN.14.17	After Abram returned from defeating Kedorlaomer and the kings allied with him, the king of Sodom came out to meet him in the Valley of Shaveh (that is, the King’s Valley).
GEN.14.18	Then Melchizedek king of Salem brought out bread and wine. He was priest of God Most High, 
GEN.14.19	and he blessed Abram, saying,
GEN.14.19	“Blessed be Abram by God Most High,
GEN.14.19	Creator of heaven and earth.
GEN.14.20	And praise be to God Most High,
GEN.14.20	who delivered your enemies into your hand.”
GEN.14.20	Then Abram gave him a tenth of everything.
GEN.14.21	The king of Sodom said to Abram, “Give me the people and keep the goods for yourself.”
GEN.14.22	But Abram said to the king of Sodom, “With raised hand I have sworn an oath to the 
GEN.14.23	that I will accept nothing belonging to you, not even a thread or the strap of a sandal, so that you will never be able to say, ‘I made Abram rich.’ 
GEN.14.24	I will accept nothing but what my men have eaten and the share that belongs to the men who went with me—to Aner, Eshkol and Mamre. Let them have their share.”
GEN.15.1	After this, the word of the 
GEN.15.1	“Do not be afraid, Abram.
GEN.15.1	I am your shield,
GEN.15.1	your very great reward.
GEN.15.2	But Abram said, “Sovereign 
GEN.15.3	And Abram said, “You have given me no children; so a servant in my household will be my heir.”
GEN.15.4	Then the word of the 
GEN.15.5	He took him outside and said, “Look up at the sky and count the stars—if indeed you can count them.” Then he said to him, “So shall your offspring
GEN.15.6	Abram believed the 
GEN.15.7	He also said to him, “I am the 
GEN.15.8	But Abram said, “Sovereign 
GEN.15.9	So the 
GEN.15.10	Abram brought all these to him, cut them in two and arranged the halves opposite each other; the birds, however, he did not cut in half. 
GEN.15.11	Then birds of prey came down on the carcasses, but Abram drove them away.
GEN.15.12	As the sun was setting, Abram fell into a deep sleep, and a thick and dreadful darkness came over him. 
GEN.15.13	Then the 
GEN.15.14	But I will punish the nation they serve as slaves, and afterward they will come out with great possessions. 
GEN.15.15	You, however, will go to your ancestors in peace and be buried at a good old age. 
GEN.15.16	In the fourth generation your descendants will come back here, for the sin of the Amorites has not yet reached its full measure.”
GEN.15.17	When the sun had set and darkness had fallen, a smoking firepot with a blazing torch appeared and passed between the pieces. 
GEN.15.18	On that day the 
GEN.15.19	the land of the Kenites, Kenizzites, Kadmonites, 
GEN.15.20	Hittites, Perizzites, Rephaites, 
GEN.15.21	Amorites, Canaanites, Girgashites and Jebusites.”
GEN.16.1	Now Sarai, Abram’s wife, had borne him no children. But she had an Egyptian slave named Hagar; 
GEN.16.2	so she said to Abram, “The 
GEN.16.2	Abram agreed to what Sarai said. 
GEN.16.3	So after Abram had been living in Canaan ten years, Sarai his wife took her Egyptian slave Hagar and gave her to her husband to be his wife. 
GEN.16.4	He slept with Hagar, and she conceived.
GEN.16.4	When she knew she was pregnant, she began to despise her mistress. 
GEN.16.5	Then Sarai said to Abram, “You are responsible for the wrong I am suffering. I put my slave in your arms, and now that she knows she is pregnant, she despises me. May the 
GEN.16.6	“Your slave is in your hands,” Abram said. “Do with her whatever you think best.” Then Sarai mistreated Hagar; so she fled from her.
GEN.16.7	The angel of the 
GEN.16.8	And he said, “Hagar, slave of Sarai, where have you come from, and where are you going?”
GEN.16.8	“I’m running away from my mistress Sarai,” she answered.
GEN.16.9	Then the angel of the 
GEN.16.10	The angel added, “I will increase your descendants so much that they will be too numerous to count.”
GEN.16.11	The angel of the 
GEN.16.11	“You are now pregnant
GEN.16.11	and you will give birth to a son.
GEN.16.11	You shall name him Ishmael,
GEN.16.11	for the 
GEN.16.12	He will be a wild donkey of a man;
GEN.16.12	his hand will be against everyone
GEN.16.12	and everyone’s hand against him,
GEN.16.12	and he will live in hostility
GEN.16.12	toward
GEN.16.13	She gave this name to the 
GEN.16.14	That is why the well was called Beer Lahai Roi
GEN.16.15	So Hagar bore Abram a son, and Abram gave the name Ishmael to the son she had borne. 
GEN.16.16	Abram was eighty-six years old when Hagar bore him Ishmael.
GEN.17.1	When Abram was ninety-nine years old, the 
GEN.17.2	Then I will make my covenant between me and you and will greatly increase your numbers.”
GEN.17.3	Abram fell facedown, and God said to him, 
GEN.17.4	“As for me, this is my covenant with you: You will be the father of many nations. 
GEN.17.5	No longer will you be called Abram
GEN.17.6	I will make you very fruitful; I will make nations of you, and kings will come from you. 
GEN.17.7	I will establish my covenant as an everlasting covenant between me and you and your descendants after you for the generations to come, to be your God and the God of your descendants after you. 
GEN.17.8	The whole land of Canaan, where you now reside as a foreigner, I will give as an everlasting possession to you and your descendants after you; and I will be their God.”
GEN.17.9	Then God said to Abraham, “As for you, you must keep my covenant, you and your descendants after you for the generations to come. 
GEN.17.10	This is my covenant with you and your descendants after you, the covenant you are to keep: Every male among you shall be circumcised. 
GEN.17.11	You are to undergo circumcision, and it will be the sign of the covenant between me and you. 
GEN.17.12	For the generations to come every male among you who is eight days old must be circumcised, including those born in your household or bought with money from a foreigner—those who are not your offspring. 
GEN.17.13	Whether born in your household or bought with your money, they must be circumcised. My covenant in your flesh is to be an everlasting covenant. 
GEN.17.14	Any uncircumcised male, who has not been circumcised in the flesh, will be cut off from his people; he has broken my covenant.”
GEN.17.15	God also said to Abraham, “As for Sarai your wife, you are no longer to call her Sarai; her name will be Sarah. 
GEN.17.16	I will bless her and will surely give you a son by her. I will bless her so that she will be the mother of nations; kings of peoples will come from her.”
GEN.17.17	Abraham fell facedown; he laughed and said to himself, “Will a son be born to a man a hundred years old? Will Sarah bear a child at the age of ninety?” 
GEN.17.18	And Abraham said to God, “If only Ishmael might live under your blessing!”
GEN.17.19	Then God said, “Yes, but your wife Sarah will bear you a son, and you will call him Isaac.
GEN.17.20	And as for Ishmael, I have heard you: I will surely bless him; I will make him fruitful and will greatly increase his numbers. He will be the father of twelve rulers, and I will make him into a great nation. 
GEN.17.21	But my covenant I will establish with Isaac, whom Sarah will bear to you by this time next year.” 
GEN.17.22	When he had finished speaking with Abraham, God went up from him.
GEN.17.23	On that very day Abraham took his son Ishmael and all those born in his household or bought with his money, every male in his household, and circumcised them, as God told him. 
GEN.17.24	Abraham was ninety-nine years old when he was circumcised, 
GEN.17.25	and his son Ishmael was thirteen; 
GEN.17.26	Abraham and his son Ishmael were both circumcised on that very day. 
GEN.17.27	And every male in Abraham’s household, including those born in his household or bought from a foreigner, was circumcised with him.
