GEN.1.1	In the beginning God created the heavens and the earth.
PSA.45.12	And the daughter of Tyre shall be there with a gift; even the rich among the people shall intreat thy favour.
PSA.45.13	The king’s daughter is all glorious within: her clothing is of wrought gold.
PSA.45.14	She shall be brought unto the king in raiment of needlework; the virgins her companions that follow her shall be brought unto thee.
PSA.45.15	With gladness and rejoicing shall they be brought; they shall enter into the king’s palace.
PSA.45.16	Instead of thy fathers shall be thy sons, whom thou shalt make princes in all the earth.
PSA.45.17	I will make thy name to be remembered in all generations; therefore shall the people praise thee eternally and for ever.
PSA.46.1	God is our refuge and strength, a very present help in tribulation.
PSA.46.2	Therefore we will not fear, though the earth be removed and though the mountains be carried into the midst of the sea,
PSA.46.3	though the waters thereof roar and be troubled, though the mountains shake with the violence thereof. Selah.
PSA.46.4	There is a river, the streams of which shall make glad the city of God, the sanctuary of the tents of the most High.
PSA.46.5	God is in the midst of her; she shall not be moved; God shall help her, as the morning dawns.
PSA.46.6	The Gentiles raged, the kingdoms were moved; he uttered his voice, the earth melted.
PSA.46.7	The 
PSA.46.8	Come, behold the works of the 
PSA.46.9	He makes wars to cease unto the end of the earth; he breaks the bow and cuts the spear in sunder; he burns the chariot in the fire.
PSA.46.10	Be still, and know that I am God; I will be exalted in the Gentiles, I will be exalted in the earth.
PSA.46.11	The 
PSA.47.1	O clap your hands, all ye people; shout unto God with the voice of triumph.
PSA.47.2	For the 
PSA.47.3	He shall guide the peoples under us, and the Gentiles under our feet.
PSA.47.4	He shall choose our inheritance for us, the excellency of Jacob whom he loved. Selah.
PSA.47.5	God is gone up with a shout of joy, the 
PSA.47.6	Sing praises to God, sing praises; sing praises unto our King, sing praises.
PSA.47.7	For God is the King of all the earth; sing ye praises with understanding.
PSA.47.8	God reigns over the Gentiles; God sits upon the throne of his holiness.
PSA.47.9	The princes of the peoples have joined the people of the God of Abraham; for the shields of the earth belong unto God; he is greatly exalted.
PSA.48.1	Great is the 
PSA.48.2	Beautiful for situation, the joy of the whole earth, is Mount Zion, on the sides of the north, the city of the great King.
PSA.48.3	God is known in her palaces for a refuge.
PSA.48.4	For, behold, the kings were assembled, they passed by together.
PSA.48.5	They saw it, and so they marvelled; they were troubled and hasted away.
PSA.48.6	Fear took hold upon them there and pain as of a woman in travail.
PSA.48.7	Thou breakest the ships of Tarshish with an east wind.
PSA.48.8	As we have heard, so have we seen in the city of the 
PSA.48.9	We have conceived according to thy mercy, O God, in the midst of thy temple.
PSA.48.10	According to thy name, O God, so is thy praise unto the ends of the earth; thy right hand is full of righteousness.
PSA.48.11	Let Mount Zion rejoice, let the daughters of Judah be glad because of thy judgments.
PSA.48.12	Walk about Zion and go round about her; tell the towers thereof.
PSA.48.13	Mark ye well her bulwarks, consider her palaces that ye may tell it to the generation following.
PSA.48.14	For this God is our God eternally and for ever; he will be our guide even unto death.
PSA.49.1	Hear this, all ye people; give ear, all ye inhabitants of the world:
PSA.49.2	Both low and high, rich and poor, together.
PSA.49.3	My mouth shall speak wisdom; and the meditation of my heart intelligence.
PSA.49.4	I will incline mine ear to a parable; I will declare my enigma upon the harp.
PSA.49.5	Why should I fear in the days of adversity when the iniquity of my heels shall compass me about?
PSA.49.6	Those that trust in their wealth and boast themselves in the multitude of their riches;
PSA.49.7	none of them can by any means ransom his brother, nor give God an atonement for him;
PSA.49.8	(for the redemption of their soul is of great price, and they shall never pay it)
PSA.49.9	that he should still live for ever and not see corruption.
PSA.49.10	For he sees that all the wise men die, likewise the fool and the ignorant perish and leave their wealth to others.
PSA.49.11	Their inward thought is that their houses are eternal and their dwelling places to all generations; they call their lands after their own names.
PSA.49.12	Nevertheless man will not abide forever in honour; he is like the beasts that are cut off.
PSA.49.13	This their way is their folly; yet their posterity approve their sayings. Selah.
PSA.49.14	Like sheep they are laid in Sheol; death shall feed on them, and the upright shall have dominion over them in the morning, and their beauty shall be consumed in the grave from their dwelling.
PSA.49.15	Surely God will ransom my soul from the hand of Sheol when he shall take me. Selah.
PSA.49.16	Be not thou afraid when one is made rich, when the glory of his house is increased;
PSA.49.17	for in his death he shall carry nothing away; nor shall his glory descend after him.
PSA.49.18	Though while he lives, his life shall be blessed: and men will praise thee when thou art prosperous.
PSA.49.19	He shall enter into the generation of his fathers; they shall never see light forever.
PSA.49.20	Man that is in honour that does not understand is like the beasts that are cut off.
PSA.50.1	The God of gods, even the 
PSA.50.2	Out of Zion, the perfection of beauty, God has shined forth.
PSA.50.3	Our God shall come and shall not keep silence; a fire shall devour before him, and it shall be very tempestuous round about him.
PSA.50.4	He shall convocate the heavens of above, and the earth, that he may judge his people.
PSA.50.5	Gather my merciful ones together unto me, those that have made a covenant with me by sacrifice.
PSA.50.6	And the heavens shall declare his righteousness, for God himself is the judge. Selah.
PSA.50.7	Hear, O my people, and I will speak; O Israel, and I will testify against thee; I am God, even thy God.
PSA.50.8	I will not reprove thee regarding thy sacrifices; thy burnt offerings are continually before me.
PSA.50.9	I will take no bullock out of thy house, nor he goats out of thy folds.
PSA.50.10	For every beast of the forest is mine and the cattle upon a thousand hills.
PSA.50.11	I know all the fowls of the mountains; and the wild beasts of the field are with me.
PSA.50.12	If I were hungry, I would not tell thee; for the world is mine and the fullness thereof.
PSA.50.13	Must I eat the flesh of bulls or drink the blood of goats?
PSA.50.14	Sacrifice praise unto God and pay thy vows unto the most High
PSA.50.15	and call upon me in the day of trouble: I will deliver thee, and thou shalt glorify me.
PSA.50.16	But unto the wicked God saith, What part hast thou to declare my statutes or that thou should take my covenant in thy mouth?
PSA.50.17	Seeing thou dost hate chastening and dost cast my words behind thee.
PSA.50.18	When thou didst see a thief, then thou didst consent with him and hast been partaker with adulterers.
PSA.50.19	Thou didst give thy mouth to evil, and thy tongue frames deceit.
PSA.50.20	Thou didst sit and speak against thy brother; thou didst slander thine own mother’s son.
PSA.50.21	These things hast thou done, and I kept silence; thou didst think that I was altogether such a one as thyself, but I will reprove thee and set them in order before thine eyes.
PSA.50.22	Now consider this, ye that forget God, lest I take you away, and there be none to deliver.
PSA.50.23	Whosoever sacrifices praise glorifies me; and to him that orders his ways aright I will show the salvation of God.
PSA.51.1	Have mercy upon me, O God, according to thy mercy; according unto the multitude of thy compassion eradicate my rebellion.
PSA.51.2	Wash me thoroughly from my iniquity and cleanse me from my sin.
PSA.51.3	For I acknowledge my rebellion; and my sin is ever before me.
PSA.51.4	Against thee, against thee only, have I sinned and done this evil in thy sight that thou be declared just in thy word and pure in thy judgment.
PSA.51.5	Behold, the pain of my iniquity has caused me to writhe; my mother conceived me so that sin might be removed from me.
PSA.51.6	Behold, thou dost desire truth in the inward parts, and in the secret things thou hast made me to know wisdom.
PSA.51.7	Remove the sin in me with hyssop, and I shall be clean; wash me, and I shall be whiter than snow.
PSA.51.8	Make me to hear joy and gladness that the bones which thou hast broken may rejoice.
PSA.51.9	Hide thy face from my sins and eradicate all my iniquities.
PSA.51.10	Create in me a clean heart, O God, and renew a right spirit within me.
PSA.51.11	Cast me not away from thy presence and take not thy Holy Spirit from me.
PSA.51.12	Restore unto me the joy of thy saving health, and thy spirit of liberty shall uphold me.
PSA.51.13	Then I will teach transgressors thy ways, and sinners shall be converted unto thee.
PSA.51.14	Deliver me from bloodguiltiness, O God, thou God of my salvation, and my tongue shall sing aloud of thy righteousness.
PSA.51.15	O Lord, open my lips; and my mouth shall show forth thy praise.
PSA.51.16	For thou dost not desire sacrifice or else would I give it; thou dost not delight in burnt offering.
PSA.51.17	The sacrifices of God are a broken spirit: a broken and a contrite heart, O God, thou wilt not despise.
PSA.51.18	Do good in thy good pleasure unto Zion; build thou the walls of Jerusalem.
PSA.51.19	Then thou shalt be pleased with the sacrifices of righteousness, the burnt offering, the offering that has been totally consumed by the fire; then shall they offer bullocks upon thine altar.
PSA.52.1	Why dost thou boast of evil, O strong man? The mercy of God is day by day.
PSA.52.2	Thy tongue devises wickedness like a sharp razor, working deceitfully.
PSA.52.3	Thou dost love evil more than good; and lying rather than to speak righteousness. Selah.
PSA.52.4	Thou dost love all devouring words, O thou deceitful tongue.
PSA.52.5	God shall likewise cast thee down for ever; he shall cut thee off and pluck thee out of thy dwelling place and root thee out of the land of the living. Selah.
PSA.52.6	The righteous also shall see and fear and shall laugh at him, saying:
PSA.52.7	Behold, this is the man that did not make God his strength, but trusted in the abundance of his riches and strengthened himself in his wickedness.
PSA.52.8	But I am like a green olive tree in the house of God; I trust in the eternal mercy of God for ever.
PSA.52.9	I will praise thee for ever because thou hast done it, and I will wait on thy name, for it is good before thy merciful ones.
