GEN.1.1	In the beginning, when God created the universe,
GEN.16.9	He said, “Go back to her and be her slave.” 
GEN.16.10	Then he said, “I will give you so many descendants that no one will be able to count them. 
GEN.16.11	You are going to have a son, and you will name him Ishmael,
GEN.16.12	But your son will live like a wild donkey; he will be against everyone, and everyone will be against him. He will live apart from all his relatives.”
GEN.16.13	Hagar asked herself, “Have I really seen God and lived to tell about it?”
GEN.16.14	That is why people call the well between Kadesh and Bered “The Well of the Living One Who Sees Me.”
GEN.16.16	Abram was eighty-six years old at the time.
GEN.17.1	When Abram was ninety-nine years old, the 
GEN.17.2	I will make my covenant with you and give you many descendants.” 
GEN.17.3	Abram bowed down with his face touching the ground, and God said, 
GEN.17.4	“I make this covenant with you: I promise that you will be the ancestor of many nations. 
GEN.17.5	 Your name will no longer be Abram, but Abraham,
GEN.17.6	I will give you many descendants, and some of them will be kings. You will have so many descendants that they will become nations.
GEN.17.8	 I will give to you and to your descendants this land in which you are now a foreigner. The whole land of Canaan will belong to your descendants forever, and I will be their God.”
GEN.17.9	God said to Abraham, “You also must agree to keep the covenant with me, both you and your descendants in future generations. 
GEN.17.10	 You and your descendants must all agree to circumcise every male among you. 
GEN.17.11+GEN.17.12	From now on you must circumcise every baby boy when he is eight days old, including slaves born in your homes and slaves bought from foreigners. This will show that there is a covenant between you and me. 
GEN.17.13	Each one must be circumcised, and this will be a physical sign to show that my covenant with you is everlasting. 
GEN.17.14	Any male who has not been circumcised will no longer be considered one of my people, because he has not kept the covenant with me.”
GEN.17.15	God said to Abraham, “You must no longer call your wife Sarai; from now on her name is Sarah.
GEN.17.16	I will bless her, and I will give you a son by her. I will bless her, and she will become the mother of nations, and there will be kings among her descendants.”
GEN.17.17	Abraham bowed down with his face touching the ground, but he began to laugh when he thought, “Can a man have a child when he is a hundred years old? Can Sarah have a child at ninety?” 
GEN.17.18	He asked God, “Why not let Ishmael be my heir?”
GEN.17.19	But God said, “No. Your wife Sarah will bear you a son and you will name him Isaac.
GEN.17.20	I have heard your request about Ishmael, so I will bless him and give him many children and many descendants. He will be the father of twelve princes, and I will make a great nation of his descendants. 
GEN.17.21	But I will keep my covenant with your son Isaac, who will be born to Sarah about this time next year.” 
GEN.17.22	When God finished speaking to Abraham, he left him.
GEN.17.23	On that same day Abraham obeyed God and circumcised his son Ishmael and all the other males in his household, including the slaves born in his home and those he had bought. 
GEN.17.24	Abraham was ninety-nine years old when he was circumcised, 
GEN.17.25	and his son Ishmael was thirteen. 
GEN.17.26	They were both circumcised on the same day, 
GEN.17.27	together with all of Abraham's slaves.
GEN.18.1	The 
GEN.18.2	 he looked up and saw three men standing there. As soon as he saw them, he ran out to meet them. Bowing down with his face touching the ground, 
GEN.18.3	he said, “Sirs, please do not pass by my home without stopping; I am here to serve you. 
GEN.18.4	Let me bring some water for you to wash your feet; you can rest here beneath this tree. 
GEN.18.5	I will also bring a bit of food; it will give you strength to continue your journey. You have honored me by coming to my home, so let me serve you.”
GEN.18.5	They replied, “Thank you; we accept.”
GEN.18.6	Abraham hurried into the tent and said to Sarah, “Quick, take a sack of your best flour, and bake some bread.” 
GEN.18.7	Then he ran to the herd and picked out a calf that was tender and fat, and gave it to a servant, who hurried to get it ready. 
GEN.18.8	He took some cream, some milk, and the meat, and set the food before the men. There under the tree he served them himself, and they ate.
GEN.18.9	Then they asked him, “Where is your wife Sarah?”
GEN.18.9	“She is there in the tent,” he answered.
GEN.18.10	Sarah was behind him, at the door of the tent, listening. 
GEN.18.11	Abraham and Sarah were very old, and Sarah had stopped having her monthly periods. 
GEN.18.12	 So Sarah laughed to herself and said, “Now that I am old and worn out, can I still enjoy sex? And besides, my husband is old too.”
GEN.18.13	Then the 
GEN.18.14	 Is anything too hard for the 
GEN.18.15	Because Sarah was afraid, she denied it. “I didn't laugh,” she said.
GEN.18.15	“Yes, you did,” he replied. “You laughed.”
GEN.18.16	Then the men left and went to a place where they could look down at Sodom, and Abraham went with them to send them on their way. 
GEN.18.17	And the 
GEN.18.18	His descendants will become a great and mighty nation, and through him I will bless all the nations.
GEN.18.19	I have chosen him in order that he may command his sons and his descendants to obey me and to do what is right and just. If they do, I will do everything for him that I have promised.”
GEN.18.20	Then the 
GEN.18.21	I must go down to find out whether or not the accusations which I have heard are true.”
GEN.18.22	Then the two men left and went on toward Sodom, but the 
GEN.18.23	Abraham approached the 
GEN.18.24	If there are fifty innocent people in the city, will you destroy the whole city? Won't you spare it in order to save the fifty? 
GEN.18.25	Surely you won't kill the innocent with the guilty. That's impossible! You can't do that. If you did, the innocent would be punished along with the guilty. That is impossible. The judge of all the earth has to act justly.”
GEN.18.26	The 
GEN.18.27	Abraham spoke again: “Please forgive my boldness in continuing to speak to you, Lord. I am only a man and have no right to say anything. 
GEN.18.28	But perhaps there will be only forty-five innocent people instead of fifty. Will you destroy the whole city because there are five too few?”
GEN.18.28	The 
GEN.18.29	Abraham spoke again: “Perhaps there will be only forty.”
GEN.18.29	He replied, “I will not destroy it if there are forty.”
GEN.18.30	Abraham said, “Please don't be angry, Lord, but I must speak again. What if there are only thirty?”
GEN.18.30	He said, “I will not do it if I find thirty.”
GEN.18.31	Abraham said, “Please forgive my boldness in continuing to speak to you, Lord. Suppose that only twenty are found?”
GEN.18.31	He said, “I will not destroy the city if I find twenty.”
GEN.18.32	Abraham said, “Please don't be angry, Lord, and I will speak only once more. What if only ten are found?”
GEN.18.32	He said, “I will not destroy it if there are ten.” 
GEN.18.33	After he had finished speaking with Abraham, the 
GEN.19.1	When the two angels came to Sodom that evening, Lot was sitting at the city gate. As soon as he saw them, he got up and went to meet them. He bowed down before them 
GEN.19.2	and said, “Sirs, I am here to serve you. Please come to my house. You can wash your feet and spend the night. In the morning you can get up early and go on your way.”
GEN.19.2	But they answered, “No, we will spend the night here in the city square.”
GEN.19.3	He kept on urging them, and finally they went with him to his house. Lot ordered his servants to bake some bread and prepare a fine meal for the guests. When it was ready, they ate it.
GEN.19.4	Before the guests went to bed, the men of Sodom surrounded the house. All the men of the city, both young and old, were there. 
GEN.19.5	 They called out to Lot and asked, “Where are the men who came to stay with you tonight? Bring them out to us!” The men of Sodom wanted to have sex with them.
GEN.19.6	Lot went outside and closed the door behind him. 
GEN.19.7	He said to them, “Friends, I beg you, don't do such a wicked thing! 
GEN.19.8	Look, I have two daughters who are still virgins. Let me bring them out to you, and you can do whatever you want with them. But don't do anything to these men; they are guests in my house, and I must protect them.”
GEN.19.9	But they said, “Get out of our way, you foreigner! Who are you to tell us what to do? Out of our way, or we will treat you worse than them.” They pushed Lot back and moved up to break down the door. 
GEN.19.10	But the two men inside reached out, pulled Lot back into the house, and shut the door. 
GEN.19.11	 Then they struck all the men outside with blindness, so that they couldn't find the door.
GEN.19.12	The two men said to Lot, “If you have anyone else here—sons, daughters, sons-in-law, or any other relatives living in the city—get them out of here, 
GEN.19.13	because we are going to destroy this place. The 
GEN.19.14	Then Lot went to the men that his daughters were going to marry, and said, “Hurry up and get out of here; the 
GEN.19.15	At dawn the angels tried to make Lot hurry. “Quick!” they said. “Take your wife and your two daughters and get out, so that you will not lose your lives when the city is destroyed.” 
GEN.19.16	 Lot hesitated. The 
GEN.19.17	Then one of the angels said, “Run for your lives! Don't look back and don't stop in the valley. Run to the hills, so that you won't be killed.”
