GEN.1.1	Ku lubereberye Katonda yatonda eggulu n'ensi.
GEN.8.1	Katonda n'ajjukira Nuuwa, n'ensolo, na buli kiramu, ekyali awamu naye mu lyato. Katonda n'akunsa empewo ku nsi, amazzi ne gatandika okukendeera.
GEN.8.2	Ensulo ez'ennyanja n'ebituli eby'omu ggulu ne biggalirwa. Enkuba n'erekera awo okutonnya,
GEN.8.3	amazzi ne gagenda nga gakendeera mpolampola, okumala ennaku kikumi mu ataano (150)
GEN.8.4	Ku lunaku olw'ekkumi n'omusanvu, olw'omwezi ogw'omusanvu, eryato ne lituula ku nsozi za Alalati. 
GEN.8.5	Amazzi ne geeyongera okukendeera obutayosa. Ku lunaku olwolubereberye olw'omwezi ogw'ekkumi, entikko z'ensozi ne zirabika. 
GEN.8.6	Awo oluvannyuma lw'ennaku ana (40), Nuuwa n'aggulawo eddirisa ery'eryato lye yakola, 
GEN.8.7	n'atuma nnamuŋŋoona n'afuluma, n'addiŋŋananga okutuusa amazzi lwe gaakalira ku nsi. 
GEN.8.8	N'atuma ejjiba alabe ng'amazzi gakendedde ku nsi; 
GEN.8.9	naye ejjiba teryalaba kifo wa kuwummuza ekigere kyalyo, ne likomawo gy'ali mu lyato, kubanga amazzi gaali gakyali mangi ku nsi yonna. N'afulumya omukono gwe, n'alikwata n'aliyingiza mu lyato. 
GEN.8.10	N'alindako ennaku endala musanvu, n'alyoka atuma nate ejjiba okuva mu lyato. 
GEN.8.11	Ejjiba ne likomawo olw'eggulo nga lirina akakoola akabisi ak'omuzeeyituuni mu kamwa kaalyo. Nuuwa n'alyoka amanya nti amazzi gakendedde ku nsi. 
GEN.8.12	N'alindako ennaku endala musanvu, n'addamu okutuma ejjiba; ku olwo neritakomawo gy'ali. 
GEN.8.13	Mu mwaka lukaaga mu gumu (601) ogwa Nuuwa, ku lunaku olwolubereberye, olw'omwezi ogwolubereberye, amazzi ne gakalira ku nsi. Nuuwa n'aggyako ekisaanikira ky'eryato, n'atunula, n'alaba ng'amazzi gakalidde ku nsi. 
GEN.8.14	Ku lunaku olw'abiri mu omusanvu olw'omwezi ogwokubiri ensi yali ekalidde ddala. 
GEN.8.15	Katonda n'agamba Nuuwa nti, 
GEN.8.16	“Vva mu lyato, ggwe, ne mukazi wo, n'abaana bo, n'abakazi b'abaana bo.
GEN.8.17	Fulumya ebiramu byonna ebiri naawe mu lyato mu ngeri yabyo: ebibuuka waggulu, ensolo enfuge n'ez'omu nsiko, n'eby'ewalula ku nsi.”
GEN.8.18	Nuuwa n'afuluma, ne mukazi we, n'abaana be n'abakazi baabwe. 
GEN.8.19	Buli nsolo, na buli ekyewalula ku ttaka, na buli ekibuuka mu bbanga, ne bifuluma mu lyato mu ngeri zaabyo.
GEN.8.20	Nuuwa n'azimbira Mukama ekyoto; n'alonda ku nsolo zonna ennongoofu, ne ku bibuuka byonna ebirongoofu, n'awaayo ebiweebwayo ebyokebwa ku kyoto.
GEN.8.21	Mukama n'asanyuka olw'evvumbe eddungi; n'ayogera mu mutima gwe nti, “Sikyaddamu nate kukolimira nsi olw'ebikolwa by'omuntu; kubanga ebirowoozo by'omutima gwe bibi okuviira ddala mu buto bwe. Era sikyazikiriza nate buli kiramu nga bwe nkoze.
GEN.8.22	Ensi ng'ekyaliwo, okusiga n'okukungula, empewo n'ebbugumu, ekyeya ne ttoggo, emisana n'ekiro tebiggwengawo.”
GEN.9.1	Katonda n'awa Nuuwa n'abaana be omukisa, n'abagamba nti, “Mwalenga mweyongerenga, mujjuze ensi.
GEN.9.2	Ensolo zonna n'ebibuuka mu bbanga na buli kiramu kyonna ekiri mu nnyanja, binaabatyanga. Binaabanga mu buyinza bwammwe.
GEN.9.3	Nga bwe n'abawa ebimera okuba emmere, era mbawadde na buli kiramu ekitambula okuba emmere gye muli; buli kiramu ekitambula kinaabanga kya kulya gye muli.
GEN.9.4	Naye ennyama ekyalimu omusaayi temugiryanga kubanga obulamu buli mu musaayi, temugiryanga.
GEN.9.5	Siiremenga kuzikiriza muntu oba ensolo esaanyawo obulamu bw'omuntu.
GEN.9.6	Buli anattanga omuntu naye anattibwanga, kubanga omuntu yatondebwa mu kifaananyi kya Katonda.
GEN.9.7	Naye mmwe muzaale nnyo, mweyongerenga, mujjuze ensi.”
GEN.9.8	Katonda n'agamba Nuuwa n'abaana be nti, 
GEN.9.9	“Kaakano nkola endagaano nammwe era n'ezadde lyammwe erinaddangawo;
GEN.9.10	era na buli kiramu ekiri awamu nammwe: ennyonyi ez'omubbanga, ensolo enfuge n'ez'omu nsiko, ne byonna ebivudde mu lyato. 
GEN.9.11	Nange nkola nammwe endagaano; sikyaddayo kuzikiriza biramu byonna na mataba; amataba tegakyaddamu kuzikiriza nsi nate mulundi gwa kubiri.”
GEN.9.12	Katonda era n'agamba nti, “Kano ke kabonero ak'endagaano ey'emirembe n'emirembe, gye nkoze nammwe era na buli kitonde ekiramu ekiri nammwe: 
GEN.9.13	ntadde musoke ku bire, abeerenga akabonero ak'endagaano gye nkoze n'ensi.
GEN.9.14	Kale olunaatuukanga, bwe nnaaleetanga ebire ku ggulu, musoke n'alabika, 
GEN.9.15	najjukiranga endagaano gye nkoze nammwe na buli kiramu kyonna ekirina omubiri; amataba tegaliddamu kuzikiriza biramu byonna ku nsi.
GEN.9.16	Musoke bw'anaalabikanga ku bire, nnaamutunuuliranga ne nzijukira endagaano ey'emirembe n'emirembe, nze Katonda gye nkoze n'ebitonde byonna ebiramu ebiri ku nsi.”
GEN.9.17	Katonda n'agamba Nuuwa nti, “Ako ke kabonero ak'endagaano gye nkoze n'ebiramu byonna ebiri ku nsi.”
GEN.9.18	Abaana ba Nuuwa abaava mu lyato be bano: Seemu, Kaamu, ne Yafeesi. Kaamu ye yazaala Kanani.
GEN.9.19	Abo bonsatule Nuuwa be yazaala; n'abaana baabwe be baazaala, be baabuna ensi.
GEN.9.20	Nuuwa n'atandika okuba omulimi, n'asimba olusuku olw'emizabbibu; 
GEN.9.21	n'anywa ku mwenge gwalwo ng'ali mu weema ye, bwe yatamiira n'agalamira ng'ali bukunya. 
GEN.9.22	Kaamu, kitaawe wa Kanani, bwe yalaba ensonyi za kitaawe, n'agenda n'abuulira baganda be ababiri abaali ebweru. 
GEN.9.23	Seemu ne Yafeesi ne batoola ekyambalo, ne bakiteeka ku bibegabega byabwe bombi, ne batambula eky'ennyumannyuma, ne babikka ku nsonyi za kitaabwe; era amaaso gaabwe ne gatalaba ku nsonyi za kitaabwe. 
GEN.9.24	Nuuwa omwenge bwe gwamwamukako, n'amanya omwana we omuto kye yamukola,
GEN.9.25	N'ayogera nti,
GEN.9.25	“Kanani akolimirwe;
GEN.9.25	Anaabanga muddu w'abaddu eri baganda be.”
GEN.9.26	Era yayogera nti,
GEN.9.26	“Mukama yeebazibwe, Katonda wa Seemu;
GEN.9.26	Era Kanani abeerenga muddu we.
GEN.9.27	Katonda agaziye Yafeesi,
GEN.9.27	Era atuulenga mu weema za Seemu;
GEN.9.27	Era Kanani abeerenga muddu we.”
GEN.9.28	Nuuwa n'awangaala emyaka bisatu mu ataano (350), amataba nga gamaze okubaawo. 
GEN.9.29	Nuuwa n'afa ng'awezezza emyaka lwenda mu ataano (950).
GEN.10.1	Bano be bazzukulu ba Nuuwa, batabani be Seemu, Kaamu ne Yafeesi be baazaala, amataba nga gamaze okubaawo.
GEN.10.2	Abaana ba Yafeesi be bano: Gomeri, Magogi, Madayi, Yivani, Tubali, Meseki, ne Tirasi. 
GEN.10.3	Abaana ba Gomeri be bano: Asukenaazi, Lifasi, ne Togaluma. 
GEN.10.4	Abaana ba Yavani be bano: Erisa, Talusiisi, Kitimu, ne Dodanimu. 
GEN.10.5	Abo be baasibukamu abantu abali ku lubalama lw'ennyanja, ne ku bizinga. Abo be bazzukulu ba Yafeesi, nga bwe bali mu bika byabwe, ne mu mawanga gaabwe, era ne mu nnimi zaabwe ze boogera.
GEN.10.6	Abaana ba Kaamu be bano: Kuusi, Mizulayimu,
GEN.10.7	Abaana ba Kuusi be bano: Seeba, Kavira, Sabuta, Laama, ne Sabuteka. Abaana ba Laama ye Seeba ne Dedani. 
GEN.10.8	Kuusi n'azaala Nimuloodi; eyali omusajja ow'amaanyi mu nsi. 
GEN.10.9	Yali muyizzi wa maanyi mu maaso ga Mukama; kye kyavanga kyogerwa nti, “Mukama akufuule muyizzi ow'amaanyi nga Nimuloodi.” 
GEN.10.10	Mu kusooka, obwakabaka bwe bwali buzingiramu Baberi, Ereki, Akudi, ne Kalune; byonna eby'omu nsi Sinali. 
GEN.10.11	N'ava mu nsi omwo n'agenda mu Bwasuli, n'azimba Nineeve, Lekobosiyira, Kala, 
GEN.10.12	ne Leseni ekiri wakati wa Nineeve ne Kala, ekibuga ekinene. 
GEN.10.13	Abaana ba Mizulayimu be bano: Ludimu, Anamimu, Lekabimu, ne Nafutukimu,
GEN.10.14	Pasulusimu ne Kasulukimu, omwava Abafirisuuti, ne Kafutolimu.
GEN.10.15	Abaana ba Kanani be bano: Zidoni omubereberye we, ne Keesi. 
GEN.10.16	Kanani era y'asibukamu bano: Abayebusi, Abamoli, Abagirugaasi, 
GEN.10.17	Abakiivi, Abamwaluki, Abasiini; 
GEN.10.18	Abaluvada, Abazemali, n'Abakamasi. Awo ebika by'Abakanani we byava okubuna. 
GEN.10.19	N'ensalo z'ensi y'Abakanani yava e Zidoni okwolekera Gerali, okutuuka e Gaza; era n'etuuka n'e Lasa, okwolekera Sodoma ne Ggomola, Aduma ne Zeboyimu. 
GEN.10.20	Abo be baana ba Kaamu, mu bika byabwe ne mu nsi zaabwe, buli bamu n'olulimi lwabwe lwe boogera.
GEN.10.21	Ne Seemu, mukulu wa Yafeesi, era jjajja w'abaana ba Eberi, n'azaala abaana. 
GEN.10.22	Abaana ba Seemu be bano: Eramu, Asuli, Alupakusaadi, Ludi, ne Alamu.
GEN.10.23	Abaana ba Alamu be bano: Uzi, Kuuli, Ggeseri, ne Masi. 
GEN.10.24	Alupakusaadi n'azaala Seera; Seera n'azaala Eberi. 
GEN.10.25	Eberi yalina abaana babiri, omu nga ye Peregi, kubanga mu mulembe gwe ensi mwe zaayawulibwamu, omulala nga ye Yokutaani. 
GEN.10.26	Yokutaani yazaala Alumodaadi ne Serefu, Kazalumaveesi, Yera; 
GEN.10.27	Kadolaamu, Uzali, Dikula; 
GEN.10.28	Obali, Abimayeeri, Seeba; 
GEN.10.29	Ofiri, Kavira, ne Yobabu. Abo bonna be baana ba Yokutaani. 
GEN.10.30	Ensi mwe baatuulanga yavanga ku Mesa, n'etuuka ku Serali, olusozi olw'ebuvanjuba. 
GEN.10.31	Abo be baana ba Seemu, mu bika byabwe ne mu nsi zaabwe, buli bamu n'olulimi lwabwe lwe boogera.
GEN.10.32	Ebyo bye bika eby'abaana ba Nuuwa, ng'okuzaalibwa kwabwe bwe kwali, mu mawanga gaabwe; era mu abo amawanga mwe gaava okusaasaanira mu nsi amataba nga gamaze okubaawo.
GEN.11.1	Abantu ab'omu nsi yonna baalina olulimi lumu n'enjogera emu. 
GEN.11.2	Awo, bwe baali batambula nga bava ebuvanjuba, ne balaba olusenyi mu nsi ya Sinali; ne batuula omwo.
GEN.11.3	Ne bagambagana nti, “Kale nno, tukole amatoffaali, tugookere ddala.” Awo ne baba n'amatoffaali mu kifo ky'amayinja, n'ebbumba mu kifo ky'ennoni. 
GEN.11.4	Ne bagamba nti, “Kale nno, twezimbire ekibuga ekirimu omunaala ogutuuka mu ggulu, twekolere erinnya; tuleme okusaasaanira ddala ewala mu nsi zonna.”
GEN.11.5	Mukama n'akka okulaba ekibuga n'omunaala, abaana b'abantu bye bazimba.
GEN.11.6	Mukama n'ayogera nti, “Laba, abantu bano lye ggwanga limu, bonna balina olulimi lumu; kino kye baagala era kye batandise okukola tekijja kubalema. 
GEN.11.7	Kale nno, tukke, tutabuletabule olulimi lwabwe, baleme kutegeragana.”
GEN.11.8	Bw'atyo Mukama n'abasaasaanyiza ddala okubuna ensi zonna; ne balekera awo okuzimba ekibuga. 
GEN.11.9	Erinnya ly'ekibuga kye lyava liyitibwa Baberi;
GEN.11.10	Kuno kwe kuzaala kwa Seemu. Seemu bwe yaweza emyaka kikumi (100), amataba nga gamaze emyaka ebiri (2) okubaawo, n'azaala Alupakusaadi.
GEN.11.11	Seemu bwe yamala okuzaala Alupakusaadi, n'awangaala emyaka emirala bitaano (500), era mwe yazaalira abaana abalala ab'obulenzi n'ab'obuwala.
GEN.11.12	Alupakusaadi bwe yaweza emyaka asatu mu etaano (35), n'azaala Seera; 
GEN.11.13	Bwe yamala okuzaala Seera, n'awangaala emyaka emirala bina mu esatu (403), era mwe yazaalira abaana abalala ab'obulenzi n'ab'obuwala.
GEN.11.14	Seera bwe yaweza emyaka asatu (30) n'azaala Eberi. 
GEN.11.15	Seera bwe yamala okuzaala Eberi, n'awangaala emyaka emirala bina mu esatu (403), era mwe yazaalira abaana abalala ab'obulenzi n'ab'obuwala.
GEN.11.16	Eberi bwe yaweza emyaka asatu mu ena (34) n'azaala Peregi. 
GEN.11.17	Eberi bwe yamala okuzaala Peregi n'awangaala emyaka emirala bina mu asatu (430), era mwe yazaalira abaana abalala ab'obulenzi n'ab'obuwala.
GEN.11.18	Peregi bwe yaweza emyaka asatu (30) n'azaala Leewo. 
GEN.11.19	Peregi bwe yamala okuzaala Leewo, n'awangaala emyaka emirala bibiri mu mwenda (209), era mwe yazaalira abaana abalala ab'obulenzi n'ab'obuwala.
GEN.11.20	Leewo bwe yaweza emyaka asatu mu ebiri (32), n'azaala Serugi. 
GEN.11.21	Leewo bwe yamala okuzaala Serugi n'awangaala emyaka emirala bibiri mu musanvu (207), era mwe yazaalira abaana abalala ab'obulenzi n'ab'obuwala.
GEN.11.22	Serugi bwe yaweza emyaka asatu (30), n'azaala Nakoli. 
GEN.11.23	Serugi bwe yamala okuzaala Nakoli n'awangaala emyaka emirala bibiri (200), era mwe yazaalira abaana abalala, ab'obulenzi n'ab'obuwala.
GEN.11.24	Nakoli bwe yaweza emyaka abiri mu mwenda (29) n'azaala Teera. 
GEN.11.25	Nakoli bwe yamala okuzaala Teera n'awangaala emyaka emirala kikumi mu kkumi na mwenda (119), era mwe yazaalira abaana abalala ab'obulenzi n'ab'obuwala.
GEN.11.26	Teera bwe yaweza emyaka nsanvu (70), n'azaala Ibulaamu, Nakoli ne Kalani.
GEN.11.27	Kuno kwe kuzaala kwa Teera. Teera yazaala Ibulaamu, Nakoli, ne Kalani; Kalani n'azaala Lutti. 
GEN.11.28	Kalani n'afiira mu kibuga Uli, mu nsi y'Abakaludaaya mwe yazaalirwa nga kitaawe akyali mulamu. 
GEN.11.29	Ibulaamu n'awasa Salaayi, ne Nakoli n'awasa Mirika, muwala wa Kalani, era nga ye kitaawe wa Isika.
GEN.11.30	Salaayi yali mugumba; teyalina mwana. 
GEN.11.31	Teera n'atwala mutabani we Ibulaamu, ne Lutti, muzzukulu we, omwana wa Kalani, ne Salaayi muka mwana we Ibulaamu; ne basenguka okuva mu kibuga Uli, mu ensi ey'Abakaludaaya, ne bagenda mu nsi eya Kanani, ne basenga e Kalani.
GEN.11.32	Teera n'afiira mu Kalani, ng'awangadde emyaka bibiri mu etaano (205).
GEN.12.1	Awo Mukama n'agamba Ibulaamu nti, “Va mu nsi yo ne mu kika kyo, ne mu nnyumba ya kitaawo, ogende mu nsi gye ndikulaga.
GEN.12.2	Ndikufuula eggwanga eddene, era ndikuwa omukisa, era ndikuza erinnya lyo; era beeranga mukisa ggwe;
GEN.12.3	nange naabawanga omukisa abanaakusabiranga ggwe omukisa, n'oyo anaakukolimiranga naamukolimiranga nze; ne mu ggwe ebika byonna eby'omu nsi mwe biriweerwa omukisa.”
GEN.12.4	Bw'atyo Ibulaamu n'agenda, nga Mukama bwe yamugamba; ne Lutti n'agenda naye; Ibulaamu yali awezezza emyaka nsanvu mu etaano (75) bwe yava mu Kalani. 
GEN.12.5	Ibulaamu n'atwala Salaayi mukazi we, ne Lutti omwana wa muganda we, n'ebintu byabwe byonna bye baali bakuŋŋaanyizza, n'abaddu be baafunira mu Kalani; ne bavaayo okuyingira mu nsi ya Kanani; ne bayingira mu nsi ya Kanani.
GEN.12.6	Ibulaamu n'ayita mu nsi eyo n'atuuka e Sekemu, awali omuvule gwa Mmoole. Era Omukanani yali akyali mu nsi mu biro ebyo.
GEN.12.7	Mukama n'alabikira Ibulaamu, n'ayogera nti, “Ezzadde lyo ndiriwa ensi eno.” N'azimbira Mukama eyamulabikira ekyoto.
GEN.12.8	N'avaayo n'agenda awali olusozi, ku luuyi olw'ebuvanjuba olw'e Beseri, n'asimba eweema ye, e Beseri nga kiri ku luuyi olw'ebugwanjuba, ne Ayi ku luuyi olw'ebuvanjuba. Ibulaamu n'azimba ekyoto, n'akoowoola erinnya lya Mukama.
GEN.12.9	Ibulaamu n'atambula, ng'ayolekedde ekkubo ery'obukiikaddyo.
GEN.12.10	Enjala n'egwa mu nsi ya Kanani; Ibulaamu n'aserengeta mu Misiri, okutuula omwo kubanga enjala yali nnyingi mu nsi. 
GEN.12.11	Awo, bwe yali ng'anaatera okuyingira mu Misiri n'alyoka agamba Salaayi mukazi we nti, “Laba, mmanyi nga ggwe oli mukazi mulungi mu ndabika; 
GEN.12.12	kale Abamisiri bwe balikulaba, kyebaliva boogera nti, ‘Oyo ye mukazi we,’ era nze, balinzita naye ggwe balikuleka ng'oli mulamu.
GEN.12.13	Nkwegayiridde, ogambanga nti oli mwannyinaze, balyoke bampise bulungi, n'obulamu bwange buwone ku lulwo.” 
GEN.12.14	Awo Ibulaamu bwe yamala okuyingira mu Misiri, Abamisiri ne balaba mukazi we nga mulungi nnyo. 
GEN.12.15	N'abakungu ba Falaawo ne bamulaba, ne bamutendereza eri Falaawo; ne batwala omukazi mu nnyumba ya Falaawo.
GEN.12.16	Falaawo n'ayisa bulungi Ibulaamu ku lwa Salaayi, n'amuwa endiga, ente, endogoyi ensajja n'enkazi, eŋŋamira, abaddu n'abazaana. 
GEN.12.17	Mukama n'abonyaabonya Falaawo n'ennyumba ye n'endwadde ez'amaanyi.
GEN.12.18	Falaawo n'ayita Ibulaamu, n'ayogera nti, “Kino kiki ky'onkoze? Kiki ekyakulobera okumbuulira nga ye mukazi wo? 
GEN.12.19	Kiki ekyakwogeza nti, ‘Ye mwannyinaze,’ nange ne mmutwala okuba mukazi wange? Kale mukazi wo wuuyo, mutwale ogende.” 
GEN.12.20	Falaawo n'alagira abasajja be ne bawerekera Ibulaamu ne mukazi we ne byonna bye yalina.
GEN.13.1	Ibulaamu n'ayambuka ne mukazi we, ne Lutti, n'ebyabwe byonna okuva mu Misiri; ne bagenda mu bukiikaddyo obwa Kanani.
GEN.13.2	Era Ibulaamu yalina obugagga bungi: ente, effeeza, ne zaabu.
GEN.13.3	N'agenda ng'atambula n'ava mu bukiikaddyo n'atuuka e Beseri, mu kifo eweema ye mwe yasooka okubeera, wakati w'e Beseri ne Ayi; 
GEN.13.4	mu kifo eky'ekyoto kye yakola eyo olubereberye; n'asinziza eyo erinnya lya Mukama.
GEN.13.5	Era ne Lutti, eyagenda ne Ibulaamu, yalina embuzi n'ente n'eweema. 
GEN.13.6	Ensi n'etabamala bombi okutuula awamu; kubanga ebintu byabwe byali bingi.
GEN.13.7	Ne wabalukawo enkaayana wakati w'abasumba b'ente za Ibulaamu n'abasumba b'ente za Lutti. Era Omukanani n'Omuperizi baali ba kyatuula mu nsi eyo mu nnaku ezo.
GEN.13.8	Ibulaamu n'agamba Lutti nti, “Nkwegayiridde waleme okubaawo okukaayana wakati wange naawe ne wakati w'abasumba bange n'ababo; kubanga tuli ba luganda.
GEN.13.9	Ensi yonna teri mu maaso go? Kale nkwegayiridde twawukane. Bw'oneeroboza omukono ogwa kkono, nze n'agenda ku gwa ddyo. Bw'oneeroboza ogwa ddyo, nze n'agenda ku gwa kkono.”
GEN.13.10	Lutti n'ayimusa amaaso ge, n'alaba olusenyi olwa Yoludaani lwonna, okutuukira ddala e Zowaali, nga lulimu amazzi mangi, nga lufaanana ng'olusuku lwa Mukama, oba ng'ensi y'e Misiri. Mu kiseera ekyo, Mukama yali tannazikiriza Sodoma ne Gomora.
GEN.13.11	Awo Lutti ne yeeroboza olusenyi lwonna olwa Yoludaani, n'atambula ng'ayolekedde obuvanjuba; ne baawukana ne Ibulaamu. 
GEN.13.12	Ibulaamu n'atuula mu nsi ya Kanani, ne Lutti n'atuula mu bibuga eby'omu lusenyi, n'ajjulula eweema ye n'agituusa e Sodoma. 
GEN.13.13	N'abantu ab'omu Sodoma baali babi era boonoonyi nnyo nnyini mu maaso ga Mukama.
GEN.13.14	Mukama n'agamba Ibulaamu, Lutti bwe yamala okwawukana naye, nti, “Yimusa kaakano amaaso go, otunule ng'oyima mu kifo mw'oli, obukiikakkono n'obwaddyo n'ebuvanjuba n'ebugwanjuba;
GEN.13.15	kubanga ensi yonna gy'olabye, ndigikuwa ggwe, n'ezzadde lyo emirembe gyonna.
GEN.13.16	Era ndifuula n'ezzadde lyo ng'enfuufu ey'oku nsi; era oba nga waliwo ayinza okubala enfuufu eri ku nsi, oyo mpozzi y'aliyinza okubabala.
GEN.13.17	Situka olambule ensi eyo yonna, kubanga ndigikuwa.” 
GEN.13.18	Ibulaamu n'ajjulula eweema ye, n'ajja n'atuula awali emivule gya Mamule egiri mu Kebbulooni, n'azimbira Mukama eyo ekyoto.
GEN.14.1	Awo mu mirembe gya Amulafeeri kabaka w'e Sinali, Aliyooki, kabaka w'e Erasali, Kedolawomeeri, kabaka w'e Eramu, n'egya Tidali, kabaka w'e Goyiyimu, 
GEN.14.2	bakabaka abo ne balwanagana ne Bbeera, kabaka w'e Sodoma, ne Bbiruusa, kabaka w'e Ggomola, Sinaabu, kabaka w'e Aduma, ne Semebeeri, kabaka w'e Zeboyiyimu, ne kabaka w'e Bera, oba Zowaali. 
GEN.14.3	Bakabaka abo abataano begattira mu kiwonvu Sidimu, eyo ye nnyanja ey'omunnyo. 
GEN.14.4	Baali bafugibwa Kedolawomeeri, okumala emyaka kkumi n'ebiri (12). Mu mwaka ogw'ekkumi n'esatu (13) ne bajeema.
GEN.14.5	Mu mwaka ogw'ekkumi n'ena (14), Kedolawomeeri ne bakabaka abaali awamu naye, ne bajja, ne bawangulira Abaleefa mu Asuterosikalumayimu, n'Abazuuzi mu Kaamu, n'Abemi mu Savekiriyasayimu, 
GEN.14.6	n'Abakooli ku lusozi lwabwe Seyiri, ne babagoba okutuusa mu Erupalaani ekiri okumpi n'eddungu. 
GEN.14.7	Olwo ne bakyuka, ne balaga e Nuumisupaati, kati ye Kadesi, ne bawangula ensi yonna ey'Abamereki, n'ey'Abamoli, ababeera mu Kazazonutamali. 
GEN.14.8	Awo bakabaka: ow'e Sodoma, n'ow'e Ggomola, n'ow'e Aduma, n'ow'e Zeboyiyimu, n'ow'e Bera, oba Zowaali; ne bategekera wamu olutalo, mu kiwonvu Sidimu, 
GEN.14.9	okulwanyisa bakabaka: Kedolawomeeri ow'e Eramu, Tidali, ow'e Goyiyimu, Amulafeeri, ow'e Sinali, ne Aliyooki ow'e Erasali; bakabaka bano abana nga balwanyisa bali abataano. 
GEN.14.10	Ekiwonvu Sidimu kyali kijjudde obunnya obwe ttosi; kabaka ow'e Sodoma n'ow'e Ggomola, bwe badduka ne babugwamu, abalala abaasigalawo ne baddukira ku lusozi.
GEN.14.11	Bakabaka bali abana ne banyaga ebintu byonna mu Sodoma ne Gomora nga mulimu n'eby'okulya byonna, ne bagenda. 
GEN.14.12	Ne banyaga Lutti, omwana wa muganda wa Ibulaamu, eyatuulanga mu Sodoma, n'ebintu bye, ne bagenda.
GEN.14.13	Omuntu omu eyawonawo n'ajja n'abuulira Ibulaamu, omwebbulaniya; oyo yatuulanga awali emivule gya Mamule Omwamoli, muganda wa Esukoli era muganda wa Aneri; abo bombi baali baalagaana ne Ibulaamu okulwaniranga awamu. 
GEN.14.14	Ibulaamu bwe yawulira nga baanyaga omwana wa muganda we, n'agenda n'abasajja ab'omu maka ge, abaatendekebwa mu by'okulwana, bonna nga bawera bisatu mu kkumi na munaana (318), n'awondera bakabaka abana okutuuka e Daani.
GEN.14.15	N'agabanyaamu basajja be mu bibinja, n'alumba abalabe ekiro, n'abawangula, n'abawondera okutuuka e Kkoba, mu bukiikakkono obwa Ddamasiko. 
GEN.14.16	N'akomyawo Lutti, mutabani we, omwana wa muganda we, n'ebintu bye, n'abakazi, n'abantu abalala.
GEN.14.17	Ibulaamu bwe yakomawo, ng'amaze okutta Kedolawomeeri, ne bakabaka abalala abaali naye, kabaka w'e Sodoma n'ajja okumusisinkana mu Kiwonvu ky'e Save, era ekiyitibwa Ekiwonvu kya Kabaka.
GEN.14.18	Ne Merukizeddeeki, kabaka w'e Ssaalemi, era ye yali kabona wa Katonda ali waggulu ennyo; n'aleeta emmere n'omwenge,
GEN.14.19	n'asabira Ibulaamu omukisa, n'ayogera nti,
GEN.14.19	“Katonda ali waggulu ennyo,
GEN.14.19	nannyini ggulu n'ensi, awe Ibulaamu omukisa.
GEN.14.20	Era Katonda oyo ali waggulu ennyo
GEN.14.20	akusobozesezza okuwangula abalabe bo, atenderezebwe.”
GEN.14.20	Ibulaamu n'awa Merukizeddeeki ekitundu ekimu eky'ekkumi eky'omunyago gwonna.
GEN.14.21	Kabaka w'e Sodoma n'agamba Ibulaamu nti, “Sigaza ebintu, naye ompe abantu bange bonna.” 
GEN.14.22	Ibulaamu n'agamba kabaka w'e Sodoma nti, “Ngolola omukono gwange eri Mukama Katonda ali waggulu ennyo, nannyini ggulu n'ensi,
GEN.14.23	nga ndayira nti, Sijja kutwala kintu kyo nakimu, wadde akaguwa oba akakoba akasiba engatto, oleme kwogera nti, ‘Nze ngaggawazizza Ibulaamu.’
GEN.14.24	Nze sijja kutwala kintu kyo na kimu, wabula ebyo abavubuka abaagenda nange bye balidde; ne Aneri, Esukoli ne Mamule; nabo batwale omugabo gwabwe.”
GEN.15.1	Oluvannyuma lw'ebyo ekigambo kya Mukama ne kijjira Ibulaamu mu kwolesebwa, nga kyogera nti, “Totya, Ibulaamu; nze ngabo yo, era ndikuwa empeera ennene ennyo.”
GEN.15.2	Naye Ibulaamu n'ayogera nti, “Ai Mukama Katonda, ky'olimpa kiringasa ki nga sirina mwana? Alinsikira ye Erieza ow'e Ddamasiko? 
GEN.15.3	Laba, nze tompadde zadde, oyo eyazaalibwa mu nnyumba yange ye alinsikira.”
GEN.15.4	Mukama n'amugamba nti, “Omuddu oyo taliba musika wo, naye omwana gw'olizaala ggwe wennyini, ye alikusikira.”
GEN.15.5	N'amufulumya ebweru, n'ayogera nti, “Tunuulira eggulu kaakano, obale emmunyeenye, eziririko, oba nga oyinza.” N'amugamba nti, “n'ezzadde lyo bwe liriba bwe lityo obungi.”
GEN.15.6	Ibulaamu n'akkiriza. Olw'ekyo Mukama n'amubalira obutuukirivu.
GEN.15.7	N'amugamba nti, “Nze Mukama eyakuggya mu Uli ekya Abakaludaaya, okukuwa ensi eno okugisikira.”
GEN.15.8	Ibulaamu n'ayogera nti, “Ai Mukama Katonda, n'akakasiza ku ki nga ndigisikira?”
GEN.15.9	Mukama n'amugamba nti, “Ndeetera wano ente enkazi ewezezza emyaka esatu, n'embuzi enkazi ewezezza emyaka esatu, ne kaamukuukulu, n'ejjiba etto.” 
GEN.15.10	Ebyo byonna n'abireeta, buli nsolo n'agitemamu wakati ebitundu bibiri, n'abitegeka nga bitunuuliganye; naye ennyonyi zo n'atazitemamu.
GEN.15.11	Ensega ne zijja ne zigwa ku nnyama; Ibulaamu n'azigoba. 
GEN.15.12	Awo enjuba bwe yali ng'egwa, Ibulaamu n'akwatibwa otulo otungi, n'entiisa n'emujjira olw'enzikiza eyali ekutte.
