GEN.1.1	Tamin’ny fiandohana, fony Andriamanitra nahary ny lanitra sy ny tany
GEN.7.19	Ary nitombo be izaitsizy ny rano tetỳ ambonin’ny tany ka naharakotra hatramin’ireo tendrombohitra avo indrindra taty ambanin’ny lanitra. 
GEN.7.20	Tafakatra fito metatra sy sasany ambonin’ny tendrombohitra ny haavon’ny rano. 
GEN.7.21	Dia maty ny nofo rehetra izay nihetsiketsika tambonin’ny tany, izany hoe ny voro-manidina sy ny biby fiompy mbamin’ny bibidia, ny bibikely mihahohaho tambonin’ny tany, ary ny olombelona rehetra. 
GEN.7.22	Maty avokoa izay rehetra nanam-pofonaina tamin’ny vavorona teny an-tanety. 
GEN.7.23	Dia nofoanan’Andriamanitra ny zava-mananaina rehetra teny ambonin’ny tany, nanomboka tamin’ny olona ka hatramin’ny biby lehibe sy kely mbamin’ny voro-manidina; dia nofoanan’Andriamanitra tsy ho amin’ny tany ireny, fa i Noà irery ihany mbamin’izay niaraka taminy tao anatin’ny sambofiara no sisa tavela.
GEN.7.24	Naharitra 150 andro ny fahatondrahan’ny rano teny ambonin’ny tany.
GEN.8.1	Rehefa afaka izany, dia notsarovan’Andriamanitra i Noà sy ny bibidia rehetra ary ny biby fiompy rehetra izay niaraka taminy tao anatin’ny sambofiara; ka nampandalo rivo-mahery teny ambonin’ny tany Izy, dia niharîtra ny rano. 
GEN.8.2	Nihidy ny loharano niboiboika avy any ambanin’ny tany sy ny varavaran’ny lanitra, ary nitsahatra ny ranonorana. 
GEN.8.3	Niala tsikelikely ny rano teny ambonin’ny tany, ary nihena nony afaka 150 andro. 
GEN.8.4	Ary tamin’ny volana fahafito, andro faha-17, dia niantsona teo an-tendrombohitr’i Ararata ny sambofiara. 
GEN.8.5	Dia mbola nihena hatrany ihany ny rano hatramin’ny volana fahafolo. Ka tamin’ny andro voalohan’ny volana fahafolo, dia tazana ny tampon’ireo tendrombohitra.
GEN.8.6	Nony afaka efapolo andro, dia novohan’i Noà ny varavarankelin’ny sambofiara izay nataony. 
GEN.8.7	Dia nandefa goaika anankiray izy, nefa niverimberina nivoaka sy niditra io mandra-paharîtran’ny rano teny ambonin’ny tany. 
GEN.8.8	Dia nandefa voromahailala iray koa izy mba hahitany na efa nihena ny rano teny ambonin’ny tany na tsia. 
GEN.8.9	Kanefa tsy nahita izay hametrahany ny tongony ilay voromahailala, ka niverina tany amin’i Noà teny an-tsambofiara, satria mbola feno rano tambonin’ny tany tontolo. Dia naninjitra ny tanany i Noà ka nandray ilay voromahailala ary nampiditra azy tao anaty sambofiara. 
GEN.8.10	Mbola niandry herinandro izy vao nandefa ilay voromahailala fanindroany. 
GEN.8.11	Fa niverina tany amin’i Noà ilay voromahailala, nony hariva, ka hita nitondra ravin’ôliva maitso teny am-bavany. Dia fantatr’i Noà tamin’izany fa efa nihena ny rano tambonin’ny tany. 
GEN.8.12	Dia mbola niandry herinandro indray izy vao nandefa ilay voromahailala izay tsy niverina intsony kosa.
GEN.8.13	Fa tamin’ny andro voalohan’ny volana voalohany, nony feno 601 taona i Noà, dia ritra ny rano teo ambonin’ny tany. Nesorin’i Noà ny tafon’ny sambofiara ka hitany fa efa maina ny velaran’ny tany. 
GEN.8.14	Ary fony andro fahafito amby roapolo tamin’ny volana faharoa dia maina tanteraka ny tany.
GEN.8.15	Dia hoy Andriamanitra tamin’i Noà: 
GEN.8.16	«Mivoaha tao amin’ny sambofiara ianao sy ny vadinao ary ireo zanakalahinao mbamin’ireo vinantovavinao. 
GEN.8.17	Avoahy koa ireo biby rehetra niaraka taminao, dia ny karazam-borona rehetra, ny biby rehetra isan-karazany na kely na lehibe, ary aoka hiparitaka eny ambonin’ny tany ireny, ka hitombo eny.» 
GEN.8.18	Dia nivoaka avy tao amin’ny sambofiara i Noà sy ny vadiny sy ireo zanany lahy ary ireo vinantovaviny. 
GEN.8.19	Avy eo dia nivoaka koa ireo biby rehetra sy ireo voro-manidina, ary ireo bibikely mihetsiketsika rehetra eny ambonin’ny tany araka ny karazany avy.
GEN.8.20	Dia nanangana 
GEN.8.21	Ary nony ren’ny TOMPO ilay hanitra ankasitrahiny, dia hoy IZY anakampo hoe: «Tsy mba hanozona ny tany intsony Aho noho ny amin’ny olombelona. Eny, manomboka amin’ny fahatanorany, dia mirona ho amin’ny ratsy ny fon’ny olombelona; koa tsy hamely ny miaina rehetra intsony toy izay nataoko Aho.
GEN.8.22	Raha mbola tany koa ny tany,
GEN.8.22	dia tsy hanam-pitsaharana mihitsy
GEN.8.22	ny famafazana sy ny fijinjana,
GEN.8.22	ny hafanana sy ny hatsiaka,
GEN.8.22	ny fahavaratra sy ny ririnina,
GEN.8.22	ary ny andro sy ny alina.»
GEN.9.1	Ary Andriamanitra 
GEN.9.2	Hisy tahotra sy horohoro anareo ao amin’ny biby rehetra eny ambonin’ny tany mbamin’ny voro-manidina sy ny bibikely ary ao amin’ny trondro rehetra anaty ranomasina, satria nomena ho eo am-pelatananareo ireny. 
GEN.9.3	Izay rehetra velona sy mihetsiketsika dia omeko ho sakafonareo avokoa tahaka ny nanomezako ny anana
GEN.9.4	Kanefa kosa ny nofo miaraka amin’ny ainy, izany hoe miaraka amin’ny rany
GEN.9.5	Ary ny ranareo koa, izay ainareo, dia hadiniko amin’ny biby izay namono olona ho faty tahaka ny hanadinako ny olona namono ho faty ny olona toa azy. Eny, hadiniko ny momba ny ain’ny olona:
GEN.9.6	Izay mandatsaka ran’olona
GEN.9.6	dia halatsak’olona koa ny rany,
GEN.9.6	satria mitovy endrika amin’Andriamanitra
GEN.9.6	no nanaovany ny olona
GEN.9.7	Fa ianareo kosa dia maroa fara sy mihabetsaha eo amin’ny tany
GEN.9.8	Ary hoy koa Andriamanitra tamin’i Noà sy ireo zanany lahy niaraka taminy: 
GEN.9.9	«Indro Aho hanorina ny fanekempihavanako aminareo sy amin’ny taranakareo mandimby anareo, 
GEN.9.10	ary amin’ny zava-mananaina rehetra eo aminareo na ny vorona, na ny biby fiompy na ny bibidia, dia izay rehetra nivoaka tamin’ny sambofiara niaraka taminareo. 
GEN.9.11	Izao no fanekempihavanana haoriko aminareo: tsy hisy rano avy amin’ny safo-drano intsony handripaka ny nofo rehetra, ary tsy hisy safo-drano hanimba ny tany intsony mandrakizay.» 
GEN.9.12	Dia mbola nampian’Andriamanitra hoe: «Izao no ataoko mariky ny fanekempihavanantsika ho Ahy sy ho anareo ary ho an’ny zava-mananaina rehetra miaraka aminareo hatramin’ny taranaka fara mandimby. 
GEN.9.13	Apetrako eny amin’ny rahona ny avako ho mariky ny fanekempihavanana eo amiko sy amin’ny tany. 
GEN.9.14	Ka isaky ny mampivondrona rahona eny ambonin’ny tany Aho ka miseho ny avana, 
GEN.9.15	dia hotsarovako ny fanekempihavanako taminareo sy tamin’ny zava-mananaina rehetra, izany hoe ny voaary rehetra; ka tsy hisy intsony rano hanjary safo-drano handringana ny voaary rehetra. 
GEN.9.16	Ho eny amin’ny rahona ny avana ary hojereko mba hampahatsiaro Ahy ny fanekempihavanana mandrakizay eo amiko sy eo amin’ny zava-mananaina rehetra ary eo amin’ny voaary rehetra izay eny ambonin’ny tany.» 
GEN.9.17	Dia mbola naverin’Andriamanitra tamin’i Noà hoe: «Izany no famantarana momba ny fanekempihavanana izay naoriko ho amiko sy ho amin’ny voaary rehetra izay eny ambonin’ny tany.»
GEN.9.18	Ny zanakalahin’i Noà, izay nivoaka avy tao amin’ny sambofiara, dia i Sema sy i Hama ary i Jafeta. I Hama no rain’i Kanahàna. 
GEN.9.19	Izy telo lahy ireo no zanak’i Noà, ary avy tamin’ireo no niparitahan’ny olombelona eran-tany.
GEN.9.20	I Noà no mpiasa tany voalohany namboly voaloboka. 
GEN.9.21	Nisotro divay izy ka mamo ary nitanjaka tao an-dainy; 
GEN.9.22	I Hama rain’i Kanahàna, rehefa nahita ny fitanjahan-drainy, dia lasa nampandre ireo rahalahiny roa tao ivelany. 
GEN.9.23	Nalain’i Sema sy i Jafeta ny lamba ka nentiny an-tsoroka, ary nanao dia mianòtra izy mirahalahy ka nandrakotra ny fitanjahan-drainy. Fa nitodika nijery tany an-kafa ireo ka tsy nahita ny fitanjahan-drainy. 
GEN.9.24	Ary nony efa nisava ny hamamoan’i Noà, ka fantany izay nataon’ny zanany faralahy taminy, 
GEN.9.25	dia hoy izy hoe:
GEN.9.25	Ho voaozona anie i Kanahàna!
GEN.9.25	Aoka izy ho faraidiny
GEN.9.25	amin’ireo mpanompon’ny rahalahiny!
GEN.9.26	Dia mbola nampiany hoe:
GEN.9.26	Hoderaina anie ny TOMPO,
GEN.9.26	ilay Andriamanitr’i Sema!
GEN.9.26	Aoka i Kanahàna ho mpanompon’i Sema!
GEN.9.27	Hataon’Andriamanitra malalaka anie
GEN.9.27	ny toeran’i Jafeta
GEN.9.27	ka hanana fonenana ao amin’i Sema izy,
GEN.9.27	ary aoka i Kanahàna koa ho mpanompony!
GEN.9.28	Mbola velona 350 taona i Noà taorian’ny safo-drano. 
GEN.9.29	Dia maty i Noà rehefa feno 950 taona.
GEN.10.1	Taorian’ny safo-drano dia niteraka zanakalahy maro i Sema sy i Hama ary i Jafeta zanak’i Noà. Ireto no lisitry ny taranany
GEN.10.2	Ny zanakalahin’i Jafeta dia i Gômera sy i Magôga, i Maday sy Javàna, i Tobala sy i Mesèka ary i Tirasa. 
GEN.10.3	Ny zanakalahin’i Gômera dia i Askenaza sy i Rifata ary i Tôgarmà. 
GEN.10.4	Ny zanakalahin’i Javàna dia i Elisà sy i Tarsisy ary i Kitima sy i Rôdanima
GEN.10.5	Ireo no zanakalahin’i Jafeta sady niavian’ny firenen-tsamihafa niparitaka any amin’ny nosy maro; ka samy nanana ny taniny araka ny fiteniny avy sy nanana ny fireneny araka ny fokony avy izy.
GEN.10.6	Ny zanakalahin’i Hama dia i Kosy sy i Mitsiraîma ary i Poto sy i Kanahàna. 
GEN.10.7	Ary ny zanakalahin’i Kosy dia i Sebà sy i Havilà, i Sabtà sy i Rahemà ary i Sabtekà. Ny zanakalahin’i Rahemà dia i Saba sy i Dedàna. 
GEN.10.8	I Kosy no rain’i Nimrôda izay lehilahy mahery voalohany teto an-tany. 
GEN.10.9	I Nimrôda dia mpihaza mahery teo imason’ny TOMPO, ka niavian’ny ohabolana hoe: «Sahala amin’i Nimrôda, mpihaza mahery teo imason’ny TOMPO.» 
GEN.10.10	Ny tanàna lehibe tao amin’ny fanjakany dia i Babèla sy i Ereka ary i Akada sy i Kalne ao amin’ny tany Sinehara. 
GEN.10.11	Niala tamin’izany tany izany i Nimrôda ho any Asiria ary nanangana tanàna, dia i Ninive sy i Rehôbôta-Hiry, i Kela, 
GEN.10.12	ilay tanàna lehibe, ary i Resèna izay teo anelanelan’i Ninive sy i Kela.
GEN.10.13	I Mitsiraîma no razamben’ireo olona tao Loda sy tao Henama, tao Lehava sy tao Neftoà 
GEN.10.14	ary tao Patrosy mbamin’ireo Kaslohita sy Kaftôrita izay niavian’ny Filistinina
GEN.10.15	I Kanahàna no rain’i Tsidôna lahimatoany sy i Heta 
GEN.10.16	razamben’ireto foko ireto: dia ny Jebosita sy ny Amôrita, ny Girgasita 
GEN.10.17	sy ny Hivita, ny Harkita sy ny Sinita, 
GEN.10.18	ny Arvadita sy ny Tsemarita ary ny Hamatita. Taorian’izany dia niparitaka ireo foko kanahanita, 
GEN.10.19	ka ny faritaniny dia nanomboka hatreo Tsidôna mihazo an’i Gerara ka hatrany Gazà, ary mankany Sôdôma sy Gômôra ary Admà sy Tsebôima ka hatrany Lesà. 
GEN.10.20	Ireo no zanakalahin’i Hama voatsinjara araka ny fokony sy ny fiteniny avy, ary ao amin’ny taniny sy ny fireneny avy.
GEN.10.21	I Sema zokin’i Jafeta dia mba niteraka ihany koa, fa izy no razamben’i Hebera sy ny taranany. 
GEN.10.22	Ny zanakalahin’i Sema dia i Helama sy i Asora, i Arpaksàda sy i Loda ary i Arama. 
GEN.10.23	Ny zanakalahin’i Arama dia i Hotsa sy i Hola ary i Getera sy i Masa. 
GEN.10.24	I Arpaksàda no rain’i Sela, ary i Sela no rain’i Hebera. 
GEN.10.25	I Hebera dia nanan-janaka roa lahy: ny anankiray dia nantsoina hoe Pegela na «Fizaràna» satria tamin’ny androny no nizara ny mponina teto an-tany, ary ny rahalahiny kosa dia nantsoina hoe Jôktàna. 
GEN.10.26	I Jôktàna no rain-dry i Almôdada sy i Selefa, i Hatsarmavèty sy i Jerà, 
GEN.10.27	i Hadorama sy i Ozàla, i Diklà 
GEN.10.28	sy i Hobàla, i Abimaela sy i Seba, 
GEN.10.29	i Ofira sy i Havila, ary i Jôbaba. Ireo rehetra ireo no zanakalahin’i Jôktàna. 
GEN.10.30	Ny fonenan’izy ireo dia manomboka eo Mesà ka hatrany amin’ny tendrombohitra atsinanana mankany Sefara. 
GEN.10.31	Ireo no zanakalahin’i Sema voatsinjara araka ny fokony sy ny fiteniny avy, ary ao amin’ny taniny sy ny fireneny avy.
GEN.10.32	Ireo no foko avy amin’ny zanakalahin’i Noà araka ny lisitry ny taranany isaky ny fireneny avy. Avy amin’ireo no niavian’ny firenena rehetra niparitaka eran-tany taorian’ny safo-drano.
GEN.11.1	Fiteny iray ihany ary voambolana mitovy no nampiasaina tamin’ny tany tontolo. 
GEN.11.2	Saingy rehefa nikisaka niantsinanana ny olona, dia nahita lemaka tao amin’ny tany Sinehara ary niorim-ponenana tao. 
GEN.11.3	Dia nifampiresaka izy ka nanao hoe: «Andao isika hanao biriky tanimanga ka handotra azy amin’ny afo.» Ny biriky no nataony solon’ny vato ary ny molanga no nataony solon’ny rihitra. 
GEN.11.4	Avy teo dia hoy koa ireo hoe: «Andeha isika hanorina tanàna misy tilikambo mahatakatra ny lanitra ny tendrony! Amin’izay dia halaza isika ka tsy hiparitaka amin’ny velaran’ny tany.»
GEN.11.5	Dia nidina avy any an-danitra ny TOMPO mba hijery ny tanàna sy ny tilikambo izay naorin’ny zanak’olombelona. 
GEN.11.6	Ka hoy IZY hoe: «Indro ankehitriny fa firenena iray ihany izy rehetra ary fiteny tokana ihany no ampiasainy. Raha izany no fiandohan-javatra hataony, dia tsy hisy hahasakana azy tsy hahatanteraka izay kasainy. 
GEN.11.7	Koa andeha isika hidina hanakorontana ny fiteniny mba tsy hifankahazoany fiteny intsony.» 
GEN.11.8	Koa tao ny TOMPO no nampiely ny olona ho amin’ny velaran’ny tany tontolo; ary dia nilaozan’ireo ny fananganana ilay tanàna. 
GEN.11.9	Izany no niantsoana io tanàna io hoe Babèla
GEN.11.10	Toy izao no lisitry ny taranak’i Sema. Efa feno zato taona i Sema raha niteraka an’i Arpaksada, roa taona taorian’ny safo-drano. Taorian’ny nahaterahan’i Arpaksada, 
GEN.11.11	dia mbola velona dimanjato taona i Sema, ary niteraka zanakalahy sy zanakavavy hafa koa.
GEN.11.12	Rehefa feno 35 taona i Arpaksada, dia niteraka an’i Sela. 
GEN.11.13	Taorian’ny nahaterahan’i Sela, dia mbola velona 403 taona i Arpaksada ary niteraka zanakalahy sy zanakavavy hafa koa.
GEN.11.14	Rehefa feno 30 taona i Sela, dia niteraka an’i Hebera. 
GEN.11.15	Taorian’ny nahaterahan’i Hebèra dia mbola velona 403 taona i Sela, ary niteraka zanakalahy sy zanakavavy hafa koa.
GEN.11.16	Rehefa feno 34 taona i Hebera, dia niteraka an’i Pelega. 
GEN.11.17	Taorian’ny nahaterahan’i Pelega, dia mbola velona 430 taona i Hebèra, ary niteraka zanakalahy sy zanakavavy hafa koa.
GEN.11.18	Rehefa feno 30 taona i Pelega dia niteraka an’i Rehò. 
GEN.11.19	Taorian’ny nahaterahan’i Rehò dia mbola velona 209 taona i Pelega, ary niteraka zanakalahy sy zanakavavy hafa koa.
GEN.11.20	Rehefa feno 32 taona i Rehò, dia niteraka an’i Seroga. 
GEN.11.21	Taorian’ny nahaterahan’i Seroga, dia mbola velona 207 taona i Rehò, ary niteraka zanakalahy sy zanakavavy hafa koa.
GEN.11.22	Rehefa feno 30 taona i Seroga, dia niteraka an’i Nahôra. 
GEN.11.23	Taorian’ny nahaterahan’i Nahôra, dia mbola velona 200 taona i Seroga, ary niteraka zanakalahy sy zanakavavy hafa koa.
GEN.11.24	Rehefa feno 29 taona i Nahôra, dia niteraka an’i Tera. 
GEN.11.25	Taorian’ny nahaterahan’i Tera, dia mbola velona 119 taona i Nahôra, ary niteraka zanakalahy sy zanakavavy hafa koa.
GEN.11.26	Rehefa feno 70 taona i Tera, dia niteraka telo lahy dia i Abrama sy i Nahôra ary i Haràna.
GEN.11.27	Ireto avy no taranak’i Tera, rain’i Abrama sy i Nahôra ary i Haràna. I Haràna dia niteraka an’i Lôta, 
GEN.11.28	ary maty tao amin’ny tany nahaterahany tao Ora any Babilônia izy fony fahavelon’i Tera rainy. 
GEN.11.29	Nanambady an’i Saray i Abrama; ary i Nahôra kosa nanambady an’i Milkà zanakavavin’i Haràna. I Haràna koa no rain’i Milkà sy i Jiskà. 
GEN.11.30	Ary i Saray dia tsy niteraka fa momba.
GEN.11.31	Ary nentin’i Tera i Abrama zanany lahy sy i Lôta zafikeliny sady zanakalahin’i Haràna. Nentiny koa i Saray vinantovaviny, vadin’i Abrama. Dia niala tao Ora any Babilônia ireo ka nankany amin’ny tany Kanahàna. Tonga hatrany Haràna 
GEN.11.32	Ary maty tao Haràna i Tera, rehefa feno 205.
GEN.12.1	Hoy ny TOMPO tamin’i Abrama:
GEN.12.1	–Mialà amin’ny taninao sy ny fianakavianao ary ny tranon-drainao ka mankanesa any amin’ny tany izay hasehoko anao
GEN.12.2	Hataoko firenena lehibe ianao; hitahy anao Aho ka hampahalaza ny anaranao. Hanjary 
GEN.12.3	Hotahîko izay mitahy anao, fa hozoniko kosa izay manozona anao. Amin’ny alalanao no hitahiana ny firenena rehetra eran-tany
GEN.12.4	Dia nandeha araka izay nolazain’ny TOMPO taminy i Abrama, ary niaraka taminy koa i Lôta. Tokony ho 75 taona i Abrama fony izy niala tany Haràna. 
GEN.12.5	Nalain’i Abrama i Saray vadiny sy i Lôta zana-drahalahiny, ary nentiny ny harena rehetra voaangony mbamin’ireo mpanompo rehetra novidîny tao Haràna. Dia niainga izy ka nankany amin’ny tany Kanahàna.
GEN.12.5	Dia tonga tany Kanahàna ry i Abrama mianakavy. 
GEN.12.6	Ary i Abrama namakivaky ny tany hatrany amin’ny hazo ôakan’i Môre, any Sekema. Ny Kanahanita no nipetraka tamin’iny faritra iny tamin’izany. 
GEN.12.7	Niseho tamin’i Abrama ny TOMPO ka niteny taminy hoe: «Homeko ny taranakao ity tany ity.» Dia nanorina 
GEN.12.8	Avy eo izy dia niainga ho any amin’ny faritra be havoana any atsinanan’i Betela, ary nanorina ny lainy teo anelanelan’i Betela tao andrefana sy i Hay tao atsinanana
GEN.12.9	Dia nandeha i Abrama ka nifindrafindra toby nihazo ny faritra atsimo.
GEN.12.10	Ary nisy mosary tao amin’ny tany; ka rehefa nihamafy izany, dia nidina tany Ejipta ry i Abrama. 
GEN.12.11	Ary nony efa akaiky ho tonga tany Ejipta ry zareo, dia hoy i Abrama tamin’i Saray vadiny:
GEN.12.11	–Etsy ange, fantatro fa vehivavy tsara tarehy ianao. 
GEN.12.12	Koa raha vao mahita anao ny Ejiptianina, dia hanao hoe «io no vadiny»; dia hovonoiny aho, fa ianao kosa hovelominy. 
GEN.12.13	Koa aoka holazainao amin’ireo fa anabaviko ianao
GEN.12.14	Nony tonga tany Ejipta i Abrama, dia hitan’ireo Ejiptianina fa tena tsara tarehy tokoa ravehivavy. 
GEN.12.15	Nahita azy ny manamboninahitry ny 
GEN.12.16	Noho ny aminy dia nasian’ny Farao soa i Abrama ka nomeny ondry aman’osy sy omby, mpanompo lahy sy vavy mbamin’ny boriky sy rameva. 
GEN.12.17	Fa ny TOMPO namely loza goavana ny Farao sy ny ankohonany noho ny amin’i Saray, vadin’i Abrama. 
GEN.12.18	Dia nampiantso an’i Abrama ny Farao ka nanao taminy hoe:
GEN.12.18	–Inona ity nataonao tamiko? Nahoana no tsy nambaranao tamiko fa vadinao izy? 
GEN.12.19	Nahoana moa no nolazainao fa anabavinao izy, ka dia nalaiko ho vadiko? Izao ankehitriny izao, iny raiso ny vadinao ka mandehana!
GEN.12.20	Nobaikoin’ny Farao ireo mpanompony mba handefa an’i Abrama sy ny vadiny mbamin’ny fananany rehetra.
GEN.13.1	Avy any Ejipta i Abrama dia niverina nankany Negeva niaraka tamin’ny vadiny mbamin’ny fananany rehetra. Niaraka taminy koa i Lôta.
GEN.13.2	Nanan-karena tokoa i Abrama, fa nanana biby fiompy sy volafotsy ary volamena betsaka. 
GEN.13.3	Nandeha izy nifindrafindra avy tao Negeva ka hatrany Betela, teo amin’ny toerana izay efa nitobiany tamin’ny voalohany, teo anelanelan’i Betela sy i Hay. 
GEN.13.4	Ka dia tamin’ilay toerana nanorenan’i Abrama 
GEN.13.5	Ary i Lôta izay niara-dia tamin’i Abrama koa dia nanana andian’omby aman’ondry sy tranolay maro. 
GEN.13.6+GEN.13.7	Noho ny hamaroan’ny olona sy ny biby fiompy, dia tsy ampy hitoeran’izy roa lahy miaraka ny tany satria mbola nonina tao koa ny Kanahanita sy ny Perizita. Koa nisy fifandirana teo amin’ny 
GEN.13.8	Dia hoy i Abrama tamin’i Lôta:
GEN.13.8	–Aoka tsy hisy fifandirana amintsika na amin’ny mpiandry ireo biby fiompintsika, satria olona mpihavana isika. 
GEN.13.9	Moa tsy eo anatrehanao ve ny faritra manontolo? Koa aoka hisaraka eto isika. Fa raha hianavaratra ianao, dia hianatsimo aho; ary raha hianatsimo kosa ianao, izaho hianavaratra.
GEN.13.10	Dia nitazana i Lôta ka nahatsinjo ny faritanin’i Jôrdàna manontolo. Talohan’ny nandravan’ny TOMPO an’i Sôdôma sy i Gômôra, izany faritany izany mandra-pahatonga any Tsôhara dia tahaka ny zaridainan’ny TOMPO
GEN.13.11	Koa nofidîn’i Lôta ho azy ny faritanin’i Jôrdàna ka nikisaka niantsinanana izy. Toy izany no nisarahan’izy roa lahy. 
GEN.13.12	I Abrama nipetraka tao amin’ny tany Kanahàna, fa i Lôta kosa nitoby tao amin’ireo tanàna amin’ny faritanin’i Jôrdàna ka nametraka ny lainy hatrany Sôdôma. 
GEN.13.13	Ny mponina tao Sôdôma dia tena ratsy toetra sady nanota mafy tamin’ny TOMPO.
GEN.13.14	Dia nitenenan’ny TOMPO i Abrama, rehefa avy nisaraka tamin’i Lôta izy, ka nataony hoe:
GEN.13.14	–Mitazàna, avy eo amin’izay misy anao, ka mijere mianavaratra sy mianatsimo, ary miantsinanana sy miankandrefana; 
GEN.13.15	fa homeko anao sy ny taranakao mandrakizay
