MAT.1.2	Abraham Isak ka abatii, ho Isak Jakob ka aba, ho Jakob Juda la mohka anuabañ atañka aba, 
MAT.8.8	Hojalo sipahi Sabii lusitii mohmi, “Attoh, nohlo ngiika ude ho ahko dopa ngo khiiniiñ pa lyimake; hojalo no aguñ pa kontii luda tope, ho ngiika miira hempyo dakiñ doke. 
MAT.8.9	Niimpalukoda ngotiirḛ ngiimika otority giinii yaka agiñho dadu, sipahi atañmi ngo dagiila; ho ngo kone mi ludo koda, ‘inge,’ ho mo indu, ho koneyami, ‘ahto,’ ho mo ahdu, ho ngiika miira mi, ‘Siimi miito,’ ho mo hiimi miidu.” 
MAT.8.10	Jisu siika luniiñmi mohkokii tapa lala, mo aluñtii, ho mohmika imbo monii atañmi lutii, “Jijeloda, ngo nunumi lukoso, sichuli henje ngo kone hetḛr kappa ma Isrel hotiirḛ. 
MAT.8.11	 Ngo nunumi lukoso, abuje miyu ahkiñ do danyichaggo hokii ho danyiaggo dalyi hokii tiirḛ ho diibo nyakiñ do Abraham, Isak, ho Jakob ka agiñho dariiganda ka raddeganda ho, 
MAT.8.12	 hojalo raddeganda ka oho atañmi agoho jopa linkiñdo kamo ramba dokoho, hiikoho khela ho mohluka aih nyensula dokiñdo.” 
MAT.8.13	Ho Sipahi sabii mi Jisu lutii, “Inge; hiila lyike nenchi niipa niihtañpa no henjeda.” Ho miira mi hiika myodu jaho miipyatii.
MAT.8.15	mo mohka alah mi tennetii, ho mohka doli achih hempyo tiiku, ho mo guri kula mohmi miiho tiiku. 
MAT.8.16	Hiika alyiñ ho mohlu abuje igii jarpiñ koniiñ mohko ahgii bitii; ho mo aguñlo igii atañmi mompa bitii, ho hikha achihnii atañmi miipya bitii. 
MAT.8.17	Siikasi nii hiila na nyibuhenii Aijaya lutiinii hiimi lyipe kiine dupa lyitii, “Mo ngunuka ajju mi ho achih-ahe mi bapa bitii.”
MAT.8.19	Ho Pagenii ako ahbiila mohmi lutii, “Tonsḛrbo, ngo imbo talyi no noh inchi inja lopa.” 
MAT.8.20	Ho Jisu mohmi lutii, “Yali pa ubu dodu, ho piita patḛr asi; hojalo miyu ka Oho pa dinta dingi kotrḛ nyima.” 
MAT.8.21	Koneya mohmika imbomonii henjeajiñ mohmi lutii, “Attoh, kapyopa ngiimi ingke nengku rañpe ho ngiika aba mi alie kiine kurañpe.” 
MAT.8.22	 Hojalo Jisu mohmi lutii, “Ngiimi imboto, ho shiinii bomi atoh ka shiima mi alie siike nento.”
MAT.8.24	Ho kato, hiiko hempḛr allyiaro uropa miiritii siimie ho, hopa hulu mi lando poniiñ hii puha biipa miitii; hojalo mo imila dotii. 
MAT.8.25	Ho mohlu ila ho mohmi ahutii, lubiidola, “Lyangurpe, Attoh; Ngunu lyulyi ke!” 
MAT.8.26	 Ho mo mohlumi lutii, “Niimpa nunu biisodu, nunu henje papo atañ?” Ho mo guritii ho allyiaro la siimie nyimi gatii; ho hempḛr chimie ritiiku. 
MAT.8.27	Ho miyuatañ aluñ ritii, lubiido, “Niitañ jaka si miyu kuna, allyiaro la siimie nyi lohe paka mohka luniiñmi talii danii?”
MAT.8.29	Ho kato, mo anye gyuritii, “No ngunumi nii miipa, Pinii ka Oho? No so ngunumi myodu ahma rampa henga-henkha miipa hapa ahdunii?” 
MAT.8.30	Siisi hempḛr alyee abuje ohho kola dotii mohluka dako hokii ichuche ingila. 
MAT.8.31	Ho igii atañ mohmi yartii, “No matiirḛ ngunumi mompa talyi milo, ngunumi inka alyee abuje dako ho mompa liipe.” 
MAT.8.32	Ho mo mohlumi lutii, “Inge!” Hopa mohlu linkula alyee ko poha nyatii; ho kato, hikha alyee atañ siimie ka siilyo biilyo ho chuha nyatii, ho yasie ho lyuha nyatii. 
MAT.8.33	Alyee mika kanii atañ hargiinyatii, ho citi ho harala mohlu hikha drih lyiniiñmi luko nyatii niihtañ pana hiika igii jarpiñ koniibo lyitiinii. 
MAT.8.34	Ho kato, hikha citi daka dunii atañ Jisu mi kappa dupa linyatii; ho miyuatañ Jisu mi kappa lala, mohlu mohmi yarbii do mohluka ari-apii sokii inge kute hiila.
MAT.9.2	 Ho kato, mohlu lukuñnii kone Jisu mi jolii bitii, mohka dotananii ho giila dopa; ho Jisu mohluka henje mi kappa lala mo lutii lukuñ bomi, “Haroto, ngiika oho; niika ingyamiigya atañmi hello bitiike.” 
MAT.9.3	Ho kato, pagenii tonge mohlu lusutii, “siika miyu si Pinii mi nipakoyada.” 
MAT.9.4	Hojalo Jisu, chimbii tola mohluka heniiñmi lutii, “niimpa nunu ayamanii drih hendu nunuka ahha ho? 
MAT.9.5	Niihpe lupyo yakiñ donii, hiila luniiñ peha, nunuka ingyamiigya mi hello bitiiku, malo hiila luniiñ peha, ‘gurito ho into’? 
MAT.9.6	Hojalo nunu chinto diike miyu ka Oho ko kiiddiapiñ daka ingyamiigya mi hello nanii otority giido hiila” ho mo lutii lukuñ bomi “Gurito, niika dotananii mi biikula ho ude ho ingeku.” 
MAT.9.7	Ho mo guritii ho udeho intiiku. 
MAT.9.8	Hiimi miyuabuje danii atañ kappa lala, mohlu biisotii, ho mohlu Pinii mi assañtii, huna siika otority mi siika miyu mi bitiinii.
MAT.9.10	Ho mo ude ho diitananiiho dukele, kato, abuje biijokajo myanii atañ ho ingyamiigyanii atañ ahtii ho Jisu la mohka henjeajiñ atañ agiñho dubotii. 
MAT.9.11	Ho Parisi atañ hiimi kappa lala, mohlu lutii mohka henjeajiñ atañmi, Niimpa nunuka tonsḛrbo biijokajo myanii la ingyamiigya atañ agiñho diibola du? 
MAT.9.12	Hojalo mo hiimi tapa lala, mo lutii, “Huna dasḛr donii hii datḛr mi anna make, hojalo huna achih-ahe donii hiike. 
MAT.9.13	 Inge ho chingii siikasi nii hiisa niimipe, ‘Ngo aroh ke anna donii, ho membi niimi make.’ Niimpalukoda Ngo denki atañmi gyopa ahma ke, hojalo ingyamiigyanii atañ mike.”
MAT.9.15	Ho Jisu mohlumi lutii, “mihie millo lasu lyiho hoka nyibo ahnii atañ heru lakiñ dopeha mihie lasabo mohluka agiñho durañ pa? Myodu ahkiñ doke, niidana mihie lasa bomi mohluka agiñ hokii ira giichinii, ho mohlu nyola kendo. 
MAT.9.16	Ho kone hetḛr pulye niti mi pulye khu ho palyi liikiñma, palyi liido koda hii sarche linkiñdo, ho uro yapaya ubu kendo. 
MAT.9.17	Roalha ajañ mitrḛ dije khu ho hiliima; hilii dokoda, dije mi buche giikiñdo, ho roalha bipa kendo, ho dije tiirḛ ayakema; hojalopa roalha ajañ mi dije niti hosu hilii sudunii, ho anye rumi atii tiikañ lado.”
MAT.9.19	Ho Jisu guritii ho mohmi imbo montii, mohka henjeajiñ atañ agiñho. 
MAT.9.20	 Ho kato, annii akha kone achihla, ai aha ila nyalyañ hela nyanye donii mohka kiiliñho ahtii ho mohka pulye nyatañmi tenetii; 
MAT.9.21	niimpalukoda mo atoh atoh lusutii, “Ngo matiirḛ mohka pulye mijalo tene dokoda, Ngiimi hempyo dopa miikiñdo.” 
MAT.9.22	 Jisu kakutii, ho mohmi kadi lala mo lutii, “Haroto, wiinga; niika henjeke niimi hempyo giinenii.” Ho ohepada annii akha mi hempyo dopa miitii. 
MAT.9.23	Ho Jisu sangii niika udeho ahchi biikele, ho ellu bennii atañmi kappatii, ho miyu danii atañka rukha adu-abiñ niimi tapatii, 
MAT.9.24	mo lutii, “Insato; niimpalukoda nyimiisi shiimake hojalo imilasuke donii.” Ho mohlu mohmi ngarpatii. 
MAT.9.25	Hojalo miyu danii atañmi agoho nempa lilala, mo ura ahtii ho alah gala lala seritii, ho hiika nyimii guritii. 
MAT.9.26	Ho siika lyinii siimi hikha hiika gandachie ho tapa tatii patii.
MAT.9.28	Mo ude ho ahkukiile, micha anye mohko ahtii; ho Jisu lutii mo anyemi, “Niinyi henjeduha Ngo siimi miila kendo hiila?” Mo anye mohmi lutii, “Ḛh, Attoh.” 
MAT.9.29	Ho mo tenetii mo anyeka ameeho, lubiidola, “Niinyi ka henjenii chulipa lyibi tope niinyipa.” 
MAT.9.30	Ho mo anyeka amee kappa tiiku. Ho Jisu hempḛr uropa lutiñtii mo anyemi, “tageto kone mitrḛ siimi chinke neyo.” 
MAT.9.31	Hojalo mo anye ago lintiiku ho mohka tatukatu mi hikha gandachie ho lukotii.
MAT.9.33	Ho igiimi mompa linku kiile, hiika luha miyu luri tiiku; ho miyuatañ hemur nyatii, lunyado, “Ronge hetḛr sichuli Isrel ho kappa kakama.” 
MAT.9.34	Hojalo Parisi atañ lutii, “Mo igii atañmi igii rato losu mompa limbii siinenii.”
MAT.9.36	 Mo miyu abujemi kappa lala, mo mohlupa aroh giitii, niimpalukoda mohlu henga henkha la arohkapatii, subuñ ka subuñsornii nyima niihtañ. 
MAT.9.37	 Ho mo lutii mohka henjeajiñ atañmi, “Amoo lasanii abudo, hojalo amoo pinii ichesii; 
MAT.9.38	hopa kuto Attoh mi amoolanii abuje kiiniñ kiine dupa mohka amoo lasako.”
MAT.10.2	Alyañlenye kiiniñkonii atañka armyañ hii hiila: kappyopa, Saimon, humina Pitar hiila myambii donii, ho mohka anu Andrew; Jems Zebedi ka oho, ho Jon mohka anu; 
MAT.10.3	Pilip la Bartolomiu; Tomas la biijokajo myanii Methu; Jems Alpayas ka oho, ho Tadayas; 
MAT.10.4	Kanan ka Saimon, ho Judas Iskariot, huna mohmi talubalobo tiinii.
MAT.10.6	 hojalo Isrel ka ude hoka subuñ lyunii atañ koya ingelya. 
MAT.10.7	 Ho nunu ilyila tonsḛrkhenyo tolya, lubiidola, Dariiganda ka raddeganda hii alah ho dokuke. 
MAT.10.8	Achih mi miipya tolya, shiiniimi turdo miitolya, tahikoya giiniimi ase tolya, igii mi mompa tolya. Nunumi riimapa bitii, binyopa bitolya. 
MAT.10.9	 Rupu bagii lyayo, ayyiñ tiirḛ, bitie tiirḛ nunuka hupoho, 
MAT.10.10	 chiru bagiiyo nunuka myodi inko, tarii benye balyayo, nyotananii tiirḛ bayo; panyi tiirḛ; niimpalukoda miigo miiniibo diigomi diikiñdo. 
MAT.10.11	Ho nii taun malo lemba ho ahchi, metolya hoka khiiniiñjami, ho nii dahepa nunu inte kuma ho dutolya. 
MAT.10.12	Ude ho ahdalyi lutolya, “Chimie nunuko dokiñcho.” 
MAT.10.13	Ho udeuru matiirḛ kariikatañ lyimilo, ho nunuka chimie mi ahta monke nento; hojalo hii matiirḛ kariikatañ malyi milo, nunuka chimie mi nunuko ahkur kiine tokulya. 
MAT.10.14	 Ho mi matiirḛ nunumi kariikatañ malyi milo malo nunuka luniiñ tama lyimilo, nunuka alih daka dimḛr mi lohe pipa siitolya nunuka hiika ude mi malo taun mika apatela ilyi kuho. 
MAT.10.15	 Jijeloda, Ngo nunumi lukoso, ayakacho kalyiku alloho Sodom la Gomora ganda nyitrḛ pigiilaya kendoke siika taun mi hentola.
MAT.10.17	 Miyu atañmi hendi nyatolya; niimpalukoda mohlu nunumi bulyañ ko lohepa tiilii bilyi diike, ho mohluka sinagog ho higor palyi diike, 
MAT.10.18	 ho ngiika piigopa nunumi govonor atañ la radde atañ nyiko hotiirḛ selii biilyi diike, mohluka hataho pyako kiine dupa ho Midomiyu atañmi mitrḛ. 
MAT.10.19	Niida nunumi tiipa liichi, hena yayo niihtañ payu luchinii malo nii hiilayu luchinii; niimpalukoda niihna nunu lukiñ donii hiika myoduho bikiñ doke; 
MAT.10.20	 niimpalukoda hii nunu make ludonii, hojalo nunuka Aba ka Yajiyallo ke nunumi lugiñ nala lukiñ donii. 
MAT.10.21	 Anu abañ anya hii shiigo ubuho tiilii siikiñdo, ho aba hii mohka wiinga mi, ho wiinga atañ annii-aba mi chekho rikiñdo ho mohlumi siido pa miikiñdo; 
MAT.10.22	 ho nunu kone abilo kahu kokiñdo ngiika armyañ pa. Hojalo huna kami kalo lohepa pigii talyinii hii lyangur kokiñdo. 
MAT.10.23	 Niida nunumi taun koneho miihimiire talyi, kone yaho hargiitolya; niimpalukoda jijeloda, Ngo nunumi lukoso, nunu Isrel ka hikha taunho inja ladii make, miyu ka Oho ka ahma rampa.
MAT.10.25	 siikasi khe doke henjeajiñ ka tonsḛrbo chuli lyiniiñsi, ho miira hii mohka atoh chuli. Mohlu matiirḛ ude atoh mi Biljebul hiila gyodo koda, siimi uro yapa mohlu niihiila nipatalyi hiika udeuru atañmi.
MAT.10.27	Niihna Ngo nunumi kamo ho lukodonii, hiimi hutoh ho luliñto; ho chomyo paka tapa niimi, ude ayoh ho dala gyukoto. 
MAT.10.28	 Ho huna apomi menkiñ donii hiimi biiso lyayo hojalo yallo mi mella kemma ke; hiilamapa hiimiya biiso tolya huna yallo la apo nyimi mella kendonii yamuganda ho. 
MAT.10.29	Paripiita donye mi posa perepa pyuma siipeha? Ho hiiko hokii dore tiirḛ kiiddi ho huyi kema Aba ka chimapa. 
MAT.10.30	Hojalo niika dinta hoka dimmu sohe lohepa hikha khiika tola doke. 
MAT.10.31	 Biisoyo, hopa; nunu abuje paripiita atañmi khiiniiñ yapa lyidoke.
MAT.10.33	hojalo huna ngiimi miyu ka hataho chima luchinii. Ngotiirḛ chima luchi dariiganda daka Aba ka hataho.
MAT.10.35	Niimpalukoda Ngiika ahniiñsi oho mi abami chekho kiine dupa, ho nyimii wiinga mi mohka annii mi, ho nyahii mi mohka ayyobomi; 
MAT.10.36	ho nunu mika ahha baniihii nunuka atoh ude hokiisiike. 
MAT.10.37	 Huna aba mijalo annii mijalo ngiimi uro yapa hendonii hii ngiipa khiiniiñpa lyima; ho huna hiiro mijalo malo hiimii mijalo ngiimi uro yapa hendonii hii ngiipa khiiniiñpa lyima; 
MAT.10.38	ho huna atoh ka pogyañ mi jobiila ho ngiimi imbo tamanii hii ngiipa khiiniiñpa lyima. 
MAT.10.39	Huna atohka sango kappa talyinii hii alyu siikiñdo hiimi, ho huna alyu siitiinii ngiipa hii sango kappa kendo.
MAT.10.41	Huna nyibuhenii mi nyibuhenii hiila kariidonii hii nyibuhenii ka ajunii juko kendo, ho huna miyu denkimi kariidonii niimpalukoda mo miyu denki hiila hii miyu denkika ajunii juko kendo. 
MAT.10.42	 Ho hujalopa siika atu kone mi yasie lakhii turejalo bichi niimpalukoda mo ngiika henjeajiñ hiila, jijeloda, Ngo nunumi lukoso, mo mohka ajunii jusa niimi alyu shiikiñma.”
MAT.11.3	 ho mohmi lutii, “No hiika ahsanii bopeha, malo ngunu koneyami kalya talyipeha?” 
MAT.11.4	Ho Jisu mohlumi lusitii, “Inge ho Jon mi lukohe nunu nii tapatii ho nii kappatii: 
MAT.11.5	 micha kapa nyadaku ho liicha indaku, tahikoya giiniihii darii nyadoku ho rubi tapa nyado, ho shiinii turidoku, ho arro atañmi ayapuyu tonsḛr khenyo biido. 
MAT.11.6	Ho mo lyanko kendo huna ngiimi chekho manii.”
MAT.11.7	Mohluka inne kuho, Jisu Jon ka piigorago mi luko ritii miyuabuje danii atañmi: Nunu niihmi katela zabyo ho intehe? Pemu mika allyi heku niimiha? 
MAT.11.8	Hokoda niimpa nunu agoho innyate? Khiiniiñ pulye giito laka miyu danii mi kadupa hiila? Kato, huna Khiiniiñ pulye hokii giidunii hii radde ude atañ hoke dudunii. 
MAT.11.9	 Hokoda niimpa nunu intehe? Nyibuhenii mi kadupa ha? Ḛh, Ngo nunumi lukoso, ho Nyibuhenii mitrḛ abuyapa. 
MAT.11.10	 Si hiike humina siikasi ketiinii,
MAT.11.10	Kato, Ngo ngiika puyu bakobomi niimi kapyo yapa kiiniñ biilyi ke,
MAT.11.10	hii niika lembo mi niipa miimyo bikiñdo.
MAT.11.11	Jijeloda, Ngo nunumi lukoso, nyimii loka bukonii hokii Jon Baptisma binii bomi kaye yapa kone hetrḛ sari kemake, hojalo huna dariiganda ka raddeganda ho khiima japa lyidonii hii mohmi kaye yado. 
MAT.11.12	 Jon Baptisma binii boka allo hokii khiiri biila siisilohepa dariiganda ka raddeganda ho herugiila do payagaya siiniiñmi, ho payagayanii miyuatañ hiimi chechepa chenya biido. 
MAT.11.13	Niimpalukoda hikha nyibuhenii atañ la dapo nyi Jon lohe pa nyibuhentii; 
MAT.11.14	 ho siimi matiirḛ nunu taje talyikoda, mo Elija ke hiika ahsabo. 
MAT.11.15	 Hukiina yaroo tana naniipa giidonii, hiimi take nento.
MAT.11.17	Ngunu niipa ellu benda, ho nunu nasu soma;
MAT.11.17	ngunu shiima khedu, ho nunu heru nyama.
MAT.11.18	Niimpalukoda Jon ahbiila diima tamatii, ho mohlu ludo, Mohko igii giidoke, 
MAT.11.19	miyu ka Oho ahbiila diido-tando, ho mohlu ludo, Kato, diiretanche ho owtanga nii, biijokajo myaniiatañ la ingyamiigya atañka ajiñ! Hojalo helananiisi kala giikiñ doke mohka miiniiñ atañlo.
MAT.11.21	“Nunupa aiya hiila hembido, Korajin! Nunupa aiya hiila hembido, Betsaida! Niimpalukoda nunukoka kahe miigo miiniiñmi Tayer la Sidon nyiho miitii kodalya, mohlu bilo henkur tiikudo niirepulye la mubu nyiho. 
MAT.11.22	Hojalo Ngo nunumi lukoso, ayakacho kalyi alloho Tayer la Sidon nyitrḛ pigiilaya kendoke nunumi hentola. 
MAT.11.23	Ho nunu, Keparnam, nunumi dariiganda ho nencha lyido hendoha? Nunumi nelimyoko hoya nelo kendo. Niimpalukoda nunukoka kaye miigo miiniiñmi Sodom hoya miitii koda, hii siilo lohe dotii rando. 
MAT.11.24	 Hojalo Ngo nunumi lukoso ayakacho kalyi alloho Sodom kiiddiya pigiilaya kendoke nunumi hentola.”
MAT.11.26	Ḛh, Aba, niimpalukoda hii niika aroh-aya laka henju. 
MAT.11.27	 Kapane drih atañhii Aba ka ngiimi biniiñke, ho kone hetḛr chima Oho mi Aba kontiisii, ho kone hetḛr chima Aba mi Oho kontiisii ho humina Oho kahetiinii hiimi mo kakiñ du. 
MAT.11.28	Ngiiko ahto, hutiina khelanyola ho hiigii aie badonii, ho Ngo nunumi hemmoko bichike. 
MAT.11.29	 Ngiika halemi nunu bagiito, ho ngiiko hokii chingiihe; niimpalukoda Ngo chimeeñ ho yanu ahha giiduke, ho nunu nunuka yalloka hemmo komi kappa kendoke. 
MAT.11.30	Ngiika halesi bapyo doke, ho ngiika hiigiisi haju doke.”
MAT.12.2	Hojalo Parisi atañ hiimi kappa lala, mohlu mohmi lutii, “Kato, niika henjeajiñ atañ nii mina dumoalo ho miikiñ manii hiimi miido.” 
MAT.12.3	Mo mohlumi lutii, “Nunu rika matopo David ka miiniiñmi, mohka haya lyiho, ho hutiina mo agiñho dabotiinii: 
MAT.12.4	niihtañpa mo Pinii ka udeho ahtii ho diitii Pinii mika yatañ biniiñmi, nii mina mo diila kemma tiinii, malo mo agiñ hoka dabo botrḛ, hojalo nyibu atañ kontii pasu? 
MAT.12.5	Malo hiila tiirḛ rika matopo dapoho niihtañ pana dumoaloho piniiude ka nyibu atañ dumoalo mi khiimapama miitiinii, hojalo pahañ siile haliimatii? 
MAT.12.6	 Ngo nunumi lukoso, piniiude mika kaye yanii sike. 
MAT.12.7	 Ho nunu matiirḛ si nii lusaniimi ludo hala chintii koda, ‘Ngo aroh ke anna donii, ho membi niimi make,’ nunu miigya manii bomi halii diima. 
MAT.12.8	 Niimpalukoda miyu ka Oho si dumoalo katrḛ attoh ke.”
MAT.12.10	Ho kato, hiikoho alah lakuñnii miyu kone datii. Ho mohlu takatii mohmi, “Dumoalo hoka miipya niisi miidi kosu peha?” Niimpalukoda mohlu mohmi halii dupa. 
MAT.12.11	 Mo mohlumi lutii, “Nunu niihtañ miyupe, mohkii matiirḛ subuñ dore dakoda ho dumoalo ho ubuho huha dokoda, ho alah lyuhila ho hiimi seliñ kemaha? 
MAT.12.12	 Niimkane khiiniiñ yapa lyikiñdo miyu hii subuñ mi hentola! Hopa dumoalo ho ayamiiju hii miidi kosuke.” 
MAT.12.13	Ho mo lutii hiika miyumi, “Niika alah mi lyuliñ to.” Ho miyu mohka alah mi lyuliñtii, ho hii aya tiiku, hikha khiibemiyu kiitañ. 
MAT.12.14	 Hojalo Parisi atañ intiiku ho lusu nyatii mohmi chekhola, niihtañ pape mohmi miidu lochinii hiila.
MAT.12.16	ho mohlumi lutiñtii mohmi mihmi chinke nelyayo hiila. 
MAT.12.17	Siikasi nyibu hennii Aijaya ka luniiñmi lyipe kiine dupa lyitii:
MAT.12.18	“Kato, ngiika miira humina ngo kahe tiinii,
MAT.12.18	ngiika heniiñja humina ngiika yallo hempyo biidonii.
MAT.12.18	Ngo ngiika Yajiyallo mi mohko atiitalyi,
MAT.12.18	ho mo jijemi gyuko kendo Midomiyu punkoho.
MAT.12.19	Mo mihmi cherii kema malo goropatḛr gyukiñma,
MAT.12.19	mohka luniiñ mitrḛ lembo ho mi tage kema;
MAT.12.20	mo pemu selaka donii mitrḛ tatu kema
MAT.12.20	malo muru akho khohe mitrḛ gami kema,
MAT.12.20	nii dahepa mo jijelo pamiñ nantema;
MAT.12.21	ho mohka armyañ hii Midomiyu atañka hentiñ naniiñpa dokiñdo.”
MAT.12.23	Ho hikha miyuatañ hemur nyatii, ho lutii, Si David ka Oho lakiñ siido peha? 
MAT.12.24	 Hojalo Parisi atañ siimi tapa lala mohlu lutii, “Siikasi Biljebul losuke, igii ka rato, hiilo siike siika miyu si igii mi mompa siidonii.” 
MAT.12.25	Mohluka henju mi chimbii tola, mo mohlumi lutii, “raddeganda kone abi atoh atoh chesunii hii chepya sudu, ho citijalo malo uru jalo atoh atoh chesu nii hii salakema; 
MAT.12.26	ho saitan matiirḛ saitan mi mompa siido koda, mo atoh atoh chesudo; niihtañpa mohka raddeganda sala kendo? 
MAT.12.27	Ho ngo matiirḛ igii atañmi Biljebul lo mompa dokoda, hokoda nunuka oho atañ hulo mohlumi mompa nyado? Hopa mohlu nunu mika ayakacho kaniipa lyikiñdo. 
MAT.12.28	Hojalo siikasi matiirḛ ngo Pinii ka Yajiyallo lo igii mi mompa dokoda, ho Pinii ka raddeganda hii nunuko ahdo kuke. 
MAT.12.29	Malo niihtañpa miyu kone tamo miyu ka ude ahla kendo ho mohka drih mi diipyo lakiñdo, nii dahepa mo hiika tamo miyu mi ratola atiitama? Hosu mo diipyo lakiñ siidonii mohka ude mi. 
MAT.12.30	 Huna ngiika agiñho dabo manii hii ngiimi chekhodo, ho huna ngiiko dabyuñ manii hii dapya dasada. 
MAT.12.31	 Hopa ngo lukoso, kapane ingyamiigya ho nipakoya niimi hello bikiñdo miyu mi, hojalo Yajiyallo mika nipakoya niimi hello lakiñma. 
MAT.12.32	Ho hujalopa miyu ka Oho mi chekhola luchi hiimi hello kendo; hojalo hujalopa Darii Yajiyallo mi chekhola luchi hiimi hello lakiñma, siika santuñ sotrḛ malo santuñ ronge ka ahsanii hotiirḛ.
MAT.12.34	Nunu lyolyichochi atañ! Niitañpa nunu aya drih lula kendo, nunu diimmah pa dala? Niimpalukoda ahha hoka pote lyiku hoke aguñ ho luliñ dunii. 
MAT.12.35	Denki miyu hii mohka denki henjulo aya drihmi linta giidu, ho diimmah miyu hii diimmah henjulo diimmah mi linta giidu. 
MAT.12.36	Ngo nunumi lukoso, ayakacho kalyi allo ho miyu atañka aguñ gonge abi mohluka gompa gola goliñnii lohepa luko dokupa lyikiñdo; 
MAT.12.37	niimpalukoda nunuka luniiñlo nunu lupya giikiñdo, ho nunuka luniiñ lo nunu halii kokiñdo.”
MAT.12.39	Hojalo mo mohlumi lusitii, “diimmah ho ipfyodiipyo santuñ atañsi kagiñnanii medo; hojalo hang kagiñnanii kakiñ kema nyibuhenii Jona mika kagiñnanii mi apa lala. 
MAT.12.40	 Niimpalukoda Jona ngiiyyi ka erre ho allo lohiñhe ho ayoh yohiñhe dotii, hii chulipa miyu ka Oho tiirḛ allo lohiñhe ho ayoh yohiñhe kiiddi uraho dokiñdo. 
MAT.12.41	 Nineve daka miyuatañ turku rikiñdo ayakacho kalyi kuho siika santuñ atañ agiñho ho siimi khiilii tiiku; niimpalukoda mohlu henkurtii Jona ka tonsḛrkhenyo niimi talala, ho kato, Jona mika kahe lyanii kone si da. 
MAT.12.42	Aha dalyika nyimiiradde sarikendo ayakacho kalyi kuho siika santuñ agiñho ho siimi khiilii tiiku; niimpalukoda mo kiiddiapiñ dotḛr jaho hokii Solomon ka chila mi taha dupa ahtii, ho kato, Solomon mika kaye yanii drihkone si da.
MAT.12.44	Ho mo ludu, ‘Ngo ngiika ude ho ahkur talyiku nohkiina ngo lintonii.’ Ho mohka ahkur lyikuho hiimi arapa kappa biido, iipiitola, ho aya chanchañ miilyañ tola dopa. 
MAT.12.45	Hiiko mo ahkula ho mo agiñho kanuhe yajiyallo mohmika ayamaniiya ahta giidu, ho mohlu ahla ho hiiko dudu; ho kamikalo ho hiika miyu ka sango hii kapyo dakii mitrḛ ayamayapa lyidu. Hiichulipa siika diimmah santuñ sitrḛ lyikiñdo.”
MAT.12.47	Kone mohmi lukotii, “Niika annii la niika anubarmii atañ agosi dake, niimi lurii talyi la lulado.” 
MAT.12.48	Hojalo mo lusi biido mohmika luko bomi, “Hu ngiika annii, ho hu ngiika anubarmii?” 
MAT.12.49	Ho mohka alah lo mohka henjeajiñ atañmi nyalala, mo lutii, “Sinya ngiika annii ho ngiika anubarmii! 
MAT.12.50	 Niimpalukoda hujalopa dariiganda daka Aba ka henko jaho miichi hii ngiika anu, ho barmii, ho annii.”
MAT.13.1	Hiika allo ho Jisu ude hokii ago lintii ho siimie ka aruñho dutii. 
MAT.13.2	 Ho hempḛr miyuabuje mohmi dakḛr pabiitii, hopa huluho mo chatii ho hiikaho dutii; ho hikha miyuatañ siilyo ho datii. 
MAT.13.3	Ho mo mohlumi lukotii abuje drih lutiñ naniilo, lubiidola: Lilonii kone lilotapa intii. 
MAT.13.4	Ho mo lilo kiile, kormo tange siiliñ ho chohitii, ho piita atañ gohatii ho hiimi padotii. 
