GEN.1.1	Sa kauna-unahan, gingtuga it Dios kag langit ag duta. 
GEN.7.1	Pagligar it pilang tuig, nagsugo kag GINO-O kang Noe, “Suyor kamo it imo pamilya sa arka nak imo inghuman, dahil nakita Nako nak ikaw yang kag maadong tawo sa tanang mga tinawo dili. 
GEN.7.2	Maraya ikaw it mag-asawa it tanang iba't-ibang mga hadop nak indi puyding matyon bilang inughalar sa Ako dahil buko malimpyo. Maraya ra ikaw it pitong iba't-ibang mga malimpyong hadop nak mag-asawa nak puyding matyon bilang inughalar sa Ako. 
GEN.7.3	Imaw ra, maraya ra ikaw it mag-asawa it tanang iba't-ibang mga pispis nak buko malimpyo ag pitong mag-asawa it iba't-ibang mga malimpyong pispis. Sa parayang kali magkakainggwa it matuturang buhi, nak imaw ray kag maparamo sa inra klase sa ibabaw it duta. 
GEN.7.4	Pagkalipas it pitong adlaw, Ako apauyanon it kwarentang adlaw ag kwarentang gab-i, ag awagiton Nako kag tanang inggwa't kabuhi nak Ako inghuman dili sa duta purya sa inro nak asa suyor it arka.”
GEN.7.5	Ag ingtuman matuor ni Noe kag tanang ingsugo sa ida it Dios.
GEN.7.6	Kag edad ni Noe it katong gingbaha kag kalibutan ay sais syentos (600) anyos. 
GEN.7.7	Si Noe ag kag ida asawa, kag ida mga anak nak kayake ag ida mga umagar ay naghanra sa pagsakay sa arka agor malibre sinra sa pagbaha. 
GEN.7.8	Pagsuor kang Noe it tanang iba't-ibang mga hadop ag pispis nak malimpyo ag buko malimpyo, 
GEN.7.9	ay ida ingpasuyor kali it tig-ruha-ruha, kabade ag kayake, kumporme sa sugo it Dios, 
GEN.7.10	dahil paglipas it pitong adlaw ay matunaey kag pagbaha sa kalibutan.
GEN.7.11	Pitsa disi-syete it pangruhang buyan ag pangsais syentos (600) anyos it edad ni Noe, tanang tuburan sa duta ag sa ragat ay nagbuka, ag nagpakarugos it pay nagbuka kag langit. 
GEN.7.12	Waya't tungon-tungon kag pagrugos sa suyor it kwarentang adlaw ag kwarentang gab-i.
GEN.7.13	It katong adlaw mismo nak kato, bag-o nagtuna kag pagbaha, si Noe ag kag ida asawa, kag ida mga anak nak kayake nak sina Sem, Ham ag Japet, kaibahan kag inra mga asawa ay nagsuyor sa arka. 
GEN.7.14	Asa suyorey ra kag mga mag-asawang hadop nak mga maanar ag mga maila nak nagpapanaw ag nagkakamang, ag mga pispis ag mga maintik nak sapat nak nagyiyinupar, kumporme sa inra iba't-ibang klase. 
GEN.7.15	Kaling tanan nak inggwa't kabuhi ay nagsuorey kang Noe ag ida'y napasuyor it tig-ruha-ruha. 
GEN.7.16	Ag napasuyor matuor kaling tanang mga mag-asawang hadop, kumporme sa sugo it Dios. Masunor, nagsuyorey ra sina Noe ag ingsarhan it GINO-O kag pwertahan it arka.
GEN.7.17	Pumakarugos ag pumakabaha sa suyor it kwarentang adlaw ag kwarentang gab-i ag kag tubi ay nagpakarako, kada nagyutaw kag arka. 
GEN.7.18	Kag tubi ay nagpakarako pa nak gador ag kag arka ay ging-anor-anor. 
GEN.7.19	Nagpakarako gihapon kag tubi hastang kag tanang mataas nak baguntor sa duta ay nayapawan. 
GEN.7.20	Nagpakarako pa gihapon kag tubi hastang kag rayom ay nag-abot sa limang rupa (25 pye o 7 metros) halin sa ibabaw it mga baguntor nak nayapawaney. 
GEN.7.21	Kada namatay kag tanan nak inggwa't kabuhi nak naghihiwas sa kalibutan, mga pispis, mga hadop nak maanar ag maila, mga maintik nak sapat nak nagyiyinupar, ag tanang mga tawo. 
GEN.7.22	Tanang naghihingab sa kalibutan ay namatay. 
GEN.7.23	Gingwagit matuor it GINO-O kag tanang mga tawo, kag tanang mga hadop nak maanar ag maila, ag tanang mga pispis sa kalibutan. Kag waya yang nagkamatay ay sina Noe ag kag ida mga kaibahan nak hadop sa suyor it arka. 
GEN.7.24	Kag tubi ay nagtiner sa kalibutan sa suyor it syento singkwenta (150) nak adlaw.
GEN.8.1+GEN.8.2	Waya gilimte it Dios sina Noe ag kag tanang mga kahadupan nak kaibahan nida sa suyor it arka. Gingpatabo Nida kag mga tuburan ag gingpahuyaw kag uyan. Ingpahudop ra Nida kag hangin sa kalibutan, ag kag tubi ay nag-inot-inot it paghubas. 
GEN.8.3	Matuor kag tubi sa duta ay nag-inot-inot it paghubas. Ag pagkalipas it syento singkwenta (150) nak adlaw, 
GEN.8.4	sa pitsa disi-syete it pangpitong buyan it katong tuig nak kato ay naghubas kag tubi, ag nagsarsar kag arka sa usa sa mga bukir it Ararat. 
GEN.8.5	Hastang sa primerong adlaw it ika-sampuyong buyan nak padayon kag paghubas it tubi, kag mga tuktok it ibang mga baguntor ay nagyinuawey.
GEN.8.6	Pagkalipas pa it kwarentang adlaw, ingbuksan ni Noe kag gaha it arka nak ida inghimo 
GEN.8.7	ag ingpayupar nida paliwas kag usang uwak. Kaling uwak ay waya gibalik kundi nagpakayupar yang palibot-libot sa kalibutan, hastang sa paghubas it tubi. 
GEN.8.8	Masunor ay ingpayupar ray ni Noe kag usang salumpati agor masaduran kung hubasey kag tubi sa kalibutan. 
GEN.8.9	Pero waya kali it nakita nak maaapunan dahil yapaw pa kag tubi sa duta, kada nagbalik sida kang Noe ruto sa arka. Ingpaapon ni Noe sa ida damot kaling salumpati ag ingraya sa suyor. 
GEN.8.10	Naghuyat pa si Noe it pitong adlaw bag-o ingpayupar ray nida liwat katong salumpati. 
GEN.8.11	Pagkagab-i ay nagbalik kali sa ida ag nakita nida nak sa buntok it kali ay inggwa't raya nak maisot nak sanga it olibo nak di usbor, kada naayaman ni Noe nak inggwa't duta nak nahubasaney. 
GEN.8.12	Masunor, naghuyat pa gihapon si Noe it pitong adlaw, ag ingpayupar ray liwat nida katong salumpati. Pero wayaey kali gibalik.
GEN.8.13	Primerong adlaw it bag-ong tuig ay ika-sais syentos ag usang (601) anyos it edad ni Noe it katong naghubas kag tubi sa duta, ingtukas nida kag kuyungan it arka ag pagmuyat nida sa palibot, nakita nida nak wayaey it tubi. 
GEN.8.14	Pitsa beynte syete it pangruhang buyan it tuig nak kato tong kag duta ay ugay nak gador.
GEN.8.15	Ngasing, nagsiling kag Dios kang Noe, 
GEN.8.16	“Liwasey kamo raha sa arka, kamo it imo asawa, kaibahan it inro mga anak nak kayake ag inro mga umagar. 
GEN.8.17	Paliwasay ra kag tanang inro kaibahang mga hadop, kag mga pispis, kag mga hadop nak maanar ag maila nak nagpapanaw ag nagkakamang, agor sinra ay magbuar ag magpakaramo pa sa kalibutan.”
GEN.8.18	Kada si Noe ay nagliwas sa arka kaibahan kag ida asawa, kag ida mga anak nak kayake ag inra mga asawa. 
GEN.8.19	Kag tanang mga hadop nak nagpapanaw ag nagkakamang, ag tanang mga pispis, kag tanan nak naghihiwas sa kalibutan ay nagliwas sa arka it pami-pamilya kumporme sa inra klasi.
GEN.8.20	Pagkaliwas ninra sa arka, nagsug-on-sug-on si Noe it mga bato bilang altar para sa GINO-O. Nagbaoy sida it usa sa kada malimpyong hadop ag imaw ra sa pispis nak puyding ihalar, ag kali ay ida ingmatay ag ingsunog sa altar. 
GEN.8.21	It kag nahugman it GINO-O kag mabangyo nak hugom it halar ni Noe ay nagsiling Sida sa Ida Sarili, “Indiey nak gador Nako gisiraon liwat kag kalibutan dahil sa tawo, aber naaayaman nako nak tuna pa yang sa pag-anak sa inra mayainey kag inra ing-iisip. Ag indiey nak gador Nako giwagiton liwat kag tanang inggwa't kabuhi tuyar it kaling Ako ginghimo ngasing.
GEN.8.22	“Habang kag kalibutan ay rahina,
GEN.8.22	indi mawagit kag tigtanom ag tig-ani,
GEN.8.22	kag tigyamig ag tig-init,
GEN.8.22	kag kwarisma ag tig-uyan,
GEN.8.22	ag kag adlaw ag gab-i.”
GEN.9.1	Gingpakamaado it Dios si Noe ag kag ida mga anak sa pagsiling, “Mag-anak kamo ag magramo, ag pun-a ninro kag kalibutan. 
GEN.9.2	Mapapaka-hadlok nak gador sa inro kag tanang mga hadop nak nagpapanaw ag nagkakamang, kag tanang mga pispis ag kag tanang mga isra, ag kamo kag magahom sa inra. 
GEN.9.3	Ingtata-o kali Nako ngasing sa inro agor inro kaunon, tuyar sa pagkaon ninro sa mga tanom nak dating Ako ingta-o.
GEN.9.4	“Pero indi nak gador ninro gikaunon kag karne it hadop nak waya napatuyo kag rugo, dahil kag kabuhi ay hina sa rugo.
GEN.9.5	Sin-o man kag magpangmatay it ida isigkatawo, sida ay Ako asukton sa kabuhi nak ida ing-utang. Imaw ra kag kada hadop nak makamatay it tawo, dapat kaling hadop ay matyon.
GEN.9.6	“Kung sin-o man kag tawo nak mamatay sa ida isigkatawo,
GEN.9.6	ay amatyon ra sida it ibang tawo,
GEN.9.6	dahil kag tawo ay inghuman it Dios
GEN.9.6	nak naambit sa Ida.
GEN.9.7	“Ag kamo ay mag-anak ag magramo, agor kag inro magiging mga inanak ay imaw it mapuno sa kalibutan.”
GEN.9.8	Ag nagsiling kag Dios kang Noe ag sa ida mga anak, 
GEN.9.9	“Mahuman Ako it kasugtanan ag mapromisa nak gador Ako sa imo, Noe, ag sa imo magiging mga inanak, 
GEN.9.10	ag pati ra sa tanang inggwa't kabuhi nak kaibahan ninro nak nagliwas halin sa arka, sa mga pispis ag sa mga hadop nak maanar ag maila. 
GEN.9.11	Mahuman Ako it kasugtanan sa inro nak indiey Nako liwat giwagiton kag tanang inggwa't kabuhi ag indiey Nako liwat gisiraon kag kalibutan sa parayan it pagbaha.”
GEN.9.12	Ag nagsiling pa kag Dios, “Imaw kali kag tanra it Ako kasugtanan sa inro ag sa tanang inggwa't kabuhi nak kaibahan ninro, ag pati sa tanang inro mga inanak sa paabutong balhin it inro linahi. 
GEN.9.13	Ingbutang Nako kag Ako bayangaw sa langit bilang tanra it Ako kasugtanan sa inro rili sa kalibutan. 
GEN.9.14	Paglipas it marag-om nak rampog ag magyuaw sa langit kag bayangaw, 
GEN.9.15	arumrumon Nako kag Ako promisa sa inro ag sa tanang iba't-ibang inggwa't kabuhi. Indiey magkainggwa liwat it baha nak mawagit sa tanang inggwa't kabuhi. 
GEN.9.16	Pag nagyuaw kag bayangaw sa langit, makikita Nako kato ag marurumruman Nako kag Ako waya't katapusang kasugtanan sa inrong tanan nak inggwa't kabuhi sa kalibutan.”
GEN.9.17	Kada, nagsiling kag Dios kang Noe, “Imaw kali kag tanra nak nagpapamatuor it Ako kasugtanan sa inrong tanan rahali sa kalibutan.”
GEN.9.18	Kag mga anak nak kayake ni Noe nak kaibahan nida nak nagliwas sa arka ay sina Sem, Ham ag Japet. Si Ham kag tatay ni Canaan. 
GEN.9.19	Kaling tatlong anak ni Noe ay imaw kag ginghalinan it tanang mga tawo sa kalibutan pagkalipas it baha.
GEN.9.20	Si Noe ay usang mangunguma ag nagpapaninanom sida it mga ubas. 
GEN.9.21	Halin sa ubas, naghuman sida it ayak nak ida ing-inom ag sida ay nayango. It katong mayango si Noe, sida ay naghigra ag nakatuyugan nak nakauba sa suyor it ida istaran nak tolda nak halin sa anit it mga hadop. 
GEN.9.22	Si Ham, nak tatay ni Canaan, ay nagsuyor sa tolda ni Noe. It katong makita nida nak nakauba kag ida tatay ay ida ginur-an. Nagliwas sida ag nag-uma sa ida mga hali. 
GEN.9.23	Pagkasador nina Sem ag Japet nak nakauba kag inra tatay ay nagbaoy sinra it tamong ag inghuytan ninra sa magkanyudong pusor it lampas sa inra abaga, ag nag-iisol sinra habang nagpapayungot sa inra tatay ag inra ingtamungan. Waya ninra nakita nak uba kag inra tatay dahil nakatalikor sinra.
GEN.9.24	It katong naumpawaney si Noe ay naayaman nida kag ginghimo it kaling ida anak nak si Ham. 
GEN.9.25	Nagsiling sida,
GEN.9.25	“Si Canaan nak anak ni Ham, ay ako asumpaon,
GEN.9.25	sa ida mga hali,
GEN.9.25	sida'y mapaulipon.”
GEN.9.26	Nagsiling pa sida,
GEN.9.26	“Kag GINO-O nak Dios ni Sem ay dayawon.
GEN.9.26	Si Canaan ay ida magiging ulipon.
GEN.9.27	Kabay pang payaparon it Dios kag duta ni Japet,
GEN.9.27	sa mga tolda ni Sem, sida'y abi-abihon,
GEN.9.27	ag si Canaan, ida ra magiging ulipon.”
GEN.9.28	Pagkalipas it baha ay nabuhi pa si Noe it tres syentos ag singkwenta (350) anyos. 
GEN.9.29	Umabot sida sa edad nak nwebe syentos ag singkwenta (950) anyos bag-o sida namatay.
GEN.10.1	Imaw kali kag istorya it mga inanak ni Noe parayan sa ida mga anak nak kayake nak sina Sem, Ham ag Japet. Nagkainggwa sinra it mga anak pagkalipas it baha.
GEN.10.2	Imaw kali kag mga inanak nak kayake ni Japet: Sina Gomer, Magog, Maday, Javan, Tubal, Mesec ag Tiras.
GEN.10.3	Si Gomer kag panganay ag imaw kali kag ida mga anak nak kayake: Sina Askenaz, Ripat ag Togarma.
GEN.10.4	Usa sa mga manghor ni Gomer ay si Javan ag imaw kali kag ida mga anak nak kayake: Sina Elisar, Tarsis, Kitim ag Dodanim. 
GEN.10.5	Sa mga anak ni Japet naghalin kag mga tawo nak nagkadat ag nagpang-inistar sa mga habig it baybay ag sa mga puyo. Kada pamilya ay nagkainggwa't inra sariling lugar, ag tong huli ay naging lahi nak nagkainggwa't inra sariling mga bisaya.
GEN.10.6	Imaw kali kag mga inanak nak kayake ni Ham: Sina Cus,
GEN.10.7	Si Cus kag panganay ag imaw kali kag ida mga anak nak kayake: Sina Seba, Havila, Sabta, Raama, Sabteca ag kag pinaka-huli ay si Nimrod.
GEN.10.7	Usa sa mga anak ni Cus ay si Raama, ag imaw kali kag ida mga anak nak kayake: Sina Seba ag Dedan.
GEN.10.8	Kaling pinaka-huling anak ni Cus nak si Nimrod ay imaw kag unang pinaka-maisog nak manraraog pagkalipas it baha sa kalibutan. 
GEN.10.9	Sida ay bantog ag maisog nak mangangadam sa pagmuyat it GINO-O, kada inggwa it kabisayahan para sa inra nak,
GEN.10.9	“Abang isog ikaw tuyar kang Nimrod nak maisog nak mangangadam sa pagmuyat it GINO-O!”
GEN.10.10	Kag unang ida gingharian ay kag mga banwa it Babel,
GEN.10.11+GEN.10.12	Halin ruto nagpagto ra sida sa Asirya, kung hariin ida ingpatinrog kag ap-at nak syudad nak sakop it kinang marakong syudad nak Ninive, kag Ninive, Rehobot-Ir, Cala ag kag Resen nak asa tunga it Ninive ag Cala.
GEN.10.13+GEN.10.14	Kag pangruhang anak nak kayake ni Ham ay si Misraim, ag imaw kali kag mga naging lahi it ida mga anak nak kayake: Mga Ludnon, Anamnon, Lehabnon, Naptunhon, Patrusnon, Caslunhon, ag Cretanhon nak imaw kag inghalinan it mga Pilistinhon.
GEN.10.15	Kag pang-ap-at ag puto sa mga kayake sa mga anak ni Ham ay si Canaan. Kag panganay nida ay si Sidon ag masunor ay si Het. 
GEN.10.16	Si Canaan ay tatay ra it mga Jebusnon, Amornon, Girgasanhon, 
GEN.10.17	Hebinhon, Araknon, Sinanhon, 
GEN.10.18	Arvadnon, Zemarnon ag Hamatnon.
GEN.10.18	Tong huli nagpangkadat kaling mga naging lahi ni Canaan 
GEN.10.19	ag nagpang-inistar sinra tuna sa Sidon papagto sa Gerar, lampas sa Gaza ag papagto ray sa Sodoma, Gomora, Adma, Zeboyim, lampas sa Lasa. 
GEN.10.20	Imaw kali kag mga naging lahi ni Ham ag kag mga lugar nak inra ingpang-istaran, ag tong huli ay nagkainggwa sinra it inra sariling mga bisaya.
GEN.10.21	Si Sem nak maguyáng nina Ham ag Japet kag tatay it mga Hebreo halin sa ida apo sa tuhor nak si Eber.
GEN.10.22	Imaw kali kag mga inanak nak kayake ni Sem: Sina Elam, Asur, Arpaksad, Lud ag Aram.
GEN.10.23	Imaw kali kag mga anak nak kayake it putong anak ni Sem nak si Aram: Sina Uz, Hul, Geter, ag Mas.
GEN.10.24	Kag pangtatlong anak ni Sem nak si Arpaksad ay nagkainggwa't anak nak kayake nak si Sela, ag kag anak nak kayake ni Sela ay si Eber. 
GEN.10.25	Kag ruhang anak nak kayake ni Eber ay sina Peleg ag Joktan. Ingpangayanan sida it Peleg dahil kag mga tawo it katong panahon nida ay nagkabuyag-buyag.
GEN.10.26	Kag mga anak nak kayake it manghor ni Peleg nak si Joktan ay sina Almodad, Selep, Hazarmavet, Jera, 
GEN.10.27	Hadoram, Uzal, Dikla, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Opir, Havila ag Jobab. Imaw kali tanan kag mga anak nak kayake ni Joktan 
GEN.10.30	nak nagpang-inistar ruto sa lugar tuna sa Mesa papagto sa Separ, ag papagto ray sa mga bukir nak hampig sa subatan. 
GEN.10.31	Imaw kali kag mga naging lahi ni Sem nak nagpang-inistar sa inra sariling lugar, ag tong huli ay nagkainggwa sinra it inra sariling mga bisaya.
GEN.10.32	Imaw kali tanan kag mga inanak it mga anak ni Noe, kumporme sa inra mga pamilya ag sa inra mga naging lahi. Ag halin sa inra kag mga tawo sa mga nasyon nak nagpangkadat sa kalibutan pagkalipas it baha.
GEN.11.1	Pagkalipas it baha, ausa yang kag linggwahe it mga tawo sa kalibutan, ag pare-pareho kag inra pagbisaya. 
GEN.11.2	Sa inra pagsaydo-saydo, nakaabot sinra sa usang patag sa lugar it Sinar nak tong huli ay naging Babilonya hampig sa subatan, ag ruto sinra nag-istar. 
GEN.11.3	Tong huli, nagsiling sinra sa usa'g-usa, “Mahuman kita it mga kwadradong yunang ag ato atadihon it maado, agor magtibay ag agamiton nato sa pagtugrok it mga bayay.” Imaw kali kag inra inggamit imbes nak mga bato ag ingpapangpahupot kali it mga ispalto pag nagtutugrok sinra it bayay. 
GEN.11.4	Ag nag-abot kag panahon tong nagsiling sinra nak, “Maley, mahuman kita it syudad nak inggwa't mataas nak tore nak abot hastang sa langit, agor kita ay mababantog sabaling kita ay magkabuyag-buyag sa ibabaw it kalibutan.”
GEN.11.5	Pero nagpilhig kag GINO-O
GEN.11.6	Ag nagsiling Sida, “Muyati kaling mga tawo. Nagkausa sinra nak himuon kali dahil kag inra linggwahe ay ausa yang. Imaw pa yang kali kag una ninrang inghuhuman. Indi marugay ag atumanoney ninra kag aber ni-o kag inra magustuhan. 
GEN.11.7	Kitay, Ato sinra aguluhon pramas mag-iba-iba kag inra linggwahe, agor indi sinra magkaintyendihan.”
GEN.11.8	Ag inghimo matuor it GINO-O nak iba-iba kag inra mga linggwahe, kada kag ibang mga tawo ay indi maintyendihan it iba pang mga tawo. Kada natungnan kag pagpatugrok ninra it syudad ag sinra ay ingpangpabuyag-buyag it GINO-O ag nagkadat sinra sa ibabaw it kalibutan. 
GEN.11.9	Kada ingpangayanan ninra katong banwa nak Babel nak kag gustong bisayahon ay “inggulo it GINO-O kag inra linggwahe,” ag halin ruto ingpangpabuyag-buyag ag ingpangkadat sinra it GINO-O sa ibabaw it kalibutan.
GEN.11.10	Imaw kali kag listahan it mga inanak ni Sem. Ruhang tuig pagkalipas it baha, it katong si Sem ay nag-abot sa edad nak sanggatos (100) anyos, ay nagkainggwa sida it anak nak kayake nak si Arpaksad. 
GEN.11.11	Pagkaanak kang Arpaksad ay nabuhi pa si Sem it kinyentos (500) anyos ag nagkainggwa sida it iba pang mga anak nak kayake ag kabade.
GEN.11.12	Pag-abot ni Arpaksad sa edad nak treyntay-singko (35) anyos ay nagkainggwa sida it anak nak kayake nak si Sela. 
GEN.11.13	Pagkaanak kang Sela ay nabuhi pa si Arpaksad it kwatro syentos ag tres (403) anyos ag nagkainggwa sida it iba pang mga anak nak kayake ag kabade.
GEN.11.14	Pag-abot ni Sela sa edad nak treynta (30) anyos ay nagkainggwa sida it anak nak kayake nak si Eber. 
GEN.11.15	Pagkaanak kang Eber ay nabuhi pa si Sela it kwatro syentos ag tres (403) anyos ag nagkainggwa sida it iba pang mga anak nak kayake ag kabade.
GEN.11.16	Pag-abot ni Eber sa edad nak treyntay-kwatro (34) anyos ay nagkainggwa sida it anak nak kayake nak si Peleg. 
GEN.11.17	Pagkaanak kang Peleg ay nabuhi pa si Eber
GEN.11.18	Pag-abot ni Peleg sa edad nak treynta (30) anyos ay nagkainggwa sida it anak nak kayake nak si Reu. 
GEN.11.19	Pagkaanak kang Reu ay nabuhi pa si Peleg it dos syentos ag nwebe (209) anyos ag nagkainggwa sida it iba pang mga anak nak kayake ag kabade.
GEN.11.20	Pag-abot ni Reu sa edad nak treyntay-dos (32) anyos ay nagkainggwa sida it anak nak kayake nak si Serug. 
GEN.11.21	Pagkaanak kang Serug ay nabuhi pa si Reu it dos syentos ag syete (207) anyos ag nagkainggwa sida it iba pang mga anak nak kayake ag kabade.
GEN.11.22	Pag-abot ni Serug sa edad nak treynta (30) anyos ay nagkainggwa sida it anak nak kayake nak si Nahor. 
GEN.11.23	Pagkaanak kang Nahor ay nabuhi pa si Serug it dos syentos (200) anyos ag nagkainggwa sida it iba pang mga anak nak kayake ag kabade.
GEN.11.24	Pag-abot ni Nahor sa edad nak beynte nwebe (29) anyos ay nagkainggwa sida it anak nak kayake nak si Tera. 
GEN.11.25	Pagkaanak kang Tera ay nabuhi pa si Nahor it syento disi-nwebe (119) anyos ag nagkainggwa sida it iba pang mga anak nak kayake ag kabade.
GEN.11.26	Pag-abot ni Tera sa edad nak sitenta (70) anyos ay nagkainggwa sida it mga anak nak kayake nak kag panganay ay si Abram, masunor si Nahor bag-o si Haran, nak puro mga kayake.
GEN.11.27	Imaw kali kag mga inanak ni Tera. Kag mga anak nak kayake ni Tera ay sina Abram, Nahor, ag Haran. Si Haran ay imaw kag tatay ni Lot. 
GEN.11.28	It katong namatay si Haran sa ida sariling lugar sa Ur sa Caldeya
GEN.11.29	Si Abram ag si Nahor ay parehong nag-asawa. Kag asawa ni Abram ay si Saray nak ida manghor sa tatay, ag kag asawa ni Nahor ay kag ida kumangkon nak si Milca, nak anak ni Haran, ag maguyáng ni Isca.
GEN.11.30	Ngasing, kaling si Saray ay baog, kada waya sida nakakaanak.
GEN.11.31	Usang adlaw, gingnunot ni Tera kag ida anak nak si Abram, kag ida umagar nak si Saray, ag kag ida apo kang Haran nak si Lot. Halin sa Ur ay papagto tan-a sinra sa lugar it Canaan. Ugaling pag-abot ninra sa banwa it Haran sa Padan-aram
GEN.11.32	Ag ruto ra namatay si Tera sa edad nak dos syentos ag singko (205) anyos.
GEN.12.1	Usang adlaw, nagsiling kag GINO-O kang Abram,
GEN.12.1	“Halin raha sa imo banwa,
GEN.12.1	ag bada-e kag panimayay it imo tatay ag imo mga hali,
GEN.12.1	ag magpagto ka sa lugar nak Ako itudlo sa imo.”
GEN.12.2	“Aparamuon Nako kag imo mga inanak,
GEN.12.2	ag ahumanon Nako sinra nak bantog ag makusog nak nasyon.
GEN.12.2	Apakamaaduhon Nako kag imo pagpangabuhi,
GEN.12.2	ag mababantog kag imo pangayan.
GEN.12.2	Apakamaaduhon ka Nako agor parayan sa imo
GEN.12.2	kag ibang mga nasyon ay makakabaton ra it mga pagpakamaado.”
GEN.12.3	“Apakamaaduhon Nako kag mga mahimo it maado sa imo,
GEN.12.3	ag isumpa Nako kag mga mahimo it mayain sa imo.
