MAT.1.1	Dja nau nkoch yao u che Brah Yêsu Krist
MAT.5.31	“Ta nau vay bân lĕ nchih lah kơt nđa: ‘Bu moh i ŭch ntlơi ur păng nơm, ăn păng i nây jan samƀŭt tâm ntlơi dơm ăn ma ur păng, jêh ri dơi ntlơi i ur păng’
MAT.5.32	Yơn ma Gâp lah ma khân ay may, lah bu ur i nây mâu geh ôh lŏm sai, tih ma sai păng ntlơi, sai i nây jan ăn ur păng jêng bunuyh lŏm sai. Jêh ri lah bu moh tâm nđăp đah bu ur sai ntlơi, păng jêng bunuyh lŏm ur đŏng.”
MAT.5.33	“Khân ay may lĕ tăng bu lah ma phung u che kăl e nơh: ‘Lơi ôh ton mƀrôh, ăn khân ay may jan râng dâng lĕ ndơ i khân ay may lĕ ton ma Kôranh Brah’.
MAT.5.34	Yơn ma Gâp lah ma khân ay may, lơi ôh ton đah trôk, yorlah trôk jêng rnơl Kôranh Brah.
MAT.5.35	Lơi đŏng ton đah neh ntu, yorlah neh ntu dja jêng rnơl săp jŏng Kôranh Brah. Đah ƀon kuŏng Yêrusalem mâu di đŏng, yorlah ƀon Yêrusalem ntŭk Kôranh Brah i kađăch kuŏng. 
MAT.5.36	Lơi ôh ton đah bôk khân ay may nơm, yorlah khân ay may mâu dơi ôh jan du mlŏm sŏk khân ay may nơm ăn jêng nglang, ăn jêng krăk.
MAT.5.37	Ăn khân ay may ngơi sŏng nâng hŏ ‘Ơ’, ăn gĭt lah ‘Ơ’, ‘Mâu’, ăn gĭt lah ‘Mâu’. Ndơ nau ngơi ntop jêng lôh tă bơh kôranh mpôl brah djơh dadê.”
MAT.5.38	“Khân ay may lĕ tăng ta nau vay bân lĕ nchih lah kơt nđa: ‘Lah roh măt du ding, plơng ăn roh măt du ding, lah deh du mlŏm sêk, plơng ăn deh du mlŏm sêk đŏng
MAT.5.39	Yơn ma Gâp lah ma khân ay may, lơi ôh tâm plơng đah ma bunuyh djơh. Lah bu tap tâm bom khân ay may du ding, ăn khân ay may rle du ding, ăn bu tap tay du ding jât.
MAT.5.40	Lah bu ntôn khân ay may ta năp kôranh phat dôih gay ma kơnh geh ao gleh khân ay may, ăn bu sŏ nđâp ma ao jong đŏng.
MAT.5.41	Lah tahen nchâp khân ay may ăn anh ndơ brô̆ du nor yôk, ăn khân ay may brô̆ bar nor yôk ndrel bu dô. 
MAT.5.42	Bu moh dăn ndơ khân ay may, khân ay may ăn dô, lơi ôh du krap lah bu hăn manh ndơ khân ay may.”
MAT.5.43	“Khân ay may lĕ tăng ta nau vay bân lĕ nchih lah kơt nđa: ‘Ăn khân ay may rŏng ma bu chiao meng, jêh ri biănh ma phung jan djơh đah khân ay may’
MAT.5.44	Yơn ma Gâp lah ma khân ay may, ăn khân ay may rŏng ma phung jan djơh đah khân ay may, jêh ri mbơh sơm dăn Kôranh Brah ăn nau geh jêng ma bu moh jan jêr đah khân ay may,
MAT.5.45	gay ma khân ay may jêng kon ngăn ma Kôranh Brah bơ̆ khân ay may gŭ ta kalơ trôk ri. Yorlah Kôranh Brah ăn nar lôh ang, gay ma ngaang bunuyh ueh, nđâp ma bunuyh djơh, jêh ri Păng ăn dak mih ma bunuyh sŏng, nđâp ma bunuyh kue đŏng. 
MAT.5.46	Lah khân ay may dơn rŏng dơm ma bunuyh rŏng đah khân ay may, lah ndri mơm dâng Kôranh Brah rnê ăn nau nkhôm ma khân ay may? Yorlah bunuyh i bu kơp bunuyh tih kơt lah phung i kŏp sŏ prăk ƀon lan gay ma ăn kôranh mât uănh, khân păng hôm blao rŏng ma bunuyh i rŏng khân păng nơm đŏng. 
MAT.5.47	Lah khân ay may dơn rom dơm ma oh nô khân ay may nơm, lah ndri mơm dâng khân ay may jan ndơ ueh rlau bu êng? Bol lah phung i mâu gĭt năl nau Kôranh Brah, khân păng vay jan kơt nây đŏng. 
MAT.5.48	Lah ndri ăn khân ay may gŭ dŭt ueh hŏm, yorlah Bơ̆ khân ay may i gŭ ta kalơ trôk ri, Păng lĕ dŭt ueh ngăn.”
MAT.6.1	“Ăn khân ay may njrăng, lơi ôh jan ndơ ueh ma bu ta năp băl phung gay ma ăn bu say. Lah jan kơt nây, khân ay may mâu geh ôh ndơ nkhôm tă bơh Kôranh Brah Bơ̆ khân ay may i gŭ ta kalơ trôk ri.
MAT.6.2	Nôk khân ay may ăn ndơ yô̆ ma phung o ach, lơi ôh mbơh ma dâng lĕ bunuyh ma ndơ khân ay may jan i nây tâm ban ma phung i nhhơ nau ueh ăn bu say ta kalơ ntô dơm vay jan ta nhih rƀŭn phung bân, mâu lah rŏ trong, gay ma ăn bu rnê. Gâp lah n'hêl nanê̆ ngăn ma khân ay may, phung i nhhơ nau ueh ăn bu say ta kalơ ntô dơm i nây lĕ geh bu rnê khân păng jêh, Kôranh Brah mâu hôm ôh ăn ndơ ueh ma khân păng jât. 
MAT.6.3+MAT.6.4	Yơn ma nôk khân ay may ăn ndơ yô̆, ăn khân ay may jan ntŭng mpôn hŏ, tâm ban ma lơi ăn ti bơh chiao gĭt i ti bơh ma jan, jêh ri Kôranh Brah Bơ̆ khân ay may i say dâng lĕ ndơ i bu jan ntŭng mpôn đŏng, tay Păng nkhôm ma khân ay may.”
MAT.6.5	“Nôk khân ay may mbơh sơm, lơi ôh jan tâm ban ma phung i nhhơ nau ueh ăn bu say ta kalơ ntô dơm vay dâk mbơh sơm ta trôm nhih rƀŭn phung bân, ndrel ma ta meng trong, gay ma bu say. Gâp lah n'hêl nanê̆ ngăn ma khân ay may, phung i nây lĕ geh jêh ndơ nkhôm ma khân păng.
MAT.6.6	Yơn ma khân ay may, nôk mbơh sơm, ăn khân ay may lăp ta trôm jrô ntâl mpông ăn nâp, jêh ri mbơh sơm dăn ma Kôranh Brah Bơ̆ khân ay may i bunuyh mâu blao say. Lah ndri Kôranh Brah Bơ̆ khân ay may i say dâng lĕ ndơ i geh ta ntŭk ndŏp đŏng, tay Păng nkhôm ma khân ay may. 
MAT.6.7	Nôk khân ay may mbơh sơm, lơi lah jong rhêng kơt phung i mâu gĭt năl nau Kôranh Brah, nau i nây mâu geh ôh khlay. Khân păng mân lah Kôranh Brah iăt khân păng tă bơh nau ngơi ŏk. 
MAT.6.8	Lah ndri khân ay may lơi ôh jan kơt khân păng i nây, yorlah Kôranh Brah Bơ̆ khân ay may lĕ ơm gĭt lor moh ndơ khân ay may ŭch dăn tă bơh Păng. 
MAT.6.9	Lah ndri ăn khân ay may mbơh sơm kơt nđa:
MAT.6.9	‘Ơ Kôranh Brah Bơ̆ hên gŭ ta kalơ trôk,
MAT.6.9	Ăn dâng lĕ bunuyh yơk mbah ma May.
MAT.6.10	Ăn nau May mât uănh gơnh tât.
MAT.6.10	Dăn dâng lĕ nau ta neh ntu dja tâng nau May ŭch,
MAT.6.10	Tâm ban ma dâng lĕ nau ta kalơ trôk lĕ tâng nau May ŭch.
MAT.6.11	Ăn ndơ sông sa ma hên nar dja ăn tŏng.
MAT.6.12	Yô̆ nđach lơi hôm kơp nau tih hên,
MAT.6.12	Tâm ban ma hên yô̆ nđach ma bunuyh jan tih ma hên, mâu hôm kơp nau tih păng đŏng.
MAT.6.13	Kơl hên lơi ôh jan tih, nôk hên geh nau ndơm.
MAT.6.13	Dăn rklaih hên bơh nau djơh mhĭk.
MAT.6.13	[May jêng kađăch, May geh nau brah, ndrel ma geh nau chrêk lơp ƀaƀơ n'ho ro. Ơ ăn geh kơt nđa ngăn ro
MAT.6.14	Lah khân ay may yô̆ bu mâu kơp nau tih i bu jan ma khân ay may, Kôranh Brah Bơ̆ khân ay may ta kalơ trôk yô̆ khân ay may mâu hôm kơp đŏng nau tih.
MAT.6.15	Tih ma lah khân ay may mâu geh nau yô̆, hôm kơp nau tih bu, Kôranh Brah Bơ̆ khân ay may i gŭ ta kalơ trôk mâu yô̆ đŏng hôm kơp nau tih ma khân ay may.”
MAT.6.16	“Nôk khân ay may ăt sông gay ma mbơh sơm, lơi ôh jan muh măt rngot tâm ban ma phung i nhhơ nau ueh ăn bu say ta kalơ ntô dơm. Khân păng jan kơt nây, gay ma ăn bu gĭt lah khân păng ăt sông. Gâp lah n'hêl nanê̆ ngăn ma khân ay may, phung i nây lĕ geh jêh ndơ nkhôm ma khân păng.
MAT.6.17	Yơn ma khân ay may, nôk khân ay may ăt sông, ăn khân ay may kât sŏk
MAT.6.18	gay ma lơi ăn bu say khân ay may ăt sông. Ăn Kôranh Brah Bơ̆ khân ay may i bunuyh mâu blao say dơm hŏ say, lah ndri Kôranh Brah Bơ̆ khân ay may i say dâng lĕ ndơ i geh ta ntŭk ndŏp đŏng, tay Păng nkhôm ma khân ay may.”
MAT.6.19	“Lơi ôh rƀŭn drăp ndơ prăp ma săk khân ay may nơm ta neh ntu dja, jêng ntŭk ăch găm sa, ndrel ma tăpdâr grăch, jêh ri geh bunuyh ntŭng hăn lôk mpir gay ma ntŭng.
MAT.6.20	Ăn khân ay may rƀŭn drăp ndơ prăp ma săk khân ay may nơm ta ntŭk Kôranh Brah ta kalơ trôk ri hŏ, jêng ntŭk mâu geh ăch găm sa, ndrel ma mâu geh tăpdâr grăch, mâu geh đŏng bunuyh ntŭng hăn lôk mpir ma ntŭng.
MAT.6.21	Njrăng hŏm, ndơ i khân ay may ntrŏng khlay rlau bu, jêng ndơ i khân ay may mân rvê rlau bu đŏng
MAT.6.22	“Trôm măt jêng tâm ban ma sagêng ma săk jăn, lah trôm măt khân ay may hôm ang ueh, lĕ săk jăn khân ay may hôm ang dadê. 
MAT.6.23	Yơn ma lah măt khân ay may lĕ ngo, dâng lĕ săk jăn khân ay may ngo dadê đŏng. Lah nau ang ta săk khân ay may lĕ ngo, lah ndri nau ngo i nây lĕ hô ngăn.”
MAT.6.24	“Mâu geh ôh du huê bunuyh blao jan kar ăn ma bar hê kôranh, yorlah păng mra rŏng ma du huê kôranh, jêh ri biănh ma du huê kôranh, mâu lah tâng jât du huê, mưch i du huê ri. Kơt ndri khân ay may mâu dơi ôh gay geh nau rêh n'ho ro ta Kôranh Brah, gay geh nđâp ma drăp ndơ ta neh ntu đŏng.
MAT.6.25	Kơt ndri dâng Gâp mbơh khân ay may, lơi rvê ôh ma ndơ sông sa ma ndơ nhêt ma siăm nau rêh, mâu lah bok ao ma nsoh n'gut săk jăn khân ay may. Geh ndơ êng jât ta nau rêh i geh nau khlay rlau ma ndơ sông sa, geh ndơ êng jât ma bunuyh i geh nau khlay rlau ma bok ao ma nsoh.
MAT.6.26	Lŏng uănh siŭm mpăr kalơ trôk, păng mâu geh ôh tuch tăm, mâu geh ôh kăch roih, mâu geh tôh ba ta trôm jay đŏng, yơn ma Kôranh Brah Bơ̆ khân ay may ta kalơ trôk mât siăm khân păng đŏng. Lah ndri ah khân ay may ơm mâu lah khlay rlau ma siŭm mpăr i nây jât ƀah?
MAT.6.27	Ta mpôl khân ay may i nây, bol lah khŏm rvê dŭt hô kađôi lĕ, kŏ mâu geh bunuyh ma dơi ntop nau rêh păng nơm ăn jong ôh, đê̆ kŏ mâu dơi đŏng. 
MAT.6.28	Mơm dâng khân ay may rvê ma ndơ nsoh n'gut? Lŏng khân ay may uănh kao si hon êng ta bri, păng mâu ôh rơah mâu ôh rgănh jan kar, mâu lah rui tanh gay ma ueh uănh. 
MAT.6.29	Gâp mbơh ma khân ay may, bol lah kađăch Salômôn kăl e nơh, nôk păng nkrơ̆ săk jăn soh n'gut kho ao khlay ueh, kŏ mâu dơi ban ueh kao si du nkong dja đŏng.
MAT.6.30	Hơi bunuyh geh nau nsing đê̆ dơm, lah Kôranh Brah ăn jêh ma kao si i nây ueh ngăn uănh, nar dja păng dang, nar ôi tay bu su lơi păng ma ŭnh, lah ndri lơ rlau ma nây đŏng ƀah Kôranh Brah ndrăp kho ao ăn ma khân ay may?
MAT.6.31	Lah ndri khân ay may lơi rvê ôh ma ndơ sông sa, ma ndơ nhêt, mâu lah ma ndơ nsoh n'gut.
MAT.6.32	Geh phung i mâu gĭt năl Kôranh Brah khŏm nsrôyh joi dâng lĕ ndơ i nây. Lŏng i khân ay may nây Kôranh Brah Bơ̆ khân ay may nơm ta kalơ trôk ri, lĕ Păng gĭt dadê jêh moh ndơ i khân ay may ê hŏ tŏng. 
MAT.6.33	Lah ndri nsrôyh joi, ndrel ma iăt lĕ ndơ i sŏng ta năp măt Kôranh Brah lor, ri mơ Păng ăn ntop dâng lĕ ndơ i nây ma khân ay may đŏng.
MAT.6.34	Khân ay may lơi ôh rvê ma nar ôi tay, yorlah nar ôi tay mra geh nau rvê ma nar i nây. Rvê ma nau jêr ta nar dja lĕ găp hơyh.”
MAT.7.1	“Khân ay may lơi ôh uănh nau tih bu, gay ma lơi ăn Kôranh Brah uănh nau tih khân ay may.
MAT.7.2	Lah khân ay may uănh nau tih bu, Kôranh Brah uănh nau tih khân ay may kơt nây đŏng. Kôranh Brah rnhueh ăn ma khân ay may, tâng khân ay may rnhueh ăn bu nây đŏng.
MAT.7.3	Nau tih bunuyh jêng tâm ban ma ndơ ta trôm măt. Mơm khân ay may uănh say ndruyh ta trôm măt oh nô khân ay may dơm, tih ma uănh mâu ôh say mŏng rlat ta trôm măt khân ay may nơm? 
MAT.7.4	Lah geh mŏng rlat ta trôm măt khân ay may nơm, mơm dơi lah ma oh nô: ‘Ăn gâp nkhĕ ndruyh nây’? 
MAT.7.5	Ơ bunuyh mƀrôh! Ăn sŏ rlat ta trôm măt khân ay may nơm nây lor ƀŏt, ri mơ say n'hêl ndruyh ta trôm măt oh nô, dâng blao nkhĕ ndruyh nây.”
MAT.7.6	“Lơi ôh mƀăr ndơ kloh ueh ăn ma so, mâu dơi mƀăr ăn ma sŭr
MAT.7.7	“Dăn mro mrăng hŏm ma Kôranh Brah dâng Păng ăn ma khân ay may. Joi mro mrăng hŏm dâng say. Kuăl
MAT.7.8	Yorlah bu moh dăn, mra geh, bu moh joi, mra say, jêh ri bu moh i kuăl bơh dih mpông, mra pơk ăn ma păng. 
MAT.7.9	Ta mpôl khân ay may vay geh đŏng, lah kon dăn piăng
MAT.7.10	Lah kon dăn ka, bơ̆ păng ăn nkhơng bêh geh kăch ma păng chrao bơh? 
MAT.7.11	Bol lah khân ay may jêng bunuyh tih kađôi, khân ay may hôm blao ăn ndơ ueh ma kon khân ay may đŏng. Lah ndri Kôranh Brah Bơ̆ khân ay may i gŭ ta kalơ trôk rlau bơh nây ăn ndơ ueh ma bu moh dăn bơh Păng.”
MAT.7.12	“Ta ăp ntil ndơ, moh nau ŭch ăn bu jan ma khân ay may, ăn khân ay may jan ma bu lor. Nau i nây jêng tâm di đah nau vay, ndrel ma nau bunuyh ntơyh nau ngơi Kôranh Brah lĕ nchih.
MAT.7.13	Ăn khân ay may lăp rŏ mpông mpêr huêt, yorlah mpông mpêr i hăn ta nau roh hêng huy, ndrel ma trong i njŭn ta nau roh hêng dơh ngăn ma hăn, geh ŏk bunuyh lăp rŏ mpông mpêr i nây. 
MAT.7.14	Yơn ma mpông mpêr i hăn ta nau rêh n'ho ro huêt, ndrel ma trong i njŭn ta nau rêh n'ho ro jêr ma hăn, geh đê̆ dơm bunuyh joi say trong i nây.”
MAT.7.15	“Ăn khân ay may njrăng hŏm ma bunuyh ntơyh nklă nau ngơi Kôranh Brah. Khân păng văch a khân ay may mleh, uănh tâm ban ma be biăp, yơn ma ta trôm nuih n'hâm khân păng ri janh tâm ban ma so bri ngăn.
MAT.7.16	Khân ay may gĭt năl khân păng tă bơh ndơ khân păng jan, tâm ban ma bu gĭt năl tơm si tă bơh play păng. Bu mâu prot ôh pĕ play yŭng yar ƀon, mâu lah pĕ play Rvi tă bơh pŭm lok đŏng.
MAT.7.17	Lah ndri dâng lĕ tơm si ueh, play păng ueh, yơn ma tơm si djơh, play păng djơh đŏng.
MAT.7.18	Mâu prot geh ôh lah tơm ueh i play djơh, tơm djơh i play ueh. 
MAT.7.19	Dâng lĕ tơm si play mâu ueh, bu kăl pur lơi ta ŭnh.
MAT.7.20	Lah ndri dâng khân ay may dơi gĭt năl bunuyh ntơyh nklă, yor ma say ndơ păng jan.”
MAT.7.21	“Bunuyh dơi lăp ta nau Kôranh Brah mât uănh, mâu dơn kuăl Gâp ‘Ơ Kôranh, ơ Kôranh’ dơm ôh. Păng i jan tâng Kôranh Brah Bơ̆ Gâp gŭ ta kalơ trôk ŭch, păng i nây dơm dơi lăp.
MAT.7.22	Ta nar phat dôih dâng lĕ bunuyh, mra geh ŏk bunuyh lah ma Gâp: ‘Ơ Kôranh, ơ Kôranh, hên vay ntơyh nau ngơi May, hên vay mprơh brah djơh ma rnha săk May, ndrel ma ŏk ngăn hên jan nau khlay ma rnha săk May’. 
MAT.7.23	Yơn ma ta nôk nar nây tay, Gâp lah ma bunuyh i nây: ‘Ơ phung kue phung djơh, du ngai hŏm bơh Gâp, Gâp mâu ôh gĭt năl khân ay may’.”
MAT.7.24	“Bu moh tăng nau Gâp ngơi dja, jêh ri jan tâng kơt, 
MAT.7.25	Bol lah geh mih kuŏng, geh dak kuŏng rlap hoch, ndrel ma geh sial khôm ăn n'gơ kađôi đŏng, jay i nây mâu ôh dơi rlŏm, yorlah meh păng lĕ bu tăm ăn nâp. 
MAT.7.26	Yơn ma bu moh lĕ tăng jêh nau gâp ngơi dja, tih ma mâu ôh jan tâng kơt, păng i nây jêng tâm ban ma bunuyh mâl jan jay păng nơm n'gŏn dơm ta kalơ neh.
MAT.7.27	Lah geh mih kuŏng, geh dak rlap hoch, ndrel ma geh sial khôm ăn n'gơ kađôi đŏng, jay i nây rlŏm djơh lĕ phiao ro.”
MAT.7.28	Tât ma lĕ jêh Brah Yêsu ngơi dâng lĕ nau i nây, phung ƀon lan gŭ iăt ndrŏt hih rhŏl ngăn tăng nau Păng nti i nây,
MAT.7.29	yorlah nau Păng nti nơh geh nau dơi ngăn, mâu geh ôh kơt nơm nti nau vay phung Israel khân păng.
MAT.8.1	Nôk Brah Yêsu jŭr bơh kalơ yôk nây, geh ŏk bunuyh tâng Păng.
MAT.8.2	Ta nây geh du huê bunuyh phŭng sa chon kômŏk ta năp Brah Yêsu, păng lah: “Ơ Kôranh! Gâp gĭt May dơi jan săk gâp ăn kloh ăn bah ji, lah May ŭch.” 
MAT.8.3	Brah Yêsu pah ti ta săk păng ri
MAT.8.4	Jêh ri Brah Yêsu lah ma păng: “May lơi ôh mbơh nkoch nau i dja ăn bu gĭt, ăn may hăn brŏng nhhơ săk ma bunuyh jan brah ri, jêh ri nhhơr ndơ jan brah tâng nau vay Môsê đă ma bunuyh bah nau ji phŭng sa, gay ma bu gĭt n'hêl săk may lĕ kloh lĕ bah ngăn ro.”
MAT.8.5	Tât Brah Yêsu hăn lăp ta ƀon Kapơnŭm, geh du huê kôranh tahen
MAT.8.6	“Ơ Kôranh, geh du huê bunuyh jan kar ma gâp bêch rkhuen ta gre ri, păng ji rven geh nau jêr dŭt hô ngăn.” 
MAT.8.7	Brah Yêsu lah ma păng: “Hô̆ Gâp hăn jan ăn păng bah.” 
MAT.8.8	Kôranh tahen i nây lah ma Brah Yêsu: “Ơ Kôranh, mâu khăch ôh jă leo May lăp ta jay gâp, yorlah gâp mâu di phung Israel, ndri dâng mâu ôh di, lah gâp jă May lăp ta jay gâp
MAT.8.9	Gâp gŭ ta nâm bu, yơn ma geh ŏk kon tahen gŭ ta nâm gâp đŏng. Lah gâp đă du huê hăn, păng hăn ro, lah đă bunuyh a êng văch, păng văch ro. Lah gâp đă dâk gâp jan ndơ du ntil, păng jan ro. Lah ndri gâp gĭt lah May ngơi geh nau dơi kơt nây đŏng.” 
MAT.8.10	Tât ma Brah Yêsu lĕ tăng nau nây, ta nuih n'hâm Păng ri ndrŏt hih rhŏl ngăn, Păng lah ma phung tâng Păng: “Gâp lah n'hêl nanê̆ ngăn ma khân ay may, ta phung Israel i kơp êng săk khân păng nơm lah lĕ gĭt năl Kôranh Brah, ê hŏ say geh du huê geh nau nsing kơt păng i nây đŏng. 
MAT.8.11	Gâp mbơh ma khân ay may, mra geh ŏk bunuyh tă bơh lôh nar, ndrel ma tă bơh nhŏp nar, khân păng i mâu ôh di phung Israel, ta nau Kôranh Brah mât uănh, văch gum sông sa ndrel Abrahăm, Isăk, ndrel ma Yakôp i che phung bân.
MAT.8.12	Yơn ma phung Israel i ơm di lăp ta nau Kôranh Brah mât uănh, geh ŏk bu mƀăr lơi khân păng bơh dih ta ntŭk ngo, ta ntŭk nây geh nau nhhiăng nhŭm, ndrel ma rchiăt sêk.” 
MAT.8.13	Jêh ri Brah Yêsu lah ma kôranh tahen Rôm i nây: “May hăn sât dô, ăn geh kơt nau nsing may nây ngăn.” Bunuyh jan kar ma păng bah nau ji mong nây ro.
MAT.8.14	Jêh ri Brah Yêsu hăn lăp ta jay Pêtrôs, Păng say mê̆ po Pêtrôs ji kop bêch ta gre ri.
MAT.8.15	Brah Yêsu pah ta ti păng, păng bah ro, jêh ri păng jan piăng trao ma Brah Yêsu.
MAT.8.16	Tât bri kêng măng bu njŭn bunuyh brah djơh lăp ŏk hăn a Brah Yêsu. Păng mprơh brah djơh i nây ma nau Păng ngơi, ndrel ma jan bah bunuyh ji kuet ăn bah dadê đŏng. 
MAT.8.17	Păng jan kơt nây, gay ma tâm di đah nau Êsai i bunuyh ntơyh nau ngơi Kôranh Brah kăl e nơh lĕ nchih jêh: ‘Păng i nây lĕ sŏ dơn dâng lĕ nau kuet rven bân ta Păng nơm, nau ji bân Păng tui đŏng’
MAT.8.18	Tât Brah Yêsu say bu gŭ jŭm Păng ŏk ngo ngăn, Păng đă mpôl oh mon gay ma ncho duk hăn kăl ti dak nglao kuŏng Galilê. 
MAT.8.19	Nôk nây geh du huê nơm nti nau vay phung Israel lah ma Brah Yêsu: “Ơ Kôranh, ah ntŭk May hăn, gâp hăn tâng May đŏng.” 
MAT.8.20	Brah Yêsu lah ma păng: “Lŏng srot geh trôm ntŭk păng gŭ, siŭm nar geh rsuăn đŏng, tih ma Gâp i Kon Bunuyh tă bơh Kôranh Brah mâu geh ôh ntŭk Gâp nơm ngăn ma dŏm bôk.”
MAT.8.21	Geh du huê ta mpôl oh mon Brah Yêsu lah ma Păng: “Ơ Kôranh, ăn gâp kŏp bơ̆ gâp khât, ndrel ma tŏp păng ƀŏt.”
MAT.8.22	Brah Yêsu lah ma păng: “Hăn tâng Gâp aƀaơ ri hŏm. Bunuyh mâu iăt nau Gâp tâm ban ma bunuyh lĕ khât, ăn khân păng tâm tŏp êng ndrăng khân păng nơm.”
MAT.8.23	Jêh ri Brah Yêsu jŭr ncho duk, phung oh mon Păng ncho ndrel Păng đŏng. 
MAT.8.24	Dô ma geh sial phŭt dŭt hô tât ma dak rbuh lăp ta trôm duk ri. Yơn ma Brah Yêsu lĕ hăk bêch. 
MAT.8.25	Phung oh mon rlay Păng: “Ơ Kôranh! Kơl rklaih hŏm hên, khât ro bân mê!” 
MAT.8.26	Brah Yêsu lah ma khân păng: “Ơ phung geh nau nsing đê̆ dơm, moh nau khân may klach hô ir?” Brah Yêsu dâk, Păng buay sial phŭt, ndrel ma dak, dak nchŏch rbuh rngŏn njŭp ro.
MAT.8.27	Nôk nây phung oh mon ndrŏt hih rhŏl, khân păng tâm lah: “Hay, bu moh Păng i nây hiah, dâng geh ma sial phŭt, ndrel ma dak nchŏch iăt Păng?”
MAT.8.28	Nôk Brah Yêsu, ndrel ma phung oh mon Păng tât kăl ti dak nglao kuŏng Galilê ta bri Garasin, ntŭk ƀon i nây bu mâu ôh tâng nau vay phung Israel, ta nây geh bar hê bu klô brah djơh lăp. Khân păng lôh bơh ntŭk môch ri, hăn ran a Brah Yêsu. Bar hê bu klô i nây janh janh ngăn, kơt ndri dâng bu mâu bănh hăn rŏ nây. 
