MAT.1.1	Yesu Krɩstʋ weyi ɛ-cɔzɔ lɛ Daaviidi nɛ ɛ́lɛ́ cɔzɔ lɛ Abraham yɔ, ɛ-cɔzɔnaa hɩla yɔ:
MAT.5.4	Mbá pɛ-ɛsɛ ñɩŋaa yɔ, pehiɣ pa-tɩ!
MAT.5.4	Mbʋ́ pʋyɔɔ yɔ, Ɛsɔ kɔŋ pa-laŋa hɛzʋʋ.
MAT.5.5	Mbá pɛwɛ hɛɛɛ yɔ, pehiɣ pa-tɩ!
MAT.5.5	Mbʋ́ pʋyɔɔ yɔ, Ɛsɔ kɔŋ-wɛ cɛlʋʋ kedeŋa ŋgá ɛɖʋwa se ɛhaɣ ɛ-ñɩma yɔ.
MAT.5.6	Mbá pañɩnɩɣ kpem se pala mbʋ́ pʋtʋʋzaa yɔ, pehiɣ pa-tɩ!
MAT.5.6	Mbʋ́ pʋyɔɔ yɔ, Ɛsɔ kɔŋ-wɛ haʋ mbʋ́ pañɩnɩɣ yɔ.
MAT.5.7	Mbá panaɣ lɛlaa pʋtɔdɩyɛ yɔ, pehiɣ pa-tɩ!
MAT.5.7	Mbʋ́ pʋyɔɔ yɔ, Ɛsɔ kɔŋ naʋ pa-pʋtɔdɩyɛ.
MAT.5.8	Mbá pa-taa wɛ cɩɖɩcɩɖɩ yɔ, pehiɣ pa-tɩ!
MAT.5.8	Mbʋ́ pʋyɔɔ yɔ, pɔkɔŋ Ɛsɔ naʋ.
MAT.5.9	Mbá pañɩnɩɣ laŋhɛzɩyɛ yɔ, pehiɣ pa-tɩ!
MAT.5.9	Mbʋ́ pʋyɔɔ yɔ, Ɛsɔ kɔŋ-wɛ yaʋ se e-piya.
MAT.5.10	Mbá ɛyáa wɛ pa-wayɩ kaŋ kaŋ se palakɩ mbʋ́ pʋtʋʋzaa yɔ, pehiɣ pa-tɩ!
MAT.5.10	Mbʋ́ pʋyɔɔ yɔ, pɛkɛ Ɛsɔ Kewiyaɣ taa ñɩma.
MAT.5.11	«Mbá mɩ patʋʋ-mɩ nɛ pɛwɛɛ mɩ-wayɩ kaŋ kaŋ nɛ pɛcɛtɩɣnɩ mɩ-taa tɔm ndɩ ndɩ mɔ-yɔɔ yɔ, ihiɣ mɩ-tɩ! 
MAT.5.12	Mɩ-taa ɛhʋlʋmɩ nɛ ɩmayɩ amaya, mbʋ́ pʋyɔɔ yɔ, mɩ-kɩhɛyʋʋ ɖɔ Ɛsɔ cɔlɔ pɩtɩɩfɛyɩ. Meheyiɣ-mɩ se ḿbʋ́ paawɛ náyaa mbá pɛlɛyɩ-mɩ kɔm yɔ pa-wayɩ kaŋ kaŋ.»
MAT.5.13	Yesu tasɩ-wɛ heyuu se: «Mɩ lɛ kedeŋa ɖɔm. Ɛlɛ́, yee ɖɔm leleŋ ɛsɩba lɛ, ɛzɩma palakɩ-pʋ? Pɩfɛyɩ wazaɣ nakɛyɛ ɖɔɖɔ kpem. Pɔlɔʋ-pʋ awayɩ yem nɛ ɛyáa ɖɔ pʋ-yɔɔ.
MAT.5.14	«Mɩ ɖɔɖɔ lɛ kedeŋa ñalɩmɩyɛ. Đɩsɩ nzɩ́ sɩwɛ piyaɣ ñʋʋ taa yɔ, panaɣ-sɩ paa le. 
MAT.5.15	Nɔɔyʋ fɛyɩ se ɛsɔkɩ kanɖʋ nɛ ɛpam-kʋ ɖaakuɖe tɛɛ. Ɛlɛ́, ɛsɩɣ-kʋ ɖenɖe pʋkʋyɩ camɩyɛ ñaba yɔ nɛ pɩnaɣ mbá patɩŋa payɩ pɛwɛ ɖɩɣa taa yɔ. 
MAT.5.16	Ḿbʋ́ pʋmʋnaa se mɩ-ñalɩmɩyɛ ɛñalɩ ɛyáa ɛsɩndaa nɛ pana mɩ-camɩyɛ lakasɩ nɛ pasa mɩ-Caa weyi ɛwɛ ɛsɔdaa yɔ.»
MAT.5.17	Yesu tasɩ-wɛ heyuu se: «Ɩtaamaɣzɩ se mɔnkɔm se menɖezi Mooyiizi paɣtʋ nɛ tɔm ndʋ́ náyaa wɩlaa yɔ. Ɛlɛ́, mɔnkɔm se tɔm ndʋ́ pɔyɔɔdaa yɔ tɩla. 
MAT.5.18	Toovenim lɛ, meheyiɣ-mɩ se alɩwaatʋ ndʋ́ ɛsɔdaa nɛ tɛtʋ pɛwɛɣ yɔ, mayaɣ nakɛyɛ yaa cacayaɣ nakɛyɛ fɛyɩ se kalɩɣ paɣtʋ ńdʋ́ tɩ-taa nɛ pʋkɔɔ pɩsɩɩnɩ alɩwaatʋ ndʋ́ pɩtɩŋa payɩ pɩlaba yɔ. 
MAT.5.19	Weyi eyeki paɣtʋ ńdʋ́ tɩ-taa ndʋ́ tɩwɛ kpaagbaa ñɩɩɩ yɔ se tɩfɛyɩ wazaɣ nɛ ɛwɩlɩ lɛlaa se pataaɖɔ tɩ-yɔɔ ɖɔɖɔ yɔ, ɛkɔŋ kɛʋ tɔyaɣ Ɛsɔ Kewiyaɣ taa. Ɛlɛ́, weyi ɛɖɔŋ tɩtɩŋa payɩ tɩ-yɔɔ nɛ ɛwɩlɩɣ-tʋ lɛlaa ɖɔɖɔ yɔ, pʋdʋ kɔŋ kɛʋ sɔsɔ Ɛsɔ Kewiyaɣ taa. 
MAT.5.20	Mankaɖɩɣ-mɩ se yee ɩtala mbʋ́ Ɛsɔ liu wɛɛ yɔ nɛ pɩkɩlɩ paɣtʋ wɩlɩyaa nɛ Farɩsɩ ñɩma yɔ, ɩɩsʋʋ e-Kewiyaɣ taa wiɖiyi kaʋ.»
MAT.5.21	Yesu tasɩ-wɛ heyuu se: «Ɩnɩwa se paaheyi ɖɔ-cɔzɔnaa se: ‹Taakʋ ɛyʋ. Yee nɔɔyʋ ɛkʋ ɛyʋ yɔ, payaɣ-ɩ wiyaʋ tɛ.› 
MAT.5.22	Ɛlɛ́, ma meheyiɣ-mɩ se weyi ɛ-pana kpaɣnɩ lɛlʋ yɔ, pahʋʋnɩ-ɩ. Weyi ɛtʋʋ lɛlʋ se: ‹Kɩmɛlɛŋ ña!› Yɔ, powokini-i tɔm hʋyaa sɔsaa cɔlɔ. Weyi ɛ́lɛ́ tʋʋ lɛlʋ se: ‹Kpanzɩyʋ ña!› Yɔ, pɔkɔŋ-ɩ ɖʋʋ ɖenɖe kʋñɔŋ maatɛŋ wɛɛ yɔ. 
MAT.5.23	Pʋ-yɔɔ lɛ, yee nɔɔyʋ ewobi Ɛsɔ ɖɩɣa taa kɩlaŋ ɖɩlayɛ se ɛhaɣ Ɛsɔ haɖɛ nɛ ɛtɔzɩ se nɔɔyʋ taa wɛnɩ-ɩ yɔ, 
MAT.5.24	pʋwɛɛ se eyele haɖɛ ńɖɩ́ peeɖe nɛ ewolo pʋdʋ cɔlɔ nɛ ɛ nɛ ɩ pɔñɔɔzɩ tɔm ńdʋ́ nɛ pʋcɔ.
MAT.5.25	«Yee ŋyʋsɩnɩ nɔɔyʋ nɛ ewokini-ŋ tɔm hʋyʋ tɛ yɔ, yele nɛ ña nɛ ɩ ɩñɔɔzɩ-tʋ lɔŋ nʋmɔʋ taa nɛ ɛtaatanɩ-ŋ peeɖe. Pɩtɛkɛ ḿbʋ́ yɔ, ɛ́lɛ́ cɛlɩɣ-ŋ sɔɔjanaa nɛ paba ɖʋ-ŋ salaka. 
MAT.5.26	Toovenim lɛ, meheyiɣ-ŋ se: paɖʋ-ŋ-kɛ yɔ, ŋwɛɣ peeɖe ḿbʋ́ ka ka nɛ pʋkɔɔ pɩsɩɩnɩ kɩyakʋ ŋgʋ́ ŋhɛyɩ ña-kɩmɩyɛ tɩŋa payɩ nɛ pɩtakazɩ paa koba yɔ.»
MAT.5.27	Yesu tasɩ-wɛ heyuu se: «Ɩnɩwa ɖɔɖɔ se peheyi ɖɔ-cɔzɔnaa se: ‹Taala acɛyɛ.› 
MAT.5.28	Ɛlɛ́, ma meheyiɣ-mɩ se: yee abalʋ nɔɔyʋ ɛna lɛlʋ halʋ nɛ e-liu tɛɛ kɔtɩ yɔ, ɛtɛm labʋ acɛyɛ kpem ɛ-lɩmaɣza taa. 
MAT.5.29	Yee ñɛ-ɛsɩyɛ eyekina se ŋla kɩwɛɛkɩm yɔ, hɔɔzɩ-ɖɩ nɛ ŋlɔ poliŋ. Ɛyʋ hɔɔlʋʋ kʋɖʋmʋʋ lesuu kɩlɩ wee wee ɛzɩ ɛɛwɛɛ ɛtɩŋa pilim nɛ pɛpɛɖɩ-ɩ ɖenɖe kʋñɔŋ maatɛŋ wɛɛ yɔ. 
MAT.5.30	Yee ñe-nesi kɩbanzɩ eyekina se ŋla kɩwɛɛkɩm yɔ, sɛtɩ-sɩ nɛ ŋlɔ poliŋ. Pɩkɩlɩ wee wee se ŋlesi ñe-nesi kʋɖʋmsɩ ɛzɩ ŋŋwɛɛ ñatɩŋa pilim nɛ pɛpɛɖɩ-ŋ ɖenɖe kʋñɔŋ maatɛŋ wɛɛ yɔ.»
MAT.5.31	Yesu tasɩ-wɛ heyuu se: «Ɩnɩwa ɖɔɖɔ se peheyi ɖɔ-cɔzɔnaa se: ‹Weyi ɛɖɔɔnʋʋ ɛ-halʋ yɔ, pʋwɛɛ se pʋdʋ ɛcɛlɩ-ɩ takayaɣ ŋgá kawɩlɩɣ se pɛfɛyɩ ɖama taa yɔ.› 
MAT.5.32	Ɛlɛ́, ma meheyiɣ-mɩ se: yee nɔɔyʋ halʋ ɛtala acɛyɛ nɛ ɛɖɔɔnɩ-ɩ yɔ, ɛwɩlɩ-ɩ acɛyɛ nʋmɔʋ. Weyi ɛ́lɛ́ kpakɩɣ-ɩ yɔ, ɛlabɩ acɛyɛ ɖɔɖɔ.»
MAT.5.33	Yesu tasɩ-wɛ heyuu se: «Ɩnɩwa ɖɔɖɔ se peheyi ɖɔ-cɔzɔnaa se: ‹Taayele mbʋ́ ŋɖuwaa se ŋlakɩ yɔ. Ɛlɛ́, la mbʋ́ ŋɖuuni Kɩpaɣlʋ se ŋlakɩ yɔ.› 
MAT.5.34	Ɛlɛ́, ma meheyiɣ-mɩ se: ɩtaaɖuuni Ɛsɔ kpem: ɩtaaɖuuni ɛsɔdaa, mbʋ́ pʋyɔɔ yɔ, ŋ́gʋ́ lɛ Ɛsɔ kewiyaɣ kpelaɣ. 
MAT.5.35	Ɩtaaɖuuni ɖɔɖɔ tɛtʋ, mbʋ́ pʋyɔɔ yɔ, ńdʋ́ lɛ kpeɖe nɖɩ́ Ɛsɔ tɩnɩɣ ɛ-naŋgbanzɩ ɖɩ-yɔɔ yɔ. Ɩtaaɖuuni ɖɔɖɔ Yeruusalɛm yem yem, mbʋ́ pʋyɔɔ yɔ, ŋ́gʋ́ lɛ Wiyaʋ sɔsɔ tɛtʋ.
MAT.5.36	Ɩtaaɖuuni mɩ-ñʋŋ, mbʋ́ pʋyɔɔ yɔ, nɔɔyʋ ɛɛpɩzɩɣ ɛla nɛ ɛ-ñɔyaɣ nakɛyɛ hʋlʋmɩ yaa kepiyi. 
MAT.5.37	Yee nabʋyʋ ɛkɛ toovenim yɔ, ɩtɔ yem se: ‹Ɛɛɛ!› Yee pɩtɛkɛ toovenim yɔ, ɩtɔ yem se: ‹Aayɩ!› Yee ɩtasɩ natʋyʋ sɔzʋʋ yɔ, tʋtʋ kɛnɩ Satanɩ ñɩndʋ.»
MAT.5.38	Yesu tasɩ-wɛ heyuu se: «Ɩnɩwa ɖɔɖɔ se peheyi ɖɔ-cɔzɔnaa se: ‹Nɔɔyʋ ɛyɔkɩ lɛlʋ ɛsɩyɛ yɔ, pɔyɔkʋʋ ɛ-ñɩnɖɛ. Nɔɔyʋ eholi lɛlʋ keɖe yɔ, poholuu ɖɔɖɔ ɛ-ñɩnɖɛ.› 
MAT.5.39	Ɛlɛ́, ma meheyiɣ-mɩ se: ɩtaakpa mi-koyindinaa kɩma. Yee nɔɔyʋ ɛcɛbɩ ñe-nesi kɩbanzɩ laɣzaɣ kadaŋa yɔ, kɛzɩ lɛɛka nɛ ɛtɛzɩ-kɛ cɛbʋ. 
MAT.5.40	Yee nɔɔyʋ ɛcaɣ se ewoni-ŋ tɔm hʋyʋ cɔlɔ nɛ ɛmʋ ño-toko cikpeluu yɔ, tɛzɩ hɔzʋʋ sɔsɔʋ nɛ ŋcɛlɩ-ɩ. 
MAT.5.41	Yee nɔɔyʋ ɛkpa-ŋ nɛ ɛsʋʋ-ŋ wondu se ŋtuzi-i nʋmɔʋ ɛzɩ kiloomɛta yɔ, tuzi-i pʋ-tam naalɛ. 
MAT.5.42	Ɩha mbá pasʋlʋmʋʋ-mɩ yɔ nɛ ɩkɩndɩ mbá pɔkɔŋ se ɩkɩndɩ-wɛ yɔ.»
MAT.5.43	Yesu tasɩ-wɛ heyuu se: «Ɩnɩwa ɖɔɖɔ se peheyi ɖɔ-cɔzɔnaa se: ‹Sɔɔlɩ ña-taabalʋ nɛ ŋpaɖɩ ño-koyindu.› 
MAT.5.44	Ɛlɛ́, ma meheyiɣ-mɩ se: ɩsɔɔlɩ mi-koyindinaa nɛ ɩsɛɛ Ɛsɔ mbá pɛwɛ mɩ-wayɩ kaŋ kaŋ yɔ pɔ-yɔɔ 
MAT.5.45	nɛ ɩpɩsɩ mɩ-Caa Ɛsɔ weyi ɛwɛ ɛsɔdaa yɔ e-piya. Mbʋ́ pʋyɔɔ yɔ, eyeki nɛ wɩsɩ lɩɣ ɛyáa kɩbama nɛ azaɣ́a pɔ-yɔɔ. Eyeki ɖɔɖɔ nɛ tɛʋ nɩɣ kɩbama nɛ kɩdɛkɛdaa pɔ-yɔɔ. 
MAT.5.46	Yee mbá pɔsɔɔlɩ-mɩ yɔ pe-ɖeke ɩsɔɔlʋʋ lɛ, kɩhɛyʋʋ ŋgʋ́ ɩɖaŋɩɣ Ɛsɔ cɔlɔ yɔ? Halɩ tikee mʋyaa maɣmaɣ ñɔsɔɔlʋʋ mbá pɔsɔɔlɩ-wɛ yɔ. 
MAT.5.47	Yee mɩ-ñɩma ɖeke ɩsɛɣ lɛ, ɛbɛ ɩlaba nɛ pɩkɩlɩ mbá paañaŋ Ɛsɔ yɔ? 
MAT.5.48	Pʋ-yɔɔ lɛ, ɩtɛzɩ pɩʋ Ɛsɔ nʋmɔʋ taa nɛ ɩwɛɛ ɛzɩ mɩ-Caa weyi ɛwɛ ɛsɔdaa yɔ.»
MAT.6.1	Yesu tasɩ-wɛ heyuu se: «Ɩkpa mɩ-tɩ! Ɩtaala mbʋ́ pʋpɔzʋʋ se pala Ɛsɔ nʋmɔʋ taa yɔ ɛyáa samaɣ taa se pana-mɩ. Pɩtɛkɛ ḿbʋ́, ɩɩmʋʋ kɩhɛyʋʋ nakʋyʋ mɩ-Caa weyi ɛwɛ ɛsɔdaa yɔ ɛ-cɔlɔ.
MAT.6.2	«Pʋ-yɔɔ lɛ, yee mɩ-taa nɔɔyʋ ɛlakɩ kʋñɔndɩnaa kʋjɔʋ yɔ, ɛtaayele se ɛyáa tɩŋa ɩna. Ḿbʋ́ tɛɛ nɛ pʋ-yɔɔ ñɩma lakɩ Ɛsɔ ɖɩsɛyɛ taa nɛ habɛɛ yɔɔ se pasam-wɛ. Toovenim lɛ, meheyiɣ-mɩ se pɛtɛm pa-kɩhɛyʋʋ mʋ́ʋ! 
MAT.6.3	Ña lɛ, yee ŋhaɣ kʋñɔndɩnaa nabʋyʋ yɔ, taayele nɛ ñɛ-ɛgbaɣdɩnaa maɣmaɣ na. 
MAT.6.4	Ha-wɛ mɛsaɣ tɛɛ nɛ ña-Caa weyi ɛnaɣ mbʋ́ ŋlakɩ mɛsaɣ tɛɛ yɔ, ɛhɛyɩ-ŋ.»
MAT.6.5	Yesu tasɩ-wɛ heyuu se: «Yee ɩsɛɣ Ɛsɔ lɛ, ɩtaala ɛzɩ tɛɛ nɛ pʋ-yɔɔ ñɩma lakʋʋ yɔ. Pɔsɔɔlɩ sɩŋʋʋ Ɛsɔ ɖɩsɛyɛ taa nɛ habɛɛ nɔsɩ alɩwaatʋ ndʋ́ pɛsɛɣ Ɛsɔ yɔ se ɛyáa ɛna-wɛ. Toovenim lɛ, meheyiɣ-mɩ se pɛtɛm pa-kɩhɛyʋʋ mʋ́ʋ! 
MAT.6.6	Ña lɛ, yee ŋsɛɣ Ɛsɔ lɛ, ŋsʋʋ ño-kuduyuu tɛɛ nɛ ŋɖɩɣ ñɔ-yɔɔ nɛ ŋsɛɛ Caa weyi paanaɣ-ɩ yɔ. Ɛnʋ naɣnɩ mbʋ́ ŋlakɩ mɛsaɣ tɛɛ yɔ nɛ ɛkɔɔ ɛhɛyɩ-ŋ.
MAT.6.7	«Yee ɩsɛɣ Ɛsɔ lɛ, ɩtaayɔɔdɩ tɔm nɛ pʋɖɔɔ sakɩyɛ yem ɛzɩ mbá paañaŋ Ɛsɔ yɔ, palakʋʋ yɔ. Pamaɣzɩɣ se pɔyɔɔdʋʋ sakɩyɛ ḿbʋ́ nɛ Ɛsɔ nɩɩnɩ-wɛ. 
MAT.6.8	Ɩtaatɩɣzɩnɩ-wɛ, mbʋ́ pʋyɔɔ yɔ, mɩ-Caa Ɛsɔ tɛm sɩm mbʋ́ pɩtɛɖɩɣ-mɩ yɔ nɛ pʋcɔ ɩpɔzʋʋ-ɩ-pʋ.
MAT.6.9	Mɩ lɛ, ɩsɛɛ Ɛsɔ se:
MAT.6.9	‹Đa-Caa weyi ña ŋwɛ ɛsɔdaa yɔ,
MAT.6.9	ña-hɩɖɛ ɛsɛɛ paa le.
MAT.6.10	Ñe-kewiyaɣ ɛkɔɔ,
MAT.6.10	yele pala ñe-liu ñɩm tataa cɩnɛ ɛzɩ palakʋʋ ɛsɔdaa yɔ.
MAT.6.11	Ha-ɖʋ sɔnɔ kɩyakʋ tɔɔnaɣ.
MAT.6.12	Kpeɣ-ɖʋ ɖa-kɩwɛɛkɩm
MAT.6.12	ɛzɩ ɖikpeɣu ɖɔɖɔ mbá payʋsɩnɩ-ɖʋ yɔ.
MAT.6.13	Taayele nɛ pɩtakɩ-ɖʋ,
MAT.6.13	ɛlɛ́, lɩzɩ-ɖʋ Satanɩ nesi taa. [
MAT.6.13	Mbʋ́ pʋyɔɔ yɔ, ñatɩnɩ kewiyaɣ nɛ ɖoŋ nɛ koboyaɣ patɩŋa payɩ tam. Pɩla ḿbʋ́!]›
MAT.6.14	«Meheyiɣ-mɩ se: yee ikpeɣ ɛyáa lɛlaa pa-kɩwɛɛkɩm mbʋ́ palabɩ-mɩ yɔ yɔ, mɩ-Caa weyi ɛwɛ ɛsɔdaa yɔ, ekpeɣiɣ-mɩ ɖɔɖɔ mɩ-ñɩmbʋ. 
MAT.6.15	Ɛlɛ́, yee iikpeɣiɣ lɛlaa pa-kɩwɛɛkɩm yɔ, mɩ-Caa eekpeɣiɣ-mɩ ɖɔɖɔ mɩ-ñɩmbʋ.»
MAT.6.16	Yesu tasɩ-wɛ heyuu se: «Yee ɩhɔkʋʋ nɔɔ lɛ, ɩtaañɩŋ mɩ-ɛsɩndaa ɛzɩ tɛɛ nɛ pʋ-yɔɔ ñɩma lakʋʋ yɔ. Peyeki se pɛ-ɛsɩndaa ɛlɛɣzɩ nɛ ɛyáa tɩŋa na-wɛ se pɔhɔkʋʋ nɔɔ. Toovenim lɛ, meheyiɣ-mɩ se pɛtɛm pa-kɩhɛyʋʋ mʋ́ʋ. 
MAT.6.17	Ña lɛ, yee ŋhɔkʋʋ nɔɔ yɔ, ñɔɔzɩ ña-tɩ camɩyɛ 
MAT.6.18	nɛ ɛyáa ɛtaatɩlɩ se ŋhɔkʋʋ nɔɔ. Ɛlɛ́, ña-Caa weyi paanaɣ-ɩ yɔ, ɛnʋ naɣna mbʋ́ pʋwɛ mɛsaɣ tɛɛ yɔ nɛ ɛkɔɔ ɛhɛyɩ-ŋ.»
MAT.6.19	Yesu tasɩ-wɛ heyuu se: «Ɩtaañɩnɩ ñɩm nɛ ikpeɣli-pʋ kedeŋa yɔɔ. Mbʋ́ pʋyɔɔ yɔ, ŋgbam nɛ kálɩkɔ́daɣ pamʋʋ-pʋ yaa mɩ́láa yɔkʋʋ nɛ pamɩlɩ-pʋ. 
MAT.6.20	Ɛlɛ́, ikpeɣli-pʋ ɛsɔdaa ɖenɖe ŋgbam nɛ kálɩkɔ́daɣ paapɩzɩɣ pamʋʋ yaa mɩ́láa ɛɛpɩzɩɣ pɔyɔkɩ nɛ pamɩlɩ yɔ. 
MAT.6.21	Mbʋ́ pʋyɔɔ yɔ, ɖenɖe ña-ñɩm wɛɛ yɔ, peeɖe ɖɔɖɔ ña-lɩmaɣza wɛɛ.»
MAT.6.22	Yesu tasɩ-wɛ heyuu se: «Ɛyʋ ɛsɛ lɛ e-tomnaɣ kanɖʋ, ana ɛnaɣna. Yee ñɛ-ɛsɛ ɩnaɣ camɩyɛ yɔ, ñatɩŋa payɩ ŋwɛ ñalɩmɩyɛ taa. 
MAT.6.23	Ɛlɛ́, yee aanaɣ camɩyɛ yɔ, ñatɩŋa payɩ ŋwɛ cɩkpɛndʋʋ taa. Yee ñalɩmɩyɛ nɖɩ́ ŋwɛna yɔ, ɖɩpɩsɩ cɩkpɛndʋʋ yɔ, ŋtɛzɩɣ wɛʋ cɩkpɛndʋʋ taa kpem.»
MAT.6.24	Yesu tasɩ-wɛ heyuu se: «Nɔɔyʋ ɛɛpɩzɩɣ ɛla caanaa naalɛ tʋma. Yee ɛlakɩ ḿbʋ́ yɔ, ɛpaɖɩɣ lɛlʋ nɛ ɛsɔɔlɩ lɛlʋ. Yaa pʋtɔma, ɛnɩɣnɩ lɛlʋ nɛ eyele lɛlʋ. Ḿbʋ́ ɖɔɖɔ pʋwɛɛ: ɩɩpɩzɩɣ ɩsa Ɛsɔ nɛ ɩtɛ ɩwɛnɩ liidiye laɣzaɣ.»
MAT.6.25	Yesu tasɩ-wɛ heyuu se: «Ɩtaanɩɣzɩ mbʋ́ ɩɩtɔɔ nɛ ɩñɔɔ nɛ wondu ndʋ́ iisuu mi-wezuu caɣʋ taa yɔ pʋ-yɔɔ. Mbʋ́ pʋyɔɔ yɔ, wezuu kɩlɩ tɔɔnaɣ wazaɣ nɛ tomnaɣ ñakɩlɩ wondu wazaɣ. 
MAT.6.26	Ɩcɔnɩ sumasɩ ɛsɔdaa nɛ ɩna: siiɖuu, sɩɩkʋŋ. Sɩfɛyɩnɩ kpoŋ. Paa ḿbʋ́ yɔ, mɩ-Caa weyi ɛwɛ ɛsɔdaa yɔ, ɛcalɩɣ-sɩ. Mɩ mɩtakɩlɩ-sɩ wazaɣ tam sakɩyɛ Ɛsɔ ɛsɩndaa yaa we? 
MAT.6.27	Mɩ-taa weyi ɛyɔkʋʋ ɛ-ñʋʋ nɛ ɛpɩzɩ etuzi ɛ-sɩm kɩyakʋ? 
MAT.6.28	Nɛ pɩla ɛzɩma ɩyɔkʋʋ mɩ-ñʋŋ wondu yɔɔ yɔ? Ɩcɔnɩ tɛyɛ ñɩtʋ lɩzɩɣ hɛtʋ ndʋ́ yɔ nɛ ɩna. Ñɩtʋ ńdʋ́ tɩɩlakɩ tʋmɩyɛ, tɩɩlʋʋ wondu. 
MAT.6.29	Ɛlɛ́, meheyiɣ-mɩ se halɩ wiyaʋ sɔsɔ Salomɔɔ nɛ ɛ-ñɩm tɩŋa yɔ, ɛtaawɛnɩ wonuu nakʋyʋ nɛ kɩtalɩ hɛtʋ ńdʋ́ tɩ-taa nakʋyʋ ɖeu. 
MAT.6.30	Lidaʋ pazɩ tɩnaa mɩ! Ɛsɔ tekizi haʋ ñɩtʋ ndʋ́ tɩwɛ hayɩm taa sɔnɔ nɛ cee pɔkɔŋ-tʋ ɖʋʋ miŋ taa yɔ ɖeu nɛ pɩcandɩnɩ mɩ na? 
MAT.6.31	Pʋ-yɔɔ lɛ, ɩtaayɔkɩ mɩ-ñʋŋ mbʋ́ ɩɩtɔɔ nɛ ɩñɔɔ nɛ isuu yɔ pʋ-yɔɔ. 
MAT.6.32	Mbʋ́ pʋyɔɔ yɔ, mbá paañaŋ Ɛsɔ yɔ, palakɩnɩ ḿbʋ́ paa ɖooye. Ŋgʋ́, mɩ-Caa weyi ɛwɛ ɛsɔdaa yɔ, ɛsɩm mbʋ́ pɩtɛɖɩɣ-mɩ yɔ. 
MAT.6.33	Ɩcalɩnɩ ñɩnʋʋ Ɛsɔ Kewiyaɣ nɛ mbʋ́ e-liu wɛɛ yɔ nɛ ɛtɛzɩ-mɩ haʋ mbʋ́ pɩtɛɖɩɣ-mɩ yɔ pɩtɩŋa payɩ. 
MAT.6.34	Pʋ-yɔɔ lɛ, ɩtaayɔkɩ mɩ-ñʋŋ cee tɔm yɔɔ sɔnɔ nɛ pɩkɩlɩ. Mbʋ́ pʋyɔɔ yɔ, paa kɩyakʋ ŋgʋ́ nɛ kʋ-tɔm.»
MAT.7.1	Yesu tasɩ-wɛ heyuu se: «Ɩtaahʋʋnɩ nɔɔyʋ nɛ Ɛsɔ ɛɛhʋʋnɩ-mɩ. 
MAT.7.2	Mbʋ́ pʋyɔɔ yɔ, ɛzɩma mbʋ́ ɩhʋʋnɩ lɛlaa yɔ, ḿbʋ́ ɖɔɖɔ Ɛsɔ kɔŋ-mɩ hʋnaʋ. Mbʋ́ ɩmaɣzɩɣnɩ lɛlaa yɔ, ḿbʋ́ ɖɔɖɔ Ɛsɔ kɔŋ-mɩ maɣzɩnaʋ. 
MAT.7.3	Pɩlabɩ ɛzɩma nɛ ŋnaɣ kemaɣ ŋgá kɛwɛ ña-taabalʋ ɛsɩyɛ taa yɔ nɛ ŋŋnaɣ ɖaʋ ŋgʋ́ kɩwɛ ña-ñɩnɖɛ taa yɔ? 
MAT.7.4	Ɛzɩma ŋpɩzɩɣ ŋheyi lɛlʋ se: ‹Sɩŋ malɩzɩ ñɛ-ɛsɩyɛ taa kemaɣ› nɛ ŋŋnaɣ ɖaʋ ŋgʋ́ kɩwɛ ña-ñɩnɖɛ taa yɔ? 
MAT.7.5	Tɛɛ nɛ pʋ-yɔɔ tʋ ña! Lɩzɩ ɖaʋ ŋgʋ́ kɩwɛ ñɛ-ɛsɩyɛ taa yɔ nɛ pʋcɔ ŋna camɩyɛ nɛ ŋlɩzɩ kemaɣ ŋgá kɛwɛ ña-taabalʋ ñɩnɖɛ taa yɔ.
MAT.7.6	«Ɩtaacɛlɩ Ɛsɔ ñɩm hasɩ. Pɩtɛkɛ ḿbʋ́, sɩpɩsɩɣ sɩñasɩ-mɩ. Ɩtaacɛlɩ ɖɔɖɔ afanaa mɩ-lɩtʋ. Pɩtɛkɛ ḿbʋ́, pamɩtɩɣ tɩ-yɔɔ.»
MAT.7.7	Yesu tasɩ-wɛ heyuu se: «Ɩsʋlʋmɩ Ɛsɔ, ɛhaɣ-mɩ, ɩñɩnɩ ɛ-cɔlɔ, ihikiɣ, ɩma pɔɔyʋʋ yɔɔ, ɛtʋlʋʋ-mɩ. 
MAT.7.8	Mbʋ́ pʋyɔɔ yɔ, weyi ɛsʋlʋmʋʋ-ɩ yɔ, ɛhaɣ-ɩ, weyi ɛñɩnɩɣ ɛ-cɔlɔ yɔ, ehikiɣ, weyi ɛ́lɛ́ makɩ pɔɔyʋʋ yɔɔ yɔ, ɛtʋlʋʋ-ɩ. 
MAT.7.9	Mɩ-taa anɩ pɩzɩɣ ɛkpaɣ pɩyɛ nɛ ɛcɛlɩ ɛ-pɩɣa alɩwaatʋ ndʋ́ kasʋlʋmʋʋ-ɩ tindine yɔ? 
MAT.7.10	Yaa mɩ-taa nɔɔyʋ pɩzɩɣ ɛcɛlɩ ɛ-pɩɣa ɖʋm alɩwaatʋ ndʋ́ kasʋlʋmʋʋ-ɩ kpakpayaɣ yɔ yaa we? 
