GEN.1.1	Kerrngehkenh duninjh God bolkmarnbom rowk, kaddum dja kurorre. 
GEN.6.5	Wanjh Yawey bennang bininj rowk nawu birrihni kurorre dja bennang birriwarreminj duninjh, dja yehyeng rowk nawu bininj birrihburrbuni kukangebeh bedberre wanjh djalwernhwarreni duninjh bu munguyh. 
GEN.6.6	Wanjh Yawey njilngwarreminj duninjh bu bininj benmarnbom kore kurorre, dja kangewarreminj. 
GEN.6.7	Wanjh kunmekbe Yawey yimeng, “Ngaye ngabenbularrbun bininj rowk nawu ngabenmarnbom, ngabenyakwon rowk nawu kabirrihni kurorre; bininj, mak mayh duninjh, dja mayh nawu kawake, dja nawern warridj nawu welyi nawu kare kuwonge, ngabenyakwon rowk, dja nganjilngwarreminj bu ngabenmarnbom.” 
GEN.6.8	Dja nadjalkudji bininj Noah, wanjh Yawey bimakwam bu namakni nuye.
GEN.6.9	Kuhni wanjh kabiyolyolme Noah. Noah wanjh namakni, nungka wanjh nadjalkudjini namakni kore birriwern rowk nawu birridjarrkmimbini. Nungka munguyh benehdjarrkrey God. 
GEN.6.10	Nungka Noah benkarrmi danjbik bebeywurd, Shem, Ham dja Japheth.
GEN.6.11	Dja bininj rowk God bennang birriwarreminj duninjh, dja mak wernminj duninjh bu birrihburreni kore kurorre rowk. 
GEN.6.12	God bolknang kurorre rowk, nang bolkwarreminj bu bininj rowk kore kurorre birrihkurduyimi kunwarre. 
GEN.6.13	Wanjh God bimarneyimeng Noah, yimeng, “Ngaye nganjilngbekkarrinj ngabenyakwon rowk nawu kabirrimimbi, dja wernminj duninjh kore kurorre bu kabirrihburren. Kanbekka, marneyime, ngaye bedda ngabenyakwon dja kunrorre dorrengh ngabendjarrkyakwon.
GEN.6.14	Wanjh yimarnbu Ark manbu kabbala mankimuk ke, kundulk manbu karrulkngeyyo cypress yirrulkma yirrundulubu, dja yirurrkmarnbun kunrurrkwern, dja mak yima manbu tar dja yibelebelbmen kururrk dja mak kuberrk, ba kukku minj kambongimen. 
GEN.6.15	Kuhni wanjh yikurduyimen bu yimarnbun; kuhni kare mankuyengkenh, 140 metres, dja kuni kayime mandedjwarlah, 23 metres, dja bu kakodj wanjh 13 metres. 
GEN.6.16	Yimarnbu mak kaddumkah ngarre ark, dja yuwn yibangmekodjbalhme. Yiwohbawon 50 centimetres kore kaddum kungorrk ngarre ark. Kaluk kunrurrkdangmaye yiname kungorrk, dja balabala yimarnbun danjbik yiman kanjdji, kubulkayh dja mak kaddum.
GEN.6.17	Dja yina, ngaye wanjh ngamunkewe kundjurrh kore kurorre, kabenkebngakke rowk nawu kabirrimimbi kabenyakwon, kabirridowen rowk yehyeng nawu kunngolek kakarrme kondah kabirrihni kurorre. 
GEN.6.18	Dja kaluk ngarayekwon kunwok ngardduk ngawokkurrmerren bu berrebbun ngudda. Ngudda kaluk yibidbun kore kabbala, ngudda, bebeywurd ke, ngalbininjkobeng ke, dja ngalbibininjkobeng bedberre bebeywurd ke, wanjh ngurridjarrkbidbun.
GEN.6.19	Ngudda mak yibenngimewe mayh bokenhbokenh nawu kukbubuyika rowk nawu kabirrimimbi, kaluk nakudji narangem dja ngalkudji ngaldaluk birribebbehkukbubuyika rowk, ba kunu ngurridjaldjarrkdarrkid. 
GEN.6.20	Kaluk nawern mayh nawu welyi birribebbehkukbubuyika, mayh duninjh birribebbehkukbubuyika, dja mayh nawu kawake kurorre birribebbehkukbuyika, kaluk bokenh birribebbehkukbubuyika rowk wanjh kabirrimre kore ngudda, ba kunu kabirridjaldarrkid. 
GEN.6.21	Dja mak manme yika manbu manbubuyika rowk, dja yikarekurrmen, manbu ngudda ngurringun dja mak bedda mayh kabirringun.” 
GEN.6.22	Wanjh kuhni Noah kurduyimeng rowk kore God biwokrayekwong.
GEN.7.1	Wanjh Yawey bimarneyimeng Noah, “Yibidbu kore kabbala, ngudda dja nawu ngurrimud ngurridjarrkbidbu, dja ngaye ngalkeng ngudda yidjalkudji nawu ngayime yimak, kore birridjalwern rowk nawu bolkkime ngurridjarrkmimbi. 
GEN.7.2	Yibenka seven narahrangem dja seven ngaldahdaluk birribebbehkukbubuyika rowk mayh nawu ngurriyime bele nawu ngurringun, dja mak yibenka nakudji narangem ngalkudji ngaldaluk mayh birribebbehkukbubuyika rowk nawu ngurriyime burlerri nawu minj ngurringun. 
GEN.7.3	Dja mak yibenka seven narahrangem dja seven ngaldahdaluk nawu mayhmayh nawu kare kuwonge, birribebbehkukbubuyika rowk. Kuhni wanjh yikurduyimen ba munguyh kabirridjaldarrkid, birribebbehkukbubuyika rowk kore kubolkbubuyika kurorre. 
GEN.7.4	Dja kaluk bu kunkodjke seven wanjh ngaye ngamunkewe mandjewk, kadjaldjakdung munguyh bu kunbarnangarra dja kunkak bu kunkodjke forty, dja ngabenbularrbun ngabenyakwon rowk nawu kabirrimimbi nawu ngabenmarnbom.” 
GEN.7.5	Wanjh Noah kurduyimeng rowk kore Yawey biwokrayekwong.
GEN.7.6	Noah wanjh mandjewk nuyeni 600 bu kundjurrh bebmeng kore kurorre. 
GEN.7.7	Wanjh Noah dja bebeywurd nuye, ngalbininjkobeng nuye, dja ngalbibininjkobeng bedberreni nawu bebeywurd, bedda wanjh birribidbom kore kabbala ba minj kundjurrh benkebnguyi. 
GEN.7.8+GEN.7.9	Dja birridjarrkbidbom warridj mayh duninjh nawu bininj birriyimi bele dja burlerri, dja nawern nawu welyi, mak mayh nawu kawake kurorre, narahrangem ngaldahdaluk birribebbehkukbubuyika rowk, wanjh Noah birridjarrkbidbom kore kabbala. Kunmekbe kurduyimeng bu God biwokrayekwong. 
GEN.7.10	Wanjh bu kunkodjke seven wanjh kundjurrh kumbebmeng kore kurorre.
GEN.7.11	Bu Noah nungka mimbini 600 mandjewk kaluk bu kunbarnangarra seventeen kore dird bokenh, wanjh kukku manbu kanjdjibeh kurorre kumhdjalbobebmerrinj, mak yiman ngolduhmeng dja kumdjurrhbumi. 
GEN.7.12	Wanjh djahdjaldjakdungi kore kurorre bu kunbarnangarra dja kunkak bu kunkodjke forty.
GEN.7.13	Wanjh bu kunmekbe kunbarnangarra Noah bidbom kore kabbala, bebeywurd birridjarrkbidbom nawu Shem, Ham dja Japheth, mak Noah nuye ngalbininjkobeng, dja ngalbibininjkobeng bedberre nawu birridanjbik bebeywurd. 
GEN.7.14	Dja mak birridjarrkbidbom mayh kele birribebbehkukbubuyika rowk, dja mayh kelebuk birribebbehkukbubuyika rowk, dja mak mayh nawu kawake kurorre birribebbehkukbubuyika rowk, dja mak mayhmayh birribebbehkukbubuyika rowk, birribebbehkukbubuyika rowk nawu birriwelyi. 
GEN.7.15+GEN.7.16	Kaluk bokenhbokenh birribebbehkukbubuyika rowk nawu birrikarrmi kunngolek dja birrimimbini, Noah birridjarrkbidbom kore kabbala, ngalkudji ngaldaluk dja nakudji narangem birribebbehkukbubuyika rowk nawu birrimimbini, birringimeng. Kunmekbe birrikurduyimeng bu God biwokrayekwong Noah. Wanjh nungka Yawey biwelengdangbalhmeng bedberre.
GEN.7.17	Wanjh kundjurrh djalbobidbuni munguyh bu kunkodjke forty, dja bowernmerrinj, wayhkeng kabbala kaddumkah wam, kurorre bolkbawong. 
GEN.7.18	Wanjh bokihbokimukmeni dja munguyh djahdjalbobidbuni kore kurorre, dja kabbala darlkadarlkani kaddum kubokehkekeb. 
GEN.7.19	Kaluk bobidburrinj bulkkidj, dja manwarddekuyengkuyeng kukku warddebarrkbom rowk. 
GEN.7.20	Dja mak munguyh djalbobidburreni bobidbom wernhwarddekodjyibkeng rowk, kaddum balwernhbowayhmeng seven metres.
GEN.7.21	Wanjh nadjalwern rowk nawu birrimimbini nawu birrihrey kurorre birriyakminj rowk; nawern nawu welyi, mayh kelebuk dja kele, nawarlahkenh rowk nawu birrimirnderey kurorre, dja mak bininj rowk. 
GEN.7.22	Birriwern rowk nawu birrihni kuberrkkombuk dja birrikarrmi kunngolek bu birrimimbini wanjh birridowerrinj rowk. 
GEN.7.23	God benbularrbom benyakwong rowk nawu birrimimbini kurorre; bininj, dja mayh duninjh, dja mayh nawu kawake kurorre, dja nawern nawu welyi nawu kare kuwonge, bedda rowk benbularrbom kore kurorre. Noah nadjalkudji dja nawu birrihdjarrkni kore kabbala birridjalmekbe wanjh birridarrkidni. 
GEN.7.24	Kaluk manbu kukku yiman wohrnani rerrih kore kurorre bu kunkodjke 150.
GEN.8.1	Wanjh God benburrbom Noah dja mayh rowk nawu kele dja kelebuk nawu birridjarrkdahkendi kabbala, wanjh nungka God munkeweng kunmayorrk kore kurorre, dja bokohbokolungi. 
GEN.8.2	Kukku manbu kumbobebmi kanjdjibeh kurorre wanjh bongurdmeng, dja mak kore ngolduhmi wanjh balhmeng, dja mandjewk ngurdmeng. 
GEN.8.3	Dja kukku yeledj djahdjalbokolungi munguyh. Bu kunkodjke 150 wanjh bokolurrinj, 
GEN.8.4	dja bu kunbarnangarra seventeen bu dird seven wanjh manbu kabbala barndanginj kuwarddekimuk kawarddengeyyo Ararat. 
GEN.8.5	Kukku munguyh djahdjalbokolungi bu dird ten. Kaluk bu kunbarnangarrakudji bu dird ten wanjh warddebebmeng birriwarddekodjnang kunwarddebubuyika.
GEN.8.6	Kaluk bu kunkodjke forty yakminj, wanjh Noah dangmarrhmey window kore kabbala manbu marnbom kore kabbala, 
GEN.8.7	dja munkeweng nakudji wakwak, dja namekbe wakwak djahdjalrengehrey munguyh madbuni kukku kahbokolungkenh kurorre. 
GEN.8.8	Wanjh Noah munkeweng dorddorok ba kanan bu kunubewu kukku bokoluy kore kurorre. 
GEN.8.9	Dja nawu dorddorok minj baleh bolkngalkemeninj bu rerrkayi, wanjh bimarnedurndi Noah kore kabbala, dja kukku boyohboyoy kurorre rowk. Wanjh Noah bidbebmeng mey ngalmekbe dorddorok, ngimowong kore nungka di kore kabbala. 
GEN.8.10	Wanjh Noah madbuni kunkodjke seven, wanjh kunu yawoyhmunkeweng dorddorok kabbalabeh. 
GEN.8.11	Wanjh bu wolewolehminj ngalmekbe dorddorok bimarnedurndi, dja manmalaworrkerrnge dorrengh kore kukeb ngarre, manbu bolkkime ngaleng malaworrdurrkmengbeh kore olive kundulk, wanjh kunu Noah burrbom bu bokolurrinj kore kurorre. 
GEN.8.12	Wanjh yawoyhmadbom kunkodjke seven, dja yawoyhmunkeweng dorddorok, dja kunukka minj ngaleng biyawoyhmarnedurndeyi.
GEN.8.13	Wanjh bu Noah mandjewk nuyeni 601, bu kunbarnangarrakudjini bu dird nakudji wanjh kukku boyakminj kore kurorre dja bolkbukminj. Nawu Noah kodjmarrhmey manmekbe kabbala dja bolknang nang kurorre balbolkbukminj.
GEN.8.14	Wanjh bu kunbarnangarra twenty seven bu dird bokenh wernhbolkbukminj rowk. 
GEN.8.15	Dja God bimarneyimeng Noah, yimeng, 
GEN.8.16	“Ngurribebmerrimen kore kabbala, ngudda, ngalbininjkobeng ke, bebeywurd ke dja ngalbibininjkobeng bedberre. 
GEN.8.17	Dja yibenbebkemen rowk birribebbehkukbubuyika nawu kabirrimimbi nawu ngurridjarrkdahkendi, nawern nawu welyi, mayh duninjh, dja nawarlahkenh rowk nawu kawake kurorre, ba kunu kabirriyawmayawmang kore kurorre, nawern yaw kabirrimang kabirriwernmerren kore kurorre.”
GEN.8.18+GEN.8.19	Wanjh kunu Noah dja bebeywurd nuye birribebmerrinj, dja ngalbininjkobeng nuye dja ngalbibininjkobeng bedberre nawu bebeywurd, birridjarrkbebmerrinj, dja mak mayh rowk; mayh duninjh, dja nadjalwern nawu kawake kurorre, nadjalwern nawu welyi, nadjalwern rowk nawu kare kurorre, wanjh birrimirndebebmerrinj kabbalabeh, kaluk bedman nawu birribebbehkukrohrokni; ngalbadjan, kornkumo, yayaw, wanjh birridjarrkbebmerrinj.
GEN.8.20	Wanjh Noah marnbom altar kunwardde yiwarrudjkenh nuye nawu Yawey, wanjh mey yikahwi kukbubuyika rowk nawu birriyimi bele, kaluk mayh dja mayhmayh, wanjh benkukwurlhkeng kore manmekbe kunwardde bu biwong rowk Yawey. 
GEN.8.21	Wanjh Yawey bu nomeng manbu manmanjmakni wanjh nungan burrbom baybaywi, yimeng, “Ngaburrbun bininj rowk wanjh munguyh kabirridjaldjare kunwarre kore kukange bedberre bu birriyayahwurd dja mak bu birridabbolk, dja bonj, ngaye minj kunyawoyhkudji ngayawoyhmarnbun kurorre bu kayidwernmerren bedberre. Dja ngaye minj mak kunyawoyhkudji ngabenyawoyhbun ngabenyakwon rowk nawu kabirrimimbi mayh yiman bu kunihbu ngakurduyimeng.”
GEN.8.22	“Dja bu kunrorre kadjaldi wanjh munguyh kadjalyime bu kamre kore manmim karrudjindangenkenh dja mak bu manme kabirrimoyhmang, dja bu kunbonjdjek kamre mak manbu kawurlhmikenh, dja mak bu kurrung kamre dja kudjewk, kunbarnangarra dja kunkak. Kuhni wanjh munguyh kadjalyime, minj kayakmen.”
GEN.9.1	God kunmak kunwok benmarneyimeng Noah dja bebeywurd nuye, dja yimeng bedberre, “Ngurrbenborna birriwern wurdwurd, ngurrimirndewernmerrimen dja ngurrimirndebarlmirrangimen kore kurorre. 
GEN.9.2	Dja kaluk ngundikengeme ngudberre bulkkidj mayh nawarlahkenh rowk nawu kare kurorre, dja nadjalwern rowk nawu welyi nawu kare kuwonge, mayh nawarlahkenh rowk nawu kawake kurorre, dja djenj nawarlahkenh rowk nawu kare kukukku, bedda rowk ngudda ngurrbenmarnewohrna. 
GEN.9.3	Dja mayh rowk nawu kamimbi ngaye won ngudberre bu ngurringun, yiman bu kerrngehkenh ngaye wong ngudberre mankolhdebubuyika, wanjh bolkkime won yehyeng rowk.”
GEN.9.4	“Dja ngaleng, yuwn kunkanj ngurringun nawu kunkurlba dorrengh, dja kundarrkid karri kore kukurlba. 
GEN.9.5	Dja bu bininj dja nuk mayh nabang kabibun bininj kakurlbare karrowen wanjh woybukkih ngaye ngayime namekbe nunganwali karrowen. Kaluk ngayime karrowen mayh nawu kabibun bininj bu karrowen, dja mak bininj ngayime karrowen nawu kabibun nabuyika bininj bu karrowen. 
GEN.9.6	Dja ngaye God marnbom ngudberre bininj, yiman ngaye God rerrih karrirohrok, kunmekbekenh kunu nawu kabibun bininj bu karrowen, wanjh namekbe nunganwali bininj kabirribun kabirrikukkurrme.
GEN.9.7	Dja ngudda, ngurrbenborna wurdwurd birriwern, ngurrimirndewernmerrimen duninjh, ngurribaldjalwernhmirndewernworrimen kore kurorre.”
GEN.9.8+GEN.9.9+GEN.9.10	Wanjh God benmarneyimeng Noah dja bebeywurd nuye dorrengh, yimeng, “Ngaye ngarayekwon kunwok ngardduk ngawokkurrmerren, berrebbun ngudda dja nawu ngurrbenkebmawahme, dja mak nawarlahkenh rowk nawu kamimbi nawu ngurridjarrkni; nawern nawu welyi, mayh kelebuk dja kele, birrimekbe rowk nawu ngurrimdjarrkbebmerrinj kabbala, nadjalwarlahkenh rowk nawu kamimbi kore kurorre. 
GEN.9.11	Ngaye ngarayekwon maninjmanu kunwok ngardduk ngawokkurrmerren berrebbun ngudda minj kunyawoyhkudji kundjurrh kabenyawoyhkebngun kabenyakwon rowk nawu kabirrimimbi, minj kunyawoyhkudji kundjurrh kamre nawu kabolkwarrewon rowk kurorre.”
GEN.9.12	Dja God yimeng, “Kuhni ngurrina kayime ba ngurriburrbun bu ngawokkurrmerren bu ngaye berrebbun ngudda dja nawarlahkenh rowk nawu kamimbi nawu ngurridjarrkni. Ngawokkurrmerren berrebbun ngudberre, kaluk bedda dorrengh nawu yerreyerre kabirridangerren djalmunguyh. 
GEN.9.13	Ngaye nganameng ngalyod ngardduk kore kungol, kunu wanjh ngurriburrbun bu ngaye ngawokkurrmerrinj berrebbom ngudda dja ngurriwern rowk nawu ngurrini kurorre. 
GEN.9.14	Bu yarrkka ngaye ngamarnbun kunngol kawernmerren kore kurorre dja ngalyod kabebme kawarnamyongen kore kungol, 
GEN.9.15	wanjh kunu ngaburrbun bu ngaye ngawokkurrmerrinj berrebbom ngudberre dja mak ngurridjalwern birrikukbubuyika nawu ngurridjarrkmimbi. Minj kunyawoyhkudji kukku kabowernmerren kayimerran kundjurrh bu kabenkebngun rowk nawu kabirrimimbi. 
GEN.9.16	Yarrkka bu ngalyod kabebme kore kungol wanjh ngaye nganan dja ngaburrbun bu ngaye God ngawokkurrmerrinj djalmunguyh munguyh, bu berrebbom bininj dja mak birrikukbubuyika rowk nawu ngurrimimbi kore kurorre.”
GEN.9.17	Kunu wanjh God bimarneyimeng Noah, yimeng, “Kunmekbe wanjh kayime ba ngurriburrbun bu ngarayekwong kunwok ngardduk, ngawokkurrmerrinj berrebbom ngudberre rowk nawu ngurridjarrkmimbi rowk kore kurorre.”
GEN.9.18	Nawu Noah birribebeywurd nuyeni nawu birrimbebmeng kabbalabeh wanjh Shem, Ham dja Japheth. Ham wanjh bibornang Canaan. 
GEN.9.19	Birrimekbe wanjh birridanjbik nawu Noah nuyeni bebeywurd dja bedda wanjh mawahmawah kadberre karriwern rowk nawu karrihni kubolkbubuyika rowk. 
GEN.9.20	Noah wanjh nungka bolkyilkbuni kurorre, dja kaluk dudji manrakel manbu grapes. 
GEN.9.21	Wanjh bu bonguneng mankalkkid manrakelbeh, wanjh mayahmeng, yongohyoy kuklahlarrkni kururrk kore dabburlin nuye.
GEN.9.22	Wanjh Ham nawu bibornang Canaan bikuklarrknang kornkumo dja benbenemarneyimeng birridanginj nuye nawu beneni kuberrk. 
GEN.9.23	Wanjh Shem dja Japheth benemey manburrba benekurrmeng kukarlang berrewoneng benengorrkang dja benededjkenhdurndi benekukbarrkbom kornkumo nawu kuklarrkyoy. Benekebborledmeng kubuyika benebolknang ba minj benekuklarrknayi kornkumo.
GEN.9.24	Kaluk bu Noah kodjkerrolkkang bu bonguneng mayahmeng, dja bekkang bu nawu beywurd nayahwurd duninjh nuye bimarnekurduyimeng, 
GEN.9.25	wanjh Noah yimeng, “Ngadjare kunyid kamre nuye Canaan kakukmarladjmen duninjh, karrurrkmirri yiman rerrih birrikarremulewam bedberre nawu birridangerrinj.” 
GEN.9.26	Mak kuhni warridj Noah yimeng, “Ngaburlume Yawey, nawu God nuye Shem. Kaluk ngadjare Canaan nuye kabirriyimerran kabindimarnedurrkmirri Shem nuye. 
GEN.9.27	Ngadjare God kabimarnebolkwarlahwon Japheth
GEN.9.28	Wanjh bu kundjurrh yakminj, wanjh Noah munguyh djahdjalmimbini bu mandjewk 350. 
GEN.9.29	Kaluk mandjewk nuyeni rowk bu mimbini wanjh 950, wanjh doweng.
GEN.10.1	Kuhni kabenyolyolme nawu Shem, Ham dja Japheth bindibornang mak bindikebmawahmeng. Bedda nawu Shem, Ham dja Japheth nawu Noah benbornang, wanjh bindibornang bebeywurd kaluk yerrekah bu kundjurrh yakminj.
GEN.10.2	Nawu Japheth benbornang
GEN.10.3	Nunganwali Gomer benbornang bebeywurd; Ashkenaz, Riphath, dja Togarmah. 
GEN.10.4	Dja Javan nuyeni bebeywurd bu benbornang wanjh Elishah, Tarshish, Kittim, dja nawu Dodanim. 
GEN.10.5	Bedda rowk wanjh bindimawahmeng birriwern bininj nawu birrini kore kurrula darnkih dja kore manyunkurrbubuyika. Bedda birrikaberrkwernminj, birriyarlarrmeng birribebbehwam kore bedman bedberrekih kunred, birriyawmud duninjh birridjarrkni, kore bedman nawu birriredbo duninjh, birribebbehdjenbubuyika.
GEN.10.6	Dja nawu Ham benbornang bebeywurd nuye wanjh Cush, Mizraim
GEN.10.7	Nawu nunganwali Cush benbornang Seba, Havilah, Sabtah, Raamah, Sabtecah. Dja nunganwali Raamah benbenebornang bebeywurd nawu Sheba dja Dedan.
GEN.10.8	Dja Cush wanjh mawah
GEN.10.9	Dja Yawey warridj yimeng bu nungka Nimrod mayhmakni duninjh, wanjh kunu bininj birriyimi, “Yiman yerreh Nimrod, nawu Yawey yimi mayhmakni duninjh.” 
GEN.10.10	Kunred nuye bu wohrnawohrnani, wanjh dedjdjingmey kore kurehred kabolkngeyyo Babel. Kunmekbe kunred kabolkngeyyo warridj Babylon. Dja mak kore kurehred kabirribolkngeyyo Erech, dja Akkad, dja Calneh kore kubolkwarlah kabolkngeyyo Shinar. 
GEN.10.11	Dja kumekbe kunredbeh nungka wam kore kabolkngeyyo Assyria. Kumekbe rurrkdundulubom bolkmarnbom kabolkngeyyo Ninevah, dja mak Rehoboth-Ir, dja Calah. 
GEN.10.12	Dja mak kunred Resen bolkmarnbom kaluk kubulkayh kore Ninevah dja Calah. Kunmekbe kubolkkimuk kaluk kururrkwern duninjh.
GEN.10.13+GEN.10.14	Dja Mizraim nungka mawah nuye bininj nawu birribebbehdi kore namudbubuyika bedberre, kaluk birringeyyoy Lud, dja mak Anam, dja Lehab, Naphtuh, Pathrus, Casluh, dja mak Caphtor. Kaluk nawu bininj namud bedberre ngeyyoy Caphtor, bindikebmawahmeng bininj nawu Philistiabeh.
GEN.10.15+GEN.10.16+GEN.10.17+GEN.10.18+GEN.10.19	Nawu Canaan nungka wanjh bibornang Sidon nawu nadjdjaman nuye, dja mak nawu nungka Canaan mawahmawah nuye wanjh bininj nawu Heth
GEN.10.15+GEN.10.16+GEN.10.17+GEN.10.18+GEN.10.19	Kaluk bedda nawu Canaan nawu birriyawmud duninjh birrikaberrkwernminj birriyarlarrmeng, dja kunred kubolkwarlah kabolkngeyyo Canaan wanjh yiman dedjdjingmey kore Sidon, djalwam kore kunbolk Gaza, darnkih kore Gerar, mak kunmekbe djalwam darnkih kore kunbolkbuyika manbu Sodom, Gomorrah, Admah dja Zeboiim. Kaluk burnbom kore kunred kabolkngeyyo Lasha. 
GEN.10.20	Bedda wanjh birrimekbe nawu Ham mawah nuyeni nawu bedman birriyawmud duninjh, nawu mak bedman birribebbehdjenbubuyika, dja kunred bedberre bu birrini, dja nawu birriredbo duninjh.
GEN.10.21	Dja Shem wanjh benedanginj Japheth. Kaluk nungka Shem nawernwarreni. Nungka wanjh mawah bedberre nawu birriwern Hebrew bininj rowk. 
GEN.10.22	Shem benbornang bebeywurd nuye wanjh birringeyyoy Elam, Asshur, Arpachshad, Lud dja Aram. 
GEN.10.23	Dja nunganwali Aram benbornang Uz, Hul, Gether dja Meshech. 
GEN.10.24	Dja mak Arphaxad bibornang Shelah, dja nunganwali Shelah bibornang Eber. 
GEN.10.25	Eber nunganwali benbenebornang bebeywurd bokenh, nawu nakudji wanjh ngeyyoy Peleg (Peleg kunekke kunngey kayime kalarlmiyindan) dja bu nungka ni wanjh birrirorrelarlmey. Dja nawu benedanginj wanjh ngeyyoy Joktan. 
GEN.10.26+GEN.10.27+GEN.10.28+GEN.10.29	Nunganwali Joktan benbornang Almodad, Sheleph, Hazarmaveth, Jerah, Hadoram, Uzal, Diklah, Obal, Abimael, Sheba, Ophir, Havilah dja Jobab. Birrimekbe rowk wanjh Joktan nuyeni bebeywurd.
GEN.10.30	Wanjh kunred bedberre kore birrini dedjdjingmey kore kunred Mesha, dja djalwamwi darnkih kore kunbolk Sephar kore kubolkduluhdulum kore koyek. 
GEN.10.31	Bedda wanjh birrimekbe nawu Shem Mawah nuyeni, nawu bedman birriyawmud duninjh, nawu mak bedman birribebbehdjenbubuyika, dja kunred bedberre bu birrini dja nawu birriredbo duninjh.
GEN.10.32	Kuhni kabenmulewan bininj mawahmawah bedberre nawu Noah benbornang. Nakka birriyawmud duninjh kabirribebbehngeydingeydi, nawu bedman birriredbo duninjh. Dja birrimekbe kaluk kumekbebeh birriwelengmirndeyarlarrmeng birribebbehwam, birribebbehmarnburrinj bedmandeleng birriredbo kore kurorre rowk. Kaluk yerrekah bu kundjurrh yakminj.
GEN.11.1	Kerrngehkenhni bininj rowk nawu birrihni kurorre wanjh birriwokkudjini, kundjenkudji birridjarrkwokdi. 
GEN.11.2	Kaluk bu bininj birrihrey koyek wanjh birribolkngalkeng kabbal kore kubolkwarlah kabolkngeyyo Shinar, wanjh kumekbe birriyerrkang. 
GEN.11.3	Wanjh bedda birrimarneyimerrinj, “Kab karrimarnbu manwern brick, karrikinje kukunak ba karayekmen.” Wanjh birribawong kunwardde bu birrirurrkmarnbuni, dja birrimarnbuni manwern brick, dja tar birribarungi bu birribelbmi. 
GEN.11.4	Wanjh birrimarneyimerrinj, “Kab karrimarnbu kadberre kubolkkimuk, dja karrirurrknamen warridj manrurrkkuyeng duninjh manbu kadjalewi kaddum kungol, ba karringeykukenworren, dja marndi kandikukyarlarrke karribebbehre kubolkbubuyika rowk kore kurorre.”
GEN.11.5	Wanjh Yawey kumkoluy kanan kubolkkimuk dja manrurrkkuyeng manbu bininj birrimarnbuni. 
GEN.11.6	Dja nungka Yawey yimeng, “Bedda bininj wanjh birridjalkudji dja birriwokkudjiwi. Kuhni wanjh yiman birridjaldedjdjingmey, dja kunwern mak kaluk kabirrikurduyime warridj, wanjh bonj yehyeng nawu bedda kabirrikarremarnbun, yimankek kabirrikurduyime, wanjh minj kabirribarabun. 
GEN.11.7	Kab ngarrkolung ngarrbendjenborledke ba bu kabirribebbehwokwakwarren dja kabirrimayahmerren.”
GEN.11.8	Wanjh Yawey benyarlarrkeng, benbebbehmunkeweng kumekbebeh birribebbehwam kubolkbubuyika rowk kore kurorre, wanjh birribawong bu kubolkkimuk birrirurrkmarnbuni. 
GEN.11.9	Dja kumekbe wanjh Yawey benbebbehdjenborledkeng dja birribebbehmayahmeng. Wanjh kunmekbekenh kunu kabolkngeyyo Babel. Kunekke kunngey kayime “Birrimayahmeng”. Dja mak kumekbebeh Yawey benyarlarrkeng benbebbehmunkeweng birribebbehwam kubolkbubuyika rowk kore kurorre.
