MAT.1.1	Ie sab naam Jiesoe Kriest ke baap-daada log ke hai. Oe Daawied aur Aabraaham ke aulaad hai.
MAT.6.25	Ohie se ham toelogse boliela kie toelog khaaik-paanie aur kapra-latta ke biese me sotj-phiekier na kar. Djiewan to khaaik-paanie se aur dehie kapra-latta se djaada hai. 
MAT.6.26	Tjierai log ke dekh. Oesab na bowe hai, na kaate hai, aur koetjh na batorke bakhaar me rakhe hai. Tabbo toelogke swarag ke Pieta oelogke khaaik dewe hai. Aur toelog oelogse djaada baate. 
MAT.6.27	Ke sotj-phiekier karke aapan aajoe barhaai sake hai? 
MAT.6.28	Tab toelog kaahe ke kapra-latta ke sotj-phiekier kare hai? Ghaas ke phoel ke dekh. Oesab kaam par na dja hai aur kapra na banaawe hai. 
MAT.6.29	Aur ham toelogse boliela kie raadja Saalomo tjaahe etana dhanie raha, tabbo okar kapra ghaas ke phoel se soendar na raha. 
MAT.6.30	Djab Parmeswar ghaas ke etana soendar se banaawe hai, tjaahe aadj hai aur biehaan kaatke djaraai dewal dja hai, tab oe toelogke aur soendar na pahienaai sake hai? Dje ie baat na bieswaas kare hai, oe kam-bieswaasie hai.
MAT.6.31+MAT.6.32	Be-bieswaasie logan ie sab tjiedj ke biese me sotj-phiekier kare hai. Bakie toelogke swarag ke Pieta djaane hai kie toelogke kaun tjiedj djaroerie hai. Ohie se toelog sotj-phiekier na kar aur na bol kie: ‘Hamlog ka khaabe aur piebe? Aur kaun tjiedj hamlog pahienab?’ 
MAT.6.33	Toelog pahiela dardja par aapan dhiaan Parmeswar ke raadj par lagaaw. Tab djaun djaroerie hai, ie sab toelogke miel djaaiga. 
MAT.6.34	Ohie se toelog biehaan ke tjienta aadj na kar. Aadj ke moesiebat aadj ke lieje bahoet hai. Biehaan to dekhal djaai.
MAT.7.1	Doesare ke oeppar faisala na kariehe, tab tor faisala bhie na hoiga. 
MAT.7.2	Djaise toe doesare ke tauliehe aur napiehe, oisane toe taulal aur naapal djaihe. 
MAT.7.3	Toe doesare ke aakhie me ke phaitj dekh lewe hai djaun tjhota galtie hai, bakie aapan aakhie me ke laathie ke na dekh paawe hai. 
MAT.7.4	Djab tor aakhie me ek laathie hai, tab kaise toe aapan bhaai se bol sake hai kie: ‘Laaw ham tor aakhie me ke phaitj niekaar dei’? 
MAT.7.5	Are, dhokhaabaadj log! Pahiele aapan laathie ke niekaar de, tab toe thiek se dekh paihe okar aakhie ke phaitj ke niekaare ke.
MAT.7.6	Pawietr tjiedj koettan ke na deihe, aur aapan nag aur gahana soewar log ke na de, nahie to oesab gor se katjarke aur ghoemke toke tjier-phaar dhaarie.
MAT.7.7	Praatna kar, tab toke mielie. Khodj, tab toe paihe. Aur khoet-khoetaaw, tab tor khaat kholal djaaiga. 
MAT.7.8	Dje praatna karat rahie, oke mieliega. Dje khodjat rahie, oe paaiga. Aur dje khoet-khoetaawat rahie, okar khaat kholal djaaiga. 
MAT.7.9	Djab tor larka tose bret maangie tab toe oke thoro ieta deihe? 
MAT.7.10	Aur djab oe matjharie maangie tab toe oke thoro saap deihe? 
MAT.7.11	Manai logan kharaab hai aur tabbo aapan larkan ke attjha tjiedj djaane hai dewe. Bakie tor swarag ke Pieta poera hai. Tab djab koi ose koetjh praatna karke maange hai tab oe ketana djaada attjha tjiedj deiga!
MAT.7.12	Djaise toe maange hai kie manai log tor sanghe rahe, oisane toe oesabke sanghe rahoe. Ie Mosas ke aur bhie Parmeswar ke doesar sanesia log ke baat tjhota roep me hai.”
MAT.7.13+MAT.7.14	Jiesoe bolies: „Djaun phaatak dwaara aur rasta ke alang toe barbaad hoi djaihe, oesab tjaura aur tjakala hai. Aur bahoet log opar tjale hai. Bakie djaun phaatak aur rasta se toe sattja djiewan paihe, oesab tjhota aur paatar hai. Aur dher manai log oe rasta na paawe hai. Ohie se paatar phaatak me se Parmeswar ke raadj me bhiettar dja.
MAT.7.15	Naklie sanesia log se batjaaike rahiehe. Oesab djaise ek bhola-bhaala bhera dekha hai, bakie sattje me djaise ek bara khatarnaak djanaawar hai. 
MAT.7.16	Ek per aapan phal se pahietjaanal dja hai, oisane toelog naklie sanesia log ke oesabke tjaal-tjalan se pahietjaan paihe. Toe ek kaata ke per me se thoro aam kie to amroed toer sake hai? 
MAT.7.17	Aisane ek attjha per attjha phal dewe hai aur ek kharaab per kharaab phal. 
MAT.7.18	Ekgo barhia per kharaab phal na dei sake hai, aur ek kharaab per barhia phal na dei sake hai. 
MAT.7.19	Har ek per djaun barhia phal na dewe hai, oe kaatke aagie me djaraai dewal djaaiga. 
MAT.7.20	Aisane toelog sanesia log ke tjaal-tjalan se pahietjaan djaihe kie oesab Parmeswar ke baat satj bataawe hai kie na.
MAT.7.21	Tjaahe dher manai log hamme Prabhoe bolaawe hai, tabbo na sab koi Parmeswar ke raadj me djaaiga. Khaalie dje hamaar swarag ke Pieta ke man waala kare hai, oe Parmeswar ke raadj me bhiettar djaai sake hai. 
MAT.7.22	Oe dien djab sab koi ke faisala karal djaaiga, tab dher log hamse boliega kie: ‘He Prabhoe, hamlog tor naam se sanesa pathailie. Aur hamlog tor naam se to bhoet log ke niekarlie aur atjambho kaam karlie.’ 
MAT.7.23	Bakie ham oelogse kholke bol deb kie: ‘Toelog hamaar sanesia na rahiele. Toelog khaalie aapan man waala karle. Hamaar lage se tjal dja!’
MAT.7.24	Har ek djaun hamaar baat soenke kare hai, oe samadjhdaar hai djaise ek manai djaun aapan ghar ek barka patthar par banaais. 
MAT.7.25	Tab barkha djor se barse lagal aur nadie tjahar gail aur hauwa kaske tjale lagal. Bakie oe ghar to patthar par banaawal raha, ohie se oe na gieral.
MAT.7.26	Bakie djab koi hamaar baat khaalie soene hai aur na kare hai, tab oe bhoettjar hai djaise ek manai djaun aapan ghar santie par banaais. 
MAT.7.27	Tab barkha djor se barsal aur nadie tjahar gail aur hauwa kaske tjale lagal. Aur oe ghar gierke ekdam se naas hoi gail.”
MAT.7.28	Djab Jiesoe ie sab baat partjaar kar tjoekal raha tab manai log ie baat soenke bahoet atjambho bhail. 
MAT.7.29	Oe to na dharam ke parhal waalan ghat siekhaawat raha, bakie Parmeswar ke hoekoem se.
MAT.8.1	Ekare baad Jiesoe pahaar par se oetaral aur djhoend okar pietjhe tjale lagal.
MAT.8.2	Tab ek korhia okar paas aaike gaathie par gierke ose bolies: „Prabhoe djie, djab toe maange hai tab toe hamme attjha kar sake hai.” 
MAT.8.3	Tab Jiesoe aapan haath barhaaike oke tjhoeis aur bolies: „Ham maangiela kie toe attjha hoi dja.” Ohie laage oe manai attjha aur safa hoi gail. 
MAT.8.4	Oe bhie bolies kie: „Toe koi se koetjh na bataihe. Dja apane ke ekgo agwa ke dekhaaw kie toe attjha hoi gaile hai. Mosas ke hoekoem me to liekhal hai kie djab ekgo korhia phien se attjha hoi gail hai, tab koetjh baliedaan kare ke tjaahie. Ie kaam kar, tab oesab djaan djaaiga kie toe sattje ke attjha hoi gaile hai.”
MAT.8.5	Djab Jiesoe Kaapernaum ke sahar me bhiettar gail, tab okar paas ekgo Roma ke soerdjaatie ke barkwa aail ose koetjh bientie kare aur bolies: 
MAT.8.6	„Prabhoe djie, hamaar ghare ek naukar loendj hoi gail aur oke bahoet piera hai.” 
MAT.8.7	Tab Jiesoe poetjhies: „Toe maange hai kie ham aaike oke attjha karie?” Bakie barkwa bolies: 
MAT.8.8	„Prabhoe djie, ham oe laaik na hai kie aap hamaar ghare aawo. Aap khaalie ek baat bol de, aur hamaar naukar attjha hoi djaaiga. 
MAT.8.9	Ham aapan barkwa ke nietje hai aur hamaar nietje doesar soerdjaatie hai. Aur djab ham koi ke hoekoem deila: ‘Dja!’ tab oe dja hai. Aur djab ham ek doesar se boliela: ‘Aaw!’ tab oe aawe hai. Aur ek goelaam se boliela: ‘Ie kar!’ tab oe kare hai.”
MAT.8.10	Tab Jiesoe ie baat soenke atjambho bhail aur hoewa ke manai log se bolies kie: „Ham satj boliela kie ham Israel me koi ke paas etana barka bieswaas na pailie hai. 
MAT.8.11	Doenia bhar me se dher doesar djaatie log aaiga aur Israel log ke baap-daada Aabraaham, Iesaak aur Jaakob ke saath swarag ke raadj ke nauta me bhodjan kariega. 
MAT.8.12	Aur tjaahe Israel ke djaatie log ke pahiela dardja par oe nauta me djaai ke tjaahat, tabbo oelog me se dher log hoewa na djaai paaiga. Oelog bahare andhiaar me khaderal djaaiga. Hoewa par oesab haai-haai karke roi aur daat piesiega.” 
MAT.8.13	Aur Jiesoe soerdjaatie ke barkwa se bolies kie: „Toe ghare dja. Djaise toe bieswaas kare hai, oisane tor hiettjha poera hoi.” Aur ohie tem par okar naukar attjha hoi gail.
MAT.8.14	Djab Jiesoe Petras ke ghare pahoetjal tab dekhies kie okar saas hoewa bokhaar me paral hai. 
MAT.8.15	Bas oe okar haath pakaries aur bokhaar oke pataai gail. Tab aurat toerant oethke okar sewa kare lagal.
MAT.8.16	Oe raat me hoewa ke djanta dher manai log ke Jiesoe ke paas laais djaun ke bhoet pakaries raha. Bas oe ek baat se bhoet-paret ke niekaarke bahaar karies. Aur oe sab bemarian ke bhie attjha kar deis. 
MAT.8.17	Ie sab kaam ke dwaara Parmeswar ke sanesia Jasaaja ke baat poera bhail. Oe dher dien pahiele bolies raha kie:
MAT.8.17	„Oe hamlogke bemaarie aapan oeppar lei leis hai,
MAT.8.17	aur hamlogke doekh kaaties hai.”
MAT.8.18	Ek dien Jiesoe djab dekhies kie okar paas ek djhoend manai hai, tab oe aapan tjela log se bolies: „Aaw tjalie samoendar ke oepaar.” 
MAT.8.19	Tab djaai se pahiele ek dharam ke parhal aadmie okar paas aaike bolies kie: „Maastar djie, tjaahe djaaha toe djaihe, ham tor sanghe tjalab.” 
MAT.8.20	Tab oe bolies: „Djanaawar log ke biel hai aur tjierai log ke khota, bakie iensaan ke Beta ke ek takia na hai aapan moerie dhare ke.”
MAT.8.21	Tab ek tjela ose bienaai karies kie: „Prabhoe djie, hamme djaain deihe djab tak hamaar baap ke mattie na parie.” 
MAT.8.22	Bakie oe bolies: „Toe hamaar paatjhe tjal. Aur be-bieswaasie logan ke aapan palwaar ke mattie dewan de.”
MAT.8.23	Tab Jiesoe ek bot me gail aur okar tjela log okar saathe saath gail. 
MAT.8.24	Tab etana barka aandhie tjale lagal kie halfa bot me djaai lagal. Aur Jiesoe bot me soetal raha. 
MAT.8.25	Tab okar tjela log okar paas djaaike oke djagaais aur bolies: „Prabhoe djie! Hamlogke batjaaw! Hamlog doebiela!” 
MAT.8.26	Tab Jiesoe bolies: „Toelog kaahe ke dera hai? Toelogke bieswaas etana tjhota hai?” Bas oe oethke hauwa aur halfa ke daatke bolies kie: „Roek dja!” Aur paanie ekdam se dhiera hoi gail. 
MAT.8.27	Tab sab koi atjambho hoike bole lagal kie: „Ie kaisan aadmie hai kie hauwa aur halfa bhie ekar baat maane hai?”
MAT.8.28	Tab oesabhan samoendar ke habara hoike Gadara des me pahoetjal. Tab hoewa ke kabarsthaan me se doei aadmie oelogke paas aail. Oelogke bhoet pakaries raha aur oelog etana khatarnaak raha kie koi ke hiemmat na raha hoewa paas howe ke. 
MAT.8.29	Tab oesab tjiellaaike bole lagal kie: „He Parmeswar ke Beta, tose aur hamlogse kaun kaam hai? Toe faisala ke dien se pahiele aile hai hamlogke sataawe ke?”
MAT.8.30	Oe tem par koetjh doer me ek barka djhoend soewar tjarat raha. 
MAT.8.31	Tab bhoet log Jiesoe se bientie kare lagal kie: „Djab toe hamlogke niekariehe tab oe soewar log ke oeppar pathaai deihe.” 
MAT.8.32	Bas oe bolies: „Dja!” Aur bhoet log oe doeno aadmie ke oeppar se oetarke soewar log ke oeppar tjal gail. Tab oe saara djhoend toerant pahaar par se dhaurke paanie me koed paral aur sab doeb gail.
MAT.8.33	Tab soewar ke tjaraawe waalan hoewa se bhaagal. Aur sahar me djaaike sab se bataais soewar log se ka bhail raha aur bhie oe doeno bhoet waala aadmie ke biese me. 
MAT.8.34	Tab oe sahar bhar ke manai log Jiesoe ke paas gail aur ose bientie karke bolies: „Toe hia se tjal dja.”
MAT.9.1	Ekare baad Jiesoe phien se bot me djaaike habara kaaties aur oe sahar me pahoetjal djaaha oe rahat raha. Tab koetjh manai log ek tjataai par ek loendj ke leike okar paas aail. 
MAT.9.2	Tab Jiesoe oesabke bieswaas dekhke loendj se bolies kie: „Beta, hiemmat baanh! Tor paap tjhama hoi gail.” 
MAT.9.3	Tab ekaat dharam ke parhal aadmie log apane me sotje lagal kie: „Ie to Parmeswar ke bedjatie kare hai.” 
MAT.9.4	Bakie Jiesoe oesabke sotj-bietjaar djaan gail aur bolies: „Toelog kaahe ke boeraai sotje hai? 
MAT.9.5	Kaun tjiedj auro sahadj hai, ie aadmie se bole ke: ‘Tor paap tjhama hoi gail,’ kie: ‘Oethke aur tjal’? 
MAT.9.6	Ham toelogke dekhaab kie iensaan ke Beta ke saktie hai doenia par paap ke tjhama kare ke.” Oe loendj se bolies kie: „Oeth aur aapan tjataai leike ghare dja.” 
MAT.9.7	Aur aadmie oethke aapan ghare tjal gail.
MAT.9.8	Tab djhoend ie dekhke ghabaraai gail aur Parmeswar ke aadar kare lagal kie oe iensaan logan ke aisan saktie deis hai.
MAT.9.9	Hoewa se Jiesoe aur aage gail.
MAT.9.9	Tab oe djoetie bhare ke ghar lage ek aadmie ke baithal dekhies. Okar naam Mateas raha. Tab oe ose bolies: „Aaw tjalie hamaar saath.” Aur Mateas oethke okare sanghe tjale lagal. 
MAT.9.10	Tab Jiesoe aur okar tjela log okar ghare gail bhodjan kare. Aur dher baimaan djoetie bharwaawe waalan aur doesar paapie log oesabke saath bhie bhodjan karat raha. 
MAT.9.11	Tab Fariesie log tjela log se poetjhies: „Toelogke maastar kaahe ke ie kharaab aadmie aur doesar paapie log ke saath bhodjan kare hai?” 
MAT.9.12	Tab Jiesoe ie baat soenke oesabse bolies kie: „Attjha manai log ke daaktar ke djaroerie na hai, khaalie bemarian ke. 
MAT.9.13	Parmeswar bolies hai: ‘Ham toelogke baliedaan na maangiela, bakie toelog ek doesare ke daaja kar.’ Dja aur ie baat ke matlab siekh. Ham na ailie baatie dharmie logan khaatien, bakie paapie logan khaat.”
MAT.9.14	Ek dien Johaanas dopoe kare waala ke tjela log Jiesoe ke paas aail aur poetjhies kie: „Maastar djie, hamlog aur Fariesie log kabhie kabhie rodja kie to bhoekha rahiela. Kaahe ke tor tjela log aise na kare hai?” 
MAT.9.15	Tab oe bolies: „Ek biaah me nautaharie log oedaas na howe hai djab lek doelaha oesabke sanghe hai. Aisane hamaar tjela log rodja kie to bhoekha na rahie djab lek ham oesabke saath baatie. Bakie ek dien aaiga kie ham oelogke saath na rahab. Tab oesab rodja kie to bhoekha rahiega.
MAT.9.16	Dekh, koi na ek naawa tjaktie ek poeraan kapra par lagaawe hai, nahie to kapra auro phat djaai.
MAT.9.17	Aur koi na naawa wien poeraana tjamra ke basta me dhare hai. Poeraan tjamra karer hai aur naawa wien phoeliega. Ie rakam se basta to phat djaai aur wien bahie djaai. Bakie djab naawa wien naawa tjamra ke basta me dharal djaai tab doeno batj djaai.”
MAT.9.18	Jiesoe ie sab baat-tjiet abbe karat raha tab ek partjaar ke ghar ke barkwa okar paas aaike aur aapan gaathie par gierke ose bolies kie: „Maastar djie, hamaar bietia abbe abbe mar gail. Bakie djab toe aaike aapan haath okare oeppar dhariehe tab oe phien se djie djaaiga.” 
MAT.9.19	Tab Jiesoe oethke okar saathe gail aur okar tjela log bhie.
MAT.9.20+MAT.9.21	Hoewa par ek aurat raha. Oke baara baries se khoen gierat raha. Oe apane me bietjaar karies kie: „Djab ham khaalie Jiesoe ke kapra tjhoei leb tab ham attjha hoi djaab.” Tab oe paatjhe se aaike okar kapra ke djhalarie ke tjhoei leis. 
MAT.9.22	Tab Jiesoe ghoemke oke taakies aur bolies: „Betie, hiemmat baanh. Tor bieswaas dwaara toe batj gaile hai.” Aur oe tem se aurat attjha hoi gail.
MAT.9.23	Tab djab Jiesoe barkwa ke ghare pahoetjal aur dekhies kaise manai log baasoerie badjaawe hai aur rona-pietana howe hai, tab oelogse bolies: 
MAT.9.24	„Ie larkie na maral bakie soetal hai. Toelog tjal dja.” Tab oesabhan oke hase lagal. 
MAT.9.25	Djab sab koi hoewa se niekaaral gail tab Jiesoe bhiettar gail. Bas oe larkie ke haath pakaries aur larkie oeth gail! 
MAT.9.26	Aur djaun bhail, oe saara diehaat me phail gail.
MAT.9.27	Jiesoe hoewa se djaat raha. Tab doei andha okar pietjhe pietjhe tjale lagal. Oesab tjiellaaike bolies kie: „He raadja Daawied ke Aulaad! Hamlog par daaja kar!” 
MAT.9.28	Djab Jiesoe ek ghar me bhiettar gail tab oesab okar lage gail. Tab oe poetjhies: „Toelog bieswaas kare hai kie ham toelogke attjha kar sakiela?” Tab oesab bolies: „Djie-ha, Prabhoe.” 
MAT.9.29	Tab oe oesabke aakhie tjhoeike bolies: „Djaise toelog bieswaas kare hai, oisane howe.” 
MAT.9.30	Aur oesab dekhe lagal. Tab Jiesoe oesabke bahoet mienaahie karies kie: „Koi na djaane paawe!” 
MAT.9.31	Bakie oesab djaaike galie galie me tabbo ie baat phailaai deis.
MAT.9.32	Djab Jiesoe aur okar tjela log hoewa se djaat tab manai log okar paas ek goenga ke laais. Oke bhoet-paret pakaries raha. 
MAT.9.33	Djaise Jiesoe ie bhoet ke niekaaries, oisane goenga batiaai lagal. Aur manai log atjambho hoike bolies: „Aisan tjiedj hamlog aapan des me kabhie na dekhlie!” 
MAT.9.34	Bakie Fariesie log bolies: „Ie saktie oke sab se barka saitaan dewe hai.”
MAT.9.35	Aur aisane Jiesoe sahar sahar aur gaaw gaaw djaat raha aur sagaro partjaar ke ghar me siekhaawat raha. Oe khoes khabar ailaan karat raha kie Parmeswar maange hai manai log ke diel me raadj tjalaawe. Aur oe sab bemarian ke attjha karat raha. 
MAT.9.36	Djhoend ke dekhke oke bahoet daaja lagat raha. Oesab djaise ek djhoend bhera biena ek tjaraawe waala se bahoet thakal-thoekal dekhaat raha. 
MAT.9.37	Tab oe aapan tjela log se bolies kie: „Ie djhoend djaise pakkal dhaan hai. Oke tjaahie kaate ke, bakie kamkartan kamtie hai. 
MAT.9.38	Parmeswar djaise khet ke maaliek hai. Ohie se praatna kar kie oe kaate waalan ke bhedje ie kaam kare khaatien.”
MAT.10.1	Ek dien Jiesoe aapan baara tjela log ke apane paas bolaaike aur oesabke saktie deis bhoet log ke niekaare ke aur har ek rakam bemarian ke attjha kare ke. 
MAT.10.2	Ie baara pathaawal waalan ke naam raha:
MAT.10.2	Siemon djaun ke doesar naam Petras raha, okar bhaai Andreas, Jaakobas aur okar bhaai Johaanas. Oe doeno Sebedeas ke betwan raha. 
MAT.10.3	Fielepas, Baartolomeas, Tomaas, Mateas. Oe pahiele djoetie ke paisa bharwaawe waala raha. Alfeas ke beta Jaakobas, Tadeas, 
MAT.10.4	Siemon kamaasoet waala, aur Joedaas Eskaariot. Oe Jiesoe ke doesman ke haath me saup deis hai.
MAT.10.5	Tab Jiesoe ie baaraago ke des bhar me pathaais aur bolies: „Toelogke na tjaahie doesar djaatie log ke paas djaai ke. Aur Saamaaria log
MAT.10.6	Toelog khaalie Israel log ke paas djaihe. Oelog Parmeswar ke tjhor deis hai aur heraail bhera ghat hai. 
MAT.10.7	Dja, oesabse ailaan kar de kie swarag ke raadj nagietj aai gail hai. 
MAT.10.8	Bemarian ke attjha kar, maral logan ke djie oethaaw, korhian ke attjha aur safa kar aur bhoet-paret ke niekaar. Ie saktie toelogke moeft me paile hai, ohie se ie sab kaam biena paisa ke kariehe.”
MAT.10.9+MAT.10.10	Oe bhie bolies kie: „Ek kamkarta ke hak hai khaana piena paawe ke. Ohie se toelog paisa, djhorie, kapra, djoeta aur tjale khaat danda na ledjaihe.
MAT.10.11	Djab toelog ek gaaw kie to sahar me pahoetjiehe tab ek attjha manai ke khodjke okar ghare rahiehe djab lek toelog oe sahar me rahiehe. 
MAT.10.12	Djab toelog koi ke ghare djaihe tab oe ghar waalan ke aasier-baat deihe. 
MAT.10.13	Djab oesab toelogke barhia se oethaai baithaai, tab toelogke aasier-baat oelogke oeppar rahiega. Bakie djab oelog aise na karie tab toelogke aasier-baat toelogke paas laut aaiga. 
MAT.10.14	Djab ek sahar kie to ghar ke manai log toelogke na maangie bhiettar lewe aur toelogke sanesa bhie na maangie soene, tab oe ghar kie to sahar tjhorke tjal djaihe. Tab aapan gor ke dhoer bhie djhaar deihe dekhaawe khaatien kie toelog oelogke paap oesabke oeppar tjhor deile hai. 
MAT.10.15	Ham toelogse satj boliela kie tjaahe Sodom aur Gomora sahar ke manai log bahoet kharaab raha, tabbo Parmeswar ke faisala ke dien par oelog ie manai log se kamtie sadja paaiga!
MAT.10.16	Dekh, ham toelogke bhera ghat oe manai log ke paas pathaaila djaun khatarnaak djanaawar ghat hai. Toelog saap ghat hoesiaar rahiehe aur kaboettar ghat bhola-bhaala. 
MAT.10.17	Manai logan se bahoet batjaaike rahiehe. Oesab toelogke djadj ke aage ledjaaiga aur aapan partjaar ke ghar me pietwaaiga. 
MAT.10.18	Toelog hamaar tjela baate aur ohie se manai log toelogke oeppar goessaaike laat aur raadja ke aage ledjaaiga. Aise toelogke mauka mieliega oesabke aur sab djaat ke aage hamaar biese me gawaahie dewe ke. 
MAT.10.19+MAT.10.20	Aur djab oesab toelogke doesman ke haath me saup deiga, tab toelogke na batiaai ke parie, bakie Pieta Parmeswar ke Aatma toelogke dwaara batiaaiga. Ohie se sotj-phiekier na kariehe kie toelog ka boliehe.
MAT.10.21+MAT.10.22	Toelog hamaar tjela baate, ohie se sab koi toelogke dekhke djariega. Aur manai log aapan sagge bhaai ke dhokha deike marwaai dhaariega. Aur baap log aapan larkan se aisane bhie kariega. Aur larkan aapan maai-baap ke doesman hoike oesabke maar dhaariega. Bakie dje ant talak hiemmat baanhke hamaar rasta par tjaliega, oe batjaawal djaaiga. 
MAT.10.23	Djab manai logan toelogke ek sahar me sataaiga tab doesar sahar me bhaag djaihe. Ham toelogse satj boliela kie toelogke Israel ke sab sahar me bhaag djaai se pahiele iensaan ke Beta lautke aaiga.
MAT.10.24	Ek tjela aapan maastar se na barka hai aur ek goelaam aapan sardaar se na. 
MAT.10.25	Ek tjela ke tjaahie khoesie rahe ke djab oe aapan maastar ner hoi djaai, aur ek goelaam djab oe aapan sardaar ner hoi djaai. Manai log hamke sab se barka saitaan Bejelsaboel ke naam dewe hai, tab oesab toelogke ketana auro na gariaaiga.
