MAT.1.1	Nönca tlapoale de tiebiebetcöhua de Jesucristo, öque iloac iconie David, hua iconie Abraham.
MAT.6.5	’Hua cuöc nemotlajtlötlajtea, amo xecchihuacö quieme inu niecate que quepea ume inxöyac. Pues yejua quecualejta moquetzasque ipan teopanme noso ipa esquinas de cayajunte, hua ompa motlajtlötlajtea, para ma quemejtacö noche giente. Melöhuac nemiechelfea, que ye quepea intlaxtlöbil. 
MAT.6.6	Cache taja, cuöc tomotlajtlötlajtis, xecalaque sa mosiel ipa mocalejtec, hua xectzacua pobielta, hua xomotlajtlötlajte tiecatzinco moTajtzi öque abele öque tieyejtas. Pues moTajtzi quejtalo lo que tli sa ichtacajtzi, hua yejuatzi metzcuepelisque por lo que tli tecchihua.
MAT.6.7	’Hua cuöc tomotlajtlötlajtis, amo seme xequejtojta sö ye yaja sösantle hasta que ayecmo quejtusneque niontle. Pos ejqueu quechihua inu giente tli quentoca ocseque deuste. Pues yejua quepensöroa que beles ipampa lalebes tlajtlajtoa indeus cuale quencaques. 
MAT.6.8	Amo xomochihuacö, noso, quiename yejua. Pues nemoTajtzi quematihuateca tli sösantle nemiechpoloa, antes de que nentietlajtlanelisque. 
MAT.6.9	Nemejua, noso, xomotlajtlötlajticö ejqueyi:
MAT.6.9	ToTajtzi öque elfecac tomobetzteca,
MAT.6.9	ma innochtie ma queyectieniehuacö motucöyutzi.
MAT.6.10	Ma aseque inu tunale cuöc tomotlamandörfis.
MAT.6.10	Ma mochihua tli motlanequelestzi necö ipan tlöltecpactle,
MAT.6.10	quieme nuyejque mochihua ompa elfecac.
MAT.6.11	Xetiechmomaquele öxö totlacual de ini nönca tunale.
MAT.6.12	Hua xetiechmoperdonörfe de lo que tli temetzmotlabiquelelea,
MAT.6.12	quiename tejua nuyejque ye tequenperdonörojque quiejquech tiechtlabiquelea.
MAT.6.13	Hua amo xetiechmocöbele 
MAT.6.13	cache xetiechmomöquextele de yaja.
MAT.6.14	Pues tlö nenquenperdonörfisque giente de noche tli nemiechchibelea, nemejua nuyejque nemiechperdonörusque nemoTajtzi öque elfecac iloac. 
MAT.6.15	Cache tlö quejtus amo nenquenperdonörusque giente, nuyejque nemejua nemoTajtzi amo nemiechperdonörusque de lo que tli amo cuale nenquechihua.
MAT.6.16	’Hua cuöc nentlajyubea, amo xeyecö quieme inu giente de ume inxöyac, tli niese quieme sana mocojcocoa cuöc tlajyubea. Pos yejua quepatla inxöyac para niesesque imixtla giente nele melöhuac tlajyubea. Melöhuac nemiechelfea, que ye quepea intlaxtlöbil. 
MAT.6.17	Cache taja, cuöc tetlajyubis, xomoyejyecpachoasfe hua xecpajpöca moxöyac. 
MAT.6.18	Pues ejqueu giente amo momacasque cuienta tlö tetlajyubea, tlöcamo sa nemacus cuienta moTajtzi sa ichtacajtzi. Hua yejuatzi moTajtzi öque quejtalo tli sa ichtacajtzi, yejuatzi metzcuepelisque.
MAT.6.19	’Amo xectlamachtlölicö nemoricojyu necö ipan tlöltecpactle, cöne tlacuacualoa hua tepostlöloa, hua ichtejque calaque para tlachtequesque. 
MAT.6.20	Cache cuale nemoricojyu ma iye sösantle de elfecac, cöne nimpor amo tlacuacualoa nimpor tepostlöloa, hua cöne ichtejque abele calaquesque para tlachtequesque. Ompa elfecac xectlamachtlölicö nemoricojyu. 
MAT.6.21	Pues cöne iyes nemoricojyu, ompa queneques iyes nemoyulo nuyejque.
MAT.6.22	’Tlöbile de tocuierpo yaja toixtelolo. Ejqueu, tlö toixtelolo amo mococoa, noche tocuierpo quepeas tlöbile. 
MAT.6.23	Cache tlö toixtelolo amo cuale ica, noche tocuierpo quepeas tlajtlayohuaquelestle. Hua tlö ejqueu inu tli uyesquea tlöbile para tocuierpo mocuepa tlajtlayohuaquelestle, lalebes petzotec icaca inu tlayohuaquelestle.
MAT.6.24	’Nionöque abele quentequepanus umeme itiecohua. Pues quetlajyelejtas sente hua quetlasojtlas ocsente, o noso mopachus itlac sente hua quedespresiörus ocsente. Abele nentietequepanusque Deus mientras nuyejque nenquetequepanoa ricojyutl.
MAT.6.25	’Hua ca inu nemiechelfea: Amo xomotequepachucö por nemonemeles, por tli nenquecuösque, noso tli nenconisque. Nimpor amo xomotequepachucö por quiene nenquetlaquentisque nemocuierpo. Pues ye nenquepea nemonemeles, hua yaja inu melöhuac cache balierebe que tlacuale. Hua ye nenquepea nemocuierpo, que melöhuac cache balierebe que tlaquentle. 
MAT.6.26	Xequemejtacö tutume tli patlöne ipa yejyecatl. Yejua amo tlajtlatuca, nimpor amo pejpexca, nimpor amo tli quetejtiema ipa inbesco. Hua nemoTajtzi öque elfecac iloac yejuatzi quentlacualtilo. ¿Beles nenquejtusque que amo cache nenbajbalierebe nemejua que yejua? 
MAT.6.27	Hua nionöque de nemejua, por mös motequepachus lalebes, abele mobepöhuas nion tlajco mietro por yaja mismo. 
MAT.6.28	Hua por inu tlaquentle, ¿tli para nemotequepachoa? Xequejtacö cuale quiene mobepöhua xucheme de ca caltienco. Amo tejtequete nimpor amo quechejchihua tlaquentle. 
MAT.6.29	Cache nemiechelfea que nimpor Salomón ca noche icualniexteles ayec omotlaquente quiename sente de inu niecate xucheme. 
MAT.6.30	Hua tlö quejtus xebetl que öxö icaca, hua para mustla ye motlajcale ijtec tletzintle, Deus quetlaquentilo ejqueu, ¿tlica noso nenquepensöroa que abele quechihuasque por nemejua? Pues cache ca meyac arrasu nemiechtlaquentisque nemejua, tlöca que nemiechpoloa neltoquelestle. 
MAT.6.31	Amo xomotequepachucö noso, hua amo xequejtucö: “¿Tli tejcuösque?” noso “¿Tli teconisque?” noso “¿Tli töquisque?” 
MAT.6.32	Pues giente que amo tieixomate Deus quetiemoa ini nönca sösantle. Pero nemoTajtzi öque elfecac iloac ye quematihuateca de que nemiechpoloa noche ini nönca sösantle. 
MAT.6.33	Pero cachto xectiemucö ma Deus tlamandörucö hua ma mochihua tli yectec tli yejuatzi quenequihua. Entunses nuyejque nemiechmacasque noche ini nönca sösantle.
MAT.6.34	’Por inu, amo xomotequepachucö de lo que tli mustla huölös, pues mustla metztocörus tomotequepachus de inu sösantle. Cöra tunale quebicas itequepachul, hua amo quenesesitöroa cache meyac.
MAT.7.1	’Amo xetlaestlocucö, para que ejqueu amo nemiechestlocusque. 
MAT.7.2	Ipampa ejqueu quieme nemejua nentlaestlocoa, ejqueu mismo nemiechestlocusque. Hua san quiene nequentemachibelea ocseque giente, ejqueu mismo nemiechtemachibelisque. 
MAT.7.3	Hua cuöc tequemestlocoa ocseque, icaca quiename tlö tequejtelea sente tlasolconetzi ijtec ixtelolo de mocni, pero amo tomojtelea que taja mismo tecpea sente cuabetl bieye ijtec mixtelolo. 
MAT.7.4	¿Quiene noso tequelfis mocni: “Xomocöhua ma temetzquextele inu tlasole tli tecpea ijtec mixtelolo”, mientras tecpea cuabetl ijtec mixtelolo taja? 
MAT.7.5	¡Sa ume moxöyac! Xejquexte cachto inu cuabetl de ijtec mixtelolo taja para que ejqueu cuale ye tequejtas para cuale tejquextis inu tlasole de ijtec ixtelolo de mocni.
MAT.7.6	’Inu sösantle tli yectec amo xequenmacacö checheme, hua lo que tli balierebe lalebes amo xequensemanelicö petzome. Majcamo iye que ipa moquejquetzasque hua cana de repiente mocuepasque nemopa hua nemiechcocototzasque.
MAT.7.7	’Xetlajtlanecö, hua nemiechmacasque. Xectiemucö, hua nenqueniextisque. Xetzajtzecö, hua nemiechtlaijtlapolfisque. 
MAT.7.8	Pues noche nieca öque tlajtlane, queselea; hua öque quetiemoa, queniextea; hua öque tzajtze, quetlaijtlapolfea. 
MAT.7.9	Pos nionöque de nemejua, tlö quejtus iconie quetlajtlanelis pöntzi, amo quemacas sente tietetu. 
MAT.7.10	Hua tlö cana iconie tlajtlanes meche, amo quemacas sente cuhuötl. 
MAT.7.11	Entunses tlö nemejua, mös amo nencate nencualteque, pero nenquemate nenquetiemacasque lo que tlin cuale ca nemopelhua, pues cache ca meyac arrasu ejqueu quechihuasque nemoTajtzi öque elfecac iloac, hua quetiemacasque noche sösantle tlin cuale cuöc yeca tietlajtlanelea.
MAT.7.12	’Por inu, noche sösantle tli nenqueneque ma nemiechchibelicö giente ca nemejua, ejqueu nuyejque xequenchibelicö yejua. Pues tlö nenquechihuasque ini nönca, nenquecumplirusque noche tli nemiechelfea inu ley hua inu tlayulepantejque.
MAT.7.13	’Xecalaquecö ca pa inu trönca tli pitzutec. Pos tlapojque trönca, hua patlöhuac ojtle tli tiebica ipa ixniempolebelestle, hua meyactie giente calaque ipa inu ojtle. 
MAT.7.14	Pero lalebes pitzutec trönca, hua pipetzatzi ojtle tli tiebica ipa nemelestle, hua amo meyactie queniextea.
MAT.7.15	’Xomomalficö de giente tli huölösque quiename tlayulepantejque pero amo de melöhuac cate. Yejua cate quiename tlö sente coyutl moquentiöne de calnielo, hua calaquene intzölö calnielojte. Ca pane niese que calnielo icaca, cache de melöhuac ica tiecuöne. 
MAT.7.16	Inca intlachihual nenquemixomatesque inu giente. ¿Beles noso cuale öque queteques capole itech bechöche? Noso ¿cuale öque queteques icox itech sacajpule? 
MAT.7.17	Ejqueu pues, noche tlin cuale cuabetl quetiemaca tlin cuale ifruto; cache tlin amo cuale cuabetl amo cuale ifruto quetiemaca. 
MAT.7.18	Abele tlin cuale cuabetl quetiemacas tlin amo cuale ifruto, nimpor tlin amo cuale cuabetl abele quetiemacas tlin cuale fruto. 
MAT.7.19	Noche cuabetl tli quemochihualtea amo cuale ifruto, ica para quetequesque hua quetlajcalesque ijtec tletzintle. 
MAT.7.20	Ejqueu pues, por infrutos nenquemixomatesque.
MAT.7.21	’Meyac giente niechelfea: “Tlöcatzintle, Tlöcatzintle”, pero amo innochtie calaquesque cöne Deus tlamandöruro ompa elfecac. Sa calaquesque tli quechihua tietlanequeles de noTajtzi öque iloac elfecac. 
MAT.7.22	Meyactie niechelfisque ipa inu nieca tunale: “Tlöcatzintle, Tlöcatzintle, ¿amo tomolnömequitea que tejua tetlayulepantejque motucöyupantzinco, hua motucöyupantzinco tequenquextejque demunios, hua motucöyupantzinco tecchijque meyac tietzöbetl?” 
MAT.7.23	Cuöquenu naja nequemelfis: “Ayec nemiechixomat. Xomoxelucö de naja, nemejua tli nenquechihua tlin amo cuale”.
MAT.7.24	’Por inu, tlö canajyeca quecaque nönca notlajtul, hua quechihua, cuale mocomparörus quiename sente tlöcatl tli cuale oquepensöro. Yaja oquequetz ical ipa tepetlatl. 
MAT.7.25	Hua ohuöla queyabetl, hua oyejcoc ötzintle, hua otlalpitz yejyecatl, hua oquecuajnömejque inu nieca cale. Pero amo obetz, ipampa oijcataya ipa tepetlatl. 
MAT.7.26	Pero tlö canajyeca quecaques nönca notlajtul, hua amo quechihuas, nejcomparörus quiename sente tlöcatl tunto, que oquequetz ical ipa xöle. 
MAT.7.27	Hua ohuöla queyabetl, hua oyejcoc ötzintle, hua otlalpitz yejyecatl, hua oquemagac checöhuac inu cale. Hua obetz cale, hua omochi bieye tlaxexetochelestle.
MAT.7.28	Hua sötiepa, cuöc Jesús oquesencöjque ini tlajtule, noche giente quetietzöbejtaya de quiene tlamachtiloöya. 
MAT.7.29	Pues quenmachtiloöya quiename öque quepea autoridad, hua amo quiename quenmachtiöya inu tlamachtiöneme de teotlajtule.
MAT.8.1	Cuöc hualtemoac de ipan tepietl, tiehualtocaya meyac giente. 
MAT.8.2	Hua necö sente tlöcatl sa söhuayo ohuöla, hua tiemabesutiöya. Oquejto:
MAT.8.2	―Tlöcatzintle, mach tomonequitis, cuale teniechmopajtelis.
MAT.8.3	Hua omösohualuc Jesús, hua oquemötocaque. Oquejtojque:
MAT.8.3	―Necneque; xepajte.
MAT.8.3	Hua sa nima icocoles opajtec. 
MAT.8.4	Yecuöquenu Jesús oquelfejque:
MAT.8.4	―Xequejta, amo öque xequelfe tli metzpasöro. Cache xebeya, xomotieijtete ica teopexque. Hua xetlacuetlabilte inu bentle tli otlanahuate Moisés, para ma quematecö yejua lo que tli omochi ca taja.
MAT.8.5	Hua ocalacoac Jesús ipa inu puieblo de Capernaum. Cuöquenu ohuöla tietlac sente capetö, hua tietlajtlötlajte, 
MAT.8.6	hua otieyelfe:
MAT.8.6	―Tlöcatzintle, notlatequepano betzteca ompa nochö cojcultzi, ca lalebes checöhuac tietunie.
MAT.8.7	Hua Jesús oquelfejque:
MAT.8.7	―Naja neyös hua necpajtis.
MAT.8.8	Hua onöhuat inu capetö, hua oquejto:
MAT.8.8	―Tlöcatzintle, amo necmeresieroa para tomocalaquis ipa nochö. Cache sa xomojtalfe sente tlajtule, hua notlatequepano pajtes. 
MAT.8.9	Pues naja nuyejque necpea que nequenneltocas tli cache quepea autoridad que naja. Hua nuyejque nequenpea soltörojte tli niechneltoca naja. Hua tlö nequelfea sente: “Xebeya niepa”, yaja iya. Hua tlö nequelfea ocsente: “Xehuöla”, yaja yebitz. Hua tlö nequelfea notlatequepano: “Xecchihua ini”, pues yaja quechihua. Ejqueu necasojcömate que tejuatzi tomopilea checöhualestle para tomopajtelis notlatequepano ca sente tlajtule.
MAT.8.10	Hua cuöc Jesús oquecajque ini nönca, oquetietzöbejque. Hua oquemelfejque quiejquech tietocaya:
MAT.8.10	―Melöhuac nemiechelfea, que nimpor inca giente de Israel amo onecniexte tönto lalebes meyac neltoquelestle quiename quepea ini nönca tlöcatl, mös amo de Israel icaca. 
MAT.8.11	Hua nemiechelfea que huölösque meyac giente de cöneca quisa tunale hua de cöneca calaque tunale. Yejua motlölisque itlac Abraham, hua Isaac, hua Jacob, ompa elfecac cöne Deus tlamandöruro. 
MAT.8.12	Pero meyactie de nemejua tli nenjoriojte, tli nemiechtocörusquea para nenquepeasque pörte ca ompa, nemiechtlajcalesque ca queyöhuac ipa tlajtlayohuaquelestle. Ompa nenchojchucasque hua nemotlantesesque.
MAT.8.13	Yecuöquenu oquelfejque inu capetö:
MAT.8.13	―Xebeya, hua san quiene ca tomoneltocac ma ejqueu mochihua.
MAT.8.13	Hua itlatequepano opajtec ipa inu ura.
MAT.8.14	Hua obiloac Jesús ipa ichö Piero. Ompa oquejtaque imontiesyo Piero betztaya ipa tlapechtle ca totunealestle. 
MAT.8.15	Hua oquemötocaque imö, hua totunealestle oquecö. Hua yaja omie hua tietlamacaya.
MAT.8.16	Hua cuöc omochi ca ye yohuac, quenhualecaque tietlac meyactie tli quepeaya demunios. Hua oquenquextejque inu demunios sa ca sente tlajtule, hua oquenpajtejque innochtie tli mocojcocoöya. 
MAT.8.17	Ejqueu omochi lo que tli omojto por icamacopa tlayulepante Isaías, cuöc oquejto:
MAT.8.17	Sie yejuatzi oquemönele tococoles,
MAT.8.17	hua oquebicaque totuniejcöyu.
MAT.8.18	Hua cuöc oquejtaque Jesús que meyac giente tieyehualojtaya, otlanahuatiluc ma panucö ca icuetlapa ötiescatl. 
MAT.8.19	Hua oaseco sente tlamachtiöne de teotlajtule, hua otieyelfe:
MAT.8.19	―Maestro, temetzmotoquelis cöne beletes tomobicas.
MAT.8.20	Hua Jesús oquelfejque:
MAT.8.20	―Coyume quenpea inustuhua, hua tutume tli patlöne ipa yejyecatl quepea intepasol; cache naja, öque onochi netlöcatl, amo necpea cöne necsiebis notzonteco.
MAT.8.21	Hua ocsente de tiemachtejcöhua otieyelfe:
MAT.8.21	―Tlöcatzintle, xeniechmocöbele ma nebeya cachto, ma nectlölpachute notöta.
MAT.8.22	Hua Jesús oquelfejque:
MAT.8.22	―Xeniechtoca; xequencajcöhua que mimejque ma quentlölpachucö inmimejcöhua.
MAT.8.23	Hua cuöc yejuatzi ocalacoac ijtec börco, tiemachtejcöhua nuyejque ocalajque. 
MAT.8.24	Yecuöquenu omochi sente bieye öyejyecatl ipa ötiescatl, que inu börco cöso motlapachoöya ca ötzintle. Cache yejuatzi cochihuaya. 
MAT.8.25	Hua omopachojque tiemachtejcöhua, hua otieixetejque. Otieyelfejque:
MAT.8.25	―¡Tlöcatzintle, xetiechmomöquextele, pues temequesque!
MAT.8.26	Hua yejuatzi oquemelfejque:
MAT.8.26	―¿Tlica nemomajtea? Lalebes nemiechpoloa neltoquelestle.
MAT.8.26	Yecuöquenu neyehualuc, hua quemajajuaque yejyecatl ca tiehua ötzintle. Hua sa nima omoquetzque complietamiente.
MAT.8.27	Hua inu tlöca oquetietzöbejque. Oquejtojque:
MAT.8.27	―¿Tli tlöcatl iloac ini nöiloac? Pues hasta yejyecatl hua ötzintle tieneltoca.
MAT.8.28	Hua cuöc yejuatzi onaxihuato ca nie löro intzölö giente de puieblo de Gadara, tienömequeco unte tlöca tli quepejpeaya demunios. Inu tlöca hualquistiejque de ijtec mejcöcoyocme. Petzoteque oyejyeya lalebes, que hasta nionöque abele panuya ipa inu nieca ojtle. 
MAT.8.29	Cuöc yejua tieijtaque Jesús, otzajtzeque, hua oquejtojque:
MAT.8.29	―¿Tli tecpea tejua ca taja, öque teca teiconie Deus? ¿Otehuöla necö para tetiechmacas tiecoco antes ases ura?
MAT.8.30	Hua tepetzi bejca de yejua oyejyeya meyactie petzome tlajtlacuajtenemeya. 
MAT.8.31	Entunses inu demunios otietlajtlötlajtejque, otieyelfejque:
MAT.8.31	―Tlö tetiechquextis, xetiechcöhua ma tecalaquecö imijtecopa inu meyactie petzome.
MAT.8.32	Hua oquemelfejque:
MAT.8.32	―Xeyöcö noso.
MAT.8.32	Hua yejua oquistiejque de imijtec tlöca, hua uyajque inca petzome. Hua ye ompau innochtie inu niecate petzome omomiemeröjque omotietepexebito ijtec ötiescatl. Hua innochtie omejmejque ijtec ötzintle. 
MAT.8.33	Hua inu giente tli quentlajtlacualtejtenemeya petzome ochucholojtiejque. Cuöc oaseto ipa puieblo, oquepujque noche sösantle hua tli omochi inca inu tlöca tli quepeaya demunios. 
MAT.8.34	Yecuöquenu, noche tlöca de inu puieblo otienömequeco Jesús, hua cuöc otieijtaque, tietlajtlötlajtejque ma quixoa de intlöl.
MAT.9.1	Yecuöquenu ocalacoac ijtec börco. Opanoac hasta ocsie löro de inu ötiescatl, hua ohualiloac ipa tiepuieblo. 
MAT.9.2	Yecuöquenu seque tlöca otiecualequelejque sente biebelatzi, hualbetztöya ipa tlapechtle. Hua Jesús nemacuc cuienta quiene moneltocaya yejua. Entunses oquelfejque inu cojcultzi:
MAT.9.2	―Xemanimöro, noconie; motlajtlacul ye omoperdonöro.
MAT.9.3	Yecuöquenu, seque de inu tlamachtiöneme de teotlajtule oquejtojque imijtecopa: “Ini nönca checuatlajtoa encuntra de Deus”. 
MAT.9.4	Pos Jesús nemacuc cuienta de lo que tli yejua quepensöroöya, hua oquemelfejque:
MAT.9.4	―¿Tlica nenquepensöroa amo cuale ipa nemoyulo? 
MAT.9.5	Pues ¿cötlaja cache tequeyo, nequelfis: “Ye omoperdonöro motlajtlacul”, noso nequelfis: “Xemiehua, hua xenejneme”? 
MAT.9.6	Pos öxö nenquematesque que naja öque onochi netlöcatl necpea deriecho necö ipan tlöltecpactle para necperdonörus tlajtlacule.
MAT.9.6	Entunses oquelfejque inu biebelatzi:
MAT.9.6	―Xemiehua. Xecöna motlapech, hua xebeya pa mochö.
MAT.9.7	Entunses inu biebelatzi omoquetz hua uya ipa ichö. 
MAT.9.8	Hua inu giente, cuöc oquejtaque, omomajtejque, hua tiechamöjque Deus, porque yejuatzi oquetiemacaque inu checöhualestle ca tlöltecpactlöca.
MAT.9.9	Hua cuöc Jesús quixoac de ompa, oquejtaque sente tlöcatl tlanecheco oyehuataya ipa sente miesa cöne caresibiroöya tomi. Ini nönca tlöcatl itucö oyeya Mateo. Hua Jesús oquelfejque:
MAT.9.9	―Xeniechtoca.
MAT.9.9	Hua yaja omajcoc, hua tietocac.
MAT.9.10	Hua omochi que cuöc yejuatzi yehualutaya itlac miesa ipan chöntle, nuyejque meyactie tlanechecojque ca tiehua giente tlajtlaculteque nuyejque ohuölajque omotlölico itlac miesa ca Jesús hua ca tiemachtejcöhua. 
MAT.9.11	Hua inu fariseos oquejtaque ini nönca, hua oquemelfejque tiemachtejcöhua:
MAT.9.11	―¿Tlica tlacua nemomaestro inca tlanechecojque hua ocseque tlajtlaculteque?
MAT.9.12	Hua cuöc oquecajque Jesús, oquemelfejque:
MAT.9.12	―Öque amo mocojcocoa amo quenesesitöroa mierco, tlöcamo sa öque mococoa, yaja quenesesitöroa. 
MAT.9.13	Xeyöcö noso, hua xectzecucö tlin quejtusneque teotlajtule cuöc quejtoa: “Icnuejtelestle necneque, hua amo bentle”. Pues naja amo nehuöla nequennutzaco tli cate yecteque ma huölöcö ca naja, tlöcamo nequennutzaco tlin tlajtlaculteque.
MAT.9.14	Yecuöquenu imachtejcöhua de Xohuö Bautista ohuölajque tiecatzinco, hua oquejtojque:
MAT.9.14	―¿Tlica tejua hua inu fariseos tetlajyubea meyacpa, pero momachtejcötzetzihua amo tlajyubea?
MAT.9.15	Hua Jesús oquemelfejque:
MAT.9.15	―¿Beles cuale chojchucasque tli nejnieneme ipa nesohuajtiluyo, mientras montle intlanca? Pos amo. Pero huölösque tunalte cuöc montle ayecmo oncöyes. Cuöquenu tlajyubisque. Cuöc naja ayecmo oncö neyes, tlajyubisque nomachtejcöhua. 
MAT.9.16	Sente tzotzomajtle tli ye soltec amo öque quetlamanelea ica tzotzomajtle yancuec. Pos tlö ejqueu quechihuas, inu tzotzomajtle yancuec mocototzus hua quetzomunis inu soltec, hua cache bieye iyes tzomunelestle. 
MAT.9.17	Nimpor amo motlölea vino yancuec ijtec puxajme de cuetlaxtle tli ye solteque. Pues tlö ejqueu, puxajme tzojtzomunesque, hua vino nunuquebes, hua niempolebesque puxajme. Cache vino yancuec motlölea ijtec puxajme yancueque, hua ca inu vino hua puxajme innehua momalfea.
MAT.9.18	Hua mientras oquemelfilutaya ini nönca sösantle, oaseco sente tlajtoöne, hua tiemabesutiöya. Otieyelfe:
MAT.9.18	―Nochpuch quiemach omec. Pero xehualmobica hua xomotlölele momötzi ipa hua yaja nemes.
MAT.9.19	Hua onequetzaluc Jesús, hua oquetocaque, ca tiehua tiemachtejcöhua. 
MAT.9.20	Hua oyeya sente sohuatl tli ye mococoöya majtlactle huan ume xebetl ica itlapalyeso. Inu sohuatl omopacho ca tiecuetlapa, oquemötocac itienco de tietlaquie. 
MAT.9.21	Pues quejtoöya ijtecopa: “Tlö sa necmötocas tietlaquie, nepajtes”. 
MAT.9.22	Cache Jesús onecuepaluc, hua cuöc oquejtaque, oquejtojque:
MAT.9.22	―Xemanimöro, nochpuch. Por tomoneltocac ye tepajtec.
MAT.9.22	Hua sa nima pajtec inu sohuatl ipa inu nieca ura.
MAT.9.23	Hua cuöc oaxihuato Jesús pa ichö de nieca tlajtoöne, oquemejtaque tlin tlajtlapitztaya, hua giente lalebes cuejcueyuneya. 
