MAT.1.1	Tüfa Jesucristo tañi kuyfike tuwün pu che em, David em ka Abraam em tañi pu yomel ürke:
MAT.6.11	Eluniemuiñ taiñ duamtuelchi kofke kake kiñeke antüngealu.
MAT.6.12	Wiñoduamamuiñ taiñ femkeelchi wesake dungu,
MAT.6.12	chumngechi ta iñchiñ wiñoduamatukefiyiñ taiñ femkeetew ti wesake dungu.
MAT.6.13	Kintukaduamngeliyiñ, elumukeliyiñ taiñ femael wesake dungu ka montulniemuiñ kom wesake dungu mew.
MAT.6.13	Eymi ta longko ülmen wenu mapu mew ka nieymi pepiluwün
MAT.6.13	ka fütra küme felen ka rumel feleay amuleachi tripantu mew. Felepe may.’
MAT.6.14	“Eymün ta wiñoduamatufilmün ta kakelu tamün wesake femkeetew, tamün Chaw ta wenu mapu mülelu ka femngechi wiñoduamatuaeymünmew ta eymün. 
MAT.6.15	Welu wiñoduamanofilmün ta kakelu che, ka femngechi wiñoduamalayaeymünmew tamün Chaw eymün tamün yafkan mew.
MAT.6.16	“Eymün ta ayunalmün,
MAT.6.17	Eymi ta ayunayalmi, küllumtunge ka küme eluwnge 
MAT.6.18	tañi kimfalnoael tami ayunalen. Fey tami wenu mapu Chaw müten ta kimay eymi tami ayunalen, fey kisu füreneaeymew femngechi ta kom che ñi kimael.
MAT.6.19	“Trapümkakilmün fentren küme felen ta tüfachi mapu mew, tati wesake üñfew tañi filladtukeel ka tañi wesañmawelkeel tati chemkün, ka tati pu weñefe ñi filladtukeel ñi weñeael. 
MAT.6.20	Welu may müngeltufimün ta Ngünechen femngechi tamün nieael küme felen ta wenu mapu mew, tüfey mew tati wesake üñfew filladtukelay ka ti chemkün rume wesañmawkelay ka ti pu weñefe rume konpukelay ñi weñeael. 
MAT.6.21	Fey chew müley tami küme felen, feymew puwküleay tami rakiduam.
MAT.6.22	“Tami nge kiñe pelontuwe reke feley tami kuerpu mew, fey puwkülele kintun kiñe küme rakiduam mew, kom tami kuerpu mew müleay reke ta pelon. 
MAT.6.23	Welu femngechi femnole, kom tami kuerpu dumiñmaleay reke. Fey tami rakiduam dumiñmalele reke, ¡doy wesalkaley tati dumiñ mew!
MAT.6.24	“Iney rume ta poyelayafuy epu ülmen wentru tañi mür küdawelafiel. Kiñe müleafuy ñi illamafiel, fey kangelu ñi poyeafiel. Küme puwtunieafi kiñe, fey illamtuafi kangelu. Fey ta famngechi pepi poyengelayafuy ta Ngünechen ka fentren chemkün.
MAT.6.25	“Feymew ta, iñche feypiwayiñ: fill rakiduamkülekilmün chem tamün iyael ka tamün pütokoael femngechi tamün mongeluwküleael, takuwün mew no rume tamün tukuael. Mongen doy faliy ta iyael mew, ka femngechi ta kuerpu doy faliy takuwün mew. 
MAT.6.26	Ngüneduamfimün tati pu üñüm: ngankelay engün ka kosechakelayngün rume, ka nielay engün kakon rume ñi elkünuael ñi fün ketran, welu eymün tamün Chaw Ngünechen mülelu ta wenu mapu elukeeyew ta iyael. ¡Fey eymün ta doy faliymün tati pu üñüm mew! 
MAT.6.27	¿Iney rume fill rakiduamkülele, doy alüntupeafuy may ñi mongen kiñe ora rewall?
MAT.6.28	“¿Chumngelu anta fente rakiduamkeymün chumngechi tamün peael ta takuwün? Ngüneduamfimün chumngechi ñi tremken tati lelfün mew mülechi rayen: küdawkelay ka füwkelay engün rume. 
MAT.6.29	Welu feypiwayiñ tati longko ülmen Salomon
MAT.6.30	Ngünechen elukefi ñi tremküleael ti pu rayen. Kiñe mufü antü müten mülekey, welu müchay müten lüpümtukeeyew ta kütral. Fey Ngünechen femngechi femfile tati pu rayen, doyelchi may eluaeymünmew tamün tukutuwael eymün, ti pu che newe mupiltulenolu.
MAT.6.31	“Fey fill rakiduamkülekilmün, ramtukawün mew: ‘¿Chem am iyaiñ?’ kam ‘¿Chem am pütokoaiñ?’ 
MAT.6.32	Kom tüfachi dungu ta rakiduamelkeeyew tati pu feyentulenolu ta Ngünechen mew, welu eymün ta nieymün kiñe wenu mapu Chaw kimnielu kom tamün duamtunieel. 
MAT.6.33	Doyümnieafimün Ngünechen tañi longko ülmenngen ka tañi nor dungu ñi nien, fey kom tamün duamtunieel ka femngechi llowaymün. 
MAT.6.34	Feymew fill rakiduamkülekilmün tamün chumael ta wüle, fey wüle wüla kimaymün tamün chem chumael. Kake antü ta kisuke nieyey fentren welulkawünngechi dungu.
MAT.7.1	“Entuüñfilkefilmün ta kakelu pu che, fey Ngünechen küme trokituaeymünmew. 
MAT.7.2	Ngünechen ta ramtukadunguaeymünmew ta eymün chumngechi tamün dunguyekefiel ta kakelu che. Ka feychi mediwe mew eymün tamün medikemum, Ngünechen ta medileltuaeymünmew ta eymün.
MAT.7.3	“¿Chumngelu anta adkintuñmakefimi ñi pichi yafkan ñi nieel ta kangelu che kiñe pichi itrom pinu reke felelu ñi nge mew, fey tami ngüneduamnofiel ti fütra yafkan tami nieel ta eymi kiñe fütra trolüf mamüll reke felelu tami nge mew? 
MAT.7.4	Fey eymi nielmi kiñe fütra trolüf mamüll kisu tami nge mew, ¿chumngelu anta feypiafimi tami peñi: ‘Entulelaeyu tami itrom pinu tami nieel tami nge mew’? 
MAT.7.5	¡Küme piwkefaluwkelu! Wünelu mew wiñorakiduamtunge tami fütra yafkan mew, fey wüla ngülamafimi ta kangelu che ñi pichi yafkan mew.
MAT.7.6	“Nütramelkefilmün ti küme dungu tati üdekefilu ti küme dungu lladkülechi trewa reke felelu engün am, fey lefkontuafeymünmew ka ünatuafeymünmew, ka podkülechi sañwe reke feleyngün,
MAT.7.7	“Ngillatulemün, fey Ngünechen eluaeymünmew. Kintuaymün, fey peaymün. Mütrümaymün ta wülngiñ mew, fey nülalngeaymün. 
MAT.7.8	Tati ngillatulelu am, llowkey. Tati kintulu, pekey. Ka tati mütrümlu wülngiñ mew, fey ta nülalngekey.
MAT.7.9	“¿Kiñeke ta eymün elupeafuymün may tamün fotüm kiñe kura, ‘eluen kofke’ pielmünmew? 
MAT.7.10	¿Ka elupeafuymün may kiñe filu ‘eluen challwa’ pielmünmew? 
MAT.7.11	Fey eymün, tamün wesake piwkengefel rume, elukefimün kümeke chemkün tamün pu yall, ¡doyelchi femay tamün Chaw wenu mapu mülelu, fey eluaeymünmew re kümeke chemkün iney rume ‘eluen’ pieleyew ñi duamtuel! 
MAT.7.12	Ka femngechi ta femaymün ta eymün ta kakelu pu che mew chumngechi ta ayükeymün tamün küme trokituaetew kakelu pu che. Fey tüfa famngechi mupikey kom ñi werküel tati ley dungu ka tañi wirintukuel tati pu pelon wentru.
MAT.7.13	“Konpuaymün tati pichi rupachi wülngiñ mew. Alü rupay ka rume feyünngey tati wülngiñ ka tati rüpü yeniefilu ta che welulkawün mew, fey rume fentren che amuley feychi rüpü mew. 
MAT.7.14	Welu tati wülngiñ ka ti rüpü yeniefilu ta che rumel mongen mew, pichi rupay ka müna küdawngey ñi inangeael, fey rume pichin che konpukey tüfachi wülngiñ mew.
MAT.7.15	“Kuñiwtuwmün tati pu koyla ngünen kimeltufe mew, fey Ngünechen ñi dungu dungufaluwkey engün. Ufisa reke akukey ta eymün mew, welu tañi piwke mew lladkülechi trapial reke feley engün. 
MAT.7.16	Eymün ta ngüneduamafimün tañi femkeel mew engün, sarsa mew ta entungekelay ta ofad, ka igo entungekelay ta troltro mew. 
MAT.7.17	Femngechi, kom kümeke anümka wülkey kümeke fün, welu tati wesake anümka wesake fün wülkey. 
MAT.7.18	Tati küme anümka wül-layafuy ta wesake fün, ka ti wesa anümka no rume wül-layafuy kümeke fün. 
MAT.7.19	Kom anümka wülkenolu kümeke fün, katrüngekey ka kütraltungekey. 
MAT.7.20	Feymew tüfachi koyla ngünen kimeltufe kimngeay tañi femkeelchi dungu mew.
MAT.7.21	“Kom tañi feypikeetew: ‘Ñidol, Ñidol’, konpulayay engün ta Ngünechen tañi ülmen mülewe mew. Tati femkelu may iñche ñi Chaw wenu mapu mülelu ñi ayükeelchi dungu, konpuay tüfey mew. 
MAT.7.22	Feychi antü ta fentren che feypiaenew: ‘Ñidol, Ñidol’, iñchiñ ta dungukeiñ eymi tami üy mew. Eymi tami üy mew wemünentukeiñ weküfü, ka eymi tami üy mew femiyiñ afmanngechi dungu. 
MAT.7.23	Welu feymew iñche llowdunguafiñ: ‘Chumkawnorume kimuwkelayiñ. ¡Kiñe püle tripamün iñche mew, wesake dungu femkelu!’
MAT.7.24	“Feymew tati pu che allküñmapeetew ñi dungu ka femlu iñche tañi piel, fey tüfachi kim wentru reke femngey tati dewmalu tañi ruka chapüntu kura mew. 
MAT.7.25	Eluwi ñi mawael, fey mangiy ta lewfü ka rupay fütra kürüf, welu nengümlay rume tati ruka, chapüntu kura mew am anümkülelu. 
MAT.7.26	Welu tañi allküñmapeetew ñi dungu, fey femnolu iñche tañi piel, fey ta kiñe wedwed wentru reke feley tati dewmalu tañi ruka wente kuyüm. 
MAT.7.27	Eluwi ñi mawael, fey mangiy ta lewfü. Fütra kürüfmay ti ruka, fey tranarupay. ¡Rume wesa dungu mew rupay!”
MAT.7.28+MAT.7.29	Feymew Jesus rupan dungulu, ti pu che rume afmatulewey, Jesus am kimeltunolu chumngechi kimeltukey tati pu wentru kimeltukelu tati ley dungu. Kisu ta kimeltuy fentren pepiluwün mew.
MAT.8.1	Fey Jesus nagpatulu tati wingkul mew, rume fentren che inaeyew. 
MAT.8.2	Feymew fülkontueyew kiñe kutrankülechi wentru nielu lepra kutran,
MAT.8.2	—Ñidol, pifulmi, tremoltuafen tañi kutran mew.
MAT.8.3	Fey Jesus nüfi ti kutran ñi kuwü mew, fey feypifi:
MAT.8.3	—Feley. ¡Tremotunge!
MAT.8.3	Pichin mew müten, tati niekelu lepra kutran tremolewetuy ñi kutran mew. 
MAT.8.4	Feymew Jesus feypikünufi ti wentru:
MAT.8.4	—Feypiaeyu, iney no rume feypilayafimi tüfachi dungu. Amunge, pewfaluwmenge tati saserdote mew müten, ka yenge ta ofrenda Moyse tañi feypikünuel ñi femael ta che, femngechi tañi kimael kom che tami dew tremolewetun tati kutran mew.
MAT.8.5	Jesus ta konpulu Kapernaum waria mew, kiñe Roma tuwchi kapitan
MAT.8.6	Fey feypieyew:
MAT.8.6	—Ñidol, iñche ñi kona müley ruka mew, rume kutranküley, pepi nengümlay rume.
MAT.8.7	Fey Jesus llowdungufi ti kapitan:
MAT.8.7	—Amuan tañi tremolafiel.
MAT.8.8	Fey tati kapitan llowdunguy:
MAT.8.8	—Ñidol, Ñidol, küpakilnge. Rume yamnieeyu tami konpuael iñche ñi ruka mew. Iñche ta Roma tuwünche. Fey eymi werkülmi müten, iñche tañi kona tremoltuay. 
MAT.8.9	Iñche ta ka femngechi müley tañi werkünieetew, ka iñche ta nien soltaw tañi werkükeel. Feypifiyüm kiñeke soltaw ñi amuael, amukey. Fey feypifiyüm kangelu ñi küpayael, küpakey. Ka werküfiyüm tañi kona tañi chem chumael rume, fey femkey.
MAT.8.10	Jesus allkülu tüfachi dungu afmatulewey, fey feypifi ti pu che ñi inanieetew:
MAT.8.10	—Rüf dungu feypiwayiñ iney no rume ngelay israelche mew fente feyentulelu tüfachi wentru reke. 
MAT.8.11	Feypiwayiñ fentren che ñi küpayael tripawe antü püle ka konwe antü püle, ka anüay ñi iyael Abraam, Isaak ka Jakob engün Ngünechen tañi ülmen mülewe mew, 
MAT.8.12	welu tati pu che mülefalfel tati ülmen mülewe mew, wemünentungeay wekuntu tati fütra dumiñ mew, chew tañi ngümayam ka kütrüram engün tañi foro.
MAT.8.13	Feymew müten Jesus feypifi tati kapitan:
MAT.8.13	—Amutunge tami ruka mew. Felepe kom chumngechi tami feyentun.
MAT.8.13	Feychi lelen mew müten tañi kona tremolewetuy.
MAT.8.14	Jesus amuy Pedro ñi ruka mew, feymew pepufi Pedro tañi llalla ngütantuluwkülelu, aling kutrankülelu am. 
MAT.8.15	Jesus nüñmapufi tañi kuwü ti kuse, fey ti kuse mongetuy. Feymew Pedro tañi llalla witratuy, fey eluwi ñi poyeafiel ta Jesus.
MAT.8.16	Fey punlu, yelelngey ta Jesus fentren che kontunieetew weküfü, fey kisu ñi dungun mew müten werküfi ñi tripayael tati pu weküfü. Ka femngechi tremolyefi kakelu pu kutran. 
MAT.8.17	Fey tüfa famngechi femi ñi mupiael tañi kimelkünuel tati pelon wentru Isaia, feychi feypilu:
MAT.8.17	“Kisu kutrantupiwkey iñchiñ tati pu kutrankawkülelu mew,
MAT.8.17	fey tremoltueiñmew taiñ kutran mew.”
MAT.8.18	Jesus pefilu ti pu che tañi walloñmanieetew, werküy tañi nolngeael ta nome pichi lafken. 
MAT.8.19	Feymew fülkontueyew kiñe kimeltukelu Moyse tañi ley dungu, fey feypieyew:
MAT.8.19	—Kimeltufe, ayülen tami inayafiel chew püle rume amulmi.
MAT.8.20	Fey Jesus llowdungufi ti wentru:
MAT.8.20	—Tati pu ngürü niey engün ta lolo ka tati pu üñüm niey engün ñi dañe, welu tati Wentrukünuwpalu
MAT.8.21	Fey kiñe tati allkütuyawülkefilu, feypirkeeyew ta Jesus:
MAT.8.21	—Ñidol, wüne üngüman ñi layael ñi fütakeche, fey wüla inayaeyu.
MAT.8.22	Feymew Jesus llowdungufi ti wentru:
MAT.8.22	—Eymi inaen, fey elkünufinge tati pu che la reke felelu ñi rüngalafiel tati pu la.
MAT.8.23	Jesus konpuy kiñe farku mew, fey ñi pu disipulu kompañeyew. 
MAT.8.24	Feymew ti lafken mew triparumey kiñe fütra kürüf, fey rume newentu ingafpüramekey ti rew tati farku mew, welu Jesus umawturkey. 
MAT.8.25	Feymew tañi pu disipulu amuy ñi trepelmeaetew, fey feypimengey:
MAT.8.25	—¡Ñidol, montulmuiñ! ¡Petu llañnagiyiñ!
MAT.8.26	Fey kisu llowdunguy:
MAT.8.26	—¿Chumngelu anta fente llükaymün? ¡Müna pichin mupiltun nieymün ta eymün!
MAT.8.26	Feymew feypikünulu, witrapüray, fey werküfi tati kürüf ka ti rew lafken ñi tüngnagael. Feymew ti kürüf ka ti rew lafken tüngkülewetuy. 
MAT.8.27	Fey kisu engün, afmatulen welukonkechi ramtuwi engün: “¿Iney ürke am tüfachi wentru, kürüf ka ti rew lafken kütu ta müngeltueyew?”
MAT.8.28	Feymew Jesus puwlu nometu pichi lafken, Gadara mapu mew, epu wentru konweküfülelu tripay engu eltun mew, fey fülkontupueyew ta kisu engu. Rume kuñiwünngerkefuy engu, fey iney rume rupakerkelay fülpüle chew ñi mülemum ta kisu engu. 
MAT.8.29	Fey eluwi engu ñi wirarün:
MAT.8.29	—¡Kontumupakeliyiñ, Ngünechen ñi Fotüm! ¿Küpaymi anta faw tami kutrankamuafiel petu tañi puwnon tati medin antü? ―pi engu.
MAT.8.30	Fülpüle tüfey mew mülerkey fentren sañwe ütayawlu, 
MAT.8.31	fey llellipueyew ti pu weküfü:
MAT.8.31	—Wemünentumuliyiñ, elumuiñ taiñ konpuael tüfeychi pu sañwe mew.
MAT.8.32	Fey Jesus feypifi ti pu weküfü:
MAT.8.32	—Amumün.
MAT.8.32	Fey tati pu weküfü tripatuy tati epu wentru mew, fey konpuy engün tati pu sañwe mew. Fey pichin mew kom tati pu sañwe tuwi ñi lefmawün, fey lefkonpuy engün ti pichi lafken mew. Fey tüfey mew kom ürfipuy engün.
MAT.8.33	Tati pu kuydakefilu tati pu sañwe, tripay engün ñi lefmawün, fey puwlu waria mew nütramkapuy engün femngechi dungu ñi rupan, ka ñi küme feletun tati konweküfülekechi epu wentru. 
MAT.8.34	Feymew kom ti pu che mülelu ti waria mew tripapay engün, fey akuy chew ñi mülemum ta Jesus. Fey pefilu engün, llellipufi ñi tripatuael feychi lof mapu mew.
MAT.9.1	Dew rupalu tüfachi dungu, Jesus konpuy kiñe farku mew. Notuy nome ti pichi lafken mew, fey puwtuy kisu tañi waria mew, Kapernaum pingelu. 
MAT.9.2	Feyti mew yelelngey kiñe kutran lañmalelu ñi kuerpu, kudulelu kiñe pichi ngütantu mew. Feymew Jesus ngüneduamfilu tati pu che ñi rume feyentulen engün, feypifi tati kutran:
MAT.9.2	—Yafüluwnge, weni. Dew wiñoduamangetuymi tami yafkan mew ―pifi ti wentru.
MAT.9.3	Fey kiñeke wentru kimeltukelu ta Moyse ñi ley dungu, allkülu tüfachi dungu, rakiduami engün: “Fey tüfa tañi feypielchi dungu mew notukafi ta Ngünechen.” 
MAT.9.4	Jesus am kimnielu tañi femngechi rakiduamkülen engün, fey ramtufi ti pu wentru:
MAT.9.4	—¿Chumngelu anta fente wesa rakiduamküleymün ta eymün? 
MAT.9.5	¿Chem pin anta doy küdawngelay? ¿Tañi wiñoduamangetuael che yafkan mew, kam ñi tremolngetuael kiñe kutran? 
MAT.9.6	Feymew tamün kimael tati Wentrukünuwpalu ñi nien ta pepiluwün tüfachi mapu mew ñi wiñoduamatuafiel ta che ñi yafkan mew, feypiafiñ tüfachi lemuwkenochi kutran:
MAT.9.6	—Witratunge. Nütunge tami ngütantu, fey amutunge tami ruka mew ―pi.
MAT.9.7	Fey tati kutran, lañmalelu ñi kuerpu, witratuy ka amutuy tañi ruka mew. 
MAT.9.8	Fey tati pu che, pefilu tüfachi dungu ñi rupan, llükay ka püramyefi engün ta Ngünechen femngechi pepiluwün tañi pengelel ta wentru mew.
MAT.9.9	Jesus tripatuy ta tiye mew, fey pefi ta kiñe wentru Matew pingelu, anülelu chew tañi kofrakemum ta impuestu Romangealu. Fey Jesus feypifi ta Matew:
MAT.9.9	—Inaen.
MAT.9.9	Feymew Matew witrapüray, fey inaeyew.
MAT.9.10	Feymew Jesus amuy ñi imeael Matew ñi ruka mew, rume fentren tati kofrakelu impuestu ta Romangealu, fey kakelu wesake dunguyen che puwi engün. Ka femngechi fülkonpuy engün ta mesa mew kiñentrür ñi iyael Jesus engün ka tañi pu disipulu. 
MAT.9.11	Fey tati pu farisew, pefilu tüfachi dungu, ramtufi engün Jesus tañi pu disipulu:
MAT.9.11	—¿Chumngelu am tamün kimeltufe kiñentrür imekey tati kofrakelu impuestu ka ti pu yafkafe engün?
MAT.9.12	Fey Jesus allkülu ñi feypin engün, fey feypieyew:
MAT.9.12	—Tati külfünkülelu ka mongelelu duamlay engün ta lawentuchefe, welu tati pu kutran may ta duami ta lawentuchefe. 
MAT.9.13	Amumün ka kimtukuaymün ñi chem piel ta tüfachi wirin dungu: ‘Iñche may ta duamnien tamün kutranpiwkeyecheael, welu tamün chalintukumekenoael tati langümelchi kulliñ müten.’
MAT.9.14	Fey Juan tati Fawtisachefe tañi pu disipulu fülkonpuy engün ta Jesus mew, fey ka ramtupufi:
MAT.9.14	—Iñchiñ ka tati pu farisew ayunakeiñ, fey ¿chumngelu am tami pu disipulu kay ayunakelay engün?
MAT.9.15	Jesus llowdungueyew:
MAT.9.15	—¿Weñangküleafuy am tati pu mangelngelu kiñe mafün mew, petu tañi mülen tati nofio ta kisu engün mew? Welu akuay ti antü ñi yengetuael tati nofio, fey wülake ta ayunayay engün. 
MAT.9.16	Iney rume ta lapatule ta kiñe llud takuwün, lapantukulelkelafi ta kiñe we katrün pañu. Tati lapantukuelchi we katrün pañu trüküfkey, fey doy wesa wikürkey tati llud takuwün, fey doy alükey tati wichafün ti lapatukeel. 
MAT.9.17	Ka femngechi tukungekelay rume we pulku kiñe llud kueru mew. Femngefule, wikürafuy tati kueru, fey tati pulku ka tati kueru ngünapüdayafuy. Feymew feley tañi tukungeael tati we pulku kiñe we kueru mew, femngechi tañi fente küme chañmatuael tati epu chemkün.
MAT.9.18	Petu dungumekelu ta Jesus, akuy kiñe longkolelu tati pu judiu mew, fey lukutunagi kisu ñi fülpüle ka feypieyew:
MAT.9.18	—Tañi ñawe fewla we lapey, welu eymi amulmi ka fampuwülelfilmi tami kuwü, fey wiñomongetuay.
MAT.9.19	Fey Jesus witrapüray, ka kompañnieeyew tañi pu disipulu, fey amuy tati wentru engün. 
MAT.9.20	Feymew kiñe domo amulerkelu mari epu tripantu dewma ñi kutrankülen, kachükerkelay ñi mollfüñ, fey fülkontufi ta Jesus furi püle, fey idañmafi ñi wechuñ takuwün. 
MAT.9.21	Famngechi rakiduamürkelu am: “Idañmafili müten tañi takuwün, tremolewetuan.” 
MAT.9.22	Welu Jesus wiñokintuy, fey pefi tati domo ka feypifi:
MAT.9.22	—Yafüluwnge, papay. Tami feyentun mew ta tremotuymi.
MAT.9.22	Feychi lelen mew müten tremolewetuy.
MAT.9.23	Fey Jesus puwlu tati longko ñi ruka mew, ka pepufilu tati pu kim dungulu weñangkün musikatun
MAT.9.24	fey feypipufi ti pu che:
MAT.9.24	—Tripatumün ta tüfa mew. Tüfachi pichidomo ta lalay. Re umawküley müten.
MAT.9.24	Fey Jesus ayeñeeyew ti pu che, 
MAT.9.25	welu kisu feypifi ñi tripayael engün wekuntu ruka mew. Fey wüla konpuy ka nüñmapufi ñi kuwü tati pichidomo, fey tati pichidomo witrapüratuy. 
MAT.9.26	Fey kom tiyechi trokiñ mapu mew mülechi pu che kimi femngechi dungu ñi rupan.
MAT.9.27	Fey tripapatulu ta Jesus tiye mew, epu trawma ta wirarkülen inaeyew:
MAT.9.27	—¡David mew dullielchi Yomelche,
MAT.9.28	Feymew Jesus konpulu ti ruka mew, tati epu trawma fülkontueyew, fey Jesus ramtufi ti epu trawma:
MAT.9.28	—¿Feyentuymu anta eymu iñche tañi pepi femael ta tüfachi dungu?
MAT.9.28	—May, Ñidol ―llowdunguy ti epu wentru.
MAT.9.29	Feymew Jesus idañmafi ñi nge tati epu trawma, ka feypifi:
MAT.9.29	—Femngechi felepe chumngechi tamu feyentulen ta eymu.
MAT.9.30	Fey pelotuy engu. Feymew Jesus ta fente küme feypifi tati epu wentru:
MAT.9.30	—Feypilayafimu iney no rume femngechi tañi kimngenoael tüfachi dungu.
MAT.9.31	Welu, tripapatulu müten, nütramkayngu kom tiyechi trokiñ mapu mew tañi femel ta Jesus.
MAT.9.32	Petu tripatulu tati epu trawma, küpalngey Jesus mew kiñe ketrongechi wentru konweküfülelu. 
MAT.9.33	Fey Jesus wemünentufilu müten tati weküfü, tati ketrongechi wentru pepi dungutuy. Fey tati pu che afmatulen feypi:
MAT.9.33	—¡Fey tüfa famngechi dungu chumkawnorume pengekelay Israel mapu mew!
MAT.9.34	Welu tati pu farisew feypiyey engün:
MAT.9.34	—Tati longkolelu ti pu weküfü mew elufi tüfachi wentru feychi pepiluwün tañi wemünentuafiel tati pu weküfü.
MAT.9.35	Jesus miyawenturkey kom ti pu waria che mew ka kom lelfüntripa mülechi pu che mew. Kimeltuyawi kom sinagoga mew. Kimeli tati küme dungu Ngünechen tañi longko ülmenngen, ka tremolyefi fill kutrankülelu ka ngañkolelu. 
MAT.9.36	Fey Jesus pefilu tati pu che, kutranpiwkeyefi kisulelu engün am kiñe kechan ufisa reke nienolu tañi kamañnieaetew. 
MAT.9.37	Feymew feypifi tañi pu disipulu:
MAT.9.37	—Rüf dungu mew pütrüley ta kosecha, welu küdawfe rume pichiley. 
MAT.9.38	Feymew ngillatuafimün ta eymün tati ngenngelu tati ngan ketran mew ñi werküael küdawfe tañi kosechayael ti fün ketran.
