MAT.1.1	Na‘e tupu ‘a Sīsū Kalaisi mei he hako ‘o e Tu‘i ko Tēvitá, mei he hako ‘o ‘Ēpalahamé. 
MAT.5.43	“Kuo mou fanongo na‘e tala ki he kakaí, ‘‘Ofa ki ho kāingá, kae fehi‘a ki ho filí.’ 
MAT.5.44	Ka mou fanongo lelei mai kiate au: ‘Ofa ki homou ngaahi filí, pea lotu ma‘á e kakai ‘oku fai kovi mai kiate kimoutolú, 
MAT.5.45	ka mou hangē ko ho‘omou Tamai fakahēvaní. He ‘okú ne finangalo ke hopo e la‘aá ki he kakai faikoví mo e kakai faileleí, mo tō ‘a e ‘uhá ki he kakai faikoví mo e kakai faileleí. 
MAT.5.46	He kapau ‘oku mou ‘ofa pē ki he kakai ‘oku ‘ofa kiate kimoutolú, ko ha me‘a koā ia ke fakapale‘i ai kimoutolu ‘e he ‘Otuá? He na‘a mo e kau tānaki tukuhaú ‘oku nau fai pehē. 
MAT.5.47	Pea kapau ‘oku mou fakalea pē ki he kakai ‘oku mou mahení, ‘oku ‘ikai ko ha me‘a lahi ia. He na‘a mo e kakai ‘oku ‘ikai te nau tui ‘Otuá, ‘oku nau fai pehē mo kinautolu. 
MAT.5.48	Ko ia, ke mou haohaoa, ‘o hangē ko e haohaoa ‘a ho‘omou Tamai fakahēvaní.”
MAT.6.1	“Ka fai leva ha‘amou tokoni ki ha taha, pea ‘oua ‘e fai fakahāhā pē. He kapau te mou fai fakahāhā ho‘omou tokoní, pea ‘e ‘ikai ke fakapale‘i kimoutolu ‘e ho‘omou Tamai fakahēvaní.
MAT.6.2	Ka fai ha‘o ‘ofa ma‘á e kakai masivá, pea ‘oua ‘e ifi ha me‘alea. Ko e me‘a foki ia ‘oku fai ‘e he kau mālualoí he ngaahi fale lotú mo e ngaahi toumu‘á ke fakamālō ai e kakaí kiate kinautolu. Ko e mo‘oni ‘eni ‘oku ou tala atú, ko honau palé pē ia.
MAT.6.3	Ka fai ha‘amou ‘ofa ma‘á e kakai masivá, pea vakai na‘a mou tala ki ha taha.
MAT.6.4	Foaki fakapulipuli ho‘omou me‘a‘ofá. He ‘oku ‘afio‘i ‘e ho‘omou Tamaí ho‘omou me‘a ‘oku fai fakapulipulí, pea kuo pau ke ne fakapale‘i ai kimoutolu.”
MAT.6.5	“Ka fai ha‘amou lotu pea vakai na‘a mou hangē ko e kau mālualoi ko ē ‘oku manako he tu‘u ‘o lotu he ngaahi fale lotú mo e ngaahi toumu‘á ke hā ki he kakaí. Ko e mo‘oní ‘eni ‘oku ou tala atú, ko honau palé pē ia.
MAT.6.6	Ka ke ka fie fai leva ha‘o lotu, peá ke hū ki ho lokí, tāpuni e matapaá, pea fai ho‘o lotú ki ho‘o Tamai ‘oku ‘afio he liló. He ko e ‘Otuá ‘okú ne ‘afio‘i e me‘a kotoa, pea kuo pau ke ne fakapale‘i koe.
MAT.6.7	Vakai na‘a mou lotu ‘o fa‘ifa‘itaki ki he kakai ‘oku ‘ikai ‘ilo ‘Otuá. He ko e fakakaukau ‘a e kakai ko iá, ka lahi ‘enau valelaú pea ‘e ongo ki he ‘Otuá. 
MAT.6.8	Vakai na‘a mou fa‘ifa‘itaki kiate kinautolu. He ‘oku tomu‘a ‘afio‘i ‘e ho‘omou Tamaí ho‘omou me‘a ‘oku fie ma‘ú ‘i he te‘eki ke mou fai ha kole ki ai. 
MAT.6.9	Ko e lotu eni ke mou faí,
MAT.6.9	‘‘E ‘Otua, ko ‘emau Tamai koe ‘oku ‘afio ‘i Hēvani,
MAT.6.9	Ke kei toputapu ai pē ho Huafá,
MAT.6.10	Ke hoko mai ho Pule‘angá.
MAT.6.10	Ke fai ho finangaló ‘i māmani,
MAT.6.10	‘o hangē ko ia ‘oku fai ‘i Hēvaní.
MAT.6.11	‘Omi mu‘a ha‘amau me‘atokoni ki he ‘ahó ni.
MAT.6.12	Pea fakamolemole‘i ‘emau ngaahi angahalá,
MAT.6.12	‘o hangē ko ‘emau fakamolemole‘i ‘a kinautolu ‘oku fai hala maí.
MAT.6.13	‘Oua na‘a tuku ke mau mo‘ua ‘i ha ‘ahi‘ahi,
MAT.6.13	ka ke fakahaofi kimautolu mei he koví.
MAT.6.13	(He ‘oku ‘o‘ou ‘a e pule‘angá, mo e māfimafí, mo e lāngilangí, ‘o laui kuonga.) ‘Ēmeni.’
MAT.6.14	Kapau te mou lava ‘o fakamolemole‘i ha taha ‘e fai hala mai kiate kimoutolu, pea ‘e fakamolemole‘i leva kimoutolu ‘e ho‘omou Tamai fakahēvaní. 
MAT.6.15	Pea kapau ‘e ‘ikai te mou fakamolemole‘i kinautolu, ‘e ‘ikai leva ke fakamolemole‘i kimoutolu ‘e ho‘omou Tamaí.”
MAT.6.16	“Ka fai ha‘amou ‘aukai pea vakai na‘a mou fa‘ifa‘itaki ki he kau mālualoí ‘o fakamatapeko ai. He ‘oku nau fiehā‘aki ‘enau ‘aukaí, koe‘uhi ke vikia kinautolu. Ko e mo‘oni eni ‘oku ou tala atú, ko honau palé pē ia. 
MAT.6.17	Ka ko koe, ka ke ka ‘aukai leva, peá ke helu mo tafitafi. 
MAT.6.18	Pea ‘e ‘ikai leva ke fakatokanga‘i ‘e he kakaí ho‘o ‘aukaí. Ka ‘e ‘afio‘i ‘e ho‘o Tamaí, pea te ne fakapale‘i koe.”
MAT.6.19	“Vakai na‘a mou tānaki koloa ‘i māmani. Ko e koloa ‘o māmaní ‘oku kai ia ‘e he ané, pe ‘ume‘umea, pe kaiha‘asi ‘e ha kau hae fale. 
MAT.6.20	Mou tānaki koloa ‘i Hēvani. He ko e koloa ‘o Hēvaní ‘oku ‘ikai ke kai ‘e he ané, pe ‘e ‘ume‘umea, pe ‘e lava ‘e ha kau hae fale ‘o kaiha‘asi. 
MAT.6.21	Ko e feitu‘u ‘oku tānaki ai ho‘o koloá, ‘e nofo ai ho lotó.”
MAT.6.22	“Ko ho matá ‘oku maama ai ho lotó. Ka sai ho‘o sió, ‘e māmangia kotoa ai pē ho lotó. 
MAT.6.23	Ka ‘o kapau ‘oku ‘ikai sai ho‘o sió, pea ‘e fakapo‘uli kotoa ai mo ho lotó. Kapau ko e koto fakapo‘uli ‘a e maama ‘oku ‘i ho lotó, pea tā ko e po‘uli lahi mo‘oni ‘oku ke ‘i aí.”
MAT.6.24	“He‘ikai te mou lava ke fakaongoongo ki ha pule ‘e ua. He kuo pau ke ke ‘ofa ki he taha kae fehi‘a ki he taha, pe ko ho‘o mamahi‘i e taha kae lī‘aki e taha. He‘ikai te mou lava ke ‘eiki ‘aki ‘a e ‘Otuá mo e koloá.”
MAT.6.25	“Mou fanongo lelei mai kiate au: Vakai na‘a mou hoha‘a ki ho‘omou mo‘ui fakasinó. ‘Oua ‘e holitu‘u ki ha me‘a ke mou kai, pe inu, pe vala. He ‘oku ‘ikai ngata ‘a e mo‘uí he me‘akaí mo e valá. 
MAT.6.26	Mou sio ange ki he fanga manupuná. ‘Oku ‘ikai te nau tōta‘u pe ututa‘u. ‘Oku ‘ikai te nau fa‘oaki ha me‘akai ki ha feleoko. Ka ‘oku fafanga kinautolu ‘e ho‘omou Tamai fakahēvaní. Mou tala mai angé: ‘Ikai ‘oku mou mahu‘inga ange he fanga manupuná?
MAT.6.27	Ko ho‘omou hoha‘á, ‘e lava koā ke fakalōloa atu ai ho‘omou mo‘uí? 
MAT.6.28	Ko e hā leva ‘oku mou loto mo‘ua ai ki ho‘omou teuteú? Sio ange ki he tupu faka‘ofo‘ofa ‘a e ngaahi kakala ‘o ‘utá. Taumaiā ‘oku nau ngāue ke ma‘u ai hanau teunga.
MAT.6.29	Ko e mo‘oni ‘oku ou tala atú: Na‘a mo e tu‘i koloa‘ia ko Solomoné, ‘oku kei faka‘ofo‘ofa ange pē ‘a e ngaahi matala‘i ‘akaú ni ‘i hono teungá. 
MAT.6.30	Kapau ‘oku fakateunga ‘e he ‘Otuá ‘a e mohuku ‘i ‘uta ní, ‘a ē ‘oku matala he ‘ahó ni kae mae ‘apongipongi ‘o tutu ‘i he tu‘unga vevé, pea huanoa ha‘ane fakateunga kimoutolu! Ko e hā kuo vaivai ai ho‘omou tuí?
MAT.6.31	‘I he‘ene peheé leva, tuku ho‘omou loto mo‘ua mo fa‘a pehē, ‘Ko e hā te tau kai mo inu mo kofú?’ 
MAT.6.32	He ko e ngaahi me‘a ia ‘oku loto mo‘ua ki ai e fa‘ahinga ‘oku ‘ikai tui ‘Otuá. ‘Oku ‘afio‘i ‘e ho‘omou Tamai fakahēvaní ‘a e pau ke mou ma‘u kotoa ‘a e ngaahi me‘a ko iá.
MAT.6.33	Mou tomu‘a feinga ke hū ki he Pule‘anga ‘o e ‘Otuá, mo fai hono finangaló, pea ‘e ‘oatu kotoa ‘e he ‘Otuá mo e ngaahi me‘a ko iá ma‘amoutolu.
MAT.6.34	Ko ia, vakai na‘a mou loto mo‘ua koe‘uhí ko ha faingata‘a ‘e hoko atu ‘apongipongi. ‘E toki tokanga‘i pē ia ‘apongipongi. He ‘oku fe‘unga pē e faingata‘a ‘o e ‘ahó ni mo e ‘ahó ni.”
MAT.7.1	“‘Oua na‘a mou fakamāu‘i e kakai kehé, pea he‘ikai ke fakamāu‘i kimoutolu ‘e he ‘Otuá. 
MAT.7.2	Ko e fakamaau te ke faí, ko ia pē ‘e fakamāu‘i ‘aki koé. Ko e me‘afua te ke fua ‘aki e kakaí, ko ia ‘e fua‘aki koé.
MAT.7.3	Ko e hā ‘okú ke hoha‘a ai ki ha ki‘i me‘i ‘uli he kano‘i mata ho kāingá, kae ‘ikai te ke fakatokanga‘i e fu‘u va‘akau ‘i ho kano‘i mata ‘o‘oú? 
MAT.7.4	‘Oku ou tumu ‘i ho‘o pehē ange ki ho kāingá, ‘Ka u to‘o mu‘a ‘a e me‘i ‘uli ‘i ho kano‘imatá,’ ‘osi angé ‘oku ‘i ai e fu‘u va‘akau ‘i ho kano‘i mata ‘o‘oú! 
MAT.7.5	Tuku ho‘o mālualoí! Tomu‘a to‘o e fu‘u va‘akau mei ho kano‘i mata ‘o‘oú, kae lava ke ke sio lelei, peá ke toki to‘o leva ‘a e me‘i ‘uli mei he kano‘i mata ho kāingá.
MAT.7.6	‘Oua ‘e laku ha me‘a toputapu ki he fanga kulií, na‘a faifai pea nau tafoki hake ‘o ‘ohofi kimoutolu. Pea ‘oua ‘e laku ho‘omou mata‘itofé ki he fanga puaká, na‘a faifai pea nau tāmolo ai.”
MAT.7.7	“Mou kole, pea ‘e foaki kiate kimoutolu. Mou kumi, pea te mou ‘ilo. Mou tukituki he matapaá, pea ‘e fakaava atu. 
MAT.7.8	He ko e toko taha kotoa pē ‘oku kolé, ‘e foaki kiate ia ‘a e me‘a ‘okú ne fie ma‘ú. Pea ko e toko taha kotoa pē ‘e kumí, te ne ma‘u e me‘a ‘okú ne kumí. Pea ‘e fakaava ‘a e matapaá ki ha taha pē ‘e tukituki.
MAT.7.9	He ko hai ‘iate kimoutolu ‘e tangi kai atu ha‘o tamasi‘i peá ke ‘oange ha fo‘i maka? 
MAT.7.10	Pe ‘e kole mata‘i ika peá ke ‘oange ha ngata? 
MAT.7.11	Ko e kakai angakovi kimoutolu, ka ‘oku mou kei ‘ave me‘a lelei ma‘a ho‘omou fānaú. Pea huanoa ho‘omou Tamai fakahēvaní ‘ene fie tali ma‘u pē ho‘omou ngaahi kolé.
MAT.7.12	Ko e me‘a ‘oku mou loto ke fai ‘e he kakaí kiate kimoutolú, mou fai pehē kiate kinautolu. He ko e ‘uhinga ia ‘o e lao ‘a Mōsesé mo e ngaahi tohi ‘a e kau palōfitá.”
MAT.7.13	“Mou hū atu he matapā fāsi‘í. Ko e matapā ‘oku fālahi pea faingofua ‘a e hū atu aí, ko e hala ia ki he ‘auhá. ‘Oku tokolahi ‘a e hū aí. 
MAT.7.14	Ka ko e matapā ‘oku fāsi‘i pea faingata‘a ‘a e hū aí, ko e hala ia ki he mo‘uí. Pea ‘oku tokosi‘i ‘a e hū aí.”
MAT.7.15	“Mou tokanga‘i e kau palōfita loí. He ‘oku nau hangē mai ko ha sipí ‘i tu‘a. Ka ko honau lotó ko e manu fekai ‘atā. 
MAT.7.16	‘Oku ‘ilonga ia ‘i he ngaahi me‘a ‘oku nau faí. Taumaiā te mou toli kālepi pe toli fiki mei ha fu‘u vao talatala.
MAT.7.17	‘Ilonga ha ‘akau ‘oku mo‘ui lelei, pea kuo pau ke fua lelei. Ka ko e ‘akau ‘oku ‘ikai mo‘ui leleí kuo pau ke fua kovi. 
MAT.7.18	‘E ‘ikai ke fua kovi ha fu‘u ‘akau ‘oku mo‘ui lelei. Pea ‘e ‘ikai ke fua lelei ha fu‘u ‘akau ‘oku ‘ikai ke mo‘ui lelei. 
MAT.7.19	‘Ilonga ha fu‘u ‘akau ‘oku ‘ikai ke fua lelei, kuo pau ke tā ia ‘o tutu. 
MAT.7.20	‘Oku ‘ilonga ‘a e kau palōfita loí he ngaahi me‘a ‘oku nau faí.”
MAT.7.21	“‘E ‘ikai hū ki he Pule‘anga ‘o Hēvaní ‘a e kakai kotoa ‘oku nau fa‘a pehē mai kiate au, ‘‘Eiki! ‘Eiki ē!’, kae ngata he kakai ‘oku nau fai e finangalo ‘o e Tamaí. 
MAT.7.22	He ‘e pehē mai ‘e he tokolahi ‘i he ‘aho fakamāú, ‘‘Eiki! ‘Eiki ē! Na‘a mau malanga‘aki ho huafá, mo kapusi tēvolo ‘aki. Pea mau toe fai mana foki ‘i ho huafá.’ 
MAT.7.23	Ka te u tala ange ‘e au kiate kinautolu, ‘‘Oku ‘ikai pē te u ‘ilo ‘e au kimoutolu. Mou ō mama‘o meiate au, ‘a e kau fai kovi!’”
MAT.7.24	“Ka ai leva ha taha ‘e fanongo mai ki he ngaahi me‘a ‘oku ou lea‘akí, peá ne ongongofua ki ai, pea ‘oku tatau ia mo ha tufunga fakapotopoto na‘e fai ‘ene langa fale ‘i ha feitu‘u maka. 
MAT.7.25	Pea tō ‘a e ‘uhá, pea hake mai e vaitafé, pea angi mo e matangí ‘o fa‘afa‘aki he fale ko iá. Kae ‘ikai ke holo ia, he kuo langa he feitu‘u maka.
MAT.7.26	Pea ka ‘ilonga ha taha ‘e fanongo ki he ngaahi me‘a ‘oku ou lea‘akí kae ‘ikai ke ongongofua ki ai, pea ‘oku tatau ia mo ha tufunga vale na‘e langa fale ‘i ha feitu‘u ‘one‘one. 
MAT.7.27	Pea tō e ‘uhá, pea hake mai e vaitafé, pea angi mo e matangí ‘o fa‘afa‘aki he falé, pea holo lahi ia!”
MAT.7.28	Pea ‘osi ai e faiako ‘a Sīsuú. Kae fakatumutumu e kakaí ‘i he‘ene ngaahi fakahinohinó. 
MAT.7.29	He na‘á ne hangē ko ha faiako mafai lahí, ‘o kehe ia mei he‘enau kau faiako lao ‘a Mōsesé.
MAT.8.1	Pea ‘alu hifo ‘a Sīsū mei he tafa mo‘ungá ‘oku muimui atu ‘iate ia ha fu‘u kakai tokolahi. 
MAT.8.2	Pea ‘iloange kuo ha‘u ha tangata kilia ‘o tū‘ulutui hifo. Pea pehē atu ‘e he tangatá, “‘Eiki, ka ke ka loto ke fakamo‘ui hoku kiliá, te ke lava.”
MAT.8.3	Pea ala ‘a Sīsū ki he tangatá mo ne pehē ange, “Ko hoku lotó ia. Ma‘a ā!” Pea ma‘a ai pē e kilia ‘o e tangatá.
MAT.8.4	Pea toe pehē ange ‘e Sīsū ki ai, “‘Oua te ke tala ki ha taha. Ka ke ‘alu pē ki ha taula‘eiki ‘o fakahā ange kuó ke sai. Pea ‘ave ha me‘a‘ofa ki he Temipalé, ke mahino ki he kakaí kuo fakamo‘ui koe ‘e he ‘Otuá. He ko e tu‘utu‘uni ia ‘a Mōsese ‘i he Laó.”
MAT.8.5	Pea a‘u ai ‘a Sīsū ki he kolo ko Kāpaneume. Pea ‘iloange kuo fakafetaulaki mai ha ‘ōfisa he kau tau malu‘i fonua ‘a Lomá ‘o kole tokoni ange. 
MAT.8.6	Na‘á ne pehē ange, “‘Eiki, ‘oku ‘i ai si‘eku tamaio‘eiki ‘oku tokoto ‘i ‘api ko ‘ene puke he mamateá, pea ‘oku faingata‘a‘ia ‘aupito.”
MAT.8.7	Pea pehē ange ‘e Sīsū, “Te u ‘alu atu ‘o fakamo‘ui ia.”
MAT.8.8	Kae tala ange ‘e he ‘ōfisá, “‘Oua ‘Eiki, he ko hoku falé ‘oku ‘ikai taau mo koe. Fai pē ha‘o fekau, pea ‘e mo‘ui ai ‘eku tamaio‘eikí. 
MAT.8.9	Ko aú, foki, ko e tangata ma‘u mafai. ‘Oku ‘i ai ‘eku kau sōtia ‘oku nau fakaongo kiate au. Ko ‘eku pehē ange ki ha taha, ‘‘Alu,’ kuo ‘alu. Pea ko ‘eku pehē ange ki he taha, ‘Ha‘u,’ kuo ha‘u; pe te u pehē ange ki ha‘aku pōpula, ‘Fai ē,’ kuó ne fai.”
MAT.8.10	Pea ofo ‘aupito ‘a Sīsū he lea ‘a e ‘ōfisá, peá ne pehē ange ki he kakai na‘e muimui maí, “Ko e mo‘oni ‘oku ou tala atú, kuo te‘eki te u fetaulaki mo ha taha tui lahi pehē ‘i ‘Isilelí ni.
MAT.8.11	‘Oku ou tala atu kiate kimoutolu, ‘e omi ha tokolahi mei he hahaké mo e hihifó ‘o kai kātoanga fakataha mo ‘Ēpalahame mo ‘Aisake pea mo Sēkope ‘i he Pule‘anga ‘o Hēvaní. 
MAT.8.12	Ka ko e kakai ‘oku lau tokua ko e kakai ‘o e pule‘angá, ‘e kapusi kinautolu ki he feitu‘u fakapo‘ulí. Pea te nau toki tangi ai mo to‘e he mamahi.”
MAT.8.13	Pea tala ange ‘e Sīsū ki he ‘ōfisá, “Foki koe ki ‘api. Kuo mo‘ui ho‘o tamaio‘eikí koe‘uhí ko ho‘o tuí.”
MAT.8.13	Pea mo‘ui ai pē ‘a e tamaio‘eiki ‘a e ‘ōfisá.
MAT.8.14	Pea a‘u atu ai ‘a Sīsū ki he ‘api ‘o Pitá. Pea ko e fa‘ē ‘a e mali ‘o Pitá, kuo tokoto ko e mofi. 
MAT.8.15	Pea ala hifo ‘a Sīsū ki hono nimá, pea mahu‘i ai pē ‘a e mofí. Pea tu‘u hake ‘a e fefiné ‘o feime‘atokoni ma‘a Sīsū.
MAT.8.16	Pea efiafi hifó, kuo ‘omi ‘e he kakaí kia Sīsū ha tokolahi kuo ma‘u ‘e ha fanga tēvolo. Ko ‘ene kapusi e fanga tēvoló na‘e fai ‘aki pē ha‘ane fekau, pea ko kinautolu kotoa na‘e mahamahakí na‘á ne fakamo‘ui, 
MAT.8.17	pea mo‘oni ai ‘a e lau ‘a e palōfita ko ‘Aiseá:
MAT.8.17	“Na‘á ne faito‘o hotau ngaahi alanga mahakí,
MAT.8.17	peá ne fakamo‘ui kitautolu.”
MAT.8.18	Na‘e fakatokanga‘i ‘e Sīsū ‘oku fu‘u tokolahi e kakaí, peá ne tukufolau ki he kauvai ‘o e Ano ‘i Kālelí. 
MAT.8.19	Pea pehē ange ai ‘e ha faiako Lao ‘a Mōsese, “Tangata‘eiki, neongo pe ko e fē ha feitu‘u te ke ‘alu ki ai, te u fie kaungā fononga mo koe.”
MAT.8.20	Pea tala ange ‘e Sīsū, “Ko e fanga fōkisí ‘oku ‘i ai honau tafu, pea ko e fanga manupuná ‘oku ‘i ai honau pununga. Ka ko e Foha ‘o e Tangatá ‘oku ‘ikai hano mālōlō‘anga.”
MAT.8.21	Pea toe pehē ange ‘e he taha he kau akó, “‘Eiki, tuku mu‘a ke u tomu‘a ‘alu ‘o tanu ‘eku tangata‘eikí.”
MAT.8.22	Kae tala ange ‘e Sīsū ki ai, “Ha‘u koe ke ta ō kitaua, kae tuku e maté ke ne tanu e maté!”
MAT.8.23	Pea heka vaka leva ‘a Sīsū mo ‘ene kau akó. 
MAT.8.24	Pea fakafokifā kuo tō ha fu‘u matangi he anó, ‘o hake ai e peaú ki vaka. Kae mā‘umohe pē ‘a Sīsū ia. 
MAT.8.25	Pea ‘oho atu ‘ene kau akó ‘o fafangu ia mo kaila, “‘Eiki ē, te tau melemo! Fakahaofi kitautolu!” 
MAT.8.26	Kae pehē atu ‘e Sīsū, “Ko e hā ‘oku mou manavahē aí? Ko e hā ‘oku vaivai ai ho‘omou tuí?” Peá ne toki mālanga hake ‘o fekau e matangí mo e peaú ke nonga. Pea nonga ai e me‘a kotoa.
MAT.8.27	Pea fakatumutumu ai ‘a e kau akó mo nau pehē, “Ko e tangata hā eni ‘oku toe talangofua ki ai e matangí mo e peaú?”
MAT.8.28	Pea a‘u atu ‘a Sīsū ki he kauvai ‘o e kakai Kataliní, kuo fakafetaulaki mai ha ongo tangata ‘āvea kuo ma‘u ‘e ha fanga tēvolo, pea kuo fuoloa ‘ena nofo holo he ngaahi fa‘itoka ‘i he feitu‘u ko iá. Ko e ongo tangata fieta‘a ‘aupito, pea na‘e ‘ikai ha taha ‘e lava ‘o ofi kiate kinaua. 
MAT.8.29	Pea fakafokifā kuó na kaila mai, “‘E Sīsū, ‘Alo ‘o e ‘Otuá! Ko e hā e me‘a ‘okú ke ha‘u aí? ‘Ikai ko ho‘o ha‘ú ke faka‘auha leva kimaua?” 
MAT.8.30	Na‘e fe‘unga ia ‘oku ‘i ai ha fanga puaka ‘oku huohua ofi mai kiate kinautolu.
MAT.8.31	Pea pehē ange ‘e he fanga tēvoló kia Sīsū, “Kapau te ke kapusi kimautolu, peá ke fekau mu‘a ke mau hū he fanga puaká.” 
MAT.8.32	Pea fekau ai ‘e Sīsū ke nau hū ki ai. Pea nau matua mai ki tu‘a mei he ongo tangatá ‘o hū he fanga puaká. Pea ‘oho hifo leva ‘a e fanga puaká he tahifohifó ‘o tū‘ulu kotoa ki he anó ‘o melemo ai.
MAT.8.33	Pea feholaki e kau tauhi puaká ki kolo ‘o talanoa ki he kakaí ‘a e me‘a kuo hokó, kae tautautefito ki he me‘a na‘e hoko ki he ongo ‘āveá.
MAT.8.34	Pea holo mai ‘a e kakai kotoa mei he koló ‘o fakafetaulaki kia Sīsū. Ka ko ‘enau fe‘iloaki pē mo Sīsuú pea nau kole ange ke ne ‘alu ā mu‘a mei honau feitu‘u fonuá.
MAT.9.1	Pea heka vaka ‘a Sīsū ‘o foki ki he kolo na‘e nofo aí. 
MAT.9.2	Pea fuoloa si‘i mei ai kuo fata mai kiate ia ‘e ha ni‘ihi ha tangata mamatea. Pea na‘e fakatokanga‘i ‘e Sīsū ‘oku mālohi ‘enau tuí, peá ne pehē ange ki he mamateá, “Fiemālie pē, he kuo ‘osi fakamolemole‘i ho‘o ngaahi angahalá.” 
MAT.9.3	Pea pehē ‘e he kau faiako Lao ‘a Mōsese na‘e ‘i aí, “Ko e fie ‘Otuá ia!”
MAT.9.4	Na‘e ‘ilo ‘e Sīsū ‘a e anga ‘o ‘enau fakakaukaú, peá ne pehē ange kiate kinautolu, “Ko e hā ‘oku mou lotokovi aí? 
MAT.9.5	He ko fē ‘oku faingofua angé: ko ‘eku pehē ange ki he tangata mamateá ni, ‘Kuo fakamolemole‘i ho‘o ngaahi angahalá,’ pe ko ‘eku pehē ange ‘Tu‘u ki ‘olunga ‘o ‘alu ki ‘api’? 
MAT.9.6	Ka te u ‘ai ke mahino kiate kimoutolu he ‘ahó ni ‘oku ma‘u mafai ‘i māmani ‘a e Foha ‘o e Tangatá ke fakamolemole angahala.” Pea tala ange ‘e Sīsū ki he tangata mamateá, “Tu‘u! To‘o ho mohengá, peá ke ‘alu ki ‘api.”
MAT.9.7	Pea tu‘u hake ai pē e tangatá ‘o ne ‘alu ki ‘api.
MAT.9.8	Pea sio ki ai e kakaí pea nau manavahē. Pea nau fakamālō ki he ‘Otuá, koe‘uhí ko ‘ene foaki ha mafai lahi pehē ki ha tangata.
MAT.9.9	Pea laka atu ‘a Sīsū ‘o ne mamata ki ha tangata tānaki tukuhau ko Mātiu ‘oku nofo mai ‘i hono ‘ōfisi. Pea tala ange ‘e Sīsū, “Ha‘u ke ta ō.” Pea mālanga hake ai ‘a Mātiu ‘o na ō mo Sīsū.
MAT.9.10	Fuoloa si‘i mei ai kuo fai ‘e Mātiu ha fakaafe ‘i hono ‘apí ma‘a Sīsū mo ‘ene kau akó. Pea kuo tokolahi ai e kaungā tānaki tukuhau ‘o Mātiú mo e kau angahala kehe. 
MAT.9.11	Pea sio ki ai ‘a e kau Fālesí pea nau ‘eke ange ki he‘ene kau akó, “Ko e hā ‘oku ma‘u me‘atokoni fakataha ai ho‘omou faiakó pea mo e fa‘ahinga kakai ko ená?”
MAT.9.12	Ne fanongo ki ai ‘a Sīsū, peá ne pehē ange kiate kinautolu, “‘Oku ‘ikai ko e kakai mo‘ui leleí ‘oku ‘aonga ki ai e tōketaá, kae ngata he kakai mahamahakí. 
MAT.9.13	Mou feinga ke ‘ilo ‘a e ‘uhinga ‘o e potu Folofola ko eni: ‘‘Oku fie ma‘u ‘e he ‘Otuá ‘a e manava‘ofá, ‘o ‘ikai ko e feilaulaú.’ Na‘e ‘ikai te u ha‘ú ke ui ‘a e kakai fai totonú, ka ko e kakai fai angahalá.”
MAT.9.14	Na‘e a‘u mai kia Sīsū ha kau ako ‘a Sione Papitaiso. Pea nau pehē ange, “Ko e kau Fālesí mo kimautolu, ‘oku mau fa‘a ‘aukai. Ka ko ho‘o kau akó, ‘oku ‘ikai te nau teitei ‘aukai kinautolu.”
MAT.9.15	Pea fehu‘i ange ‘e Sīsū kiate kinautolu, “He ‘e nofo ‘aukai koā ha kau fakaafe ‘i ha kātoanga mali ‘i he kei ‘iate kinautolu ‘a e ‘eiki ta‘ané? ‘Ikai ‘aupito! Ka ‘e hoko mai ‘a e ‘aho ‘e ‘ave ai e ‘eiki ta‘ané meiate kinautolú, pea ko ‘enau toki ‘aukaí ia. 
MAT.9.16	‘E ‘ikai hanga ‘e ha taha ‘o monomono ha kofu motu‘a ‘aki ha konga tupenu fo‘ou. He kuo pau ke mingi e konga tupenu fo‘oú, ‘o toe lahi ange ai e mahae ‘a e kofú.
MAT.9.17	Pea ‘e ‘ikai hanga ‘e ha taha ‘o ‘utu ha uaine fo‘ou ki ha hina leta motu‘a. He ‘e pā e hiná, ‘o mahua ai e uainé. Ka kuo pau ke ‘utu e uaine fo‘oú ki ha hina leta fo‘ou, kae fakatou tolonga.”
MAT.9.18	Pea lolotonga ‘a e kei faiako ‘a Sīsuú kuo tō tū‘ulutui mai ha tangata tauhi fale lotu ‘o e kakai Siú. Pea pehē ange ‘e he tangatá kia Sīsū, “Ko si‘oku ‘ōfefiné kuo toki maté ni. ‘Alu ange mu‘a ‘o hilifaki ki ai ho nimá, kae si‘i mo‘ui.” 
MAT.9.19	Pea tu‘u hake ‘a Sīsū mo ‘ene kau akó ‘o nau ō mo e tangatá.
MAT.9.20	Pea na‘e ‘i ai ha fefine kuo ta‘u ‘e hongofulu mā ua ‘ene puke he ‘au toto na‘e muimui atu he tu‘a ‘o Sīsuú ‘o ala ki he kapa hono kofú. 
MAT.9.21	He kuó ne pehē ‘i hono lotó, “Kapau te u lave pē ā ki hono kofú, pea te u mo‘ui.”
MAT.9.22	Pea tafoki ‘a Sīsū ‘o hanga ki he fefiné, peá ne tala ange, “Fiemālie pē, fefine! Kuo fakamo‘ui koe koe‘uhí ko ho‘o tuí.” Pea mo‘ui ai ‘a e fefiné.
MAT.9.23	Pea a‘u atu ‘a Sīsū ki he ‘api ‘o e tauhi fale lotú, kuo vālautu‘u ai ha kau ifi fangufangu mo ha kau tēngihia. 
MAT.9.24	Peá ne tala ange kiate kinautolu, “Mou ō kotoa ki tu‘a! ‘Oku ‘ikai ke mate e ki‘i ta‘ahiné. ‘Oku mohe pē ia.” Pea kamata manuki ai e kakaí kia Sīsū.
