MAT.1.1	Ene pitiiŋ to Yesu Krisi puughu tooni. Yesu, i siŋ to kinik David, ve David i siŋ to Abaram. 
MAT.6.1	Yesu isaav pazi muul ighe: “Matamim imomoos poi pa taumim. Ŋgar popoia tau yam aghe agham zi na, atotoi zi ila tamtamon matazi to tighita ve tipait gham pani sov. Pa ighe agham tauvene, Tamamim tau ileep sambam we, pale irau igham lemim atuya poia eta mako. 
MAT.6.2	“Tauvene isaav ighe yo uul yes mbolaaŋa, na ubobaini sov. Pa ene ŋgar to yes tau tipapamir tauzi pa ghuruuŋ ila toozi. Saa uleeŋ tau ighe tigham pa tamtamon, ene yes tibobaini iloŋ ila rumei, ve izi maaran aate paam. Leso tamtamon tipakur zi. Yau nasaav payam kat: Atuya toozi, tauta tighamu pataghaaŋ wa!
MAT.6.3+MAT.6.4	“Eemon isaav ighe yo uul yes mbolaaŋa, na ughamu imin ŋgozaaŋ. Ighe nimam tapir igham uratoini, na nimam ŋas iwataghi sov. Leso Tamam tau ileep sambam iyol nimam. Pasaa, gabua naol isov tau ŋgozaaŋa na, i ighitoor zi wa.” 
MAT.6.5	Yesu isaav muul ighe: “Saawe tau ighe asuŋ, na ataghon ŋgar imin yes tau tipapamir tauzi pa ghuruuŋ ila toozi na sov. Pa yes tighe le tiyooz ila rumei loolo, ma izi maaran aate, ve tigham suŋuuŋ toozi ila tamtamon matazi. Leso tighit zi ve tipait zi. Yau nasaav payam kat: Atuya toozi, tauta tighamu pataghaaŋ wa! 
MAT.6.6	Eemon isaav ighe yo usuŋ, na uloŋ ula ruum tsio loolo, upoon ataman, ve usuŋ pa Tamam Maaron tau tamtamon tighitghita mako na. I pale ilooŋ suŋuuŋ tsio, ve igham lem atuya poia. Pasaa, gabua isov tau ŋgozaaŋa na, i ighitoor zi isov.
MAT.6.7	“Ve saawe tau ighe asuŋ, na ayau avomim ve ayoot suŋuuŋ tsiam ila malau sov. Pa ene ŋgar to yes nugh nugh tau tikankaan pa Maaron. Yes tigham ŋgar tauvene: Ighe tigham suŋuuŋ malaua, ene pale maaron toozi ilooŋ zi ve iuul zi. 
MAT.6.8	Eemon yam ataghon zi pa ŋgar toozi sov. Pa saawe tau aghason Tamamim Maaron pa gabua eta soone, i iwatagh mbolaaŋ tsiam wa. 
MAT.6.9	Tauvene saawe tau yam aghe asuŋ, na asaav tauvene:
MAT.6.9	‘Tamamai tau uleep sambam,
MAT.6.9	ugham tamtamon tipatab pa yo ezam.
MAT.6.10	Pooz tsio ilam irau nugh le isov.
MAT.6.10	Ugham tamtamon titaghon lolom izi taan,
MAT.6.10	imin titaghoni izi sambam. 
MAT.6.11	Ugham aniiŋ to aazne payei. 
MAT.6.12	Upul sosor tsiei, imin yei nipul sosor tau tamtamon tigham payei. 
MAT.6.13	Upul tovaaŋ ivot payei sov.
MAT.6.13	Uvool tsiei ve upaghau ghei pa gabua sasaghati naol isov.’ 
MAT.6.14	“Alooŋ. Isaav ighe yam apul sosor to tamtamon, ene aat Tamamim tau ileep sambam we ireu sosor tsiam paam. 
MAT.6.15	Ve isaav ighe apul sosor to tamtamon mako, ene aat sosor tsiam paam, Tamamim Maaron irau ireua mako.
MAT.6.16	“Isaav ighe yam aŋgun taumim pa ghaniiŋ aniiŋ itaghon suŋuuŋ ŋgara, na agham naghomim isaghat ve atudtud imin yes tau tipapamir tauzi pa ghuruuŋ ila toozi na sov. Yes tighamgham tauvene, leso tamtamon tighit zi ve tipait zi pa ŋgar toozi tawe. Yau nasaav payam kat: Atuya toozi, tauta tighamu wa. 
MAT.6.17	Eemon isaav ighe yo uŋgun taum pa ghaniiŋ aniiŋ itaghon suŋuuŋ ŋgara, na utotoia ivot ighazooŋ sov. Umin naghom, ve ugharaat taum le naghom poia. 
MAT.6.18	Leso tamtamon tighilaal ŋgar tau ughamu na sov. Ve Tamam Maaron tau tamtamon tighitghita mako na, i mon aat ighit ghom, ve igham lem atuya poia. Pasaa, gabua naol isov tau ŋgozaaŋa na, i ighitoor zi wa.
MAT.6.19	“Azuari gham pa ndouŋ lemim kuaz izi taan sov. Pa gabua to taan, up ve asiir pale tivaghamunia, ve yes umbuuŋa aat tireu ruum tsiam, ve tiloŋ tila tium siriv. 
MAT.6.20	Yam aat azuari gham pa ndouŋ lemim kuaz tauu to nugh sambam. Pa kuaz to nugh tawe, up ve asiir irau ivaghamunia mako, ve umbuuŋa paam irau tireu ruum ve tiloŋ tila tiumbu mako. 
MAT.6.21	Tauvene azuari gham pa nugh tawe. Pa nugh tau yo ughita ughe kuaz tsio igheen pani, ene aat lolom iyaryaaŋ pani.
MAT.6.22	“Mataan, ene imin lam tau igheen ila anoŋaan. Pasaa, taghita ghazooŋa pani. Tauvene isaav ighe matam poia ve ughilaal ghazooŋa to Maaron, ene itotoi ighe ŋgar to ghazooŋa ivon ila lolom wa. 
MAT.6.23	Eemon isaav ighe matam ikumkuum, ve ughilaal ghazooŋa to Maaron mako, ene itotoi ighe ŋgar to ndoroom ivon ila lolom. Tauvene uyamaan ghom. Mako pale unumeer sorok ughe ghazooŋa to Maaron igheen ila lolom wa. Eemon lolom ivonvon pa ŋgar to ndoroom soone. Ndoroom tauvene, ene tiina kat. Iliiv ndoroom siriv.
MAT.6.24	“Ŋeer eta irau ibees pa daaba ru mako. Pale ighur loolo pa ee, ve loolo isaghavu kat. Ve ite, ene pale ighur loolo pani geeg mako ve maata veleghini. Tauvene yam irau abees poi pa Maaron tomania kuaz to taan mako.” 
MAT.6.25	Yesu isaav muul ighe: “Tauvene yau nasaav payam: Lolomim bubu pa lepoogh tsiam to taan sov. Agham ŋgar naol pa lemim aniiŋ to ghaniiŋ, ma yaa to ghunuuŋ, ma nonoghiiŋa to anonogh gham pani na sov. Onoon, aniiŋ ve nonoghiiŋa, ene iuul ghiit pa lepoogh to taan. Eemon gabua tauvene irau iuul ghiit to tagham lepoogh poia ila to Maaron ne mako. 
MAT.6.26	Matamim izala pa man tau tirovroov ila taitai saamba we. Yes tivazogh aniiŋ mako, ve titai aniiŋ anooŋa, ve tighuru iloŋ ila balbaal mako. Eemon yes tileep poia. Pasaa, Tamamim tau ileep sambam, i tauu ipanpan zi. Ve yam, Maaron ighit gham ighe yam, o gabua tauu. Aliiv kat pa man ta naol ne. 
MAT.6.27	Ve mindai? Isaav ighe tsiam eta igham ŋgar naol pa lepoogh tooni to taan, ve iil eez to iseeŋ saawe tooni le malau rig, pale irao? Ene aat mako.
MAT.6.28	“Ve puughu mindai ta lolomim bubu pa lemim nonoghiiŋa? Aghita manman tau tiyozyooz we. Titum mindai? Tauzi tigham uraat, ma tigharaat lezi nonoghiiŋa eta? Mako. 
MAT.6.29	Eemon yau nasaav payam. Muuŋ, kinik Solomon, i eeza tiina kat, ve inonogh ghi pa nonoghiiŋa tau popoiazi kat. Eemon nonoghiiŋa tooni eta ŋgereeta poia irau manman tawe ruŋguzi mako. 
MAT.6.30	Ve aghita kikiliiŋ tau ruŋguzi popoiazi we. Ene kaut sorok. Aazne, ighengheen. Ve bogzo, pale tiravu ve tizaare ila yav ighani. Eemon Maaron ipabood kikiliiŋ tawe le paghuuna kat. Laak, isaav ighe i maata iŋgal gabua sorok tauvene, i pale maata iŋgal gham paam ve igham lemim nonoghiiŋa. Oyai, ghuruuŋ ila tsiam ŋgiira rigmon kat! 
MAT.6.31	“Tauvene lolomim bubu ve aghe: ‘Wai, lemai yaa to ghunuuŋ ve aniiŋ to ghaniiŋ sindei? Ve lemai nonoghiiŋa sindei to ninonogh ghei pani?’ Agham vene sov. 
MAT.6.32	Pa gabua tauvene, nugh nugh tau tiwatagh Maaron mako na tiravrav tauzi pa ghamuuŋ zi. Tamamim tau ileep sambam, i iwatagh mbolaaŋ tsiam. [Tauvene i pale iuul gham.] 
MAT.6.33	Imin maata, yam aat azuari gham to ataghon pooz to Maaron, ve aduduuŋ ila i maata. O i tauu maata iŋgal gham pa gabua naol tana paam. 
MAT.6.34	Tauvene lolomim bubu pa pataŋani to bogzo sov. Pa gabua to bogzo, ene gabua to bogzo. Yam agham ŋgar pa pataŋani to aazne mon. Ene irao. 
MAT.7.1	“Agabiiz tamtamon aghe yes sasaghatizi rekia sov. Pa ighe yam agham tauvene, ene pale Maaron igabiiz gham paam ighe yam zeran sasaghatmim. 
MAT.7.2	Saa eez tau yam ataghoni pa gabizooŋ tamtamon, ene pale Maaron itaghon eez raraate mon pa gabizooŋ gham paam. Ve saa ŋgar tau yam agham pa tamtamon, ene pale ŋgar eemon tana imuul pa yam taumim. 
MAT.7.3	Mindai ta yo rekia mon matam ila pa rabrab tau igheen ila etam ite maata? Eemon ai sirivu tiina tau igheen ila taum matam na, uyamaana mako. 
MAT.7.4	Isaav ighe ai sirivu tiina igheen ila matam, mindai ta usaav pa etam ite ughe: ‘O, rabrab tau igheen ila matam na, yau irau nauul ghom ve natapaara izi.’ 
MAT.7.5	Yo ŋeer to karom! Upamir taum pa ghuruuŋ ila tsio! Ai sirivu tiina tau igheen ila taum matam na, upasu izi imin maata. Leso ughit poghania rabrab tau igheen ila etam ite maata na, ve utapaara izi.
MAT.7.6	“Asik sorokin gabua patabuyaaŋ ila pa ŋgavuun sov. Pa yes pale titoor zi muul, ve tighan gham. Kuaz anooŋa to sambam tau Maaron igham payam na tauvene paam. Asik sorokini ila pa ŋgai sov. Pa yes pale tivaghaaza imin kaut sorok.” 
MAT.7.7	Yesu isaav muul ighe: “Aghason, o aghamu. Ailo, o andeeŋa. Aseŋ ataman, o ataman ikaak payam. 
MAT.7.8	Pasaa, tamtamon tisov tau tighason, ene aat tighamu. Ve isaav ighe ŋeer eta iilo, ene aat indeeŋa. Ve ighe iseŋ ataman, ene aat ataman ikaak pani.
MAT.7.9	“Mindai, isaav ighe tamtamon tsiam eta naatu ighason taama pa aniiŋ, pale taama igham maet pani? Mako. 
MAT.7.10	Ma isaav ighe i ighason taama pa iigh, pale taama igham moot pani? Ene paam mako. 
MAT.7.11	Aghita. Yam zeran to ghamuuŋ ŋgar sasaghati naol. Eemon aghamgham gabua popoiazi mon pa natumimŋa. Ve Tamamim tau ileep sambam, poia tooni, ene iliiv gham kat. Tauvene tamtamon tisov tau tighasoni pa gabua poia eta na, i aat ilooŋ zi, ve igham gabua tana pazi. 
MAT.7.12	“Tauvene saa ŋgar tau aghe tamtamon tigham payam, na yam aat agham ŋgar raraate tauvene pazi paam. Pa tutuuŋ to Maaron, tomania saveeŋ isov to yes propet, ene ŋgara tauvene.” 
MAT.7.13	Yesu isaav muul ighe: “Yam ataghon ataman marani ve aloŋ ala. Pa eez to tataghoni ve talaleen, ene raurauai, ve atamana tiina. Tauvene eval tiina titaghoni. 
MAT.7.14	Eemon eez to tataghoni ve tagham lepoogh poia ila to Maaron, ene ŋgupuuŋ ve atamana marani. Ve ipataŋan pa tamtamon titaghoni. Tauta tamtamon eŋaeŋa mon tindeeŋa gha titaghoni. 
MAT.7.15	“Matamim imomoos poi pa propet karomŋa. Yes pale tilat tsiam, ve tisavia saveeŋ ŋgoreeŋ naol payam to tigham lolomim. Pale tipamir tauzi timin sipsip tauu to Maaron. Eemon ŋgar tau igheen ila lolozi na, ene imin ŋgavuun sagsag. Pasaa, lolozi ivon pa ŋgar sasaghati naol tau pale ivaghamun gham. 
MAT.7.16	Yam pale irau aghilaal zi. Pasaa, ŋgar tau tighamghamu na, pale itotoi zi tivot tighazooŋ payam. Mindai, waar tuatua irau ighur anooŋa poia eta to taghamu ve taghani? Mako. 
MAT.7.17	Ai tauvene paam. Ai isov tau popoiazi, ene pale anoŋazi popoia. Ve ai sasaghati, ene pale anoŋazi sasaghati. 
MAT.7.18	Ai poia irau ighur anooŋa saghati mako. Ve ai saghati irau ighur anooŋa poia mako. 
MAT.7.19	Ai tisov tau tighurghur anoŋazi popoia mako, ene pale tiŋgor zi, ve tisik zi tizala yav ighan zi. 
MAT.7.20	Tauvene ŋgar ve uraat tau yes propet karomŋa tighamghamu na, ene pale ipaghazoŋai zi le tighazooŋ payam. 
MAT.7.21	“Yes tau tipoi ghau tighe ‘Tiina, Tiina’, ene irau tisov tiloŋ tila nugh sambam mako. Yes tau titaghon Tamaŋ tau ileep sambam we ŋgar tooni, ene yes tana mon ta pale tiloŋ tila. 
MAT.7.22	Tauvene Mboŋ Murei ighe ivot, ene pale tamtamon katini tiburig ve tisaav payau tighe: ‘Tiina tsiei, muuŋ yei nigham uraat naol pa yo ezam. Nigham avom ve nivovotia aliŋam pa tamtamon imin yes propet. Ve nizirziir avuvu sasaghati pa yo ezam, ve nigham gabua ŋgeretazi tintiina tivot pa yo ezam paam.’ 
MAT.7.23	Eemon yau aat nasaav ghazooŋa pazi tauvene: ‘Yam zeran to amamalaaŋ pa tutuuŋ to Maaron. Yau nawatagh gham rigta mako. Yam asov aghau ala soghan payau!’ ” 
MAT.7.24	Ra Yesu iparwai saveeŋ tooni ighe: “Tauvene tamtamon tisov tau tilooŋ saveeŋ tsiau tane ve titaghoni, ene yes timin tamtamon ŋgara ee tau irau ruum ariaaŋa izala mboŋar paavo. 
MAT.7.25	Tauvene saawe tau uman tiina izi, ve yaa ivot toman tapiri, ve yaghur tiina iburig gha itok ruum tooni, ruum ipol mako. Pasaa, mboŋar ipaloti ve iyooz tuŋia.
MAT.7.26	“Ve tamtamon tisov tau tiloŋlooŋ saveeŋ tsiau, ve titaghoni mako, ene yes timin ŋeer ee tau le ŋgar mako ve irau ruum tooni sorok izala sausau paavo. 
MAT.7.27	Tauvene saawe tau uman tiina izi, ve yaa ivot toman tapiri, ve yaghur tiina iburig gha itok ruum tooni, ruum ipol izila taan le imbiriis.”
MAT.7.28	Yesu ivotia mos tana le isov, ve eval tiina tau tiloŋlooŋa na, tirur pa ŋgar tooni. 
MAT.7.29	Pasaa, i ipaghazoŋai tamtamon pa Maaron aliiŋa imin zeran toozi tau lezi ŋgar tintiina pa tutuuŋ na mako. Saveeŋ tooni, toman tapiri. Ve isavsaav imin tamtamon tau i le eeza pa uraat tauvene. 
MAT.8.1	Yesu ipul loloz tawe, ve imuul izila. Ve eval tiina titaghoni gha yesŋa tila. 
MAT.8.2	Malau mako ve ŋeer ee tau kolekole ighamu na, iŋarui Yesu ila, iput aaghe izi naagho, ve isaav pani ighe: “Aa tiina tsiau, isaav ighe lolom pa uleeŋ ghau, yo irau ugharaat ghau tinig poia. Leso naŋgalaaŋ ila Maaron maata.”
MAT.8.3	Yesu niima ila ikisi, ve isaav pani ighe: “Poia. Yau aat nauul ghom. Leso uŋgalaaŋ ila Maaron maata. Aiyo, tinim poia!” I isaav tauvene, ve rekia mon kolekole ighau pa ŋeer tana le tiini poia. 
MAT.8.4	Ra Yesu isaav pani muul ighe: “Ulooŋ. Usavia gabua tane vaaru pa tamtamon eta sov. Malmalim ula, ve utotoi taum pa ŋeer eta to watooŋrau, ve ugham watooŋrau pa Maaron itaghon tutuuŋ tau Mose isavia na. Leso upaghazoŋai taum pa tamtamon, ve tiwatagh tighe tinim poia ve uŋgalaaŋ ila Maaron maata wa.” 
MAT.8.5	Yesu ilaagh iloŋ ila pa nugh Kapernaum, ve daaba ee ilaagh ŋaruini ila. Daaba tawe iŋgin zaaba to Rom irau ndiŋndiŋ ee (100). 
MAT.8.6	“Tiina, besooŋa tsiau ee, moroghooŋ ighamu tomania yavyavuuŋ tiina le tapiri isov kat. Irau ilaagh mako. Ighengheen ruum.”
MAT.8.7	Yesu iyol aliiŋa ighe: “Poia. Yau aat nalat ve nauule. Leso tiini poia muul.”
MAT.8.8	Eemon daaba tana iŋgalsekini ighe: “Tiina, yau poiag irau to uloŋ ula ruum tsiau mako. Eemon yau naghur ilat tsio tauvene: Isaav ighe usaav mon, ene aat besooŋa tsiau tiini poia. 
MAT.8.9	Pasaa, yau nawatagh pa taug. Yau paam naleep ila daaba tsiau sambazi, ve tighur ghau to naŋgin yes zaaba tau tileep ila sambag. Tauvene isaav ighe nasaav pa zaaba tsiau eta naghe: ‘Ula!’ ene aat ila. Ve ighe nasaav pa ite: ‘Ulam!’ ene aat ilam. Ve ighe nasaav pa besooŋa tsiau eta naghe: ‘Ugham uraat tane!’ Ene aat igham uraat tana itaghon aliŋag.”
MAT.8.10	Yesu ilooŋ saveeŋ tooni, le irur pani. Tauvene isaav pa yes tau titaghoni na ighe: “Yau nasaav payam kat. Yau naghita tamtamon eta to Israel tau ghuruuŋ ila tooni iyaryaaŋ kat imin ŋeer tane ne mako. 
MAT.8.11	Yau nasaav payam kat: Murei, saawe tau pooz to nugh sambam ivot ighazooŋ, ene pale tamtamon katini tilam pa nugh naol, ve tiloŋ tila Maaron nugh tooni, ve mbolezi izi tomania Abaram, Isak, ve Yakop pa marewaaŋ tiina to Maaron. Yes to aaz puughu, le ila imuul aaz izila. 
MAT.8.12	Eemon tamtamon katini tau Maaron ipoi zi imin maata to tileep ila pooz tooni loolo, ene aat tiziir zi tila tileep ndoroom loolo, ve yavyavuuŋ tiina igham zi, ve tiyakyak toman livozi kikikia, ve tilepleep.” 
MAT.8.13	Ra Yesu isaav muul pa daaba tana ighe: “Umuul ula pa ruum tsio. Gabua aat ivot itaghon ghuruuŋ ila tsio.” Saawe duduuŋ tana, besooŋa to daaba tana tiini poia.
MAT.8.14	Yesu ipaburigin laghooŋ tooni muul, ve ila pa Petrus ruum tooni. Iloŋ ila ruum, ve ighita Petrus rauliva imorooŋ toman tiini iyes kat ve ighengheen. 
MAT.8.15	Tauvene ila ikis olman tinazi niima, ve moroghooŋ tooni isov. Ra olman tinazi iburig toman tiini poia, ve ila igharaat Yesu le aniiŋ.
MAT.8.16	Tilepleep le ravrav izi, ra tamtamon tiyauur zetazŋa katini tau avuvu sasaghati tizeev zi na tila to Yesu, leso iuul zi. Yesu isavsaav mon, ve avuvu sasaghati tawe tighawaar pazi. Ve yes moroghooŋa paam, i igharaat zi tisov tinizi poia. 
MAT.8.17	Tauvene Maaron aliiŋa tau muuŋ propet Isaia ivotia na, anooŋa ivot. Saveeŋ tauvene:
MAT.8.18	Yesu ighita eval tiina tilam tilivutini, tauvene isaav pa mbiwa tooni ighe tigham waaŋ, ve tila tivool pa yaa naliu Galilaia ziige ite. 
MAT.8.19	Eemon ŋeer ee tau le ŋgar tiina pa tutuuŋ na, iŋaruini ila, ve isaav pani ighe: “Mos puughu, nugh sindei tau yo ughe ula pani, yau aat nataghon ghom ve ituru tala.”
MAT.8.20	Yesu iyol aliiŋa ighe: “Ŋgavuun sagsagŋa lezi niazi ila taan puura. Ve man tau tirovroov ila taitai saamba, lezi rumazi izala ai. Eemon Tamtamon Naatu, i le niia eta to ghenooŋ mako.” 
MAT.8.21	Ra ŋeer ite, i mbiwa tooni, aana isaav pani ighe: “Tiina, mindai? Irau upul ghau namuul nala naleep tomania tamaŋ? Ve nasaŋani le imaat gha natavia, o nalat nataghon ghom?”
MAT.8.22	Yesu iyol aliiŋa ighe: “Mako. Yes tau lezi ghilalooŋ pa Maaron mako ve titaghon eez to mateegh na, yes irau titavia mateegha. Eemon yo aat ulam utaghon ghau.” 
MAT.8.23	Yesu isavsaav le isov, ra izaa waaŋ. Mbiwa tooni tila tizaa paam, ve yesŋa tivot tila. 
MAT.8.24	Yesu izi igheen le loolo iveegh kat. Malau mako ve yaghur tiina kat izaa le ipei dibom tintiina, ve rigmon kanaŋ waaŋ imarum. 
MAT.8.25	Tauvene mbiwa tooni tila tivaaŋo, ve tisaav pani tighe: “Tiina, uburig uul ghiit lak! Paita tamarum gha talaleen tane!”
MAT.8.26	Yesu iyol aliŋazi ighe: “Yam aroi pasaa? Ghuruuŋ ila tsiam tiina mako!” Ra iburig gha isaav ariaaŋ pa yaghur ve dibom imin yaoniiŋ zi, le taun tiina izi. 
MAT.8.27	Mbiwa tooni tighita gabua ŋgereeta tana, le tirur ve ŋgar toozi imbool. Ve tivasavo zi tighe: “Wai, ŋeer tane sei kat, ta yaghur ma dibom paam tilooŋ aliiŋa ve titaghoni?” 
MAT.8.28	Yesu tomania mbiwa tooni tiraav tila tilooŋ nari to yes Gadara tau igheen ila yaa naliu Galilaia ziige ite. Nugh tawe, zeran ru tilepleep. Yesuru, avuvu sasaghati katini tizeev zi, ve monmon tilepleep iloŋ ila maet puura siriv tau tigharaat zi timin naal pa mateegha. Ŋgar toozi ikaukau kat. Isaav ighe tighita tamtamon eta, mako rekia mon tiburig gha tiravu. Tauvene tamtamon tilala ta sewe mako. Yesuru tighita Yesu, ve tipul niazi ta maet puura we, ve tilaagh ŋaruini tila, 
MAT.8.29	ve tiboob tighe: “Ai Maaron Naatu, yo ulam sene pasaa? Yei nimbaaŋ payo? Saawe to yo ughur yavyavuuŋ payei, ene soone. Upasul pasaa?” 
MAT.8.30	Ŋgai umbaal tiina ee tighanghan soghan rig pa nugh tau yes tiyozyooz pani na. 
MAT.8.31	Tauvene avuvu sasaghati tawe titaŋ rarai Yesu tauvene: “Isaav ighe yo uziir ghei, na ughur ghei niŋarui ŋgai tawe. Leso nizeev ghei niloŋ nila lolozi.”
MAT.8.32	Yesu isaav pazi ighe: “Ala lak!” Tauvene avuvu sasaghati tipul zeran ru tana, ve tiŋarui ŋgai umbaal tawe tila le tizeev zi tiloŋ tila lolozi. Rekia mon ŋgai tawe tisov tilaan taghon sariipa tizila, ve tiyaat tizila yaa loolo, gha tighun yaa le tisov timatmaat.
MAT.8.33	Yes tau tiŋginŋgin ŋgai na tighita gabua tana, ve tighau tila pa nugh toozi, ve tipaesia gabua isov tau ivot pa ŋgai toozi ve zeran ru tau muuŋ avuvu sasaghati tizevzeev zi na. 
MAT.8.34	Tauvene tamtamon tisov to nugh tawe tivot tila to Yesu, ve titaŋ raraini tighe ipul nugh toozi, ve ila pa nugh ite paam.
MAT.9.1	Yesu tomania mbiwa tooni tizaa waaŋ muul, ve tiraav tila tivool pa Kapernaum, ene nugh tau Yesu ilepleep pani. 
MAT.9.2	Tila tilooŋ ta sewe, ve malau mako, zeran siriv tibaad ŋeer narape ee izala boor ve tilam tighe Yesu iuule. Ŋeer tawe, aaghe imaat, ve irau ilaagh mako. Yesu ighita zeran tana ghuruuŋ ila toozi iyaryaaŋ kat. Tauvene isaav pa narape tawe ighe: “Tazig, uroi sov. Sosor tsio, yau nareua wa.”
MAT.9.3	Zeran ŋgara siriv to tutuuŋ tileep tomani zi paam. Tilooŋ Yesu aliiŋa ziiri rig tane, ve tivasavo zi tighe: “Wai, ŋeer tane ivelegh Maaron. Maaron mon, o isaav tauvene.”
MAT.9.4	Eemon Yesu iwatagh ŋgar toozi wa. Tauvene isaav pazi ighe: “Puughu mindai ta ŋgar saghati iyaryaaŋ kat ila lolomim? 
MAT.9.5+MAT.9.6	Saa saveeŋ ta raurauai payau to nasavia, leso yam aghur ila? Nasaav pa ŋeer tane naghe: ‘Sosor tsio, yau nareua wa’, ma naghe: ‘Yo uburig ve ulaagh’? Eemon yau naghe yam awatagh kat tauvene: Tamtamon Naatu, i eeza pa rewaaŋ sosor to tamtamon izi taan.” Ra isaav pa narape tana ighe: “Uburig, ugham moogh tsio, ve umuul ula pa ruum.” 
MAT.9.7	I isaav tauvene, ve ŋeer tana iburig, ipul zi, ve imuul ila pa ruum tooni. 
MAT.9.8	Eval tiina tawe tighita gabua ŋgereeta tana, le roiŋ tiina igham zi, ve tipait Maaron eeza pa tapiri ve poia tooni. Pasaa, i ighur tapiri izaa to tamtamon, leso tigham uraat tauvene izi taan.
MAT.9.9	Yesu ipul nugh tawe, ve ilaagh ila rig le ighita ŋeer ee to yauŋ takes ilepleep ila niia to uraat, eeza Matayu. Yesu isaav pani ighe: “Yo ulam utaghon ghau.” Tauvene Matayu iburig, ve itaghon Yesu gha yesŋa tila.
MAT.9.10	Murei ra, Matayu igham ghanghaniiŋ izi ruum tooni. Yesu tomania mbiwa tooni tila tileep tomani zi, ve yesŋa tilup zi pa ghanghaniiŋ. Saawe tana, Matayu zeetŋa katini to yauŋ takes, tomania zeran naol to ghamuuŋ sosor tilam paam, ve yesŋa tilup zi ta sewe. 
MAT.9.11	Zeran tutuuŋa siriv tighit zi, ve tighason mbiwa to Yesu tighe: “Wai, mindai ta tiina tsiam, yesŋa zeran to yauŋ takes, ve zeran to ghamuuŋ sosor tilup zi pa ghanghaniiŋ?”
MAT.9.12	Yesu ilooŋ saveeŋ toozi tana, ve isaav pazi ighe: “Yes tau tinizi poia na, dokta le uraat pazi mako. Yes moroghooŋa mon o, i le uraat pazi. 
MAT.9.13	Yam irau ala ve agham ŋgar poi pa Maaron aliiŋa ziiri tane puughu:
MAT.9.13	Alooŋ. Yau tane nalam pa poiŋ tamtamon duduŋazi mako. Nalam to napoi yes to ghamuuŋ sosor.” 
MAT.9.14	Saawe tana, ŋeer rughuzaaŋa Yoan ziŋeera siriv tiŋarui Yesu tila, ve tisaav pani tighe: “Saawe naol, yei niŋgunŋgun taumai pa ghaniiŋ aniiŋ itaghon suŋuuŋ ŋgara. Ve zeran tutuuŋa tighamgham tauvene paam. Puughu mindai ta mbiwa tsio titaghon ŋgar tauvene mako?” 
MAT.9.15	Yesu iyol ghasoniiŋ toozi tauvene: “Isaav ighe ŋeer eta ivai paaghu, ve yesŋa zeetŋa tilup zi pa ghanghaniiŋ to vaiŋ tooni, pale zeetŋa lolozi ipataŋan? Mako. Pa etazi ite tau ivai paaghu na, ileep tomani zi. Eemon murei, saawe eta pale ivot, o tikis vaiŋ paaghu tana, ve tighamu ipul zeetŋa gha ila. Saawe tana, zeetŋa pale lolozi ipataŋan, ve tiŋgun tauzi pa ghaniiŋ aniiŋ.”
MAT.9.16	Yesu isaav muul ighe: “Uuli muŋgaana tau perekia na, ene irau tisai uuli paaghu izala paavo to ipoona ne mako. Pasaa, uuli paaghu tawe pale ighoghoov uuli muŋgaana tana, mako ivaputu ghi le isaghat kat. 
MAT.9.17	Vaen tauvene paam. Irau tiliŋ vaen paaghu izila vaen paatu muŋgaana tau tigharaata pa mekmek uuli ne mako. Pasaa, vaen paaghu pale ipasaria paatu muŋgaana le diŋia ve perekia. Mako vaen imaliŋ, ve paatu paam isaghat. Tauvene vaen paaghu izila patuzi paghpaaghu, o poia. Leso vaen tomania paatu igheen poi.” 
MAT.9.18	Yesu isavsaav tomania Yoan ziŋeera tana, ve malau mako, daaba ee iŋaruini ila, iput aaghe izi Yesu aaghe puughu, ve itaŋ raraini ighe: “Tiina tsiau, natugliva, ŋgarig gha imaat. Eemon isaav ighe yo ulam ruum tsiau ve ughur nimam izala paavo, i aat iburig muul.” 
