MAT.1.1	Nene pitiiŋ to Yesu Krisi pughu toni. Yesu, ye siŋ to kinik David, ve David, ye siŋ to Abaraam. 
MAT.6.2	“Tovenen ighaze yom uul yes mbolaaŋa, aliŋam iza pani malep. Pasa, nene ŋgar to yes to tiparim taudi sorok pa ghurla todi. Sa ulaaŋ to ighaze yes tigham pa tamtoghon, nene aliŋadi izaza pani ilooŋ ila rumai, ve izi maran ate paam. Leso tamtoghon tipait di. You nasaav payam kat: Atia todi, tauto tighami pataghaaŋ wa!
MAT.6.3+MAT.6.4	“Eemoghon ighaze yom uul yes mbolaaŋa, ughami inim ŋgozaaŋ. Ighaze nimam waan igham ulaaŋ eta, nimam ŋas iwatagi malep. Leso Tamam Maaron to ineep izi sambam iyat nimam. Pasa, mbeb tisob to ŋgozaaŋ ne, ye ighita di.” 
MAT.6.5	Yesu isaav muul ighaze: “Sawa to aghaze asuŋ, yam ataghon ŋgar inimale yes to tiparim taudi pa ghurla todi ne malep. Pasa, yes tighaze le tiyoon ila rumai lolo, ma izi maran ate, ve tigham suŋuuŋ todi ila tamtoghon matadi. Leso tighita di ve tipait di. You nasaav payam kat: Atia todi, tauto tighami pataghaaŋ wa! 
MAT.6.6	Eemoghon ighaze yom usuŋ, ghoro ulooŋ ula ruum tiom lolo, upoon ataam, ve usuŋ pa Tamam Maaron to tamtoghon tighita maau. Ye pale ilooŋ suŋuuŋ tiom, ve igham lem atia poia. Pasa, mbeb tisob to ŋgozaaŋ ne, ye ighita di.
MAT.6.7	“Ve sawa to aghaze asuŋ, ayou avomim ve ayoot suŋuuŋ tiam ila mala malep. Pasa, nene ŋgar to ndiran to tikankaan pa Maaron. Yes tigham ŋgar tighaze: Tigham suŋuuŋ mala kat, ghoro maaron todi ilooŋ di ve iuul di. 
MAT.6.8	Eemoghon yam ataghon di pa ŋgar todi malep. Pasa, sawa to aghason Tamamim Maaron pa mbeb eta sone, ye iwatag mbolaaŋ tiam wa. 
MAT.6.9	Tovenen sawa to aghaze asuŋ, asaav tovene:
MAT.6.9	‘Tamamai to uneep sambam,
MAT.6.9	ugham tamtoghon tipatab pa yom izam.
MAT.6.10	Pooz tiom inim irau ndug le isob.
MAT.6.10	Ugham tamtoghon titaghon lolom izi taan, inimale titaghoni izi sambam. 
MAT.6.11	Ugham aniiŋ to aazne payei. 
MAT.6.12	Ureu sosor tiei, inimale yei nipul sosor to tamtoghon tigham payei. 
MAT.6.13	Upul tovaaŋ ivot payei malep.
MAT.6.13	Uvool tiei, ve upoon ghei pa mbeb samsamia tisob.’ 
MAT.6.14	“Alooŋ. Ighaze yam apul sosor to tamtoghon, nene pale Tamamim Maaron to ineep izi sambam, ireu sosor tiam paam. 
MAT.6.15	Ve ighaze apul sosor to tamtoghon maau, nene pale sosor tiam paam, Tamamim Maaron irau ireua maau.
MAT.6.16	“Ighaze yam aŋgun taumim pa ghaniiŋ aniiŋ itaghon suŋuuŋ ŋgara, naghomim isami ve atudtud animale yes to tiparim taudi pa ghurla todi ne malep. Yes tighamgham tovene, leso tamtoghon tighita di ve tipait di. You nasaav payam kat: Atia todi, tauto tighami wa. 
MAT.6.17	Eemoghon ighaze yom uŋgun taum pa ghaniiŋ aniiŋ itaghon suŋuuŋ ŋgara, upatooŋa ivot ighazooŋ malep. Umen naghom, ve ugharaat taum le naghom poia. 
MAT.6.18	Leso tamtoghon tiwatag ŋgar to ughami ne sob. Ve Tamam Maaron to tamtoghon tighita maau, ye moghon pale ighita ghom, ve igham lem atia poia. Pasa, mbeb tisob to ŋgozaaŋ, ye ighita di.
MAT.6.19	“Azuaria gham pa andou lemim mbaliiŋ izi taan malep. Pasa, mbeb to taan, up ve asiir pale tiwaghamun di, ve yubyubŋa pale tireu ruum tiam, ve tilooŋ tila ve tiyub pida. 
MAT.6.20	Yam irau azuaria gham pa andou lemim mbaliiŋ tau to ndug sambam. Pasa, mbaliiŋ to ndug tonowen, up ve asiir irau tiwaghamun di maau, ve yubyubŋa paam irau tireu ruum ve tilooŋ tila ve tiyub di maau. 
MAT.6.21	[Tovenen azuaria gham pa ndug tonowen.] Pasa, ndug to yom ughita ughaze mbaliiŋ tiom ineep pani, nene pale lolom iyaryaaŋ pani.
MAT.6.22	“Mataad, nene inimale yaryarooŋa to anoŋaad. Pasa, taghita ghazooŋa pani. Tovenen ighaze matam poia ve ughilaal ghazooŋa to Maaron, nene ipatooŋ ghom ighaze ŋgar to ghazooŋa ivon ila lolom wa. 
MAT.6.23	Eemoghon ighaze matam pisi, ve ughilaal ghazooŋa to Maaron maau, nene ipatooŋ ghom ighaze ŋgar to ndoroom ivon ila lolom. Tovenen upatum ghom. Pa vene, unumeer sorok ughaze ghazooŋa to Maaron ineep ila lolom wa. Eemoghon lolom ivonvon pa ŋgar to ndoroom sone. Ndoroom tovene, nene tiina kat. Ilib pa ndoroom pida.
MAT.6.24	“Ŋgeu eta irau imbees pa daba ru maau. Pale ighur lolo pa eez, ve lolo ineep toni kat. Ve ite, nene pale ighur lolo pani kat maau, ve mata izi pani. Tovenen yam irau ambees pooi pa Maaron toman mbaliiŋ to taan maau.” 
MAT.6.25	Yesu isaav muul ighaze: “Tovenen you nasaav payam: Lolomim imbumbu pa nepooŋ tiam to taan malep. Agham ŋgar naol pa amim aniiŋ to ghaniiŋ, ve ya to ghunuuŋ, ve nonogiiŋa to andud gham pani ne malep. Onoon, aniiŋ ve nonogiiŋa, nene iuul ghiit pa nepooŋ to taan. Eemoghon mbeb tovene irau iuul ghiit to tagham nepooŋ poia ila to Maaron ne maau. 
MAT.6.26	Matamim izala pa man to tirovroov ila tata paroŋania we. Yes tivazog aniiŋ maau, ve titai aniiŋ anoŋa, ve tizeeva ilooŋ ila mbeez maau. Tamamim Maaron to ineep izi sambam, ye tau ipanpan di. Ve yam, Maaron ighita gham ighaze yam ghoro, mbeb tau. Alib kat pa man tisob. 
MAT.6.27	Ve vena? Ighaze tiam eta igham ŋgar naol pa nepooŋ toni to taan, ve ikaal ataam pa iseeŋ sawa toni le mala ris, pale iraua wa? Maau.
MAT.6.28	“Ve pughu vena to lolomim imbumbu pa lemim nonogiiŋa? Aghita kananaŋ to tiyondyood we. Titub vena? Taudi tigham uraat, ma tigharaat ledi nonogiiŋa eta? Maau. 
MAT.6.29	Eemoghon you nasaav payam kat. Muuŋ, kinik Solomon, ye iza tiina kat, ve indudi pa nonogiiŋa to popoiadi kat. Eemoghon nonogiiŋa toni eta bodeeŋa poia inimale kananaŋ tonowen ruŋgudi maau. 
MAT.6.30	Ve aghita kikiliiŋ to ruŋgudi popoia we. Nene mbeb sorok. Aazne inepneep. Ve bozo, pale tindeeba, ve tizaara ila yab ighani. Eemoghon Maaron tau ipambooda le paghuna kat. Laak, ighaze ye mata iŋgal mbeb sorok tovene, ye pale mata iŋgal gham paam, ve igham lemim nonogiiŋa. Oyai, ghurla tiam rismoghon kat! 
MAT.6.31	“Tovenen lolomim imbumbu ve aghaze: ‘Wai, amai ya to ghunuuŋ ve aniiŋ to ghaniiŋ sine? Ve lemai nonogiiŋa sine to nindud ghei pani?’ Agham vene malep. 
MAT.6.32	Pasa, mbeb tovene, ndug ndug to tiwatag Maaron maau ne, tirabrab taudi pa ghamuuŋ di. Tamamim Maaron to ineep izi sambam, ye iwatag mbolaaŋ tiam. [Tovenen ye pale iuul gham.] 
MAT.6.33	Yam irau azuaria gham pa ataghon pooz to Maaron muuŋ, ve agham ŋgar to deŋia moghon ila mata. Ghoro ye tau mata iŋgal gham pa mbeb naol tovene paam. 
MAT.6.34	Tovenen lolomim imbumbu pa pataŋani to bozo malep. Pasa, mbeb to bozo, nene mbeb to bozo. Yam agham ŋgar pa pataŋani to aazne moghon. Nene iraua. 
MAT.7.1	“Aŋgabiiz tamtoghon aghaze yes samsamiadi rikia malep. Pasa, ighaze yam agham tovene, nene pale Maaron iŋgabiiz gham paam ighaze yam ndiran samsamiamim. 
MAT.7.2	Sa ataam to yam ataghoni pa gabizooŋ tamtoghon, nene pale Maaron itaghon ataam raraate moghon pa gabizooŋ gham paam. Ve sa ŋgar to yam agham pa tamtoghon, nene pale ŋgar ee moghon tonanan imuul pa yam taumim. 
MAT.7.3	Pughu vena to yom rikia moghon matam ila pa buzbuz to ineep ila itam ite mata? Eemoghon ai suruvu tiina to ineep ila taum matam ne, uyamaana maau? 
MAT.7.4	Ighaze ai suruvu tiina ineep ila matam, vena to yom usaav pa itam ite ughaze: ‘O, buzbuz to ineep ila matam ne, you pale nauul ghom ve natapaara izi.’ 
MAT.7.5	Yom ŋgeu to kaarom! Uparim taum sorok pa ghurla tiom! Ai suruvu tiina to ineep ila taum matam, upasi izi muuŋ. Leso ughita poian buzbuz to ineep ila itam ite mata, ve utapaara izi.
MAT.7.6	“Apiyaav sorokin mbeb patabuaŋ ila pa ŋgavuun malep. Pasa, yes pale titoor di muul, ve tighan gham. Mbaliiŋ tau to sambam to Maaron igham payam ne, tovene paam. Apiyaav sorokini ila pa ŋgai malep. Pasa, yes pale tivazagi inimale mbeb sorok.” 
MAT.7.7	Yesu isaav muul ighaze: “Aghason, ghoro aghami. Akaala, ghoro andeeŋa. Apit ataam, ghoro ataam ikaak payam. 
MAT.7.8	Pasa, tamtoghon tisob to tighaghason, nene pale tighami. Ve ŋgeu eta ighaze ikaala, nene pale indeeŋa. Ve ŋgeu eta ighaze ipit ataam, nene pale ataam ikaak pani.
MAT.7.9	“Vena, ighaze tamtoghon tiam eta natu ighason tama pa aniiŋ, pale tama igham yaam pani? Maau. 
MAT.7.10	Ma ighaze ye ighason tama pa iigh, pale tama igham moot pani? Nene paam maau. 
MAT.7.11	Aghita. Yam ndiran to ghamuuŋ ŋgar samsamia naol. Eemoghon aghamgham mbeb popoiadi moghon pa ndinatumim. Ve Tamamim Maaron to ineep izi sambam, poia toni, nene ilib payam kat. Tovenen tamtoghon tisob to tighasoni pa mbeb poia eta, ye pale ilooŋ di, ve igham mbeb tonenen padi. 
MAT.7.12	“Tovenen sa ŋgar to aghaze tamtoghon tigham payam, yam irau agham ŋgar raraate tovene padi paam. Pasa, tutuuŋ to Maaron, toman saveeŋ isob to yes propeta, nene ŋgara tovene.” 
MAT.7.13	Yesu isaav muul ighaze: “Yam ataghon ataam avo kainaŋen, ve alooŋ ala. Pasa, ataam to tataghoni ve talaleed, nene taanda, ve rauraua, ve avo tiina. Tauto ival tiina titaghoni. 
MAT.7.14	Eemoghon ataam to tataghoni ve tagham nepooŋ poia ila to Maaron, nene kainaŋen ve ipataŋan pa tamtoghon titaghoni. Ve ataam avo paam, tiina maau. Ŋgupu. Tauto tamtoghon eŋaeŋa moghon tindeeŋa ve titaghoni. 
MAT.7.15	“Apatum gham pa propet kaaromŋa. Yes pale tilat tiam, ve tisavia saveeŋ ŋgoreeŋ naol payam pa tigham lolomim. Pale tiparim taudi tinimale sipsip tau to Maaron. Eemoghon ŋgar to ineep ila lolodi, nene inimale ŋgavuun sagsag. Pasa, lolodi ivon pa ŋgar samsamia naol to pale iwaghamun gham. 
MAT.7.16	Yam pale irau aghilaal di. Pasa, ŋgar to tighamghami, nene pale ipatooŋ di tivot tighazooŋ payam. Vena, waar mata mata irau ighur anoŋa poia eta to taidi ve taghani? Maau. 
MAT.7.17	Ai tovene paam. Ai tisob to popoiadi, nene pale anoŋadi popoia. Eemoghon ai samsamia, nene pale anoŋadi samsamia. 
MAT.7.18	Ai poia irau ighur anoŋa samia eta ne maau. Ve ai samia irau ighur anoŋa poia eta ne maau. 
MAT.7.19	Ai tisob to tighurghur anoŋadi popoia maau, nene pale tiŋgor di tizi, ve tipiyaav di tizala yab ighan di. 
MAT.7.20	Tovenen ŋgar ve uraat to yes propet kaaromŋa tighamghami, nene pale ipatooŋ di tivot tighazooŋ payam. 
MAT.7.21	“Yes to tipoi ghou tighaze ‘Tiina, Tiina,’ nene pale irau tisob tilooŋ tila ndug sambam maau. Yes to titaghon Tamaŋ Maaron to ineep izi sambam we ŋgar toni, yes moghon to pale tilooŋ tila. 
MAT.7.22	Tovenen Mboŋ Muri ighaze ivot, nene pale tamtoghon katindi timundig ve tisaav payou tighaze: ‘Tiina tiei, muuŋ yei nigham uraat naol pa yom izam. Nigham avom ve nivovotia aliŋam pa tamtoghon ninimale yes propeta. Ve nindirndiir avuvu samsamiadi pa yom izam, ve nigham mbeb gharatooŋadi tintina tivot pa yom izam paam.’ 
MAT.7.23	Eemoghon you pale nasaav ghazooŋa padi tovene: ‘Yam ndiran to amamalaaŋ pa tutuuŋ to Maaron. You nawatag gham rita maau. Yam asob aghau ala saguan payou!’ ” 
MAT.7.24	Ghoro Yesu ipasob saveeŋ toni ighaze: “Tovenen tamtoghon tisob to tilooŋ saveeŋ tiou tonene ve titaghoni, yes tinimale ŋgeu ŋgara eez to irei ruum ariaŋa izala boŋar pogho. 
MAT.7.25	Tovenen sawa to uman tiina izi, ve yawaaŋa ivot toman tapiri, ve yaghur tiina imundig ve itok ruum toni, ruum ipol maau. Pasa, boŋar ipalot ruum le iyoon tuŋia.
MAT.7.26	“Ve tamtoghon tisob to tiloŋlooŋ saveeŋ tiou, ve titaghoni maau, yes tinimale ŋgeu eez to le ŋgar maau, ve irei ruum toni sorok izala magargaar pogho. 
MAT.7.27	Tovenen sawa to uman tiina izi, ve yawaaŋa ivot toman tapiri, ve yaghur tiina imundig ve itok ruum toni, ruum imatit ve imbiriis.”
MAT.7.28	Yesu ivotia mos tonenen le isob, ve ival tiina to tiloŋlooŋa ne, ruŋadi iza pa ŋgar toni. 
MAT.7.29	Pasa, ye ipatoot tamtoghon pa Maaron aliŋa inimale ndiran pida to ledi ŋgar tintina pa tutuuŋ ne maau. Saveeŋ toni, toman tapiri. Ve isavsaav inimale tamtoghon to ye le iza pa uraat tovene. 
MAT.8.1	Yesu ipul lolooz tonowen, ve imuul izila. Ve ival tiina titaghoni ve yesŋa tila. 
MAT.8.2	Mala maau ve ŋgeu eez to kolekole ighami, iŋarua Yesu ila, iput aghe izi Yesu nagho, ve isaav pani ighaze: “Tiina tiou, ighaze lolom pa uul ghou, yom irau ugharaat ghou tinig poia, ve ugham ghou naŋgalaaŋ ila Maaron mata.”
MAT.8.3	Yesu nima ila ikisi, ve isaav pani ighaze: “Poia. You pale nauul ghom. Leso uŋgalaaŋ ila Maaron mata. Yo, tinim poia lak!” Yesu isaav tovene, ve rikia moghon kolekole ighau pa ŋgeu tonenen ve tini poia. 
MAT.8.4	Ghoro Yesu isaav pani muul ighaze: “Ulooŋ. Usavia mbeb tonene varu pa tamtoghon eta malep. Malmalim ula, ve upatooŋ taum pa ŋgeu eta to watooŋrau, ve ugham watooŋrau pa Maaron itaghon tutuuŋ to Mose isavia. Leso upaghazoŋan taum pa tamtoghon, ve tiwatag tighaze tinim poia ve uŋgalaaŋ ila Maaron mata wa.” 
MAT.8.5	Yesu ilaagh ilooŋ ila pa ndug Kapernaum, ve daba eez ilaagh iŋarua ila. Daba tonowen iŋgin ndaaba to Rom irau tamoot liim (100). 
MAT.8.6	“Tiina, mbesooŋa tiou eez,
MAT.8.6	moroghooŋ ighami toman yabyabuuŋ tiina le tapiri isob kat. Irau ilaagh maau. Ighengheen moghon ila ruum.”
MAT.8.7	Yesu ipamuul aliŋa ighaze: “Poia. You pale nalat ve nauuli. Leso tini poia muul.”
MAT.8.8	Eemoghon daba tonenen iŋgalsekini ighaze: “Tiina, you poiag irau to ulooŋ ula ruum tiou maau. Eemoghon you naghur ilat tiom tovene: Ighaze usaav moghon, nene pale mbesooŋa tiou tini poia. 
MAT.8.9	Pasa, you nawatag pa taug. You paam naneep ila daba tiou sambadi, ve tighur ghou pa naŋgin yes ndaaba to tineep ila sambag. Tovenen ighaze nasaav pa ndaaba tiou eta naghaze: ‘Ula!’ nene pale ila. Ve ighaze nasaav pa ite: ‘Unum!’ nene pale inim. Ve ighaze nasaav pa mbesooŋa tiou eta naghaze: ‘Ugham uraat tonene!’ nene pale itaghon aliŋag.”
MAT.8.10	Yesu ilooŋ saveeŋ toni, le ruŋa iza pani. Tovenen isaav pa ival tiina to titaghoni ighaze: “You nasaav payam kat. You naghita tamtoghon eta to Israel to ghurla toni iyaryaaŋ kat inimale ŋgeu tonene ne maau. 
MAT.8.11	You nasaav payam kat: Muri, sawa to pooz to ndug sambam ivot ighazooŋ, nene pale tamtoghon katindi tinim pa ndug naol, ve tilooŋ tila Maaron ndug toni, ve mboledi izi toman Abaraam, Isak, ve Yakop pa marewaaŋ tiina to Maaron. Yes to ndag iza, ve ila imuul ndag izila. 
MAT.8.12	Eemoghon tamtoghon katindi to Maaron ipoi di muuŋ pa tineep ila pooz toni lolo, nene pale tindiir di tila tineep ndoroom lolo, ve yabyabuuŋ tiina igham di, ve tiyakyak toman livodi kikikia, ve tinepneep.” 
MAT.8.13	Ghoro Yesu isaav muul pa daba tonenen ighaze: “Umuul ula pa ruum tiom. Mbeb pale ivot itaghon ghurla tiom.” Sawa kat tonenen, mbesooŋa to daba tonenen tini poia.
MAT.8.14	Yesu ipamundigin laghooŋ toni muul, ve ila pa Petrus ruum toni. Ilooŋ ila ruum, ve ighita Petrus rawa liva imorooŋ le tini ituntun kat ve ighengheen. 
MAT.8.15	Tovenen ila ikis olman tidi nima, ve moroghooŋ toni isob. Ghoro olman tidi imundig toman tini poia, ve ila igharaat Yesu a aniiŋ.
MAT.8.16	Tinepneep le rabrab izi, ghoro tamtoghon tiyou nditadi katindi to avuvu samsamiadi tizeev di ne tila to Yesu, leso iuul di. Yesu isaav moghon, ve avuvu samsamiadi tonowen tighau padi. Ve yes moroghooŋa paam, ye igharaat di tisob tinidi popoia. 
MAT.8.17	Tovenen Maaron aliŋa to muuŋ propet Isaia ivotia ne, anoŋa ivot. Saveeŋ tovene:
MAT.8.18	Yesu ighita ival tiina tinim tiluvuti, tovenen isaav pa taghoniiŋa toni ighaze tigham waaŋ, ve tivool tila pa ya naliu Galilaia paŋa ite. 
MAT.8.19	Eemoghon ŋgeu eez to le ŋgar tiina pa tutuuŋ, ilaagh iŋarua ila, ve isaav pani ighaze: “Patoŋaaŋ, ndug sine to yom ughaze ula pani, you pale nataghon ghom ve ituru tala.”
MAT.8.20	Yesu ipamuul aliŋa ighaze: “Ŋgavuun sagsag ledi inadi ila taan saambu. Ve man to tirovroov ila tata paroŋania, ledi rumadi izala ai. Eemoghon Tamtoghon Natu, ye le ina eta to ghenooŋ maau.” 
MAT.8.21	Ghoro ŋgeu ite, ye taghoniiŋa toni, ana isaav pani ighaze: “Tiina, vena? Irau upul ghou namuul nala naneep toman tamaŋ? Ve nasaŋani imaat ve natavia, ghoro nalat nataghon ghom?”
MAT.8.22	Yesu ipamuul aliŋa ighaze: “Maau. Ndiran to titaghon ataam to mateeŋ, yes irau titavia mateeŋa. Eemoghon yom unum utaghon ghou.” 
MAT.8.23	Yesu isavsaav le isob, ghoro iza waaŋ. Taghoniiŋa toni tila tiza paam, ve yesŋa tivot tila. 
MAT.8.24	Yesu izi igheen le lolo imaagh kat. Mala maau ve yaghur tiina kat imundig, le ipei dibom tintina. Ereman ilooŋ ila waaŋ lolo le rismoghon timarub. 
MAT.8.25	Tovenen taghoniiŋa toni tila tivaaŋa, ve tisaav pani tighaze: “Tiina, umundig ve uul ghiit lak! Paam tamarub ve tala leed tonene!”
MAT.8.26	Yesu ipamuul aliŋadi ighaze: “Yam amatughez pasa? Ghurla tiam tiina maau!” Ghoro imundig ve isaav ariaŋa pa yaghur ve dibom inimale yanooŋ di, le taun tiina izi. 
MAT.8.27	Taghoniiŋa toni tighita mbeb gharatooŋa tonenen, le ruŋadi iza ve ŋgar todi isob. Ve tiwasavon di tighaze: “Wai, ŋgeu tonene sei kat, to yaghur ve dibom paam tilooŋ aliŋa ve titaghoni?” 
MAT.8.28	Yesu toman taghoniiŋa toni tiraav tila tilooŋ naari to yes Gadara to ineep ila ya naliu Galilaia paŋa ite. Ndug tonowen, ndiran ru tinepneep. Yesuru, avuvu samsamiadi katindi tizeev di, ve moghon moghon tinepneep ilooŋ ila yaam saambu pida to tigharaat di tinim naal pa mateeŋa. Ŋgar todi iwaghamgham kat. Ighaze tighita tamtoghon eta, nene rikia moghon timundig ve tirabi. Tovenen tamtoghon tilala ndug tonowen maau. Yesuru tighita Yesu, ve tipul inadi to yaam saambu we, ve tilaagh tiŋarua tila, 
MAT.8.29	ve timboob tighaze: “Ai Maaron Natu, yom unum sualen pasa? Yei nimbaaŋ ilat payom? Sawa to ughur yabyabuuŋ payei, nene sone. Upasul pasa?” 
MAT.8.30	Ŋgai ketooŋ tiina tighanghan saguan ris pa ndug to yes tiyondyood pani. 
MAT.8.31	Tovenen avuvu samsamiadi tonenen titaŋ roran Yesu tovene: “Ighaze yom undiir ghei, ghoro ughur ghei niŋarua ŋgai ketooŋ tonowen. Leso nizeev ghei nilooŋ nila lolodi.”
MAT.8.32	Yesu isaav padi ighaze: “Ala lak!” Tovenen avuvu samsamiadi tipul ndiran ru tonenen, ve tiŋarua ŋgai ketoŋadi tila, le tizeev di tilooŋ tila lolodi. Rikia moghon ve ŋgai tonowen tisob tilaan taghon ndariri tizila, ve tiyaat tizila ya lolo, ve tighun ya le tisob timatmaat.
MAT.8.33	Yes to tiŋginŋgin ŋgai, tighita mbeb tonenen, ve tighau tila pa paanu todi, ve tipaesia mbeb tisob to tivot pa ŋgai todi ve ndiran ru to muuŋ avuvu samsamiadi tizeev di. 
MAT.8.34	Tovenen tamtoghon tisob to paanu tonowen tivot tila to Yesu, ve titaŋ rorani tighaze ipul ndug todi, ve ila pa ndug ite paam.
MAT.9.1	Yesu toman taghoniiŋa toni tiza waaŋ muul, ve tiraav tivool tila pa Kapernaum, nene ndug to Yesu inepneep pani. 
MAT.9.2	Tila tilooŋ tonowe, ve mala maau, ndiran pida timbaad ŋgeu narape eez izala ndiu pogho ve tinim tighaze Yesu iuuli. Ŋgeu tonowen, aghe imaat. Irau ilaagh maau. Yesu ighita ndiran tonenen ghurla todi iyaryaaŋ kat. Tovenen isaav pa narape tonowen ighaze: “Tazig, umatughez malep. Sosor tiom, you nareua wa.”
MAT.9.3	Ndiran ŋgara pida to tutuuŋ tineep toman di paam. Tilooŋ Yesu saveeŋ toni tonene, ve tiwasavon di tighaze: “Wai, ŋgeu tonene iveleg Maaron. Maaron moghon, ghoro isaav tovene.”
MAT.9.4	Eemoghon Yesu iwatag ŋgar todi wa. Tovenen isaav padi ighaze: “Pughu vena to ŋgar samia iyaryaaŋ kat ila lolomim? 
MAT.9.5+MAT.9.6	Sa saveeŋ to rauraua pa you nasavia, leso yam aghur ila? Nasaav pa ŋgeu tonene naghaze: ‘Sosor tiom, you nareua wa,’ ma naghaze: ‘Yom umundig ve ulaagh’? Eemoghon you naghaze yam awatag kat tovene: Tamtoghon Natu, ye iza pa ireu sosor to tamtoghon izi taan.” Ghoro isaav pa narape tonenen ighaze: “Umundig, ugham moogh tiom, ve umuul ula pa ruum.” 
MAT.9.7	Ye isaav tovene, ve ŋgeu tonenen imundig, ipul di, ve imuul ila pa ruum toni. 
MAT.9.8	Ival tiina tighita mbeb gharatooŋa tonenen, le matughezaaŋ tiina igham di, ve tipait Maaron iza pa tapiri ve poia toni. Pasa, ye ighur tapiri iza to tamtoghon, leso tigham uraat tovene izi taan.
MAT.9.9	Yesu ipul ndug tonowen, ve ilaagh ila ris le ighita ŋgeu eez to youŋ takes inepneep ila ina to uraat, iza Matayu. Yesu isaav pani ighaze: “Yom unum utaghon ghou.” Tovenen Matayu imundig, ve itaghon Yesu ve yesŋa tila.
MAT.9.10	Muri ghoro, Matayu igham ghanghaniiŋ izi ruum toni. Yesu toman taghoniiŋa toni tinim tineep toman di, ve yesŋa tilup di pa ghanghaniiŋ. Sawa tonenen, Matayu ndita katindi to youŋ takes, toman ndiran naol to ghamuuŋ sosor tinim tineep toman di paam, ve yesŋa tilup di tonowe. 
MAT.9.11	Ndiran tutuuŋa pida tighita di, ve tighason taghoniiŋa to Yesu tighaze: “Wai, pughu vena to tiina tiam, yesŋa ndiran to youŋ takes, ve ndiran to ghamuuŋ sosor tilup di pa ghanghaniiŋ?”
MAT.9.12	Yesu ilooŋ saveeŋ todi, ve isaav padi ighaze: “Yes to tinidi popoia ne, uraata to moroghooŋ le uraat padi maau. Yes moroghooŋa moghon, ghoro ye le uraat padi. 
MAT.9.13	Yam irau ala ve agham ŋgar pooi pa Maaron aliŋa tonene pughu:
MAT.9.13	Alooŋ. You tonene nanim pa poiŋ tamtoghon deŋiadi maau. Nanim pa napoi yes ndiran to ghamuuŋ sosor.” 
MAT.9.14	Sawa tonenen, taghoniiŋa pida to Yoan ŋgeu rughuzaaŋa tiŋarua Yesu tila, ve tisaav pani tighaze: “Sawa naol, yei niŋgun taumai pa ghaniiŋ aniiŋ itaghon suŋuuŋ ŋgara. Ve ndiran tutuuŋa tighamgham tovene paam. Pughu vena to taghoniiŋa tiom titaghon ŋgar tovene maau?” 
MAT.9.15	Yesu ipamuul aliŋadi tovene: “Ighaze ŋgeu eta ivai paghu, ve yesŋa ndita tilup di pa ghanghaniiŋ to vaiuuŋ toni, pale ndita lolodi ipataŋan? Maau. Pasa, itadi ite to ivai paghu, ye ineep toman di. Eemoghon muri, sawa eta pale ivot, ghoro tikis vaiuuŋ paghu tonenen, ve tighami ipul ndita. Sawa tonenen, ndita pale lolodi ipataŋan ve tiŋgun taudi pa ghaniiŋ aniiŋ.”
MAT.9.16	Yesu isaav muul ighaze: “Uli muŋgina to berekia, tamtoghon eta irau isai uli paghu suruvu izala pogho pa ipoona ne maau. Pasa, sawa to timen uli tonowen, nene pale uli paghu ighoon uli muŋgina, ve berekia le isami kat. 
