GEN.1.1	Ni fíĉilum fafu, Aláemit nátut fatiya ni ettam.
GEN.8.1	Bare Aláemit naroŋ ᵽoᵽ n’gaᵽinor mala Nóe, súnuhureŋ sasu ni sihaj sasu saamme ni busana babu. Min ainnul érus bi ékasul mal mamu. 
GEN.8.2	Súbula sasu saa fal fámah bi ni sílinga émit ró ni sutojo, émit yay may nehat galub. 
GEN.8.3	No baj me gunah ekeme ni úvi gúuba ni guñen (150), mal mamu ni múkasulo jatito-jatito 
GEN.8.4	uk’uĉiga funah fafu fakan me gaat ni gúuba faa fieñ fafu fakan me futoh ni gúuba, busana babu m’butaj fatiya firijaŋ fafu fo guvoge me Ararat. 
GEN.8.5	Mal mamu ni muroŋ n’ékasulo bi funah fítiar faa fieñ fafu fakan me guñen, no gurijaŋ gagu gutiulo me.
GEN.8.6	Nóe natajen airigen gunah úvi gúuba balama ápegul elajen yay yo nakan me ni busana babu, 
GEN.8.7	aban nahalen gaganar gúit nihi gujow n’gúbbañul iki mal mamu muñah. 
GEN.8.8	Nahalen may gálab bi ejuh ter mal mamu muhae. 
GEN.8.9	Bare gálab gagu gujugut tiñ tahae to gújue gulo, min ñer gúbbañul bi ni busana babu, mata mal mamu murondoŋ. Nóe naalen gañenol min ájogul go árur dó ni busana babu. 
GEN.8.10	Nabbañ airigen gunah futoh ni gúuba bala abbañ ahalen go n’gúit. 
GEN.8.11	No gubbañulo me gállim, n’gútebul ni gáñin go gatoj gajeb gaa bice bununuh gajow bo 
GEN.8.12	Natajen airigen guce gunah futoh ni gúuba, nabbañ ahalen go, n’gúit n’gufa bo.
GEN.8.13	Funah fítiar faa fieñ fítiar fal émit evugul, gannay gaugu no Nóe abaj me símit sikeme futoh ni yanur ni émit yanur (601), mal mamu mo bajuer ehay. Ñer Nóe náᵽuren firihinjaŋ busana babu. Naluj tíyaŋ najuh búoh ettam yay ehahay. 
GEN.8.14	Mb’uĉiga ni fieñ fúuten fo babajer gunah ávi ni futoh ni gúuba, ettam yay yo bahaer was, 
GEN.8.15	Aláemit naah Nóe : 
GEN.8.16	« Uᵽúrul ni busana babu, aw, aari, guñoli ni waaril ! 
GEN.8.17	Uᵽúnnul may súnuhureŋ sasu ᵽe, upu waw, sihaj sasu, bi ni sáfulore me n’ettam ró, min mbi sitey siban babu ᵽe, ni sibbañ subugor simmeŋen mof mamu. » 
GEN.8.18	Ñer Nóe náᵽurul ni aarol, guñolol ni waaril ró. 
GEN.8.19	Súnuhureŋ sasu may ni súᵽurul ᵽe, sánosan ni ganogor so, bi ni sáfulore me n’ettam yay ni upu waw ró.
GEN.8.20	Mbiban, Nóe nateᵽ 
GEN.8.21	Atúla no naun me gatiŋ gagu gásum me gaa bísimen babu, ni súmol. Naah m’biinumol : « Maer mat’ibbañ itab ettam yay mala búkanum arafuhow. Maagen, újogum ni fiñileol, biinumol maarat bare nihi biᵽinor ekan. Ban mat’ibbañ inemen wáfowaf waife me n’ettam, ti nikanen mo me. 
GEN.8.22	Nánonan no mof mamu muroŋe n’ebaj,
GEN.8.22	buroh ni eᵽit,
GEN.8.22	ñutot ni ésuᵽa,
GEN.8.22	fujam ni fiye,
GEN.8.22	etufunaha ni efuga
GEN.8.22	ᵽan síni to bi nánonan. »
GEN.9.1	Ᵽúrto, Aláemit násonien Nóe ni úᵽurol naagil : « Mbi jubugor iki jimmeŋen mof mamu. 
GEN.9.2	Maer súnuhureŋ sasu ᵽe, upu waw, sáfulore me n’ettam, bi ni suol sasu ró, ni guñenul nihat so. Ᵽan súhollul nár. 
GEN.9.3	Waf waw ᵽe waroŋ me, ban nugoror, nisenulwosen, ti nisenul me may waf waw ᵽe waileul me n’ettam ; dó ᵽe bi fitiñul. 
GEN.9.4	Bare jambi jitiñ ellu ni físim yo ró, mata físim fo fiĉil me buroŋ. 
GEN.9.5	Mala éyu físimul, ᵽan iroren fo nánonan no fúuyoe ; énuhureŋ emuh me an, ᵽan iroren yo. An ᵽoᵽ amuh me apalol, ᵽan irorenol yo.
GEN.9.6	An áyu me físim apalol,
GEN.9.6	ace ᵽan áyu fola,
GEN.9.6	mata Aláemit ni ganogorol nátulum me arafuhow.
GEN.9.7	Neegul mbi jubugor min jifaŋ jammeŋ. Mbi gabugorul guvisor ni mof mamu ᵽe iki gummeŋen mo. »
GEN.9.8	Aláemit natajen aagil : 
GEN.9.9	« Injé, babugeom ᵽan ijogor bo ni buru ni gabugorul. 
GEN.9.10	Babuge baubu ᵽan bíni to may bi ni upu waw, sihaj sasu ni súnuhureŋ sasu, waf waw ᵽe waife me waamen dó me ni busana babu, ni wawu ᵽe wajae me ebugi ni mof. 
GEN.9.11	Babuge baubu bo buomme ube : mati bañ mús baj báyuer mal ti babu banemenen me ettam yay. »
GEN.9.12	Natajen aagil : « Ᵽan ikan fúffasum faa babuge babu baamme n’etut ínje ni buru ni wáfowaf waamme ni buroŋ, bi egiten búoh ᵽan bíni to bi nánonan. Fúffasum fafu ufe : 
GEN.9.13	Gaiba-émit ᵽan ibaŋ fatiya, mbi gúni fúffasum faa babuge babu baamme n’etut ínje ni ettam yay. 
GEN.9.14	No nijae me éᵽunnul úpar úni fatiya ettam yay min gaiba-émit gaugu gúᵽurul dó ni wo, 
GEN.9.15	no ᵽan iᵽinor me mala babugeom bo nijogor me ni buru ni waf waw ᵽe waamme ni buroŋ. Emít yay mat’ebbañ elub mal máamah iki minemen buroŋ babu ᵽe baa n’ettam ti no. 
GEN.9.16	No gaiba-émit gaugu gujae me éᵽurul n’úpar waw min ijuh go, ᵽan iosen babuge babu bo nikan me n’etut ínje ni wánowan waife me ni mof bi nánonan. »
GEN.9.17	Nabbañ aah Nóe : « Neegi me : Gaiba-émit gaugu go guomme fúffasum babuge babu baliŋ me bo nijogor me ni wánowan waamme m’buroŋ ni mof. »
GEN.9.18	Guñol Nóe gáᵽullo me ni busana babu, bugo guomme Sem, Ham ni Yafet. Ban Ham o abuh me Kanaan. 
GEN.9.19	Uñiaw ubuge gaamme gúfaji bugaa Nóe, bugo guomme sipay gufan bugaa bugan bugagu ᵽe gaĉin me ni mof.
GEN.9.20	Nóe o aamme átiar eañ úbiñu. 
GEN.9.21	Funah fice, narem bíñu yay ák’áhali. Ñer náᵽuren wañol ᵽe min afilo ni fúgulol enil erakel. 
GEN.9.22	Ham aamme ᵽay Kanaan, nanogen dó natogol me enil erakel. Náᵽurul bi tíyaŋ ak’agiten yo gutiol. 
GEN.9.23	No nalobil yo me, Sem bugo ni Yafet n’guŋar gábil guremben n’ubandil min gunogen dó baa gúsolasola bi eke efut ᵽail. N’guluj ráli gayoŋil jambi gujuh ᵽail min akan me enil erakel.
GEN.9.24	No fúhali Nóe fusar me, naun wo áᵽurol apuma akanol me. 
GEN.9.25	Ñer naah :
GEN.9.25	« Ban itab Kanaan !
GEN.9.25	Mb’áni amigel ahu afaŋ me gatiti emigel gutiol ᵽe ! »
GEN.9.26	Nabbañ aah :
GEN.9.26	« Gasal ugu n’Atúla aamme Aláemit ala Sem !
GEN.9.26	Mbi Kanaan akan amigel Sem !
GEN.9.27	Mb’Aláemit asen Yafet mof mauŋe,
GEN.9.27	ban mb’áuro ni gúggut Sem.
GEN.9.27	Mbi Kanaan akan amigel may ala Yafet ! »
GEN.9.28	Ᵽúrto báyuer mal mamu bájalo me, Nóe nabbañ aroŋ to símit sikeme sífaji ni úvi gúuba ni guñen (350). 
GEN.9.29	Yaĉil me nak’aĉet o babajer símit sikeme futoh ni sibbagir ni úvi gúuba ni guñen (950).
GEN.10.1	No báyuer mal mamu bámah babu búgat me, úᵽur Nóe gaamme Sem, Ham ni Yafet, n’gubuh úᵽur. Gabugoril uge :
GEN.10.2	Uᵽúr Yafet bugo guomme Gomer, Magog, Madai, Yavan, Tubal, Meĉeh ni Tiras. 
GEN.10.3	Gomer nabuh Aĉikenas, Rifat ni Togaruma ; 
GEN.10.4	Yavan o abuh me Eliĉa, Tarisis, ni may bugaa Kit ni bugaa Rodan. 
GEN.10.5	Gabugor Yavan go guvisor me iki guĉin galam fal fámah ; n’gúfaculor fiil-fiil ésuh fo, mof fo ni gúlobum yo gúbuli.
GEN.10.6	Uᵽúr Ham bugo guomme Kuĉ, Misiraim, Put ni Kanaan. 
GEN.10.7	Kuĉ nabuh Seba, Havila, Sabuta, Raguma ni Sabuteka ; Raguma úᵽurol bugo guomme Ĉeba ni Dedan.
GEN.10.8	Kuĉ nabuh may ace áᵽur gajaol Nimurod. Nimurod ahumu o aamme atiga ámah átiar ni mof. 
GEN.10.9	Náni ᵽoᵽ asaa ámah bújoŋor Atúla. Yo eĉil me bi jama nihi guoh : « Hari nakakan asaa ámah bújoŋor Atúla ti Nimurod. » 
GEN.10.10	Súsuh sítinar saa ni fívietol so suomme Babel, Erek, Akad ni Kalune, so ᵽe ni mof mamu maa Ĉinear. 
GEN.10.11	Náᵽur bo atos bi ni mof mice gajow mo Aĉur. Bo naju me súsuh sasu saa Niniv, Rehobot, Kelah, 
GEN.10.12	ni Resen, yaamme n’etut Niniv ni ésuh yay yámah yay yaa Kelah.
GEN.10.13	Misiraim o aamme ᵽay afan ala bugaa Lud, Anam, Lehab, Nafutuh, 
GEN.10.14	Paturos, Kasuluh ni Kafutor ; bugaa Kasuluh bugo guomme sipay gufan bugaa Ᵽilisit.
GEN.10.15	Kanaan nabuh Sidoŋ, aamme afamma, ni Hit ; 
GEN.10.16	Kanaan o aamme may ᵽay afan bugaa Yébus, Amor, Girigaĉ, 
GEN.10.17	Hiw, Aruk, Sin, 
GEN.10.18	Aruwad, Semar ni Hamat. Bugaa Kanaan gabugoril n’gummeŋ guban babu ᵽe, 
GEN.10.19	ettamil neuŋ újogum Sidoŋ bi Gasa mbaa Gerar ; yo ejow me bi Sodom, Gomora, Aduma, Seboim bi bo Leĉa.
GEN.10.20	Dáuru ᵽe gabugor Ham gúfaculor me fiil-fiil ésuh fo, mof fo ni gúlobum yo gúbuli.
GEN.10.21	Sem, ati Yafet, nabuh may úᵽur. Ban Sem o aamme ᵽay afan ala Eber ni gabulakenol ᵽe. 
GEN.10.22	Uᵽúrol bugo guomme Elam, Aĉur, Arupahad, Lud ni Aram. 
GEN.10.23	Aram úᵽurol bugo guomme Us, Hul, Geter ni Maĉ. 
GEN.10.24	Arupahad o abuh me Ĉela abuh me Eber. 
GEN.10.25	Eber ahumu nabaj úᵽur gúuba : átiar gajaol Peleg (dóemme "éfaculor"), mata no naamme m’buroŋ, gaĉin me n’ettam yay gúfaculorfaculor. Atiol gajaol Yokutan, 
GEN.10.26	o abuh me Alumodad, Ĉelef, Hasarumavet, Yerah, 
GEN.10.27	Hadoram, Usal, Dikila, 
GEN.10.28	Obal, Abimael, Ĉeba, 
GEN.10.29	Ofir, Havila ni Yobab. Dáuru ᵽe gabugor Yokutan. 
GEN.10.30	Bugo guĉin me n’etut Meĉa ni mof mamu maa gurijaŋ gagu gaa Sefar, galam bo tinah túᵽureul me.
GEN.10.31	Dáuru ñer gabugor Sem. Bugo may n’gúfaculor fiil-fiil ésuh fo, mof fo ni gúlobum yo gúbuli.
GEN.10.32	Gaᵽin gabugor úᵽur Nóe, ésuh-ésuh bi ni fiil-fiil, tale guree. Guil gaugu, ni go bugan bugagu ᵽe gaĉin me ni mof gúᵽullo me, no báyuer mal mamu bámah babu búgat me.
GEN.11.1	No bítinar, bugan bugagu ᵽe bugaa mof gúlobum ganur gubaje, bavogeril waf banur. 
GEN.11.2	Funah fice, n’gúᵽurul bo tinah tiiyeul me. N’ejail n’gujuh eᵽarandaŋ baubu ni mof mamu maa Ĉinear n’guĉin dó. 
GEN.11.3	N’guoh : « Ujaal uk’uteᵽal síbirih, ubanal nusoal so. » N’gucokor síbirih so mbi síni me gubokenil, guban n’guŋar elahatiroŋ bi eholenor so. 
GEN.11.4	N’guoh : « Ujaal uk’uilenal ésuh, nuteᵽal may etah ebbah ék’égorul émit. Mamu ujaolal ᵽan uuno, ban mat’uvisoral ni mof. » N’guilo gúni n’gateᵽ.
GEN.11.5	Ñer Atúla náaloul ákail bujuh ésuh yay ni etah yauyu so bugan bugagu guomme n’eteᵽ. 
GEN.11.6	Aban naah : « Iní mamu gújaeul ekan bi nánonan, bugo ubugi gaamme bugan buganur, ban baloberil banur, wáfowaf mat’úju umindenil ni wo gumaŋ me ekan. 
GEN.11.7	Hani ! Fújuut fubaj ! Ualoal úk’úguñoral gúlobumil jambi gubbañ guunor ! » 
GEN.11.8	Min ñer Atúla avisil ni mof mamu ᵽe, min gateᵽil gútij to. 
GEN.11.9	Yo eĉil me n’gukan ésuh yauyu gajow gagu gaa Babel (dóemme "éguñor"), mata to Atúla águñor me gúlobum bugan bugagu bugaa mof mamu ᵽe, ban to navisil me guban babu ᵽe.
GEN.11.10	Dáure gabugor Sem :
GEN.11.10	Ᵽúrto símit súuba búsol báyuer mal mamu bámah babu, Sem nabuh Arupahad o babajer símit ekeme (100). 
GEN.11.11	Ᵽúrto, nabbañ aroŋ to símit sikeme futoh (500) nabuh úᵽur ni sújur guce.
GEN.11.12	No Arupahad abaj me símit ávi ni gaat (35), nabuh áᵽur navogol Ĉela. 
GEN.11.13	Ᵽúrto, nabbañ aroŋ to símit sikeme sibbagir ni símit sífaji (403) nabuh úᵽur ni sújur guce.
GEN.11.14	No Ĉela abaj me símit ávi ni guñen (30), nabuh áᵽur navogol Eber. 
GEN.11.15	Ᵽúrto, nabbañ aroŋ to símit sikeme sibbagir ni símit sífaji (403) nabuh úᵽur ni sújur guce.
GEN.11.16	No Eber abaj me símit ávi ni guñen ni sibbagir (34), nabuh áᵽur navogol Peleg. 
GEN.11.17	Ᵽúrto, nabbañ aroŋ to símit sikeme sibbagir ni ávi ni guñen (430) nabuh úᵽur ni sújur guce.
GEN.11.18	No Peleg abaj me símit ávi ni guñen (30), nabuh áᵽur navogol Réu. 
GEN.11.19	Ᵽúrto, nabbañ aroŋ to símit sikeme súuba ni símit futoh ni sibbagir (209) nabuh úᵽur ni sújur guce.
GEN.11.20	No Réu abaj me símit ávi ni guñen ni súuba (32), nabuh áᵽur navogol Sérug. 
GEN.11.21	Ᵽúrto, nabbañ aroŋ to símit sikeme súuba ni símit futoh ni súuba (207) nabuh úᵽur ni sújur guce.
GEN.11.22	No Sérug abaj me símit ávi ni guñen (30), nabuh áᵽur navogol Nahor. 
GEN.11.23	Ᵽúrto, nabbañ aroŋ to símit sikeme súuba (200) nabuh úᵽur ni sújur guce.
GEN.11.24	No Nahor abaj me símit ávi ni futoh ni sibbagir (29), nabuh áᵽur navogol Tera. 
GEN.11.25	Ᵽúrto, nabbañ aroŋ to símit ekeme ni gaat ni sibbagir (119) nabuh úᵽur ni sújur guce.
GEN.11.26	Tera no nabaj me símit úvi gúfaji ni guñen (70), nabuh úᵽur gúfaji gaamme Aburam, Nahor ni Haran.
GEN.11.27	Dáure gabugor Tera : Uᵽúrol bugo guomme Aburam, Nahor ni Haran. Haran nabuh áᵽur gajaol Lot ; 
GEN.11.28	naĉet baubu Ur ni mof mamu maa Ĉalide, bo nabugi me ; no naĉet me, ᵽayol Tera to ni buroŋ. 
GEN.11.29	Aburam ni atiol Nahor n’guyab waare ; ala Aburam gajaol Sarai, ala Nahor o gajaol Milika, aamme bájur Haran ; Haran o abuh me may Yiska. 
GEN.11.30	Bare Sarai affasut fufane, mata emotombo nakane.
GEN.11.31	Funah fice, Tera naŋar áᵽurol Aburam bugo n’aarol Sarai, naŋaror may gabulakenol Lot, áᵽur Haran. Min gúᵽur Ur ni mof mamu maa Ĉalide gujow guriŋen mbaa ni mof mamu maa Kanaan. No guĉih me n’ésuh yay yo guvoge me Haran, n’gunamo to. 
GEN.11.32	Tera nak’aĉet to Haran o babajer símit sikeme súuba ni símit futoh (205).
GEN.12.1	Atúla nalob ni Aburam naagol : « Uᵽúr dáre ni mof mamu maamme míya, uhat fiili ni yaŋ ᵽai, min uilo ujow bi ni mof mice mo nijai me egiten. 
GEN.12.2	Ᵽan ikan min gabugori gúni ésuh yámah, ᵽan ísonieni, ban ᵽoᵽ nikan gajai guuno. Ᵽan mb’úni an ala gásonien bi ni bugan bugagu.
GEN.12.3	Gajae me élikeni, ᵽan ísonienil.
GEN.12.3	Bare gajae me eĉotiheni, ᵽan itabil.
GEN.12.3	Míya, mb’ísonienum me guil gagu ᵽe gal ettam yay. »
GEN.12.4	Ñer Aburam náᵽur ajow ti Atúla alobol yo me ; Lot nalagenol. No gúᵽure me ésugol Haran, Aburam o babajer símit úvi gúfaji ni gaat (75). 
GEN.12.5	N’ejaol nájaenum aarol Sarai ni áᵽur atiol aamme Lot. N’gújaenum fubajil ᵽe ni ᵽoᵽ umigel waw bugo gunom bo me Haran. Min gukay mbaa mof mamu maa Kanaan. 
GEN.12.6	No guĉih me Kanaan, Aburam nasat mof mamu bi ni bununuh babu báñai me baa More, babu Siĉem. No, bugaa Kanaan bugo baroŋer dó n’eĉin.
GEN.12.7	Atúla náᵽurul Aburam naagol : « Dáure mof mamu mo nijae me esen guñoli ni gabulakenil. » Ñer Aburam naŋar sival nateᵽ to físimenum bi n’Atúla mala min áᵽullol to me. 
GEN.12.8	Nafa bi ni mof mice maa gurijaŋ, galam Betel mbaa bo tinah talu tiiyeul me. Min ailen fúgulol fal ubaŋ n’etut Betel yaamme bo tinah tiiyeul me, ni Ai yaamme bo tinah tiave me. To may nateᵽ to físimenum fice bi n’Atúla min alaw to ni gajow Atúla. 
GEN.12.9	Mo may natos jatito-jatito ak’aĉih ni eᵽarandaŋ ece yo guvoge me Negev.
GEN.12.10	Gannay gace, bieb m’búloul dó n’ésuh yay. Maagen bieb baubu m’bújalo iki Aburam atennor ajow mbaa mof mice mo guvoge me Esíp. 
GEN.12.11	No gulof bo me, Aburam navoh aarol : « Sarai ! » Naagol : « Eé ? » Naagol : « Uuttenom. Niffase búoh aw anaare áarie faŋ. 
GEN.12.12	Bugal Esíp no gujae me ejugi, ᵽan guoh : “Dáru aarol.” Ban ᵽan gumugom min guhali to. 
GEN.12.13	Mb’uboket uogil aw álinom ! Mamu ᵽan gujogom jon, ban aw ᵽan uĉil min iᵽagen súñunduom. » Naagol yoo.
GEN.12.14	No guĉih bo me Esíp, maagen bugaa bo n’gujuh búoh aarol náariari nár 
GEN.12.15	iki ufan búgamah bugaa gávi gagu gulob ávi ahu mola n’gusalenol nímoro. O ñer naboñ guŋallol bi ni gávi gagu. 
GEN.12.16	Sarai aĉil me min ávi ahu aalen Aburam wári. Nasenol ubbarum, sijamen, síbe, musum máine ni maare ni suñokombo ; nasenol may uroka wáine ni waare.
GEN.12.17	Bare Atúla nakan min mataño mámah múavul n’ávi ahu ni fiilol, dó ᵽe mala Sarai, aar Aburam o naŋar me. 
GEN.12.18	Aví ahu návogul Aburam naagol : « Dáru bakaner bu ? Wa uĉil me uogutom dáru aari 
GEN.12.19	min ubutom nuogom dáru álini ? Min ínje iŋarol áni aarom ? Nibane n’aari. Uŋarol n’júᵽur tale ! » 
GEN.12.20	Ñer naboñ urokaol gúᵽurenil n’Esíp, aĉila n’aarol ni wafol ᵽe wo nabaj me.
GEN.13.1	Aburam no náᵽullo me Esíp, nabbañ mbal eᵽarandaŋ yay yaa Negev, o ni aarol ni wafol ᵽe. Lot may nalagenol. 
GEN.13.2	Aburam nasanumet faŋ, nabaje sukore sámah, síralam ni ᵽoᵽ éurus yaguguy. 
GEN.13.3	Nah’ajow jatito-jatito Negev bi Betel. Námusene arobo tiñ tautu n’etut Betel ni Ai, 
GEN.13.4	ban nailenen to físimenum. To Aburam alaw me Atúla.
GEN.13.5	Lot alageneol me, nabaje ᵽoᵽ ubbarum, sijamen ni síbe. Nabaje may gúgulol gal ubaŋ. 
GEN.13.6	Ban mof mamu miᵽilout mata mbi gúju gufenen dó sukoreil ᵽe. Min simmeŋ me nár, sújuut surobo tiñ tanur. 
GEN.13.7	Ban ᵽoᵽ bajene bugaa Kanaan ni bugaa Ᵽeris gaĉin dó.
GEN.13.7	Funah fice, ukoña Aburam ni bugaa Lot n’gúrig. 
GEN.13.8	Ñer Aburam návogul Lot naagol : « Jamb’úriga ! Ukoñai ni búgumbam jambi gúrig may ! Let wola fiilola fanur ? 
GEN.13.9	Mof mamu umu mo nuluje me, gayoŋi. Ufáculora ! Ujow me mbaa gañen gárib, ínje ᵽan ijow mbaa gamay. Ujow me mbaa gamay, ínje mbaa gárib. »
GEN.13.10	Ñer Lot náarul buulol najuh eᵽarandaŋ yay yo fal fafu fo guvoge me Suruden fusat me, ni fíjeben yo nímoro. Ban éguguf bi bo ésuh yay yaa Soar. Níme ti fíreŋ fafu fal Atúla, ti ᵽoᵽ Esíp yo fal fafu faa Nil nihi fíjeben me. No, Atúla m’bafumerut súsuh sasu saa Sodom ni Gomora saam dó me. 
GEN.13.11	Ñer Lot naĉob bi ni o eᵽarandaŋ yauyu ᵽe, aban najow abbañen mbaa bo tinah talu tiiyeul me. Mamu Lot ni Aburam gúfaculor me. 
GEN.13.12	Aburam aĉila narobo to Kanaan. Lot o nak’aĉin lof súsuh sasu saamme galam Suruden. Nailen gúgulol iki gúffus ésuh yay yaa Sodom. 
GEN.13.13	Bare bugaa Sodom buroŋil buarat ; nihi guhajen n’Atúla, gutiletil ni o hóji faŋ.
GEN.13.14	No Lot ávuh me akay, Atúla naah Aburam : « Uluj joon mbaa gayoŋi, mbaa búsoli, nuluj ᵽoᵽ mbaa gañeni gárib ni gamai : 
GEN.13.15	ᵽan iseni bi nánonan ettam yauyu ᵽe yo nuluje me, aw, guñoli ni gabulakeni. 
GEN.13.16	Gabugori ᵽan ikanil gummeŋ ti fuus. Nemme fuus an ájuut aᵽin fo, mati an may ájuil eᵽin. 
GEN.13.17	Uilo nujow mof mamu min ujuh mo, mata aw nijae mo me esen. »
GEN.13.18	Ñer Aburam natosen gúgulol ak’aĉin lof ununuh waw wáñai me waa Mámure galam Heboron. Nailen to físimenum bi n’Atúla.
GEN.14.1+GEN.14.2	Ni gunah gaugu, úvi guce n’gúni ni fitih. Bugo guomme Amurafel ala Ĉinear, Ariok ala Elasar, Kedor-Laomer ala Elam ni Tidal ala Goim. N’gutegor n’gutigen bugagu úvi gaamme Bera ala Sodom, Biriĉa ala Gomora, Ĉineab ala Aduma, Ĉemeber ala Seboim, ni ávi ahu ala Bela, yo guvoge me may Soar. 
GEN.14.3	Bugo futoh bugo gunonulo me, n’guemor ni eᵽarandaŋ yay yaa Sidim (to Fal Fasisesiset fuomme jama). 
GEN.14.4	Mata ni fimigilet fal ávi ahu Kedor-Laomer guomene símit guñen ni súuba, bare ᵽúrto émit yanur n’guñiñet. 
GEN.14.5	Mb’uĉiga toon yo, Kedor-Laomer ni bugagu úvi gabbañ me búsolol n’guiyul n’gutigen ulatoril. N’guhek bugaa Refa galam Aĉetarot-Karunaim, bugaa Sus galam Ham, ni bugaa Em galam Ĉave-Kiriataim. 
GEN.14.6	N’guhek may bugaa Hor dó n’ésugil ni gurijaŋ gagu gaa Seir, n’guhattoril iki guĉih El-Paran, lof gafit gámah. 
GEN.14.7	Mbiban n’gúbbañul mbal En-Miĉepat yo guvoge me may Kadeĉ, iki gufum ᵽe mof bugal Amalek, ban ni guhek bugal Amor gaĉin me Hasason-Tamar. 
GEN.14.8	Ñer úviaw bugaa Sodom, Gomora, Aduma, Seboim ni Bela yaamme Soar, n’gúᵽunnul ekosombilil gualen ni eᵽarandaŋ yay yaa Sidim, 
GEN.14.9	bi etigen to ávi ahu Kedor-Laomer ala Elam, ni may Tidal ala Goim, Amurafel ala Ĉinear ni Ariok ala Elasar : dóemme ñer úvi gono gubbagir n’gutigen gono futoh.
GEN.14.10	Ban eᵽarandaŋ yay yaa Sidim, babaj ró usun wammeŋe wo guoh ró bi eŋar eukut wo yafige ban neñuget tem. No úviaw bugaa Sodom ni Gomora guomme n’etey, n’gulo ró. Bugagu gaᵽah me n’gutey bi ni gurijaŋ gagu. 
GEN.14.11	Gahekil me, n’guram fubaj fafu ᵽe faamme Sodom ni Gomora, bi n’újej waw ró, min gukay. 
GEN.14.12	Lot ásabul Aburam, nemme dó Sodom naĉine, n’gujogol may gújaenum ni fubajol ᵽe.
GEN.14.13	Ace áine aᵽagulo bo nákail agiten yo Aburam aamme an ala Híbori ; nájoul ak’atogol to naĉin me galam ununuh waw wáñai me waa Mámure. Mámure ni gutiol gaamme Eĉekol bugo ni Aner, bugaa Amor gom, ban bugo néfajiil gubbabbañ búsol Aburam. 
GEN.14.14	No naun me búoh áᵽur atiol gujogoljoh áni amigel, Aburam naomen utigaaw gabugi to me ni fiilol gono sikeme sífaji ni gaat ni bugan gúfaji (318), aban nahattor ulatorol bi n’ésuh yay yo guvoge me Dan. 
GEN.14.15	No naĉih me, nagabor buganol mítiman-mítiman min anonil ni fuh. Nahek úviaw min ahattoril bi Hoba, babu galam Damas. 
GEN.14.16	Nábbañenul wafil ᵽe, náᵽagenul may áᵽur atiol Lot ni fubajol, ni ᵽoᵽ waareaw ni bugagu umigel.
GEN.14.17	No Aburam aham me Kedor-Laomer ni ulagorol aban, náolul. Ñer ávi ahu ala Sodom náᵽurul iki guemor ni fíĉiĉilen fahahay faa Ĉave, fo guvoge me fíĉiĉilen Aví. 
GEN.14.18	Ni baj ᵽoᵽ ace ávi, gajaol Melikisedek, o ávi ala Salem, ban náni ásimena Aláemit-Fatiya. N’ejaol náŋarul unaĉ ni bíñu bi esen Aburam. 
GEN.14.19	Násonienol min aagol :
GEN.14.19	« Aláemit-Fatiya átut me émit ni ettam, mb’ásonieni !
GEN.14.20	Usalal Aláemit-Fatiya aseni me sembe min uham ulatorai ! »
GEN.14.20	Ñer Aburam náᵽuren fugab fanur ni gono guñen ni wo naramulo me ni fitih fafu asenol.
GEN.14.21	Mbiban ávi ahu ala Sodom naagol : « Ubbañenom umigel waw min ubaŋ bi n’aw fubaj fafu fo nuŋallo me ! » 
GEN.14.22	Bare Aburam naagol : « Iteb gañenom mbal Atúla, Aláemit-Fatiya átut me émit ni ettam, 
GEN.14.23	min ibbat : Ijéerit eŋar wáfowaf ni fubaji, hani jilaor jafulut me. Mamu mat’úju uoh : “Injé nitajentajen fubaj Aburam.” 
GEN.14.24	A-a, mat’ibaŋ wáfowaf bi n’ínje. Uᵽúren me wo buganom gutiñ me, ni may butum ulagorom gaamme Aner, Eĉekol bugo ni Mámure, babu ᵽe mat’iŋar. Ban bugo gúarie guŋar butumil. »
GEN.15.1	No ᵽúrto me, Atúla náᵽurul Aburam min alobol firim faufe naagol : « Aburam, jamb’úholi ! Injé iomme ebangal yay yíya. Ᵽan iseni bacam bámah. » 
GEN.15.2	Naagol : « Aláemit Atúla, ecamom bi wa ? Injé ume abajut maa añil ; Elieser ala Damas, o mb’aŋar me fubajom ᵽe. » 
