MAT.1.1	Gëtabu ga mwango wamwa Yesu Kiristo, mwana wamwa Daudi, mwana wamwa Iburahamu. 
MAT.6.32	Gusoko asaa oong'e ëgulwewaa na antu nëvëtimumanyie Muungu. Tata wanyu në wë girunde umanyie mwino muufenja mantu asaa oong'e. 
MAT.6.33	Uvii, ufenji tanju Utemi wa Muungu na mafenji akwe, na ayoo angëja oong'e muufewa gwa goongeeywa. 
MAT.6.34	Uvii, mutajee goosëghanëya na ukhaghata a fadiu, gusoko fadiu ëgëkhasëkea nyeeso. Malwe a itiku rëmwe ëmudahëte gwa itiku rësëë.
MAT.7.1	“Mutavaramwëyee vangëja mutajee uramwëywa nyeenoo. 
MAT.7.2	Gusoko mwino muuvaramwëya vangëja uu uvii nyee mujie uramwëywa, na ngeero ëyëëyo ëyëëyo nëmuuvagheera vangëja ësëë unë Muungu ujie umugheera nyeeno. 
MAT.7.3	Sokokë nëugugoona gafaara nëgëë muriho ra muunako, na muufafo utirëgune ifaja nërë muuriho rako? 
MAT.7.4	Ugudaha wurë umwëëra muunako, ‘Mbuyanë, ika nëguhegheye ifaara muriho rako,’ muufafo veve mughonjo ukweti ifaja muriho rako? 
MAT.7.5	Munyalakuno vee! Heya tanju ifaja nërëë muriho rako na faafo ugudaha goona vija na udaha ugaheya gafaara nëgë muriho ra muunako. 
MAT.7.6	Mutayifee mbwa mantu në meru itajee gifëëntukëya na umuhafuanga nyee, kangënoo mutayighumëee nguuma lulu yanyu itajee uyifanangëa.”
MAT.7.7	“Rombi, nyeenoo muufewa, fenji, nyeenoo muuhanga, fëndui, nyeenoo muughenyifwa. 
MAT.7.8	Nëugurombaa ugufewaa, nëugufenjaa uguhangaa, na nëugufëndua ugughenyifwaa. 
MAT.7.9	Wurë, urëfo mukhaatë anyuna në mwanaakwe wamuromba mukate ugumufa ëgwe? 
MAT.7.10	Wurë, nëwamuromba somba ugumufa njokhana? 
MAT.7.11	Nësa uvii, mbesa nyee në mweavëë mumanyie uvafa vana vanyu mantu nëmaja, tutë tuutë Tata wanyu wa girunde ugutenda nanguu; uguvafa nëmaja vasaa nëvëumurombaa. 
MAT.7.12	Vatendei vangëja asaa nëmuuyafenja veeso vëmutendëe nyee. Ërëë unë riana ra seria amwa Musa na masëyo aa anyagëdaghu.
MAT.7.13	“Ingëi gwa ukëëra gënyamwaango nëgëfinye. Gusoko njëa nëinjë guuyaghao unë ngarë, na gënyamwaango gagingëërëa kuuko unë gëgharë, nëvëukëërëe munjia ësëë unë vingë. 
MAT.7.14	Ëgweeso njëa nëëgwëndaa guufanga unë mënye, na gënyamwaango gagingëërëa kuuko unë gëfinye antu akeevuu nëvëudaha umëmanya njëa ësëë.
MAT.7.15	“Ighoji na anyagëdaghu va weegheeghe. Vasaa vëujaa kunë nyee vërye masaa ankhoo gwa gunji, gweesogwayo gwa ukhatë unë mbughi nënkharë. 
MAT.7.16	Muuvamanya gwa ntendo yawe. Wurë, antu vëukhaa sabibu mu mëtë a maghuyana, namba tini mu mbëghëëna? Tiuvuu! 
MAT.7.17	Uvii, mutë në uja uguduyaa nkhari në njija na mutë në ubë uguduyaa nkhari mbë. 
MAT.7.18	Mutë në uja utiudaha uduya nkhari në mbë na ëgweeso gwayo mutë në ubë utiudaha uduya nkhari në njija. 
MAT.7.19	Mu mutë nëutiuduyaa ukhari në njija ugutemwa na ughumëwa mumoto. 
MAT.7.20	Uvii, muuvamanya gwa ntendo yawe.
MAT.7.21	“Ti muu muntu nëugumbwëëraa, ‘Müküü, Müküü,’ ugingëa mu Utemi wa girunde, ëgweeso wasuu gutufu nëuguyatendaa mafenji amwa Tata wanë në wëë girunde. 
MAT.7.22	Vingë vëjieumbwëëra itiku rasëë ra iramuëywa: ‘Müküü, Müküü! Gwa rina rako gugatanantya ukhani wako, na gwa rina rako gugaviduya vinyonyinyonyi na utenda matako mingë.’ 
MAT.7.23	Faafo nene nëjeumwëëra: ‘Naa ntimumanye nyee mbanduvë, heghi usonge anë nyee anyautenda në mabë.’
MAT.7.24	“Uvii, muu muntu nëuguyitegheeya nkhani yanë na uyikwatëëra, ugikhoriwa na muntu nëwina mahaa, nëagajenga nyumba akwe gunto a italaghwe. 
MAT.7.25	Mbura ëgakhuva, mayongo ëgijua guunto. Mpefo ëgakunkaa gwa nguu na umëkunkëa nyumba ësëë, inagwaa gusoko naa ëjëngiwe gunto a italaghwe. 
MAT.7.26	Na muu muntu nëuguyitegheeya nkhani iyii na udëa uyikwatëëra, ugikhoriwa na muntu mufütu nëagajenga nyumba akwe gunto a mahangahanga. 
MAT.7.27	Mbura ëgakhuva, mayongo ëgijua ukyëanëya mpefo anguu ëgakunka na umëkhuva nyumba ësëë, nyeesonoo ëgagwa, kangënoo gwa khuu nënkuu.”
MAT.7.28	Yesu nënaa wadaha urëghëtya nkhani yasëë, mwirundo wa antu ugatachwa na masëyo akwe. 
MAT.7.29	Naa ti mwino asëyi vawe va Seria, ëgweeso agasëya gwa udaho.
MAT.8.1	Yesu nënaa watununta ufuma guughongo, maburi mingë a antu ëgamuhonga. 
MAT.8.2	Uvii, agaja munyamatana umwedu, agamutungamëa uguhanya “Müküü, nëwayanja udahëte unjerya!” 
MAT.8.3	Yesu agaghoora mukhono wakwe agamutenia na uhanya, “Nayanjaa! Were.” Mu gënyafaafo muntu wasuu agafora matana akwe. 
MAT.8.4	Uvii Yesu agamwëëra, “Tegheeya, utamukhanëe muntu mbaumwe, ëgweeso enda wiraghëëre kunë mukumbëki na uduye dahwa mwino ëhanyiwe na Musa uvaraghëëra mwino chu waforaa.”
MAT.8.5	Yesu nënaa ugingëa umuji wa uKafarinaumu, müküü umwe Muroma agenda umuhanga, agamunena 
MAT.8.6	uguhanya, “Müküü, mutumami wanë uree ukhaya, ukure ighandi na weemetwe ino.” 
MAT.8.7	Yesu agamwëëra, “Nëjie umuforya.” 
MAT.8.8	Müküü wasuu agamwëëra, “Müküü, nene ntinonenye veve wingie ukhaanë. Ëgweeso hanya ukhani gutufu, na mutumami wanë ugufora. 
MAT.8.9	Gusoko, nanë neenoo antu vangëja vëë gunto anë, nkhweti asikee në nee në gunto awe. Ngumwëëra umwe, ‘Enda!’ Mweeso noo winjë, na ungëja ‘Njuu!’ Mweeso noo ujie, na mutumami wanë, ‘Tenda intu ërëë!’ Mweesonoo ugutenda.” 
MAT.8.10	Yesu nënaa wategheeya asaa, agataka, agavëëra antu nënaavëmuhongie, “Tutë namwëëra, ëkëë ntinoonaa mukhatë a Isiraeli uhuvëi nëwëë mwino uruu. 
MAT.8.11	Uvii, namwëëra mwino antu vingë vëjie ufuma kiya na umweri, veesonoo vëgikhaa mu malëwa itambëëmwe na Iburahimu, Isaka na Yakobo mu Utemi wa girunde. 
MAT.8.12	Ëgweeso vasaa nënaa vënoneye utendeka mu Utemi kunu vana va utemi vëujughutuwa gunji, mukiti, kunë vëgëëra na ula mino.” 
MAT.8.13	Uvii Yesu agamwëëra müküü Muroma wasuu, “Enda ukhaya na ëtendeke uvii mwino wahuvëaa.” Na mutumami wakwe agafora itungo ërëëroërëëro.
MAT.8.14	Yesu agafika ukhaya amwa Fetero, agamuhanga mukhema umwe, mukhwe amwa Fetero, uree guurii urue ino. 
MAT.8.15	Uvii, Yesu agamutenia mukhema wasuu mukhono, na urue ugamurekea, agimëka, agamutumamëa. 
MAT.8.16	Nënaa aa mpëndë, vëgamweetea antu vingë nënaa vina vinyonyinyonyi, mweesonoo, gwa uhanya ukhani gutufu, agavijuncha vinyonyinyonyi visii. Agavaforya noo antu voong'e nënaa vërue. 
MAT.8.17	Asaa nënaa ëgahanyiwa na munyagëdaghu Isaya ëkhondeke, “Mweeso wauhorie ulegheku witu, na wayahoire marue itu.”
MAT.8.18	Yesu nënaa woona mwirundo wa antu umufiimëye agavëëra asëywi vakwe vende ung'andë ëngë a irambo. 
MAT.8.19	Musëyi umwe wa Seria agamuhanga agamwëëra, “Musëyi, nee nguguhonga goong'e kunë winjë.” 
MAT.8.20	Yesu agamusucha, “Mura vina mpanga, na nyonyi yina viuri, ëgweeso Mwaamuntu atikweti fana ugutuëya.” 
MAT.8.21	Faafo muntu ungëja mukhatë a asëywi vakwe agamwëëra, “Müküü, ndeka tanju nende umuvëka tata wanë.” 
MAT.8.22	Ëgweeso Yesu agamwëëra, “Ng'onga! Vareke akuyi vëavëke akuyi vawe.”
MAT.8.23	Yesu agingëa mu masua, na asëywi vakwe vëgenda itambëëmwe na mweeso. 
MAT.8.24	Gënyafaafo, ifefe ra mpefo ra umajë rëgadwëëra mwirambo, mafefe a majë ëgaandya umëkunëkëa masua. Yesu naa uree too. 
MAT.8.25	Asëywi vëgenda umuhanga, vëgamufëtya vëumwëëra, “Müküü, gutyoe, goohira!” 
MAT.8.26	Yesu agavëëra, “Nyee antu nëmwina uhuvëi ukeevuu, asikë nëmughooghofa?” Uvii agahumbuka agayikenea mpefo na mafefe a majë, ng'ë ëgatwa twëë. 
MAT.8.27	Antu vëgataka, vëgahanya, “Muntu wëë wurë uyuu? Nanë mpefo nanë mafefe a majë ëmutegheeye!”
MAT.8.28	Yesu agafika ung'ë a Ageraseno ung'andë a irambo, na kuuko antu vavëë nënaa vina vinyonyinyonyi vëgatang'ana inaawe vëfumie umbelelo. Antu avaa naa akharë ino, na naa gutie muntu nëagasoya ukëëra njëa ësëë. 
MAT.8.29	Veesonoo vëgaandya ukurya mukindo, “Wina ihanyokë nasee, vee Mwana a Muungu? Wurë wajie ugukhasya nëkëë itungo rayo rinafikana?” 
MAT.8.30	Fifë na faafo naa gwina nguuma nyingë igudëmwa. 
MAT.8.31	Uvii, vinyonyinyonyi visii vigamunena, “Nësa uguguheya, ugurekëe guyingëe nguruwe iyoo.” 
MAT.8.32	Yesu agavëëra, “Ari! Endi.” Faafo vigavadua antu vasaa, vëgayingëa nguuma. Idee roong'e ra nguuma rëgatununta muntununto asëë, ëgagwea girambo, nguuma yoong'e ëgakuya mumajë.
MAT.8.33	Adëmi va nguuma vasaa vëgamanka, vëgenda umujini. Kuuko vëgafunya sayu yoong'e na mantu nëegavahanga antu vasaa nënaa vina vinyonyinyonyi. 
MAT.8.34	Uvii, antu voong'e mu muji wasuu vëgadua vëgamuhanga Yesu, na nënaa vamwona vëgamunena aheghe mung'ë awe.
MAT.9.1	Yesu aganatëa masua, aganankëa irambo na agafika umuji wakwe. 
MAT.9.2	Faafo antu vëgamwetea muntu umwe naa mwëërë ukure ighandi, ureechiwe gunto a gëtanda. Yesu nënaa wawoona uhuvëi wawe, agamwëëra muntu wasuu nënaa ukure ighandi, “Khomya nkhoo mwananë! Warekewaa mahutuye ako.” 
MAT.9.3	Mukhatë a aandëki va seria vëgaandya usëghanëya, “Muntu uyuu ugumujuma Muungu!” 
MAT.9.4	Yesu agamanya masëgho awe, agahanya, “Gusokokë mughema në mabë munkhoo yanyu? 
MAT.9.5	Uu rëëfe në ryoro nanguu uhanya, ‘Warekewa mahutye ako,’ namba uhanya, ‘Imëka, weendeende?’ 
MAT.9.6	Uvii, ngufenja mumanye mwino Mwaamuntu ukweti udaho wa uvarekea antu mahutye mu urëmi.” Faafo agamwëëra muntu wasuu nënaa ukure ighandi, “Wuka, hora gëtanda gako, wende ukhaako.” 
MAT.9.7	Muntu wasuu nënaa ukure ighandi agawuka, agenda ukhaakwe. 
MAT.9.8	Antu voong'e mu wirundo wasuu nënaa voona asaa vëgataka na ghooghofa, vëgamukürya Muungu nëwaafee antu udaho në mwino wasuu.
MAT.9.9	Yesu agahegha faafo, na nënaa ugutunguya agamwoona muntu umwe ugutaanwaa Matayo wikhee mu nyumba a ukhomboisya kooti. Uvii, Yesu agamukhanëa, “Ng'onga.” Matayo noo agavuka, agamuhonga.
MAT.9.10	Yesu nënaa wëëmunyumba wikhee ugula malëwa anya ukhomboisya kooti vingë naanyamahutye vëgaja vëgikhaa itambëëmwe na mweeso nanë asëywi vakwe. 
MAT.9.11	Afarisayo nënaa voona asaa, vëgavëëra asëywi vakwe, “Asikë musëyi wanyu ugula itambëëmwe na anya ukhomboisya kooti nanë anya mahutye?” 
MAT.9.12	Yesu nënaa wategheeya agahanya, “Nëvëumufenja mughanga uu në vasaa në vërue ti në afanga. 
MAT.9.13	Uvii, mwisëye riana ra nkhani iyii: ‘Inoneye goonewa uvavi, na ti makumbëko?’ Ntinajaa uvataana antu nëaja, ëgweeso anya mahutye.”
MAT.9.14	Asëywi vamwa Yohana Mubadisi vëgamwendea Yesu, vëuhanya, “See na Afarisayo nguufungaa mëhënjo mingë, asikë asëywi vako vëtiufungaa?” 
MAT.9.15	Yesu agavasucha, “Wurë, nëvëreekiwe guuvire vëudaha uhongeeya itungo në mukumwëëma wëë itambëëmwe inaaawena? Ti uvii! Ëgweeso itungo rëufika në mukumwëëma ujie uheywa kunë veeso, itungo rasëë faafo uuvëjieufunga. 
MAT.9.16	Antu vëtiutendeaa ntaho a isaa nëifya mu isaa nërakhee. Gusoko ntaho asëë ëuhafuanga isaa rasëë në rakhee, na faafo fana naa guhafukie guuhafukëëra. 
MAT.9.17	Na mbesa antu vëtiuvëkaa divai nëmpya muvihongoo në vyakhee. Nëvatenda uvii, vihongoo viutamüka na divai ëguhunuka, vihongoo noo viuruvëka. Ti uvii, ëgweeso, antu vëuvëkaa divai nëmpya muvihongoo në vifya, na vyong'e vivëë, vihongoo nanë divai viughondanëëywa vija.”
MAT.9.18	Yesu nënaa ugurëghëtya asaa müküü umwe Muyahudi agafika agamwinamëa na uhanya, “Munchaanë wakuyaa itungwee rëërë. Gweeso, nguguromba njuu umutendeye mukhono wako mweesonoo ugutenda mufanga.” 
MAT.9.19	Yesu agatunguya itambëëmwe na asëywi vakwe, agamuhonga. 
MAT.9.20	Mukhema umwe murue ugukëngaa saghami gwa mëakha ikumi na ëvëë agamuhonga Yesu unyuma, agatenia ëfëndo ra isaa rakwe.
MAT.9.21	Agatenda uvii, gusoko agasëghanëya munkhoo: “Nënatenia gutufu isaa rakwe, ngufora.” 
MAT.9.22	Uvii, Yesu agikengeeya agamwoona, agamwëëra, “Muncha, khomya nkhoo! Uhuvëi wako waguforyaa.” Mukhema wasuu agafora itungo ërëëro ërëëro. 
MAT.9.23	Faafo Yesu agingëa ukhaya amwa müküü wasuu. Na nënaa wavoona akhuva filimbë mwirundo na wina yaghagha, 
MAT.9.24	agahanya, “Heghi afaa! Mung'inya agëkhema uyuu inakuya, uree gutufu.” Veesonoo vëgamuheka. 
MAT.9.25	Uvii, misanga a antu nënaa aheywa, Yesu agingea ukhatë, agamukwata muncha wasuu mukhono mweesonoo agimëka. 
MAT.9.26	Sayu ësëë ëgamanyika ino mung'e ësëë oong'e.
MAT.9.27	Yesu agahegha faafo na nënaa utungwiiye afoku vavëë vëgamuhonga vëkuriye mukindo, “Mwana amwa Daudi, goonëe uvavi!” 
MAT.9.28	Yesu nënaa wingëa ukhaya afoku vavëë vasaa vëgamuhanga, mweesonoo agavawëëya, “Wurë, muhuvëe mwino ngudaha utenda intu rësëëna?” Veesonoo vëgamusucha, “Nhaa, Müküü.” 
MAT.9.29	Faafo Yesu agatenia miho awe, agahanya, “Na ëtendeke uvii kunë nyee mwino muhuvëe.” 
MAT.9.30	Miho awe ëgarangua. Yesu noo agavëëra gwa ukharë: “Mutamukhanëe muntu mbanduvë intu ërëë.” 
MAT.9.31	Ëgweeso veeso vëgatunguya vëgatanantya sayu wamwa Yesu mung'ë ësëë oong'e.
MAT.9.32	Antu nënaa vëtungwiye kunë vinjë, vangëja vëgamweetea Yesu muntu umwe nënaa munyagëmumu wa gënyonyinyonyi. 
MAT.9.33	Muu gënyafaafo gutufu nënaa gënyonyinyonyi gasëë gadëëywa muntu wasuu nënaa wina gëmumu agandya urëghëtya kangë. Antu vëgataka go na uhanya, “Intu në mwino ërëë rinadwëëraa mbanduvë mu Isiraeli!” 
MAT.9.34	Ëgweeso Afarisayo vëgahanya, “Uguviduya vinyonyinyonyi gwa nguu ya müküü wa vinyonyinyonyi në vibë.”
MAT.9.35	Yesu agafika u miji oong'e na vijiji, agasëya mumasinagogi awe ugutanantya Sayu Njija a Utemi wa Muungu na uforya marue oong'e na muugëlegheka hiya hiya. 
MAT.9.36	Uvii, nënaa wavoona antu, mirundo gwa mirundo, agavoonea uvavi gusoko naa vakhataa na naa vabughe vatendeka mwino nkhoo në itina mudëmi. 
MAT.9.37	Faafo agavëëra asëywi vakwe, “Mbëësya nyingë, ëgweeso anya utënanga akeevuu. 
MAT.9.38	Uvii, murombi Munya muunda atumë anya utënanga mu muunda wakwe.”
MAT.10.1	Na mweeso agavaëtaana kunë mweeso atumami vakwe ikumi navëë na agavafa veeso udaho gunto a vinyonyinyonyi në vivë, na uvijuncha, na uforya mu gërue nanë mu ulegheku. 
MAT.10.2	Na, mina a anyautumwa vasaa ikumi na vavëë uu chaaya; wa mwandyo unë Simoni nëugutaanwaa Petero, na Anderea muunaakwe, Yakobo mwana amwa Sebedayo, na Yohana muunaakwe, 
MAT.10.3	Filipo na Baritolomayo, Toma na Matayo nënaa munya ukhomboisya, Yakobo mwana amwa Alifayo, na Tadayo, 
MAT.10.4	Simoni Mukanaani na Yuda Isikariotë nënaa agamutoneera Yesu.
MAT.10.5	Yesu agavatuma vasaa ikumi na vavëë na uvafa maraghëëyo ayaa: “Mutaje mwende gwa antu va antu va Ndughu ingëja, na mutaje mwingie mu miji a Asamaria. 
MAT.10.6	Ëgweeso endi gwa antu va Isiraeli nëvayaghee mwino nkhoo nëyayaghee. 
MAT.10.7	Nëmwinjë tanantyi vii: ‘Utemi wa girunde wahumbeeraa.’ 
MAT.10.8	Fori arue, fëtyi akuyi, eryi anya matana, funyi vinyonyinyonyi. Mwafewa ndende, duyi ndeende. 
MAT.10.9	Mutahore mu mpinda yanyu sahabu, mba hela mumakundo amasaa anyu. 
MAT.10.10	Mutahoreeye ubene wa muhënjo mbesa nkhaanju ivëë, mbesa maatu, mbesa mwaanga. Gusoko munyautenda mwëmo imunoneye afewe ilëwa rakwe. 
MAT.10.11	Nëmwingëa mu muji gëkaku mba gëjiji, fenji faafo muntu nëugudaha umughenyifa, na ëkhai na mweeso faka fana mujeutungwëëya ufuma faafo. 
MAT.10.12	Nëmwaagingëa mukhaya varamuchi aghonjo vayo. 
MAT.10.13	Nëaghonjo akhaya ësëë varumëëya mwino mwaaramuchaa, uvii, majëghana anyu ëgikhaa itambëëmwe na veeso. Ëgweeso nëvadea urumëëya, uvii majëghana anyu ëgumusëkëa nyenye aghonjo. 
MAT.10.14	Nësa muntu gëkaku uguhita umughenyifa mbesa umutegheeya, uvii, nëmwadua mukhaya ësëë mba umuji wasuu, kununti ukungu nëugutendeka urifo u mighuu anyu. 
MAT.10.15	Tutë namwëëra itiku ra uramui muji wasuu uje ukhuvëchwa nanguu ukëra mwino naaëgatendwa miji a Sodoma na Gomora.
MAT.10.16	“Itungwee, nëë ngumutuma nyee mwino nkhoo mukhatë a mbughi. Tendeki mwina mahaa mwino njoka, na mutimanyie mwino nkurwë. 
MAT.10.17	Ighoji na antu gusoko vëumutoa nyee umabarasa na umukhuva makhotya mumasinagogi awe. 
MAT.10.18	Muutowa usonge a atemi na atemi në aküü gusoko ane mudahe utanantya Sayu Njija kunë veeso na antu nëti Ayahudi. 
MAT.10.19	Uvii, nëvamutoa nyee umabarasa tajee muhange wisaghasaghëi muurëghëtya ntuni mbesa wurë, itungo nërafika muufewa roorëghëtya. 
MAT.10.20	Gusoko ti nyee nëmujeurëgheetya uu Mwahu wamwa Tata wanyu nëugurëghëtya mukhatë anyu. 
MAT.10.21	Muntu ugumutoneera muunaakwe auraghwe, na tata ugumutoneera mwanakwe, ang'ënya noo vëuvakenkëa mafënë afafi vawe na uvauragha. 
MAT.10.22	Antu voong'e vëumuhura nyee gusoko a rina ranë. Ëgweeso wasuu nëugughëmëëya faka mpeo ugutueka. 
MAT.10.23	Antu nëvamula nyee mantu mu muji rumwe iruki endi umuji ungëja. Tutë nene ngumukhanëa, mutiumarëya umëendeenda miji oong'e a Isiraeli nëkëë MwanaMuntu inasuka.
MAT.10.24	“Musëywi ti müküü nanguu ukëra musëyi wakwe, na mbesa mutumami ti müküü nanguu ukëra müküü wakwe. 
MAT.10.25	Ikhondekie gwa musëyi utendeka mwino musëywi wakwe, na mutumwa utendeka mwino müküü wakwe. Nësa vëumutaana müküü wa nyumba Beelisebuli
MAT.10.26	“Uvii, mutavaoghofee antu vasaa. Mu rësëë nërëkunëkëwe rëukunukuwa, na mu rësëë nërëfihiwe rëudwëëywa mu weru. 
MAT.10.27	Nëngumukhanëa nyee mukiti, rërighetie mu weru, na intu nërëgifwefweheerwa rëtanantyi gunji. 
MAT.10.28	Mutavooghofee vasaa nëvëguuragha mwëërë ëgweeso vëtiudaha umëuragha nkhoo. Bahu nanguu umwooghofa wasuu nëudahite uwuragha mwëërë itambëëmwe na nkhoo mu moto wa uJehanamu. 
MAT.10.29	Soro vavëë vëurinjwaa gwa ughuri unyughu. Ëgweeso mbesa umwe wawe atiugwaa fang'ë në Tata wanyu inahanya. 
MAT.10.30	Gweeso, gwa uvaru wanyu, mbesa ntuka ya umatwe anyu ivariywe yoong'e. 
MAT.10.31	Uvii, mutaoghofee, nyenye mwë vaja nanguu ukëra vaa soro vingë.
MAT.10.32	“Mu muntu nëwansudangëa gwa antu mwino mweeso uu nëwanë, nënënoo ngumusudangëa mweeso usonge amwa Tata wanë në wë girunde. 
MAT.10.33	Ëgweeso gëkaku muntu nëwankhana gwa antu, nëënoo ngumukhana mweeso usonge amwa Tata wanë nëwëëgirunde.
MAT.10.34	“Mutasëghee mwino najie gweeta majëghana muurëmi. Ntinajaa gweeta, majëghana ëgweeso fëta. 
MAT.10.35	Gusoko najie gweeta wifaghati mukhatë a muntu na tata wakwe, mukhatë a muncha na yiu wakwe, mukhatë a mukhwe na mukhweakwe. 
MAT.10.36	Na arughu a muntu unë antu va mukhaakwe.
MAT.10.37	“Nëumwanjëte tata mbesa yiu wakwe nanguu ukëra mwino unyanjëta nee, atinoneye kunë nee. Nëumwanjëte mwana mbesa muncha nanguu ukëra nene atinoneye kunë nee. 
MAT.10.38	Muntu nëwadëa ukhasëka gusoko ane na ung'onga nene, atinoneye kunë nee. 
MAT.10.39	Mweeso unë uguwuhanga ufanga wakwe uguwuyaghaya, na mweeso unë uguwuyaghaya ufanga wakwe gusoko ane uguwughanga.
MAT.10.40	“Nëugumugenyifa nyee, ugung'enyifa nene na nëugung'enyifa nene, ugumugenyifa wasuu nëwantumie. 
MAT.10.41	Nëugumughenyifa munyagëdaghu gusoko unë munyagëdaghu, uguhanga gënyamwëëmo gamwa munyagëdaghu. Nëugumughenyifa muntu në muja gusoko unë muntu në muja, uguhanga gëfewa ga muntu në muja. 
MAT.10.42	Tutë nene ngumwëëra nyenye, muntu gëkaku nëugumufa umwe wa anyuughuu avaa gakuu ga majë nëmariuku gusoko unë ung'ongie nee, atiuwurya mbanduvë uhanga gëfewa gakwe.”
MAT.11.1	Yesu nënaa wadaha uvafa asëywi maraghëëyo agafuma faafo agenda usëya na utanantya mu miji awe.
MAT.11.2	Yohana Mubadisi nënaa wëë ugëtungo agahanga sayu ya ntendo yamwa Kiristo. Uvii, agavatuma asëywi vakwe, 
MAT.11.3	vëmuwëëye: “Wurë, veve unë wasuu nëujiena, mba gumwiindëëre ungëja?” 
MAT.11.4	Yesu agavasucha, “Endi mumukhanëe Yohana mantu nëmuuyategheeya na uyoona; 
MAT.11.5	afoku vëgoona kangë, viteve vëgeendeenda, nëvëna matana vëgeeriwa na mbula vëutegheeya kangë, akuyi vëufëtiwa, na atuki vëutanantëywa Sayu Njija. 
MAT.11.6	Bahu muntu wasuu nëatina wisaghasaghëi na nee.”
MAT.11.7	Uvii, atumwa vasaa vamwa Yohana nënaa vëwukie vësukie Yesu agaandya uvakhanëa maburi a antu sayu yamwa Yohana: “Mugeenda gëhenga ntuni ukoo umbugha? Wurë, naamufenja goona, inyumbwa nyumbwa nërëuhingisiwa na mpefona? 
MAT.11.8	Ëgweeso mugeenda goona ntunihe? Mugeenda umwoona muntu nëurie masaa nëmajana? Antu nëvëuryaa masaa nëmaja vëgëkhaa munyumba ya atemi. 
MAT.11.9	Uvii, mugeenda goona ntuni? Munyagëdaghuna? Nhaa, tutë ukëra munyagëdaghu. 
MAT.11.10	Uyuu unë uguhanyëwaa mu Maandëko Meru:
MAT.11.10	‘Raraava, namutuma ntumwa
MAT.11.10	ane unsonge a usyu wane
MAT.11.10	unë winjë ughondanëya
MAT.11.10	njëa ane unsonge ako?’
MAT.11.11	Tutë nene namwëëra, mukhatë a ang'ënya voong'e va antu inadwëëraa në müküü ukëra Yohana Mubadisi. Mbesa uvii, wasuu në munyughuu nanguu mu utemi wa girunde, uu në müküü nanguu ukëra mweeso. 
MAT.11.12	Ufuma itungo ramwa Yohana Mubadisi faka rëo ëyëë, utemi wa girunde ugukhuwa fëta nanguu, na antu në munyanguu vëufenja uwuhora gwa nguu. 
MAT.11.13	Masëyo oong'e a anyagëdaghu na Seria ëgakunukua matungo ayaa. 
MAT.11.14	Uvii, nësa muudaha uyanja, Yohana unë Elia në chu naa ujie. 
MAT.11.15	Uvii tegheeyi, nësa mwina makutwë!
MAT.11.16	“Uvii, nene nguwiukhwaanëya ufafo uruu na ntuni? Uu mwino ahumba nëaja vikhee, usokoni vëuvatanaa ahumba vooya viuhanya, 
MAT.11.17	‘Gwamukhuvëaa mbëru ëgweeso mwinaina, gwëmbaa mëëmbo a uvavi ëgweeso nyee mwinakuta!’ 
MAT.11.18	Gusoko Yohana agaja, agikhaa atikweti intu ainalaa na gweesonoo ainanywaa divai, veeso vëgahanya: ‘Uhukiwe na gënyonyinyonyi.’ 
MAT.11.19	Mwaamuntu agaja, ugula na ugunywa, veeso vëgahanya: ‘Mwooni uyuu muraku na mughai, munyambuya wawe nëvëukhomboisyaa na anyautenda mavë!’ Mbesa uvii, ihaa ra Muungu rëmanyëkie mwino ija gwa ntendo yakwe.”
MAT.11.20	Yesu agaandya umëkenea miji nëchuu naa, mbesa agatenda makura mingë kuuko, antu vayo vëgadëa ufëura masëgho awe nëmabë: 
MAT.11.21	“Hëëhëë ako Korasini! Hëëhëë ako Betisaida! Gusoko, mwino makura nëëgatendeka kunë vee nësa atendekie ukoo uTiro na uSidoni, antu vayo ësa vëgaria masaa a magunëa na kange sa viviriee mau uraghëëra mwino vafëe mahutye. 
