MAT.1.1	Abraham poho ne Dabid koro poho Yesu Kiristo ekashi shinrit ikiri anuye kambi.
MAT.6.16	Shui, shomo ramnu echi ki rapoketa kankapkapeka utara nei no iteki ok iporo oma yan, nei utara anak ne shomo ramnu ki sekoro moshima guru orowa no anukara kuni gusu yaiiporosakka ruwe ne. Son no echi otta Ku ye, nei utara anak ne pummaha koro okere ruwe ne. 
MAT.6.17	Koroka, eani anak ne shomo ramnu ki ita sapaha karakara nanuhu furaye yan; 
MAT.6.18	aokai shomo ramnu ki sekoro moshima guru otta nukara shomoki no nuina wa, an e koro Michi orowa no anukara kuni gusu tambe nei no ki yan; yakun, nuina otta ingara e koro Michihi anak ne pummaha echi koropare kusu ne na.
MAT.6.19	Shish newa shikopopbe gusu aisamka, ikka guru opattekka wa ikka tan moshirʼotta iteki ikoro eumashnu yan: 
MAT.6.20	koroka, shish ne yakka shikopopbe ne yakka isamka shomoki, ikka guru opattekka wa ikka shomoki kando otta ikoro eumashnu yan: 
MAT.6.21	inambe gusu ne yakun, echi ikoro an ushiketa echi keutum ne yakka an kusu ne gusu ne na. 
MAT.6.22	Netobake gusu an ratchako anak ne shikihi ne ruwe ne: tambe gusu, echi shikihi pekashnu yakun netobake ebitta apekereka kusu ne. 
MAT.6.23	Koroka, echi shikihi anak ne wen yakun, kon netobake ebitta ekureok eshik kusu ne ruwe ne. Tambe gusu echi oshiketa an pekere ekureok ne chiki, nep poro ekureokbe humi! 
MAT.6.24	Tu sapane guru orota yaishieiwangere eashkai guru isam: inambe gusu ne yakun, shinen kowen, shinen omap; shinen kopuri pirika, shinen kopuri wen nangoro; Echi okai utara Kamui newa ikoro newa tup ne kane orota yaishieiwangere eaikap ruwe ne. 
MAT.6.25	Tambe gusu, echi otta ku ye, echi ishu gusu hemanda echi e, hemanda echi ku, samata, netobake gusu hemanda echi rai, ari an ambe gusu iteki nishomap yan. Inotu anak ne aep kasu no pase ambe shomo ne ruwe he an? Netobake anak ne amip kasu no pase ambe shomo ne ya? 
MAT.6.26	Rik peka oman chikap ingara yan, nei okaibe toita shomoki, nanke ka shomoki, pu otta eumashnu ka shomoki, yakka kando otta an echi koro Michihi anak ne nei okaibe ibere ruwe ne. Echi utara nei chikap akkari pase ambe shomo ne ruwe he an? 
MAT.6.27	Echi tumugeta inan guru ka nishomap wa shine ik pakno hene yaikewe porore eashkai ya? 
MAT.6.28	Hemanda gusu echi rai kunip enishomap ya? Nupuri kata an nonno nekon ne wa hetuku ya, sekoro esanniyo yan: 
MAT.6.29	monraige shomoki, ishitaige ka shomoki; yakka echi otta Ku ye, Soromon ne yakka iyotta tomte wa an ita anak ne tan nonno pakno eyaitomchiure shomoki ruwe tapan na. 
MAT.6.30	Koroka, Kamui anak ne tan to nup otta okai wa, nishatta auhuika mun nei no tomte no kan ruwe ne chiki nei akkari echi okai utara okai gusu shomoki ya? 
MAT.6.31	aa eishokor-i pon utara humi! tambe gusu, hemanda chi e, hemanda chi ku, shui, nekon a amip ani ayaimire ya? sekoro ye hine iteki nishomap yan; 
MAT.6.32	obitta tan okaibe anak ne oya guru hunarape ne ruwe ne: koroka, kando otta an echi koro Michi anak ne obitta tan okaibe echi koro kunip ne sekoro eraman wa an ruwe tapan na. 
MAT.6.33	Koroka iyotta hoshiki no Shinuma moshiri hemhem, Shinuma oupeka-i hemhem hunara yan: yakun, tapan okaibe obitta echi akore kusu ne. 
MAT.6.34	Tambe gusu, nishatta gusu iteki nishomap yan: nishatta anak ne yaikota gusu nishomap kusu ne. Toho korʼewenbe anak nei toho gusu pakno ne ruwe ne na.
MAT.7.1	Echi utara shomo akoipishi kuni ne, iteki koipishi yan. 
MAT.7.2	Inambe gusu ne yakun, koipishi wa esanniyo nei no, echi akoipishi wa aesanniyo kusu ne: orowa, pakari wa echi kore korachi, echi gusu ne yakka apakari wa akore kusu ne. 
MAT.7.3	Orowa, nep gusu yaikota koro shikihi oshiketa an umanki-ni shomo nukara wa, iriwak shikihi otta an pana numi esanniyo ya? 
MAT.7.4	Samata, yaikota koro shikihi oshiketa umanki-ni an, aige, nekon ne wa koro iriwak otta, e koro shikihi oshiketa an pana numi en ukte yan, ani itak ya? 
MAT.7.5	Kankapkapeka guru, yaikota koro shikihi otta an umanki-ni hoshiki no oashinge, yakun, iriwak shikihi oshiketa an pana numi oashinge kuni gusu nukara eashkai nangon na.
MAT.7.6	Ashkanne okaibe iteki seta kore, orowa, buta kotchaketa echi koro shinju iteki osura yan, ika ikineipeka buta anak ne kema ani shinju otereke, orowa, hosari wa echi kubaba nangon na. 
MAT.7.7	Koramkoro yan, yakun echi akore kusu ne; humara yan, yakun, echi pa; apa ushta shirikik yan, 
MAT.7.8	yakun, echi gusu amaka kusu ne na; inambe gusu ne yakun, nen ne yakka koramkoro chiki akore: hunara guru pa; apa ushta shirikik guru otta amaka kusu ne na. 
MAT.7.9	Koro poho shi to koramkoro yak anak ne, otta shuma kore guru echi tumuta okai ya? 
MAT.7.10	Chep koramkoro chiki okokko kore guru an ruwe he an? 
MAT.7.11	Wen buri koro echi utara ne yakka pirika eikrap koro poho otta koropare katu aramu yakun, kasu no kando otta an echi koro michihi anak ne koramkoro guru otta pirikap shomo koropare ruwe he an? 
MAT.7.12	Tambe gusu, moshima guru orowa no nep ki ambe echi kon rusui nei no, shinuma otta ne yakka ki yan: tambe anak ne Kamui ikashpaotte newa uweingarape ne ruwe ne na.
MAT.7.13	Hutne apa kari ahup yan: aisamka an i orun arapa ru anak ne sep, orowa apa poro, te oro ahup utara inne ruwe ne gusu ne na. 
MAT.7.14	Inotu an i otta oman ru anak ne hutne, apa ushta pon, tan ru kari ahup utara anak ne moyo ruwe ne gusu ne na.
MAT.7.15	Shunge uweingara utara yaitubare yan; nei utara hitsuji rush yaimire wa araki, koroka, keutum anak niwen horokeu korachi ne ruwe ne. 
MAT.7.16	Nei utara ene iki ikip ani aeramu an kusu ne. Ainu anak ne emauri ni orowa no hat uk ya? 
MAT.7.17	Anzami orowa no ichijiku uk ruwe he an? Tap ne korachi, nep pirika chikuni ne yakka pirika ibehe koro, koroka, wen chikuni anak ne wen ibehe hetukbare ruwe ne. 
MAT.7.18	Pirika chikuni wen ibehe koro eaikap, wen chikuni pirika ibehe koro eaikap ruwe ne. 
MAT.7.19	Nep chikuni ne yakka pirika ibehe hetukure shomoki chiki, aotuye wa abe orota aomare ruwe ne. 
MAT.7.20	Tambe gusu, nei utara ene ikihi ani aeramu an ruwe tap an na. 
MAT.7.21	En otta Utarapa, Utarapa, ani ye guru anak ne pishno kando moshirʼotta ahup shomoki; ouse kando otta an Ku goro Michi irenga nei no ki guru patek ahun kusu ne na. 
MAT.7.22	Nei tobo ta inne utara En otta ene ye-hi:—Utarapa, Utarapa, E reihei rengap gusu uweingara shomo chi ki ya? E reihei rengap gusu nitne kamui oashinge shomo chi ki ya? E reihei rengap gusu usa kiroro an ikip shomo chi ki ruwe he an?— sekoro itak kusu ne. 
MAT.7.23	Nei ita Kuani ene ese itak-hi:—Kuani echi eramushkare, wen buri ki utara, oyakta paye yan, ari Ku ye kusu ne. 
MAT.7.24	Tambe gusu, tap Ku ye itak nu wa nei no ki utara anak ne, watara kata koro chisei kara wayashnu guru ukoheraye ruwe ne: 
MAT.7.25	apto ran, okimumbe san, rera rui wa nei chisei epeka yakka, horak shomoki ruwe ne: watara kata asama aande 
MAT.7.26	wa an ruwe ne gusu ne na. Orowa, tap Ku ye itak nu wa nei no ki shomoki utara anak ne ota kata chisei kara ramu isam guru ukoheraye ruwe ne. 
MAT.7.27	Apto ran, okimumbe san, rera rui wa nei chisei epeka gusu horak; nei horak ambe anak ne poro ruwe tapan na.
MAT.7.28	Yesu tan okai itak ye okere chiki, nei inne utara anak ne nei epakashi gusu iyokunnure ruwe ne; 
MAT.7.29	inambe gusu ne yakun, kambi-nuye utara nei no epakashnu shomoki, mondum nei no an korachi epakashnu nisa ruwe ne gusu ne na.
MAT.8.1	Shinuma nupuri orowa no ran chiki inne utara nei osh paye nisa ruwe ne na. 
MAT.8.2	Orowa, munin tashum ki guru shinen Yesu orota ek wa ongami hine ene itak-hi:—Utarapa, Aokai eramuoshma yakun, ku kon netobake ashkannere eashkai ruwe ne sekoro itak. 
MAT.8.3	Orowa Yesu tekehe tun wa nei guru tomoshma hine ene itak-hi:—Ku ramuoshma na, e ashkannere ash na—sekoro itak: orowa, munin tashum anak ne nani isam nisa ruwe ne na. 
MAT.8.4	Orowa, nei guru otta Yesu ene ye-hi:—Nen ne yakka otta iteki tan orushpe nure; Kamui kora kenru esapane guru otta oman wa yainukare, samata, paweteshu ne gusu Mose kashpaotte ayangep yange yan, sekoro Yesu itak nisa ruwe ne na.
MAT.8.5	Orowa, Shinuma Kapernaum kotan ta shirepa chi-ki, ashikne hotne tumi-koro utara esapane guru ko-ramkoro wa Shinuma otta ek hine ene itak-hi:— 
MAT.8.6	Utarapa, Ku uni ta shine heikachi tusushke tashum shi no yupke hike ki wa hotke wa an, ani itak. 
MAT.8.7	Orota Shinuma ene ye-hi:— 
MAT.8.8	Ku ek wa iwangere kusu ne— sekoro itak. Utarapa, ku kotʼchisei kitai choropoketa ahun-i shi no ku oripak an, ouse itak ye wa en kore, yakun, ku goro heikachi aiwangere kusu ne. 
MAT.8.9	Kuani ne yakka nrondum korope ku ne ruwe ne, en tutanu tumi-koro utara okai: shinen otta, oman ani ku itak chiki, oman; shui ek ani moshima guru otta ku ye koro, ek: orowa, ku usshiune guru otta tambe kara yan sekoro ku ye yakun, kan ruwe ne gusu ne na—sekoro nei tumi-koro utara esapane guru ye ruwe ne. 
MAT.8.10	Orowa, Yesu tan itak nu chiki iyokunnure, aige, osh araki utara otta ene itak-hi:—Son no echi otta Ku ye, Israeru un utara tumugeta ne yakka naa shomo tap korachi an poro eishokor-i Ku nukara eramushkare. 
MAT.8.11	Orowa echi otta Ku ye, chupka wano hene chuppok wano hene inne utara araki wa Abraham hemhem Isaak hemhem Yakob hemhem tura shine ikinne Kando moshirʼotta rok ruwe ne; 
MAT.8.12	koroka, moshiri poho utara anak ne iyotta kunne ushike orun aokeuba kusu ne, nei ushiketa chish ambe newa niyorokara ambe an ruwe ne kusu ne na. 
MAT.8.13	Orowa, nei sapane guru otta Yesu ene itak-hi:—Oman, eani eishokor-i an nei no eani gusu aki ruwe ne, ani itak. Orowa, nei pakihi wano nei a tashum ki heikachi iwange no an ruwe ne na.
MAT.8.14	Orowa, Yesu anak ne Petros koro chisei ta ahun chiki, koro shuito-habo seisekmau tashum ki wa hotke wa an shiri nukara. 
MAT.8.15	Orowa, Shinuma nei shiwentep koro tekehe tomooshma, aige, seisekmau tashum kohoppa; orowa, shinuma hopuni wa otta yaishieiwangere nisa ruwe ne. 
MAT.8.16	Orowa shiri-onuman an koro, utara anak ne nitne kamui shikatkari utara poron no tura wa araki: aine, itak ani Shinuma nitne kamui soyumbare, orowa, tashum ki utara obitta iwangere nisa ruwe ne na: 
MAT.8.17	tambe anak ne,—Nei guru yaikota chikoro katchakbe uina hemhem ki; chikoro tashum sei hemhem ki ruwe ne—sekorʼan uweingara guru Isaya ye itak ambe auweomare kuni gusu an ambe ne ruwe ne na.
MAT.8.18	Yesu yai shirokari ta inne utara okai ruwe nukara chiki ikush un paye kuni kashpaotte nisa ruwe ne na. 
MAT.8.19	Orowa, shine kambi-nuye guru ek wa Shinuma otta ene itak-hi:—Epakashnu guru, neun E oman yakka ku itura kusu ne, ari itak. 
MAT.8.20	Yesu nei guru otta ene itak-hi:—Chironnup anak ne shui koro, rik peka oman chikap anak ne reushi ushi an, koroka, Ainu Poho anak ne sapa eninui ushike ka sak ruwe ne. 
MAT.8.21	Orowa, moshima an Shinuma koikara guru naa shinen ek wa ene itak-hi:—Utarapa, kuani hoshiki no oman wa ku michi iyurui otta ku omare kuni ramuoshma wa en kore, ani itak. 
MAT.8.22	Koroka, Yesu nei guru otta ene itak-hi:—En osh ek yan; rai guru anak ne koro rai guru iyurui otta omarere yan, sekoro itak.
MAT.8.23	Orowa Shinuma chip o, awa, koikara utara ne 
MAT.8.24	yakka tura no o ruwe ne. Orowa, ingarʼan, atui noshiketa rui mau shiroshma wa chip maanihungo akamure pakno riri poro ruwe ne: 
MAT.8.25	koroka, Shinuma anak ne mokoro wa an ruwe ne. Koikara utara shinuma otta araki wa mososo hine ene itak-hi:—Utarapa, un kashiobiuki wa un kore, tane aisamka ange shiriki na, sekoro itak. 
MAT.8.26	Nei utara otta Shinuma ene itak-hi:—Eishokor-i aahak utara hemanda gusu echi ishitoma ya? sekoro itak. Orowa, Shinuma hopuni wa rera newa atui kopao; orowa, eashka ratchi neto an na. 
MAT.8.27	Orowa, nei utara iyokunnure wa ene itak-hi:—Tan guru nekon a an guru ne ruwe he an? Atui ne yakka rera ne yakka koro itak nu, sekoro itak.
MAT.8.28	Orowa, atui kushketa an Gadara moshiri orun Shinuma arapa chiki, tushiri orowa no araki shi no niwen nitne kamui shikatkari utara tun etunangara, moshima guru nei ru kari apkash eaikap pakno ne ruwe ne. 
MAT.8.29	Orowa ingarʼan, nei utara hawe sange wa ene itak-hi:—Kamui Poho Yesu, un otta nep irenga an a? Naa etoko an aine teda ek wa un panakte shiri ruwe he an? sekoro itak. 
MAT.8.30	Hangeko no an ushiketa ibe wa okai buta poron no an, awa, nitne kamui Shinuma otta ene itak-hi:— 
MAT.8.31	Aokai un oashinge yakun, buta tumu un ahup ash kuni ramuoshma wa un kore, sekorʼan itak ani koramkon nisa ruwe ne. 
MAT.8.32	Paye yan, sekoro Shinuma itak; orowa, nitne kamui soyunba wa buta tumugeta ahup, aige, buta obitta raune ushike orowa rap wa atui otta ahup hine esumba wa rai nisa ruwe ne na. 
MAT.8.33	Orowa no, buta reshpa utara anak ne machiya ko-kira wa paye, aige, tan orushpe newa nitne kamui shikatkari utara orushpe ye nisa ruwe ne. 
MAT.8.34	Orowa, Yesu etunangara kuni gusu machiya koro utara obitta araki; awa, Shinuma nukara chiki, nei kotan orowa no paye kuni koramkon nisa ruwe ne na.
MAT.9.1	Orowa, Shinuma chip otta ahun; aige, atui tomotuye wa koro kotan orota ek nisa ruwe ne. 
MAT.9.2	Awa, utara anak ne hotke wa an tusushke tashum ki shine ainu Shinuma otta sei wa araki ruwe ne: orowa, Yesu nei utara koro eishokor-i nukara koro tusushke tashum ki guru otta ene itak-hi:—Poho, keutum ritetkere yan, e koro chikokatpak atusare ruwe ne gusu ne na. 
MAT.9.3	Orowa, kambi-nuye utara tumugeta okai utara anak ne koro keutum ta, tan guru Kamui koatcha ruwe ne, ari itak. 
MAT.9.4	Yesu nei utara yainu-hi eramu an wa ene itak-hi:—Hemanda gusu echi utara keutumu ta wen no echi yaikoshiramse ya? 
MAT.9.5	E koro chikokatpak atusare wa an sekoro itak ye, newa, e hopuni wa apkash, sekoro itak ye-hi anak ne, inambe ye katu isaika itak ne ruwe he an? 
MAT.9.6	Koroka, Ainu Poho shiri kata an wa chikokatpak tusare mondum koro wa an ani ambe echi eramu an kuni gusu (tusushke tashum ki guru otta ene itak-hi:—) e hopuni hine e koro shotki chupu wa e uni un hoshipi, sekoro itak. 
MAT.9.7	Orowa, nei guru hopuni wa koro chisei orun arapa nisa ruwe ne. 
MAT.9.8	Koroka, inne utara tap ambe nukara chiki ishitoma shiriki, orowa, tap korachi an mondum ainu otta koropare Kamui ko-oripak nisa ruwe ne na.
MAT.9.9	Yesu tewa no oman wa shirikush, aine, yaku etaye chisei otta a wa an Mattaios ani aye ainu nukara hine orota ene itak-hi:—En osh ek yan, Orowa, nei guru hopuni wa Shinuma osh oman nisa ruwe ne na.
MAT.9.10	Orowa, Shinuma ibe gusu chisei ta a rapoketa, yaku etaye utara hene chikokatpak utara hene inne no Yesu newa koro koikara utara tura rok wa okai nisa ruwe ne. 
MAT.9.11	Aige, Parisee un utara anak ne tap ambe nukara chiki nei koikara utara orun ene itak-hi:—Echi epakashnu guru nep gusu yaku etaye utara hemhem chikokatpak utara hemhem tura aep e ya? ari itak. 
MAT.9.12	Koroka, Shinuma tap ambe nu chiki nei utara otta ene itak-hi:—Iwange no okai utara anak ne potara guru irannakka ruwe ne, ouse tashum koro utara patek kon rusui ruwe ne. 
MAT.9.13	Koroka, Kuani rampoken Ku kon rusui wa ayange kunip kon rusui shomoki na, sekorʼan itak ambe nekon a ikkewehe an itak ne ya? ani echi paye wa ramepakari yan: Kuani oupeka utara hotuyekara kuni gusu ek ka shomoki, katpak koro utara hotuyekara gusu Ku ek nisa ruwe ne gusu ne na.
MAT.9.14	Nei ita Yoannes koro koikara utara Shinuma orun araki wa ene itak-hi:—Chi utara hemhem Parisee un utara hemhem kanna-kanna shomo ramnu ki, koroka, e koro koikara utara shomo ramnu ki ka shomoki ambe anak ne inambe gusu ne ya? ari itak. 
MAT.9.15	Orowa, Yesu nei utara otta ene itak-hi:—Tane matakore guru an rapoketa, nei marapto gusu an utara anak ne yaituwashkarap eashkai ruwe he an? Okaketa tane matakore guru auk toho ek kusu ne, nei ita shomo ramnu ki kusu ne na. 
MAT.9.16	Chiworo-at ani fushko amip utapke guru isam: nei no ki yakun, autapke ambe anak ne fushko ambe orowa no yara, 
MAT.9.17	orowa, nei yara ushike naa poro ne ruwe ne Shui, ashiri tonoto fushko kapu-pukuru ta omare guru isam: nei no ki yakun, pukuru patke wa tonoto echikiki, orowa, kapu-pukuru aisamka ruwe ne: koroka, ashiri tonoto anak ne ashiri kapu-pukuru ta aomare, yakun, tup ne kane akoro wa okai.
MAT.9.18	Shinuma tan okai itak nei utara otta, ye rapoketa, ingarʼan, shine sapane guru ek wa ongami hine ene itak-hi:—Ku matnepo tane poka rai etokooiki wa an; koroka, Aokai ek wa kashiketa tekehe ande wa en kore, yak anak ne shiknu kusu ne, sekoro itak. 
MAT.9.19	Orowa, Yesu hopuni wa koikara utara tura no nei guru osh oman ruwe ne. 
MAT.9.20	Orowa, ingarʼan, tu pa ikashima, wan pa kemnu tashum ki shiwentep Yesu oshmaketa ek wa koro anrip chingi tomooshma nisa ruwe ne, 
MAT.9.21	inambe gusu ne yakun, Shinuma mipi ouse tomooshma yak ne a en kaobiuki kusu ne, ani keutum ta yainu nisa ruwe ne gusu ne na. 
MAT.9.22	Koroka, Yesu hosari wa nei shiwentep nukara hine ene itak-hi:—Matkachi, keutum ratchire, e koro eishokoro i anak ne e kashiobiuki nisa ruwe ne na, sekoro itak. Aige, nani nei shiwentep kaobiuki wa an ruwe ne na. 
MAT.9.23	Orowa, Yesu nei sapane guru uni ta ahun chiki, top rekte utara newa inne utara sakayo hau nukara koro anak ne ene itak-hi;— 
MAT.9.24	Makta paye yan: matkachi rai shiri shomo ne, ouse mokon ruwe ne, ani itak. Aige, nei utara emina esapse nisa ruwe ne na. 
MAT.9.25	Koroka, inne utara asoyumbare okaketa, Shinuma ahun wa nei matkachi koro teke kishima; awa, 
MAT.9.26	matkachi hopuni nisa ruwe ne na. Nei assuruhu anak ne nei kotan ebitta shipirasa nisa ruwe ne.
MAT.9.27	Orowa, Yesu tande oro oman, aige, tu shiknak utara Shinuma osh araki wa hawe ashte hine ene itak-hi:—Dabid koro Poho Aoka, un erampokiwen wa un kore, ari itak. 
MAT.9.28	Orowa, Shinuma chisei orun ahun chiki, nei shiknak utara Shinuma orota araki: awa, Yesu nei utara otta ene itak-hi:—Kuani tap ambe Ku kara eashkai ani echi eishokoro ya? ari itak; orota nei utara, Utarapa, ruwe un, ani ese wa ye ruwe ne. 
MAT.9.29	Tata otta Shinuma nei utara koro shikihi tomooshma wa ene itak-hi:—Echi eishokor-i an korachi akara na, sekoro itak. 
MAT.9.30	Orowa, koro shikihi makke. Aige, Yesu yupke no nei utara ikashpaotte wa ene itak-hi:—Yaitubare no moshima guru iteki nu kuni ki yan, ari itak. 
MAT.9.31	Koroka, nei utara paye wa shiri ebitta Yesu assuru ashte nisa ruwe ne na.
MAT.9.32	Nei utara soyumba, aige, nitne kamui shikatkari wa an shine shomo-itak guru Shinuma otta atura wa ek. 
MAT.9.33	Nei nitne kamui aoshinge chiki, shomo-itak guru itak: orowa, inne utara iyokunnure wa ene itak-hi:—Israeru un utara tumugeta naa shomo tap ne kane okaibe anukara eramushkare na, ari itak. 
MAT.9.34	Koroka, Parisee un utara anak ne, Shinuma nitne kamui esapanep ani nitne kamui oashinge ruwe ne na, sekoro itak.
MAT.9.35	Orowa, Yesu shiri ebitta machiya hene kotan hene okari oman wa uwekarapa chisei ta epakashnu, aige, moshiri gusu an pirika orushpe eupaskuma, samata, usa okai tashum ne yakka usa okai shiyeye ne yakka iwangere nisa ruwe ne. 
MAT.9.36	Koroka, Shinuma inne utara nukara chiki, gusu erampokiwen wa kore na, oreshpa guru sak no an hitsuji chikoikip korachi yairamhekonro wa shitchari wa okai ruwe ne gusu ne na. 
MAT.9.37	Nei ita koro koikara utara otta Shinuma ene itak-hi;—Anange kunip anak ne nuye an, koroka, monraige utara moyo ruwe ne. 
MAT.9.38	Tambe gusu, anange kuni ushi koro Utarapa anak ne monraige gusu an utara kot toi orun payere kuni gusu koramkoro yan, ari itak.
MAT.10.1	Orowa, Shinuma anak ne koro koikara utara ne tun ikashima wa niu shihekote hotuyekara, aige, ichak-kere ramat oashinge kuni mondum hemhem nep tashum ne yakka nep shiyeye ne yakka iwangere kuni mondum hemhem koropare nisa ruwe ne.
MAT.10.2	Orowa nei tun ikashima wan koikara utara reihei anak ne tambe ne ruwe ne: Hoshiki, Petros ari an reihei koro Simon newa koro iriwak Andreas an; Zebedaios poho Yakob newa koro iriwak ne Yoannes an; 
MAT.10.3	Pirippos newa Bartoromaios an; Tomas newa yaku etaye guru ne Mattaios an; Arpaios koro poho Yakob an; Taddaios an; Kanaan moshirʼun guru ne 
MAT.10.4	Simon newa Yesu ekoshi Kariot kotan un Youdas an ruwe ne. 
MAT.10.5	Yesu anak ne tan tun ikashima wa niu payere hine kashpaotte wa ene itak-hi:—
MAT.10.6	Oya uirup koro ru oro-peka iteki paye yan, samata, Samaria un utara koro kotan orota ne yakka iteki ahup: koroka, ouse Israeru chisei un ru turainu wa okai hitsuji chikoikip otta paye yan. 
MAT.10.7	Orowa, echi paye, aige upaskuma ki wa—Kando moshiri ehange no an ruwe ne,—ari an itak ari itak yan. 
MAT.10.8	Tashum utara iwangere, rai utara hetopo-shiknure, munin tashum ki utara ashkannere, nitne kamui oashinge yan: oro isam no echi eungerai, oro isam no koropare yan. 
