GEN.1.1	Idi 
GEN.10.13	Ket ni Mizraim pinutotna ni Ludim, ken Anamin, ken Lahabim, ken Naftuhim,
GEN.10.14	Ken Patrusim, ken Casluhim, 
GEN.10.15	Ket ni 
GEN.10.16	Ken ti Jebuseo, ken ti Ammorreo, ken ti Gergaseo,
GEN.10.17	Ken ti Heveo, ken ti Arceo, ken ti Cineo,
GEN.10.18	Ken ti Arvadeo, ken ti Semareo, ken ti Hamoteo: ket iti calpasanna nagwaras dagiti familia dagiti Cananeo.
GEN.10.19	Ket ti beddeng ti Cananeo naglayon nanipud iti Sidon, no cas agturongda iti Gerar, agingga iti Gaza: no cas agturongca iti Sodoma ken Gomorra ken Adma ken Seboim, agpapan iti Lasa.
GEN.10.20	Dagitoy dagiti lallaki nga annac ni Cam, cas cadagiti familiada, mayannurot cadagiti pagsasaoda, cadagiti dagdagada, cadagiti pagpagarianda.
GEN.10.21	Ket ken Sem, nga ama dagiti amin nga annac ni Jeber, nga cacaen ni Jafet, kencuana met nagtaud dagiti putputot.
GEN.10.23	Ket dagiti lallaki nga annac ni Aram: da Uz, ken Hul, ken Geter, ken Mas.
GEN.10.24	Ket ni Arfajad pinutotna ni 
GEN.10.26	Ket ni Joctan pinutotna ni Almodad, ken Selef, ken Hazarmavet, ken Jera,
GEN.10.27	Ken ni Hadoram, ken Uzal, ken Dicla.
GEN.10.28	Ken ni Obal, ken Abimael, ken Saba,
GEN.10.29	Ken ni 
GEN.10.30	Ket ti nagnaedanda idi nanipud Mesa, no cas agturongca iti Sefar a bantay ti daya.
GEN.10.31	Dagitoy isuda dagiti lallaki nga annac ni Sem, mayannurot iti familiada, cadagiti pagsasaoda, cadagiti dagdagada, cadagiti pagpagarianda.
GEN.10.32	Dagitoy dagiti familia dagiti lallaki nga annac ni Noe, a mayannurot cadagiti caputotanda, cadagiti pagpagarianda: 
GEN.11.1	Ket iti amin a daga maymaysa idi ti pagsasao ken maymaysa ti pannacabalicasna.
GEN.11.2	Ket naaramid nga, idi nagpagpagnada iti daya, nasaracanda iti maysa a tanap iti 
GEN.11.3	Ket kinuna ti maysa ken maysa intayon agaramidtay coma cadagiti ladrillo, ket gebbaentayo ida a nasayaat. Ket adda idi cadacuada dagiti ladrillo a pannacabatoda, 
GEN.11.4	Ket kinunada, intayon mangbangontayo coma iti maysa a ciudad, ken maysa a torre, a 
GEN.11.6	Ket ni Jehova kinunana, Adtoy, maymaysada nga ili, ket maymaysa ti pagsasaoda; ket daytoy rinugianda nga aramiden: ket ita awanto ti mangtuben cadacuada iti panangaramidda cadagiti amin a panggepda nga aramiden.
GEN.11.9	Gapu itoy ti ciudad nainaganan ti Babel; gapu ta sadiay pinariribuc ni Jehova ti pagsasao ti amin a daga: ket nanipud sadiay inwaras ida ni Jehova iti rabaw ti amin a daga.
GEN.11.11	Ket nagbiag ni Sem iti limagasut a tawen iti calpasan ti panangputotna ken Arfajad, ket pinutotna dagiti annac a lallaki ken babbai.
GEN.11.12	Ket nagbiag ni Arfajad iti tallopulo ket lima a tawen, ket pinutotna ni Sela:
GEN.11.13	Ket nagbiag ni Arfajad, calpasan ti panangputotna ken Sela, iti uppat a gasut ket tallo a tawen, ket pinutotna dagiti annac a lallaki ken babbai.
GEN.11.14	Ket nagbiag ni Sela iti tallopulo a tawen, ket pinutotna ni Eber:
GEN.11.15	Ket nagbiag ni Sela, calpasan ti panangputotna ken Eber, iti uppat a gasut ket tallo a tawen, ket pinutotna dagiti annac a lallaki ken babbai.
GEN.11.17	Ket nagbiag ni Eber, calpasan ti panangputotna ken Peleg, iti uppat a gasut ket tallopulo a tawen; ket pinutotna dagiti annac a lallaki ken babbai.
GEN.11.18	Ket nagbiag ni Peleg iti tallopulo a tawen, ket pinutotna ni Reu,
GEN.11.19	Ket nagbiag ni Peleg, calpasan ti panangputotna ken Reu, iti duagasut ket siam a tawen, ket pinutotna dagiti annac a lallaki ken babbai.
GEN.11.20	Ket nagbiag ni Reu iti tallopulo ket dua a tawen, ket pinutotna ni Serug:
GEN.11.21	Ket nagbiag ni Reu, calpasan ti panangputotna ken Serug, iti duagasut ket pito a tawen, ket pinutotna dagiti annac a lallaki ken babbai.
GEN.11.22	Ket nagbiag ni Serug iti tallopulo a tawen, ket pinutotna ni Nacor:
GEN.11.23	Ket nagbiag ni Serug, calpasan ti panangputotna ken Nacor, iti duagasut a tawen, ket pinutotna dagiti annac a lallaki ken babbai.
GEN.11.24	Ket nagbiag ni Nacor iti duapulo ket siam a tawen, ket pinutotna ni Tare:
GEN.11.25	Ket nagbiag ni Nacor, calpasan ti panangputotna ken Tare, iti sangagasut, sangapulo ket siam a tawen, ket pinutotna dagiti annac a lallaki ken babbai.
GEN.11.26	Ket ni Tare nagbiag iti pitopulo a tawen, 
GEN.11.27	Ngarud dagitoy dagiti caputotan ni Tare. Ni Tare pinutotna ni Abram ni Nacor ken ni Haran; ket ni Haran pinutotna ni Lot.
GEN.11.28	Ket natay ni Haran nga immun-una ngem ni amana a Tare, iti daga a nacayanacanna, sadiay Ur dagiti Caldeos.
GEN.11.29	Ket nangala da Abram ken ni Nacor cadagiti asawada: ti nagan ti asawa ni Abram 
GEN.11.31	Ket innala ni Tare ni 
GEN.11.32	Ket dagiti aldaw ni Tare duagasut ket lima a tawen: ket ni Tare natay idiay Haran.
GEN.12.1	Ket ni 
GEN.12.4	Iti casta napan ni Abram, cas kinuna ni Jehova kencuana; ket nakicuyog kencuana ni Lot: ket nagtawen ni Abram iti pitopulo ket lima idi pimmanaw idiay Haran.
GEN.12.5	Ket innala ni Abram ti asawana a Sarai, ken ni Lot lalaki nga anac ni cabsatna a lallaki ken amin a sanicua a nasapsapulanda idi, 
GEN.12.7	Ket nagparang ni Jehova ken Abram, ket kinunana, 
GEN.12.8	Ket immalis idiay a napan iti bantay a dayaen ti Betel, ket inucradna sadiay ti sapawna, Betel iti laud, ken Ai iti daya: 
GEN.12.9	Ket ni Abram, nagnagna a nagtuloy pay iti Abagatan.
GEN.12.11	Ket naaramid nga, idi ngannganidan a sumrec idiay Egipto, kinunana ken Sarai nga asawana, Adtoy ita, siac ammoc nga maysaca a babai a napintas a mabuya:
GEN.12.12	Ket maaramidto a, no makitadaca dagiti Egipcios, cunadanto, Daytoy ti asawana: 
GEN.12.13	Cunaem, dawatec kenca, a sica ti cabsatco; tapno naimbagac coma gapu kenca, ken tapno agbiag ti cararuac maipuon kenca.
GEN.12.14	Ket naaramid nga, idi simrec ni Abram idiay Egipto, dagiti Egipcios nakitada ti babai a naiduma ti sayaatna.
GEN.12.15	Ket dagiti principe ni Faraon nakitada, ket impadayawda ken Faraon: ket naipan ti babai iti balay ni Faraon.
GEN.12.16	Ket inaramidna ti naimbag ken Abram maipuon iti babai: ket adda carnerona idi, ken vaca, ken asno a calakian, ken ad-adipen a lallaki, ken ad-adipen a babbai, ken asno a cabaiyan, ken camello.
GEN.12.18	Ket iti casta inayaban ni Faraon ni Abram, ket kinunana, Ania daytoy nga inaramidmo caniac? Ania ti gapuna a dica inbaga caniac nga isu ti asawam?
GEN.12.19	Apayapay kinunam, Isu cabsatco, iti casta isu ti nangalaac nga asawaen? Ita ngarud, adtoy ti asawam, alaem, ket incan.
GEN.12.20	Ket ni Faraon nagbilin cadagiti tattao iti pannacaalluadna ket intulodda iti dalan, isu ken ti asawana, ken amin nga adda kencuana.
GEN.13.1	Ket ni Abram simmang-at nanipud iti Egipto, isu, ken ti asawana, agraman amin nga adda kencuana, ken ni Lot a kinacuyogda, a nagpaabagatan.
GEN.13.2	Ket ni Abram nabacnang unay idi cadagiti an-animal, ken pirac, ken balitoc.
GEN.13.3	Ket nagsubli nanipud iti Abagatan agpapan iti Betel, agpapan iti disso a nagsapawanna idi punganay, a nagbaetan ti Betel ken Ai,
GEN.13.5	Ket casta met ni Lot, a kimmuyog ken Abram, adda carnerona, ken vacana, ken sapsapawna.
GEN.13.6	Ket 
GEN.13.8	Ket kinuna ni Abram ken Lot, Dawatec kenca, nga 
GEN.13.10	Ket intannawag ni Lot dagiti matana, ket nakitana amin ti 
GEN.13.11	Iti casta ni Lot pinilina a cucuana amin ti Tanap ti Jordan; ket nagna ni Lot a nagpadaya: ket nagsinada ti maysa ken maysa.
GEN.13.12	Ni Abram nagtaeng iti daga a Canaan, ket ni Lot nagnaed cadagiti il-ili ti Tanap, ket inyalisna ti sapawna nga agtungpal iti Sodoma.
GEN.13.14	Ket ni Jehova kinunana ken Abram, calpasan ti pannacaisina ni Lot kencuana, Itannawagmo ita dagiti matam, ket kitaem manipud iti disso a yanmo, nga agpamianan, ken agpabagatan, ken agpadaya, ken agpalaud:
GEN.13.17	Tumacderca, pagnaem ti daga iti pagatidduganna ken iti pagacabaanna ta itdecto kenca.
GEN.13.18	Ket ni Abram inyalisna ti sapawna, 
GEN.14.1	Ket naaramid a, cadagiti al-aldaw ni Amrafel nga ari ti 
GEN.14.2	A namuangayda iti gubat a maibusor ken Bera nga ari ti Sodoma, ken Birsa nga ari ti Gomorra, ken ni Sinab nga ari ti 
GEN.14.3	Amin dagitoy nagtitiponda iti lobong ti Siddim (
GEN.14.4	Cadagiti sangapulo ket dua a tawen nagservida ken Codor-laomer, ket iti maicasangapulo ket tallo a tawen immalsada.
GEN.14.5	Ket iti maicasangapulo ket uppat a tawen, immay ni Codor-laomer, ken dagiti ar-ari a cadduana, ket rinanggasanda 
GEN.14.6	Ken dagiti Horeos idiay bantayda a Seir, agingga iti 
GEN.14.7	Ket nagsublida, ket dimmanonda idiay Em-mispat (nga isu ti Cades), ket dinadaelda amin ti daga dagiti Amelecitas, ken casta met dagiti Amorreo, nga agnaed idi idiay 
GEN.14.8	Ket rimmuar ti ari ti Sodoma, ken ti ari ti Gomorra, ken ti ari ti Adma, ken ti ari ti Seboim, ken ti ari ti Bela (nga isu ti Zoar); ket inornosda ti bacal a bumusor cadacuada idiay lobong ti Siddim;
GEN.14.9	Maibusorda cada Codor-laomer nga ari ti Elam, ken Tidal nga ari ti Goiim, ken Amrafel nga ari ti Sinar, ken Arioc nga ari ti Elasar; uppat nga ar-ari a maibusor cadagiti lima.
GEN.14.10	Ket ti lobong ti Siddim napno cadagiti 
GEN.14.11	Ket innalada amin ti 
GEN.14.12	Ket innalada met ni Lot, 
GEN.14.13	Ket immay ti maysa a nacatalaw, ket inyammona ken Abram nga Hebreo: 
GEN.14.14	Ket idi nga nangngeg ni Abram a ti 
GEN.14.15	Ket biningaybingayna 
GEN.14.16	Ket pinagsublina amin dagiti cucua ken casta met a pinasublina ni cabsatna a Lot, ket ti cucuana, ken casta met dagiti babbai, ken dagiti umili.
GEN.14.17	Ket ti ari ti Sodoma napan simmabet kencuana idi nagsubli iti panangcabilna ken Codor-laomer, ken cadagiti ar-ari a kinadduana, iti lobong ti Save (
GEN.14.18	Ket ni 
GEN.14.19	Ket binendicionanna, ket kinunana, Bendito coma ni Abram iti Dios a Cangatoan unay, 
GEN.14.20	Ket bendito coma ti Dios a Cangatoan, a nangyawat cadagiti cabusormo ita imam. 
GEN.14.21	Ket ti ari ti Sodoma kinunana ken Abram, Yawatmo caniac dagiti tattao, ket alaem dagiti cucua a maipaay kenca.
GEN.14.22	Ket ni Abram kinunana iti ari ti Sodoma, 
GEN.14.23	Nga awanto ti alaec a maysa a labag wenno maysa a cordon ti zapatos, wenno uray ania a cucuam, di la ket ta cunaem, Siac pinabacnangco ni Abram:
GEN.14.24	Malacsid laeng ti kinnan dagiti bumbumaro, ken ti bingay dagiti lallaki a nakicuyog caniac, nga da 
GEN.15.1	Calpasan dagitoy a banbanag immay ti sao ni Jehova ken Abram iti maysa a parparmata, a kinunana, 
GEN.15.2	Ket ni Abram kinunana, O Apo Jehova, ania ti itdemto caniac, idinto a siac aglabasac nga awan anacco, ket ti agtagicuanto iti balayco isu ni Eliezer a taga Damasco?
GEN.15.3	Ket ni Abram kinunana, kitaem, saannac nga iniccan iti putot: 
GEN.15.4	Ket, adtoy, ti sao ni Jehova immay kencuana a cunana, daytoy a lalaki saanto nga agtawid kenca; no di ket ti 
GEN.15.5	Ket impanna iti ruar, ket kinunana, Kitaem ita ti langit, 
GEN.15.7	Ket kinunana kencuana, 
GEN.15.8	Ket isu kinunana, O Apo Jehova, 
GEN.15.9	Ket kinunana kencuana, Yalaannac iti bumalasang a vaca nga agtawen iti tallo, ken maysa a calding a babai nga agtawen iti tallo, ken maysa a carnero a lalaki nga agtawen iti tallo, maysa met a pagaw, ken maysa nga urbon a calapati.
GEN.15.10	Ket isu innalana amin dagitoy, ket 
GEN.15.11	Ket bimmaba dagiti tumatayab iti rabaw dagiti bangcay, ket ni Abram binugawna ida.
GEN.15.12	Ket idi a lumlumnec ti init, 
GEN.15.13	Ket kinunana ken Abram, Pudno nga ammom a 
GEN.15.14	Ket dayta met a nacion a pagserviandanto, siac ocomecto: 
GEN.15.16	Ket iti maicappat a caputotan, agsublidanto ditoy: 
GEN.15.17	Ket naaramid a idi nacalneken ti init, ket nagsipnget, adtoy, ti maysa nga horno a siaasuc, ken maysa nga aluten a sidadarang a naglasat iti baet dagidiay a pisi.
GEN.15.18	Iti daydiay nga aldaw 
GEN.15.19	Ti Cineo, ken ti Cenezco, ken ti Cadmoneo.
GEN.15.20	Ken ti Jeteo, ken ti Ferezeo, ken dagiti Rafeo,
GEN.15.21	Ken ti Amorreo, ken ti Cananeo, ken ti Gergeseo, ken ti Jebuseo.
GEN.16.1	Ket ni Sarai, nga asawa ni Abram, 
GEN.16.2	Ket ni Sarai kinunana ken Abram, Adtoy ita, ni Jehova pinaritannac nga aganac; dawatec kenca a sumrecca coma iti 
GEN.16.3	Ket ni Sarai, nga asawa ni Abram, innalana ni Agar a taga Egipto nga 
GEN.16.4	Ket isu simrec ken Agar, ket nagsicug, ket idi nadlawna a masicugen 
GEN.16.5	Ket ni Sarai kinunana ken Abram, Ti pannacalaisco maipabaclay coma kenca: insaadco ti adipenco iti barucongmo, ket idi nakitana a masicug, siac nauy-uyawac cadagiti matana: ni Jehova 
GEN.16.6	Ngem ni Abram kinunana ken Sarai, Adtoy, ti adipenmo adda iti imam; aramidem kencuana dayta naimbag cadagita matam. Idin ni Sarai pinarigatna, ket isu nagtalaw iti sangoananna.
GEN.16.7	Ket ti angel ni Jehova nasaracanna iti 
GEN.16.8	Ket kinunana kencuana, Agar, adipen ni Sarai, adino ti naggapuam? ket sadino ti papanam? Ket isu kinunana, Agtalawac iti imatang ni Sarai nga apoc.
GEN.16.9	Ket ti angel ni Jehova kinunana kencuana, Agsublica ken apom, ket agpacumbabaca cadagiti imana.
GEN.16.10	Ket ti angel ni Jehova kinunana pay, 
GEN.16.11	Ket ti angel ni Jehova kinunana, Adtoy, sica masicugca, ket aganaccanto iti maysa a lalaki; ket panaganamto iti Ismael, ta nangngeg ni Jehova ti pagelmo.
GEN.16.13	Ket inawaganna ti nagan ni Jehova a nakisao kencuana, Sica maysaca a Dios a macakita: ta kinunana, Sias diac nakita aya ditoy ti nacakita caniac?
GEN.16.14	Gapuna a nanaganan ti bobon 
GEN.16.15	Ket nangyanac ni Agar ken Abram iti maysa a lalaki; ket impanagan ni Abram iti anacna nga inyanac ni Agar 
GEN.16.16	Ket ni Abram nagtawen iti walopulo ket innem, idi ni Agar inyanacna ken Abram ni Ismael.
GEN.17.1	Ket idi a ni Abram nagtawen iti siam a pulo ket siam, ni Jehova nagparang ken Abram, ket kinunana kencuana, 
GEN.17.2	Ket aramidecto ti pagtulaganta, 
GEN.17.4	No maipapan caniac, adtoy, ti tulagco adda kenca, 
GEN.17.5	Ket dinto maawaganen ti naganmo nga Abram; 
GEN.17.6	Ket pagbungaencanto iti nawadwad unay, ket aramidencanto a 
GEN.17.9	Ket ti Dios kinunana ken Abraham, Ket no maipapan kenca, ti tulagco salimetmetamto, sica ken dagiti putotmo iti calpasam, bayat dagiti caputotanda.
GEN.17.10	Daytoy ti tulagco a salimetmetanyonto, siac ken sica ken dagiti putotmo iti calpasam: tumunggal lalaki cadacayo macugitto.
GEN.17.11	Macugitcayto; 
GEN.17.13	Ti mayanac iti balaymo, ken ti magatang iti piracmo, masapul a macugitda: ket addanto ti tulagco iti lasagyo a maipaay iti awan patinggana a panagcaycaysa.
GEN.17.14	Ket ti lalaki a di nacugit a saan a nacugit iti lasag ti akinsango a cudilna, daydiay a lalaki, maipusayto cadagiti cailianna; ti tulagco rinacracna.
GEN.17.15	Ket ti Dios kinunana ken Abraham, Ni Sarai nga asawam saanmonto a nagananen Sarai, ngem ti nagannanto Sara.
GEN.17.16	Ket bendicionacto, 
GEN.17.17	Idin ni Abraham nagpacleb ket 
GEN.17.18	Ket ni Abraham kinunana iti Dios, Sapay, ta ni Ismael agbiag coma ti sangoanam!
GEN.17.19	Ket ti Dios kinunana, 
GEN.17.20	Ket maipanggep ken Ismael, dinengngegca: adtoy, binendicionacon, ket aramidecto nga agbunga, ket 
GEN.17.21	Ngem ti 
GEN.17.22	Ket lineppasna ti nakisao kencuana, ket immuli ti 
GEN.17.23	Ket ni Abraham innalana ni Ismael nga anacna, ken isu-amin a nayanac iti balayna, ken amin a nagatang iti piracna, amin a lallaki iti balay ni Abraham, ket kinugitna ida iti akinsango a cudilda iti daydiay met laeng nga aldaw, cas ti panangibaga idi ti Dios kencuana.
GEN.17.24	Ket ni Abraham nagtawen iti siam a pulo ket siam idi nacugit iti akinsango a cudilna.
GEN.17.25	Ket ni Ismael nga anacna nagtawen iti sangapulo ket tallo idi nacugit iti akinsango a cudilna.
GEN.17.26	Iti daydi met laeng nga aldaw ni Abraham, nacugit ken ni Ismael nga anacna.
GEN.18.1	Ket ni Jehova nagparang kencuana iti caroblean ni 
GEN.18.3	Ket kinunana, Apoc, no ita nasaracac ti parabur cadagiti matam, dawatec kenca a dica labasan ti adipenmo:
GEN.18.5	Ket mangyegacto iti maysa a sangcasacmol a tinapay, 
GEN.18.6	Ket ni Abraham napan a nagdardaras ken Sara iti sapaw, ket kinunana, Agdarasca a mangisagana iti tallo a casucat ti nasayaat nga bellaay, gamayem, ket agaramidca iti tinapay.
GEN.18.7	Ket ni Abraham nagtaray iti ayan dagiti vaca, ket nangala iti maysa nga urbon a naganus ken nasayaat, ket intedna iti adipen; ket dinardarasna nga insagana.
GEN.18.8	Ket nangala iti mantequilla ken gatas, ken ti urbon a sinaganana, ket incabilna iti sangoda; ket isu nagtacder iti sibayda iti linong ti cayo, ket nanganda.
GEN.18.9	Ket kinunada kencuana, Adino ti yan ni Sara nga asawam? Ket isu 
GEN.18.10	Ket kinunana, 
GEN.18.13	Ket ni Jehova kinunana ken Abraham, Apayapay nagcatawa ni Sara a cuncunana, Pudno aya nga aganacacto, ket siac baketacon?
GEN.18.15	Idin ni Sara naglibac a kinunana, Saanac a nagcatawa, ta nagbuteng. Ket isu kinunana, Saan: no di ket nagcatawaca.
GEN.18.16	Ket dagiti lallaki timmacderda idiay, ket kinitada ti Sodoma, ket ni Abraham kimmuyog cadacuada a nangitulod cadacuada iti dana.
GEN.18.17	Ket ni Jehova kinunana, 
GEN.18.18	Idinto nga agbalinto a di bumurong ni Abraham a dackel ken napigsa a nacion, 
GEN.18.19	Ta siac am-ammoc, nga 
GEN.18.20	Ket ni Jehova kinunana kencuana, 
GEN.18.22	Ket simmina idiay dagiti lallaki 
GEN.18.23	Ket ni Abraham immasideg ket kinunana, Pucawem met aya 
GEN.18.24	Nalabit adda limapulo a nasingpet iti uneng ti ili; pucawem met, ket dicanto ispalen ti disso maipuon cadagiti limapulo a nasingpet nga addada iti unegna?
GEN.18.25	Adayu coma kenca ti panagaramid ti casta, a patayem ti nasingpet a maicanunung ti nadangkes, 
GEN.18.26	Ket ni Jehova, kinunana, 
GEN.18.27	Ket ni Abraham simmungbat ket kinunana, 
GEN.18.28	Nalabit agcurangto dagiti limapulo a nasingpet: pucawemto, maipuon cadagidiay lima nga curang, ti amin nga ili? Ket kinunana, Saanconto a pucawen, no masaracac dagiti uppat a pulo ket lima a sadiay.
GEN.18.29	Ket nakisao manen kencuana, ket kinunana, Nalabit a masaracanto idiay dagiti uppat a pulo. Ket kinunana, Diacto aramiden gapu iti pateg dagiti uppat a pulo.
GEN.18.30	Ket 
GEN.18.31	Ket kinunana, Adtoy ita, 
GEN.18.32	Ket kinunana, O 
GEN.18.33	Ket pimmanao ni Jehova, a nalpas ti pannakisasaona ken Abraham: ket ni Abraham nagsubli iti yanna.
GEN.19.1	Ket dagiti 
GEN.19.2	Ket kinunana, Adtoy ita, appoc, dawatec, cadacayo, 
GEN.19.3	Ngem inuyutanna ida iti napalalo; ket napanda kencuana ket simrecda iti balayna; ket inyaramidanna ida iti maysa a daya, ket nagluto iti tinapay a di-nalevaduraan, ket nanganda.
GEN.19.4	Ngem idi dida pay nagidda, dagiti lallaki ti ili, dagiti lallaki a taga Sodoma, bumaro man ken lumacay, amin a tattao iti amin a yan linacubda ti balay:
GEN.19.6	Ket rimmuar ni Lot cadacuada agingga iti ruangan, ket rinepcanna ti ruangan iti licudanna.
GEN.19.7	Ket kinunana, Cacabsatco, dawatec cadacayo, dicayo agaramid coma iti casta a dakes.
GEN.19.9	Ket kinunada, Aglisica. Ket kinunada 
GEN.19.10	Ngem dagiti lallaki inunnatda ti imada ket impasrecda ni Lot iti balay cadacuada, ket rinipcanda ti ruangan.
GEN.19.11	Ket pinabulsecda dagiti lallaki nga adda iti ruangan ti balay, 
GEN.19.12	Ket dagiti lallaki kinunada ken Lot, Adda pay sabali kenca ditoy? Manugang a lalaki, ken annacmo a lallaki, ken babbai nga annacmo, ken uray siasino nga adda kenca iti ili; 
GEN.19.13	Ta pucawenminto daytoy a disso, gapu ta ti 
GEN.19.14	Ket ni Lot pimmanaw, ket kinasaona dagiti manugangna a nangasawa cadagiti annacna a babbai, ket kinunana, 
GEN.19.15	Ket idi nagbanawagen, dagiti angel pinagdarasda ni Lot, a cunada, 
GEN.19.16	Ngem nagmayeng; ket dagiti lallaki iniggamanda ti imana, ken ti ima ti asawana, ken dagiti imima dagiti dua nga annacna a babbai, ta ni Jehova 
GEN.19.17	Ket naaramid nga, idi nairuardan ida, kinunana, Agtalawca gapu iti biagmo; 
GEN.19.18	Ket ni Lot kinunana cadacuada, O, saan coma a casta, apoc:
GEN.19.19	Adtoy ita, ti adipenmo nacasarac iti parabur cadagiti matam, ket pinadackelmo ti caasim, nga impakitam caniac iti panangispalmo iti biagco; ket diac macatalaw a mapan idiay bantay, di la ket ta macamacamnac ti dakes, ket matayac:
GEN.19.20	Adtoy ita, daytoy nga ili asideg a pagcamangac, ket bassit, O palubosannac nga agcamang sadiay (saan aya a bassit 
GEN.19.21	Ket isu kinunana kencuana, Adtoy, 
GEN.19.22	Agdarasca, agcamangca idiay; ta awanto ti mabalinco nga aramiden agingga iti macadanonca idiay. 
GEN.19.23	Ti init naglawagen iti rabaw ti daga idi ni Lot nacadanon idiay Zoar.
GEN.19.25	Ket dinadaelna dagidiay nga il-ili, ken amin ti Tanap, ken amin dagiti agnaed cadagiti il-ili, ken dagiti nagtubo iti daga.
GEN.19.26	Ngem ti asawana timmaliaw iti nalicudanna, 
GEN.19.27	Ket iti agsapa ni Abraham napan immuli 
GEN.19.28	Ket kimmita iti Sodoma ken Gomorra, ken ti amin a daga iti Tanap, ket nakitana, ket, adtoy, ti 
GEN.19.29	Ket naaramid nga, idi pinucaw ti Dios dagiti il-ili iti Tanap, ti Dios 
GEN.19.30	Ket ni Lot nagtalaw idiay Zoar 
GEN.19.31	Ket ti inauna kinunana iti inaudi, Ni amata lacayen, ket awanen ti lalaki iti daga a sumrec cadata cas iti cadawyan ti amin a daga:
GEN.19.32	Umayca, painumenta ni amata iti arac, ket makicaiddatanto kencuana, tapno maitaginayonta ti caputotan gapu ken amata.
