MAT.1.1	Libru yaꞌa kakuneꞌe xixitna Jesucristu. Xixitna‑ia n‑kuu David. Xixitna David n‑kuu Abraham. 
MAT.5.18	Xandaa xakuiti na jaꞌan‑r xa nɨni na kavatuu ka ñuñayiu xiꞌin andɨu ma dita Ianyuux ni ɨɨn tnuꞌu n‑chidotnuni Moisés. Ma dita‑ia ni ɨɨn letra, ni ɨɨn parti tnuꞌu‑ia nde na jɨn tnaꞌa ntdaa xa n‑chidotnuni‑s. 
MAT.5.19	Nux ma jandixa‑n idii ni xa jaꞌan ley Ianyuux, juini ɨɨn tnuꞌu luchi kuu‑i, ma jiniñuꞌu vaꞌa‑n nuu taxnuni Ianyuux. Dɨuni ma jiniñuꞌu vaꞌa‑n nuu taxnuni Ianyuux nux jaꞌan‑n nuu ɨnka ñayiu xa maxku jandixa‑i xijan. Nux jandixa koio‑n tnuꞌu n‑chidotnuni‑s te jaꞌan‑n nuu ñayiu xa na jandixa‑i xaꞌa, nduu‑n ñayiu ndandɨꞌɨ andɨu nuu taxnuni Ianyuux. 
MAT.5.20	Nux ka kuxee ini‑n nuu Ianyuux ná ka kuxee ini se dakuaꞌa ñayiu ley n‑chidotnuni Moisés xiꞌin se fariseu nuu‑ia, ma yoo‑n jɨꞌɨn andɨu nuu taxnuni‑ia.
MAT.5.21	ʼKa xini‑n nax n‑ka jaꞌan se xanaꞌa nuu xixitna‑n. N‑ka xiaꞌan‑s: “Maxku kaꞌni‑n ndɨyɨ.” Ndeda ɨɨn‑n na kaꞌni ndɨyɨ, ndadandaa Ianyuux kuechi‑n. 
MAT.5.22	Ko mee‑r jaꞌan xa nux diko ni na kiti ini‑n nuu ñanitnaꞌa‑n, ndadandaa Ianyuux kuechi‑n. Nux kuiꞌa na jaꞌan‑n ñayiu netnaꞌa xiꞌin‑n, ndadandaa juxtixia Israel kuechi‑n. Nux jaꞌan‑n nuu‑s: “Ku kuꞌu‑n”, jɨꞌɨn‑n nuu nuꞌu koko. 
MAT.5.23	Nux jɨꞌɨn‑n veñuꞌu te jɨn tuꞌa‑n nuu altar xa doko‑n ɨɨn xa doko‑n nuu IanyuUx te ijan najaꞌan‑n xa n‑tuyɨka ɨɨn ñayiu n‑ndatnuꞌu xiꞌin‑n xaxeꞌe tnuꞌu loko n‑jaꞌan‑n nuu‑i, 
MAT.5.24	dandoo‑n xa doko‑n jan yatni altar te jɨn ndatnuꞌu mani‑n xiꞌin ñayiu ijan. Nde na ndvaꞌa anu‑i, ijan dada jɨꞌɨn‑n te doko‑n xa neꞌe‑n juaꞌan nuu altar Ianyuux. 
MAT.5.25	Nux kuu ɨɨn ñayiu jantnaꞌa xiꞌin‑n xa kandeka ñaꞌa‑i jɨꞌɨn nuu juxtixia, hora ijan ndumani‑n xiꞌin‑i na ñaꞌa kandeka ñaꞌa‑i jɨꞌɨn nuu‑s, te jɨn ndeka ñaꞌa‑s nuu se xndee ñayiu xyɨndiꞌu vekaa te chindiꞌu ñaꞌa‑s. 
MAT.5.26	Xandaa xakuiti ma kee‑n nde na chiyaꞌu‑n ntdandituꞌu tvini kajan juxtixia jan.
MAT.5.27	ʼKa xini‑n xa n‑jaꞌan xixitna‑n: “Nux io ñadɨꞌɨ‑n maxku kava‑n xiꞌin ɨnka ñadɨꞌɨ. Nux io yɨɨ‑n, maxku kava‑n xiꞌin ɨnka seyɨɨ.” 
MAT.5.28	Mee‑r jaꞌan xa nux diko ni na kundeꞌa‑n ɨɨn ñadɨꞌɨ te kukajan ini‑n‑ña, xá n‑kida‑n kuechi. 
MAT.5.29	Nux ɨɨn nduchi nuu‑n kida xa xko kida‑n kuechi, tava‑n te dajane‑n chi vaꞌa ka nux na kuita ɨɨn nduchi nuu‑n dada xa jɨꞌɨn ntdantuꞌu‑n xiꞌin anu‑n andea. 
MAT.5.30	Nux ɨɨn ndaꞌa‑n kida xa ka kida‑n kuechi, kaꞌnde‑n te dajane‑n chi vaꞌa ka nux na kuita ɨɨn ndaꞌa‑n dada xa jɨꞌɨn ntdantuꞌu‑n xiꞌin anu‑n andea.
MAT.5.31	ʼDɨuni n‑jaꞌan xixitna‑n: “Se juini xa dandoo‑s ñadɨꞌɨ‑s, na kadakutu‑s tutu yodotnuni xa n‑dandoo‑s‑ña.” 
MAT.5.32	Mee‑r jaꞌan xa nux ña n‑kida ɨɨn ñadɨꞌɨ io yɨɨ kuechi xiꞌin ɨnka seyɨɨ, te dandoo ñaꞌa yɨɨ‑ña, kuechi mee‑s kuu xa kada‑ña kuechi xiꞌin ɨnka seyɨɨ. Dani se n‑natnundaꞌa xiꞌin ñadɨꞌɨ n‑dandoo ñaꞌa yɨɨ‑ña, kada‑s kuechi xiꞌin‑ña.
MAT.5.33	ʼDɨuni ka xini‑n xa se xanaꞌa n‑jaꞌan nuu xixitna‑n: “Nux kada‑n uxi dɨkɨ ndaꞌa‑n xa chinaa‑n xa juñaꞌa‑n ɨɨn xa juñaꞌa‑n Ianyuux, juñaꞌa‑n xijan xa na jɨn tnaꞌa xa n‑jaꞌan‑n.” 
MAT.5.34	Mee‑r jaꞌan xa maxku chinaa koio‑n. Maxku chinaa‑n andɨu, chi andɨu nukoo Ianyuux xa taxnuni‑ia. 
MAT.5.35	Maxku chinaa‑n nuu ñuꞌu chi neñi niꞌno xeꞌe Ianyuux nuu ñuꞌu. Maxku chinaa‑n Jerusalén, chi Ia ndadakaꞌnu‑ro taxnuni ñuu ijan. 
MAT.5.36	Maxku kada koio‑n uxi dɨkɨ ndaꞌa‑n xa chinaa‑n, ni maxku chinaa‑n dɨkɨ‑n, chi ni idii idi dɨkɨ‑n, ma ndaku‑n xa ndada kuixi‑n a ndada tnuu‑n. 
MAT.5.37	Jaꞌan ndaa‑n. Jaꞌan‑n na io na juaꞌan. Nux na kadavaꞌa vete‑n tnuꞌu, Kuiꞌna dajaꞌan ñaꞌa.
MAT.5.38	ʼDɨuni ka xini‑n tnuꞌu n‑jaꞌan xixitna‑n: “Nux na tava ñayiu ɨɨn nduchi nuu‑n, io xa natava naa juxtixia nduchi nuu‑i. Nux na kineꞌe ñayiu nuꞌu‑n, io xa kineꞌe juxtixia nuꞌu‑i.” 
MAT.5.39	Ko ruꞌu jaꞌan xa maxku kani‑n ñayiu janñaꞌa. Maxku daa kada‑n. Nux na kani ñayiu kuñu nuu‑n lado kuaꞌa, ngoneꞌe‑n xa na kani‑i ɨnka lado. 
MAT.5.40	Nux tekuechi ñaꞌa ñayiu nuu juxtixia ɨɨn xa tekuechi ñaꞌa‑i, te juini‑i xa tnɨɨ‑i duꞌnu‑n, juñaꞌa‑n te juñaꞌa‑n kotona‑n tuku. 
MAT.5.41	Nux ka kidajuexa se taxnuni xa kaneꞌe‑n ɨɨn xa vee jɨꞌɨn ɨɨn yodo kilómetro, uni kilómetro kaneꞌe xijan jɨꞌɨn. 
MAT.5.42	Nux na kajan nuu ñayiu xaxii‑n juñaꞌa nuu‑n, te maxku dangondita duꞌa nga‑n‑yɨ.
MAT.5.43	ʼDɨuni ka xini‑n xa xixitna‑n n‑jaꞌan: “Juemani koio ñayiu io yatni xiꞌin‑n te jini uꞌu koio se xini uꞌu ñaꞌa.” 
MAT.5.44	Mee‑r jaꞌan juemani koio ñayiu ka xini uꞌu ñaꞌa, te kajan taꞌu koio xa na kutuu vii kutuu vaꞌa ñayiu ka kida uꞌu ñaꞌa xiꞌin ñayiu kuiꞌa ka jaꞌan ñaꞌa. 
MAT.5.45	Daa kada koio, chi daa kida Taa‑ro Ianyuux, Ia tuu andɨu. Kida‑ia xa ndii ngandii nuu io ñayiu loko, nuu io ñayiu vaꞌa. Dɨuni dajuun‑ia dau nuu io ñayiu loko, nuu io ñayiu vaꞌa. 
MAT.5.46	Nux mee ni ñayiu ka xemani ñaꞌa ka xemani‑n, ma niꞌi koio‑n taꞌu‑n. Ntdaa ñayiu duꞌa ka kida, nde se ka xijan tvini nandajan gobierno duꞌa ka kida. 
MAT.5.47	Nux mee ni nuu ñani tnaꞌa‑n xndaxio‑n xañuꞌu, ñatu io vaꞌa xa duꞌa ka kida‑n. Davaꞌa nga ñayiu daa ka kida, nde ñayiu ña ka najaꞌan Ianyuux duꞌa ka kida. 
MAT.5.48	Jandixa koio ntdaa tnuꞌu dijan n‑jaꞌan‑r, te kada‑n xa ndaa na kida Taa‑ro Ianyuux, Ia tuu andɨu.
MAT.6.1	Chinuu nuu nax kada koio‑n. Kada koio xa vaꞌa, ko ñadu xa kada‑n xa vaꞌa xa na kundeꞌa ñaꞌa ni ñayiu. Nux kada koio‑n xa vaꞌa diko ni xa na kundeꞌa ñayiu, ma dananitaꞌu ñaꞌa Taa‑ro Ianyuux, Ia tuu andɨu. 
MAT.6.2	Xijan kuu xa hora na juñaꞌa koio nga‑n xa juñaꞌa‑n ñayiu ka xijan ndaꞌu, maxku jaꞌan‑n xa xijan kada‑n nuu ɨnka ñayiu. Xijan ka kida se ka kida nga xa ka jandixa‑s xa taꞌu tniu Ianyuux. Duꞌa ka kida‑s xiti veñuꞌu kuechi xiꞌin ichi kuechi ka xikonuu‑s diko ni xa na najuen tnuꞌu ñaꞌa ñayiu. Xandaa xakuiti xa xá n‑ka niꞌi‑s taꞌu‑s, te ñatu na taꞌu‑s koo andɨu. 
MAT.6.3	Hora na juñaꞌa koio nga‑n ñayiu ka xijan ndaꞌu ɨɨn xa juñaꞌa‑n, naꞌi ni kada koio‑n, ni ñayiu kumani xiꞌin‑n, maxku jini. 
MAT.6.4	Naꞌi juñaꞌa koio‑n xa juñaꞌa nga‑n. Xa naꞌi kada koio‑n kundeꞌa Ianyuux, juini ña kanda ndeꞌa‑n‑ia, te taxi‑ia taꞌu‑n.
MAT.6.5	ʼNa kajan taꞌu koio‑n nuu Ianyuux, maxku kada koio‑n ná ka kida se ka kida nga xa vaꞌa‑s. Ka kida nga‑s xa vaꞌa‑s chi ka tna ini‑s xa ka xijan taꞌu‑s nuu Ianyuux nɨni xnii‑s xiti veñuꞌu kuechi. Dani ka kida‑s nuu nanitnaꞌa ichi kaꞌnu xa kundeꞌa ñaꞌa ñayiu. Xandaa xakuiti xa n‑ka niꞌi‑s taꞌu‑s, te ña tuu na taꞌu‑s koo andɨu. 
MAT.6.6	Na kajan taꞌu koio‑n, ndɨu koio‑n cuartu‑n, te nakadɨ‑n yeꞌe xa naꞌi kajan taꞌu koio‑n nuu Taa‑ro Ianyuux. Ndeꞌa ñaꞌa‑ia juini ña kanda ndeꞌa‑n‑ia, te taxi‑ia taꞌu‑n. 
MAT.6.7	Na kajan taꞌu koio‑n nuu Ianyuux, maxku ku jaꞌan koio‑n ɨɨn ni tnuꞌu tɨtnɨ vuelta ná ka jaꞌan ñayiu ña ka kuu ñayiu Israel. Ka xani ini‑i xa xaxeꞌe xa naꞌa ka jaꞌan‑i nini Ianyuux xa jaꞌan‑i. 
MAT.6.8	Maxku kada koio‑n ná ka kida ñayiu ijan, chi xá ama naꞌa Taa‑ro Ianyuux xa ndoñuꞌu‑n. 
MAT.6.9	Duꞌa kajan taꞌu koio‑n nuu‑ia:
MAT.6.9	Taa‑ro Ianyuux, Ia tuu andɨu, na jaꞌan koio‑da xa ii‑n, te na koo koio‑da xañuꞌu nuu‑n.
MAT.6.10	Na jaꞌan koio‑da xa taxnuni‑n nuu‑da ntdaa‑da xa ka kuu‑da ñayiu ñuñayiu.
MAT.6.10	Nani ka kida ia xtuu andɨu xa juini‑n, dani na kada ñayiu ñuñayiu.
MAT.6.11	Taxi‑n xa kax xa koꞌo koio‑da vitna nani kida‑n ndɨkɨu ndɨñuu.
MAT.6.12	Xijan taꞌu‑da nuu‑n xa nani ka taxkanu ini‑da ñayiu kida ñaꞌa ɨɨn xa kida ñaꞌa‑i, dani taxkanu ini ñaꞌa‑n hora ka kida‑da kuechi.
MAT.6.13	Kada‑n xa maxku dajaꞌan ñaꞌa Kuiꞌna xa kada koio‑da kuechi; kada‑n xa maxku kada koio ka‑da xaloko.
MAT.6.13	Duꞌa kajan taꞌu koio‑n nuu Ianyuux.
MAT.6.14	ʼNux taxkanu ini koio‑n ñayiu n‑kida ñaꞌa ɨɨn xa n‑kida ñaꞌa‑i, taxkanu ini ñaꞌa Taa‑ro Ianyuux, Ia tuu andɨu. 
MAT.6.15	Nux ma taxkanu ini‑n xa n‑kida ñaꞌa ñayiu jan, dani Taa‑ro Ianyuux, ma taxkanu ini‑ia kuechi n‑ka kida‑n.
MAT.6.16	ʼNux ɨɨn kɨu nyaka ma kaxi koio‑n xaxeꞌe xa xndaxio ndite‑n, maxku kada koio‑n na ka kida se kida nga xa vaꞌa‑s chi xndaa nuu‑s xa kukoꞌyo ini‑s. Ka dataka‑s idi dɨkɨ‑s te kuiꞌa xndaa nuu‑s xa na kundeꞌa ñayiu xa xneꞌe ii‑s. Xandaa xakuiti xa xá n‑ka niꞌi‑s taꞌu‑s, te ña tuu na taꞌu‑s koo andɨu. 
MAT.6.17	Na koo ndite mee‑n xa xneꞌe ii‑n ɨɨn kɨu nyaka, chiꞌi koio‑n aciti dɨkɨ‑n, tniꞌu‑n dɨkɨ‑n, najini‑n nuu‑n 
MAT.6.18	xa maxku jini ñayiu xa xneꞌe ii‑n. Kundeꞌa ñaꞌa Taa‑ro Ianyuux juini ña kanda ndeꞌa‑n‑ia, te dananitaꞌu ñaꞌa‑ia.
MAT.6.19	ʼMaxku kaya koio kueꞌe ndatniu‑n ñuñayiu, chi kɨu tkidi xaxii‑ro ñuñayiu, te nanedɨꞌu dava ka xaxii‑ro. Dɨuni ka xanu ñaduꞌu yeꞌe te ka kɨu‑s veꞌe‑ro juini ndiꞌu vaꞌa, te ka duꞌu‑s. 
MAT.6.20	Kada koio xa juini Ianyuux te kueꞌe xaxii‑n koo andɨu nuu ñayo tkidi kɨu ndatniu‑ro. Dɨuni ña nanedɨꞌu dava ka xaxii‑ro. Dɨuni ña yoo na ñaduꞌu xanu yeꞌe‑ro xa duꞌu ñaꞌa‑s. 
MAT.6.21	Nuu io xaxii‑n, ijan jun ini‑n xa kutuu koio‑n.
MAT.6.22	ʼKuenda kɨu ɨɨn xa dakutnuni kuu nduchi nuu‑ro. Nux io vaꞌa nduchi nuu‑n, kutnuni vaꞌa ini‑n xa ndeꞌa‑n, 
MAT.6.23	Nux ka jandixa‑n ñayiu jaꞌan ɨɨn xa ña ndaa, tunee tuduꞌa‑n. Maxku jandixa‑n ntdaa xa ka jaꞌan ñayiu ñuu‑n vaxi, chi ñadu ntdaa xa ka jaꞌan‑i ndaa.
MAT.6.24	ʼÑayo ɨɨn se xinokuechi io uu xtoꞌo chi nux uu‑s na koo jini uꞌu‑s ɨɨn‑s, te juemani‑s ɨnka‑s; a kada‑s ntdaa xa juini ɨɨn‑s, te jini uꞌu‑s ɨnka‑s. Mayo‑n ndaku xa junukuechi‑n nuu Ianyuux nux mee ni xa kadatniu‑n xa koo xaxii‑n, te ña tuu nax kada‑n xaxeꞌe Ianyuux.
MAT.6.25	ʼMaxku kunduu ini‑n nuu nax kaxkoꞌo‑n, nax kundix kudaꞌu koio‑n, chi ndandɨꞌɨ ka mee‑n dada xa kaxi xa koꞌo‑n. Ndandɨꞌɨ ka‑n dada daꞌma‑n. 
MAT.6.26	Kundeꞌa koio janda ka yaꞌa kɨt ka ndava. Ñayo‑tɨ dadaꞌu trɨu ni ñayo‑tɨ nataxtnaꞌa trɨu. Ñayo‑tɨ chiꞌi trɨu veꞌe‑t. Juini ñayo‑t chiꞌi trɨu veꞌe‑tɨ, ko ka niꞌi‑tɨ xa ka xaxi‑tɨ, chi dakaxi Ianyuux‑tɨ. Vichi ka yodo yaꞌu ndoꞌo dada kɨt ijan. 
MAT.6.27	Maxku yo kunduu ini‑n, chi ni mayo‑n ndaku xa dakueꞌnu ka‑n mee‑n, ni dava metro ma kueꞌnu ka‑n. 
MAT.6.28	Maxku kunduu ini koio‑n nuu nax kundix kudaꞌu‑n. Kundeꞌa koio xa vaꞌa xaꞌnu ita liriu. Ñatu kidatniu‑ta. Ñatu kava‑ta yuꞌa. 
MAT.6.29	Juini vili n‑kaa daꞌma n‑xo xiꞌno Salomón, ko vili ka kaa ita liriu dada daꞌma n‑xo xiꞌno‑s. 
MAT.6.30	Ite xaꞌnu vitna tnee kayu xiti xitnu. Ite ijan n‑kida Ianyuux xa vili n‑kaa. Naka mee‑n, ma ku kada‑ia xa kundix kudaꞌu‑n. Naka itaꞌu ni ka kukanu ini‑n‑ia. 
MAT.6.31	Maxku kundu ini koio‑n. Maxku jaꞌan koio‑n: “¿Nax kaxkoꞌo‑ro? ¿Nax kundix kudaꞌu‑ro?”, 
MAT.6.32	chi ñayiu ña ka jandixa Ianyuux, yo xyɨ ini‑i xa niꞌi‑i ntdaa xijan. Xá naꞌa Taa‑ro Ianyuux xa ntdaa xijan ka ndoñuꞌu‑n. 
MAT.6.33	Naa xa jun ini koio‑n xijan, ndukundee koio xa kɨu tnaꞌa‑n nuu ñayiu ka jandixa xa taxnuni Ianyuux nuu‑i. Dɨuni ndukundee xa jandixa‑n tnuꞌu‑ia, te taxi‑ia ntdaa xa ka ndoñuꞌu‑n xa xtuu‑n ñuñayiu. 
MAT.6.34	Maxku kɨ ini koio‑n xa yaꞌa tnee ida, chi tuku xa yaꞌa vitna te tuku xa yaꞌa tnee. Ndaꞌu ka yaꞌa‑n, chi kueꞌe xa kuu ntdantuꞌu kɨu, te nuu ndaꞌu ka na yaꞌa‑n ɨɨn kɨu ma kundee ka ini‑n —kuu‑ia, xiaꞌan‑ia.
MAT.7.1	Ijan dada n‑jaꞌan ka‑ia:
MAT.7.1	—Maxku jan tnuꞌu‑n ñayiu na kuaꞌa maxku jaꞌan‑i xa ña io vaꞌa xa kida mee‑n chi 
MAT.7.2	nani jan tnuꞌu‑n ñayiu, dani jan tnuꞌu ñaꞌa‑i. Nani juñaꞌa‑n dani nataxi‑i. 
MAT.7.3	Kuenda kɨu yakua luchilii kaa niꞌno nduchi nuu ñayiu xnetnaꞌa xiꞌin‑n kuu kuechi luchi ka kida‑i. ¿Nax kuu xa ka chinuu‑n xijan, te ña ka chinuu‑n kuechi naꞌnu ka kida mee‑n kuenda kɨu tnduꞌu kaꞌnu kaa niꞌno nduchi nuu‑n? 
MAT.7.4	¿Nakuenda xa ka jaꞌan‑n nuu ñayiu xnetnaꞌa xiꞌin‑n: “Taxtuu nuu‑n na natava‑r yakua luchi kaa niꞌno”, te ña ka chinuu‑n tnduꞌu kaa niꞌno nduchi nuu mee‑n? 
MAT.7.5	Ka kida nga‑n xa vaꞌa‑n. Kiꞌna nuu natava koio‑n tnduꞌu kaa niꞌno nuu mee‑n na kuaꞌa kaxi kundeꞌa koio‑n xa natava‑n yakua luchi kaa niꞌno nuu ɨnka ñayiu.
MAT.7.6	ʼMaxku jɨꞌɨn‑n nuu ñayiu ña io daꞌu ni xañuꞌu nuu Ianyuux xa jaꞌan koio‑n tnuꞌu‑ia nuu‑i, chi ka kuu‑i ná kuu ti ina a na kuu kuchi te tnuꞌu‑ia kuu ná kuu perla yo yaꞌu. Kuchi, jueñi niꞌno‑tɨ perla jan, te ti ina, ngokoo‑tɨ te kada kuechi ñaꞌa‑tɨ.
MAT.7.7	ʼNdoñuꞌu xa ku kajan koio‑n te niꞌi‑n. Nduku koio te niꞌi‑n. Nani kuu xa dakande‑n yeꞌe ñayiu xa najaan‑i xa kɨu‑n, dani kuu xa kajan koio‑n nuu Ianyuux xa ndoñuꞌu‑n, te taxi‑ia 
MAT.7.8	chi ñayiu xko xijan, ka niꞌi‑i. Dani ka niꞌi ñayiu xko nduku. Ñayiu xko dakande yeꞌe, najaan yeꞌe xa kɨu‑i. 
MAT.7.9	Ndoꞌo, se ka kuu taa, nux ka xijan daꞌya‑n tila ma juñaꞌa‑n yuú chi juñaꞌa‑n tila. 
MAT.7.10	Nux xijan daꞌya‑n chaka ma juñaꞌa‑n koo chi juñaꞌa‑n chaka. 
MAT.7.11	Juini ka kuu‑n ñayiu yo kueꞌe kuechi ka kida, xndeꞌa‑n xa ka xiaꞌan‑n daꞌya‑n. Ndoꞌo ka xiaꞌan‑n xa ndoñuꞌu daꞌya‑n, naka Taa‑ro Ianyuux ma tuu nga ku taxi‑ia xa ka ndoñuꞌu‑n nux na kajan koio‑n. 
MAT.7.12	Xaxeꞌe xa ka juini‑n xa na kada ñaꞌa ñayiu xavaꞌa, kada koio‑n‑yɨ xavaꞌa chi xijan n‑chidotnuni Moisés xiꞌin se n‑ka jaꞌan tnuꞌu Ianyuux nuu ñayiu.
MAT.7.13	ʼXa tnɨɨ koio‑n ichi Ianyuux kuu ná kuu xa tnɨɨ‑ro ɨɨn ichi tnaꞌa te kɨu‑ro ɨɨn yeꞌe tnaꞌa. Xa jɨꞌɨn ñayiu nuu naa‑i kuu ná kuu xa tnɨɨ‑i ɨɨn ichi kaꞌnu te kɨu‑i yeꞌe ndɨka. Kueꞌe ñayiu ka tnɨɨ ichi ijan. 
MAT.7.14	Tnaꞌa yeꞌe te tnaꞌa ichi juaꞌan nuu kutuu‑ro xiꞌin Ianyuux nɨkava nɨkuita. Xaku ni ñayiu ka tnɨɨ ichi ijan.
MAT.7.15	ʼChinuu vaꞌa koio na ñaꞌa jandixa koio‑n se ka kida nga xa ka jaꞌan‑s xa n‑jaꞌan Ianyuux. Kuu‑s ná kuu kɨt ndeꞌe kuu lobo. 
MAT.7.16	Xaxeꞌe xa ka kida‑s kuechi, kutnuni ini koio‑n xa jaꞌan‑s tnuꞌu vete. Ka kuu‑s ná kuu tnutitnu xiꞌin tnuyɨkɨ. Ña tuu na tnutitnu juun uva, ña tuu na tnuyɨkɨ juun higo. 
MAT.7.17	Yutnu juun xavidi, ñatu juun‑tnu ɨɨn xa ña xiniñuꞌu. Tnundeꞌa vax teꞌyu, ñatuka xiniñuꞌu ndeꞌa juun‑tnu. 
MAT.7.18	Yutnu juun xavidi; ñatu juun‑tnu ɨɨn xa ña xiniñuꞌu. Kuenda kɨu yutnu ijan ka kuu ñayiu vaꞌa. Tnundeꞌa vax teꞌyu, ñatuka xiniñuꞌu ndeꞌa juun‑tnu. Kuenda kɨu yutnu yaꞌa ka kuu ñayiu loko. 
MAT.7.19	Yutnu ñatuka juun xavidi, taꞌnde‑tnu, te keé‑tnu nuu nuꞌu. 
MAT.7.20	Ka xini‑n nuu na yutnu kuu‑tnu hora xndeꞌa‑n xavidi juun‑tnu.
MAT.7.21	ʼÑa ntdaa ñayiu ka jaꞌan xa xtoꞌo‑i kuu ñaꞌa jɨꞌɨn andɨu nuu taxnuni Ianyuux, chi diko ni ñayiu ka kida xa juini Taa‑ro Ianyuux, Ia tuu andɨu jɨꞌɨn ijan. 
MAT.7.22	Kɨu na ndadandaa‑r kuechi ñayiu, te kachi dava ñayiu nuu‑r: “N‑ka jaꞌan‑da xa n‑dakuaꞌa ñaꞌa‑n nuu ñayiu. N‑ka kakuneꞌe‑da dɨu‑n xa n‑taꞌu tniu‑da xa n‑kee xaloko anu ñayiu. Dɨuni n‑ka kakuneꞌe‑da dɨu‑n xa n‑ka kida‑da kueꞌe milagru.” 
MAT.7.23	Te juñaꞌa‑r nuu‑i: “Ña xini ñaꞌa‑r. Juaꞌan naꞌi koio chi kueꞌe kuechi n‑ka kida‑n.”
MAT.7.24	ʼXijan kuu xa ñayiu ka teku tnuꞌu‑r te kida‑i xa jaꞌan‑r, kuu‑i ná kuu ɨɨn se kaxi ini. Se ijan, n‑kidavaꞌa‑s veꞌe‑s nuu toto ndɨka yɨꞌɨ nuu ñuꞌu. 
MAT.7.25	N‑juun dau te n‑naneñu ndute xika deꞌva. Ndeꞌe n‑tuxindee‑te xeveꞌe‑s. Dɨuni n‑kane tachi ndeꞌe, ko ñatu n‑tnanu veꞌe‑s chi vaꞌa n‑kuaꞌa nuu toto. 
MAT.7.26	Ñayiu ka teku tnuꞌu‑r te ña jandixa‑i xa taꞌu tniu‑r, ka kuu‑i ná kuu se lilu xa n‑kidavaꞌa‑s veꞌe‑s nuu ñuꞌu kuchi. 
MAT.7.27	N‑juun dau, te n‑naneñu ndute xika deꞌva. Ndeꞌe n‑kane tachi. Ndeꞌe n‑tuxindee‑te xeveꞌe‑s, te ndondoo veꞌe jan junkoio —kuu Jesús, xiaꞌan‑ia.
MAT.7.28	Nu n‑yaꞌa xa n‑jaꞌan Jesús xaꞌa, yo n‑ka yuꞌu anu ñayiu ijan xaxeꞌe tnuꞌu n‑jaꞌan‑ia nuu‑i chi ñatu n‑ka xani ini‑i xa daa jaꞌan‑ia. 
MAT.7.29	N‑ka kutnuni‑i xa n‑tundaꞌa ñaꞌa Ianyuux, te xaxeꞌe xijan vaꞌa dakuaꞌa ñaꞌa‑ia. Ña n‑dakuaꞌa ñaꞌa‑ia ná ka dakuaꞌa ñaꞌa se ka tuꞌa vaꞌa ley n‑chidotnuni Moisés.
MAT.8.1	Nu n‑yaꞌa xa n‑jaꞌan Jesús ntdaa xaꞌa nuu ñayiu, n‑nuu‑ia xeꞌe yuku jan, te kueꞌe ka ñayiu n‑ka xe kuitandijun ñaꞌa. 
MAT.8.2	Te n‑xe juiin xiti ɨɨn se tnaꞌa kueꞌe teꞌyu ñɨɨ nuu‑ia. N‑jaꞌan‑s:
MAT.8.2	—Dito, ¿vatuka ndadavaꞌa ñaꞌa‑n a? Ndadavaꞌa ñaꞌa‑n chi n‑kida Ianyuux xa ndadavaꞌa‑n ñayiu.
MAT.8.3	N‑dakaa‑ia ndaꞌa‑ia te n‑tenee‑ia ndaꞌa‑ia‑s te n‑jaꞌan‑ia nuu‑s:
MAT.8.3	—Na ndvaꞌa‑n nudaa.
MAT.8.3	Danaa ndvaꞌa‑s. Ñatuka nax io ñɨɨ‑s. 
MAT.8.4	Ijan xiaꞌan‑ia nuu‑s:
MAT.8.4	—Maxku ñaꞌa jaꞌan‑n nuu ñayiu. Diko ni juan dandeꞌa dutu ñɨɨ‑n xa na jini‑s xa n‑ndvaꞌa‑n. Juñaꞌa‑n‑sɨ ɨɨn xa na doko‑s nuu altar na io ley n‑chidotnuni Moisés chi n‑ndvaꞌa‑n na kuaꞌa na jini‑s xa ruꞌu n‑ndadavaꞌa ñaꞌa —kuu Jesús, xiaꞌan‑ia.
MAT.8.5	Juan nuꞌu Jesús Capernaum. Nu n‑ndɨu‑ia ñuu jan, te n‑xetuꞌa ñaꞌa ɨɨn centurión. N‑jaꞌan‑s nuu Jesús:
MAT.8.6	—Dito, yo kuꞌu se xinokuechi nuu‑da, te kaa‑s veꞌe‑da. N‑xiꞌí xeꞌe‑s te ña kuu xa kaka‑s. Yo ndeꞌe tna uꞌu‑s. Yo ndaꞌu yaꞌa‑s.
MAT.8.7	Te n‑jaꞌan Jesús nuu‑s:
MAT.8.7	—Juan xee‑r te ndadavaꞌa‑r‑sɨ.
MAT.8.8	Te n‑xiaꞌan centurión jan:
MAT.8.8	—Dito, ñatu natau xa xee‑n veꞌe‑da chi ndandɨꞌɨ‑n. Diko ni jaꞌan‑n xa na ndvaꞌa se xinokuechi nuu‑da, te ndvaꞌa‑s. 
MAT.8.9	Ɨnka seyɨɨ taxnuni nuu‑da, te dɨuni taxnuni‑da tuku. Taxnuni‑da nuu se ka kuu soldado. Nux na jaꞌan‑da nuu ɨɨn‑s xa na jɨꞌɨn‑s ɨɨn nuu na jɨꞌɨn‑s, te xeꞌen‑s. Nux na jaꞌan‑da nuu ɨnka‑s xa na xee‑s veꞌe‑da, xee‑s. Te dɨuni taꞌu tniu‑da nuu se xinokuechi nuu‑da xa na kada‑s ɨɨn xa kada‑s te kida‑s —kuu‑s, xiaꞌan‑s nuu Jesús.
MAT.8.10	Nu n‑teku Jesús xa n‑jaꞌan se ijan, n‑yuꞌu anu‑ia, te n‑jaꞌan‑ia nuu ñayiu xndijun ñaꞌa:
