MAT.1.1	Ewana Yesu Kerisonu sirorari sina. Dana Deiwidinu sisia amara. Dana Eibaramunu sisia amara.
MAT.6.33	Ietaini ogoini ane ane nesia da doberegou ufote nono Godinu kobere yawoe anasu orofa doberegou uforo yanu ietaini ane ane nesia yaba mafisu. 
MAT.6.34	Ibago waidumu ane ufisu eno da imuforo wei. Waidumu i ueta sineta ido fafisuna ido imufoita. Kowa demurainu ueta sineta i kowaro torowa imuegou ufoita, Yesuma eno wei.
MAT.7.1+MAT.7.2	Yesuma wei, moana uwarabai mui amaraba me sara wawei da weboro Godima yaba moko wawei da webisu. Wawei webote fanisi mafoitana Godima enanari yaba moko wawei webite fanisi mafisu. Ane ufoitana enanari muboita. 
MAT.7.3	Aneba mui amaranu diti ubarero ifururatu eregou utaitate yanu diti ubarero ibinu ana tumi erawa utaita? 
MAT.7.4+MAT.7.5	Aneba waita, kaka, ueta siosawere kikiratu, ifuru ari, anu ditiro ibinu ma mumu umau waitana yanu diti ubarero ueta siosararabo, ana tumi ari, ibinuro ya erawa utaita? Ya meo meo uwara yanu diti ubarero ibinu ana tumi botai mu sabote eregou ufoitana nono yanu yatae yabuenu diti ubarero ifuru ma mumu ufoita wei.
MAT.7.6	Godinu kobere sina i nautawa uwarabai sara da mafoita. I uwarana kua ari enoba emabai me sara da mawe. Yanu Godinu matasu imueta, ina oi gebiro ari, ina borosiribai da saboita. Saboitana borosirima amune adire anibitate nono ma owere ya umafitaita Yesuma wei.
MAT.7.7	Wenaueawero mafiro muawe. Dobeawete atawe. Yaubinu wiawero ma ifegari ufi wei. 
MAT.7.8	Anama wenauefisuna mafiro mubisu. Anama dobefisuna atafisu. Anama yaubinu webisuna dawaba ma ifegari ufisu wei. 
MAT.7.9	Ananu amarama ietaba nui webisuna gebiro mafisu? Me. 
MAT.7.10	Ananu amarama erio egiba nui webisuna towi mafisu? Eno da ufisu. 
MAT.7.11	Ya siosa uwarama anene yanu koiniboroba kobere maeta mataitana ya iwata enoba ana anama ane Godibai wenauefoitana yanu urero ibinu Yamamama yaba kobererau maeta maegou ufisu. 
MAT.7.12	Emema yaba enanari ufitae imutedana emaba enanari utebeawe. Eno ufoitana ina Godinu tarawatu sinaini Danu we bou ueta uwaranu sina ubi idoba eno ufoita Yesuma wei.
MAT.7.13	Yesuma nono wei, i kikiratu bebetoro fare aniawe. I uitawa yareiene yareiene ueta ina kabesinu bebetona derawerero i dabana kimu meba uwara faiyawere iro fare anaita. 
MAT.7.14	Nono i ibene ibene me ibeta kabesinu bebetona amoworaturo i dabana kimuwereba uwara faiya me dobere fare anaita.
MAT.7.15	I meo we bou ueta uwaraba eregou uforo! Emanu ibo nawatana mamoe eginu ereta ari ema awe egi me nono emanu imuetana orowa kuanu imueta ari. 
MAT.7.16	Ema anene utaitana yana ema iwata utaita. Emema gureifi nadidi tai me sara ruruwere nadidiro munawa utaitate boruba tai sinisini bobo anaro munawa utaita. 
MAT.7.17	Idoba kobere ana kobere tai uwanasu. Siosa ana siosa tai uwanasu. 
MAT.7.18	Kobere ana siosa tai uwanawa utasu. Siosa ana kobere tai uwanawa utasu. 
MAT.7.19	I siosa ana kobere tai uwanawa utasuba umane turaitate ina yaretaro sanaita. 
MAT.7.20	I uwaranu ueta, ana tai ari, eraitate ema iwata utaita.
MAT.7.21	Moana uwara faiyawere Naba Dera Amara, Dera Amara waitana nono i uwara nesia i ure yawoeta orofaro da anibitaro Nanu urero ibinu Babanu imueta utaita uwarama torowa iro anibitaita. 
MAT.7.22+MAT.7.23	Nono uwara faiyawere Godinu koto kowaro Nabai webitaita, Anu ifuro we bou utebisite seitaninu siosa imumu we beratebisite buna ueta utebisi eno webitaitana ya siosawere utaita uwara Nana ya iwata meba Nabairoma aika aniawe wemau Yesuma wei.
MAT.7.24	Anama Nanu sina nautasute utasuna dana iwata derawere amara ari. I amarama danu su tutubu eba yafawere daurite tutubu gebiro deiro sanite gebiroini sakaini sanite isuma yanairo kimu ui. 
MAT.7.25	Danu su eno ubu uiro obi matebiro oku farebiro oyau derawere farebiro su gebiro deiro ibiba jugari utawa ui. 
MAT.7.26	Anama Nanu sina nautasute gifena utasuna dana beforo me amara ari. I amarama danu su tutubu sanawa uite magua deiro ubu ui. 
MAT.7.27	Eno uiro obi matebiro oku farebiro oyau derawere farebe i su ma jugari uiro i su daido me sini Yesuma eno wei.
MAT.7.28	Yesuma Danu sina we me siniro i uwara nesia Danu we mawetu uetaba neno kirifu uta. 
MAT.7.29	Yesuma bunawere we mawetu utebi. I tarawatu tisa uwaranu we mawetu ueta i ari meba i uwara neno kirifu derawere uta.
MAT.8.1	Yesuma maidaniroma tararina uwara faiya faiyawere Danu buribi anita. 
MAT.8.2	Mui amaimawere amara Yesubai farite jegirari uteda nui wei, Dera Waria Amara, Anu unu ufasuna na ma wirofaro wiromau wei. 
MAT.8.3	Weiro Yesuma Danu age sanite i amara buriteda wei, Nanu unu a ma wiromaro wiroa wei. Weina i amaranu amaima ido me siniro wiroi. 
MAT.8.4	Yesuma i amaraba wei, eme nesiabai da ane wiate fuyo ode sina weta amarabai torowa aniate anu ofe mawetu uaro efi wei. Anu ofe kobererau usinuba Mosesinu tarawatu buri age amaima fuyo oeta enanari uaro emema efitate anu ofe wirosinu iwata ufita wei.
MAT.8.5+MAT.8.6	Yesuma Kafenamu suro farina mui Romani gaemani ami kafitenima Yesubai farite nui wei, Dera Waria Amara, nanu gaukara amarana age sanawa buri inarawa me aineda ofe derawere wourinute me ainasu wei. 
MAT.8.7	Weiro Yesuma dawaba wei, iro animate dawa ma wiromau wei. 
MAT.8.8	Weiro ami kafitenima Dawaba wei, Dera Waria Amara, na kobererau meba nanu suro da arate me sina torowa wiaro nanu gaukara amara wirofi wei. 
MAT.8.9	Eno weite wei, nana dera ami amara. Moana dera uwarama na yawotaitaro nana ami uwara faiyawere yawotatanete mui amaraba ania watanero anasu. Mui amaraba ara watanero arasu. Nanu gaukara amaraba eno ua watanero enanari utasu wei. 
MAT.8.10	Weiro Yesuma i sina nauite neno kirifu uite Danu buribi aneta uwaraba wei, yaba ba wemaro nauawe. I Isaraero uwarabai imueta derawere ewa amaranu imueta i ari atanawa une wei. 
MAT.8.11+MAT.8.12	Yaba watane, eme faiyawere kowa amueta afuini kowa itareta afuini ure yawoeta orofaro fafitate Eibaramuini Aisikini Jeikofuini kaiyobai yaubeda ieta ifitaro nono i Ju uwara, i ba urero yawoeta kabesi mubitae utaita uwara, Godima ema wawa, i dumuwere kabesiro mu sabiro iro emanu nio bijari uteda i webitaita wei. 
MAT.8.13	Yesuma eno weite i ami kafiteniba wei, ania, kimuwere imusinuba enanari ufisu wei, Weina i danu gaukara amarama ido wiroi.
MAT.8.14	Yesuma Fitanu suro amui. Amo erina Fitanu daroya ofe wakiki wourite ainibiro eri. 
MAT.8.15	Erite danu agero mamiro ofe wakiki ido toba ui. Toba uiro Fitanu daroyama uyarite Yesuba ieta mai.
MAT.8.16	Dumu sinebiro emanu seitaninu mui siosa imumu bobo uwara Dawabai woure oitaro Yesu bebetuma seitaninu mui siosa imumu we beraite i oferi woureta uwara nesia ma wiroi. 
MAT.8.17	Bodere Godinu we bou ueta amara Isaiyama weiba Yesuma enanari ui. Isaiyama eno wei,
MAT.8.17	Dawa yanu ofe ba me munite yanu oferi woureta mune ma wiroi,
MAT.8.17	Isaiyama eno wei.
MAT.8.18	Uwara faiyawere Yesu ode kara utaro Yesuma erite Danu iwata ueta uwaraba etarafu yofefe wei. 
MAT.8.19	Eno weina mui tarawatu tisa amarama Yesubai farite wei, Tisa, aboro aboro anibasuna naini animau wei. 
MAT.8.20	Weiro Yesuma dawaba wei, i oi egina emanu su bobo, gasirana emanu mowa bobo, nono i Ba Eme Sini Amara Danu aineta kabesina me wei. 
MAT.8.21	Weiro mui iwata ueta amarama wei, Dera Waria Amara, nanu baba uifiro uri ue odimate Anu buribi animau wei. 
MAT.8.22	Weina Yesuma wei, me, awona Nanu buribi ara. Nanu buribi anawa uwarama Nanu buribi anawa uieta uwara uri ufitae watane wei.
MAT.8.23	Yesuma bouti ubarero amuiro Danu iwata ueta uwarama Danu buribi anitate amutate anita. 
MAT.8.24	Anitaro Yesu nauta ainibina oyabibi derawere fari. Oyau fariba enea ufe uyariro bouti inufie uiro Yesu daido nauta ainibi. 
MAT.8.25	Eno uiba i iwata ueta uwarama Yesu ma uyatate derawere weita, Dera Waria Amara, ya uifene utaisia ma wiroa weita. 
MAT.8.26	Weitaro wei, ya naueta kikiratu uwara aneba iyaraita weite uyarite oyauini ogoini bana weiro nautaro binono sani. 
MAT.8.27	Enoba i uwarama neno kirifu uteda weita, ewa amara abo amararo oyauini ogoini Danu sina nautaita weita?
MAT.8.28	Gadarinisi orofa, mesau etarafu iro ane inata. Seitaninu moana siosa imumuma rewoi ibeta bobo amara sadei uri oeta gebiro eraboro ibebina. I amara sadei awe derawereba emema i dabaro anawa. 
MAT.8.29	I amara sadeima Yesu atasite weisi, Godinu Amara waba ane ufae utasu? Wanu koto kowa farawaba waba fanisi da ma weisi. 
MAT.8.30	Weisina borosiri faiyawere etararo ieta ie inarebita. 
MAT.8.31	Idoba seitaninu moana imumu siosama weita, ya we ma berafasuna i borosirinu ubarero siaia uaro anibe weita. 
MAT.8.32	Weitaro Yesuma emaba wei, aniawe wei. Weina anitate i borosirinu ubarero itata. Itataba i borosiri nesia durami ue anitate maidani otoroma mesauro bibu utate imuie me sita.
MAT.8.33	I borosiri yawotebita uwarama i orofa ekoitate sau durami ue anita. Ane natofo suro fatate imumu siosa bobo amara sadei wirota sina weitaro nauta. 
MAT.8.34	I natofo su uwara nesia suroma anita. Ane Yesubai fatate Yesu ereda yanu orofaroma sau ania weda nui weita.
MAT.9.1	Yesuma bouti ubarero amuite etarafu, Danu su onamero yofere ani. 
MAT.9.2	Ane fariro moana uwarama age sanawa buri inarawa amara wia warafaro oitaro ainiro Yesubai woure fare oita. Oitaro i amara woure fata uwaranu naueta kimuwere Yesuma erite i age sanawa buri inarawa amaraba wei, Nanu amara, anu neno neno ueta Nana mune imutawa unea neno kimu ua wei. 
MAT.9.3	Eno weiba moana tarawatu tisa uwarama emanu aika eno weita, ewa amarama dawaini Godini arotorowa wasuna dawa Godiba sina siosa wasu weita. 
MAT.9.4	Weitaro Yesuma emanu imueta iwata uteda emaba wei, aneba nenoma siosawere imutaita? 
MAT.9.5	Abo sinama wemau? Anu neno neno ueta mumate imutawa umau aba uyate anu wia muate ania ari? Abo sinama kimuwere wei? 
MAT.9.6	Yesuma eno weite wei, i nasiniro inarasu Ba Eme Sini Amaranu buna derawereba iba emenu neno neno ueta munasute imutawa utasuro yana nesia ereda iwata utaita weite i age sanawa buri inarawa amaraba wei, uyate anu wia muate anu suro ania wei. 
MAT.9.7	Weiro i amara uyarite danu suro ani. 
MAT.9.8	I guruguru ubita uwara nesia ereda neno kirifu uta. Godima emeba buna derawere eno maiba we ma kobererau uta.
MAT.9.9	Yesuma iroma ani. Anebina mui takesi muneta amara, danu ifuna Matiu, dawa takesi muneta suro yaubiro Yesuma eri. Erite wei, Nanu buribi ara weina ido uyarite Yesunu buribi ani.
MAT.9.10	Yesuma su ubarero ieta ifie yauri. Takesi muneta uwara faiyawereini neno neno ueta uwara faiyawere Yesuini Danu iwata ueta uwarabai ieta ifitae fata. 
MAT.9.11	Fataro i Ferosi uwara etate Yesunu iwata ueta uwaraba weita, yanu tisa amaraini i takesi muneta uwaraini neno neno ueta uwaraini aneba uruama ieta itaita weita? 
MAT.9.12	Weitaro Yesuma nauite wei, i ofe wourawa uwaraba dogeta amara arawa uite i ofe woureta uwaraba fari wei. 
MAT.9.13	Nanu ununa yanu neno arama ueta, Na unutawa yanu fuyo oeta, aniawete i sinanu ubi ue iwata uawe wei. I kobere uwaraba wemane waya farawa i neno neno ueta uwaraba wemane waya farea wei.
MAT.9.14	Joninu iwata ueta uwarama Yesubai fatate weita, i Ferosi uwaraini yaini baetaba ieta itawa ka utaiside nono Anu iwata ueta uwarama aneba ka utawa ieta itaita weita? 
MAT.9.15	Eno weitaro Yesuma emaba wei, i reka aweta muneta amarama danu domayamutuini ogaro itasuba i ogaro itaita uwarama i da webitaita. Dawa emabai ibinuba iba i da webitaita. Nono mui kowaro i reka aweta muneta amara mubitate woure aika orofaro odifitaitana i uwarama ieta da ifitate ieta ka ufitaita. Enanari emema Na woure anibitaitana Nanu iwata ueta uwarama eno ufitaita wei.
MAT.9.16	Anama reka wadia fifima bodere wadia ebaro fifinu ufisuna i bodere wadia babafite eba derawere ufisuba iba eno da ufisu wei. 
MAT.9.17	Enoba nauawe, reka waini bodere egi ofero adu ufoitana bodere ofe da foafisuba iba eno da ufisu. Adu ufoitana i bodere egi ofe babafiro waini nasiniro itafiro egi ofeini waini ido arama ufisu. Reka waini reka egi ofero adu ufoitana wainini egi ofeini ido kobererau ibifisu wei.
MAT.9.18	Yesuma emaba eno webina mui Ju uwaranu dubu su yawoeta amarama farite Yesunu buri gigirariro jegirari uteda wei, nanu aruma uisinua arate Anu agema dawa buriaro wirofite me ibifi wei. 
MAT.9.19	Weiro Yesuma ido uyarite i amaranu buribi ani. Danu iwata ueta uwara dawaini anita.
MAT.9.20+MAT.9.21	Ido anitaro mui aweta ofe derawere wourebe onono woroworo munebi. Oya tuero (12) eno munebi. I awetama eno we imui, Danu wadia fifiro burimate wiromau we imuite Yesunu dubena afuro farite Danu wadia fifiro buri. 
MAT.9.22	Buriro Yesuma owerite i aweta ereda wei, aruma, neno kimu ua. Anu naueta derawereba iba wirosinu wei. Weina i aweta daido ba ido wiroi.
MAT.9.23	Yesuma i yawoeta amaranu suro farina moana uwarama feku ari ubutaro i guruguru ubita uwarama sorara derawere utebitaro eri. 
MAT.9.24	Erite i uwaraba wei, eta seriawe i arumana ba uitawa me nauta ainibinu wei. Weiro i uwarama we iruteda yo weita. 
MAT.9.25	Yesuma weiro i guruguru ubita uwara nesia wawaro itata. Itataro Yesu ido suro amuite i arumanu agero muniro i aruma uietaroma ido uyari. 
MAT.9.26	I sina i orofa atata nesiaro we inarebita.
MAT.9.27	Yesuma iroma anebi. Anebina diti basugari amara sadeima Danu buribi aneda derawere weisi, Deiwidinu amara waba neno arama ua weisi. 
MAT.9.28	Weisiro suro amuina i amara sadei iro amusite Dawabai fasiro Yesuma emaba wei, eno umau imutaisi wei? Weina weita, Dera Waria Amara, aiwia weisi. 
MAT.9.29	Weisiro Yesuma emanu diti buriteda wei, yanu naueta derawereba yaba enanari umau wei. 
MAT.9.30	Eno weiro emanu diti ido forairo esi. Yesuma emaba bunawere eno wei, moana uwarabai da wiawa wei. 
MAT.9.31	Weiro i amara sadei i wei sina naue nautawa ari usite i orofa atata nesiaro i ueta nesia we inarebisi.
MAT.9.32	Yesuini i uwaraini iroma anita. Anitana moana uwarama seitaninu mui siosa imumuma rewoi ibeta bobo sina wiawa amara Dawabai woure fare oita. 
MAT.9.33	Yesuma i seitaninu mui siosa imumu we berairo aniro i amara ido sina wate wei. Enoba i guruguru ubita uwarama neno kirifu utate weita, ya Ju uwarama eno ueta bodere erawa awona kamama eraisi weita. 
MAT.9.34	Weitaro i Ferosi uwarama weita, Dawa i dera siosa imumunu bunaroma seitaninu siosa imumu we beratasu weita.
MAT.9.35	Yesuma dera natofo suini kiki natofo su suro inareda Ju uwaranu dubu su suro we mawetu uteda Godinu yawotasu orofa sina weda i aika maika ofe woureta uwaraini oferi woureta uwaraini ema nesia ma wirotebi. 
MAT.9.36	Yesuma i guruguru ubita uwara erina i uwarana buna me, imueta aika maika imutebita. I uwarana mamoe ari. I mamoena yawoeta amara meba daba aika maika me inarebaita i ari i uwaranu imueta aika maika imutebitaba Yesuma emaba neno arama ui. 
MAT.9.37	Iba wei, i daure ieta ietatana faiyawere, i ari i Godinu sina nautawa uwarana faiyawere. Nono i daureta uwarana faiyawere me, i ari Godinu sina we inareta uwarana faiya me. 
MAT.9.38	Enoba i daureta ubi Amarabai guriguri uteda gaukara uwara Danu daureta orofaro siaia ufiro anibitae wiawero mafiro anibita Yesuma wei.
MAT.10.1	Yesuma weiro Danu iwata ueta uwara tuero (12) Dawabai fata. Fataro Yesuma ema seitaninu siosa imumu we yowefitate ofe aika maika wouretaini oferi aika maika ma wirofitae iba emaba buna mai. 
MAT.10.2+MAT.10.3+MAT.10.4	I uwara tueronu (12) ifuna ewado, botaina Saimoni danu mui ifuna Fita. Dawaini danu dabue Enuduruini Jebedinu amara Jeimisini danu dabue Joni. Emaini Firifini Batoromiuini Tomasini i takesi muneta amara Matiu. Emaini Arofiasinu amara Jeimisini Tediasini Keinani amara Saimonini Yesu do mai amara Judasi Isikarioti. Emanu ifu ifu ido.
MAT.10.5+MAT.10.6	Yesuma i uwara tuero (12) siaia uteda sina eno we kakara ui, i Ju me aika uwarabai da aniawete i Samaria uwaranu su suro da aniawete i Isaraero uwara, i uwarana feareta mamoe ari, i uwarabai aniawe wei. 
MAT.10.7+MAT.10.8	Ane Godinu yawotasu kowa fafie utasu wiawete i ofe woureta uwara ma wiroawete moana uieta uwara ma uyawete i amaimawere uwara ma wiroawete seitaninu siosa imumu we berawe wei. Yana i buna ueta derawere munaitana moko oi matawa utaitaba iba enanari moko da mubote me mafoita wei. 
MAT.10.9+MAT.10.10	Yesuma nono wei, yanu fausiro oi da youawete yoate da muawete mui wadiaini buri baruetaini akurini da muawe wei. Weite wei, i uwarama i gaukara ueta amara dawaba danu ieta moko mafitaitaba iba i nesia da mune aniawe wei. 
MAT.10.11	Mui natofo suro aniboitana Godinu sina naufie uteda ya we mubisu amara dobere atawete danu suro ibiawe. Mui su suro da ibiawe. I su demurairo torowa ibebe nono i natofo su ekodiawete aniawe wei. 
MAT.10.12+MAT.10.13	I amaranu suro amufoitana ario sina wiawete i suro ibeta uwara kobererauna Godinu wesa kawewera ueta yabai ibifisu we ma kobererau uawe. Mena yanu wesa kawewera ue we ma kobererau ueta owefite yabai ibifie watane wei. 
MAT.10.14	Ana anama ya da mubitate yanu sina da naufitaitana yanu dubena emabai sawete sakai buriroma maituawero ema ekodifoita iwata ufitaro ido aniawe wei. 
MAT.10.15	Yaba watane Godinu koto kowa fafiro siosa Sodomu su uwaraini Gomora su uwaraini fanisi kikiratu mafite i ya ere kodifitaita su uwarabana fanisi derawere mafisu wei.
MAT.10.16	Eawe, ya mamoe ari orowa kuabai siaia umauba towi ari beforo buna uawete ubani gasira danu wate ari ure nudarau wiawete kobererau imuegou uawe wei. 
MAT.10.17	Emeba eregou uforo ya kanisoro uwarabai woure odifitate Ju uwaranu dubu suro woure odifitaro isuma ufitaita. 
MAT.10.18	Eno ufitate gaemani dera yawoeta uwaraini kini uwaraini Ju me aika uwarabai woure odifitaita. Godima ya Nanu sina weboro naufitae ufisuba iba eno ufitaita Yesuma wei. 
MAT.10.19	Eno ufitaitana sina daba anene webeisi da imuawe. Da imuawero i sina weta kowa ido fafisuna yana sina da weboro Godima yabai imueta ido mafiro weboita wei. 
MAT.10.20	I kowaro yanu sina da weboro yanu Godinu Imumu Kotofuma yanu bebeturoma sina webisu wei.
MAT.10.21	I kowaro dataema dabue do mafiro ma uifitaita. Damama danu amara enanari ufisu. Aruma amarama emanu danua damamaba enanari ufitaro ma uifitaita. 
MAT.10.22	Ya Nanu ifu munaitaba i uwara nesia yaba neno ka ufitaita. Anama buna ufiro dubu kowa ido fafiro dawa wirofisu wei. 
MAT.10.23	Yaba siosawere ufitaitana mui natofo suro sau aniawe wei. Yaba ba watane, i Isaraero uwaranu su suro anebe anebe sau da ane me siboro i Ba Eme Sini Amarama ido fafisu wei.
MAT.10.24+MAT.10.25	I ue iwata amarana derawere me, danu tisa amarana derawere. I gaukara amarana derawere me, danu dawa yawoeta amarana derawere. I ue iwata amaraini tisa amaraini arotorowa sibisisina ina ido. I gaukara amaraini yawoeta amaraini arotorowa sibisisina ina ido Yesuma wei. Na i su ubi amaraba Biesabo, seitani waitana, ya i su gaukara uwaraini ifu siosararabo webitaita wei?
MAT.10.26	Emeba iya da uyawe. Emanu obari ueta ememetu nesia ma uregari ufite emanu feareta ememetu nesia ma boroyafisuba iba emaba iya da uyawe wei. 
MAT.10.27	Dumuro yaba ane sina wemaro naufoitana enanari nono yana kowaro weboita. Nono yaba gimumutaroma wemaro naufote nono yana su abanaro inawete sina derawere wiawe wei. 
MAT.10.28	I ma uieta uwaraba iya da uyawe. I uwarama yanu ofe ma uifitate nono yanu imumu da ma uifitaita. Enoba anama yanu ofe ma uifite nono yanu imumuini ofeini i uitawa inaro sabisuba Dawaba torowa iya uyawe wei. 
MAT.10.29	Emema gui gasira sadei kiki gebiro oi demuraima oiya ue mataitaro itaita. Mui gasiraratu nasiniro me sara da itafisu. Yanu ure Babama i gasirararatunu itareta Dawa iwata. 
MAT.10.30	Godima yaba imuegou utasu. Dawa yanu fouma iji nesia yawiteda iwata utasu. 
MAT.10.31	Godima i gasiraratu imutasute nono yabana imuegou utasuba iya da uyawe wei.
MAT.10.32	Anama emebai nanu naueta Yesubai ode webisuna Nana Nanu urero ibinu Bababai dawa Na imutatane wemau. 
MAT.10.33	Anama emebai Yesu na iwata me webisuna Nana Nanu urero ibinu Bababai i amara dawa Na iwata me wemau wei.
MAT.10.34	Ane we imutaita? Na yaba merau ibeta, wesa mamane fare, eno we imutaita? Enoba ewaro farawa ue. Na ewa nasiniro wesarau ueta mamane farawa. Na wesarau ueta mamane farawarogo Nanu sina wemaro moana uwara nauteibitaro moana uwara nautawa uteda urane yarane uteibitae iba farea wei. 
