GEN.1.1	Aum Aunfank muak Gott Himmel un Ieed. 
GEN.9.24	Aus Noah dan nichta wort von däm Wien, un hieed waut sien jinjsta Sän am aunjedonen haud, 
GEN.9.25	säd hee:
GEN.9.25	Lot eenen Schoden opp Kanaan komen.
GEN.9.25	Hee woat de läachsta Deena
GEN.9.25	fa siene Breeda sennen.
GEN.9.26	Un hee säd uk:
GEN.9.26	Mucht de 
GEN.9.26	un lot Kanaan een Deena fa am sennen.
GEN.9.27	Mucht Gott Jafet siene Nokomen
GEN.9.27	loten toonämen
GEN.9.27	un en Sem siene Zelten wonen,
GEN.9.27	un lot Kanaan äa Deena sennen.
GEN.9.28	No de Äwaschwamunk läwd Noah noch 350 Joa. 
GEN.9.29	Hee storf aus hee 950 Joa oolt wia.
GEN.10.1	Dit sent de Nokomen von Noah, Sem, Ham, un Jafet. No de Äwaschwamunk hauden see Säns.
GEN.10.2	Jafet siene Säns wieren Gomer, Magog, Madai, Jawan, Tubal, Meschech, un Tiras. 
GEN.10.3	Gomer siene Säns wieren Aschkenas, Rifat, un Togarma. 
GEN.10.4	Jawan siene Säns wieren Elischa, Tarsis, Kittim, un Rodanim. 
GEN.10.5	Von dise haben sikj de Velkja aum Mäa vemieet. Dit sent Jafet siene Nokomen, een jieda Volkj met äa Launt, un äare Sproak.
GEN.10.6	Ham siene Säns wieren Kusch, Mizrajim, Putt un Kanaan. 
GEN.10.7	Kusch siene Säns wieren Seba, Hawila, Sabta, Ragma un Sabtecha. Ragma siene Säns wieren Saba un Dedan. 
GEN.10.8	Kusch wia Nimrod sien Voda, dee daut ieeschte oppe Ieed von de majchtje Mana wia. 
GEN.10.9	Hee wia derch Gott siene Jnod een groosoatja Jäaja. Doawäajen woat jesajcht: “Soo aus Nimrod, een groosoatja Jäaja derch Gott siene Jnod.” 
GEN.10.10	De groote Städa von sien Rikj wieren Babel, Erech, un Akad, dee aule dree en daut Launt Schinar wieren. 
GEN.10.11	Von doa ut jinkj hee no Assur un bud doa Ninive, Rehobot Ir un Kelach, 
GEN.10.12	un dan noch Resen tweschen Ninive un de groote Staut, Kelach. 
GEN.10.13	Mizrajim wia de Voda to de Ludita, de Anamita, de Lehabita, de Naftuhita, 
GEN.10.14	de Patrosita, de Kasluhita un Kaftorita, von wäm de Filista aufstaumen. 
GEN.10.15	Kanaan wia Sidon un Hett äa Voda. Sidon wia sien ieeschta Sän. 
GEN.10.16	Von dise staumen de Jebusita, de Amorita, de Girgasita, 
GEN.10.17	de Hiwita, de Arkita, de Sinita, 
GEN.10.18	de Arwadita, de Zemarita un de Hamatita. Lota vespreeden dee waut von de Kanaanita aufstaumen sikj breet. 
GEN.10.19	De Kanaanita äare Jäajent rieekjt von Sidon no Gerar opptoo soo wiet aus Gaza, un en de Rechtunk von Sodom, Gomorra, Adma, un Zebojim, soo wiet aus Lescha. 
GEN.10.20	Dit sent Ham siene Nokomen, een jieda Volkj un Famielje met äa Launt un äare Sproak.
GEN.10.21	Un Sem, Jafet sien elra Brooda, wia Eber siene Nokomen äa Staumvoda. 
GEN.10.22	Sem siene Säns sent Elam, Assur, Arpachschad, Lud, un Aram. 
GEN.10.23	Aram siene Säns sent Uz, Hul, Geter, un Masch. 
GEN.10.24	Arpachschad wia de Voda fa Schelach, un Schelach wia Eber sien Voda. 
GEN.10.25	Eber haud twee Säns. Dee eena heet Peleg, wiels en däm siene Tiet spoold sikj de Ieed, un däm sien Brooda heet Joktan. 
GEN.10.26	Joktan wia de Voda fa Almodad, Schelef, Hazarmawet, Jerach, 
GEN.10.27	Hadoram, Usal, Dikla, 
GEN.10.28	Obal, Abimael, Saba, 
GEN.10.29	Ofir, Hawila, un Jobab. Dit wieren aula Joktan siene Säns. 
GEN.10.30	De Jäajent wua dee wonden rieekjt von Mescha bat Sefar enne Boaj em Oosten. 
GEN.10.31	Dit sent Sem siene Nokomen, een jieda Volkj met äa Launt un äare Sproak.
GEN.10.32	Aul dit sent Noah siene Nokomen, Volkj bie Volkj, soo aus dee aufjestaumden. Von dise vespreeden de Velkja sikj oppe Ieed no de Äwaschwamunk.
GEN.11.1	To eene Tiet hauden see oppe gaunze Ieed bloos eene Sproak un aula de selwje Wieed. 
GEN.11.2	Un aus de Menschen vom Oosten wieda trocken, kjeemen see no eene groote Stap en de Jäajent von Schinar. Doa siedelden see aun. 
GEN.11.3	Un see säden to eenaunda: Nu emol aun de Oabeit! Well wie ons Tieejlen moaken un dee goot hoat brennen. See hauden dan Tieejlen fa Steena un Pekj fa Zement. 
GEN.11.4	Un see säden: Nu emol aun de Oabeit! Well wie ons eene Staut buen, un eenen Torm dee bat aum Himmel rieekjt. Well wie ons eenen Nomen moaken, daut wie nich oppe gaunze Ieed vestreit woaren. 
GEN.11.5	Un de 
GEN.11.6	Un de 
GEN.11.7	Well wie emol rauf gonen un an de Sproak vestieren, soo daut see nich eena dän aundren vestonen kjennen. 
GEN.11.8	Un soo vestreid de 
GEN.11.9	De Staut wort Babel jenant, wiels de 
GEN.11.10	Dit sent Sem siene Nokomen. Aus Sem 100 Joa oolt wia, haud hee eenen Sän, Arpachschad. Daut wia twee Joa no de Äwaschwamunk. 
GEN.11.11	Von dan aus Arpachschad jebuaren wia, läwd Sem noch 500 Joa, un haud noch mea Kjinja. 
GEN.11.12	Aus Arpachschad 35 Joa oolt wia, haud hee eenen Sän, Schelach. 
GEN.11.13	Arpachschad läwd noch 403 Joa von dan aus Schelach jebuaren wia, un haud noch mea Kjinja. 
GEN.11.14	Aus Schelach 30 Joa oolt wia, haud hee eenen Sän, Eber. 
GEN.11.15	Un Schelach läwd noch 403 Joa no däm daut Eber jebuaren wia, un haud noch mea Kjinja. 
GEN.11.16	Aus Eber 34 Joa oolt wia, haud hee dän Sän, Peleg. 
GEN.11.17	Un Eber läwd noch 430 Joa no däm daut Peleg jebuaren wia, un haud noch mea Kjinja. 
GEN.11.18	Aus Peleg 30 Joa oolt wia, haud hee eenen Sän, Regu. 
GEN.11.19	Un Peleg läwd noch 209 Joa no däm daut Regu jebuaren wia, un haud noch mea Kjinja. 
GEN.11.20	Aus Regu 32 Joa oolt wia, haud hee eenen Sän, Serug. 
GEN.11.21	Un Regu läwd noch 207 Joa no däm daut Serug jebuaren wia, un haud noch mea Kjinja. 
GEN.11.22	Aus Serug 30 Joa oolt wia, haud hee eenen Sän, Nahor. 
GEN.11.23	Un Serug läwd noch 200 Joa no däm daut Nahor jebuaren wia, un haud noch mea Kjinja. 
GEN.11.24	Aus Nahor 29 Joa oolt wia, haud hee eenen Sän, Terach. 
GEN.11.25	Un Nahor läwd noch 119 Joa no däm daut Terach jebuaren wia, un haud noch mea Kjinja. 
GEN.11.26	Aus Terach 70 Joa oolt wia, haud hee de Säns, Abram, Nahor un Haran.
GEN.11.27	Dit sent Terach siene Nokomen. Terach haud dree Junges. Daut wieren Abram, Nahor, un Haran. Un Haran wia Loot sien Voda. 
GEN.11.28	Haran storf ver sien Voda Terach storf, un storf en daut Launt wua hee jebuaren wia, en Ur mank de Chaldäa. 
GEN.11.29	Abram un Nahor befrieden sikj. Abram siene Fru heet Sarai, un Nahor siene Fru heet Milka. Milka un Jiska äa Voda wia Haran. 
GEN.11.30	Sarai kunn kjeene Kjinja haben.
GEN.11.31	Un Terach läd loos von Ur mank de Chaldäa, om no Kanaan to trakjen. Hee neem sienen Sän, Abram, met sikj, un uk sienen Grootsän, Loot, Haran sien Sän, un siene Schwieedochta, Sarai, dee Abram siene Fru wia. Oba aus see bat de Staut Haran kjeemen, bleewen see doa. 
GEN.11.32	Terach storf en Haran aus hee 205 Joa oolt wia.
GEN.12.1	De 
GEN.12.2	Ekj woa von die een grootet Volkj moaken, un ekj woa die säajnen. Ekj woa dien Nomen wiet bekaunt moaken, un du woascht een Säajen sennen. 
GEN.12.3	Ekj woa dee säajnen dee die säajnen, un ekj woa eenen Fluch opp dee brinjen, dee eenen Fluch opp die brinjen, un derch die woaren aule Velkja oppe Ieed jesäajent. 
GEN.12.4	Soo muak Abram sikj oppem Wajch, krakjt soo aus de 
GEN.12.5	Abram neem Sarai, siene Fru, un Loot, sien Brooda sien Sän, un waut see dan noch hauden toop jesaumelt, un uk de Deena dee hee en Haran jekjräajen haud, un jinkj no Kanaan opptoo. En Kanaan 
GEN.12.6	jinkj hee derch daut Launt un kjeem no Sichem, no däm grooten Boom More. To dee Tiet wieren de Kanaanita noch em Launt. 
GEN.12.7	Dan kjeem de 
GEN.12.8	Von doa jinkj hee en de Boaj nenn, oosten von Betel. Hee stald siene Zelten doa opp, met Betel nom Wasten un Ai nom Oosten. Abram bud doa eenen Aultoa fa däm 
GEN.12.9	Abram trock emma wieda en daut Launt em Sieden nenn.
GEN.12.10	Nu wia doa eene schlemme Hungaschnoot em Launt, daut Abram opp een stootje doawäajen no Ägipten jinkj. 
GEN.12.11	Aus see dan bat Ägipten kjeemen, säd Abram to siene Fru, Sarai: Du best soone schmocke Fru, 
GEN.12.12	daut wan de Ägipta die seenen, woaren see sajen: Dit es siene Fru, un see woaren mie doot moaken un die läwen loten. 
GEN.12.13	Saj an daut du miene Sesta best. Dan woat daut nich soo schlemm fa mie sennen, un see woaren mie nich wäajen die doot moaken.
GEN.12.14	Dan aus Abram en Ägipten nenn trock, sagen de Ägipta daut siene Fru sea schmock leet. 
GEN.12.15	Aus däm Kjennich siene Volkjsleidasch ar sagen, lowden see ar ver am. Dan wort see en däm Kjennich sien Hus jebrocht, 
GEN.12.16	un om äat haulwen jeef de Kjennich Abram Schop, Rinda, Äsels, Deena, un Kameelen. 
GEN.12.17	De 
GEN.12.18	Dan roopt de Kjennich Abram un säd: Waut hast du mie hia jedonen? Wuarom sätst du mie nich daut see diene Fru wia? 
GEN.12.19	Wuarom sätst du mie: See es miene Sesta? Un äwa däm hab ekj ar aus Fru jenomen. Hia es diene Fru. Nemm ar un go wieda. 
GEN.12.20	Un de Kjennich schekjt waut Mana daut see am, met siene Fru un aules waut hee haud, ut daut Launt rut brochten.
GEN.13.1	Un Abram jinkj trigj von Ägipten, met siene Fru un waut hee aules haud, un uk Loot, no daut Launt em Sieden Kanaan. 
GEN.13.2	Abram wia sea goot auf. Hee haud väl Vee un Selwa un Golt. 
GEN.13.3	Hee trock noch wada von daut Launt em Sieden Kanaan, soo wiet aus Betel, wua hee ea siene Zelten oppjestalt haud, tweschen Betel un Ai. 
GEN.13.4	Doa haud hee ea eenen Aultoa jemoakt. Un doa roopt Abram däm 
GEN.13.5	Un Loot, dee met Abram wia, haud uk Vee un Schop un Zelten. 
GEN.13.6	See ieejenden soo väl, daut et too väl fa daut Launt wia, wan see toop bleewen. 
GEN.13.7	Doa wia emma Zank tweschen Abram siene Vee Hoads un Loot siene Vee Hoads. To dee Tiet wonden de Kanaanita un Perisita em Launt. 
GEN.13.8	Un Abram säd to Loot: Well wie ons nich tweschen ons zanken; wie sent doch Frintschoft. Un onse Hoads brucken sikj uk nich zanken. 
GEN.13.9	Hia es je een grootet Launt ver ons. Trakj een Enjskje auf von mie. Wan du nom Nuaden trakjst, trakj ekj nom Sieden. Un wan du nom Sieden trakjst, trakj ekj nom Nuaden. 
GEN.13.10	Loot kjikjt sikj rom un sach daut daut Jordan Tol gaunz bat Zoar goot Wota haud un aules soo leet aus däm 
GEN.13.11	Soo kjeem daut, daut Loot sikj daut Jordan Tol wäld. Hee trock dan met aules nom Oosten. Un soo trocken hee un Abram eena vom aundren. 
GEN.13.12	Abram wond dan en daut Launt Kanaan, wiels Loot mank de Städa em Tol wond. Hee neem sien Zelt uk noch soo wiet aus Sodom. 
GEN.13.13	De Mana en Sodom fieeden een schlajchtet Läwen. See eewden growe Sinden ver däm 
GEN.13.14	No däm daut Loot von am wia wieda jetrocken, säd de 
GEN.13.15	Aul daut Launt waut du seenen kaust woa ekj die un diene Nokomen jäwen, opp emma. 
GEN.13.16	Ekj woa diene Nokomen soo väl aus dän Stoff oppe Ieed moaken. Wan wäa daut Stoff oppe Ieed talen kaun, dan woaren see diene Nokomen uk talen kjennen. 
GEN.13.17	Nu go derch daut Launt von eene Sied bat de aundre, un von een Enj bat daut aundre. Ekj woa die daut jäwen. 
GEN.13.18	Dan neem Abram siene Zelten un trock no de Ieekjenbeem bie Mamre, dicht bie Hebron. Doa bud hee eenen Aultoa fa däm 
GEN.14.1	Doa wieren vea Kjennichs, de Kjennich Amrafel en Schinar, de Kjennich Arjoch, en Ellasar, de Kjennich Kedor Laomer, en Elam, un de Kjennich Tidal, en Gojim. 
GEN.14.2	Dee vea Kjennichs muaken eenen Kjrich met Kjennich Bera, en Sodom, Kjennich Birscha, en Gomorra, Kjennich Schinab, en Adma, Kjennich Schemeber, en Zebojim, un de Kjennich von Bela, daut uk Zoar heet. 
GEN.14.3	Aul dise brochten äare Armeeen toop em Siddim Tol wua daut Solt Mäa nu es. 
GEN.14.4	Fa twalw Joa hauden see Kedor Laomer jedeent, oba nu en daut 13. Joa stalden see sikj jäajen am opp. 
GEN.14.5	Dan en sien 14. Joa, jinkj Kedor Laomer toop met de Kjennichs, dee met am eenen Bunt hauden, un neem de Refaita en Aschterot Karnajim en, un dan uk noch de Susita en Ham, de Emita en de Kirjatajim Stapen, 
GEN.14.6	un de Horita en de Seir Boaj bat soo wiet aus El Paran aun de Jrens von de Wiltnis. 
GEN.14.7	Dan oppem Wajch trigj kjeemen see no En Mischpat, daut nu Kadesch heet, un neemen de gaunze Jäajent von de Amalekita en, un uk de Amorita bie Hazezon Tamar.
GEN.14.8	Dan stunden de Kjennich en Sodom, de Kjennich en Gomorra, de Kjennich en Adma, de Kjennich Zebojim, un de Kjennich en Bela, daut Zoar es, sikj toop un jinjen em Siddim Tol jäajen 
GEN.14.9	Kjennich Kedor Laomer von Elam, Kjennich Tidal von Gojim, Kjennich Amrafel von Schinar, un Kjennich Arjoch von Ellasar. Daut wieren vea Kjennichs jäajen fief. 
GEN.14.10	Nu wieren doa väl Täa Lajcha en daut Siddim Tol, un de Kjennichs von Sodom un Gomorra follen en de Täa Lajcha un kjeemen doa om, un de äwaje randen no de Boaj. 
GEN.14.11	De vea Kjennichs beplindaden dan Sodom un Gomorra, un neemen aul äa Ätwoa un waut an sest noch wieetvoll wia met. 
GEN.14.12	Soo wort uk Loot, dee en Sodom wond, un äwa däm Abram de Onkel wia, met sien Hab un Goot veschlapt. 
GEN.14.13	Eena von dee, dee doa haud kunt flichten, kjeem un säd Abram, dän Hebräa, waut doa jeworden wia. Abram wond bie de Ieekjen waut Mamre, dän Amorita jehieeden. Mamre un siene Breeda Eschkol un Aner hauden eenen Bunt met Abram. 
GEN.14.14	Aus Abram hieed daut sien Brooda sien Sän faustjenomen wia, jeef hee 318 Deena, aules Mana waut en sien Loaga jebuaren wieren, Jereetschoft toom de 4 Kjennichs hinjaraun joagen. Un see juagen dee gaunz bat Dan hinjaraun. 
GEN.14.15	Hee deeld siene Mana en Gruppen en, un äwafoll jane enne Nacht un juach an soo wiet aus Hoba no. Hoba es nuaden von Damaskus. 
GEN.14.16	Hee brocht aul daut Hab un Goot trigj un uk Loot met sien Hab un Goot, un de Frues un aundre Menschen.
GEN.14.17	Aus Abram dan äwa Kedor Laomer un de Kjennichs jewonnen haud un trigj kjeem, kjeem de Kjennich von Sodom am entjäajen un troff am em Schawe Tol, daut uk daut Kjennichs Tol heet. 
GEN.14.18	Un Melchisedek, de Kjennich en Salem, brocht Broot un Wien. Hee wia een Priesta fa däm hechsten Gott. 
GEN.14.19	Dee säajend Abram un säd: Mucht de hechsta Gott, dee dän Himmel un de Ieed jemoakt haft, die säajnen. 
GEN.14.20	Wie lowen dän hechsten Gott dee die diene Jäajna en diene Macht jejäft haft. Un Abram jeef dän Kjennich von Salem een Tieendel von aules waut hee met trigj jebrocht haud. 
GEN.14.21	Un de Kjennich von Sodom säd to Abram: Jeff mie de Menschen, oba behool daut Hab un Goot fa die selfst. 
GEN.14.22	Oba Abram säd am: Ekj hab ver däm 
GEN.14.23	daut ekj nich woa soo väl aus eenen Twierem ooda eenen Schoobaunt, ooda irjent sestwaut waut dient es, nämen, soo daut du nich sajen woascht: Ekj hab Abram rikj jemoakt. 
GEN.14.24	Ekj näm nuscht buta waut miene Mana oppjebrukt haben un daut Poat waut Aner, Eschkol un Mamre traft. Lot an äa Poat haben. Daut äwaje kaust aula trigj haben.
GEN.15.1	Eene jewesse Tiet lota kjeem de 
GEN.15.2	Un Abram säd: Gott mien 
GEN.15.3	Un Abram säd: Du hast mie kjeen Kjint tookomen loten, un miene Oaw es mien Kjnajcht, dee von kjlien aun en miene Wirtschoft jewast es. 
GEN.15.4	Nu horcht. Dan hieed Abram däm 
GEN.15.5	De 
GEN.15.6	Abram sad sien vetruen opp däm 
GEN.15.7	Un de 
GEN.15.8	Un Abram säd: Gott mien 
GEN.15.9	Un de 
GEN.15.10	Abram brocht dee, un schneet dee delenjd de Medd opp. Dan läd hee dee enne Rieej, emma eene halft jäajenäwa von de aundre. De Väajel schneet hee nich enne halft. 
GEN.15.11	Doa kjeemen dan waut Oshakasch rauf opp daut Fleesch, un Abram juach dee doa emma wajch.
GEN.15.12	Aus de Sonn dan unjajinkj, kjeem doa een deepa Schlop opp Abram; daut wort sea diesta un eene groote Forcht kjeem äwa am. 
GEN.15.13	Dan säd de 
GEN.15.14	Ekj woa daut Launt, wua see deenen woaren, bestrofen, un dan woaren see ut daut Launt, met väle wieetvolle Sachen rut komen. 
GEN.15.15	Du selfst, woascht sea oolt woaren, un ruich no diene Väavodasch gonen, un begroft woaren. 
GEN.15.16	No vea Jennerazionen woaren see trigj hiahan komen. De Amorita, dee hia nu wonen, woaren ieescht de Mot met äare Sinden voll moaken ea ekj an strofen woa. 
GEN.15.17	Aus de Sonn ieescht unjajinkj un daut diesta wort, trocken doa twee Dinja tweschen de twee halften von daut Fleesch derch. Eent wia een Fiatopp, dee goot kwaulemd, daut aundre wia een Fiastock, dee doa kloa brend. 
GEN.15.18	Dän Dach muak de 
GEN.15.19	de gaunze Jäajent wua nu de Kenita, Kenasita, Kadmonita, 
GEN.15.20	de Hetita, Perisita, Refaita, 
GEN.15.21	de Amorita, Kanaanita, Girgasita un de Jebusita wonen.
GEN.16.1	Abram un Sarai hauden kjeene Kjinja jehaut. See hauden eene ägiptische Kjäakjsche, dee heet Hagar. 
GEN.16.2	Un Sarai säd to Abram: Kjikj emol. De 
GEN.16.3	Aus Abram tieen Joa en Kanaan jewont haud, neem siene Fru Sarai, äare ägiptische Kjäakjsche, Hagar, un jeef Abram, äaren Maun, dee to Fru. 
GEN.16.4	Un Abram omoarmd Hagar, un aus Hagar daut wist daut see schwanga wia, kjikjt see rauf opp äare Wieetsche. 
GEN.16.5	Dan säd Sarai to Abram: Dit waut ekj hia von dise lieden mott, felt uk opp die. Ekj leet die ar nämen, un dan aus see sach daut see schwanga wia, kjikjt see rauf opp mie. Mucht de 
GEN.16.6	Un Abram säd to Sarai: See es diene Kjäakjsche! Doo met ar, soo aus die daut rajcht sitt. Dan muak Sarai ar daut Läwen schwoa, soo daut see von ar wajchrand.
GEN.16.7	Enne Wiltnis, bie de Wotakjwal oppem Wajch no Schur, funk däm 
GEN.16.8	Un dee säd: Hagar, Sarai äare Kjäakjsche, von wua kjemst du, un wua jeist du han? Un Hagar säd: Ekj ran von Sarai, miene Wieetsche, wajch. 
GEN.16.9	Un däm 
GEN.16.10	Däm 
GEN.16.11	Un däm 
GEN.16.12	Ismael woat soo frie aus een willa Äsel sennen, aulem jäajenaun un jieda eena jäajen am, nich frädlich met irjent een Brooda. 
GEN.16.13	Doa roopt see däm 
GEN.16.14	Derch dit wort de Kjwal, dee tweschen Kadesch un Bered licht, Beer-lahai-roi 
GEN.16.15	Hagar haud een Junkje, un Abram nand däm Ismael. 
GEN.16.16	Abram wia 86 Joa oolt aus Ismael jebuaren wort.
GEN.17.1	Aus Abram 99 Joa oolt wia haud hee eene Erfoarunk wua de 
GEN.17.2	Ekj well eenen Bunt tweschen mie un die moaken un ekj well die väl Nokomen jäwen.
GEN.17.3	Doamet foll Abram opp sien Jesecht un Gott säd to am: 
GEN.17.4	Nu weetst daut mien Bunt met die es, un du woascht de Voda äwa väle Velkja sennen. 
GEN.17.5	Dien Nomen woat wiedahans nich Abram 
GEN.17.6	Ekj woa die sea väl Nokomen jäwen, soo daut doa Velkja un Kjennichs von die komen woaren. 
GEN.17.7	Ekj woa mienen Bunt met die un diene Nokomen derch äare Jennerazionen no die, eenen eewjen Bunt moaken. Ekj woa dien un diene Nokomen äa Gott sennen. 
GEN.17.8	Un ekj woa die un diene Nokomen no die daut Launt jäwen, wua du romjewaundat hast, daut gaunze Launt Kanaan, daut see daut aus een eewjet Oafgoot haben un ekj äa Gott sennen woa. 
GEN.17.9	Un Gott säd to Abraham: Nu es daut opp to die un diene Kjinja un Grootkjinja, daut jie dän Bunt hoolen derch aul june Tieden. 
GEN.17.10	Dit es mien Bunt, dän du un diene Nokomen no die hoolen sellen: Een jieda eena von june Junges saul beschnäden woaren. 
GEN.17.11	Jie sellen junt aun de Väahut aun aule Junges un Mana beschnieden un daut woat daut Tieekjen sennen von däm Bunt tweschen mie un junt. 
GEN.17.12	Jieda Maun un jieda Jung mank junt, dee mea aus acht Doag oolt es, saul beschnäden woaren. Dee waut mank junt jebuaren worden sent un dee waut jie von framde met Jelt jekoft haben, 
GEN.17.13	sellen beschnäden woaren. Soo saul mien Bunt aus een eewjen Bunt aun jun Fleesch kloa sennen. 
GEN.17.14	Jieda Maun, dee nich aun de Väahut beschnäden woat, saul utem Volkj jestat woaren. Dee haft dan mien Bunt jebroaken.
GEN.17.15	Un Gott säd to Abraham: Diene Fru Sarai, saust du nich lenja Sarai nanen, oba Sara. 
GEN.17.16	Ekj woa ar säajnen, un ekj woa die onbedinjt derch ar eenen Sän jäwen. Ekj woa ar säajnen, un see woat de Mutta von Velkja sennen. Doa woaren Kjennichs von ar aufstaumen. 
GEN.17.17	Dan kjneed Abraham sikj bat oppe Ieed un lacht. Hee docht: Kaun een Maun dee 100 Joa oolt es, noch een Voda woaren? Saul Sara, dee 90 Joa oolt es, noch een kjlienet Kjint haben? 
GEN.17.18	Un Abraham säd to Gott: Wan du doch Ismael aus miene Oaw kust haben. 
GEN.17.19	Un Gott säd: Nä. Diene Fru, Sara, woat eenen Sän haben. Dän saust du Isaak 
GEN.17.20	Daut waut du von Ismael jesajcht hast hab ekj jehieet. Horch emol! Ekj woa am säajnen un am väl Nokomen jäwen. Von am woaren twalf Staumvodasch komen, un daut woat een grootet Volkj sennen. 
GEN.17.21	Oba mienen Bunt woa ekj met Isaak moaken. Isaak, dän Sara die om disen Tiet näakjstet Joa jäwen woat. 
GEN.17.22	Aus hee daut jesajcht haud, jinkj Gott wajch von Abraham.
GEN.17.23	Dan neem Abraham sienen Sän Ismael un uk aul siene Deena, dee entwäda en siene Zelten jebuaren wieren, ooda dee hee met sien Jelt jekoft haud, un hee beschneet dee een jieda aun de Väahut. 
GEN.17.24	Abraham wia 99 aus hee beschnäden wort. 
GEN.17.25	Ismael, Abraham sien Sän, wia 13 Joa oolt aus hee beschnäden wort. 
